"package","source","homepage","vcs_browser","section"
"libspglib-f08-2","spglib","https://spglib.github.io/spglib/","","libs"
"libspglib-f08-dev","spglib","https://spglib.github.io/spglib/","","libdevel"
"libsphere-dev","spherepack","https://www.cisl.ucar.edu/research-software/software","","libdevel"
"libsphere0t64","spherepack","https://www.cisl.ucar.edu/research-software/software","","libs"
"libsphinxbase-dev","sphinxbase","https://cmusphinx.sourceforge.net/","","libdevel"
"libsphinxbase3t64","sphinxbase","https://cmusphinx.sourceforge.net/","","libs"
"libspice-client-glib-2.0-8","spice-gtk","https://www.spice-space.org/","","libs"
"libspice-client-glib-2.0-dev","spice-gtk","https://www.spice-space.org/","","libdevel"
"libspice-client-gtk-3.0-5","spice-gtk","https://www.spice-space.org/","","libs"
"libspice-client-gtk-3.0-dev","spice-gtk","https://www.spice-space.org/","","libdevel"
"libspice-protocol-dev","spice-protocol","https://www.spice-space.org/","","libdevel"
"libspice-server-dev","spice","https://www.spice-space.org","","libdevel"
"libspice-server1","spice","https://www.spice-space.org","","libs"
"libspiro-dev","libspiro","https://github.com/fontforge/libspiro/","","libdevel"
"libspiro1","libspiro","https://github.com/fontforge/libspiro/","","libs"
"libspirv-cross-c-shared-dev","spirv-cross","https://github.com/KhronosGroup/SPIRV-Cross","","libdevel"
"libspirv-cross-c-shared0","spirv-cross","https://github.com/KhronosGroup/SPIRV-Cross","","libs"
"libspnav-dev","libspnav","http://spacenav.sourceforge.net","","libdevel"
"libspnav0","libspnav","http://spacenav.sourceforge.net","","libs"
"libspng-dev","libspng","https://libspng.org","","libdevel"
"libspng0","libspng","https://libspng.org","","libs"
"libspoa-dev","spoa","https://github.com/rvaser/spoa","","libdevel"
"libspoa7.0.0","spoa","https://github.com/rvaser/spoa","","libs"
"libspqr4","suitesparse","http://suitesparse.com","","libs"
"libspread-sheet-widget-dev","spread-sheet-widget","https://www.gnu.org/software/ssw/","","libdevel"
"libspread-sheet-widget0","spread-sheet-widget","https://www.gnu.org/software/ssw/","","libs"
"libsprng2","sprng","http://www.sprng.org/","","libs"
"libsprng2-dev","sprng","http://www.sprng.org/","","libdevel"
"libsqlcipher-dev","sqlcipher","http://sqlcipher.net/","","libdevel"
"libsqlcipher1","sqlcipher","http://sqlcipher.net/","","libs"
"libsqlclient-dev","gnustep-sqlclient","http://gnustep.org","","libdevel"
"libsqlclient1.9","gnustep-sqlclient","http://gnustep.org","","libs"
"libsqlite3-0","sqlite3","https://www.sqlite.org/","","libs"
"libsqlite3-dev","sqlite3","https://www.sqlite.org/","","libdevel"
"libsqlite3-ext-csv","sqlite3","https://www.sqlite.org/","","libs"
"libsqlite3-ext-icu","sqlite3","https://www.sqlite.org/","","libs"
"libsqlite3-mod-blobtoxy","sqliteodbc","http://www.ch-werner.de/sqliteodbc/","","libs"
"libsqlite3-mod-ceph","ceph","http://ceph.com/","","libs"
"libsqlite3-mod-ceph-dev","ceph","http://ceph.com/","","libdevel"
"libsqlite3-mod-csvtable","sqliteodbc","http://www.ch-werner.de/sqliteodbc/","","libs"
"libsqlite3-mod-impexp","sqliteodbc","http://www.ch-werner.de/sqliteodbc/","","libs"
"libsqlite3-mod-rasterlite2","librasterlite2","https://www.gaia-gis.it/fossil/librasterlite2/","","libs"
"libsqlite3-mod-spatialite","spatialite","https://www.gaia-gis.it/fossil/libspatialite","","libs"
"libsqlite3-mod-virtualpg","virtualpg","https://www.gaia-gis.it/fossil/virtualpg","","libs"
"libsqlite3-mod-xpath","sqliteodbc","http://www.ch-werner.de/sqliteodbc/","","libs"
"libsqlite3-mod-zipfile","sqliteodbc","http://www.ch-werner.de/sqliteodbc/","","libs"
"libsqlite3-ocaml","ocaml-sqlite3","https://mmottl.github.io/sqlite3-ocaml","","ocaml"
"libsqlite3-tcl","sqlite3","https://www.sqlite.org/","","interpreters"
"libsqlitecpp-dev","sqlitecpp","https://srombauts.github.io/SQLiteCpp/","","libdevel"
"libsqliteodbc","sqliteodbc","http://www.ch-werner.de/sqliteodbc/","","libs"
"libsquashfs-dev","squashfs-tools-ng","https://github.com/AgentD/squashfs-tools-ng","","libdevel"
"libsquashfs1","squashfs-tools-ng","https://github.com/AgentD/squashfs-tools-ng","","libs"
"libsquashfuse-dev","squashfuse","https://github.com/vasi/squashfuse","","libdevel"
"libsquashfuse0","squashfuse","https://github.com/vasi/squashfuse","","libs"
"libsquid-dev","biosquid","http://eddylab.org/software.html","","libdevel"
"libsquid1t64","biosquid","http://eddylab.org/software.html","","libs"
"libsquirrel-dev","squirrel3","http://squirrel-lang.org/","","libdevel"
"libsquirrel3-0","squirrel3","http://squirrel-lang.org/","","libs"
"libsquish-dev","libsquish","https://sourceforge.net/projects/libsquish","","libdevel"
"libsquish0","libsquish","https://sourceforge.net/projects/libsquish","","libs"
"libsratom-0-0","sratom","https://drobilla.net/software/sratom/","","libs"
"libsratom-dev","sratom","https://drobilla.net/software/sratom/","","libdevel"
"libsrecord-dev","srecord","http://srecord.sourceforge.net","","libdevel"
"libsrecord0t64","srecord","http://srecord.sourceforge.net","","libs"
"libsrf-dev","srf","http://srf.sourceforge.net/","","libdevel"
"libsrm-dev","libsrm","https://cuarzosoftware.github.io/SRM/","","libdevel"
"libsrm0","libsrm","https://cuarzosoftware.github.io/SRM/","","libs"
"libsrpc-bin","srpc","https://github.com/sogou/srpc","","libs"
"libsrpc-dev","srpc","https://github.com/sogou/srpc","","libs"
"libsrpc0t64","srpc","https://github.com/sogou/srpc","","libs"
"libsrt-gnutls-dev","srt","https://github.com/Haivision/srt","","libdevel"
"libsrt-openssl-dev","srt","https://github.com/Haivision/srt","","libdevel"
"libsrt1.5-gnutls","srt","https://github.com/Haivision/srt","","libs"
"libsrt1.5-openssl","srt","https://github.com/Haivision/srt","","libs"
"libsrtp2-1","libsrtp2","https://github.com/cisco/libsrtp","","libs"
"libsrtp2-dev","libsrtp2","https://github.com/cisco/libsrtp","","libdevel"
"libss2","e2fsprogs","http://e2fsprogs.sourceforge.net","","libs"
"libss7-2.0","libss7","https://downloads.asterisk.org/pub/telephony/libss7/","","libs"
"libss7-dev","libss7","https://downloads.asterisk.org/pub/telephony/libss7/","","libdevel"
"libsscm-dev","sigscheme","https://github.com/uim/sigscheme","","libdevel"
"libsscm3","sigscheme","https://github.com/uim/sigscheme","","libs"
"libssh-4","libssh","https://www.libssh.org/","","libs"
"libssh-dev","libssh","https://www.libssh.org/","","libdevel"
"libssh2-1-dev","libssh2","https://libssh2.org/","","libdevel"
"libssh2-1t64","libssh2","https://libssh2.org/","","libs"
"libssl-dev","openssl","https://openssl-library.org","","libdevel"
"libssl-doc","openssl","https://openssl-library.org","","doc"
"libssl3t64","openssl","https://openssl-library.org","","libs"
"libssm-dev","ssm","http://www.ccp4.ac.uk/","","libdevel"
"libssm2","ssm","http://www.ccp4.ac.uk/","","libs"
"libsss-certmap-dev","sssd","https://github.com/SSSD/sssd","","libdevel"
"libsss-certmap0","sssd","https://github.com/SSSD/sssd","","libs"
"libsss-idmap-dev","sssd","https://github.com/SSSD/sssd","","libdevel"
"libsss-idmap0","sssd","https://github.com/SSSD/sssd","","libs"
"libsss-nss-idmap-dev","sssd","https://github.com/SSSD/sssd","","libdevel"
"libsss-nss-idmap0","sssd","https://github.com/SSSD/sssd","","libs"
"libsss-sudo","sssd","https://github.com/SSSD/sssd","","libs"
"libsstp-api-0","sstp-client","https://gitlab.com/eivnaes/sstp-client","","libs"
"libsstp-api-0-dev","sstp-client","https://gitlab.com/eivnaes/sstp-client","","libdevel"
"libssu-dev","unifrac-tools","https://github.com/biocore/unifrac-binaries","","libdevel"
"libssu0","unifrac-tools","https://github.com/biocore/unifrac-binaries","","libs"
"libssw-dev","libssw","https://github.com/mengyao/Complete-Striped-Smith-Waterman-Library","","libdevel"
"libssw0","libssw","https://github.com/mengyao/Complete-Striped-Smith-Waterman-Library","","libs"
"libst-dev","st","http://state-threads.sourceforge.net/","","libdevel"
"libst1t64","st","http://state-threads.sourceforge.net/","","libs"
"libstaden-read-dev","staden-io-lib","https://github.com/jkbonfield/io_lib","","libdevel"
"libstaden-read14t64","staden-io-lib","https://github.com/jkbonfield/io_lib","","libs"
"libstarlink-ast-dev","starlink-ast","https://starlink.eao.hawaii.edu/starlink/AST","","libdevel"
"libstarlink-ast-err9","starlink-ast","https://starlink.eao.hawaii.edu/starlink/AST","","libs"
"libstarlink-ast-grf3d9","starlink-ast","https://starlink.eao.hawaii.edu/starlink/AST","","libs"
"libstarlink-ast9","starlink-ast","https://starlink.eao.hawaii.edu/starlink/AST","","libs"
"libstarlink-pal-dev","starlink-pal","https://starlink.eao.hawaii.edu/starlink","","libdevel"
"libstarlink-pal0","starlink-pal","https://starlink.eao.hawaii.edu/starlink","","libs"
"libstaroffice-0.0-0","libstaroffice","https://github.com/fosnola/libstaroffice","","libs"
"libstaroffice-dev","libstaroffice","https://github.com/fosnola/libstaroffice","","libdevel"
"libstarpu-1.4-6","starpu","https://starpu.gitlabpages.inria.fr/","","libs"
"libstarpu-dev","starpu","https://starpu.gitlabpages.inria.fr/","","libdevel"
"libstarpu-openmp-llvm-1.4-1t64","starpu","https://starpu.gitlabpages.inria.fr/","","libs"
"libstarpufft-1.4-1t64","starpu","https://starpu.gitlabpages.inria.fr/","","libs"
"libstarpumpi-1.4-3t64","starpu","https://starpu.gitlabpages.inria.fr/","","libs"
"libstarpurm-1.4-1t64","starpu","https://starpu.gitlabpages.inria.fr/","","libs"
"libstartup-notification0","startup-notification","https://www.freedesktop.org/wiki/Software/startup-notification/","","libs"
"libstartup-notification0-dev","startup-notification","https://www.freedesktop.org/wiki/Software/startup-notification/","","libdevel"
"libstatgen-dev","libstatgen","https://genome.sph.umich.edu/wiki/C++_Library:_libStatGen","","libdevel"
"libstatgen1","libstatgen","https://genome.sph.umich.edu/wiki/C++_Library:_libStatGen","","libs"
"libstatgrab-dev","libstatgrab","https://libstatgrab.org","","libdevel"
"libstatgrab10t64","libstatgrab","https://libstatgrab.org","","libs"
"libstb-dev","libstb","https://github.com/nothings/stb","","libdevel"
"libstb0t64","libstb","https://github.com/nothings/stb","","libs"
"libstd-msgs-dev","ros-std-msgs","https://wiki.ros.org/std_msgs","","libdevel"
"libstd-rust-1.85","rustc","http://www.rust-lang.org/","","libs"
"libstd-rust-dev-wasm32","rustc","http://www.rust-lang.org/","","libdevel"
"libstd-srvs-dev","ros-ros-comm-msgs","https://wiki.ros.org/common_msgs","","libdevel"
"libstdc++-12-dev","gcc-12","http://gcc.gnu.org/","","libdevel"
"libstdc++-12-pic","gcc-12","http://gcc.gnu.org/","","libdevel"
"libstdc++-13-dev","gcc-13","http://gcc.gnu.org/","","libdevel"
"libstdc++-13-pic","gcc-13","http://gcc.gnu.org/","","libdevel"
"libstdc++-14-dev","gcc-14","http://gcc.gnu.org/","","libdevel"
"libstdc++-14-pic","gcc-14","http://gcc.gnu.org/","","libdevel"
"libstdc++6","gcc-14","http://gcc.gnu.org/","","libs"
"libstdgpu-hip-dev","stdgpu","https://github.com/stotko/stdgpu","","libdevel"
"libstdgpu-hip0d","stdgpu","https://github.com/stotko/stdgpu","","libs"
"libstdgpu-openmp-dev","stdgpu","https://github.com/stotko/stdgpu","","libdevel"
"libstdgpu-openmp0t64","stdgpu","https://github.com/stotko/stdgpu","","libs"
"libstellarsolver-dev","stellarsolver","https://github.com/rlancaste/stellarsolver","","libdevel"
"libstellarsolver2","stellarsolver","https://github.com/rlancaste/stellarsolver","","libs"
"libstemmer-dev","snowball","https://snowballstem.org/","","libdevel"
"libstemmer-tools","snowball","https://snowballstem.org/","","text"
"libstemmer0d","snowball","https://snowballstem.org/","","libs"
"libsteptalk-dev","steptalk","http://wwwmain.gnustep.org/experience/StepTalk.html","","libdevel"
"libsteptalk0d","steptalk","http://wwwmain.gnustep.org/experience/StepTalk.html","","libs"
"libstereo-image-proc-dev","ros-image-pipeline","https://wiki.ros.org/image_pipeline","","libdevel"
"libstereo-image-proc0d","ros-image-pipeline","https://wiki.ros.org/image_pipeline","","libs"
"libstereo-msgs-dev","ros-common-msgs","https://wiki.ros.org/common_msgs","","libdevel"
"libstfl-dev","stfl","http://www.clifford.at/stfl/","","libdevel"
"libstfl-perl","stfl","http://www.clifford.at/stfl/","","perl"
"libstfl-ruby","stfl","http://www.clifford.at/stfl/","","ruby"
"libstfl-ruby1.8","stfl","http://www.clifford.at/stfl/","","ruby"
"libstfl-ruby1.9.1","stfl","http://www.clifford.at/stfl/","","ruby"
"libstfl0","stfl","http://www.clifford.at/stfl/","","libs"
"libstilview-dev","libsidplayfp","https://github.com/libsidplayfp/libsidplayfp/wiki","","libdevel"
"libstilview0","libsidplayfp","https://github.com/libsidplayfp/libsidplayfp/wiki","","libs"
"libstk-5.0.0","stk","https://ccrma.stanford.edu/software/stk/","","libs"
"libstk-dev","stk","https://ccrma.stanford.edu/software/stk/","","libdevel"
"libstlink-dev","stlink","https://github.com/stlink-org/stlink","","libdevel"
"libstlink1","stlink","https://github.com/stlink-org/stlink","","libs"
"libstoken-dev","stoken","http://stoken.sf.net/","","libdevel"
"libstoken1t64","stoken","http://stoken.sf.net/","","libs"
"libstonith1-dev","cluster-glue","https://github.com/ClusterLabs/cluster-glue","","libdevel"
"libstonith1t64","cluster-glue","https://github.com/ClusterLabs/cluster-glue","","libs"
"libstonithd56","pacemaker","https://www.clusterlabs.org/","","libs"
"libstopt-dev","stopt","https://gitlab.com/stochastic-control/StOpt/","","libdevel"
"libstopt5t64","stopt","https://gitlab.com/stochastic-control/StOpt/","","libs"
"libstore-opaque-perl","libstore-opaque-perl","https://metacpan.org/release/Store-Opaque","","perl"
"libstorj-dev","libstorj","https://github.com/Storj/libstorj","","libdevel"
"libstorj0t64","libstorj","https://github.com/Storj/libstorj","","libs"
"libstorm-dev","stormlib","http://www.zezula.net/en/mpq/stormlib.html","","libdevel"
"libstorm9","stormlib","http://www.zezula.net/en/mpq/stormlib.html","","libs"
"libstreamvbyte-dev","libstreamvbyte","https://github.com/lemire/streamvbyte","","libdevel"
"libstreamvbyte0","libstreamvbyte","https://github.com/lemire/streamvbyte","","libs"
"libstring-compare-constanttime-perl","libstring-compare-constanttime-perl","https://metacpan.org/release/String-Compare-ConstantTime","","perl"
"libstring-similarity-perl","libstring-similarity-perl","https://metacpan.org/release/String-Similarity","","perl"
"libstroke0","libstroke","","","libs"
"libstroke0-dev","libstroke","","","libdevel"
"libstrophe-dev","libstrophe","http://strophe.im/","","libdevel"
"libstrophe0","libstrophe","http://strophe.im/","","libs"
"libstropt-dev","libstropt","http://www.virtualsquare.org/","","libdevel"
"libstropt0","libstropt","http://www.virtualsquare.org/","","libs"
"libstxxl-dev","libstxxl","http://stxxl.sourceforge.net","","libdevel"
"libstxxl1t64","libstxxl","http://stxxl.sourceforge.net","","libs"
"libsub-identify-perl","libsub-identify-perl","https://metacpan.org/release/Sub-Identify","","perl"
"libsub-prototype-perl","libsub-prototype-perl","https://metacpan.org/release/Sub-Prototype","","perl"
"libsubid-dev","shadow","https://github.com/shadow-maint/shadow","","libdevel"
"libsubid5","shadow","https://github.com/shadow-maint/shadow","","libs"
"libsubtitleeditor-dev","subtitleeditor","https://kitone.github.io/subtitleeditor/","","libdevel"
"libsubtitleeditor0","subtitleeditor","https://kitone.github.io/subtitleeditor/","","libs"
"libsubunit-dev","subunit","https://code.launchpad.net/subunit","","libdevel"
"libsubunit0","subunit","https://code.launchpad.net/subunit","","libs"
"libsugarext-dev","sugar-toolkit-gtk3","http://wiki.sugarlabs.org/go/Sugar","","libdevel"
"libsugarext0","sugar-toolkit-gtk3","http://wiki.sugarlabs.org/go/Sugar","","libs"
"libsuil-0-0","suil","https://drobilla.net/software/suil/","","libs"
"libsuil-dev","suil","https://drobilla.net/software/suil/","","libdevel"
"libsuitesparse-dev","suitesparse","http://suitesparse.com","","libdevel"
"libsuitesparse-mongoose3","suitesparse","http://suitesparse.com","","libs"
"libsuitesparseconfig7","suitesparse","http://suitesparse.com","","libs"
"libsuma-dev","sumalibs","https://git.metabarcoding.org/obitools/sumalibs","","libdevel"
"libsuma1","sumalibs","https://git.metabarcoding.org/obitools/sumalibs","","libs"
"libsundials-arkode6","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-core7","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-cvode7","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-cvodes7","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-dev","sundials","https://www.llnl.gov/CASC/sundials/","","libdevel"
"libsundials-fortran-dev","sundials","https://www.llnl.gov/CASC/sundials/","","libdevel"
"libsundials-ida7","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-idas6","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-kinsol7","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-nvecparallel-hypre7","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-nvecparallel-mpi7","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-nvecparallel-openmp7","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-nvecparallel-petsc7","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-nvecparallel-pthread7","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-nvecserial7","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-sunlinsol5","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsundials-sunmatrix5","sundials","https://www.llnl.gov/CASC/sundials/","","libs"
"libsunpinyin-dev","sunpinyin","https://github.com/sunpinyin/sunpinyin","","libdevel"
"libsunpinyin3v5","sunpinyin","https://github.com/sunpinyin/sunpinyin","","libs"
"libsuperlu-dev","superlu","https://github.com/xiaoyeli/superlu","","libdevel"
"libsuperlu-dist-dev","superlu-dist","https://github.com/xiaoyeli/superlu_dist","","libdevel"
"libsuperlu-dist8","superlu-dist","https://github.com/xiaoyeli/superlu_dist","","libs"
"libsuperlu7","superlu","https://github.com/xiaoyeli/superlu","","libs"
"libsupernovas-cio-data","supernovas","https://smithsonian.github.io/SuperNOVAS","","libs"
"libsupernovas-dev","supernovas","https://smithsonian.github.io/SuperNOVAS","","libdevel"
"libsupernovas1","supernovas","https://smithsonian.github.io/SuperNOVAS","","libs"
"libsurgescript-dev","surgescript","https://docs.opensurge2d.org","","libdevel"
"libsurgescript0.5.4.4","surgescript","https://docs.opensurge2d.org","","libs"
"libsv-dev","libsv","https://github.com/uael/sv","","libdevel"
"libsv1","libsv","https://github.com/uael/sv","","libs"
"libsvgpp-dev","svgpp","https://github.com/svgpp/svgpp","","libdevel"
"libsvm-dev","libsvm","https://www.csie.ntu.edu.tw/~cjlin/libsvm/","","libdevel"
"libsvm-tools","libsvm","https://www.csie.ntu.edu.tw/~cjlin/libsvm/","","devel"
"libsvm3","libsvm","https://www.csie.ntu.edu.tw/~cjlin/libsvm/","","libs"
"libsvmloc-dev","libpsortb","https://www.psort.org/","","libdevel"
"libsvmloc0","libpsortb","https://www.psort.org/","","libs"
"libsvn-dev","subversion","http://subversion.apache.org/","","libdevel"
"libsvn-doc","subversion","http://subversion.apache.org/","","doc"
"libsvn-java","subversion","http://subversion.apache.org/","","java"
"libsvn-perl","subversion","http://subversion.apache.org/","","perl"
"libsvn1","subversion","http://subversion.apache.org/","","libs"
"libsvtav1enc-dev","svt-av1","https://gitlab.com/AOMediaCodec/SVT-AV1","","libdevel"
"libsvtav1enc2","svt-av1","https://gitlab.com/AOMediaCodec/SVT-AV1","","libs"
"libswami-dev","swami","https://github.com/swami/swami","","libdevel"
"libswami1t64","swami","https://github.com/swami/swami","","libs"
"libswamigui1t64","swami","https://github.com/swami/swami","","libs"
"libswe-dev","libswe","https://www.astro.com/swisseph","","libdevel"
"libswe2.0","libswe","https://www.astro.com/swisseph","","libs"
"libswiftlang","swiftlang","https://www.swift.org","","libs"
"libsword-dev","sword","https://www.crosswire.org/sword/","","libdevel"
"libsword1.9.0t64","sword","https://www.crosswire.org/sword/","","libs"
"libswresample-dev","ffmpeg","https://ffmpeg.org/","","libdevel"
"libswresample5","ffmpeg","https://ffmpeg.org/","","libs"
"libswscale-dev","ffmpeg","https://ffmpeg.org/","","libdevel"
"libswscale8","ffmpeg","https://ffmpeg.org/","","libs"
"libswt-cairo-gtk-4-jni","swt4-gtk","http://www.eclipse.org/swt/","","libs"
"libswt-glx-gtk-4-jni","swt4-gtk","http://www.eclipse.org/swt/","","libs"
"libswt-gtk-4-jni","swt4-gtk","http://www.eclipse.org/swt/","","libs"
"libswt-webkit-gtk-4-jni","swt4-gtk","http://www.eclipse.org/swt/","","libs"
"libswupdate-dev","swupdate","https://sbabic.github.io/swupdate","","libdevel"
"libswupdate0.1","swupdate","https://sbabic.github.io/swupdate","","libs"
"libsx-dev","libsx","https://web.physics.wustl.edu/marty/libsx/libsx.html","","libdevel"
"libsx0","libsx","https://web.physics.wustl.edu/marty/libsx/libsx.html","","libs"
"libsybdb5","freetds","http://www.freetds.org/","","libs"
"libsylfilter0","sylfilter","https://sylpheed.sraoss.jp/sylfilter/","","libs"
"libsylph-dev","libsylph","https://sylpheed.sraoss.jp/","","libdevel"
"libsylph1t64","libsylph","https://sylpheed.sraoss.jp/","","libs"
"libsymfpu-dev","symfpu","https://github.com/martin-cs/symfpu","","libdevel"
"libsymmetrica-dev","symmetrica","https://gitlab.com/sagemath/symmetrica","","libdevel"
"libsymmetrica3","symmetrica","https://gitlab.com/sagemath/symmetrica","","libs"
"libsymspg-dev","spglib","https://spglib.github.io/spglib/","","libdevel"
"libsymspg2","spglib","https://spglib.github.io/spglib/","","libs"
"libsyn123-0t64","mpg123","http://mpg123.org/","","libs"
"libsyncmlcommon5-1","buteo-sync-plugins","https://github.com/sailfishos/buteo-sync-plugins","","libs"
"libsyncmlcommon5-dev","buteo-sync-plugins","https://github.com/sailfishos/buteo-sync-plugins","","libdevel"
"libsyncpluginscommon1","buteo-sync-plugins-social","https://github.com/sailfishos/buteo-sync-plugins-social/","","libs"
"libsynctex-dev","texlive-bin","https://www.tug.org/texlive/","","libdevel"
"libsynctex2","texlive-bin","https://www.tug.org/texlive/","","libs"
"libsys-mmap-perl","libsys-mmap-perl","https://metacpan.org/release/Sys-Mmap","","perl"
"libsys-virt-perl","libsys-virt-perl","https://metacpan.org/release/Sys-Virt","","perl"
"libsysfs-dev","sysfsutils","https://github.com/linux-ras/sysfsutils","","libdevel"
"libsysfs2","sysfsutils","https://github.com/linux-ras/sysfsutils","","libs"
"libsysprof-6-6","sysprof","https://apps.gnome.org/Sysprof/","","libs"
"libsysprof-6-dev","sysprof","https://apps.gnome.org/Sysprof/","","libdevel"
"libsysprof-6-modules","sysprof","https://apps.gnome.org/Sysprof/","","libs"
"libsysprof-capture-4-dev","sysprof","https://apps.gnome.org/Sysprof/","","libdevel"
"libsysstat-qt6-1","libsysstat","https://github.com/lxqt/libsysstat","","libs"
"libsysstat-qt6-1-dev","libsysstat","https://github.com/lxqt/libsysstat","","libdevel"
"libsystemc","systemc","https://github.com/accellera-official/systemc","","libs"
"libsystemc-dev","systemc","https://github.com/accellera-official/systemc","","libdevel"
"libsystemd-dev","systemd","https://systemd.io","","libdevel"
"libsystemd-shared","systemd","https://systemd.io","","libs"
"libsystemd0","systemd","https://systemd.io","","libs"
"libsz2","libaec","https://gitlab.dkrz.de/k202009/libaec","","libs"
"libt3config-dev","libt3config","https://os.ghalkes.nl/t3/libt3config.html","","libdevel"
"libt3config0","libt3config","https://os.ghalkes.nl/t3/libt3config.html","","libs"
"libt3highlight-dev","libt3highlight","https://os.ghalkes.nl/t3/libt3highlight.html","","libdevel"
"libt3highlight2","libt3highlight","https://os.ghalkes.nl/t3/libt3highlight.html","","libs"
"libt3key-dev","libt3key","https://os.ghalkes.nl/t3/libt3key.html","","libdevel"
"libt3key1","libt3key","https://os.ghalkes.nl/t3/libt3key.html","","libs"
"libt4k-common0-dev","t4kcommon","https://github.com/tux4kids/","","libdevel"
"libt4k-common0t64","t4kcommon","https://github.com/tux4kids/","","libs"
"libtabixpp-dev","libtabixpp","https://github.com/ekg/tabixpp","","libdevel"
"libtabixpp0t64","libtabixpp","https://github.com/ekg/tabixpp","","libs"
"libtachyon-dev-common","tachyon","http://jedi.ks.uiuc.edu/~johns/raytracer/","","libdevel"
"libtachyon-mpi-dev","tachyon","http://jedi.ks.uiuc.edu/~johns/raytracer/","","libdevel"
"libtachyon-mpich-0","tachyon","http://jedi.ks.uiuc.edu/~johns/raytracer/","","libs"
"libtachyon-mpich-0-dev","tachyon","http://jedi.ks.uiuc.edu/~johns/raytracer/","","libdevel"
"libtachyon-mt-0","tachyon","http://jedi.ks.uiuc.edu/~johns/raytracer/","","libs"
"libtachyon-mt-0-dev","tachyon","http://jedi.ks.uiuc.edu/~johns/raytracer/","","libdevel"
"libtachyon-openmpi-0","tachyon","http://jedi.ks.uiuc.edu/~johns/raytracer/","","libs"
"libtachyon-openmpi-0-dev","tachyon","http://jedi.ks.uiuc.edu/~johns/raytracer/","","libdevel"
"libtachyon-serial-0","tachyon","http://jedi.ks.uiuc.edu/~johns/raytracer/","","libs"
"libtachyon-serial-0-dev","tachyon","http://jedi.ks.uiuc.edu/~johns/raytracer/","","libdevel"
"libtag-c-dev","taglib","https://taglib.org/","","libdevel"
"libtag-c2","taglib","https://taglib.org/","","libs"
"libtag-dev","taglib","https://taglib.org/","","libdevel"
"libtag1-dev","taglib","https://taglib.org/","","libdevel"
"libtag2","taglib","https://taglib.org/","","libs"
"libtagc0-dev","taglib","https://taglib.org/","","libdevel"
"libtaint-runtime-perl","libtaint-runtime-perl","https://metacpan.org/release/Taint-Runtime","","perl"
"libtaint-util-perl","libtaint-util-perl","https://metacpan.org/release/Taint-Util","","perl"
"libtaktuk-1-dev","taktuk","https://taktuk.gitlabpages.inria.fr/","","libdevel"
"libtaktuk3t64","taktuk","https://taktuk.gitlabpages.inria.fr/","","libs"
"libtalloc-dev","samba","https://www.samba.org","","libdevel"
"libtalloc2","samba","https://www.samba.org","","libs"
"libtamuanova-0.2","tamuanova","http://www.stat.tamu.edu/~aredd/tamuanova/","","libs"
"libtamuanova-dev","tamuanova","http://www.stat.tamu.edu/~aredd/tamuanova/","","libdevel"
"libtango-dev","tango","https://www.tango-controls.org","","libdevel"
"libtango10","tango","https://www.tango-controls.org","","libs"
"libtaningia-dev","taningia","","","libdevel"
"libtaningia0t64","taningia","","","libs"
"libtarget-factory-dev","target-factory","https://github.com/Xilinx/Vitis-AI","","libdevel"
"libtarget-factory2t64","target-factory","https://github.com/Xilinx/Vitis-AI","","libs"
"libtaskflow-cpp-dev","taskflow","https://taskflow.github.io/","","libdevel"
"libtaskmanager6","plasma-workspace","https://invent.kde.org/plasma/plasma-workspace","","libs"
"libtasmanian-dev","tasmanian","https://github.com/ORNL/TASMANIAN","","libdevel"
"libtasmaniancaddons8","tasmanian","https://github.com/ORNL/TASMANIAN","","libs"
"libtasmaniandream8","tasmanian","https://github.com/ORNL/TASMANIAN","","libs"
"libtasmanianfortran8","tasmanian","https://github.com/ORNL/TASMANIAN","","libs"
"libtasmaniansparsegrid8","tasmanian","https://github.com/ORNL/TASMANIAN","","libs"
"libtasn1-6","libtasn1-6","https://www.gnu.org/software/libtasn1/","","libs"
"libtasn1-6-dev","libtasn1-6","https://www.gnu.org/software/libtasn1/","","libdevel"
"libtatsu-dev","libtatsu","https://www.libimobiledevice.org/","","libdevel"
"libtatsu0","libtatsu","https://www.libimobiledevice.org/","","libs"
"libtbb-dev","onetbb","https://uxlfoundation.github.io/oneTBB/","","libdevel"
"libtbb12","onetbb","https://uxlfoundation.github.io/oneTBB/","","libs"
