"package","github_repo"
"liblrdf","swh/LRDF"
"libltc","x42/libltc"
"libluksde","libyal/libluksde"
"liblxqt","lxqt/liblxqt"
"libm2k","analogdevicesinc/libm2k"
"libm4ri","malb/m4ri"
"libm4rie","malb/m4rie"
"libmacaroons","rescrv/libmacaroons"
"libmcfp","mhekkel/libmcfp"
"libmediascan","andygrundman/libmediascan"
"libmeshb","LoicMarechal/libMeshb"
"libmicrodns","videolabs/libmicrodns"
"libminc","BIC-MNI/libminc"
"libmirisdr","f4exb/libmirisdr-4"
"libmlocale","sailfishos/libmlocale"
"libmmap-allocator","ekg/mmap_allocator"
"libmmmulti","ekg/mmmulti"
"libmobi","bfabiszewski/libmobi"
"libmodi","libyal/libmodi"
"libmodulemd","fedora-modularity/libmodulemd"
"libmongo-client","algernon/libmongo-client"
"libmongocrypt","mongodb/libmongocrypt"
"libmpack","libmpack/libmpack"
"libmpack-lua","libmpack/libmpack-lua"
"libmrss","bakulf/libmrss"
"libmsiecf","libyal/libmsiecf"
"libmstoolkit","mhoopmann/mstoolkit"
"libmurmurhash","kloetzl/libmurmurhash"
"libmypaint","mypaint/libmypaint"
"libmysofa","hoene/libmysofa"
"libnbd","libguestfs/libnbd"
"libncl","mtholder/ncl"
"libnest2d","Ultimaker/libnest2d"
"libnet","libnet/libnet"
"libnet-ldapapi-perl","quanah/net-ldapapi"
"libnetconf2","CESNET/libnetconf2"
"libnewuoa","elsid/newuoa-cpp"
"libnfs","sahlberg/libnfs"
"libnginx-mod-http-auth-pam","sto/ngx_http_auth_pam_module"
"libnginx-mod-http-cache-purge","FRiCKLE/ngx_cache_purge"
"libnginx-mod-http-dav-ext","arut/nginx-dav-ext-module"
"libnginx-mod-http-echo","agentzh/echo-nginx-module"
"libnginx-mod-http-fancyindex","aperezdc/ngx-fancyindex"
"libnginx-mod-http-geoip2","leev/ngx_http_geoip2_module"
"libnginx-mod-http-headers-more-filter","openresty/headers-more-nginx-module"
"libnginx-mod-http-lua","openresty/lua-nginx-module"
"libnginx-mod-http-ndk","simpl/ngx_devel_kit"
"libnginx-mod-http-subs-filter","yaoweibin/ngx_http_substitutions_filter_module"
"libnginx-mod-http-uploadprogress","masterzen/nginx-upload-progress-module"
"libnginx-mod-http-upstream-fair","gnosek/nginx-upstream-fair"
"libnginx-mod-nchan","slact/nchan"
"libnginx-mod-rtmp","arut/nginx-rtmp-module"
"libnids","MITRECND/libnids"
"libnitrokey","Nitrokey/libnitrokey"
"libnl3","thom311/libnl"
"libnop","google/libnop"
"libnsl","thkukuk/libnsl"
"libntru","tbuktu/libntru"
"libnvme","linux-nvme/libnvme"
"libnxml","bakulf/libnxml"
"liboauth2","zmartzone/liboauth2"
"libobjcryst","diffpy/libobjcryst"
"libofa","tanob/libofa"
"libofono-qt","Kaffeine/libofono-qt"
"libofx","libofx/libofx"
"libolecf","libyal/libolecf"
"libomemo","gkdr/libomemo"
"libomemo-c","dino/libomemo-c"
"libomp-jonathonl","jonathonl/omp"
"libonig","kkos/oniguruma"
"libopaque","stef/libopaque"
"libopenaptx","pali/libopenaptx"
"libopencsd","Linaro/OpenCSD"
"liboprf","stef/liboprf"
"libp11","OpenSC/libp11"
"libpam-ufpidentity","ufpidentity/pam_ufpidentity"
"libpam-x2go","ArcticaProject/libpam-x2go"
"libpaper","rrthomas/libpaper"
"libpdb-redo","PDB-REDO/libpdb-redo"
"libpdl-io-matlab-perl","jlapeyre/PDL-IO-Matlab"
"libpff","libyal/libpff"
"libpg-query","pganalyze/libpg_query"
"libpgm","steve-o/openpgm"
"libphdi","libyal/libphdi"
"libphonenumber","googlei18n/libphonenumber"
"libpinyin","libpinyin/libpinyin"
"libpisp","raspberrypi/libpisp"
"libpktriggercord","indilib/indi-3rdparty"
"libpog","metthal/pog"
"libportal","flatpak/libportal"
"libpqxx","jtv/libpqxx"
"libpsl","rockdaboot/libpsl"
"libpsm2","01org/opa-psm2"
"libpuzzle","jedisct1/libpuzzle"
"libpwquality","libpwquality/libpwquality"
"libpyzy","hsumita/libpyzy"
"libqb","clusterlabs/libqb"
"libqcow","libyal/libqcow"
"libqes","kdmurray91/libqes"
"libqofono","sailfishos/libqofono"
"libqofonoext","sailfishos/libqofonoext"
"libqt5qxlsx","dantti/QXlsx"
"libqt5xdg","lxqt/libqtxdg"
"libqtxdg","lxqt/libqtxdg"
"libquazip","stachenov/quazip"
"libquazip1-qt5","stachenov/quazip"
"libquazip1-qt6","stachenov/quazip"
"libquotient","quotient-im/libQuotient"
"librabbitmq","alanxz/rabbitmq-c"
"librandomx","tevador/RandomX"
"libratbag","libratbag/libratbag"
"librda","ArcticaProject/librda"
"librdata","WizardMac/librdata"
"librdkafka","confluentinc/librdkafka"
"libre","baresip/re"
"libregf","libyal/libregf"
"librepfunc","wirbel-at-vdr-portal/librepfunc"
"librepo","rpm-software-management/librepo"
"libresample","minorninth/libresample"
"librime","rime/librime"
"librsync","librsync/librsync"
"libs3","bji/libs3"
"libsavitar","Ultimaker/libSavitar"
"libscca","libyal/libscca"
"libsdl2-image","libsdl-org/SDL_image"
"libsdl2-mixer","libsdl-org/SDL_mixer"
"libsdl3-image","libsdl-org/SDL_image"
"libsdl3-ttf","libsdl-org/SDL_ttf"
"libsdsl","simongog/sdsl-lite"
"libsearpc","haiwen/libsearpc"
"libseccomp","seccomp/libseccomp"
"libsecp256k1","bitcoin/secp256k1"
"libseqlib","walaj/SeqLib"
"libserial","crayzeewulf/libserial"
"libshrinkwrap","jonathonl/shrinkwrap"
"libsidplayfp","libsidplayfp/libsidplayfp"
"libsignal-protocol-c","signalapp/libsignal-protocol-c"
"libsigscan","libyal/libsigscan"
"libsimpleini","brofield/simpleini"
"libsixel","libsixel/libsixel"
"libskk","ueno/libskk"
"libslow5lib","hasindu2008/slow5lib"
"libsmb2","sahlberg/libsmb2"
"libsmdev","libyal/libsmdev"
"libsmithwaterman","ekg/smithwaterman"
"libsml","volkszaehler/libsml"
"libsmraw","libyal/libsmraw"
"libsocialcache","sailfishos/libsocialcache"
"libsolv","openSUSE/libsolv"
"libspatialaudio","videolabs/libspatialaudio"
"libspiro","fontforge/libspiro"
"libsrtp2","cisco/libsrtp"
"libssw","mengyao/Complete-Striped-Smith-Waterman-Library"
"libstaroffice","fosnola/libstaroffice"
"libstb","nothings/stb"
"libstorj","Storj/libstorj"
"libstreamvbyte","lemire/streamvbyte"
"libsv","uael/sv"
"libsysstat","lxqt/libsysstat"
"libtabixpp","ekg/tabixpp"
"libtcod","libtcod/libtcod"
"libtelnet","seanmiddleditch/libtelnet"
"libtemplates-parser","AdaCore/templates-parser"
"libtgowt","desktop-app/tg_owt"
"libthread-pool","rvaser/thread_pool"
"libticables","debrouxl/tilibs"
"libticalcs","debrouxl/tilibs"
"libticonv","debrouxl/tilibs"
"libtifiles","debrouxl/tilibs"
"libtlsrpt","sys4/libtlsrpt"
"libtpms","stefanberger/libtpms"
"libtrexio","TREX-CoE/trexio"
"libtsm","Aetf/libtsm"
"libtypec","libtypec/libtypec"
"libubootenv","sbabic/libubootenv"
"libucimf","matlinuxer2/ucimf"
"libudev0-shim","archlinux/libudev0-shim"
"libudis86","canihavesomecoffee/udis86"
"libuecc","NeoRaider/libuecc"
"libuev","troglobit/libuev"
"libuinputplus","YukiWorkshop/libuInputPlus"
"libuio","missinglinkelectronics/libuio"
"libunibreak","adah1972/libunibreak"
"libunicode-linebreak-perl","hatukanezumi/Unicode-LineBreak"
"libuninameslist","fontforge/libuninameslist"
"libunivalue","jgarzik/univalue"
"libunwind","libunwind/libunwind"
"liburing","axboe/liburing"
"libusb3380","xtrx-sdr/libusb3380"
"libusbauth-configparser","kochstefan/usbauth-all"
"libusbgx","linux-usb-gadgets/libusbgx"
"libusrsctp","sctplab/usrsctp"
"libuv1","libuv/libuv"
"libuvc","ktossell/libuvc"
"libva","intel/libva"
"libvbz-hdf-plugin","nanoporetech/vbz_compression"
"libvcflib","vcflib/vcflib"
"libvdpau-va-gl","i-rinat/libvdpau-va-gl"
"libverto","latchset/libverto"
"libvhdi","libyal/libvhdi"
"libvmdk","libyal/libvmdk"
"libvpl","intel/libvpl"
"libvsapm","libyal/libvsapm"
"libvsgpt","libyal/libvsgpt"
"libvshadow","libyal/libvshadow"
"libvslvm","libyal/libvslvm"
"libvsqlitepp","vinzenz/vsqlite--"
"libwfa2","smarco/WFA2-lib"
"libwhereami","gpakosz/whereami"
"libx86emu","wfeldt/libx86emu"
"libxdf","Yida-Lin/libxdf"
"libxeddsa","Syndace/libxeddsa"
"libxlsxwriter","jmcnamara/libxlsxwriter"
"libxmlada","AdaCore/xmlada"
"libxmlb","hughsie/libxmlb"
"libxsmm","libxsmm/libxsmm"
"libxtrx","xtrx-sdr/libxtrx"
"libxtrxdsp","xtrx-sdr/libxtrxdsp"
"libxtrxll","xtrx-sdr/libxtrxll"
"libyaml","yaml/libyaml"
"libyang","CESNET/libyang"
"libytnef","Yeraze/ytnef"
"libzc","mferland/libzc"
"libzeep","mhekkel/libzeep"
"libzen","MediaArea/ZenLib"
"libzstd","facebook/zstd"
"libzt","zyga/libzt"
"libzypp","openSUSE/libzypp"
"lincity-ng","lincity-ng/lincity-ng"
"listserialportsc","arduino/listSerialPortsC"
"litehtml","litehtml/litehtml"
"litl","trahay/LiTL"
"lksctp-tools","sctp/lksctp-tools"
"lldpad","intel/openlldp"
"lm-sensors","hramrach/lm-sensors"
"lmdbxx","bendiken/lmdbxx"
"logrotate","logrotate/logrotate"
"lshw","lyonel/lshw"
"lsof","lsof-org/lsof"
"lsyncd","axkibe/lsyncd"
"lua-compat53","keplerproject/lua-compat-5"
"lua-curses","lcurses/lcurses"
"lua-cyrussasl","JorjBauer/lua-cyrussasl"
"lua-dbi","mwild1/luadbi"
"lua-event","harningt/luaevent"
"lua-expat","lunarmodules/luaexpat"
"lua-filesystem","keplerproject/luafilesystem"
"lua-geoip","agladysh/lua-geoip"
"lua-inotify","hoelzro/linotify"
"lua-ldap","lualdap/lualdap"
"lua-lgi","pavouk/lgi"
"lua-luv","luvit/luv"
"lua-md5","keplerproject/md5"
"lua-penlight","lunarmodules/penlight"
"lua-posix","luaposix/luaposix"
"lua-redis","nrk/redis-lua"
"lua-rings","keplerproject/rings"
"lua-sec","brunoos/luasec"
"lua-sql","keplerproject/luasql"
"lua-system","lunarmodules/luasystem"
"lua-systemd","daurnimator/lua-systemd"
"lua-term","hoelzro/lua-term"
"lua-yaml","gvvaughan/lyaml"
"lua-zip","luaforge/luazip"
"lua-zlib","brimworks/lua-zlib"
"luabind","ValyriaTear/luabind"
"luajit","openresty/luajit2"
"lucene++","luceneplusplus/LucenePlusPlus"
"luksmeta","latchset/luksmeta"
"lunar-calendar","yetist/lunar-calendar"
"lunar-date","yetist/lunar-date"
"lutok","jmmv/lutok"
"lxinput","lxde/lxinput"
"lxqt-globalkeys","lxqt/lxqt-globalkeys"
"lxqt-menu-data","lxqt/lxqt-menu-data"
"lxsession","lxde/lxsession"
"lz4","lz4/lz4"
"lzfse","lzfse/lzfse"
"m4api","ktossell/m4api"
"mactelnet","haakonnessjoen/MAC-Telnet"
"madness","m-a-d-n-e-s-s/madness"
"magic-enum","Neargye/magic_enum"
"magicrescue","jbj/magicrescue"
"magpie","buddiesofbudgie/magpie"
"mailio","karastojko/mailio"
"makedumpfile","makedumpfile/makedumpfile"
"maliit-framework","maliit/framework"
"mangler","econnell/mangler"
"mapbox-geometry","mapbox/geometry"
"mapbox-polylabel","mapbox/polylabel"
"mapbox-variant","mapbox/variant"
"marisa","s-yata/marisa-trie"
"marsshooter","thelaui/M"
"martchus-cpp-utilities","Martchus/cpp-utilities"
"martchus-qtforkawesome","Martchus/qtforkawesome"
"martchus-qtutilities","Martchus/qtutilities"
"massivethreads","massivethreads/massivethreads"
"mathic","Macaulay2/mathic"
"mathicgb","Macaulay2/mathicgb"
"maxflow","gerddie/maxflow"
"mctc-lib","grimme-lab/mctc-lib"
"md4c","mity/md4c"
"mdadm","md-raid-utilities/mdadm"
"mdbtools","mdbtools/mdbtools"
"mdm","cklin/mdm"
"mdnsd","troglobit/mdnsd"
"meanwhile","obriencj/meanwhile"
"memtailor","Macaulay2/memtailor"
"meshoptimizer","zeux/meshoptimizer"
"meshsdfilter","bldeng/MeshSDFilter"
"metastore","przemoc/metastore"
"metkit","ecmwf/metkit"
"metrohash","jandrewrogers/MetroHash"
"mfem","mfem/mfem"
"microprofile","jonasmr/microprofile"
"mimalloc","microsoft/mimalloc"
"miniaudio","mackron/miniaudio"
"minimap","lh3/minimap"
"minimap2","lh3/minimap2"
"mir-core","libmir/mir-core"
"mkcal","sailfishos/mkcal"
"mktorrent","pobrn/mktorrent"
"mmlib","mmlabs-mindmaze/mmlib"
"modest","lexborisov/Modest"
"mongo-c-driver","mongodb/mongo-c-driver"
"mozc","google/mozc"
"mpc123","bucciarati/mpc123"
"mptcpd","multipath-tcp/mptcpd"
"mrgingham","dkogan/mrgingham"
"mrtdreader","rubund/mrtdreader"
"ms-gsl","Microsoft/GSL"
"mscompress","stapelberg/mscompress"
"msgpack-c","msgpack/msgpack-c"
"msgpack-cxx","msgpack/msgpack-c"
"msgpuck","rtsisyk/msgpuck"
"mstch","no1msd/mstch"
"mt-st","iustin/mt-st"
"muffin","linuxmint/muffin"
"multispeech","poretsky/multispeech"
"music","INCF/MUSIC"
"mustache-d","repeatedly/mustache-d"
"nabi","libhangul/nabi"
"nanoflann","jlblancoc/nanoflann"
"nanosvg","memononen/nanosvg"
"nanovg","memononen/nanovg"
"nats.c","nats-io/nats"
"ncbi-vdb","ncbi/ncbi-vdb"
"ndctl","pmem/ndctl"
"neatvnc","any1/neatvnc"
"nemo","linuxmint/nemo"
"nemo-qml-plugin-contacts","sailfishos/nemo-qml-plugin-contacts"
"neon-2-sse","intel/ARM_NEON_2_x86_SSE"
"netatalk","Netatalk/netatalk"
"netgen","NGSolve/netgen"
"nethogs","raboof/nethogs"
"netperf","HewlettPackard/netperf"
"nfdump","phaag/nfdump"
"nfs-ganesha","nfs-ganesha/nfs-ganesha"
"nghttp3","ngtcp2/nghttp3"
"ngtcp2","ngtcp2/ngtcp2"
"nifticlib","NIFTI-Imaging/nifti_clib"
"nlopt","stevengj/nlopt"
"node-undici","nodejs/llhttp"
"nrn-iv","neuronsimulator/iv"
"nss-pem","kdudka/nss-pem"
"nsync","google/nsync"
"ntfs-3g","tuxera/ntfs-3g"
"nthash","bcgsc/ntHash"
"ntirpc","nfs-ganesha/ntirpc"
"numactl","numactl/numactl"
"nvidia-texture-tools","castano/nvidia-texture-tools"
"nx-libs","ArcticaProject/nx-libs"
"o2","rbdannenberg/o2"
"oaknut","merryhime/oaknut"
"oas","ThomasNoll/oas"
"obconf","danakj/obconf"
"ocaml-alsa","savonet/ocaml-alsa"
"ocaml-curses","mbacarella/curses"
"ocaml-expat","whitequark/ocaml-expat"
"ocaml-gavl","savonet/ocaml-gavl"
"ocaml-ladspa","savonet/ocaml-ladspa"
"ocaml-portaudio","savonet/ocaml-portaudio"
"ocaml-pulseaudio","savonet/ocaml-pulseaudio"
"ocaml-samplerate","savonet/ocaml-samplerate"
"ocaml-soundtouch","savonet/ocaml-soundtouch"
"ocl-icd","OCL-dev/ocl-icd"
"ocurl","ygrek/ocurl"
"odc","ecmwf/odc"
"odil","lamyj/odil"
"odt2txt","dstosberg/odt2txt"
"oidc-agent","indigo-dc/oidc-agent"
"ondselsolver","Ondsel-Development/OndselSolver"
"onednn","oneapi-src/oneDNN"
"onesixtyone","trailofbits/onesixtyone"
"onnxruntime","microsoft/onnxruntime"
"opa-ff","intel/opa-ff"
"open-isns","open-iscsi/open-isns"
"openal-soft","kcat/openal-soft"
"opencc","BYVoid/OpenCC"
"opencl-clang-17","intel/opencl-clang"
"opencl-clang-18","intel/opencl-clang"
"opencl-clang-19","intel/opencl-clang"
"opencryptoki","opencryptoki/opencryptoki"
"openfec","roc-streaming/openfec"
"openjph","aous72/OpenJPH"
"openrc","openrc/openrc"
"opensc","OpenSC/OpenSC"
"opensm","linux-rdma/opensm"
"opensta","The-OpenROAD-Project/OpenSTA"
"opentelemetry-cpp","open-telemetry/opentelemetry-cpp"
"opentracing-c-wrapper","haproxytech/opentracing-c-wrapper"
"opentracing-cpp","opentracing/opentracing-cpp"
"openxr-sdk-source","KhronosGroup/OpenXR-SDK-Source"
"orcania","babelouest/orcania"
"ordered-map","Tessil/ordered-map"
"original-awk","onetrueawk/awk"
"osm-gps-map","nzjrs/osm-gps-map"
"osmpbf","openstreetmap/OSM-binary"
"ostree","ostreedev/ostree"
"owncloud-client-desktop-shell-integration-dolphin","owncloud/client-desktop-shell-integration-dolphin"
"owncloud-client-desktop-shell-integration-nautilus","owncloud/client-desktop-shell-integration-nautilus"
"p8-platform","Pulse-Eight/platform"
"packeth","jemcek/packETH"
"pacparser","manugarg/pacparser"
"pagmo","esa/pagmo2"
"paho.mqtt.c","eclipse-paho/paho"
"paho.mqtt.cpp","eclipse-paho/paho"
"pajeng","schnorr/pajeng"
"pam-pkcs11","OpenSC/pam_pkcs11"
"papilo","scipopt/papilo"
"paraglob","zeek/paraglob"
"parallel-hashmap","greg7mdp/parallel-hashmap"
"parasail","jeffdaily/parasail"
"paryfor","ekg/paryfor"
"pbcopper","PacificBiosciences/pbcopper"
"pbseqlib","PacificBiosciences/blasr_libcpp"
"pcaudiolib","espeak-ng/pcaudiolib"
"pcmanfm","lxde/pcmanfm"
"pcre2","PCRE2Project/pcre2"
"pdfresurrect","enferex/pdfresurrect"
"pdqsort","orlp/pdqsort"
"pekwm","pekdon/pekwm"
"perftest","linux-rdma/perftest"
"pgdbf","kstrauser/pgdbf"
"pgextwlist","dimitri/pgextwlist"
"pgtcl","flightaware/pgtcl"
"pico-sdk","raspberrypi/pico-sdk"
"picojson","kazuho/picojson"
"picotool","raspberrypi/picotool"
"pidgin-blinklight","nomeata/pidgin-blinklight"
"pinfo","baszoetekouw/pinfo"
"pinot","FabriceColin/pinot"
"pipexec","flonatel/pipexec"
"pkcs11-helper","OpenSC/pkcs11-helper"
"pkcs11-provider","latchset/pkcs11-provider"
"pktstat","dleonard0/pktstat"
"playerctl","altdesktop/playerctl"
"plfit","ntamas/plfit"
"plog","SergiusTheBest/plog"
"pmix","pmix/pmix"
"png23d","kyllikki/png23d"
"pngtools","mikalstill/pngtools"
"policykit-1","polkit-org/polkit"
"polyseed","tevador/polyseed"
"popt","rpm-software-management/popt"
"posixsignalmanager","textshell/posixsignalmanager"
"powercap","powercap/powercap"
"powerman","chaos/powerman"
"powertop","fenrus75/powertop"
"pqiv","phillipberndt/pqiv"
"primecount","kimwalisch/primecount"
"primesieve","kimwalisch/primesieve"
"primus-vk","felixdoerre/primus_vk"
"procmail","BuGlessRB/procmail"
"projectm","projectM-visualizer/projectm"
"prometheus-cpp","jupp0r/prometheus-cpp"
"protobuf","google/protobuf"
"protobuf-c","protobuf-c/protobuf-c"
"protozero","mapbox/protozero"
"proxychains-ng","rofl0r/proxychains-ng"
"psutils","rrthomas/psutils"
"pthreadpool","Maratyszcza/pthreadpool"
"ptl","jrmadsen/PTL"
"pwgen","tytso/pwgen"
"pybind11","pybind/pybind11"
"pybind11-json","pybind/pybind11_json"
"pygame-sdl2","renpy/pygame_sdl2"
"pystring","imageworks/pystring"
"python-bumps","bumps/bumps"
"python-cups","OpenPrinting/pycups"
"python-hiredis","redis/hiredis-py"
"python-magic","ahupp/python-magic"
"python-mapnik","mapnik/python-mapnik"
"python-pyproj","pyproj4/pyproj"
"qatlib","intel/qatlib"
"qatzip","intel/qatzip"
"qcodeeditor","Megaxela/QCodeEditor"
"qcomicbook","stolowski/QComicBook"
"qdacco","cpina/qdacco"
"qdjango","jlaine/qdjango"
"qgit","tibirna/qgit"
"qgnomeplatform","FedoraQt/QGnomePlatform"
"qhttpengine","nitroshare/qhttpengine"
"qmath3d","vpicaver/QMath3d"
"qmenumodel","AyatanaIndicators/qmenumodel"
"qmltermwidget","Swordfish90/qmltermwidget"
"qoauth","ayoy/qoauth"
"qoi","phoboslab/qoi"
"qr-code-generator","nayuki/QR-Code-generator"
"qrtr","linux-msm/qrtr"
"qt-advanced-docking-system","githubuser0xFFFF/Qt-Advanced-Docking-System"
"qt-qml-models","cavewhere/qt-qml-models"
"qtcontacts-sqlite","sailfishos/qtcontacts-sqlite"
"qtdbusextended","nemomobile/qtdbusextended"
"qterm","qterm/qterm"
"qtermwidget","lxqt/qtermwidget"
"qtkeychain","frankosterfeld/qtkeychain"
"qtmpris","sailfishos/qtmpris"
"qtspell","manisandro/qtspell"
"qtxdg-tools","lxqt/qtxdg-tools"
"quickfix","quickfix/quickfix"
"quickflux","benlau/quickflux"
"quicktree","khowe/quicktree"
"qwebdavlib","fredldotme/qwebdavlib"
"qwprot","QW-Group/qwprot"
"qzxing","ftylitak/qzxing"
"ragel","adrian-thurston/ragel"
"raintpl","feulf/raintpl3"
"rang","agauniyal/rang"
"range-v3","ericniebler/range-v3"
"rapidfuzz-cpp","maxbachmann/RapidFuzz"
"raqm","HOST-Oman/libraqm"
"rc","rakitzis/rc"
"rccl","ROCm/rccl"
"rcheevos","RetroAchievements/rcheevos"
"rdma-core","linux-rdma/rdma-core"
"re2","google/re2"
"readerwriterqueue","cameron314/readerwriterqueue"
"readpe","mentebinaria/readpe"
"readstat","WizardMac/ReadStat"
"recastnavigation","recastnavigation/recastnavigation"
"recode","rrthomas/recode"
"relacy","dvyukov/relacy"
"rem","baresip/rem"
"reproc","DaanDeMeyer/reproc"
"reptyr","nelhage/reptyr"
"restinio","Stiffstream/restinio"
"resvg","linebender/resvg"
"rhonabwy","babelouest/rhonabwy"
"rkcommon","RenderKit/rkcommon"
"rlottie","Samsung/rlottie"
"rlwrap","hanslub42/rlwrap"
"rmagic","jeremywadsack/reportmagic"
"robin-map","Tessil/robin-map"
"rocalution","ROCm/rocALUTION"
"rocblas","ROCm/rocBLAS"
"rocdbgapi","ROCm/ROCdbgapi"
"rocfft","ROCm/rocfft"
"rocm-compilersupport","ROCm/ROCm-CompilerSupport"
"rocm-device-libs","ROCm/ROCm-Device-Libs"
"rocm-hipamd","ROCm/clr"
"rocm-smi-lib","ROCm/rocm_smi_lib"
"rocprim","ROCm/rocPRIM"
"rocr-runtime","ROCm/ROCR-Runtime"
"rocrand","ROCm/rocRAND"
"rocsolver","ROCm/rocSOLVER"
"rocsparse","ROCm/rocSPARSE"
"roct-thunk-interface","ROCm/ROCT-Thunk-Interface"
"rocthrust","rocm/rocthrust"
"roctracer","ROCm/roctracer"
"rolldice","sstrickl/rolldice"
"ros-navigation-msgs","ros-planning/navigation_msgs"
"ros2-ament-index","ament/ament_index"
"ros2-osrf-testing-tools-cpp","osrf/osrf_testing_tools_cpp"
"ros2-performance-test-fixture","ros2/performance_test_fixture"
"ros2-rcpputils","ros2/rcpputils"
"ros2-rcutils","ros2/rcutils"
"ros2-rosidl","ros2/rosidl"
"rotix","shemminga/rotix"
"rpcsvc-proto","thkukuk/rpcsvc-proto"
"rpma","pmem/rpma"
"rtkit","heftig/rtkit"
"ru-tts","poretsky/ru_tts"
"ruby-hiredis","redis/hiredis-rb"
"ruby-prof","ruby-prof/ruby-prof"
"rulex","poretsky/rulex"
"rust-dolby-vision","quietvoid/dovi_tool"
"rust-fips203-ffi","integritychain/fips203"
"rust-rav1e","xiph/rav1e"
"ruy","google/ruy"
"safecat","aperezdc/safecat"
"safeint","dcleblanc/SafeInt"
"sail","HappySeaFox/sail"
"savvy","statgen/savvy"
"sbjson","SBJson/SBJson"
"scanmem","scanmem/scanmem"
"schroedinger-coordgenlibs","schrodinger/coordgenlibs"
"scim","scim-im/scim"
"scim-pinyin","scim-im/scim-pinyin"
"scitokens-cpp","scitokens/scitokens-cpp"
"scrub","chaos/scrub"
"sdbus-cpp","Kistler-Group/sdbus-cpp"
"sdl-kitchensink","katajakasa/SDL_kitchensink"
"sdl12-compat","libsdl-org/sdl12-compat"
"sdl2-compat","libsdl-org/sdl2-compat"
"sdl2-pango","markuskimius/SDL2_Pango"
"sdop","PhilipHazel/SDoP"
"seafile","haiwen/seafile"
"secsipidx","asipto/secsipidx"
"sentencepiece","google/sentencepiece"
"sep","sep-developers/sep"
"serialdv","f4exb/serialDV"
"setcover","martin-steinegger/setcover"
"sexpp","rnpgp/sexpp"
"sfarklib","raboof/sfArkLib"
"sfsexp","mjsottile/sfsexp"
"sfst","santhoshtr/sfst"
"shaderc","google/shaderc"
"shadow","shadow-maint/shadow"
"shairplay","juhovh/shairplay"
"shine","savonet/shine"
"sigscheme","uim/sigscheme"
"sigviewer","cbrnr/sigviewer"
"simavr","buserror/simavr"
"simde","simd-everywhere/simde"
"simdjson","lemire/simdjson"
"singleapplication","itay-grudev/SingleApplication"
"skypat","skymizer/SkyPat"
"slop","naelstrof/slop"
"snapd-glib","snapcore/snapd-glib"
"snowball-data","snowballstem/snowball-data"
"snp-sites","sanger-pathogens/snp-sites"
"soapysdr","pothosware/SoapySDR"
"socket++","malaterre/socketxx-1"
"sockstat","alteholz/sockstat"
"softflowd","irino/softflowd"
"sombok","hatukanezumi/sombok"
"sonic","waywardgeek/sonic"
"sonivox","pedrolcl/sonivox"
"soplex","scipopt/soplex"
"soqt","coin3d/soqt"
"sparsehash","sparsehash/sparsehash"
"spdlog","gabime/spdlog"
"spectrwm","conformal/spectrwm"
"spfft","eth-cscs/SpFFT"
"spirv-cross","KhronosGroup/SPIRV-Cross"
"spirv-headers","KhronosGroup/SPIRV-Headers"
"spirv-llvm-translator-17","KhronosGroup/SPIRV-LLVM-Translator"
"spirv-llvm-translator-18","KhronosGroup/SPIRV-LLVM-Translator"
"spirv-llvm-translator-19","KhronosGroup/SPIRV-LLVM-Translator"
"spirv-tools","KhronosGroup/SPIRV-Tools"
"spoa","rvaser/spoa"
"sqlite-modern-cpp","SqliteModernCpp/sqlite_modern_cpp"
"squashfs-tools-ng","AgentD/squashfs-tools-ng"
"squashfuse","vasi/squashfuse"
"sra-sdk","ncbi/sra-tools"
"srpc","sogou/srpc"
"srt","Haivision/srt"
"ssdeep","ssdeep-project/ssdeep"
"sshfs-fuse","libfuse/sshfs"
"sslscan","rbsec/sslscan"
"sssd","SSSD/sssd"
"staden-io-lib","jkbonfield/io_lib"
"stdgpu","stotko/stdgpu"
"stellarsolver","rlancaste/stellarsolver"
"stlink","stlink-org/stlink"
"stringencoders","client9/stringencoders"
"sudoku","cinemast/sudoku"
"sunclock","nongiach/Sunclock"
"sunpinyin","sunpinyin/sunpinyin"
"superlu","xiaoyeli/superlu"
"superlu-dist","xiaoyeli/superlu_dist"
"svgpp","svgpp/svgpp"
"svn-all-fast-export","svn-all-fast-export/svn2git"
"swami","swami/swami"
"swapspace","Tookmund/Swapspace"
"symfpu","martin-cs/symfpu"
"synaptic","mvo5/synaptic"
"sysbench","akopytov/sysbench"
"sysfsutils","linux-ras/sysfsutils"
"systemc","accellera-official/systemc"
"sysvinit","slicer69/sysvinit"
"taggrepper","kumanna/taggrepper"
"tao-config","taocpp/config"
"tao-json","taocpp/json"
"tao-pegtl","taocpp/PEGTL"
"tasmanian","ORNL/TASMANIAN"
"tbox","tboox/tbox"
"tcl-syslog","mxmanghi/tcl-syslog"
"tcl-unix-sockets","cyanogilvie/unix_sockets"
"tclxml","wjoye/tclxml"
"tcmu","open-iscsi/tcmu-runner"
"tcpflow","simsong/tcpflow"
"tcplay","bwalex/tc-play"
"tcptraceroute","mct/tcptraceroute"
"td","tdlib/td"
"td1.8.11","tdlib/td"
"teckit","silnrsi/teckit"
"teg","wfx/teg"
"tensorpipe","pytorch/tensorpipe"
"termbox","nsf/termbox"
"terraphast","amkozlov/terraphast-one"
"thinkfan","vmatare/thinkfan"
