"package","avg_downloads","2021","2022","2023","2024","2025"
"libgdata","82618","76548","71580","80905","87476","96584"
"libiptc0","82193","137479","94885","83053","54499","41052"
"xterm","82139","82543","70162","75275","78224","104495"
"cracklib2","82104","74768","70285","79147","86614","99707"
"libsepol","81951","21","10674","45612","150575","202874"
"libgs9","81930","127614","112171","94823","43615","31430"
"libbpf","81645","87","8640","45511","150911","203076"
"libltc","81614","40441","60855","80896","102054","123826"
"synaptic","81022","72276","71387","82922","90683","87843"
"liblouis","80674","41307","60984","80148","99730","121202"
"ibus","80652","67620","66141","78072","88013","103417"
"libpgm","80489","45996","72671","94268","110363","79151"
"libmagickcore-6.q16-6","80473","62313","65312","87118","108145","79478"
"libgxps","80295","85022","78657","88886","88300","60610"
"libxmlsec1-nss","80280","75559","75911","90961","94819","64151"
"libmagickwand-6.q16-6","80161","61971","64970","86805","107842","79221"
"gspell","80084","64912","63536","76374","90444","105157"
"qrencode","80049","43095","48028","70921","106646","131557"
"openni2","79861","39590","59690","79254","99458","121314"
"libpwquality","79860","72097","67723","76676","84745","98060"
"libcdio-paranoia","79470","73899","75382","87803","93508","66759"
"qtbase-opensource-src","79428","75571","70719","77568","80265","93017"
"qtsvg-opensource-src","79280","73323","68772","75528","83273","95506"
"lirc","79245","80773","76581","88626","89822","60423"
"libonig","79218","27575","45349","70397","112468","140305"
"libprocps8","78874","58736","112178","110394","62935","50130"
"perl-modules-5.36","78755","0","9228","45584","140480","119729"
"libperl5.36","78716","0","9227","45581","140446","119611"
"jxrlib","78684","66867","63807","84185","104606","73957"
"python-minimal","78531","146657","90363","75618","45294","34726"
"python","78411","146468","90251","75508","45196","34633"
"enchant-2","78344","41024","60343","77604","97326","115423"
"libglib-object-introspection-perl","78120","55501","62638","77044","89890","105529"
"libcairo-gobject-perl","78084","55432","62592","77015","89863","105521"
"m4","77602","87527","77850","75731","73224","73682"
"tcl8.6","77576","85883","71842","71943","76042","82170"
"librest-0.7-0","77201","115634","104081","90492","43734","32064"
"network-manager-applet","76622","77410","72031","82471","87643","63557"
"netpbm-free","76472","77901","69709","73666","77348","83738"
"libcdio","75723","47324","68809","89044","101913","71528"
"libmanette","75281","39196","58344","75116","93357","110396"
"sphinxbase","75123","42604","66724","87785","104054","74451"
"duktape","74478","0","8611","39700","107405","142197"
"imagemagick","74274","75921","67738","71685","75024","81003"
"xkbset","74271","36929","54939","73581","92479","113429"
"libpeas","74042","67206","63375","72302","78352","88976"
"libburn","73702","75503","70560","80743","83579","58128"
"libisofs","73463","75080","70268","80479","83445","58043"
"evince","73177","69454","63965","71915","75442","85111"
"babl","72562","75451","66702","72656","72972","75030"
"gimp","72509","75637","66825","72690","72785","74612"
"libmad","72452","76084","67223","70223","70354","78380"
"tiff","72450","12170","12990","42342","127248","167501"
"sdl12-compat","72353","85378","71845","73911","70099","60533"
"libdvdread","72197","44645","66150","86050","97449","66693"
"libimagequant","71649","61748","55399","58160","68778","114164"
"libmagickcore-6.q16-6-extra","71299","51954","54342","76483","100440","73280"
"dnsutils","71271","94157","77640","72150","60432","51977"
"clutter-1.0","70540","67800","62316","69530","72358","80700"
"libgee-0.8","70374","62097","59153","68141","75399","87081"
"libical3","69974","64144","65474","79000","84087","57166"
"gcc-12","69902","6","11799","46864","147637","143208"
"aom","69761","3092","13546","44853","124515","162799"
"perl-modules-5.32","69687","57773","101799","100460","50196","38210"
"cogl","69649","66222","61244","68677","71827","80278"
"libperl5.32","69593","57744","101738","100372","50050","38062"
"tk8.6","69434","78530","64098","64071","67145","73326"
"libavutil56","69325","92378","91854","83818","44896","33679"
"libswresample3","69260","92360","91789","83762","44799","33592"
"libmng","69020","74398","64433","68178","67916","70178"
"notification-daemon","68799","94531","85490","77802","47246","38929"
"clutter-gtk","68703","64918","60334","67695","71009","79559"
"totem-pl-parser","68166","61034","57761","66307","72266","83465"
"libexiv2-27","68129","42510","61865","81008","93045","62219"
"libgsf","68111","59841","56875","65679","73220","84944"
"liboauth","68092","68121","59163","66035","69156","77987"
"libmms","67980","94930","84349","75557","44802","40263"
"gnome-disk-utility","67940","60193","57162","65809","72590","83947"
"libhandy-1","67737","29745","45273","63911","90332","109425"
"libavcodec58","67615","90274","89618","81776","43691","32717"
"qtdeclarative-opensource-src","67395","55086","52150","61352","77162","91229"
"double-conversion","66755","34348","51982","63684","82708","101055"
"gsl","66714","55964","56151","64890","72675","83890"
"exempi","66412","53978","54629","65051","73196","85206"
"qtx11extras-opensource-src","66360","62124","57857","63800","70296","77725"
"osinfo-db","66295","56004","55278","63595","72330","84271"
"libgimp2.0","66143","76085","67079","72901","67867","46783"
"socat","65828","57463","57894","63207","70766","79810"
"imagemagick-6.q16","65493","72209","65167","69567","70170","50356"
"jq","65417","22490","32619","55623","94913","121444"
"libosinfo","65340","55217","54422","62669","71175","83221"
"usrmerge","65284","0","2345","28884","118868","111042"
"libncurses5","65234","96402","73917","66041","48615","41195"
"libyuv","64975","55","8949","41278","118853","155740"
"libgav1","64879","14","8761","41167","118808","155649"
"libidn","64490","7467","10712","41383","113013","149878"
"gtksourceview4","64403","29388","44524","61677","84553","101874"
"gjs","64386","56162","53770","62449","68901","80651"
"unbound","64087","50858","52904","56508","68449","91720"
"libsoup3","64064","0","9252","37585","90154","119266"
"gnome-settings-daemon","63941","57431","54147","62454","68229","77448"
"metis","63921","70585","63920","70584","67272","47245"
"geoclue-2.0","63767","55852","53555","62291","68721","78419"
"xdg-user-dirs-gtk","63691","54563","52948","61671","68308","80968"
"aptitude","63478","78398","67390","63894","55601","52110"
"lynx","63152","19354","25093","50753","97311","123252"
"gnome-terminal","63111","55373","53009","61347","67674","78155"
"libxcvt","63070","0","9446","37530","88743","116563"
"whois","62901","72612","64237","61724","57651","58284"
"mod-dnssd","62782","55722","52832","61270","67577","76510"
"libmediaart","62773","53840","52247","61114","67873","78794"
"file-roller","62629","55289","52442","60712","66876","77830"
"gnome-control-center","62535","55563","52639","61058","67187","76232"
"md4c","62393","32719","49056","60189","76540","93464"
"libavformat58","62380","91082","87398","75518","33921","23981"
"wireless-tools","62225","61045","55010","62360","61459","71253"
"libiptcdata","62066","56387","52952","60208","65376","75408"
"gnome-user-share","61916","54744","51997","60347","66775","75718"
"libftdi1","61650","29097","42263","59025","78890","98979"
"liblouisutdml","61622","24284","57057","76732","89253","60785"
"exim4","61569","69911","59961","57332","56381","64261"
"ethtool","61417","54778","57369","59807","65331","69803"
"libswscale5","61279","90230","86081","74121","32745","23222"
"gssdp","61171","0","7561","36539","86946","113640"
"gupnp","61167","0","7560","36535","86940","113636"
"grilo","61000","52992","51027","59574","65691","75720"
"jigit","60991","32618","48547","63438","80874","79481"
"libgnomekbd","60799","57887","54883","63552","69251","58423"
"totem","60741","54348","51447","59541","64688","73681"
"transmission","60588","58605","55352","63379","67820","57787"
"libcddb","60542","58157","53064","58316","62533","70643"
"libphonenumber","60529","29617","43690","58061","74432","96845"
"mutter","60497","51541","49491","58551","66645","76257"
"libpostproc55","60251","89502","84953","72737","31658","22405"
"libcue","59885","47602","48651","58473","67051","77650"
"libncursesw5","59885","91840","68824","60635","42687","35442"
"brasero","59801","57657","54447","62313","67123","57468"
"gnome-session","59752","51204","48571","57950","65944","75092"
"nautilus","59519","53758","50367","57577","62788","73109"
"grilo-plugins","59513","50963","49556","58196","64460","74393"
"libpython2.7","59406","109475","68745","58072","34513","26227"
"libgpod","59261","58265","53838","61408","65991","56807"
"gnome-autoar","59228","50959","49439","57398","63755","74589"
"xnnpack","59152","0","0","0","0","59152"
"libssh","58995","37854","39161","47615","64629","105720"
"vlc","58848","57446","52153","56786","60140","67718"
"rpcbind","58826","63903","57804","56581","58022","57821"
"libavfilter7","58722","87238","82495","71216","30861","21803"
"libjcat","58669","25134","39231","56135","76422","96423"
"sidplay-libs","58578","57322","52064","56526","59697","67282"
"flashrom","58153","24686","38758","55706","75647","95972"
"libcomerr2","58117","91359","67053","58601","40273","33303"
"zimg","58033","10988","13603","41395","96908","127273"
"libofa","57990","92693","80228","67593","28781","20658"
"gnome-shell","57907","50900","48443","55969","61982","72242"
"gcab","57843","48645","50764","65044","74025","50740"
"cjson","57800","3833","13785","42447","99090","129846"
"eog","57472","55918","52814","61086","65388","52155"
"nfs-utils","57455","63594","56615","55148","56144","55777"
"gdm3","57444","49867","47841","55588","61740","72187"
"clutter-gst-3.0","57379","56668","53950","61697","63866","50715"
"shotwell","57342","48837","47460","55855","62235","72327"
"libnatpmp","57334","58544","55399","63479","64717","44531"
"gegl","56950","58601","56553","64561","63345","41690"
"libdvbpsi","56626","53783","49882","54638","58513","66315"
"tinysparql","56571","53330","50832","58368","64093","56232"
"x264","56474","3001","12456","41137","99093","126687"
"smartmontools","56469","45916","48595","54177","62034","71625"
"cheese","56408","55064","52818","60666","63314","50180"
"librist","56340","2889","12117","40690","97625","128381"
"qtwayland-opensource-src","56322","35641","37591","49418","71713","87249"
"libgdbm3","55774","87218","64321","56294","38880","32158"
"graphviz","55652","41822","48205","55373","61396","71467"
"folks","55522","49573","46981","54004","58779","68274"
"libswresample4","55507","0","9675","38861","95301","78191"
"evolution","55243","49627","46904","53913","58056","67716"
"screen","55231","56584","54826","54467","54606","55672"
"malcontent","55113","27051","40492","53783","69200","85042"
"bogofilter","54888","48606","46384","53412","58117","67922"
"libytnef","54859","48282","46314","53543","58198","67960"
"srt","54705","66","9476","38672","97184","128129"
"ostree","54661","28402","40442","53476","68429","82560"
"openexr","54572","5562","9053","38375","95414","124457"
"intel-gmmlib","54164","33","9689","38167","95936","126999"
"sdl-image1.2","54155","60407","54775","58951","56234","40409"
"dee","54154","38155","43253","53431","63091","72840"
"libntfs-3g883","54006","78760","77708","66642","27687","19235"
"webkit2gtk","53986","0","8055","32133","77164","98595"
"gnome-contacts","53831","47205","44934","52042","57666","67311"
"tpm2-tss","53802","30778","47061","63849","75477","51845"
"libopenmpt-modplug","53722","48725","45813","50767","57520","65785"
"rhythmbox","53714","49081","47683","56185","62483","53141"
"libdecor-0","53666","3","9927","38500","94662","125241"
"gnome-menus","53665","51142","48664","56191","61240","51092"
"libavresample4","53474","78911","76531","65693","27196","19041"
"libavutil57","53294","0","9677","38809","90089","74601"
"tracker-miners","53243","52454","50251","57825","63597","42092"
"rdma-core","53217","45573","46795","49931","60489","63301"
"gsound","52619","48670","49963","59477","62537","42452"
"libmypaint","52451","47813","46443","51904","54317","61781"
"gucharmap","52443","66732","61049","57371","39948","37119"
"libntlm","52247","54512","52237","52526","51048","50916"
"libgom","52146","51114","49708","58390","60457","41063"
"hoichess","51930","49194","46818","54583","58624","50432"
"libcroco3","51551","98176","58956","49284","29257","22086"
"libavcodec59","51458","0","9218","37550","86972","72095"
"libxnvctrl","51452","33328","40955","48423","58657","75901"
"pigz","51435","47766","46965","48748","53599","60097"
"libgnome-games-support1","51431","47234","45968","54146","59025","50783"
"gtksourceview3","51361","68219","52593","52104","42799","41094"
"hitori","51108","48424","46027","53763","57754","49574"
"flatpak","50730","25400","37126","49678","64289","77159"
"libqrtr-glib","50584","1","9414","37354","89017","117136"
"libswscale6","50402","0","9523","38399","87907","65782"
"qqwing","50368","46319","44979","53101","57751","49694"
"meta-gnome3","50220","48501","45742","52937","55990","47930"
"libavformat59","49978","0","9335","38242","87633","64704"
"rpcsvc-proto","49971","7117","10159","25546","87014","120021"
"ffmpeg","49970","44312","42872","45491","51523","65654"
"libxmlb","49823","3764","9350","33363","86420","116221"
"libldac","49620","409","9547","37178","86956","114011"
"gstreamer-editing-services1.0","49519","25814","37967","49702","61603","72509"
"fluidsynth","49506","422","9449","37045","86963","113654"
"bsd-mailx","49488","53423","44774","43284","48252","57708"
"liblrdf","49305","6272","5325","38555","85024","111352"
"libpostproc56","49197","0","9346","37697","86215","63531"
"imath","49172","0","9052","38381","85890","63366"
"powertop","49076","43808","39804","46553","52602","62617"
"ann","49040","29468","40947","48971","57371","68447"
"libfreeaptx","48905","9","8876","36433","85973","113234"
"libavfilter8","48791","0","9192","37435","85542","62997"
"mc","48754","47645","47044","47949","49841","51293"
"libmusicbrainz5","48171","62258","58459","53794","34549","31799"
"nmap","48141","49122","46241","45942","48342","51058"
"libnetpbm10","47832","78023","63254","54264","25403","18216"
"libpst","47368","47615","45469","52603","53826","37331"
"gdk-pixbuf-xlib","47286","44368","65061","59960","37677","29364"
"aribb24","46866","47956","47024","52779","52223","34351"
"http-parser","46488","33039","47217","50956","47255","53976"
"lightdm","46336","46249","42021","46227","46926","50258"
"box2d","46336","5490","8462","34293","79345","104090"
"libmspack","46328","43466","45999","48833","49916","43428"
"qttools-opensource-src","46218","43085","41423","47717","52402","46467"
"editorconfig-core","46149","19601","21919","38918","65380","84929"
"libreadline5","46100","82173","53441","45452","27792","21644"
"gts","46020","38999","46264","53655","54310","36874"
"qtlocation-opensource-src","45933","44881","42658","48096","52373","41659"
"libid3tag","45865","44865","41207","43741","48877","50639"
"libtommath","45859","47415","40589","44256","45475","51560"
"colord-gtk","45816","56339","49851","42248","47141","33505"
"libunity","45379","21790","33385","45526","58282","67913"
"qtwebchannel-opensource-src","45201","43908","41989","47370","51878","40861"
"gedit","44965","57545","52854","49359","33960","31108"
"liburing","44928","143","6942","22948","86437","108172"
"libnautilus-extension1a","44908","72517","62613","52047","21864","15499"
"libebml","44793","24959","36316","44315","54309","64066"
"libmatroska","44787","24956","36305","44305","54309","64061"
"qtmultimedia-opensource-src","44223","40298","40178","46690","52180","41769"
"libx264-160","44133","43727","61553","59378","31553","24457"
"libadwaita-1","43697","0","6073","24313","60611","83791"
"libb-hooks-op-check-perl","43166","33974","37264","42221","48942","53433"
"w3m","43147","49197","39803","40276","44372","42088"
"libcloudproviders","43129","2587","9627","28637","67963","106832"
"kcoreaddons","42719","36938","36003","41877","48080","50699"
"kwindowsystem","42656","38076","36635","41902","47060","49609"
"libspatialaudio","42591","42292","42086","47886","48547","32144"
"polkit-qt-1","42530","37232","35789","40983","45824","52823"
"kwidgetsaddons","42490","37221","36013","41795","47305","50117"
"qtgraphicaleffects-opensource-src","42400","36097","35306","41512","48748","50338"
"tcpdump","42155","41286","40726","40999","42396","45370"
"kguiaddons","41996","37138","36020","41230","46335","49260"
"kconfig","41908","36843","35503","41045","46516","49633"
"kitemviews","41860","36976","35719","41420","46675","48512"
"autogen","41854","57110","50819","47274","30212","23858"
"libwpe","41849","39553","58274","75010","23454","12954"
"wpebackend-fdo","41829","39566","58266","74979","23418","12916"
"ki18n","41723","36820","35446","40887","46112","49353"
"kwayland-kf5","41657","36473","35638","41114","46211","48851"
"libdbusmenu-qt","41631","37852","36157","41410","45767","46972"
"tree","41564","34504","34971","38897","46378","53073"
"karchive","41353","36280","34711","40759","46478","48538"
"libsub-identify-perl","41322","34003","35876","40441","46147","50146"
"libvariable-magic-perl","41293","33938","35844","40409","46138","50136"
"kcrash","41229","36668","35252","40652","45672","47901"
"policykit-1-gnome","41150","46323","39890","42902","42892","33747"
"libgl1-mesa-glx","41055","62286","47042","42421","29841","23685"
"kcompletion","40990","36226","34892","40310","45493","48031"
"libvncserver","40984","28377","34272","39201","48081","54989"
"libchamplain","40963","52961","47700","40273","22437","41445"
"texinfo","40953","55831","44376","40840","33070","30651"
"kauth","40857","36160","34792","40186","45250","47897"
"c-ares","40850","43492","40169","41183","42972","36437"
"pavucontrol","40843","41284","37656","40321","41186","43772"
"kcodecs","40830","36132","34753","40163","45226","47876"
"kconfigwidgets","40826","36127","34754","40163","45223","47867"
"keybinder-3.0","40767","39374","35925","39902","41879","46756"
"libclass-xsaccessor-perl","40750","33051","35127","39719","45815","50042"
"gtk4","40742","4286","7035","26432","65990","99969"
"kiconthemes","40630","35970","34546","39950","44984","47702"
"llvm-toolchain-19","40600","0","0","0","9050","72150"
"wtmpdb","40579","0","0","0","2065","79094"
"kdbusaddons","40549","36125","34767","40166","45128","46560"
"libpackage-stash-xs-perl","40532","33357","35235","39848","45200","49024"
"sysstat","40464","38110","38427","38973","42061","44750"
"libsnmp30","40445","78125","46401","38749","22271","16679"
"knotifications","40430","35952","34608","40021","45077","46496"
"icu","40372","29364","28977","30635","39179","73709"
"kwallet-kf5","40333","35747","34385","39765","44768","47002"
"solid","40313","35930","34741","39963","44729","46202"
"libpolkit-backend-1-0","40307","82057","45957","37516","20770","15237"
"kservice","40300","35973","34535","39898","44814","46283"
"caribou","40239","54054","49254","45008","27602","25279"
"ntp","40138","49128","43782","41570","35458","30756"
"sonnet","40134","35583","34231","39622","44684","46553"
"sshfs-fuse","40060","32839","32976","38135","43826","52526"
"libpthread-stubs","40045","42843","40229","41358","42715","33082"
"ktextwidgets","40027","35509","34142","39520","44567","46401"
"libmpfr4","39871","63860","46178","40008","27116","22196"
"kglobalaccel","39810","35140","33951","39403","44511","46049"
"kxmlgui","39789","35122","33942","39393","44488","46002"
"highway","39775","5","1761","38889","91517","66706"
"kjobwidgets","39767","35294","33985","39365","44276","45919"
"kio","39733","35256","33963","39338","44238","45872"
"at","39669","53640","43188","39882","32178","29461"
"intel-processor-trace","39576","32292","32330","37804","43708","51749"
"qtspeech-opensource-src","39356","32493","32841","38826","45447","47174"
"qtquickcontrols2-opensource-src","39066","29251","31335","38161","46980","49603"
"libopenexr25","38963","44782","60873","52936","21075","15149"
"mutt","38958","53648","42862","39303","31246","27733"
"acpid","38795","54284","43313","39403","30315","26662"
"appstream-glib","38745","50794","47869","39918","17819","37325"
"qtsensors-opensource-src","38734","41311","38067","42678","43573","28045"
"usbredir","38690","53445","41571","39419","34356","24661"
"libvoikko","38624","31133","31341","37151","43260","50239"
"libxpresent","38485","23746","29823","38194","47605","53057"
"uriparser","38480","27896","27826","29328","36260","71090"
"neon27","38219","6515","5913","39838","80189","58642"
"insserv","38158","56133","44084","39864","28334","22376"
"kdoctools","37979","31676","31876","37632","43427","45288"
"libjson-xs-perl","37973","28370","29694","32418","45228","54155"
"ceph","37945","27217","30415","34538","47650","49907"
"libgweather4","37918","0","5220","22428","53701","70326"
"mlocate","37835","52427","42468","38931","29911","25442"
"qtchooser","37737","44401","35954","39086","38718","30529"
"zix","37663","0","0","0","9674","65653"
"libjaylink","37660","918","866","28650","67232","90636"
"libslirp","37654","12401","24365","31610","53077","66817"
"tokyocabinet","37654","53002","42660","39292","30150","23166"
"gtk-vnc","37083","45674","32681","29490","27305","50269"
"boost1.83","37013","0","0","0","9598","64429"
"libcacard","36986","47605","36672","34646","32767","33241"
"acpi-support","36882","51724","40962","37347","28904","25475"
"python-talloc","36785","75949","41936","34026","18528","13486"
"lua5.1","36741","48565","40076","37169","29733","28166"
"portaudio19","36672","41043","35490","35174","35128","36525"
"libldb1","36640","75661","41773","33866","18460","13441"
"xfconf","36612","35486","33072","36160","37095","41249"
"libgit2-glib","36476","52385","48509","42218","22749","16519"
"gtksourceview5","36456","0","4834","21722","51707","67563"
"qtquickcontrols-opensource-src","36397","33092","32026","37901","45299","33667"
"libgsasl7","36158","53678","47554","42557","21361","15642"
"gnome-bluetooth3","36117","0","4632","21768","52003","66068"
"libu2f-host","36110","54200","42176","46748","23598","13831"
"attica-kf5","36053","34505","33744","39132","43305","29582"
"kbookmarks","35954","31633","30372","35397","39879","42490"
"libxfce4util","35951","33929","32186","35549","36889","41205"
"python3.13","35815","0","0","0","561","71069"
"xcb-util-cursor","35744","23495","22304","28668","41436","62818"
"libquvi-scripts","35732","55372","50862","42705","17486","12238"
"discount","35677","20613","27564","35238","42849","52123"
"rygel","35604","0","3923","21361","51512","65623"
"glusterfs","35478","23423","27718","32216","46111","47926"
"qtwebengine-opensource-src","35227","29005","31041","37028","43850","35212"
"hplip","35178","56382","38338","34032","24949","22193"
"libimobiledevice-glue","35078","0","0","0","8805","61352"
"qr-code-generator","34943","37051","51960","45678","21836","18190"
"potrace","34872","39638","32973","32548","33580","35622"
"protobuf","34803","2987","5983","30233","69674","65142"
"time","34785","48096","38292","34926","27693","24920"
"gupnp-igd","34679","0","0","0","9015","60343"
"python-pyxattr","34602","25479","29135","35732","39515","43150"
"dleyna","34381","53577","49759","40174","16607","11789"
"libyaml-libyaml-perl","34364","32155","31047","33565","35768","39286"
"kirigami2","34310","25486","26948","33354","41289","44477"
"xerces-c","34086","31981","31983","37908","39178","29382"
"blt","33915","29565","27835","29705","38638","43832"
"tmux","33855","29108","30553","31746","36897","40973"
"cdrkit","33852","41717","36073","35446","28315","27709"
"libxfce4ui","33834","31442","29576","32998","35302","39853"
"procmail","33695","47121","37296","34010","26606","23445"
"unixodbc","33623","33342","28337","25863","33452","47125"
"phonon-backend-vlc","33509","35478","33283","37309","37478","24000"
"kparts","33437","32110","30931","35963","40520","27664"
"kpackage","33032","28532","29236","35405","42355","29636"
"phonon","32955","36112","33821","37829","34572","22444"
"libodbc1","32865","47809","42174","38500","20910","14933"
"kidletime","32805","35363","34773","37222","34842","21825"
"nodejs","32670","35726","31145","30663","31170","34650"
"libonnx1t64","32644","0","0","0","5791","59498"
"kdeclarative","32585","28142","28770","34954","42010","29051"
"dvd+rw-tools","32521","40057","34660","34124","27169","26597"
"hfst-ospell","32398","16067","24481","31767","40888","48788"
"cmark","32359","0","4352","19329","45794","59961"
"qtscript-opensource-src","32182","37975","31711","34661","33158","23406"
"tnftp","32118","48192","37442","32957","22560","19442"
"exo","32045","31674","28635","31357","32913","35647"
"qca2","31959","27314","27712","33941","41761","29070"
"libtracker-sparql-2.0-0","31820","46040","45219","38986","16854","12003"
"postfix","31684","32191","31633","31479","31635","31484"
"hsqldb1.8.0","31557","49051","33849","30121","23305","21463"
"xfwm4","31343","30596","27828","30895","32174","35222"
"kactivities-kf5","31330","27636","27484","33579","41017","26935"
"libdc1394-22","31205","64758","35378","28703","15701","11486"
"spice-gtk","31142","44339","31857","29083","25451","24982"
"gsasl","31106","15667","28156","32327","38552","40828"
"lzop","30990","22569","27417","31191","35358","38417"
"ebook-tools","30985","26694","25099","29633","33200","40302"
"babeltrace","30982","25853","24913","25904","30154","48090"
"caja","30979","29042","27567","31277","32068","34942"
"kcmutils","30937","26235","26841","32975","40726","27911"
"knewstuff","30911","27635","26631","32277","40442","27572"
"systemsettings","30803","19510","19944","26952","39326","48283"
"mscompress","30722","52822","34286","29639","19964","16901"
"libxmlsec1-openssl","30719","12864","22303","33252","47397","37779"
"libshumate","30713","0","3205","18037","43645","57967"
"libxcb-util0","30683","64611","34667","28085","15095","10959"
"polkitd-pkla","30657","0","7652","23626","53129","38224"
"qtimageformats-opensource-src","30634","28058","26989","32272","36420","29433"
"libaec","30606","27240","26149","27709","32114","39822"
"dctrl-tools","30564","32265","37486","34139","25130","23803"
"libreadline6","30479","46603","35011","30829","21771","18181"
"min12xxw","30476","52858","34139","29423","19551","16409"
"thunar","30475","29874","27203","29901","31375","34026"
"foo2zjs","30357","52454","33975","29294","19570","16495"
"tumbler","30354","29866","27044","29720","31143","34001"
"pnm2ppa","30333","52606","33988","29261","19471","16341"
"geocode-glib","30243","137","4584","22223","53749","70524"
"libssl1.0.0","30230","45778","34698","30772","21742","18160"
"xfce4-panel","30222","28972","26826","29637","31467","34209"
"mousepad","30170","29092","26900","29824","31145","33892"
"libaccounts-glib","30163","22701","23837","28926","33689","41665"
"libenchant1c2a","29967","61565","33816","27489","15515","11454"
"openfec","29837","0","0","0","7440","52234"
"libportal","29813","11","4897","22006","52584","69571"
"wireplumber","29688","0","0","0","7291","52086"
"plasma-framework","29655","24455","25697","32006","40140","25981"
"librest","29592","203","4631","22016","52613","68497"
"libb2","29584","10315","16915","23325","36289","61076"
"garcon","29566","29532","26541","29120","30132","32507"
"signond","29510","22555","23692","28787","32098","40419"
"onnxruntime","29502","0","0","0","9","58996"
"threadweaver","29473","25160","25012","31357","39944","25892"
"gtk2-engines","29330","32818","28265","30046","27770","27754"
"thunar-volman","29320","28735","26055","28734","30170","32908"
"inkscape","29167","37313","30894","28894","24602","24135"
"xfdesktop4","28913","28590","25871","28508","29620","31976"
"gupnp-av","28857","26","4896","21718","51763","65884"
"raqm","28855","3753","9152","18740","52630","60003"
"strace","28814","30240","28223","28225","28428","28956"
"xfce4-session","28810","28477","25790","28411","29518","31858"
"gupnp-dlna","28791","10","4871","21670","51643","65762"
"libfakekey","28770","21345","22203","27224","32433","40647"
"liblinear","28599","13326","23485","26787","36905","42493"
"zerofree","28592","22004","26174","28631","32243","33910"
"xfce4-appfinder","28340","28005","25375","27987","29026","31309"
"cwidget","28297","15926","26330","29115","34441","35676"
"libdazzle","28285","39835","38889","33871","16876","11954"
"xfce4-notifyd","28276","27867","25188","27811","28992","31522"
"okular","28091","24173","22506","26925","30054","36798"
"flex","28079","30911","30382","29874","25144","24086"
"patchutils","28068","29240","26157","27992","27758","29194"
"kitemmodels","27979","22969","22811","29424","39191","25504"
"firebird4.0","27957","40369","29203","26848","22281","21088"
"cifs-utils","27949","25207","24914","26344","30716","32564"
"knotifyconfig","27882","27029","25763","30657","34111","21852"
"pmdk","27847","9884","17393","26950","49878","35134"
"xarchiver","27832","27975","25141","27728","28744","29573"
"libunicode-utf8-perl","27813","26657","25149","27521","28888","30853"
"ndctl","27775","9755","17280","26835","49840","35165"
"xfce4-terminal","27760","27049","24717","27441","28593","31002"
"libtracker-control-2.0-0","27668","40951","40538","34157","13395","9301"
"libtracker-miner-2.0-0","27466","40573","40285","33936","13299","9239"
"libinih","27350","6975","12522","15133","28210","73911"
"libtomcrypt","27167","19281","19892","25259","30144","41261"
"atril","27071","28147","26743","30460","29725","20282"
"cmake","27060","24626","24121","25060","29208","32285"
"lua5.4","26981","7782","11391","13769","25786","76181"
"proj","26976","24002","22948","24417","28149","35366"
"libavdevice58","26876","41305","37632","32673","13600","9173"
"python-crypto","26868","50682","31086","25938","15176","11461"
"libebur128","26817","20162","15607","14498","13419","70401"
"imlib2","26614","27000","25505","28501","30791","21274"
"thunar-archive-plugin","26545","25883","23532","26158","27440","29715"
"kpty","26543","26012","24356","28946","32449","20956"
"netcat-openbsd","26500","20803","24020","25142","29356","33179"
"gtkspell3","26493","43433","32489","28179","15725","12640"
"gutenprint","26469","43902","28913","25660","18155","15719"
"lyx","26455","24804","22774","23758","28777","32164"
"xfce4-power-manager","26439","25731","23432","26069","27283","29684"
"bluez-qt","26431","23097","24036","29088","33728","22209"
"openconnect","26376","20510","20196","25358","29501","36315"
"libei","26343","0","0","0","5832","46855"
"libfam0","26339","44079","35564","30203","12924","8927"
"xfce4-screenshooter","26285","25703","23362","25965","27068","29330"
"xfburn","26248","25662","23251","25892","27065","29372"
"thunar-media-tags-plugin","26239","25580","23285","25903","27103","29326"
"chromium","26117","27418","24455","24926","25713","28075"
"hwloc","26078","17363","16300","18733","28763","49235"
"libmutter-11-0","26076","0","4111","21413","46952","31831"
"mdadm","26072","25006","25352","25584","26951","27469"
"libgssglue","26060","17875","16542","20121","35779","39983"
"ristretto","26000","25402","23081","25694","26793","29033"
"kfilemetadata-kf5","25992","25179","24013","28627","32095","20048"
"libperlio-gzip-perl","25987","26471","24003","25978","25944","27541"
"xfce4-clipman-plugin","25987","25337","23108","25768","26787","28935"
"purpose","25972","22441","23589","28687","33312","21832"
"frameworkintegration","25951","20279","20096","24812","28999","35573"
"xfce4-taskmanager","25922","25326","23003","25651","26685","28949"
"gdb","25866","23059","21145","21352","23295","40483"
"device-tree-compiler","25821","21228","22686","24007","29136","32048"
"krunner","25803","19487","20181","27140","37865","24344"
"libaccounts-qt","25788","22622","23755","28844","31798","21925"
"xfce4-sensors-plugin","25786","25152","22892","25504","26576","28808"
"xfce4-battery-plugin","25777","25162","22888","25502","26560","28774"
"kcontacts","25756","22672","23528","28540","33171","20873"
"xfce4-xkb-plugin","25753","25131","22866","25493","26534","28745"
"xfce4-systemload-plugin","25744","25103","22861","25482","26526","28752"
"ntpdate","25738","31052","27383","26409","23230","20618"
