"package","github_repo"
"django-money","django-money/django-money"
"django-mptt","django-mptt/django-mptt"
"django-multiselectfield","goinnn/django-multiselectfield"
"django-mysql","adamchainz/django-mysql"
"django-nested-admin","theatlantic/django-nested-admin"
"django-ninja","vitalik/django-ninja"
"django-nose","jazzband/django-nose"
"django-oauth-toolkit","django-oauth/django-oauth-toolkit"
"django-object-actions","crccheck/django-object-actions"
"django-ordered-model","django-ordered-model/django-ordered-model"
"django-otp","django-otp/django-otp"
"django-permissionedforms","wagtail/django-permissionedforms"
"django-picklefield","gintas/django-picklefield"
"django-pipeline","jazzband/django-pipeline"
"django-polymorphic","jazzband/django-polymorphic"
"django-ratelimit","jsocol/django-ratelimit"
"django-recaptcha","django-recaptcha/django-recaptcha"
"django-redis","jazzband/django-redis"
"django-redis-cache","sebleier/django-redis-cache"
"django-rest-auth","tivix/django-rest-auth"
"django-rest-knox","jazzband/django-rest-knox"
"django-rest-passwordreset","anexia-it/django-rest-passwordreset"
"django-rest-swagger","marcgibbons/django-rest-swagger"
"django-reversion","etianen/django-reversion"
"django-rq","rq/django-rq"
"django-safedelete","makinacorpus/django-safedelete"
"django-sekizai","django-cms/django-sekizai"
"django-select2","codingjoe/django-select2"
"django-sendgrid-v5","sklarsa/django-sendgrid-v5"
"django-ses","django-ses/django-ses"
"django-silk","jazzband/django-silk"
"django-simple-history","django-commons/django-simple-history"
"django-solo","lazybird/django-solo"
"django-sortedm2m","jazzband/django-sortedm2m"
"django-sslserver","teddziuba/django-sslserver"
"django-structlog","jrobichaud/django-structlog"
"django-stubs","typeddjango/django-stubs"
"django-stubs-ext","typeddjango/django-stubs"
"django-tables2","jieter/django-tables2"
"django-taggit","jazzband/django-taggit"
"django-templated-mail","sunscrapers/django-templated-mail"
"django-timezone-field","mfogel/django-timezone-field"
"django-tinymce","jazzband/django-tinymce"
"django-two-factor-auth","jazzband/django-two-factor-auth"
"django-user-agents","selwin/django-user_agents"
"django-waffle","django-waffle/django-waffle"
"django-watchman","mwarkentin/django-watchman"
"django-webpack-loader","django-webpack/django-webpack-loader"
"django-webtest","django-webtest/django-webtest"
"django-widget-tweaks","jazzband/django-widget-tweaks"
"djangorestframework","encode/django-rest-framework"
"djangorestframework-api-key","florimondmanca/djangorestframework-api-key"
"djangorestframework-camel-case","vbabiy/djangorestframework-camel-case"
"djangorestframework-csv","mjumbewu/django-rest-framework-csv"
"djangorestframework-dataclasses","oxan/djangorestframework-dataclasses"
"djangorestframework-gis","openwisp/django-rest-framework-gis"
"djangorestframework-simplejwt","jazzband/djangorestframework-simplejwt"
"djangorestframework-stubs","typeddjango/djangorestframework-stubs"
"djangorestframework-xml","jpadilla/django-rest-framework-xml"
"djangosaml2","identitypython/djangosaml2"
"djlint","djlint/djlint"
"djoser","sunscrapers/djoser"
"dlib","davisking/dlib"
"dlint","dlint-py/dlint"
"dlt","dlt-hub/dlt"
"dns-lexicon","dns-lexicon/dns-lexicon"
"dnslib","paulc/dnslib"
"dnspython","rthalley/dnspython"
"doc8","pycqa/doc8"
"docformatter","pycqa/docformatter"
"docker","docker/docker-py"
"docker-image-py","realityone/docker-image-py"
"docker-py","docker/docker-py"
"docker-pycreds","shin-/dockerpy-creds"
"dockerfile-parse","containerbuildsystem/dockerfile-parse"
"dockerpty","d11wtq/dockerpty"
"docstring-parser","rr-/docstring_parser"
"docstring-parser-fork","rr-/docstring_parser"
"docstring-to-markdown","python-lsp/docstring-to-markdown"
"documenttemplate","zopefoundation/documenttemplate"
"docx","mikemaccana/python-docx"
"docx2txt","ankushshah89/python-docx2txt"
"docxtpl","elapouya/python-docx-template"
"dohq-artifactory","devopshq/artifactory"
"doit","pydoit/doit"
"domain2idna","pyfunceble/domain2idna"
"domdf-python-tools","domdfcoding/domdf_python_tools"
"dominate","knio/dominate"
"dopamine-rl","google/dopamine"
"dotenv","pedroburon/dotenv"
"dotmap","drgrib/dotmap"
"dotnetcore2","dotnet/core"
"dotted-dict","josh-paul/dotted_dict"
"dparse","pyupio/dparse"
"dpath","dpath-maintainers/dpath-python"
"dpkt","kbandla/dpkt"
"dramatiq","bogdanp/dramatiq"
"drf-extensions","chibisov/drf-extensions"
"drf-jwt","styria-digital/django-rest-framework-jwt"
"drf-nested-routers","alanjds/drf-nested-routers"
"drf-spectacular","tfranzel/drf-spectacular"
"drf-spectacular-sidecar","tfranzel/drf-spectacular-sidecar"
"drf-writable-nested","beda-software/drf-writable-nested"
"drf-yasg","axnsan12/drf-yasg"
"dropbox","dropbox/dropbox-sdk-python"
"dtale","man-group/dtale"
"dtreeviz","parrt/dtreeviz"
"duckdb","duckdb/duckdb-python"
"duckdb-engine","mause/duckdb_engine"
"dumb-init","yelp/dumb-init"
"dumbyaml","crdoconnor/dumbyaml"
"durationpy","icholy/durationpy"
"dvc","treeverse/dvc"
"dvc-objects","treeverse/dvc-objects"
"dynaconf","dynaconf/dynaconf"
"dynamodb-json","alonreznik/dynamodb-json"
"dynet","clab/dynet"
"easy-thumbnails","smileychris/easy-thumbnails"
"easydict","makinacorpus/easydict"
"easygui","robertlugg/easygui"
"easyocr","jaidedai/easyocr"
"easyprocess","ponty/easyprocess"
"ebcdic","roskakori/codecmapper"
"ec2-metadata","adamchainz/ec2-metadata"
"ecdsa","tlsfuzzer/python-ecdsa"
"econml","py-why/econml"
"ecos","embotech/ecos"
"ecs-logging","elastic/ecs-logging-python"
"ed25519","warner/python-ed25519"
"edgegrid-python","akamai/akamaiopen-edgegrid-python"
"editdistance","roy-ht/editdistance"
"editor","rec/editor"
"editorconfig","editorconfig/editorconfig-core-py"
"edlib","martinsos/edlib"
"edn-format","swaroopch/edn_format"
"effdet","rwightman/efficientdet-pytorch"
"einops","arogozhnikov/einops"
"elastic-apm","elastic/apm-agent-python"
"elastic-transport","elastic/elastic-transport-python"
"elasticquery","fizzadar/elasticquery"
"elasticsearch","elastic/elasticsearch-py"
"elasticsearch-curator","elastic/curator"
"elasticsearch-dbapi","preset-io/elasticsearch-dbapi"
"elasticsearch5","elastic/elasticsearch-py"
"elasticsearch6","elastic/elasticsearch-py"
"elasticsearch7","elastic/elasticsearch-py"
"elementary-data","elementary-data/elementary"
"elementpath","sissaschool/elementpath"
"elevenlabs","elevenlabs/elevenlabs-python"
"eli5","eli5-org/eli5"
"email-reply-parser","zapier/email-reply-parser"
"email-validator","joshdata/python-email-validator"
"emails","lavr/python-emails"
"embedding-reader","rom1504/embedding-reader"
"embeddings","vzhong/embeddings"
"emcee","dfm/emcee"
"emoji","carpedm20/emoji"
"english-words","mwiens91/english-words-py"
"enlighten","rockhopper-technologies/enlighten"
"enrich","pycontribs/enrich"
"entrypoint2","ponty/entrypoint2"
"entrypoints","takluyver/entrypoints"
"enum-compat","jstasiak/enum-compat"
"envier","datadog/envier"
"environs","sloria/environs"
"envparse","rconradharris/envparse"
"ephem","brandon-rhodes/pyephem"
"eradicate","pycqa/eradicate"
"eralchemy2","maurerle/eralchemy2"
"escapism","jupyterhub/escapism"
"esprima","kronuz/esprima-python"
"esptool","espressif/esptool"
"etcd3","kragniz/python-etcd3"
"eth-abi","ethereum/eth-abi"
"eth-account","ethereum/eth-account"
"eth-hash","ethereum/eth-hash"
"eth-keyfile","ethereum/eth-keyfile"
"eth-keys","ethereum/eth-keys"
"eth-rlp","ethereum/eth-rlp"
"eth-typing","ethereum/eth-typing"
"eth-utils","ethereum/eth-utils"
"etils","google/etils"
"etuples","pythological/etuples"
"eval-type-backport","alexmojaki/eval_type_backport"
"evaluate","huggingface/evaluate"
"evdev","gvalkov/python-evdev"
"eventlet","eventlet/eventlet"
"everett","willkg/everett"
"evidently","evidentlyai/evidently"
"exchange-calendars","gerrymanoim/exchange_calendars"
"exchangelib","ecederstrand/exchangelib"
"executing","alexmojaki/executing"
"exifread","ianare/exif-py"
"expandvars","sayanarijit/expandvars"
"exrex","asciimoo/exrex"
"extensionclass","zopefoundation/extensionclass"
"extract-msg","teammsgextractor/msg-extractor"
"extras","testing-cabal/extras"
"extruct","scrapinghub/extruct"
"ezdxf","mozman/ezdxf"
"fab-classic","ploxiln/fab-classic"
"fabric","fabric/fabric"
"fabric3","mathiasertl/fabric"
"face","mahmoud/face"
"facebook-sdk","mobolic/facebook-sdk"
"facebook-wda","openatx/facebook-wda"
"facets-overview","pair-code/facets"
"facexlib","xinntao/facexlib"
"factory-boy","factoryboy/factory_boy"
"fairlearn","fairlearn/fairlearn"
"fake-useragent","fake-useragent/fake-useragent"
"faker","joke2k/faker"
"falcon","falconry/falcon"
"fancycompleter","bretello/fancycompleter"
"farama-notifications","farama-foundation/farama-notifications"
"fastapi","fastapi/fastapi"
"fastapi-cli","fastapi/fastapi-cli"
"fastapi-mail","sabuhish/fastapi-mail"
"fastapi-pagination","uriyyo/fastapi-pagination"
"fastapi-slim","fastapi/fastapi"
"fastavro","fastavro/fastavro"
"fastcore","answerdotai/fastcore"
"fastdiff","syrusakbary/fastdiff"
"fastdownload","fastai/fastdownload"
"fastdtw","slaypni/fastdtw"
"fasteners","harlowja/fasteners"
"faster-whisper","systran/faster-whisper"
"fastjsonschema","horejsek/python-fastjsonschema"
"fastnumbers","sethmmorton/fastnumbers"
"fastparquet","dask/fastparquet"
"fastprogress","answerdotai/fastprogress"
"fastpurge","release-engineering/python-fastpurge"
"fastrlock","scoder/fastrlock"
"fasttext","facebookresearch/fasttext"
"fasttext-langdetect","zafercavdar/fasttext-langdetect"
"fasttext-wheel","facebookresearch/fasttext"
"faust","robinhood/faust"
"faust-streaming","faust-streaming/faust"
"fcache","tsroten/fcache"
"fcm-django","xtrinch/fcm-django"
"feast","feast-dev/feast"
"feather-format","wesm/feather"
"feature-engine","feature-engine/feature_engine"
"featuretools","alteryx/featuretools"
"feedfinder2","dfm/feedfinder2"
"feedparser","kurtmckee/feedparser"
"fernet","oz123/python-fernet"
"ffmpeg","jiashaokun/ffmpeg"
"ffmpeg-python","kkroening/ffmpeg-python"
"fido2","yubico/python-fido2"
"filesplit","ram-jayapalan/filesplit"
"filterpy","rlabbe/filterpy"
"find-libpython","ktbarrett/find_libpython"
"findpython","frostming/findpython"
"findspark","minrk/findspark"
"firebase-admin","firebase/firebase-admin-python"
"first","hynek/first"
"fiscalyear","adamjstewart/fiscalyear"
"fixedint","nneonneo/fixedint"
"fixtures","testing-cabal/fixtures"
"flair","flairnlp/flair"
"flake8","pycqa/flake8"
"flake8-annotations","sco1/flake8-annotations"
"flake8-annotations-complexity","best-doctor/flake8-annotations-complexity"
"flake8-bandit","tylerwince/flake8-bandit"
"flake8-black","peterjc/flake8-black"
"flake8-blind-except","elijahandrews/flake8-blind-except"
"flake8-broken-line","wemake-services/flake8-broken-line"
"flake8-builtins","gforcada/flake8-builtins"
"flake8-colors","and3rson/flake8-colors"
"flake8-commas","pycqa/flake8-commas"
"flake8-comprehensions","adamchainz/flake8-comprehensions"
"flake8-deprecated","gforcada/flake8-deprecated"
"flake8-docstrings","pycqa/flake8-docstrings"
"flake8-eradicate","wemake-services/flake8-eradicate"
"flake8-executable","xuhdev/flake8-executable"
"flake8-expression-complexity","best-doctor/flake8-expression-complexity"
"flake8-import-order","pycqa/flake8-import-order"
"flake8-import-restrictions","atollk/flake8-import-restrictions"
"flake8-isort","gforcada/flake8-isort"
"flake8-logging-format","globality-corp/flake8-logging-format"
"flake8-markdown","johnfraney/flake8-markdown"
"flake8-mutable","ebeweber/flake8-mutable"
"flake8-noqa","plinss/flake8-noqa"
"flake8-pep3101","gforcada/flake8-pep3101"
"flake8-pie","sbdchd/flake8-pie"
"flake8-plugin-utils","afonasev/flake8-plugin-utils"
"flake8-print","jbkahn/flake8-print"
"flake8-pyproject","john-hen/flake8-pyproject"
"flake8-pytest-style","m-burst/flake8-pytest-style"
"flake8-quotes","zheller/flake8-quotes"
"flake8-return","afonasev/flake8-return"
"flake8-simplify","martinthoma/flake8-simplify"
"flake8-string-format","xzise/flake8-string-format"
"flake8-tidy-imports","adamchainz/flake8-tidy-imports"
"flake8-tuple","ar4s/flake8_tuple"
"flake8-variables-names","best-doctor/flake8-variables-names"
"flaky","box/flaky"
"flaml","microsoft/flaml"
"flasgger","flasgger/flasgger"
"flash-attn","dao-ailab/flash-attention"
"flashtext","vi3k6i5/flashtext"
"flask","pallets/flask"
"flask-admin","pallets-eco/flask-admin"
"flask-apispec","jmcarp/flask-apispec"
"flask-appbuilder","dpgaspar/flask-appbuilder"
"flask-apscheduler","viniciuschiele/flask-apscheduler"
"flask-assets","miracle2k/flask-assets"
"flask-babel","python-babel/flask-babel"
"flask-babelex","mrjoes/flask-babelex"
"flask-basicauth","jpvanhal/flask-basicauth"
"flask-breadcrumbs","inveniosoftware/flask-breadcrumbs"
"flask-caching","pallets-eco/flask-caching"
"flask-cloudflared","uwuplus/flask-cloudflared"
"flask-compress","colour-science/flask-compress"
"flask-cors","corydolphin/flask-cors"
"flask-debugtoolbar","pallets-eco/flask-debugtoolbar"
"flask-executor","dchevell/flask-executor"
"flask-graphql","graphql-python/flask-graphql"
"flask-httpauth","miguelgrinberg/flask-httpauth"
"flask-jwt-extended","vimalloc/flask-jwt-extended"
"flask-limiter","alisaifee/flask-limiter"
"flask-log-request-id","workable/flask-log-request-id"
"flask-login","maxcountryman/flask-login"
"flask-mail","pallets-eco/flask-mail"
"flask-mongoengine","mongoengine/flask-mongoengine"
"flask-ngrok","gstaff/flask-ngrok"
"flask-oauthlib","lepture/flask-oauthlib"
"flask-oidc","fedora-infra/flask-oidc"
"flask-opentracing","opentracing-contrib/python-flask"
"flask-plugins","sh4nks/flask-plugins"
"flask-restful","flask-restful/flask-restful"
"flask-restplus","noirbizarre/flask-restplus"
"flask-restx","python-restx/flask-restx"
"flask-script","smurfix/flask-script"
"flask-session","pallets-eco/flask-session"
"flask-shell-ipython","ei-grad/flask-shell-ipython"
"flask-smorest","marshmallow-code/flask-smorest"
"flask-sqlalchemy","pallets-eco/flask-sqlalchemy"
"flask-swagger-ui","sveint/flask-swagger-ui"
"flask-talisman","wntrblm/flask-talisman"
"flask-testing","jarus/flask-testing"
"flask-wtf","pallets-eco/flask-wtf"
"flatbuffers","google/flatbuffers"
"flatdict","gmr/flatdict"
"flatten-dict","ianlini/flatten-dict"
"flatten-json","amirziai/flatten"
"flax","google/flax"
"flex","pipermerriam/flex"
"flexcache","hgrecco/flexcache"
"flexparser","hgrecco/flexparser"
"flit","pypa/flit"
"flit-core","pypa/flit"
"flower","mher/flower"
"flupy","olirice/flupy"
"flyteidl","flyteorg/flyte"
"flytekit","flyteorg/flytekit"
"focal-loss","artemmavrin/focal-loss"
"font-roboto","pimoroni/fonts-python"
"fonts","pimoroni/fonts-python"
"fonttools","fonttools/fonttools"
"forex-python","micropyramid/forex-python"
"formic2","wolfhong/formic"
"formulaic","matthewwardrop/formulaic"
"formulas","vinci1it2000/formulas"
"fortniteapiasync","xmistt/fortniteapiasync"
"fortnitepy","terbau/fortnitepy"
"foundationdb","apple/foundationdb"
"fpdf","reingart/pyfpdf"
"fpdf2","py-pdf/fpdf2"
"fqdn","ypcrts/fqdn"
"fredapi","mortada/fredapi"
"freetype-py","rougier/freetype-py"
"freezegun","spulec/freezegun"
"frictionless","frictionlessdata/frictionless-py"
"frozendict","marco-sulla/python-frozendict"
"frozenlist","aio-libs/frozenlist"
"fs","pyfilesystem/pyfilesystem2"
"fs-s3fs","pyfilesystem/s3fs"
"fsspec","fsspec/filesystem_spec"
"fst-pso","aresio/fst-pso"
"ftfy","rspeer/python-ftfy"
"fugashi","polm/fugashi"
"fugue","fugue-project/fugue"
"fugue-sql-antlr","fugue-project/fugue"
"func-args","machu-gwu/func_args-project"
"func-timeout","kata198/func_timeout"
"funcparserlib","vlasovskikh/funcparserlib"
"functions-framework","googlecloudplatform/functions-framework-python"
"functools32","michilu/python-functools32"
"furl","gruns/furl"
"fusepy","fusepy/fusepy"
"future","pythoncharmers/python-future"
"futures","agronholm/pythonfutures"
"fuzzy","yougov/fuzzy"
"fuzzysearch","taleinat/fuzzysearch"
"fuzzytm","erijck/fuzzytm"
"fuzzywuzzy","seatgeek/fuzzywuzzy"
"fvcore","facebookresearch/fvcore"
"fysom","mriehl/fysom"
"gast","serge-sans-paille/gast"
"gcld3","google/cld3"
"gcloud-aio-auth","talkiq/gcloud-aio"
"gcloud-aio-bigquery","talkiq/gcloud-aio"
"gcloud-aio-datastore","talkiq/gcloud-aio"
"gcloud-aio-pubsub","talkiq/gcloud-aio"
"gcloud-aio-storage","talkiq/gcloud-aio"
"gcloud-aio-taskqueue","talkiq/gcloud-aio"
"gcloud-rest-auth","talkiq/gcloud-aio"
"gcloud-rest-bigquery","talkiq/gcloud-aio"
"gcloud-rest-datastore","talkiq/gcloud-aio"
"gcs-oauth2-boto-plugin","googlecloudplatform/gcs-oauth2-boto-plugin"
"gcsfs","fsspec/gcsfs"
"gdal","osgeo/gdal"
"gdbgui","cs01/gdbgui"
"gdown","wkentaro/gdown"
"geckodriver-autoinstaller","yeongbin-jo/python-geckodriver-autoinstaller"
"gender-guesser","lead-ratings/gender-guesser"
"genshi","edgewall/genshi"
"genson","wolverdude/genson"
"geoalchemy2","geoalchemy/geoalchemy2"
"geocoder","deniscarriere/geocoder"
"geographiclib","geographiclib/geographiclib-python"
"geohash","vinsci/geohash"
"geohash2","dbarthe/geohash"
"geoip2","maxmind/geoip2-python"
"geoip2-tools","nekmo/geoip2-tools"
"geojson","jazzband/geojson"
"geomet","geomet/geomet"
"geopandas","geopandas/geopandas"
"geopy","geopy/geopy"
"getmac","ghostofgoes/getmac"
"gevent","gevent/gevent"
"geventhttpclient","geventhttpclient/geventhttpclient"
"gfpgan","tencentarc/gfpgan"
"gherkin-official","cucumber/gherkin"
"ghp-import","c-w/ghp-import"
"gin-config","google/gin-config"
"git-python","pynickle/git-python"
"git-url-parse","retr0h/git-url-parse"
"gitdb","gitpython-developers/gitdb"
"gitdb2","gitpython-developers/gitdb"
"github-heatmap","malinkang/githubposter"
"gitignore-parser","mherrmann/gitignore_parser"
"gitlint","jorisroovers/gitlint"
"gitlint-core","jorisroovers/gitlint"
"gitpython","gitpython-developers/gitpython"
"giturlparse","nephila/giturlparse"
"glances","nicolargo/glances"
"glcontext","moderngl/glcontext"
"glean-parser","mozilla/glean_parser"
"glfw","florianrhiem/pyglfw"
"glob2","miracle2k/python-glob2"
"globre","metagriffin/globre"
"globus-sdk","globus/globus-sdk-python"
"glom","mahmoud/glom"
"gluestick","hotgluexyz/gluestick"
"gluoncv","dmlc/gluon-cv"
"gluonnlp","dmlc/gluon-nlp"
"gluonts","awslabs/gluonts"
"gmpy2","gmpy2/gmpy2"
"gnureadline","ludwigschwardt/python-gnureadline"
"google-ads","googleads/google-ads-python"
"google-api-python-client","googleapis/google-api-python-client"
"google-apitools","google/apitools"
"google-auth","googleapis/google-auth-library-python"
"google-cloud-access-context-manager","googleapis/python-access-context-manager"
"google-cloud-aiplatform","googleapis/python-aiplatform"
"google-cloud-audit-log","googleapis/python-audit-log"
"google-cloud-bigquery","googleapis/python-bigquery"
"google-cloud-bigtable","googleapis/python-bigtable"
"google-cloud-core","googleapis/python-cloud-core"
"google-cloud-datastore","googleapis/python-datastore"
"google-cloud-dns","googleapis/python-dns"
"google-cloud-error-reporting","googleapis/python-error-reporting"
"google-cloud-firestore","googleapis/python-firestore"
"google-cloud-logging","googleapis/python-logging"
"google-cloud-ndb","googleapis/python-ndb"
"google-cloud-pipeline-components","kubeflow/pipelines"
"google-cloud-profiler","googlecloudplatform/cloud-profiler-python"
"google-cloud-pubsub","googleapis/python-pubsub"
"google-cloud-pubsublite","googleapis/python-pubsublite"
"google-cloud-runtimeconfig","googleapis/python-runtimeconfig"
"google-cloud-spanner","googleapis/python-spanner"
"google-cloud-storage","googleapis/python-storage"
"google-compute-engine","googlecloudplatform/compute-image-packages"
"google-crc32c","googleapis/python-crc32c"
"google-gax","googleapis/gax-python"
"google-oauth","miedzinski/google-oauth"
"google-oauth2-tool","dlancer/google-oauth2-tool"
"google-pasta","google/pasta"
"google-play-scraper","jomingyu/google-play-scraper"
"google-python-cloud-debugger","googlecloudplatform/cloud-debug-python"
"google-re2","google/re2"
"google-reauth","google/google-reauth-python"
"google-resumable-media","googleapis/google-resumable-media-python"
"google-search-results","serpapi/google-search-results-python"
"google-trans-new","lushan88a/google_trans_new"
"googleads","googleads/googleads-python-lib"
"googledrivedownloader","ndrplz/google-drive-downloader"
"googletrans","ssut/py-googletrans"
"gorilla","christophercrouzet/gorilla"
"gotrue","supabase/auth-py"
"gpiozero","gpiozero/gpiozero"
"gpustat","wookayin/gpustat"
"gputil","anderskm/gputil"
"gpxpy","tkrajina/gpxpy"
"gpy","sheffieldml/gpy"
"gpytorch","cornellius-gp/gpytorch"
"gql","graphql-python/gql"
"grafanalib","weaveworks/grafanalib"
"grandalf","bdcht/grandalf"
"grapheme","alvinlindstam/grapheme"
"graphene-django","graphql-python/graphene-django"
"graphene-file-upload","lmcgartland/graphene-file-upload"
"graphene-sqlalchemy","graphql-python/graphene-sqlalchemy"
"graphframes","graphframes/graphframes"
"graphitesend","daniellawrence/graphitesend"
"graphlib-backport","mariushelf/graphlib_backport"
"graphql-core","graphql-python/graphql-core"
"graphql-relay","graphql-python/graphql-relay-py"
"graphviz","xflr6/graphviz"
"graphyte","benhoyt/graphyte"
"graypy","severb/graypy"
"great-expectations","great-expectations/great_expectations"
"great-expectations-experimental","great-expectations/great_expectations"
"greenlet","python-greenlet/greenlet"
"groq","groq/groq-python"
"grpc-google-logging-v2","googleapis/googleapis"
"grpc-interceptor","d5h-foss/grpc-interceptor"
"grpc-stubs","shabbyrobe/grpc-stubs"
"grpclib","vmagamedov/grpclib"
"gslides","michael-gracie/gslides"
"gspread","burnash/gspread"
"gspread-formatting","robin900/gspread-formatting"
"gspread-pandas","aiguofer/gspread-pandas"
"gsq","keiichishima/gsq"
"gssapi","pythongssapi/python-gssapi"
"gtts","pndurette/gtts"
"guppy3","zhuyifei1999/guppy3"
"gviz-api","google/google-visualization-python"
"gym","psf/black"
"gymnasium","farama-foundation/gymnasium"
"h11","python-hyper/h11"
"h2","python-hyper/h2"
"h2o-wave","h2oai/wave"
"h5netcdf","h5netcdf/h5netcdf"
"h5py","h5py/h5py"
"hachoir","vstinner/hachoir"
"halo","manrajgrover/halo"
"hashin","peterbe/hashin"
"hatch","pypa/hatch"
"hatch-fancy-pypi-readme","hynek/hatch-fancy-pypi-readme"
"hatch-requirements-txt","repo-helper/hatch-requirements-txt"
"hatch-vcs","ofek/hatch-vcs"
"hatchling","pypa/hatch"
"haversine","mapado/haversine"
"hdbscan","scikit-learn-contrib/hdbscan"
"hdf5plugin","silx-kit/hdf5plugin"
"hexbytes","ethereum/hexbytes"
"hidapi","trezor/cython-hidapi"
"hiredis","redis/hiredis-py"
"hiyapyco","zerwes/hiyapyco"
"hjson","hjson/hjson-py"
"hl7","johnpaulett/python-hl7"
"hmmlearn","hmmlearn/hmmlearn"
"hmsclient","gglanzani/hmsclient"
"holidays","vacanza/holidays"
"holoviews","holoviz/holoviews"
"homeassistant","home-assistant/core"
"honcho","nickstenning/honcho"
"honeycomb-beeline","honeycombio/beeline-python"
"hpack","python-hyper/hpack"
"hsluv","hsluv/hsluv-python"
"hstspreload","sethmlarson/hstspreload"
"html-telegraph-poster","mercuree/html-telegraph-poster"
"html-testrunner","oldani/htmltestrunner"
"html-text","zytedata/html-text"
"html2text","alir3z4/html2text"
"html5lib","html5lib/html5lib-python"
"html5tagger","sanic-org/html5tagger"
"htmldate","adbar/htmldate"
"htmldocx","pqzx/html2docx"
"htmllistparse","gumblex/htmllisting-parser"
"htmlmin","mankyd/htmlmin"
"htmlmin2","mankyd/htmlmin"
"htpasswd","thesharp/htpasswd"
"httmock","patrys/httmock"
"httpagentparser","shon/httpagentparser"
"httpbin","psf/httpbin"
"httpcore","encode/httpcore"
"httpie-edgegrid","akamai/httpie-edgegrid"
"httplib2","httplib2/httplib2"
"httpretty","gabrielfalcao/httpretty"
"httpstan","stan-dev/httpstan"
"httptools","magicstack/httptools"
"httpx","encode/httpx"
"httpx-sse","florimondmanca/httpx-sse"
"hubspot-api-client","hubspot/hubspot-api-python"
"hubspot3","jpetrucciani/hubspot3"
"huggingface-hub","huggingface/huggingface_hub"
"humanize","python-humanize/humanize"
"humbug","bugout-dev/humbug"
"humiolib","humio/python-humio"
"hupper","pylons/hupper"
"hvac","hvac/hvac"
"hvplot","holoviz/hvplot"
"hydra-colorlog","facebookresearch/hydra"
"hydra-core","facebookresearch/hydra"
"hydra-slayer","catalyst-team/hydra-slayer"
"hyperframe","python-hyper/hyperframe"
"hyperpyyaml","speechbrain/hyperpyyaml"
"hypothesis","hypothesisworks/hypothesis"
"ibis-framework","ibis-project/ibis"
"ibm-cloud-sdk-core","ibm/python-sdk-core"
"ibm-cos-sdk","ibm/ibm-cos-sdk-python"
"ibm-cos-sdk-core","ibm/ibm-cos-sdk-python-core"
"ibm-cos-sdk-s3transfer","ibm/ibm-cos-sdk-python-s3transfer"
"ibm-db-sa","ibmdb/python-ibmdbsa"
"ibm-platform-services","ibm/platform-services-python-sdk"
"icalendar","collective/icalendar"
"icdiff","jeffkaufman/icdiff"
"icecream","gruns/icecream"
"identify","pre-commit/identify"
"idf-component-manager","espressif/idf-component-manager"
"idna","kjd/idna"
"igraph","igraph/python-igraph"
"ijson","icrar/ijson"
"image","francescortiz/image"
"imagecodecs","cgohlke/imagecodecs"
"imagehash","johannesbuchner/imagehash"
"imageio","imageio/imageio"
"imageio-ffmpeg","imageio/imageio-ffmpeg"
"imagesize","shibukawa/imagesize_py"
"imap-tools","ikvk/imap_tools"
"imapclient","mjs/imapclient"
"imbalanced-learn","scikit-learn-contrib/imbalanced-learn"
"imgaug","aleju/imgaug"
"imgkit","jarrekk/imgkit"
"imgviz","wkentaro/imgviz"
"immutabledict","corenting/immutabledict"
"implicit","benfred/implicit"
"import-deps","schettino72/import-deps"
"importlab","google/importlab"
"importlib","brettcannon/importlib"
"importlib-metadata","python/importlib_metadata"
"importlib-resources","python/importlib_resources"
"impyla","cloudera/impyla"
"in-place","jwodder/inplace"
"incremental","twisted/incremental"
"infinity","kvesteri/infinity"
"inflate64","miurahr/inflate64"
"inflect","jaraco/inflect"
"inflection","jpvanhal/inflection"
"influxdb","simplejson/simplejson"
"influxdb-client","influxdata/influxdb-client-python"
"iniconfig","pytest-dev/iniconfig"
"iniparse","candlepin/python-iniparse"
"inject","ivankorobkov/python-inject"
"inotify","dsoprea/pyinotify"
"inotify-simple","chrisjbillington/inotify_simple"
"inquirer","magmax/python-inquirer"
"inquirerpy","kazhala/inquirerpy"
"insightface","deepinsight/insightface"
"install-jdk","jyksnw/install-jdk"
"instana","instana/python-sensor"
"instant-api-client","falsedev/instant-api-client"
"intelhex","python-intelhex/intelhex"
"interpret-community","interpretml/interpret-community"
"interrogate","econchick/interrogate"
"intervals","kvesteri/intervals"
"intervaltree","chaimleib/intervaltree"
"intuit-oauth","intuit/oauth-pythonclient"
"invisible-watermark","shieldmnt/invisible-watermark"
"invoke","pyinvoke/invoke"
"ip2location","chrislim2888/ip2location-python"
"ipaddr","google/ipaddr-py"
"ipaddress","phihag/ipaddress"
"ipcqueue","seifert/ipcqueue"
"ipdb","gotcha/ipdb"
"ipinfo","ipinfo/python"
"iptools","bd808/python-iptools"
"ipwhois","secynic/ipwhois"
"ipy","autocracy/python-ipy"
"ipykernel","ipython/ipykernel"
"ipyleaflet","jupyter-widgets/ipyleaflet"
"ipympl","matplotlib/ipympl"
"ipython","ipython/ipython"
"ipython-sql","catherinedevlin/ipython-sql"
"ipyvue","widgetti/ipyvue"
"ipyvuetify","widgetti/ipyvuetify"
"isal","pycompression/python-isal"
"iso-639","noumar/iso639"
