"package","github_repo"
"iso3166","deactivated/python-iso3166"
"iso4217","dahlia/iso4217"
"iso8601","micktwomey/pyiso8601"
"isodate","gweis/isodate"
"isoduration","bolsote/isoduration"
"isort","pycqa/isort"
"isoweek","gisle/isoweek"
"itables","mwouts/itables"
"itemadapter","scrapy/itemadapter"
"itemloaders","scrapy/itemloaders"
"iteration-utilities","mseifert04/iteration_utilities"
"iterative-stratification","trent-b/iterative-stratification"
"iterative-telemetry","iterative/telemetry-python"
"iterproxy","machu-gwu/iterproxy-project"
"itsdangerous","pallets/itsdangerous"
"j2cli","kolypto/j2cli"
"jaconv","ikegami-yukino/jaconv"
"jaeger-client","jaegertracing/jaeger-client-python"
"janome","mocobeta/janome"
"janus","aio-libs/janus"
"java-access-bridge-wrapper","robocorp/java-access-bridge-wrapper"
"java-manifest","elihunter173/java-manifest-py"
"javalang","c2nes/javalang"
"javaobj-py3","tcalmant/python-javaobj"
"javaproperties","jwodder/javaproperties"
"jax","jax-ml/jax"
"jax-cuda12-pjrt","jax-ml/jax"
"jax-cuda12-plugin","jax-ml/jax"
"jaxlib","jax-ml/jax"
"jaxtyping","patrick-kidger/jaxtyping"
"jaydebeapi","baztian/jaydebeapi"
"jdcal","phn/jdcal"
"jedi","davidhalter/jedi"
"jenkspy","mthh/jenkspy"
"jieba","fxsjy/jieba"
"jieba3k","fxsjy/jieba"
"jikanpy","abhinavk99/jikanpy"
"jinja2","pallets/jinja"
"jinja2-cli","mattrobenolt/jinja2-cli"
"jinja2-humanize-extension","metwork-framework/jinja2_humanize_extension"
"jinja2-simple-tags","dldevinc/jinja2-simple-tags"
"jinja2-time","hackebrot/jinja2-time"
"jinxed","rockhopper-technologies/jinxed"
"jira","pycontribs/jira"
"jishaku","scarletcafe/jishaku"
"jiter","pydantic/jiter"
"joblib","joblib/joblib"
"joblibspark","joblib/joblib-spark"
"josepy","certbot/josepy"
"joserfc","authlib/joserfc"
"jpholiday","lalcs/jpholiday"
"jplephem","brandon-rhodes/python-jplephem"
"jproperties","tblue/python-jproperties"
"jpype1","jpype-project/jpype"
"js2py","piotrdabkowski/js2py"
"js2xml","scrapinghub/js2xml"
"jschema-to-python","microsoft/jschema-to-python"
"jsii","aws/jsii"
"jsmin","tikitu/jsmin"
"json-cfg","pasztorpisti/json-cfg"
"json-log-formatter","marselester/json-log-formatter"
"json-logging-py","sebest/json-logging-py"
"json-repair","mangiucugna/json_repair"
"json-rpc","pavlov99/json-rpc"
"json-schema-for-humans","coveooss/json-schema-for-humans"
"json-stream","daggaz/json-stream"
"json-stream-rs-tokenizer","smheidrich/py-json-stream-rs-tokenizer"
"json-tricks","mverleg/pyjson_tricks"
"json2html","softvar/json2html"
"json5","dpranke/pyjson5"
"jsonconversion","dlr-rm/python-jsonconversion"
"jsondiff","xlwings/jsondiff"
"jsonfield","rpkilby/jsonfield"
"jsonformatter","mycolorfuldays/jsonformatter"
"jsonlines","wbolster/jsonlines"
"jsonnet","google/jsonnet"
"jsonpatch","stefankoegl/python-json-patch"
"jsonpath-ng","h2non/jsonpath-ng"
"jsonpath-python","sean2077/jsonpath-python"
"jsonpath-rw","kennknowles/python-jsonpath-rw"
"jsonpath-rw-ext","sileht/python-jsonpath-rw-ext"
"jsonpickle","jsonpickle/jsonpickle"
"jsonpointer","stefankoegl/python-json-pointer"
"jsonref","gazpachoking/jsonref"
"jsons","ramonhagenaars/jsons"
"jsonschema","python-jsonschema/jsonschema"
"jsonschema-path","p1c2u/jsonschema-path"
"jsonschema-specifications","python-jsonschema/jsonschema-specifications"
"jsonslicer","amdmi3/jsonslicer"
"julius","adefossez/julius"
"junit-xml","kyrus/python-junit-xml"
"junitparser","weiwei/junitparser"
"junos-eznc","juniper/py-junos-eznc"
"jupyter-cache","executablebooks/jupyter-cache"
"jupyter-client","jupyter/jupyter_client"
"jupyter-contrib-nbextensions","ipython-contrib/jupyter_contrib_nbextensions"
"jupyter-core","jupyter/jupyter_core"
"jupyter-dash","plotly/jupyter-dash"
"jupyter-events","jupyter/jupyter_events"
"jupyter-lsp","jupyter-lsp/jupyterlab-lsp"
"jupyter-nbextensions-configurator","jupyter-contrib/jupyter_nbextensions_configurator"
"jupyter-packaging","jupyter/jupyter-packaging"
"jupyter-server","jupyter-server/jupyter_server"
"jupyter-server-proxy","jupyterhub/jupyter-server-proxy"
"jupyter-server-terminals","jupyter-server/jupyter_server_terminals"
"jupyter-server-ydoc","jupyterlab/jupyter-collaboration"
"jupyter-ydoc","jupyter-server/jupyter_ydoc"
"jupyterhub","jupyterhub/jupyterhub"
"jupyterhub-idle-culler","jupyterhub/jupyterhub-idle-culler"
"jupyterhub-kubespawner","jupyterhub/kubespawner"
"jupyterlab-git","jupyterlab/jupyterlab-git"
"jupyterlab-pygments","jupyterlab/jupyterlab_pygments"
"jupyterlab-server","jupyterlab/jupyterlab_server"
"jupytext","mwouts/jupytext"
"justext","miso-belica/justext"
"jwcrypto","latchset/jwcrypto"
"jwt","gehirninc/python-jwt"
"k8","nicknotfun/k8"
"kafka","dpkp/kafka-python"
"kafka-python","dpkp/kafka-python"
"kaggle","kaggle/kaggle-cli"
"kaitaistruct","kaitai-io/kaitai_struct_python_runtime"
"kappa","garnaat/kappa"
"kconfiglib","ulfalizer/kconfiglib"
"kedro","kedro-org/kedro"
"keras","keras-team/keras"
"keras-applications","keras-team/keras-applications"
"keras-nightly","keras-team/keras"
"keras-preprocessing","keras-team/keras-preprocessing"
"keras-resnet","broadinstitute/keras-resnet"
"keras-retinanet","fizyr/keras-retinanet"
"keras-tuner","keras-team/keras-tuner"
"keras2onnx","onnx/keras-onnx"
"kerberos","apple/ccs-pykerberos"
"keyboard","boppreh/keyboard"
"keyring","jaraco/keyring"
"kfac","tensorflow/kfac"
"kfp","kubeflow/pipelines"
"kfp-pipeline-spec","kubeflow/pipelines"
"kfp-server-api","kubeflow/pipelines"
"kivy","kivy/kivy"
"kiwisolver","nucleic/kiwi"
"kmodes","nicodv/kmodes"
"knack","microsoft/knack"
"kneed","arvkevi/kneed"
"koalas","databricks/koalas"
"kombu","celery/kombu"
"kopf","nolar/kopf"
"korean-lunar-calendar","usingsky/korean_lunar_calendar_py"
"kr8s","kr8s-org/kr8s"
"krb5","jborean93/pykrb5"
"kt-legacy","haifeng-jin/kt-legacy"
"kubernetes","kubernetes-client/python"
"kwonly-args","pasztorpisti/kwonly-args"
"l18n","tkhyn/l18n"
"lameenc","chrisstaite/lameenc"
"langchain-aws","langchain-ai/langchain-aws"
"langchain-community","langchain-ai/langchain-community"
"langchain-experimental","langchain-ai/langchain-experimental"
"langchain-google-community","langchain-ai/langchain-google"
"langchain-google-genai","langchain-ai/langchain-google"
"langchain-google-vertexai","langchain-ai/langchain-google"
"langcodes","georgkrause/langcodes"
"langdetect","mimino666/langdetect"
"langgraph","langchain-ai/langgraph"
"langgraph-checkpoint","langchain-ai/langgraph"
"langgraph-checkpoint-postgres","langchain-ai/langgraph"
"langgraph-cli","langchain-ai/langgraph"
"langgraph-prebuilt","langchain-ai/langgraph"
"langgraph-sdk","langchain-ai/langgraph"
"langsmith","langchain-ai/langsmith-sdk"
"language-data","georgkrause/language_data"
"language-tags","onroerenderfgoed/language-tags"
"lap","gatagat/lap"
"lark","lark-parser/lark"
"lark-parser","lark-parser/lark"
"latexcodec","mcmtroffaes/latexcodec"
"launchdarkly-eventsource","launchdarkly/python-eventsource"
"launchdarkly-server-sdk","launchdarkly/python-server-sdk"
"lazy","stefanholek/lazy"
"ldapdomaindump","dirkjanm/ldapdomaindump"
"ldaptor","twisted/ldaptor"
"leb128","mohanson/leb128"
"lenses","ingolemo/python-lenses"
"levenshtein","rapidfuzz/levenshtein"
"liac-arff","renatopp/liac-arff"
"lib-detect-testenv","bitranox/lib_detect_testenv"
"libclang","sighingnow/libclang"
"libhoney","honeycombio/libhoney-py"
"libretranslatepy","argosopentech/libretranslate-py"
"librosa","librosa/librosa"
"libusb-package","pyocd/libusb-package"
"libusb1","vpelletier/python-libusb1"
"license-expression","aboutcode-org/license-expression"
"lief","lief-project/lief"
"lifelines","camdavidsonpilon/lifelines"
"lifetimes","camdavidsonpilon/lifetimes"
"lightfm","lyst/lightfm"
"lightgbm","microsoft/lightgbm"
"lightning-utilities","lightning-ai/utilities"
"lime","marcotcr/lime"
"line-bot-sdk","line/line-bot-sdk-python"
"line-profiler","pyutils/line_profiler"
"linear-tsv","solidsnack/tsv"
"linecache2","testing-cabal/linecache2"
"linkify-it-py","tsutsu3/linkify-it-py"
"litellm","berriai/litellm"
"litestar","litestar-org/litestar"
"littleutils","alexmojaki/littleutils"
"livereload","lepture/python-livereload"
"livy","acroz/pylivy"
"lizard","terryyin/lizard"
"lkml","joshtemple/lkml"
"llama-cloud","run-llama/llama-cloud-py"
"llama-cpp-python","abetlen/llama-cpp-python"
"llama-index-instrumentation","run-llama/llama_index"
"llama-index-legacy","run-llama/llama_index"
"llvmlite","numba/llvmlite"
"lmdb","jnwatson/py-lmdb"
"lml","python-lml/lml"
"lob","lob/lob-python"
"localstack","localstack/localstack"
"localstack-client","localstack/localstack-python-client"
"localstack-core","localstack/localstack"
"localstack-ext","localstack/localstack"
"locust","locustio/locust"
"locustio","locustio/locust"
"log-symbols","manrajgrover/py-log-symbols"
"logbook","getlogbook/logbook"
"logging-azure-rest","exelscior/logging-azure-rest"
"logging-formatter-anticrlf","darrenpmeyer/logging-formatter-anticrlf"
"logical-unification","pythological/unification"
"loguru","delgan/loguru"
"logz","hanzhichao/logz"
"logzero","metachris/logzero"
"logzio-python-handler","logzio/logzio-python-handler"
"loky","joblib/loky"
"lomond","wildfoundry/dataplicity-lomond"
"looseversion","effigies/looseversion"
"lpips","richzhang/perceptualsimilarity"
"lru-dict","amitdev/lru-dict"
"lsprotocol","microsoft/lsprotocol"
"luhn","mmcloughlin/luhn"
"lunarcalendar","wolfhong/lunarcalendar"
"lunardate","lidaobing/python-lunardate"
"lxml","lxml/lxml"
"lxml-html-clean","fedora-python/lxml_html_clean"
"lxml-stubs","lxml/lxml-stubs"
"lyricsgenius","johnwmillr/lyricsgenius"
"lz4","python-lz4/python-lz4"
"m2r","miyakogi/m2r"
"m2r2","crossnox/m2r2"
"m3u8","globocom/m3u8"
"macholib","ronaldoussoren/macholib"
"magic-filter","aiogram/magic-filter"
"mail-parser","spamscope/mail-parser"
"mailchecker","fgribreau/mailchecker"
"mailjet-rest","mailjet/mailjet-apiv3-python"
"makefun","smarie/python-makefun"
"mammoth","mwilliamson/python-mammoth"
"mangum","kludex/mangum"
"mapbox-earcut","skogler/mapbox_earcut_python"
"mapbox-vector-tile","tilezen/mapbox-vector-tile"
"mapclassify","pysal/mapclassify"
"mariadb","mariadb-corporation/mariadb-connector-python"
"marisa-trie","pytries/marisa-trie"
"markdown","python-markdown/markdown"
"markdown-it-py","executablebooks/markdown-it-py"
"markdown2","trentm/python-markdown2"
"markdownify","matthewwithanm/python-markdownify"
"marko","frostming/marko"
"markuppy","tylerbakke/markuppy"
"markupsafe","pallets/markupsafe"
"marshmallow","marshmallow-code/marshmallow"
"marshmallow-jsonapi","marshmallow-code/marshmallow-jsonapi"
"marshmallow-jsonschema","fuhrysteve/marshmallow-jsonschema"
"marshmallow-oneofschema","marshmallow-code/marshmallow-oneofschema"
"marshmallow-sqlalchemy","marshmallow-code/marshmallow-sqlalchemy"
"marshmallow-union","adamboche/python-marshmallow-union"
"marshmallow3-annotations","dkunitsk/marshmallow3-annotations"
"mashumaro","fatal1ty/mashumaro"
"matplotlib","matplotlib/matplotlib"
"matplotlib-inline","ipython/matplotlib-inline"
"matplotlib-venn","konstantint/matplotlib-venn"
"matrix-client","matrix-org/matrix-python-sdk"
"maturin","pyo3/maturin"
"maxminddb","maxmind/maxmind-db-reader-python"
"maxminddb-geolite2","rr2do2/maxminddb-geolite2"
"maybe-else","matthewgdv/maybe"
"mbstrdecoder","thombashi/mbstrdecoder"
"mcap","foxglove/mcap"
"mcap-protobuf-support","foxglove/mcap"
"mccabe","pycqa/mccabe"
"mdformat","hukkin/mdformat"
"mdit-py-plugins","executablebooks/mdit-py-plugins"
"mdurl","executablebooks/mdurl"
"mdutils","didix21/mdutils"
"mdx-truly-sane-lists","radude/mdx_truly_sane_lists"
"mdxpy","cubewise-code/mdxpy"
"mecab-python3","samurait/mecab-python3"
"mechanicalsoup","mechanicalsoup/mechanicalsoup"
"mechanize","python-mechanize/mechanize"
"meld3","supervisor/meld3"
"memoization","lonelyenvoy/python-memoization"
"memory-profiler","pythonprofilers/memory_profiler"
"memray","bloomberg/memray"
"mercantile","mapbox/mercantile"
"mergedeep","clarketm/mergedeep"
"mesh-tensorflow","tensorflow/mesh"
"meshio","nschloe/meshio"
"meson","mesonbuild/meson"
"meson-python","mesonbuild/meson-python"
"metaflow","netflix/metaflow"
"methodtools","youknowone/methodtools"
"mgzip","vinlyx/mgzip"
"micloud","squachen/micloud"
"microsoft-kiota-abstractions","microsoft/kiota-python"
"microsoft-kiota-authentication-azure","microsoft/kiota-python"
"microsoft-kiota-http","microsoft/kiota-python"
"microsoft-kiota-serialization-form","microsoft/kiota-python"
"microsoft-kiota-serialization-json","microsoft/kiota-python"
"microsoft-kiota-serialization-multipart","microsoft/kiota-python"
"microsoft-kiota-serialization-text","microsoft/kiota-python"
"mike","jimporter/mike"
"mimesis","lk-geimfari/mimesis"
"minidump","skelsec/minidump"
"minikanren","pythological/kanren"
"minio","minio/minio-py"
"mirakuru","dbfixtures/mirakuru"
"missingno","residentmario/missingno"
"missingpy","epsilon-machine/missingpy"
"mistletoe","miyuchina/mistletoe"
"mistune","lepture/mistune"
"mitmproxy","mitmproxy/mitmproxy"
"mixer","klen/mixer"
"mixpanel","mixpanel/mixpanel-python"
"mizani","has2k1/mizani"
"mkdocs","mkdocs/mkdocs"
"mkdocs-autorefs","mkdocstrings/autorefs"
"mkdocs-gen-files","oprypin/mkdocs-gen-files"
"mkdocs-get-deps","mkdocs/get-deps"
"mkdocs-git-revision-date-localized-plugin","timvink/mkdocs-git-revision-date-localized-plugin"
"mkdocs-include-markdown-plugin","mondeja/mkdocs-include-markdown-plugin"
"mkdocs-material","squidfunk/mkdocs-material"
"mkdocs-material-extensions","facelessuser/mkdocs-material-extensions"
"mkdocs-minify-plugin","byrnereese/mkdocs-minify-plugin"
"mkdocs-monorepo-plugin","backstage/mkdocs-monorepo-plugin"
"mkdocs-redirects","mkdocs/mkdocs-redirects"
"mkdocstrings","mkdocstrings/mkdocstrings"
"mkdocstrings-python","mkdocstrings/python"
"ml-collections","google/ml_collections"
"ml-metadata","google/ml-metadata"
"ml-pipelines-sdk","tensorflow/tfx"
"ml-wrappers","microsoft/ml-wrappers"
"mleap","combust/mleap"
"mlflow","mlflow/mlflow"
"mlflow-skinny","mlflow/mlflow"
"mlflow-tracing","mlflow/mlflow"
"mlflow-watsonml","ibm/mlflow-watsonml"
"mlxtend","rasbt/mlxtend"
"mmcif","rcsb/py-mmcif"
"mmdet","open-mmlab/mmdetection"
"mmh3","hajimes/mmh3"
"mo-dots","klahnakoski/mo-dots"
"mo-future","klahnakoski/mo-future"
"mo-imports","klahnakoski/mo-imports"
"mo-logs","klahnakoski/mo-logs"
"mobly","google/mobly"
"mock","testing-cabal/mock"
"mod-wsgi","grahamdumpleton/mod_wsgi"
"modal","modal-labs/modal-client"
"mode","ask/mode"
"mode-streaming","faust-streaming/mode"
"model-bakery","model-bakers/model_bakery"
"model-index","paperswithcode/model-index"
"moderngl","moderngl/moderngl"
"modernize","pycqa/modernize"
"modin","modin-project/modin"
"mojimoji","studio-ousia/mojimoji"
"molecule-docker","ansible-community/molecule-docker"
"molecule-plugins","ansible-community/molecule-plugins"
"mongoengine","mongoengine/mongoengine"
"mongomock","mongomock/mongomock"
"monkeytype","instagram/monkeytype"
"monotonic","atdt/monotonic"
"more-executors","rohanpm/more-executors"
"more-itertools","more-itertools/more-itertools"
"morefs","iterative/morefs"
"moreorless","thatch/moreorless"
"moto","getmoto/moto"
"motor","mongodb/motor"
"mouseinfo","asweigart/mouseinfo"
"mozilla-django-oidc","mozilla/mozilla-django-oidc"
"mpi4py","mpi4py/mpi4py"
"mpmath","mpmath/mpmath"
"mrjob","yelp/mrjob"
"msal","azuread/microsoft-authentication-library-for-python"
"msgpack","msgpack/msgpack-python"
"msgpack-numpy","lebedov/msgpack-numpy"
"msgpack-python","msgpack/msgpack-python"
"msgraph-core","microsoftgraph/msgraph-sdk-python-core"
"msgraph-sdk","microsoftgraph/msgraph-sdk-python"
"msgspec","jcrist/msgspec"
"msoffcrypto-tool","nolze/msoffcrypto-tool"
"msrest","azure/msrest-for-python"
"msrestazure","azure/msrestazure-for-python"
"mss","bobotig/python-mss"
"multiaddr","multiformats/py-multiaddr"
"multidict","aio-libs/multidict"
"multimapping","zopefoundation/multimapping"
"multimethod","coady/multimethod"
"multipart","defnull/multipart"
"multiping","romana/multi-ping"
"multipledispatch","mrocklin/multipledispatch"
"multiprocess","uqfoundation/multiprocess"
"multiprocessing-logging","jruere/multiprocessing-logging"
"multivolumefile","miurahr/multivolume"
"munch","infinidat/munch"
"murmurhash","explosion/murmurhash"
"mutagen","quodlibet/mutagen"
"mwparserfromhell","earwig/mwparserfromhell"
"mygeotab","geotab/mygeotab-python"
"mypy","python/mypy"
"mypy-boto3-artifact","youtype/mypy_boto3_builder"
"mypy-boto3-batch","youtype/mypy_boto3_builder"
"mypy-boto3-bedrock-data-automation","youtype/mypy_boto3_builder"
"mypy-boto3-chime-sdk-identity","youtype/mypy_boto3_builder"
"mypy-boto3-cloudwatch","youtype/mypy_boto3_builder"
"mypy-boto3-connectcampaigns","youtype/mypy_boto3_builder"
"mypy-boto3-drs","youtype/mypy_boto3_builder"
"mypy-boto3-emr-serverless","youtype/mypy_boto3_builder"
"mypy-boto3-iotanalytics","youtype/mypy_boto3_builder"
"mypy-boto3-kafkaconnect","youtype/mypy_boto3_builder"
"mypy-boto3-managedblockchain","youtype/mypy_boto3_builder"
"mypy-boto3-mediastore-data","youtype/mypy_boto3_builder"
"mypy-boto3-mwaa","youtype/mypy_boto3_builder"
"mypy-boto3-ram","youtype/mypy_boto3_builder"
"mypy-boto3-route53resolver","youtype/mypy_boto3_builder"
"mypy-boto3-sagemaker-edge","youtype/mypy_boto3_builder"
"mypy-boto3-sagemaker-featurestore-runtime","youtype/mypy_boto3_builder"
"mypy-boto3-schemas","youtype/mypy_boto3_builder"
"mypy-boto3-sesv2","youtype/mypy_boto3_builder"
"mypy-boto3-waf","youtype/mypy_boto3_builder"
"mypy-extensions","python/mypy_extensions"
"mypy-protobuf","nipunn1313/mypy-protobuf"
"mysql","valhallasw/virtual-mysql-pypi-package"
"mysql-connector-python","mysql/mysql-connector-python"
"mysql-python","farcepest/mysqldb1"
"myst-nb","executablebooks/myst-nb"
"myst-parser","executablebooks/myst-parser"
"nagisa","taishi-i/nagisa"
"naked","chrissimpkins/naked"
"nameparser","derek73/python-nameparser"
"names","treyhunner/names"
"nanoid","puyuan/py-nanoid"
"nanotime","jbenet/nanotime"
"napari-plugin-engine","napari/napari-plugin-engine"
"narwhals","narwhals-dev/narwhals"
"natsort","sethmmorton/natsort"
"natto-py","buruzaemon/natto-py"
"nbclient","jupyter/nbclient"
"nbdime","jupyter/nbdime"
"nbformat","jupyter/nbformat"
"nbmake","treebeardtech/nbmake"
"nbsphinx","spatialaudio/nbsphinx"
"nbstripout","kynan/nbstripout"
"nbval","computationalmodelling/nbval"
"ncclient","ncclient/ncclient"
"ndg-httpsclient","cedadev/ndg_httpsclient"
"ndjson","rhgrant10/ndjson"
"neo4j","neo4j/neo4j-python-driver"
"neo4j-driver","neo4j/neo4j-python-driver"
"neobolt","neo4j-drivers/neobolt"
"neptune","neptune-ai/neptune-client"
"neptune-client","neptune-ai/neptune-client"
"nest-asyncio","erdewit/nest_asyncio"
"netcdf4","unidata/netcdf4-python"
"netifaces","al45tair/netifaces"
"netmiko","ktbyers/netmiko"
"networkx","networkx/networkx"
"neverbounce-sdk","neverbounce/neverbounceapi-python"
"newspaper3k","codelucas/newspaper"
"nextcord","nextcord/nextcord"
"ngram","gpoulter/python-ngram"
"nh3","messense/nh3"
"ninja","scikit-build/ninja-python-distributions"
"nlpaug","makcedward/nlpaug"
"nltk","nltk/nltk"
"nmslib","nmslib/nmslib"
"node-semver","podhmo/python-node-semver"
"nodeenv","ekalinin/nodeenv"
"nodejs-wheel-binaries","njzjz/nodejs-wheel"
"nose-exclude","kgrandis/nose-exclude"
"nose-parameterized","wolever/parameterized"
"nose-timer","mahmoudimus/nose-timer"
"nose2","nose-devs/nose2"
"nosexcover","cmheisel/nose-xcover"
"notifiers","liiight/notifiers"
"notion-client","ramnes/notion-sdk-py"
"nox","wntrblm/nox"
"nox-poetry","cjolowicz/nox-poetry"
"nptyping","ramonhagenaars/nptyping"
"ntc-templates","networktocode/ntc-templates"
"nteract-scrapbook","nteract/scrapbook"
"ntlm-auth","jborean93/ntlm-auth"
"ntplib","cf-natali/ntplib"
"num2words","savoirfairelinux/num2words"
"numcodecs","zarr-developers/numcodecs"
"numdifftools","pbrod/numdifftools"
"numexpr","pydata/numexpr"
"numpy","numpy/numpy"
"numpy-financial","numpy/numpy-financial"
"numpy-quaternion","moble/quaternion"
"numpydoc","numpy/numpydoc"
"nutter","microsoft/nutter"
"oauth2","joestump/python-oauth2"
"oauth2-client","antechrestos/oauth2client"
"oauthlib","oauthlib/oauthlib"
"objgraph","mgedmin/objgraph"
"objsize","liran-funaro/objsize"
"ocspbuilder","wbond/ocspbuilder"
"odfpy","eea/odfpy"
"office365","matthewgdv/office"
"oic","cz-nic/pyoidc"
"okta","okta/okta-sdk-python"
"oldest-supported-numpy","scipy/oldest-supported-numpy"
"oletools","decalage2/oletools"
"ollama","ollama/ollama-python"
"omegaconf","omry/omegaconf"
"onnx","onnx/onnx"
"onnxmltools","onnx/onnxmltools"
"onnxruntime","microsoft/onnxruntime"
"onnxruntime-gpu","microsoft/onnxruntime"
"open-clip-torch","mlfoundations/open_clip"
"openai","openai/openai-python"
"openai-whisper","openai/whisper"
"openapi-codec","core-api/python-openapi-codec"
"openapi-core","python-openapi/openapi-core"
"openapi-python-client","openapi-generators/openapi-python-client"
"openapi-schema-pydantic","kuimono/openapi-schema-pydantic"
"openapi-schema-validator","python-openapi/openapi-schema-validator"
"openapi-spec-validator","python-openapi/openapi-spec-validator"
"opencc","byvoid/opencc"
"opencensus","census-instrumentation/opencensus-python"
"opencensus-context","census-instrumentation/opencensus-python"
"opencensus-correlation","census-instrumentation/opencensus-python"
"opencensus-ext-azure","census-instrumentation/opencensus-python"
"opencensus-ext-dbapi","census-instrumentation/opencensus-python"
"opencensus-ext-flask","census-instrumentation/opencensus-python"
"opencensus-ext-httplib","census-instrumentation/opencensus-python"
"opencensus-ext-logging","census-instrumentation/opencensus-python"
"opencensus-ext-postgresql","census-instrumentation/opencensus-python"
"opencensus-ext-requests","census-instrumentation/opencensus-python"
"opencensus-ext-stackdriver","census-instrumentation/opencensus-python"
"opencensus-ext-threading","census-instrumentation/opencensus-python"
"opencensus-ext-zipkin","census-instrumentation/opencensus-python"
"opencv-contrib-python","opencv/opencv-python"
"opencv-contrib-python-headless","opencv/opencv-python"
"opencv-python","opencv/opencv-python"
"opencv-python-headless","opencv/opencv-python"
"openlineage-airflow","openlineage/openlineage"
"openlineage-integration-common","openlineage/openlineage"
"openmim","open-mmlab/mim"
"opensearch-py","opensearch-project/opensearch-py"
"openshift","openshift/openshift-restclient-python"
"opentelemetry-api","open-telemetry/opentelemetry-python"
"opentelemetry-exporter-gcp-monitoring","googlecloudplatform/opentelemetry-operations-python"
"opentelemetry-exporter-gcp-trace","googlecloudplatform/opentelemetry-operations-python"
"opentelemetry-exporter-jaeger","open-telemetry/opentelemetry-python"
"opentelemetry-exporter-jaeger-proto-grpc","open-telemetry/opentelemetry-python"
"opentelemetry-exporter-jaeger-thrift","open-telemetry/opentelemetry-python"
"opentelemetry-exporter-otlp","open-telemetry/opentelemetry-python"
"opentelemetry-exporter-otlp-proto-common","open-telemetry/opentelemetry-python"
"opentelemetry-exporter-otlp-proto-grpc","open-telemetry/opentelemetry-python"
"opentelemetry-exporter-otlp-proto-http","open-telemetry/opentelemetry-python"
"opentelemetry-exporter-prometheus","open-telemetry/opentelemetry-python"
"opentelemetry-exporter-zipkin-json","open-telemetry/opentelemetry-python"
"opentelemetry-instrumentation","open-telemetry/opentelemetry-python"
"opentelemetry-propagator-b3","open-telemetry/opentelemetry-python"
"opentelemetry-propagator-gcp","googlecloudplatform/opentelemetry-operations-python"
"opentelemetry-propagator-jaeger","open-telemetry/opentelemetry-python"
"opentelemetry-proto","open-telemetry/opentelemetry-python"
"opentelemetry-resourcedetector-gcp","googlecloudplatform/opentelemetry-operations-python"
"opentelemetry-semantic-conventions","open-telemetry/opentelemetry-python"
"opentelemetry-test-utils","open-telemetry/opentelemetry-python"
"opentracing","opentracing/opentracing-python"
"openvino","openvinotoolkit/openvino"
"openvino-dev","openvinotoolkit/openvino"
"openvino-telemetry","openvinotoolkit/telemetry"
"opsgenie-sdk","opsgenie/opsgenie-python-sdk"
"optbinning","guillermo-navas-palencia/optbinning"
"optimizely-sdk","optimizely/python-sdk"
"optimum","huggingface/optimum"
"optree","metaopt/optree"
"optuna","optuna/optuna"
"oras","oras-project/oras-py"
"orbax-checkpoint","google/orbax"
"orderedmultidict","gruns/orderedmultidict"
"orderly-set","seperman/orderly-set"
"orjson","ijl/orjson"
"ortools","google/or-tools"
"oscrypto","wbond/oscrypto"
"osmium","osmcode/pyosmium"
"outcome","python-trio/outcome"
"outdated","alexmojaki/outdated"
"outlines","dottxt-ai/outlines"
"overrides","mkorpela/overrides"
"packageurl-python","package-url/packageurl-python"
"packaging","pypa/packaging"
"pact-python","pact-foundation/pact-python"
"paddlepaddle","paddlepaddle/paddle"
"palettable","jiffyclub/palettable"
"pamqp","gmr/pamqp"
"pandas","pandas-dev/pandas"
"pandas-datareader","pydata/pandas-datareader"
"pandas-flavor","pyjanitor-devs/pandas_flavor"
"pandas-gbq","googleapis/python-bigquery-pandas"
"pandas-market-calendars","rsheftel/pandas_market_calendars"
"pandasql","yhat/pandasql"
"pandavro","ynqa/pandavro"
"pandocfilters","jgm/pandocfilters"
"panel","holoviz/panel"
"pansi","technige/pansi"
"pantab","innobi/pantab"
"papermill","nteract/papermill"
"parallel-ssh","parallelssh/parallel-ssh"
"param","holoviz/param"
"parameterized","wolever/parameterized"
"paramiko","paramiko/paramiko"
"paramiko-expect","fgimian/paramiko-expect"
"paramiko-ng","ploxiln/paramiko-ng"
"paramz","sods/paramz"
"parliament","duo-labs/parliament"
"parquet-metadata","cldellow/parquet-metadata"
"parsedatetime","bear/parsedatetime"
"parsl","parsl/parsl"
"parso","davidhalter/parso"
"partd","dask/partd"
"parver","razerm/parver"
"paste","pasteorg/paste"
"pastel","sdispater/pastel"
"patch","techtonik/python-patch"
"patchelf","nixos/patchelf"
"path","jaraco/path"
"pathlib-mate","machu-gwu/pathlib_mate-project"
"pathlib2","jazzband/pathlib2"
"pathmagic","matthewgdv/pathmagic"
"pathos","uqfoundation/pathos"
"pathspec","cpburnz/python-pathspec"
"pathtools","gorakhargosh/pathtools"
"pathy","justindujardin/pathy"
"patool","wummel/patool"
"patsy","pydata/patsy"
"pbs-installer","frostming/pbs-installer"
"pbspark","crflynn/pbspark"
"pbtools","eerimoq/pbtools"
"pcodedmp","bontchev/pcodedmp"
"pdbp","mdmintz/pdbp"
"pdbpp","bretello/pdbpp"
"pdf2image","belval/pdf2image"
"pdfkit","jazzcore/python-pdfkit"
"pdfminer","euske/pdfminer"
"pdfplumber","jsvine/pdfplumber"
"pdfrw","pmaupin/pdfrw"
