"package","avg_downloads","2020","2021","2022","2023","2024"
"ordered-set",94142877,18601574,38237377,58808991,109912951,245153491
"argon2-cffi-bindings",93776673,0,9120564,102080851,108324182,249357766
"thrift",93678503,35551230,55059594,85180772,111628144,180972775
"gevent",92896575,39409356,83844511,86034343,92204291,162990372
"sympy",92317558,11670904,19676210,28443948,96144670,305652058
"confluent-kafka",91577366,13289826,34282467,84903783,116493239,208917517
"opencv-python",90584205,38184208,56433576,68925738,111202602,178174899
"prettytable",90307501,21331691,42101348,74770051,112732067,200602350
"patsy",90296975,25874449,43128925,88152918,112345802,181982779
"scikit-image",89544073,22798050,74211681,70144065,96148262,184418309
"gremlinpython",89102881,1610899,2186536,61232189,156191491,224293288
"deepdiff",88808180,22892192,41255007,77866552,129225408,172801742
"pyathena",88674942,7520932,50179607,170742225,89852539,125079405
