"package","github_repo","avg_downloads","2021","2022","2023","2024","2025","top","pagerank","value_class"
"discord","","165559696","195321973","469371157","152714038","6717178","3674135","True","0.00023681","C"
"ecdsa","tlsfuzzer/python-ecdsa","129286109","59365879","66160900","86267693","142150285","292485786","True","0.00023655","C"
"nvidia-nccl-cu12","","114270117","0","106","11845275","142152171","417353033","True","0.00023639","C"
"watchfiles","samuelcolvin/watchfiles","161169892","152","10560099","44115654","202916328","548257229","True","0.00023575","C"
"uv","","158379228","673","428","433","147801012","644093594","True","0.00023518","C"
"tensorboard-data-server","tensorflow/tensorboard","128200340","38688716","89515278","131967893","177853556","202976257","True","0.00023474","C"
"click-plugins","click-contrib/click-plugins","145823828","32898582","72300674","119193980","185277110","319448793","True","0.00023462","C"
"apache-beam","","152112771","36318572","117370056","82123352","146751234","378000642","True","0.00023394","C"
"pydata-google-auth","pydata/pydata-google-auth","150386569","117265407","96533023","79822739","165962545","292349133","True","0.00023302","C"
"libcst","","157655511","106997453","146078753","97705614","150962421","286533316","True","0.00023207","C"
"confluent-kafka","confluentinc/confluent-kafka-python","160860435","34093343","84692055","115048266","205366133","365102377","True","0.00023008","C"
"time-machine","adamchainz/time-machine","74954871","516122","1636986","8398934","149787922","214434390","True","0.00022908","C"
"docopt","","137559503","83923362","122800730","134993770","159071837","187007815","True","0.00022894","C"
"opentelemetry-instrumentation-requests","","157306307","2843167","8145646","11645657","72916044","690981021","True","0.00022809","C"
"enum34","","89869838","108204374","84657297","83155263","88382281","84949975","True","0.00022786","C"
"sentencepiece","google/sentencepiece","158051990","29792109","72654270","119829667","241273124","326710782","True","0.0002276","C"
"deprecation","briancurtin/deprecation","132162814","18979967","37802178","92782667","162873638","348375618","True","0.00022748","C"
"google-cloud-resource-manager","","152406532","2217019","14286159","76163277","212543328","456822875","True","0.00022716","C"
"amqp","celery/py-amqp","127283174","58536548","69898079","82029643","153672769","272278830","True","0.00022703","C"
"authlib","authlib/authlib","140174957","30262219","63453613","79782271","146264619","381112065","True","0.00022677","C"
"databricks-sdk","","139167406","0","0","39345347","146330419","510161262","True","0.00022637","C"
"tensorflow-estimator","tensorflow/estimator","156142957","114349346","149589238","169306051","184693399","162776753","True","0.00022503","C"
"uc-micro-py","","73276847","306372","18112893","54660204","107435728","185869038","True","0.00022453","C"
"hf-xet","","88665009","0","0","0","0","443325044","True","0.00022448","C"
"dbt-core","dbt-labs/dbt-core","140539662","6213755","25537089","59759749","142476076","468711639","True","0.00022424","C"
"statsmodels","statsmodels/statsmodels","147907041","64904978","106345379","128548817","193447097","246288932","True","0.00022275","C"
"tox","tox-dev/tox","155607065","47290968","63267240","170352594","217493427","279631095","True","0.00022257","C"
"patsy","pydata/patsy","130649143","43107482","88114248","111800897","180803639","229419449","True","0.00022178","C"
"opt-einsum","","126907857","65769294","98595546","112518521","156797842","200858080","True","0.00022141","C"
"apache-airflow-core","","3951410","0","0","0","0","19757049","False","0.00022128","C"
"mdit-py-plugins","executablebooks/mdit-py-plugins","148180643","3302935","28454243","187023730","252854377","269267932","True","0.00022062","C"
"types-pyyaml","","150931162","5777491","39937885","118227818","188859986","401852628","True","0.00021977","C"
"graphviz","xflr6/graphviz","141161754","76556361","114977891","96087933","152595687","265590897","True","0.00021811","C"
"ml-dtypes","","66861496","0","0","29025607","108847052","196434822","True","0.000218","C"
"futures","agronholm/pythonfutures","137444731","270237025","171691921","116961783","77676800","50656124","True","0.0002174","C"
"jupyter-events","jupyter/jupyter_events","128633034","0","4087121","101779526","211811552","325486971","True","0.00021621","C"
"narwhals","narwhals-dev/narwhals","85826608","0","0","0","51778686","377354356","True","0.00021547","C"
"zeep","mvantellingen/python-zeep","131723116","30335525","63919481","99785488","171550582","293024504","True","0.00021513","C"
"apache-airflow-task-sdk","","2878651","0","0","0","0","14393253","False","0.00021492","C"
"keras","keras-team/keras","134500236","54440948","111105235","134658393","185581469","186715133","True","0.00021303","C"
"prettytable","prettytable/prettytable","134516687","42037255","74535554","110659599","195651151","249699875","True","0.00021294","C"
"azure-mgmt-resource","","145838532","98046074","123617158","112886404","196870941","197772083","True","0.0002123","C"
"pox","uqfoundation/pox","121722850","13832046","38297662","77745220","215254288","263485033","True","0.00021216","C"
"pyobjc-framework-cocoa","ronaldoussoren/pyobjc","3825530","1055360","1897538","3739783","5016308","7418661","False","0.00021179","C"
"ppft","uqfoundation/ppft","121150469","12576717","38100664","77314948","214770821","262989194","True","0.00021134","C"
"trio-websocket","python-trio/trio-websocket","117145231","8935790","64656296","91662432","148744398","271727239","True","0.00021077","C"
"editables","","146974244","224047","3216590","37796864","136739281","556894436","True","0.00021022","C"
"gcloud-aio-auth","talkiq/gcloud-aio","68630735","563308","2536659","7095369","94550525","238407812","True","0.00020992","C"
"retrying","groodt/retrying","143581294","88652434","94907791","106015664","167702400","260628179","True","0.00020979","C"
"apache-airflow-providers-apache-cassandra","","890054","59510","269879","509703","1365951","2245229","False","0.00020911","C"
"hvac","hvac/hvac","146150508","40297483","67091939","127424808","219131069","276807243","True","0.00020904","C"
"tensorflow-serving-api","","142025841","163592817","181488929","140466546","123684589","100896326","True","0.00020894","C"
"h2","python-hyper/h2","133255860","38595288","45342824","64473025","118074969","399793195","True","0.00020747","C"
"semantic-version","rbarrois/python-semanticversion","126208205","36609347","48845879","97139523","186318692","262127585","True","0.00020727","C"
"rfc3986-validator","naimetti/rfc3986-validator","128801948","547474","4047265","93148534","209683757","336582711","True","0.0002072","C"
"tempora","jaraco/tempora","12187683","4765840","22623567","15482428","12024700","6041880","True","0.00020485","C"
"jupyter-server-terminals","jupyter-server/jupyter_server_terminals","120491457","0","4055027","88140612","201587822","308673825","True","0.00020457","C"
"jsonpickle","jsonpickle/jsonpickle","128840921","92987484","117164611","111083236","137533553","185435720","True","0.00020438","C"
"kombu","celery/kombu","135986179","59050490","70977589","89138281","148453683","312310850","True","0.00020407","C"
"unidecode","","141576720","63038115","116337481","133391142","157181102","237935760","True","0.0002025","C"
"celery","celery/celery","127261049","56037176","66928666","84390185","146338047","282611173","True","0.00020197","C"
"schema","keleshev/schema","134324139","12397464","41636746","71084556","226851996","319649931","True","0.00020168","C"
"google-cloud-monitoring","","131765663","42334417","36813727","44257564","132417756","403004849","True","0.00020121","C"
"async-lru","aio-libs/async-lru","127714012","6352001","11216557","68725968","208596537","343678997","True","0.00020103","C"
"alabaster","sphinx-doc/alabaster","118008179","43702923","64414305","79329375","171659705","230934585","True","0.00020068","C"
"gremlinpython","","140256199","2156298","61195603","156042927","223901338","257984830","True","0.00020061","C"
"sphinxcontrib-serializinghtml","sphinx-doc/sphinxcontrib-serializinghtml","117907092","38409587","60734950","88681901","166487258","235221762","True","0.00020053","C"
"opencv-python","opencv/opencv-python","137756803","55939788","68501626","110151423","175562400","278628779","True","0.00020016","C"
"great-expectations","great-expectations/great_expectations","139119594","15226997","64706490","132278335","220965186","262420960","True","0.00019899","C"
"imagesize","shibukawa/imagesize_py","116763552","43695222","66784145","80396955","165872698","227068742","True","0.0001989","C"
"opencensus-context","census-instrumentation/opencensus-python","101586926","35869614","86544576","99700485","125697917","160122038","True","0.00019813","C"
"coloredlogs","","137758510","20412109","45595946","97797861","198513812","326472822","True","0.0001979","C"
"botocore-stubs","youtype/botocore-stubs","101982138","1972047","21360077","53673311","113538696","319366560","True","0.00019754","C"
"cfn-lint","aws-cloudformation/cfn-lint","135030495","41622742","168202713","209615881","113027160","142683980","True","0.00019731","C"
"durationpy","icholy/durationpy","106714274","1511224","1590875","2020431","67409686","461039155","True","0.0001972","C"
"tblib","","124980628","33108163","54477582","85927835","164033660","287355898","True","0.0001972","C"
"google-cloud-dlp","","136175357","12627029","89044302","53503008","126807336","398895108","True","0.00019601","C"
"cachelib","pallets-eco/cachelib","74620383","5674233","30129634","53994877","136652302","146650867","True","0.00019542","C"
"webcolors","ubernostrum/webcolors","136363828","6866795","12163838","77783617","219596952","365407938","True","0.00019505","C"
"jpype1","jpype-project/jpype","80502816","25736964","40314362","52987911","99674658","183800186","True","0.00019498","C"
"triton","triton-lang/triton","111784425","304909","1184452","46277407","150585489","360569870","True","0.00019473","C"
"zope-event","","115478503","52267104","70203926","87625969","140092840","227202674","True","0.00019347","C"
"astunparse","simonpercivall/astunparse","108956562","52920308","81891776","98156612","150301884","161512229","True","0.00019334","C"
"sphinxcontrib-htmlhelp","sphinx-doc/sphinxcontrib-htmlhelp","111517257","35868194","58495735","84412371","163930159","214879827","True","0.00019216","C"
"sphinxcontrib-applehelp","sphinx-doc/sphinxcontrib-applehelp","110981466","35427535","58269027","84629966","162370172","214210629","True","0.0001914","C"
"hypothesis","hypothesisworks/hypothesis","99803450","22836469","36267430","64908869","162084228","212920256","True","0.00019102","C"
"python-http-client","sendgrid/python-http-client","103008146","53040345","84657381","82233440","97544091","197565472","True","0.00019091","C"
"nvidia-cusparse-cu12","","104731313","0","176","11814301","121719361","390122725","True","0.00019082","C"
"google-cloud-vision","","132389976","18067866","58346738","42429663","131619531","411486083","True","0.00019059","C"
"sphinxcontrib-qthelp","sphinx-doc/sphinxcontrib-qthelp","110669069","35412667","58248251","83181714","162256386","214246327","True","0.00019018","C"
"azure-storage-common","azure/azure-storage-python","124398211","111232837","146407385","122430465","128526693","113393677","True","0.00018992","C"
"sphinxcontrib-devhelp","sphinx-doc/sphinxcontrib-devhelp","110416784","35417053","58263187","83185770","161296520","213921390","True","0.00018982","C"
"pymssql","pymssql/pymssql","127766886","26179174","44857746","87231841","162220451","318345218","True","0.00018894","C"
"dask","dask/dask","110012378","57664026","81861800","92315590","122346617","195873859","True","0.00018868","C"
"funcsigs","","58934583","47937150","40522122","36373969","112075570","57764102","True","0.00018796","C"
"torchvision","pytorch/vision","115693720","24322429","58102223","87074906","157323819","251645221","True","0.00018768","C"
"gspread","burnash/gspread","126197487","42391278","100483076","95530085","129497030","263085964","True","0.00018739","C"
"google-cloud-audit-log","googleapis/python-audit-log","114773524","6924127","33654339","47996389","150986103","334306662","True","0.00018676","C"
"opencensus","census-instrumentation/opencensus-python","105471984","35529047","87068221","106760247","133639971","164362435","True","0.00018656","C"
"ipython-genutils","","122205713","193739313","132076202","114252870","84316993","86643189","True","0.00018629","C"
"nh3","messense/nh3","81787791","876","3800","19565091","125091678","264277512","True","0.00018591","C"
"murmurhash","explosion/murmurhash","80727155","30838284","48239430","52859916","109487204","162210940","True","0.00018552","C"
"cymem","explosion/cymem","80550364","30806427","47633163","52594376","110058526","161659328","True","0.00018527","C"
"uri-template","","129198863","312173","5116804","80942497","212809121","346813721","True","0.0001848","C"
"lark","lark-parser/lark","91463798","665532","10467340","37760170","88271174","320154775","True","0.00018409","C"
"fqdn","ypcrts/fqdn","127833945","479694","5383521","71439044","210411000","351456467","True","0.00018284","C"
"ijson","icrar/ijson","116873545","46560187","82245556","74644731","128010614","252906638","True","0.00018264","C"
"google-cloud-bigtable","googleapis/python-bigtable","126732383","20921279","93440157","46737111","118232072","354331296","True","0.0001825","C"
"isoduration","bolsote/isoduration","127065012","246203","6777052","70982393","208824642","348494770","True","0.00018174","C"
"azure-datalake-store","azure/azure-data-lake-store-python","120267670","38182511","66243297","96436778","177526462","222949303","True","0.00018106","C"
"sshtunnel","pahaz/sshtunnel","126153158","13301152","40656588","67690296","180214188","328903565","True","0.00018098","C"
"billiard","celery/billiard","120295487","53133480","61389400","77619270","137369852","271965434","True","0.00018064","C"
"applicationinsights","microsoft/applicationinsights-python","107281267","108636596","122759948","94411731","112801116","97796946","True","0.00018032","C"
"sphinxcontrib-jsmath","","103734427","35275088","58290859","70002307","149417669","205686211","True","0.00018026","C"
"pipenv","pypa/pipenv","125415534","41325957","64793577","102359804","152363708","266234623","True","0.00017939","C"
"pathos","uqfoundation/pathos","125219869","12868614","40176342","80890012","218548952","273615424","True","0.00017911","C"
"dbt-common","dbt-labs/dbt-common","87983669","0","0","0","44924437","394993906","True","0.00017785","C"
"google-cloud-spanner","googleapis/python-spanner","107506203","20457129","66483142","47181989","127119406","276289349","True","0.0001761","C"
"kafka-python","dpkp/kafka-python","123057292","60437945","86645421","93194981","156114515","218893600","True","0.00017601","C"
"parsedatetime","bear/parsedatetime","93365815","15180590","49597345","87102365","104663236","210285537","True","0.00017573","C"
"agate","wireservice/agate","83769135","7563308","22412023","39714282","106431623","242724437","True","0.00017568","C"
"scikit-image","scikit-image/scikit-image","122214596","73954794","69900621","95301288","182493308","189422970","True","0.000175","D"
"pyathena","pyathena-dev/pyathena","119197437","50138777","170678196","89715106","124422261","161032847","True","0.00017453","D"
"types-setuptools","","80208962","2830962","23338489","42183135","107750706","224941519","True","0.00017418","D"
"jupyter-lsp","jupyter-lsp/jupyterlab-lsp","108724524","124176","300033","56458969","189760855","296978586","True","0.00017387","D"
"delta-spark","delta-io/delta","121484223","4089919","54521525","82414618","152498797","313896256","True","0.00017376","D"
"google-cloud-kms","","120502447","9215063","20309392","44719881","132520447","395747450","True","0.00017359","D"
"freezegun","spulec/freezegun","120780407","40790482","60137642","79380439","159877140","263716331","True","0.00017353","D"
"types-s3transfer","youtype/types-s3transfer","88636208","0","3851980","37716259","96568427","305044373","True","0.00017306","D"
"typed-ast","python/typed_ast","116291506","174323585","147673720","101349378","82596361","75514488","True","0.00017258","D"
"types-protobuf","","103663793","2942018","18131664","32508879","114295258","350441147","True","0.00017253","D"
"azure-mgmt-storage","","117158053","76674840","91514540","83832410","162916004","170852472","True","0.00017128","D"
"pip-tools","jazzband/pip-tools","119730919","44833748","77996393","113399157","159311515","203113782","True","0.00017125","D"
"stevedore","","98449012","50800282","77095871","89864325","109828993","164655588","True","0.00017056","D"
"pytest-metadata","","90384208","17727528","29729930","54964808","136461634","213037139","True","0.00017036","D"
"mashumaro","fatal1ty/mashumaro","90421484","3815597","20866638","41325546","129292309","256807332","True","0.00016974","D"
"wtforms","pallets-eco/wtforms","77833699","25935497","33614714","48876226","126816540","153925519","True","0.00016961","D"
"flask-cors","corydolphin/flask-cors","108843648","37250338","54269308","74605711","128285830","249807055","True","0.00016948","D"
"scandir","benhoyt/scandir","43586382","45892509","57005025","51021694","37526839","26485842","True","0.00016945","D"
"elastic-transport","elastic/elastic-transport-python","71016833","54537","29910760","32284216","93255675","199578979","True","0.00016907","D"
"humanize","python-humanize/humanize","104724942","25060949","44428275","58631707","122748091","272755688","True","0.00016845","D"
"levenshtein","rapidfuzz/levenshtein","62482772","1371564","15895649","43958317","92687259","158501071","True","0.00016804","D"
"pycountry","pycountry/pycountry","111767541","53378959","71575856","71320645","119442456","243119789","True","0.00016775","D"
"argparse","thomaswaldmann/argparse","116600371","73528244","69855721","84578795","160601986","194437108","True","0.00016678","D"
"python-daemon","","114211328","38257078","41815328","74427302","179917289","236639643","True","0.00016632","D"
"rich-toolkit","","100063039","0","0","0","22113673","478201524","True","0.00016626","D"
"dbt-adapters","dbt-labs/dbt-adapters","93651371","0","0","0","44584836","423672017","True","0.00016583","D"
"datasets","huggingface/datasets","113800468","3341666","15089987","53504645","144793220","352272823","True","0.00016477","D"
"moto","getmoto/moto","115161816","31403544","67432022","98224384","144387349","234361779","True","0.00016472","D"
"querystring-parser","bernii/querystring-parser","113884772","112113982","132295903","130457636","120436153","74120186","True","0.00016289","D"
"google-cloud-language","","113012496","11639950","51992883","23881655","108688370","368859623","True","0.00016288","D"
"flask-wtf","pallets-eco/flask-wtf","107177826","33826746","47139074","69282881","193704112","191936319","True","0.00016231","D"
"google-cloud-tasks","","112409297","5166562","12501318","30852204","121194971","392331429","True","0.00016201","D"
"pip-run","","113074","76373","102095","59017","180901","146983","False","0.00016169","D"
"google-cloud-videointelligence","","111937506","15944769","50860995","23963995","108262643","360655128","True","0.00016134","D"
"smdebug-rulesconfig","awslabs/sagemaker-debugger-rulesconfig","108174670","9778544","33041766","56489816","190424830","251138392","True","0.00015917","D"
"geographiclib","geographiclib/geographiclib-python","57021122","30383054","40761560","48488978","67182323","98289696","True","0.00015911","D"
"flask-sqlalchemy","pallets-eco/flask-sqlalchemy","98681190","37835138","49590656","64531973","145645921","195802263","True","0.00015894","D"
"pytest-black","coherent-oss/pytest-black","1955647","992055","1592664","1696952","1650071","3846493","False","0.0001585","D"
"pywin32-ctypes","enthought/pywin32-ctypes","42832993","7008407","10494594","26628073","56321055","113712837","True","0.00015767","D"
"simple-salesforce","simple-salesforce/simple-salesforce","109897294","36457645","52091350","76653096","140722351","243562029","True","0.00015719","D"
"tldextract","john-kurkowski/tldextract","108094279","47314710","69033579","74323777","135252571","214546758","True","0.00015579","D"
"ansible-core","","47704162","11703129","25752095","33208391","70588863","97268333","True","0.00015526","D"
"omegaconf","omry/omegaconf","98066908","6532594","24124413","53392310","121688168","284597056","True","0.00015507","D"
"azure-storage-queue","azure/azure-storage-python","99960369","65289404","81572145","75736709","103736750","173466839","True","0.00015436","D"
"tensorflow-io-gcs-filesystem","tensorflow/io","79050793","4499714","53344050","100997770","132432948","103979483","True","0.00015407","D"
"sendgrid","sendgrid/sendgrid-python","107550194","47760100","75549359","74025302","99876922","240539285","True","0.00015383","D"
"snowflake-snowpark-python","snowflakedb/snowpark-python","96895625","0","173427","3527358","38331783","442445557","True","0.00015315","D"
"cramjam","","69653042","3847883","17474895","35943692","94539754","196458986","True","0.00015311","D"
"pytimeparse","","93450292","16133690","39840344","54819768","115034723","241422933","True","0.00015277","D"
"google-cloud-batch","","105495380","0","16417","1593970","59264641","466601871","True","0.00015212","D"
"pybind11","pybind/pybind11","97146589","20462364","42082784","66571835","133723835","222892128","True","0.0001515","D"
"ipython-pygments-lexers","","54182323","0","0","0","0","270911613","True","0.00015138","D"
"python-jose","mpdavis/python-jose","105507887","62935241","68850916","82487889","115763487","197501900","True","0.00015091","D"
"google-cloud-firestore","googleapis/python-firestore","100461489","19131222","38618693","89162897","142604320","212790314","True","0.00015085","D"
"aws-sam-translator","","88108834","32358749","47536078","109370264","126828434","124450646","True","0.00015055","D"
"watchtower","kislyuk/watchtower","102915877","22094794","76874353","101014576","141357945","173237718","True","0.00015016","D"
"validators","python-validators/validators","86916266","24850562","39024648","68101531","107557243","195047345","True","0.00014999","D"
"google-cloud-dataproc","","102611511","4631473","14735709","35299110","138517807","319873454","True","0.00014992","D"
"boto3-stubs","","104126643","6047082","27520199","57599560","118258607","311207769","True","0.0001495","D"
"boto","boto/boto","103667677","104837660","112105601","101126646","106709497","93558982","True","0.00014941","D"
"pywavelets","pywavelets/pywt","100191547","83401606","80431974","78843339","148973070","109307745","True","0.00014937","D"
"nvidia-cudnn-cu12","","104015234","0","102","16594238","128298956","375182875","True","0.00014883","D"
"google-cloud-workflows","","102951839","1103398","9051942","23606104","108409786","372587964","True","0.00014849","D"
"aws-requests-auth","davidmuller/aws-requests-auth","103774913","10140331","24441287","53473138","184331964","246487844","True","0.00014843","D"
"gym-notices","","103672366","0","3344252","4164467","62732716","448120393","True","0.00014829","D"
"sqlalchemy-bigquery","googleapis/python-bigquery-sqlalchemy","101927319","57649","6837878","17586131","96611935","388543002","True","0.00014809","D"
"pysftp","","103499917","54741591","97024840","106661182","121424901","137647071","True","0.00014804","D"
"pbs-installer","frostming/pbs-installer","87109283","0","0","837","11375909","424169669","True","0.00014776","D"
"google-cloud-compute","","102323038","109340","7341425","28407858","97941442","377815124","True","0.00014759","D"
"findpython","frostming/findpython","86963299","0","540581","3928796","14591653","415755466","True","0.00014755","D"
"nvidia-cufft-cu12","","102137025","0","1726","11940194","121687014","377056189","True","0.00014609","D"
"locket","","64648695","24350126","52658268","53362639","75400430","117472012","True","0.00014608","D"
"pyreadline","","4315163","4162944","5002396","4774900","3734402","3901175","False","0.00014572","D"
"nvidia-cuda-cupti-cu12","","101584562","0","178","11932773","121866073","374123787","True","0.0001453","D"
"ua-parser-builtins","ua-parser/uap-python","17767237","0","0","0","3066222","85769961","True","0.00014511","D"
"azure-cosmos","","100758842","26541047","58135323","76153725","134161834","208802283","True","0.00014501","D"
"nvidia-cusolver-cu12","","101232675","0","183","11808763","119511485","374842946","True","0.0001448","D"
"nvidia-curand-cu12","","101228037","0","180","11762413","120292261","374085332","True","0.00014479","D"
"azure-keyvault-keys","","77358953","14908718","52083370","65803985","119170412","134828280","True","0.00014467","D"
"click-didyoumean","click-contrib/click-didyoumean","95133135","14400479","35320431","53446548","111824830","260673386","True","0.00014465","D"
"flask-login","maxcountryman/flask-login","93205910","31849060","41060020","63245045","137255045","192620379","True","0.00014418","D"
"click-repl","","94772485","13909944","34414997","61619766","116019661","247898055","True","0.00014414","D"
"nvidia-cuda-runtime-cu12","","100747845","0","863","12248111","122247227","369243024","True","0.0001441","D"
"mysqlclient","","91305327","43654733","45659938","52890966","101222728","213098268","True","0.00014396","D"
"docker-pycreds","shin-/dockerpy-creds","100586249","25439913","37083060","54115513","181513000","204779759","True","0.00014387","D"
"djangorestframework","encode/django-rest-framework","88638016","44474695","52267306","73627043","115040645","157780393","True","0.00014299","D"
"azure-mgmt-containerregistry","","97236841","64630667","74215063","74586981","140605851","132145641","True","0.00014278","D"
"fasteners","harlowja/fasteners","82977630","28404641","47064301","61972333","108122738","169324135","True","0.00014272","D"
"python-magic","ahupp/python-magic","92021489","33857239","67466787","71675857","112582902","174524658","True","0.0001427","D"
"google-cloud-speech","","98763552","3287331","7165443","10718996","95961909","376684082","True","0.0001425","D"
"pyobjc","ronaldoussoren/pyobjc","2758630","960797","1301420","3187341","5073723","3269868","False","0.00014247","D"
"bracex","","54598855","4955209","14605007","26361929","67780438","159291691","True","0.000142","D"
"flask-appbuilder","dpgaspar/flask-appbuilder","96764044","26258977","55457817","70241573","162234419","169627435","True","0.00014168","D"
"google-cloud-redis","","98037931","1799160","8163968","23269263","108263595","348693669","True","0.00014146","D"
"ua-parser","ua-parser/uap-python","66035152","34790958","53947131","50656967","63950239","126830467","True","0.00014094","D"
"linkify-it-py","tsutsu3/linkify-it-py","95728785","313465","19069624","57251772","162734365","239274697","True","0.00014067","D"
"google-cloud-os-login","","97321073","1556762","7874610","18815559","104448911","353909524","True","0.00014043","D"
"weaviate-client","weaviate/weaviate-python-client","98109048","60005","169881","4097850","45270416","440947086","True","0.00014033","D"
"google-ads","googleads/google-ads-python","97252245","4173461","19943622","28538356","113815273","319790512","True","0.00014033","D"
"wandb","wandb/wandb","97914044","5467163","20055983","54189262","177531042","232326768","True","0.00014005","D"
"libclang","sighingnow/libclang","81795364","4558111","52309952","87344792","127903733","136860231","True","0.00014003","D"
"xattr","xattr/xattr","6869380","601222","1365982","3888384","10569338","17921975","False","0.00013926","D"
"avro-python3","","97275636","37031666","73844259","75047639","138570248","161884368","True","0.00013914","D"
"flask-caching","pallets-eco/flask-caching","97244019","25454694","38237152","46845886","224305140","151377221","True","0.00013909","D"
"httpx-sse","florimondmanca/httpx-sse","81204000","0","0","229593","18151171","387639235","True","0.00013845","D"
"graphql-relay","graphql-python/graphql-relay-py","76840081","12870341","16734116","20364260","100324375","233907313","True","0.00013828","D"
"pyproj","pyproj4/pyproj","85349171","35751313","56699978","81831619","106159957","146302988","True","0.00013827","D"
"lightgbm","microsoft/lightgbm","95838498","86374141","84506814","76040453","105057440","127213643","True","0.00013769","D"
"jupyter-console","","84931043","111238375","50314481","53984760","80457203","128660397","True","0.00013763","D"
"pyee","","69338132","15478650","22325980","28998407","67339972","212547649","True","0.00013748","D"
"srsly","explosion/srsly","82292516","31201467","49150909","55501611","110866349","164742243","True","0.00013747","D"
"sqlalchemy-utils","kvesteri/sqlalchemy-utils","90679591","26865598","44584729","63407358","133699373","184840899","True","0.00013544","D"
"langchain-openai","","61012717","0","0","0","47397634","257665949","True","0.00013535","D"
"bitarray","","75236655","12828433","22606153","45876288","114495429","180376974","True","0.00013496","D"
"google-cloud-memcache","","93484905","1333420","7514450","17994545","101533567","339048542","True","0.00013494","D"
"spacy","explosion/spacy","93932296","33801797","56187122","67951397","127455587","184265575","True","0.00013486","D"
"google-analytics-admin","","93390787","6118","56585","162029","35345470","431383733","True","0.00013481","D"
"wasabi","","80421978","29568356","47405606","54513801","111566831","159055298","True","0.0001348","D"
"google-cloud-dataform","","93014936","0","2807225","13823826","91748863","356694767","True","0.00013427","D"
"types-pytz","python/typeshed","93787478","3977701","25854320","50450673","112263198","276391498","True","0.00013415","D"
"twine","pypa/twine","93683739","23397184","38336745","46133592","124667484","235883689","True","0.000134","D"
"apispec","marshmallow-code/apispec","89574927","28669530","46485657","62410201","153050950","157258296","True","0.00013386","D"
"graphene","","78319486","13069550","17007089","22715188","103892778","234912825","True","0.00013356","D"
"tableauserverclient","tableau/server-client-python","93135333","18191396","34106625","31272703","63273736","318832203","True","0.00013321","D"
"pyspnego","jborean93/pyspnego","58644671","2315783","10369303","45023596","86582175","148932500","True","0.00013169","D"
"google-cloud-bigquery-datatransfer","","90339489","2489984","9655872","26940762","117453918","295156910","True","0.00013045","D"
"langchain-community","langchain-ai/langchain-community","89641884","0","0","884142","125061127","322264152","True","0.00012993","D"
"mergedeep","clarketm/mergedeep","75932446","4295761","17916976","37638189","85461996","234349307","True","0.00012972","D"
"pytest-timeout","pytest-dev/pytest-timeout","86104831","23887877","29511840","47159255","111225433","218739749","True","0.00012957","D"
"mypy-boto3-s3","","90427876","4293341","19605075","46368110","125740345","256132510","True","0.00012934","D"
"preshed","explosion/preshed","79827986","30611614","46986354","51609842","110577833","159354286","True","0.0001293","D"
"cssselect","scrapy/cssselect","73923537","36159251","43008368","59122403","90421359","140906304","True","0.00012915","D"
"yamllint","adrienverge/yamllint","89232502","27501438","32887120","51605563","96329394","237838996","True","0.00012911","D"
"thinc","explosion/thinc","85509768","31827193","50503582","58676327","112304294","174237446","True","0.00012834","D"
"nose","","76747367","49863911","63332454","60496059","111423386","98621025","True","0.00012821","D"
"ddtrace","datadog/dd-trace-py","89502374","30533808","40152693","61907285","121913589","193004495","True","0.00012802","D"
"blis","","83113968","30516729","47984464","54562113","109192993","173313542","True","0.00012797","D"
"texttable","foutaise/texttable","85233561","36105359","43335725","65879972","106507196","174339552","True","0.00012788","D"
"imbalanced-learn","scikit-learn-contrib/imbalanced-learn","89035859","21654791","36134481","51220780","153791642","182377600","True","0.00012735","D"
"nvidia-nvtx-cu12","","88864693","0","173","11635441","118578562","314109291","True","0.00012711","D"
"azure-mgmt-keyvault","","86465176","68988066","80585975","76894636","112857992","92999212","True","0.00012703","D"
"holidays","vacanza/holidays","85558586","30992877","53576040","67986927","92394798","182842287","True","0.00012702","D"
"langgraph","langchain-ai/langgraph","25574688","0","0","0","9105569","118767873","True","0.00012597","D"
"sagemaker-core","aws/sagemaker-python-sdk","22275095","0","0","0","14208787","97166690","True","0.00012561","D"
"boltons","","48039281","12596106","22506577","41582891","56781837","106728994","True","0.00012547","D"
"dateparser","scrapinghub/dateparser","85030623","29733442","57347082","54859745","92783284","190429560","True","0.00012527","D"
"pydeequ","awslabs/python-deequ","86815064","4681935","26320785","56586294","158533750","187952554","True","0.00012417","D"
"jira","pycontribs/jira","86590234","32880741","40646332","61032933","116776543","181614623","True","0.00012385","D"
"fiona","","48423175","19044541","34967792","62001062","67878696","58223784","True","0.00012338","D"
"bytecode","","67060347","43863","7730089","42667247","99092999","185767538","True","0.00012312","D"
"astor","berkerpeksag/astor","83958867","46715681","62590383","70722470","97075013","142690789","True","0.00012286","D"
"pytest-rerunfailures","pytest-dev/pytest-rerunfailures","81506959","21264192","24107106","41554943","95915227","224693328","True","0.00012261","D"
"fuzzywuzzy","seatgeek/fuzzywuzzy","85441777","59926889","79520154","69335952","84378600","134047289","True","0.0001226","D"
"types-urllib3","python/typeshed","85546540","0","39244263","83375612","96043344","209069481","True","0.00012236","D"
"google-cloud-automl","","84505814","2410946","8732444","23286742","107338472","280760465","True","0.0001221","D"
