repo,platform,gh_stars,gl_stars,ecosystems,packages,ecosystem,top_eco_pkg,downloads_npm,downloads_pypi,downloads_crates,downloads_debian,downloads_homebrew,pagerank_npm,pagerank_pypi,pagerank_crates,pagerank_cpp,top_eco_pct,pr_score,openssf_crit,eco_crit,value_score,active_contributors_git_5y,dormant,bf_commits_git_5y,hhi_commits_git_5y,loc_eoy,cyclomatic_max,openssf_score,cve_count_5y,issues_opened_5y,issues_closed_5y,net_new_issues_5y,concentration,complexity,security,workload,risk_score,license,license_source,eol,archived,gh_sponsors_enabled,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,has_funding_yml,has_funding_json,has_funding_links,has_npm_funding,has_pypi_funding,bf_maintainer_fundable,paypal,oc_slug,host,host_type,owner,owner_type,oss,intent,nonprofit,active,eligible,score,priority,repo_id
raynos/function-bind,github,139,,npm,1,npm,function-bind,2293277136,,,,,0.004894,,,,77.46,74.48,37.36,100,57.61,2,0,1,8951,341,5,4.6,0,1,0,1,94.61,21.08,50.00,54.55,48.29,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,52.74,377,gh/10727014
sindresorhus/p-limit,github,2846,,npm,1,npm,p-limit,5132425966,,,,,0.003691,,,,71.72,72.62,45.34,100,61.64,8,0,1,5089,891,4,4.7,0,38,34,4,71.34,23.38,50.00,49.19,45.00,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,52.67,378,gh/71542716
sinonjs/commons,github,4,,npm,1,npm,@sinonjs/commons,1264144638,,,,,0.000677,,,,38.59,61.46,41.86,100,55.12,2,0,1,9445,990,6,3.6,0,2,4,-2,97.19,29.27,79.49,28.14,50.23,bsd-3-clause,registry,False,False,True,1,0,1,False,False,False,False,False,True,,sinon,,,,,True,True,True,True,True,52.62,379,gh/143001748
raszi/node-tmp,github,772,,npm,1,npm,tmp,1813515545,,,,,0.000502,,,,33.31,59.48,51.52,100,60.19,7,0,2,3675,2424,29,3.9,1,22,31,-9,42.87,56.20,72.49,25.61,45.99,mit,registry,False,False,False,0,4,4,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.61,,gh/2313213
pillarjs/parseurl,github,189,,npm,1,npm,parseurl,1403407388,,,,,0.000509,,,,33.46,59.58,35.80,100,50.78,5,0,1,8258,783,16,6.3,0,3,2,1,90.87,39.89,50.00,48.62,54.48,mit,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,52.60,380,gh/17533192
istanbuljs/schema,github,3,,npm,1,npm,@istanbuljs/schema,1101658718,,,,,0.000480,,,,32.62,59.19,32.95,100,48.95,1,0,1,10000,796,5,4.6,0,3,1,2,100.00,25.39,50.00,80.28,56.50,mit,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,52.59,381,gh/211950686
mm2/little-cms,github,716,,cpp,1,cpp,lcms,,,,165742,1458510,,,,0.001997,30.96,58.54,52.56,0,40.49,43,0,1,6495,71890,75,6.8,0,177,171,6,80.59,83.82,50.00,64.44,68.30,mit,github,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.59,,gh/507969
syntax-tree/unist-util-is,github,44,,npm,1,npm,unist-util-is,612924300,,,,,0.000332,,,,25.46,56.75,38.56,100,51.36,5,0,1,8288,762,14,3.9,0,0,1,-1,91.04,38.55,72.20,33.06,53.80,mit,registry,False,False,False,0,0,0,False,False,True,False,False,True,,,,,,,True,True,True,True,True,52.57,382,gh/41795086
inspect-js/is-core-module,github,26,,npm,1,npm,is-core-module,2227464871,,,,,0.000962,,,,45.86,63.77,39.28,100,54.53,3,0,1,9538,226,11,4.1,0,8,7,1,97.66,27.35,59.30,41.60,50.66,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,52.56,383,gh/24578130
auth0/node-jwa,github,102,,npm,1,npm,jwa,1012383191,,,,,0.000357,,,,26.66,57.24,36.81,100,50.48,2,0,1,5000,930,8,4.6,0,4,0,4,70.71,33.34,50.00,75.98,54.71,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,auth0.com,company,True,True,False,True,False,52.55,,gh/8116861
kevinbeaty/any-promise,github,181,,npm,1,npm,any-promise,565598255,,,,,0.000373,,,,27.43,57.52,20.64,100,40.88,0,1,1,10000,685,13,2.8,0,0,0,0,100.00,37.18,96.51,58.02,67.55,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.55,,gh/26247715
dtolnay/dissimilar,github,238,,crates,1,crates,dissimilar,,,5833532,,,,,0.003085,,39.13,72.22,36.30,,41.14,2,0,1,9232,1987,27,5.2,0,10,8,2,96.08,53.78,50.00,78.24,67.05,apache-2.0,registry,False,False,True,126,0,126,True,False,True,False,False,True,,,,,,,True,True,True,True,True,52.52,384,gh/229514821
realpython/pytest-mypy,github,258,,pypi,1,pypi,pytest-mypy,,5810935,,,,,0.003279,,,43.73,74.45,43.41,,47.33,2,0,1,9584,1180,15,3.7,0,33,34,-1,97.90,42.14,77.38,36.02,58.23,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.50,,gh/69576530
juliangruber/balanced-match,github,129,,npm,1,npm,balanced-match,2552334078,,,,,0.003931,,,,73.25,73.04,41.34,100,59.43,5,0,1,7336,289,13,6.2,0,6,5,1,85.65,30.46,50.00,35.36,46.34,mit,registry,False,False,True,6,0,6,True,False,True,False,False,True,,,,,,,True,True,True,True,True,52.48,385,gh/13538817
troygoode/node-require-directory,github,410,,npm,1,npm,require-directory,1848608181,,,,,0.000416,,,,29.91,58.25,25.19,100,43.93,0,1,1,10000,309,13,2.9,0,0,0,0,100.00,31.11,95.77,51.69,62.64,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.46,,gh/3053807
rust-itertools/itertools,github,3115,,crates,1,crates,itertools,,,151228188,,,,,0.002614,,35.74,71.27,54.77,100,63.56,93,0,3,1227,22741,14,6.5,0,216,154,62,20.22,57.57,50.00,60.15,43.26,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,52.44,386,gh/22360263
yargs/yargs,github,11477,,npm,1,npm,yargs,4361764207,,,,,0.001121,,,,49.35,64.77,56.10,100,65.07,75,0,4,1120,22271,19,5.7,0,357,315,42,16.73,62.01,50.00,61.36,42.24,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,52.43,387,gh/14210523
lukeed/escalade,github,155,,npm,1,npm,escalade,1936239950,,,,,0.000880,,,,43.73,63.18,33.69,100,50.90,2,0,1,7551,487,5,3.2,0,2,2,0,86.90,22.91,86.47,49.32,53.98,mit,registry,False,False,True,8,1,9,False,False,False,False,False,True,,,,,,,True,True,True,True,True,52.42,388,gh/273568715
feross/ieee754,github,122,,npm,2,npm,ieee754,2807764056,,,,,0.001528,,,,55.33,66.82,32.27,100,51.58,0,1,1,10000,151,10,3.7,0,0,0,0,100.00,23.14,77.38,44.60,53.16,bsd-3-clause,registry,False,False,True,8,0,8,True,False,True,True,False,True,,,,,,,True,True,True,True,True,52.36,389,gh/15489525
react/create-react-app,github,103307,,npm,8,npm,confusing-browser-globals,1963712267,,,,,0.000473,,,,32.29,59.10,57.85,100,63.85,74,0,11,450,101048,68,4.9,1,1817,686,1131,6.40,83.87,72.49,87.20,42.92,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,create-react-app,,,meta.com,company,True,True,False,True,False,52.35,,gh/63537249
rust-random/rand_core,github,9,,crates,1,crates,rand_core,,,157594870,,,,,0.006704,,55.34,76.66,43.11,100,59.07,26,0,1,3074,1282,6,7,2,3,1,2,55.44,30.08,82.06,33.16,46.15,mit or apache-2.0,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,52.21,390,gh/1086593277
matplotlib/matplotlib,github,22739,,pypi,1,pypi,matplotlib,,613910572,,,,,0.001093,,,26.15,67.08,68.52,100,70.43,686,0,5,727,372848,146,8.5,0,3846,4048,-202,12.06,92.41,50.00,39.92,38.62,python-2.0,registry,False,False,True,13,0,13,True,False,True,False,True,False,,matplotlib,numfocus,nonprofit,,,True,True,True,True,True,52.15,391,gh/1385122
sindresorhus/camelcase,github,699,,npm,1,npm,camelcase,4053095470,,,,,0.001274,,,,52.42,65.62,46.25,100,59.55,11,0,1,4260,683,16,4,0,16,17,-1,65.27,38.89,65.01,26.36,45.67,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,52.15,392,gh/25116836
sailfishos-mirror/bzip2,github,0,,cpp,1,cpp,bzip2,,,,230128,383645,,,,0.001980,30.74,58.48,30.02,,33.67,1,0,1,10000,8498,105,3.9,1,,,,100.00,74.57,72.49,77.92,80.56,bzip2-1.0.6,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.08,,gh/251322671
ajv-validator/ajv-formats,github,221,,npm,1,npm,ajv-formats,818343416,,,,,0.000480,,,,32.67,59.19,40.58,100,53.53,10,0,1,4091,674,7,3.9,0,74,33,41,63.96,29.11,72.20,48.90,50.63,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,52.06,393,gh/281084700
jshttp/mime-types,github,1461,,npm,1,npm,mime-types,2718082982,,,,,0.001218,,,,51.55,65.32,47.03,100,59.91,14,0,1,5817,515,12,7.4,0,24,18,6,76.27,33.97,50.00,32.29,45.22,mit,registry,False,False,False,0,0,0,True,False,True,True,False,False,,,,,,,True,True,True,True,True,52.05,394,gh/19380178
micromatch/is-glob,github,96,,npm,1,npm,is-glob,3063610751,,,,,0.001787,,,,58.13,67.85,32.27,100,51.96,3,0,2,3469,479,42,3.7,0,2,1,1,41.65,44.69,77.38,51.15,52.10,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,52.03,395,gh/28179425
pexpect/ptyprocess,github,238,,pypi,1,pypi,ptyprocess,,648642493,,,,,0.001894,,,33.00,70.77,43.95,100,56.75,9,0,3,1378,1647,25,3.3,0,9,4,5,21.43,51.32,84.46,55.71,47.70,isc,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.03,,gh/24727748
sindresorhus/strip-json-comments,github,625,,npm,2,npm,strip-json-comments,2729715880,,,,,0.000740,,,,40.64,62.04,39.81,100,54.15,5,0,1,5781,231,28,3.8,0,11,11,0,76.03,35.66,75.48,30.48,49.98,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,52.02,396,gh/14468669
gitpython-developers/smmap,github,74,,pypi,2,pypi,smmap,,626117505,,,,,0.001834,,,32.63,70.55,45.45,100,57.59,6,0,1,3416,1812,17,6.1,0,2,4,-2,58.45,46.90,50.00,35.50,46.97,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,52.01,397,gh/1865144
jamesmunns/postcard,github,1397,,crates,2,crates,postcard,,,4080262,,,,,0.004001,,42.36,73.71,47.68,,50.27,59,0,2,2277,19459,71,5.4,0,108,68,40,33.74,77.71,50.00,64.02,53.82,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.01,,gh/179385478
pyca/bcrypt,github,1470,,pypi,1,pypi,bcrypt,,627989864,,,,,0.001079,,,25.93,66.99,50.58,100,59.64,19,0,1,4692,865,11,6.8,0,75,70,5,68.50,36.99,50.00,33.18,45.28,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,51.97,,gh/9993757
jonschlinkert/is-plain-object,github,157,,npm,1,npm,is-plain-object,1931141683,,,,,0.001579,,,,55.63,67.03,36.13,100,53.94,0,1,1,10000,81,5,3,0,6,0,6,100.00,12.70,92.71,53.19,50.03,mit,registry,False,False,True,19,0,19,False,False,True,False,False,True,,,,,,,True,True,True,True,True,51.95,398,gh/24306940
mhammond/pywin32,github,5551,,pypi,1,pypi,pywin32,,96072283,,,,,0.002782,,,41.62,73.35,47.79,,50.21,61,0,2,2994,446754,805,5,1,460,531,-71,38.69,96.88,72.49,30.72,53.75,python-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,51.95,,gh/108187130
rust-lang/log,github,2507,,crates,1,crates,log,,,125550590,,,,,0.007594,,56.76,77.37,55.99,100,67.01,51,0,2,1988,6204,12,6.5,0,118,121,-3,31.53,48.79,50.00,34.01,40.22,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,rustfoundation.org,nonprofit,,,True,True,True,True,True,51.91,399,gh/27974762
kpdecker/jsdiff,github,9131,,npm,1,npm,diff,1874635497,,,,,0.000464,,,,31.77,58.97,51.96,100,60.25,15,0,1,7570,8715,28,4.6,0,123,187,-64,87.01,63.63,50.00,14.35,44.64,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,51.86,,gh/1542219
debian/giflib,gitlab,,0,cpp,1,cpp,giflib,,,,110978,963324,,,,0.001479,27.78,56.35,,,42.06,6,0,2,2526,10142,124,4.1,8,0,0,0,35.54,76.21,91.63,66.82,63.81,mit,gitlab,False,False,,,0,0,False,False,False,False,False,False,,,debian.org,nonprofit,,,True,True,True,True,True,51.81,400,gl/debian-12522
pillarjs/finalhandler,github,232,,npm,1,npm,finalhandler,1652136257,,,,,0.000399,,,,28.97,57.96,43.90,100,55.03,7,0,1,4164,1190,9,7.5,0,9,8,1,64.53,36.21,50.00,48.14,48.70,mit,registry,False,False,False,0,0,0,True,False,True,True,False,False,,,,,,,True,True,True,True,True,51.77,401,gh/20547377
inspect-js/is-accessor-descriptor,github,15,,npm,1,npm,is-accessor-descriptor,1993750202,,,,,0.000660,,,,38.12,61.28,32.18,100,49.25,1,0,1,10000,196,21,4.1,0,0,0,0,100.00,31.25,59.30,47.21,54.39,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,51.76,402,gh/41658954
mafintosh/tar-stream,github,436,,npm,1,npm,tar-stream,1113868046,,,,,0.000350,,,,26.34,57.11,45.62,100,55.72,6,0,1,5283,2229,17,3.9,0,28,39,-11,72.68,48.52,72.20,20.95,48.06,mit,registry,False,False,True,3,0,3,True,False,True,False,False,True,,,,,,,True,True,True,True,True,51.75,403,gh/15340089
gitpython-developers/gitdb,github,225,,pypi,2,pypi,gitdb,,619635072,,,,,0.001111,,,26.59,67.18,47.98,100,58.16,16,0,2,1736,6148,17,6.7,0,17,15,2,29.46,53.91,50.00,56.47,46.02,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,51.74,405,gh/1126093
jprichardson/node-jsonfile,github,1210,,npm,1,npm,jsonfile,2623360949,,,,,0.000873,,,,43.47,63.13,41.00,100,55.26,3,0,1,4400,903,7,3.8,0,9,10,-1,66.33,30.99,75.48,35.48,48.44,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,51.74,,gh/5754307
json-c/json-c,github,3263,,cpp,1,cpp,json-c,,,,150500,72181,,,,0.004429,39.69,64.35,51.30,,51.48,51,0,3,2017,14869,253,5.5,2,106,109,-3,25.93,81.20,82.06,42.35,52.01,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,51.74,,gh/1139119
sindresorhus/import-fresh,github,285,,npm,2,npm,import-fresh,2182631761,,,,,0.000676,,,,38.52,61.45,40.05,100,54.03,2,0,1,6800,133,9,3.9,0,9,3,6,82.46,20.96,72.20,48.29,49.55,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,51.74,404,gh/22020904
huggingface/huggingface_hub,github,3552,,pypi,1,pypi,huggingface-hub,,390325777,,,,,0.001035,,,25.19,66.71,58.18,100,64.10,291,0,5,865,79341,43,6.1,0,1370,1234,136,13.15,78.35,50.00,59.00,41.75,apache-2.0,registry,False,False,False,0,5,5,False,False,False,False,False,False,,,,,huggingface.co,company,True,True,False,True,False,51.73,,gh/323591830
motdotla/dotenv,github,20402,,npm,1,npm,dotenv,1785853220,,,,,0.000584,,,,35.41,60.48,59.87,100,65.51,57,0,1,7086,1845,9,4.8,0,223,250,-27,84.18,38.72,50.00,17.07,40.84,bsd-2-clause,registry,False,False,True,5,0,5,True,False,True,True,False,True,,dotenv,,,,,True,True,True,True,True,51.72,406,gh/11205780
xorg/proto/xorgproto,gitlab,,13,cpp,1,cpp,xorgproto,,,,0,1206438,,,,0.003970,36.87,63.55,,,50.21,23,0,2,1901,42628,45,5.4,0,23,17,6,30.83,76.85,50.00,68.04,53.28,mit and sgi-b-1.1,override,False,False,,,0,0,False,False,False,False,False,False,,,freedesktop.org,nonprofit,,,True,True,True,True,True,51.72,407,gl/freedesktop-788
sindresorhus/pify,github,1510,,npm,1,npm,pify,3526061017,,,,,0.000997,,,,47.04,64.01,39.99,100,55.10,3,0,1,4688,704,9,3.9,0,1,2,-1,68.47,33.14,72.20,33.76,48.50,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,51.69,408,gh/41585934
jbgutierrez/path-parse,github,56,,npm,1,npm,path-parse,1943782886,,,,,0.000821,,,,42.11,62.72,44.19,100,57.00,3,0,1,3750,172,5,2.7,1,7,3,4,61.24,17.45,97.36,46.29,46.85,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,51.68,,gh/34113780
davidhalter/parso,github,672,,pypi,1,pypi,parso,,378931175,,,,,0.001082,,,26.04,67.01,50.65,100,59.69,20,0,4,1042,16709,75,5.6,0,34,30,4,16.14,77.08,50.00,64.02,44.67,mit,registry,False,False,True,4,0,4,False,False,False,False,False,True,,,,,,,True,True,True,True,True,51.64,409,gh/90668463
burntsushi/quickcheck,github,2749,,crates,2,crates,quickcheck,,,12326473,,,,,0.007898,,57.52,77.59,49.21,100,63.04,13,0,2,1731,2855,6,5.1,0,35,17,18,29.42,33.73,50.00,64.22,42.25,unlicense or mit,registry,False,False,True,110,2,112,False,False,False,False,False,True,,,,,,,True,True,True,True,True,51.61,410,gh/17559913
isaacs/package-json-from-dist,github,10,,npm,1,npm,package-json-from-dist,1128585199,,,,,0.000687,,,,38.86,61.55,23.23,100,43.98,1,0,1,10000,340,8,2.9,0,1,1,0,100.00,26.58,95.77,52.79,60.55,blueoak-1.0.0,registry,False,False,True,22,0,22,True,False,True,False,False,True,,,,,,,True,True,True,True,True,51.60,411,gh/800543709
jonschlinkert/has-values,github,23,,npm,1,npm,has-values,1477965070,,,,,0.000508,,,,33.41,59.56,22.27,100,42.66,0,1,1,10000,151,20,3,0,1,0,1,100.00,28.07,92.71,58.14,62.37,mit,registry,False,False,True,19,0,19,False,False,True,False,False,True,,,,,,,True,True,True,True,True,51.58,412,gh/33009186
rust-lang/hashbrown,github,2912,,crates,1,crates,hashbrown,,,209603958,,,,,0.002321,,33.29,70.60,53.27,100,62.35,87,0,5,780,24828,14,5.8,1,137,83,54,12.49,57.92,72.49,62.09,42.48,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,rustfoundation.org,nonprofit,,,True,True,True,True,True,51.46,413,gh/155119796
sindresorhus/object-assign,github,919,,npm,1,npm,object-assign,1946128093,,,,,0.000731,,,,40.34,61.96,38.43,100,53.29,2,0,1,5000,290,7,3.9,0,,,,70.71,24.08,72.20,49.52,49.67,mit,registry,False,False,True,186,12,198,False,False,True,False,False,True,,sindresorhus,,,,,True,True,True,True,True,51.45,414,gh/16457190
pyasn1/pyasn1-modules,github,9,,pypi,1,pypi,pyasn1-modules,,1257766185,,,,,0.004267,,,49.43,76.22,41.63,100,57.54,5,0,2,2711,40429,21,5.4,0,4,7,-3,36.82,65.88,50.00,36.70,45.93,bsd-3-clause,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,51.41,415,gh/512723354
sindresorhus/resolve-from,github,145,,npm,1,npm,resolve-from,3884918762,,,,,0.001336,,,,52.94,65.93,36.46,100,53.76,1,0,1,10000,82,8,3.9,0,1,0,1,100.00,16.14,72.20,49.46,49.00,mit,registry,False,False,True,186,12,198,False,False,True,False,False,True,,sindresorhus,,,,,True,True,True,True,True,51.32,416,gh/22022707
floatdrop/require-from-string,github,298,,npm,1,npm,require-from-string,1259095735,,,,,0.000710,,,,39.55,61.77,28.92,100,47.48,0,1,1,10000,104,9,2.9,0,1,0,1,100.00,18.58,95.77,52.96,55.41,mit,registry,False,True,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,False,False,51.29,,gh/39301848
rust-lang/libc,github,2528,,crates,1,crates,libc,,,162153079,,,,,0.013373,,63.27,80.60,62.53,100,71.91,427,0,11,555,139087,189,6.6,0,360,296,64,7.10,91.37,50.00,55.16,36.57,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,rustfoundation.org,nonprofit,,,True,True,True,True,True,51.28,417,gh/29197565
lovell/detect-libc,github,76,,npm,1,npm,detect-libc,871564457,,,,,0.000324,,,,25.00,56.60,39.63,100,51.94,8,0,1,6384,1366,7,4.4,0,8,7,1,79.90,32.81,51.90,48.02,50.56,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,51.25,,gh/96149091
aio-libs/frozenlist,github,121,,pypi,1,pypi,frozenlist,,1002532321,,,,,0.002469,,,39.81,72.55,45.24,100,58.38,15,0,1,4466,1646,5,6.5,0,37,35,2,66.83,28.53,50.00,42.94,44.98,apache-2.0,registry,False,False,True,7,0,7,True,False,True,False,False,True,,aio-libs,,,,,True,True,True,True,True,51.24,418,gh/204197530
comex/rust-shlex,github,144,,crates,1,crates,shlex,,,65915455,,,,,0.001315,,27.37,67.35,39.22,100,53.00,6,0,2,2622,1537,11,4.9,1,8,7,1,36.21,40.30,72.49,56.95,49.54,mit or apache-2.0,registry,False,False,False,0,1,1,False,False,False,False,False,False,,,,,,,True,False,True,True,False,51.24,,gh/37886228
jonschlinkert/word-wrap,github,207,,npm,1,npm,word-wrap,1403614763,,,,,0.000390,,,,28.50,57.83,47.72,100,57.26,3,0,1,4306,130,9,3.3,1,12,10,2,65.62,20.54,84.46,38.57,45.78,mit,registry,False,False,True,19,0,19,False,False,True,False,False,True,,,,,,,True,True,True,True,True,51.20,419,gh/18260583
inspect-js/is-regex,github,24,,npm,1,npm,is-regex,1752557424,,,,,0.000576,,,,35.24,60.38,38.27,100,52.52,1,0,1,10000,195,6,4.6,0,4,3,1,100.00,20.12,50.00,61.48,49.87,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,51.18,420,gh/15930063
servo/rust-url,github,1538,,crates,5,crates,percent-encoding,,,358611777,,,,,0.003785,,41.60,73.39,53.45,100,63.57,72,0,8,607,14748,72,7.1,1,190,122,68,8.71,75.31,72.49,60.51,41.19,mit or apache-2.0,registry,False,False,True,261,0,261,True,False,True,False,False,True,,,,,,,True,True,True,True,True,51.17,421,gh/14934771
inspect-js/which-typed-array,github,11,,npm,1,npm,which-typed-array,1186848741,,,,,0.000986,,,,46.55,63.93,36.96,100,53.22,2,0,1,9744,222,7,4.3,0,7,6,1,98.71,22.60,53.38,49.12,49.18,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,51.16,422,gh/43708371
sindresorhus/quick-lru,github,757,,npm,2,npm,quick-lru,1236094850,,,,,0.000391,,,,28.58,57.84,42.76,100,54.30,6,0,1,5713,2082,6,4.1,0,19,21,-2,75.58,32.80,59.30,36.55,48.15,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,51.13,423,gh/86679721
chalk/ansi-styles,github,458,,npm,1,npm,ansi-styles,13234069830,,,,,0.004106,,,,74.44,73.32,42.22,100,60.11,8,0,1,3560,484,5,4.1,1,10,10,0,59.67,22.83,72.49,35.40,43.24,mit,registry,False,False,False,0,0,0,False,False,True,True,False,True,,,,,,,True,True,True,True,True,50.98,424,gh/11803168
react/metro,github,5608,,npm,19,npm,metro-source-map,1606957207,,,,,0.000425,,,,30.16,58.38,52.62,,50.53,155,0,3,1335,120985,78,5.5,0,409,235,174,21.10,86.16,50.00,76.78,51.40,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,meta.com,company,True,True,False,True,False,50.96,,gh/76504246
