repo,platform,ecosystem,top_eco_pkg,top_eco_pct,pr_score,openssf_crit,eco_crit,value_score,concentration,complexity,security,workload,risk_score,score,oss,intent,nonprofit,active,eligible,priority,eco_priority,repo_id
ryanzim/universalify,github,npm,universalify,57.60,67.67,32.41,100,51.97,66.33,10.92,84.48,35.57,38.41,44.68,True,False,True,True,False,,,gh/87651180
inspect-js/is-date-object,github,npm,is-date-object,31.18,58.83,30.83,100,47.50,100.00,10.19,64.94,46.27,41.83,44.57,True,True,True,True,True,574,333,gh/29991041
scikit-build/ninja-python-distributions,github,pypi,ninja,26.70,67.19,39.78,,41.57,75.79,32.74,50.00,41.99,47.78,44.57,True,False,True,True,False,,,gh/75102202
jslicense/spdx-exceptions.json,github,npm,spdx-exceptions,34.57,60.03,27.35,100,45.87,100.00,7.89,86.48,51.44,43.28,44.56,False,False,True,True,False,,,gh/40062896
sindresorhus/unicorn-magic,github,npm,unicorn-magic,52.17,65.59,26.91,100,47.92,92.04,11.15,75.40,37.96,41.40,44.54,True,True,True,True,True,575,334,gh/716660564
visionmedia/bytes.js,github,npm,bytes,39.98,61.85,41.87,100,55.31,100.00,9.20,86.48,20.67,35.81,44.50,True,False,True,True,False,,,gh/4626886
inspect-js/has-property-descriptors,github,npm,has-property-descriptors,48.16,64.28,27.92,100,48.00,100.00,9.08,64.94,48.81,41.19,44.46,True,True,True,True,True,576,335,gh/481834578
thlorenz/convert-source-map,github,npm,convert-source-map,42.69,62.90,43.02,100,56.37,36.43,23.82,72.12,23.90,34.97,44.40,True,True,True,True,True,577,336,gh/8751561
jonschlinkert/isobject,github,npm,isobject,57.26,67.62,32.68,100,52.10,100.00,6.03,88.17,38.41,37.80,44.38,True,True,True,True,True,578,337,gh/21342886
jshttp/statuses,github,npm,statuses,41.79,62.56,42.22,100,55.77,38.47,20.87,50.00,38.51,35.26,44.34,True,True,True,True,True,579,338,gh/17690272
sindresorhus/import-local,github,npm,import-local,27.62,57.61,36.59,100,50.48,63.25,17.64,72.12,28.05,38.76,44.23,True,True,True,True,True,580,339,gh/90292430
jshttp/content-disposition,github,npm,content-disposition,27.47,57.52,44.03,100,54.92,56.54,11.50,50.00,48.99,35.52,44.17,True,True,True,True,True,582,341,gh/24216676
sindresorhus/parent-module,github,npm,parent-module,26.81,57.33,32.27,100,47.78,81.24,17.43,72.12,27.23,40.84,44.17,True,True,True,True,True,581,340,gh/50187748
feross/is-buffer,github,npm,is-buffer,30.37,58.54,36.82,100,50.98,100.00,7.31,80.99,36.00,38.21,44.14,True,True,True,True,True,583,342,gh/25997846
qix-/node-is-arrayish,github,npm,is-arrayish,47.24,64.07,32.92,100,50.88,100.00,7.72,95.78,28.98,38.26,44.12,True,True,True,True,True,584,343,gh/41376759
inspect-js/is-typed-array,github,npm,is-typed-array,38.66,61.46,34.35,100,50.62,98.43,8.50,64.94,39.28,38.22,43.99,True,True,True,True,True,585,344,gh/43528820
myrne/performance-now,github,npm,performance-now,25.96,56.94,25.14,100,43.37,100.00,6.67,96.52,60.00,44.33,43.85,True,False,True,True,False,,,gh/10219264
chalk/strip-ansi,github,npm,strip-ansi,75.26,73.46,43.80,100,61.15,90.55,4.98,72.49,29.76,31.41,43.83,True,True,True,True,True,586,345,gh/15014856
jsdom/xml-name-validator,github,npm,xml-name-validator,30.73,58.70,22.91,100,42.69,100.00,11.97,88.17,36.38,44.27,43.47,True,True,True,True,True,587,346,gh/28553202
sindresorhus/find-cache-directory,github,npm,find-cache-dir,30.12,58.36,36.18,100,50.56,76.37,18.33,50.00,27.10,37.11,43.32,True,True,True,True,True,588,347,gh/48783244
sindresorhus/strip-indent,github,npm,strip-indent,28.61,57.85,37.62,100,51.22,81.24,15.26,72.12,18.87,36.04,42.96,True,True,True,True,True,589,348,gh/18242629
inspect-js/hasown,github,npm,hasown,68.06,71.46,34.36,100,54.57,100.00,5.05,53.33,48.28,33.77,42.93,True,True,True,True,True,590,349,gh/703350811
aws/aws-sdk-js-crypto-helpers,github,npm,@aws-crypto/util,42.86,62.95,41.74,100,55.63,20.45,33.55,50.00,34.81,33.06,42.89,True,True,False,True,False,,,gh/149673986
linusu/buffer-from,github,npm,buffer-from,41.09,62.20,27.77,100,46.99,100.00,12.84,95.78,19.09,39.14,42.89,True,True,True,True,True,591,350,gh/66025821
ljharb/es-define-property,github,npm,es-define-property,63.75,69.90,26.40,100,49.21,100.00,8.41,50.00,46.27,37.35,42.87,True,True,True,True,True,592,351,gh/756570458
jshttp/vary,github,npm,vary,30.07,58.35,34.67,100,49.64,37.27,21.86,50.00,45.29,36.85,42.77,True,True,True,True,True,593,352,gh/20498698
servo/rust-fnv,github,crates,fnv,28.33,67.98,42.83,100,55.33,32.40,13.67,64.94,41.37,33.03,42.75,True,True,True,True,True,594,94,gh/33499190
sindresorhus/cli-cursor,github,npm,cli-cursor,32.91,59.35,31.84,100,48.33,82.46,10.14,75.40,31.37,37.50,42.57,True,True,True,True,True,595,353,gh/23512396
es-shims/math-intrinsics,github,npm,math-intrinsics,38.32,61.35,25.94,,31.91,100.00,20.31,72.12,69.50,56.49,42.46,True,True,True,True,True,596,354,gh/902014040
jonschlinkert/is-extendable,github,npm,is-extendable,48.27,64.29,25.89,100,46.79,100.00,7.32,95.78,30.67,38.29,42.33,True,True,True,True,True,597,355,gh/38225016
inspect-js/is-array-buffer,github,npm,is-array-buffer,28.19,57.73,32.86,100,48.31,92.63,13.37,50.00,30.26,37.00,42.28,True,True,True,True,True,598,356,gh/45977026
sindresorhus/is-plain-obj,github,npm,is-plain-obj,41.87,62.66,32.86,100,50.17,73.29,17.48,75.40,16.65,35.61,42.27,True,True,True,True,True,599,357,gh/38923193
sindresorhus/path-is-absolute,github,npm,path-is-absolute,31.96,59.04,24.47,100,43.78,100.00,11.50,79.41,30.26,40.77,42.25,True,True,True,False,False,,,gh/30900285
ljharb/call-bind-apply-helpers,github,npm,call-bind-apply-helpers,68.68,71.56,27.26,,37.98,100.00,12.73,64.94,57.11,46.61,42.07,True,True,True,True,True,600,358,gh/898190951
ljharb/concat-map,github,npm,concat-map,33.11,59.40,26.30,100,45.03,100.00,8.08,64.94,45.36,39.28,42.06,True,True,True,True,True,601,359,gh/548993448
feross/queue-microtask,github,npm,queue-microtask,43.03,62.99,31.73,100,49.64,100.00,7.09,75.40,29.93,35.57,42.02,True,True,True,True,True,602,360,gh/207021895
djc/rustc-version-rs,github,crates,rustc_version,26.12,66.86,39.34,100,52.90,92.41,15.22,56.07,15.66,33.34,42.00,True,True,True,True,True,603,95,gh/41272773
sindresorhus/onetime,github,npm,onetime,46.15,63.86,35.31,100,52.19,70.71,11.70,59.24,26.15,33.65,41.91,True,True,True,True,True,604,361,gh/14847357
inspect-js/has-bigints,github,npm,has-bigints,37.66,61.17,32.15,100,49.17,95.92,9.38,59.24,30.40,35.68,41.89,True,True,True,True,True,605,362,gh/201714166
component/toidentifier,github,npm,toidentifier,32.96,59.35,21.56,100,42.17,100.00,8.46,84.48,41.79,41.57,41.87,True,False,True,True,False,,,gh/114743189
sindresorhus/is-path-inside,github,npm,is-path-inside,37.09,60.91,32.78,100,49.47,74.23,15.26,72.12,17.97,34.81,41.50,True,True,True,True,True,606,363,gh/21054113
fb55/domelementtype,github,npm,domelementtype,56.59,67.22,39.42,100,56.03,89.58,7.60,50.00,25.27,30.45,41.31,True,True,True,True,True,607,364,gh/6627835
rust-lang-nursery/lazy-static.rs,github,crates,lazy_static,37.08,71.72,49.49,100,60.57,20.11,17.50,50.00,35.11,28.04,41.21,True,False,True,True,False,,,gh/21157492
douglasdwyer/wasm_sync,github,crates,wasm_sync,30.72,68.86,17.65,,25.68,100.00,31.32,99.26,61.34,66.08,41.19,True,False,True,True,False,,,gh/668034655
sindresorhus/is-unicode-supported,github,npm,is-unicode-supported,42.95,62.98,28.21,100,47.52,76.16,14.27,72.12,20.53,35.62,41.14,True,True,True,True,True,608,365,gh/348660847
jonschlinkert/map-cache,github,npm,map-cache,28.30,57.77,15.74,100,38.05,100.00,9.33,95.78,43.58,44.42,41.11,True,True,True,True,True,609,366,gh/32450614
sindresorhus/strip-final-newline,github,npm,strip-final-newline,37.53,61.09,30.53,100,48.18,66.62,11.76,72.12,26.29,34.91,41.01,True,True,True,True,True,610,367,gh/47453723
rust-lang/cfg-if,github,crates,cfg-if,52.81,76.09,44.40,100,59.53,31.48,14.19,50.00,28.30,28.20,40.97,True,True,True,True,True,611,96,gh/38723660
ljharb/gopd,github,npm,gopd,66.06,70.71,29.49,100,51.37,100.00,4.33,59.24,43.87,32.57,40.90,True,True,True,True,True,612,368,gh/560708130
certifi/python-certifi,github,pypi,certifi,69.71,82.94,54.33,100,67.86,30.46,10.38,85.17,13.53,24.57,40.83,True,False,True,True,False,,,gh/3060959
kevva/shebang-command,github,npm,shebang-command,45.29,63.67,20.26,100,43.05,100.00,7.83,77.30,37.12,38.72,40.83,True,True,True,True,True,614,370,gh/47402913
wesleytodd/setprototypeof,github,npm,setprototypeof,37.92,61.26,29.09,100,47.37,100.00,6.71,79.41,28.82,35.20,40.83,True,True,True,True,True,613,369,gh/30301031
jshttp/methods,github,npm,methods,25.83,56.86,37.20,100,50.59,70.71,13.29,50.00,24.79,32.85,40.77,True,True,True,True,True,615,371,gh/8274071
fontconfig/fontconfig,gitlab,cpp,fontconfig,32.09,58.98,,0,22.77,64.23,87.70,64.94,77.54,72.98,40.76,True,True,True,True,True,616,50,gl/freedesktop-890
sindresorhus/mimic-function,github,npm,mimic-function,55.18,66.76,32.72,,39.78,43.45,24.56,72.12,37.24,41.15,40.46,True,True,True,True,True,617,372,gh/71381729
mathiasbynens/unicode-canonical-property-names-ecmascript,github,npm,unicode-canonical-property-names-ecmascript,25.56,56.78,27.57,100,44.78,100.00,5.34,84.48,38.31,36.26,40.30,True,True,True,True,True,618,373,gh/88346537
sindresorhus/path-key,github,npm,path-key,53.21,65.99,31.14,100,50.60,70.71,8.47,72.12,24.17,31.96,40.21,True,True,True,True,True,619,374,gh/48706449
ljharb/safe-regex-test,github,npm,safe-regex-test,33.36,59.54,33.84,100,49.59,96.73,6.23,59.24,31.10,32.46,40.12,True,True,True,True,True,620,375,gh/540138887
ljharb/possible-typed-array-names,github,npm,possible-typed-array-names,38.93,61.55,26.71,100,46.07,100.00,6.30,64.94,36.16,34.88,40.09,True,True,True,True,True,621,376,gh/760136716
node-fetch/fetch-blob,github,npm,fetch-blob,34.51,59.99,38.59,0,32.60,78.50,40.95,51.85,35.29,49.25,40.07,True,True,True,True,True,622,377,gh/186960326
ljharb/side-channel-list,github,npm,side-channel-list,31.54,58.93,27.96,,32.28,100.00,18.85,50.00,62.66,49.30,39.89,True,True,True,True,True,623,378,gh/901451610
jaraco/pytest-perf,github,pypi,pytest-perf,26.92,67.36,37.35,,39.80,83.07,19.86,51.85,29.41,39.83,39.81,True,True,True,True,True,624,100,gh/372026120
sindresorhus/read-package-up,github,npm,read-pkg-up,29.70,58.19,36.60,100,50.75,87.94,6.18,72.12,23.33,30.92,39.61,True,True,True,True,True,625,379,gh/41842429
npm/json-parse-even-better-errors,github,npm,json-parse-even-better-errors,30.68,58.69,36.62,100,50.91,77.67,11.12,50.00,20.75,30.77,39.58,True,True,False,True,False,,,gh/211384370
ljharb/call-bound,github,npm,call-bound,74.85,73.41,28.18,,39.67,100.00,7.27,64.94,51.32,39.45,39.56,True,True,True,True,True,626,380,gh/898125972
sindresorhus/to-fast-properties,github,npm,to-fast-properties,28.42,57.79,33.26,100,48.58,62.27,10.03,75.40,22.78,32.18,39.54,True,True,True,True,True,627,381,gh/31656998
npm/ssri,github,npm,ssri,27.39,57.50,51.78,100,59.56,34.89,12.63,72.49,14.83,26.23,39.53,True,True,False,True,False,,,gh/193817839
inspect-js/array-buffer-byte-length,github,npm,array-buffer-byte-length,25.79,56.86,27.60,100,44.83,100.00,6.87,56.07,38.17,34.82,39.51,True,True,True,True,True,628,382,gh/607836784
sindresorhus/detect-newline,github,npm,detect-newline,32.10,59.06,29.65,100,46.91,70.71,10.10,75.40,22.59,33.21,39.47,True,True,True,True,True,629,383,gh/21304485
sindresorhus/restore-cursor,github,npm,restore-cursor,42.61,62.87,31.89,100,49.68,77.06,5.24,92.71,25.27,31.19,39.36,True,True,True,True,True,630,384,gh/23512229
ljharb/es-errors,github,npm,es-errors,81.91,76.16,25.76,100,51.26,100.00,4.05,50.00,39.84,29.97,39.20,True,True,True,True,True,631,385,gh/752160492
npm/hosted-git-info,github,npm,hosted-git-info,39.41,61.71,55.60,100,63.47,36.10,14.12,72.49,9.07,24.06,39.08,True,True,False,True,False,,,gh/25002984
es-shims/dunder-proto,github,npm,dunder-proto,50.03,64.92,25.96,,33.84,100.00,9.82,72.12,58.23,45.06,39.05,True,True,True,True,True,632,386,gh/898274312
definitelytyped/definitelytyped,github,npm,@types/node,89.38,86.11,70.19,100,79.66,1.00,85.35,50.00,29.00,18.76,38.66,True,True,False,True,False,,,gh/6093316
sindresorhus/log-symbols,github,npm,log-symbols,28.93,57.96,41.12,100,53.36,70.71,10.29,75.40,11.07,27.92,38.60,True,True,True,True,True,633,387,gh/21673868
graydon/exhaustigen-rs,github,crates,exhaustigen,28.18,67.96,18.87,,26.17,100.00,16.87,99.26,62.66,56.91,38.59,True,False,True,True,False,,,gh/432630522
daaku/nodejs-tmpl,github,npm,tmpl,36.48,60.72,42.43,100,55.18,100.00,2.01,98.10,26.76,26.95,38.56,True,False,True,True,False,,,gh/2171213
libtiff/libtiff,gitlab,cpp,tiff,35.01,60.75,,0,23.94,32.49,92.28,99.28,49.89,62.08,38.55,True,False,True,True,False,,,gl/4720790
inspect-js/available-typed-arrays,github,npm,available-typed-arrays,29.82,58.24,33.98,100,49.19,94.81,6.03,59.24,24.56,30.20,38.54,True,True,True,True,True,634,388,gh/235965505
npm/abbrev-js,github,npm,abbrev,34.84,60.15,38.26,100,52.46,61.20,12.30,50.00,17.00,28.28,38.52,True,True,False,True,False,,,gh/554893
rust-embedded/critical-section,github,crates,critical-section,28.62,68.23,37.60,,40.31,59.07,17.95,51.85,32.89,36.67,38.45,True,False,True,True,False,,,gh/365854323
sindresorhus/package-directory,github,npm,pkg-dir,46.45,63.92,33.52,100,51.15,79.54,5.55,64.94,23.55,28.66,38.29,True,True,True,True,True,635,389,gh/41724281
sindresorhus/path-exists,github,npm,path-exists,43.90,63.30,34.80,100,51.60,74.54,4.98,75.40,23.15,28.37,38.26,True,True,True,True,True,636,390,gh/34965664
sindresorhus/is-inside-container,github,npm,is-inside-container,37.22,60.95,17.84,100,40.52,100.00,7.02,79.41,29.61,35.84,38.11,True,True,True,True,True,637,391,gh/601943060
chicoxyzzy/node-releases,github,npm,node-releases,39.07,61.60,48.18,100,58.97,77.15,4.51,56.07,18.77,24.60,38.09,True,False,True,True,False,,,gh/73765596
sindresorhus/find-up-simple,github,npm,find-up-simple,49.58,64.81,24.95,,33.01,76.93,13.47,72.12,49.60,43.88,38.06,True,True,True,True,True,639,393,gh/714044439
sindresorhus/has-flag,github,npm,has-flag,62.19,68.99,33.71,100,53.34,66.33,5.61,72.12,20.29,27.16,38.06,True,True,True,True,True,638,392,gh/38718671
ljharb/side-channel-weakmap,github,npm,side-channel-weakmap,31.59,58.94,20.99,,27.06,100.00,23.42,56.07,61.67,53.35,38.00,True,True,True,True,True,640,394,gh/901188921
inspect-js/typed-array-buffer,github,npm,typed-array-buffer,26.00,56.96,28.37,100,45.32,100.00,5.37,50.00,37.88,31.76,37.94,True,True,True,True,True,641,395,gh/649850465
colorjs/color-name,github,npm,color-name,74.04,73.08,38.14,100,57.60,42.26,2.97,86.48,35.48,24.91,37.88,True,True,True,True,True,643,397,gh/27038309
sindresorhus/strip-bom,github,npm,strip-bom,44.08,63.39,31.80,100,49.83,74.54,5.76,72.12,22.21,28.80,37.88,True,True,True,True,True,642,396,gh/18444852
isaacs/fs-minipass,github,npm,fs-minipass,31.45,58.89,38.17,100,51.94,73.14,7.70,50.00,19.58,27.25,37.62,True,True,True,True,True,644,398,gh/102982143
npm/node-which,github,npm,which,54.59,66.43,45.54,100,59.43,56.97,9.85,50.00,11.41,23.79,37.60,True,True,False,True,False,,,gh/2169708
gnome/glib,gitlab,cpp,glib,48.03,67.96,,0,29.00,18.17,97.57,50.00,62.02,48.42,37.47,True,True,True,True,True,645,51,gl/gnome-658
debian/ca-certificates,gitlab,cpp,ca-certificates,43.58,66.70,,,55.14,66.33,3.23,72.49,26.09,25.23,37.30,True,True,True,True,True,646,52,gl/debian-2995
ljharb/get-proto,github,npm,get-proto,50.14,64.94,23.34,,31.89,100.00,10.35,64.94,53.00,43.44,37.22,True,True,True,True,True,647,399,gh/911035271
sindresorhus/escape-string-regexp,github,npm,escape-string-regexp,59.03,68.01,36.49,100,54.60,70.71,5.11,72.12,15.19,25.08,37.00,True,True,True,True,True,648,400,gh/21169121
npm/nopt,github,npm,nopt,26.95,57.38,45.02,100,55.45,62.23,13.81,50.00,8.18,24.35,36.75,True,True,False,True,False,,,gh/1544436
npm/write-file-atomic,github,npm,write-file-atomic,34.14,59.87,44.04,100,55.82,61.04,13.91,50.00,7.97,24.12,36.69,True,True,False,True,False,,,gh/23896209
inspect-js/node-supports-preserve-symlinks-flag,github,npm,supports-preserve-symlinks-flag,41.47,62.47,21.27,100,43.16,100.00,3.75,64.94,37.57,30.93,36.54,True,True,True,True,True,649,401,gh/443970899
eventualbuddha/lines-and-columns,github,npm,lines-and-columns,27.96,57.68,30.07,,33.26,90.55,7.34,98.10,38.70,39.86,36.41,True,False,True,True,False,,,gh/47284288
sindresorhus/callsites,github,npm,callsites,47.65,64.16,34.36,100,51.80,77.06,4.44,75.40,16.33,25.48,36.33,True,True,True,True,True,650,402,gh/18938743
ljharb/side-channel-map,github,npm,side-channel-map,34.46,59.97,20.99,,27.55,100.00,13.25,64.94,60.59,47.78,36.28,True,True,True,True,True,651,403,gh/901191461
sindresorhus/is-fullwidth-code-point,github,npm,is-fullwidth-code-point,53.08,65.94,37.21,100,54.23,72.11,4.14,59.24,18.79,24.01,36.08,True,True,True,True,True,652,404,gh/39222301
sindresorhus/p-try,github,npm,p-try,34.41,59.93,31.17,100,48.14,79.06,3.66,75.40,23.50,26.76,35.89,True,True,True,True,True,653,405,gh/71534796
qt/qt5,github,cpp,qt,27.29,56.09,59.83,,55.29,7.13,25.41,77.30,20.53,23.16,35.78,True,False,True,True,False,,,gh/9880318
npm/mute-stream,github,npm,mute-stream,31.68,58.96,36.72,100,51.10,61.24,11.41,50.00,10.67,24.71,35.53,True,True,False,True,False,,,gh/5159166
mdn/data,github,npm,mdn-data,34.95,60.29,55.34,100,62.73,24.00,13.33,50.00,9.56,19.78,35.22,False,False,True,True,False,,,gh/70901646
pillarjs/encodeurl,github,npm,encodeurl,35.18,60.38,36.92,100,51.71,36.93,7.01,50.00,24.97,23.84,35.11,True,True,True,True,True,654,406,gh/60721766
juliangruber/isarray,github,npm,isarray,51.92,65.47,39.20,100,55.26,82.98,4.48,50.00,12.15,21.80,34.71,True,True,True,True,True,655,407,gh/10227611
calvinmetcalf/minimalistic-assert,github,npm,minimalistic-assert,36.54,60.73,22.39,100,43.16,100.00,2.32,96.52,21.40,26.31,33.70,True,False,True,True,False,,,gh/29144257
sindresorhus/slash,github,npm,slash,50.72,65.08,32.84,100,51.28,66.18,3.06,72.12,15.93,21.96,33.56,True,True,True,True,True,656,408,gh/11516031
sindresorhus/resolve-cwd,github,npm,resolve-cwd,30.82,58.74,26.51,100,44.86,100.00,2.17,72.12,24.82,24.96,33.46,True,True,True,True,True,657,409,gh/47504070
dtolnay/target-triple,github,crates,target-triple,38.22,72.02,25.08,,32.59,100.00,6.84,56.07,35.94,34.26,33.41,True,True,True,True,True,658,97,gh/734167706
npm/ini,github,npm,ini,48.58,64.51,47.58,100,59.86,36.28,13.59,50.00,4.84,18.59,33.36,True,True,False,True,False,,,gh/2167680
npm/normalize-package-data,github,npm,normalize-package-data,33.98,59.82,46.21,100,57.11,34.62,12.63,50.00,6.58,19.48,33.35,True,True,False,True,False,,,gh/9301720
npm/unique-slug,github,npm,unique-slug,28.03,57.72,37.74,100,51.22,67.07,4.55,50.00,11.60,20.51,32.41,True,True,False,True,False,,,gh/35246620
sindresorhus/array-union,github,npm,array-union,30.91,58.76,31.92,100,48.12,66.33,1.92,75.40,19.05,20.68,31.55,True,True,True,True,True,659,410,gh/21005682
sindresorhus/is-binary-path,github,npm,is-binary-path,31.40,58.89,29.50,100,46.73,74.54,1.83,75.40,19.82,21.25,31.51,True,True,True,True,True,660,411,gh/29771247
sindresorhus/binary-extensions,github,npm,binary-extensions,43.29,63.07,41.32,100,55.43,63.25,1.63,72.12,13.19,17.70,31.32,True,True,True,True,True,661,412,gh/29771015
sindresorhus/shebang-regex,github,npm,shebang-regex,55.03,66.59,26.44,100,48.03,74.54,1.63,75.40,18.51,20.29,31.22,True,True,True,True,True,662,413,gh/30903733
sindresorhus/lowercase-keys,github,npm,lowercase-keys,32.77,59.25,27.82,100,45.89,82.46,1.74,56.07,23.29,20.81,30.90,True,True,True,True,True,663,414,gh/29769737
tsconfig/bases,github,npm,@tsconfig/node16,37.79,61.23,48.34,100,58.91,4.72,12.99,50.00,17.64,15.25,29.97,True,True,True,True,True,664,415,gh/263697285
jimmywarting/node-domexception,github,npm,node-domexception,34.09,59.84,19.96,100,41.37,93.96,1.63,96.52,11.98,20.51,29.13,True,True,True,False,False,,,gh/371470141
fb55/boolbase,github,npm,boolbase,36.36,60.68,27.62,100,46.28,74.54,1.41,50.00,21.32,18.30,29.10,True,True,True,True,True,665,416,gh/16864585
sindresorhus/environment,github,npm,environment,36.18,60.62,17.24,,25.03,100.00,4.84,72.12,35.94,33.47,28.94,True,True,True,True,True,666,417,gh/793180075
sindresorhus/tagged-tag,github,npm,tagged-tag,63.99,69.91,19.17,,31.12,100.00,1.00,72.12,14.25,17.90,23.60,True,True,True,True,True,667,418,gh/795552264
bincode-org/bincode,github,crates,bincode,29.24,68.49,19.66,100,41.57,100.00,1.00,99.26,1.66,11.33,21.70,True,False,True,False,False,,,gh/24130045
isaacs/inflight-deprecated-do-not-use,github,npm,inflight,31.64,58.95,28.10,0,25.92,74.54,1.00,50.00,4.15,11.15,17.00,True,True,True,False,False,,,gh/19442260
