repo,repo_id,gh_sponsors_enabled,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,gh_sponsorships_p,gh_stars,gh_forks,has_funding_links,has_funding_yml,funding_link_platforms,has_funding_json,has_npm_funding,npm_funding_url,has_pypi_funding,pypi_funding_platforms,bf_maintainer_fundable,channels_count,oc_slug,oc_avg_funding,oc_avg_funding_p,host,host_type,owner,owner_type,host_score,score,intent,nonprofit
ljharb/object-keys,gh/9103992,True,67,23,90,16.05,46,15,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,54,True,True
ljharb/object.assign,gh/17755831,True,67,23,90,16.05,106,18,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,54,True,True
ljharb/possible-typed-array-names,gh/760136716,True,67,23,90,16.05,1,0,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,54,True,True
ljharb/qs,gh/22266795,True,67,23,90,16.05,8927,880,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,54,True,True
ljharb/safe-regex-test,gh/540138887,True,67,23,90,16.05,8,2,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,54,True,True
ljharb/set-function-length,gh/704249795,True,67,23,90,16.05,4,1,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,54,True,True
ljharb/side-channel,gh/225239081,True,67,23,90,16.05,18,10,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,54,True,True
ljharb/side-channel-list,gh/901451610,True,67,23,90,16.05,3,2,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,54,True,True
ljharb/side-channel-map,gh/901191461,True,67,23,90,16.05,1,3,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,54,True,True
ljharb/side-channel-weakmap,gh/901188921,True,67,23,90,16.05,1,2,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,54,True,True
lodash/lodash,gh/3955647,False,0,0,0,100.0,61260,7150,False,False,,False,False,,False,,False,0,lodash,0,100.0,lf/openjs,nonprofit,,,0.5,79,True,True
loganfsmyth/gensync,gh/132383032,False,0,0,0,100.0,94,15,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
lokathor/bytemuck,gh/209673558,True,10,0,10,28.49,988,106,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,66,True,True
lukeed/dequal,gh/174421655,True,8,1,9,29.69,1466,33,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,67,True,True
lukeed/escalade,gh/273568715,True,8,1,9,29.69,155,11,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,67,True,True
lukeed/kleur,gh/140393403,True,8,1,9,29.69,1694,50,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,67,True,True
lxml/lxml,gh/1353927,False,0,0,0,100.0,3018,611,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
lydell/js-tokens,gh/17552490,False,0,0,0,100.0,553,40,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
lz4/lz4,gh/18106269,False,0,0,0,100.0,11786,1535,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
madler/zlib,gh/2359378,False,0,0,0,100.0,6825,2749,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
mafintosh/end-of-stream,gh/14732255,True,3,0,3,39.19,150,30,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,73,True,True
mafintosh/pump,gh/12118126,True,3,0,3,39.19,917,64,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,73,True,True
mafintosh/tar-stream,gh/15340089,True,3,0,3,39.19,436,102,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,73,True,True
marshallpierce/rust-base64,gh/47371310,False,0,0,0,100.0,718,135,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
mathiasbynens/cssesc,gh/12001360,True,4,0,4,37.23,175,19,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/emoji-regex,gh/24557614,True,4,0,4,37.23,1903,174,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/jsesc,gh/10498729,True,4,0,4,37.23,794,53,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/punycode.js,gh/2755924,True,4,0,4,37.23,1678,169,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/regenerate,gh/10182772,True,4,0,4,37.23,376,39,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/regexpu-core,gh/49437324,True,4,0,4,37.23,80,12,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/unicode-canonical-property-names-ecmascript,gh/88346537,True,4,0,4,37.23,13,4,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/unicode-property-aliases-ecmascript,gh/88333533,True,4,0,4,37.23,6,4,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,72,True,True
matklad/once_cell,gh/143220272,False,0,1,1,42.79,2080,123,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,75,False,True
matplotlib/matplotlib,gh/1385122,True,13,0,13,27.29,22739,8324,True,True,"github,custom",False,False,,True,custom,False,3,matplotlib,22126.20,2.95,numfocus,nonprofit,,,0.5,16,True,True
mcollina/fastq,gh/37368217,True,13,1,14,26.75,1128,60,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,64,True,True
mcollina/reusify,gh/42106515,True,13,1,14,26.75,184,21,True,False,github,False,False,,False,,True,1,,0,100.0,,,,,1,64,True,True
mdn/data,gh/70901646,False,0,0,0,100.0,776,212,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
medikoo/d,gh/10817569,True,3,6,9,29.69,44,24,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,67,True,True
medikoo/es5-ext,gh/1792941,True,3,6,9,29.69,179,102,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,67,True,True
medikoo/es6-symbol,gh/14423385,True,3,6,9,29.69,178,17,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,67,True,True
medikoo/type,gh/177198492,True,3,6,9,29.69,37,4,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,67,True,True
meinersbur/isl,gh/37677854,False,0,0,0,100.0,76,28,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
mhammond/pywin32,gh/108187130,False,0,0,0,100.0,5551,851,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
micheles/decorator,gh/14656555,False,0,0,0,100.0,906,115,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
micromark/micromark,gh/157420458,False,0,0,0,100.0,2169,77,True,False,"github,open_collective,thanks_dev",False,True,https://github.com/sponsors/unifiedjs,False,,True,4,,0,100.0,,,,,1,79,True,True
micromatch/anymatch,gh/11458302,False,0,0,0,100.0,401,43,True,True,github,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
micromatch/braces,gh/25475303,False,0,0,0,100.0,246,79,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,100,True,True
micromatch/is-extglob,gh/31788841,False,0,0,0,100.0,23,5,True,True,"github,tidelift",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
micromatch/is-glob,gh/28179425,False,0,0,0,100.0,96,13,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,100,True,True
micromatch/micromatch,gh/27359938,False,0,0,0,100.0,3026,208,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,100,True,True
micromatch/picomatch,gh/156211895,False,0,0,0,100.0,1250,101,True,True,github,False,True,https://github.com/sponsors/jonschlinkert,False,,True,2,,0,100.0,,,,,1,79,True,True
micromatch/to-regex-range,gh/40355891,False,0,0,0,100.0,172,23,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,100,True,True
microsoft/tslib,gh/34414315,False,0,1,1,42.79,1336,145,False,False,,False,False,,False,,True,0,,0,100.0,,,microsoft.com,company,0,1,True,False
microsoft/typescript,gh/20929025,False,0,1,1,42.79,108681,13373,False,False,,False,False,,False,,True,0,,0,100.0,,,microsoft.com,company,0,1,True,False
microsoft/windows-rs,gh/208102250,False,0,1,1,42.79,12133,612,False,False,,False,False,,False,,False,0,,0,100.0,,,microsoft.com,company,0,1,True,False
minimistjs/minimist,gh/549230701,False,0,0,0,100.0,661,46,True,True,"github,tidelift",False,True,https://github.com/sponsors/ljharb,False,,True,3,,0,100.0,,,,,1,79,True,True
mirror/ncurses,gh/22324756,False,0,0,0,100.0,586,128,False,False,,False,False,,False,,False,0,,0,100.0,fsf/gnu,nonprofit,,,0.5,79,True,True
mitsuhiko/insta,gh/165561258,True,25,0,25,19.21,2833,148,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,58,True,True
mm2/little-cms,gh/507969,False,0,0,0,100.0,716,213,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
moment/moment,gh/1424470,False,0,0,0,100.0,47987,7001,False,False,,False,False,,False,,False,0,,0,100.0,lf/openjs,nonprofit,,,0.5,79,True,True
more-itertools/more-itertools,gh/4144530,False,0,0,0,100.0,4057,316,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
motdotla/dotenv,gh/11205780,True,5,0,5,34.72,20402,935,True,True,"github,custom",False,True,https://dotenvx.com,False,,True,3,dotenv,142.25,17.14,,,,,1,39,True,True
moxystudio/node-cross-spawn,gh/21335844,False,0,0,0,100.0,1169,140,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
mozilla/source-map,gh/2014930,False,0,0,0,100.0,3720,370,False,False,,False,False,,False,,False,0,,0,100.0,mozilla.org,nonprofit,,,0.5,79,True,True
mrabarnett/mrab-regex,gh/309446978,False,0,0,0,100.0,583,71,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
mrmlnc/fast-glob,gh/77467076,False,0,0,0,100.0,2808,137,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
msgpack/msgpack-python,gh/2242705,False,0,0,0,100.0,2080,244,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
myrne/performance-now,gh/10219264,False,0,0,0,100.0,160,23,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
mysticatea/abort-controller,gh/105228556,True,6,2,8,30.9,308,37,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,68,True,True
mysticatea/event-target-shim,gh/31137469,True,6,2,8,30.9,130,29,True,True,github,False,True,https://github.com/sponsors/mysticatea,False,,True,2,,0,100.0,,,,,1,68,True,True
netflix/vmaf,gh/51317975,False,0,0,0,100.0,5333,819,False,False,,False,False,,False,,False,0,,0,100.0,,,netflix.com,company,0,1,True,False
nghttp2/nghttp2,gh/11452676,False,0,0,0,100.0,4986,929,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,True,9,4,13,27.29,6,0,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,65,True,True
nlnetlabs/unbound,gh/94195301,True,16,0,16,25.66,4471,437,True,True,"github,custom",False,False,,False,,False,2,,0,100.0,,,,,1,64,True,True
node-fetch/fetch-blob,gh/186960326,True,4,0,4,37.23,64,36,False,False,,False,True,https://github.com/sponsors/jimmywarting,False,,True,1,,0,100.0,,,,,1,72,True,True
node-fetch/node-fetch,gh/29849956,True,4,0,4,37.23,8857,1052,True,True,"github,open_collective",False,True,https://opencollective.com/node-fetch,False,,True,3,node-fetch,930.27,6.99,,,,,1,30,True,True
nodeca/argparse,gh/4325614,True,4,0,4,37.23,508,75,True,True,"open_collective,patreon,tidelift",False,False,,False,,False,3,nodeca,190.70,16.92,,,,,1,40,True,True
nodeca/js-yaml,gh/2504175,True,4,0,4,37.23,6564,807,True,True,github,True,True,https://github.com/sponsors/puzrin,False,,False,3,nodeca,190.70,16.92,,,,,1,40,True,True
nodeca/pako,gh/16231859,True,4,0,4,37.23,6065,802,True,True,github,False,True,https://github.com/sponsors/puzrin,False,,False,2,nodeca,190.70,16.92,,,,,1,40,True,True
nodejs/node,gh/27193779,True,55,0,55,17.14,116940,35445,True,True,"github,open_collective",False,False,,False,,True,2,,0,100.0,lf/openjs,nonprofit,,,0.5,44,True,True
nodejs/readable-stream,gh/5187096,True,55,0,55,17.14,1045,237,True,True,"github,open_collective",False,False,,False,,True,2,nodejs-google-summer-of-code,0,100.0,lf/openjs,nonprofit,,,0.5,44,True,True
nodejs/string_decoder,gh/95052330,True,55,0,55,17.14,35,23,True,True,"github,open_collective",False,False,,False,,True,2,nodejs-google-summer-of-code,0,100.0,,,,,1,56,True,True
nodejs/undici,gh/133092972,True,55,0,55,17.14,7532,756,True,True,"github,open_collective",False,False,,False,,True,2,nodejs-google-summer-of-code,0,100.0,,,,,1,56,True,True
nodelib/nodelib,gh/129310478,False,0,0,0,100.0,79,14,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
npm/abbrev-js,gh/554893,False,0,0,0,100.0,167,32,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/cacache,gh/193812470,False,0,0,0,100.0,299,35,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/hosted-git-info,gh/25002984,False,0,0,0,100.0,236,91,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/ini,gh/2167680,False,0,0,0,100.0,814,210,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/json-parse-even-better-errors,gh/211384370,False,0,0,0,100.0,27,4,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/mute-stream,gh/5159166,False,0,0,0,100.0,55,15,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/node-semver,gh/1357199,False,0,0,0,100.0,5422,573,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/node-which,gh/2169708,False,0,0,0,100.0,352,53,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/nopt,gh/1544436,False,0,0,0,100.0,542,46,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/normalize-package-data,gh/9301720,False,0,0,0,100.0,205,48,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/ssri,gh/193817839,False,0,0,0,100.0,58,28,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/unique-slug,gh/35246620,False,0,0,0,100.0,36,8,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
npm/write-file-atomic,gh/23896209,False,0,0,0,100.0,249,49,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
numpy/numpy,gh/908607,False,0,0,0,100.0,31908,12318,True,True,"open_collective,tidelift,custom",False,False,,False,,True,3,numpy,35427.69,1.64,numfocus,nonprofit,,,0.5,20,True,True
nv/cssom,gh/1025209,False,0,1,1,42.79,758,101,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,75,False,True
nvzqz/static-assertions,gh/100129252,True,5,0,5,34.72,656,26,True,True,"github,patreon,custom",False,False,,False,,True,3,,0,100.0,,,,,1,70,True,True
oauthlib/oauthlib,gh/2811323,False,0,0,0,100.0,2965,507,True,True,"github,open_collective",False,False,,False,,True,2,oauthlib,0,100.0,,,,,1,100,True,True
octokit/openapi-types.ts,gh/304109193,False,0,0,0,100.0,54,16,False,False,,False,False,,False,,False,0,,0,100.0,,,github.com,company,0,1,True,False
octokit/types.ts,gh/216109757,False,0,0,0,100.0,152,33,False,False,,False,False,,False,,True,0,,0,100.0,,,github.com,company,0,1,True,False
oozcitak/xmlbuilder-js,gh/1042809,True,1,0,1,42.79,926,105,True,True,github,False,False,,False,,True,1,imagelistview,0,100.0,,,,,1,75,True,True
open-telemetry/opentelemetry-js,gh/185901023,False,0,0,0,100.0,3368,1031,False,False,,False,False,,False,,True,0,,0,100.0,lf/cncf,nonprofit,,,0.5,79,True,True
open-telemetry/opentelemetry-js-contrib,gh/255986659,False,0,0,0,100.0,903,653,False,False,,False,False,,False,,False,0,,0,100.0,lf/cncf,nonprofit,,,0.5,79,True,True
open-telemetry/opentelemetry-python,gh/185478926,False,0,0,0,100.0,2416,864,False,False,,False,False,,False,,False,0,,0,100.0,lf/cncf,nonprofit,,,0.5,79,True,True
open-telemetry/opentelemetry-python-contrib,gh/220524743,False,0,0,0,100.0,1035,936,False,False,,False,False,,False,,True,0,,0,100.0,lf/cncf,nonprofit,,,0.5,79,True,True
openssl/openssl,gh/7634677,True,31,0,31,18.78,30068,11228,True,True,github,True,False,,False,,False,2,,0,100.0,,,,,1,57,True,True
p11-glue/p11-kit,gh/12060420,False,0,0,0,100.0,185,113,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
pallets/click,gh/19103692,True,35,0,35,18.45,17436,1673,True,True,"github,custom,tidelift,thanks_dev",False,False,,True,custom,True,5,,0,100.0,,,,,1,57,True,True
pallets/flask,gh/596892,True,35,0,35,18.45,71454,16816,True,True,"github,custom,tidelift,thanks_dev",False,False,,True,custom,True,5,,0,100.0,,,,,1,57,True,True
pallets/itsdangerous,gh/1945034,True,35,0,35,18.45,3112,235,True,True,"github,custom,tidelift,thanks_dev",False,False,,True,custom,False,5,,0,100.0,,,,,1,57,True,True
pallets/jinja,gh/994551,True,35,0,35,18.45,11593,1728,True,True,"github,custom,tidelift,thanks_dev",False,False,,True,custom,True,5,,0,100.0,,,,,1,57,True,True
pallets/markupsafe,gh/734244,True,35,0,35,18.45,687,178,True,True,"github,custom,tidelift,thanks_dev",False,False,,True,custom,False,5,,0,100.0,,,,,1,57,True,True
pallets/werkzeug,gh/997338,True,35,0,35,18.45,6858,1772,True,True,"github,custom,tidelift,thanks_dev",False,False,,True,custom,True,5,,0,100.0,,,,,1,57,True,True
pandas-dev/pandas,gh/858127,False,0,0,0,100.0,48586,19880,True,True,"github,custom,tidelift",False,False,,False,,True,3,pandas,60837.56,0.76,numfocus,nonprofit,,,0.5,16,True,True
paramiko/paramiko,gh/119609,False,0,0,0,100.0,9738,2048,True,True,tidelift,False,False,,False,,True,1,,0,100.0,,,,,1,79,True,True
paulmillr/chokidar,gh/4090287,True,23,0,23,19.54,12078,621,True,False,github,False,True,https://paulmillr.com/funding/,False,,True,2,pm-code,0,100.0,,,,,1,58,True,True
paulmillr/readdirp,gh/4494405,True,23,0,23,19.54,418,59,True,False,github,False,True,https://paulmillr.com/funding/,False,,True,2,,0,100.0,,,,,1,58,True,True
pcre2project/pcre2,gh/398251321,False,0,0,0,100.0,1273,259,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
pest-parser/pest,gh/56964647,True,5,0,5,34.72,5331,291,True,True,"github,open_collective",False,False,,False,,False,2,pest,579.61,7.75,,,,,1,30,True,True
peternator7/strum,gh/80964373,False,0,0,0,100.0,2356,181,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
petkaantonov/bluebird,gh/12670444,False,0,0,0,100.0,20573,2320,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
pexpect/ptyprocess,gh/24727748,False,0,0,0,100.0,238,72,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
pillarjs/encodeurl,gh/60721766,False,0,0,0,100.0,37,23,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
pillarjs/finalhandler,gh/20547377,False,0,0,0,100.0,232,54,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
pillarjs/iconv-lite,gh/2743221,False,0,0,0,100.0,3166,295,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
pillarjs/parseurl,gh/17533192,False,0,0,0,100.0,189,34,True,True,open_collective,False,False,,False,,False,1,,0,100.0,,,,,1,100,True,True
pillarjs/path-to-regexp,gh/5265803,False,0,0,0,100.0,8583,465,True,True,open_collective,False,True,https://opencollective.com/express,False,,True,2,,0,100.0,lf,nonprofit,,,0.5,79,True,True
pillarjs/send,gh/4879977,False,0,0,0,100.0,812,197,True,True,open_collective,False,True,https://opencollective.com/express,False,,False,2,,0,100.0,,,,,1,79,True,True
pkgconf/pkgconf,gh/4180110,False,0,0,0,100.0,624,138,True,True,open_collective,False,False,,False,,True,1,pkgconf,0,100.0,,,,,1,100,True,True
pnggroup/libpng,gh/3768025,False,0,0,0,100.0,1576,778,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
postcss/postcss,gh/13078968,False,0,0,0,100.0,28975,1587,True,True,"github,open_collective,tidelift",False,True,https://opencollective.com/postcss/,False,,True,4,postcss,2536.76,5.57,,,,,1,38,True,True
postcss/postcss-selector-parser,gh/36500102,False,0,0,0,100.0,213,53,False,False,,False,False,,False,,False,0,postcss,2536.76,5.57,,,,,1,38,True,True
postcss/postcss-value-parser,gh/40920306,False,0,0,0,100.0,147,23,False,False,,False,False,,False,,False,0,postcss,2536.76,5.57,,,,,1,38,True,True
prettier/prettier,gh/75104123,True,46,0,46,17.25,51830,4708,True,False,"github,open_collective,thanks_dev,tidelift",False,True,https://github.com/prettier/prettier?sponsor=1,False,,True,5,prettier,47708.18,0.98,,,,,1,12,True,True
primus/eventemitter3,gh/13100677,False,0,0,0,100.0,3527,234,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
proptest-rs/proptest,gh/94702898,False,0,0,0,100.0,2113,211,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
protobufjs/protobuf.js,gh/8507859,False,0,0,0,100.0,10521,1661,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,100,True,True
protocolbuffers/protobuf,gh/23357588,False,0,0,0,100.0,71160,16115,False,False,,False,False,,False,,False,0,,0,100.0,,,google.com,company,0,1,True,False
psf/requests,gh/1362490,True,19,0,19,25.0,53929,9877,True,True,custom,False,False,,False,,True,1,,0,100.0,,,,,1,63,True,True
psycopg/psycopg2,gh/7730829,True,0,0,0,100.0,3630,537,True,True,"github,custom",False,False,,False,,True,2,,0,100.0,,,,,1,79,True,True
pvorb/clone,gh/2317381,True,4,0,4,37.23,793,136,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,72,True,True
py4j/py4j,gh/1045976,False,0,0,0,100.0,1287,231,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
pyasn1/pyasn1,gh/512723255,False,0,0,0,100.0,50,29,True,True,custom,False,False,,False,,False,1,,0,100.0,,,,,1,79,True,True
pyasn1/pyasn1-modules,gh/512723354,False,0,0,0,100.0,9,9,True,True,custom,False,False,,False,,False,1,,0,100.0,,,,,1,79,True,True
pyca/bcrypt,gh/9993757,False,0,0,0,100.0,1470,213,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
pyca/cryptography,gh/11939484,False,0,0,0,100.0,7565,1739,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
pyca/pynacl,gh/8350032,False,0,0,0,100.0,1193,255,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
pyca/pyopenssl,gh/15778059,False,0,0,0,100.0,938,428,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
pydantic/pydantic,gh/90194616,True,14,0,14,26.75,27607,2570,True,True,github,False,False,,True,github,True,2,,0,100.0,,,pydantic.dev,company,0,1,True,False
pydantic/typing-inspection,gh/930576948,True,14,0,14,26.75,63,6,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,64,True,True
pygments/pygments,gh/205564111,False,0,0,0,100.0,2150,797,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
pypa/distlib,gh/436970140,True,22,0,22,22.6,63,52,False,False,,False,False,,False,,False,0,,0,100.0,psf,nonprofit,,,0.5,48,True,True
pypa/packaging,gh/19837758,True,22,0,22,22.6,725,293,False,False,,False,False,,False,,True,0,,0,100.0,psf,nonprofit,,,0.5,48,True,True
pypa/pip,gh/1446467,True,22,0,22,22.6,10180,3260,True,True,custom,False,False,,False,,False,1,,0,100.0,psf,nonprofit,,,0.5,48,True,True
pypa/setuptools,gh/54980593,True,22,0,22,22.6,2825,1375,True,True,tidelift,False,False,,False,,True,1,,0,100.0,psf,nonprofit,,,0.5,48,True,True
pypa/virtualenv,gh/1446474,True,22,0,22,22.6,5034,1089,True,False,tidelift,False,False,,False,,True,1,,0,100.0,psf,nonprofit,,,0.5,48,True,True
pypa/wheel,gh/98346885,True,22,0,22,22.6,558,181,False,False,,False,False,,False,,False,0,,0,100.0,psf,nonprofit,,,0.5,48,True,True
pyparsing/pyparsing,gh/91262163,False,0,0,0,100.0,2466,310,True,True,tidelift,False,False,,False,,False,1,pyparsing,133.77,17.25,,,,,1,56,True,True
pytest-dev/iniconfig,gh/66012563,True,12,0,12,28.06,59,35,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,65,True,True
pytest-dev/pluggy,gh/34739117,True,12,0,12,28.06,1611,147,True,True,"tidelift,open_collective",False,False,,False,,True,2,,0,100.0,,,,,1,65,True,True
pytest-dev/pytest,gh/37489525,True,12,0,12,28.06,13805,3104,True,True,"github,tidelift,open_collective,thanks_dev",False,False,,True,custom,True,5,pytest,13765.70,3.49,,,,,1,21,True,True
python-attrs/attrs,gh/29918975,False,0,0,0,100.0,5773,430,True,True,"github,tidelift,thanks_dev,custom",False,False,,True,"github,tidelift",True,5,,0,100.0,,,,,1,79,True,True
python-cffi/cffi,gh/696427398,False,0,0,0,100.0,256,80,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
python-greenlet/greenlet,gh/3003137,False,0,0,0,100.0,1826,265,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
python-hyper/brotlicffi,gh/43543393,False,0,0,0,100.0,153,31,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
python-hyper/h11,gh/57372073,False,0,0,0,100.0,554,91,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
python-jsonschema/jsonschema,gh/3072629,False,0,0,0,100.0,4947,616,True,True,"github,tidelift",False,False,,True,"github,tidelift",True,3,,0,100.0,,,,,1,79,True,True
python-jsonschema/jsonschema-specifications,gh/582755777,False,0,0,0,100.0,13,11,True,True,github,False,False,,True,"github,tidelift",False,2,,0,100.0,,,,,1,79,True,True
python-jsonschema/referencing,gh/569027868,False,0,0,0,100.0,53,20,True,True,github,False,False,,True,"github,tidelift",False,2,,0,100.0,,,,,1,79,True,True
python-pillow/pillow,gh/5171600,True,3,0,3,39.19,13535,2430,True,True,"github,tidelift",False,False,,True,tidelift,True,3,,0,100.0,,,,,1,73,True,True
python-poetry/tomlkit,gh/140365570,False,0,0,0,100.0,821,114,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,100,True,True
python-trio/sniffio,gh/142657210,True,3,0,3,39.19,148,28,True,True,"github,open_collective",False,False,,False,,True,2,python-trio,1704.07,6.11,,,,,1,29,True,True
