repo,repo_id,eol,archived,mirror,active
postcss/postcss-selector-parser,36500102,False,False,False,True
postcss/postcss-value-parser,40920306,False,False,False,True
prettier/prettier,75104123,False,False,False,True
primus/eventemitter3,13100677,False,False,False,True
proptest-rs/proptest,94702898,False,False,False,True
protobufjs/protobuf.js,8507859,False,False,False,True
protocolbuffers/protobuf,23357588,False,False,False,True
psf/requests,1362490,False,False,False,True
psycopg/psycopg2,7730829,False,False,False,True
pvorb/clone,2317381,False,False,False,True
py4j/py4j,1045976,False,False,False,True
pyasn1/pyasn1,512723255,False,False,False,True
pyasn1/pyasn1-modules,512723354,False,False,False,True
pyca/bcrypt,9993757,False,False,False,True
pyca/cryptography,11939484,False,False,False,True
pyca/pynacl,8350032,False,False,False,True
pyca/pyopenssl,15778059,False,False,False,True
pydantic/pydantic,90194616,False,False,False,True
pydantic/typing-inspection,930576948,False,False,False,True
pygments/pygments,205564111,False,False,False,True
pypa/distlib,436970140,False,False,False,True
pypa/packaging,19837758,False,False,False,True
pypa/pip,1446467,False,False,False,True
pypa/setuptools,54980593,False,False,False,True
pypa/virtualenv,1446474,False,False,False,True
pypa/wheel,98346885,False,False,False,True
pyparsing/pyparsing,91262163,False,False,False,True
pytest-dev/iniconfig,66012563,False,False,False,True
pytest-dev/pluggy,34739117,False,False,False,True
pytest-dev/pytest,37489525,False,False,False,True
python-attrs/attrs,29918975,False,False,False,True
python-cffi/cffi,696427398,False,False,False,True
python-greenlet/greenlet,3003137,False,False,False,True
python-hyper/brotlicffi,43543393,False,False,False,True
python-hyper/h11,57372073,False,False,False,True
python-jsonschema/jsonschema,3072629,False,False,False,True
python-jsonschema/jsonschema-specifications,582755777,False,False,False,True
python-jsonschema/referencing,569027868,False,False,False,True
python-pillow/pillow,5171600,False,False,False,True
python-poetry/tomlkit,140365570,False,False,False,True
python-trio/sniffio,142657210,False,False,False,True
python/cpython,81598961,False,False,False,True
python/importlib_metadata,306448340,False,False,False,True
python/importlib_resources,306147182,False,False,False,True
python/mypy,7053637,False,False,False,True
python/mypy_extensions,165752308,False,False,False,True
python/typing,24604008,False,False,False,True
python/typing_extensions,494077289,False,False,False,True
python/tzdata,242158882,False,False,False,True
qix-/color-convert,1874305,False,False,False,True
qix-/node-error-ex,41388258,False,False,False,True
qix-/node-is-arrayish,41376759,False,False,False,True
radix-ui/primitives,273499522,False,False,False,True
raszi/node-tmp,2313213,False,False,False,True
raynos/for-each,6006855,False,False,False,True
raynos/function-bind,10727014,False,False,False,True
raynos/xtend,4419184,False,True,False,False
rayon-rs/either,42479602,False,False,False,True
rayon-rs/rayon,24725038,False,False,False,True
reactivex/rxjs,32247847,False,False,False,True
realpython/pytest-mypy,69576530,False,False,False,True
remix-run/react-router,19872456,False,False,False,True
remusao/tldts,97631656,False,False,False,True
requests/requests-oauthlib,6825724,False,False,False,True
requests/toolbelt,15515181,False,False,False,True
retep998/winapi-rs,23853482,False,False,False,True
rich-harris/estree-walker,33668779,False,False,False,True
rich-harris/magic-string,26143240,False,False,False,True
rob--w/proxy-from-env,52038793,False,False,False,True
rogdham/backports.zstd,977687927,False,False,False,True
rollup/plugins,203607977,False,False,False,True
ronaldoussoren/pyobjc,243933900,False,False,False,True
rust-cli/anstyle,493821282,False,False,False,True
rust-cli/env_logger,96382888,False,False,False,True
rust-embedded/critical-section,365854323,False,False,False,True
rust-fuzz/arbitrary,90591032,False,False,False,True
rust-itertools/itertools,22360263,False,False,False,True
rust-lang-deprecated/tempdir,31728565,False,True,False,False
rust-lang-nursery/lazy-static.rs,21157492,False,False,False,True
rust-lang/cc-rs,26039547,False,False,False,True
rust-lang/cfg-if,38723660,False,False,False,True
rust-lang/compiler-builtins,65153793,False,False,False,True
rust-lang/flate2-rs,21954009,False,False,False,True
rust-lang/futures-rs,55077261,False,False,False,True
rust-lang/glob,23241722,False,False,False,True
rust-lang/hashbrown,155119796,False,False,False,True
rust-lang/libc,29197565,False,False,False,True
rust-lang/libz-sys,26042019,False,False,False,True
rust-lang/log,27974762,False,False,False,True
rust-lang/pkg-config-rs,26042035,False,False,False,True
rust-lang/regex,27890669,False,False,False,True
rust-lang/rust,724712,False,False,False,True
rust-num/num-traits,114705611,False,False,False,True
rust-phf/rust-phf,15992970,False,False,False,True
rust-random/getrandom,166545969,False,False,False,True
rust-random/rand,30227790,False,False,False,True
rust-random/rand_core,1086593277,False,False,False,True
rust-random/rngs,209510094,False,False,False,True
rustcrypto/formats,406051759,False,False,False,True
rustcrypto/hashes,74106774,False,False,False,True
rustcrypto/stream-ciphers,83051505,False,False,False,True
rustcrypto/traits,85605821,False,False,False,True
rustcrypto/utils,77307442,False,False,False,True
rvagg/archived-prr,9151864,False,True,False,False
rvagg/bl,10706095,False,False,False,True
rvagg/through2,11808187,False,False,False,True
ryanzim/universalify,87651180,False,False,False,True
salesforce/tough-cookie,2606873,False,False,False,True
samn/json-stable-stringify,76598131,False,False,False,True
samverschueren/decode-uri-component,91837954,False,False,False,True
sboudrias/inquirer.js,10114077,False,False,False,True
scikit-build/ninja-python-distributions,75102202,False,False,False,True
scikit-learn/scikit-learn,843222,False,False,False,True
scipy/scipy,1460385,False,False,False,True
seanmonstar/reqwest,62350380,False,False,False,True
sec-ant/readable-stream,569980966,False,False,False,True
selinuxproject/selinux,20648799,False,False,False,True
serde-rs/bytes,87358441,False,False,False,True
serde-rs/json,35894511,False,False,False,True
serde-rs/serde,14367737,False,False,False,True
servo/rust-fnv,33499190,False,False,False,True
servo/rust-smallvec,33456236,False,False,False,True
servo/rust-url,14934771,False,False,False,True
sinclairzx81/typebox,87454905,False,False,False,True
sindresorhus/ansi-escapes,40721875,False,False,False,True
sindresorhus/array-union,21005682,False,False,False,True
sindresorhus/binary-extensions,29771015,False,False,False,True
sindresorhus/callsites,18938743,False,False,False,True
sindresorhus/camelcase,25116836,False,False,False,True
sindresorhus/clean-stack,62838930,False,False,False,True
sindresorhus/cli-cursor,23512396,False,False,False,True
sindresorhus/crypto-random-string,73665728,False,False,False,True
sindresorhus/decamelize,29773710,False,False,False,True
sindresorhus/detect-newline,21304485,False,False,False,True
sindresorhus/environment,793180075,False,False,False,True
sindresorhus/escape-string-regexp,21169121,False,False,False,True
sindresorhus/execa,47475908,False,False,False,True
sindresorhus/figures,21672939,False,False,False,True
sindresorhus/file-type,19105307,False,False,False,True
sindresorhus/find-cache-directory,48783244,False,False,False,True
sindresorhus/find-up,41723004,False,False,False,True
sindresorhus/find-up-simple,714044439,False,False,False,True
sindresorhus/get-east-asian-width,711160838,False,False,False,True
sindresorhus/get-stream,44264225,False,False,False,True
sindresorhus/globals,15186239,False,False,False,True
sindresorhus/globby,21069494,False,False,False,True
sindresorhus/has-flag,38718671,False,False,False,True
sindresorhus/import-fresh,22020904,False,False,False,True
sindresorhus/import-local,90292430,False,False,False,True
sindresorhus/indent-string,20576837,False,False,False,True
sindresorhus/is-binary-path,29771247,False,False,False,True
sindresorhus/is-docker,33590534,False,False,False,True
sindresorhus/is-fullwidth-code-point,39222301,False,False,False,True
sindresorhus/is-inside-container,601943060,False,False,False,True
sindresorhus/is-path-inside,21054113,False,False,False,True
sindresorhus/is-plain-obj,38923193,False,False,False,True
sindresorhus/is-stream,29436825,False,False,False,True
sindresorhus/is-unicode-supported,348660847,False,False,False,True
sindresorhus/is-wsl,88415331,False,False,False,True
sindresorhus/leven,22794601,False,False,False,True
sindresorhus/locate-path,74266248,False,False,False,True
sindresorhus/log-symbols,21673868,False,False,False,True
sindresorhus/lowercase-keys,29769737,False,False,False,True
sindresorhus/make-dir,90776169,False,False,False,True
sindresorhus/meow,25121561,False,False,False,True
sindresorhus/mimic-function,71381729,False,False,False,True
sindresorhus/mimic-response,93189529,False,False,False,True
sindresorhus/node-defaults,7985040,False,False,False,True
sindresorhus/normalize-url,29094022,False,False,False,True
sindresorhus/npm-run-path,48707028,False,False,False,True
sindresorhus/object-assign,16457190,False,False,False,True
sindresorhus/onetime,14847357,False,False,False,True
sindresorhus/open,18469325,False,False,False,True
sindresorhus/p-limit,71542716,False,False,False,True
sindresorhus/p-locate,74265632,False,False,False,True
sindresorhus/p-map,71526722,False,False,False,True
sindresorhus/p-try,71534796,False,False,False,True
sindresorhus/package-directory,41724281,False,False,False,True
sindresorhus/parent-module,50187748,False,False,False,True
sindresorhus/parse-json,41367145,False,False,False,True
sindresorhus/path-exists,34965664,False,False,False,True
sindresorhus/path-is-absolute,30900285,False,True,False,False
sindresorhus/path-key,48706449,False,False,False,True
sindresorhus/path-type,41905436,False,False,False,True
sindresorhus/pify,41585934,False,False,False,True
sindresorhus/quick-lru,86679721,False,False,False,True
sindresorhus/read-package-up,41842429,False,False,False,True
sindresorhus/read-pkg,41790094,False,False,False,True
sindresorhus/resolve-cwd,47504070,False,False,False,True
sindresorhus/resolve-from,22022707,False,False,False,True
sindresorhus/restore-cursor,23512229,False,False,False,True
sindresorhus/shebang-regex,30903733,False,False,False,True
sindresorhus/slash,11516031,False,False,False,True
sindresorhus/string-width,39222730,False,False,False,True
sindresorhus/strip-bom,18444852,False,False,False,True
sindresorhus/strip-final-newline,47453723,False,False,False,True
sindresorhus/strip-indent,18242629,False,False,False,True
sindresorhus/strip-json-comments,14468669,False,False,False,True
sindresorhus/tagged-tag,795552264,False,False,False,True
sindresorhus/to-fast-properties,31656998,False,False,False,True
sindresorhus/type-fest,175398594,False,False,False,True
sindresorhus/unicorn-magic,716660564,False,False,False,True
sindresorhus/yocto-queue,315531538,False,False,False,True
sinonjs/commons,143001748,False,False,False,True
sinonjs/fake-timers,16523712,False,False,False,True
smithy-lang/smithy-rs,308027791,False,False,False,True
smithy-lang/smithy-typescript,208319207,False,False,False,True
smol-rs/fastrand,267368764,False,False,False,True
snowflakedb/snowflake-connector-python,62262074,False,False,False,True
socketio/socket.io,557980,False,False,False,True
sqlalchemy/sqlalchemy,159271175,False,False,False,True
sqlite/sqlite,176278485,False,False,False,True
srijs/rust-crc32fast,157348282,False,False,False,True
stebalien/tempfile,33832372,False,False,False,True
stefanpenner/get-caller-file,48818175,False,False,False,True
storybookjs/storybook,54173593,False,False,False,True
stream-utils/destroy,15544623,False,False,False,True
stream-utils/raw-body,12823654,False,False,False,True
stream-utils/unpipe,37428186,False,False,False,True
streamich/memfs,37490572,False,False,False,True
stub42/pytz,63155638,False,False,False,True
suguru03/neo-async,27030361,False,False,False,True
sval-rs/sval,157205610,False,False,False,True
swc-project/swc,115110181,False,False,False,True
sybrenstuvel/python-rsa,50107469,False,True,False,False
syntax-tree/unist-util-is,41795086,False,False,False,True
systemd/systemd,32873313,False,False,False,True
taiki-e/pin-project,164668916,False,False,False,True
taiki-e/pin-project-lite,216847853,False,False,False,True
taiki-e/portable-atomic,448365131,False,False,False,True
tapjs/signal-exit,35711072,False,False,False,True
tapjs/stack-utils,48974178,False,False,False,True
tartley/colorama,18892209,False,False,False,True
teambition/merge2,25396227,False,False,False,True
teddriggs/darling,89984100,False,False,False,True
tehshrike/deepmerge,3276413,False,False,False,True
terkelg/sisteransi,122441239,False,False,False,True
terser/terser,29097127,False,False,False,True
textualize/rich,220809393,False,False,False,True
theskumar/python-dotenv,23727790,False,False,False,True
thkukuk/rpcsvc-proto,55140533,False,False,False,True
thlorenz/convert-source-map,8751561,False,False,False,True
thlorenz/deep-is,9345558,False,False,False,True
tim-kos/node-retry,1738798,False,False,False,True
time-rs/time,26459635,False,False,False,True
tj/commander.js,2206953,False,False,False,True
tj/node-cookie-signature,6229722,False,False,False,True
tjguk/wmi,23124645,False,False,False,True
tkem/cachetools,18006791,False,False,False,True
tokio-rs/bytes,30062547,False,False,False,True
tokio-rs/loom,161875917,False,False,False,True
tokio-rs/prost,94262864,False,False,False,True
tokio-rs/slab,37093133,False,False,False,True
tokio-rs/tokio,67836789,False,False,False,True
tokio-rs/tracing,165289175,False,False,False,True
toml-rs/toml,95902102,False,False,False,True
tootallnate/proxy-agents,11293703,False,False,False,True
tootallnate/util-deprecate,19321056,False,False,False,True
torvalds/linux,2325298,False,False,True,True
tower-rs/tower,98244646,False,False,False,True
tox-dev/filelock,17098256,False,False,False,True
tox-dev/platformdirs,367032142,False,False,False,True
tqdm/tqdm,36804486,False,False,False,True
tritondatacenter/node-assert-plus,4767976,False,False,False,True
tritondatacenter/node-extsprintf,4058064,False,False,False,True
troygoode/node-require-directory,3053807,False,False,False,True
tsconfig/bases,263697285,False,False,False,True
tukaani-project/xz,553665726,False,False,False,True
typescript-eslint/typescript-eslint,165536154,False,False,False,True
typeshed-internal/stub_uploader,331669593,False,False,False,True
unicode-org/icu,49244766,False,False,False,True
unicode-org/icu4x,243395141,False,False,False,True
unicode-rs/unicode-xid,34637906,False,False,False,True
unshiftio/requires-port,26316179,False,False,False,True
uqfoundation/dill,11031844,False,False,False,True
urllib3/urllib3,2410676,False,False,False,True
util-linux/util-linux,2339555,False,False,False,True
uuidjs/uuid,1203139,False,False,False,True
vercel/ai,644461337,False,False,False,True
vercel/ms,3655872,False,False,False,True
visionmedia/bytes.js,4626886,False,False,False,True
vitest-dev/vitest,434708679,False,False,False,True
vorner/signal-hook,137260008,False,False,False,True
vuejs/core,137078487,False,False,False,True
wasm-bindgen/wasm-bindgen,114685405,False,False,False,True
watson/ci-info,71475907,False,False,False,True
wbond/asn1crypto,36823669,False,False,False,True
webmproject/libwebp,23368445,False,False,True,True
webpack/enhanced-resolve,5400204,False,False,False,True
webpack/loader-utils,6503675,False,True,False,False
webpack/minimizer-webpack-plugin,143057914,False,False,False,True
webpack/schema-utils,80306715,False,False,False,True
webpack/tapable,7730086,False,False,False,True
webpack/watchpack,24119524,False,False,False,True
webpack/webpack-sources,48954523,False,False,False,True
webreflection/flatted,131121620,False,False,False,True
webreflection/html-escaper,33597730,False,False,False,True
websocket-client/websocket-client,1202362,False,False,False,True
websockets/ws,2744972,False,False,False,True
wesleytodd/setprototypeof,30301031,False,False,False,True
whitequark/ipaddr.js,2110585,False,False,False,True
withoutboats/heck,86326466,False,False,False,True
xiph/ogg,33956205,False,False,False,True
xtuc/webassemblyjs,113006071,False,False,False,True
yahoo/serialize-javascript,24106944,False,False,False,True
yaml/libyaml,2699072,False,False,False,True
yaml/pyyaml,2700147,False,False,False,True
yargs/cliui,34287546,False,False,False,True
yargs/set-blocking,58830287,False,False,False,True
yargs/y18n,39720886,False,False,False,True
yargs/yargs,14210523,False,False,False,True
yargs/yargs-parser,50258379,False,False,False,True
yuzujs/setimmediate,1981208,False,False,False,True
zertosh/loose-envify,41947687,False,False,False,True
zesterer/spin-rs,21686666,False,False,False,True
zloirock/core-js,11481338,False,False,False,True
