repo,repo_id,license,license_source,oss
ljharb/define-properties,gh/28768789,mit,registry,True
ljharb/es-abstract,gh/28995155,mit,registry,True
ljharb/es-define-property,gh/756570458,mit,registry,True
ljharb/es-errors,gh/752160492,mit,registry,True
ljharb/es-shim-unscopables,gh/480458584,mit,registry,True
ljharb/es-to-primitive,gh/32377814,mit,registry,True
ljharb/get-intrinsic,gh/308516559,mit,registry,True
ljharb/get-proto,gh/911035271,mit,registry,True
ljharb/gopd,gh/560708130,mit,registry,True
ljharb/internal-slot,gh/216159146,mit,registry,True
ljharb/object-keys,gh/9103992,mit,registry,True
ljharb/object.assign,gh/17755831,mit,registry,True
ljharb/possible-typed-array-names,gh/760136716,mit,registry,True
ljharb/qs,gh/22266795,bsd-3-clause,registry,True
ljharb/safe-regex-test,gh/540138887,mit,registry,True
ljharb/set-function-length,gh/704249795,mit,registry,True
ljharb/side-channel,gh/225239081,mit,registry,True
ljharb/side-channel-list,gh/901451610,mit,registry,True
ljharb/side-channel-map,gh/901191461,mit,registry,True
ljharb/side-channel-weakmap,gh/901188921,mit,registry,True
lodash/lodash,gh/3955647,mit,registry,True
loganfsmyth/gensync,gh/132383032,mit,registry,True
lokathor/bytemuck,gh/209673558,zlib or apache-2.0 or mit,registry,True
lovell/detect-libc,gh/96149091,apache-2.0,registry,True
lukeed/dequal,gh/174421655,mit,registry,True
lukeed/escalade,gh/273568715,mit,registry,True
lukeed/kleur,gh/140393403,mit,registry,True
lxml/lxml,gh/1353927,bsd-3-clause,registry,True
lydell/js-tokens,gh/17552490,mit,registry,True
lz4/lz4,gh/18106269,bsd-2-clause,registry,True
madler/zlib,gh/2359378,zlib,registry,True
mafintosh/end-of-stream,gh/14732255,mit,registry,True
mafintosh/pump,gh/12118126,mit,registry,True
mafintosh/tar-stream,gh/15340089,mit,registry,True
marshallpierce/rust-base64,gh/47371310,mit or apache-2.0,registry,True
mathiasbynens/cssesc,gh/12001360,mit,registry,True
mathiasbynens/emoji-regex,gh/24557614,mit,registry,True
mathiasbynens/jsesc,gh/10498729,mit,registry,True
mathiasbynens/punycode.js,gh/2755924,mit,registry,True
mathiasbynens/regenerate,gh/10182772,mit,registry,True
mathiasbynens/regexpu-core,gh/49437324,mit,registry,True
mathiasbynens/unicode-canonical-property-names-ecmascript,gh/88346537,mit,registry,True
mathiasbynens/unicode-property-aliases-ecmascript,gh/88333533,mit,registry,True
matklad/once_cell,gh/143220272,mit or apache-2.0,registry,True
matplotlib/matplotlib,gh/1385122,python-2.0,registry,True
mcollina/fastq,gh/37368217,isc,registry,True
mcollina/reusify,gh/42106515,mit,registry,True
md/tcp-wrappers,gl/debian-28852,tcp-wrappers,override,True
mdn/data,gh/70901646,cc0-1.0,registry,False
medikoo/d,gh/10817569,isc,registry,True
medikoo/es5-ext,gh/1792941,isc,registry,True
medikoo/es6-symbol,gh/14423385,isc,registry,True
medikoo/type,gh/177198492,isc,registry,True
meinersbur/isl,gh/37677854,mit,registry,True
mhammond/pywin32,gh/108187130,python-2.0,registry,True
micheles/decorator,gh/14656555,bsd-3-clause,registry,True
micromark/micromark,gh/157420458,mit,registry,True
micromatch/anymatch,gh/11458302,isc,registry,True
micromatch/braces,gh/25475303,mit,registry,True
micromatch/is-extglob,gh/31788841,mit,registry,True
micromatch/is-glob,gh/28179425,mit,registry,True
micromatch/micromatch,gh/27359938,mit,registry,True
micromatch/picomatch,gh/156211895,mit,registry,True
micromatch/to-regex-range,gh/40355891,mit,registry,True
microsoft/tslib,gh/34414315,0bsd,registry,True
microsoft/typescript,gh/20929025,apache-2.0,registry,True
microsoft/windows-rs,gh/208102250,mit or apache-2.0,registry,True
minimistjs/minimist,gh/549230701,mit,registry,True
mirror/ncurses,gh/22324756,x11-distribute-modifications-variant,registry,True
mitsuhiko/insta,gh/165561258,apache-2.0,registry,True
mm2/little-cms,gh/507969,mit,github,True
moment/moment,gh/1424470,mit,registry,True
more-itertools/more-itertools,gh/4144530,mit,registry,True
motdotla/dotenv,gh/11205780,bsd-2-clause,registry,True
moxystudio/node-cross-spawn,gh/21335844,mit,registry,True
mozilla/source-map,gh/2014930,bsd-3-clause,registry,True
mpc/mpc,gl/inria-22470,lgpl-3.0-or-later,override,True
mpfr/mpfr,gl/inria-33626,gpl-3.0+,gitlab,True
mrabarnett/mrab-regex,gh/309446978,apache-2.0 and cnri-python,registry,True
mrmlnc/fast-glob,gh/77467076,mit,registry,True
msgpack/msgpack-python,gh/2242705,apache-2.0,registry,True
mui/material-ui,gh/23083156,mit,registry,True
multimedia-team/aom,gl/debian-29534,bsd-2-clause,gitlab,True
myrne/performance-now,gh/10219264,mit,registry,True
mysticatea/abort-controller,gh/105228556,mit,registry,True
mysticatea/event-target-shim,gh/31137469,mit,registry,True
nghttp2/nghttp2,gh/11452676,mit,registry,True
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,mit,registry,True
nlnetlabs/unbound,gh/94195301,bsd-3-clause,registry,True
node-fetch/fetch-blob,gh/186960326,mit,registry,True
node-fetch/node-fetch,gh/29849956,mit,registry,True
nodeca/argparse,gh/4325614,python-2.0,registry,True
nodeca/js-yaml,gh/2504175,mit,registry,True
nodeca/pako,gh/16231859,(mit and zlib),registry,True
nodejs/node,gh/27193779,mit,override,True
nodejs/readable-stream,gh/5187096,mit,registry,True
nodejs/string_decoder,gh/95052330,mit,registry,True
nodejs/undici,gh/133092972,mit,registry,True
nodelib/nodelib,gh/129310478,mit,registry,True
npm/abbrev-js,gh/554893,isc,registry,True
npm/cacache,gh/193812470,isc,registry,True
npm/hosted-git-info,gh/25002984,isc,registry,True
npm/ini,gh/2167680,isc,registry,True
npm/json-parse-even-better-errors,gh/211384370,mit,registry,True
npm/mute-stream,gh/5159166,isc,registry,True
npm/node-semver,gh/1357199,isc,registry,True
npm/node-which,gh/2169708,isc,registry,True
npm/nopt,gh/1544436,isc,registry,True
npm/normalize-package-data,gh/9301720,bsd-2-clause,registry,True
npm/ssri,gh/193817839,isc,registry,True
npm/unique-slug,gh/35246620,isc,registry,True
npm/write-file-atomic,gh/23896209,isc,registry,True
numpy/numpy,gh/908607,bsd-3-clause and 0bsd and mit and zlib and cc0-1.0,registry,True
nv/cssom,gh/1025209,mit,registry,True
nvzqz/static-assertions,gh/100129252,mit or apache-2.0,registry,True
oauthlib/oauthlib,gh/2811323,bsd-3-clause,registry,True
octokit/openapi-types.ts,gh/304109193,mit,registry,True
octokit/types.ts,gh/216109757,mit,registry,True
oozcitak/xmlbuilder-js,gh/1042809,mit,registry,True
open-telemetry/opentelemetry-js,gh/185901023,apache-2.0,registry,True
open-telemetry/opentelemetry-js-contrib,gh/255986659,apache-2.0,registry,True
open-telemetry/opentelemetry-python,gh/185478926,apache-2.0,registry,True
open-telemetry/opentelemetry-python-contrib,gh/220524743,apache-2.0,registry,True
openssl/openssl,gh/7634677,apache-2.0,github,True
p11-glue/p11-kit,gh/12060420,bsd-3-clause,registry,True
pallets/click,gh/19103692,bsd-3-clause,registry,True
pallets/flask,gh/596892,bsd-3-clause,registry,True
pallets/itsdangerous,gh/1945034,bsd-3-clause,registry,True
pallets/jinja,gh/994551,bsd-3-clause,registry,True
pallets/markupsafe,gh/734244,bsd-3-clause,registry,True
pallets/werkzeug,gh/997338,bsd-3-clause,registry,True
pandas-dev/pandas,gh/858127,bsd-3-clause,registry,True
paramiko/paramiko,gh/119609,lgpl-2.1,registry,True
paulmillr/chokidar,gh/4090287,mit,registry,True
paulmillr/readdirp,gh/4494405,mit,registry,True
pcre2project/pcre2,gh/398251321,bsd-3-clause,registry,True
pest-parser/pest,gh/56964647,mit or apache-2.0,registry,True
peternator7/strum,gh/80964373,mit,registry,True
petkaantonov/bluebird,gh/12670444,mit,registry,True
pexpect/ptyprocess,gh/24727748,isc,registry,True
pillarjs/encodeurl,gh/60721766,mit,registry,True
pillarjs/finalhandler,gh/20547377,mit,registry,True
pillarjs/iconv-lite,gh/2743221,mit,registry,True
pillarjs/parseurl,gh/17533192,mit,registry,True
pillarjs/path-to-regexp,gh/5265803,mit,registry,True
pillarjs/send,gh/4879977,mit,registry,True
pixman/pixman,gl/freedesktop-158,mit,gitlab,True
pkgconf/pkgconf,gh/4180110,isc,registry,True
pnggroup/libpng,gh/3768025,libpng-2.0,registry,True
postcss/postcss,gh/13078968,mit,registry,True
postcss/postcss-selector-parser,gh/36500102,mit,registry,True
postcss/postcss-value-parser,gh/40920306,mit,registry,True
prettier/prettier,gh/75104123,mit,registry,True
primus/eventemitter3,gh/13100677,mit,registry,True
proptest-rs/proptest,gh/94702898,mit or apache-2.0,registry,True
protobufjs/protobuf.js,gh/8507859,bsd-3-clause,registry,True
protocolbuffers/protobuf,gh/23357588,bsd-3-clause,registry,True
psf/requests,gh/1362490,apache-2.0,registry,True
psycopg/psycopg2,gh/7730829,lgpl-2.1,registry,True
pvorb/clone,gh/2317381,mit,registry,True
pyasn1/pyasn1,gh/512723255,bsd-2-clause,registry,True
pyasn1/pyasn1-modules,gh/512723354,bsd-3-clause,registry,True
pyca/bcrypt,gh/9993757,apache-2.0,registry,True
pyca/cryptography,gh/11939484,apache-2.0 or bsd-3-clause,registry,True
pyca/pynacl,gh/8350032,apache-2.0,registry,True
pyca/pyopenssl,gh/15778059,apache-2.0,registry,True
pydantic/pydantic,gh/90194616,mit,registry,True
pydantic/typing-inspection,gh/930576948,mit,registry,True
pygments/pygments,gh/205564111,bsd-2-clause,registry,True
pypa/distlib,gh/436970140,python-2.0,registry,True
pypa/packaging,gh/19837758,apache-2.0,registry,True
pypa/pip,gh/1446467,mit,registry,True
pypa/setuptools,gh/54980593,mit,registry,True
pypa/virtualenv,gh/1446474,mit,registry,True
pypa/wheel,gh/98346885,mit,registry,True
pyparsing/pyparsing,gh/91262163,mit,registry,True
pytest-dev/iniconfig,gh/66012563,mit,registry,True
pytest-dev/pluggy,gh/34739117,mit,registry,True
pytest-dev/pytest,gh/37489525,mit,registry,True
python-attrs/attrs,gh/29918975,mit,registry,True
python-cffi/cffi,gh/696427398,mit,registry,True
python-greenlet/greenlet,gh/3003137,mit and psf-2.0,registry,True
python-hyper/brotlicffi,gh/43543393,mit,registry,True
python-hyper/h11,gh/57372073,mit,registry,True
python-jsonschema/jsonschema,gh/3072629,mit,registry,True
python-jsonschema/jsonschema-specifications,gh/582755777,mit,registry,True
python-jsonschema/referencing,gh/569027868,mit,registry,True
python-pillow/pillow,gh/5171600,mit-cmu,registry,True
python-poetry/tomlkit,gh/140365570,mit,registry,True
python-trio/sniffio,gh/142657210,apache-2.0,registry,True
python/cpython,gh/81598961,python-2.0,override,True
python/importlib_metadata,gh/306448340,apache-2.0,registry,True
python/importlib_resources,gh/306147182,apache-2.0,registry,True
python/mypy,gh/7053637,mit,registry,True
python/mypy_extensions,gh/165752308,mit,override,True
python/typing,gh/24604008,python-2.0,registry,True
python/typing_extensions,gh/494077289,psf-2.0,registry,True
python/tzdata,gh/242158882,apache-2.0,registry,True
qix-/color-convert,gh/1874305,mit,registry,True
qix-/node-error-ex,gh/41388258,mit,registry,True
qix-/node-is-arrayish,gh/41376759,mit,registry,True
qt/qt5,gh/9880318,bsd-3-clause and gfdl-1.3-no-invariants-only and gpl-2.0-only and (gpl-3.0-only with qt-gpl-exception-1.0) and lgpl-3.0-only,registry,True
radix-ui/primitives,gh/273499522,mit,registry,True
raszi/node-tmp,gh/2313213,mit,registry,True
raynos/for-each,gh/6006855,mit,registry,True
raynos/function-bind,gh/10727014,mit,registry,True
raynos/xtend,gh/4419184,mit,registry,True
rayon-rs/either,gh/42479602,mit or apache-2.0,registry,True
rayon-rs/rayon,gh/24725038,mit or apache-2.0,registry,True
react/create-react-app,gh/63537249,mit,registry,True
react/metro,gh/76504246,mit,registry,True
react/react,gh/10270250,mit,registry,True
reactivex/rxjs,gh/32247847,apache-2.0,registry,True
realpython/pytest-mypy,gh/69576530,mit,registry,True
remix-run/react-router,gh/19872456,mit,registry,True
remusao/tldts,gh/97631656,mit,registry,True
requests/requests-oauthlib,gh/6825724,bsd-3-clause,registry,True
requests/toolbelt,gh/15515181,apache-2.0,registry,True
retep998/winapi-rs,gh/23853482,mit,registry,True
rich-harris/estree-walker,gh/33668779,mit,registry,True
rich-harris/magic-string,gh/26143240,mit,registry,True
rob--w/proxy-from-env,gh/52038793,mit,registry,True
rogdham/backports.zstd,gh/977687927,psf-2.0,registry,True
rollup/plugins,gh/203607977,mit,registry,True
ronaldoussoren/pyobjc,gh/243933900,mit,registry,True
rust-cli/anstyle,gh/493821282,mit or apache-2.0,registry,True
rust-cli/env_logger,gh/96382888,mit or apache-2.0,registry,True
rust-embedded/critical-section,gh/365854323,mit or apache-2.0,registry,True
rust-fuzz/arbitrary,gh/90591032,mit or apache-2.0,registry,True
rust-itertools/itertools,gh/22360263,mit or apache-2.0,registry,True
rust-lang-deprecated/tempdir,gh/31728565,mit/apache-2.0,registry,True
rust-lang-nursery/lazy-static.rs,gh/21157492,mit or apache-2.0,registry,True
rust-lang/cc-rs,gh/26039547,mit or apache-2.0,registry,True
rust-lang/cfg-if,gh/38723660,mit or apache-2.0,registry,True
rust-lang/compiler-builtins,gh/65153793,mit,registry,True
rust-lang/flate2-rs,gh/21954009,mit or apache-2.0,registry,True
rust-lang/futures-rs,gh/55077261,mit or apache-2.0,registry,True
rust-lang/glob,gh/23241722,mit or apache-2.0,registry,True
rust-lang/hashbrown,gh/155119796,mit or apache-2.0,registry,True
rust-lang/libc,gh/29197565,mit or apache-2.0,registry,True
rust-lang/libz-sys,gh/26042019,mit or apache-2.0,registry,True
rust-lang/log,gh/27974762,mit or apache-2.0,registry,True
rust-lang/pkg-config-rs,gh/26042035,mit or apache-2.0,registry,True
rust-lang/regex,gh/27890669,mit or apache-2.0,registry,True
rust-lang/rust,gh/724712,mit/apache-2.0,registry,True
rust-num/num-traits,gh/114705611,mit or apache-2.0,registry,True
rust-phf/rust-phf,gh/15992970,mit,registry,True
rust-random/getrandom,gh/166545969,mit or apache-2.0,registry,True
rust-random/rand,gh/30227790,mit or apache-2.0,registry,True
rust-random/rand_core,gh/1086593277,mit or apache-2.0,registry,True
rust-random/rngs,gh/209510094,mit or apache-2.0,registry,True
rustcrypto/formats,gh/406051759,apache-2.0 or mit,registry,True
rustcrypto/hashes,gh/74106774,mit or apache-2.0,registry,True
rustcrypto/stream-ciphers,gh/83051505,mit or apache-2.0,registry,True
rustcrypto/traits,gh/85605821,mit or apache-2.0,registry,True
rustcrypto/utils,gh/77307442,mit or apache-2.0,registry,True
rvagg/archived-prr,gh/9151864,mit,registry,True
rvagg/bl,gh/10706095,mit,registry,True
rvagg/through2,gh/11808187,mit,registry,True
ryanzim/universalify,gh/87651180,mit,registry,True
sailfishos-mirror/acl,gh/504504895,gpl-2.0-or-later and lgpl-2.1-or-later,registry,True
sailfishos-mirror/bzip2,gh/251322671,bzip2-1.0.6,registry,True
sailfishos-mirror/readline,gh/251362875,gpl-3.0-or-later,registry,True
salesforce/tough-cookie,gh/2606873,bsd-3-clause,registry,True
samn/json-stable-stringify,gh/76598131,mit,registry,True
samverschueren/decode-uri-component,gh/91837954,mit,registry,True
sboudrias/inquirer.js,gh/10114077,mit,registry,True
scikit-build/ninja-python-distributions,gh/75102202,apache-2.0,registry,True
scikit-learn/scikit-learn,gh/843222,bsd-3-clause,registry,True
scipy/scipy,gh/1460385,bsd-3-clause,registry,True
seanmonstar/reqwest,gh/62350380,mit or apache-2.0,registry,True
sec-ant/readable-stream,gh/569980966,mit,registry,True
selinuxproject/selinux,gh/20648799,gpl-2.0-only,override,True
serde-rs/bytes,gh/87358441,mit or apache-2.0,registry,True
serde-rs/json,gh/35894511,mit or apache-2.0,registry,True
serde-rs/serde,gh/14367737,mit or apache-2.0,registry,True
servo/rust-fnv,gh/33499190,apache-2.0 / mit,registry,True
servo/rust-smallvec,gh/33456236,mit or apache-2.0,registry,True
servo/rust-url,gh/14934771,mit or apache-2.0,registry,True
sinclairzx81/typebox,gh/87454905,mit,registry,True
sindresorhus/ansi-escapes,gh/40721875,mit,registry,True
sindresorhus/array-union,gh/21005682,mit,registry,True
sindresorhus/binary-extensions,gh/29771015,mit,registry,True
sindresorhus/callsites,gh/18938743,mit,registry,True
sindresorhus/camelcase,gh/25116836,mit,registry,True
sindresorhus/clean-stack,gh/62838930,mit,registry,True
sindresorhus/cli-cursor,gh/23512396,mit,registry,True
sindresorhus/crypto-random-string,gh/73665728,mit,registry,True
sindresorhus/decamelize,gh/29773710,mit,registry,True
sindresorhus/detect-newline,gh/21304485,mit,registry,True
sindresorhus/environment,gh/793180075,mit,registry,True
sindresorhus/escape-string-regexp,gh/21169121,mit,registry,True
sindresorhus/execa,gh/47475908,mit,registry,True
sindresorhus/figures,gh/21672939,mit,registry,True
sindresorhus/file-type,gh/19105307,mit,registry,True
sindresorhus/find-cache-directory,gh/48783244,mit,registry,True
sindresorhus/find-up,gh/41723004,mit,registry,True
sindresorhus/find-up-simple,gh/714044439,mit,registry,True
sindresorhus/get-east-asian-width,gh/711160838,mit,registry,True
sindresorhus/get-stream,gh/44264225,mit,registry,True
sindresorhus/globals,gh/15186239,mit,registry,True
sindresorhus/globby,gh/21069494,mit,registry,True
sindresorhus/has-flag,gh/38718671,mit,registry,True
sindresorhus/import-fresh,gh/22020904,mit,registry,True
sindresorhus/import-local,gh/90292430,mit,registry,True
sindresorhus/indent-string,gh/20576837,mit,registry,True
sindresorhus/is-binary-path,gh/29771247,mit,registry,True
sindresorhus/is-docker,gh/33590534,mit,registry,True
sindresorhus/is-fullwidth-code-point,gh/39222301,mit,registry,True
sindresorhus/is-inside-container,gh/601943060,mit,registry,True
sindresorhus/is-path-inside,gh/21054113,mit,registry,True
sindresorhus/is-plain-obj,gh/38923193,mit,registry,True
sindresorhus/is-stream,gh/29436825,mit,registry,True
sindresorhus/is-unicode-supported,gh/348660847,mit,registry,True
sindresorhus/is-wsl,gh/88415331,mit,registry,True
sindresorhus/leven,gh/22794601,mit,registry,True
sindresorhus/locate-path,gh/74266248,mit,registry,True
sindresorhus/log-symbols,gh/21673868,mit,registry,True
sindresorhus/lowercase-keys,gh/29769737,mit,registry,True
sindresorhus/make-dir,gh/90776169,mit,registry,True
sindresorhus/meow,gh/25121561,mit,registry,True
sindresorhus/mimic-function,gh/71381729,mit,registry,True
sindresorhus/mimic-response,gh/93189529,mit,registry,True
sindresorhus/node-defaults,gh/7985040,mit,registry,True
sindresorhus/normalize-url,gh/29094022,mit,registry,True
sindresorhus/npm-run-path,gh/48707028,mit,registry,True
sindresorhus/object-assign,gh/16457190,mit,registry,True
sindresorhus/onetime,gh/14847357,mit,registry,True
sindresorhus/open,gh/18469325,mit,registry,True
sindresorhus/p-limit,gh/71542716,mit,registry,True
sindresorhus/p-locate,gh/74265632,mit,registry,True
sindresorhus/p-map,gh/71526722,mit,registry,True
sindresorhus/p-try,gh/71534796,mit,registry,True
sindresorhus/package-directory,gh/41724281,mit,registry,True
sindresorhus/parent-module,gh/50187748,mit,registry,True
sindresorhus/parse-json,gh/41367145,mit,registry,True
sindresorhus/path-exists,gh/34965664,mit,registry,True
sindresorhus/path-is-absolute,gh/30900285,mit,registry,True
sindresorhus/path-key,gh/48706449,mit,registry,True
sindresorhus/path-type,gh/41905436,mit,registry,True
sindresorhus/pify,gh/41585934,mit,registry,True
sindresorhus/quick-lru,gh/86679721,mit,registry,True
sindresorhus/read-package-up,gh/41842429,mit,registry,True
sindresorhus/read-pkg,gh/41790094,mit,registry,True
sindresorhus/resolve-cwd,gh/47504070,mit,registry,True
sindresorhus/resolve-from,gh/22022707,mit,registry,True
sindresorhus/restore-cursor,gh/23512229,mit,registry,True
sindresorhus/shebang-regex,gh/30903733,mit,registry,True
sindresorhus/slash,gh/11516031,mit,registry,True
sindresorhus/string-width,gh/39222730,mit,registry,True
sindresorhus/strip-bom,gh/18444852,mit,registry,True
sindresorhus/strip-final-newline,gh/47453723,mit,registry,True
sindresorhus/strip-indent,gh/18242629,mit,registry,True
sindresorhus/strip-json-comments,gh/14468669,mit,registry,True
sindresorhus/tagged-tag,gh/795552264,mit,registry,True
sindresorhus/to-fast-properties,gh/31656998,mit,registry,True
sindresorhus/type-fest,gh/175398594,(mit or cc0-1.0),registry,True
sindresorhus/unicorn-magic,gh/716660564,mit,registry,True
sindresorhus/yocto-queue,gh/315531538,mit,registry,True
sinonjs/commons,gh/143001748,bsd-3-clause,registry,True
sinonjs/fake-timers,gh/16523712,bsd-3-clause,registry,True
smithy-lang/smithy-rs,gh/308027791,apache-2.0,registry,True
smithy-lang/smithy-typescript,gh/208319207,apache-2.0,registry,True
smol-rs/fastrand,gh/267368764,apache-2.0 or mit,registry,True
snowflakedb/snowflake-connector-python,gh/62262074,apache-2.0,registry,True
socketio/socket.io,gh/557980,mit,registry,True
sqlalchemy/sqlalchemy,gh/159271175,mit,registry,True
sqlite/sqlite,gh/176278485,blessing,registry,True
srijs/rust-crc32fast,gh/157348282,mit or apache-2.0,registry,True
stebalien/tempfile,gh/33832372,mit or apache-2.0,registry,True
stefanpenner/get-caller-file,gh/48818175,isc,registry,True
storybookjs/storybook,gh/54173593,mit,registry,True
stream-utils/destroy,gh/15544623,mit,registry,True
stream-utils/raw-body,gh/12823654,mit,registry,True
stream-utils/unpipe,gh/37428186,mit,registry,True
streamich/memfs,gh/37490572,apache-2.0,registry,True
stub42/pytz,gh/63155638,mit,registry,True
suguru03/neo-async,gh/27030361,mit,registry,True
sval-rs/sval,gh/157205610,apache-2.0 or mit,registry,True
swc-project/swc,gh/115110181,apache-2.0,registry,True
sybrenstuvel/python-rsa,gh/50107469,apache-2.0,registry,True
syntax-tree/unist-util-is,gh/41795086,mit,registry,True
systemd/systemd,gh/32873313,lgpl-2.1-or-later and gpl-2.0-or-later and cc0-1.0 and lgpl-2.0-or-later and mit and mit-0 and licenseref-homebrew-public-domain and (lgpl-2.0-or-later with linux-syscall-note) and (gpl-1.0-or-later with linux-syscall-note) and (gpl-2.0-or-later with linux-syscall-note) and (gpl-2.0-only with linux-syscall-note) and (bsd-3-clause or (gpl-2.0-only with linux-syscall-note)) and (mit or (gpl-2.0-only with linux-syscall-note)) and (mit or (gpl-2.0-or-later with linux-syscall-note)) and (gpl-2.0-only or bsd-2-clause),registry,True
taiki-e/pin-project,gh/164668916,apache-2.0 or mit,registry,True
taiki-e/pin-project-lite,gh/216847853,apache-2.0 or mit,registry,True
taiki-e/portable-atomic,gh/448365131,apache-2.0 or mit,registry,True
takluyver/jeepney,gl/2780772,mit,gitlab,True
tapjs/signal-exit,gh/35711072,isc,registry,True
tapjs/stack-utils,gh/48974178,mit,registry,True
tartley/colorama,gh/18892209,bsd-3-clause,registry,True
teambition/merge2,gh/25396227,mit,registry,True
teddriggs/darling,gh/89984100,mit,registry,True
tehshrike/deepmerge,gh/3276413,mit,registry,True
terkelg/sisteransi,gh/122441239,mit,registry,True
terser/terser,gh/29097127,bsd-2-clause,registry,True
textualize/rich,gh/220809393,mit,registry,True
theskumar/python-dotenv,gh/23727790,bsd-3-clause,registry,True
thkukuk/rpcsvc-proto,gh/55140533,bsd-3-clause,override,True
thlorenz/convert-source-map,gh/8751561,mit,registry,True
thlorenz/deep-is,gh/9345558,mit,registry,True
tim-kos/node-retry,gh/1738798,mit,registry,True
time-rs/time,gh/26459635,mit or apache-2.0,registry,True
tj/commander.js,gh/2206953,mit,registry,True
tj/node-cookie-signature,gh/6229722,mit,registry,True
tjguk/wmi,gh/23124645,mit,override,True
tkem/cachetools,gh/18006791,mit,registry,True
tokio-rs/bytes,gh/30062547,mit,registry,True
tokio-rs/loom,gh/161875917,mit,registry,True
tokio-rs/prost,gh/94262864,apache-2.0,registry,True
tokio-rs/tokio,gh/67836789,mit,registry,True
tokio-rs/tracing,gh/165289175,mit,registry,True
toml-rs/toml,gh/95902102,mit or apache-2.0,registry,True
tootallnate/proxy-agents,gh/11293703,mit,registry,True
tootallnate/util-deprecate,gh/19321056,mit,registry,True
torvalds/linux,gh/2325298,gpl-2.0-only,override,True
tower-rs/tower,gh/98244646,mit,registry,True
tox-dev/filelock,gh/17098256,mit,registry,True
tox-dev/platformdirs,gh/367032142,mit,registry,True
tqdm/tqdm,gh/36804486,mpl-2.0 and mit,override,True
tritondatacenter/node-assert-plus,gh/4767976,mit,registry,True
tritondatacenter/node-extsprintf,gh/4058064,mit,registry,True
troygoode/node-require-directory,gh/3053807,mit,registry,True
tsconfig/bases,gh/263697285,mit,registry,True
tukaani-project/xz,gh/553665726,0bsd and gpl-2.0-or-later,registry,True
typescript-eslint/typescript-eslint,gh/165536154,mit,registry,True
typeshed-internal/stub_uploader,gh/331669593,apache-2.0,registry,True
unicode-org/icu,gh/49244766,unicode-3.0,override,True
unicode-org/icu4x,gh/243395141,unicode-3.0,registry,True
unicode-rs/unicode-xid,gh/34637906,mit or apache-2.0,registry,True
unshiftio/requires-port,gh/26316179,mit,registry,True
uqfoundation/dill,gh/11031844,bsd-3-clause,registry,True
urllib3/urllib3,gh/2410676,mit,registry,True
util-linux/util-linux,gh/2339555,bsd-3-clause and bsd-4-clause-uc and gpl-2.0-only and gpl-2.0-or-later and gpl-3.0-or-later and lgpl-2.1-or-later and licenseref-homebrew-public-domain,registry,True
uuidjs/uuid,gh/1203139,mit,registry,True
vercel/ai,gh/644461337,apache-2.0,registry,True
vercel/ms,gh/3655872,mit,registry,True
visionmedia/bytes.js,gh/4626886,mit,registry,True
vitest-dev/vitest,gh/434708679,mit,registry,True
vorner/signal-hook,gh/137260008,mit or apache-2.0,registry,True
vuejs/core,gh/137078487,mit,registry,True
wasm-bindgen/wasm-bindgen,gh/114685405,mit or apache-2.0,registry,True
watson/ci-info,gh/71475907,mit,registry,True
wbond/asn1crypto,gh/36823669,mit,registry,True
webmproject/libwebp,gh/23368445,bsd-3-clause,github,True
webpack/enhanced-resolve,gh/5400204,mit,registry,True
webpack/loader-utils,gh/6503675,mit,registry,True
webpack/minimizer-webpack-plugin,gh/143057914,mit,registry,True
webpack/schema-utils,gh/80306715,mit,registry,True
webpack/tapable,gh/7730086,mit,registry,True
webpack/watchpack,gh/24119524,mit,registry,True
webpack/webpack-sources,gh/48954523,mit,registry,True
webreflection/flatted,gh/131121620,isc,registry,True
webreflection/html-escaper,gh/33597730,mit,registry,True
websocket-client/websocket-client,gh/1202362,apache-2.0,registry,True
websockets/ws,gh/2744972,mit,registry,True
wesleytodd/setprototypeof,gh/30301031,isc,registry,True
whitequark/ipaddr.js,gh/2110585,mit,registry,True
withoutboats/heck,gh/86326466,mit or apache-2.0,registry,True
xiph/ogg,gh/33956205,bsd-3-clause,registry,True
xorg/lib/libx11,gl/freedesktop-701,bsd-1-clause,gitlab,True
xorg/lib/libxau,gl/freedesktop-706,mit-open-group,gitlab,True
xorg/lib/libxdmcp,gl/freedesktop-712,mit-open-group,gitlab,True
xorg/lib/libxext,gl/freedesktop-714,mit-open-group,gitlab,True
xorg/lib/libxrender,gl/freedesktop-730,mit,override,True
xorg/proto/xorgproto,gl/freedesktop-788,mit and sgi-b-1.1,override,True
xtuc/webassemblyjs,gh/113006071,mit,registry,True
yahoo/serialize-javascript,gh/24106944,bsd-3-clause,registry,True
yaml/libyaml,gh/2699072,mit,registry,True
yaml/pyyaml,gh/2700147,mit,registry,True
yargs/cliui,gh/34287546,isc,registry,True
yargs/set-blocking,gh/58830287,isc,registry,True
yargs/y18n,gh/39720886,isc,registry,True
yargs/yargs,gh/14210523,mit,registry,True
yargs/yargs-parser,gh/50258379,isc,registry,True
yuzujs/setimmediate,gh/1981208,mit,registry,True
zertosh/loose-envify,gh/41947687,mit,registry,True
zesterer/spin-rs,gh/21686666,mit,registry,True
zloirock/core-js,gh/11481338,mit,registry,True
