repo,repo_id,oss,intent,nonprofit,active,eligible
mathiasbynens/regenerate,gh/10182772,True,True,True,True,True
mathiasbynens/regexpu-core,gh/49437324,True,True,True,True,True
mathiasbynens/unicode-canonical-property-names-ecmascript,gh/88346537,True,True,True,True,True
mathiasbynens/unicode-property-aliases-ecmascript,gh/88333533,True,True,True,True,True
matklad/once_cell,gh/143220272,True,False,True,True,False
matplotlib/matplotlib,gh/1385122,True,True,True,True,True
mcollina/fastq,gh/37368217,True,True,True,True,True
mcollina/reusify,gh/42106515,True,True,True,True,True
mdn/data,gh/70901646,False,False,True,True,False
medikoo/d,gh/10817569,True,True,True,True,True
medikoo/es5-ext,gh/1792941,True,True,True,True,True
medikoo/es6-symbol,gh/14423385,True,True,True,True,True
medikoo/type,gh/177198492,True,True,True,True,True
meinersbur/isl,gh/37677854,True,False,True,True,False
mhammond/pywin32,gh/108187130,True,False,True,True,False
micheles/decorator,gh/14656555,True,False,True,True,False
micromark/micromark,gh/157420458,True,True,True,True,True
micromatch/anymatch,gh/11458302,True,True,True,True,True
micromatch/braces,gh/25475303,True,True,True,True,True
micromatch/is-extglob,gh/31788841,True,True,True,True,True
micromatch/is-glob,gh/28179425,True,True,True,True,True
micromatch/micromatch,gh/27359938,True,True,True,True,True
micromatch/picomatch,gh/156211895,True,True,True,True,True
micromatch/to-regex-range,gh/40355891,True,True,True,True,True
microsoft/tslib,gh/34414315,True,True,False,True,False
microsoft/typescript,gh/20929025,True,True,False,True,False
microsoft/windows-rs,gh/208102250,True,True,False,True,False
minimistjs/minimist,gh/549230701,True,True,True,True,True
mirror/ncurses,gh/22324756,True,True,True,True,True
mitsuhiko/insta,gh/165561258,True,True,True,True,True
mm2/little-cms,gh/507969,True,False,True,True,False
moment/moment,gh/1424470,True,True,True,True,True
more-itertools/more-itertools,gh/4144530,True,False,True,True,False
motdotla/dotenv,gh/11205780,True,True,True,True,True
moxystudio/node-cross-spawn,gh/21335844,True,False,True,True,False
mozilla/source-map,gh/2014930,True,True,True,True,True
mrabarnett/mrab-regex,gh/309446978,True,False,True,True,False
mrmlnc/fast-glob,gh/77467076,True,False,True,True,False
msgpack/msgpack-python,gh/2242705,True,True,True,True,True
myrne/performance-now,gh/10219264,True,False,True,True,False
mysticatea/abort-controller,gh/105228556,True,True,True,True,True
mysticatea/event-target-shim,gh/31137469,True,True,True,True,True
netflix/vmaf,gh/51317975,True,True,False,True,False
nghttp2/nghttp2,gh/11452676,True,True,True,True,True
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,True,True,True,True,True
nlnetlabs/unbound,gh/94195301,True,True,True,True,True
node-fetch/fetch-blob,gh/186960326,True,True,True,True,True
node-fetch/node-fetch,gh/29849956,True,True,True,True,True
nodeca/argparse,gh/4325614,True,True,True,True,True
nodeca/js-yaml,gh/2504175,True,True,True,True,True
nodeca/pako,gh/16231859,True,True,True,True,True
nodejs/node,gh/27193779,True,True,True,True,True
nodejs/readable-stream,gh/5187096,True,True,True,True,True
nodejs/string_decoder,gh/95052330,True,True,True,True,True
nodejs/undici,gh/133092972,True,True,True,True,True
nodelib/nodelib,gh/129310478,True,False,True,True,False
npm/abbrev-js,gh/554893,True,True,False,True,False
npm/cacache,gh/193812470,True,True,False,True,False
npm/hosted-git-info,gh/25002984,True,True,False,True,False
npm/ini,gh/2167680,True,True,False,True,False
npm/json-parse-even-better-errors,gh/211384370,True,True,False,True,False
npm/mute-stream,gh/5159166,True,True,False,True,False
npm/node-semver,gh/1357199,True,True,False,True,False
npm/node-which,gh/2169708,True,True,False,True,False
npm/nopt,gh/1544436,True,True,False,True,False
npm/normalize-package-data,gh/9301720,True,True,False,True,False
npm/ssri,gh/193817839,True,True,False,True,False
npm/unique-slug,gh/35246620,True,True,False,True,False
npm/write-file-atomic,gh/23896209,True,True,False,True,False
numpy/numpy,gh/908607,True,True,True,True,True
nv/cssom,gh/1025209,True,False,True,True,False
nvzqz/static-assertions,gh/100129252,True,True,True,True,True
oauthlib/oauthlib,gh/2811323,True,True,True,True,True
octokit/openapi-types.ts,gh/304109193,True,True,False,True,False
octokit/types.ts,gh/216109757,True,True,False,True,False
oozcitak/xmlbuilder-js,gh/1042809,True,True,True,True,True
open-telemetry/opentelemetry-js,gh/185901023,True,True,True,True,True
open-telemetry/opentelemetry-js-contrib,gh/255986659,True,True,True,True,True
open-telemetry/opentelemetry-python,gh/185478926,True,True,True,True,True
open-telemetry/opentelemetry-python-contrib,gh/220524743,True,True,True,True,True
openssl/openssl,gh/7634677,True,True,True,True,True
p11-glue/p11-kit,gh/12060420,True,False,True,True,False
pallets/click,gh/19103692,True,True,True,True,True
pallets/flask,gh/596892,True,True,True,True,True
pallets/itsdangerous,gh/1945034,True,True,True,True,True
pallets/jinja,gh/994551,True,True,True,True,True
pallets/markupsafe,gh/734244,True,True,True,True,True
pallets/werkzeug,gh/997338,True,True,True,True,True
pandas-dev/pandas,gh/858127,True,True,True,True,True
paramiko/paramiko,gh/119609,True,True,True,True,True
paulmillr/chokidar,gh/4090287,True,True,True,True,True
paulmillr/readdirp,gh/4494405,True,True,True,True,True
pcre2project/pcre2,gh/398251321,True,False,True,True,False
pest-parser/pest,gh/56964647,True,True,True,True,True
peternator7/strum,gh/80964373,True,False,True,True,False
petkaantonov/bluebird,gh/12670444,True,False,True,True,False
pexpect/ptyprocess,gh/24727748,True,False,True,True,False
pillarjs/encodeurl,gh/60721766,True,True,True,True,True
pillarjs/finalhandler,gh/20547377,True,True,True,True,True
pillarjs/iconv-lite,gh/2743221,True,True,True,True,True
pillarjs/parseurl,gh/17533192,True,True,True,True,True
pillarjs/path-to-regexp,gh/5265803,True,True,True,True,True
pillarjs/send,gh/4879977,True,True,True,True,True
pkgconf/pkgconf,gh/4180110,True,True,True,True,True
pnggroup/libpng,gh/3768025,True,False,True,True,False
postcss/postcss,gh/13078968,True,True,True,True,True
postcss/postcss-selector-parser,gh/36500102,True,True,True,True,True
postcss/postcss-value-parser,gh/40920306,True,True,True,True,True
prettier/prettier,gh/75104123,True,True,True,True,True
primus/eventemitter3,gh/13100677,True,True,True,True,True
proptest-rs/proptest,gh/94702898,True,False,True,True,False
protobufjs/protobuf.js,gh/8507859,True,True,True,True,True
protocolbuffers/protobuf,gh/23357588,True,True,False,True,False
psf/requests,gh/1362490,True,True,True,True,True
psycopg/psycopg2,gh/7730829,True,True,True,True,True
pvorb/clone,gh/2317381,True,True,True,True,True
py4j/py4j,gh/1045976,True,False,True,True,False
pyasn1/pyasn1,gh/512723255,True,True,True,True,True
pyasn1/pyasn1-modules,gh/512723354,True,True,True,True,True
pyca/bcrypt,gh/9993757,True,False,True,True,False
pyca/cryptography,gh/11939484,True,False,True,True,False
pyca/pynacl,gh/8350032,True,False,True,True,False
pyca/pyopenssl,gh/15778059,True,True,True,True,True
pydantic/pydantic,gh/90194616,True,True,False,True,False
pydantic/typing-inspection,gh/930576948,True,True,True,True,True
pygments/pygments,gh/205564111,True,False,True,True,False
pypa/distlib,gh/436970140,True,True,True,True,True
pypa/packaging,gh/19837758,True,True,True,True,True
pypa/pip,gh/1446467,True,True,True,True,True
pypa/setuptools,gh/54980593,True,True,True,True,True
pypa/virtualenv,gh/1446474,True,True,True,True,True
pypa/wheel,gh/98346885,True,True,True,True,True
pyparsing/pyparsing,gh/91262163,True,True,True,True,True
pytest-dev/iniconfig,gh/66012563,True,True,True,True,True
pytest-dev/pluggy,gh/34739117,True,True,True,True,True
pytest-dev/pytest,gh/37489525,True,True,True,True,True
python-attrs/attrs,gh/29918975,True,True,True,True,True
python-cffi/cffi,gh/696427398,True,False,True,True,False
python-greenlet/greenlet,gh/3003137,True,False,True,True,False
python-hyper/brotlicffi,gh/43543393,True,False,True,True,False
python-hyper/h11,gh/57372073,True,False,True,True,False
python-jsonschema/jsonschema,gh/3072629,True,True,True,True,True
python-jsonschema/jsonschema-specifications,gh/582755777,True,True,True,True,True
python-jsonschema/referencing,gh/569027868,True,True,True,True,True
python-pillow/pillow,gh/5171600,True,True,True,True,True
python-poetry/tomlkit,gh/140365570,True,True,True,True,True
python-trio/sniffio,gh/142657210,True,True,True,True,True
python/cpython,gh/81598961,True,True,True,True,True
python/importlib_metadata,gh/306448340,True,True,True,True,True
python/importlib_resources,gh/306147182,True,True,True,True,True
python/mypy,gh/7053637,True,True,True,True,True
python/mypy_extensions,gh/165752308,True,True,True,True,True
python/typing,gh/24604008,True,True,True,True,True
python/typing_extensions,gh/494077289,True,True,True,True,True
python/tzdata,gh/242158882,True,True,True,True,True
qix-/color-convert,gh/1874305,True,True,True,True,True
qix-/node-error-ex,gh/41388258,True,True,True,True,True
qix-/node-is-arrayish,gh/41376759,True,True,True,True,True
radix-ui/primitives,gh/273499522,True,True,False,True,False
raszi/node-tmp,gh/2313213,True,False,True,True,False
raynos/for-each,gh/6006855,True,True,True,True,True
raynos/function-bind,gh/10727014,True,True,True,True,True
raynos/xtend,gh/4419184,True,True,True,False,False
rayon-rs/either,gh/42479602,True,True,True,True,True
rayon-rs/rayon,gh/24725038,True,False,True,True,False
react/create-react-app,gh/63537249,True,True,False,True,False
react/metro,gh/76504246,True,True,False,True,False
react/react,gh/10270250,True,True,True,True,True
reactivex/rxjs,gh/32247847,True,True,True,True,True
realpython/pytest-mypy,gh/69576530,True,False,True,True,False
remix-run/react-router,gh/19872456,True,True,False,True,False
remusao/tldts,gh/97631656,True,False,True,True,False
requests/requests-oauthlib,gh/6825724,True,True,True,True,True
requests/toolbelt,gh/15515181,True,True,True,True,True
retep998/winapi-rs,gh/23853482,True,True,True,True,True
rich-harris/estree-walker,gh/33668779,True,False,True,True,False
rich-harris/magic-string,gh/26143240,True,False,True,True,False
rob--w/proxy-from-env,gh/52038793,True,False,True,True,False
rogdham/backports.zstd,gh/977687927,True,False,True,True,False
rollup/plugins,gh/203607977,True,True,True,True,True
ronaldoussoren/pyobjc,gh/243933900,True,True,True,True,True
rust-cli/anstyle,gh/493821282,True,True,True,True,True
rust-cli/env_logger,gh/96382888,True,True,True,True,True
rust-embedded/critical-section,gh/365854323,True,False,True,True,False
rust-fuzz/arbitrary,gh/90591032,True,True,True,True,True
rust-itertools/itertools,gh/22360263,True,True,True,True,True
rust-lang-deprecated/tempdir,gh/31728565,True,False,True,False,False
rust-lang-nursery/lazy-static.rs,gh/21157492,True,False,True,True,False
rust-lang/cc-rs,gh/26039547,True,True,True,True,True
rust-lang/cfg-if,gh/38723660,True,True,True,True,True
rust-lang/compiler-builtins,gh/65153793,True,True,True,True,True
rust-lang/flate2-rs,gh/21954009,True,True,True,True,True
rust-lang/futures-rs,gh/55077261,True,True,True,True,True
rust-lang/glob,gh/23241722,True,True,True,True,True
rust-lang/hashbrown,gh/155119796,True,True,True,True,True
rust-lang/libc,gh/29197565,True,True,True,True,True
rust-lang/libz-sys,gh/26042019,True,True,True,True,True
rust-lang/log,gh/27974762,True,True,True,True,True
rust-lang/pkg-config-rs,gh/26042035,True,True,True,True,True
rust-lang/regex,gh/27890669,True,True,True,True,True
rust-lang/rust,gh/724712,True,True,True,True,True
rust-num/num-traits,gh/114705611,True,False,True,True,False
rust-phf/rust-phf,gh/15992970,True,True,True,True,True
rust-random/getrandom,gh/166545969,True,True,True,True,True
rust-random/rand,gh/30227790,True,True,True,True,True
rust-random/rand_core,gh/1086593277,True,True,True,True,True
rust-random/rngs,gh/209510094,True,True,True,True,True
rustcrypto/formats,gh/406051759,True,True,True,True,True
rustcrypto/hashes,gh/74106774,True,True,True,True,True
rustcrypto/stream-ciphers,gh/83051505,True,True,True,True,True
rustcrypto/traits,gh/85605821,True,True,True,True,True
rustcrypto/utils,gh/77307442,True,True,True,True,True
rvagg/archived-prr,gh/9151864,True,False,True,False,False
rvagg/bl,gh/10706095,True,True,True,True,True
rvagg/through2,gh/11808187,True,False,True,True,False
ryanzim/universalify,gh/87651180,True,False,True,True,False
salesforce/tough-cookie,gh/2606873,True,True,False,True,False
samn/json-stable-stringify,gh/76598131,True,False,True,True,False
samverschueren/decode-uri-component,gh/91837954,True,True,True,True,True
sboudrias/inquirer.js,gh/10114077,True,True,True,True,True
scikit-build/ninja-python-distributions,gh/75102202,True,False,True,True,False
scikit-learn/scikit-learn,gh/843222,True,True,True,True,True
scipy/scipy,gh/1460385,True,True,True,True,True
seanmonstar/reqwest,gh/62350380,True,True,True,True,True
sec-ant/readable-stream,gh/569980966,True,False,True,True,False
selinuxproject/selinux,gh/20648799,True,False,True,True,False
serde-rs/bytes,gh/87358441,True,True,True,True,True
serde-rs/json,gh/35894511,True,True,True,True,True
serde-rs/serde,gh/14367737,True,True,True,True,True
servo/rust-fnv,gh/33499190,True,True,True,True,True
servo/rust-smallvec,gh/33456236,True,True,True,True,True
servo/rust-url,gh/14934771,True,True,True,True,True
sinclairzx81/typebox,gh/87454905,True,False,True,True,False
sindresorhus/ansi-escapes,gh/40721875,True,True,True,True,True
sindresorhus/array-union,gh/21005682,True,True,True,True,True
sindresorhus/binary-extensions,gh/29771015,True,True,True,True,True
sindresorhus/callsites,gh/18938743,True,True,True,True,True
sindresorhus/camelcase,gh/25116836,True,True,True,True,True
sindresorhus/clean-stack,gh/62838930,True,True,True,True,True
sindresorhus/cli-cursor,gh/23512396,True,True,True,True,True
sindresorhus/crypto-random-string,gh/73665728,True,True,True,True,True
sindresorhus/decamelize,gh/29773710,True,True,True,True,True
sindresorhus/detect-newline,gh/21304485,True,True,True,True,True
sindresorhus/environment,gh/793180075,True,True,True,True,True
sindresorhus/escape-string-regexp,gh/21169121,True,True,True,True,True
sindresorhus/execa,gh/47475908,True,True,True,True,True
sindresorhus/figures,gh/21672939,True,True,True,True,True
sindresorhus/file-type,gh/19105307,True,True,True,True,True
sindresorhus/find-cache-directory,gh/48783244,True,True,True,True,True
sindresorhus/find-up,gh/41723004,True,True,True,True,True
sindresorhus/find-up-simple,gh/714044439,True,True,True,True,True
sindresorhus/get-east-asian-width,gh/711160838,True,True,True,True,True
sindresorhus/get-stream,gh/44264225,True,True,True,True,True
sindresorhus/globals,gh/15186239,True,True,True,True,True
sindresorhus/globby,gh/21069494,True,True,True,True,True
sindresorhus/has-flag,gh/38718671,True,True,True,True,True
sindresorhus/import-fresh,gh/22020904,True,True,True,True,True
sindresorhus/import-local,gh/90292430,True,True,True,True,True
sindresorhus/indent-string,gh/20576837,True,True,True,True,True
sindresorhus/is-binary-path,gh/29771247,True,True,True,True,True
sindresorhus/is-docker,gh/33590534,True,True,True,True,True
sindresorhus/is-fullwidth-code-point,gh/39222301,True,True,True,True,True
sindresorhus/is-inside-container,gh/601943060,True,True,True,True,True
sindresorhus/is-path-inside,gh/21054113,True,True,True,True,True
sindresorhus/is-plain-obj,gh/38923193,True,True,True,True,True
sindresorhus/is-stream,gh/29436825,True,True,True,True,True
sindresorhus/is-unicode-supported,gh/348660847,True,True,True,True,True
sindresorhus/is-wsl,gh/88415331,True,True,True,True,True
sindresorhus/leven,gh/22794601,True,True,True,True,True
sindresorhus/locate-path,gh/74266248,True,True,True,True,True
sindresorhus/log-symbols,gh/21673868,True,True,True,True,True
sindresorhus/lowercase-keys,gh/29769737,True,True,True,True,True
sindresorhus/make-dir,gh/90776169,True,True,True,True,True
sindresorhus/meow,gh/25121561,True,True,True,True,True
sindresorhus/mimic-function,gh/71381729,True,True,True,True,True
sindresorhus/mimic-response,gh/93189529,True,True,True,True,True
sindresorhus/node-defaults,gh/7985040,True,True,True,True,True
sindresorhus/normalize-url,gh/29094022,True,True,True,True,True
sindresorhus/npm-run-path,gh/48707028,True,True,True,True,True
sindresorhus/object-assign,gh/16457190,True,True,True,True,True
sindresorhus/onetime,gh/14847357,True,True,True,True,True
sindresorhus/open,gh/18469325,True,True,True,True,True
sindresorhus/p-limit,gh/71542716,True,True,True,True,True
sindresorhus/p-locate,gh/74265632,True,True,True,True,True
sindresorhus/p-map,gh/71526722,True,True,True,True,True
sindresorhus/p-try,gh/71534796,True,True,True,True,True
sindresorhus/package-directory,gh/41724281,True,True,True,True,True
sindresorhus/parent-module,gh/50187748,True,True,True,True,True
sindresorhus/parse-json,gh/41367145,True,True,True,True,True
sindresorhus/path-exists,gh/34965664,True,True,True,True,True
sindresorhus/path-is-absolute,gh/30900285,True,True,True,False,False
sindresorhus/path-key,gh/48706449,True,True,True,True,True
sindresorhus/path-type,gh/41905436,True,True,True,True,True
sindresorhus/pify,gh/41585934,True,True,True,True,True
sindresorhus/quick-lru,gh/86679721,True,True,True,True,True
sindresorhus/read-package-up,gh/41842429,True,True,True,True,True
sindresorhus/read-pkg,gh/41790094,True,True,True,True,True
sindresorhus/resolve-cwd,gh/47504070,True,True,True,True,True
sindresorhus/resolve-from,gh/22022707,True,True,True,True,True
sindresorhus/restore-cursor,gh/23512229,True,True,True,True,True
sindresorhus/shebang-regex,gh/30903733,True,True,True,True,True
sindresorhus/slash,gh/11516031,True,True,True,True,True
sindresorhus/string-width,gh/39222730,True,True,True,True,True
sindresorhus/strip-bom,gh/18444852,True,True,True,True,True
sindresorhus/strip-final-newline,gh/47453723,True,True,True,True,True
sindresorhus/strip-indent,gh/18242629,True,True,True,True,True
sindresorhus/strip-json-comments,gh/14468669,True,True,True,True,True
sindresorhus/tagged-tag,gh/795552264,True,True,True,True,True
sindresorhus/to-fast-properties,gh/31656998,True,True,True,True,True
sindresorhus/type-fest,gh/175398594,True,True,True,True,True
sindresorhus/unicorn-magic,gh/716660564,True,True,True,True,True
sindresorhus/yocto-queue,gh/315531538,True,True,True,True,True
sinonjs/commons,gh/143001748,True,True,True,True,True
sinonjs/fake-timers,gh/16523712,True,True,True,True,True
smithy-lang/smithy-rs,gh/308027791,True,True,False,True,False
smithy-lang/smithy-typescript,gh/208319207,True,True,False,True,False
smol-rs/fastrand,gh/267368764,True,True,True,True,True
snowflakedb/snowflake-connector-python,gh/62262074,True,False,True,True,False
socketio/socket.io,gh/557980,True,True,True,True,True
sqlalchemy/sqlalchemy,gh/159271175,True,True,True,True,True
sqlite/sqlite,gh/176278485,True,True,False,True,False
srijs/rust-crc32fast,gh/157348282,True,False,True,True,False
stebalien/tempfile,gh/33832372,True,False,True,True,False
stefanpenner/get-caller-file,gh/48818175,True,False,True,True,False
storybookjs/storybook,gh/54173593,True,True,False,True,False
stream-utils/destroy,gh/15544623,True,False,True,True,False
stream-utils/raw-body,gh/12823654,True,False,True,True,False
stream-utils/unpipe,gh/37428186,True,False,True,True,False
streamich/memfs,gh/37490572,True,True,True,True,True
stub42/pytz,gh/63155638,True,True,True,True,True
suguru03/neo-async,gh/27030361,True,False,True,True,False
sval-rs/sval,gh/157205610,True,False,True,True,False
swc-project/swc,gh/115110181,True,True,True,True,True
sybrenstuvel/python-rsa,gh/50107469,True,False,True,False,False
syntax-tree/unist-util-is,gh/41795086,True,True,True,True,True
systemd/systemd,gh/32873313,True,True,True,True,True
taiki-e/pin-project,gh/164668916,True,True,True,True,True
taiki-e/pin-project-lite,gh/216847853,True,True,True,True,True
taiki-e/portable-atomic,gh/448365131,True,True,True,True,True
tapjs/signal-exit,gh/35711072,True,True,True,True,True
tapjs/stack-utils,gh/48974178,True,True,True,True,True
tartley/colorama,gh/18892209,True,True,True,True,True
teambition/merge2,gh/25396227,True,True,True,True,True
teddriggs/darling,gh/89984100,True,True,True,True,True
tehshrike/deepmerge,gh/3276413,True,False,True,True,False
terkelg/sisteransi,gh/122441239,True,True,True,True,True
terser/terser,gh/29097127,True,True,True,True,True
textualize/rich,gh/220809393,True,True,True,True,True
theskumar/python-dotenv,gh/23727790,True,False,True,True,False
thkukuk/rpcsvc-proto,gh/55140533,True,False,True,True,False
thlorenz/convert-source-map,gh/8751561,True,True,True,True,True
thlorenz/deep-is,gh/9345558,True,True,True,True,True
tim-kos/node-retry,gh/1738798,True,False,True,True,False
time-rs/time,gh/26459635,True,True,True,True,True
tj/commander.js,gh/2206953,True,True,True,True,True
tj/node-cookie-signature,gh/6229722,True,True,True,True,True
tjguk/wmi,gh/23124645,True,False,True,True,False
tkem/cachetools,gh/18006791,True,True,True,True,True
tokio-rs/bytes,gh/30062547,True,True,True,True,True
tokio-rs/loom,gh/161875917,True,True,True,True,True
tokio-rs/prost,gh/94262864,True,True,True,True,True
tokio-rs/slab,gh/37093133,True,True,True,True,True
tokio-rs/tokio,gh/67836789,True,True,True,True,True
tokio-rs/tracing,gh/165289175,True,True,True,True,True
toml-rs/toml,gh/95902102,True,True,True,True,True
tootallnate/proxy-agents,gh/11293703,True,False,True,True,False
tootallnate/util-deprecate,gh/19321056,True,False,True,True,False
torvalds/linux,gh/2325298,True,True,True,True,True
tower-rs/tower,gh/98244646,True,True,True,True,True
tox-dev/filelock,gh/17098256,True,True,True,True,True
tox-dev/platformdirs,gh/367032142,True,True,True,True,True
tqdm/tqdm,gh/36804486,True,True,True,True,True
tritondatacenter/node-assert-plus,gh/4767976,True,False,True,True,False
tritondatacenter/node-extsprintf,gh/4058064,True,False,True,True,False
troygoode/node-require-directory,gh/3053807,True,False,True,True,False
tsconfig/bases,gh/263697285,True,True,True,True,True
tukaani-project/xz,gh/553665726,True,True,True,True,True
typescript-eslint/typescript-eslint,gh/165536154,True,True,True,True,True
typeshed-internal/stub_uploader,gh/331669593,True,False,True,True,False
unicode-org/icu,gh/49244766,True,True,True,True,True
unicode-org/icu4x,gh/243395141,True,True,True,True,True
unicode-rs/unicode-xid,gh/34637906,True,True,True,True,True
unshiftio/requires-port,gh/26316179,True,True,True,True,True
uqfoundation/dill,gh/11031844,True,True,True,True,True
urllib3/urllib3,gh/2410676,True,True,True,True,True
util-linux/util-linux,gh/2339555,True,False,True,True,False
uuidjs/uuid,gh/1203139,True,True,True,True,True
vercel/ai,gh/644461337,True,True,False,True,False
vercel/ms,gh/3655872,True,True,False,True,False
visionmedia/bytes.js,gh/4626886,True,False,True,True,False
vitest-dev/vitest,gh/434708679,True,True,True,True,True
vorner/signal-hook,gh/137260008,True,False,True,True,False
vuejs/core,gh/137078487,True,True,True,True,True
wasm-bindgen/wasm-bindgen,gh/114685405,True,True,True,True,True
watson/ci-info,gh/71475907,True,True,True,True,True
wbond/asn1crypto,gh/36823669,True,True,True,True,True
webmproject/libwebp,gh/23368445,True,True,False,True,False
webpack/enhanced-resolve,gh/5400204,True,True,True,True,True
webpack/loader-utils,gh/6503675,True,True,True,False,False
webpack/minimizer-webpack-plugin,gh/143057914,True,True,True,True,True
webpack/schema-utils,gh/80306715,True,True,True,True,True
webpack/tapable,gh/7730086,True,True,True,True,True
webpack/watchpack,gh/24119524,True,True,True,True,True
webpack/webpack-sources,gh/48954523,True,True,True,True,True
webreflection/flatted,gh/131121620,True,True,True,True,True
webreflection/html-escaper,gh/33597730,True,True,True,True,True
websocket-client/websocket-client,gh/1202362,True,False,True,True,False
websockets/ws,gh/2744972,True,True,True,True,True
wesleytodd/setprototypeof,gh/30301031,True,True,True,True,True
whitequark/ipaddr.js,gh/2110585,True,True,True,True,True
withoutboats/heck,gh/86326466,True,True,True,True,True
xiph/ogg,gh/33956205,True,True,True,True,True
xtuc/webassemblyjs,gh/113006071,True,False,True,True,False
yahoo/serialize-javascript,gh/24106944,True,True,False,True,False
yaml/libyaml,gh/2699072,True,True,True,True,True
yaml/pyyaml,gh/2700147,True,False,True,True,False
yargs/cliui,gh/34287546,True,True,True,True,True
yargs/set-blocking,gh/58830287,True,True,True,True,True
yargs/y18n,gh/39720886,True,True,True,True,True
yargs/yargs,gh/14210523,True,True,True,True,True
yargs/yargs-parser,gh/50258379,True,True,True,True,True
yuzujs/setimmediate,gh/1981208,True,False,True,True,False
zertosh/loose-envify,gh/41947687,True,False,True,True,False
zesterer/spin-rs,gh/21686666,True,True,True,True,True
zloirock/core-js,gh/11481338,True,True,True,True,True
