"package","avg_downloads","avg_downloads_share","2021","2022","2023","2024","2025"
"backports-tarfile","141151601","0.00035106","0","0","0","131391663","574366342"
"dbt-core","140539662","0.00034953","6213755","25537089","59759749","142476076","468711639"
"gremlinpython","140256199","0.00034883","2156298","61195603","156042927","223901338","257984830"
"authlib","140174957","0.00034863","30262219","63453613","79782271","146264619","381112065"
"databricks-sdk","139167406","0.00034612","0","0","39345347","146330419","510161262"
"great-expectations","139119594","0.00034600","15226997","64706490","132278335","220965186","262420960"
"trio","138276948","0.00034391","8797537","70553087","94982936","183644829","333406353"
"coloredlogs","137758510","0.00034262","20412109","45595946","97797861","198513812","326472822"
"opencv-python","137756803","0.00034261","55939788","68501626","110151423","175562400","278628779"
"docopt","137559503","0.00034212","83923362","122800730","134993770","159071837","187007815"
"futures","137444731","0.00034184","270237025","171691921","116961783","77676800","50656124"
"dataclasses","137168679","0.00034115","104559996","130648123","132199354","180465627","137970294"
"webcolors","136363828","0.00033915","6866795","12163838","77783617","219596952","365407938"
"google-cloud-dlp","136175357","0.00033868","12627029","89044302","53503008","126807336","398895108"
"kombu","135986179","0.00033821","59050490","70977589","89138281","148453683","312310850"
"backports-zoneinfo","135445577","0.00033686","37714896","175274469","196428358","163808646","104001516"
"cfn-lint","135030495","0.00033583","41622742","168202713","209615881","113027160","142683980"
"contextlib2","134572423","0.00033469","117718210","140703462","153366713","162760699","98313029"
"prettytable","134516687","0.00033455","42037255","74535554","110659599","195651151","249699875"
"keras","134500236","0.00033451","54440948","111105235","134658393","185581469","186715133"
"schema","134324139","0.00033408","12397464","41636746","71084556","226851996","319649931"
"hpack","134238552","0.00033386","39624331","47109094","66652032","118689716","399117589"
"configparser","134091341","0.00033350","142860920","139926557","123225137","133434945","131009145"
"brotli","133583130","0.00033223","20578701","79302723","89543188","145524473","332966567"
"h2","133255860","0.00033142","38595288","45342824","64473025","118074969","399793195"
"hyperframe","133027461","0.00033085","39536290","45969063","65062117","116576895","397992942"
"google-cloud-vision","132389976","0.00032926","18067866","58346738","42429663","131619531","411486083"
"deprecation","132162814","0.00032870","18979967","37802178","92782667","162873638","348375618"
"google-cloud-monitoring","131765663","0.00032771","42334417","36813727","44257564","132417756","403004849"
"zeep","131723116","0.00032761","30335525","63919481","99785488","171550582","293024504"
"patsy","130649143","0.00032494","43107482","88114248","111800897","180803639","229419449"
"outcome","130517415","0.00032461","8921275","73498454","88985097","173418955","307763296"
"ecdsa","129286109","0.00032155","59365879","66160900","86267693","142150285","292485786"
"uri-template","129198863","0.00032133","312173","5116804","80942497","212809121","346813721"
"jsonpickle","128840921","0.00032044","92987484","117164611","111083236","137533553","185435720"
"rfc3986-validator","128801948","0.00032034","547474","4047265","93148534","209683757","336582711"
"jupyter-events","128633034","0.00031992","0","4087121","101779526","211811552","325486971"
"tensorboard-data-server","128200340","0.00031884","38688716","89515278","131967893","177853556","202976257"
"fqdn","127833945","0.00031793","479694","5383521","71439044","210411000","351456467"
"pymssql","127766886","0.00031777","26179174","44857746","87231841","162220451","318345218"
"async-lru","127714012","0.00031764","6352001","11216557","68725968","208596537","343678997"
"amqp","127283174","0.00031656","58536548","69898079","82029643","153672769","272278830"
"celery","127261049","0.00031651","56037176","66928666","84390185","146338047","282611173"
"isoduration","127065012","0.00031602","246203","6777052","70982393","208824642","348494770"
"opt-einsum","126907857","0.00031563","65769294","98595546","112518521","156797842","200858080"
"google-cloud-bigtable","126732383","0.00031519","20921279","93440157","46737111","118232072","354331296"
"semantic-version","126208205","0.00031389","36609347","48845879","97139523","186318692","262127585"
"gspread","126197487","0.00031386","42391278","100483076","95530085","129497030","263085964"
"sshtunnel","126153158","0.00031375","13301152","40656588","67690296","180214188","328903565"
"pipenv","125415534","0.00031192","41325957","64793577","102359804","152363708","266234623"
"pathos","125219869","0.00031143","12868614","40176342","80890012","218548952","273615424"
"tblib","124980628","0.00031084","33108163","54477582","85927835","164033660","287355898"
"azure-storage-common","124398211","0.00030939","111232837","146407385","122430465","128526693","113393677"
"kafka-python","123057292","0.00030605","60437945","86645421","93194981","156114515","218893600"
"xxhash","122419876","0.00030447","9001022","19651734","68783093","169416817","345246716"
"scikit-image","122214596","0.00030396","73954794","69900621","95301288","182493308","189422970"
"ipython-genutils","122205713","0.00030394","193739313","132076202","114252870","84316993","86643189"
"pox","121722850","0.00030273","13832046","38297662","77745220","215254288","263485033"
"delta-spark","121484223","0.00030214","4089919","54521525","82414618","152498797","313896256"
"ppft","121150469","0.00030131","12576717","38100664","77314948","214770821","262989194"
"freezegun","120780407","0.00030039","40790482","60137642","79380439","159877140","263716331"
"vine","120612060","0.00029997","50751739","62669148","77636012","141901854","270101547"
"google-cloud-kms","120502447","0.00029970","9215063","20309392","44719881","132520447","395747450"
"jupyter-server-terminals","120491457","0.00029967","0","4055027","88140612","201587822","308673825"
"billiard","120295487","0.00029918","53133480","61389400","77619270","137369852","271965434"
"azure-datalake-store","120267670","0.00029912","38182511","66243297","96436778","177526462","222949303"
"pip-tools","119730919","0.00029778","44833748","77996393","113399157","159311515","203113782"
"pyathena","119197437","0.00029645","50138777","170678196","89715106","124422261","161032847"
"alabaster","118008179","0.00029350","43702923","64414305","79329375","171659705","230934585"
"sphinxcontrib-serializinghtml","117907092","0.00029324","38409587","60734950","88681901","166487258","235221762"
"azure-mgmt-storage","117158053","0.00029138","76674840","91514540","83832410","162916004","170852472"
"trio-websocket","117145231","0.00029135","8935790","64656296","91662432","148744398","271727239"
"ijson","116873545","0.00029067","46560187","82245556","74644731","128010614","252906638"
"imagesize","116763552","0.00029040","43695222","66784145","80396955","165872698","227068742"
"azure-nspkg","116648104","0.00029011","83708361","118769412","122986229","136343696","121432823"
"argparse","116600371","0.00028999","73528244","69855721","84578795","160601986","194437108"
"typed-ast","116291506","0.00028923","174323585","147673720","101349378","82596361","75514488"
"torchvision","115693720","0.00028774","24322429","58102223","87074906","157323819","251645221"
"zope-event","115478503","0.00028720","52267104","70203926","87625969","140092840","227202674"
"moto","115161816","0.00028642","31403544","67432022","98224384","144387349","234361779"
"google-cloud-audit-log","114773524","0.00028545","6924127","33654339","47996389","150986103","334306662"
"invoke","114298771","0.00028427","20314558","39566985","66712569","124633263","320266481"
"nvidia-nccl-cu12","114270117","0.00028420","0","106","11845275","142152171","417353033"
"python-daemon","114211328","0.00028405","38257078","41815328","74427302","179917289","236639643"
"querystring-parser","113884772","0.00028324","112113982","132295903","130457636","120436153","74120186"
"datasets","113800468","0.00028303","3341666","15089987","53504645","144793220","352272823"
"google-cloud-language","113012496","0.00028107","11639950","51992883","23881655","108688370","368859623"
"google-cloud-tasks","112409297","0.00027957","5166562","12501318","30852204","121194971","392331429"
"google-cloud-videointelligence","111937506","0.00027840","15944769","50860995","23963995","108262643","360655128"
"triton","111784425","0.00027802","304909","1184452","46277407","150585489","360569870"
"pycountry","111767541","0.00027798","53378959","71575856","71320645","119442456","243119789"
"sphinxcontrib-htmlhelp","111517257","0.00027735","35868194","58495735","84412371","163930159","214879827"
"sphinxcontrib-applehelp","110981466","0.00027602","35427535","58269027","84629966","162370172","214210629"
"sphinxcontrib-qthelp","110669069","0.00027524","35412667","58248251","83181714","162256386","214246327"
"sphinxcontrib-devhelp","110416784","0.00027462","35417053","58263187","83185770","161296520","213921390"
"dask","110012378","0.00027361","57664026","81861800","92315590","122346617","195873859"
"simple-salesforce","109897294","0.00027332","36457645","52091350","76653096","140722351","243562029"
"astunparse","108956562","0.00027098","52920308","81891776","98156612","150301884","161512229"
"flask-cors","108843648","0.00027070","37250338","54269308","74605711","128285830","249807055"
"jupyter-lsp","108724524","0.00027041","124176","300033","56458969","189760855","296978586"
"smdebug-rulesconfig","108174670","0.00026904","9778544","33041766","56489816","190424830","251138392"
"tldextract","108094279","0.00026884","47314710","69033579","74323777","135252571","214546758"
"sendgrid","107550194","0.00026749","47760100","75549359","74025302","99876922","240539285"
"google-cloud-spanner","107506203","0.00026738","20457129","66483142","47181989","127119406","276289349"
"applicationinsights","107281267","0.00026682","108636596","122759948","94411731","112801116","97796946"
"flask-wtf","107177826","0.00026656","33826746","47139074","69282881","193704112","191936319"
"nvidia-cublas-cu12","106991376","0.00026610","0","208","12604980","126474303","395877391"
"durationpy","106714274","0.00026541","1511224","1590875","2020431","67409686","461039155"
"nvidia-nvjitlink-cu12","106055813","0.00026377","0","175","15095565","133784308","381399017"
"python-jose","105507887","0.00026241","62935241","68850916","82487889","115763487","197501900"
"google-cloud-batch","105495380","0.00026238","0","16417","1593970","59264641","466601871"
"opencensus","105471984","0.00026232","35529047","87068221","106760247","133639971","164362435"
"nvidia-cusparse-cu12","104731313","0.00026048","0","176","11814301","121719361","390122725"
"humanize","104724942","0.00026046","25060949","44428275","58631707","122748091","272755688"
"boto3-stubs","104126643","0.00025897","6047082","27520199","57599560","118258607","311207769"
"nvidia-cudnn-cu12","104015234","0.00025869","0","102","16594238","128298956","375182875"
"aws-requests-auth","103774913","0.00025810","10140331","24441287","53473138","184331964","246487844"
"sphinxcontrib-jsmath","103734427","0.00025800","35275088","58290859","70002307","149417669","205686211"
"gym-notices","103672366","0.00025784","0","3344252","4164467","62732716","448120393"
"boto","103667677","0.00025783","104837660","112105601","101126646","106709497","93558982"
"types-protobuf","103663793","0.00025782","2942018","18131664","32508879","114295258","350441147"
"pysftp","103499917","0.00025741","54741591","97024840","106661182","121424901","137647071"
"python-http-client","103008146","0.00025619","53040345","84657381","82233440","97544091","197565472"
"google-cloud-workflows","102951839","0.00025605","1103398","9051942","23606104","108409786","372587964"
"watchtower","102915877","0.00025596","22094794","76874353","101014576","141357945","173237718"
"google-cloud-dataproc","102611511","0.00025520","4631473","14735709","35299110","138517807","319873454"
"google-cloud-compute","102323038","0.00025449","109340","7341425","28407858","97941442","377815124"
"nvidia-cufft-cu12","102137025","0.00025402","0","1726","11940194","121687014","377056189"
"botocore-stubs","101982138","0.00025364","1972047","21360077","53673311","113538696","319366560"
"sqlalchemy-bigquery","101927319","0.00025350","57649","6837878","17586131","96611935","388543002"
"nvidia-cuda-nvrtc-cu12","101725666","0.00025300","0","187","11995857","122508810","374123474"
"opencensus-context","101586926","0.00025266","35869614","86544576","99700485","125697917","160122038"
"nvidia-cuda-cupti-cu12","101584562","0.00025265","0","178","11932773","121866073","374123787"
"nvidia-cusolver-cu12","101232675","0.00025177","0","183","11808763","119511485","374842946"
"nvidia-curand-cu12","101228037","0.00025176","0","180","11762413","120292261","374085332"
"typing","100943542","0.00025105","95396938","112326950","102870489","108712773","85410559"
"azure-cosmos","100758842","0.00025060","26541047","58135323","76153725","134161834","208802283"
"nvidia-cuda-runtime-cu12","100747845","0.00025057","0","863","12248111","122247227","369243024"
"readme-renderer","100736038","0.00025054","24787226","40799062","58015356","130013064","250065483"
"docker-pycreds","100586249","0.00025017","25439913","37083060","54115513","181513000","204779759"
"monotonic","100568592","0.00025012","31204789","44896259","61450150","198518230","166773530"
"google-cloud-firestore","100461489","0.00024986","19131222","38618693","89162897","142604320","212790314"
"pywavelets","100191547","0.00024918","83401606","80431974","78843339","148973070","109307745"
"rich-toolkit","100063039","0.00024886","0","0","0","22113673","478201524"
"azure-storage-queue","99960369","0.00024861","65289404","81572145","75736709","103736750","173466839"
"hypothesis","99803450","0.00024822","22836469","36267430","64908869","162084228","212920256"
"google-cloud-speech","98763552","0.00024563","3287331","7165443","10718996","95961909","376684082"
"flask-sqlalchemy","98681190","0.00024543","37835138","49590656","64531973","145645921","195802263"
"stevedore","98449012","0.00024485","50800282","77095871","89864325","109828993","164655588"
"weaviate-client","98109048","0.00024401","60005","169881","4097850","45270416","440947086"
"omegaconf","98066908","0.00024390","6532594","24124413","53392310","121688168","284597056"
"google-cloud-redis","98037931","0.00024383","1799160","8163968","23269263","108263595","348693669"
"wandb","97914044","0.00024352","5467163","20055983","54189262","177531042","232326768"
"google-cloud-os-login","97321073","0.00024205","1556762","7874610","18815559","104448911","353909524"
"avro-python3","97275636","0.00024193","37031666","73844259","75047639","138570248","161884368"
"google-ads","97252245","0.00024187","4173461","19943622","28538356","113815273","319790512"
"flask-caching","97244019","0.00024185","25454694","38237152","46845886","224305140","151377221"
"azure-mgmt-containerregistry","97236841","0.00024184","64630667","74215063","74586981","140605851","132145641"
"pybind11","97146589","0.00024161","20462364","42082784","66571835","133723835","222892128"
"snowflake-snowpark-python","96895625","0.00024099","0","173427","3527358","38331783","442445557"
"flask-appbuilder","96764044","0.00024066","26258977","55457817","70241573","162234419","169627435"
"pywin32","96072283","0.00023894","27310697","38934914","59591610","123991552","230532642"
"lightgbm","95838498","0.00023836","86374141","84506814","76040453","105057440","127213643"
"linkify-it-py","95728785","0.00023809","313465","19069624","57251772","162734365","239274697"
"click-didyoumean","95133135","0.00023660","14400479","35320431","53446548","111824830","260673386"
"click-repl","94772485","0.00023571","13909944","34414997","61619766","116019661","247898055"
"spacy","93932296","0.00023362","33801797","56187122","67951397","127455587","184265575"
"types-awscrt","93790726","0.00023327","0","5959743","44094742","103521012","315378131"
"types-pytz","93787478","0.00023326","3977701","25854320","50450673","112263198","276391498"
"twine","93683739","0.00023300","23397184","38336745","46133592","124667484","235883689"
"dbt-adapters","93651371","0.00023292","0","0","0","44584836","423672017"
"google-cloud-memcache","93484905","0.00023250","1333420","7514450","17994545","101533567","339048542"
"pytimeparse","93450292","0.00023242","16133690","39840344","54819768","115034723","241422933"
"google-analytics-admin","93390787","0.00023227","6118","56585","162029","35345470","431383733"
"parsedatetime","93365815","0.00023221","15180590","49597345","87102365","104663236","210285537"
"flask-login","93205910","0.00023181","31849060","41060020","63245045","137255045","192620379"
"tableauserverclient","93135333","0.00023164","18191396","34106625","31272703","63273736","318832203"
"google-cloud-dataform","93014936","0.00023134","0","2807225","13823826","91748863","356694767"
"python-magic","92021489","0.00022886","33857239","67466787","71675857","112582902","174524658"
"lark","91463798","0.00022748","665532","10467340","37760170","88271174","320154775"
"mysqlclient","91305327","0.00022708","43654733","45659938","52890966","101222728","213098268"
"sqlalchemy-utils","90679591","0.00022553","26865598","44584729","63407358","133699373","184840899"
"mypy-boto3-s3","90427876","0.00022490","4293341","19605075","46368110","125740345","256132510"
"mashumaro","90421484","0.00022489","3815597","20866638","41325546","129292309","256807332"
"pytest-metadata","90384208","0.00022479","17727528","29729930","54964808","136461634","213037139"
"google-cloud-bigquery-datatransfer","90339489","0.00022468","2489984","9655872","26940762","117453918","295156910"
"enum34","89869838","0.00022351","108204374","84657297","83155263","88382281","84949975"
"langchain-community","89641884","0.00022295","0","0","884142","125061127","322264152"
"apispec","89574927","0.00022278","28669530","46485657","62410201","153050950","157258296"
"ddtrace","89502374","0.00022260","30533808","40152693","61907285","121913589","193004495"
"yamllint","89232502","0.00022193","27501438","32887120","51605563","96329394","237838996"
"imbalanced-learn","89035859","0.00022144","21654791","36134481","51220780","153791642","182377600"
"nvidia-nvtx-cu12","88864693","0.00022101","0","173","11635441","118578562","314109291"
"hf-xet","88665009","0.00022052","0","0","0","0","443325044"
"djangorestframework","88638016","0.00022045","44474695","52267306","73627043","115040645","157780393"
"types-s3transfer","88636208","0.00022045","0","3851980","37716259","96568427","305044373"
"aws-sam-translator","88108834","0.00021913","32358749","47536078","109370264","126828434","124450646"
"dbt-common","87983669","0.00021882","0","0","0","44924437","394993906"
"pbs-installer","87109283","0.00021665","0","0","837","11375909","424169669"
"findpython","86963299","0.00021628","0","540581","3928796","14591653","415755466"
"validators","86916266","0.00021617","24850562","39024648","68101531","107557243","195047345"
"ninja","86842882","0.00021599","6943822","21410079","44374993","126019847","235465667"
"pydeequ","86815064","0.00021592","4681935","26320785","56586294","158533750","187952554"
"jira","86590234","0.00021536","32880741","40646332","61032933","116776543","181614623"
"azure-mgmt-keyvault","86465176","0.00021505","68988066","80585975","76894636","112857992","92999212"
"pytest-timeout","86104831","0.00021415","23887877","29511840","47159255","111225433","218739749"
"narwhals","85826608","0.00021346","0","0","0","51778686","377354356"
"holidays","85558586","0.00021279","30992877","53576040","67986927","92394798","182842287"
"types-urllib3","85546540","0.00021276","0","39244263","83375612","96043344","209069481"
"thinc","85509768","0.00021267","31827193","50503582","58676327","112304294","174237446"
"fuzzywuzzy","85441777","0.00021250","59926889","79520154","69335952","84378600","134047289"
"pyproj","85349171","0.00021227","35751313","56699978","81831619","106159957","146302988"
"makefun","85279440","0.00021210","1516885","16497818","67589317","157865956","182927226"
"texttable","85233561","0.00021198","36105359","43335725","65879972","106507196","174339552"
"dateparser","85030623","0.00021148","29733442","57347082","54859745","92783284","190429560"
"jupyter-console","84931043","0.00021123","111238375","50314481","53984760","80457203","128660397"
"connexion","84858429","0.00021105","9507367","48981944","55804554","173625682","136372599"
"google-cloud-automl","84505814","0.00021017","2410946","8732444","23286742","107338472","280760465"
"pytz-deprecation-shim","84505808","0.00021017","22382871","194600833","115200996","51924336","38420006"
"prometheus-flask-exporter","84288246","0.00020963","116831676","134596311","75204833","54128479","40679931"
"astor","83958867","0.00020881","46715681","62590383","70722470","97075013","142690789"
"agate","83769135","0.00020834","7563308","22412023","39714282","106431623","242724437"
"looker-sdk","83762298","0.00020832","2463605","12271352","27974429","129922499","246179603"
"requests-mock","83264184","0.00020708","28544627","34886885","49319912","105928066","197641431"
"blis","83113968","0.00020671","30516729","47984464","54562113","109192993","173313542"
"fasteners","82977630","0.00020637","28404641","47064301","61972333","108122738","169324135"
"gcloud-aio-storage","82924418","0.00020624","412920","1630010","6282410","92926423","313370329"
"azure-mgmt-authorization","82774757","0.00020587","63498714","72591956","71486829","115281333","91014952"
"aws-lambda-powertools","82716736","0.00020572","4742142","12311833","22526903","60119421","313883379"
"azure-keyvault","82627289","0.00020550","48432959","74612377","84739746","113076219","92275143"
"python-gnupg","82500165","0.00020518","24472091","47665923","81229636","112340041","146793136"
"srsly","82292516","0.00020467","31201467","49150909","55501611","110866349","164742243"
"pypdf2","82235658","0.00020453","25360269","39866440","51033914","104477458","190440210"
"libclang","81795364","0.00020343","4558111","52309952","87344792","127903733","136860231"
"nh3","81787791","0.00020341","876","3800","19565091","125091678","264277512"
"pycrypto","81614462","0.00020298","45767985","67889101","83454326","107739863","103221033"
"apscheduler","81537176","0.00020279","26214701","56410643","71683214","99911454","153465869"
"pytest-rerunfailures","81506959","0.00020271","21264192","24107106","41554943","95915227","224693328"
"opentelemetry-exporter-prometheus","81228548","0.00020202","108748","345180","3032350","19966260","382690201"
"httpx-sse","81204000","0.00020196","0","0","229593","18151171","387639235"
"murmurhash","80727155","0.00020078","30838284","48239430","52859916","109487204","162210940"
"apache-airflow-providers-snowflake","80579846","0.00020041","2932626","16902267","36947477","118684361","227432499"
"cymem","80550364","0.00020034","30806427","47633163","52594376","110058526","161659328"
"jpype1","80502816","0.00020022","25736964","40314362","52987911","99674658","183800186"
"wasabi","80421978","0.00020002","29568356","47405606","54513801","111566831","159055298"
"types-setuptools","80208962","0.00019949","2830962","23338489","42183135","107750706","224941519"
"catalogue","80028598","0.00019904","27874074","43775636","52663892","112067519","163761867"
"rich-argparse","80024848","0.00019903","0","3894","25613175","185477218","189029951"
"pydot","80004398","0.00019898","27680405","68731074","56239137","86189489","161181884"
"preshed","79827986","0.00019854","30611614","46986354","51609842","110577833","159354286"
"jupyter","79711742","0.00019825","108797907","42639286","40288602","79805077","127027836"
"google-cloud-orchestration-airflow","79694229","0.00019821","1363","4976816","17661847","97046532","278784588"
"google-cloud-dataproc-metastore","79654482","0.00019811","34341","4668349","18837165","98277341","276455216"
"tensorflow-io-gcs-filesystem","79050793","0.00019661","4499714","53344050","100997770","132432948","103979483"
"async-generator","78958655","0.00019638","113679574","107285209","84770734","46830642","42227116"
"marshmallow-enum","78807986","0.00019600","42096875","119151061","99825196","66496010","66470786"
"datetime","78668327","0.00019565","25866486","48881366","63637143","124699545","130257093"
"azure-graphrbac","78658391","0.00019563","63383198","67730105","85284960","118930684","57963007"
"google-cloud-datacatalog","78320504","0.00019479","1650925","10544108","32040518","119411894","227955076"
"graphene","78319486","0.00019479","13069550","17007089","22715188","103892778","234912825"
"opencensus-ext-azure","78228271","0.00019456","22557409","64627276","87981955","118576533","97398183"
"google-cloud-container","77865981","0.00019366","2862751","10605464","32141610","124315567","219404512"
"azure-servicebus","77857708","0.00019364","29082823","43329364","56718957","101872096","158285300"
"wtforms","77833699","0.00019358","25935497","33614714","48876226","126816540","153925519"
"google-cloud-texttospeech","77697034","0.00019324","1762804","5924448","9074446","93630236","278093237"
"universal-pathlib","77668243","0.00019317","1437","2282048","13989543","150822797","221245392"
"commonmark","77527001","0.00019282","30197063","95042242","60099837","109777922","92517939"
"azure-keyvault-keys","77358953","0.00019240","14908718","52083370","65803985","119170412","134828280"
"dacite","77322220","0.00019231","11667658","24323748","39453326","91392659","219773709"
"onnxruntime","77202514","0.00019201","18564535","20687383","39264979","93583259","213912415"
"pep517","77188221","0.00019197","42117977","88687299","88553115","81889064","84693648"
"graphql-relay","76840081","0.00019111","12870341","16734116","20364260","100324375","233907313"
"nose","76747367","0.00019088","49863911","63332454","60496059","111423386","98621025"
"pathlib2","76362728","0.00018992","64267960","78286905","82216895","101628778","55413103"
"tifffile","76139349","0.00018936","50714667","48485831","59420758","89001310","133074177"
"asyncpg","76102556","0.00018927","7375142","15437959","28689088","82742614","246267979"
"slackclient","76073641","0.00018920","86477447","78158224","63372829","68140072","84219631"
"pymupdf","75938692","0.00018887","7192290","15439810","25098251","42991838","288971271"
"mergedeep","75932446","0.00018885","4295761","17916976","37638189","85461996","234349307"
"phonenumbers","75535080","0.00018786","24153377","46593019","56604560","86197109","164127334"
"parameterized","75330862","0.00018735","25835133","38829150","46860194","115849672","149280161"
"bitarray","75236655","0.00018712","12828433","22606153","45876288","114495429","180376974"
"time-machine","74954871","0.00018642","516122","1636986","8398934","149787922","214434390"
"mypy-boto3-rds","74632841","0.00018562","1009970","19623135","88785795","130815392","132929911"
"cachelib","74620383","0.00018559","5674233","30129634","53994877","136652302","146650867"
"pandas-stubs","74366478","0.00018496","866564","7631522","18632710","53816261","290885335"
"cssselect","73923537","0.00018385","36159251","43008368","59122403","90421359","140906304"
"mlflow-skinny","73599490","0.00018305","1248223","11368256","23217419","97318051","234845500"
"fire","73519564","0.00018285","16680947","49144535","78455947","94626087","128690302"
"apache-airflow-providers-cncf-kubernetes","73505210","0.00018281","1649921","29413475","24977334","87003053","224482269"
"parse","73402245","0.00018256","24665538","35043583","55978377","91413892","159909837"
"uc-micro-py","73276847","0.00018225","306372","18112893","54660204","107435728","185869038"
"cron-descriptor","73163845","0.00018196","1984183","21262006","52433483","97348243","192791309"
"avro","72837998","0.00018115","17009514","40865834","66882576","98585214","140846853"
"google-cloud-build","72453152","0.00018020","2419201","8864566","26702356","112263674","212015965"
"psycopg","71763658","0.00017848","88591","3043404","23067699","90574865","242043733"
"openapi-spec-validator","71588834","0.00017805","17492442","23255556","44465728","80652072","192078372"
"gensim","71468740","0.00017775","127401811","67315225","48801930","54912895","58911841"
"python-editor","71424626","0.00017764","152876394","89834784","47091127","37440840","29879985"
"shap","71236014","0.00017717","36485500","53042127","78407620","86435963","101808860"
"aws-xray-sdk","71135349","0.00017692","29200841","37996455","42026046","79481949","166971453"
"elastic-transport","71016833","0.00017662","54537","29910760","32284216","93255675","199578979"
"marshmallow-sqlalchemy","70954493","0.00017647","23246319","50954337","55981807","113680702","110909298"
"google-cloud-translate","70814954","0.00017612","6748487","12546792","16139116","101792544","216847832"
"flask-session","70721833","0.00017589","1956397","28433321","44273485","143289236","135656728"
"keras-preprocessing","70559037","0.00017549","79877500","104320330","73736775","55111037","39749541"
"azure-batch","70292616","0.00017482","22372580","31917669","48907285","99075177","149190367"
"unicodecsv","70272146","0.00017477","53141216","59548872","76017886","90518296","72134458"
"aniso8601","70031623","0.00017417","41364111","42147916","47227608","129476019","89942462"
"apache-airflow-providers-google","69852298","0.00017373","842526","16881189","23345133","106554254","201638387"
"opencv-python-headless","69847266","0.00017372","27468724","34221036","50182164","71601530","165762878"
"tensorflow-metadata","69769461","0.00017352","136446705","79169048","45436063","46643529","41151959"
"cramjam","69653042","0.00017323","3847883","17474895","35943692","94539754","196458986"
"limits","69645671","0.00017321","2957671","5354873","32800186","99312641","207802982"
"pyproject-api","69580308","0.00017305","1227","3012480","53206637","120485781","171195414"
"hyperlink","69535939","0.00017294","19232022","28236637","34953511","82892413","182365111"
"polars","69470352","0.00017278","112723","1146392","16872346","88294509","240925791"
"python-gitlab","69357021","0.00017250","12978983","23383750","61580899","100003827","148837648"
"pyee","69338132","0.00017245","15478650","22325980","28998407","67339972","212547649"
"fastapi-cli","69267549","0.00017227","746","612","515","95485981","250849890"
"tensorboard-plugin-wit","69193535","0.00017209","59300344","99782582","88019687","61244294","37620769"
"gcloud-aio-bigquery","69115365","0.00017190","38379","1042460","5181443","85652936","253661607"
"flask-jwt-extended","69062561","0.00017176","29458599","35090554","58186145","111498754","111078755"
"cmake","68965219","0.00017152","8758609","16918409","70960496","96855534","151333046"
"uamqp","68863255","0.00017127","68587196","88369953","81384779","56925557","49048788"
"apache-airflow-providers-databricks","68846264","0.00017123","1911516","10021368","22087494","104609141","205601803"
"apache-airflow-providers-ssh","68790909","0.00017109","940538","6227272","29495104","106398463","200893168"
"leather","68719811","0.00017091","7333053","21856362","34483981","85431360","194494301"
"gcloud-aio-auth","68630735","0.00017069","563308","2536659","7095369","94550525","238407812"
"google-cloud-dataplex","68585969","0.00017058","0","4601925","20219721","105801785","212306412"
"pytest-html","68456644","0.00017026","19176929","27440514","43502852","110078481","142084443"
"statsd","68358052","0.00017001","45459166","43268716","52050728","66040862","134970786"
"inflect","68348457","0.00016999","16912021","29515238","47623939","81898122","165792967"
"azure-mgmt-compute","68314274","0.00016990","23359585","39205309","58576262","119711791","100718421"
"langchain-text-splitters","68159667","0.00016952","0","0","0","70140770","270657563"
"azure-mgmt-cosmosdb","67855143","0.00016876","16841415","30925908","51414737","117011547","123082110"
"azure-eventhub","67325050","0.00016744","55858309","60766277","70202850","66063093","83734723"
"ansible","67119304","0.00016693","59281377","58095399","51803112","75502457","90914177"
"aiosqlite","67116329","0.00016692","5939290","16161271","25965469","55997060","231518554"
"bytecode","67060347","0.00016678","43863","7730089","42667247","99092999","185767538"
"dbt-extractor","66868658","0.00016631","2552629","19511192","34825726","84910493","192543252"
"ml-dtypes","66861496","0.00016629","0","0","29025607","108847052","196434822"
"oss2","66749920","0.00016601","2397975","4426254","6537099","18811520","301576753"
"mmh3","66710254","0.00016591","19449726","27591790","28517853","71245425","186746477"
"ray","66690566","0.00016586","6092627","18011111","29266361","54247580","225835153"
"opentelemetry-instrumentation-asgi","66636620","0.00016573","763326","5493354","16593115","70583696","239749608"
"partd","66575941","0.00016558","24304262","52147143","56925396","79335295","120167608"
"python-telegram-bot","66415074","0.00016518","5332867","9920305","10632243","36313565","269876391"
"yapf","66322426","0.00016495","17631293","24337404","49357840","95785400","144500192"
"emoji","66314559","0.00016493","34333891","73161225","25963406","55008462","143105811"
"ua-parser","66035152","0.00016423","34790958","53947131","50656967","63950239","126830467"
"apache-airflow-providers-mysql","65972240","0.00016408","1227157","17878452","18840415","91102695","200812483"
"sh","65711914","0.00016343","22434797","36334354","54487203","104381024","110922193"
"jaydebeapi","65675219","0.00016334","20306018","30551564","41486440","83119023","152913050"
"spacy-legacy","65623405","0.00016321","16209695","29840002","39075296","93015908","149976124"
"maxminddb","65303998","0.00016242","30303246","57785320","46873139","74005732","117552554"
"accelerate","64798061","0.00016116","287448","9274948","56119102","94581724","163727085"
"flit-core","64727087","0.00016098","3027867","6345688","31748203","81806490","200707189"
"locket","64648695","0.00016079","24350126","52658268","53362639","75400430","117472012"
"azure-kusto-data","64595236","0.00016065","28029480","38636622","40036235","84111529","132162314"
