"package","github","gitlab","bitbucket","sourcehut","codeberg","custom","eco_guess","llm_guess"
"docopt","https://github.com/docopt/docopt.git","","","","","","","git,github"
"docspec","","","","","","","",""
"docspec-python","","","","","","","",""
"docstring-parser","https://github.com/rr-/docstring_parser.git","","","","","","",""
"docutils","","","","","","","",""
"dogpile-cache","https://github.com/sqlalchemy/dogpile.cache.git","","","","","","",""
"dohq-artifactory","https://github.com/devopshq/artifactory.git","","","","","","",""
"domdf-python-tools","https://github.com/domdfcoding/domdf_python_tools.git","","","","","","",""
"dominate","https://github.com/knio/dominate.git","","","","","","",""
"donfig","https://github.com/pytroll/donfig.git","","","","","","",""
"dotenv","https://github.com/pedroburon/dotenv.git","","","","","","",""
"dotnetcore2","https://github.com/dotnet/core.git","","","","","","",""
"dparse","https://github.com/pyupio/dparse.git","","","","","","",""
"dpath","https://github.com/dpath-maintainers/dpath-python.git","","","","","","",""
"drf-spectacular","https://github.com/tfranzel/drf-spectacular.git","","","","","","",""
"drf-yasg","https://github.com/axnsan12/drf-yasg.git","","","","","","",""
"dropbox","https://github.com/dropbox/dropbox-sdk-python.git","","","","","","",""
"duckdb","https://github.com/duckdb/duckdb-python.git","","","","","","",""
"dulwich","https://github.com/dulwich/dulwich.git","","","","","","",""
"dunamai","https://github.com/mtkennerly/dunamai.git","","","","","","",""
"durationpy","https://github.com/icholy/durationpy.git","","","","","","",""
"dvc","https://github.com/treeverse/dvc.git","","","","","","",""
"dvc-data","https://github.com/iterative/dvc-data.git","","","","","","",""
"dvc-http","https://github.com/iterative/dvc-http.git","","","","","","",""
"dvc-objects","https://github.com/treeverse/dvc-objects.git","","","","","","",""
"dvc-render","https://github.com/iterative/dvc-render.git","","","","","","",""
"dvc-studio-client","https://github.com/iterative/dvc-studio-client.git","","","","","","",""
"dvc-task","https://github.com/iterative/dvc-task.git","","","","","","",""
"dvclive","https://github.com/iterative/dvclive.git","","","","","","",""
"dynaconf","https://github.com/dynaconf/dynaconf.git","","","","","","",""
"dynamodb-json","https://github.com/alonreznik/dynamodb-json.git","","","","","","",""
"easyprocess","https://github.com/ponty/easyprocess.git","","","","","","",""
"ebcdic","https://github.com/roskakori/codecmapper.git","","","","","","",""
"ec2-metadata","https://github.com/adamchainz/ec2-metadata.git","","","","","","",""
"ecdsa","https://github.com/tlsfuzzer/python-ecdsa.git","","","","","","",""
"ecos","https://github.com/embotech/ecos.git","","","","","","",""
"ecs-logging","https://github.com/elastic/ecs-logging-python.git","","","","","","",""
"edgegrid-python","https://github.com/akamai/akamaiopen-edgegrid-python.git","","","","","","",""
"editables","https://github.com/pfmoore/editables.git","","","","","","",""
"editdistance","https://github.com/roy-ht/editdistance.git","","","","","","",""
"editor","https://github.com/rec/editor.git","","","","","","",""
"editorconfig","https://github.com/editorconfig/editorconfig-core-py.git","","","","","","",""
"einops","https://github.com/arogozhnikov/einops.git","","","","","","",""
"elastic-apm","https://github.com/elastic/apm-agent-python.git","","","","","","",""
"elastic-transport","https://github.com/elastic/elastic-transport-python.git","","","","","","",""
"elasticsearch","https://github.com/elastic/elasticsearch-py.git","","","","","","",""
"elasticsearch-dsl","https://github.com/elasticsearch/elasticsearch-dsl-py.git","","","","","","",""
"elementpath","https://github.com/sissaschool/elementpath.git","","","","","","",""
"email-validator","https://github.com/joshdata/python-email-validator.git","","","","","","",""
"embreex","https://github.com/trimesh/embreex.git","","","","","","",""
"emoji","https://github.com/carpedm20/emoji.git","","","","","","",""
"entrypoints","https://github.com/takluyver/entrypoints.git","","","","","","",""
"enum-compat","https://github.com/jstasiak/enum-compat.git","","","","","","",""
"enum34","","","https://bitbucket.org/stoneleaf/enum34.git","","","","",""
"envier","https://github.com/datadog/envier.git","","","","","","",""
"environs","https://github.com/sloria/environs.git","","","","","","",""
"envlogger","","","","","","","",""
"envoy-data-plane","","","","","","","",""
"ephem","https://github.com/brandon-rhodes/pyephem.git","","","","","","",""
"equinox","https://github.com/patrick-kidger/equinox.git","","","","","","",""
"esig","https://github.com/datasig-ac-uk/esig.git","","","","","","",""
"et-xmlfile","","","","","","","",""
"eth-abi","https://github.com/ethereum/eth-abi.git","","","","","","",""
"eth-account","https://github.com/ethereum/eth-account.git","","","","","","",""
"eth-hash","https://github.com/ethereum/eth-hash.git","","","","","","",""
"eth-keyfile","https://github.com/ethereum/eth-keyfile.git","","","","","","",""
"eth-keys","https://github.com/ethereum/eth-keys.git","","","","","","",""
"eth-rlp","https://github.com/ethereum/eth-rlp.git","","","","","","",""
"eth-typing","https://github.com/ethereum/eth-typing.git","","","","","","",""
"eth-utils","https://github.com/ethereum/eth-utils.git","","","","","","",""
"etils","https://github.com/google/etils.git","","","","","","",""
"eval-type-backport","https://github.com/alexmojaki/eval_type_backport.git","","","","","","",""
"evaluate","https://github.com/huggingface/evaluate.git","","","","","","",""
"eventlet","https://github.com/eventlet/eventlet.git","","","","","","",""
"events","https://github.com/pyeve/events.git","","","","","","",""
"evergreen-py","https://github.com/evergreen-ci/evergreen.py.git","","","","","","",""
"exceptiongroup","https://github.com/agronholm/exceptiongroup.git","","","","","","",""
"exchangelib","https://github.com/ecederstrand/exchangelib.git","","","","","","",""
"execnet","https://github.com/pytest-dev/execnet.git","","","","","","","git,github"
"executing","https://github.com/alexmojaki/executing.git","","","","","","",""
"expandvars","https://github.com/sayanarijit/expandvars.git","","","","","","",""
"expiringdict","","","","","","","",""
"explainable-ai-sdk","","","","","","","",""
"ezfnsetup","","","","","","","",""
"fabric","https://github.com/fabric/fabric.git","","","","","","",""
"face","https://github.com/mahmoud/face.git","","","","","","",""
"facebook-business","https://github.com/facebook/facebook-python-business-sdk.git","","","","","","",""
"facexlib","https://github.com/xinntao/facexlib.git","","","","","","",""
"factory-boy","https://github.com/factoryboy/factory_boy.git","","","","","","",""
"faiss-cpu","https://github.com/kyamagu/faiss-wheels.git","","","","","","",""
"fake-useragent","https://github.com/fake-useragent/fake-useragent.git","","","","","","",""
"faker","https://github.com/joke2k/faker.git","","","","","","",""
"fakeredis","https://github.com/cunla/fakeredis-py.git","","","","","","",""
"falcon","https://github.com/falconry/falcon.git","","","","","","",""
"farama-notifications","https://github.com/farama-foundation/farama-notifications.git","","","","","","",""
"fast-array-utils","https://github.com/scverse/fast-array-utils.git","","","","","","",""
"fastapi","https://github.com/fastapi/fastapi.git","","","","","","",""
"fastapi-cli","https://github.com/fastapi/fastapi-cli.git","","","","","","",""
"fastapi-cloud-cli","https://github.com/fastapilabs/fastapi-cloud-cli.git","","","","","","",""
"fastar","https://github.com/doctorjohn/fastar.git","","","","","","",""
"fastavro","https://github.com/fastavro/fastavro.git","","","","","","",""
"fastcore","https://github.com/answerdotai/fastcore.git","","","","","","",""
"fastembed","https://github.com/qdrant/fastembed.git","","","","","","",""
"fasteners","https://github.com/harlowja/fasteners.git","","","","","","",""
"fastjsonschema","https://github.com/horejsek/python-fastjsonschema.git","","","","","","",""
"fastlite","https://github.com/answerdotai/fastlite.git","","","","","","",""
"fastmcp","https://github.com/prefecthq/fastmcp.git","","","","","","",""
"fastparquet","https://github.com/dask/fastparquet.git","","","","","","",""
"fastprogress","https://github.com/answerdotai/fastprogress.git","","","","","","",""
"fasttext","https://github.com/facebookresearch/fasttext.git","","","","","","",""
"fasttext-wheel","https://github.com/facebookresearch/fasttext.git","","","","","","",""
"fastuuid","https://github.com/thedrow/fastuuid.git","","","","","","",""
"fbprophet","https://github.com/facebook/prophet.git","","","","","","git,github",""
"feedparser","https://github.com/kurtmckee/feedparser.git","","","","","","",""
"ffmpeg-python","https://github.com/kkroening/ffmpeg-python.git","","","","","","",""
"ffmpy","https://github.com/ch00k/ffmpy.git","","","","","","git,github",""
"filelock","https://github.com/tox-dev/py-filelock.git","","","","","","",""
"filetype","https://github.com/h2non/filetype.py.git","","","","","","",""
"filterpy","https://github.com/rlabbe/filterpy.git","","","","","","",""
"find-libpython","https://github.com/ktbarrett/find_libpython.git","","","","","","",""
"findpython","https://github.com/frostming/findpython.git","","","","","","",""
"findspark","https://github.com/minrk/findspark.git","","","","","","",""
"fiona","https://github.com/toblerity/fiona.git","","","","","","",""
"fire","https://github.com/google/python-fire.git","","","","","","",""
"firebase-admin","https://github.com/firebase/firebase-admin-python.git","","","","","","",""
"fixedint","https://github.com/nneonneo/fixedint.git","","","","","","",""
"flake8","https://github.com/pycqa/flake8.git","","","","","","",""
"flake8-bugbear","https://github.com/pycqa/flake8-bugbear.git","","","","","","",""
"flake8-comprehensions","https://github.com/adamchainz/flake8-comprehensions.git","","","","","","",""
"flake8-docstrings","https://github.com/pycqa/flake8-docstrings.git","","","","","","",""
"flake8-isort","https://github.com/gforcada/flake8-isort.git","","","","","","",""
"flake8-polyfill","","https://gitlab.com/pycqa/flake8-polyfill.git","","","","","",""
"flaky","https://github.com/box/flaky.git","","","","","","",""
"flashinfer-cubin","https://github.com/flashinfer-ai/flashinfer.git","","","","","","",""
"flashinfer-python","https://github.com/flashinfer-ai/flashinfer.git","","","","","","",""
"flashtext","https://github.com/vi3k6i5/flashtext.git","","","","","","",""
"flask","https://github.com/pallets/flask.git","","","","","","",""
"flask-admin","https://github.com/pallets-eco/flask-admin.git","","","","","","",""
"flask-appbuilder","https://github.com/dpgaspar/flask-appbuilder.git","","","","","","",""
"flask-babel","https://github.com/python-babel/flask-babel.git","","","","","","",""
"flask-bcrypt","https://github.com/maxcountryman/flask-bcrypt.git","","","","","","",""
"flask-caching","https://github.com/pallets-eco/flask-caching.git","","","","","","",""
"flask-compress","https://github.com/colour-science/flask-compress.git","","","","","","",""
"flask-cors","https://github.com/corydolphin/flask-cors.git","","","","","","",""
"flask-httpauth","https://github.com/miguelgrinberg/flask-httpauth.git","","","","","","",""
"flask-jwt-extended","https://github.com/vimalloc/flask-jwt-extended.git","","","","","","",""
"flask-limiter","https://github.com/alisaifee/flask-limiter.git","","","","","","",""
"flask-login","https://github.com/maxcountryman/flask-login.git","","","","","","",""
"flask-migrate","https://github.com/miguelgrinberg/flask-migrate.git","","","","","","",""
"flask-oidc","https://github.com/fedora-infra/flask-oidc.git","","","","","","",""
"flask-openid","https://github.com/mitsuhiko/flask-openid.git","","","","","","",""
"flask-restful","https://github.com/flask-restful/flask-restful.git","","","","","","",""
"flask-restx","https://github.com/python-restx/flask-restx.git","","","","","","",""
"flask-session","https://github.com/pallets-eco/flask-session.git","","","","","","",""
"flask-socketio","https://github.com/miguelgrinberg/flask-socketio.git","","","","","","",""
"flask-sqlalchemy","https://github.com/pallets-eco/flask-sqlalchemy.git","","","","","","",""
"flask-swagger","https://github.com/gangverk/flask-swagger.git","","","","","","",""
"flask-wtf","https://github.com/pallets-eco/flask-wtf.git","","","","","","",""
"flatbuffers","https://github.com/google/flatbuffers.git","","","","","","",""
"flatten-dict","https://github.com/ianlini/flatten-dict.git","","","","","","",""
"flatten-json","https://github.com/amirziai/flatten.git","","","","","","",""
"flax","https://github.com/google/flax.git","","","","","","",""
"flexcache","https://github.com/hgrecco/flexcache.git","","","","","","",""
"flexparser","https://github.com/hgrecco/flexparser.git","","","","","","",""
"flit","https://github.com/pypa/flit.git","","","","","","",""
"flit-core","https://github.com/pypa/flit.git","","","","","","",""
"flower","https://github.com/mher/flower.git","","","","","","",""
"fluent-logger","https://github.com/fluent/fluent-logger-python.git","","","","","","",""
"flufl-lock","","https://gitlab.com/warsaw/flufl.lock/issues.git","","","","","",""
"folium","https://github.com/python-visualization/folium.git","","","","","","",""
"fonttools","https://github.com/fonttools/fonttools.git","","","","","","",""
"formulaic","https://github.com/matthewwardrop/formulaic.git","","","","","","",""
"fortniteapiasync","https://github.com/xmistt/fortniteapiasync.git","","","","","","",""
"fortnitepy","https://github.com/terbau/fortnitepy.git","","","","","","",""
"fpdf","https://github.com/reingart/pyfpdf.git","","","","","","",""
"fpdf2","https://github.com/py-pdf/fpdf2.git","","","","","","",""
"fqdn","https://github.com/ypcrts/fqdn.git","","","","","","",""
"freetype-py","https://github.com/rougier/freetype-py.git","","","","","","",""
"freezegun","https://github.com/spulec/freezegun.git","","","","","","",""
"frozendict","https://github.com/marco-sulla/python-frozendict.git","","","","","","",""
"frozenlist","https://github.com/aio-libs/frozenlist.git","","","","","","",""
"fs","https://github.com/pyfilesystem/pyfilesystem2.git","","","","","","",""
"fsspec","https://github.com/fsspec/filesystem_spec.git","","","","","","",""
"ftfy","https://github.com/rspeer/python-ftfy.git","","","","","","",""
"fts3","","https://gitlab.cern.ch/fts/fts-rest-flask.git","","","","","",""
"funcsigs","https://github.com/testing-cabal/funcsigs.git","","","","","","git,github",""
"functions-framework","https://github.com/googlecloudplatform/functions-framework-python.git","","","","","","",""
"functools32","https://github.com/michilu/python-functools32.git","","","","","","",""
"funcy","https://github.com/suor/funcy.git","","","","","","",""
"furl","https://github.com/gruns/furl.git","","","","","","",""
"furo","https://github.com/pradyunsg/furo.git","","","","","","",""
"fusepy","https://github.com/fusepy/fusepy.git","","","","","","",""
"future","https://github.com/pythoncharmers/python-future.git","","","","","","",""
"futures","https://github.com/agronholm/pythonfutures.git","","","","","","",""
"fuzzywuzzy","https://github.com/seatgeek/fuzzywuzzy.git","","","","","","",""
"gast","https://github.com/serge-sans-paille/gast.git","","","","","","",""
"gcloud","https://github.com/googlecloudplatform/gcloud-python.git","","","","","","",""
"gcloud-aio-auth","https://github.com/talkiq/gcloud-aio.git","","","","","","",""
"gcloud-aio-bigquery","https://github.com/talkiq/gcloud-aio.git","","","","","","",""
"gcloud-aio-storage","https://github.com/talkiq/gcloud-aio.git","","","","","","",""
"gcovr","https://github.com/gcovr/gcovr.git","","","","","","",""
"gcs-oauth2-boto-plugin","https://github.com/googlecloudplatform/gcs-oauth2-boto-plugin.git","","","","","","",""
"gcsfs","https://github.com/fsspec/gcsfs.git","","","","","","",""
"gdata","","","","","","","",""
"gdown","https://github.com/wkentaro/gdown.git","","","","","","",""
"genai-prices","https://github.com/pydantic/genai-prices.git","","","","","","",""
"gensim","https://github.com/rare-technologies/gensim.git","","","","","","",""
"genson","https://github.com/wolverdude/genson.git","","","","","","",""
"geoalchemy2","https://github.com/geoalchemy/geoalchemy2.git","","","","","","",""
"geocoder","https://github.com/deniscarriere/geocoder.git","","","","","","",""
"geographiclib","https://github.com/geographiclib/geographiclib-python.git","","","","","","",""
"geoip2","https://github.com/maxmind/geoip2-python.git","","","","","","",""
"geojson","https://github.com/jazzband/geojson.git","","","","","","",""
"geomet","https://github.com/geomet/geomet.git","","","","","","",""
"geopandas","https://github.com/geopandas/geopandas.git","","","","","","",""
"geopy","https://github.com/geopy/geopy.git","","","","","","",""
"gevent","https://github.com/gevent/gevent.git","","","","","","",""
"geventhttpclient","https://github.com/geventhttpclient/geventhttpclient.git","","","","","","",""
"gfal2-python","","https://gitlab.cern.ch/dmc/gfal2-bindings.git","","","","","",""
"gget","https://github.com/pachterlab/gget.git","","","","","","",""
"gguf","https://github.com/ggml-org/llama.cpp.git","","","","","","",""
"ghapi","https://github.com/fastai/ghapi.git","","","","","","",""
"gherkin-official","https://github.com/cucumber/gherkin.git","","","","","","",""
"ghp-import","https://github.com/c-w/ghp-import.git","","","","","","",""
"gitdb","https://github.com/gitpython-developers/gitdb.git","","","","","","",""
"gitdb2","https://github.com/gitpython-developers/gitdb.git","","","","","","",""
"github3-py","https://github.com/sigmavirus24/github3.py.git","","","","","","",""
"gitpython","https://github.com/gitpython-developers/gitpython.git","","","","","","",""
"giturlparse","https://github.com/nephila/giturlparse.git","","","","","","",""
"glob2","https://github.com/miracle2k/python-glob2.git","","","","","","",""
"glom","https://github.com/mahmoud/glom.git","","","","","","",""
"gnureadline","https://github.com/ludwigschwardt/python-gnureadline.git","","","","","","",""
"google","","","","","","","",""
"google-ads","https://github.com/googleads/google-ads-python.git","","","","","","",""
"google-ai-generativelanguage","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-analytics-admin","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-analytics-data","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-api-core","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-api-python-client","https://github.com/googleapis/google-api-python-client.git","","","","","","",""
"google-apitools","https://github.com/google/apitools.git","","","","","","",""
"google-auth","https://github.com/googleapis/google-auth-library-python.git","","","","","","",""
"google-auth-httplib2","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-auth-oauthlib","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud","https://github.com/googlecloudplatform/google-cloud-python.git","","","","","","",""
"google-cloud-aiplatform","https://github.com/googleapis/python-aiplatform.git","","","","","","",""
"google-cloud-alloydb","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-appengine-logging","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-audit-log","https://github.com/googleapis/python-audit-log.git","","","","","","",""
"google-cloud-automl","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-batch","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-bigquery","https://github.com/googleapis/python-bigquery.git","","","","","","",""
"google-cloud-bigquery-biglake","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-bigquery-connection","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-bigquery-datatransfer","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-bigquery-storage","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-bigtable","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-build","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-compute","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-container","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-core","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-datacatalog","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-dataflow-client","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-dataform","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-dataplex","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-dataproc","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-dataproc-metastore","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-datastore","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-dlp","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-firestore","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-functions","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-kms","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-language","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-logging","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-managedkafka","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-memcache","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-modelarmor","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-monitoring","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-orchestration-airflow","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-os-login","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-pubsub","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-pubsublite","https://github.com/googleapis/python-pubsublite.git","","","","","","",""
"google-cloud-recommendations-ai","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-redis","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-resource-manager","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-run","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-secret-manager","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-spanner","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-speech","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-storage","https://github.com/googleapis/python-storage.git","","","","","","",""
"google-cloud-storage-control","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-storage-transfer","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-tasks","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-texttospeech","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-trace","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-translate","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-vectorsearch","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-videointelligence","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-vision","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-cloud-workflows","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"google-crc32c","https://github.com/googleapis/python-crc32c.git","","","","","","",""
"google-genai","https://github.com/googleapis/python-genai.git","","","","","","",""
"google-generativeai","https://github.com/google/generative-ai-python.git","","","","","","",""
"google-pasta","https://github.com/google/pasta.git","","","","","","",""
"google-re2","https://github.com/google/re2.git","","","","","","",""
"google-reauth","https://github.com/google/google-reauth-python.git","","","","","","",""
"google-resumable-media","https://github.com/googleapis/google-resumable-media-python.git","","","","","","",""
"googleads","https://github.com/googleads/googleads-python-lib.git","","","","","","",""
"googleapis-common-protos","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"googlemaps","https://github.com/googlemaps/google-maps-services-python.git","","","","","","",""
"googletrans","https://github.com/ssut/py-googletrans.git","","","","","","",""
"gorilla","https://github.com/christophercrouzet/gorilla.git","","","","","","",""
"gpboost","https://github.com/fabsig/gpboost.git","","","","","","",""
"gprof2dot","https://github.com/jrfonseca/gprof2dot.git","","","","","","",""
"gpustat","https://github.com/wookayin/gpustat.git","","","","","","",""
"gql","https://github.com/graphql-python/gql.git","","","","","","",""
"gradio","https://github.com/gradio-app/gradio.git","","","","","","",""
"gradio-client","https://github.com/gradio-app/gradio.git","","","","","","",""
"grandalf","https://github.com/bdcht/grandalf.git","","","","","","",""
"graphemeu","https://github.com/timendum/grapheme.git","","","","","","",""
"graphene","https://github.com/graphql-python/graphene.git","","","","","","",""
"graphframes","https://github.com/graphframes/graphframes.git","","","","","","",""
"graphlib-backport","https://github.com/mariushelf/graphlib_backport.git","","","","","","",""
"graphql-core","https://github.com/graphql-python/graphql-core.git","","","","","","",""
"graphql-relay","https://github.com/graphql-python/graphql-relay-py.git","","","","","","",""
"graphviz","https://github.com/xflr6/graphviz.git","","","","","","",""
"great-expectations","https://github.com/great-expectations/great_expectations.git","","","","","","",""
"greenback","https://github.com/oremanj/greenback.git","","","","","","",""
"greenlet","https://github.com/python-greenlet/greenlet.git","","","","","","",""
"gremlinpython","https://github.com/apache/tinkerpop.git","","","","","","","git,github"
"griffe","https://github.com/mkdocstrings/griffe.git","","","","","","",""
"groovy","https://github.com/gradio-app/groovy.git","","","","","","",""
"groq","https://github.com/groq/groq-python.git","","","","","","",""
"grpc-google-iam-v1","https://github.com/googleapis/google-cloud-python.git","","","","","","",""
"grpc-interceptor","https://github.com/d5h-foss/grpc-interceptor.git","","","","","","",""
"grpcio","https://github.com/grpc/grpc.git","","","","","","",""
"grpcio-gcp","","","","","","","",""
"grpcio-health-checking","https://github.com/grpc/grpc.git","","","","","","","git,github"
"grpcio-reflection","https://github.com/grpc/grpc.git","","","","","","git,github",""
"grpcio-status","https://github.com/grpc/grpc.git","","","","","","","git,github"
"grpcio-tools","https://github.com/grpc/grpc.git","","","","","","",""
"grpclib","https://github.com/vmagamedov/grpclib.git","","","","","","",""
"gspread","https://github.com/burnash/gspread.git","","","","","","",""
"gspread-dataframe","https://github.com/robin900/gspread-dataframe.git","","","","","","",""
"gssapi","https://github.com/pythongssapi/python-gssapi.git","","","","","","",""
"gsutil","","","","","","","",""
"gto","https://github.com/iterative/gto.git","","","","","","",""
"gtts","https://github.com/pndurette/gtts.git","","","","","","",""
"gunicorn","https://github.com/benoitc/gunicorn.git","","","","","","",""
"gym","","","","","","","",""
"gym-notices","https://github.com/farama-foundation/gym-notices.git","","","","","","",""
"gymnasium","https://github.com/farama-foundation/gymnasium.git","","","","","","",""
"h11","https://github.com/python-hyper/h11.git","","","","","","",""
"h2","https://github.com/python-hyper/h2.git","","","","","","",""
"h3","https://github.com/uber/h3-py.git","","","","","","",""
"h5py","https://github.com/h5py/h5py.git","","","","","","",""
"hashids","","","","","","","",""
"hatch","https://github.com/pypa/hatch.git","","","","","","",""
"hatch-fancy-pypi-readme","https://github.com/hynek/hatch-fancy-pypi-readme.git","","","","","","",""
"hatch-vcs","https://github.com/sponsors/ofek.git","","","","","","",""
"hatchling","https://github.com/pypa/hatch.git","","","","","","",""
"haversine","https://github.com/mapado/haversine.git","","","","","","",""
"hdbcli","","","","","","","",""
"hdfs","https://github.com/mtth/hdfs.git","","","","","","git,github",""
"heapdict","","","","","","","",""
"hexbytes","https://github.com/ethereum/hexbytes.git","","","","","","",""
"hf-xet","https://github.com/huggingface/xet-core.git","","","","","","",""
"highspy","https://github.com/ergo-code/highs.git","","","","","","",""
"hijri-converter","","","","","","","",""
"hijridate","https://github.com/dralshehri/hijridate.git","","","","","","",""
"hiredis","https://github.com/redis/hiredis-py.git","","","","","","",""
"hishel","https://github.com/karpetrosyan/hishel.git","","","","","","",""
"hjson","https://github.com/hjson/hjson-py.git","","","","","","",""
"hmsclient","https://github.com/gglanzani/hmsclient.git","","","","","","",""
"holidays","https://github.com/vacanza/holidays.git","","","","","","",""
"hologram","https://github.com/fishtown-analytics/hologram.git","","","","","","",""
"hpack","https://github.com/python-hyper/hpack.git","","","","","","",""
"hstspreload","https://github.com/sethmlarson/hstspreload.git","","","","","","",""
"html2text","https://github.com/alir3z4/html2text.git","","","","","","",""
"html5lib","https://github.com/html5lib/html5lib-python.git","","","","","","",""
"html5tagger","https://github.com/sanic-org/html5tagger.git","","","","","","",""
"htmldate","https://github.com/adbar/htmldate.git","","","","","","",""
"htmlmin","https://github.com/mankyd/htmlmin.git","","","","","","",""
"httpcore","https://github.com/encode/httpcore.git","","","","","","",""
"httplib2","https://github.com/httplib2/httplib2.git","","","","","","",""
"httpstan","https://github.com/stan-dev/httpstan.git","","","","","","",""
"httptools","https://github.com/magicstack/httptools.git","","","","","","",""
"httpx","https://github.com/encode/httpx.git","","","","","","",""
"httpx-sse","https://github.com/florimondmanca/httpx-sse.git","","","","","","",""
"hubspot-api-client","https://github.com/hubspot/hubspot-api-python.git","","","","","","",""
"huey","https://github.com/coleifer/huey.git","","","","","","",""
"huggingface-hub","https://github.com/huggingface/huggingface_hub.git","","","","","","",""
"humanfriendly","https://github.com/xolox/python-humanfriendly.git","","","","","","","git,github"
"humanize","https://github.com/python-humanize/humanize.git","","","","","","",""
"hupper","https://github.com/pylons/hupper.git","","","","","","",""
"hvac","https://github.com/hvac/hvac.git","","","","","","",""
"hydra-core","https://github.com/facebookresearch/hydra.git","","","","","","",""
"hypercorn","https://github.com/pgjones/hypercorn.git","","","","","","git,github",""
"hyperframe","https://github.com/python-hyper/hyperframe.git","","","","","","",""
"hyperlink","https://github.com/python-hyper/hyperlink.git","","","","","","",""
"hyperopt","https://github.com/hyperopt/hyperopt.git","","","","","","git,github",""
"hyperpyyaml","https://github.com/speechbrain/hyperpyyaml.git","","","","","","",""
"hypothesis","https://github.com/hypothesisworks/hypothesis.git","","","","","","",""
"ibm-cloud-sdk-core","https://github.com/ibm/python-sdk-core.git","","","","","","",""
"ibm-db","","","","","","","",""
