"repo","platform","repo_id","git_url","mirror_url","git_valid","ecosystems","packages","top_eco","top_eco_pkg","top_eco_pct","pr_score","class","class_npm","class_pypi","class_crates","class_cpp","openssf_crit","eco_crit","value_score"
"salesforce/cloudsplaining","github","gh/256772852","https://github.com/salesforce/cloudsplaining.git","","True","pypi","1","pypi","cloudsplaining","0.538","38.82","C","","C","","","","","19.68"
"davidhewitt/pythonize","github","gh/285867319","https://github.com/davidhewitt/pythonize.git","","True","crates","1","crates","pythonize","0.5272","38.84","C","","","C","","","","19.68"
"foliojs/unicode-properties","github","gh/33391280","https://github.com/foliojs/unicode-properties.git","","True","npm","1","npm","unicode-properties","1.4983","37.85","C","C","","","","","","19.67"
"isaacs/promise-call-limit","github","gh/236632554","https://github.com/isaacs/promise-call-limit.git","","True","npm","1","npm","promise-call-limit","1.4964","37.85","C","C","","","","","","19.67"
"alibaba-archive/cache-content-type","github","gh/140516009","https://github.com/alibaba-archive/cache-content-type.git","","True","npm","1","npm","cache-content-type","1.4945","37.84","C","C","","","","","","19.67"
"jamestalmage/hyperlinker","github","gh/112280241","https://github.com/jamestalmage/hyperlinker.git","","True","npm","1","npm","hyperlinker","1.4926","37.84","C","C","","","","","","19.67"
"kaveio/phik","github","gh/158376829","https://github.com/kaveio/phik.git","","True","pypi","1","pypi","phik","0.5364","38.81","C","","C","","","","","19.67"
"codecov/codecov-python","github","gh/22685735","https://github.com/codecov/codecov-python.git","","True","pypi","1","pypi","codecov","0.5348","38.80","C","","C","","","","","19.67"
"johnscience/qualifier_attr","github","gh/620759805","https://github.com/johnscience/qualifier_attr.git","","True","crates","1","crates","qualifier_attr","0.5263","38.82","C","","","C","","","","19.67"
"pvlbzn/gobject","github","gh/81566153","https://github.com/pvlbzn/gobject.git","","True","cpp","1","cpp","python:pygobject","3.6962","35.62","C","","","","C","","","19.66"
"thinkmill/manypkg","github","gh/201689889","https://github.com/thinkmill/manypkg.git","","True","npm","2","npm","@manypkg/tools","1.4908","37.83","C","C","","","","","","19.66"
"","","","","","False","npm","1","npm","tailwindcss-animate","1.4889","37.83","C","C","","","","","","19.66"
"sindresorhus/screenfull","github","gh/3362916","https://github.com/sindresorhus/screenfull.git","","True","npm","1","npm","screenfull","1.487","37.83","C","C","","","","","","19.66"
"shouldjs/format","github","gh/26270909","https://github.com/shouldjs/format.git","","True","npm","1","npm","should-format","1.4852","37.83","C","C","","","","","","19.66"
"getsling/flask-swagger","github","gh/31482659","https://github.com/getsling/flask-swagger.git","","True","pypi","1","pypi","flask-swagger","0.5331","38.79","C","","C","","","","","19.66"
"rasbt/mlxtend","github","gh/22937749","https://github.com/rasbt/mlxtend.git","","True","pypi","1","pypi","mlxtend","0.5315","38.79","C","","C","","","","","19.66"
"ccakes/prometheus-parse-rs","github","gh/187758096","https://github.com/ccakes/prometheus-parse-rs.git","","True","crates","1","crates","prometheus-parse","0.5254","38.79","C","","","C","","","","19.66"
"rust-lang/rust-analyzer","github","gh/115039706","https://github.com/rust-lang/rust-analyzer.git","","True","crates","1","crates","lsp-server","0.5246","38.79","C","","","C","","","","19.66"
"multimedia-team/openni2","gitlab","gl/debian-8147","https://salsa.debian.org/multimedia-team/openni2.git","","True","cpp","1","cpp","openni2","3.6866","35.61","C","","","","C","","","19.65"
"sindresorhus/byte-counter","github","gh/1085689636","https://github.com/sindresorhus/byte-counter.git","","True","npm","1","npm","byte-counter","1.4833","37.82","C","C","","","","","","19.65"
"jonschlinkert/git-config-path","github","gh/31676042","https://github.com/jonschlinkert/git-config-path.git","","True","npm","1","npm","git-config-path","1.4814","37.82","C","C","","","","","","19.65"
"shouldjs/equal","github","gh/23709853","https://github.com/shouldjs/equal.git","","True","npm","1","npm","should-equal","1.4795","37.82","C","C","","","","","","19.65"
"miguelgrinberg/flask-httpauth","github","gh/10136908","https://github.com/miguelgrinberg/flask-httpauth.git","","True","pypi","1","pypi","flask-httpauth","0.5299","38.78","C","","C","","","","","19.65"
"","","","","","False","pypi","1","pypi","azureml-contrib-services","0.5283","38.78","C","","C","","","","","19.65"
"defnull/multipart","github","gh/726554","https://github.com/defnull/multipart.git","","True","pypi","1","pypi","multipart","0.5267","38.77","C","","C","","","","","19.65"
"izxxr/randomstuff.py","github","gh/369743242","https://github.com/izxxr/randomstuff.py.git","","True","pypi","1","pypi","randomstuff-py","0.5251","38.77","C","","C","","","","","19.65"
"hoxxep/rapidrand","github","gh/1287478259","https://github.com/hoxxep/rapidrand.git","","True","crates","1","crates","rapidrand","0.5237","38.77","C","","","C","","","","19.65"
"mvo5/synaptic","github","gh/38752718","https://github.com/mvo5/synaptic.git","","True","cpp","1","cpp","synaptic","3.6769","35.61","C","","","","C","","","19.64"
"apache/cordova-node-xcode","github","gh/87614951","https://github.com/apache/cordova-node-xcode.git","","True","npm","1","npm","xcode","1.4777","37.80","C","C","","","","","","19.64"
"vuejs/vue-hot-reload-api","github","gh/44696600","https://github.com/vuejs/vue-hot-reload-api.git","","True","npm","1","npm","vue-hot-reload-api","1.4758","37.80","C","C","","","","","","19.64"
"mickhansen/dottie.js","github","gh/4610476","https://github.com/mickhansen/dottie.js.git","","True","npm","1","npm","dottie","1.4739","37.80","C","C","","","","","","19.64"
"ethan7g/centra","github","","https://github.com/ethan7g/centra.git","","False","npm","1","npm","centra","1.4721","37.80","C","C","","","","","","19.64"
"streamich/hyperdyperid","github","gh/303232975","https://github.com/streamich/hyperdyperid.git","","True","npm","1","npm","hyperdyperid","1.4702","37.80","C","C","","","","","","19.64"
"exelscior/logging-azure-rest","github","gh/346664489","https://github.com/exelscior/logging-azure-rest.git","","True","pypi","1","pypi","logging-azure-rest","0.5235","38.75","C","","C","","","","","19.64"
"kamadak/exif-rs","github","gh/77692192","https://github.com/kamadak/exif-rs.git","","True","crates","1","crates","kamadak-exif","0.5228","38.75","C","","","C","","","","19.64"
"aws/aws-sam-cli","github","gh/92205085","https://github.com/aws/aws-sam-cli.git","","True","pypi","1","pypi","aws-sam-cli","0.5219","38.75","C","","C","","","","","19.64"
"roynalnaruto/eth-keystore-rs","github","gh/328243070","https://github.com/roynalnaruto/eth-keystore-rs.git","","True","crates","1","crates","eth-keystore","0.5219","38.75","C","","","C","","","","19.64"
"sagiegurari/fsio","github","gh/241209414","https://github.com/sagiegurari/fsio.git","","True","crates","1","crates","fsio","0.521","38.75","C","","","C","","","","19.64"
"debian/smartmontools","gitlab","gl/debian-29444","https://salsa.debian.org/debian/smartmontools.git","","True","cpp","1","cpp","smartmontools","3.6673","35.60","C","","","","C","","","19.63"
"mafintosh/gunzip-maybe","github","gh/19541642","https://github.com/mafintosh/gunzip-maybe.git","","True","npm","1","npm","gunzip-maybe","1.4683","37.79","C","C","","","","","","19.63"
"cupy/cupy","github","gh/72523920","https://github.com/cupy/cupy.git","","True","pypi","1","pypi","cupy-cuda12x","0.5203","38.74","C","","C","","","","","19.63"
"solana-program/token-metadata","github","gh/902120036","https://github.com/solana-program/token-metadata.git","","True","crates","1","crates","spl-token-metadata-interface","0.5202","38.73","C","","","C","","","","19.63"
"cleardataeng/requests-sigv4","github","","https://github.com/cleardataeng/requests-sigv4.git","","False","pypi","1","pypi","requests-sigv4","0.5187","38.74","C","","C","","","","","19.63"
"drobilla/zix","gitlab","gl/14889806","https://gitlab.com/drobilla/zix.git","","True","cpp","1","cpp","zix","3.6577","35.59","C","","","","C","","","19.62"
"browserify/stream-splicer","github","gh/20662644","https://github.com/browserify/stream-splicer.git","","True","npm","1","npm","stream-splicer","1.4665","37.78","C","C","","","","","","19.62"
"es-joy/jsdoccomment","github","gh/362987326","https://github.com/es-joy/jsdoccomment.git","","True","npm","1","npm","@es-joy/jsdoccomment","1.4646","37.78","C","C","","","","","","19.62"
"medikoo/duration","github","gh/4411842","https://github.com/medikoo/duration.git","","True","npm","1","npm","duration","1.4628","37.77","C","C","","","","","","19.62"
"flozz/stackblur","github","gh/17324092","https://github.com/flozz/stackblur.git","","True","npm","1","npm","stackblur-canvas","1.4609","37.77","C","C","","","","","","19.62"
"servo/dwrote-rs","github","gh/82345324","https://github.com/servo/dwrote-rs.git","","True","crates","1","crates","dwrote","0.5193","38.72","C","","","C","","","","19.62"
"solana-program/transfer-hook","github","gh/902120631","https://github.com/solana-program/transfer-hook.git","","True","crates","1","crates","spl-transfer-hook-interface","0.5184","38.72","C","","","C","","","","19.62"
"rmanoka/async-scoped","github","gh/196758769","https://github.com/rmanoka/async-scoped.git","","True","crates","1","crates","async-scoped","0.5175","38.72","C","","","C","","","","19.62"
"ramnes/notion-sdk-py","github","gh/367164562","https://github.com/ramnes/notion-sdk-py.git","","True","pypi","1","pypi","notion-client","0.5171","38.73","C","","C","","","","","19.62"
"luukvanderduim/zbus-lockstep","github","gh/675677635","https://github.com/luukvanderduim/zbus-lockstep.git","","True","crates","2","crates","zbus-lockstep","0.5166","38.72","C","","","C","","","","19.62"
"codespell-project/codespell","github","gh/1303538","https://github.com/codespell-project/codespell.git","","True","pypi","1","pypi","codespell","0.5155","38.72","C","","C","","","","","19.62"
"yiminghe/dom-align","github","gh/28949301","https://github.com/yiminghe/dom-align.git","","True","npm","1","npm","dom-align","1.4591","37.77","C","C","","","","","","19.61"
"mysticatea/eslint-plugin-eslint-comments","github","gh/70421055","https://github.com/mysticatea/eslint-plugin-eslint-comments.git","","True","npm","1","npm","eslint-plugin-eslint-comments","1.4572","37.77","C","C","","","","","","19.61"
"vuejs/vuex","github","gh/39176269","https://github.com/vuejs/vuex.git","","True","npm","1","npm","vuex","1.4553","37.76","C","C","","","","","","19.61"
"openai/openai-node","github","gh/438419937","https://github.com/openai/openai-node.git","","True","npm","1","npm","openai","1.4535","37.76","C","C","","","","","","19.61"
"gulpjs/undertaker-registry","github","gh/23244421","https://github.com/gulpjs/undertaker-registry.git","","True","npm","1","npm","undertaker-registry","1.4516","37.76","C","C","","","","","","19.61"
"scottlamb/http-auth","github","gh/419473084","https://github.com/scottlamb/http-auth.git","","True","crates","1","crates","http-auth","0.5158","38.71","C","","","C","","","","19.61"
"wrenger/bitfield-struct-rs","github","gh/440571940","https://github.com/wrenger/bitfield-struct-rs.git","","True","crates","1","crates","bitfield-struct","0.5149","38.71","C","","","C","","","","19.61"
"","","","","","False","pypi","1","pypi","azureml-automl-core","0.5139","38.70","C","","C","","","","","19.61"
"gruebel/pycep","github","gh/443858593","https://github.com/gruebel/pycep.git","","True","pypi","1","pypi","pycep-parser","0.5123","38.70","C","","C","","","","","19.61"
"","","","","","False","cpp","1","cpp","debian:libmagickcore-6.q16-6","3.6482","35.56","C","","","","C","","","19.60"
"react-component/select","github","gh/30027024","https://github.com/react-component/select.git","","True","npm","2","npm","rc-select","1.4498","37.75","C","C","","","","","","19.60"
"emn178/js-md4","github","gh/31455459","https://github.com/emn178/js-md4.git","","True","npm","1","npm","js-md4","1.4479","37.75","C","C","","","","","","19.60"
"un-es/import-meta-resolve","github","gh/764653009","https://github.com/un-es/import-meta-resolve.git","","True","npm","1","npm","@dual-bundle/import-meta-resolve","1.4461","37.75","C","C","","","","","","19.60"
"django/daphne","github","gh/48501841","https://github.com/django/daphne.git","","True","pypi","1","pypi","daphne","0.5107","38.69","C","","C","","","","","19.60"
"simpleitk/simpleitk","github","gh/1069177","https://github.com/simpleitk/simpleitk.git","","True","pypi","1","pypi","simpleitk","0.5091","38.69","C","","C","","","","","19.60"
"shuhei/material-colors","github","gh/22213789","https://github.com/shuhei/material-colors.git","","True","npm","1","npm","material-colors","1.4442","37.74","C","C","","","","","","19.59"
"cschwarz/wkx","github","gh/14693734","https://github.com/cschwarz/wkx.git","","True","npm","1","npm","wkx","1.4424","37.74","C","C","","","","","","19.59"
"syntax-tree/hast-util-is-element","github","gh/56441012","https://github.com/syntax-tree/hast-util-is-element.git","","True","npm","1","npm","hast-util-is-element","1.4405","37.74","C","C","","","","","","19.59"
"whatisaphone/genawaiter","github","gh/219345042","https://github.com/whatisaphone/genawaiter.git","","True","crates","3","crates","genawaiter-macro","0.514","38.67","C","","","C","","","","19.59"
"amanieu/intrusive-rs","github","gh/52241852","https://github.com/amanieu/intrusive-rs.git","","True","crates","1","crates","intrusive-collections","0.5132","38.66","C","","","C","","","","19.59"
"benwilber/exitcode","github","gh/92436202","https://github.com/benwilber/exitcode.git","","True","crates","1","crates","exitcode","0.5123","38.66","C","","","C","","","","19.59"
"aio-libs/aiocache","github","gh/69653334","https://github.com/aio-libs/aiocache.git","","True","pypi","1","pypi","aiocache","0.5075","38.67","C","","C","","","","","19.59"
