"package","year","downloads","fetched_at"
"fast-glob","2024","2469391489","2026-03-29 00:00:00.000000"
"fast-glob","2025","3644612677","2026-03-29 00:00:00.000000"
"fast-isnumeric","2021","5491998","2026-03-29 00:00:00.000000"
"fast-isnumeric","2022","6995549","2026-03-29 00:00:00.000000"
"fast-isnumeric","2023","8375082","2026-03-29 00:00:00.000000"
"fast-isnumeric","2024","9621658","2026-03-29 00:00:00.000000"
"fast-isnumeric","2025","12982061","2026-03-29 00:00:00.000000"
"fast-json-parse","2021","92627849","2026-03-29 00:00:00.000000"
"fast-json-parse","2022","150602019","2026-03-29 00:00:00.000000"
"fast-json-parse","2023","178010087","2026-03-29 00:00:00.000000"
"fast-json-parse","2024","172186188","2026-03-29 00:00:00.000000"
"fast-json-parse","2025","206413973","2026-03-29 00:00:00.000000"
"fast-json-patch","2021","51942748","2026-03-29 00:00:00.000000"
"fast-json-patch","2022","79202658","2026-03-29 00:00:00.000000"
"fast-json-patch","2023","146055550","2026-03-29 00:00:00.000000"
"fast-json-patch","2024","149439593","2026-03-29 00:00:00.000000"
"fast-json-patch","2025","193827630","2026-03-29 00:00:00.000000"
"fast-json-stable-stringify","2021","1267443483","2026-03-29 00:00:00.000000"
"fast-json-stable-stringify","2022","1548204983","2026-03-29 00:00:00.000000"
"fast-json-stable-stringify","2023","1781063711","2026-03-29 00:00:00.000000"
"fast-json-stable-stringify","2024","2029108846","2026-03-29 00:00:00.000000"
"fast-json-stable-stringify","2025","2928680880","2026-03-29 00:00:00.000000"
"fast-json-stringify","2021","24694584","2026-03-29 00:00:00.000000"
"fast-json-stringify","2022","54852641","2026-03-29 00:00:00.000000"
"fast-json-stringify","2023","87960163","2026-03-29 00:00:00.000000"
"fast-json-stringify","2024","110349390","2026-03-29 00:00:00.000000"
"fast-json-stringify","2025","157441631","2026-03-29 00:00:00.000000"
"fast-jwt","2021","125816","2026-03-29 00:00:00.000000"
"fast-jwt","2022","1353370","2026-03-29 00:00:00.000000"
"fast-jwt","2023","5439726","2026-03-29 00:00:00.000000"
"fast-jwt","2024","14749159","2026-03-29 00:00:00.000000"
"fast-jwt","2025","18034957","2026-03-29 00:00:00.000000"
"fast-levenshtein","2021","956728260","2026-03-29 00:00:00.000000"
"fast-levenshtein","2022","1398336911","2026-03-29 00:00:00.000000"
"fast-levenshtein","2023","1672340010","2026-03-29 00:00:00.000000"
"fast-levenshtein","2024","1899577367","2026-03-29 00:00:00.000000"
"fast-levenshtein","2025","2744513230","2026-03-29 00:00:00.000000"
"fast-loops","2021","1123673","2026-03-29 00:00:00.000000"
"fast-loops","2022","3751336","2026-03-29 00:00:00.000000"
"fast-loops","2023","46032255","2026-03-29 00:00:00.000000"
"fast-loops","2024","69907123","2026-03-29 00:00:00.000000"
"fast-loops","2025","49102491","2026-03-29 00:00:00.000000"
"fast-luhn","2021","1335986","2026-03-29 00:00:00.000000"
"fast-luhn","2022","1456294","2026-03-29 00:00:00.000000"
"fast-luhn","2023","2480493","2026-03-29 00:00:00.000000"
"fast-luhn","2024","2294117","2026-03-29 00:00:00.000000"
"fast-luhn","2025","2498843","2026-03-29 00:00:00.000000"
"fast-memoize","2021","37352422","2026-03-29 00:00:00.000000"
"fast-memoize","2022","51846807","2026-03-29 00:00:00.000000"
"fast-memoize","2023","58792255","2026-03-29 00:00:00.000000"
"fast-memoize","2024","67070866","2026-03-29 00:00:00.000000"
"fast-memoize","2025","86840947","2026-03-29 00:00:00.000000"
"fast-mhtml2html","2021","336","2026-03-29 00:00:00.000000"
"fast-mhtml2html","2022","12803","2026-03-29 00:00:00.000000"
"fast-mhtml2html","2023","13439","2026-03-29 00:00:00.000000"
"fast-mhtml2html","2024","405807","2026-03-29 00:00:00.000000"
"fast-mhtml2html","2025","4675069","2026-03-29 00:00:00.000000"
"fast-npm-meta","2021","0","2026-03-29 00:00:00.000000"
"fast-npm-meta","2022","0","2026-03-29 00:00:00.000000"
"fast-npm-meta","2023","0","2026-03-29 00:00:00.000000"
"fast-npm-meta","2024","7837525","2026-03-29 00:00:00.000000"
"fast-npm-meta","2025","33487210","2026-03-29 00:00:00.000000"
"fast-ordered-set","2021","7259836","2026-03-29 00:00:00.000000"
"fast-ordered-set","2022","7366081","2026-03-29 00:00:00.000000"
"fast-ordered-set","2023","6951667","2026-03-29 00:00:00.000000"
"fast-ordered-set","2024","8233929","2026-03-29 00:00:00.000000"
"fast-ordered-set","2025","9833150","2026-03-29 00:00:00.000000"
"fast-plist","2021","1730562","2026-03-29 00:00:00.000000"
"fast-plist","2022","1426884","2026-03-29 00:00:00.000000"
"fast-plist","2023","1456121","2026-03-29 00:00:00.000000"
"fast-plist","2024","1382170","2026-03-29 00:00:00.000000"
"fast-plist","2025","2431911","2026-03-29 00:00:00.000000"
"fast-png","2021","352461","2026-03-29 00:00:00.000000"
"fast-png","2022","482669","2026-03-29 00:00:00.000000"
"fast-png","2023","1189208","2026-03-29 00:00:00.000000"
"fast-png","2024","1926820","2026-03-29 00:00:00.000000"
"fast-png","2025","30563435","2026-03-29 00:00:00.000000"
"fast-printf","2021","5654634","2026-03-29 00:00:00.000000"
"fast-printf","2022","9694904","2026-03-29 00:00:00.000000"
"fast-printf","2023","21321990","2026-03-29 00:00:00.000000"
"fast-printf","2024","34286147","2026-03-29 00:00:00.000000"
"fast-printf","2025","48171378","2026-03-29 00:00:00.000000"
"fast-querystring","2021","0","2026-03-29 00:00:00.000000"
"fast-querystring","2022","3465871","2026-03-29 00:00:00.000000"
"fast-querystring","2023","93874390","2026-03-29 00:00:00.000000"
"fast-querystring","2024","190657955","2026-03-29 00:00:00.000000"
"fast-querystring","2025","234101213","2026-03-29 00:00:00.000000"
"fast-redact","2021","68974601","2026-03-29 00:00:00.000000"
"fast-redact","2022","159942727","2026-03-29 00:00:00.000000"
"fast-redact","2023","208459884","2026-03-29 00:00:00.000000"
"fast-redact","2024","310693482","2026-03-29 00:00:00.000000"
"fast-redact","2025","455937464","2026-03-29 00:00:00.000000"
"fast-safe-stringify","2021","363438478","2026-03-29 00:00:00.000000"
"fast-safe-stringify","2022","503625072","2026-03-29 00:00:00.000000"
"fast-safe-stringify","2023","620955719","2026-03-29 00:00:00.000000"
"fast-safe-stringify","2024","677055111","2026-03-29 00:00:00.000000"
"fast-safe-stringify","2025","928001093","2026-03-29 00:00:00.000000"
"fast-sass-loader","2021","1879286","2026-03-29 00:00:00.000000"
"fast-sass-loader","2022","2962131","2026-03-29 00:00:00.000000"
"fast-sass-loader","2023","3268137","2026-03-29 00:00:00.000000"
"fast-sass-loader","2024","1424034","2026-03-29 00:00:00.000000"
"fast-sass-loader","2025","1330458","2026-03-29 00:00:00.000000"
"fast-sha256","2021","1620715","2026-03-29 00:00:00.000000"
"fast-sha256","2022","4875757","2026-03-29 00:00:00.000000"
"fast-sha256","2023","7508201","2026-03-29 00:00:00.000000"
"fast-sha256","2024","11513152","2026-03-29 00:00:00.000000"
"fast-sha256","2025","39672936","2026-03-29 00:00:00.000000"
"fast-shallow-equal","2021","22065633","2026-03-29 00:00:00.000000"
"fast-shallow-equal","2022","45407555","2026-03-29 00:00:00.000000"
"fast-shallow-equal","2023","61551361","2026-03-29 00:00:00.000000"
"fast-shallow-equal","2024","77493112","2026-03-29 00:00:00.000000"
"fast-shallow-equal","2025","99607650","2026-03-29 00:00:00.000000"
"fast-shuffle","2021","29722","2026-03-29 00:00:00.000000"
"fast-shuffle","2022","301525","2026-03-29 00:00:00.000000"
"fast-shuffle","2023","224174","2026-03-29 00:00:00.000000"
"fast-shuffle","2024","2541526","2026-03-29 00:00:00.000000"
"fast-shuffle","2025","9428504","2026-03-29 00:00:00.000000"
"fast-sort","2021","1123150","2026-03-29 00:00:00.000000"
"fast-sort","2022","1725533","2026-03-29 00:00:00.000000"
"fast-sort","2023","2618799","2026-03-29 00:00:00.000000"
"fast-sort","2024","3928928","2026-03-29 00:00:00.000000"
"fast-sort","2025","5407970","2026-03-29 00:00:00.000000"
"fast-sourcemap-concat","2021","12745199","2026-03-29 00:00:00.000000"
"fast-sourcemap-concat","2022","12457259","2026-03-29 00:00:00.000000"
"fast-sourcemap-concat","2023","10796362","2026-03-29 00:00:00.000000"
"fast-sourcemap-concat","2024","10251348","2026-03-29 00:00:00.000000"
"fast-sourcemap-concat","2025","11939330","2026-03-29 00:00:00.000000"
"fast-stable-stringify","2021","218612","2026-03-29 00:00:00.000000"
"fast-stable-stringify","2022","4444030","2026-03-29 00:00:00.000000"
"fast-stable-stringify","2023","14146603","2026-03-29 00:00:00.000000"
"fast-stable-stringify","2024","14063334","2026-03-29 00:00:00.000000"
"fast-stable-stringify","2025","34242566","2026-03-29 00:00:00.000000"
"fast-stats","2021","1706786","2026-03-29 00:00:00.000000"
"fast-stats","2022","1334191","2026-03-29 00:00:00.000000"
"fast-stats","2023","1324599","2026-03-29 00:00:00.000000"
"fast-stats","2024","1187225","2026-03-29 00:00:00.000000"
"fast-stats","2025","1996472","2026-03-29 00:00:00.000000"
"fast-stream-to-buffer","2021","6826222","2026-03-29 00:00:00.000000"
"fast-stream-to-buffer","2022","10612705","2026-03-29 00:00:00.000000"
"fast-stream-to-buffer","2023","12365524","2026-03-29 00:00:00.000000"
"fast-stream-to-buffer","2024","15026723","2026-03-29 00:00:00.000000"
"fast-stream-to-buffer","2025","16836617","2026-03-29 00:00:00.000000"
"fast-stringify","2021","4166227","2026-03-29 00:00:00.000000"
"fast-stringify","2022","1976778","2026-03-29 00:00:00.000000"
"fast-stringify","2023","1175020","2026-03-29 00:00:00.000000"
"fast-stringify","2024","1345369","2026-03-29 00:00:00.000000"
"fast-stringify","2025","2082730","2026-03-29 00:00:00.000000"
"fast-text-encoding","2021","157967156","2026-03-29 00:00:00.000000"
"fast-text-encoding","2022","210395070","2026-03-29 00:00:00.000000"
"fast-text-encoding","2023","255999167","2026-03-29 00:00:00.000000"
"fast-text-encoding","2024","255744220","2026-03-29 00:00:00.000000"
"fast-text-encoding","2025","235052337","2026-03-29 00:00:00.000000"
"fast-unique-numbers","2021","439912","2026-03-29 00:00:00.000000"
"fast-unique-numbers","2022","1177631","2026-03-29 00:00:00.000000"
"fast-unique-numbers","2023","2702611","2026-03-29 00:00:00.000000"
"fast-unique-numbers","2024","11664986","2026-03-29 00:00:00.000000"
"fast-unique-numbers","2025","29409019","2026-03-29 00:00:00.000000"
"fast-uri","2021","60","2026-03-29 00:00:00.000000"
"fast-uri","2022","7266315","2026-03-29 00:00:00.000000"
"fast-uri","2023","39188883","2026-03-29 00:00:00.000000"
"fast-uri","2024","389178812","2026-03-29 00:00:00.000000"
"fast-uri","2025","1560614931","2026-03-29 00:00:00.000000"
"fast-url-parser","2021","65768943","2026-03-29 00:00:00.000000"
"fast-url-parser","2022","138820967","2026-03-29 00:00:00.000000"
"fast-url-parser","2023","195191289","2026-03-29 00:00:00.000000"
"fast-url-parser","2024","225422768","2026-03-29 00:00:00.000000"
"fast-url-parser","2025","149019508","2026-03-29 00:00:00.000000"
"fast-write-atomic","2021","1819219","2026-03-29 00:00:00.000000"
"fast-write-atomic","2022","3874018","2026-03-29 00:00:00.000000"
"fast-write-atomic","2023","5920529","2026-03-29 00:00:00.000000"
"fast-write-atomic","2024","6599130","2026-03-29 00:00:00.000000"
"fast-write-atomic","2025","7301463","2026-03-29 00:00:00.000000"
"fast-xml-parser","2021","81615620","2026-03-29 00:00:00.000000"
"fast-xml-parser","2022","229213493","2026-03-29 00:00:00.000000"
"fast-xml-parser","2023","626266459","2026-03-29 00:00:00.000000"
"fast-xml-parser","2024","1030234494","2026-03-29 00:00:00.000000"
"fast-xml-parser","2025","1811140240","2026-03-29 00:00:00.000000"
"fast_array_intersect","2021","79602","2026-03-29 00:00:00.000000"
"fast_array_intersect","2022","759243","2026-03-29 00:00:00.000000"
"fast_array_intersect","2023","1637028","2026-03-29 00:00:00.000000"
"fast_array_intersect","2024","1952811","2026-03-29 00:00:00.000000"
"fast_array_intersect","2025","4680551","2026-03-29 00:00:00.000000"
"fastboot","2021","1279969","2026-03-29 00:00:00.000000"
"fastboot","2022","993938","2026-03-29 00:00:00.000000"
"fastboot","2023","822975","2026-03-29 00:00:00.000000"
"fastboot","2024","1229287","2026-03-29 00:00:00.000000"
"fastboot","2025","1975807","2026-03-29 00:00:00.000000"
"fastboot-transform","2021","4501099","2026-03-29 00:00:00.000000"
"fastboot-transform","2022","3841738","2026-03-29 00:00:00.000000"
"fastboot-transform","2023","2960796","2026-03-29 00:00:00.000000"
"fastboot-transform","2024","2568670","2026-03-29 00:00:00.000000"
"fastboot-transform","2025","2292171","2026-03-29 00:00:00.000000"
"fastclick","2021","3813223","2026-03-29 00:00:00.000000"
"fastclick","2022","3753615","2026-03-29 00:00:00.000000"
"fastclick","2023","3447019","2026-03-29 00:00:00.000000"
"fastclick","2024","2942502","2026-03-29 00:00:00.000000"
"fastclick","2025","3481579","2026-03-29 00:00:00.000000"
"fastdom","2021","955615","2026-03-29 00:00:00.000000"
"fastdom","2022","1505683","2026-03-29 00:00:00.000000"
"fastdom","2023","1915728","2026-03-29 00:00:00.000000"
"fastdom","2024","2543540","2026-03-29 00:00:00.000000"
"fastdom","2025","2669441","2026-03-29 00:00:00.000000"
"fastest-levenshtein","2021","179836603","2026-03-29 00:00:00.000000"
"fastest-levenshtein","2022","351178528","2026-03-29 00:00:00.000000"
"fastest-levenshtein","2023","453713753","2026-03-29 00:00:00.000000"
"fastest-levenshtein","2024","569349813","2026-03-29 00:00:00.000000"
"fastest-levenshtein","2025","757136388","2026-03-29 00:00:00.000000"
"fastest-stable-stringify","2021","23505698","2026-03-29 00:00:00.000000"
"fastest-stable-stringify","2022","46520431","2026-03-29 00:00:00.000000"
"fastest-stable-stringify","2023","62989169","2026-03-29 00:00:00.000000"
"fastest-stable-stringify","2024","79850779","2026-03-29 00:00:00.000000"
"fastest-stable-stringify","2025","101998330","2026-03-29 00:00:00.000000"
"fastest-validator","2021","2526542","2026-03-29 00:00:00.000000"
"fastest-validator","2022","3537083","2026-03-29 00:00:00.000000"
"fastest-validator","2023","4287058","2026-03-29 00:00:00.000000"
"fastest-validator","2024","3739222","2026-03-29 00:00:00.000000"
"fastest-validator","2025","3604713","2026-03-29 00:00:00.000000"
"fastestsmallesttextencoderdecoder","2021","3660883","2026-03-29 00:00:00.000000"
"fastestsmallesttextencoderdecoder","2022","7976679","2026-03-29 00:00:00.000000"
"fastestsmallesttextencoderdecoder","2023","6508953","2026-03-29 00:00:00.000000"
"fastestsmallesttextencoderdecoder","2024","10586780","2026-03-29 00:00:00.000000"
"fastestsmallesttextencoderdecoder","2025","30898630","2026-03-29 00:00:00.000000"
"fastfall","2021","6761160","2026-03-29 00:00:00.000000"
"fastfall","2022","25328876","2026-03-29 00:00:00.000000"
"fastfall","2023","6254522","2026-03-29 00:00:00.000000"
"fastfall","2024","12029180","2026-03-29 00:00:00.000000"
"fastfall","2025","12774388","2026-03-29 00:00:00.000000"
"fastify","2021","12873853","2026-03-29 00:00:00.000000"
"fastify","2022","31834592","2026-03-29 00:00:00.000000"
"fastify","2023","59665666","2026-03-29 00:00:00.000000"
"fastify","2024","90881273","2026-03-29 00:00:00.000000"
"fastify","2025","137592969","2026-03-29 00:00:00.000000"
"fastify-cli","2021","350047","2026-03-29 00:00:00.000000"
"fastify-cli","2022","871522","2026-03-29 00:00:00.000000"
"fastify-cli","2023","1627199","2026-03-29 00:00:00.000000"
"fastify-cli","2024","2184891","2026-03-29 00:00:00.000000"
"fastify-cli","2025","2717589","2026-03-29 00:00:00.000000"
"fastify-cookie","2021","1679399","2026-03-29 00:00:00.000000"
"fastify-cookie","2022","2578863","2026-03-29 00:00:00.000000"
"fastify-cookie","2023","1791377","2026-03-29 00:00:00.000000"
"fastify-cookie","2024","1267477","2026-03-29 00:00:00.000000"
"fastify-cookie","2025","1459589","2026-03-29 00:00:00.000000"
"fastify-cors","2021","6831729","2026-03-29 00:00:00.000000"
"fastify-cors","2022","11210415","2026-03-29 00:00:00.000000"
"fastify-cors","2023","6094416","2026-03-29 00:00:00.000000"
"fastify-cors","2024","4156016","2026-03-29 00:00:00.000000"
"fastify-cors","2025","3143345","2026-03-29 00:00:00.000000"
"fastify-error","2021","9604275","2026-03-29 00:00:00.000000"
"fastify-error","2022","13606107","2026-03-29 00:00:00.000000"
"fastify-error","2023","5412479","2026-03-29 00:00:00.000000"
"fastify-error","2024","3027105","2026-03-29 00:00:00.000000"
"fastify-error","2025","2954628","2026-03-29 00:00:00.000000"
"fastify-formbody","2021","4442969","2026-03-29 00:00:00.000000"
"fastify-formbody","2022","7872580","2026-03-29 00:00:00.000000"
"fastify-formbody","2023","4222945","2026-03-29 00:00:00.000000"
"fastify-formbody","2024","3571676","2026-03-29 00:00:00.000000"
"fastify-formbody","2025","1921291","2026-03-29 00:00:00.000000"
"fastify-metrics","2021","408025","2026-03-29 00:00:00.000000"
"fastify-metrics","2022","866335","2026-03-29 00:00:00.000000"
"fastify-metrics","2023","2074406","2026-03-29 00:00:00.000000"
"fastify-metrics","2024","7011451","2026-03-29 00:00:00.000000"
"fastify-metrics","2025","3651636","2026-03-29 00:00:00.000000"
"fastify-multer","2021","273484","2026-03-29 00:00:00.000000"
"fastify-multer","2022","616241","2026-03-29 00:00:00.000000"
"fastify-multer","2023","1191977","2026-03-29 00:00:00.000000"
"fastify-multer","2024","2428287","2026-03-29 00:00:00.000000"
"fastify-multer","2025","2665794","2026-03-29 00:00:00.000000"
"fastify-multipart","2021","1378819","2026-03-29 00:00:00.000000"
"fastify-multipart","2022","1829421","2026-03-29 00:00:00.000000"
"fastify-multipart","2023","1428078","2026-03-29 00:00:00.000000"
"fastify-multipart","2024","1384035","2026-03-29 00:00:00.000000"
"fastify-multipart","2025","1369934","2026-03-29 00:00:00.000000"
"fastify-openapi-glue","2021","127745","2026-03-29 00:00:00.000000"
"fastify-openapi-glue","2022","302144","2026-03-29 00:00:00.000000"
"fastify-openapi-glue","2023","526247","2026-03-29 00:00:00.000000"
"fastify-openapi-glue","2024","5181665","2026-03-29 00:00:00.000000"
"fastify-openapi-glue","2025","1373087","2026-03-29 00:00:00.000000"
"fastify-plugin","2021","16266748","2026-03-29 00:00:00.000000"
"fastify-plugin","2022","32015545","2026-03-29 00:00:00.000000"
"fastify-plugin","2023","63803259","2026-03-29 00:00:00.000000"
"fastify-plugin","2024","98305332","2026-03-29 00:00:00.000000"
"fastify-plugin","2025","147160683","2026-03-29 00:00:00.000000"
"fastify-print-routes","2021","15221","2026-03-29 00:00:00.000000"
"fastify-print-routes","2022","48142","2026-03-29 00:00:00.000000"
"fastify-print-routes","2023","394793","2026-03-29 00:00:00.000000"
"fastify-print-routes","2024","4915049","2026-03-29 00:00:00.000000"
"fastify-print-routes","2025","782783","2026-03-29 00:00:00.000000"
"fastify-raw-body","2021","225991","2026-03-29 00:00:00.000000"
"fastify-raw-body","2022","1367093","2026-03-29 00:00:00.000000"
"fastify-raw-body","2023","1927394","2026-03-29 00:00:00.000000"
"fastify-raw-body","2024","3115900","2026-03-29 00:00:00.000000"
"fastify-raw-body","2025","4963722","2026-03-29 00:00:00.000000"
"fastify-static","2021","6478542","2026-03-29 00:00:00.000000"
"fastify-static","2022","10879318","2026-03-29 00:00:00.000000"
"fastify-static","2023","8236685","2026-03-29 00:00:00.000000"
"fastify-static","2024","7111117","2026-03-29 00:00:00.000000"
"fastify-static","2025","5723940","2026-03-29 00:00:00.000000"
"fastify-swagger","2021","3694550","2026-03-29 00:00:00.000000"
"fastify-swagger","2022","5963210","2026-03-29 00:00:00.000000"
"fastify-swagger","2023","4924427","2026-03-29 00:00:00.000000"
"fastify-swagger","2024","4351072","2026-03-29 00:00:00.000000"
"fastify-swagger","2025","3728644","2026-03-29 00:00:00.000000"
"fastify-type-provider-zod","2021","0","2026-03-29 00:00:00.000000"
"fastify-type-provider-zod","2022","38178","2026-03-29 00:00:00.000000"
"fastify-type-provider-zod","2023","676267","2026-03-29 00:00:00.000000"
"fastify-type-provider-zod","2024","2286406","2026-03-29 00:00:00.000000"
"fastify-type-provider-zod","2025","5748022","2026-03-29 00:00:00.000000"
"fastify-undici-dispatcher","2021","0","2026-03-29 00:00:00.000000"
"fastify-undici-dispatcher","2022","0","2026-03-29 00:00:00.000000"
"fastify-undici-dispatcher","2023","263886","2026-03-29 00:00:00.000000"
"fastify-undici-dispatcher","2024","4656967","2026-03-29 00:00:00.000000"
"fastify-undici-dispatcher","2025","340989","2026-03-29 00:00:00.000000"
"fastify-user","2021","0","2026-03-29 00:00:00.000000"
"fastify-user","2022","0","2026-03-29 00:00:00.000000"
"fastify-user","2023","274061","2026-03-29 00:00:00.000000"
"fastify-user","2024","4674544","2026-03-29 00:00:00.000000"
"fastify-user","2025","386370","2026-03-29 00:00:00.000000"
"fastify-warning","2021","23650437","2026-03-29 00:00:00.000000"
"fastify-warning","2022","38324370","2026-03-29 00:00:00.000000"
"fastify-warning","2023","11874958","2026-03-29 00:00:00.000000"
"fastify-warning","2024","11434372","2026-03-29 00:00:00.000000"
"fastify-warning","2025","14727074","2026-03-29 00:00:00.000000"
"fastparallel","2021","7884797","2026-03-29 00:00:00.000000"
"fastparallel","2022","26377514","2026-03-29 00:00:00.000000"
"fastparallel","2023","8012169","2026-03-29 00:00:00.000000"
"fastparallel","2024","14312324","2026-03-29 00:00:00.000000"
"fastparallel","2025","15709122","2026-03-29 00:00:00.000000"
"fastparse","2021","210116439","2026-03-29 00:00:00.000000"
"fastparse","2022","183099364","2026-03-29 00:00:00.000000"
"fastparse","2023","153190209","2026-03-29 00:00:00.000000"
"fastparse","2024","127453946","2026-03-29 00:00:00.000000"
"fastparse","2025","131604488","2026-03-29 00:00:00.000000"
"fastpriorityqueue","2021","480940","2026-03-29 00:00:00.000000"
"fastpriorityqueue","2022","1947876","2026-03-29 00:00:00.000000"
"fastpriorityqueue","2023","2526139","2026-03-29 00:00:00.000000"
"fastpriorityqueue","2024","2796222","2026-03-29 00:00:00.000000"
"fastpriorityqueue","2025","5769293","2026-03-29 00:00:00.000000"
"fastq","2021","712092218","2026-03-29 00:00:00.000000"
"fastq","2022","1178540160","2026-03-29 00:00:00.000000"
"fastq","2023","1578903933","2026-03-29 00:00:00.000000"
"fastq","2024","2010453274","2026-03-29 00:00:00.000000"
"fastq","2025","2991295430","2026-03-29 00:00:00.000000"
"fastseries","2021","7079118","2026-03-29 00:00:00.000000"
"fastseries","2022","25708549","2026-03-29 00:00:00.000000"
"fastseries","2023","6572855","2026-03-29 00:00:00.000000"
"fastseries","2024","12290399","2026-03-29 00:00:00.000000"
"fastseries","2025","13101580","2026-03-29 00:00:00.000000"
"faucet","2021","654155","2026-03-29 00:00:00.000000"
"faucet","2022","1065141","2026-03-29 00:00:00.000000"
"faucet","2023","641272","2026-03-29 00:00:00.000000"
"faucet","2024","2273967","2026-03-29 00:00:00.000000"
"faucet","2025","2317318","2026-03-29 00:00:00.000000"
"fault","2021","145062657","2026-03-29 00:00:00.000000"
"fault","2022","203263174","2026-03-29 00:00:00.000000"
"fault","2023","166025993","2026-03-29 00:00:00.000000"
"fault","2024","165723412","2026-03-29 00:00:00.000000"
"fault","2025","250279718","2026-03-29 00:00:00.000000"
"favicons","2021","5468777","2026-03-29 00:00:00.000000"
"favicons","2022","7317166","2026-03-29 00:00:00.000000"
"favicons","2023","6595129","2026-03-29 00:00:00.000000"
"favicons","2024","6688726","2026-03-29 00:00:00.000000"
"favicons","2025","9197633","2026-03-29 00:00:00.000000"
"favicons-webpack-plugin","2021","3515104","2026-03-29 00:00:00.000000"
"favicons-webpack-plugin","2022","5128837","2026-03-29 00:00:00.000000"
"favicons-webpack-plugin","2023","4482031","2026-03-29 00:00:00.000000"
"favicons-webpack-plugin","2024","3794358","2026-03-29 00:00:00.000000"
"favicons-webpack-plugin","2025","4523905","2026-03-29 00:00:00.000000"
"faye","2021","14745886","2026-03-29 00:00:00.000000"
"faye","2022","18569513","2026-03-29 00:00:00.000000"
"faye","2023","24495038","2026-03-29 00:00:00.000000"
"faye","2024","27658334","2026-03-29 00:00:00.000000"
"faye","2025","40083139","2026-03-29 00:00:00.000000"
"faye-websocket","2021","791488521","2026-03-29 00:00:00.000000"
"faye-websocket","2022","834497295","2026-03-29 00:00:00.000000"
"faye-websocket","2023","808111129","2026-03-29 00:00:00.000000"
"faye-websocket","2024","801925788","2026-03-29 00:00:00.000000"
"faye-websocket","2025","964154941","2026-03-29 00:00:00.000000"
"fb","2021","1615747","2026-03-29 00:00:00.000000"
"fb","2022","1733543","2026-03-29 00:00:00.000000"
"fb","2023","1637489","2026-03-29 00:00:00.000000"
"fb","2024","1639319","2026-03-29 00:00:00.000000"
"fb","2025","1163858","2026-03-29 00:00:00.000000"
"fb-dotslash","2021","0","2026-03-29 00:00:00.000000"
"fb-dotslash","2022","0","2026-03-29 00:00:00.000000"
"fb-dotslash","2023","0","2026-03-29 00:00:00.000000"
"fb-dotslash","2024","0","2026-03-29 00:00:00.000000"
"fb-dotslash","2025","5683776","2026-03-29 00:00:00.000000"
"fb-watchman","2021","582528576","2026-03-29 00:00:00.000000"
"fb-watchman","2022","827396809","2026-03-29 00:00:00.000000"
"fb-watchman","2023","1007650670","2026-03-29 00:00:00.000000"
"fb-watchman","2024","1142536655","2026-03-29 00:00:00.000000"
"fb-watchman","2025","1551503052","2026-03-29 00:00:00.000000"
"fbemitter","2021","26248337","2026-03-29 00:00:00.000000"
"fbemitter","2022","43620283","2026-03-29 00:00:00.000000"
"fbemitter","2023","55729386","2026-03-29 00:00:00.000000"
"fbemitter","2024","68085808","2026-03-29 00:00:00.000000"
"fbemitter","2025","87792190","2026-03-29 00:00:00.000000"
"fbjs","2021","287149667","2026-03-29 00:00:00.000000"
"fbjs","2022","365615677","2026-03-29 00:00:00.000000"
"fbjs","2023","341777759","2026-03-29 00:00:00.000000"
"fbjs","2024","360193178","2026-03-29 00:00:00.000000"
"fbjs","2025","430443387","2026-03-29 00:00:00.000000"
"fbjs-css-vars","2021","105718248","2026-03-29 00:00:00.000000"
"fbjs-css-vars","2022","170012501","2026-03-29 00:00:00.000000"
"fbjs-css-vars","2023","195144940","2026-03-29 00:00:00.000000"
"fbjs-css-vars","2024","232565042","2026-03-29 00:00:00.000000"
"fbjs-css-vars","2025","308112762","2026-03-29 00:00:00.000000"
"fbjs-scripts","2021","19302841","2026-03-29 00:00:00.000000"
"fbjs-scripts","2022","8848295","2026-03-29 00:00:00.000000"
"fbjs-scripts","2023","6692801","2026-03-29 00:00:00.000000"
"fbjs-scripts","2024","7874030","2026-03-29 00:00:00.000000"
"fbjs-scripts","2025","6752443","2026-03-29 00:00:00.000000"
"fclone","2021","41599552","2026-03-29 00:00:00.000000"
"fclone","2022","57970337","2026-03-29 00:00:00.000000"
"fclone","2023","107416570","2026-03-29 00:00:00.000000"
"fclone","2024","85072137","2026-03-29 00:00:00.000000"
"fclone","2025","92379822","2026-03-29 00:00:00.000000"
"fd","2021","16417497","2026-03-29 00:00:00.000000"
"fd","2022","18809153","2026-03-29 00:00:00.000000"
"fd","2023","12878029","2026-03-29 00:00:00.000000"
"fd","2024","7977144","2026-03-29 00:00:00.000000"
"fd","2025","8097130","2026-03-29 00:00:00.000000"
"fd-package-json","2021","0","2026-03-29 00:00:00.000000"
"fd-package-json","2022","0","2026-03-29 00:00:00.000000"
"fd-package-json","2023","0","2026-03-29 00:00:00.000000"
"fd-package-json","2024","22829086","2026-03-29 00:00:00.000000"
"fd-package-json","2025","125115983","2026-03-29 00:00:00.000000"
"fd-slicer","2021","507759052","2026-03-29 00:00:00.000000"
"fd-slicer","2022","627469372","2026-03-29 00:00:00.000000"
"fd-slicer","2023","783021370","2026-03-29 00:00:00.000000"
