"package","year","downloads","fetched_at"
"path-is-inside","2023","524446747","2026-03-29 00:00:00.000000"
"path-is-inside","2024","442859117","2026-03-29 00:00:00.000000"
"path-is-inside","2025","515094450","2026-03-29 00:00:00.000000"
"path-is-network-drive","2021","278700","2026-03-29 00:00:00.000000"
"path-is-network-drive","2022","15328761","2026-03-29 00:00:00.000000"
"path-is-network-drive","2023","12073282","2026-03-29 00:00:00.000000"
"path-is-network-drive","2024","5311951","2026-03-29 00:00:00.000000"
"path-is-network-drive","2025","4177556","2026-03-29 00:00:00.000000"
"path-key","2021","1837594866","2026-03-29 00:00:00.000000"
"path-key","2022","2581621394","2026-03-29 00:00:00.000000"
"path-key","2023","3334968576","2026-03-29 00:00:00.000000"
"path-key","2024","4022662249","2026-03-29 00:00:00.000000"
"path-key","2025","5472119865","2026-03-29 00:00:00.000000"
"path-loader","2021","34798059","2026-03-29 00:00:00.000000"
"path-loader","2022","48234976","2026-03-29 00:00:00.000000"
"path-loader","2023","58643831","2026-03-29 00:00:00.000000"
"path-loader","2024","58591582","2026-03-29 00:00:00.000000"
"path-loader","2025","54166987","2026-03-29 00:00:00.000000"
"path-match","2021","5248123","2026-03-29 00:00:00.000000"
"path-match","2022","4469437","2026-03-29 00:00:00.000000"
"path-match","2023","7612176","2026-03-29 00:00:00.000000"
"path-match","2024","25178054","2026-03-29 00:00:00.000000"
"path-match","2025","41293823","2026-03-29 00:00:00.000000"
"path-name","2021","192474","2026-03-29 00:00:00.000000"
"path-name","2022","1270752","2026-03-29 00:00:00.000000"
"path-name","2023","5095877","2026-03-29 00:00:00.000000"
"path-name","2024","9047204","2026-03-29 00:00:00.000000"
"path-name","2025","16077579","2026-03-29 00:00:00.000000"
"path-parse","2021","1125514282","2026-03-29 00:00:00.000000"
"path-parse","2022","1558443991","2026-03-29 00:00:00.000000"
"path-parse","2023","1863303852","2026-03-29 00:00:00.000000"
"path-parse","2024","2126661717","2026-03-29 00:00:00.000000"
"path-parse","2025","3044990592","2026-03-29 00:00:00.000000"
"path-parser","2021","7452642","2026-03-29 00:00:00.000000"
"path-parser","2022","4063613","2026-03-29 00:00:00.000000"
"path-parser","2023","4609120","2026-03-29 00:00:00.000000"
"path-parser","2024","4217318","2026-03-29 00:00:00.000000"
"path-parser","2025","4808478","2026-03-29 00:00:00.000000"
"path-platform","2021","50460254","2026-03-29 00:00:00.000000"
"path-platform","2022","66099789","2026-03-29 00:00:00.000000"
"path-platform","2023","64019889","2026-03-29 00:00:00.000000"
"path-platform","2024","52052540","2026-03-29 00:00:00.000000"
"path-platform","2025","60921340","2026-03-29 00:00:00.000000"
"path-posix","2021","10430529","2026-03-29 00:00:00.000000"
"path-posix","2022","13770099","2026-03-29 00:00:00.000000"
"path-posix","2023","16898554","2026-03-29 00:00:00.000000"
"path-posix","2024","19774258","2026-03-29 00:00:00.000000"
"path-posix","2025","30970928","2026-03-29 00:00:00.000000"
"path-proxy","2021","13687226","2026-03-29 00:00:00.000000"
"path-proxy","2022","13134222","2026-03-29 00:00:00.000000"
"path-proxy","2023","9728509","2026-03-29 00:00:00.000000"
"path-proxy","2024","6141892","2026-03-29 00:00:00.000000"
"path-proxy","2025","6730881","2026-03-29 00:00:00.000000"
"path-root","2021","157680745","2026-03-29 00:00:00.000000"
"path-root","2022","226892000","2026-03-29 00:00:00.000000"
"path-root","2023","245465305","2026-03-29 00:00:00.000000"
"path-root","2024","275627061","2026-03-29 00:00:00.000000"
"path-root","2025","342606637","2026-03-29 00:00:00.000000"
"path-root-regex","2021","157684889","2026-03-29 00:00:00.000000"
"path-root-regex","2022","226904610","2026-03-29 00:00:00.000000"
"path-root-regex","2023","245457329","2026-03-29 00:00:00.000000"
"path-root-regex","2024","275632851","2026-03-29 00:00:00.000000"
"path-root-regex","2025","343189392","2026-03-29 00:00:00.000000"
"path-scurry","2021","0","2026-03-29 00:00:00.000000"
"path-scurry","2022","0","2026-03-29 00:00:00.000000"
"path-scurry","2023","357783964","2026-03-29 00:00:00.000000"
"path-scurry","2024","1252659299","2026-03-29 00:00:00.000000"
"path-scurry","2025","2704349232","2026-03-29 00:00:00.000000"
"path-sort","2021","383051","2026-03-29 00:00:00.000000"
"path-sort","2022","515221","2026-03-29 00:00:00.000000"
"path-sort","2023","550283","2026-03-29 00:00:00.000000"
"path-sort","2024","495133","2026-03-29 00:00:00.000000"
"path-sort","2025","3073733","2026-03-29 00:00:00.000000"
"path-source","2021","1707056","2026-03-29 00:00:00.000000"
"path-source","2022","2484066","2026-03-29 00:00:00.000000"
"path-source","2023","4128376","2026-03-29 00:00:00.000000"
"path-source","2024","5829585","2026-03-29 00:00:00.000000"
"path-source","2025","7996093","2026-03-29 00:00:00.000000"
"path-starts-with","2021","8331878","2026-03-29 00:00:00.000000"
"path-starts-with","2022","5419377","2026-03-29 00:00:00.000000"
"path-starts-with","2023","3675414","2026-03-29 00:00:00.000000"
"path-starts-with","2024","2483556","2026-03-29 00:00:00.000000"
"path-starts-with","2025","2854681","2026-03-29 00:00:00.000000"
"path-strip-sep","2021","278655","2026-03-29 00:00:00.000000"
"path-strip-sep","2022","15328797","2026-03-29 00:00:00.000000"
"path-strip-sep","2023","12072853","2026-03-29 00:00:00.000000"
"path-strip-sep","2024","5311243","2026-03-29 00:00:00.000000"
"path-strip-sep","2025","4159024","2026-03-29 00:00:00.000000"
"path-temp","2021","179397","2026-03-29 00:00:00.000000"
"path-temp","2022","984703","2026-03-29 00:00:00.000000"
"path-temp","2023","4164538","2026-03-29 00:00:00.000000"
"path-temp","2024","11589972","2026-03-29 00:00:00.000000"
"path-temp","2025","9120934","2026-03-29 00:00:00.000000"
"path-to-glob-pattern","2021","856724","2026-03-29 00:00:00.000000"
"path-to-glob-pattern","2022","1383669","2026-03-29 00:00:00.000000"
"path-to-glob-pattern","2023","1756190","2026-03-29 00:00:00.000000"
"path-to-glob-pattern","2024","2142850","2026-03-29 00:00:00.000000"
"path-to-glob-pattern","2025","3583129","2026-03-29 00:00:00.000000"
"path-to-regexp","2021","1376674492","2026-03-29 00:00:00.000000"
"path-to-regexp","2022","1931371439","2026-03-29 00:00:00.000000"
"path-to-regexp","2023","2354629179","2026-03-29 00:00:00.000000"
"path-to-regexp","2024","2676043998","2026-03-29 00:00:00.000000"
"path-to-regexp","2025","3918568624","2026-03-29 00:00:00.000000"
"path-type","2021","2137328262","2026-03-29 00:00:00.000000"
"path-type","2022","2414489242","2026-03-29 00:00:00.000000"
"path-type","2023","2659508756","2026-03-29 00:00:00.000000"
"path-type","2024","2878337170","2026-03-29 00:00:00.000000"
"path-type","2025","3601204103","2026-03-29 00:00:00.000000"
"path-unified","2021","0","2026-03-29 00:00:00.000000"
"path-unified","2022","0","2026-03-29 00:00:00.000000"
"path-unified","2023","99","2026-03-29 00:00:00.000000"
"path-unified","2024","2069198","2026-03-29 00:00:00.000000"
"path-unified","2025","14177303","2026-03-29 00:00:00.000000"
"path2","2021","11610999","2026-03-29 00:00:00.000000"
"path2","2022","32699206","2026-03-29 00:00:00.000000"
"path2","2023","44718099","2026-03-29 00:00:00.000000"
"path2","2024","45897872","2026-03-29 00:00:00.000000"
"path2","2025","40751237","2026-03-29 00:00:00.000000"
"path2d","2021","0","2026-03-29 00:00:00.000000"
"path2d","2022","0","2026-03-29 00:00:00.000000"
"path2d","2023","0","2026-03-29 00:00:00.000000"
"path2d","2024","21589453","2026-03-29 00:00:00.000000"
"path2d","2025","67041627","2026-03-29 00:00:00.000000"
"path2d-polyfill","2021","275379","2026-03-29 00:00:00.000000"
"path2d-polyfill","2022","282438","2026-03-29 00:00:00.000000"
"path2d-polyfill","2023","11435824","2026-03-29 00:00:00.000000"
"path2d-polyfill","2024","37983131","2026-03-29 00:00:00.000000"
"path2d-polyfill","2025","37426696","2026-03-29 00:00:00.000000"
"pathe","2021","226242","2026-03-29 00:00:00.000000"
"pathe","2022","20237944","2026-03-29 00:00:00.000000"
"pathe","2023","203381277","2026-03-29 00:00:00.000000"
"pathe","2024","482862799","2026-03-29 00:00:00.000000"
"pathe","2025","1430469798","2026-03-29 00:00:00.000000"
"pathfinding","2021","1095473","2026-03-29 00:00:00.000000"
"pathfinding","2022","1503662","2026-03-29 00:00:00.000000"
"pathfinding","2023","2072173","2026-03-29 00:00:00.000000"
"pathfinding","2024","2625789","2026-03-29 00:00:00.000000"
"pathfinding","2025","2766118","2026-03-29 00:00:00.000000"
"paths-js","2021","1584164","2026-03-29 00:00:00.000000"
"paths-js","2022","2376817","2026-03-29 00:00:00.000000"
"paths-js","2023","3234975","2026-03-29 00:00:00.000000"
"paths-js","2024","4331504","2026-03-29 00:00:00.000000"
"paths-js","2025","5461276","2026-03-29 00:00:00.000000"
"pathval","2021","177427169","2026-03-29 00:00:00.000000"
"pathval","2022","242683496","2026-03-29 00:00:00.000000"
"pathval","2023","337832447","2026-03-29 00:00:00.000000"
"pathval","2024","558676244","2026-03-29 00:00:00.000000"
"pathval","2025","1038679938","2026-03-29 00:00:00.000000"
"pause","2021","66366336","2026-03-29 00:00:00.000000"
"pause","2022","82606568","2026-03-29 00:00:00.000000"
"pause","2023","103035055","2026-03-29 00:00:00.000000"
"pause","2024","124810593","2026-03-29 00:00:00.000000"
"pause","2025","180271582","2026-03-29 00:00:00.000000"
"pause-stream","2021","106713892","2026-03-29 00:00:00.000000"
"pause-stream","2022","151774937","2026-03-29 00:00:00.000000"
"pause-stream","2023","187361080","2026-03-29 00:00:00.000000"
"pause-stream","2024","196150369","2026-03-29 00:00:00.000000"
"pause-stream","2025","237047515","2026-03-29 00:00:00.000000"
"payload","2021","30648","2026-03-29 00:00:00.000000"
"payload","2022","160757","2026-03-29 00:00:00.000000"
"payload","2023","803016","2026-03-29 00:00:00.000000"
"payload","2024","2130505","2026-03-29 00:00:00.000000"
"payload","2025","6225004","2026-03-29 00:00:00.000000"
"payment","2021","2794722","2026-03-29 00:00:00.000000"
"payment","2022","3130308","2026-03-29 00:00:00.000000"
"payment","2023","3542654","2026-03-29 00:00:00.000000"
"payment","2024","4045365","2026-03-29 00:00:00.000000"
"payment","2025","4193037","2026-03-29 00:00:00.000000"
"paypal-rest-sdk","2021","1415647","2026-03-29 00:00:00.000000"
"paypal-rest-sdk","2022","1641175","2026-03-29 00:00:00.000000"
"paypal-rest-sdk","2023","1623671","2026-03-29 00:00:00.000000"
"paypal-rest-sdk","2024","1423810","2026-03-29 00:00:00.000000"
"paypal-rest-sdk","2025","1451937","2026-03-29 00:00:00.000000"
"pbf","2021","30584826","2026-03-29 00:00:00.000000"
"pbf","2022","44601673","2026-03-29 00:00:00.000000"
"pbf","2023","60879859","2026-03-29 00:00:00.000000"
"pbf","2024","73470826","2026-03-29 00:00:00.000000"
"pbf","2025","123117856","2026-03-29 00:00:00.000000"
"pbkdf2","2021","623841202","2026-03-29 00:00:00.000000"
"pbkdf2","2022","627612488","2026-03-29 00:00:00.000000"
"pbkdf2","2023","541614494","2026-03-29 00:00:00.000000"
"pbkdf2","2024","453963960","2026-03-29 00:00:00.000000"
"pbkdf2","2025","525792938","2026-03-29 00:00:00.000000"
"pbkdf2-compat","2021","7485824","2026-03-29 00:00:00.000000"
"pbkdf2-compat","2022","6549583","2026-03-29 00:00:00.000000"
"pbkdf2-compat","2023","5634123","2026-03-29 00:00:00.000000"
"pbkdf2-compat","2024","6438558","2026-03-29 00:00:00.000000"
"pbkdf2-compat","2025","7926857","2026-03-29 00:00:00.000000"
"pbxproj-dom","2021","1516470","2026-03-29 00:00:00.000000"
"pbxproj-dom","2022","1669918","2026-03-29 00:00:00.000000"
"pbxproj-dom","2023","1909324","2026-03-29 00:00:00.000000"
"pbxproj-dom","2024","2049722","2026-03-29 00:00:00.000000"
"pbxproj-dom","2025","2186207","2026-03-29 00:00:00.000000"
"pcg","2021","6506","2026-03-29 00:00:00.000000"
"pcg","2022","23728","2026-03-29 00:00:00.000000"
"pcg","2023","64858","2026-03-29 00:00:00.000000"
"pcg","2024","2503407","2026-03-29 00:00:00.000000"
"pcg","2025","9208932","2026-03-29 00:00:00.000000"
"pcre-to-regexp","2021","33736","2026-03-29 00:00:00.000000"
"pcre-to-regexp","2022","49266","2026-03-29 00:00:00.000000"
"pcre-to-regexp","2023","1058066","2026-03-29 00:00:00.000000"
"pcre-to-regexp","2024","3554922","2026-03-29 00:00:00.000000"
"pcre-to-regexp","2025","5607485","2026-03-29 00:00:00.000000"
"pct-encode","2021","902291","2026-03-29 00:00:00.000000"
"pct-encode","2022","749059","2026-03-29 00:00:00.000000"
"pct-encode","2023","831921","2026-03-29 00:00:00.000000"
"pct-encode","2024","4403834","2026-03-29 00:00:00.000000"
"pct-encode","2025","7699073","2026-03-29 00:00:00.000000"
"pdf-lib","2021","5858926","2026-03-29 00:00:00.000000"
"pdf-lib","2022","11569371","2026-03-29 00:00:00.000000"
"pdf-lib","2023","23815430","2026-03-29 00:00:00.000000"
"pdf-lib","2024","41119147","2026-03-29 00:00:00.000000"
"pdf-lib","2025","79755823","2026-03-29 00:00:00.000000"
"pdf-merger-js","2021","388327","2026-03-29 00:00:00.000000"
"pdf-merger-js","2022","1384938","2026-03-29 00:00:00.000000"
"pdf-merger-js","2023","2615371","2026-03-29 00:00:00.000000"
"pdf-merger-js","2024","3973568","2026-03-29 00:00:00.000000"
"pdf-merger-js","2025","5630568","2026-03-29 00:00:00.000000"
"pdf-parse","2021","3109314","2026-03-29 00:00:00.000000"
"pdf-parse","2022","6040233","2026-03-29 00:00:00.000000"
"pdf-parse","2023","11514261","2026-03-29 00:00:00.000000"
"pdf-parse","2024","23951739","2026-03-29 00:00:00.000000"
"pdf-parse","2025","58156345","2026-03-29 00:00:00.000000"
"pdf.js-extract","2021","292286","2026-03-29 00:00:00.000000"
"pdf.js-extract","2022","701574","2026-03-29 00:00:00.000000"
"pdf.js-extract","2023","1553550","2026-03-29 00:00:00.000000"
"pdf.js-extract","2024","2639476","2026-03-29 00:00:00.000000"
"pdf.js-extract","2025","4023405","2026-03-29 00:00:00.000000"
"pdf2json","2021","2388540","2026-03-29 00:00:00.000000"
"pdf2json","2022","2986777","2026-03-29 00:00:00.000000"
"pdf2json","2023","3633962","2026-03-29 00:00:00.000000"
"pdf2json","2024","5933309","2026-03-29 00:00:00.000000"
"pdf2json","2025","10393935","2026-03-29 00:00:00.000000"
"pdf2pic","2021","465089","2026-03-29 00:00:00.000000"
"pdf2pic","2022","933455","2026-03-29 00:00:00.000000"
"pdf2pic","2023","1432100","2026-03-29 00:00:00.000000"
"pdf2pic","2024","3203599","2026-03-29 00:00:00.000000"
"pdf2pic","2025","7077325","2026-03-29 00:00:00.000000"
"pdfast","2021","585905","2026-03-29 00:00:00.000000"
"pdfast","2022","2377864","2026-03-29 00:00:00.000000"
"pdfast","2023","4474358","2026-03-29 00:00:00.000000"
"pdfast","2024","4787052","2026-03-29 00:00:00.000000"
"pdfast","2025","6811495","2026-03-29 00:00:00.000000"
"pdfjs","2021","960545","2026-03-29 00:00:00.000000"
"pdfjs","2022","2013023","2026-03-29 00:00:00.000000"
"pdfjs","2023","1889977","2026-03-29 00:00:00.000000"
"pdfjs","2024","1964483","2026-03-29 00:00:00.000000"
"pdfjs","2025","2184019","2026-03-29 00:00:00.000000"
"pdfjs-dist","2021","39511531","2026-03-29 00:00:00.000000"
"pdfjs-dist","2022","72657312","2026-03-29 00:00:00.000000"
"pdfjs-dist","2023","100305599","2026-03-29 00:00:00.000000"
"pdfjs-dist","2024","139262486","2026-03-29 00:00:00.000000"
"pdfjs-dist","2025","211060687","2026-03-29 00:00:00.000000"
"pdfkit","2021","28025523","2026-03-29 00:00:00.000000"
"pdfkit","2022","25318439","2026-03-29 00:00:00.000000"
"pdfkit","2023","24713147","2026-03-29 00:00:00.000000"
"pdfkit","2024","30837479","2026-03-29 00:00:00.000000"
"pdfkit","2025","46917447","2026-03-29 00:00:00.000000"
"pdfmake","2021","22034417","2026-03-29 00:00:00.000000"
"pdfmake","2022","34765651","2026-03-29 00:00:00.000000"
"pdfmake","2023","42191502","2026-03-29 00:00:00.000000"
"pdfmake","2024","46186505","2026-03-29 00:00:00.000000"
"pdfmake","2025","49883535","2026-03-29 00:00:00.000000"
"pdfobject","2021","2511353","2026-03-29 00:00:00.000000"
"pdfobject","2022","4170799","2026-03-29 00:00:00.000000"
"pdfobject","2023","5459788","2026-03-29 00:00:00.000000"
"pdfobject","2024","6364814","2026-03-29 00:00:00.000000"
"pdfobject","2025","6405632","2026-03-29 00:00:00.000000"
"pdfreader","2021","510863","2026-03-29 00:00:00.000000"
"pdfreader","2022","824114","2026-03-29 00:00:00.000000"
"pdfreader","2023","914438","2026-03-29 00:00:00.000000"
"pdfreader","2024","1163424","2026-03-29 00:00:00.000000"
"pdfreader","2025","2356893","2026-03-29 00:00:00.000000"
"pe-library","2021","297","2026-03-29 00:00:00.000000"
"pe-library","2022","24273","2026-03-29 00:00:00.000000"
"pe-library","2023","50109","2026-03-29 00:00:00.000000"
"pe-library","2024","3467431","2026-03-29 00:00:00.000000"
"pe-library","2025","27664439","2026-03-29 00:00:00.000000"
"peberminta","2021","329","2026-03-29 00:00:00.000000"
"peberminta","2022","398572","2026-03-29 00:00:00.000000"
"peberminta","2023","27428039","2026-03-29 00:00:00.000000"
"peberminta","2024","67677592","2026-03-29 00:00:00.000000"
"peberminta","2025","155981469","2026-03-29 00:00:00.000000"
"peek-readable","2021","41752773","2026-03-29 00:00:00.000000"
"peek-readable","2022","94662493","2026-03-29 00:00:00.000000"
"peek-readable","2023","152196852","2026-03-29 00:00:00.000000"
"peek-readable","2024","223135231","2026-03-29 00:00:00.000000"
"peek-readable","2025","368312239","2026-03-29 00:00:00.000000"
"peek-stream","2021","23668182","2026-03-29 00:00:00.000000"
"peek-stream","2022","33565695","2026-03-29 00:00:00.000000"
"peek-stream","2023","83615437","2026-03-29 00:00:00.000000"
"peek-stream","2024","165467192","2026-03-29 00:00:00.000000"
"peek-stream","2025","129144381","2026-03-29 00:00:00.000000"
"peer-id","2021","1972787","2026-03-29 00:00:00.000000"
"peer-id","2022","2897554","2026-03-29 00:00:00.000000"
"peer-id","2023","1886888","2026-03-29 00:00:00.000000"
"peer-id","2024","1161520","2026-03-29 00:00:00.000000"
"peer-id","2025","1804085","2026-03-29 00:00:00.000000"
"peerjs","2021","382708","2026-03-29 00:00:00.000000"
"peerjs","2022","823265","2026-03-29 00:00:00.000000"
"peerjs","2023","1098052","2026-03-29 00:00:00.000000"
"peerjs","2024","1298054","2026-03-29 00:00:00.000000"
"peerjs","2025","1437718","2026-03-29 00:00:00.000000"
"peggy","2021","197162","2026-03-29 00:00:00.000000"
"peggy","2022","684512","2026-03-29 00:00:00.000000"
"peggy","2023","1614353","2026-03-29 00:00:00.000000"
"peggy","2024","5012158","2026-03-29 00:00:00.000000"
"peggy","2025","9350784","2026-03-29 00:00:00.000000"
"pegjs","2021","12811632","2026-03-29 00:00:00.000000"
"pegjs","2022","13665847","2026-03-29 00:00:00.000000"
"pegjs","2023","14258364","2026-03-29 00:00:00.000000"
"pegjs","2024","18620964","2026-03-29 00:00:00.000000"
"pegjs","2025","28019154","2026-03-29 00:00:00.000000"
"pegjs-require-import","2021","27146","2026-03-29 00:00:00.000000"
"pegjs-require-import","2022","383742","2026-03-29 00:00:00.000000"
"pegjs-require-import","2023","660721","2026-03-29 00:00:00.000000"
"pegjs-require-import","2024","1155854","2026-03-29 00:00:00.000000"
"pegjs-require-import","2025","3866081","2026-03-29 00:00:00.000000"
"pem","2021","9093973","2026-03-29 00:00:00.000000"
"pem","2022","11953855","2026-03-29 00:00:00.000000"
"pem","2023","12572167","2026-03-29 00:00:00.000000"
"pem","2024","13244126","2026-03-29 00:00:00.000000"
"pem","2025","12720069","2026-03-29 00:00:00.000000"
"pem-jwk","2021","2866415","2026-03-29 00:00:00.000000"
"pem-jwk","2022","3738110","2026-03-29 00:00:00.000000"
"pem-jwk","2023","2833695","2026-03-29 00:00:00.000000"
"pem-jwk","2024","2974146","2026-03-29 00:00:00.000000"
"pem-jwk","2025","4636453","2026-03-29 00:00:00.000000"
"pend","2021","477704544","2026-03-29 00:00:00.000000"
"pend","2022","593567184","2026-03-29 00:00:00.000000"
"pend","2023","747831222","2026-03-29 00:00:00.000000"
"pend","2024","781858803","2026-03-29 00:00:00.000000"
"pend","2025","1006880973","2026-03-29 00:00:00.000000"
"penpal","2021","3791294","2026-03-29 00:00:00.000000"
"penpal","2022","6426249","2026-03-29 00:00:00.000000"
"penpal","2023","5099900","2026-03-29 00:00:00.000000"
"penpal","2024","5370677","2026-03-29 00:00:00.000000"
"penpal","2025","6020540","2026-03-29 00:00:00.000000"
"penthouse","2021","1607795","2026-03-29 00:00:00.000000"
"penthouse","2022","1634811","2026-03-29 00:00:00.000000"
"penthouse","2023","1760532","2026-03-29 00:00:00.000000"
"penthouse","2024","1648077","2026-03-29 00:00:00.000000"
"penthouse","2025","1826786","2026-03-29 00:00:00.000000"
"pepjs","2021","1323183","2026-03-29 00:00:00.000000"
"pepjs","2022","1433255","2026-03-29 00:00:00.000000"
"pepjs","2023","1085717","2026-03-29 00:00:00.000000"
"pepjs","2024","1367820","2026-03-29 00:00:00.000000"
"pepjs","2025","1968309","2026-03-29 00:00:00.000000"
"percentile","2021","520289","2026-03-29 00:00:00.000000"
"percentile","2022","854768","2026-03-29 00:00:00.000000"
"percentile","2023","1642213","2026-03-29 00:00:00.000000"
"percentile","2024","2506692","2026-03-29 00:00:00.000000"
"percentile","2025","2363342","2026-03-29 00:00:00.000000"
"percy-client","2021","15053104","2026-03-29 00:00:00.000000"
"percy-client","2022","5472421","2026-03-29 00:00:00.000000"
"percy-client","2023","3724338","2026-03-29 00:00:00.000000"
"percy-client","2024","1379923","2026-03-29 00:00:00.000000"
"percy-client","2025","1067805","2026-03-29 00:00:00.000000"
"perf-marks","2021","1195200","2026-03-29 00:00:00.000000"
"perf-marks","2022","2693541","2026-03-29 00:00:00.000000"
"perf-marks","2023","3447483","2026-03-29 00:00:00.000000"
"perf-marks","2024","3234428","2026-03-29 00:00:00.000000"
"perf-marks","2025","2911434","2026-03-29 00:00:00.000000"
"perf-regexes","2021","627000","2026-03-29 00:00:00.000000"
"perf-regexes","2022","783728","2026-03-29 00:00:00.000000"
"perf-regexes","2023","1119961","2026-03-29 00:00:00.000000"
"perf-regexes","2024","1536645","2026-03-29 00:00:00.000000"
"perf-regexes","2025","2958096","2026-03-29 00:00:00.000000"
"perf_hooks","2021","3966739","2026-03-29 00:00:00.000000"
"perf_hooks","2022","3977529","2026-03-29 00:00:00.000000"
"perf_hooks","2023","2534296","2026-03-29 00:00:00.000000"
"perf_hooks","2024","4617282","2026-03-29 00:00:00.000000"
"perf_hooks","2025","5787928","2026-03-29 00:00:00.000000"
"perfect-debounce","2021","0","2026-03-29 00:00:00.000000"
"perfect-debounce","2022","2569570","2026-03-29 00:00:00.000000"
"perfect-debounce","2023","17312634","2026-03-29 00:00:00.000000"
"perfect-debounce","2024","46116353","2026-03-29 00:00:00.000000"
"perfect-debounce","2025","234711851","2026-03-29 00:00:00.000000"
"perfect-freehand","2021","197876","2026-03-29 00:00:00.000000"
"perfect-freehand","2022","1652013","2026-03-29 00:00:00.000000"
"perfect-freehand","2023","2792629","2026-03-29 00:00:00.000000"
"perfect-freehand","2024","4934843","2026-03-29 00:00:00.000000"
"perfect-freehand","2025","21480236","2026-03-29 00:00:00.000000"
"perfect-scrollbar","2021","28504256","2026-03-29 00:00:00.000000"
"perfect-scrollbar","2022","36822732","2026-03-29 00:00:00.000000"
"perfect-scrollbar","2023","43416835","2026-03-29 00:00:00.000000"
"perfect-scrollbar","2024","54821257","2026-03-29 00:00:00.000000"
"perfect-scrollbar","2025","69870754","2026-03-29 00:00:00.000000"
"performance-now","2021","1088876674","2026-03-29 00:00:00.000000"
"performance-now","2022","1135088871","2026-03-29 00:00:00.000000"
"performance-now","2023","1139321811","2026-03-29 00:00:00.000000"
"performance-now","2024","1058813229","2026-03-29 00:00:00.000000"
"performance-now","2025","1227180160","2026-03-29 00:00:00.000000"
"performant-array-to-tree","2021","306011","2026-03-29 00:00:00.000000"
"performant-array-to-tree","2022","666013","2026-03-29 00:00:00.000000"
"performant-array-to-tree","2023","1344883","2026-03-29 00:00:00.000000"
"performant-array-to-tree","2024","2604064","2026-03-29 00:00:00.000000"
"performant-array-to-tree","2025","1688597","2026-03-29 00:00:00.000000"
"perfume.js","2021","1887205","2026-03-29 00:00:00.000000"
"perfume.js","2022","1875638","2026-03-29 00:00:00.000000"
"perfume.js","2023","1871873","2026-03-29 00:00:00.000000"
"perfume.js","2024","1413743","2026-03-29 00:00:00.000000"
"perfume.js","2025","1145346","2026-03-29 00:00:00.000000"
"perfy","2021","1425065","2026-03-29 00:00:00.000000"
"perfy","2022","1501513","2026-03-29 00:00:00.000000"
"perfy","2023","1167689","2026-03-29 00:00:00.000000"
"perfy","2024","969722","2026-03-29 00:00:00.000000"
"perfy","2025","1190166","2026-03-29 00:00:00.000000"
"periscopic","2021","1141574","2026-03-29 00:00:00.000000"
"periscopic","2022","9043988","2026-03-29 00:00:00.000000"
"periscopic","2023","37236736","2026-03-29 00:00:00.000000"
"periscopic","2024","85108750","2026-03-29 00:00:00.000000"
"periscopic","2025","84903430","2026-03-29 00:00:00.000000"
"permessage-deflate","2021","1209381","2026-03-29 00:00:00.000000"
"permessage-deflate","2022","1754098","2026-03-29 00:00:00.000000"
"permessage-deflate","2023","1854246","2026-03-29 00:00:00.000000"
"permessage-deflate","2024","2384620","2026-03-29 00:00:00.000000"
"permessage-deflate","2025","2480874","2026-03-29 00:00:00.000000"
"permutation-parity","2021","5236672","2026-03-29 00:00:00.000000"
"permutation-parity","2022","4323784","2026-03-29 00:00:00.000000"
"permutation-parity","2023","3453878","2026-03-29 00:00:00.000000"
"permutation-parity","2024","2054042","2026-03-29 00:00:00.000000"
"permutation-parity","2025","1223075","2026-03-29 00:00:00.000000"
"permutation-rank","2021","5236731","2026-03-29 00:00:00.000000"
"permutation-rank","2022","4324073","2026-03-29 00:00:00.000000"
"permutation-rank","2023","3454030","2026-03-29 00:00:00.000000"
"permutation-rank","2024","2065276","2026-03-29 00:00:00.000000"
"permutation-rank","2025","1223691","2026-03-29 00:00:00.000000"
"persona","2021","1205613","2026-03-29 00:00:00.000000"
"persona","2022","2401232","2026-03-29 00:00:00.000000"
"persona","2023","1885690","2026-03-29 00:00:00.000000"
"persona","2024","3128336","2026-03-29 00:00:00.000000"
"persona","2025","5980018","2026-03-29 00:00:00.000000"
"pez","2021","5819721","2026-03-29 00:00:00.000000"
"pez","2022","4619832","2026-03-29 00:00:00.000000"
"pez","2023","2992938","2026-03-29 00:00:00.000000"
"pez","2024","2284970","2026-03-29 00:00:00.000000"
"pez","2025","2385112","2026-03-29 00:00:00.000000"
"pg","2021","111135342","2026-03-29 00:00:00.000000"
"pg","2022","165985559","2026-03-29 00:00:00.000000"
"pg","2023","220228815","2026-03-29 00:00:00.000000"
"pg","2024","281582159","2026-03-29 00:00:00.000000"
"pg","2025","481416491","2026-03-29 00:00:00.000000"
"pg-boss","2021","419501","2026-03-29 00:00:00.000000"
"pg-boss","2022","665470","2026-03-29 00:00:00.000000"
"pg-boss","2023","1347303","2026-03-29 00:00:00.000000"
"pg-boss","2024","2602247","2026-03-29 00:00:00.000000"
"pg-boss","2025","5001114","2026-03-29 00:00:00.000000"
"pg-cloudflare","2021","0","2026-03-29 00:00:00.000000"
"pg-cloudflare","2022","0","2026-03-29 00:00:00.000000"
"pg-cloudflare","2023","49733673","2026-03-29 00:00:00.000000"
"pg-cloudflare","2024","183636835","2026-03-29 00:00:00.000000"
"pg-cloudflare","2025","384330989","2026-03-29 00:00:00.000000"
