"formula","dep_name","dep_type","fetched_at"
"btllib","ninja","build","2026-04-16 22:49:08.142515"
"btllib","python@3.14","build","2026-04-16 22:49:08.142515"
"btllib","libomp","runtime","2026-04-16 22:49:08.142515"
"btop","coreutils","build","2026-04-16 22:49:08.142515"
"btop","lowdown","build","2026-04-16 22:49:08.142515"
"btparse","__none__","","2026-04-16 22:49:08.142515"
"btpd","autoconf","build","2026-04-16 22:49:08.142515"
"btpd","automake","build","2026-04-16 22:49:08.142515"
"btpd","libtool","build","2026-04-16 22:49:08.142515"
"btpd","openssl@3","runtime","2026-04-16 22:49:08.142515"
"btrfs-progs","pkgconf","build","2026-04-16 22:49:08.142515"
"btrfs-progs","python-setuptools","build","2026-04-16 22:49:08.142515"
"btrfs-progs","python@3.14","build","2026-04-16 22:49:08.142515"
"btrfs-progs","sphinx-doc","build","2026-04-16 22:49:08.142515"
"btrfs-progs","e2fsprogs","runtime","2026-04-16 22:49:08.142515"
"btrfs-progs","lzo","runtime","2026-04-16 22:49:08.142515"
"btrfs-progs","systemd","runtime","2026-04-16 22:49:08.142515"
"btrfs-progs","util-linux","runtime","2026-04-16 22:49:08.142515"
"btrfs-progs","zlib-ng-compat","runtime","2026-04-16 22:49:08.142515"
"btrfs-progs","zstd","runtime","2026-04-16 22:49:08.142515"
"bubblewrap","docbook-xsl","build","2026-04-16 22:49:08.142515"
"bubblewrap","libxslt","build","2026-04-16 22:49:08.142515"
"bubblewrap","meson","build","2026-04-16 22:49:08.142515"
"bubblewrap","ninja","build","2026-04-16 22:49:08.142515"
"bubblewrap","pkgconf","build","2026-04-16 22:49:08.142515"
"bubblewrap","libcap","runtime","2026-04-16 22:49:08.142515"
"buf","go","build","2026-04-16 22:49:08.142515"
"buffrs","rust","build","2026-04-16 22:49:08.142515"
"build2","__none__","","2026-04-16 22:49:08.142515"
"buildapp","sbcl","runtime","2026-04-16 22:49:08.142515"
"buildapp","zstd","runtime","2026-04-16 22:49:08.142515"
"buildifier","go","build","2026-04-16 22:49:08.142515"
"buildkit","go","build","2026-04-16 22:49:08.142515"
"buildkitd","go","build","2026-04-16 22:49:08.142515"
"buildkitd","runc","runtime","2026-04-16 22:49:08.142515"
"buildozer","go","build","2026-04-16 22:49:08.142515"
"buildpulse-test-reporter","go","build","2026-04-16 22:49:08.142515"
"buku","certifi","runtime","2026-04-16 22:49:08.142515"
"buku","cryptography","runtime","2026-04-16 22:49:08.142515"
"buku","libyaml","runtime","2026-04-16 22:49:08.142515"
"buku","python@3.14","runtime","2026-04-16 22:49:08.142515"
"buku","rpds-py","runtime","2026-04-16 22:49:08.142515"
"bulk_extractor","pkgconf","build","2026-04-16 22:49:08.142515"
"bulk_extractor","re2","build","2026-04-16 22:49:08.142515"
"bullet","cmake","build","2026-04-16 22:49:08.142515"
"bullet","numpy","build","2026-04-16 22:49:08.142515"
"bullet","pkgconf","build","2026-04-16 22:49:08.142515"
"bullet","python@3.14","build","2026-04-16 22:49:08.142515"
"bulletty","pkgconf","build","2026-04-16 22:49:08.142515"
"bulletty","rust","build","2026-04-16 22:49:08.142515"
"bump-my-version","certifi","runtime","2026-04-16 22:49:08.142515"
"bump-my-version","pydantic","runtime","2026-04-16 22:49:08.142515"
"bump-my-version","python@3.14","runtime","2026-04-16 22:49:08.142515"
"bumpp","node","runtime","2026-04-16 22:49:08.142515"
"bumpversion","python@3.13","runtime","2026-04-16 22:49:08.142515"
"bundler-completion","__none__","","2026-04-16 22:49:08.142515"
"bundletool","openjdk","runtime","2026-04-16 22:49:08.142515"
"bunster","go","runtime","2026-04-16 22:49:08.142515"
"bup","pandoc","build","2026-04-16 22:49:08.142515"
"bup","pkgconf","build","2026-04-16 22:49:08.142515"
"bup","python@3.14","runtime","2026-04-16 22:49:08.142515"
"bup","readline","runtime","2026-04-16 22:49:08.142515"
"bupstash","pkgconf","build","2026-04-16 22:49:08.142515"
"bupstash","rust","build","2026-04-16 22:49:08.142515"
"bupstash","libsodium","runtime","2026-04-16 22:49:08.142515"
"burp","pkgconf","build","2026-04-16 22:49:08.142515"
"burp","uthash","build","2026-04-16 22:49:08.142515"
"burp","librsync","runtime","2026-04-16 22:49:08.142515"
"burp","openssl@3","runtime","2026-04-16 22:49:08.142515"
"burrow","go","build","2026-04-16 22:49:08.142515"
"burst","cmake","build","2026-04-16 22:49:08.142515"
"burst","boost","runtime","2026-04-16 22:49:08.142515"
"busted","luarocks","build","2026-04-16 22:49:08.142515"
"busted","lua","runtime","2026-04-16 22:49:08.142515"
"butane","go","build","2026-04-16 22:49:08.142515"
"bvi","__none__","","2026-04-16 22:49:08.142515"
"bwa","sse2neon","build","2026-04-16 22:49:08.142515"
"bwfmetaedit","__none__","","2026-04-16 22:49:08.142515"
"bwidget","tcl-tk","runtime","2026-04-16 22:49:08.142515"
"bwm-ng","autoconf","build","2026-04-16 22:49:08.142515"
"bwm-ng","automake","build","2026-04-16 22:49:08.142515"
"byacc","__none__","","2026-04-16 22:49:08.142515"
"byobu","autoconf","build","2026-04-16 22:49:08.142515"
"byobu","automake","build","2026-04-16 22:49:08.142515"
"byobu","coreutils","runtime","2026-04-16 22:49:08.142515"
"byobu","gettext","runtime","2026-04-16 22:49:08.142515"
"byobu","newt","runtime","2026-04-16 22:49:08.142515"
"byobu","tmux","runtime","2026-04-16 22:49:08.142515"
"byteman","openjdk","runtime","2026-04-16 22:49:08.142515"
"bzip2","__none__","","2026-04-16 22:49:08.142515"
"bzip3","__none__","","2026-04-16 22:49:08.142515"
"bzt","cmake","build","2026-04-16 22:49:08.142515"
"bzt","ninja","build","2026-04-16 22:49:08.142515"
"bzt","certifi","runtime","2026-04-16 22:49:08.142515"
"bzt","libyaml","runtime","2026-04-16 22:49:08.142515"
"bzt","numpy","runtime","2026-04-16 22:49:08.142515"
"bzt","python@3.14","runtime","2026-04-16 22:49:08.142515"
"c","__none__","","2026-04-16 22:49:08.142515"
"c-ares","cmake","build","2026-04-16 22:49:08.142515"
"c-blosc","cmake","build","2026-04-16 22:49:08.142515"
"c-blosc2","cmake","build","2026-04-16 22:49:08.142515"
"c-blosc2","lz4","runtime","2026-04-16 22:49:08.142515"
"c-blosc2","zstd","runtime","2026-04-16 22:49:08.142515"
"c-kermit","__none__","","2026-04-16 22:49:08.142515"
"c10t","cmake","build","2026-04-16 22:49:08.142515"
"c10t","boost","runtime","2026-04-16 22:49:08.142515"
"c10t","freetype","runtime","2026-04-16 22:49:08.142515"
"c10t","libpng","runtime","2026-04-16 22:49:08.142515"
"c2048","__none__","","2026-04-16 22:49:08.142515"
"c2patool","pkgconf","build","2026-04-16 22:49:08.142515"
"c2patool","rust","build","2026-04-16 22:49:08.142515"
"c2patool","openssl@3","runtime","2026-04-16 22:49:08.142515"
"c2rust","cmake","build","2026-04-16 22:49:08.142515"
"c2rust","rust","build","2026-04-16 22:49:08.142515"
"c2rust","llvm@21","runtime","2026-04-16 22:49:08.142515"
"c3c","cmake","build","2026-04-16 22:49:08.142515"
"c3c","lld","runtime","2026-04-16 22:49:08.142515"
"c3c","llvm","runtime","2026-04-16 22:49:08.142515"
"c4core","cmake","build","2026-04-16 22:49:08.142515"
"c7n","cryptography","runtime","2026-04-16 22:49:08.142515"
"c7n","libyaml","runtime","2026-04-16 22:49:08.142515"
"c7n","python@3.14","runtime","2026-04-16 22:49:08.142515"
"c7n","rpds-py","runtime","2026-04-16 22:49:08.142515"
"ca-certificates","__none__","","2026-04-16 22:49:08.142515"
"cabal-install","ghc","build","2026-04-16 22:49:08.142515"
"cabal-install","gmp","runtime","2026-04-16 22:49:08.142515"
"cabextract","__none__","","2026-04-16 22:49:08.142515"
"cabin","mitama-cpp-result","build","2026-04-16 22:49:08.142515"
"cabin","nlohmann-json","build","2026-04-16 22:49:08.142515"
"cabin","pkgconf","build","2026-04-16 22:49:08.142515"
"cabin","toml11","build","2026-04-16 22:49:08.142515"
"cabin","fmt","runtime","2026-04-16 22:49:08.142515"
"cabin","libgit2","runtime","2026-04-16 22:49:08.142515"
"cabin","pkgconf","runtime","2026-04-16 22:49:08.142515"
"cabin","spdlog","runtime","2026-04-16 22:49:08.142515"
"cabin","tbb","runtime","2026-04-16 22:49:08.142515"
"cabocha","crf++","runtime","2026-04-16 22:49:08.142515"
"cabocha","mecab","runtime","2026-04-16 22:49:08.142515"
"cabocha","mecab-ipadic","runtime","2026-04-16 22:49:08.142515"
"cadaver","pkgconf","build","2026-04-16 22:49:08.142515"
"cadaver","gettext","runtime","2026-04-16 22:49:08.142515"
"cadaver","neon","runtime","2026-04-16 22:49:08.142515"
"cadaver","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cadaver","readline","runtime","2026-04-16 22:49:08.142515"
"caddy","go","build","2026-04-16 22:49:08.142515"
"cadence","go","build","2026-04-16 22:49:08.142515"
"cadence-workflow","go","build","2026-04-16 22:49:08.142515"
"cadical","__none__","","2026-04-16 22:49:08.142515"
"cadubi","__none__","","2026-04-16 22:49:08.142515"
"caesiumclt","rust","build","2026-04-16 22:49:08.142515"
"caf","cmake","build","2026-04-16 22:49:08.142515"
"caf","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cafeobj","sbcl","build","2026-04-16 22:49:08.142515"
"cafeobj","zstd","runtime","2026-04-16 22:49:08.142515"
"cahute","cmake","build","2026-04-16 22:49:08.142515"
"cahute","pkgconf","build","2026-04-16 22:49:08.142515"
"cahute","python@3.14","build","2026-04-16 22:49:08.142515"
"cahute","libusb","runtime","2026-04-16 22:49:08.142515"
"cahute","sdl2","runtime","2026-04-16 22:49:08.142515"
"cai","pkgconf","build","2026-04-16 22:49:08.142515"
"cai","rust","build","2026-04-16 22:49:08.142515"
"caire","go","build","2026-04-16 22:49:08.142515"
"cairo","meson","build","2026-04-16 22:49:08.142515"
"cairo","ninja","build","2026-04-16 22:49:08.142515"
"cairo","pkgconf","build","2026-04-16 22:49:08.142515"
"cairo","fontconfig","runtime","2026-04-16 22:49:08.142515"
"cairo","freetype","runtime","2026-04-16 22:49:08.142515"
"cairo","gettext","runtime","2026-04-16 22:49:08.142515"
"cairo","glib","runtime","2026-04-16 22:49:08.142515"
"cairo","libpng","runtime","2026-04-16 22:49:08.142515"
"cairo","libx11","runtime","2026-04-16 22:49:08.142515"
"cairo","libxcb","runtime","2026-04-16 22:49:08.142515"
"cairo","libxext","runtime","2026-04-16 22:49:08.142515"
"cairo","libxrender","runtime","2026-04-16 22:49:08.142515"
"cairo","lzo","runtime","2026-04-16 22:49:08.142515"
"cairo","pixman","runtime","2026-04-16 22:49:08.142515"
"cairomm","meson","build","2026-04-16 22:49:08.142515"
"cairomm","ninja","build","2026-04-16 22:49:08.142515"
"cairomm","pkgconf","build","2026-04-16 22:49:08.142515"
"cairomm","cairo","runtime","2026-04-16 22:49:08.142515"
"cairomm","libpng","runtime","2026-04-16 22:49:08.142515"
"cairomm","libsigc++","runtime","2026-04-16 22:49:08.142515"
"cairomm@1.14","meson","build","2026-04-16 22:49:08.142515"
"cairomm@1.14","ninja","build","2026-04-16 22:49:08.142515"
"cairomm@1.14","pkgconf","build","2026-04-16 22:49:08.142515"
"cairomm@1.14","cairo","runtime","2026-04-16 22:49:08.142515"
"cairomm@1.14","libpng","runtime","2026-04-16 22:49:08.142515"
"cairomm@1.14","libsigc++@2","runtime","2026-04-16 22:49:08.142515"
"cake","dotnet","runtime","2026-04-16 22:49:08.142515"
"calabash","openjdk","runtime","2026-04-16 22:49:08.142515"
"calabash","saxon","runtime","2026-04-16 22:49:08.142515"
"calc","readline","runtime","2026-04-16 22:49:08.142515"
"calceph","cmake","build","2026-04-16 22:49:08.142515"
"calceph","gcc","runtime","2026-04-16 22:49:08.142515"
"calcurse","pkgconf","build","2026-04-16 22:49:08.142515"
"calcurse","gettext","runtime","2026-04-16 22:49:08.142515"
"calicoctl","go","build","2026-04-16 22:49:08.142515"
"calm-cli","node","runtime","2026-04-16 22:49:08.142515"
"camellia","__none__","","2026-04-16 22:49:08.142515"
"camlp-streams","dune","build","2026-04-16 22:49:08.142515"
"camlp-streams","ocaml","runtime","2026-04-16 22:49:08.142515"
"camlp5","ocaml-findlib","build","2026-04-16 22:49:08.142515"
"camlp5","opam","build","2026-04-16 22:49:08.142515"
"camlp5","pkgconf","build","2026-04-16 22:49:08.142515"
"camlp5","camlp-streams","runtime","2026-04-16 22:49:08.142515"
"camlp5","ocaml","runtime","2026-04-16 22:49:08.142515"
"camlp5","pcre2","runtime","2026-04-16 22:49:08.142515"
"camlpdf","ocaml-findlib","build","2026-04-16 22:49:08.142515"
"camlpdf","ocaml","runtime","2026-04-16 22:49:08.142515"
"canfigger","meson","build","2026-04-16 22:49:08.142515"
"canfigger","ninja","build","2026-04-16 22:49:08.142515"
"capnp","cmake","build","2026-04-16 22:49:08.142515"
"capstone","gettext","runtime","2026-04-16 22:49:08.142515"
"caracal","rust","build","2026-04-16 22:49:08.142515"
"carapace","go","build","2026-04-16 22:49:08.142515"
"cargo-about","rust","build","2026-04-16 22:49:08.142515"
"cargo-all-features","rust","build","2026-04-16 22:49:08.142515"
"cargo-audit","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-audit","rust","build","2026-04-16 22:49:08.142515"
"cargo-audit","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cargo-auditable","rust","build","2026-04-16 22:49:08.142515"
"cargo-binstall","rust","build","2026-04-16 22:49:08.142515"
"cargo-binutils","rust","build","2026-04-16 22:49:08.142515"
"cargo-bloat","rust","build","2026-04-16 22:49:08.142515"
"cargo-bundle","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-bundle","rust","build","2026-04-16 22:49:08.142515"
"cargo-c","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-c","rust","build","2026-04-16 22:49:08.142515"
"cargo-c","libgit2","runtime","2026-04-16 22:49:08.142515"
"cargo-c","libssh2","runtime","2026-04-16 22:49:08.142515"
"cargo-c","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cargo-cache","rust","build","2026-04-16 22:49:08.142515"
"cargo-careful","rust","build","2026-04-16 22:49:08.142515"
"cargo-chef","rust","build","2026-04-16 22:49:08.142515"
"cargo-clone","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-clone","rust","build","2026-04-16 22:49:08.142515"
"cargo-clone","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cargo-component","rust","build","2026-04-16 22:49:08.142515"
"cargo-crev","rust","build","2026-04-16 22:49:08.142515"
"cargo-crev","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cargo-cyclonedx","rust","build","2026-04-16 22:49:08.142515"
"cargo-deny","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-deny","rust","build","2026-04-16 22:49:08.142515"
"cargo-depgraph","rust","build","2026-04-16 22:49:08.142515"
"cargo-dist","rust","build","2026-04-16 22:49:08.142515"
"cargo-docset","rust","build","2026-04-16 22:49:08.142515"
"cargo-edit","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-edit","rust","build","2026-04-16 22:49:08.142515"
"cargo-expand","rust","build","2026-04-16 22:49:08.142515"
"cargo-features-manager","rust","build","2026-04-16 22:49:08.142515"
"cargo-flamegraph","rust","build","2026-04-16 22:49:08.142515"
"cargo-fuzz","rust","build","2026-04-16 22:49:08.142515"
"cargo-geiger","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-geiger","rust","build","2026-04-16 22:49:08.142515"
"cargo-geiger","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cargo-generate","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-generate","rust","build","2026-04-16 22:49:08.142515"
"cargo-generate","libgit2","runtime","2026-04-16 22:49:08.142515"
"cargo-generate","libssh2","runtime","2026-04-16 22:49:08.142515"
"cargo-generate","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cargo-hack","rust","build","2026-04-16 22:49:08.142515"
"cargo-instruments","rust","build","2026-04-16 22:49:08.142515"
"cargo-instruments","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cargo-llvm-cov","rust","build","2026-04-16 22:49:08.142515"
"cargo-llvm-lines","rust","build","2026-04-16 22:49:08.142515"
"cargo-make","rust","build","2026-04-16 22:49:08.142515"
"cargo-msrv","rust","build","2026-04-16 22:49:08.142515"
"cargo-nextest","rust","build","2026-04-16 22:49:08.142515"
"cargo-outdated","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-outdated","rust","build","2026-04-16 22:49:08.142515"
"cargo-outdated","libgit2","runtime","2026-04-16 22:49:08.142515"
"cargo-outdated","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cargo-public-api","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-public-api","rust","build","2026-04-16 22:49:08.142515"
"cargo-release","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-release","rust","build","2026-04-16 22:49:08.142515"
"cargo-release","libgit2","runtime","2026-04-16 22:49:08.142515"
"cargo-run-bin","rust","build","2026-04-16 22:49:08.142515"
"cargo-shear","rust","build","2026-04-16 22:49:08.142515"
"cargo-shuttle","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-shuttle","rust","build","2026-04-16 22:49:08.142515"
"cargo-shuttle","libgit2","runtime","2026-04-16 22:49:08.142515"
"cargo-sort","rust","build","2026-04-16 22:49:08.142515"
"cargo-spellcheck","llvm","build","2026-04-16 22:49:08.142515"
"cargo-spellcheck","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-spellcheck","rust","build","2026-04-16 22:49:08.142515"
"cargo-spellcheck","hunspell","runtime","2026-04-16 22:49:08.142515"
"cargo-sweep","rust","build","2026-04-16 22:49:08.142515"
"cargo-udeps","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-udeps","rust","build","2026-04-16 22:49:08.142515"
"cargo-udeps","libgit2","runtime","2026-04-16 22:49:08.142515"
"cargo-udeps","libssh2","runtime","2026-04-16 22:49:08.142515"
"cargo-udeps","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cargo-update","pkgconf","build","2026-04-16 22:49:08.142515"
"cargo-update","rust","build","2026-04-16 22:49:08.142515"
"cargo-update","libgit2","runtime","2026-04-16 22:49:08.142515"
"cargo-update","libssh2","runtime","2026-04-16 22:49:08.142515"
"cargo-update","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cargo-watch","rust","build","2026-04-16 22:49:08.142515"
"cargo-zigbuild","rust","build","2026-04-16 22:49:08.142515"
"cargo-zigbuild","zig","runtime","2026-04-16 22:49:08.142515"
"cariddi","go","build","2026-04-16 22:49:08.142515"
"carl","rust","build","2026-04-16 22:49:08.142515"
"carla","pkgconf","build","2026-04-16 22:49:08.142515"
"carla","fluid-synth","runtime","2026-04-16 22:49:08.142515"
"carla","liblo","runtime","2026-04-16 22:49:08.142515"
"carla","libmagic","runtime","2026-04-16 22:49:08.142515"
"carla","libsndfile","runtime","2026-04-16 22:49:08.142515"
"carla","pyqt@5","runtime","2026-04-16 22:49:08.142515"
"carla","python@3.14","runtime","2026-04-16 22:49:08.142515"
"carla","qt@5","runtime","2026-04-16 22:49:08.142515"
"carrot2","gradle","build","2026-04-16 22:49:08.142515"
"carrot2","node@22","build","2026-04-16 22:49:08.142515"
"carrot2","yarn","build","2026-04-16 22:49:08.142515"
"carrot2","openjdk","runtime","2026-04-16 22:49:08.142515"
"carthage","__none__","","2026-04-16 22:49:08.142515"
"carton","perl","runtime","2026-04-16 22:49:08.142515"
"cartridge-cli","go","build","2026-04-16 22:49:08.142515"
"cartridge-cli","mage","build","2026-04-16 22:49:08.142515"
"cascadia","go","build","2026-04-16 22:49:08.142515"
"cask","coreutils","runtime","2026-04-16 22:49:08.142515"
"cask","emacs","runtime","2026-04-16 22:49:08.142515"
"cassandra","libev","runtime","2026-04-16 22:49:08.142515"
"cassandra","openjdk@17","runtime","2026-04-16 22:49:08.142515"
"cassandra","python@3.11","runtime","2026-04-16 22:49:08.142515"
"cassandra-cpp-driver","cmake","build","2026-04-16 22:49:08.142515"
"cassandra-cpp-driver","libuv","runtime","2026-04-16 22:49:08.142515"
"cassandra-cpp-driver","openssl@3","runtime","2026-04-16 22:49:08.142515"
"cassandra-reaper","openjdk","runtime","2026-04-16 22:49:08.142515"
"cassowary","go","build","2026-04-16 22:49:08.142515"
"castget","pkgconf","build","2026-04-16 22:49:08.142515"
"castget","gettext","runtime","2026-04-16 22:49:08.142515"
"castget","glib","runtime","2026-04-16 22:49:08.142515"
"castget","id3lib","runtime","2026-04-16 22:49:08.142515"
"castxml","cmake","build","2026-04-16 22:49:08.142515"
"castxml","llvm","runtime","2026-04-16 22:49:08.142515"
"cataclysm","gettext","build","2026-04-16 22:49:08.142515"
"cataclysm","pkgconf","build","2026-04-16 22:49:08.142515"
"cataclysm","gettext","runtime","2026-04-16 22:49:08.142515"
"cataclysm","libogg","runtime","2026-04-16 22:49:08.142515"
"cataclysm","libvorbis","runtime","2026-04-16 22:49:08.142515"
"cataclysm","sdl2","runtime","2026-04-16 22:49:08.142515"
"cataclysm","sdl2_image","runtime","2026-04-16 22:49:08.142515"
"cataclysm","sdl2_mixer","runtime","2026-04-16 22:49:08.142515"
"cataclysm","sdl2_ttf","runtime","2026-04-16 22:49:08.142515"
"catch2","cmake","build","2026-04-16 22:49:08.142515"
"catgirl","pkgconf","build","2026-04-16 22:49:08.142515"
"catgirl","universal-ctags","build","2026-04-16 22:49:08.142515"
"catgirl","libretls","runtime","2026-04-16 22:49:08.142515"
"catimg","cmake","build","2026-04-16 22:49:08.142515"
"cattle","gobject-introspection","build","2026-04-16 22:49:08.142515"
"cattle","pkgconf","build","2026-04-16 22:49:08.142515"
"cattle","gettext","runtime","2026-04-16 22:49:08.142515"
"cattle","glib","runtime","2026-04-16 22:49:08.142515"
"cava","autoconf","build","2026-04-16 22:49:08.142515"
"cava","automake","build","2026-04-16 22:49:08.142515"
"cava","libtool","build","2026-04-16 22:49:08.142515"
"cava","pkgconf","build","2026-04-16 22:49:08.142515"
"cava","fftw","runtime","2026-04-16 22:49:08.142515"
"cava","iniparser","runtime","2026-04-16 22:49:08.142515"
"cava","portaudio","runtime","2026-04-16 22:49:08.142515"
"cayley","breezy","build","2026-04-16 22:49:08.142515"
"cayley","go","build","2026-04-16 22:49:08.142515"
"cayley","mercurial","build","2026-04-16 22:49:08.142515"
"cbc","pkgconf","build","2026-04-16 22:49:08.142515"
"cbc","cgl","runtime","2026-04-16 22:49:08.142515"
"cbc","clp","runtime","2026-04-16 22:49:08.142515"
"cbc","coinutils","runtime","2026-04-16 22:49:08.142515"
"cbc","openblas","runtime","2026-04-16 22:49:08.142515"
"cbc","osi","runtime","2026-04-16 22:49:08.142515"
"cbfmt","rust","build","2026-04-16 22:49:08.142515"
"cbindgen","rust","build","2026-04-16 22:49:08.142515"
"cbmbasic","__none__","","2026-04-16 22:49:08.142515"
"cbmc","cmake","build","2026-04-16 22:49:08.142515"
"cbmc","maven","build","2026-04-16 22:49:08.142515"
"cbmc","openjdk@21","build","2026-04-16 22:49:08.142515"
"cbmc","rust","build","2026-04-16 22:49:08.142515"
"cbonsai","pkgconf","build","2026-04-16 22:49:08.142515"
"cbonsai","scdoc","build","2026-04-16 22:49:08.142515"
"cbonsai","ncurses","runtime","2026-04-16 22:49:08.142515"
"cc65","__none__","","2026-04-16 22:49:08.142515"
"ccache","asciidoctor","build","2026-04-16 22:49:08.142515"
"ccache","cmake","build","2026-04-16 22:49:08.142515"
"ccache","cpp-httplib","build","2026-04-16 22:49:08.142515"
"ccache","doctest","build","2026-04-16 22:49:08.142515"
"ccache","pkgconf","build","2026-04-16 22:49:08.142515"
"ccache","span-lite","build","2026-04-16 22:49:08.142515"
"ccache","tl-expected","build","2026-04-16 22:49:08.142515"
"ccache","blake3","runtime","2026-04-16 22:49:08.142515"
"ccache","fmt","runtime","2026-04-16 22:49:08.142515"
"ccache","hiredis","runtime","2026-04-16 22:49:08.142515"
"ccache","openssl@3","runtime","2026-04-16 22:49:08.142515"
"ccache","xxhash","runtime","2026-04-16 22:49:08.142515"
"ccache","zstd","runtime","2026-04-16 22:49:08.142515"
"ccal","__none__","","2026-04-16 22:49:08.142515"
"ccat","go","build","2026-04-16 22:49:08.142515"
"ccd2iso","__none__","","2026-04-16 22:49:08.142515"
"ccextractor","pkgconf","build","2026-04-16 22:49:08.142515"
"ccextractor","rust","build","2026-04-16 22:49:08.142515"
"ccextractor","freetype","runtime","2026-04-16 22:49:08.142515"
"ccextractor","gpac","runtime","2026-04-16 22:49:08.142515"
"ccextractor","libpng","runtime","2026-04-16 22:49:08.142515"
"ccextractor","protobuf-c","runtime","2026-04-16 22:49:08.142515"
"ccextractor","utf8proc","runtime","2026-04-16 22:49:08.142515"
"ccfits","cfitsio","runtime","2026-04-16 22:49:08.142515"
"ccheck","go","build","2026-04-16 22:49:08.142515"
"ccls","cmake","build","2026-04-16 22:49:08.142515"
"ccls","rapidjson","build","2026-04-16 22:49:08.142515"
"ccls","llvm","runtime","2026-04-16 22:49:08.142515"
"ccm","libyaml","runtime","2026-04-16 22:49:08.142515"
"ccm","python@3.14","runtime","2026-04-16 22:49:08.142515"
"cconv","autoconf","build","2026-04-16 22:49:08.142515"
"cconv","automake","build","2026-04-16 22:49:08.142515"
"cconv","libtool","build","2026-04-16 22:49:08.142515"
"ccrypt","__none__","","2026-04-16 22:49:08.142515"
"cctz","cmake","build","2026-04-16 22:49:08.142515"
"ccusage","node","runtime","2026-04-16 22:49:08.142515"
"cd-discid","__none__","","2026-04-16 22:49:08.142515"
"cdargs","meson","build","2026-04-16 22:49:08.142515"
"cdargs","ninja","build","2026-04-16 22:49:08.142515"
"cdargs","pkgconf","build","2026-04-16 22:49:08.142515"
"cdb","__none__","","2026-04-16 22:49:08.142515"
"cddlib","autoconf","build","2026-04-16 22:49:08.142515"
"cddlib","automake","build","2026-04-16 22:49:08.142515"
"cddlib","libtool","build","2026-04-16 22:49:08.142515"
"cddlib","gmp","runtime","2026-04-16 22:49:08.142515"
"cdebug","go","build","2026-04-16 22:49:08.142515"
"cdecl","__none__","","2026-04-16 22:49:08.142515"
"cdi","eccodes","runtime","2026-04-16 22:49:08.142515"
"cdi","libaec","runtime","2026-04-16 22:49:08.142515"
"cdi","netcdf","runtime","2026-04-16 22:49:08.142515"
"cdk","__none__","","2026-04-16 22:49:08.142515"
"cdk8s","node","runtime","2026-04-16 22:49:08.142515"
"cdktf","node","runtime","2026-04-16 22:49:08.142515"
"cdlabelgen","__none__","","2026-04-16 22:49:08.142515"
"cdncheck","go","build","2026-04-16 22:49:08.142515"
"cdo","eccodes","runtime","2026-04-16 22:49:08.142515"
"cdo","hdf5","runtime","2026-04-16 22:49:08.142515"
"cdo","libaec","runtime","2026-04-16 22:49:08.142515"
"cdo","netcdf","runtime","2026-04-16 22:49:08.142515"
"cdo","proj","runtime","2026-04-16 22:49:08.142515"
"cdogs-sdl","cmake","build","2026-04-16 22:49:08.142515"
"cdogs-sdl","pkgconf","build","2026-04-16 22:49:08.142515"
"cdogs-sdl","protobuf","build","2026-04-16 22:49:08.142515"
"cdogs-sdl","python@3.14","runtime","2026-04-16 22:49:08.142515"
"cdogs-sdl","sdl2","runtime","2026-04-16 22:49:08.142515"
"cdogs-sdl","sdl2_image","runtime","2026-04-16 22:49:08.142515"
"cdogs-sdl","sdl2_mixer","runtime","2026-04-16 22:49:08.142515"
"cdpr","__none__","","2026-04-16 22:49:08.142515"
"cdrdao","autoconf","build","2026-04-16 22:49:08.142515"
"cdrdao","automake","build","2026-04-16 22:49:08.142515"
"cdrdao","pkgconf","build","2026-04-16 22:49:08.142515"
"cdrdao","lame","runtime","2026-04-16 22:49:08.142515"
"cdrdao","libao","runtime","2026-04-16 22:49:08.142515"
"cdrdao","libvorbis","runtime","2026-04-16 22:49:08.142515"
