repo,repo_id,git_url,analyzed_through_year,commits_5y_examined,churn_5y_added,churn_5y_deleted,churn_5y_total,churn_files_count,top_file_path,top_file_churn,elapsed_s,fetched_at
mathiasbynens/jsesc,gh/10498729,https://github.com/mathiasbynens/jsesc.git,2025,4,121,36,157,3,tests/tests.js,71,0.6,2026-05-03T17:22:01Z
jslicense/spdx-license-ids,gh/26001547,https://github.com/jslicense/spdx-license-ids.git,2025,56,79,78,157,3,build.js,80,0.5,2026-05-18T00:11:16Z
jshttp/mime-types,gh/19380178,https://github.com/jshttp/mime-types.git,2025,139,128,28,156,3,index.js,73,1.0,2026-05-03T17:22:01Z
ljharb/es-shim-unscopables,gh/480458584,https://github.com/ljharb/es-shim-unscopables.git,2025,22,149,6,155,4,test/index.js,76,0.7,2026-05-03T17:22:01Z
jsdom/xml-name-validator,gh/28553202,https://github.com/jsdom/xml-name-validator.git,2025,9,81,74,155,4,test/test.js,78,0.9,2026-05-03T17:22:01Z
nv/cssom,gh/1025209,https://github.com/nv/cssom.git,2025,5,135,18,153,10,lib/CSSGroupingRule.js,68,0.8,2026-05-03T17:22:01Z
debug-js/debug,gh/2871998,https://github.com/debug-js/debug.git,2025,26,107,46,153,4,src/common.js,102,0.7,2026-05-03T17:22:01Z
jshttp/type-is,gh/15484233,https://github.com/jshttp/type-is.git,2025,62,107,45,152,2,test/test.js,86,1.3,2026-05-03T17:22:01Z
inspect-js/is-core-module,gh/24578130,https://github.com/inspect-js/is-core-module.git,2025,85,112,38,150,2,test/index.js,144,0.5,2026-05-03T17:22:01Z
sindresorhus/environment,gh/793180075,https://github.com/sindresorhus/environment.git,2025,5,148,1,149,3,index.d.ts,74,0.7,2026-05-03T17:22:01Z
dtolnay/automod,gh/173074854,https://github.com/dtolnay/automod.git,2025,77,91,58,149,3,src/lib.rs,141,0.7,2026-05-03T17:22:01Z
sindresorhus/strip-final-newline,gh/47453723,https://github.com/sindresorhus/strip-final-newline.git,2025,13,109,39,148,4,test.js,75,0.6,2026-05-03T17:22:01Z
rust-lang/cfg-if,gh/38723660,https://github.com/rust-lang/cfg-if.git,2025,43,85,60,145,2,src/lib.rs,143,1.2,2026-05-03T17:22:01Z
sindresorhus/strip-indent,gh/18242629,https://github.com/sindresorhus/strip-indent.git,2025,10,119,23,142,4,test.js,74,0.8,2026-05-03T17:22:01Z
sindresorhus/log-symbols,gh/21673868,https://github.com/sindresorhus/log-symbols.git,2025,16,72,70,142,7,index.js,59,0.7,2026-05-03T17:22:01Z
sindresorhus/yocto-queue,gh/315531538,https://github.com/sindresorhus/yocto-queue.git,2025,15,102,38,140,4,index.js,84,0.7,2026-05-03T17:22:01Z
ljharb/get-proto,gh/911035271,https://github.com/ljharb/get-proto.git,2025,7,129,11,140,7,test/index.js,80,0.9,2026-05-03T17:22:01Z
sindresorhus/p-locate,gh/74265632,https://github.com/sindresorhus/p-locate.git,2025,6,65,67,132,4,index.d.ts,52,0.8,2026-05-03T17:22:01Z
ljharb/gopd,gh/560708130,https://github.com/ljharb/gopd.git,2025,23,95,34,129,5,test/index.js,74,1.4,2026-05-03T17:22:01Z
sindresorhus/parent-module,gh/50187748,https://github.com/sindresorhus/parent-module.git,2025,10,75,52,127,11,index.js,41,0.7,2026-05-03T17:22:01Z
inspect-js/is-data-view,gh/751048078,https://github.com/inspect-js/is-data-view.git,2025,20,114,12,126,3,test/index.js,66,1.0,2026-05-03T17:22:01Z
sindresorhus/path-key,gh/48706449,https://github.com/sindresorhus/path-key.git,2025,6,77,48,125,4,index.d.ts,59,0.6,2026-05-03T17:22:01Z
inspect-js/is-regex,gh/15930063,https://github.com/inspect-js/is-regex.git,2025,43,79,44,123,4,index.js,77,0.7,2026-05-03T17:22:01Z
yaml/libyaml,gh/2699072,https://github.com/yaml/libyaml.git,2025,7,104,17,121,7,src/parser.c,51,1.5,2026-05-03T17:22:01Z
inspect-js/has-tostringtag,gh/392913710,https://github.com/inspect-js/has-tostringtag.git,2025,29,120,1,121,8,test/shams/core-js.js,31,0.7,2026-05-03T17:22:01Z
tapjs/stack-utils,gh/48974178,https://github.com/tapjs/stack-utils.git,2025,19,80,39,119,5,test/test.js,73,1.2,2026-05-03T17:22:01Z
sindresorhus/is-unicode-supported,gh/348660847,https://github.com/sindresorhus/is-unicode-supported.git,2025,20,90,29,119,4,index.js,67,1.0,2026-05-03T17:22:01Z
npm/unique-slug,gh/35246620,https://github.com/npm/unique-slug.git,2025,72,84,32,116,5,test/index.js,56,1.0,2026-05-03T17:22:01Z
raynos/for-each,gh/6006855,https://github.com/raynos/for-each.git,2025,18,100,16,116,3,test/test.js,66,1.0,2026-05-03T17:22:01Z
chalk/wrap-ansi,gh/41053676,https://github.com/chalk/wrap-ansi.git,2025,11,86,29,115,4,index.js,54,0.7,2026-05-03T17:22:01Z
pexpect/ptyprocess,gh/24727748,https://github.com/pexpect/ptyprocess.git,2025,15,76,39,115,4,ptyprocess/ptyprocess.py,70,0.8,2026-05-03T17:22:01Z
sindresorhus/cli-cursor,gh/23512396,https://github.com/sindresorhus/cli-cursor.git,2025,5,54,58,112,4,index.d.ts,68,0.6,2026-05-03T17:22:01Z
primus/eventemitter3,gh/13100677,https://github.com/primus/eventemitter3.git,2025,46,61,48,109,6,test/browser.js,44,0.9,2026-05-03T17:22:01Z
inspect-js/has-property-descriptors,gh/481834578,https://github.com/inspect-js/has-property-descriptors.git,2025,18,93,14,107,2,test/index.js,57,0.7,2026-05-03T17:22:01Z
yargs/y18n,gh/39720886,https://github.com/yargs/y18n.git,2025,11,55,52,107,4,test/y18n-test.cjs,68,0.7,2026-05-03T17:22:01Z
jslicense/spdx-exceptions.json,gh/40062896,https://github.com/jslicense/spdx-exceptions.json.git,2025,8,84,23,107,3,latest.js,56,0.5,2026-05-18T00:11:16Z
sindresorhus/is-plain-obj,gh/38923193,https://github.com/sindresorhus/is-plain-obj.git,2025,11,86,20,106,5,benchmark.js,62,1.0,2026-05-03T17:22:01Z
jshttp/content-type,gh/30172150,https://github.com/jshttp/content-type.git,2025,42,86,20,106,4,scripts/version-history.js,63,0.8,2026-05-03T17:22:01Z
xiph/ogg,gh/33956205,https://github.com/xiph/ogg.git,2025,38,64,38,102,2,src/bitwise.c,56,1.8,2026-05-03T17:22:01Z
inspect-js/available-typed-arrays,gh/235965505,https://github.com/inspect-js/available-typed-arrays.git,2025,38,52,48,100,2,index.js,62,1.0,2026-05-03T17:22:01Z
lukeed/escalade,gh/273568715,https://github.com/lukeed/escalade.git,2025,7,92,6,98,8,build.ts,34,1.5,2026-05-03T17:22:01Z
sindresorhus/mimic-response,gh/93189529,https://github.com/sindresorhus/mimic-response.git,2025,4,49,49,98,4,test.js,47,0.7,2026-05-03T17:22:01Z
ljharb/concat-map,gh/548993448,https://github.com/ljharb/concat-map.git,2025,16,53,44,97,3,test/map.js,52,0.7,2026-05-03T17:22:01Z
ljharb/es-object-atoms,gh/773229339,https://github.com/es-shims/es-object-atoms.git,2025,16,91,6,97,9,test/index.js,40,1.5,2026-05-03T17:22:01Z
es-shims/es-object-atoms,gh/773229339,https://github.com/es-shims/es-object-atoms.git,2025,16,91,6,97,9,test/index.js,40,0.5,2026-05-18T00:11:16Z
samverschueren/decode-uri-component,gh/91837954,https://github.com/samverschueren/decode-uri-component.git,2025,12,57,39,96,4,index.js,50,0.6,2026-05-03T17:22:01Z
kriszyp/json-schema,gh/947175,https://github.com/kriszyp/json-schema.git,2025,8,75,17,92,2,test/tests.js,80,0.9,2026-05-03T17:22:01Z
sindresorhus/detect-newline,gh/21304485,https://github.com/sindresorhus/detect-newline.git,2025,6,47,44,91,4,index.d.ts,48,0.7,2026-05-03T17:22:01Z
sindresorhus/p-try,gh/71534796,https://github.com/sindresorhus/p-try.git,2025,4,40,51,91,4,index.d.ts,58,0.7,2026-05-03T17:22:01Z
ljharb/object.assign,gh/17755831,https://github.com/ljharb/object.assign.git,2025,65,54,36,90,3,implementation.js,58,0.9,2026-05-03T17:22:01Z
inspect-js/typed-array-buffer,gh/649850465,https://github.com/inspect-js/typed-array-buffer.git,2025,28,69,18,87,3,index.d.ts,35,0.8,2026-05-03T17:22:01Z
sindresorhus/indent-string,gh/20576837,https://github.com/sindresorhus/indent-string.git,2025,5,45,42,87,4,index.d.ts,38,0.6,2026-05-03T17:22:01Z
sindresorhus/is-wsl,gh/88415331,https://github.com/sindresorhus/is-wsl.git,2025,5,40,45,85,4,test.js,53,1.6,2026-05-03T17:22:01Z
dtolnay/target-triple,gh/734167706,https://github.com/dtolnay/target-triple.git,2025,41,79,6,85,2,build.rs,54,1.0,2026-05-03T17:22:01Z
fsevents/fsevents,gh/1402936,https://github.com/fsevents/fsevents.git,2025,20,29,52,81,2,src/fsevents.c,80,0.8,2026-05-03T17:22:01Z
tehshrike/deepmerge,gh/3276413,https://github.com/tehshrike/deepmerge.git,2025,13,60,20,80,3,test/custom-is-mergeable-object.js,72,0.9,2026-05-03T17:22:01Z
ljharb/es-define-property,gh/756570458,https://github.com/ljharb/es-define-property.git,2025,15,76,3,79,3,test/index.js,56,0.5,2026-05-03T17:22:01Z
jbgutierrez/path-parse,gh/34113780,https://github.com/jbgutierrez/path-parse.git,2025,4,40,38,78,2,index.js,58,0.6,2026-05-03T17:22:01Z
webreflection/html-escaper,gh/33597730,https://github.com/webreflection/html-escaper.git,2025,6,61,15,76,4,cjs/index.js,25,0.8,2026-05-03T17:22:01Z
es-shims/array-includes,gh/28753032,https://github.com/es-shims/array-includes.git,2025,49,43,33,76,4,implementation.js,49,1.0,2026-05-03T17:22:01Z
jshttp/fresh,gh/4617552,https://github.com/jshttp/fresh.git,2025,72,37,38,75,3,index.js,41,1.1,2026-05-03T17:22:01Z
inspect-js/is-symbol,gh/29791606,https://github.com/inspect-js/is-symbol.git,2025,37,39,35,74,3,test/index.js,50,0.7,2026-05-03T17:22:01Z
visionmedia/node-cookie-signature,gh/6229722,https://github.com/tj/node-cookie-signature.git,2025,18,48,24,72,2,index.js,45,0.7,2026-05-03T17:22:01Z
tj/node-cookie-signature,gh/6229722,https://github.com/tj/node-cookie-signature.git,2025,18,48,24,72,2,index.js,45,0.5,2026-05-18T00:11:16Z
acornjs/acorn-jsx,gh/22187098,https://github.com/acornjs/acorn-jsx.git,2025,6,68,3,71,1,index.d.ts,71,1.8,2026-05-03T17:22:01Z
jonschlinkert/word-wrap,gh/18260583,https://github.com/jonschlinkert/word-wrap.git,2025,12,45,26,71,3,index.js,37,0.8,2026-05-03T17:22:01Z
sindresorhus/path-exists,gh/34965664,https://github.com/sindresorhus/path-exists.git,2025,3,36,34,70,4,index.d.ts,47,0.7,2026-05-03T17:22:01Z
ljharb/safe-regex-test,gh/540138887,https://github.com/ljharb/safe-regex-test.git,2025,30,65,4,69,3,test/index.js,43,0.6,2026-05-03T17:22:01Z
mathiasbynens/punycode.js,gh/2755924,https://github.com/mathiasbynens/punycode.js.git,2025,23,42,27,69,2,punycode.js,53,3.1,2026-05-03T17:22:01Z
ljharb/es-errors,gh/752160492,https://github.com/ljharb/es-errors.git,2025,16,68,0,68,15,test/index.js,19,0.7,2026-05-03T17:22:01Z
sindresorhus/onetime,gh/14847357,https://github.com/sindresorhus/onetime.git,2025,6,30,38,68,4,index.d.ts,43,0.8,2026-05-03T17:22:01Z
ljharb/define-properties,gh/28768789,https://github.com/ljharb/define-properties.git,2025,30,39,27,66,2,index.js,43,0.8,2026-05-03T17:22:01Z
inspect-js/is-bigint,gh/149682261,https://github.com/inspect-js/is-bigint.git,2025,34,29,36,65,3,test/index.js,55,1.2,2026-05-03T17:22:01Z
isaacs/once,gh/5409660,https://github.com/isaacs/once.git,2025,8,63,2,65,3,test/once.js,47,1.2,2026-05-03T17:22:01Z
component/toidentifier,gh/114743189,https://github.com/component/toidentifier.git,2025,31,65,0,65,2,scripts/version-history.js,63,0.7,2026-05-03T17:22:01Z
ljharb/object-keys,gh/9103992,https://github.com/ljharb/object-keys.git,2025,22,28,34,62,4,test/shim.js,39,1.0,2026-05-03T17:22:01Z
sindresorhus/is-fullwidth-code-point,gh/39222301,https://github.com/sindresorhus/is-fullwidth-code-point.git,2025,10,16,46,62,3,index.js,50,0.6,2026-05-03T17:22:01Z
jonschlinkert/fill-range,gh/27113310,https://github.com/jonschlinkert/fill-range.git,2025,3,21,40,61,13,test/padding.js,20,1.2,2026-05-03T17:22:01Z
inspect-js/which-boxed-primitive,gh/201685155,https://github.com/inspect-js/which-boxed-primitive.git,2025,21,26,34,60,3,test/index.js,48,0.6,2026-05-03T17:22:01Z
jslicense/spdx-expression-parse.js,gh/40067336,https://github.com/jslicense/spdx-expression-parse.js.git,2025,9,42,18,60,2,test.js,54,1.8,2026-05-03T17:22:01Z
ljharb/possible-typed-array-names,gh/760136716,https://github.com/ljharb/possible-typed-array-names.git,2025,15,55,3,58,3,test/index.js,25,0.8,2026-05-03T17:22:01Z
raynos/function-bind,gh/10727014,https://github.com/raynos/function-bind.git,2025,18,45,13,58,1,implementation.js,58,0.7,2026-05-03T17:22:01Z
benjaminp/six,gh/77868600,https://github.com/benjaminp/six.git,2025,35,46,12,58,4,six.py,33,1.6,2026-05-03T17:22:01Z
sindresorhus/is-inside-container,gh/601943060,https://github.com/sindresorhus/is-inside-container.git,2025,3,57,0,57,5,index.js,23,0.8,2026-05-03T17:22:01Z
ljharb/internal-slot,gh/216159146,https://github.com/ljharb/internal-slot.git,2025,46,43,12,55,3,index.js,28,0.6,2026-05-03T17:22:01Z
inspect-js/array-buffer-byte-length,gh/607836784,https://github.com/inspect-js/array-buffer-byte-length.git,2025,25,50,3,53,3,test/index.js,29,0.7,2026-05-03T17:22:01Z
thkukuk/rpcsvc-proto,gh/55140533,https://github.com/thkukuk/rpcsvc-proto.git,2025,8,40,13,53,3,rpcgen/nls.h,27,0.5,2026-05-18T00:11:16Z
inspect-js/is-boolean-object,gh/34700259,https://github.com/inspect-js/is-boolean-object.git,2025,39,43,8,51,4,test/index.js,33,0.8,2026-05-03T17:22:01Z
browserify/node-util,gh/14568009,https://github.com/browserify/node-util.git,2025,9,26,24,50,2,support/types.js,46,0.7,2026-05-03T17:22:01Z
oozcitak/xmlbuilder-js,gh/1042809,https://github.com/oozcitak/xmlbuilder-js.git,2025,14,49,0,49,2,test/issues/249.coffee,26,1.1,2026-05-03T17:22:01Z
sindresorhus/import-local,gh/90292430,https://github.com/sindresorhus/import-local.git,2025,10,31,17,48,3,index.js,23,0.9,2026-05-03T17:22:01Z
epoberezkin/ajv-keywords,gh/60477053,https://github.com/ajv-validator/ajv-keywords.git,2025,25,32,13,45,8,spec/transform.spec.ts,15,1.0,2026-05-03T17:22:01Z
ajv-validator/ajv-keywords,gh/60477053,https://github.com/ajv-validator/ajv-keywords.git,2025,25,32,13,45,8,spec/transform.spec.ts,15,0.6,2026-05-18T00:11:16Z
jimmywarting/node-domexception,gh/371470141,https://github.com/jimmywarting/node-domexception.git,2025,16,24,19,43,1,index.js,43,0.6,2026-05-03T17:22:01Z
jshttp/statuses,gh/17690272,https://github.com/jshttp/statuses.git,2025,45,34,8,42,3,index.js,38,1.0,2026-05-03T17:22:01Z
inspect-js/is-arguments,gh/15725461,https://github.com/inspect-js/is-arguments.git,2025,31,31,11,42,3,index.js,29,0.8,2026-05-03T17:22:01Z
inspect-js/node-supports-preserve-symlinks-flag,gh/443970899,https://github.com/inspect-js/node-supports-preserve-symlinks-flag.git,2025,17,41,0,41,3,test/index.js,29,0.8,2026-05-03T17:22:01Z
inspect-js/is-string,gh/30010185,https://github.com/inspect-js/is-string.git,2025,38,28,11,39,4,index.js,23,0.5,2026-05-03T17:22:01Z
jslicense/spdx-correct.js,gh/34817196,https://github.com/jslicense/spdx-correct.js.git,2025,9,35,4,39,2,index.js,26,0.7,2026-05-03T17:22:01Z
es-shims/string.prototype.trimend,gh/114682758,https://github.com/es-shims/string.prototype.trimend.git,2025,43,25,13,38,4,index.js,15,1.2,2026-05-03T17:22:01Z
inspect-js/is-number-object,gh/29991666,https://github.com/inspect-js/is-number-object.git,2025,39,26,11,37,4,index.js,21,0.7,2026-05-03T17:22:01Z
es-shims/string.prototype.trimstart,gh/114682105,https://github.com/es-shims/string.prototype.trimstart.git,2025,37,24,12,36,4,index.js,15,0.6,2026-05-03T17:22:01Z
ka-weihe/fastest-levenshtein,gh/158960628,https://github.com/ka-weihe/fastest-levenshtein.git,2025,13,18,18,36,2,mod.ts,34,3.8,2026-05-03T17:22:01Z
isaacs/inherits,gh/1580001,https://github.com/isaacs/inherits.git,2025,10,26,9,35,5,.github/workflows/package-json-repo.js,16,0.8,2026-05-03T17:22:01Z
inspect-js/is-date-object,gh/29991041,https://github.com/inspect-js/is-date-object.git,2025,34,24,9,33,4,index.js,17,1.0,2026-05-03T17:22:01Z
pillarjs/parseurl,gh/17533192,https://github.com/pillarjs/parseurl.git,2025,57,29,4,33,3,test/test.js,29,0.9,2026-05-03T17:22:01Z
sindresorhus/slash,gh/11516031,https://github.com/sindresorhus/slash.git,2025,11,12,20,32,4,index.d.ts,12,0.6,2026-05-03T17:22:01Z
justmoon/node-extend,gh/3967764,https://github.com/justmoon/node-extend.git,2025,14,16,16,32,1,test/index.js,32,0.8,2026-05-03T17:22:01Z
burntsushi/same-file,gh/78375612,https://github.com/burntsushi/same-file.git,2025,6,15,15,30,2,src/lib.rs,28,0.9,2026-05-03T17:22:01Z
sindresorhus/to-fast-properties,gh/31656998,https://github.com/sindresorhus/to-fast-properties.git,2025,7,12,17,29,4,index.js,18,0.5,2026-05-03T17:22:01Z
chalk/strip-ansi,gh/15014856,https://github.com/chalk/strip-ansi.git,2025,10,18,10,28,4,index.js,18,1.1,2026-05-03T17:22:01Z
crypto-browserify/randombytes,gh/29300004,https://github.com/browserify/randombytes.git,2025,8,14,14,28,2,browser.js,18,0.8,2026-05-03T17:22:01Z
mcollina/reusify,gh/42106515,https://github.com/mcollina/reusify.git,2025,7,28,0,28,2,eslint.config.js,14,0.7,2026-05-03T17:22:01Z
medikoo/es6-symbol,gh/14423385,https://github.com/medikoo/es6-symbol.git,2025,16,24,4,28,3,commitlint.config.js,22,1.5,2026-05-03T17:22:01Z
jshttp/accepts,gh/15482433,https://github.com/jshttp/accepts.git,2025,46,14,14,28,5,test/type.js,8,2.5,2026-05-03T17:22:01Z
browserify/randombytes,gh/29300004,https://github.com/browserify/randombytes.git,2025,8,14,14,28,2,browser.js,18,0.5,2026-05-18T00:11:16Z
doowb/ansi-colors,gh/47135420,https://github.com/doowb/ansi-colors.git,2025,5,17,10,27,2,index.js,21,0.9,2026-05-03T17:22:01Z
sindresorhus/lowercase-keys,gh/29769737,https://github.com/sindresorhus/lowercase-keys.git,2025,4,9,18,27,4,index.js,13,0.7,2026-05-03T17:22:01Z
inspect-js/has-symbols,gh/68573418,https://github.com/inspect-js/has-symbols.git,2025,31,22,5,27,8,shams.js,7,0.8,2026-05-03T17:22:01Z
sindresorhus/strip-bom,gh/18444852,https://github.com/sindresorhus/strip-bom.git,2025,3,12,14,26,4,test/test.js,10,0.6,2026-05-03T17:22:01Z
es-shims/object.values,gh/41723335,https://github.com/es-shims/object.values.git,2025,40,12,13,25,4,implementation.js,14,0.9,2026-05-03T17:22:01Z
ryanzim/universalify,gh/87651180,https://github.com/ryanzim/universalify.git,2025,5,16,6,22,2,index.js,12,0.5,2026-05-03T17:22:01Z
medikoo/d,gh/10817569,https://github.com/medikoo/d.git,2025,22,22,0,22,1,commitlint.config.js,22,1.3,2026-05-03T17:22:01Z
isaacs/fs.realpath,gh/61231712,https://github.com/isaacs/fs.realpath.git,2025,6,19,2,21,3,.github/workflows/package-json-repo.js,16,0.5,2026-05-03T17:22:01Z
sindresorhus/is-binary-path,gh/29771247,https://github.com/sindresorhus/is-binary-path.git,2025,3,8,13,21,4,index.js,9,1.3,2026-05-03T17:22:01Z
fb55/domelementtype,gh/6627835,https://github.com/fb55/domelementtype.git,2025,14,10,10,20,1,src/index.ts,20,0.9,2026-05-03T17:22:01Z
sindresorhus/has-flag,gh/38718671,https://github.com/sindresorhus/has-flag.git,2025,5,10,10,20,4,index.js,8,0.6,2026-05-03T17:22:01Z
brianloveswords/node-jwa,gh/8116861,https://github.com/auth0/node-jwa.git,2025,3,16,2,18,1,index.js,18,0.7,2026-05-03T17:22:01Z
chaijs/type-detect,gh/12107007,https://github.com/chaijs/type-detect.git,2025,3,5,13,18,2,rollup.conf.js,10,1.7,2026-05-03T17:22:01Z
auth0/node-jwa,gh/8116861,https://github.com/auth0/node-jwa.git,2025,3,16,2,18,1,index.js,18,0.6,2026-05-18T00:11:16Z
sindresorhus/binary-extensions,gh/29771015,https://github.com/sindresorhus/binary-extensions.git,2025,10,7,10,17,5,index.d.ts,4,1.2,2026-05-03T17:22:01Z
moxystudio/node-cross-spawn,gh/21335844,https://github.com/moxystudio/node-cross-spawn.git,2025,13,9,8,17,3,lib/util/escape.js,10,1.1,2026-05-03T17:22:01Z
sindresorhus/escape-string-regexp,gh/21169121,https://github.com/sindresorhus/escape-string-regexp.git,2025,6,6,10,16,4,index.d.ts,6,1.3,2026-05-03T17:22:01Z
sindresorhus/array-union,gh/21005682,https://github.com/sindresorhus/array-union.git,2025,5,6,8,14,3,index.js,8,0.6,2026-05-03T17:22:01Z
mathiasbynens/unicode-property-aliases-ecmascript,gh/88333533,https://github.com/mathiasbynens/unicode-property-aliases-ecmascript.git,2025,8,7,7,14,1,tests/tests.js,14,0.8,2026-05-03T17:22:01Z
visionmedia/bytes.js,gh/4626886,https://github.com/visionmedia/bytes.js.git,2025,29,13,1,14,4,index.js,10,0.6,2026-05-03T17:22:01Z
juliangruber/isarray,gh/10227611,https://github.com/juliangruber/isarray.git,2025,52,9,5,14,2,test.js,10,0.8,2026-05-03T17:22:01Z
sindresorhus/shebang-regex,gh/30903733,https://github.com/sindresorhus/shebang-regex.git,2025,3,7,6,13,4,index.js,5,0.5,2026-05-03T17:22:01Z
lukeed/dequal,gh/174421655,https://github.com/lukeed/dequal.git,2025,5,9,3,12,1,bench/index.js,12,1.1,2026-05-03T17:22:01Z
pillarjs/encodeurl,gh/60721766,https://github.com/pillarjs/encodeurl.git,2025,13,7,3,10,2,test/test.js,8,0.7,2026-05-03T17:22:01Z
lukeed/kleur,gh/140393403,https://github.com/lukeed/kleur.git,2025,6,5,5,10,2,index.mjs,6,1.2,2026-05-03T17:22:01Z
mafintosh/pump,gh/12118126,https://github.com/mafintosh/pump.git,2025,7,7,3,10,1,index.js,10,0.7,2026-05-03T17:22:01Z
gkz/optionator,gh/13435927,https://github.com/gkz/optionator.git,2025,11,5,5,10,2,lib/index.js,6,0.8,2026-05-03T17:22:01Z
istanbuljs/schema,gh/211950686,https://github.com/istanbuljs/schema.git,2025,2,7,1,8,2,index.js,4,0.7,2026-05-03T17:22:01Z
rob--w/proxy-from-env,gh/52038793,https://github.com/rob--w/proxy-from-env.git,2025,2,7,0,7,1,test.js,7,1.1,2026-05-03T17:22:01Z
ljharb/has-bigints,gh/201714166,https://github.com/inspect-js/has-bigints.git,2025,24,5,1,6,2,index.d.ts,3,0.7,2026-05-03T17:22:01Z
garycourt/uri-js,gh/989080,https://github.com/garycourt/uri-js.git,2025,4,3,3,6,3,src/uri.ts,2,2.8,2026-05-03T17:22:01Z
jprichardson/node-jsonfile,gh/5754307,https://github.com/jprichardson/node-jsonfile.git,2025,5,3,3,6,1,index.js,6,0.7,2026-05-03T17:22:01Z
micromatch/anymatch,gh/11458302,https://github.com/micromatch/anymatch.git,2025,4,5,1,6,3,test.js,3,4.7,2026-05-03T17:22:01Z
micromatch/to-regex-range,gh/40355891,https://github.com/micromatch/to-regex-range.git,2025,3,3,3,6,1,index.js,6,0.9,2026-05-03T17:22:01Z
inspect-js/functions-have-names,gh/198357138,https://github.com/inspect-js/functions-have-names.git,2025,16,5,1,6,1,index.js,6,0.7,2026-05-03T17:22:01Z
inspect-js/has-bigints,gh/201714166,https://github.com/inspect-js/has-bigints.git,2025,24,5,1,6,2,index.d.ts,3,0.5,2026-05-18T00:11:16Z
retep998/winapi-rs,gh/23853482,https://github.com/retep998/winapi-rs.git,2025,1,3,2,5,1,src/um/sysinfoapi.rs,5,19.7,2026-05-03T17:22:01Z
estools/estraverse,gh/6145439,https://github.com/estools/estraverse.git,2025,2,4,0,4,1,estraverse.js,4,0.5,2026-05-03T17:22:01Z
feross/run-parallel,gh/18700638,https://github.com/feross/run-parallel.git,2025,3,3,1,4,1,index.js,4,0.9,2026-05-03T17:22:01Z
daaku/nodejs-tmpl,gh/2171213,https://github.com/daaku/nodejs-tmpl.git,2025,3,2,2,4,2,lib/tmpl.js,2,0.7,2026-05-03T17:22:01Z
mafintosh/end-of-stream,gh/14732255,https://github.com/mafintosh/end-of-stream.git,2025,2,3,1,4,1,index.js,4,0.7,2026-05-03T17:22:01Z
alexei/sprintf.js,gh/9175790,https://github.com/alexei/sprintf.js.git,2025,3,2,2,4,2,dist/angular-sprintf.min.js,2,1.6,2026-05-03T17:22:01Z
sindresorhus/tagged-tag,gh/795552264,https://github.com/sindresorhus/tagged-tag.git,2025,4,3,0,3,1,index.d.ts,3,0.8,2026-05-03T17:22:01Z
sindresorhus/import-fresh,gh/22020904,https://github.com/sindresorhus/import-fresh.git,2025,4,2,1,3,1,index.js,3,0.6,2026-05-03T17:22:01Z
mdn/data,gh/70901646,https://github.com/mdn/data.git,2025,527,2,1,3,2,test/lint.js,2,1.2,2026-05-18T00:11:16Z
feross/queue-microtask,gh/207021895,https://github.com/feross/queue-microtask.git,2025,6,1,1,2,1,index.js,2,0.6,2026-05-03T17:22:01Z
teambition/merge2,gh/25396227,https://github.com/teambition/merge2.git,2025,2,1,1,2,1,index.js,2,0.9,2026-05-03T17:22:01Z
dchest/tweetnacl-js,gh/15649752,https://github.com/dchest/tweetnacl-js.git,2025,13,1,1,2,1,test/04-secretbox.quick.js,2,2.2,2026-05-03T17:22:01Z
iarna/aproba,gh/31432421,https://github.com/iarna/aproba.git,2025,3,1,1,2,1,index.js,2,1.3,2026-05-03T17:22:01Z
linusu/buffer-from,gh/66025821,https://github.com/linusu/buffer-from.git,2025,2,1,0,1,1,index.js,1,0.8,2026-05-03T17:22:01Z
kemitchell/validate-npm-package-license.js,gh/35000460,https://github.com/kemitchell/validate-npm-package-license.js.git,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
sindresorhus/resolve-from,gh/22022707,https://github.com/sindresorhus/resolve-from.git,2025,1,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
kevinbeaty/any-promise,gh/26247715,https://github.com/kevinbeaty/any-promise.git,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
estools/escodegen,gh/3611422,https://github.com/estools/escodegen.git,2025,1,0,0,0,0,,0,2.0,2026-05-03T17:22:01Z
estools/esrecurse,gh/27429822,https://github.com/estools/esrecurse.git,2025,4,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
kevva/dir-glob,gh/49264969,https://github.com/kevva/dir-glob.git,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
broofa/node-int64,gh/1208666,https://github.com/broofa/node-int64.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
kevva/shebang-command,gh/47402913,https://github.com/kevva/shebang-command.git,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
estools/esutils,gh/14677293,https://github.com/estools/esutils.git,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
kriskowal/asap,gh/11295071,https://github.com/kriskowal/asap.git,2025,2,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
lddubeau/xmlchars,gh/139881982,https://github.com/lddubeau/xmlchars.git,2025,76,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
