project,valid,project_id,repo_id,host,owner_type,namespace_kind,namespace_path,name,path_with_namespace,description,homepage,default_branch,license,language,topics,stars,forks,open_issues,archived,visibility,created_at,last_activity_at,fetched_at
salsa.debian.org/xfce-team/desktop/xfce4-panel,True,25794,gl/debian-25794,salsa.debian.org,Organization,group,xfce-team/desktop,xfce4-panel,xfce-team/desktop/xfce4-panel,Debian packaging for xfce4-panel,https://salsa.debian.org/xfce-team/desktop/xfce4-panel,debian/master,gpl-2.0+,C,,0,3,,,public,2018-05-06T17:34:21.460Z,2026-03-24T16:44:56.443Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/desktop/xfce4-power-manager,True,19423,gl/debian-19423,salsa.debian.org,Organization,group,xfce-team/desktop,xfce4-power-manager,xfce-team/desktop/xfce4-power-manager,Debian packaging for xfce4-power-manager,https://salsa.debian.org/xfce-team/desktop/xfce4-power-manager,debian/master,gpl-2.0+,C,,0,3,,,public,2018-03-28T09:21:40.454Z,2025-04-04T15:18:22.991Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/desktop/xfce4-session,True,13182,gl/debian-13182,salsa.debian.org,Organization,group,xfce-team/desktop,xfce4-session,xfce-team/desktop/xfce4-session,Debian packaging for xfce4-session,https://salsa.debian.org/xfce-team/desktop/xfce4-session,debian/master,gpl-2.0+,C,,0,4,,,public,2018-02-18T21:31:24.895Z,2026-06-17T18:30:19.845Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/desktop/xfce4-terminal,True,18580,gl/debian-18580,salsa.debian.org,Organization,group,xfce-team/desktop,xfce4-terminal,xfce-team/desktop/xfce4-terminal,Debian packaging for xfce4-terminal,https://salsa.debian.org/xfce-team/desktop/xfce4-terminal,debian/master,gpl-2.0+,C,,0,4,,,public,2018-03-09T13:54:14.640Z,2026-07-03T19:18:43.927Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/desktop/xfconf,True,28577,gl/debian-28577,salsa.debian.org,Organization,group,xfce-team/desktop,xfconf,xfce-team/desktop/xfconf,Debian packaging for xfconf,https://salsa.debian.org/xfce-team/desktop/xfconf,debian/master,gpl-2.0+,Makefile,,0,2,,,public,2018-07-06T21:22:33.512Z,2026-03-24T12:20:21.092Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/desktop/xfwm4,True,28341,gl/debian-28341,salsa.debian.org,Organization,group,xfce-team/desktop,xfwm4,xfce-team/desktop/xfwm4,Debian packaging for xfwm4,https://salsa.debian.org/xfce-team/desktop/xfwm4,debian/master,gpl-2.0+,C,,0,3,,,public,2018-06-25T18:10:42.541Z,2024-12-18T19:52:07.367Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/goodies/thunar-archive-plugin,True,26036,gl/debian-26036,salsa.debian.org,Organization,group,xfce-team/goodies,thunar-archive-plugin,xfce-team/goodies/thunar-archive-plugin,Debian packaging for thunar-archive-plugin,https://salsa.debian.org/xfce-team/goodies/thunar-archive-plugin,debian/master,lgpl-2.0,Shell,,0,1,,,public,2018-05-10T16:15:36.099Z,2025-02-04T05:18:30.251Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/goodies/thunar-media-tags-plugin,True,26231,gl/debian-26231,salsa.debian.org,Organization,group,xfce-team/goodies,thunar-media-tags-plugin,xfce-team/goodies/thunar-media-tags-plugin,Debian packaging for thunar-media-tags-plugin,https://salsa.debian.org/xfce-team/goodies/thunar-media-tags-plugin,debian/master,gpl-2.0+,Shell,,0,1,,,public,2018-05-14T19:25:58.154Z,2025-02-17T10:38:21.219Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/goodies/thunar-volman,True,30674,gl/debian-30674,salsa.debian.org,Organization,group,xfce-team/goodies,thunar-volman,xfce-team/goodies/thunar-volman,Debian packaging for thunar-volman,https://salsa.debian.org/xfce-team/goodies/thunar-volman,debian/master,gpl-2.0+,Shell,,0,2,,,public,2018-09-23T14:03:09.573Z,2024-12-18T20:30:03.523Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/goodies/xfce4-battery-plugin,True,30676,gl/debian-30676,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-battery-plugin,xfce-team/goodies/xfce4-battery-plugin,Debian packaging for xfce4-battery-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-battery-plugin,debian/master,gpl-2.0+,Shell,,0,3,,,public,2018-09-23T14:10:34.125Z,2023-08-14T22:50:16.627Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/goodies/xfce4-clipman-plugin,True,32309,gl/debian-32309,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-clipman-plugin,xfce-team/goodies/xfce4-clipman-plugin,Debian packaging for xfce4-clipman-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-clipman-plugin,debian/master,gpl-2.0+,Makefile,,0,4,,,public,2018-11-30T13:50:54.325Z,2024-05-04T05:47:19.426Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/goodies/xfce4-cpufreq-plugin,True,26741,gl/debian-26741,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-cpufreq-plugin,xfce-team/goodies/xfce4-cpufreq-plugin,Debian packaging for xfce4-cpufreq-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-cpufreq-plugin,debian/master,gpl-2.0+,Shell,,0,1,,,public,2018-05-24T18:10:50.920Z,2023-09-05T20:46:41.363Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/goodies/xfce4-cpugraph-plugin,True,32511,gl/debian-32511,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-cpugraph-plugin,xfce-team/goodies/xfce4-cpugraph-plugin,Debian packaging for xfce4-cpugraph-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-cpugraph-plugin,debian/master,bsd-2-clause,Shell,,0,2,,,public,2018-12-09T13:42:46.849Z,2024-01-02T01:46:24.354Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/goodies/xfce4-diskperf-plugin,True,32510,gl/debian-32510,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-diskperf-plugin,xfce-team/goodies/xfce4-diskperf-plugin,Debian packaging for xfce4-diskperf-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-diskperf-plugin,debian/master,bsd-2-clause,Shell,,0,2,,,public,2018-12-09T13:10:00.860Z,2022-11-25T16:39:50.533Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/goodies/xfce4-fsguard-plugin,True,32680,gl/debian-32680,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-fsguard-plugin,xfce-team/goodies/xfce4-fsguard-plugin,Debian packaging for xfce4-fsguard-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-fsguard-plugin,debian/master,bsd-2-clause,Shell,,0,2,,,public,2018-12-15T15:39:11.282Z,2023-08-14T23:00:08.536Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/goodies/xfce4-genmon-plugin,True,32553,gl/debian-32553,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-genmon-plugin,xfce-team/goodies/xfce4-genmon-plugin,Debian packaging for xfce4-genmon-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-genmon-plugin,debian/master,lgpl-2.1,C,,0,3,,,public,2018-12-10T20:31:40.325Z,2025-08-22T09:48:21.014Z,2026-07-06T00:20:49Z
salsa.debian.org/xfce-team/goodies/xfce4-mailwatch-plugin,True,32491,gl/debian-32491,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-mailwatch-plugin,xfce-team/goodies/xfce4-mailwatch-plugin,Debian packaging for xfce4-mailwatch-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-mailwatch-plugin,debian/master,gpl-2.0+,Shell,,0,1,,,public,2018-12-08T14:26:08.606Z,2023-08-14T22:29:43.813Z,2026-07-06T00:20:50Z
salsa.debian.org/xfce-team/goodies/xfce4-netload-plugin,True,32496,gl/debian-32496,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-netload-plugin,xfce-team/goodies/xfce4-netload-plugin,Debian packaging for xfce4-netload-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-netload-plugin,debian/master,gpl-2.0+,C,,0,2,,,public,2018-12-08T15:40:26.112Z,2025-11-17T06:38:08.884Z,2026-07-06T00:20:50Z
salsa.debian.org/xfce-team/goodies/xfce4-notifyd,True,26259,gl/debian-26259,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-notifyd,xfce-team/goodies/xfce4-notifyd,Debian packaging for xfce4-notifyd,https://salsa.debian.org/xfce-team/goodies/xfce4-notifyd,debian/master,gpl-2.0+,C,,0,3,,,public,2018-05-15T11:10:29.275Z,2025-03-03T18:53:13.802Z,2026-07-06T00:20:50Z
salsa.debian.org/xfce-team/goodies/xfce4-places-plugin,True,32495,gl/debian-32495,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-places-plugin,xfce-team/goodies/xfce4-places-plugin,Debian packaging for xfce4-places-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-places-plugin,debian/master,gpl-2.0+,Shell,,0,3,,,public,2018-12-08T15:25:21.403Z,2022-11-26T10:58:17.259Z,2026-07-06T00:20:50Z
salsa.debian.org/xfce-team/goodies/xfce4-screenshooter,True,25789,gl/debian-25789,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-screenshooter,xfce-team/goodies/xfce4-screenshooter,Debian packaging for xfce4-screenshooter,https://salsa.debian.org/xfce-team/goodies/xfce4-screenshooter,debian/master,gpl-2.0+,C,,0,3,,,public,2018-05-06T14:46:21.561Z,2026-03-03T01:30:31.412Z,2026-07-06T00:20:50Z
salsa.debian.org/xfce-team/goodies/xfce4-sensors-plugin,True,25793,gl/debian-25793,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-sensors-plugin,xfce-team/goodies/xfce4-sensors-plugin,Debian packaging for xfce4-sensors-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-sensors-plugin,debian/master,gpl-2.0+,Shell,,0,0,,,public,2018-05-06T17:03:16.813Z,2022-12-19T02:06:18.566Z,2026-07-06T00:20:50Z
salsa.debian.org/xfce-team/goodies/xfce4-smartbookmark-plugin,True,32634,gl/debian-32634,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-smartbookmark-plugin,xfce-team/goodies/xfce4-smartbookmark-plugin,Debian packaging for xfce4-smartbookmark-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-smartbookmark-plugin,debian/master,gpl-2.0+,Shell,,0,3,,,public,2018-12-13T20:37:54.704Z,2023-01-12T09:53:57.087Z,2026-07-06T00:20:50Z
salsa.debian.org/xfce-team/goodies/xfce4-systemload-plugin,True,32594,gl/debian-32594,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-systemload-plugin,xfce-team/goodies/xfce4-systemload-plugin,Debian packaging for xfce4-systemload-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-systemload-plugin,debian/master,bsd-2-clause,Shell,,0,3,,,public,2018-12-11T20:42:45.239Z,2022-12-20T08:54:16.986Z,2026-07-06T00:20:50Z
salsa.debian.org/xfce-team/goodies/xfce4-timer-plugin,True,8650,gl/debian-8650,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-timer-plugin,xfce-team/goodies/xfce4-timer-plugin,Debian packaging for xfce4-timer-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-timer-plugin,master,gpl-2.0+,Shell,,0,2,,,public,2018-01-30T21:18:07.590Z,2025-02-04T05:37:09.727Z,2026-07-06T00:20:50Z
salsa.debian.org/xfce-team/goodies/xfce4-weather-plugin,True,26610,gl/debian-26610,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-weather-plugin,xfce-team/goodies/xfce4-weather-plugin,Debian packaging for xfce4-weather-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-weather-plugin,debian/master,gpl-2.0+,C,,0,4,,,public,2018-05-21T13:45:15.580Z,2025-08-21T19:04:13.990Z,2026-07-06T00:20:50Z
salsa.debian.org/xfce-team/goodies/xfce4-xkb-plugin,True,32661,gl/debian-32661,salsa.debian.org,Organization,group,xfce-team/goodies,xfce4-xkb-plugin,xfce-team/goodies/xfce4-xkb-plugin,Debian packaging for xfce4-xkb-plugin,https://salsa.debian.org/xfce-team/goodies/xfce4-xkb-plugin,debian/master,gpl-2.0+,Shell,,0,2,,,public,2018-12-14T20:36:52.826Z,2025-02-03T09:53:34.126Z,2026-07-06T00:20:50Z
salsa.debian.org/xmpp-team/gsasl,True,6172,gl/debian-6172,salsa.debian.org,Organization,group,debian,gsasl,debian/gsasl,Debian packaging of GNU SASL - https://tracker.debian.org/pkg/gsasl - https://www.gnu.org/software/gsasl/,https://salsa.debian.org/debian/gsasl,debian/latest,gpl-3.0+,C,,0,2,,,public,2018-01-16T21:28:37.963Z,2026-06-16T17:19:56.626Z,2026-07-06T00:20:50Z
salsa.debian.org/xorg-team/app/x11-session-utils,True,4209,gl/debian-4209,salsa.debian.org,Organization,group,xorg-team/app,x11-session-utils,xorg-team/app/x11-session-utils,x11-session-utils packaging,https://salsa.debian.org/xorg-team/app/x11-session-utils,debian-unstable,,C,,0,0,,,public,2018-01-07T18:45:42.959Z,2023-11-14T14:01:06.376Z,2026-07-06T00:20:50Z
salsa.debian.org/xorg-team/app/x11-xkb-utils,True,4212,gl/debian-4212,salsa.debian.org,Organization,group,xorg-team/app,x11-xkb-utils,xorg-team/app/x11-xkb-utils,x11-xkb-utils packaging,https://salsa.debian.org/xorg-team/app/x11-xkb-utils,debian-unstable,,C,,0,3,,,public,2018-01-07T18:45:50.785Z,2024-08-21T18:28:02.132Z,2026-07-06T00:20:50Z
salsa.debian.org/xorg-team/app/x11-xserver-utils,True,4213,gl/debian-4213,salsa.debian.org,Organization,group,xorg-team/app,x11-xserver-utils,xorg-team/app/x11-xserver-utils,x11-xserver-utils packaging,https://salsa.debian.org/xorg-team/app/x11-xserver-utils,debian-unstable,,Shell,,0,1,,,public,2018-01-07T18:45:53.624Z,2025-01-16T08:09:17.868Z,2026-07-06T00:20:50Z
salsa.debian.org/xorg-team/app/xterm,True,4222,gl/debian-4222,salsa.debian.org,Organization,group,xorg-team/app,xterm,xorg-team/app/xterm,xterm packaging,https://salsa.debian.org/xorg-team/app/xterm,debian-unstable,other,C,,1,2,,,public,2018-01-07T18:46:19.106Z,2026-05-17T16:43:13.059Z,2026-07-06T00:20:50Z
salsa.debian.org/xorg-team/data/xkeyboard-config,True,4227,gl/debian-4227,salsa.debian.org,Organization,group,xorg-team/data,xkeyboard-config,xorg-team/data/xkeyboard-config,xkeyboard-config packaging,https://salsa.debian.org/xorg-team/data/xkeyboard-config,debian-unstable,other,Python,,1,7,,,public,2018-01-07T18:46:31.513Z,2026-03-30T11:41:24.493Z,2026-07-06T00:20:50Z
salsa.debian.org/xorg-team/lib/libfontenc,True,4297,gl/debian-4297,salsa.debian.org,Organization,group,xorg-team/lib,libfontenc,xorg-team/lib/libfontenc,libfontenc packaging,https://salsa.debian.org/xorg-team/lib/libfontenc,debian-unstable,mit,C,,1,1,,,public,2018-01-07T18:50:07.627Z,2024-03-12T10:58:12.049Z,2026-07-06T00:20:50Z
salsa.debian.org/xorg-team/lib/libice,True,4302,gl/debian-4302,salsa.debian.org,Organization,group,xorg-team/lib,libice,xorg-team/lib/libice,libice packaging,https://salsa.debian.org/xorg-team/lib/libice,debian-unstable,mit-open-group,C,,0,1,,,public,2018-01-07T18:50:19.460Z,2024-10-31T16:03:45.115Z,2026-07-06T00:20:50Z
salsa.debian.org/xorg-team/lib/libinput,True,4303,gl/debian-4303,salsa.debian.org,Organization,group,xorg-team/lib,libinput,xorg-team/lib/libinput,libinput packaging,https://salsa.debian.org/xorg-team/lib/libinput,debian-unstable,other,C,,0,5,,,public,2018-01-07T18:50:22.011Z,2026-06-04T07:28:32.577Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libpciaccess,True,4304,gl/debian-4304,salsa.debian.org,Organization,group,xorg-team/lib,libpciaccess,xorg-team/lib/libpciaccess,libpciaccess packaging,https://salsa.debian.org/xorg-team/lib/libpciaccess,debian-unstable,mit,C,,0,3,,,public,2018-01-07T18:50:24.630Z,2026-07-05T18:46:15.406Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libsm,True,4305,gl/debian-4305,salsa.debian.org,Organization,group,xorg-team/lib,libsm,xorg-team/lib/libsm,libsm packaging,https://salsa.debian.org/xorg-team/lib/libsm,debian-unstable,mit,C,,0,0,,,public,2018-01-07T18:50:27.143Z,2025-03-25T13:16:09.533Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libx11,True,4306,gl/debian-4306,salsa.debian.org,Organization,group,xorg-team/lib,libx11,xorg-team/lib/libx11,libx11 packaging,https://salsa.debian.org/xorg-team/lib/libx11,debian-unstable,bsd-1-clause,C,,1,2,,,public,2018-01-07T18:50:29.706Z,2026-02-24T07:26:25.921Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxau,True,4307,gl/debian-4307,salsa.debian.org,Organization,group,xorg-team/lib,libxau,xorg-team/lib/libxau,libxau packaging,https://salsa.debian.org/xorg-team/lib/libxau,debian-unstable,mit-open-group,C,,0,1,,,public,2018-01-07T18:50:32.371Z,2025-07-27T19:33:23.020Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxcomposite,True,4310,gl/debian-4310,salsa.debian.org,Organization,group,xorg-team/lib,libxcomposite,xorg-team/lib/libxcomposite,libxcomposite packaging,https://salsa.debian.org/xorg-team/lib/libxcomposite,debian-unstable,mit,C,,0,1,,,public,2018-01-07T18:50:40.439Z,2024-11-01T17:46:08.249Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxcvt,True,61997,gl/debian-61997,salsa.debian.org,Organization,group,xorg-team/lib,libxcvt,xorg-team/lib/libxcvt,libxcvt packaging,https://salsa.debian.org/xorg-team/lib/libxcvt,debian-unstable,mit,C,,0,1,,,public,2021-08-10T09:43:55.641Z,2025-02-06T07:58:30.322Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxdamage,True,4312,gl/debian-4312,salsa.debian.org,Organization,group,xorg-team/lib,libxdamage,xorg-team/lib/libxdamage,libxdamage packaging,https://salsa.debian.org/xorg-team/lib/libxdamage,debian-unstable,other,Shell,,0,0,,,public,2018-01-07T18:50:46.116Z,2026-02-01T14:31:53.335Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxdmcp,True,4313,gl/debian-4313,salsa.debian.org,Organization,group,xorg-team/lib,libxdmcp,xorg-team/lib/libxdmcp,libxdmcp packaging,https://salsa.debian.org/xorg-team/lib/libxdmcp,debian-unstable,mit-open-group,Shell,,0,1,,,public,2018-01-07T18:50:48.810Z,2025-12-24T01:40:59.560Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxext,True,4314,gl/debian-4314,salsa.debian.org,Organization,group,xorg-team/lib,libxext,xorg-team/lib/libxext,libxext packaging,https://salsa.debian.org/xorg-team/lib/libxext,debian-unstable,mit-open-group,C,,0,0,,,public,2018-01-07T18:50:51.581Z,2021-09-16T17:07:21.158Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxfixes,True,4315,gl/debian-4315,salsa.debian.org,Organization,group,xorg-team/lib,libxfixes,xorg-team/lib/libxfixes,libxfixes packaging,https://salsa.debian.org/xorg-team/lib/libxfixes,debian-unstable,mit,C,,0,1,,,public,2018-01-07T18:50:54.288Z,2022-10-03T08:39:34.174Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxi,True,4317,gl/debian-4317,salsa.debian.org,Organization,group,xorg-team/lib,libxi,xorg-team/lib/libxi,libxi packaging,https://salsa.debian.org/xorg-team/lib/libxi,debian-unstable,mit,C,,0,2,,,public,2018-01-07T18:51:00.094Z,2025-12-25T01:13:49.809Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxkbfile,True,4320,gl/debian-4320,salsa.debian.org,Organization,group,xorg-team/lib,libxkbfile,xorg-team/lib/libxkbfile,libxkbfile packaging,https://salsa.debian.org/xorg-team/lib/libxkbfile,debian-unstable,other,C,,0,1,,,public,2018-01-07T18:51:09.330Z,2022-11-22T13:14:55.742Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxmu,True,4321,gl/debian-4321,salsa.debian.org,Organization,group,xorg-team/lib,libxmu,xorg-team/lib/libxmu,libxmu packaging,https://salsa.debian.org/xorg-team/lib/libxmu,debian-unstable,mit-open-group,C,,0,1,,,public,2018-01-07T18:51:12.453Z,2025-12-25T00:52:42.854Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxrandr,True,4327,gl/debian-4327,salsa.debian.org,Organization,group,xorg-team/lib,libxrandr,xorg-team/lib/libxrandr,libxrandr packaging,https://salsa.debian.org/xorg-team/lib/libxrandr,debian-unstable,hpnd,C,,0,0,,,public,2018-01-07T18:51:32.658Z,2024-03-20T12:39:34.388Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxrender,True,4328,gl/debian-4328,salsa.debian.org,Organization,group,xorg-team/lib,libxrender,xorg-team/lib/libxrender,libxrender packaging,https://salsa.debian.org/xorg-team/lib/libxrender,debian-unstable,other,C,,0,1,,,public,2018-01-07T18:51:35.993Z,2025-03-25T12:49:22.601Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxres,True,4329,gl/debian-4329,salsa.debian.org,Organization,group,xorg-team/lib,libxres,xorg-team/lib/libxres,libxres packaging,https://salsa.debian.org/xorg-team/lib/libxres,debian-unstable,other,C,,0,2,,,public,2018-01-07T18:51:39.421Z,2026-03-26T17:45:28.668Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxss,True,4331,gl/debian-4331,salsa.debian.org,Organization,group,xorg-team/lib,libxss,xorg-team/lib/libxss,libxss packaging,https://salsa.debian.org/xorg-team/lib/libxss,debian-unstable,other,C,,0,1,,,public,2018-01-07T18:51:46.452Z,2025-07-25T13:28:15.136Z,2026-07-06T00:20:51Z
salsa.debian.org/xorg-team/lib/libxt,True,4332,gl/debian-4332,salsa.debian.org,Organization,group,xorg-team/lib,libxt,xorg-team/lib/libxt,libxt packaging,https://salsa.debian.org/xorg-team/lib/libxt,debian-unstable,mit,C,,1,0,,,public,2018-01-07T18:51:49.845Z,2024-03-15T11:07:33.093Z,2026-07-06T00:20:51Z
