repo,repo_id,year,metric,value,fetched_at
mpc/mpc,gl/inria-22470,2024,closed_issues,0,2026-07-06T19:02:01+00:00
mpc/mpc,gl/inria-22470,2024,opened_issues,0,2026-07-06T19:02:01+00:00
mpc/mpc,gl/inria-22470,2025,closed_issues,0,2026-07-06T19:02:01+00:00
mpc/mpc,gl/inria-22470,2025,opened_issues,0,2026-07-06T19:02:01+00:00
mpfr/mpfr,gl/inria-33626,2021,closed_issues,0,2026-07-06T19:02:01+00:00
mpfr/mpfr,gl/inria-33626,2021,opened_issues,0,2026-07-06T19:02:01+00:00
mpfr/mpfr,gl/inria-33626,2022,closed_issues,1,2026-07-06T19:02:01+00:00
mpfr/mpfr,gl/inria-33626,2022,opened_issues,1,2026-07-06T19:02:01+00:00
mpfr/mpfr,gl/inria-33626,2023,closed_issues,0,2026-07-06T19:02:01+00:00
mpfr/mpfr,gl/inria-33626,2023,opened_issues,0,2026-07-06T19:02:01+00:00
mpfr/mpfr,gl/inria-33626,2024,closed_issues,0,2026-07-06T19:02:01+00:00
mpfr/mpfr,gl/inria-33626,2024,opened_issues,0,2026-07-06T19:02:01+00:00
mpfr/mpfr,gl/inria-33626,2025,closed_issues,0,2026-07-06T19:02:01+00:00
mpfr/mpfr,gl/inria-33626,2025,opened_issues,1,2026-07-06T19:02:01+00:00
multimedia-team/aom,gl/debian-29534,2021,closed_issues,0,2026-07-06T19:02:01+00:00
multimedia-team/aom,gl/debian-29534,2021,opened_issues,0,2026-07-06T19:02:01+00:00
multimedia-team/aom,gl/debian-29534,2022,closed_issues,0,2026-07-06T19:02:01+00:00
multimedia-team/aom,gl/debian-29534,2022,opened_issues,0,2026-07-06T19:02:01+00:00
multimedia-team/aom,gl/debian-29534,2023,closed_issues,0,2026-07-06T19:02:01+00:00
multimedia-team/aom,gl/debian-29534,2023,opened_issues,0,2026-07-06T19:02:01+00:00
multimedia-team/aom,gl/debian-29534,2024,closed_issues,0,2026-07-06T19:02:01+00:00
