"package","github_repo","git","eco_guess","language","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","license"
"keyutils","","https://git.kernel.org/pub/scm/linux/kernel/git/dhowells/keyutils.git","","c/c++","26873","0","0","0","0","26873","True","True","False","0.00006173","C","gpl-2.0-or-later and lgpl-2.0-or-later"
"grafana","grafana/grafana","https://github.com/grafana/grafana.git","","go","26816","0","51768","11686","23659","20151","True","False","False","0.00006160","C","agpl-3.0-only"
"buf","bufbuild/buf","https://github.com/bufbuild/buf.git","","go","26781","0","1609","9979","40389","55147","True","False","False","0.00006152","C","apache-2.0"
"fnm","Schniz/fnm","https://github.com/schniz/fnm.git","","rust","26611","0","31317","13812","31368","29948","True","False","False","0.00006112","C","gpl-3.0-only"
"chibi-scheme","ashinn/chibi-scheme","https://github.com/ashinn/chibi-scheme.git","","c/c++","26599","0","97","2493","61120","42687","True","True","False","0.00006110","C","bsd-3-clause"
"emscripten","emscripten-core/emscripten","https://github.com/emscripten-core/emscripten.git","","node","26530","0","39458","17579","28188","20895","True","False","False","0.00006094","C","apache-2.0 and (apache-2.0 with llvm-exception) and (mit or ncsa)"
"tor","","","","c/c++","26436","0","47931","14006","18484","25326","True","True","False","0.00006072","C","bsd-2-clause and bsd-3-clause and mit and ncsa"
"uutils-coreutils","uutils/coreutils","https://github.com/uutils/coreutils.git","","rust","26429","0","430","553","21073","83661","True","False","False","0.00006071","C","mit"
"sdl2_ttf","libsdl-org/SDL_ttf","https://github.com/libsdl-org/sdl_ttf.git","","c/c++","26418","0","30364","7412","34687","33212","True","True","False","0.00006068","C","zlib"
"epsilon","","","","c/c++","23649","0","45701","8082","19925","20890","True","True","False","0.00006051","C","bsd-3-clause and (gpl-3.0-or-later or lgpl-3.0-or-later)"
"ykman","","","","c/c++","26295","0","44335","18179","22067","20600","True","True","False","0.00006040","C","bsd-2-clause"
"syncthing","syncthing/syncthing","https://github.com/syncthing/syncthing.git","","go","26293","0","29711","9464","25443","40554","True","False","False","0.00006039","C","mpl-2.0"
"gauche","shirok/Gauche","https://github.com/shirok/gauche.git","","c/c++","26268","0","1240","3651","57010","43171","True","True","False","0.00006034","C","bsd-3-clause"
"speexdsp","","","","c/c++","20193","0","9397","11434","31277","28665","True","True","False","0.00006025","C","bsd-3-clause"
"skaffold","GoogleContainerTools/skaffold","https://github.com/googlecontainertools/skaffold.git","","go","26214","0","49829","18418","19599","17012","True","False","False","0.00006021","C","apache-2.0"
"sundials","llnl/sundials","https://github.com/llnl/sundials.git","","c/c++","25307","0","47083","13253","23593","17300","True","True","False","0.00006017","C","bsd-3-clause"
"wireguard-go","","https://git.zx2c4.com/wireguard-go/snapshot/wireguard-go-0.0.20250522.tar.xz","","go","17132","0","24581","6518","17767","19663","True","False","False","0.00006003","C","mit"
"ruby@3.1","","","","c/c++","26073","0","34087","35243","23736","11228","True","True","False","0.00005989","C","ruby"
"python-argcomplete","","","","c/c++","26047","0","0","0","46667","5428","True","True","False","0.00005983","C","apache-2.0"
"docker-credential-helper","docker/docker-credential-helpers","https://github.com/docker/docker-credential-helpers.git","","go","26042","0","29756","9340","27265","37807","True","False","False","0.00005982","C","mit"
"gspell","","https://gitlab.gnome.org/gnome/gspell.git","","c/c++","25298","0","49683","13084","23684","14742","True","True","False","0.00005972","C","lgpl-2.1-or-later"
"d2","terrastruct/d2","https://github.com/terrastruct/d2.git","","go","25898","0","5029","4553","45570","48443","True","False","False","0.00005949","C","mpl-2.0"
"libusrsctp","sctplab/usrsctp","https://github.com/sctplab/usrsctp.git","","c/c++","24363","0","21402","24352","33794","17906","True","True","True","0.00005946","C","bsd-3-clause"
"qtspeech","","","","c/c++","15392","0","0","0","0","15392","True","True","False","0.00005931","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"musepack","","","","c/c++","24244","0","20874","23853","33306","18944","True","True","False","0.00005918","C","bsd-3-clause and lgpl-2.1-or-later and gpl-2.0-or-later and zlib"
"gl2ps","","","","c/c++","24809","0","62602","9926","20698","6011","True","True","False","0.00005903","C","gl2ps"
"libwebsockets","warmcat/libwebsockets","https://github.com/warmcat/libwebsockets.git","","c/c++","19673","0","33547","8747","13789","22610","True","True","False","0.00005901","C","mit"
"gperf","","","","c/c++","25610","0","6391","11801","41201","43050","True","True","False","0.00005883","C","gpl-3.0-or-later"
"perl-dbd-mysql","","","","c/c++","8911","0","0","0","268","17555","False","True","False","0.00005831","C","artistic-1.0-perl or gpl-1.0-or-later"
"hidapi","libusb/hidapi","https://github.com/libusb/hidapi.git","","c/c++","22375","0","49374","11136","12309","16684","True","True","False","0.00005828","C","gpl-3.0-only or bsd-3-clause or hidapi"
"ocrmypdf","","","","c/c++","25229","0","24012","11395","28597","36915","True","True","False","0.00005795","C","mpl-2.0"
"vale","vale-cli/vale","https://github.com/vale-cli/vale.git","","go","25200","0","12991","9383","27975","50453","True","False","False","0.00005788","C","mit"
"libgsf","","https://gitlab.gnome.org/gnome/libgsf.git","","c/c++","25183","0","69513","7442","16034","7746","True","True","False","0.00005784","C","lgpl-2.1-only"
"cgif","dloebl/cgif","https://github.com/dloebl/cgif.git","","c/c++","23029","0","44599","12429","20691","14399","True","True","True","0.00005768","C","mit"
"yajl","lloyd/yajl","https://github.com/lloyd/yajl.git","","c/c++","22420","0","36431","7024","17324","28903","True","True","False","0.00005745","C","isc"
"libxmu","","","","c/c++","23376","0","32725","6218","31451","23110","True","True","False","0.00005738","C","mit"
"libpcap","","","","c/c++","24901","0","38912","13785","26081","20829","True","True","False","0.00005720","C","bsd-3-clause"
"mozjpeg","mozilla/mozjpeg","https://github.com/mozilla/mozjpeg.git","","c/c++","22818","0","52256","13507","14493","11018","True","True","False","0.00005720","C","ijg and zlib and bsd-3-clause"
"istioctl","istio/istio","https://github.com/istio/istio.git","","go","24594","0","35863","9811","26684","26020","True","False","False","0.00005649","C","apache-2.0"
"powerlevel10k","romkatv/powerlevel10k","https://github.com/romkatv/powerlevel10k.git","","c/c++","24588","0","0","2118","38323","33325","True","True","False","0.00005648","C","mit"
"gtk+","","","","c/c++","24355","0","46572","12412","23893","14544","True","True","False","0.00005594","C","lgpl-2.0-or-later"
"libxinerama","","","","c/c++","21309","0","27689","10669","26645","20235","True","True","False","0.00005542","C","mit"
"libmediainfo","","","","c/c++","13893","0","0","6429","18467","16783","True","True","False","0.00005462","C","bsd-2-clause"
"talisman","thoughtworks/talisman","https://github.com/thoughtworks/talisman.git","","go","23684","0","1440","18897","46734","27665","True","False","False","0.00005440","C","mit"
"cosign","sigstore/cosign","https://github.com/sigstore/cosign.git","","go","23681","0","4868","8787","44501","36569","True","False","False","0.00005439","C","apache-2.0"
"sshuttle","sshuttle/sshuttle","https://github.com/sshuttle/sshuttle.git","","c/c++","23524","0","39405","5602","13564","35526","True","True","False","0.00005403","C","lgpl-2.1-or-later"
"uthash","troydhanson/uthash","https://github.com/troydhanson/uthash.git","","c/c++","6417","0","96","56","15015","10503","False","True","False","0.00005394","C","bsd-1-clause"
"opusfile","","","","c/c++","19410","0","23430","13595","19791","20826","True","True","False","0.00005385","C","bsd-3-clause"
"media-info","","","","c/c++","23270","0","27084","14429","26214","25355","True","True","False","0.00005345","C","bsd-2-clause"
"speedtest-cli","sivel/speedtest-cli","https://github.com/sivel/speedtest-cli.git","","c/c++","23221","0","36333","9134","19493","27925","True","True","False","0.00005334","C","apache-2.0"
"libsecret","","","","c/c++","23123","0","5990","5977","31180","49347","True","True","False","0.00005311","C","lgpl-2.1-or-later"
"imlib2","","","","c/c++","23105","0","44196","17602","17679","12944","True","True","False","0.00005307","C","imlib2"
"xtrans","","","","c/c++","23061","0","30644","12331","17058","32211","True","True","False","0.00005297","C","mit"
"go@1.22","","","","go","23062","0","0","0","26661","19464","True","False","False","0.00005297","C","bsd-3-clause"
"jenkins","","","","java","23060","0","40401","13031","22351","16458","True","False","False","0.00005297","C","mit"
"pstree","FredHucht/pstree","https://github.com/fredhucht/pstree.git","","c/c++","22967","0","71248","5174","7613","7833","True","True","False","0.00005275","C","gpl-3.0-only"
"unar","MacPaw/XADMaster","https://github.com/macpaw/xadmaster.git","","c/c++","22962","0","18109","9608","28107","36026","True","True","False","0.00005274","C","lgpl-2.1-or-later"
"prettier","","","","node","22943","0","29830","12570","24390","24984","True","False","False","0.00005270","C","mit"
"cunit","","","","c/c++","9806","0","17965","4351","9566","7345","False","True","False","0.00005247","C","lgpl-2.0-or-later"
"yasm","","","","c/c++","22837","0","38521","12525","18093","22211","True","True","False","0.00005246","C","bsd-2-clause and bsd-3-clause and licenseref-homebrew-public-domain and (artistic-1.0-perl or gpl-2.0-or-later or lgpl-2.0-or-later)"
"libzen","MediaArea/ZenLib","https://github.com/mediaarea/zenlib.git","","c/c++","2838","0","0","2745","3050","2719","False","True","False","0.00005242","C","zlib"
"flex","westes/flex","https://github.com/westes/flex.git","","c/c++","22756","0","34744","13108","21720","21454","True","True","True","0.00005227","C","bsd-2-clause"
"n","tj/n","https://github.com/tj/n.git","","c/c++","22678","0","38968","17051","20236","14459","True","True","False","0.00005209","C","mit"
"iso-codes","","https://salsa.debian.org/iso-codes-team/iso-codes.git","","c/c++","22627","0","43317","7788","21479","17925","True","True","False","0.00005197","C","lgpl-2.1-or-later"
"teleport","gravitational/teleport","https://github.com/gravitational/teleport.git","","go","22616","0","45059","16366","12846","16195","True","False","False","0.00005195","C","agpl-3.0-or-later and apache-2.0"
"qtserialbus","","","","c/c++","15338","0","0","0","0","15338","True","True","False","0.00005191","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"qtimageformats","","","","c/c++","15299","0","0","0","0","15299","True","True","False","0.00005182","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"qscintilla2","","","","python","21632","0","43778","14081","16356","12316","True","False","False","0.00005173","C","gpl-3.0-only"
"qtlocation","","","","c/c++","15195","0","0","0","0","15195","True","True","False","0.00005158","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"qtvirtualkeyboard","","","","c/c++","15105","0","0","0","0","15105","True","True","False","0.00005138","C","gpl-3.0-only and apache-2.0 and bsd-3-clause"
"source-highlight","","","","c/c++","17438","0","6525","6031","25818","31379","True","True","False","0.00005128","C","gpl-3.0-or-later"
"qtwebview","","","","c/c++","15015","0","0","0","0","15015","True","True","False","0.00005117","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"qtquickeffectmaker","","","","c/c++","14980","0","0","0","0","14980","True","True","False","0.00005109","C","(gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"qtquick3dphysics","","","","c/c++","14962","0","0","0","0","14962","True","True","False","0.00005105","C","gpl-3.0-only and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"fltk","fltk/fltk","https://github.com/fltk/fltk.git","","c/c++","21322","0","42667","5358","18943","18323","True","True","False","0.00005102","C","lgpl-2.0-only with fltk-exception"
"qtgraphs","","","","c/c++","14930","0","0","0","0","14930","True","True","False","0.00005097","C","gpl-3.0-only and bsd-3-clause"
"qtlottie","","","","c/c++","14871","0","0","0","0","14871","True","True","False","0.00005084","C","gpl-3.0-only and bsd-3-clause"
"libkml","libkml/libkml","https://github.com/libkml/libkml.git","","c/c++","19437","0","235","19076","29257","29181","True","True","False","0.00005083","C","bsd-3-clause"
"kubeseal","bitnami/sealed-secrets","https://github.com/bitnami/sealed-secrets.git","","go","22092","0","36722","11015","20575","20056","True","False","False","0.00005074","C","apache-2.0"
"television","alexpasmantier/television","https://github.com/alexpasmantier/television.git","","rust","22063","0","0","0","1817","42309","True","False","False","0.00005068","C","mit"
"qtlanguageserver","","","","c/c++","14716","0","0","0","0","14716","True","True","False","0.00005048","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"spirv-llvm-translator","KhronosGroup/SPIRV-LLVM-Translator","https://github.com/khronosgroup/spirv-llvm-translator.git","","c/c++","17463","0","197","248","26383","43027","True","True","False","0.00005041","C","apache-2.0 with llvm-exception"
"openconnect","","","","c/c++","21919","0","53120","13653","10162","10741","True","True","False","0.00005035","C","lgpl-2.1-only"
"xkeyboard-config","","","","c/c++","13515","0","0","0","0","13515","True","True","False","0.00005034","C","mit"
"lsd","lsd-rs/lsd","https://github.com/lsd-rs/lsd.git","","rust","21790","0","28528","8055","29347","21232","True","False","False","0.00005005","C","apache-2.0"
"sox","","","","c/c++","21711","0","35279","8009","14919","28637","True","True","False","0.00004987","C","gpl-2.0-or-later and lgpl-2.1-or-later"
"mockery","vektra/mockery","https://github.com/vektra/mockery.git","","go","21707","0","29050","13785","22667","21328","True","False","False","0.00004986","C","bsd-3-clause"
"qthttpserver","","","","c/c++","14419","0","0","0","0","14419","True","True","False","0.00004980","C","gpl-3.0-only and bsd-3-clause"
