"package","avg_downloads","avg_downloads_share","2021","2022","2023","2024","2025"
"@types/express-serve-static-core","996590740","0.00036547","345541429","640433150","974077277","1239930694","1782971150"
"get-package-type","996377287","0.00036539","444590667","762606226","1009136888","1176792061","1588760595"
"cjs-module-lexer","995936380","0.00036523","361292004","669940570","887649012","1198470797","1862329521"
"@jest/globals","994996884","0.00036489","449119288","773883256","1029780119","1175164116","1547037643"
"quick-lru","993848780","0.00036447","586246826","850270885","1072384172","1114513124","1345828893"
"aws-sign2","992782536","0.00036408","1060716665","1030660697","999261328","891072840","982201152"
"gauge","989632895","0.00036292","655514928","1080842788","1219192053","1005513596","987101114"
"walker","986935715","0.00036193","558802663","814701093","976712079","1097418865","1487043877"
"makeerror","986886323","0.00036191","558685011","813987996","977041991","1097494877","1487221741"
"regenerator-transform","986652648","0.00036183","737156057","936533460","1082313063","1156128063","1021132598"
"@istanbuljs/load-nyc-config","986619742","0.00036182","482204042","777663574","1000199600","1140176766","1532854730"
"decode-uri-component","986542583","0.00036179","964554481","1064320068","1016300897","896813041","990724429"
"run-async","986370580","0.00036173","716934257","821004434","909500476","1112037893","1372375843"
"side-channel-weakmap","985662635","0.00036147","0","0","0","31800089","1939525181"
"he","985554560","0.00036143","749942836","837800048","943731415","1043209163","1353089341"
"@types/jest","985103860","0.00036126","520748134","814222537","1022088314","1137014731","1431445588"
"npmlog","985048842","0.00036124","663047729","1074253375","1208747601","998640515","980554994"
"exit","984308350","0.00036097","619065122","865215952","990213802","1086006553","1361040323"
"side-channel-map","983505596","0.00036067","0","0","0","31802112","1935209081"
"char-regex","982989025","0.00036048","383689860","728436078","985151384","1177729328","1639938478"
"arr-diff","982858512","0.00036044","1059047776","1159620218","1002267063","832499708","860857795"
"eslint-module-utils","982248562","0.00036021","538306488","772011135","955730147","1137206637","1507988406"
"side-channel-list","981960258","0.00036011","0","0","0","31791729","1932128787"
"unicode-match-property-value-ecmascript","981908191","0.00036009","644006761","856081107","1013606334","1081224507","1314622246"
"are-we-there-yet","979414994","0.00035917","660790269","1058167583","1204592387","995410009","978114724"
"tmpl","978722202","0.00035892","563517741","806334824","965675344","1084909026","1473174075"
"meow","978469339","0.00035883","779661062","854496099","924902567","1014582684","1318704287"
"commondir","977594720","0.00035851","703949558","901437671","1000093988","1029780218","1252712167"
"color","976308408","0.00035803","743019998","819496116","843982062","978361414","1496682454"
"@types/express","975530801","0.00035775","362433784","637028808","992492815","1223447786","1662250812"
"on-headers","974209600","0.00035727","636926950","866666424","1030071070","1044257530","1293126026"
"source-map-resolve","973211881","0.00035690","1115217699","1255193653","1013625380","749703593","732319080"
"regenerate","972875818","0.00035678","694858386","869131622","970822804","1054511760","1275054522"
"regexpp","972642771","0.00035669","924742846","1200389756","1114370776","826009482","797700999"
"ecc-jsbn","972478825","0.00035663","1013042628","994061479","972179396","884766586","998344040"
"dashdash","972071612","0.00035648","1012881918","990963005","970538090","885121351","1000853696"
"ast-types","971887673","0.00035641","587999540","734987993","992770027","1080623108","1463057701"
"uglify-js","971381086","0.00035623","738062730","871313935","953485123","1011539462","1282504180"
"eslint-import-resolver-node","971015900","0.00035609","535272281","755599906","963999737","1126188674","1474018905"
"isstream","969189837","0.00035542","1012731489","1010845243","972883491","872447395","977041571"
"boolbase","967690520","0.00035487","596401223","801709109","945477702","1083467210","1411397358"
"getpass","967472228","0.00035479","1004863064","988422625","968009314","881930562","994135576"
"querystring","967262283","0.00035472","978328297","1217084523","1020964434","820469527","799464637"
"interpret","966969812","0.00035461","714644960","903155699","1019209262","1009739998","1188099144"
"es-shim-unscopables","966849417","0.00035457","0","316713552","824184035","1142281646","1584218435"
"socks-proxy-agent","962073988","0.00035281","395500807","732596498","942670073","1154401115","1585201450"
"css-loader","960278310","0.00035216","703186541","982700830","1061712596","959008687","1094782898"
"@babel/plugin-proposal-object-rest-spread","959983857","0.00035205","926683193","1239871412","1163611932","772307108","697445641"
"@babel/plugin-syntax-import-meta","959721145","0.00035195","419191505","679594847","0","1219394974","1520703255"
"external-editor","957718574","0.00035122","743587662","856437039","918702240","1031777469","1238088462"
"no-case","957299269","0.00035106","640507937","874649228","930218108","1032201769","1308919306"
"ip","957252513","0.00035105","663935197","1069421474","1455888288","975677887","621339722"
"@babel/plugin-transform-unicode-escapes","954959043","0.00035021","561870527","825275176","986317576","1106903884","1294428056"
"forever-agent","954077425","0.00034988","1014318749","987923662","961877143","859445595","946821978"
"unicode-property-aliases-ecmascript","952275307","0.00034922","625894318","852035956","979292019","1046612031","1257542212"
"saxes","951647928","0.00034899","578045939","793855533","901850033","1029766367","1454721769"
"w3c-xmlserializer","951357349","0.00034888","566327208","808189049","901754784","1026320033","1454195675"
"cli-spinners","950912244","0.00034872","400240049","642980551","936039843","1216294467","1559006313"
"object.entries","949663445","0.00034826","564339369","758157164","938490385","1073463823","1413866487"
"@types/qs","948687202","0.00034791","380841710","676975537","953786957","1206868769","1524963038"
"date-fns","948636319","0.00034789","536278887","711981743","844176204","1049328452","1601416311"
"node-forge","947792131","0.00034758","651722467","867928014","993286924","1019295460","1206727792"
"@smithy/smithy-client","947192074","0.00034736","0","0","171476260","1135266412","1534833550"
"p-cancelable","944977451","0.00034655","877836515","907373336","865674225","930899430","1143103753"
"unicode-canonical-property-names-ecmascript","943013777","0.00034583","612242887","836104717","952529618","1041849280","1272342387"
"long","942959942","0.00034581","362022440","526220754","900787434","1337068323","1588700762"
"wordwrap","938971046","0.00034434","699098520","831434853","882118516","977666610","1304536735"
"@bcoe/v8-coverage","935861881","0.00034320","424705304","691940081","898033973","1058155338","1606474712"
"babel-plugin-polyfill-regenerator","934666757","0.00034276","338301904","771743237","1015790353","1179177234","1368321061"
"unicode-match-property-ecmascript","932900414","0.00034212","612302436","836134927","952470491","1030908050","1232686166"
"@colors/colors","931640790","0.00034165","0","345191273","786648906","1130946014","1463776969"
"object.fromentries","930525628","0.00034125","458183097","635710896","855433411","1148162144","1555138595"
"buffer-crc32","930237540","0.00034114","559698611","719964899","894693346","1031228174","1445602670"
"jest-pnp-resolver","927331828","0.00034007","538011504","750138248","920030101","1033366400","1395112887"
"array-unique","926865814","0.00033990","1001277590","1107399295","952417943","777484980","795749262"
"@babel/preset-modules","926335746","0.00033971","557375057","789427560","944633570","1081738937","1258503606"
"lodash.debounce","925693568","0.00033947","450946835","783482933","1002463213","1072850281","1318724579"
"acorn-globals","924520123","0.00033904","751344774","926167261","960036501","931459501","1053592581"
"unique-slug","922983156","0.00033848","589998972","722622879","967933355","1046220031","1288140547"
"typedarray","922817635","0.00033842","784322723","899839236","940190588","901911084","1087824547"
"rollup","922686642","0.00033837","247348063","417662903","699049555","1141092730","2108279959"
"xml2js","922382074","0.00033826","634279784","817117893","906852251","1041447249","1212213196"
"unique-filename","921190700","0.00033782","585291585","721579897","966371486","1044904375","1287806159"
"repeat-string","919514460","0.00033721","885461082","967992343","919763033","849004757","975351086"
"yn","919501975","0.00033720","0","0","319758224","1062170903","1376576798"
"@sindresorhus/is","919168185","0.00033708","803503959","848143079","816117595","906571618","1221504675"
"array.prototype.flatmap","918967890","0.00033701","362727587","581398306","912479732","1149795323","1588438504"
"ts-api-utils","918867842","0.00033697","0","0","117435670","774213151","1864954706"
"babel-plugin-polyfill-corejs2","917946014","0.00033663","336636537","764725725","998484760","1151079673","1338803375"
"is-generator-fn","915927475","0.00033589","542679716","753711669","900508469","1004437511","1378300010"
"compressible","914557182","0.00033539","616893877","843005352","996900983","985286848","1130698851"
"deep-equal","914195408","0.00033526","653394304","732796597","1019657212","1058507109","1106621820"
"request","912697494","0.00033471","1197709917","1015899943","876015645","715281692","758580273"
"@types/lodash","911243017","0.00033417","437253903","715440235","926886989","1113755444","1362878516"
"lodash.memoize","908208545","0.00033306","558399771","775454807","906745667","1004403461","1296039021"
"@types/graceful-fs","907749757","0.00033289","454146044","710294931","932200810","1083689525","1358417479"
"memory-fs","905928123","0.00033222","1110458903","1184647578","985711609","651248028","597574498"
"nwsapi","905272055","0.00033198","590693074","795896510","860684826","947442275","1331643591"
"webpack-dev-middleware","904841011","0.00033183","607475853","898455716","1000630477","960482380","1057160630"
"abab","903763003","0.00033143","703132191","921120764","956280948","912995224","1025285889"
"url-parse","903728744","0.00033142","569600207","609927054","891800828","1127665743","1319649890"
"@babel/plugin-proposal-class-properties","903627040","0.00033138","863585490","1094944634","0","838827254","817150785"
"domexception","902945920","0.00033113","663826531","895268670","953260875","944337080","1058036445"
"for-in","900782277","0.00033034","993788474","1016969252","911171218","776883672","805098770"
"postcss-modules-local-by-default","900072396","0.00033008","667042483","889811348","975662593","924175276","1043670283"
"expand-brackets","898596767","0.00032954","996717566","1071452272","929951650","745028379","749833969"
"@types/json5","897936442","0.00032929","414871670","716518015","915461623","1051816037","1391014869"
"chrome-trace-event","897614493","0.00032918","603992782","776828718","880898019","982087428","1244265521"
"shell-quote","896820262","0.00032888","511866755","659855946","803643621","1007021600","1501713390"
"har-validator","896047740","0.00032860","1163512698","994758451","859519959","710967598","751479996"
"babel-preset-current-node-syntax","892330734","0.00032724","448077988","693686093","862335102","1020946568","1436607920"
"globalthis","888223266","0.00032573","162586280","248607967","869023081","1317442321","1843456681"
"color-string","887090887","0.00032532","692899243","769657207","774358304","869547949","1328991735"
"lodash.isplainobject","886184426","0.00032498","489351029","732578401","754782962","999707324","1454502415"
"postcss-modules-scope","883826047","0.00032412","650038157","876812573","950380260","907137934","1034761314"
"extglob","883664969","0.00032406","1006118453","1044639602","901752535","728974758","736839498"
"@babel/plugin-proposal-private-property-in-object","883456367","0.00032398","236686265","715570345","982364248","1134483437","1348177544"
"symbol-tree","881613618","0.00032331","607476600","790836568","819108915","903725732","1286920276"
"compression","881483232","0.00032326","577478383","803575502","938265295","931202793","1156894190"
"camel-case","881158319","0.00032314","651725522","898462915","867549979","897181588","1090871591"
"eslint-config-prettier","879635477","0.00032258","397591749","616158020","835806506","1081559072","1467062039"
"@types/connect","878976086","0.00032234","307694108","577989412","865582011","1127779004","1515835897"
"querystringify","877036780","0.00032163","538794170","566842852","867096334","1110492684","1301957860"
"jackspeak","876242425","0.00032134","2586304","3878502","292472015","1279724603","2802550702"
"minimalistic-assert","875576661","0.00032109","650236191","803160381","857940713","918660792","1147885228"
"ret","874326757","0.00032064","864722994","937646637","875716642","788554231","904993281"
"postcss-modules-extract-imports","874183477","0.00032058","644897928","869576855","946203395","890141622","1020097588"
"duplexify","873203891","0.00032022","759259684","842368799","848011774","894538054","1021841145"
"detect-libc","871564457","0.00031962","324397661","439223026","555733797","915432113","2123035690"
"@types/serve-static","868132833","0.00031836","313759652","584891236","906215091","1119108747","1416689440"
"postcss-modules-values","867181920","0.00031802","652807102","877569132","951118558","869274500","985140310"
"oauth-sign","865832520","0.00031752","1079997327","939975871","840473889","707662329","761053184"
"@babel/plugin-syntax-bigint","864620275","0.00031708","426515335","673652021","849532727","986055496","1387345800"
"defaults","863021503","0.00031649","387568266","630167367","844626664","1054721660","1398023558"
"@babel/plugin-syntax-import-attributes","862392092","0.00031626","0","0","250121584","853855992","1483198702"
"table","862224715","0.00031620","944246701","977708723","805076375","740224355","843867425"
"collect-v8-coverage","861327983","0.00031587","416638532","666105442","852339799","1004673210","1366882935"
"cli-truncate","859990491","0.00031538","385410480","670948966","881365514","988439578","1373787920"
"@xtuc/long","859937687","0.00031536","579547115","751467914","858358262","934285703","1176029445"
"@smithy/node-http-handler","856874080","0.00031424","0","0","176543170","843311083","1550767989"
"type","856705757","0.00031417","905029359","959244057","953752284","772539259","692963827"
"decimal.js","856084443","0.00031395","456988991","709428571","802294389","910334070","1401376196"
"@types/body-parser","853664013","0.00031306","312276594","595678629","871975944","1097503116","1390885785"
"socks","852799961","0.00031274","384135155","656415625","806883651","997489613","1419075763"
"@xtuc/ieee754","852787092","0.00031274","569952253","743246439","852996572","930875662","1166864535"
"get-stdin","852606013","0.00031267","886402015","906311346","858875700","794897073","816543933"
"cacheable-request","852577373","0.00031266","781647159","796394988","786435770","851136211","1047272741"
"lilconfig","851964157","0.00031244","53766868","380710607","676264616","1272858669","1876220026"
"@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining","850078540","0.00031174","283807068","720433681","934096920","1069629306","1242425727"
"@humanwhocodes/retry","849662893","0.00031159","0","0","0","135103658","1564222128"
"global-prefix","849369672","0.00031148","723514562","799058799","816373752","833627558","1074273690"
"icss-utils","849349492","0.00031148","618305278","855407313","936289883","859729497","977015491"
"typedarray-to-buffer","847953318","0.00031096","682461694","925236988","865058572","815723442","951285896"
"asap","846181278","0.00031031","526972953","732157925","849814627","923131586","1198829302"
"is-generator-function","846049624","0.00031027","151496973","336429061","681861860","1124588966","1935871264"
"xmlchars","845609897","0.00031010","522022956","731882430","785673052","898190349","1290280701"
"babel-loader","845437617","0.00031004","606608915","798428728","921370829","890324707","1010454909"
"object-hash","844102925","0.00030955","393957979","621880902","820506447","976909306","1407259995"
"setimmediate","840636304","0.00030828","654762866","782568420","804368872","851757239","1109724126"
"faye-websocket","840035534","0.00030806","791488521","834497295","808111129","801925788","964154941"
"@jridgewell/source-map","839805555","0.00030798","0","215802002","740502317","1010903602","1392014301"
"atob","837863160","0.00030726","876230815","983910174","869918501","708770793","750485520"
"define-lazy-prop","837472685","0.00030712","54658758","406264853","882383453","1137419486","1706636879"
"safe-regex","836456962","0.00030675","867072032","976456649","899300076","720352549","719103505"
"eslint-plugin-react","836224281","0.00030666","461065151","651273494","805614690","957668433","1305499638"
"@babel/plugin-syntax-dynamic-import","834902763","0.00030618","629350656","805881529","925884859","976510313","836886459"
"json-parse-better-errors","834571955","0.00030606","798113766","902989824","826108086","753991548","891656551"
"wide-align","829198408","0.00030409","711305929","889421546","900810025","806175427","838279116"
"deep-extend","828804862","0.00030394","643138687","763803869","756346913","828206212","1152528631"
"@jest/expect-utils","828405389","0.00030380","0","174588687","735099189","984460227","1419473453"
"@babel/plugin-proposal-optional-chaining","827841947","0.00030359","819583531","1010543272","995442577","686335940","627304418"
"har-schema","827297308","0.00030339","1021953204","922632719","816323463","672030422","703546736"
"@smithy/util-retry","826567671","0.00030312","0","0","164987280","786441890","1528273845"
"split2","826325593","0.00030303","350371163","558305491","749183310","1006241774","1467526227"
"html-entities","825802961","0.00030284","564268240","778057518","812163638","871541755","1102983658"
"global-modules","825126462","0.00030259","723210915","769387769","794725803","811277372","1027030455"
"set-value","824111121","0.00030222","930103368","938385704","833549826","685509765","733006946"
"@types/prop-types","824047211","0.00030220","378305514","593575319","827862180","1000020749","1320472294"
"@types/range-parser","823945322","0.00030216","296672087","568395791","850025301","1071157442","1333475993"
"wcwidth","822982432","0.00030181","369494740","606119798","809651105","1027037842","1302608679"
"is-array-buffer","822491026","0.00030163","514118","518807","807346427","1380216677","1923859104"
"@smithy/abort-controller","822003991","0.00030145","0","0","177340134","770713758","1517958082"
"@types/minimatch","821861007","0.00030140","646885320","774924669","885937302","860077569","941480176"
"arr-union","820077779","0.00030074","892332429","946591007","849233360","701226094","711006007"
"es-module-lexer","819704551","0.00030060","146332994","461546160","771406989","1057307981","1661928633"
"supports-hyperlinks","819420211","0.00030050","539126040","816619588","837043808","840109626","1064201993"
"@types/normalize-package-data","819134006","0.00030040","577700404","731306580","834929775","910452575","1041280700"
"string.prototype.trim","818366384","0.00030011","139643420","142830048","652206507","1310634747","1846517201"
"ajv-formats","818343416","0.00030011","53802663","393500912","722654788","1052359604","1869399117"
"@smithy/shared-ini-file-loader","817706866","0.00029987","0","0","176564661","761861577","1514694360"
"@smithy/fetch-http-handler","816789803","0.00029954","0","0","171450509","728789000","1550129902"
"eastasianwidth","816152695","0.00029930","12441149","166810240","553064307","1204161279","2144286503"
"camelcase-keys","814794554","0.00029880","721158780","800683666","881102580","801259359","869768389"
"@types/eslint","812854792","0.00029809","264812736","626625443","885015256","1015689718","1272130811"
"regjsgen","810977028","0.00029740","776806832","1001591904","709494986","471145453","1095845966"
"param-case","810276294","0.00029715","563667099","784197795","820741798","846995087","1035779693"
"jsx-ast-utils","810176719","0.00029711","454569130","639685264","790037050","916829767","1249762386"
"nice-try","810133499","0.00029709","852310772","887285598","840401247","704402092","766267786"
"object-is","809881254","0.00029700","610106004","675766557","863669116","916715630","983148963"
"jest-environment-jsdom","809871119","0.00029700","643913323","831563055","819665731","799023668","955189822"
"dayjs","808536747","0.00029651","291719192","544529794","849664174","1022501899","1334268677"
"@smithy/util-middleware","808464334","0.00029648","0","0","175237623","743711863","1506443518"
"svgo","808036586","0.00029633","541543835","732980021","831551373","878796238","1055311466"
"jest-circus","807429894","0.00029610","180842758","564695036","862467521","1028390603","1400753552"
"map-cache","805161480","0.00029527","828906021","892334030","828829859","710105326","765632166"
"@smithy/node-config-provider","804679473","0.00029509","0","0","173596370","740799785","1499642266"
"responselike","803437091","0.00029464","709145796","752589320","748025463","811774800","995650079"
"path-browserify","802850041","0.00029442","685451288","816562348","778602776","749662842","983970953"
"clone-deep","799377492","0.00029315","585087277","720329887","811519387","888983731","990967181"
"hoist-non-react-statics","797550456","0.00029248","552910973","694052259","819873916","843390255","1077524879"
"shallow-clone","797337547","0.00029240","582143744","719471452","810260181","888379220","986433142"
"file-uri-to-path","792197077","0.00029052","758752962","914385646","873751904","646034655","768060220"
"@babel/plugin-proposal-nullish-coalescing-operator","791038675","0.00029009","775726459","986349394","936418394","654297743","602401386"
"simple-swizzle","789813031","0.00028964","570525433","660659938","705657456","815596310","1196626021"
"node-addon-api","788452160","0.00028914","222008461","406555409","671006857","940149684","1702540392"
"string.prototype.matchall","787569509","0.00028882","397452270","608368747","780614722","902565195","1248846614"
"source-map-url","787204207","0.00028869","907355705","948177668","815685509","639016409","625785744"
"enquirer","786202665","0.00028832","551123471","726265709","775127997","848353449","1030142700"
"@smithy/querystring-builder","785232184","0.00028796","0","0","174633839","722057597","1459005116"
"v8-compile-cache","783173204","0.00028721","831176314","1030448270","823165961","628584567","602490911"
"is-interactive","779842440","0.00028599","195191863","468185100","753186958","1041567572","1441080707"
"smart-buffer","779732059","0.00028595","359493758","597512234","743434684","918549501","1279670120"
"normalize-range","779376026","0.00028582","503838940","667052239","759248085","821290987","1145449880"
"get-value","779369688","0.00028581","833827428","898626561","818242861","653902743","692248850"
"at-least-node","777698268","0.00028520","484097854","725901131","866252740","819915332","992324285"
"delegates","777251859","0.00028504","636720870","781223167","837636094","775503241","855175924"
"@babel/plugin-syntax-private-property-in-object","776148472","0.00028463","226120478","636170031","821756459","953449074","1243246318"
"remove-trailing-separator","775961509","0.00028456","822663128","870517162","764736018","667061489","754829748"
"rc","772562300","0.00028332","604041339","722528383","701500196","763218649","1071522934"
"is-potential-custom-element-name","772444190","0.00028327","432439045","662338534","731416175","837403182","1198624018"
"@babel/plugin-syntax-class-static-block","767345744","0.00028140","224603181","627671437","818379932","946974091","1219100079"
"@smithy/util-hex-encoding","766862377","0.00028123","0","0","165310388","705905990","1429370754"
"@smithy/util-uri-escape","766693643","0.00028116","0","0","167979001","703526617","1428575312"
"crypto-random-string","765382067","0.00028068","578527247","718069629","741662610","838142189","950508662"
"typed-array-length","764522687","0.00028037","10462","1833","715580039","1290697257","1816323847"
"repeat-element","763473858","0.00027998","897169365","910709065","792915979","614512730","602062151"
"style-loader","762480689","0.00027962","580711748","792565837","853950413","748016804","837158647"
"@types/glob","761878563","0.00027940","643776528","753513962","858907067","771271544","781923714"
"@types/react-dom","761807426","0.00027937","270905569","481138888","701476078","866360575","1489156021"
"jest-serializer","761721462","0.00027934","736570090","1027971786","850161876","600534127","593369435"
"@babel/plugin-transform-react-jsx","760807251","0.00027901","504045431","699643014","785547674","827029753","987770385"
"@smithy/util-stream","760705406","0.00027897","0","0","169779492","698701248","1413635479"
"stream-shift","760158505","0.00027877","682315177","735099522","721390484","778672767","883314579"
"@aws-sdk/core","759201323","0.00027842","0","0","48948103","689201016","1539454851"
"yauzl","757988628","0.00027797","503085992","622465318","778205091","805164016","1081022726"
"@aws-sdk/nested-clients","757853078","0.00027792","0","0","0","0","757853078"
"@babel/plugin-transform-react-display-name","757346082","0.00027774","568632203","712844062","746554787","799678603","959020756"
"unique-string","757271361","0.00027771","572060001","709186911","731827597","829668779","943613517"
"object.pick","757150402","0.00027766","826885447","876344898","792357677","642153981","648010008"
"trim-newlines","756739388","0.00027751","694503535","757931441","806772133","726362536","798127298"
"resolve-url","756313328","0.00027736","835154412","910331656","802634106","626401100","607045366"
"fast-xml-parser","755694061","0.00027713","81615620","229213493","626266459","1030234494","1811140240"
"min-indent","755656454","0.00027712","370588242","593131936","743456392","871864437","1199241263"
"urix","754918780","0.00027685","835063011","909517401","801243618","624109702","604660172"
"@emotion/memoize","754366496","0.00027664","346364678","597423066","815776941","876534869","1135732930"
"@smithy/middleware-endpoint","753636592","0.00027638","0","0","167117609","687409324","1406382843"
"@babel/plugin-transform-optional-chaining","753236084","0.00027623","0","0","286398461","843749622","1129560169"
"clsx","752679763","0.00027603","171826665","362758048","605563805","990889267","1632361033"
"assign-symbols","751400035","0.00027556","830563273","885367625","785766451","628171609","627131221"
"functional-red-black-tree","751126901","0.00027546","723935461","995404480","769135608","605982663","661176296"
"@babel/plugin-transform-typescript","750606246","0.00027526","420933264","605165298","756238585","862446214","1108247871"
"log-update","749163605","0.00027474","392902570","566597365","695089080","872839741","1218389271"
"@babel/plugin-transform-runtime","746448755","0.00027374","538834988","690987446","758311640","805189153","938920550"
"lodash.uniq","745942438","0.00027355","561908404","699455446","772674379","764753573","930920388"
"fs-constants","745602528","0.00027343","477975229","576753462","775658050","872170402","1025455497"
"@smithy/url-parser","745149392","0.00027326","0","0","170620387","689297194","1375530596"
"create-require","744812754","0.00027314","215448967","500160794","738781382","984942355","1284730273"
"rechoir","744788860","0.00027313","435005997","636613029","785643953","844085824","1022595498"
"@smithy/querystring-parser","743082387","0.00027251","0","0","170588143","685866846","1372792173"
"has-unicode","742969036","0.00027246","620661470","759486995","816625595","746090456","771980664"
"@smithy/middleware-serde","741965615","0.00027210","0","0","166798326","676697528","1382400993"
"@smithy/middleware-stack","741607888","0.00027196","0","0","168069551","686807858","1369946256"
"clean-css","740824028","0.00027168","510068699","743856548","825141923","762760508","862292462"
"union-value","740024662","0.00027138","851076001","867522096","765691792","608963469","606869952"
"unset-value","739993078","0.00027137","830370670","881503591","782208903","609916649","595965577"
"to-object-path","739853673","0.00027132","828505074","881255052","783106057","611518579","594883604"
"console-control-strings","738084858","0.00027067","615816912","753972218","809516800","740184141","770934222"
"del","737505515","0.00027046","748891122","816593376","713462259","692149179","716431640"
"object-visit","736936491","0.00027025","828051356","879815600","779916183","607012290","589887026"
"collection-visit","736764999","0.00027019","828009911","879560464","779673973","606897935","589682713"
"resolve.exports","736565220","0.00027012","26466462","401410316","793462424","1074362070","1387124832"
"map-visit","736149104","0.00026996","827384569","878782602","779432316","606592877","588553158"
"@aws-sdk/middleware-recursion-detection","735491436","0.00026972","0","58491796","476534151","901044465","1505895334"
"query-string","734545632","0.00026937","834394360","794943062","691524362","633548476","718317904"
"pascalcase","734404322","0.00026932","826190709","876805386","778052369","604204420","586768730"
"split-string","733228525","0.00026889","838466838","857809702","757646831","606581399","605637857"
"arr-flatten","733032046","0.00026882","843967023","865158136","765617498","600284763","590132811"
"websocket-driver","732883252","0.00026877","614930536","698562824","718002792","734719140","898200970"
"@szmarczak/http-timer","732793873","0.00026873","571312548","679455458","690032850","767445008","955723502"
"static-extend","732014513","0.00026845","825682988","875425869","775423770","600685634","582854305"
"mixin-deep","731950600","0.00026842","847923948","864066545","762199630","598685561","586877316"
"object-copy","731537010","0.00026827","825086515","875455510","775241121","600824542","581077364"
"immutable","731379964","0.00026821","213405432","511174649","767153393","927471880","1237694470"
"http-proxy","731278986","0.00026818","634535832","672872750","716671435","735212119","897102798"
"invariant","731194201","0.00026815","562171697","656132944","727281045","772413024","937972298"
"copy-descriptor","730972594","0.00026806","825035683","875654023","775274708","601079103","577819455"
"fd-slicer","730071690","0.00026773","507759052","627469372","783021370","782865806","949242854"
"fragment-cache","729869163","0.00026766","824805669","875265151","774215767","598802669","576256559"
"@smithy/signature-v4","729862598","0.00026766","0","0","162082797","667682452","1359822547"
"posix-character-classes","727695433","0.00026686","823766676","873454848","772312290","595250629","573692722"
"@babel/plugin-bugfix-safari-id-destructuring-collision-in-function-expression","726904508","0.00026657","33960560","545897720","826914812","1021897540","1205851910"
"@graphql-tools/utils","726686690","0.00026649","275440989","666900185","814704858","858546866","1017840556"
"eslint-plugin-react-hooks","724630844","0.00026574","322434956","496309894","637482317","813002197","1353924859"
"use","724436684","0.00026567","840412354","858391232","755674322","591629586","576075929"
"widest-line","724361187","0.00026564","601121598","741350936","718964429","663336279","897032694"
"@babel/plugin-proposal-numeric-separator","723873063","0.00026546","752941762","937850404","861799841","560256740","506516572"
"@smithy/service-error-classification","723622534","0.00026537","0","0","166669487","675864871","1328333244"
"@babel/plugin-transform-async-generator-functions","722966717","0.00026513","0","0","262591793","808878512","1097429846"
"cache-base","722882193","0.00026510","836494218","855983393","753961171","591907413","576064772"
"@smithy/util-base64","721735535","0.00026468","0","0","163250624","662732704","1339223278"
"nanomatch","721684623","0.00026466","838914679","856333683","753154586","587726722","572293447"
"pend","721568545","0.00026462","477704544","593567184","747831222","781858803","1006880973"
"regex-not","721303975","0.00026452","838111805","856367955","752852636","587975486","571211995"
"base","721119256","0.00026445","835566374","855075130","752299338","589970259","572685183"
"@aws-sdk/util-endpoints","720566817","0.00026425","0","17777266","428734467","895985746","1539769791"
"to-regex","720523305","0.00026423","837096958","855957519","752498166","587882133","569181749"
"babel-plugin-macros","720464941","0.00026421","389620040","672263015","803056075","779728123","957657456"
"snapdragon","720184867","0.00026411","835725925","854739601","751979159","586763180","571716470"
"protobufjs","719453054","0.00026384","271281748","410123618","667657970","989145353","1259056584"
"class-utils","719302380","0.00026378","834262886","853421103","750982435","587833278","570012200"
"@babel/preset-typescript","718621495","0.00026354","415220001","592549130","735886712","826706746","1022744890"
"@babel/plugin-syntax-export-namespace-from","718587373","0.00026352","483055535","714358820","865995936","911524305","618002271"
"prepend-http","718375463","0.00026344","946027831","925911628","661187105","513183353","545567399"
"postcss-loader","717647776","0.00026318","521598359","731958520","794858894","730603973","809219134"
"@babel/plugin-transform-private-methods","717120497","0.00026298","0","0","249268758","799185424","1102907310"
"@aws-sdk/region-config-resolver","717024022","0.00026295","0","0","87187631","695473862","1368410573"
"@babel/plugin-transform-nullish-coalescing-operator","716441781","0.00026274","0","0","255010106","795169424","1099145814"
"http-proxy-middleware","715882295","0.00026253","541280083","688665224","694731997","707501818","947232355"
"make-fetch-happen","715728337","0.00026247","265761196","489456971","725049193","942199252","1156175073"
"promise","714304263","0.00026195","554876002","669119929","708638881","736173436","902713069"
"strip-eof","714075844","0.00026187","800604355","808948404","707046905","603249476","650530082"
"snapdragon-node","713484849","0.00026165","832676657","851518613","748453093","578641940","556133945"
"snapdragon-util","713193784","0.00026154","832683919","851335269","748193515","578616863","555139354"
"@babel/plugin-transform-class-properties","712813504","0.00026141","0","0","249271717","794475417","1094693378"
"ejs","711929554","0.00026108","440994595","554373283","649698703","817754279","1096826913"
"boxen","711527253","0.00026093","622002747","797225914","725984070","619566454","792857082"
"@types/semver","710710305","0.00026063","82566270","177747446","849013741","1191760380","1252463688"
"is-map","710510571","0.00026056","179035737","266017895","590331229","892727231","1624440763"
"ecdsa-sig-formatter","710295181","0.00026048","375742693","526723350","645209653","813867644","1189932567"
"@babel/plugin-transform-object-rest-spread","709037031","0.00026002","0","0","256012961","792455851","1078642283"
"has-ansi","709017597","0.00026001","743855102","773801773","697536351","633842877","696051882"
"duplexer","707955593","0.00025962","510046255","635196468","721676425","758626754","914232064"
"is-set","707751987","0.00025955","178993068","266022835","590421091","892901953","1610420991"
