"package","github_repo","avg_downloads","2021","2022","2023","2024","2025","top","pagerank","value_class","git","eco_guess","repo_id","canonical_url","license"
"is-map","inspect-js/is-map","710510571","179035737","266017895","590331229","892727231","1624440763","True","0.00020483","B","https://github.com/inspect-js/is-map.git","eco","gh/220715768","","mit"
"@babel/plugin-proposal-private-property-in-object","babel/babel-plugin-proposal-private-property-in-object","883456367","236686265","715570345","982364248","1134483437","1348177544","True","0.00020474","B","https://github.com/babel/babel-plugin-proposal-private-property-in-object.git","eco","gh/648700210","","mit"
"@types/graceful-fs","definitelytyped/definitelytyped","907749757","454146044","710294931","932200810","1083689525","1358417479","True","0.00020442","B","https://github.com/definitelytyped/definitelytyped.git","eco","gh/6093316","","mit"
"@protobufjs/inquire","protobufjs/protobuf.js","538331543","238139600","338033403","443797575","726908467","944778672","True","0.00020420","B","https://github.com/protobufjs/protobuf.js.git","eco","gh/8507859","","bsd-3-clause"
"oauth-sign","request/oauth-sign","865832520","1079997327","939975871","840473889","707662329","761053184","True","0.00020416","B","https://github.com/request/oauth-sign.git","eco","gh/8509604","","apache-2.0"
"memory-fs","webpack/memory-fs","905928123","1110458903","1184647578","985711609","651248028","597574498","True","0.00020401","B","https://github.com/webpack/memory-fs.git","eco","gh/21377503","","mit"
"@protobufjs/aspromise","protobufjs/protobuf.js","536990830","238246717","338166850","443954381","727123206","937462999","True","0.00020389","B","https://github.com/protobufjs/protobuf.js.git","eco","gh/8507859","","bsd-3-clause"
"nwsapi","dperini/nwsapi","905272055","590693074","795896510","860684826","947442275","1331643591","True","0.00020386","B","https://github.com/dperini/nwsapi.git","eco","gh/93319578","","mit"
"abab","jsdom/abab","903763003","703132191","921120764","956280948","912995224","1025285889","True","0.00020353","B","https://github.com/jsdom/abab.git","eco","gh/41579102","","bsd-3-clause"
"devlop","wooorm/devlop","171191061","0","0","8354770","117104116","388114297","True","0.00020346","B","https://github.com/wooorm/devlop.git","eco","gh/654656607","","mit"
"domexception","jsdom/domexception","902945920","663826531","895268670","953260875","944337080","1058036445","True","0.00020334","B","https://github.com/jsdom/domexception.git","eco","gh/100222827","","mit"
"is-interactive","sindresorhus/is-interactive","779842440","195191863","468185100","753186958","1041567572","1441080707","True","0.00020329","B","https://github.com/sindresorhus/is-interactive.git","eco","gh/195558107","","mit"
"fast-xml-parser","naturalintelligence/fast-xml-parser","755694061","81615620","229213493","626266459","1030234494","1811140240","True","0.00020319","B","https://github.com/naturalintelligence/fast-xml-parser.git","eco","gh/80317682","","mit"
"cacheable","jaredwray/cacheable","20499209","3724","1354","642","204512","102285814","False","0.00020282","B","https://github.com/jaredwray/cacheable.git","eco","gh/9267870","","mit"
"@types/json5","","897936442","414871670","716518015","915461623","1051816037","1391014869","True","0.00020221","B","","","","","mit"
"is-primitive","jonschlinkert/is-primitive","161986861","149354371","170715940","143167413","147777280","198919304","True","0.00020178","B","https://github.com/jonschlinkert/is-primitive.git","eco","gh/24490783","","mit"
"use-sync-external-store","react/react","388664591","102781","100606649","323275536","490860826","1028477164","True","0.00020154","B","https://github.com/react/react.git","eco","gh/10270250","","mit"
"dns-packet","mafintosh/dns-packet","583793008","442116816","567556039","612761307","604195019","692335863","True","0.00020120","B","https://github.com/mafintosh/dns-packet.git","eco","gh/52037627","","mit"
"@smithy/signature-v4","smithy-lang/smithy-typescript","729862598","0","0","162082797","667682452","1359822547","True","0.00020050","B","https://github.com/smithy-lang/smithy-typescript.git","eco","gh/208319207","","apache-2.0"
"string.prototype.trim","es-shims/string.prototype.trim","818366384","139643420","142830048","652206507","1310634747","1846517201","True","0.00020042","B","https://github.com/es-shims/string.prototype.trim.git","eco","gh/40412771","","mit"
"object-hash","puleos/object-hash","844102925","393957979","621880902","820506447","976909306","1407259995","True","0.00020019","B","https://github.com/puleos/object-hash.git","eco","gh/17480011","","mit"
"@csstools/css-parser-algorithms","csstools/postcss-plugins","205384102","0","17544","72194016","168010503","581314348","True","0.00020005","B","https://github.com/csstools/postcss-plugins.git","eco","gh/219192307","","mit"
"jsx-ast-utils","jsx-eslint/jsx-ast-utils","810176719","454569130","639685264","790037050","916829767","1249762386","True","0.00019959","B","https://github.com/jsx-eslint/jsx-ast-utils.git","eco","gh/60607078","","mit"
"@types/ms","definitelytyped/definitelytyped","375777378","30932380","146534647","313740608","466921414","920757845","True","0.00019957","B","https://github.com/definitelytyped/definitelytyped.git","eco","gh/6093316","","mit"
"@babel/plugin-transform-typescript","babel/babel","750606246","420933264","605165298","756238585","862446214","1108247871","True","0.00019935","B","https://github.com/babel/babel.git","eco","gh/24560307","","mit"
"static-extend","jonschlinkert/static-extend","732014513","825682988","875425869","775423770","600685634","582854305","True","0.00019927","B","https://github.com/jonschlinkert/static-extend.git","eco","gh/53650754","","mit"
"extglob","micromatch/extglob","883664969","1006118453","1044639602","901752535","728974758","736839498","True","0.00019900","B","https://github.com/micromatch/extglob.git","eco","gh/30380435","","mit"
"log-update","sindresorhus/log-update","749163605","392902570","566597365","695089080","872839741","1218389271","True","0.00019869","B","https://github.com/sindresorhus/log-update.git","eco","gh/40804661","","mit"
"@babel/plugin-transform-react-display-name","babel/babel","757346082","568632203","712844062","746554787","799678603","959020756","True","0.00019844","B","https://github.com/babel/babel.git","eco","gh/24560307","","mit"
"memfs","streamich/memfs","627856897","158444090","477442471","669916170","768569276","1064912481","True","0.00019825","B","https://github.com/streamich/memfs.git","eco","gh/37490572","","apache-2.0"
"unc-path-regex","regexhq/unc-path-regex","290040249","204125446","270169274","287525973","311699591","376680963","True","0.00019821","B","https://github.com/regexhq/unc-path-regex.git","eco","gh/38693645","","mit"
"eslint-config-prettier","prettier/eslint-config-prettier","879635477","397591749","616158020","835806506","1081559072","1467062039","True","0.00019809","B","https://github.com/prettier/eslint-config-prettier.git","eco","gh/80369237","","mit"
"fragment-cache","jonschlinkert/fragment-cache","729869163","824805669","875265151","774215767","598802669","576256559","True","0.00019807","B","https://github.com/jonschlinkert/fragment-cache.git","eco","gh/57966121","","mit"
"fdir","thecodrr/fdir","287817887","2421800","3166515","7447574","72172708","1353880841","True","0.00019756","B","https://github.com/thecodrr/fdir.git","eco","gh/247080561","","mit"
"jackspeak","isaacs/jackspeak","876242425","2586304","3878502","292472015","1279724603","2802550702","True","0.00019733","B","https://github.com/isaacs/jackspeak.git","eco","gh/166363507","","blueoak-1.0.0"
"@smithy/credential-provider-imds","smithy-lang/smithy-typescript","679822454","0","0","169074362","640165654","1230227346","True","0.00019687","B","https://github.com/smithy-lang/smithy-typescript.git","eco","gh/208319207","","apache-2.0"
"minimalistic-crypto-utils","indutny/minimalistic-crypto-utils","568581351","590446127","627317547","565505871","495793289","563843922","True","0.00019678","B","https://github.com/indutny/minimalistic-crypto-utils.git","eco","gh/82852970","","mit"
"@aws-sdk/util-endpoints","aws/aws-sdk-js-v3","720566817","0","17777266","428734467","895985746","1539769791","True","0.00019652","B","https://github.com/aws/aws-sdk-js-v3.git","eco","gh/87228090","","apache-2.0"
"rfdc","davidmarkclements/rfdc","695066627","149195608","451100171","650188057","902345258","1322504045","True","0.00019628","B","https://github.com/davidmarkclements/rfdc.git","eco","gh/134032668","","mit"
"has-unicode","iarna/has-unicode","742969036","620661470","759486995","816625595","746090456","771980664","True","0.00019624","B","https://github.com/iarna/has-unicode.git","eco","gh/28636762","","isc"
"string.prototype.matchall","es-shims/string.prototype.matchall","787569509","397452270","608368747","780614722","902565195","1248846614","True","0.00019614","B","https://github.com/es-shims/string.prototype.matchall.git","eco","gh/98674922","","mit"
"@aws-sdk/middleware-user-agent","aws/aws-sdk-js-v3","703846148","48439685","183804694","605448932","1017468806","1664068623","True","0.00019603","B","https://github.com/aws/aws-sdk-js-v3.git","eco","gh/87228090","","apache-2.0"
"table","gajus/table","862224715","944246701","977708723","805076375","740224355","843867425","True","0.00019600","B","https://github.com/gajus/table.git","eco","gh/42323222","","bsd-3-clause"
"@swc/counter","swc-project/pkgs","364343108","0","0","23587965","331179562","738261799","True","0.00019579","B","https://github.com/swc-project/pkgs.git","eco","gh/666256215","","apache-2.0"
"humanize-ms","node-modules/humanize-ms","439345921","231125007","371968293","486669297","480744559","626222449","True","0.00019566","B","https://github.com/node-modules/humanize-ms.git","eco","gh/22945760","","mit"
"@firebase/util","firebase/firebase-js-sdk","187802794","87801424","164034719","154381047","195883584","336913196","True","0.00019546","B","https://github.com/firebase/firebase-js-sdk.git","eco","gh/89290483","","apache-2.0"
"@types/minimatch","definitelytyped/definitelytyped","821861007","646885320","774924669","885937302","860077569","941480176","True","0.00019512","B","https://github.com/definitelytyped/definitelytyped.git","eco","gh/6093316","","mit"
"@types/prop-types","definitelytyped/definitelytyped","824047211","378305514","593575319","827862180","1000020749","1320472294","True","0.00019508","B","https://github.com/definitelytyped/definitelytyped.git","eco","gh/6093316","","mit"
"vfile","vfile/vfile","493979690","295842798","393825400","462183043","537206483","780840726","True","0.00019500","B","https://github.com/vfile/vfile.git","eco","gh/39722512","","mit"
"json-parse-better-errors","zkat/json-parse-better-errors","834571955","798113766","902989824","826108086","753991548","891656551","True","0.00019490","B","https://github.com/zkat/json-parse-better-errors.git","eco","gh/100426714","","mit"
"eslint-plugin-react","jsx-eslint/eslint-plugin-react","836224281","461065151","651273494","805614690","957668433","1305499638","True","0.00019489","B","https://github.com/jsx-eslint/eslint-plugin-react.git","eco","gh/28061676","","mit"
"@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining","babel/babel","850078540","283807068","720433681","934096920","1069629306","1242425727","True","0.00019485","B","https://github.com/babel/babel.git","eco","gh/24560307","","mit"
"renderkid","ariaminaei/renderkid","575476603","397209473","599073431","663336516","577620394","640143205","True","0.00019475","B","https://github.com/ariaminaei/renderkid.git","eco","gh/14141301","","mit"
"@vitest/pretty-format","vitest-dev/vitest","551401672","0","0","0","109806930","992996414","True","0.00019464","B","https://github.com/vitest-dev/vitest.git","eco","gh/434708679","","mit"
"get-stdin","sindresorhus/get-stdin","852606013","886402015","906311346","858875700","794897073","816543933","True","0.00019391","B","https://github.com/sindresorhus/get-stdin.git","eco","gh/16812547","","mit"
"@tokenizer/token","borewit/tokenizer-token","176810981","42013052","95801087","150099615","209219129","386922022","True","0.00019351","B","https://github.com/borewit/tokenizer-token.git","eco","gh/230083079","","mit"
"@babel/plugin-syntax-flow","babel/babel","535594711","333896661","481948828","560226514","623401159","678500397","True","0.00019348","B","https://github.com/babel/babel.git","eco","gh/24560307","","mit"
"dayjs","iamkun/dayjs","808536747","291719192","544529794","849664174","1022501899","1334268677","True","0.00019343","B","https://github.com/iamkun/dayjs.git","eco","gh/128907699","","mit"
"pascalcase","jonschlinkert/pascalcase","734404322","826190709","876805386","778052369","604204420","586768730","True","0.00019299","B","https://github.com/jonschlinkert/pascalcase.git","eco","gh/41014690","","mit"
"jest-circus","jestjs/jest","807429894","180842758","564695036","862467521","1028390603","1400753552","True","0.00019275","B","https://github.com/jestjs/jest.git","eco","gh/15062869","","mit"
"typedarray-to-buffer","feross/typedarray-to-buffer","847953318","682461694","925236988","865058572","815723442","951285896","True","0.00019251","B","https://github.com/feross/typedarray-to-buffer.git","eco","gh/18549659","","mit"
"mixin-deep","jonschlinkert/mixin-deep","731950600","847923948","864066545","762199630","598685561","586877316","True","0.00019244","B","https://github.com/jonschlinkert/mixin-deep.git","eco","gh/24334695","","mit"
"@babel/plugin-syntax-class-static-block","babel/babel","767345744","224603181","627671437","818379932","946974091","1219100079","True","0.00019236","B","https://github.com/babel/babel.git","eco","gh/24560307","","mit"
"@babel/plugin-proposal-unicode-property-regex","babel/babel","691655991","729596446","948915199","909836611","477243043","392688659","True","0.00019180","B","https://github.com/babel/babel.git","eco","gh/24560307","","mit"
"thunky","mafintosh/thunky","539979156","425309699","528199916","555495089","553250804","637640276","True","0.00019134","B","https://github.com/mafintosh/thunky.git","eco","gh/8468501","","mit"
"babel-loader","babel/babel-loader","845437617","606608915","798428728","921370829","890324707","1010454909","True","0.00019101","B","https://github.com/babel/babel-loader.git","eco","gh/24963784","","mit"
"resolve-pkg-maps","privatenumber/resolve-pkg-maps","387026835","0","84","95624105","452118840","1000364313","True","0.00019098","B","https://github.com/privatenumber/resolve-pkg-maps.git","eco","gh/578238964","","mit"
"http-proxy","http-party/node-http-proxy","731278986","634535832","672872750","716671435","735212119","897102798","True","0.00019082","B","https://github.com/http-party/node-http-proxy.git","eco","gh/795421","","mit"
"cache-base","jonschlinkert/cache-base","722882193","836494218","855983393","753961171","591907413","576064772","True","0.00019040","B","https://github.com/jonschlinkert/cache-base.git","eco","gh/26696331","","mit"
"is-potential-custom-element-name","mathiasbynens/is-potential-custom-element-name","772444190","432439045","662338534","731416175","837403182","1198624018","True","0.00019032","B","https://github.com/mathiasbynens/is-potential-custom-element-name.git","eco","gh/61656941","","mit"
"@emotion/utils","emotion-js/emotion","519889076","267131098","460603011","580184090","574901169","716626015","True","0.00019001","B","https://github.com/emotion-js/emotion.git","eco","gh/92570536","","mit"
"minipass-pipeline","isaacs/minipass-pipeline","641634215","439573013","570808694","634387956","689630453","873770960","True","0.00018990","B","https://github.com/isaacs/minipass-pipeline.git","native","gh/208642656","","blueoak-1.0.0"
"clean-css","clean-css/clean-css","740824028","510068699","743856548","825141923","762760508","862292462","True","0.00018964","B","https://github.com/clean-css/clean-css.git","eco","gh/1419138","","mit"
"remove-trailing-separator","darsain/remove-trailing-separator","775961509","822663128","870517162","764736018","667061489","754829748","True","0.00018939","B","https://github.com/darsain/remove-trailing-separator.git","eco","gh/69091148","","isc"
"@babel/plugin-syntax-dynamic-import","babel/babel","834902763","629350656","805881529","925884859","976510313","836886459","True","0.00018938","B","https://github.com/babel/babel.git","eco","gh/24560307","","mit"
"@babel/plugin-proposal-optional-chaining","babel/babel","827841947","819583531","1010543272","995442577","686335940","627304418","True","0.00018924","B","https://github.com/babel/babel.git","eco","gh/24560307","","mit"
"object.pick","jonschlinkert/object.pick","757150402","826885447","876344898","792357677","642153981","648010008","True","0.00018921","B","https://github.com/jonschlinkert/object.pick.git","eco","gh/24317317","","mit"
"@types/eslint","definitelytyped/definitelytyped","812854792","264812736","626625443","885015256","1015689718","1272130811","True","0.00018910","B","https://github.com/definitelytyped/definitelytyped.git","eco","gh/6093316","","mit"
"unique-string","sindresorhus/unique-string","757271361","572060001","709186911","731827597","829668779","943613517","True","0.00018888","B","https://github.com/sindresorhus/unique-string.git","eco","gh/73666443","","mit"
"lodash.once","lodash/lodash","678198387","381541030","587201820","551275791","765750545","1105222751","True","0.00018877","B","https://github.com/lodash/lodash.git","eco","gh/3955647","","mit"
"promise","then/promise","714304263","554876002","669119929","708638881","736173436","902713069","True","0.00018868","B","https://github.com/then/promise.git","eco","gh/7297261","","mit"
"@whatwg-node/promise-helpers","ardatan/whatwg-node","129863520","0","0","0","0","129863520","True","0.00018857","B","https://github.com/ardatan/whatwg-node.git","eco","gh/429511342","","mit"
"minipass-flush","isaacs/minipass-flush","637497853","428661841","563364775","632827856","686498491","876136304","True","0.00018818","B","https://github.com/isaacs/minipass-flush.git","eco","gh/208671622","","blueoak-1.0.0"
"csso","css/csso","693139431","534462015","619969856","681572918","741578904","888113464","True","0.00018743","B","https://github.com/css/csso.git","eco","gh/1369824","","mit"
"jsonc-parser","microsoft/node-jsonc-parser","613295112","117448594","283701306","569127483","887236084","1208962095","True","0.00018742","B","https://github.com/microsoft/node-jsonc-parser.git","eco","gh/56496360","","mit"
"typed-array-length","inspect-js/typed-array-length","764522687","10462","1833","715580039","1290697257","1816323847","True","0.00018741","B","https://github.com/inspect-js/typed-array-length.git","eco","gh/234777199","","mit"
"@inquirer/core","sboudrias/inquirer.js","179757746","114720","309888","9936996","179671204","708755925","True","0.00018702","B","https://github.com/sboudrias/inquirer.js.git","eco","gh/10114077","","mit"
"@types/esrecurse","definitelytyped/definitelytyped","1170819","0","0","0","0","1170819","False","0.00018693","B","https://github.com/definitelytyped/definitelytyped.git","eco","gh/6093316","","mit"
"unset-value","jonschlinkert/unset-value","739993078","830370670","881503591","782208903","609916649","595965577","True","0.00018688","B","https://github.com/jonschlinkert/unset-value.git","eco","gh/41473622","","mit"
"union-value","jonschlinkert/union-value","740024662","851076001","867522096","765691792","608963469","606869952","True","0.00018688","B","https://github.com/jonschlinkert/union-value.git","eco","gh/38550269","","mit"
"builtin-modules","sindresorhus/builtin-modules","605816324","415483515","540766871","599607235","679089943","794134059","True","0.00018640","B","https://github.com/sindresorhus/builtin-modules.git","eco","gh/35040648","","mit"
"esniff","medikoo/esniff","146090784","28904519","42995947","51032610","245649934","361870911","True","0.00018623","B","https://github.com/medikoo/esniff.git","eco","gh/14173275","","isc"
"collection-visit","jonschlinkert/collection-visit","736764999","828009911","879560464","779673973","606897935","589682713","True","0.00018615","B","https://github.com/jonschlinkert/collection-visit.git","eco","gh/40025674","","mit"
"jsonparse","creationix/jsonparse","526844412","324717584","440015240","502989342","599757933","766741965","True","0.00018609","B","https://github.com/creationix/jsonparse.git","eco","gh/1210467","","mit"
"flat","hughsk/flat","589474302","264819910","399115222","516463799","735340090","1031632490","True","0.00018608","B","https://github.com/hughsk/flat.git","eco","gh/6093469","","bsd-3-clause"
"protocols","ionicabizau/protocols","201897048","130313197","184104182","208894299","223026709","263146857","True","0.00018596","B","https://github.com/ionicabizau/protocols.git","eco","gh/40259455","","mit"
"npm-package-arg","npm/npm-package-arg","583981308","310539163","387328069","545853409","711030460","965155439","True","0.00018555","B","https://github.com/npm/npm-package-arg.git","eco","gh/20658455","","isc"
"object.getownpropertydescriptors","es-shims/object.getownpropertydescriptors","641208615","722854402","765889099","678920786","517071598","521307193","True","0.00018552","B","https://github.com/es-shims/object.getownpropertydescriptors.git","eco","gh/30909967","","mit"
"del","sindresorhus/del","737505515","748891122","816593376","713462259","692149179","716431640","True","0.00018511","B","https://github.com/sindresorhus/del.git","eco","gh/21078071","","mit"
"prettier-linter-helpers","prettier/prettier-linter-helpers","557487644","280941800","416217984","536288887","658581660","895407889","True","0.00018506","B","https://github.com/prettier/prettier-linter-helpers.git","eco","gh/151034548","","mit"
"@types/send","definitelytyped/definitelytyped","490043169","12555056","7249434","305255133","826733302","1298422921","True","0.00018505","B","https://github.com/definitelytyped/definitelytyped.git","eco","gh/6093316","","mit"
"rsvp","tildeio/rsvp.js","441676159","551458234","533262624","441428737","331905969","350325233","True","0.00018471","B","https://github.com/tildeio/rsvp.js.git","eco","gh/6248967","","mit"
"enquirer","enquirer/enquirer","786202665","551123471","726265709","775127997","848353449","1030142700","True","0.00018435","B","https://github.com/enquirer/enquirer.git","eco","gh/66801791","","mit"
"@smithy/util-body-length-browser","smithy-lang/smithy-typescript","642770192","0","0","155322391","582940256","1190047930","True","0.00018413","B","https://github.com/smithy-lang/smithy-typescript.git","eco","gh/208319207","","apache-2.0"
"@opentelemetry/api-logs","open-telemetry/opentelemetry-js","357857994","0","356","25109815","275458170","1130863637","True","0.00018399","B","https://github.com/open-telemetry/opentelemetry-js.git","eco","gh/185901023","","apache-2.0"
"eastasianwidth","komagata/eastasianwidth","816152695","12441149","166810240","553064307","1204161279","2144286503","True","0.00018380","B","https://github.com/komagata/eastasianwidth.git","eco","gh/9113199","","mit"
"dom-accessibility-api","eps1lon/dom-accessibility-api","678426105","225028149","387193452","515740350","807887838","1456280740","True","0.00018362","B","https://github.com/eps1lon/dom-accessibility-api.git","eco","gh/213720286","","mit"
"widest-line","sindresorhus/widest-line","724361187","601121598","741350936","718964429","663336279","897032694","True","0.00018361","B","https://github.com/sindresorhus/widest-line.git","eco","gh/45534501","","mit"
"@pnpm/npm-conf","pnpm/npm-conf","133622334","0","9240646","87449359","165826334","271972999","True","0.00018358","B","https://github.com/pnpm/npm-conf.git","eco","gh/137617532","","mit"
"@npmcli/fs","npm/fs","677392441","64633174","479594620","779010130","913215183","1150509102","True","0.00018354","B","https://github.com/npm/fs.git","eco","gh/392829655","","isc"
"create-require","unjs-archive/create-require","744812754","215448967","500160794","738781382","984942355","1284730273","True","0.00018351","B","https://github.com/unjs-archive/create-require.git","eco","gh/261277138","","mit"
"camelcase-keys","sindresorhus/camelcase-keys","814794554","721158780","800683666","881102580","801259359","869768389","True","0.00018349","B","https://github.com/sindresorhus/camelcase-keys.git","eco","gh/25118495","","mit"
"rc","dominictarr/rc","772562300","604041339","722528383","701500196","763218649","1071522934","True","0.00018348","B","https://github.com/dominictarr/rc.git","eco","gh/5303431","","(bsd-2-clause or mit or apache-2.0)"
"@vitest/utils","vitest-dev/vitest","525085950","0","0","73015856","387762509","1114479487","True","0.00018331","B","https://github.com/vitest-dev/vitest.git","eco","gh/434708679","","mit"
"minipass-collect","isaacs/minipass-collect","680669317","428692003","563376917","635875838","777351023","998050805","True","0.00018281","B","https://github.com/isaacs/minipass-collect.git","eco","gh/208665152","","isc"
"package-json","sindresorhus/package-json","438309348","458738020","518059704","391456582","366511055","456781380","True","0.00018272","B","https://github.com/sindresorhus/package-json.git","eco","gh/20861133","","mit"
"browserify-aes","browserify/browserify-aes","537830406","595591189","604861046","528613489","447739497","512346812","True","0.00018251","B","https://github.com/browserify/browserify-aes.git","eco","gh/25274085","","mit"
"nice-try","electerious/nice-try","810133499","852310772","887285598","840401247","704402092","766267786","True","0.00018244","B","https://github.com/electerious/nice-try.git","eco","gh/64548891","","mit"
"jest-environment-jsdom","jestjs/jest","809871119","643913323","831563055","819665731","799023668","955189822","True","0.00018238","B","https://github.com/jestjs/jest.git","eco","gh/15062869","","mit"
"jsonwebtoken","auth0/node-jsonwebtoken","671402865","327719616","483186193","667992269","791657843","1086458408","True","0.00018200","B","https://github.com/auth0/node-jsonwebtoken.git","eco","gh/11081405","","mit"
"use","jonschlinkert/use","724436684","840412354","858391232","755674322","591629586","576075929","True","0.00018195","B","https://github.com/jonschlinkert/use.git","eco","gh/45946061","","mit"
"@smithy/hash-node","smithy-lang/smithy-typescript","664982713","0","0","165834637","621913451","1207200052","True","0.00018132","B","https://github.com/smithy-lang/smithy-typescript.git","eco","gh/208319207","","apache-2.0"
"@babel/plugin-proposal-nullish-coalescing-operator","babel/babel","791038675","775726459","986349394","936418394","654297743","602401386","True","0.00018095","B","https://github.com/babel/babel.git","eco","gh/24560307","","mit"
"rechoir","gulpjs/rechoir","744788860","435005997","636613029","785643953","844085824","1022595498","True","0.00018084","B","https://github.com/gulpjs/rechoir.git","eco","gh/17930752","","mit"
"registry-auth-token","rexxars/registry-auth-token","586166010","507272409","622514232","536275881","525631782","739135746","True","0.00018055","B","https://github.com/rexxars/registry-auth-token.git","eco","gh/54893312","","mit"
"snapdragon-node","here-be/snapdragon-node","713484849","832676657","851518613","748453093","578641940","556133945","True","0.00017949","B","https://github.com/here-be/snapdragon-node.git","eco","gh/79553487","","mit"
"unified","unifiedjs/unified","505675682","326696272","444870585","494173916","535608991","727028650","True","0.00017947","B","https://github.com/unifiedjs/unified.git","eco","gh/39996248","","mit"
"snapdragon-util","here-be/snapdragon-util","713193784","832683919","851335269","748193515","578616863","555139354","True","0.00017942","B","https://github.com/here-be/snapdragon-util.git","eco","gh/79436138","","mit"
"@aws-sdk/middleware-recursion-detection","aws/aws-sdk-js-v3","735491436","0","58491796","476534151","901044465","1505895334","True","0.00017905","B","https://github.com/aws/aws-sdk-js-v3.git","eco","gh/87228090","","apache-2.0"
"dom-helpers","react-bootstrap/dom-helpers","620788868","371502707","504550824","666785272","629265994","931839544","True","0.00017885","B","https://github.com/react-bootstrap/dom-helpers.git","eco","gh/32407131","","mit"
"sort-keys","sindresorhus/sort-keys","643191122","797952577","671519281","595076565","535137580","616269609","True","0.00017849","B","https://github.com/sindresorhus/sort-keys.git","eco","gh/21303073","","mit"
"fast-safe-stringify","davidmarkclements/fast-safe-stringify","618615094","363438478","503625072","620955719","677055111","928001093","True","0.00017841","B","https://github.com/davidmarkclements/fast-safe-stringify.git","eco","gh/54388901","","mit"
"cssnano-preset-default","cssnano/cssnano","523013170","416559122","523799357","531104833","528407291","615195247","True","0.00017828","B","https://github.com/cssnano/cssnano.git","eco","gh/33943153","","mit"
"simple-swizzle","qix-/node-simple-swizzle","789813031","570525433","660659938","705657456","815596310","1196626021","True","0.00017786","B","https://github.com/qix-/node-simple-swizzle.git","eco","gh/50041299","","mit"
"q","kriskowal/q","673980877","678494672","771124914","717361772","586311678","616611351","True","0.00017774","B","https://github.com/kriskowal/q.git","eco","gh/887025","","mit"
"address","node-modules/address","463792126","330248167","462470130","510903667","502825675","512512994","True","0.00017765","B","https://github.com/node-modules/address.git","eco","gh/11767981","","mit"
"import-from","sindresorhus/import-from","487053956","531068756","621379490","456281501","388444247","438095789","True","0.00017740","B","https://github.com/sindresorhus/import-from.git","eco","gh/47504345","","mit"
"source-map-url","lydell/source-map-url","787204207","907355705","948177668","815685509","639016409","625785744","True","0.00017728","B","https://github.com/lydell/source-map-url.git","eco","gh/17086375","","mit"
"wbuf","indutny/wbuf","554937926","426896804","545074334","567584080","571640531","663493883","True","0.00017714","B","https://github.com/indutny/wbuf.git","eco","gh/23499606","","mit"
"character-entities","wooorm/character-entities","474020996","261891931","377921432","452765127","502568745","774957746","True","0.00017654","B","https://github.com/wooorm/character-entities.git","eco","gh/43249943","","mit"
"v8-compile-cache","zertosh/v8-compile-cache","783173204","831176314","1030448270","823165961","628584567","602490911","True","0.00017637","B","https://github.com/zertosh/v8-compile-cache.git","eco","gh/82726308","","mit"
"cross-fetch","lquixada/cross-fetch","667808877","302443064","513077149","691309756","808419565","1023794851","True","0.00017637","B","https://github.com/lquixada/cross-fetch.git","eco","gh/102216161","","mit"
"lodash.camelcase","lodash/lodash","587762954","307594471","385085517","518523294","692940620","1034670868","True","0.00017636","B","https://github.com/lodash/lodash.git","eco","gh/3955647","","mit"
"ejs","mde/ejs","711929554","440994595","554373283","649698703","817754279","1096826913","True","0.00017632","B","https://github.com/mde/ejs.git","eco","gh/28671602","","apache-2.0"
"lodash._reinterpolate","lodash/lodash","286027310","395116066","356415635","265667518","205211126","207726208","True","0.00017627","B","https://github.com/lodash/lodash.git","eco","gh/3955647","","mit"
"delegates","tj/node-delegates","777251859","636720870","781223167","837636094","775503241","855175924","True","0.00017613","B","https://github.com/tj/node-delegates.git","eco","gh/15870218","","mit"
"caller-callsite","sindresorhus/caller-callsite","376360340","486300820","433436173","343867777","286066215","332130717","True","0.00017588","B","https://github.com/sindresorhus/caller-callsite.git","eco","gh/29782297","","mit"
"@emotion/unitless","emotion-js/emotion","636260972","285646640","448767177","683574344","759202195","1004114506","True","0.00017574","B","https://github.com/emotion-js/emotion.git","eco","gh/92570536","","mit"
"normalize-range","jamestalmage/normalize-range","779376026","503838940","667052239","759248085","821290987","1145449880","True","0.00017551","B","https://github.com/jamestalmage/normalize-range.git","eco","gh/42328691","","mit"
"color-support","isaacs/color-support","527230711","140732377","453849037","659061927","672169646","710340570","True","0.00017523","B","https://github.com/isaacs/color-support.git","eco","gh/63522199","","isc"
"at-least-node","ryanzim/at-least-node","777698268","484097854","725901131","866252740","819915332","992324285","True","0.00017514","B","https://github.com/ryanzim/at-least-node.git","eco","gh/237684499","","isc"
"@aws-sdk/region-config-resolver","aws/aws-sdk-js-v3","717024022","0","0","87187631","695473862","1368410573","True","0.00017489","B","https://github.com/aws/aws-sdk-js-v3.git","eco","gh/87228090","","apache-2.0"
"crc-32","sheetjs/js-crc32","404852274","158807861","309378751","371460680","479103591","705510490","True","0.00017458","B","https://github.com/sheetjs/js-crc32.git","eco","gh/20901220","","apache-2.0"
"@graphql-typed-document-node/core","dotansimha/graphql-typed-document-node","231336210","61281239","121574723","242716246","324075877","407032967","True","0.00017452","B","https://github.com/dotansimha/graphql-typed-document-node.git","eco","gh/279532580","","mit"
