repo,repo_id,package,has_npm_funding,npm_funding_url,fetched_at,status
litejs/natural-compare-lite,9146732,natural-compare,False,,2026-06-29T23:54:29+00:00,ok
ljharb/call-bind,308533760,call-bind,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/call-bind-apply-helpers,898190951,call-bind-apply-helpers,False,,2026-06-29T23:54:29+00:00,ok
ljharb/call-bound,898125972,call-bound,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/concat-map,548993448,concat-map,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/define-data-property,689109338,define-data-property,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/define-properties,28768789,define-properties,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/es-abstract,28995155,es-abstract,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/es-define-property,756570458,es-define-property,False,,2026-06-29T23:54:29+00:00,ok
ljharb/es-errors,752160492,es-errors,False,,2026-06-29T23:54:29+00:00,ok
ljharb/es-shim-unscopables,480458584,es-shim-unscopables,False,,2026-06-29T23:54:29+00:00,ok
ljharb/es-to-primitive,32377814,es-to-primitive,False,,2026-06-29T23:54:29+00:00,error
ljharb/get-intrinsic,308516559,get-intrinsic,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/get-proto,911035271,get-proto,False,,2026-06-29T23:54:29+00:00,ok
ljharb/gopd,560708130,gopd,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/internal-slot,216159146,internal-slot,False,,2026-06-29T23:54:29+00:00,ok
ljharb/object-keys,9103992,object-keys,False,,2026-06-29T23:54:29+00:00,ok
ljharb/object.assign,17755831,object.assign,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/possible-typed-array-names,760136716,possible-typed-array-names,False,,2026-06-29T23:54:29+00:00,ok
ljharb/qs,22266795,qs,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/safe-regex-test,540138887,safe-regex-test,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/set-function-length,704249795,set-function-length,False,,2026-06-29T23:54:29+00:00,ok
ljharb/side-channel,225239081,side-channel,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/side-channel-list,901451610,side-channel-list,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/side-channel-map,901191461,side-channel-map,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
ljharb/side-channel-weakmap,901188921,side-channel-weakmap,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
lodash/lodash,3955647,lodash,False,,2026-06-29T23:54:29+00:00,ok
loganfsmyth/gensync,132383032,gensync,False,,2026-06-29T23:54:29+00:00,ok
lukeed/dequal,174421655,dequal,False,,2026-06-29T23:54:29+00:00,ok
lukeed/escalade,273568715,escalade,False,,2026-06-29T23:54:29+00:00,ok
lukeed/kleur,140393403,kleur,False,,2026-06-29T23:54:29+00:00,ok
lydell/js-tokens,17552490,js-tokens,False,,2026-06-29T23:54:29+00:00,ok
mafintosh/end-of-stream,14732255,end-of-stream,False,,2026-06-29T23:54:29+00:00,ok
mafintosh/pump,12118126,pump,False,,2026-06-29T23:54:29+00:00,ok
mafintosh/tar-stream,15340089,tar-stream,False,,2026-06-29T23:54:29+00:00,ok
mathiasbynens/cssesc,12001360,cssesc,False,,2026-06-29T23:54:29+00:00,ok
mathiasbynens/emoji-regex,24557614,emoji-regex,False,,2026-06-29T23:54:29+00:00,ok
mathiasbynens/jsesc,10498729,jsesc,False,,2026-06-29T23:54:29+00:00,ok
mathiasbynens/punycode.js,2755924,punycode,False,,2026-06-29T23:54:29+00:00,ok
mathiasbynens/regenerate,10182772,regenerate,False,,2026-06-29T23:54:29+00:00,ok
mathiasbynens/regexpu-core,49437324,regexpu-core,False,,2026-06-29T23:54:29+00:00,ok
mathiasbynens/unicode-canonical-property-names-ecmascript,88346537,unicode-canonical-property-names-ecmascript,False,,2026-06-29T23:54:29+00:00,error
mathiasbynens/unicode-property-aliases-ecmascript,88333533,unicode-property-aliases-ecmascript,False,,2026-06-29T23:54:29+00:00,error
mcollina/fastq,37368217,fastq,False,,2026-06-29T23:54:29+00:00,ok
mcollina/reusify,42106515,reusify,False,,2026-06-29T23:54:29+00:00,ok
mdn/data,70901646,mdn-data,False,,2026-06-29T23:54:29+00:00,ok
medikoo/d,10817569,d,False,,2026-06-29T23:54:29+00:00,ok
medikoo/es5-ext,1792941,es5-ext,False,,2026-06-29T23:54:29+00:00,ok
medikoo/es6-symbol,14423385,es6-symbol,False,,2026-06-29T23:54:29+00:00,ok
medikoo/type,177198492,type,False,,2026-06-29T23:54:29+00:00,ok
micromark/micromark,157420458,micromark-util-symbol,True,https://github.com/sponsors/unifiedjs,2026-06-29T23:54:29+00:00,ok
micromatch/anymatch,11458302,anymatch,False,,2026-06-29T23:54:29+00:00,ok
micromatch/braces,25475303,braces,False,,2026-06-29T23:54:29+00:00,ok
micromatch/is-extglob,31788841,is-extglob,False,,2026-06-29T23:54:29+00:00,ok
micromatch/is-glob,28179425,is-glob,False,,2026-06-29T23:54:29+00:00,ok
micromatch/micromatch,27359938,micromatch,False,,2026-06-29T23:54:29+00:00,ok
micromatch/picomatch,156211895,picomatch,True,https://github.com/sponsors/jonschlinkert,2026-06-29T23:54:29+00:00,ok
micromatch/to-regex-range,40355891,to-regex-range,False,,2026-06-29T23:54:29+00:00,ok
microsoft/tslib,34414315,tslib,False,,2026-06-29T23:54:29+00:00,ok
microsoft/typescript,20929025,typescript,False,,2026-06-29T23:54:29+00:00,ok
minimistjs/minimist,549230701,minimist,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
moment/moment,1424470,moment,False,,2026-06-29T23:54:29+00:00,error
motdotla/dotenv,11205780,dotenv,True,https://dotenvx.com,2026-06-29T23:54:29+00:00,ok
moxystudio/node-cross-spawn,21335844,cross-spawn,False,,2026-06-29T23:54:29+00:00,ok
mozilla/source-map,2014930,source-map,False,,2026-06-29T23:54:29+00:00,ok
mrmlnc/fast-glob,77467076,fast-glob,False,,2026-06-29T23:54:29+00:00,ok
myrne/performance-now,10219264,performance-now,False,,2026-06-29T23:54:29+00:00,error
mysticatea/abort-controller,105228556,abort-controller,False,,2026-06-29T23:54:29+00:00,ok
mysticatea/event-target-shim,31137469,event-target-shim,True,https://github.com/sponsors/mysticatea,2026-06-29T23:54:29+00:00,ok
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,babel-preset-current-node-syntax,False,,2026-06-29T23:54:29+00:00,ok
node-fetch/fetch-blob,186960326,fetch-blob,True,https://github.com/sponsors/jimmywarting,2026-06-29T23:54:29+00:00,ok
node-fetch/node-fetch,29849956,node-fetch,True,https://opencollective.com/node-fetch,2026-06-29T23:54:29+00:00,ok
nodeca/argparse,4325614,argparse,False,,2026-06-29T23:54:29+00:00,ok
nodeca/js-yaml,2504175,js-yaml,True,https://github.com/sponsors/puzrin,2026-06-29T23:54:29+00:00,ok
nodeca/pako,16231859,pako,True,https://github.com/sponsors/puzrin,2026-06-29T23:54:29+00:00,ok
nodejs/readable-stream,5187096,readable-stream,False,,2026-06-29T23:54:29+00:00,ok
nodejs/string_decoder,95052330,string_decoder,False,,2026-06-29T23:54:29+00:00,ok
nodejs/undici,133092972,undici-types,False,,2026-06-29T23:54:29+00:00,ok
nodelib/nodelib,129310478,@nodelib/fs.stat,False,,2026-06-29T23:54:29+00:00,ok
npm/abbrev-js,554893,abbrev,False,,2026-06-29T23:54:29+00:00,ok
npm/cacache,193812470,cacache,False,,2026-06-29T23:54:29+00:00,ok
npm/hosted-git-info,25002984,hosted-git-info,False,,2026-06-29T23:54:29+00:00,ok
npm/ini,2167680,ini,False,,2026-06-29T23:54:29+00:00,ok
npm/json-parse-even-better-errors,211384370,json-parse-even-better-errors,False,,2026-06-29T23:54:29+00:00,ok
npm/mute-stream,5159166,mute-stream,False,,2026-06-29T23:54:29+00:00,ok
npm/node-semver,1357199,semver,False,,2026-06-29T23:54:29+00:00,ok
npm/node-which,2169708,which,False,,2026-06-29T23:54:29+00:00,ok
npm/nopt,1544436,nopt,False,,2026-06-29T23:54:29+00:00,ok
npm/normalize-package-data,9301720,normalize-package-data,False,,2026-06-29T23:54:29+00:00,ok
npm/ssri,193817839,ssri,False,,2026-06-29T23:54:29+00:00,ok
npm/unique-slug,35246620,unique-slug,False,,2026-06-29T23:54:29+00:00,ok
npm/write-file-atomic,23896209,write-file-atomic,False,,2026-06-29T23:54:29+00:00,ok
nv/cssom,1025209,cssom,False,,2026-06-29T23:54:29+00:00,ok
octokit/openapi-types.ts,304109193,@octokit/openapi-types,False,,2026-06-29T23:54:29+00:00,ok
octokit/types.ts,216109757,@octokit/types,False,,2026-06-29T23:54:29+00:00,ok
oozcitak/xmlbuilder-js,1042809,xmlbuilder,False,,2026-06-29T23:54:29+00:00,ok
open-telemetry/opentelemetry-js,185901023,@opentelemetry/semantic-conventions,False,,2026-06-29T23:54:29+00:00,ok
open-telemetry/opentelemetry-js-contrib,255986659,@opentelemetry/instrumentation-undici,False,,2026-06-29T23:54:29+00:00,ok
paulmillr/chokidar,4090287,chokidar,True,https://paulmillr.com/funding/,2026-06-29T23:54:29+00:00,ok
paulmillr/readdirp,4494405,readdirp,True,https://paulmillr.com/funding/,2026-06-29T23:54:29+00:00,ok
petkaantonov/bluebird,12670444,bluebird,False,,2026-06-29T23:54:29+00:00,error
pillarjs/encodeurl,60721766,encodeurl,False,,2026-06-29T23:54:29+00:00,ok
pillarjs/finalhandler,20547377,finalhandler,True,https://opencollective.com/express,2026-06-29T23:54:29+00:00,ok
pillarjs/iconv-lite,2743221,iconv-lite,True,https://opencollective.com/express,2026-06-29T23:54:29+00:00,ok
pillarjs/parseurl,17533192,parseurl,False,,2026-06-29T23:54:29+00:00,ok
pillarjs/path-to-regexp,5265803,path-to-regexp,True,https://opencollective.com/express,2026-06-29T23:54:29+00:00,ok
pillarjs/send,4879977,send,True,https://opencollective.com/express,2026-06-29T23:54:29+00:00,ok
postcss/postcss,13078968,postcss,True,https://opencollective.com/postcss/,2026-06-29T23:54:29+00:00,ok
postcss/postcss-selector-parser,36500102,postcss-selector-parser,False,,2026-06-29T23:54:29+00:00,ok
postcss/postcss-value-parser,40920306,postcss-value-parser,False,,2026-06-29T23:54:29+00:00,ok
prettier/prettier,75104123,prettier,True,https://github.com/prettier/prettier?sponsor=1,2026-06-29T23:54:29+00:00,ok
primus/eventemitter3,13100677,eventemitter3,False,,2026-06-29T23:54:29+00:00,ok
protobufjs/protobuf.js,8507859,protobufjs,False,,2026-06-29T23:54:29+00:00,ok
pvorb/clone,2317381,clone,False,,2026-06-29T23:54:29+00:00,ok
qix-/color-convert,1874305,color-convert,False,,2026-06-29T23:54:29+00:00,ok
qix-/node-error-ex,41388258,error-ex,False,,2026-06-29T23:54:29+00:00,ok
qix-/node-is-arrayish,41376759,is-arrayish,False,,2026-06-29T23:54:29+00:00,ok
radix-ui/primitives,273499522,@radix-ui/react-compose-refs,False,,2026-06-29T23:54:29+00:00,ok
raszi/node-tmp,2313213,tmp,False,,2026-06-29T23:54:29+00:00,ok
raynos/for-each,6006855,for-each,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
raynos/function-bind,10727014,function-bind,True,https://github.com/sponsors/ljharb,2026-06-29T23:54:29+00:00,ok
reactivex/rxjs,32247847,rxjs,False,,2026-06-29T23:54:29+00:00,ok
remix-run/react-router,19872456,react-router,False,,2026-06-29T23:54:29+00:00,ok
remusao/tldts,97631656,tldts,False,,2026-06-29T23:54:29+00:00,ok
rich-harris/estree-walker,33668779,estree-walker,False,,2026-06-29T23:54:29+00:00,ok
rich-harris/magic-string,26143240,magic-string,False,,2026-06-29T23:54:29+00:00,ok
rob--w/proxy-from-env,52038793,proxy-from-env,False,,2026-06-29T23:54:29+00:00,ok
rollup/plugins,203607977,@rollup/pluginutils,False,,2026-06-29T23:54:29+00:00,ok
rvagg/bl,10706095,bl,False,,2026-06-29T23:54:29+00:00,error
rvagg/through2,11808187,through2,False,,2026-06-29T23:54:29+00:00,ok
ryanzim/universalify,87651180,universalify,False,,2026-06-29T23:54:29+00:00,ok
salesforce/tough-cookie,2606873,tough-cookie,False,,2026-06-29T23:54:29+00:00,ok
samn/json-stable-stringify,76598131,json-stable-stringify-without-jsonify,False,,2026-06-29T23:54:29+00:00,ok
samverschueren/decode-uri-component,91837954,decode-uri-component,False,,2026-06-29T23:54:29+00:00,ok
sboudrias/inquirer.js,10114077,inquirer,False,,2026-06-29T23:54:29+00:00,ok
sec-ant/readable-stream,569980966,@sec-ant/readable-stream,False,,2026-06-29T23:54:29+00:00,ok
sinclairzx81/typebox,87454905,@sinclair/typebox,False,,2026-06-29T23:54:29+00:00,ok
sindresorhus/ansi-escapes,40721875,ansi-escapes,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/array-union,21005682,array-union,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/binary-extensions,29771015,binary-extensions,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/callsites,18938743,callsites,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/camelcase,25116836,camelcase,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/clean-stack,62838930,clean-stack,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/cli-cursor,23512396,cli-cursor,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/crypto-random-string,73665728,crypto-random-string,False,,2026-06-29T23:54:29+00:00,error
sindresorhus/decamelize,29773710,decamelize,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/detect-newline,21304485,detect-newline,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/environment,793180075,environment,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/escape-string-regexp,21169121,escape-string-regexp,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/execa,47475908,execa,True,https://github.com/sindresorhus/execa?sponsor=1,2026-06-29T23:54:29+00:00,ok
sindresorhus/figures,21672939,figures,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/file-type,19105307,file-type,False,,2026-06-29T23:54:29+00:00,error
sindresorhus/find-cache-directory,48783244,find-cache-dir,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/find-up,41723004,find-up,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/find-up-simple,714044439,find-up-simple,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/get-east-asian-width,711160838,get-east-asian-width,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/get-stream,44264225,get-stream,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/globals,15186239,globals,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/globby,21069494,globby,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/has-flag,38718671,has-flag,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/import-fresh,22020904,import-fresh,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/import-local,90292430,import-local,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/indent-string,20576837,indent-string,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/is-binary-path,29771247,is-binary-path,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/is-docker,33590534,is-docker,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/is-fullwidth-code-point,39222301,is-fullwidth-code-point,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/is-inside-container,601943060,is-inside-container,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/is-path-inside,21054113,is-path-inside,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/is-plain-obj,38923193,is-plain-obj,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/is-stream,29436825,is-stream,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/is-unicode-supported,348660847,is-unicode-supported,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/is-wsl,88415331,is-wsl,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/leven,22794601,leven,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/locate-path,74266248,locate-path,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/log-symbols,21673868,log-symbols,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/lowercase-keys,29769737,lowercase-keys,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/make-dir,90776169,make-dir,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/meow,25121561,meow,False,,2026-06-29T23:54:29+00:00,error
sindresorhus/mimic-function,71381729,mimic-function,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/mimic-response,93189529,mimic-response,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/node-defaults,7985040,defaults,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/normalize-url,29094022,normalize-url,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/npm-run-path,48707028,npm-run-path,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/object-assign,16457190,object-assign,False,,2026-06-29T23:54:29+00:00,ok
sindresorhus/onetime,14847357,onetime,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/open,18469325,open,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/p-limit,71542716,p-limit,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/p-locate,74265632,p-locate,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/p-map,71526722,p-map,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/p-try,71534796,p-try,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/package-directory,41724281,pkg-dir,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/parent-module,50187748,parent-module,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/parse-json,41367145,parse-json,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/path-exists,34965664,path-exists,False,,2026-06-29T23:54:29+00:00,ok
sindresorhus/path-key,48706449,path-key,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/path-type,41905436,path-type,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/pify,41585934,pify,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/quick-lru,86679721,quick-lru,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/read-package-up,41842429,read-pkg-up,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/read-pkg,41790094,read-pkg,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/resolve-cwd,47504070,resolve-cwd,False,,2026-06-29T23:54:29+00:00,ok
sindresorhus/resolve-from,22022707,resolve-from,False,,2026-06-29T23:54:29+00:00,ok
sindresorhus/restore-cursor,23512229,restore-cursor,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/shebang-regex,30903733,shebang-regex,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/slash,11516031,slash,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/string-width,39222730,string-width,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/strip-bom,18444852,strip-bom,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/strip-final-newline,47453723,strip-final-newline,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/strip-indent,18242629,strip-indent,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/strip-json-comments,14468669,strip-json-comments,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/tagged-tag,795552264,tagged-tag,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/to-fast-properties,31656998,to-fast-properties,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/type-fest,175398594,type-fest,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/unicorn-magic,716660564,unicorn-magic,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sindresorhus/yocto-queue,315531538,yocto-queue,True,https://github.com/sponsors/sindresorhus,2026-06-29T23:54:29+00:00,ok
sinonjs/commons,143001748,@sinonjs/commons,False,,2026-06-29T23:54:29+00:00,ok
sinonjs/fake-timers,16523712,@sinonjs/fake-timers,False,,2026-06-29T23:54:29+00:00,ok
smithy-lang/smithy-typescript,208319207,@smithy/types,False,,2026-06-29T23:54:29+00:00,ok
socketio/socket.io,557980,engine.io-parser,False,,2026-06-29T23:54:29+00:00,ok
stefanpenner/get-caller-file,48818175,get-caller-file,False,,2026-06-29T23:54:29+00:00,ok
storybookjs/storybook,54173593,@storybook/client-logger,True,https://opencollective.com/storybook,2026-06-29T23:54:29+00:00,ok
stream-utils/destroy,15544623,destroy,False,,2026-06-29T23:54:29+00:00,error
stream-utils/raw-body,12823654,raw-body,False,,2026-06-29T23:54:29+00:00,ok
stream-utils/unpipe,37428186,unpipe,False,,2026-06-29T23:54:29+00:00,ok
streamich/memfs,37490572,memfs,True,https://github.com/sponsors/streamich,2026-06-29T23:54:29+00:00,ok
suguru03/neo-async,27030361,neo-async,False,,2026-06-29T23:54:29+00:00,ok
swc-project/swc,115110181,@swc/helpers,False,,2026-06-29T23:54:29+00:00,ok
syntax-tree/unist-util-is,41795086,unist-util-is,False,,2026-06-29T23:54:29+00:00,error
tapjs/signal-exit,35711072,signal-exit,True,https://github.com/sponsors/isaacs,2026-06-29T23:54:29+00:00,ok
tapjs/stack-utils,48974178,stack-utils,False,,2026-06-29T23:54:29+00:00,error
teambition/merge2,25396227,merge2,False,,2026-06-29T23:54:29+00:00,ok
tehshrike/deepmerge,3276413,deepmerge,False,,2026-06-29T23:54:29+00:00,ok
terkelg/sisteransi,122441239,sisteransi,False,,2026-06-29T23:54:29+00:00,ok
terser/terser,29097127,terser,False,,2026-06-29T23:54:29+00:00,ok
thlorenz/convert-source-map,8751561,convert-source-map,False,,2026-06-29T23:54:29+00:00,ok
thlorenz/deep-is,9345558,deep-is,False,,2026-06-29T23:54:29+00:00,ok
tim-kos/node-retry,1738798,retry,False,,2026-06-29T23:54:29+00:00,ok
tj/commander.js,2206953,commander,False,,2026-06-29T23:54:29+00:00,ok
tj/node-cookie-signature,6229722,cookie-signature,False,,2026-06-29T23:54:29+00:00,ok
tootallnate/proxy-agents,11293703,agent-base,False,,2026-06-29T23:54:29+00:00,ok
tootallnate/util-deprecate,19321056,util-deprecate,False,,2026-06-29T23:54:29+00:00,ok
tritondatacenter/node-assert-plus,4767976,assert-plus,False,,2026-06-29T23:54:29+00:00,ok
tritondatacenter/node-extsprintf,4058064,extsprintf,False,,2026-06-29T23:54:29+00:00,ok
troygoode/node-require-directory,3053807,require-directory,False,,2026-06-29T23:54:29+00:00,ok
tsconfig/bases,263697285,@tsconfig/node16,False,,2026-06-29T23:54:29+00:00,ok
typescript-eslint/typescript-eslint,165536154,@typescript-eslint/types,True,https://opencollective.com/typescript-eslint,2026-06-29T23:54:29+00:00,ok
unshiftio/requires-port,26316179,requires-port,False,,2026-06-29T23:54:29+00:00,ok
uuidjs/uuid,1203139,uuid,True,https://github.com/sponsors/broofa,2026-06-29T23:54:29+00:00,ok
vercel/ai,644461337,ai,False,,2026-06-29T23:54:29+00:00,ok
vercel/ms,3655872,ms,False,,2026-06-29T23:54:29+00:00,ok
visionmedia/bytes.js,4626886,bytes,False,,2026-06-29T23:54:29+00:00,ok
vitest-dev/vitest,434708679,@vitest/pretty-format,True,https://opencollective.com/vitest,2026-06-29T23:54:29+00:00,ok
vuejs/core,137078487,@vue/shared,False,,2026-06-29T23:54:29+00:00,ok
watson/ci-info,71475907,ci-info,True,https://github.com/sponsors/sibiraj-s,2026-06-29T23:54:29+00:00,ok
webpack/enhanced-resolve,5400204,enhanced-resolve,False,,2026-06-29T23:54:29+00:00,ok
webpack/minimizer-webpack-plugin,143057914,terser-webpack-plugin,False,,2026-06-29T23:54:29+00:00,error
webpack/schema-utils,80306715,schema-utils,True,https://opencollective.com/webpack,2026-06-29T23:54:29+00:00,ok
webpack/tapable,7730086,tapable,True,https://opencollective.com/webpack,2026-06-29T23:54:29+00:00,ok
webpack/watchpack,24119524,watchpack,False,,2026-06-29T23:54:29+00:00,ok
webpack/webpack-sources,48954523,webpack-sources,False,,2026-06-29T23:54:29+00:00,ok
webreflection/flatted,131121620,flatted,False,,2026-06-29T23:54:29+00:00,ok
webreflection/html-escaper,33597730,html-escaper,False,,2026-06-29T23:54:29+00:00,ok
websockets/ws,2744972,ws,False,,2026-06-29T23:54:29+00:00,ok
wesleytodd/setprototypeof,30301031,setprototypeof,False,,2026-06-29T23:54:29+00:00,ok
whitequark/ipaddr.js,2110585,ipaddr.js,False,,2026-06-29T23:54:29+00:00,ok
xtuc/webassemblyjs,113006071,@webassemblyjs/helper-wasm-bytecode,False,,2026-06-29T23:54:29+00:00,ok
yahoo/serialize-javascript,24106944,serialize-javascript,False,,2026-06-29T23:54:29+00:00,ok
yargs/cliui,34287546,cliui,False,,2026-06-29T23:54:29+00:00,ok
yargs/set-blocking,58830287,set-blocking,False,,2026-06-29T23:54:29+00:00,error
yargs/y18n,39720886,y18n,False,,2026-06-29T23:54:29+00:00,ok
yargs/yargs,14210523,yargs,False,,2026-06-29T23:54:29+00:00,ok
yargs/yargs-parser,50258379,yargs-parser,False,,2026-06-29T23:54:29+00:00,ok
