repo_id,repo,ecosystem,value_score,risk_score
41842429,sindresorhus/read-package-up,npm,29.713,30
33499190,servo/rust-fnv,crates,28.555,30
18444852,sindresorhus/strip-bom,npm,44.1773,29
1408162,jpadilla/pyjwt,pypi,42.9093,29
14934771,servo/rust-url,crates,41.2918,29
51905353,apache/arrow,pypi,36.0688,29
235965505,inspect-js/available-typed-arrays,npm,29.837,29
65468547,jd/tenacity,pypi,26.4758,29
34965664,sindresorhus/path-exists,npm,43.9971,28
33884891,apache/airflow,pypi,43.5433,28
22711503,gcc-mirror/gcc,cpp,69.2129,27
29197565,rust-lang/libc,crates,63.3051,27
41724281,sindresorhus/package-directory,npm,46.4466,27
71534796,sindresorhus/p-try,npm,34.4196,27
21673868,sindresorhus/log-symbols,npm,28.9423,27
38718671,sindresorhus/has-flag,npm,62.19,26
102982143,isaacs/fs-minipass,npm,31.464,26
48501860,django/asgiref,pypi,25.402,26
724712,rust-lang/rust,crates,75.5045,25
21169121,sindresorhus/escape-string-regexp,npm,59.0379,25
38723660,rust-lang/cfg-if,crates,51.0944,25
843222,scikit-learn/scikit-learn,pypi,25.7154,25
18938743,sindresorhus/callsites,npm,47.6472,24
47504070,sindresorhus/resolve-cwd,npm,30.8288,24
39222301,sindresorhus/is-fullwidth-code-point,npm,53.0774,23
220524743,open-telemetry/opentelemetry-python-contrib,pypi,35.864,23
10227611,juliangruber/isarray,npm,51.9199,21
11516031,sindresorhus/slash,npm,50.7208,21
60721766,pillarjs/encodeurl,npm,35.1955,21
29771247,sindresorhus/is-binary-path,npm,31.4181,21
21005682,sindresorhus/array-union,npm,30.9187,20
30903733,sindresorhus/shebang-regex,npm,55.0317,18
29769737,sindresorhus/lowercase-keys,npm,32.7814,18
795552264,sindresorhus/tagged-tag,npm,63.9993,17
16864585,fb55/boolbase,npm,36.3729,17
29771015,sindresorhus/binary-extensions,npm,43.3841,15
