repo,repo_id,openssf_score,cve_count_5y,ossfuzz_enrolled,fetched_at
ljharb/side-channel,225239081,4.0,0,False,2026-04-27
ljharb/side-channel-list,901451610,,0,False,
ljharb/side-channel-map,901191461,4.0,0,False,2026-04-27
ljharb/side-channel-weakmap,901188921,,0,False,
lodash/lodash,3955647,6.8,2,True,2026-04-27
loganfsmyth/gensync,132383032,1.9,0,False,2026-04-27
lokathor/bytemuck,209673558,4.0,0,False,2026-04-27
lukeed/dequal,174421655,4.2,0,False,2026-04-27
lukeed/escalade,273568715,3.2,0,False,2026-04-27
lukeed/kleur,140393403,3.3,0,False,2026-04-27
lxml/lxml,1353927,,6,True,
lydell/js-tokens,17552490,3.5,0,False,2026-04-27
lz4/lz4,18106269,7.2,,True,2026-04-06
madler/zlib,2359378,5.0,,True,2026-04-06
mafintosh/end-of-stream,14732255,3.2,0,False,2026-04-27
mafintosh/pump,12118126,3.8,0,False,2026-04-27
mafintosh/tar-stream,15340089,3.9,0,False,2026-04-27
marshallpierce/rust-base64,47371310,,1,False,
mathiasbynens/cssesc,12001360,3.0,0,False,2026-04-27
mathiasbynens/emoji-regex,24557614,3.6,0,False,2026-04-27
mathiasbynens/jsesc,10498729,3.0,0,False,2026-04-27
mathiasbynens/punycode.js,2755924,3.6,0,False,2026-04-27
mathiasbynens/regenerate,10182772,3.0,0,False,2026-04-27
mathiasbynens/regexpu-core,49437324,3.6,0,False,2026-04-27
mathiasbynens/unicode-canonical-property-names-ecmascript,88346537,3.3,0,False,2026-04-27
mathiasbynens/unicode-property-aliases-ecmascript,88333533,3.2,0,False,2026-04-27
matklad/once_cell,143220272,4.9,1,False,2026-04-27
matplotlib/matplotlib,1385122,8.5,0,True,2026-04-27
mcavage/node-assert-plus,4767976,,0,False,
mcollina/fastq,37368217,4.7,0,False,2026-04-27
mcollina/reusify,42106515,4.8,0,False,2026-04-27
medikoo/d,10817569,3.2,0,False,2026-04-27
medikoo/es5-ext,1792941,3.8,1,False,2026-04-27
medikoo/es6-symbol,14423385,3.9,0,False,2026-04-27
medikoo/type,177198492,3.8,0,False,2026-04-27
mhammond/pywin32,108187130,,1,False,
micheles/decorator,14656555,4.2,0,True,2026-04-27
micromark/micromark,157420458,4.0,0,False,2026-04-27
micromatch/anymatch,11458302,3.7,0,False,2026-04-27
micromatch/braces,25475303,3.9,2,False,2026-04-27
micromatch/is-glob,28179425,3.7,0,False,2026-04-27
micromatch/micromatch,27359938,3.9,1,False,2026-04-27
micromatch/picomatch,156211895,6.8,0,False,2026-04-27
micromatch/to-regex-range,40355891,3.6,0,False,2026-04-27
microsoft/tslib,34414315,7.4,0,True,2026-04-27
microsoft/typescript,20929025,,0,True,
microsoft/windows-rs,208102250,6.4,1,False,2026-04-27
minimistjs/minimist,549230701,,1,False,
mitsuhiko/insta,165561258,,0,False,
mlocati/gettext-iconv-windows,12751919,4.0,,False,2026-04-27
mm2/little-cms,507969,6.8,,True,2026-04-27
moment/moment,1424470,,2,False,
more-itertools/more-itertools,4144530,5.1,0,True,2026-04-27
motdotla/dotenv,11205780,4.8,0,False,2026-04-27
moxystudio/node-cross-spawn,21335844,2.7,1,False,2026-04-27
mozilla/source-map,2014930,4.0,0,False,2026-04-27
mrabarnett/mrab-regex,309446978,4.6,0,True,2026-04-27
mrmlnc/fast-glob,77467076,3.3,0,False,2026-04-27
msgpack/msgpack-python,2242705,6.5,0,True,2026-04-27
mvdnes/spin-rs,21686666,5.3,2,False,2026-04-27
mysticatea/abort-controller,105228556,3.0,0,False,2026-04-27
mysticatea/event-target-shim,31137469,2.7,0,False,2026-04-27
nghttp2/nghttp2,11452676,,,True,
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,3.3,0,False,2026-04-27
nlnetlabs/unbound,94195301,,,True,
node-fetch/fetch-blob,186960326,4.4,0,False,2026-04-27
node-fetch/node-fetch,29849956,5.3,2,False,2026-04-27
nodeca/argparse,4325614,3.5,0,False,2026-04-27
nodeca/js-yaml,2504175,4.2,1,True,2026-04-27
nodeca/pako,16231859,4.9,0,True,2026-04-27
nodejs/readable-stream,5187096,5.0,0,False,2026-04-27
nodejs/string_decoder,95052330,3.9,0,False,2026-04-27
nodejs/undici,133092972,7.8,15,False,2026-04-27
nodelib/nodelib,129310478,,0,False,
npm/abbrev-js,554893,,0,False,
npm/cacache,193812470,,0,False,
npm/fs-minipass,102982143,5.0,0,False,2026-04-27
npm/hosted-git-info,25002984,6.5,1,False,2026-04-27
npm/inflight,19442260,,0,False,
npm/ini,2167680,,0,False,
npm/json-parse-even-better-errors,211384370,,0,False,
npm/mute-stream,5159166,,0,False,
npm/node-semver,1357199,6.7,1,False,2026-04-27
npm/node-which,2169708,6.5,0,False,2026-04-27
npm/nopt,1544436,,0,False,
npm/normalize-package-data,9301720,,0,False,
npm/ssri,193817839,,1,False,
npm/unique-slug,35246620,,0,False,
npm/wrappy,24208073,4.0,0,False,2026-04-27
npm/write-file-atomic,23896209,,0,False,
numpy/numpy,908607,7.9,8,True,2026-04-27
nv/cssom,1025209,3.0,0,False,2026-04-27
nvzqz/static-assertions-rs,100129252,3.3,0,False,2026-04-27
oauthlib/oauthlib,2811323,6.9,1,True,2026-04-27
octokit/openapi-types.ts,304109193,,0,False,
octokit/types.ts,216109757,,0,False,
oozcitak/xmlbuilder-js,1042809,3.0,0,False,2026-04-27
open-telemetry/opentelemetry-js,185901023,7.2,1,False,2026-04-27
open-telemetry/opentelemetry-js-contrib,255986659,7.5,0,False,2026-04-27
open-telemetry/opentelemetry-python,185478926,7.3,1,False,2026-04-27
open-telemetry/opentelemetry-python,185478926,7.3,1,False,2026-04-27
openssl/openssl,7634677,7.1,,True,2026-04-06
opensuse/ca-certificates,10785433,3.5,,False,2026-04-27
p11-glue/p11-kit,12060420,,,True,
pallets/click,19103692,7.7,0,True,2026-04-27
pallets/flask,596892,6.9,2,True,2026-04-27
pallets/itsdangerous,1945034,5.6,0,True,2026-04-27
pallets/jinja,994551,5.6,8,True,2026-04-27
pallets/markupsafe,734244,5.8,0,True,2026-04-27
pallets/werkzeug,997338,6.7,11,False,2026-04-27
pandas-dev/pandas,858127,7.4,0,True,2026-04-27
paramiko/paramiko,119609,,3,True,
paulmillr/chokidar,4090287,4.6,0,False,2026-04-27
paulmillr/readdirp,4494405,3.5,0,False,2026-04-27
pcre2project/pcre2,398251321,8.6,,True,2026-04-07
pest-parser/pest,56964647,,0,True,
peternator7/strum,80964373,5.6,0,False,2026-04-27
petkaantonov/bluebird,12670444,2.4,0,False,2026-04-27
pexpect/ptyprocess,24727748,3.3,0,False,2026-04-27
pillarjs/encodeurl,60721766,6.4,0,False,2026-04-27
pillarjs/finalhandler,20547377,7.5,0,False,2026-04-27
pillarjs/iconv-lite,2743221,6.8,0,False,2026-04-27
pillarjs/parseurl,17533192,6.3,0,False,2026-04-27
pillarjs/path-to-regexp,5265803,7.6,2,False,2026-04-27
pillarjs/send,4879977,7.2,1,False,2026-04-27
pkgconf/pkgconf,4180110,5.0,,False,2026-04-27
postcss/postcss,13078968,6.8,3,False,2026-04-27
postcss/postcss-selector-parser,36500102,3.9,0,False,2026-04-27
prettier/prettier,75104123,,0,False,
primus/eventemitter3,13100677,3.4,0,False,2026-04-27
proptest-rs/proptest,94702898,6.0,0,False,2026-04-27
psf/requests,1362490,,6,True,
psycopg/psycopg2,7730829,4.9,0,True,2026-04-06
pvorb/node-clone,2317381,3.5,0,False,2026-04-27
py4j/py4j,1045976,3.4,0,False,2026-04-27
pyasn1/pyasn1,512723255,6.3,0,False,2026-04-27
pyasn1/pyasn1-modules,512723354,5.4,0,True,2026-04-27
pyca/bcrypt,9993757,,0,False,
pyca/cryptography,11939484,8.4,16,True,2026-04-27
pyca/pynacl,8350032,7.8,1,True,2026-04-07
pyca/pyopenssl,15778059,,1,False,
pydantic/pydantic,90194616,6.8,2,True,2026-04-27
pydantic/typing-inspection,930576948,3.7,0,False,2026-04-27
pygments/pygments,205564111,6.1,4,True,2026-04-27
pypa/distlib,436970140,3.5,0,True,2026-04-27
pypa/packaging,19837758,8.5,0,True,2026-04-27
pypa/pip,1446467,7.5,8,True,2026-04-27
pypa/setuptools,54980593,5.8,4,True,2026-04-27
pypa/virtualenv,1446474,6.6,2,False,2026-04-27
pypa/wheel,98346885,5.5,1,True,2026-04-27
pyparsing/pyparsing,91262163,,0,True,
pytest-dev/iniconfig,66012563,4.4,0,True,2026-04-27
pytest-dev/pluggy,34739117,5.9,0,False,2026-04-27
pytest-dev/pytest,37489525,6.7,0,False,2026-04-27
python-attrs/attrs,29918975,,0,True,
python-cffi/cffi,696427398,5.2,0,False,2026-04-27
python-greenlet/greenlet,3003137,5.9,0,False,2026-04-27
python-hyper/brotlicffi,43543393,,0,False,
python-hyper/h11,57372073,,1,True,
python-jsonschema/jsonschema,3072629,7.5,0,False,2026-04-27
python-jsonschema/referencing,569027868,7.0,0,False,2026-04-27
python-poetry/poetry-core,238972646,,0,False,
python-poetry/tomlkit,140365570,4.4,0,False,2026-04-27
python-trio/sniffio,142657210,,0,False,
python/importlib_metadata,306448340,5.7,0,True,2026-04-27
python/importlib_resources,306147182,5.3,0,False,2026-04-27
python/mypy,7053637,6.9,0,False,2026-04-27
python/typeshed,31696383,6.5,0,False,2026-04-27
python/typing,24604008,,0,False,
python/tzdata,242158882,7.4,0,False,2026-04-27
qix-/color-convert,1874305,3.7,1,False,2026-04-27
qix-/node-error-ex,41388258,3.0,1,False,2026-04-27
qix-/node-is-arrayish,41376759,2.9,1,False,2026-04-27
qt/qt5,9880318,3.7,,False,2026-04-27
radix-ui/primitives,273499522,4.2,0,False,2026-04-27
raszi/node-tmp,2313213,,1,False,
raynos/for-each,6006855,3.8,0,False,2026-04-27
raynos/function-bind,10727014,4.6,0,False,2026-04-27
raynos/xtend,4419184,3.3,0,False,2026-04-27
rayon-rs/either,42479602,,0,False,
rayon-rs/rayon,24725038,5.5,0,False,2026-04-27
reactivex/rxjs,32247847,,0,False,
realpython/pytest-mypy,69576530,3.7,0,False,2026-04-27
remix-run/react-router,19872456,,2,False,
remusao/tldts,97631656,4.6,0,False,2026-04-27
requests/requests-oauthlib,6825724,,0,False,
requests/toolbelt,15515181,4.4,0,True,2026-04-27
retep998/winapi-rs,23853482,2.7,0,False,2026-04-27
rich-harris/estree-walker,33668779,2.8,0,False,2026-04-27
rich-harris/magic-string,26143240,3.2,0,False,2026-04-27
rob--w/proxy-from-env,52038793,3.6,0,False,2026-04-27
rollup/plugins,203607977,4.7,0,False,2026-04-27
ronaldoussoren/pyobjc,243933900,,0,False,
rust-cli/anstyle,493821282,,1,False,
rust-cli/env_logger,96382888,6.7,0,False,2026-04-27
rust-embedded/critical-section,365854323,,0,False,
rust-fuzz/arbitrary,90591032,4.4,0,False,2026-04-27
rust-itertools/itertools,22360263,,0,False,
rust-lang-nursery/lazy-static.rs,21157492,5.2,0,False,2026-04-27
rust-lang/cc-rs,26039547,7.9,0,False,2026-04-27
rust-lang/cfg-if,38723660,5.1,0,False,2026-04-27
rust-lang/compiler-builtins,65153793,6.8,0,False,2026-04-27
rust-lang/flate2-rs,21954009,6.6,0,True,2026-04-27
rust-lang/futures-rs,55077261,7.2,4,False,2026-04-27
rust-lang/glob,23241722,5.4,0,False,2026-04-27
rust-lang/hashbrown,155119796,5.8,1,False,2026-04-27
rust-lang/libc,29197565,6.6,0,False,2026-04-27
rust-lang/libz-sys,26042019,6.4,0,False,2026-04-27
rust-lang/log,27974762,6.5,0,False,2026-04-27
rust-lang/pkg-config-rs,26042035,4.3,0,False,2026-04-27
rust-lang/regex,27890669,6.2,1,True,2026-04-27
rust-lang/rust,724712,,0,False,
rust-lang/tempdir,31728565,3.6,0,False,2026-04-27
rust-num/num-traits,114705611,4.2,0,False,2026-04-27
rust-phf/rust-phf,15992970,6.6,0,False,2026-04-27
rust-random/getrandom,166545969,7.4,0,False,2026-04-27
rust-random/rand,30227790,6.8,1,False,2026-04-27
rust-random/rand_core,1086593277,7.0,2,False,2026-04-27
rust-random/rngs,209510094,5.3,0,False,2026-04-27
rustcrypto/formats,406051759,6.1,0,False,2026-04-27
rustcrypto/hashes,74106774,5.8,3,False,2026-04-27
rustcrypto/stream-ciphers,83051505,6.0,1,False,2026-04-27
rustcrypto/traits,85605821,,0,False,
rustcrypto/utils,77307442,5.6,2,False,2026-04-27
rvagg/bl,10706095,5.4,0,False,2026-04-27
rvagg/prr,9151864,3.0,0,False,2026-04-27
rvagg/through2,11808187,3.2,0,False,2026-04-27
ryanzim/universalify,87651180,3.3,0,False,2026-04-27
salesforce/tough-cookie,2606873,,1,False,
samn/json-stable-stringify,76598131,2.5,0,False,2026-04-27
samverschueren/decode-uri-component,91837954,3.7,1,False,2026-04-27
sboudrias/inquirer.js,10114077,5.6,0,False,2026-04-27
scikit-build/ninja-python-distributions,75102202,,0,False,
scikit-learn/scikit-learn,843222,,3,True,
scipy/scipy,1460385,5.9,3,True,2026-04-27
seanmonstar/reqwest,62350380,,0,False,
sec-ant/readable-stream,569980966,3.8,0,False,2026-04-27
serde-rs/bytes,87358441,,0,False,
serde-rs/json,35894511,5.6,0,True,2026-04-27
serde-rs/serde,14367737,5.6,0,False,2026-04-27
serde-rs/test,670894947,4.1,0,False,2026-04-27
servo/rust-fnv,33499190,,0,False,
servo/rust-smallvec,33456236,,5,False,
servo/rust-url,14934771,7.1,1,False,2026-04-27
shtylman/node-process,7580644,3.0,0,False,2026-04-27
sinclairzx81/sinclair-typebox,1122129819,3.6,0,False,2026-04-27
sindresorhus/ansi-escapes,40721875,4.0,0,False,2026-04-27
sindresorhus/array-union,21005682,3.8,0,False,2026-04-27
sindresorhus/binary-extensions,29771015,3.9,0,False,2026-04-27
sindresorhus/callsites,18938743,3.8,0,False,2026-04-27
sindresorhus/camelcase,25116836,4.0,0,False,2026-04-27
sindresorhus/clean-stack,62838930,3.9,0,False,2026-04-27
sindresorhus/cli-cursor,23512396,3.8,0,False,2026-04-27
sindresorhus/crypto-random-string,73665728,3.9,0,False,2026-04-27
sindresorhus/decamelize,29773710,3.9,0,False,2026-04-27
sindresorhus/detect-newline,21304485,3.8,0,False,2026-04-27
sindresorhus/environment,793180075,3.9,0,False,2026-04-27
sindresorhus/escape-string-regexp,21169121,3.9,0,False,2026-04-27
sindresorhus/execa,47475908,4.5,0,False,2026-04-27
sindresorhus/figures,21672939,3.9,0,False,2026-04-27
sindresorhus/file-type,19105307,4.0,1,False,2026-04-27
sindresorhus/find-cache-dir,48783244,3.9,0,False,2026-04-27
sindresorhus/find-up,41723004,4.0,0,False,2026-04-27
sindresorhus/find-up-simple,714044439,3.9,0,False,2026-04-27
sindresorhus/get-east-asian-width,711160838,4.4,0,False,2026-04-27
sindresorhus/get-stream,44264225,4.0,0,False,2026-04-27
sindresorhus/globals,15186239,4.8,0,False,2026-04-27
sindresorhus/globby,21069494,4.2,0,False,2026-04-27
sindresorhus/has-flag,38718671,3.9,0,False,2026-04-27
sindresorhus/import-fresh,22020904,3.9,0,False,2026-04-27
sindresorhus/import-local,90292430,3.9,0,False,2026-04-27
sindresorhus/indent-string,20576837,3.9,0,False,2026-04-27
sindresorhus/is-binary-path,29771247,3.8,0,False,2026-04-27
sindresorhus/is-docker,33590534,3.9,0,False,2026-04-27
sindresorhus/is-fullwidth-code-point,39222301,4.1,0,False,2026-04-27
sindresorhus/is-inside-container,601943060,3.6,0,False,2026-04-27
sindresorhus/is-path-inside,21054113,3.9,0,False,2026-04-27
sindresorhus/is-plain-obj,38923193,3.8,0,False,2026-04-27
sindresorhus/is-stream,29436825,3.9,0,False,2026-04-27
sindresorhus/is-unicode-supported,348660847,3.9,0,False,2026-04-27
sindresorhus/is-wsl,88415331,4.1,0,False,2026-04-27
sindresorhus/leven,22794601,3.9,0,False,2026-04-27
sindresorhus/locate-path,74266248,3.9,0,False,2026-04-27
sindresorhus/log-symbols,21673868,3.8,0,False,2026-04-27
sindresorhus/lowercase-keys,29769737,4.2,0,False,2026-04-27
sindresorhus/make-dir,90776169,3.9,0,False,2026-04-27
sindresorhus/meow,25121561,4.8,0,False,2026-04-27
sindresorhus/mimic-fn,71381729,3.9,0,False,2026-04-27
sindresorhus/mimic-function,71381729,3.9,0,False,2026-04-27
sindresorhus/mimic-response,93189529,3.9,0,False,2026-04-27
sindresorhus/node-defaults,7985040,3.8,0,False,2026-04-27
sindresorhus/normalize-url,29094022,4.2,1,False,2026-04-27
sindresorhus/npm-run-path,48707028,3.9,0,False,2026-04-27
sindresorhus/object-assign,16457190,3.9,0,False,2026-04-27
sindresorhus/onetime,14847357,4.1,0,False,2026-04-27
sindresorhus/open,18469325,4.1,0,False,2026-04-27
sindresorhus/p-limit,71542716,4.7,0,False,2026-04-27
sindresorhus/p-locate,74265632,4.1,0,False,2026-04-27
sindresorhus/p-map,71526722,3.8,0,False,2026-04-27
sindresorhus/p-try,71534796,3.8,0,False,2026-04-27
sindresorhus/parent-module,50187748,3.9,0,False,2026-04-27
sindresorhus/parse-json,41367145,4.2,0,False,2026-04-27
sindresorhus/path-exists,34965664,3.8,0,False,2026-04-27
sindresorhus/path-is-absolute,30900285,3.6,0,False,2026-04-27
sindresorhus/path-key,48706449,3.9,0,False,2026-04-27
sindresorhus/path-type,41905436,3.8,0,False,2026-04-27
sindresorhus/pify,41585934,3.9,0,False,2026-04-27
sindresorhus/pkg-dir,41724281,4.0,0,False,2026-04-27
sindresorhus/quick-lru,86679721,4.1,0,False,2026-04-27
sindresorhus/read-pkg,41790094,4.0,0,False,2026-04-27
sindresorhus/read-pkg-up,41842429,3.9,0,False,2026-04-27
sindresorhus/resolve-cwd,47504070,3.9,0,False,2026-04-27
sindresorhus/resolve-from,22022707,3.9,0,False,2026-04-27
sindresorhus/restore-cursor,23512229,3.0,0,False,2026-04-27
sindresorhus/shebang-regex,30903733,3.8,0,False,2026-04-27
sindresorhus/slash,11516031,3.9,0,False,2026-04-27
sindresorhus/string-width,39222730,4.8,0,False,2026-04-27
sindresorhus/strip-bom,18444852,3.9,0,False,2026-04-27
sindresorhus/strip-final-newline,47453723,3.9,0,False,2026-04-27
sindresorhus/strip-indent,18242629,3.9,0,False,2026-04-27
sindresorhus/strip-json-comments,14468669,3.8,0,False,2026-04-27
sindresorhus/tagged-tag,795552264,3.9,0,False,2026-04-27
sindresorhus/to-fast-properties,31656998,3.8,0,False,2026-04-27
sindresorhus/type-fest,175398594,6.3,0,False,2026-04-27
sindresorhus/unicorn-magic,716660564,3.8,0,False,2026-04-27
sindresorhus/yocto-queue,315531538,3.9,0,False,2026-04-27
sinonjs/commons,143001748,3.6,0,False,2026-04-27
sinonjs/fake-timers,16523712,,0,False,
smithy-lang/smithy-rs,308027791,,1,False,
smithy-lang/smithy-typescript,208319207,6.6,0,False,2026-04-27
smol-rs/fastrand,267368764,,0,False,
snowflakedb/snowflake-connector-python,62262074,6.0,6,False,2026-04-27
socketio/socket.io,557980,,9,False,
sqlalchemy/sqlalchemy,159271175,,1,True,
srijs/rust-crc32fast,157348282,3.8,0,False,2026-04-27
stebalien/tempfile,33832372,6.6,0,False,2026-04-27
stefanpenner/get-caller-file,48818175,1.9,0,False,2026-04-27
storybookjs/storybook,54173593,5.8,1,False,2026-04-27
stream-utils/destroy,15544623,3.3,0,False,2026-04-27
stream-utils/raw-body,12823654,6.6,0,False,2026-04-27
stream-utils/unpipe,37428186,3.0,0,False,2026-04-27
streamich/memfs,37490572,5.2,0,False,2026-04-27
stub42/pytz,63155638,4.8,0,True,2026-04-27
suguru03/neo-async,27030361,2.8,0,False,2026-04-27
sval-rs/sval,157205610,4.9,0,False,2026-04-27
swc-project/swc,115110181,5.3,0,True,2026-04-27
sybrenstuvel/python-rsa,50107469,5.4,3,True,2026-04-27
syntax-tree/unist-util-is,41795086,3.9,0,False,2026-04-27
systemd/systemd,32873313,8.9,,True,2026-04-06
taiki-e/pin-project,164668916,7.2,0,False,2026-04-27
taiki-e/pin-project-lite,216847853,7.2,0,False,2026-04-27
taiki-e/portable-atomic,448365131,7.8,0,False,2026-04-27
tapjs/signal-exit,35711072,3.0,0,False,2026-04-27
tapjs/stack-utils,48974178,3.1,0,False,2026-04-27
tartley/colorama,18892209,4.2,0,False,2026-04-27
teambition/merge2,25396227,,0,False,
teddriggs/darling,89984100,4.0,0,False,2026-04-27
tehshrike/deepmerge,3276413,1.8,0,False,2026-04-27
terkelg/sisteransi,122441239,3.1,0,False,2026-04-27
terser/terser,29097127,5.9,1,False,2026-04-27
textualize/rich,220809393,6.8,0,True,2026-04-27
theskumar/python-dotenv,23727790,5.9,0,False,2026-04-27
thlorenz/convert-source-map,8751561,3.9,0,False,2026-04-27
thlorenz/deep-is,9345558,2.5,0,False,2026-04-27
tim-kos/node-retry,1738798,3.3,0,False,2026-04-27
time-rs/time,26459635,,1,False,
tj/commander.js,2206953,6.7,0,False,2026-04-27
tkem/cachetools,18006791,7.5,0,True,2026-04-27
tokio-rs/bytes,30062547,5.5,0,False,2026-04-27
tokio-rs/loom,161875917,,0,False,
tokio-rs/prost,94262864,6.9,2,True,2026-04-27
tokio-rs/slab,37093133,4.5,1,False,2026-04-27
tokio-rs/tokio,67836789,7.7,5,True,2026-04-27
tokio-rs/tracing,165289175,,2,False,
toml-rs/toml,95902102,7.8,0,False,2026-04-27
tootallnate/proxy-agents,11293703,4.2,2,False,2026-04-27
tootallnate/util-deprecate,19321056,3.1,0,False,2026-04-27
tower-rs/tower,98244646,,0,False,
tox-dev/filelock,17098256,7.7,1,False,2026-04-27
tox-dev/platformdirs,367032142,7.6,0,False,2026-04-27
troygoode/node-require-directory,3053807,2.9,0,False,2026-04-27
trysound/postcss-value-parser,40920306,2.3,0,False,2026-04-27
tsconfig/bases,263697285,4.7,0,False,2026-04-27
tukaani-project/xz,553665726,5.4,,True,2026-04-07
typescript-eslint/typescript-eslint,165536154,6.2,0,False,2026-04-27
unicode-org/icu4x,243395141,6.4,2,False,2026-04-27
unicode-rs/unicode-xid,34637906,3.5,0,False,2026-04-27
unshiftio/requires-port,26316179,3.2,0,False,2026-04-27
uqfoundation/dill,11031844,4.1,0,True,2026-04-27
urllib3/urllib3,2410676,8.9,14,True,2026-04-27
util-linux/util-linux,2339555,7.4,,True,2026-04-06
uuidjs/uuid,1203139,6.8,0,False,2026-04-27
vercel/ai,644461337,6.3,1,False,2026-04-27
vercel/ms,3655872,5.3,1,False,2026-04-27
vercel/next.js,70107786,6.0,27,False,2026-04-27
visionmedia/bytes.js,4626886,3.2,0,False,2026-04-27
visionmedia/node-cookie-signature,6229722,2.9,0,False,2026-04-27
vitest-dev/vitest,434708679,5.9,1,False,2026-04-27
vorner/signal-hook,137260008,4.4,0,False,2026-04-27
vuejs/core,137078487,5.6,1,False,2026-04-27
wasm-bindgen/wasm-bindgen,114685405,6.6,0,False,2026-04-27
watson/ci-info,71475907,3.2,0,False,2026-04-27
wbond/asn1crypto,36823669,4.5,0,True,2026-04-27
webmproject/libwebp,23368445,3.9,,False,2026-04-06
webpack/enhanced-resolve,5400204,6.5,0,False,2026-04-27
webpack/loader-utils,6503675,5.0,3,False,2026-04-27
webpack/schema-utils,80306715,4.5,0,False,2026-04-27
webpack/tapable,7730086,6.3,0,False,2026-04-27
webpack/terser-webpack-plugin,143057914,6.6,0,False,2026-04-27
webpack/watchpack,24119524,6.5,0,False,2026-04-27
webpack/webpack-sources,48954523,6.4,0,False,2026-04-27
webreflection/flatted,131121620,5.6,0,False,2026-04-27
webreflection/html-escaper,33597730,3.0,0,False,2026-04-27
websocket-client/websocket-client,1202362,4.0,0,True,2026-04-27
websockets/ws,2744972,5.5,2,False,2026-04-27
wesleytodd/setprototypeof,30301031,3.6,0,False,2026-04-27
whitequark/ipaddr.js,2110585,3.9,0,False,2026-04-27
withoutboats/heck,86326466,3.4,0,False,2026-04-27
xiph/ogg,33956205,3.3,,False,2026-04-27
xtuc/webassemblyjs,113006071,2.6,0,False,2026-04-27
yahoo/serialize-javascript,24106944,,1,False,
yaml/libyaml,2699072,3.6,,True,2026-04-27
yaml/pyyaml,2700147,4.6,3,True,2026-04-27
yargs/cliui,34287546,,0,False,
yargs/set-blocking,58830287,2.8,0,False,2026-04-27
yargs/y18n,39720886,,1,False,
yargs/yargs,14210523,5.7,0,False,2026-04-27
yargs/yargs-parser,50258379,5.4,0,False,2026-04-27
yuzujs/setimmediate,1981208,3.0,0,False,2026-04-27
zertosh/loose-envify,41947687,3.0,0,False,2026-04-27
zloirock/core-js,11481338,4.0,0,False,2026-04-27
