repo,value_class,archived,pushed_at,days_since_push,is_eol,eol_method,source,eol_checked_at
daaku/nodejs-makeerror,B,False,2021-10-23T14:00:48Z,1646,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/object-visit,B,False,2023-03-14T06:07:43Z,1140,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
thlorenz/deep-is,B,False,2021-09-04T16:55:12Z,1695,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
eslint-community/eslint-utils,B,False,2026-04-14T08:49:38Z,13,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/array-union,B,False,2021-03-01T18:43:16Z,1882,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
tehshrike/deepmerge,B,False,2023-04-21T05:16:12Z,1102,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/resolve-cwd,B,False,2021-01-23T18:33:02Z,1919,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
remusao/tldts,B,False,2026-04-17T04:03:36Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
pillarjs/send,B,False,2026-04-01T02:34:50Z,26,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jsdom/xml-name-validator,B,False,2023-11-12T05:37:51Z,897,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/json-parse-even-better-errors,B,False,2026-03-23T15:38:29Z,34,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
rob--w/proxy-from-env,B,False,2026-03-14T18:24:35Z,43,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
garycourt/uri-js,B,False,2023-12-06T13:56:13Z,872,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jslicense/spdx-correct.js,B,False,2024-04-15T23:15:02Z,741,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
yahoo/serialize-javascript,B,False,2026-03-02T23:26:09Z,55,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
open-telemetry/opentelemetry-js,B,False,2026-03-11T16:41:01Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
hapijs/hoek,B,False,2026-02-25T07:24:45Z,61,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
suguru03/neo-async,B,False,2022-12-02T17:22:37Z,1241,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
feross/is-buffer,B,False,2021-08-18T15:42:05Z,1712,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/media-typer,B,False,2026-04-01T02:56:31Z,26,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/forwarded,B,False,2026-04-01T03:31:28Z,26,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
facebook/prop-types,B,True,2024-05-17T08:15:01Z,710,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
stream-utils/unpipe,B,False,2020-12-15T06:33:25Z,1959,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
istanbuljs/istanbuljs,B,False,2025-08-18T12:12:16Z,251,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
tootallnate/proxy-agents,B,False,2026-03-11T19:04:38Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/open,B,False,2025-11-15T08:22:56Z,163,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/vary,B,False,2026-04-02T16:30:02Z,24,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
fb55/css-select,B,False,2026-04-15T13:53:30Z,11,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/find-cache-dir,B,False,2025-04-08T15:25:25Z,383,False,github_archived,api,2026-04-27T10:35:07+00:00
jshttp/range-parser,B,False,2026-02-02T19:39:18Z,83,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
rich-harris/estree-walker,B,False,2025-09-07T19:57:21Z,231,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
troygoode/node-require-directory,B,False,2021-12-23T01:02:35Z,1586,False,github_archived,api,2026-04-27T10:35:07+00:00
isaacs/cliui,B,False,2026-02-05T18:57:07Z,80,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/available-typed-arrays,B,False,2026-03-10T16:09:27Z,47,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
browserify/node-util,B,False,2024-12-21T10:14:56Z,492,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jaredwray/keyv,B,False,2026-03-04T03:31:32Z,54,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
crypto-browserify/randombytes,B,False,2024-12-21T10:13:14Z,492,False,github_archived,api,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
fb55/css-what,B,False,2026-04-17T10:32:40Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/has-value,B,False,2018-03-03T20:49:13Z,2976,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
unshiftio/requires-port,B,False,2023-07-14T21:05:22Z,1017,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
webpack/webpack-sources,B,False,2026-04-16T19:00:54Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
estools/escodegen,B,False,2024-07-17T02:01:51Z,649,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
kemitchell/validate-npm-package-license.js,B,False,2021-04-14T14:00:00Z,1838,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/internal-slot,B,False,2024-12-13T16:01:56Z,499,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
faye/websocket-driver-node,B,False,2023-09-07T18:21:11Z,962,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
raynos/xtend,B,True,2020-08-10T09:24:45Z,2086,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
rvagg/through2,B,False,2022-11-22T08:53:01Z,1252,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
rich-harris/magic-string,B,False,2025-10-24T00:59:09Z,185,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
eslint/eslint,B,False,2026-03-11T17:30:06Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
litejs/natural-compare-lite,B,False,2024-10-11T10:25:44Z,563,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
kriskowal/asap,B,False,2022-01-05T15:19:29Z,1572,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/global-prefix,B,False,2024-08-17T16:20:24Z,617,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/accepts,B,False,2026-04-02T16:03:36Z,24,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/read-pkg-up,B,False,2025-11-07T18:11:06Z,170,False,github_archived,api,2026-04-27T10:35:07+00:00
pillarjs/finalhandler,B,False,2026-04-01T00:27:07Z,26,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/log-symbols,B,False,2025-05-21T13:47:41Z,340,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/has-proto,B,False,2026-01-13T19:31:43Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/decamelize,B,False,2026-03-10T20:37:27Z,47,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
radix-ui/primitives,B,False,2026-02-13T17:32:48Z,72,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
webreflection/html-escaper,B,False,2021-02-18T08:35:18Z,1894,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
iarna/aproba,B,False,2025-07-12T17:10:40Z,288,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
blakeembrey/array-flatten,B,False,2025-06-24T05:32:34Z,307,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
andrewrk/node-pend,B,False,2014-11-23T21:52:12Z,4172,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
rvagg/prr,B,True,2017-12-07T22:02:09Z,3062,True,github_archived,api,2026-04-27T10:35:07+00:00
sindresorhus/clean-stack,B,False,2025-11-04T06:46:30Z,174,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/strip-indent,B,False,2025-10-12T14:55:56Z,196,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/word-wrap,B,False,2024-04-22T18:34:12Z,734,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
lukeed/kleur,B,False,2023-06-07T07:24:18Z,1055,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/to-fast-properties,B,False,2021-09-30T22:26:14Z,1669,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
oozcitak/xmlbuilder-js,B,False,2025-12-01T07:52:09Z,147,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
calvinmetcalf/process-nextick-args,B,False,2019-06-19T20:34:13Z,2503,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/map-cache,B,False,2016-05-10T10:51:10Z,3638,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ardatan/graphql-tools,B,False,2026-03-10T23:43:05Z,47,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
medikoo/es6-symbol,B,False,2024-03-01T13:27:04Z,786,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
samverschueren/decode-uri-component,B,False,2023-12-30T21:25:37Z,848,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-array-buffer,B,False,2025-12-30T01:55:58Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
lddubeau/xmlchars,B,True,2025-12-31T20:07:39Z,116,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/unique-slug,B,False,2026-03-26T16:53:17Z,31,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
webpack/enhanced-resolve,B,False,2026-04-17T11:24:56Z,9,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
antonk52/lilconfig,B,False,2025-12-10T09:00:48Z,138,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
radix-ui/primitives,B,False,2026-02-13T17:32:48Z,72,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
eventualbuddha/lines-and-columns,B,False,2023-11-07T01:41:46Z,902,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jaredwray/cacheable,B,False,2026-02-27T16:41:49Z,58,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
expressjs/body-parser,B,False,2026-03-04T08:51:16Z,54,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
fb55/htmlparser2,B,False,2026-03-10T12:43:46Z,47,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/es-shim-unscopables,B,False,2026-01-13T19:32:24Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
isaacs/minizlib,B,False,2025-09-21T21:27:03Z,217,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
kriszyp/json-schema,B,False,2022-08-23T16:09:40Z,1342,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jsdom/whatwg-mimetype,B,False,2026-01-21T10:27:16Z,96,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/fresh,B,False,2026-04-01T01:30:25Z,26,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/type-is,B,False,2026-04-02T16:05:49Z,24,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/import-local,B,False,2024-07-22T10:56:51Z,643,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
zloirock/core-js,B,False,2026-03-11T18:04:53Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/string.prototype.trimend,B,False,2026-01-13T19:30:58Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/content-disposition,B,False,2026-04-08T22:37:24Z,18,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
kevinbeaty/any-promise,B,False,2018-10-01T08:39:19Z,2765,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/ssri,B,False,2026-03-24T14:56:03Z,33,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/normalize-url,B,False,2026-02-19T21:06:38Z,66,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
kevva/dir-glob,B,False,2019-09-30T12:07:12Z,2400,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/node-defaults,B,False,2023-10-18T10:12:27Z,922,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
loganfsmyth/gensync,B,False,2022-12-07T10:44:54Z,1236,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
joshuakgoldberg/ts-api-utils,B,False,2026-04-17T01:36:00Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
qix-/node-error-ex,B,False,2025-09-15T14:56:37Z,223,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
dmitrysoshnikov/regexp-tree,B,False,2026-01-21T23:26:41Z,95,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/etag,B,False,2026-03-01T11:57:23Z,56,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
davisjam/safe-regex,B,False,2022-11-01T15:52:16Z,1272,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
estools/esquery,B,False,2025-12-31T15:42:18Z,116,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jaredwray/keyv,B,False,2026-03-04T03:31:32Z,54,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sinonjs/fake-timers,B,False,2026-04-11T17:09:17Z,15,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/nopt,B,False,2026-04-06T21:08:55Z,20,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/regexp.prototype.flags,B,False,2025-12-10T06:38:09Z,138,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/which-boxed-primitive,B,False,2026-03-19T04:28:13Z,39,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
pvorb/node-clone,B,False,2021-11-06T19:54:07Z,1632,False,github_archived,api,2026-04-27T10:35:07+00:00
sindresorhus/parent-module,B,False,2025-09-15T07:20:47Z,224,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
fitzgen/glob-to-regexp,B,True,2019-07-17T10:22:53Z,2476,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/string.prototype.trimstart,B,False,2026-01-13T19:31:02Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
eslint/rewrite,B,False,2026-04-17T06:34:58Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
expressjs/serve-static,B,False,2026-01-03T18:08:02Z,113,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
brianloveswords/node-jwa,B,False,2026-03-30T19:03:42Z,27,False,github_archived,api,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-boolean-object,B,False,2025-12-30T01:56:03Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
fb55/nth-check,B,False,2026-04-15T14:25:39Z,11,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-number-object,B,False,2025-12-30T01:56:25Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
visionmedia/node-cookie-signature,B,False,2025-04-30T17:42:26Z,361,False,github_archived,api,2026-04-27T10:35:07+00:00
terkelg/sisteransi,B,False,2022-08-08T18:48:08Z,1357,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
aws/aws-sdk-js-v3,B,False,2026-03-11T17:22:43Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
nv/cssom,B,False,2023-04-18T01:21:40Z,1105,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
lukeed/dequal,B,False,2026-01-24T12:33:10Z,92,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mafintosh/tar-stream,B,False,2026-02-28T13:26:28Z,57,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/leven,B,False,2025-09-11T12:27:54Z,227,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
dcodeio/long.js,B,False,2025-04-17T17:32:07Z,374,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
fsevents/fsevents,B,False,2024-09-03T21:54:37Z,600,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/cacache,B,False,2026-03-26T01:13:33Z,32,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
emotion-js/emotion,B,False,2025-11-04T12:47:00Z,173,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-bigint,B,False,2025-12-30T01:56:02Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
nicolo-ribaudo/babel-preset-current-node-syntax,B,False,2025-07-30T15:13:52Z,270,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
isaacs/node-tar,B,False,2026-03-24T15:12:32Z,33,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
samn/json-stable-stringify,B,False,2021-04-11T19:15:36Z,1841,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/typed-array-buffer,B,False,2026-01-16T06:48:04Z,101,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
braveg1rl/performance-now,B,False,2021-02-05T06:42:49Z,1907,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jviereck/regjsparser,B,False,2026-04-04T20:51:24Z,22,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/object.values,B,False,2025-12-30T01:55:08Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/file-type,B,False,2026-03-09T09:11:39Z,49,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/fs-minipass,B,False,2025-10-25T18:57:28Z,183,False,github_archived,api,2026-04-27T10:35:07+00:00
radix-ui/primitives,B,False,2026-02-13T17:32:48Z,72,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/methods,B,False,2026-04-02T16:04:39Z,24,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/array-buffer-byte-length,B,False,2026-01-13T19:46:52Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
istanbuljs/test-exclude,B,False,2026-02-22T17:09:46Z,63,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/es-to-primitive,B,False,2025-12-30T01:56:57Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
rvagg/bl,B,False,2026-04-14T04:11:54Z,13,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mathiasbynens/unicode-property-aliases-ecmascript,B,False,2025-09-15T07:32:33Z,224,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/quick-lru,B,False,2025-10-10T07:56:07Z,199,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
webpack/terser-webpack-plugin,B,False,2026-03-10T14:02:38Z,47,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/crypto-random-string,B,False,2022-05-10T06:15:39Z,1448,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
floating-ui/floating-ui,B,False,2026-03-03T03:02:11Z,55,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mathiasbynens/unicode-canonical-property-names-ecmascript,B,False,2024-09-12T08:20:26Z,592,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/functions-have-names,B,False,2026-04-16T03:58:49Z,11,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
syntax-tree/unist-util-is,B,False,2025-10-22T10:53:09Z,186,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
colinhacks/zod,B,False,2026-02-15T14:20:41Z,70,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-arguments,B,False,2026-03-20T06:03:33Z,38,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/meow,B,False,2026-02-20T10:30:43Z,66,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
tapjs/stack-utils,B,False,2023-10-10T17:32:03Z,929,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
stream-utils/destroy,B,False,2024-09-03T21:16:46Z,600,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/array-includes,B,False,2025-12-30T01:53:57Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
petkaantonov/bluebird,B,False,2024-11-07T20:26:46Z,535,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jaredhanson/utils-merge,B,False,2022-12-02T09:58:57Z,1242,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
yuzujs/setimmediate,B,False,2024-01-01T07:03:03Z,847,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
yargs/set-blocking,B,False,2023-12-15T11:34:26Z,863,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
typescript-eslint/typescript-eslint,B,False,2026-03-10T08:35:03Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jorgebucaran/colorette,B,False,2025-10-03T11:20:56Z,205,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sboudrias/inquirer.js,B,False,2026-03-10T23:47:33Z,47,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
moment/moment,B,False,2024-08-14T17:12:19Z,620,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
lovell/detect-libc,B,False,2025-10-05T12:44:37Z,203,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/map-obj,B,False,2025-09-21T07:21:49Z,218,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mbostock/internmap,B,False,2021-12-08T17:46:47Z,1600,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
a11yance/aria-query,B,False,2024-12-06T16:37:20Z,506,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jsdom/jsdom,B,False,2026-03-11T13:09:31Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
eslint/eslintrc,B,False,2026-04-13T08:48:13Z,14,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
brianloveswords/buffer-crc32,B,False,2024-02-06T17:57:12Z,810,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/merge-descriptors,B,False,2023-12-21T20:41:19Z,857,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
lodash/lodash,B,False,2026-02-23T06:14:25Z,63,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/string-length,B,False,2026-01-21T14:39:15Z,95,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/dot-prop,B,False,2025-10-05T12:00:56Z,203,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mysticatea/eslint-utils,B,False,2022-11-21T19:20:55Z,1252,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
qix-/color-string,B,False,2025-11-15T16:33:25Z,162,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
lupomontero/psl,B,False,2025-04-11T14:21:22Z,380,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
