repo,value_class,archived,pushed_at,days_since_push,is_eol,eol_method,source,eol_checked_at
jestjs/jest,A,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,A,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/statuses,A,False,2026-01-03T20:13:02Z,113,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,A,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
zertosh/loose-envify,A,False,2020-12-18T14:02:40Z,1955,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,A,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
shtylman/node-process,A,False,2020-08-07T11:25:53Z,2088,False,github_archived,api,2026-04-27T10:35:07+00:00
inspect-js/node-supports-preserve-symlinks-flag,A,False,2022-11-02T16:24:38Z,1271,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
dcodeio/long.js,A,False,2025-04-17T17:32:07Z,374,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,A,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
nodelib/nodelib,A,False,2025-01-08T17:16:35Z,473,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jensyt/imurmurhash-js,A,False,2013-08-24T20:52:08Z,4628,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
caolan/async,A,False,2026-02-01T15:33:10Z,84,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
frenic/csstype,A,False,2026-02-28T03:05:10Z,58,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
linusu/buffer-from,A,False,2021-07-29T17:05:31Z,1732,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/cookie,A,False,2026-02-28T18:53:23Z,57,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jslicense/spdx-license-ids,A,False,2026-02-20T23:01:24Z,65,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
open-telemetry/opentelemetry-js,A,False,2026-03-11T16:41:01Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,A,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/set-function-length,A,False,2025-12-30T01:57:40Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
webpack/loader-utils,A,True,2024-06-05T15:13:31Z,690,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,A,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mafintosh/end-of-stream,A,False,2025-06-16T13:28:45Z,314,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
kilian/electron-to-chromium,A,False,2026-04-17T06:02:22Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
zloirock/core-js,A,False,2026-03-11T18:04:53Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
typescript-eslint/typescript-eslint,A,False,2026-03-10T08:35:03Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/object-assign,A,False,2023-11-05T18:16:06Z,903,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
medikoo/type,A,False,2024-05-30T19:11:21Z,696,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,A,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
indutny/bn.js,A,False,2026-02-19T01:47:12Z,67,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
paulmillr/chokidar,A,False,2025-12-11T19:26:25Z,136,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
cosmiconfig/cosmiconfig,A,False,2026-03-02T13:27:47Z,55,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ai/nanoid,A,False,2026-02-24T07:51:09Z,62,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
tootallnate/proxy-agents,A,False,2026-03-11T19:04:38Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
visionmedia/bytes.js,A,False,2024-07-05T20:46:24Z,660,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
typescript-eslint/typescript-eslint,A,False,2026-03-10T08:35:03Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/strip-json-comments,A,False,2025-08-08T14:14:06Z,261,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,A,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/globby,A,False,2026-02-18T08:46:39Z,68,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mysticatea/event-target-shim,A,False,2023-01-06T17:18:58Z,1206,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
dougwilson/nodejs-depd,A,False,2024-09-03T21:31:02Z,600,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
floatdrop/require-from-string,A,True,2018-04-09T09:49:52Z,2940,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,A,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mrmlnc/fast-glob,A,False,2025-09-01T08:00:01Z,238,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/hosted-git-info,A,False,2026-04-13T15:34:34Z,13,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
broofa/mime,A,False,2026-02-28T02:57:32Z,58,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
epoberezkin/ajv-keywords,A,False,2023-04-17T03:40:20Z,1106,False,github_archived,api,2026-04-27T10:35:07+00:00
jaredwray/cacheable,A,False,2026-02-27T16:41:49Z,58,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/npm-run-path,A,False,2024-10-28T05:10:35Z,546,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,A,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
chicoxyzzy/node-releases,A,False,2026-04-17T04:07:24Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,A,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,A,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
isaacs/package-json-from-dist,A,False,2024-09-26T18:58:53Z,577,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/possible-typed-array-names,A,False,2026-01-13T19:32:47Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
evanw/node-source-map-support,A,False,2024-08-03T12:06:40Z,631,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jquery/esprima,A,False,2023-04-16T01:17:08Z,1107,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/mimic-response,A,False,2023-11-05T20:41:53Z,903,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sinonjs/commons,A,False,2024-06-16T09:53:15Z,680,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-typed-array,A,False,2025-12-30T01:56:38Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
medikoo/es5-ext,A,False,2025-05-09T10:21:10Z,353,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
webpack/tapable,A,False,2026-01-23T14:09:59Z,93,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
follow-redirects/follow-redirects,A,False,2026-04-13T11:05:47Z,13,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/math-intrinsics,A,False,2024-12-19T05:58:07Z,494,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/ansi-escapes,A,False,2026-02-04T16:21:10Z,81,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
typescript-eslint/typescript-eslint,A,False,2026-03-10T08:35:03Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/indent-string,A,False,2022-06-05T07:44:39Z,1422,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/import-fresh,A,False,2026-02-25T08:03:41Z,61,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-accessor-descriptor,A,False,2026-03-16T05:50:49Z,42,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-data-descriptor,A,False,2025-12-30T01:56:11Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mysticatea/abort-controller,A,False,2021-03-30T17:01:33Z,1853,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
wesleytodd/setprototypeof,A,False,2022-06-24T23:48:22Z,1402,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,A,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jslicense/spdx-expression-parse.js,A,False,2023-11-21T20:19:00Z,887,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,A,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/has-bigints,A,False,2026-03-19T16:41:31Z,38,False,github_archived,api,2026-04-27T10:35:07+00:00
chalk/slice-ansi,A,False,2026-04-04T13:19:33Z,22,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,A,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/mimic-fn,A,False,2024-10-28T05:10:20Z,546,False,github_archived,api,2026-04-27T10:35:07+00:00
babel/babel,A,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
istanbuljs/istanbuljs,A,False,2025-08-18T12:12:16Z,251,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
micromatch/anymatch,A,False,2023-05-18T16:52:59Z,1074,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inikulin/parse5,A,False,2026-03-10T03:23:22Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,A,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel-polyfills,A,False,2026-04-10T18:21:37Z,16,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
broofa/node-int64,A,True,2019-06-06T13:56:53Z,2516,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/is-inside-container,A,False,2023-10-27T18:36:38Z,912,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/object.assign,A,False,2025-12-30T16:22:23Z,117,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/is-path-inside,A,False,2025-09-11T10:29:29Z,228,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
stefanpenner/get-caller-file,A,False,2023-09-27T20:35:45Z,942,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
gkz/levn,A,False,2023-07-18T21:33:06Z,1013,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/negotiator,A,False,2026-04-01T05:46:06Z,26,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,A,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
eslint/doctrine,A,True,2018-12-03T03:03:30Z,2702,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
felixge/node-combined-stream,A,False,2023-11-09T07:47:17Z,900,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
reactivex/rxjs,A,False,2025-02-23T20:54:32Z,427,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
csstree/csstree,A,False,2026-03-05T14:58:51Z,52,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
calvinmetcalf/minimalistic-assert,A,False,2018-04-11T12:21:09Z,2937,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
daaku/nodejs-tmpl,A,False,2022-10-23T17:00:57Z,1281,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,A,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
browserslist/update-db,A,False,2026-01-07T20:54:18Z,109,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
fb55/boolbase,A,False,2026-03-23T08:07:19Z,35,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/on-finished,A,False,2026-01-03T20:23:13Z,113,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
feross/run-parallel,A,False,2023-02-27T23:50:37Z,1154,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/environment,A,False,2024-09-13T06:20:07Z,591,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
alexindigo/asynckit,B,False,2025-12-18T03:05:27Z,130,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mcollina/fastq,B,False,2025-12-23T07:59:02Z,125,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/p-map,B,False,2025-11-11T06:28:55Z,167,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
webreflection/flatted,B,False,2026-03-09T10:34:53Z,49,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/assign-symbols,B,False,2018-09-14T11:47:36Z,2781,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
fb55/domutils,B,False,2026-04-14T12:22:35Z,12,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
epoberezkin/fast-json-stable-stringify,B,False,2023-07-03T08:14:47Z,1029,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
isaacs/sax-js,B,False,2026-03-01T22:06:57Z,56,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mafintosh/pump,B,False,2026-02-28T13:30:14Z,57,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
octokit/openapi-types.ts,B,False,2026-04-16T19:16:33Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ehmicky/human-signals,B,False,2025-05-25T23:03:22Z,336,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
isaacs/core-util-is,B,False,2025-11-25T05:08:19Z,153,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
motdotla/dotenv,B,False,2026-03-04T23:21:53Z,53,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/is-wsl,B,False,2026-02-15T08:45:05Z,71,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
cheeriojs/dom-serializer,B,False,2026-04-06T18:04:49Z,20,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-regex,B,False,2026-04-08T18:11:36Z,18,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
pillarjs/encodeurl,B,False,2026-01-03T21:33:42Z,113,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
pillarjs/path-to-regexp,B,False,2026-01-14T19:02:20Z,102,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/read-pkg,B,False,2026-02-08T14:30:34Z,77,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mdn/data,B,False,2026-04-13T12:38:48Z,13,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
acornjs/acorn,B,False,2026-02-26T14:38:28Z,59,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
nodelib/nodelib,B,False,2025-01-08T17:16:35Z,473,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
octokit/types.ts,B,False,2026-04-16T19:47:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/abbrev-js,B,False,2026-03-23T15:38:30Z,34,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
dominictarr/through,B,True,2018-07-27T00:28:29Z,2831,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
estools/esrecurse,B,False,2023-03-30T19:46:51Z,1123,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
microsoft/typescript,B,False,2026-03-11T17:00:28Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mathiasbynens/regenerate,B,False,2021-12-29T22:19:35Z,1579,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
kemitchell/spdx-exceptions.json,B,False,2024-04-25T09:43:24Z,732,False,github_archived,api,2026-04-27T10:35:07+00:00
node-fetch/fetch-blob,B,False,2023-08-14T00:51:27Z,987,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/side-channel-map,B,False,2025-12-30T01:57:44Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/p-try,B,False,2025-09-16T02:55:43Z,223,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
component/escape-html,B,False,2022-09-16T12:09:21Z,1318,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
salesforce/tough-cookie,B,False,2026-03-09T17:17:24Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-symbol,B,False,2026-03-16T04:50:57Z,42,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
andyperlitch/jsbn,B,False,2022-03-20T04:22:24Z,1499,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/write-file-atomic,B,False,2026-03-23T15:38:31Z,34,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
whitequark/ipaddr.js,B,False,2026-02-06T17:35:32Z,79,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jimmywarting/node-domexception,B,True,2025-04-19T13:26:37Z,372,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/normalize-package-data,B,False,2026-03-20T20:05:36Z,37,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
facebook/react,B,False,2026-03-11T14:05:17Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
radix-ui/primitives,B,False,2026-02-13T17:32:48Z,72,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mathiasbynens/regexpu-core,B,False,2025-09-22T15:20:14Z,216,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
axios/axios,B,False,2026-03-11T13:10:10Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
medikoo/d,B,False,2024-03-01T13:07:48Z,786,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
fastify/fast-uri,B,False,2026-04-08T19:22:40Z,18,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
micromark/micromark,B,False,2025-05-10T18:46:45Z,351,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
gkz/optionator,B,False,2024-04-26T22:18:10Z,730,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ka-weihe/fastest-levenshtein,B,False,2024-03-17T10:30:39Z,771,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
alexei/sprintf.js,B,False,2024-04-05T01:22:42Z,752,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
pillarjs/parseurl,B,False,2026-03-01T11:17:51Z,56,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/has-values,B,False,2020-12-16T19:19:24Z,1957,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/safe-regex-test,B,False,2026-01-05T22:15:59Z,111,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
raszi/node-tmp,B,False,2026-01-21T23:03:12Z,95,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
prettier/prettier,B,False,2026-03-10T03:53:41Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
dchest/tweetnacl-js,B,False,2025-08-15T11:43:43Z,254,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
getsentry/sentry-javascript,B,False,2026-03-11T18:55:06Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
googlechrome/workbox,B,False,2026-02-28T20:57:50Z,57,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/concat-map,B,False,2025-12-30T01:56:52Z,118,False,github_archived,api,2026-04-27T10:35:07+00:00
feross/ieee754,B,False,2021-08-12T13:35:05Z,1718,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sec-ant/readable-stream,B,False,2026-04-12T17:10:16Z,14,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
component/toidentifier,B,False,2023-12-18T09:26:57Z,861,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/cli-cursor,B,False,2024-07-26T14:02:28Z,639,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
justmoon/node-extend,B,False,2025-03-06T18:47:41Z,416,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
tootallnate/proxy-agents,B,False,2026-03-11T19:04:38Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
isaacs/chownr,B,False,2025-11-24T22:32:51Z,153,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/lowercase-keys,B,False,2026-02-02T18:45:35Z,83,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
remusao/tldts,B,False,2026-04-17T04:03:36Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
acornjs/acorn-jsx,B,False,2022-12-04T10:44:38Z,1239,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/strip-final-newline,B,False,2024-10-28T05:10:26Z,546,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ajv-validator/ajv-formats,B,False,2024-08-18T19:30:51Z,616,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
istanbuljs/schema,B,False,2026-04-13T11:04:17Z,13,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
nodelib/nodelib,B,False,2025-01-08T17:16:35Z,473,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/figures,B,False,2024-10-28T05:10:30Z,546,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
exodusoss/bytes,B,False,2026-04-15T23:38:52Z,11,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/content-type,B,False,2026-04-15T19:17:11Z,11,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
teambition/merge2,B,False,2026-01-21T23:10:48Z,95,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
eemeli/yaml,B,False,2026-02-28T10:36:44Z,57,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-data-view,B,False,2024-12-19T19:53:26Z,493,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
istanbuljs/istanbuljs,B,False,2025-08-18T12:12:16Z,251,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/get-value,B,False,2025-02-05T05:10:34Z,446,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
grncdr/merge-stream,B,False,2019-06-20T04:46:40Z,2503,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
raynos/for-each,B,False,2025-02-11T06:55:57Z,440,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/detect-newline,B,False,2023-09-23T02:22:52Z,947,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
hiddentao/fast-levenshtein,B,False,2021-10-03T19:03:31Z,1666,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/path-is-absolute,B,True,2021-01-24T05:54:02Z,1919,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-string,B,False,2025-12-30T01:56:34Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
css-modules/icss-utils,B,False,2023-01-06T01:40:18Z,1207,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
eslint/js,B,False,2026-03-10T08:07:55Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
primus/eventemitter3,B,False,2026-01-19T15:02:50Z,97,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
tim-kos/node-retry,B,False,2023-09-13T11:11:26Z,956,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
kpdecker/jsdiff,B,False,2026-03-11T12:32:27Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
facebook/watchman,B,False,2026-03-11T16:39:47Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
terser/terser,B,False,2026-03-09T08:57:38Z,49,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/mute-stream,B,False,2026-03-20T18:58:45Z,37,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/inflight,B,True,2024-05-23T03:18:30Z,704,True,github_archived,api,2026-04-27T10:35:07+00:00
ljharb/side-channel-weakmap,B,False,2025-12-30T01:57:46Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/side-channel-list,B,False,2026-04-08T16:54:54Z,18,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
isaacs/fs.realpath,B,False,2025-10-25T18:58:12Z,183,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/is-binary-path,B,False,2024-04-30T16:50:28Z,726,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
micromark/micromark,B,False,2025-05-10T18:46:45Z,351,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/es-set-tostringtag,B,False,2025-01-02T04:44:11Z,480,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
doowb/ansi-colors,B,False,2022-07-11T19:47:40Z,1385,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
nodeca/pako,B,False,2024-06-27T10:02:41Z,669,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
davepacheco/node-extsprintf,B,False,2021-11-02T21:49:00Z,1636,False,github_archived,api,2026-04-27T10:35:07+00:00
inspect-js/is-date-object,B,False,2025-12-30T01:56:13Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
stream-utils/raw-body,B,False,2026-03-01T12:58:31Z,56,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
