id,github_repo,packages,pkgs_npm,pkgs_pypi,pkgs_crates,pkgs_cpp,pkgs_total,pr_cum_pct_npm,pr_cum_pct_pypi,pr_cum_pct_crates,pr_cum_pct_cpp,class_npm,class_pypi,class_crates,class_cpp,class_total,is_eol
2708,alloy-rs/alloy,alloy (crates); alloy-consensus (crates); alloy-consensus-any (crates); alloy-contract (crates); alloy-eips (crates); alloy-ens (crates); alloy-genesis (crates); alloy-json-rpc (crates); alloy-network (crates); alloy-network-primitives (crates); alloy-node-bindings (crates); alloy-provider (crates); alloy-pubsub (crates); alloy-rpc-client (crates); alloy-rpc-types (crates); alloy-rpc-types-admin (crates); alloy-rpc-types-anvil (crates); alloy-rpc-types-any (crates); alloy-rpc-types-beacon (crates); alloy-rpc-types-debug (crates); alloy-rpc-types-engine (crates); alloy-rpc-types-eth (crates); alloy-rpc-types-mev (crates); alloy-rpc-types-tenderly (crates); alloy-rpc-types-trace (crates); alloy-rpc-types-txpool (crates); alloy-serde (crates); alloy-signer (crates); alloy-signer-aws (crates); alloy-signer-gcp (crates); alloy-signer-ledger (crates); alloy-signer-local (crates); alloy-signer-trezor (crates); alloy-signer-turnkey (crates); alloy-transport (crates); alloy-transport-http (crates); alloy-transport-ipc (crates); alloy-transport-ws (crates); alloy-tx-macros (crates),0,0,39,0,39,,,91.8557,,,,D,,D,False
2709,paritytech/polkadot-sdk,binary-merkle-tree (crates); sc-allocator (crates); sc-executor (crates); sc-executor-common (crates); sc-executor-polkavm (crates); sc-executor-wasmtime (crates); sp-api (crates); sp-api-proc-macro (crates); sp-application-crypto (crates); sp-arithmetic (crates); sp-core (crates); sp-crypto-hashing (crates); sp-crypto-hashing-proc-macro (crates); sp-debug-derive (crates); sp-externalities (crates); sp-io (crates); sp-keyring (crates); sp-keystore (crates); sp-maybe-compressed-blob (crates); sp-metadata-ir (crates); sp-panic-handler (crates); sp-runtime (crates); sp-runtime-interface (crates); sp-runtime-interface-proc-macro (crates); sp-state-machine (crates); sp-std (crates); sp-storage (crates); sp-tracing (crates); sp-trie (crates); sp-version (crates); sp-version-proc-macro (crates); sp-wasm-interface (crates); sp-weights (crates); substrate-bip39 (crates); substrate-prometheus-endpoint (crates),0,0,35,0,35,,,92.5411,,,,D,,D,False
2710,nushell/nushell,nu-cli (crates); nu-cmd-base (crates); nu-cmd-lang (crates); nu-color-config (crates); nu-command (crates); nu-derive-value (crates); nu-engine (crates); nu-experimental (crates); nu-glob (crates); nu-json (crates); nu-parser (crates); nu-path (crates); nu-plugin-core (crates); nu-plugin-engine (crates); nu-plugin-protocol (crates); nu-pretty-hex (crates); nu-protocol (crates); nu-std (crates); nu-system (crates); nu-table (crates); nu-term-grid (crates); nu-test-support (crates); nu-utils (crates); nuon (crates),0,0,24,0,24,,,98.881,,,,D,,D,False
2711,pola-rs/polars,polars (crates); polars-arrow (crates); polars-buffer (crates); polars-compute (crates); polars-core (crates); polars-dtype (crates); polars-error (crates); polars-expr (crates); polars-ffi (crates); polars-io (crates); polars-json (crates); polars-lazy (crates); polars-mem-engine (crates); polars-ops (crates); polars-parquet (crates); polars-pipe (crates); polars-plan (crates); polars-row (crates); polars-schema (crates); polars-sql (crates); polars-stream (crates); polars-time (crates); polars-utils (crates),0,0,23,0,23,,,92.7816,,,,D,,D,False
2712,salvo-rs/salvo,salvo (crates); salvo-acme (crates); salvo-cache (crates); salvo-compression (crates); salvo-cors (crates); salvo-craft (crates); salvo-craft-macros (crates); salvo-csrf (crates); salvo-flash (crates); salvo-jwt-auth (crates); salvo-oapi (crates); salvo-oapi-macros (crates); salvo-otel (crates); salvo-proxy (crates); salvo-rate-limiter (crates); salvo-serde-util (crates); salvo-serve-static (crates); salvo-session (crates); salvo-tus (crates); salvo_core (crates); salvo_extra (crates); salvo_macros (crates),0,0,22,0,22,,,95.5475,,,,D,,D,False
2713,pdeljanov/symphonia,symphonia (crates); symphonia-bundle-flac (crates); symphonia-bundle-mp3 (crates); symphonia-codec-aac (crates); symphonia-codec-adpcm (crates); symphonia-codec-alac (crates); symphonia-codec-pcm (crates); symphonia-codec-vorbis (crates); symphonia-core (crates); symphonia-format-caf (crates); symphonia-format-isomp4 (crates); symphonia-format-mkv (crates); symphonia-format-ogg (crates); symphonia-format-riff (crates); symphonia-metadata (crates); symphonia-utils-xiph (crates),0,0,16,0,16,,,95.9413,,,,D,,D,False
2714,wasmerio/wasmer,virtual-fs (crates); virtual-mio (crates); virtual-net (crates); wasmer (crates); wasmer-compiler (crates); wasmer-compiler-cranelift (crates); wasmer-compiler-llvm (crates); wasmer-compiler-singlepass (crates); wasmer-config (crates); wasmer-derive (crates); wasmer-journal (crates); wasmer-package (crates); wasmer-types (crates); wasmer-vm (crates); wasmer-wasix (crates); wasmer-wasix-types (crates),0,0,16,0,16,,,96.1615,,,,D,,D,False
2715,compio-rs/compio,compio (crates); compio-buf (crates); compio-dispatcher (crates); compio-driver (crates); compio-fs (crates); compio-io (crates); compio-log (crates); compio-macros (crates); compio-net (crates); compio-process (crates); compio-quic (crates); compio-runtime (crates); compio-signal (crates); compio-tls (crates); compio-ws (crates),0,0,15,0,15,,,99.8897,,,,D,,D,False
2716,muxinc/media-elements,castable-video (npm); cloudflare-video-element (npm); custom-media-element (npm); dash-video-element (npm); hls-video-element (npm); media-played-ranges-mixin (npm); media-tracks (npm); spotify-audio-element (npm); super-media-element (npm); tiktok-video-element (npm); twitch-video-element (npm); vimeo-video-element (npm); wistia-video-element (npm); youtube-video-element (npm),14,0,0,0,14,98.3553,,,,D,,,,D,False
2717,apache/opendal-reqsign,reqsign (crates); reqsign-aliyun-oss (crates); reqsign-aws-v4 (crates); reqsign-azure-storage (crates); reqsign-command-execute-tokio (crates); reqsign-core (crates); reqsign-file-read-tokio (crates); reqsign-google (crates); reqsign-http-send-reqwest (crates); reqsign-huaweicloud-obs (crates); reqsign-oracle (crates); reqsign-tencent-cos (crates); reqsign-volcengine-tos (crates),0,0,13,0,13,,,99.0066,,,,D,,D,False
2718,bluealloy/revm,revm (crates); revm-bytecode (crates); revm-context (crates); revm-context-interface (crates); revm-database (crates); revm-database-interface (crates); revm-handler (crates); revm-inspector (crates); revm-interpreter (crates); revm-precompile (crates); revm-primitives (crates); revm-state (crates); revm-statetest-types (crates),0,0,13,0,13,,,97.0918,,,,D,,D,False
2719,rustwasm/gloo,gloo (crates); gloo-console (crates); gloo-dialogs (crates); gloo-events (crates); gloo-file (crates); gloo-history (crates); gloo-net (crates); gloo-render (crates); gloo-storage (crates); gloo-timers (crates); gloo-utils (crates); gloo-worker (crates); gloo-worker-macros (crates),0,0,13,0,13,,,91.1394,,,,D,,D,False
2720,typst/typst,typst (crates); typst-eval (crates); typst-html (crates); typst-layout (crates); typst-library (crates); typst-macros (crates); typst-pdf (crates); typst-realize (crates); typst-svg (crates); typst-syntax (crates); typst-timing (crates); typst-utils (crates),0,0,12,0,12,,,99.5964,,,,D,,D,False
2721,awslabs/aws-sdk-rust,aws-sdk-dynamodb (crates); aws-sdk-dynamodbstreams (crates); aws-sdk-ec2 (crates); aws-sdk-kms (crates); aws-sdk-s3 (crates); aws-sdk-secretsmanager (crates); aws-sdk-signin (crates); aws-sdk-sqs (crates); aws-sdk-sso (crates); aws-sdk-ssooidc (crates); aws-sdk-sts (crates),0,0,11,0,11,,,90.0223,,,,D,,D,False
2722,codama-idl/codama-rs,codama (crates); codama-attributes (crates); codama-errors (crates); codama-korok-visitors (crates); codama-koroks (crates); codama-macros (crates); codama-nodes (crates); codama-nodes-derive (crates); codama-plugin-core (crates); codama-stores (crates); codama-syn-helpers (crates),0,0,11,0,11,,,99.991,,,,D,,D,False
2723,emilk/egui,ecolor (crates); eframe (crates); egui (crates); egui-wgpu (crates); egui-winit (crates); egui_extras (crates); egui_glow (crates); egui_kittest (crates); emath (crates); epaint (crates); epaint_default_fonts (crates),0,0,11,0,11,,,94.342,,,,D,,D,False
2724,gakonst/ethers-rs,ethers (crates); ethers-addressbook (crates); ethers-contract (crates); ethers-contract-abigen (crates); ethers-contract-derive (crates); ethers-core (crates); ethers-etherscan (crates); ethers-middleware (crates); ethers-providers (crates); ethers-signers (crates); ethers-solc (crates),0,0,11,0,11,,,95.4155,,,,D,,D,False
2725,gfx-rs/wgpu,d3d12 (crates); naga (crates); wgpu (crates); wgpu-core (crates); wgpu-core-deps-apple (crates); wgpu-core-deps-emscripten (crates); wgpu-core-deps-wasm (crates); wgpu-core-deps-windows-linux-android (crates); wgpu-hal (crates); wgpu-naga-bridge (crates); wgpu-types (crates),0,0,11,0,11,,,94.1925,,,,D,,D,False
2726,gtk-rs/gtk4-rs,gdk4 (crates); gdk4-sys (crates); gdk4-wayland (crates); gdk4-wayland-sys (crates); gdk4-x11 (crates); gdk4-x11-sys (crates); gsk4 (crates); gsk4-sys (crates); gtk4 (crates); gtk4-macros (crates); gtk4-sys (crates),0,0,11,0,11,,,98.295,,,,D,,D,False
2727,lunatic-solutions/lunatic,hash-map-id (crates); lunatic-common-api (crates); lunatic-control (crates); lunatic-distributed (crates); lunatic-error-api (crates); lunatic-networking-api (crates); lunatic-process (crates); lunatic-process-api (crates); lunatic-sqlite-api (crates); lunatic-stdout-capture (crates); lunatic-wasi-api (crates),0,0,11,0,11,,,99.9982,,,,D,,D,False
2728,mozilla/uniffi-rs,uniffi (crates); uniffi_bindgen (crates); uniffi_build (crates); uniffi_core (crates); uniffi_internal_macros (crates); uniffi_macros (crates); uniffi_meta (crates); uniffi_pipeline (crates); uniffi_testing (crates); uniffi_udl (crates); weedle2 (crates),0,0,11,0,11,,,96.4551,,,,D,,D,False
2729,solana-foundation/anchor,anchor-attribute-access-control (crates); anchor-attribute-account (crates); anchor-attribute-constant (crates); anchor-attribute-error (crates); anchor-attribute-event (crates); anchor-attribute-program (crates); anchor-derive-accounts (crates); anchor-derive-serde (crates); anchor-derive-space (crates); anchor-lang (crates); anchor-syn (crates),0,0,11,0,11,,,96.715,,,,D,,D,False
2730,alloy-rs/core,alloy-core (crates); alloy-dyn-abi (crates); alloy-json-abi (crates); alloy-primitives (crates); alloy-sol-macro (crates); alloy-sol-macro-expander (crates); alloy-sol-macro-input (crates); alloy-sol-type-parser (crates); alloy-sol-types (crates); syn-solidity (crates),0,0,10,0,10,,,93.1886,,,,D,,D,False
2731,googleapis/google-cloud-rust,google-cloud-auth (crates); google-cloud-gax (crates); google-cloud-gax-internal (crates); google-cloud-iam-v1 (crates); google-cloud-longrunning (crates); google-cloud-lro (crates); google-cloud-rpc (crates); google-cloud-storage (crates); google-cloud-type (crates); google-cloud-wkt (crates),0,0,10,0,10,,,96.9235,,,,D,,D,False
2732,gtk-rs/gtk3-rs,atk (crates); atk-sys (crates); gdk (crates); gdk-sys (crates); gdkwayland-sys (crates); gdkx11 (crates); gdkx11-sys (crates); gtk (crates); gtk-sys (crates); gtk3-macros (crates),0,0,10,0,10,,,93.5327,,,,D,,D,False
2733,paritytech/subxt,subxt (crates); subxt-codegen (crates); subxt-core (crates); subxt-lightclient (crates); subxt-macro (crates); subxt-metadata (crates); subxt-rpcs (crates); subxt-signer (crates); subxt-utils-accountid32 (crates); subxt-utils-fetchmetadata (crates),0,0,10,0,10,,,97.3463,,,,D,,D,False
2734,rusoto/rusoto,rusoto_core (crates); rusoto_credential (crates); rusoto_dynamodb (crates); rusoto_dynamodbstreams (crates); rusoto_kms (crates); rusoto_mock (crates); rusoto_s3 (crates); rusoto_signature (crates); rusoto_sns (crates); rusoto_sts (crates),0,0,10,0,10,,,95.4251,,,,D,,D,False
2735,azure/azure-sdk-for-rust,azure_core (crates); azure_core_macros (crates); azure_identity (crates); azure_storage (crates); azure_storage_blobs (crates); azure_svc_blobstorage (crates); typespec (crates); typespec_client_core (crates); typespec_macros (crates),0,0,9,0,9,,,94.6612,,,,D,,D,False
2736,datadog/datadog-ci,@datadog/datadog-ci (npm); @datadog/datadog-ci-base (npm); @datadog/datadog-ci-plugin-coverage (npm); @datadog/datadog-ci-plugin-deployment (npm); @datadog/datadog-ci-plugin-dora (npm); @datadog/datadog-ci-plugin-gate (npm); @datadog/datadog-ci-plugin-junit (npm); @datadog/datadog-ci-plugin-sarif (npm); @datadog/datadog-ci-plugin-sbom (npm),9,0,0,0,9,96.6498,,,,D,,,,D,False
2737,dioxuslabs/dioxus,dioxus-cli-config (crates); dioxus-core (crates); dioxus-core-types (crates); dioxus-devtools (crates); dioxus-devtools-types (crates); dioxus-signals (crates); generational-box (crates); subsecond (crates); subsecond-types (crates),0,0,9,0,9,,,99.4385,,,,D,,D,False
2738,laurenzv/hayro,hayro (crates); hayro-ccitt (crates); hayro-font (crates); hayro-interpret (crates); hayro-jbig2 (crates); hayro-jpeg2000 (crates); hayro-svg (crates); hayro-syntax (crates); hayro-write (crates),0,0,9,0,9,,,99.9904,,,,D,,D,False
2739,lindera/lindera,lindera (crates); lindera-cc-cedict (crates); lindera-crf (crates); lindera-dictionary (crates); lindera-ipadic (crates); lindera-ipadic-neologd (crates); lindera-jieba (crates); lindera-ko-dic (crates); lindera-unidic (crates),0,0,9,0,9,,,99.5712,,,,D,,D,False
2740,paritytech/jsonrpc,jsonrpc-client-transports (crates); jsonrpc-core (crates); jsonrpc-core-client (crates); jsonrpc-derive (crates); jsonrpc-http-server (crates); jsonrpc-ipc-server (crates); jsonrpc-pubsub (crates); jsonrpc-server-utils (crates); jsonrpc-tcp-server (crates),0,0,9,0,9,,,96.5319,,,,D,,D,False
2741,paritytech/jsonrpsee,jsonrpsee (crates); jsonrpsee-client-transport (crates); jsonrpsee-core (crates); jsonrpsee-http-client (crates); jsonrpsee-proc-macros (crates); jsonrpsee-server (crates); jsonrpsee-types (crates); jsonrpsee-wasm-client (crates); jsonrpsee-ws-client (crates),0,0,9,0,9,,,93.2899,,,,D,,D,False
2742,quickwit-oss/tantivy,ownedbytes (crates); tantivy (crates); tantivy-bitpacker (crates); tantivy-columnar (crates); tantivy-common (crates); tantivy-query-grammar (crates); tantivy-sstable (crates); tantivy-stacker (crates); tantivy-tokenizer-api (crates),0,0,9,0,9,,,95.1251,,,,D,,D,False
2743,rustpq/pqcrypto,pqcrypto (crates); pqcrypto-classicmceliece (crates); pqcrypto-falcon (crates); pqcrypto-hqc (crates); pqcrypto-internals (crates); pqcrypto-kyber (crates); pqcrypto-mldsa (crates); pqcrypto-mlkem (crates); pqcrypto-sphincsplus (crates),0,0,9,0,9,,,99.6564,,,,D,,D,False
2744,solana-program/libraries,spl-discriminator (crates); spl-discriminator-syn (crates); spl-generic-token (crates); spl-pod (crates); spl-program-error (crates); spl-program-error-derive (crates); spl-tlv-account-resolution (crates); spl-type-length-value (crates); spl-type-length-value-derive (crates),0,0,9,0,9,,,96.3293,,,,D,,D,False
2745,stepancheg/rust-protoc-bin-vendored,protoc-bin-vendored (crates); protoc-bin-vendored-linux-aarch_64 (crates); protoc-bin-vendored-linux-ppcle_64 (crates); protoc-bin-vendored-linux-s390_64 (crates); protoc-bin-vendored-linux-x86_32 (crates); protoc-bin-vendored-linux-x86_64 (crates); protoc-bin-vendored-macos-aarch_64 (crates); protoc-bin-vendored-macos-x86_64 (crates); protoc-bin-vendored-win32 (crates),0,0,9,0,9,,,97.1624,,,,D,,D,False
2746,uutils/coreutils,uu_cp (crates); uu_mkdir (crates); uu_mktemp (crates); uu_mv (crates); uu_touch (crates); uu_uname (crates); uu_whoami (crates); uucore (crates); uucore_procs (crates),0,0,9,0,9,,,99.6287,,,,D,,D,False
2747,accesskit/accesskit,accesskit (crates); accesskit_android (crates); accesskit_atspi_common (crates); accesskit_consumer (crates); accesskit_macos (crates); accesskit_unix (crates); accesskit_windows (crates); accesskit_winit (crates),0,0,8,0,8,,,95.989,,,,D,,D,False
2748,assert-rs/libtest2,json-write (crates); lexarg (crates); lexarg-error (crates); lexarg-parser (crates); libtest-json (crates); libtest-lexarg (crates); libtest2-harness (crates); libtest2-mimic (crates),0,0,8,0,8,,,97.0867,,,,D,,D,False
2749,bytecodealliance/cap-std,cap-async-std (crates); cap-fs-ext (crates); cap-net-ext (crates); cap-primitives (crates); cap-rand (crates); cap-std (crates); cap-tempfile (crates); cap-time-ext (crates),0,0,8,0,8,,,96.4226,,,,D,,D,False
2750,dudykr/ddbase,bytes-str (crates); is-macro (crates); par-core (crates); par-iter (crates); shrink-to-fit (crates); shrink-to-fit-macro (crates); st-map (crates); static-map-macro (crates),0,0,8,0,8,,,96.1323,,,,D,,D,False
2751,embassy-rs/embassy,embassy-executor (crates); embassy-executor-macros (crates); embassy-executor-timer-queue (crates); embassy-futures (crates); embassy-sync (crates); embassy-time (crates); embassy-time-driver (crates); embassy-time-queue-utils (crates),0,0,8,0,8,,,98.6755,,,,D,,D,False
2752,koute/polkavm,polkavm (crates); polkavm-assembler (crates); polkavm-common (crates); polkavm-derive (crates); polkavm-derive-impl (crates); polkavm-derive-impl-macro (crates); polkavm-linker (crates); polkavm-linux-raw (crates),0,0,8,0,8,,,95.1148,,,,D,,D,False
2753,libpnet/libpnet,pnet (crates); pnet_base (crates); pnet_datalink (crates); pnet_macros (crates); pnet_macros_support (crates); pnet_packet (crates); pnet_sys (crates); pnet_transport (crates),0,0,8,0,8,,,93.2394,,,,D,,D,False
2754,rust-bitcoin/rust-bitcoin,base58ck (crates); bitcoin (crates); bitcoin-consensus-encoding (crates); bitcoin-internals (crates); bitcoin-io (crates); bitcoin-private (crates); bitcoin-units (crates); bitcoin_hashes (crates),0,0,8,0,8,,,94.6385,,,,D,,D,False
2755,rust-lang/mdbook,mdbook (crates); mdbook-core (crates); mdbook-driver (crates); mdbook-html (crates); mdbook-markdown (crates); mdbook-preprocessor (crates); mdbook-renderer (crates); mdbook-summary (crates),0,0,8,0,8,,,99.3125,,,,D,,D,False
2756,rustaudio/dasp,dasp_envelope (crates); dasp_frame (crates); dasp_interpolate (crates); dasp_peak (crates); dasp_ring_buffer (crates); dasp_rms (crates); dasp_signal (crates); dasp_window (crates),0,0,8,0,8,,,96.7091,,,,D,,D,False
2757,tauri-apps/tauri,tauri (crates); tauri-build (crates); tauri-codegen (crates); tauri-macros (crates); tauri-plugin (crates); tauri-runtime (crates); tauri-runtime-wry (crates); tauri-utils (crates),0,0,8,0,8,,,95.5009,,,,D,,D,False
2758,anza-xyz/mollusk,mollusk-svm (crates); mollusk-svm-error (crates); mollusk-svm-fuzz-fixture (crates); mollusk-svm-fuzz-fixture-firedancer (crates); mollusk-svm-fuzz-fs (crates); mollusk-svm-programs-token (crates); mollusk-svm-result (crates),0,0,7,0,7,,,99.9653,,,,D,,D,False
2759,codspeedhq/codspeed-rust,codspeed (crates); codspeed-bencher-compat (crates); codspeed-criterion-compat (crates); codspeed-criterion-compat-walltime (crates); codspeed-divan-compat (crates); codspeed-divan-compat-macros (crates); codspeed-divan-compat-walltime (crates),0,0,7,0,7,,,96.9613,,,,D,,D,False
2760,discordjs/discord.js,@discordjs/builders (npm); @discordjs/collection (npm); @discordjs/formatters (npm); @discordjs/rest (npm); @discordjs/util (npm); @discordjs/ws (npm); discord.js (npm),7,0,0,0,7,96.613,,,,D,,,,D,False
2761,inversify/monorepo,@inversifyjs/common (npm); @inversifyjs/container (npm); @inversifyjs/core (npm); @inversifyjs/plugin (npm); @inversifyjs/prototype-utils (npm); @inversifyjs/reflect-metadata-utils (npm); inversify (npm),7,0,0,0,7,96.5038,,,,D,,,,D,False
2762,mermade/oas-kit,oas-kit-common (npm); oas-linter (npm); oas-resolver (npm); oas-schema-walker (npm); oas-validator (npm); reftools (npm); swagger2openapi (npm),7,0,0,0,7,91.2122,,,,D,,,,D,False
2763,ratatui/ratatui,ratatui (crates); ratatui-core (crates); ratatui-crossterm (crates); ratatui-macros (crates); ratatui-termion (crates); ratatui-termwiz (crates); ratatui-widgets (crates),0,0,7,0,7,,,98.2275,,,,D,,D,False
2764,redux-saga/redux-saga,@redux-saga/core (npm); @redux-saga/deferred (npm); @redux-saga/delay-p (npm); @redux-saga/is (npm); @redux-saga/symbols (npm); @redux-saga/types (npm); redux-saga (npm),7,0,0,0,7,90.3805,,,,D,,,,D,False
2765,rustcrypto/aeads,aes-gcm (crates); aes-gcm-siv (crates); aes-siv (crates); ccm (crates); chacha20poly1305 (crates); eax (crates); ocb3 (crates),0,0,7,0,7,,,92.3692,,,,D,,D,False
2766,sarah-ek/gemm,gemm (crates); gemm-c32 (crates); gemm-c64 (crates); gemm-common (crates); gemm-f16 (crates); gemm-f32 (crates); gemm-f64 (crates),0,0,7,0,7,,,97.5414,,,,D,,D,False
2767,sarah-ek/nano-gemm,nano-gemm (crates); nano-gemm-c32 (crates); nano-gemm-c64 (crates); nano-gemm-codegen (crates); nano-gemm-core (crates); nano-gemm-f32 (crates); nano-gemm-f64 (crates),0,0,7,0,7,,,99.3146,,,,D,,D,False
2768,servo/html5ever,html5ever (crates); markup5ever (crates); markup5ever_rcdom (crates); match_token (crates); tendril (crates); web_atoms (crates); xml5ever (crates),0,0,7,0,7,,,91.5901,,,,D,,D,False
2769,streaming-video-technology-alliance/common-media-library,@svta/cml-608 (npm); @svta/cml-cmcd (npm); @svta/cml-cmsd (npm); @svta/cml-dash (npm); @svta/cml-id3 (npm); @svta/cml-request (npm); @svta/cml-xml (npm),7,0,0,0,7,99.9998,,,,D,,,,D,False
2770,surrealdb/surrealdb,surrealdb (crates); surrealdb-core (crates); surrealdb-types (crates); surrealdb-types-derive (crates); surrealism-runtime (crates); surrealism-types (crates); surrealml-core (crates),0,0,7,0,7,,,99.9542,,,,D,,D,False
2771,wezterm/wezterm,filedescriptor (crates); portable-pty (crates); termwiz (crates); vtparse (crates); wezterm-blob-leases (crates); wezterm-dynamic (crates); wezterm-dynamic-derive (crates),0,0,7,0,7,,,97.5615,,,,D,,D,False
2772,wgsl-tooling-wg/wesl-rs,tokrepr (crates); tokrepr-derive (crates); wesl (crates); wesl-macros (crates); wesl-quote (crates); wgsl-parse (crates); wgsl-types (crates),0,0,7,0,7,,,99.9942,,,,D,,D,False
2773,chevrotain/chevrotain,@chevrotain/cst-dts-gen (npm); @chevrotain/gast (npm); @chevrotain/regexp-to-ast (npm); @chevrotain/types (npm); @chevrotain/utils (npm); chevrotain (npm),6,0,0,0,6,93.4233,,,,D,,,,D,False
2774,devolutions/picky-rs,picky (crates); picky-asn1 (crates); picky-asn1-der (crates); picky-asn1-x509 (crates); picky-krb (crates); picky-test-data (crates),0,0,6,0,6,,,99.1868,,,,D,,D,False
2775,diesel-rs/diesel,diesel (crates); diesel_derives (crates); diesel_migrations (crates); diesel_table_macro_syntax (crates); migrations_internals (crates); migrations_macros (crates),0,0,6,0,6,,,93.8715,,,,D,,D,False
2776,google/rust_icu,rust_icu_common (crates); rust_icu_release (crates); rust_icu_sys (crates); rust_icu_ucol (crates); rust_icu_uenum (crates); rust_icu_ustring (crates),0,0,6,0,6,,,99.8804,,,,D,,D,False
