"package","ecosystem","github_repo","pagerank","value_class","top_eco","top_eco_pkg","top_eco_pct","repo_class","repo_packages","repo_ecosystems","is_eol"
"url-join","npm","jfromaniello/url-join","0.00008079","C","npm","url-join","7.5341","D","1","npm","False"
"blis","pypi","","0.00012797","D","pypi","blis","7.5335","D","1","pypi","False"
"libdvdread","cpp","","0.00014237","D","cpp","libdvdread","7.5307","D","1","cpp","False"
"webpack-cli","npm","webpack/webpack-cli","0.00008077","C","npm","webpack-cli","7.526","D","1","npm","False"
"texttable","pypi","foutaise/texttable","0.00012788","D","pypi","texttable","7.5207","D","1","pypi","False"
"ccount","npm","wooorm/ccount","0.00008051","C","npm","ccount","7.518","D","1","npm","False"
"os_pipe","crates","oconnor663/os_pipe.rs","0.00019075","C","crates","os_pipe","7.5158","D","1","crates","False"
"shine","cpp","savonet/shine","0.00014170","D","cpp","shine","7.5147","D","1","cpp","False"
"bare-path","npm","holepunchto/bare-path","0.00008048","C","npm","bare-path","7.5099","D","1","npm","False"
"imbalanced-learn","pypi","scikit-learn-contrib/imbalanced-learn","0.00012735","D","pypi","imbalanced-learn","7.5079","D","1","pypi","False"
"get-nonce","npm","thekashey/get-nonce","0.00008047","C","npm","get-nonce","7.5019","D","1","npm","False"
"debian:libapt-pkg6.0","cpp","","0.00014126","D","cpp","debian:libapt-pkg6.0","7.4988","D","1","cpp","False"
"rand_distr","crates","rust-random/rand_distr","0.00019004","C","crates","rand_distr","7.4968","D","1","crates","False"
"flit","pypi","pypa/flit","2.958e-05","D","pypi","flit-core","7.4952","D","2","pypi","False"
"flit-core","pypi","pypa/flit","9.761e-05","D","pypi","flit-core","7.4952","D","2","pypi","False"
"uniq","npm","mikolalysenko/uniq","0.00008045","C","npm","uniq","7.4938","D","1","npm","False"
"camelize","npm","ljharb/camelize","0.00008034","C","npm","camelize","7.4858","D","1","npm","False"
"zip","cpp","","0.00014110","D","cpp","zip","7.4829","D","1","cpp","False"
"nvidia-nvtx-cu12","pypi","","0.00012711","D","pypi","nvidia-nvtx-cu12","7.4825","D","1","pypi","False"
"lazycell","crates","indiv0/lazycell","0.00018988","C","crates","lazycell","7.4778","D","1","crates","False"
"sonic-boom","npm","pinojs/sonic-boom","0.00008018","C","npm","sonic-boom","7.4778","D","1","npm","False"
"get-func-name","npm","chaijs/get-func-name","0.00008008","C","npm","get-func-name","7.4698","D","1","npm","False"
"azure-mgmt-keyvault","pypi","","0.00012703","D","pypi","azure-mgmt-keyvault","7.4698","D","1","pypi","False"
"libopenmpt","cpp","","0.00014027","D","cpp","libopenmpt","7.4671","D","1","cpp","False"
"is-nan","npm","es-shims/is-nan","0.00007991","C","npm","is-nan","7.4618","D","1","npm","False"
"binary-merkle-tree","crates","paritytech/polkadot-sdk","1.33e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sc-allocator","crates","paritytech/polkadot-sdk","3.34e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sc-executor","crates","paritytech/polkadot-sdk","3.33e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sc-executor-common","crates","paritytech/polkadot-sdk","4.03e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sc-executor-polkavm","crates","paritytech/polkadot-sdk","2.55e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sc-executor-wasmtime","crates","paritytech/polkadot-sdk","3.02e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-api","crates","paritytech/polkadot-sdk","3.59e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-api-proc-macro","crates","paritytech/polkadot-sdk","3.66e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-application-crypto","crates","paritytech/polkadot-sdk","6.4e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-arithmetic","crates","paritytech/polkadot-sdk","4.86e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-core","crates","paritytech/polkadot-sdk","1.404e-05","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-crypto-hashing","crates","paritytech/polkadot-sdk","6.45e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-crypto-hashing-proc-macro","crates","paritytech/polkadot-sdk","2.42e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-debug-derive","crates","paritytech/polkadot-sdk","7.16e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-externalities","crates","paritytech/polkadot-sdk","9.99e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-io","crates","paritytech/polkadot-sdk","8.04e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-keyring","crates","paritytech/polkadot-sdk","2.04e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-keystore","crates","paritytech/polkadot-sdk","6.27e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-maybe-compressed-blob","crates","paritytech/polkadot-sdk","3.02e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-metadata-ir","crates","paritytech/polkadot-sdk","2.6e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-panic-handler","crates","paritytech/polkadot-sdk","4.15e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-runtime","crates","paritytech/polkadot-sdk","7.29e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-runtime-interface","crates","paritytech/polkadot-sdk","8.08e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-runtime-interface-proc-macro","crates","paritytech/polkadot-sdk","5.32e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-state-machine","crates","paritytech/polkadot-sdk","7.12e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-std","crates","paritytech/polkadot-sdk","6.49e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-storage","crates","paritytech/polkadot-sdk","9.85e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-tracing","crates","paritytech/polkadot-sdk","6.32e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-trie","crates","paritytech/polkadot-sdk","7.71e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-version","crates","paritytech/polkadot-sdk","3.82e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-version-proc-macro","crates","paritytech/polkadot-sdk","2.73e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-wasm-interface","crates","paritytech/polkadot-sdk","7.97e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"sp-weights","crates","paritytech/polkadot-sdk","3.77e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"substrate-bip39","crates","paritytech/polkadot-sdk","9.06e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"substrate-prometheus-endpoint","crates","paritytech/polkadot-sdk","1.34e-06","D","crates","sp-core","7.4589","D","35","crates","False"
"holidays","pypi","vacanza/holidays","0.00012702","D","pypi","holidays","7.4571","D","1","pypi","False"
"@langchain/langgraph","npm","langchain-ai/langgraphjs","0.00005254","D","npm","@langchain/langgraph","7.4538","D","3","npm","False"
"@langchain/langgraph-checkpoint","npm","langchain-ai/langgraphjs","0.00001349","D","npm","@langchain/langgraph","7.4538","D","3","npm","False"
"@langchain/langgraph-sdk","npm","langchain-ai/langgraphjs","0.00001379","D","npm","@langchain/langgraph","7.4538","D","3","npm","False"
"lksctp-tools","cpp","sctp/lksctp-tools","0.00014004","D","cpp","lksctp-tools","7.4513","D","1","cpp","False"
"connect","npm","senchalabs/connect","0.00007975","C","npm","connect","7.4458","D","1","npm","False"
"boltons","pypi","","0.00012547","D","pypi","boltons","7.4446","D","1","pypi","False"
"termtree","crates","rust-cli/termtree","0.00018805","C","crates","termtree","7.4401","D","1","crates","False"
"unist-util-position","npm","syntax-tree/unist-util-position","0.00007966","C","npm","unist-util-position","7.4378","D","1","npm","False"
"musepack","cpp","","0.00013990","D","cpp","musepack","7.4355","D","1","cpp","False"
"dateparser","pypi","scrapinghub/dateparser","0.00012527","D","pypi","dateparser","7.432","D","1","pypi","False"
"repeating","npm","sindresorhus/repeating","0.00007963","C","npm","repeating","7.4299","D","1","npm","False"
"d3-shape","npm","d3/d3-shape","0.00007956","C","npm","d3-shape","7.4219","D","1","npm","False"
"wasm-bindgen-externref-xform","crates","rustwasm/wasm-bindgen","8.73e-06","D","crates","wasm-bindgen-test-shared","7.4213","D","6","crates","False"
"wasm-bindgen-multi-value-xform","crates","rustwasm/wasm-bindgen","8.74e-06","D","crates","wasm-bindgen-test-shared","7.4213","D","6","crates","False"
"wasm-bindgen-test-shared","crates","rustwasm/wasm-bindgen","0.00013931","D","crates","wasm-bindgen-test-shared","7.4213","D","6","crates","False"
"wasm-bindgen-threads-xform","crates","rustwasm/wasm-bindgen","8.84e-06","D","crates","wasm-bindgen-test-shared","7.4213","D","6","crates","False"
"wasm-bindgen-wasm-conventions","crates","rustwasm/wasm-bindgen","1.325e-05","D","crates","wasm-bindgen-test-shared","7.4213","D","6","crates","False"
"wasm-bindgen-wasm-interpreter","crates","rustwasm/wasm-bindgen","8.86e-06","D","crates","wasm-bindgen-test-shared","7.4213","D","6","crates","False"
"chromaprint","cpp","","0.00013989","D","cpp","chromaprint","7.4198","D","1","cpp","False"
"pydeequ","pypi","awslabs/python-deequ","0.00012417","D","pypi","pydeequ","7.4196","D","1","pypi","False"
"linkify-it","npm","markdown-it/linkify-it","0.00007952","C","npm","linkify-it","7.414","D","1","npm","False"
"jira","pypi","pycontribs/jira","0.00012385","D","pypi","jira","7.4072","D","1","pypi","False"
"tinycolor2","npm","bgrins/tinycolor","0.00007946","C","npm","tinycolor2","7.406","D","1","npm","False"
"libutempter","cpp","","0.00013923","D","cpp","libutempter","7.4041","D","1","cpp","False"
"color-eyre","crates","eyre-rs/eyre","5.26e-05","D","crates","eyre","7.4026","D","3","crates","False"
"color-spantrace","crates","eyre-rs/eyre","3.162e-05","D","crates","eyre","7.4026","D","3","crates","False"
"eyre","crates","eyre-rs/eyre","0.00010338","D","crates","eyre","7.4026","D","3","crates","False"
"mdast-util-to-hast","npm","syntax-tree/mdast-util-to-hast","0.00007943","C","npm","mdast-util-to-hast","7.3981","D","1","npm","False"
"fiona","pypi","","0.00012338","D","pypi","fiona","7.3949","D","1","pypi","False"
"nullthrows","npm","zertosh/nullthrows","0.00007914","C","npm","nullthrows","7.3902","D","1","npm","False"
"bluez","cpp","","0.00013873","D","cpp","bluez","7.3884","D","1","cpp","False"
"hashlink","crates","kyren/hashlink","0.00018647","C","crates","hashlink","7.3839","D","1","crates","False"
"bytecode","pypi","","0.00012312","D","pypi","bytecode","7.3826","D","1","pypi","False"
"xml","npm","dylang/node-xml","0.00007910","C","npm","xml","7.3823","D","1","npm","False"
"node-abort-controller","npm","southpolesteve/node-abort-controller","0.00007860","C","npm","node-abort-controller","7.3744","D","1","npm","False"
"sratom","cpp","","0.00013843","D","cpp","sratom","7.3728","D","1","cpp","False"
"astor","pypi","berkerpeksag/astor","0.00012286","D","pypi","astor","7.3703","D","1","pypi","False"
"is-module","npm","component/is-module","0.00007836","C","npm","is-module","7.3666","D","1","npm","False"
"tungstenite","crates","snapview/tungstenite-rs","0.00018593","C","crates","tungstenite","7.3653","D","1","crates","False"
"hastscript","npm","syntax-tree/hastscript","0.00007834","C","npm","hastscript","7.3587","D","1","npm","False"
"pytest-rerunfailures","pypi","pytest-dev/pytest-rerunfailures","0.00012261","D","pypi","pytest-rerunfailures","7.358","D","1","pypi","False"
"xcb-util-renderutil","cpp","","0.00013839","D","cpp","xcb-util-renderutil","7.3572","D","1","cpp","False"
"format","npm","samsonjs/format","0.00007832","C","npm","format","7.3509","D","1","npm","False"
"typed-builder","crates","idanarye/rust-typed-builder","7.551e-05","D","crates","typed-builder-macro","7.3468","D","2","crates","False"
"typed-builder-macro","crates","idanarye/rust-typed-builder","0.00011027","D","crates","typed-builder-macro","7.3468","D","2","crates","False"
"fuzzywuzzy","pypi","seatgeek/fuzzywuzzy","0.0001226","D","pypi","fuzzywuzzy","7.3458","D","1","pypi","False"
"eslint-import-resolver-typescript","npm","import-js/eslint-import-resolver-typescript","0.00007818","C","npm","eslint-import-resolver-typescript","7.3431","D","1","npm","False"
"debian:x11-utils","cpp","","0.00013829","D","cpp","debian:x11-utils","7.3416","D","1","cpp","False"
"resize-observer-polyfill","npm","que-etc/resize-observer-polyfill","0.00007779","C","npm","resize-observer-polyfill","7.3353","D","1","npm","False"
"google-cloud-automl","pypi","","0.0001221","D","pypi","google-cloud-automl","7.3336","D","1","pypi","False"
"encode_unicode","crates","tormol/encode_unicode","0.00018509","C","crates","encode_unicode","7.3283","D","1","crates","False"
"to-readable-stream","npm","sindresorhus/to-readable-stream","0.00007778","C","npm","to-readable-stream","7.3275","D","1","npm","False"
"xcb-util-image","cpp","","0.00013781","D","cpp","xcb-util-image","7.3261","D","1","cpp","False"
"makefun","pypi","smarie/python-makefun","0.00012198","D","pypi","makefun","7.3214","D","1","pypi","False"
"exsolve","npm","unjs/exsolve","0.00007772","C","npm","exsolve","7.3198","D","1","npm","False"
"semver-regex","npm","sindresorhus/semver-regex","0.00007771","C","npm","semver-regex","7.312","D","1","npm","False"
"libbs2b","cpp","","0.00013764","D","cpp","libbs2b","7.3106","D","1","cpp","False"
"hkdf","crates","rustcrypto/kdfs","0.00018422","C","crates","hkdf","7.3098","D","1","crates","False"
"azure-mgmt-authorization","pypi","","0.00012175","D","pypi","azure-mgmt-authorization","7.3092","D","1","pypi","False"
"date-format","npm","nomiddlename/date-format","0.00007744","C","npm","date-format","7.3042","D","1","npm","False"
"rich-argparse","pypi","hamdanal/rich-argparse","0.00012144","D","pypi","rich-argparse","7.2971","D","1","pypi","False"
"postcss-safe-parser","npm","postcss/postcss-safe-parser","0.00007743","C","npm","postcss-safe-parser","7.2965","D","1","npm","False"
"assimp","cpp","assimp/assimp","0.00013758","D","cpp","assimp","7.2951","D","1","cpp","False"
"adler32","crates","remram44/adler32-rs","0.00018328","C","crates","adler32","7.2915","D","1","crates","False"
"readdir-glob","npm","yqnn/node-readdir-glob","0.00007743","C","npm","readdir-glob","7.2888","D","1","npm","False"
"connexion","pypi","spec-first/connexion","0.00012138","D","pypi","connexion","7.2849","D","1","pypi","False"
"resolve-url-loader","npm","bholloway/resolve-url-loader","0.00007738","C","npm","resolve-url-loader","7.281","D","1","npm","False"
"sndio","cpp","","0.00013726","D","cpp","sndio","7.2796","D","1","cpp","False"
"postcss-js","npm","postcss/postcss-js","0.00007734","C","npm","postcss-js","7.2733","D","1","npm","False"
"macro_rules_attribute","crates","danielhenrymantilla/macro_rules_attribute-rs","0.00013898","D","crates","macro_rules_attribute","7.2732","D","2","crates","False"
"macro_rules_attribute-proc_macro","crates","danielhenrymantilla/macro_rules_attribute-rs","4.421e-05","D","crates","macro_rules_attribute","7.2732","D","2","crates","False"
"tifffile","pypi","cgohlke/tifffile","0.0001213","D","pypi","tifffile","7.2728","D","1","pypi","False"
"webpack-log","npm","shellscape/webpack-log","0.00007707","C","npm","webpack-log","7.2656","D","1","npm","False"
"parted","cpp","","0.00013693","D","cpp","parted","7.2642","D","1","cpp","False"
"limits","pypi","","0.00012112","D","pypi","limits","7.2607","D","1","pypi","False"
"pacote","npm","npm/pacote","0.00007706","C","npm","pacote","7.2579","D","1","npm","False"
"structopt","crates","texitoi/structopt","8.97e-05","D","crates","structopt-derive","7.2549","D","2","crates","False"
"structopt-derive","crates","texitoi/structopt","9.299e-05","D","crates","structopt-derive","7.2549","D","2","crates","False"
"array.prototype.reduce","npm","es-shims/array.prototype.reduce","0.00007705","C","npm","array.prototype.reduce","7.2502","D","1","npm","False"
"libsrtp","cpp","cisco/libsrtp","0.00010622","D","cpp","libsrtp","7.2487","D","2","cpp","False"
