"package","github_repo","repo_url"
"semver","npm/node-semver","https://github.com/npm/node-semver"
"ansi-styles","chalk/ansi-styles","https://github.com/chalk/ansi-styles"
"supports-color","chalk/supports-color","https://github.com/chalk/supports-color"
"debug","debug-js/debug","https://github.com/debug-js/debug"
"chalk","chalk/chalk","https://github.com/chalk/chalk"
"ms","vercel/ms","https://github.com/vercel/ms"
"tslib","Microsoft/tslib","https://github.com/Microsoft/tslib"
"has-flag","sindresorhus/has-flag","https://github.com/sindresorhus/has-flag"
"color-convert","Qix-/color-convert","https://github.com/Qix-/color-convert"
"color-name","colorjs/color-name","https://github.com/colorjs/color-name"
"strip-ansi","chalk/strip-ansi","https://github.com/chalk/strip-ansi"
"source-map","mozilla/source-map","https://github.com/mozilla/source-map"
"ansi-regex","chalk/ansi-regex","https://github.com/chalk/ansi-regex"
"minimatch","isaacs/minimatch","https://github.com/isaacs/minimatch"
"type-fest","sindresorhus/type-fest","https://github.com/sindresorhus/type-fest"
"lru-cache","isaacs/node-lru-cache","https://github.com/isaacs/node-lru-cache"
"readable-stream","nodejs/readable-stream","https://github.com/nodejs/readable-stream"
"string-width","sindresorhus/string-width","https://github.com/sindresorhus/string-width"
"commander","tj/commander.js","https://github.com/tj/commander.js"
"kind-of","jonschlinkert/kind-of","https://github.com/jonschlinkert/kind-of"
"glob","isaacs/node-glob","https://github.com/isaacs/node-glob"
"find-up","sindresorhus/find-up","https://github.com/sindresorhus/find-up"
"escape-string-regexp","sindresorhus/escape-string-regexp","https://github.com/sindresorhus/escape-string-regexp"
"p-locate","sindresorhus/p-locate","https://github.com/sindresorhus/p-locate"
"locate-path","sindresorhus/locate-path","https://github.com/sindresorhus/locate-path"
"yallist","isaacs/yallist","https://github.com/isaacs/yallist"
"wrap-ansi","chalk/wrap-ansi","https://github.com/chalk/wrap-ansi"
"safe-buffer","feross/safe-buffer","https://github.com/feross/safe-buffer"
"p-limit","sindresorhus/p-limit","https://github.com/sindresorhus/p-limit"
"brace-expansion","juliangruber/brace-expansion","https://github.com/juliangruber/brace-expansion"
"emoji-regex","mathiasbynens/emoji-regex","https://github.com/mathiasbynens/emoji-regex"
"uuid","uuidjs/uuid","https://github.com/uuidjs/uuid"
"string_decoder","nodejs/string_decoder","https://github.com/nodejs/string_decoder"
"ajv","ajv-validator/ajv","https://github.com/ajv-validator/ajv"
"is-fullwidth-code-point","sindresorhus/is-fullwidth-code-point","https://github.com/sindresorhus/is-fullwidth-code-point"
"yargs-parser","yargs/yargs-parser","https://github.com/yargs/yargs-parser"
"isarray","juliangruber/isarray","https://github.com/juliangruber/isarray"
"yargs","yargs/yargs","https://github.com/yargs/yargs"
"acorn","acornjs/acorn","https://github.com/acornjs/acorn"
"get-stream","sindresorhus/get-stream","https://github.com/sindresorhus/get-stream"
"glob-parent","gulpjs/glob-parent","https://github.com/gulpjs/glob-parent"
"fs-extra","jprichardson/node-fs-extra","https://github.com/jprichardson/node-fs-extra"
"camelcase","sindresorhus/camelcase","https://github.com/sindresorhus/camelcase"
"json-schema-traverse","epoberezkin/json-schema-traverse","https://github.com/epoberezkin/json-schema-traverse"
"react-is","facebook/react","https://github.com/facebook/react"
"rimraf","isaacs/rimraf","https://github.com/isaacs/rimraf"
"which","npm/node-which","https://github.com/npm/node-which"
"path-exists","sindresorhus/path-exists","https://github.com/sindresorhus/path-exists"
"estraverse","estools/estraverse","https://github.com/estools/estraverse"
"resolve-from","sindresorhus/resolve-from","https://github.com/sindresorhus/resolve-from"
"punycode","mathiasbynens/punycode.js","https://github.com/mathiasbynens/punycode.js"
"inherits","isaacs/inherits","https://github.com/isaacs/inherits"
"schema-utils","webpack/schema-utils","https://github.com/webpack/schema-utils"
"cliui","yargs/cliui","https://github.com/yargs/cliui"
"globals","sindresorhus/globals","https://github.com/sindresorhus/globals"
"qs","ljharb/qs","https://github.com/ljharb/qs"
"resolve","browserify/resolve","https://github.com/browserify/resolve"
"js-yaml","nodeca/js-yaml","https://github.com/nodeca/js-yaml"
"mkdirp","isaacs/node-mkdirp","https://github.com/isaacs/node-mkdirp"
"ws","websockets/ws","https://github.com/websockets/ws"
"postcss","postcss/postcss","https://github.com/postcss/postcss"
"minipass","isaacs/minipass","https://github.com/isaacs/minipass"
"is-number","jonschlinkert/is-number","https://github.com/jonschlinkert/is-number"
"json5","json5/json5","https://github.com/json5/json5"
"execa","sindresorhus/execa","https://github.com/sindresorhus/execa"
"cross-spawn","moxystudio/node-cross-spawn","https://github.com/moxystudio/node-cross-spawn"
"pify","sindresorhus/pify","https://github.com/sindresorhus/pify"
"eslint-visitor-keys","eslint/js","https://github.com/eslint/js"
"argparse","nodeca/argparse","https://github.com/nodeca/argparse"
"define-property","jonschlinkert/define-property","https://github.com/jonschlinkert/define-property"
"path-key","sindresorhus/path-key","https://github.com/sindresorhus/path-key"
"pretty-format","jestjs/jest","https://github.com/jestjs/jest"
"is-stream","sindresorhus/is-stream","https://github.com/sindresorhus/is-stream"
"iconv-lite","pillarjs/iconv-lite","https://github.com/pillarjs/iconv-lite"
"form-data","form-data/form-data","https://github.com/form-data/form-data"
"extend-shallow","jonschlinkert/extend-shallow","https://github.com/jonschlinkert/extend-shallow"
"braces","micromatch/braces","https://github.com/micromatch/braces"
"fill-range","jonschlinkert/fill-range","https://github.com/jonschlinkert/fill-range"
"micromatch","micromatch/micromatch","https://github.com/micromatch/micromatch"
"webidl-conversions","jsdom/webidl-conversions","https://github.com/jsdom/webidl-conversions"
"slash","sindresorhus/slash","https://github.com/sindresorhus/slash"
"signal-exit","tapjs/signal-exit","https://github.com/tapjs/signal-exit"
"universalify","RyanZim/universalify","https://github.com/RyanZim/universalify"
"make-dir","sindresorhus/make-dir","https://github.com/sindresorhus/make-dir"
"is-glob","micromatch/is-glob","https://github.com/micromatch/is-glob"
"to-regex-range","micromatch/to-regex-range","https://github.com/micromatch/to-regex-range"
"whatwg-url","jsdom/whatwg-url","https://github.com/jsdom/whatwg-url"
"ignore","kaelzhang/node-ignore","https://github.com/kaelzhang/node-ignore"
"shebang-command","kevva/shebang-command","https://github.com/kevva/shebang-command"
"shebang-regex","sindresorhus/shebang-regex","https://github.com/sindresorhus/shebang-regex"
"y18n","yargs/y18n","https://github.com/yargs/y18n"
"mime","broofa/mime","https://github.com/broofa/mime"
"globby","sindresorhus/globby","https://github.com/sindresorhus/globby"
"eslint-scope","eslint/js","https://github.com/eslint/js"
"parse-json","sindresorhus/parse-json","https://github.com/sindresorhus/parse-json"
"mime-db","jshttp/mime-db","https://github.com/jshttp/mime-db"
"picomatch","micromatch/picomatch","https://github.com/micromatch/picomatch"
"pkg-dir","sindresorhus/pkg-dir","https://github.com/sindresorhus/pkg-dir"
"strip-bom","sindresorhus/strip-bom","https://github.com/sindresorhus/strip-bom"
"minimist","minimistjs/minimist","https://github.com/minimistjs/minimist"
"tr46","jsdom/tr46","https://github.com/jsdom/tr46"
"jsesc","mathiasbynens/jsesc","https://github.com/mathiasbynens/jsesc"
"buffer","feross/buffer","https://github.com/feross/buffer"
"normalize-path","jonschlinkert/normalize-path","https://github.com/jonschlinkert/normalize-path"
"http-errors","jshttp/http-errors","https://github.com/jshttp/http-errors"
"onetime","sindresorhus/onetime","https://github.com/sindresorhus/onetime"
"path-type","sindresorhus/path-type","https://github.com/sindresorhus/path-type"
"npm-run-path","sindresorhus/npm-run-path","https://github.com/sindresorhus/npm-run-path"
"mime-types","jshttp/mime-types","https://github.com/jshttp/mime-types"
"graceful-fs","isaacs/node-graceful-fs","https://github.com/isaacs/node-graceful-fs"
"convert-source-map","thlorenz/convert-source-map","https://github.com/thlorenz/convert-source-map"
"async","caolan/async","https://github.com/caolan/async"
"mimic-fn","sindresorhus/mimic-fn","https://github.com/sindresorhus/mimic-fn"
"lodash","lodash/lodash","https://github.com/lodash/lodash"
"strip-json-comments","sindresorhus/strip-json-comments","https://github.com/sindresorhus/strip-json-comments"
"doctrine","eslint/doctrine","https://github.com/eslint/doctrine"
"jsonfile","jprichardson/node-jsonfile","https://github.com/jprichardson/node-jsonfile"
"chokidar","paulmillr/chokidar","https://github.com/paulmillr/chokidar"
"agent-base","TooTallNate/proxy-agents","https://github.com/TooTallNate/proxy-agents"
"anymatch","micromatch/anymatch","https://github.com/micromatch/anymatch"
"is-extendable","jonschlinkert/is-extendable","https://github.com/jonschlinkert/is-extendable"
"balanced-match","juliangruber/balanced-match","https://github.com/juliangruber/balanced-match"
"cosmiconfig","cosmiconfig/cosmiconfig","https://github.com/cosmiconfig/cosmiconfig"
"https-proxy-agent","TooTallNate/proxy-agents","https://github.com/TooTallNate/proxy-agents"
"jest-worker","jestjs/jest","https://github.com/jestjs/jest"
"bytes","visionmedia/bytes.js","https://github.com/visionmedia/bytes.js"
"picocolors","alexeyraspopov/picocolors","https://github.com/alexeyraspopov/picocolors"
"statuses","jshttp/statuses","https://github.com/jshttp/statuses"
"regenerator-runtime","facebook/regenerator","https://github.com/facebook/regenerator"
"entities","fb55/entities","https://github.com/fb55/entities"
"path-to-regexp","pillarjs/path-to-regexp","https://github.com/pillarjs/path-to-regexp"
"typescript","microsoft/TypeScript","https://github.com/microsoft/TypeScript"
"readdirp","paulmillr/readdirp","https://github.com/paulmillr/readdirp"
"is-arrayish","qix-/node-is-arrayish","https://github.com/qix-/node-is-arrayish"
"postcss-value-parser","TrySound/postcss-value-parser","https://github.com/TrySound/postcss-value-parser"
"loader-utils","webpack/loader-utils","https://github.com/webpack/loader-utils"
"isobject","jonschlinkert/isobject","https://github.com/jonschlinkert/isobject"
"browserslist","browserslist/browserslist","https://github.com/browserslist/browserslist"
"p-try","sindresorhus/p-try","https://github.com/sindresorhus/p-try"
"cookie","jshttp/cookie","https://github.com/jshttp/cookie"
"jest-util","jestjs/jest","https://github.com/jestjs/jest"
"fast-deep-equal","epoberezkin/fast-deep-equal","https://github.com/epoberezkin/fast-deep-equal"
"depd","dougwilson/nodejs-depd","https://github.com/dougwilson/nodejs-depd"
"isexe","isaacs/isexe","https://github.com/isaacs/isexe"
"source-map-support","evanw/node-source-map-support","https://github.com/evanw/node-source-map-support"
"node-fetch","node-fetch/node-fetch","https://github.com/node-fetch/node-fetch"
"has-symbols","inspect-js/has-symbols","https://github.com/inspect-js/has-symbols"
"js-tokens","lydell/js-tokens","https://github.com/lydell/js-tokens"
"once","isaacs/once","https://github.com/isaacs/once"
"setprototypeof","wesleytodd/setprototypeof","https://github.com/wesleytodd/setprototypeof"
"function-bind","Raynos/function-bind","https://github.com/Raynos/function-bind"
"is-descriptor","inspect-js/is-descriptor","https://github.com/inspect-js/is-descriptor"
"ansi-escapes","sindresorhus/ansi-escapes","https://github.com/sindresorhus/ansi-escapes"
"is-extglob","jonschlinkert/is-extglob","https://github.com/jonschlinkert/is-extglob"
"get-intrinsic","ljharb/get-intrinsic","https://github.com/ljharb/get-intrinsic"
"human-signals","ehmicky/human-signals","https://github.com/ehmicky/human-signals"
"ci-info","watson/ci-info","https://github.com/watson/ci-info"
"object-inspect","inspect-js/object-inspect","https://github.com/inspect-js/object-inspect"
"wrappy","npm/wrappy","https://github.com/npm/wrappy"
"optionator","gkz/optionator","https://github.com/gkz/optionator"
"is-core-module","inspect-js/is-core-module","https://github.com/inspect-js/is-core-module"
"core-util-is","isaacs/core-util-is","https://github.com/isaacs/core-util-is"
"fast-glob","mrmlnc/fast-glob","https://github.com/mrmlnc/fast-glob"
"hosted-git-info","npm/hosted-git-info","https://github.com/npm/hosted-git-info"
"sprintf-js","alexei/sprintf.js","https://github.com/alexei/sprintf.js"
"electron-to-chromium","Kilian/electron-to-chromium","https://github.com/Kilian/electron-to-chromium"
"type-check","gkz/type-check","https://github.com/gkz/type-check"
"caniuse-lite","browserslist/caniuse-lite","https://github.com/browserslist/caniuse-lite"
"concat-map","ljharb/concat-map","https://github.com/ljharb/concat-map"
"prelude-ls","gkz/prelude-ls","https://github.com/gkz/prelude-ls"
"levn","gkz/levn","https://github.com/gkz/levn"
"ini","npm/ini","https://github.com/npm/ini"
"callsites","sindresorhus/callsites","https://github.com/sindresorhus/callsites"
"rxjs","reactivex/rxjs","https://github.com/reactivex/rxjs"
"tough-cookie","salesforce/tough-cookie","https://github.com/salesforce/tough-cookie"
"write-file-atomic","npm/write-file-atomic","https://github.com/npm/write-file-atomic"
"axios","axios/axios","https://github.com/axios/axios"
"esprima","jquery/esprima","https://github.com/jquery/esprima"
"slice-ansi","chalk/slice-ansi","https://github.com/chalk/slice-ansi"
"import-fresh","sindresorhus/import-fresh","https://github.com/sindresorhus/import-fresh"
"binary-extensions","sindresorhus/binary-extensions","https://github.com/sindresorhus/binary-extensions"
"postcss-selector-parser","postcss/postcss-selector-parser","https://github.com/postcss/postcss-selector-parser"
"inflight","npm/inflight","https://github.com/npm/inflight"
"pump","mafintosh/pump","https://github.com/mafintosh/pump"
"get-caller-file","stefanpenner/get-caller-file","https://github.com/stefanpenner/get-caller-file"
"p-map","sindresorhus/p-map","https://github.com/sindresorhus/p-map"
"fs.realpath","isaacs/fs.realpath","https://github.com/isaacs/fs.realpath"
"path-is-absolute","sindresorhus/path-is-absolute","https://github.com/sindresorhus/path-is-absolute"
"is-binary-path","sindresorhus/is-binary-path","https://github.com/sindresorhus/is-binary-path"
"node-releases","chicoxyzzy/node-releases","https://github.com/chicoxyzzy/node-releases"
"util-deprecate","TooTallNate/util-deprecate","https://github.com/TooTallNate/util-deprecate"
"is-accessor-descriptor","inspect-js/is-accessor-descriptor","https://github.com/inspect-js/is-accessor-descriptor"
"is-data-descriptor","inspect-js/is-data-descriptor","https://github.com/inspect-js/is-data-descriptor"
"safer-buffer","ChALkeR/safer-buffer","https://github.com/ChALkeR/safer-buffer"
"es-abstract","ljharb/es-abstract","https://github.com/ljharb/es-abstract"
"read-pkg","sindresorhus/read-pkg","https://github.com/sindresorhus/read-pkg"
"uri-js","garycourt/uri-js","https://github.com/garycourt/uri-js"
"ieee754","feross/ieee754","https://github.com/feross/ieee754"
"object-assign","sindresorhus/object-assign","https://github.com/sindresorhus/object-assign"
"path-parse","jbgutierrez/path-parse","https://github.com/jbgutierrez/path-parse"
"ajv-keywords","epoberezkin/ajv-keywords","https://github.com/epoberezkin/ajv-keywords"
"follow-redirects","follow-redirects/follow-redirects","https://github.com/follow-redirects/follow-redirects"
"escalade","lukeed/escalade","https://github.com/lukeed/escalade"
"parse5","inikulin/parse5","https://github.com/inikulin/parse5"
"is-wsl","sindresorhus/is-wsl","https://github.com/sindresorhus/is-wsl"
"is-plain-object","jonschlinkert/is-plain-object","https://github.com/jonschlinkert/is-plain-object"
"array-union","sindresorhus/array-union","https://github.com/sindresorhus/array-union"
"indent-string","sindresorhus/indent-string","https://github.com/sindresorhus/indent-string"
"call-bind","ljharb/call-bind","https://github.com/ljharb/call-bind"
"yaml","eemeli/yaml","https://github.com/eemeli/yaml"
"is-plain-obj","sindresorhus/is-plain-obj","https://github.com/sindresorhus/is-plain-obj"
"core-js","zloirock/core-js","https://github.com/zloirock/core-js"
"fast-json-stable-stringify","epoberezkin/fast-json-stable-stringify","https://github.com/epoberezkin/fast-json-stable-stringify"
"delayed-stream","felixge/node-delayed-stream","https://github.com/felixge/node-delayed-stream"
"jest-get-type","jestjs/jest","https://github.com/jestjs/jest"
"combined-stream","felixge/node-combined-stream","https://github.com/felixge/node-combined-stream"
"bn.js","indutny/bn.js","https://github.com/indutny/bn.js"
"chownr","isaacs/chownr","https://github.com/isaacs/chownr"
"acorn-walk","acornjs/acorn","https://github.com/acornjs/acorn"
"asynckit","alexindigo/asynckit","https://github.com/alexindigo/asynckit"
"diff","kpdecker/jsdiff","https://github.com/kpdecker/jsdiff"
"restore-cursor","sindresorhus/restore-cursor","https://github.com/sindresorhus/restore-cursor"
"esutils","estools/esutils","https://github.com/estools/esutils"
"cli-cursor","sindresorhus/cli-cursor","https://github.com/sindresorhus/cli-cursor"
"http-proxy-agent","TooTallNate/proxy-agents","https://github.com/TooTallNate/proxy-agents"
"base64-js","beatgammit/base64-js","https://github.com/beatgammit/base64-js"
"domutils","fb55/domutils","https://github.com/fb55/domutils"
"require-directory","troygoode/node-require-directory","https://github.com/troygoode/node-require-directory"
"on-finished","jshttp/on-finished","https://github.com/jshttp/on-finished"
"espree","eslint/js","https://github.com/eslint/js"
"raw-body","stream-utils/raw-body","https://github.com/stream-utils/raw-body"
"normalize-package-data","npm/normalize-package-data","https://github.com/npm/normalize-package-data"
"negotiator","jshttp/negotiator","https://github.com/jshttp/negotiator"
"tmp","raszi/node-tmp","https://github.com/raszi/node-tmp"
"istanbul-lib-instrument","istanbuljs/istanbuljs","https://github.com/istanbuljs/istanbuljs"
"is-callable","inspect-js/is-callable","https://github.com/inspect-js/is-callable"
"imurmurhash","jensyt/imurmurhash-js","https://github.com/jensyt/imurmurhash-js"
"dotenv","motdotla/dotenv","https://github.com/motdotla/dotenv"
"strip-final-newline","sindresorhus/strip-final-newline","https://github.com/sindresorhus/strip-final-newline"
"eslint","eslint/eslint","https://github.com/eslint/eslint"
"buffer-from","LinusU/buffer-from","https://github.com/LinusU/buffer-from"
"side-channel","ljharb/side-channel","https://github.com/ljharb/side-channel"
"read-pkg-up","sindresorhus/read-pkg-up","https://github.com/sindresorhus/read-pkg-up"
"serialize-javascript","yahoo/serialize-javascript","https://github.com/yahoo/serialize-javascript"
"is-buffer","feross/is-buffer","https://github.com/feross/is-buffer"
"encodeurl","pillarjs/encodeurl","https://github.com/pillarjs/encodeurl"
"yocto-queue","sindresorhus/yocto-queue","https://github.com/sindresorhus/yocto-queue"
"dom-serializer","cheeriojs/dom-serializer","https://github.com/cheeriojs/dom-serializer"
"is-regex","inspect-js/is-regex","https://github.com/inspect-js/is-regex"
"define-properties","ljharb/define-properties","https://github.com/ljharb/define-properties"
"ipaddr.js","whitequark/ipaddr.js","https://github.com/whitequark/ipaddr.js"
"find-cache-dir","sindresorhus/find-cache-dir","https://github.com/sindresorhus/find-cache-dir"
"domelementtype","fb55/domelementtype","https://github.com/fb55/domelementtype"
"fast-levenshtein","hiddentao/fast-levenshtein","https://github.com/hiddentao/fast-levenshtein"
"object.assign","ljharb/object.assign","https://github.com/ljharb/object.assign"
"jest-diff","jestjs/jest","https://github.com/jestjs/jest"
"process-nextick-args","calvinmetcalf/process-nextick-args","https://github.com/calvinmetcalf/process-nextick-args"
"array-flatten","blakeembrey/array-flatten","https://github.com/blakeembrey/array-flatten"
"jest-message-util","jestjs/jest","https://github.com/jestjs/jest"
"figures","sindresorhus/figures","https://github.com/sindresorhus/figures"
"fastq","mcollina/fastq","https://github.com/mcollina/fastq"
"flatted","WebReflection/flatted","https://github.com/WebReflection/flatted"
"json-parse-even-better-errors","npm/json-parse-even-better-errors","https://github.com/npm/json-parse-even-better-errors"
"object-keys","ljharb/object-keys","https://github.com/ljharb/object-keys"
"domhandler","fb55/domhandler","https://github.com/fb55/domhandler"
"nanoid","ai/nanoid","https://github.com/ai/nanoid"
"lines-and-columns","eventualbuddha/lines-and-columns","https://github.com/eventualbuddha/lines-and-columns"
"deep-is","thlorenz/deep-is","https://github.com/thlorenz/deep-is"
"finalhandler","pillarjs/finalhandler","https://github.com/pillarjs/finalhandler"
"flat-cache","jaredwray/cacheable","https://github.com/jaredwray/cacheable"
"events","Gozala/events","https://github.com/Gozala/events"
"prettier","prettier/prettier","https://github.com/prettier/prettier"
"end-of-stream","mafintosh/end-of-stream","https://github.com/mafintosh/end-of-stream"
"dir-glob","kevva/dir-glob","https://github.com/kevva/dir-glob"
"file-entry-cache","jaredwray/cacheable","https://github.com/jaredwray/cacheable"
"body-parser","expressjs/body-parser","https://github.com/expressjs/body-parser"
"error-ex","qix-/node-error-ex","https://github.com/qix-/node-error-ex"
"jest-regex-util","jestjs/jest","https://github.com/jestjs/jest"
"diff-sequences","jestjs/jest","https://github.com/jestjs/jest"
"log-symbols","sindresorhus/log-symbols","https://github.com/sindresorhus/log-symbols"
"parent-module","sindresorhus/parent-module","https://github.com/sindresorhus/parent-module"
"send","pillarjs/send","https://github.com/pillarjs/send"
"sax","isaacs/sax-js","https://github.com/isaacs/sax-js"
"esrecurse","estools/esrecurse","https://github.com/estools/esrecurse"
"run-parallel","feross/run-parallel","https://github.com/feross/run-parallel"
"reusify","mcollina/reusify","https://github.com/mcollina/reusify"
"is-path-inside","sindresorhus/is-path-inside","https://github.com/sindresorhus/is-path-inside"
"merge2","teambition/merge2","https://github.com/teambition/merge2"
"content-disposition","jshttp/content-disposition","https://github.com/jshttp/content-disposition"
"terser","terser/terser","https://github.com/terser/terser"
"decamelize","sindresorhus/decamelize","https://github.com/sindresorhus/decamelize"
"open","sindresorhus/open","https://github.com/sindresorhus/open"
"util","browserify/node-util","https://github.com/browserify/node-util"
"toidentifier","component/toidentifier","https://github.com/component/toidentifier"
"merge-stream","grncdr/merge-stream","https://github.com/grncdr/merge-stream"
"deepmerge","TehShrike/deepmerge","https://github.com/TehShrike/deepmerge"
"cssom","NV/CSSOM","https://github.com/NV/CSSOM"
"accepts","jshttp/accepts","https://github.com/jshttp/accepts"
"tapable","webpack/tapable","https://github.com/webpack/tapable"
"fsevents","fsevents/fsevents","https://github.com/fsevents/fsevents"
"jest-matcher-utils","jestjs/jest","https://github.com/jestjs/jest"
"ansi-colors","doowb/ansi-colors","https://github.com/doowb/ansi-colors"
"serve-static","expressjs/serve-static","https://github.com/expressjs/serve-static"
"natural-compare","litejs/natural-compare-lite","https://github.com/litejs/natural-compare-lite"
"normalize-url","sindresorhus/normalize-url","https://github.com/sindresorhus/normalize-url"
"enhanced-resolve","webpack/enhanced-resolve","https://github.com/webpack/enhanced-resolve"
"acorn-jsx","acornjs/acorn-jsx","https://github.com/acornjs/acorn-jsx"
"retry","tim-kos/node-retry","https://github.com/tim-kos/node-retry"
"is-date-object","inspect-js/is-date-object","https://github.com/inspect-js/is-date-object"
"string.prototype.trimend","es-shims/String.prototype.trimEnd","https://github.com/es-shims/String.prototype.trimEnd"
"eventemitter3","primus/eventemitter3","https://github.com/primus/eventemitter3"
"has-tostringtag","inspect-js/has-tostringtag","https://github.com/inspect-js/has-tostringtag"
"to-fast-properties","sindresorhus/to-fast-properties","https://github.com/sindresorhus/to-fast-properties"
"string.prototype.trimstart","es-shims/String.prototype.trimStart","https://github.com/es-shims/String.prototype.trimStart"
"is-symbol","inspect-js/is-symbol","https://github.com/inspect-js/is-symbol"
"through2","rvagg/through2","https://github.com/rvagg/through2"
"esquery","estools/esquery","https://github.com/estools/esquery"
"range-parser","jshttp/range-parser","https://github.com/jshttp/range-parser"
"queue-microtask","feross/queue-microtask","https://github.com/feross/queue-microtask"
"escodegen","estools/escodegen","https://github.com/estools/escodegen"
"has-values","jonschlinkert/has-values","https://github.com/jonschlinkert/has-values"
"has-value","jonschlinkert/has-value","https://github.com/jonschlinkert/has-value"
"css-select","fb55/css-select","https://github.com/fb55/css-select"
"escape-html","component/escape-html","https://github.com/component/escape-html"
"jest-haste-map","jestjs/jest","https://github.com/jestjs/jest"
"istanbul-lib-coverage","istanbuljs/istanbuljs","https://github.com/istanbuljs/istanbuljs"
"nopt","npm/nopt","https://github.com/npm/nopt"
"unpipe","stream-utils/unpipe","https://github.com/stream-utils/unpipe"
"destroy","stream-utils/destroy","https://github.com/stream-utils/destroy"
"bl","rvagg/bl","https://github.com/rvagg/bl"
"fresh","jshttp/fresh","https://github.com/jshttp/fresh"
"xtend","Raynos/xtend","https://github.com/Raynos/xtend"
"webpack-sources","webpack/webpack-sources","https://github.com/webpack/webpack-sources"
"supports-preserve-symlinks-flag","inspect-js/node-supports-preserve-symlinks-flag","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"regexp.prototype.flags","es-shims/RegExp.prototype.flags","https://github.com/es-shims/RegExp.prototype.flags"
"ee-first","jonathanong/ee-first","https://github.com/jonathanong/ee-first"
"media-typer","jshttp/media-typer","https://github.com/jshttp/media-typer"
"inquirer","SBoudrias/Inquirer.js","https://github.com/SBoudrias/Inquirer.js"
"vary","jshttp/vary","https://github.com/jshttp/vary"
"gensync","loganfsmyth/gensync","https://github.com/loganfsmyth/gensync"
"cacache","npm/cacache","https://github.com/npm/cacache"
"terser-webpack-plugin","webpack/terser-webpack-plugin","https://github.com/webpack/terser-webpack-plugin"
"json-stable-stringify-without-jsonify","samn/json-stable-stringify","https://github.com/samn/json-stable-stringify"
"is-string","inspect-js/is-string","https://github.com/inspect-js/is-string"
"clone","pvorb/node-clone","https://github.com/pvorb/node-clone"
"es-to-primitive","ljharb/es-to-primitive","https://github.com/ljharb/es-to-primitive"
"content-type","jshttp/content-type","https://github.com/jshttp/content-type"
"ssri","npm/ssri","https://github.com/npm/ssri"
"type-is","jshttp/type-is","https://github.com/jshttp/type-is"
"colorette","jorgebucaran/colorette","https://github.com/jorgebucaran/colorette"
"word-wrap","jonschlinkert/word-wrap","https://github.com/jonschlinkert/word-wrap"
"parseurl","pillarjs/parseurl","https://github.com/pillarjs/parseurl"
"psl","lupomontero/psl","https://github.com/lupomontero/psl"
"etag","jshttp/etag","https://github.com/jshttp/etag"
"tar","isaacs/node-tar","https://github.com/isaacs/node-tar"
"cookie-signature","visionmedia/node-cookie-signature","https://github.com/visionmedia/node-cookie-signature"
"mute-stream","npm/mute-stream","https://github.com/npm/mute-stream"
"csstype","frenic/csstype","https://github.com/frenic/csstype"
"is-docker","sindresorhus/is-docker","https://github.com/sindresorhus/is-docker"
"has","tarruda/has","https://github.com/tarruda/has"
"methods","jshttp/methods","https://github.com/jshttp/methods"
"merge-descriptors","sindresorhus/merge-descriptors","https://github.com/sindresorhus/merge-descriptors"
"htmlparser2","fb55/htmlparser2","https://github.com/fb55/htmlparser2"
"extend","justmoon/node-extend","https://github.com/justmoon/node-extend"
"bluebird","petkaantonov/bluebird","https://github.com/petkaantonov/bluebird"
"extsprintf","davepacheco/node-extsprintf","https://github.com/davepacheco/node-extsprintf"
"text-table","substack/text-table","https://github.com/substack/text-table"
"express","expressjs/express","https://github.com/expressjs/express"
"expect","jestjs/jest","https://github.com/jestjs/jest"
"fs-minipass","npm/fs-minipass","https://github.com/npm/fs-minipass"
"css-tree","csstree/csstree","https://github.com/csstree/csstree"
"utils-merge","jaredhanson/utils-merge","https://github.com/jaredhanson/utils-merge"
"jest-mock","jestjs/jest","https://github.com/jestjs/jest"
"mdn-data","mdn/data","https://github.com/mdn/data"
"through","dominictarr/through","https://github.com/dominictarr/through"
"mimic-response","sindresorhus/mimic-response","https://github.com/sindresorhus/mimic-response"
"proxy-addr","jshttp/proxy-addr","https://github.com/jshttp/proxy-addr"
"internal-slot","ljharb/internal-slot","https://github.com/ljharb/internal-slot"
"css-what","fb55/css-what","https://github.com/fb55/css-what"
"keyv","jaredwray/keyv","https://github.com/jaredwray/keyv"
"arg","vercel/arg","https://github.com/vercel/arg"
"is-typedarray","hughsk/is-typedarray","https://github.com/hughsk/is-typedarray"
"forwarded","jshttp/forwarded","https://github.com/jshttp/forwarded"
"lodash.merge","lodash/lodash","https://github.com/lodash/lodash"
"has-property-descriptors","inspect-js/has-property-descriptors","https://github.com/inspect-js/has-property-descriptors"
"magic-string","Rich-Harris/magic-string","https://github.com/Rich-Harris/magic-string"
"jsbn","andyperlitch/jsbn","https://github.com/andyperlitch/jsbn"
"import-local","sindresorhus/import-local","https://github.com/sindresorhus/import-local"
"is-boolean-object","inspect-js/is-boolean-object","https://github.com/inspect-js/is-boolean-object"
"is-number-object","inspect-js/is-number-object","https://github.com/inspect-js/is-number-object"
"gopd","ljharb/gopd","https://github.com/ljharb/gopd"
"jest-resolve","jestjs/jest","https://github.com/jestjs/jest"
"tsconfig-paths","dividab/tsconfig-paths","https://github.com/dividab/tsconfig-paths"
"eslint-utils","mysticatea/eslint-utils","https://github.com/mysticatea/eslint-utils"
