"package","github_repo","repo_url"
"is-promise","then/is-promise","https://github.com/then/is-promise"
"browserify-zlib","devongovett/browserify-zlib","https://github.com/devongovett/browserify-zlib"
"extract-zip","maxogden/extract-zip","https://github.com/maxogden/extract-zip"
"is-installed-globally","sindresorhus/is-installed-globally","https://github.com/sindresorhus/is-installed-globally"
"is-weakmap","inspect-js/is-weakmap","https://github.com/inspect-js/is-weakmap"
"html-webpack-plugin","jantimon/html-webpack-plugin","https://github.com/jantimon/html-webpack-plugin"
"elliptic","indutny/elliptic","https://github.com/indutny/elliptic"
"which-collection","inspect-js/which-collection","https://github.com/inspect-js/which-collection"
"builtin-modules","sindresorhus/builtin-modules","https://github.com/sindresorhus/builtin-modules"
"obuf","indutny/offset-buffer","https://github.com/indutny/offset-buffer"
"file-loader","webpack-contrib/file-loader","https://github.com/webpack-contrib/file-loader"
"unist-util-visit-parents","syntax-tree/unist-util-visit-parents","https://github.com/syntax-tree/unist-util-visit-parents"
"lodash.sortby","lodash/lodash","https://github.com/lodash/lodash"
"lodash.get","lodash/lodash","https://github.com/lodash/lodash"
"connect-history-api-fallback","bripkens/connect-history-api-fallback","https://github.com/bripkens/connect-history-api-fallback"
"code-point-at","sindresorhus/code-point-at","https://github.com/sindresorhus/code-point-at"
"hash.js","indutny/hash.js","https://github.com/indutny/hash.js"
"v8-compile-cache-lib","cspotcode/v8-compile-cache-lib","https://github.com/cspotcode/v8-compile-cache-lib"
"ast-types-flow","kyldvs/ast-types-flow","https://github.com/kyldvs/ast-types-flow"
"damerau-levenshtein","tad-lispy/node-damerau-levenshtein","https://github.com/tad-lispy/node-damerau-levenshtein"
"eslint-plugin-jsx-a11y","jsx-eslint/eslint-plugin-jsx-a11y","https://github.com/jsx-eslint/eslint-plugin-jsx-a11y"
"jiti","unjs/jiti","https://github.com/unjs/jiti"
"import-lazy","sindresorhus/import-lazy","https://github.com/sindresorhus/import-lazy"
"ua-parser-js","faisalman/ua-parser-js","https://github.com/faisalman/ua-parser-js"
"vite","vitejs/vite","https://github.com/vitejs/vite"
"flat","hughsk/flat","https://github.com/hughsk/flat"
"lodash.camelcase","lodash/lodash","https://github.com/lodash/lodash"
"batch","visionmedia/batch","https://github.com/visionmedia/batch"
"registry-auth-token","rexxars/registry-auth-token","https://github.com/rexxars/registry-auth-token"
"npm-package-arg","npm/npm-package-arg","https://github.com/npm/npm-package-arg"
"dns-packet","mafintosh/dns-packet","https://github.com/mafintosh/dns-packet"
"source-list-map","webpack/source-list-map","https://github.com/webpack/source-list-map"
"underscore","jashkenas/underscore","https://github.com/jashkenas/underscore"
"clone-response","sindresorhus/clone-response","https://github.com/sindresorhus/clone-response"
"brorand","indutny/brorand","https://github.com/indutny/brorand"
"lodash.clonedeep","lodash/lodash","https://github.com/lodash/lodash"
"jest-jasmine2","jestjs/jest","https://github.com/jestjs/jest"
"pretty-error","AriaMinaei/pretty-error","https://github.com/AriaMinaei/pretty-error"
"ripemd160","crypto-browserify/ripemd160","https://github.com/crypto-browserify/ripemd160"
"sass","sass/dart-sass","https://github.com/sass/dart-sass"
"renderkid","AriaMinaei/RenderKid","https://github.com/AriaMinaei/RenderKid"
"unist-util-visit","syntax-tree/unist-util-visit","https://github.com/syntax-tree/unist-util-visit"
"stack-trace","felixge/node-stack-trace","https://github.com/felixge/node-stack-trace"
"stackframe","stacktracejs/stackframe","https://github.com/stacktracejs/stackframe"
"serve-index","expressjs/serve-index","https://github.com/expressjs/serve-index"
"common-tags","zspecza/common-tags","https://github.com/zspecza/common-tags"
"gzip-size","sindresorhus/gzip-size","https://github.com/sindresorhus/gzip-size"
"cors","expressjs/cors","https://github.com/expressjs/cors"
"graphql","graphql/graphql-js","https://github.com/graphql/graphql-js"
"minimalistic-crypto-utils","indutny/minimalistic-crypto-utils","https://github.com/indutny/minimalistic-crypto-utils"
"hmac-drbg","indutny/hmac-drbg","https://github.com/indutny/hmac-drbg"
"infer-owner","npm/infer-owner","https://github.com/npm/infer-owner"
"terminal-link","sindresorhus/terminal-link","https://github.com/sindresorhus/terminal-link"
"any-promise","kevinbeaty/any-promise","https://github.com/kevinbeaty/any-promise"
"sockjs","sockjs/sockjs-node","https://github.com/sockjs/sockjs-node"
"default-gateway","silverwind/default-gateway","https://github.com/silverwind/default-gateway"
"spdy","indutny/node-spdy","https://github.com/indutny/node-spdy"
"error-stack-parser","stacktracejs/error-stack-parser","https://github.com/stacktracejs/error-stack-parser"
"handle-thing","indutny/handle-thing","https://github.com/indutny/handle-thing"
"ts-jest","kulshekhar/ts-jest","https://github.com/kulshekhar/ts-jest"
"http-deceiver","indutny/http-deceiver","https://github.com/indutny/http-deceiver"
"hpack.js","indutny/hpack.js","https://github.com/indutny/hpack.js"
"select-hose","indutny/select-hose","https://github.com/indutny/select-hose"
"postcss-calc","postcss/postcss-calc","https://github.com/postcss/postcss-calc"
"multicast-dns","mafintosh/multicast-dns","https://github.com/mafintosh/multicast-dns"
"spdy-transport","spdy-http2/spdy-transport","https://github.com/spdy-http2/spdy-transport"
"prettier-linter-helpers","prettier/prettier-linter-helpers","https://github.com/prettier/prettier-linter-helpers"
"validate-npm-package-name","npm/validate-npm-package-name","https://github.com/npm/validate-npm-package-name"
"array-uniq","sindresorhus/array-uniq","https://github.com/sindresorhus/array-uniq"
"wbuf","indutny/wbuf","https://github.com/indutny/wbuf"
"pbkdf2","browserify/pbkdf2","https://github.com/browserify/pbkdf2"
"cssnano","cssnano/cssnano","https://github.com/cssnano/cssnano"
"cipher-base","crypto-browserify/cipher-base","https://github.com/crypto-browserify/cipher-base"
"create-hash","crypto-browserify/createHash","https://github.com/crypto-browserify/createHash"
"stream-http","jhiesey/stream-http","https://github.com/jhiesey/stream-http"
"webpack-merge","survivejs/webpack-merge","https://github.com/survivejs/webpack-merge"
"ramda","ramda/ramda","https://github.com/ramda/ramda"
"yn","sindresorhus/yn","https://github.com/sindresorhus/yn"
"des.js","indutny/des.js","https://github.com/indutny/des.js"
"ts-api-utils","JoshuaKGoldberg/ts-api-utils","https://github.com/JoshuaKGoldberg/ts-api-utils"
"stylis","thysultan/stylis.js","https://github.com/thysultan/stylis.js"
"possible-typed-array-names","ljharb/possible-typed-array-names","https://github.com/ljharb/possible-typed-array-names"
"postcss-discard-duplicates","cssnano/cssnano","https://github.com/cssnano/cssnano"
"es6-symbol","medikoo/es6-symbol","https://github.com/medikoo/es6-symbol"
"unist-util-stringify-position","syntax-tree/unist-util-stringify-position","https://github.com/syntax-tree/unist-util-stringify-position"
"postcss-merge-rules","cssnano/cssnano","https://github.com/cssnano/cssnano"
"err-code","IndigoUnited/js-err-code","https://github.com/IndigoUnited/js-err-code"
"next-tick","medikoo/next-tick","https://github.com/medikoo/next-tick"
"lodash.isboolean","lodash/lodash","https://github.com/lodash/lodash"
"postcss-svgo","cssnano/cssnano","https://github.com/cssnano/cssnano"
"fraction.js","rawify/Fraction.js","https://github.com/rawify/Fraction.js"
"postcss-merge-longhand","cssnano/cssnano","https://github.com/cssnano/cssnano"
"tty-browserify","browserify/tty-browserify","https://github.com/browserify/tty-browserify"
"parse-asn1","crypto-browserify/parse-asn1","https://github.com/crypto-browserify/parse-asn1"
"postcss-minify-selectors","cssnano/cssnano","https://github.com/cssnano/cssnano"
"relateurl","stevenvachon/relateurl","https://github.com/stevenvachon/relateurl"
"postcss-colormin","cssnano/cssnano","https://github.com/cssnano/cssnano"
"postcss-reduce-initial","cssnano/cssnano","https://github.com/cssnano/cssnano"
"postcss-discard-comments","cssnano/cssnano","https://github.com/cssnano/cssnano"
"postcss-minify-params","cssnano/cssnano","https://github.com/cssnano/cssnano"
"postcss-convert-values","cssnano/cssnano","https://github.com/cssnano/cssnano"
"md5.js","crypto-browserify/md5.js","https://github.com/crypto-browserify/md5.js"
"postcss-ordered-values","cssnano/cssnano","https://github.com/cssnano/cssnano"
"timers-browserify","jryans/timers-browserify","https://github.com/jryans/timers-browserify"
"postcss-discard-empty","cssnano/cssnano","https://github.com/cssnano/cssnano"
"path-dirname","es128/path-dirname","https://github.com/es128/path-dirname"
"postcss-minify-gradients","cssnano/cssnano","https://github.com/cssnano/cssnano"
"thunky","mafintosh/thunky","https://github.com/mafintosh/thunky"
"winston","winstonjs/winston","https://github.com/winstonjs/winston"
"buffer-xor","crypto-browserify/buffer-xor","https://github.com/crypto-browserify/buffer-xor"
"postcss-unique-selectors","cssnano/cssnano","https://github.com/cssnano/cssnano"
"postcss-normalize-url","cssnano/cssnano","https://github.com/cssnano/cssnano"
"filesize","avoidwork/filesize.js","https://github.com/avoidwork/filesize.js"
"postcss-reduce-transforms","cssnano/cssnano","https://github.com/cssnano/cssnano"
"postcss-normalize-charset","cssnano/cssnano","https://github.com/cssnano/cssnano"
"postcss-discard-overridden","cssnano/cssnano","https://github.com/cssnano/cssnano"
"postcss-minify-font-values","cssnano/cssnano","https://github.com/cssnano/cssnano"
"browserify-aes","crypto-browserify/browserify-aes","https://github.com/crypto-browserify/browserify-aes"
"from2","hughsk/from2","https://github.com/hughsk/from2"
"path-is-inside","domenic/path-is-inside","https://github.com/domenic/path-is-inside"
"browserify-rsa","crypto-browserify/browserify-rsa","https://github.com/crypto-browserify/browserify-rsa"
"fs-monkey","streamich/fs-monkey","https://github.com/streamich/fs-monkey"
"eventemitter2","hij1nx/EventEmitter2","https://github.com/hij1nx/EventEmitter2"
"create-hmac","crypto-browserify/createHmac","https://github.com/crypto-browserify/createHmac"
"browserify-sign","crypto-browserify/browserify-sign","https://github.com/crypto-browserify/browserify-sign"
"immer","immerjs/immer","https://github.com/immerjs/immer"
"chai","chaijs/chai","https://github.com/chaijs/chai"
"domain-browser","bevry/domain-browser","https://github.com/bevry/domain-browser"
"streamsearch","mscdex/streamsearch","https://github.com/mscdex/streamsearch"
"html-minifier-terser","terser/html-minifier-terser","https://github.com/terser/html-minifier-terser"
"stable","Two-Screen/stable","https://github.com/Two-Screen/stable"
"promise-retry","IndigoUnited/node-promise-retry","https://github.com/IndigoUnited/node-promise-retry"
"crypto-browserify","browserify/crypto-browserify","https://github.com/browserify/crypto-browserify"
"evp_bytestokey","crypto-browserify/EVP_BytesToKey","https://github.com/crypto-browserify/EVP_BytesToKey"
"call-bind-apply-helpers","ljharb/call-bind-apply-helpers","https://github.com/ljharb/call-bind-apply-helpers"
"create-ecdh","crypto-browserify/createECDH","https://github.com/crypto-browserify/createECDH"
"npm-normalize-package-bin","npm/npm-normalize-package-bin","https://github.com/npm/npm-normalize-package-bin"
"color-support","isaacs/color-support","https://github.com/isaacs/color-support"
"ip-regex","sindresorhus/ip-regex","https://github.com/sindresorhus/ip-regex"
"url-parse-lax","sindresorhus/url-parse-lax","https://github.com/sindresorhus/url-parse-lax"
"jsonparse","creationix/jsonparse","https://github.com/creationix/jsonparse"
"zod","colinhacks/zod","https://github.com/colinhacks/zod"
"registry-url","sindresorhus/registry-url","https://github.com/sindresorhus/registry-url"
"constants-browserify","juliangruber/constants-browserify","https://github.com/juliangruber/constants-browserify"
"es5-ext","medikoo/es5-ext","https://github.com/medikoo/es5-ext"
"tiny-invariant","alexreardon/tiny-invariant","https://github.com/alexreardon/tiny-invariant"
"cssnano-preset-default","cssnano/cssnano","https://github.com/cssnano/cssnano"
"async-each","paulmillr/async-each","https://github.com/paulmillr/async-each"
"async-limiter","strml/async-limiter","https://github.com/strml/async-limiter"
"bignumber.js","MikeMcl/bignumber.js","https://github.com/MikeMcl/bignumber.js"
"tree-kill","pkrumins/node-tree-kill","https://github.com/pkrumins/node-tree-kill"
"react-router","remix-run/react-router","https://github.com/remix-run/react-router"
"deep-eql","chaijs/deep-eql","https://github.com/chaijs/deep-eql"
"lodash.includes","lodash/lodash","https://github.com/lodash/lodash"
"console-browserify","browserify/console-browserify","https://github.com/browserify/console-browserify"
"lodash.isinteger","lodash/lodash","https://github.com/lodash/lodash"
"public-encrypt","crypto-browserify/publicEncrypt","https://github.com/crypto-browserify/publicEncrypt"
"https-browserify","substack/https-browserify","https://github.com/substack/https-browserify"
"language-tags","mattcg/language-tags","https://github.com/mattcg/language-tags"
"jake","jakejs/jake","https://github.com/jakejs/jake"
"diffie-hellman","crypto-browserify/diffie-hellman","https://github.com/crypto-browserify/diffie-hellman"
"strnum","NaturalIntelligence/strnum","https://github.com/NaturalIntelligence/strnum"
"browserify-des","crypto-browserify/browserify-des","https://github.com/crypto-browserify/browserify-des"
"miller-rabin","indutny/miller-rabin","https://github.com/indutny/miller-rabin"
"browserify-cipher","crypto-browserify/browserify-cipher","https://github.com/crypto-browserify/browserify-cipher"
"stylehacks","cssnano/cssnano","https://github.com/cssnano/cssnano"
"os-browserify","CoderPuppy/os-browserify","https://github.com/CoderPuppy/os-browserify"
"safe-stable-stringify","BridgeAR/safe-stable-stringify","https://github.com/BridgeAR/safe-stable-stringify"
"lodash.isnumber","lodash/lodash","https://github.com/lodash/lodash"
"vm-browserify","substack/vm-browserify","https://github.com/substack/vm-browserify"
"language-subtag-registry","mattcg/language-subtag-registry","https://github.com/mattcg/language-subtag-registry"
"husky","typicode/husky","https://github.com/typicode/husky"
"gaxios","googleapis/google-cloud-node-core","https://github.com/googleapis/google-cloud-node-core"
"babel-plugin-dynamic-import-node","airbnb/babel-plugin-dynamic-import-node","https://github.com/airbnb/babel-plugin-dynamic-import-node"
"postcss-normalize-unicode","cssnano/cssnano","https://github.com/cssnano/cssnano"
"postcss-normalize-positions","cssnano/cssnano","https://github.com/cssnano/cssnano"
"css-declaration-sorter","Siilwyn/css-declaration-sorter","https://github.com/Siilwyn/css-declaration-sorter"
"postcss-normalize-repeat-style","cssnano/cssnano","https://github.com/cssnano/cssnano"
"postcss-normalize-whitespace","cssnano/cssnano","https://github.com/cssnano/cssnano"
"randomfill","crypto-browserify/randomfill","https://github.com/crypto-browserify/randomfill"
"postcss-normalize-string","cssnano/cssnano","https://github.com/cssnano/cssnano"
"untildify","sindresorhus/untildify","https://github.com/sindresorhus/untildify"
"postcss-normalize-display-values","cssnano/cssnano","https://github.com/cssnano/cssnano"
"postcss-normalize-timing-functions","cssnano/cssnano","https://github.com/cssnano/cssnano"
"caniuse-api","nyalab/caniuse-api","https://github.com/nyalab/caniuse-api"
"dunder-proto","es-shims/dunder-proto","https://github.com/es-shims/dunder-proto"
"vfile-message","vfile/vfile-message","https://github.com/vfile/vfile-message"
"xdg-basedir","sindresorhus/xdg-basedir","https://github.com/sindresorhus/xdg-basedir"
"klona","lukeed/klona","https://github.com/lukeed/klona"
"unified","unifiedjs/unified","https://github.com/unifiedjs/unified"
"agentkeepalive","node-modules/agentkeepalive","https://github.com/node-modules/agentkeepalive"
"builtin-status-codes","bendrucker/builtin-status-codes","https://github.com/bendrucker/builtin-status-codes"
"math-intrinsics","es-shims/math-intrinsics","https://github.com/es-shims/math-intrinsics"
"filelist","mde/filelist","https://github.com/mde/filelist"
"querystring-es3","mike-spainhower/querystring","https://github.com/mike-spainhower/querystring"
"d","medikoo/d","https://github.com/medikoo/d"
"es6-promise","stefanpenner/es6-promise","https://github.com/stefanpenner/es6-promise"
"assertion-error","chaijs/assertion-error","https://github.com/chaijs/assertion-error"
"node-gyp-build","prebuild/node-gyp-build","https://github.com/prebuild/node-gyp-build"
"utila","AriaMinaei/utila","https://github.com/AriaMinaei/utila"
"temp-dir","sindresorhus/temp-dir","https://github.com/sindresorhus/temp-dir"
"mdast-util-to-string","syntax-tree/mdast-util-to-string","https://github.com/syntax-tree/mdast-util-to-string"
"thenify","thenables/thenify","https://github.com/thenables/thenify"
"dateformat","felixge/node-dateformat","https://github.com/felixge/node-dateformat"
"string-argv","mccormicka/string-argv","https://github.com/mccormicka/string-argv"
"dequal","lukeed/dequal","https://github.com/lukeed/dequal"
"os-homedir","sindresorhus/os-homedir","https://github.com/sindresorhus/os-homedir"
"thenify-all","thenables/thenify-all","https://github.com/thenables/thenify-all"
"vfile","vfile/vfile","https://github.com/vfile/vfile"
"aws-sdk","aws/aws-sdk-js","https://github.com/aws/aws-sdk-js"
"mz","normalize/mz","https://github.com/normalize/mz"
"lodash.isequal","lodash/lodash","https://github.com/lodash/lodash"
"configstore","sindresorhus/configstore","https://github.com/sindresorhus/configstore"
"lodash.defaults","lodash/lodash","https://github.com/lodash/lodash"
"minimist-options","vadimdemedes/minimist-options","https://github.com/vadimdemedes/minimist-options"
"upper-case","blakeembrey/change-case","https://github.com/blakeembrey/change-case"
"bs-logger","huafu/bs-logger","https://github.com/huafu/bs-logger"
"import-from","sindresorhus/import-from","https://github.com/sindresorhus/import-from"
"google-auth-library","googleapis/google-cloud-node-core","https://github.com/googleapis/google-cloud-node-core"
"babel-runtime","babel/babel","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"lz-string","pieroxy/lz-string","https://github.com/pieroxy/lz-string"
"validator","validatorjs/validator.js","https://github.com/validatorjs/validator.js"
"react-router-dom","remix-run/react-router","https://github.com/remix-run/react-router"
"postcss-import","postcss/postcss-import","https://github.com/postcss/postcss-import"
"es6-iterator","medikoo/es6-iterator","https://github.com/medikoo/es6-iterator"
"busboy","mscdex/busboy","https://github.com/mscdex/busboy"
"dom-converter","AriaMinaei/dom-converter","https://github.com/AriaMinaei/dom-converter"
"is-regexp","sindresorhus/is-regexp","https://github.com/sindresorhus/is-regexp"
"pnpm","pnpm/pnpm","https://github.com/pnpm/pnpm"
"immediate","calvinmetcalf/immediate","https://github.com/calvinmetcalf/immediate"
"get-proto","ljharb/get-proto","https://github.com/ljharb/get-proto"
"pkg-up","sindresorhus/pkg-up","https://github.com/sindresorhus/pkg-up"
"memoize-one","alexreardon/memoize-one","https://github.com/alexreardon/memoize-one"
"confusing-browser-globals","facebook/create-react-app","https://github.com/facebook/create-react-app"
"portfinder","http-party/node-portfinder","https://github.com/http-party/node-portfinder"
"loglevel","pimterry/loglevel","https://github.com/pimterry/loglevel"
"lie","calvinmetcalf/lie","https://github.com/calvinmetcalf/lie"
"warning","BerkeleyTrue/warning","https://github.com/BerkeleyTrue/warning"
"character-entities","wooorm/character-entities","https://github.com/wooorm/character-entities"
"find-root","js-n/find-root","https://github.com/js-n/find-root"
"check-error","chaijs/check-error","https://github.com/chaijs/check-error"
"redux","reduxjs/redux","https://github.com/reduxjs/redux"
"mkdirp-classic","mafintosh/mkdirp-classic","https://github.com/mafintosh/mkdirp-classic"
"pathval","chaijs/pathval","https://github.com/chaijs/pathval"
"gcp-metadata","googleapis/google-cloud-node-core","https://github.com/googleapis/google-cloud-node-core"
"lodash.truncate","lodash/lodash","https://github.com/lodash/lodash"
"eslint-plugin-jest","jest-community/eslint-plugin-jest","https://github.com/jest-community/eslint-plugin-jest"
"acorn-import-assertions","xtuc/acorn-import-assertions","https://github.com/xtuc/acorn-import-assertions"
"address","node-modules/address","https://github.com/node-modules/address"
"cacheable-lookup","szmarczak/cacheable-lookup","https://github.com/szmarczak/cacheable-lookup"
"fastest-levenshtein","ka-weihe/fastest-levenshtein","https://github.com/ka-weihe/fastest-levenshtein"
"lodash-es","lodash/lodash","https://github.com/lodash/lodash"
"builtins","juliangruber/builtins","https://github.com/juliangruber/builtins"
"css.escape","mathiasbynens/CSS.escape","https://github.com/mathiasbynens/CSS.escape"
"bowser","bowser-js/bowser","https://github.com/bowser-js/bowser"
"ext","medikoo/es5-ext","https://github.com/medikoo/es5-ext"
"envinfo","tabrindle/envinfo","https://github.com/tabrindle/envinfo"
"recast","benjamn/recast","https://github.com/benjamn/recast"
"sourcemap-codec","Rich-Harris/sourcemap-codec","https://github.com/Rich-Harris/sourcemap-codec"
"package-json-from-dist","isaacs/package-json-from-dist","https://github.com/isaacs/package-json-from-dist"
"parse-entities","wooorm/parse-entities","https://github.com/wooorm/parse-entities"
"react-fast-compare","FormidableLabs/react-fast-compare","https://github.com/FormidableLabs/react-fast-compare"
"winston-transport","winstonjs/winston-transport","https://github.com/winstonjs/winston-transport"
"archiver-utils","archiverjs/archiver-utils","https://github.com/archiverjs/archiver-utils"
"pluralize","blakeembrey/pluralize","https://github.com/blakeembrey/pluralize"
"image-size","image-size/image-size","https://github.com/image-size/image-size"
"read-cache","TrySound/read-cache","https://github.com/TrySound/read-cache"
"ansi-html-community","mahdyar/ansi-html-community","https://github.com/mahdyar/ansi-html-community"
"html-tags","sindresorhus/html-tags","https://github.com/sindresorhus/html-tags"
"remark-parse","remarkjs/remark","https://github.com/remarkjs/remark"
"decamelize-keys","sindresorhus/decamelize-keys","https://github.com/sindresorhus/decamelize-keys"
"caller-path","sindresorhus/caller-path","https://github.com/sindresorhus/caller-path"
"es-get-iterator","ljharb/es-get-iterator","https://github.com/ljharb/es-get-iterator"
"moment-timezone","moment/moment-timezone","https://github.com/moment/moment-timezone"
"parse5-htmlparser2-tree-adapter","inikulin/parse5","https://github.com/inikulin/parse5"
"rsvp","tildeio/rsvp.js","https://github.com/tildeio/rsvp.js"
"reflect-metadata","rbuckton/reflect-metadata","https://github.com/rbuckton/reflect-metadata"
"ignore-walk","npm/ignore-walk","https://github.com/npm/ignore-walk"
"gtoken","google/node-gtoken","https://github.com/google/node-gtoken"
"humanize-ms","node-modules/humanize-ms","https://github.com/node-modules/humanize-ms"
"duplexer3","sindresorhus/duplexer3","https://github.com/sindresorhus/duplexer3"
"package-json","sindresorhus/package-json","https://github.com/sindresorhus/package-json"
"formidable","node-formidable/formidable","https://github.com/node-formidable/formidable"
"call-bound","ljharb/call-bound","https://github.com/ljharb/call-bound"
"flush-write-stream","mafintosh/flush-write-stream","https://github.com/mafintosh/flush-write-stream"
"findup-sync","gulpjs/findup-sync","https://github.com/gulpjs/findup-sync"
"ajv-errors","epoberezkin/ajv-errors","https://github.com/epoberezkin/ajv-errors"
"data-view-buffer","inspect-js/data-view-buffer","https://github.com/inspect-js/data-view-buffer"
"http2-wrapper","szmarczak/http2-wrapper","https://github.com/szmarczak/http2-wrapper"
"marked","markedjs/marked","https://github.com/markedjs/marked"
"data-view-byte-offset","inspect-js/data-view-byte-offset","https://github.com/inspect-js/data-view-byte-offset"
"webpack-virtual-modules","sysgears/webpack-virtual-modules","https://github.com/sysgears/webpack-virtual-modules"
"is-utf8","wayfind/is-utf8","https://github.com/wayfind/is-utf8"
"jquery","jquery/jquery","https://github.com/jquery/jquery"
"character-entities-legacy","wooorm/character-entities-legacy","https://github.com/wooorm/character-entities-legacy"
"data-view-byte-length","inspect-js/data-view-byte-length","https://github.com/inspect-js/data-view-byte-length"
"proc-log","npm/proc-log","https://github.com/npm/proc-log"
"opener","domenic/opener","https://github.com/domenic/opener"
"is-data-view","inspect-js/is-data-view","https://github.com/inspect-js/is-data-view"
"npm-packlist","npm/npm-packlist","https://github.com/npm/npm-packlist"
"big-integer","peterolson/BigInteger.js","https://github.com/peterolson/BigInteger.js"
"pathe","unjs/pathe","https://github.com/unjs/pathe"
"reflect.getprototypeof","es-shims/Reflect.getPrototypeOf","https://github.com/es-shims/Reflect.getPrototypeOf"
"d3-array","d3/d3-array","https://github.com/d3/d3-array"
"npm-bundled","npm/npm-bundled","https://github.com/npm/npm-bundled"
"lodash.flatten","lodash/lodash","https://github.com/lodash/lodash"
"to-arraybuffer","jhiesey/to-arraybuffer","https://github.com/jhiesey/to-arraybuffer"
"array.prototype.tosorted","es-shims/Array.prototype.toSorted","https://github.com/es-shims/Array.prototype.toSorted"
"logform","winstonjs/logform","https://github.com/winstonjs/logform"
"parse-passwd","doowb/parse-passwd","https://github.com/doowb/parse-passwd"
"superagent","ladjs/superagent","https://github.com/ladjs/superagent"
"dns-equal","watson/dns-equal","https://github.com/watson/dns-equal"
"universal-user-agent","gr2m/universal-user-agent","https://github.com/gr2m/universal-user-agent"
"which-builtin-type","inspect-js/which-builtin-type","https://github.com/inspect-js/which-builtin-type"
"tailwindcss","tailwindlabs/tailwindcss","https://github.com/tailwindlabs/tailwindcss"
"pure-rand","dubzzz/pure-rand","https://github.com/dubzzz/pure-rand"
"homedir-polyfill","doowb/homedir-polyfill","https://github.com/doowb/homedir-polyfill"
"node-libs-browser","webpack/node-libs-browser","https://github.com/webpack/node-libs-browser"
"joi","hapijs/joi","https://github.com/hapijs/joi"
"is-finalizationregistry","inspect-js/is-finalizationregistry","https://github.com/inspect-js/is-finalizationregistry"
"camelcase-css","stevenvachon/camelcase-css","https://github.com/stevenvachon/camelcase-css"
"minipass-sized","isaacs/minipass-sized","https://github.com/isaacs/minipass-sized"
"jmespath","jmespath/jmespath.js","https://github.com/jmespath/jmespath.js"
"semver-diff","sindresorhus/semver-diff","https://github.com/sindresorhus/semver-diff"
"expand-tilde","jonschlinkert/expand-tilde","https://github.com/jonschlinkert/expand-tilde"
"mississippi","maxogden/mississippi","https://github.com/maxogden/mississippi"
"web-streams-polyfill","MattiasBuelens/web-streams-polyfill","https://github.com/MattiasBuelens/web-streams-polyfill"
"is-async-function","inspect-js/is-async-function","https://github.com/inspect-js/is-async-function"
"object.hasown","es-shims/Object.hasOwn","https://github.com/es-shims/Object.hasOwn"
"socket.io-parser","socketio/socket.io","https://github.com/socketio/socket.io"
"fecha","taylorhakes/fecha","https://github.com/taylorhakes/fecha"
"cheerio","cheeriojs/cheerio","https://github.com/cheeriojs/cheerio"
"hard-rejection","sindresorhus/hard-rejection","https://github.com/sindresorhus/hard-rejection"
"is-alphabetical","wooorm/is-alphabetical","https://github.com/wooorm/is-alphabetical"
"traverse","ljharb/js-traverse","https://github.com/ljharb/js-traverse"
"split","dominictarr/split","https://github.com/dominictarr/split"
"is-npm","sindresorhus/is-npm","https://github.com/sindresorhus/is-npm"
"is-alphanumerical","wooorm/is-alphanumerical","https://github.com/wooorm/is-alphanumerical"
"is-decimal","wooorm/is-decimal","https://github.com/wooorm/is-decimal"
"is-directory","jonschlinkert/is-directory","https://github.com/jonschlinkert/is-directory"
"crc-32","SheetJS/js-crc32","https://github.com/SheetJS/js-crc32"
"highlight.js","highlightjs/highlight.js","https://github.com/highlightjs/highlight.js"
"is-path-in-cwd","sindresorhus/is-path-in-cwd","https://github.com/sindresorhus/is-path-in-cwd"
"os-locale","sindresorhus/os-locale","https://github.com/sindresorhus/os-locale"
"lint-staged","lint-staged/lint-staged","https://github.com/lint-staged/lint-staged"
"exec-sh","tsertkov/exec-sh","https://github.com/tsertkov/exec-sh"
"latest-version","sindresorhus/latest-version","https://github.com/sindresorhus/latest-version"
"call-me-maybe","limulus/call-me-maybe","https://github.com/limulus/call-me-maybe"
"css","reworkcss/css","https://github.com/reworkcss/css"
"wildcard","DamonOehlman/wildcard","https://github.com/DamonOehlman/wildcard"
"trough","wooorm/trough","https://github.com/wooorm/trough"
"is-hexadecimal","wooorm/is-hexadecimal","https://github.com/wooorm/is-hexadecimal"
"archiver","archiverjs/node-archiver","https://github.com/archiverjs/node-archiver"
"bail","wooorm/bail","https://github.com/wooorm/bail"
"lazystream","jpommerening/node-lazystream","https://github.com/jpommerening/node-lazystream"
"node-notifier","mikaelbr/node-notifier","https://github.com/mikaelbr/node-notifier"
"character-reference-invalid","wooorm/character-reference-invalid","https://github.com/wooorm/character-reference-invalid"
"array.prototype.findlastindex","es-shims/Array.prototype.findLastIndex","https://github.com/es-shims/Array.prototype.findLastIndex"
"fast-uri","fastify/fast-uri","https://github.com/fastify/fast-uri"
"update-notifier","yeoman/update-notifier","https://github.com/yeoman/update-notifier"
"history","remix-run/history","https://github.com/remix-run/history"
"shelljs","shelljs/shelljs","https://github.com/shelljs/shelljs"
"enabled","3rd-Eden/enabled","https://github.com/3rd-Eden/enabled"
"triple-beam","winstonjs/triple-beam","https://github.com/winstonjs/triple-beam"
"cyclist","mafintosh/cyclist","https://github.com/mafintosh/cyclist"
"kuler","3rd-Eden/kuler","https://github.com/3rd-Eden/kuler"
"mocha","mochajs/mocha","https://github.com/mochajs/mocha"
"arch","feross/arch","https://github.com/feross/arch"
