"package","avg_downloads","2021","2022","2023","2024","2025"
"form_urlencoded","79203222","17200423","31650979","57186702","100490426","189487581"
"uuid","78864989","12700221","26526727","57285102","103766275","194046621"
"toml_edit","78846888","631574","2847164","37533220","120144380","233078104"
"nix","78283051","15962187","30929324","53669154","94373052","196481539"
"cpufeatures","77565656","9583456","31406064","57415655","100121294","189301812"
"futures","76834009","22116761","33587825","54655754","97498660","176311047"
"pkg-config","76338348","17882307","32690323","54224627","96100357","180794130"
"errno","76098229","3164968","4938445","41627602","107671643","223088489"
"wasi","75994483","14718815","27596293","47804544","74387938","215464829"
"winnow","75341334","0","0","30267723","100584572","245854379"
"tinyvec","75126180","20101376","34138590","56866101","107662491","156862344"
"nom","74382372","17200331","33343507","54773769","94655072","171939184"
"spin","74311883","11873836","27370792","60416376","115222768","156675646"
"rustc_version","74185311","19542142","35661887","51800142","94231340","169691048"
"zerocopy","74038154","456315","1153924","8160796","89371500","271048235"
"tokio-rustls","73694219","7567893","18309347","38722063","97786042","206085750"
"tokio-macros","73513723","15655129","27558353","49571191","90308283","184475662"
"futures-macro","73460984","18245359","29745484","51317078","92886041","175110961"
"ring","72446744","9997160","18995443","40355029","102475080","190411011"
"tracing-attributes","72384591","10906844","26788067","51127599","88616841","184483606"
"num-integer","71945870","22805815","39521846","57323837","87330052","152747802"
"untrusted","71827762","9604961","19062768","41852090","101466073","187152922"
"equivalent","71637668","0","0","22682199","102573283","232932858"
"clap_derive","71368662","2834060","18494243","47351006","94512483","193651519"
"httparse","71136464","17201968","29566537","47949661","85282228","175681926"
"futures-executor","70369171","17240291","28653530","49257352","90918025","165776659"
"num_cpus","70282537","22711499","40654904","68990643","91506032","127549607"
"crc32fast","69617811","14856533","32145584","47774696","88541857","164770387"
"tinyvec_macros","69517302","15919062","30278509","57732955","103305169","140350818"
"redox_syscall","69022641","14437739","20131592","46651199","94201228","169691448"
"async-trait","68901125","14056079","27329728","51950362","86624191","164545265"
"rustc-hash","68667628","7178500","15982868","33770052","77881625","208525098"
"crypto-common","68381892","126336","27123047","50588717","88182173","175889188"
"rustls-webpki","68026968","0","0","22774866","96780057","220579920"
"flate2","67891545","13072277","25479700","48243373","87006665","165655710"
"signal-hook-registry","67437053","13833176","23834319","43143871","82016943","174356957"
"time-macros","67281419","6996901","25469437","48861354","86385570","168693836"
"rustversion","67027638","4809684","18521028","41335301","81100352","189371827"
"env_logger","66994361","19185269","30568084","47094776","83497718","154625962"
"unicode-normalization","66847686","19904646","34299007","56988563","107090662","115955556"
"webpki-roots","66724090","7393157","16432654","35399516","82216560","192178565"
"iana-time-zone","66640375","12274","9847142","49582344","93027650","180732465"
"crossbeam-epoch","66462955","17697321","31319408","46623170","86273396","150401484"
"subtle","66305029","12681297","24269920","43465638","82133102","168975191"
"object","66257450","16079798","26240503","45260961","85177609","158528380"
"rustls-pemfile","66112875","355651","14410651","37051483","100473233","178273357"
"thread_local","66102410","17513579","24947078","45211432","84641195","158198768"
"shlex","65915455","8148279","14666617","27001383","67998182","211762814"
"darling_core","65896734","8365596","20964368","39719899","84143587","176290223"
"darling","65880461","8362956","20961818","39715631","84120613","176241290"
"darling_macro","65878204","8367177","20967656","39722031","84111324","176222832"
"reqwest","65731511","13009015","22202121","36642530","80469967","176333926"
"hex","65649029","13993486","27497426","46733266","82201484","157819487"
"clap_builder","65530994","0","0","30191568","91546102","205917301"
"unicode-xid","64797090","41159800","50549563","40986556","61285411","130004123"
"gimli","64253987","15009238","23848787","43028075","84587285","154796550"
"anstyle","64117868","0","2105","28545677","92274375","199767183"
"strum_macros","64051009","7337961","17553402","34473230","85121674","175768782"
"tower-service","63436031","14428615","26178470","44019941","78541564","154011566"
"crossbeam-deque","63397694","16644042","25152459","43399543","83122721","148669709"
"mime","63182895","13888856","24378917","45097995","81402681","151146030"
"try-lock","63144873","14047951","24902353","44910444","79883156","151980464"
"want","63081590","15147341","25459363","45785035","78567206","150449007"
"glob","62533908","13062536","22349635","41099366","78793938","157364067"
"termcolor","62436532","17666906","35411512","56809420","78929289","123365537"
"strum","62311245","7038462","16131816","32157692","82281533","173946723"
"crossbeam-channel","62002837","20116670","33577615","52485932","74658876","129175096"
"httpdate","61522118","15368300","27301543","47911268","79518787","137510694"
"pin-project","61468576","21221377","27761569","43181263","76046731","139131942"
"pin-project-internal","61443594","21156299","27744359","43170843","76058611","139087859"
"unicode-bidi","61374078","19203695","33392806","57690793","99549337","97033763"
"rustc-demangle","61210888","14932241","22335184","39630162","76331561","152825296"
"toml_datetime","61004054","0","206370","31178435","79658161","193977307"
"zeroize","60971155","8120715","19838430","33409496","76129017","167358119"
"walkdir","60680337","13707239","23080390","43408876","77793751","145411433"
"hyper-rustls","60475848","5252108","11386622","30511346","77655669","177573495"
"hermit-abi","59620753","9136162","16040250","51331618","80998316","140597419"
"addr2line","59379769","15682684","22346267","40523272","75978824","142367800"
"anstream","59352354","0","0","24567196","85100431","187094146"
"sync_wrapper","59334335","209684","5815289","19436479","83932104","187278119"
"num-bigint","59023478","13574802","24341635","41412754","75706719","140081480"
"paste","58765156","12144688","24390715","42444111","77507461","137338807"
"time-core","58501453","49","2550265","41816731","82182894","165957329"
"arrayvec","58412636","17675094","29870528","39321450","68372548","136823561"
"tower","58142570","3953199","11968614","25743249","62276390","186771399"
"same-file","57911195","13222156","22842050","40357625","71865603","141268544"
"tracing-subscriber","57778131","8785872","21151417","38045776","73290952","147616638"
"anstyle-parse","57752094","0","0","24846161","82848153","181066159"
"event-listener","57739078","5246236","11493202","26842966","86913107","158199880"
"anstyle-query","57567822","0","0","21002172","82015710","184821231"
"serde_urlencoded","57534022","15188506","24630762","38322652","69419356","140108835"
"minimal-lexical","57496639","1523820","18178153","43198743","86941233","137641247"
"hmac","57090642","12272425","24809448","45528839","73551010","129291488"
"ipnet","56844162","11526487","22477492","39100290","70367998","140748547"
"encoding_rs","56791017","13027369","23119689","40232172","73512700","134063157"
"backtrace","56701812","14906924","21932984","37450801","71855598","137362754"
"colorchoice","56105184","0","0","20712041","79750054","180063828"
"utf8parse","56072845","2760809","5065327","26273410","78606325","167658355"
"prost","55581051","5927046","15633339","28776153","73479746","154088972"
"rayon","55574259","11901740","21581423","40264436","73512330","130611369"
"prost-derive","55361806","5977507","15607443","28718161","73428652","153077267"
"rayon-core","55128841","11878056","21467789","40258997","71581539","130457825"
"textwrap","54870556","21041274","48907994","49481057","62720205","92202254"
"libloading","54254606","9447425","18491161","39318340","75845010","128171095"
"synstructure","54149830","11111834","15695529","17611027","36241760","190089001"
"tracing-log","54133134","7216071","16734947","32913283","77283458","136517913"
"humantime","53944950","17707172","27696531","41345844","67417683","115557520"
"proc-macro-crate","53804390","7559654","18011946","33228355","71040482","139181516"
"openssl-probe","53736801","12024696","21938940","36548258","63744654","134427461"
"unicode-segmentation","53363587","19111191","26319583","39539324","63535738","118312099"
"bumpalo","53276378","9037187","16759481","33976094","67893453","138715675"
"jobserver","53078881","7558797","19860145","33790140","64040146","140145181"
"sharded-slab","52198317","8062968","18136326","34582994","67701400","132507897"
"phf_shared","51759172","6338699","16833630","32857523","64832963","137933046"
"static_assertions","51291730","12051461","20514559","37591820","66738155","119562656"
"petgraph","50953423","9502950","18804369","30735275","57314169","138410355"
"deranged","50671848","2968","2522","14600581","73589304","165163868"
"openssl-sys","50569979","13595398","23327015","36362229","60888825","118676430"
"stable_deref_trait","50546519","8230824","13443399","20052933","41697868","169307575"
"convert_case","50340441","4811208","14790163","31679594","63744101","136677142"
"winapi","50193245","18261736","24428871","39716620","67016728","101542272"
"siphasher","49512166","6872924","15662949","29548859","60724511","134751587"
"rustls-native-certs","49142926","3201596","9030307","22500872","62721757","148260098"
"fixedbitset","49069100","10012213","19349968","29971864","56080614","129930845"
"wasm-bindgen","49003091","8707230","16217176","32240521","64039977","123810552"
"wasm-bindgen-macro","48927817","8664650","16178567","32203859","63988925","123603088"
"wasm-bindgen-macro-support","48923614","8650747","16162304","32186303","63984747","123633970"
"wasm-bindgen-shared","48837903","8653907","16220822","32197082","63858360","123259348"
"nu-ansi-term","48201263","27925","2607341","30005301","66565785","141799964"
"which","47939491","11806723","23535837","38105744","63906382","102342772"
"sha1","47803947","4903110","14761387","35251344","61967694","122136204"
"vcpkg","47008903","5815985","11359694","27651592","65658691","124558553"
"tokio-stream","46962060","7493465","18358808","34010734","58508027","116439270"
"wasm-bindgen-backend","46936961","8668924","16182244","32213657","64029449","113590534"
"adler","46876790","17539624","30753953","53338885","80477962","52273528"
"zerocopy-derive","46330175","455456","1131825","5071656","59149230","165842708"
"foreign-types","46228311","11448258","20648537","31791038","57055124","110198600"
"foreign-types-shared","46226928","11445221","20639655","31794479","57056213","110199072"
"serde_spanned","46119946","0","0","19676548","58626174","152297009"
"matchers","45985089","7223064","15040167","28457770","58087526","121116920"
"half","45903113","5882029","16254325","25665903","56576856","125136454"
"ident_case","45804636","6834754","15772042","27780487","57928892","120707008"
"phf","45594902","5486355","13757679","28814687","55289513","124626278"
"tower-layer","45556822","4157283","11867115","26262280","56675074","128822362"
"js-sys","45544961","8222518","15510023","30214960","57387622","116389684"
"atty","45276577","23709701","41880870","45528956","49151516","66111842"
"derive_more","44860757","7821630","13441820","22016165","46362266","134661905"
"prost-types","44810671","5581142","14777931","25422274","55663292","122608719"
"prettyplease","44762928","0","4054497","25509714","62922850","131327582"
"instant","44704619","20473637","32728007","40244635","53751788","76325031"
"openssl","44618664","12134481","20796810","32040696","55635667","102485668"
"powerfmt","44605790","0","0","5720183","66596525","150712243"
"proc-macro-error","44495692","14142079","28422930","39848278","56606142","83459032"
"proc-macro-error-attr","44419710","14073346","28380685","39831600","56526113","83286807"
"ordered-float","44388795","6417345","11967278","21945486","58161439","123452427"
"bstr","44356424","11421938","18685528","30979352","56584693","104110609"
"libm","43302190","4485270","9292946","25920240","58015885","118796609"
"bindgen","43094863","5972880","12112684","26627188","52874411","117887156"
"axum","42917500","135348","6237199","21820298","55782203","130612455"
"axum-core","42362945","15318","6015555","21253946","55269192","129260715"
"zstd-safe","42069074","3442289","13560028","26989004","56083133","110270916"
"winapi-x86_64-pc-windows-gnu","41900709","11833545","17868293","31926620","58813091","89062000"
"winapi-i686-pc-windows-gnu","41617234","11707517","17623814","31630493","58487799","88636550"
"zstd","41406492","3413032","13528183","26862772","55284966","107943509"
"allocator-api2","41380791","0","0","11696687","62161393","133045876"
"displaydoc","41236131","487503","2786057","9207740","33301630","160397727"
"phf_generator","41181212","4400857","12620517","26379635","53992955","108512096"
"num-conv","40963105","0","0","76","56587706","148227743"
"home","40946338","2286864","6008154","19668141","60092347","116676186"
"is-terminal","40804770","0","1438470","40246639","60499315","101839428"
"der","40291681","1486352","7241694","21431148","51094113","120205098"
"sct","40191908","8553406","21426502","40178538","56880955","73920141"
"num-rational","39966296","10054709","16313228","28322528","47699384","97441635"
"hyper-tls","39903416","10727779","17183332","24056964","48105858","99443150"
"opaque-debug","39574457","22579125","30122597","32061165","43905201","69204199"
"core-foundation-sys","38957730","6805865","12289353","26498991","50687667","98506774"
"matchit","38768440","57968","5991387","22239322","48148906","117404621"
"is_terminal_polyfill","38505667","0","0","0","42744943","149783392"
"native-tls","38462728","10743801","18714632","26511326","47193802","89150083"
"windows_i686_gnullvm","38406490","0","0","0","39298958","152733496"
"dashmap","38305565","5279884","11189531","25183968","47409509","102464935"
"winapi-util","38147869","8199246","15338516","27617275","49650051","89934261"
"signature","38126878","3456571","7995208","22015938","52102723","105063950"
"async-channel","38063537","4970080","9143880","19083098","49152731","107967896"
"rustls-pki-types","37954510","0","0","219376","45751266","143801912"
"spki","37941282","946474","6250941","20084889","49142183","113281923"
"serde_yaml","37804252","6524726","12715712","22709206","44091993","102979627"
"tonic","37786443","3011054","8813147","21408488","51292433","104407094"
"bit-vec","37557166","5556770","9699350","19772360","47872089","104885265"
"unicase","37504110","10491725","14854332","24897737","47586598","89690160"
"quick-xml","37464438","2993015","6382479","17026313","40670851","120249535"
"filetime","37384348","7432865","12975276","26754507","46872511","92886585"
"atomic-waker","37167656","3882186","5882833","13173323","40871800","122028138"
"num-complex","37117848","8448946","13377218","23039725","46082759","94640592"
"quick-error","37091877","15083252","20881370","25792659","37633188","86068918"
"web-sys","37036797","7662574","13493030","25546102","47134585","91347695"
"zstd-sys","37008734","3505934","14162546","24505095","46388717","96481378"
"overload","37000443","23874","2595138","28375311","59405557","94602335"
"serde_with","36900418","2589676","8118789","18255569","50147038","105391020"
"cipher","36708192","4895477","13584529","29960578","48149010","86951366"
"tinystr","36450590","317674","1060321","2034035","14426338","164414586"
"crunchy","36381561","5003768","10383106","19500877","44724064","102295992"
"cfg_aliases","36378730","1084668","1514289","4137334","40225880","134931479"
"prost-build","36372086","5389351","11944672","22797171","47815765","93913472"
"num-iter","36346146","7532193","12773207","21231881","47450132","92743320"
"serde_with_macros","36332158","2588938","7980960","17846310","49189020","104055564"
"core-foundation","36327975","6554131","10855530","17886735","38502504","107840979"
"pkcs8","36206511","1254710","6268735","19627844","46198219","107683048"
"data-encoding","36189325","4719998","10252065","20607583","46997725","98369254"
"adler2","36119643","0","0","0","19361496","161236720"
"futures-lite","36000953","5310726","9041056","18503867","50425509","96723609"
"litemap","35824121","878","111689","739235","12760394","165508409"
"hyper-util","35792502","0","112","171493","39717841","139073064"
"openssl-macros","35669496","0","8733535","26875749","50436156","92302043"
"target-lexicon","35416973","2409024","7552307","17513465","48393896","101216177"
"yoke","35286521","1339","142390","859341","12798291","162631247"
"yoke-derive","35268210","946","115167","768116","12640539","162816283"
"zerovec","35131736","984","137779","732267","11989840","162797810"
"bit-set","34982973","4096508","7852331","17599915","44909234","100456878"
"async-stream","34844912","5960232","12917738","23917564","42563848","88865182"
"memmap2","34787778","2953321","9870311","21298386","50687929","89128945"
"async-stream-impl","34770060","5983123","12826492","23821221","42466356","88753109"
"icu_properties_data","34735582","0","0","32653","10386250","163259007"
"portable-atomic","34605603","0","994893","10898919","40610712","120523493"
"indoc","34601734","5978982","8545440","18079710","46597452","93807087"
"writeable","34596873","1058","146474","794623","12215111","159827099"
"http-body-util","34569011","0","8646","554601","40277693","132004119"
"zerofrom","34568821","0","98893","782015","12774731","159188470"
"pest","34557848","9955737","13657581","21484951","42856492","84834481"
"bytemuck","34512406","3745796","8376510","19167329","44962671","96309726"
"zerovec-derive","34492283","21","50967","640648","11802775","159967007"
"icu_provider","34490191","1090","110599","732990","11752771","159853508"
"zerofrom-derive","34456826","0","51327","683586","12555614","158993604"
"bincode","34447001","7356770","12570407","24636736","40409549","87261546"
"icu_normalizer_data","34347369","0","0","21237","10288999","161426613"
"icu_properties","34302434","46","58971","256644","10592667","160603845"
"windows-core","34207483","26","110","2450169","38665624","129921486"
"base64ct","34164288","860830","7231281","20786238","43197776","98745317"
"icu_collections","34033889","0","1788","187358","10501430","159478873"
"tokio-native-tls","33946075","7040037","15308391","24417786","42702063","80262101"
"concurrent-queue","33907631","5383885","10255508","20955266","41478584","91464915"
"tower-http","33862517","347920","7076007","16342875","33669279","111876506"
"icu_normalizer","33824752","38","1486","159569","10380715","158581955"
"const-oid","33479969","1313548","7167147","19141485","44260346","95517323"
"clang-sys","33145710","5664443","11372053","22303920","42244842","84143292"
"md-5","33024448","3745182","11806826","23849028","42947713","82773494"
"linked-hash-map","32803949","12291326","19808299","26109265","40387150","65423705"
"windows","32780403","408463","3262757","19929852","37687526","102613421"
"idna_adapter","32772761","0","0","0","7392289","156471517"
"ucd-trie","32498310","9655465","13061037","19751110","39922316","80101625"
"crossbeam-queue","32479300","9168289","12983536","22135586","39014621","79094472"
"async-lock","32393270","3649394","7025202","17455601","49535950","84300206"
"constant_time_eq","32357892","5298155","9712579","18987123","43761061","84030543"
"utf8_iter","32275781","0","103286","452467","10945995","149877158"
"console","32163061","6271305","10943935","18728066","35177142","89694860"
"aes","32155745","5012167","11398588","25598875","42523416","76245683"
"parking","32110105","5071900","8886597","17784883","38611538","90195609"
"hyper-timeout","32108819","1376454","7981107","17067107","40073565","94045863"
"cexpr","32021059","5504360","11149348","21702805","39577762","82171021"
"multimap","31956791","5981696","11069638","20369119","40053792","82309714"
"dirs-sys","31760913","7139248","14112065","25911580","35520056","76121618"
"security-framework","31648954","5644138","9644109","15982378","33552164","93421981"
"lru","31451071","3722537","7649063","17835374","45771573","82276812"
"wasm-bindgen-futures","31101872","6509648","10919681","18906171","39486941","79686919"
"pem","30588382","4212163","9430975","18178866","38866966","82252943"
"dirs","30553478","10402670","16028272","24416312","30907559","71012578"
"ansi_term","30413196","25702115","34107294","23222722","28119451","40914399"
"arc-swap","29929308","5070499","8087287","18458218","38224751","79805786"
"dyn-clone","29538233","3195900","7145021","15034506","34763831","87551907"
"pest_derive","29446897","4865866","9146330","17558146","38478114","77186029"
"lazycell","29399132","7729513","13009140","23749996","40716462","61790552"
"bitvec","29375098","7528479","9345500","19740627","34991872","75269015"
"pest_meta","29323002","4822123","9118520","17394821","38356244","76923303"
"pest_generator","29287193","4813236","9106151","17375324","38300760","76840494"
"num_enum","29209247","3108058","7427354","16608665","37658337","81243825"
"num_enum_derive","29199218","3103783","7424394","16597652","37645047","81225218"
"radium","29034569","7044632","8998426","19500197","34689933","74939661"
"polling","28680789","4524697","7533509","15074191","42377800","73893749"
"tap","28613706","5757791","7580194","18226743","35708727","75795077"
"criterion","28582699","4647658","8973117","16400531","35108583","77783607"
"funty","28228508","6283682","8208013","18151957","34202201","74296687"
"libz-sys","28184299","6776659","12660444","22649894","34515034","64319466"
"wyz","28171508","5638045","8007340","18360928","34365999","74485232"
"phf_codegen","27928648","3067788","7853217","18601256","37258601","72862382"
"mime_guess","27836997","7795242","10982485","19106825","35517778","65782655"
"tungstenite","27790756","4566917","8824912","16094075","37563040","71904839"
"android_system_properties","27719603","0","3207457","18975795","39024183","77390584"
"num","27718471","6315840","9855827","17106633","36124138","69189918"
"os_str_bytes","27710567","3080622","23675820","33540112","33936167","44320114"
"opentelemetry","27455423","2204654","6065673","12500698","38059091","78447002"
"hashlink","27436257","2456417","6020661","13583311","31642779","83478119"
"security-framework-sys","27178655","5550747","9492342","15808770","33278330","71763090"
"anstyle-wincon","27043813","0","0","9511995","36397734","89309340"
"csv","26767991","7345194","12193728","16240230","37305425","60755378"
"schannel","26757781","5257178","9449431","15960953","32320827","70800517"
"urlencoding","26691968","1921617","4583418","16397392","37556810","73000607"
"csv-core","26531486","7115886","12112700","15724351","36989016","60715477"
"pem-rfc7468","26507372","371595","4082732","14527062","31802456","81753016"
"arrayref","26462192","6098315","10812184","15312305","32362360","67725796"
"io-lifetimes","26428171","172286","5560772","48498062","41699018","36210720"
"pyo3-build-config","26405140","912065","5035838","11371573","34396600","80309624"
"unsafe-libyaml","26391205","0","1463984","11873939","33867659","84750446"
"schemars","26338942","1303376","3340971","6741417","20050132","100258818"
"tonic-build","26241771","3188404","7841309","16625046","34009355","69544743"
"brotli","26183624","1062798","5864978","12675344","32114892","79200112"
"iana-time-zone-haiku","26179288","0","1255354","17330881","37286151","75024058"
"tracing-serde","26168305","6595403","7324484","12216909","29384756","75319976"
"crypto-bigint","26084596","913947","6199651","15509314","34308653","73491417"
"unindent","26083340","6051244","7351702","11902766","34448854","70662136"
"cast","26072581","4840935","9552651","16393039","31231444","68344838"
"brotli-decompressor","26043264","1113193","5794897","13138741","33259156","76910337"
"async-io","26030773","4535424","7300357","14445088","38503531","65369469"
"pbkdf2","26016848","2811873","8023441","18092976","37655137","63500815"
"utf-8","25753366","4963102","8739364","14863205","31637875","68563284"
"yansi","25746765","2039965","4546719","13651612","35064304","73431227"
"valuable","25681300","50","5590212","14631396","34483858","73700988"
"criterion-plot","25478693","4475905","8647613","15593988","30004639","68671324"
"oorandom","25474435","4548194","8683380","15667560","30890506","67582537"
"combine","25453709","3940286","9331054","16509112","35456645","62031451"
"inout","25346009","33","2760837","14738047","34708426","74522703"
"num_threads","25225700","917","15945469","18860969","31979430","59341716"
"winreg","25038524","6278667","11342916","17857674","36809794","52903572"
"matches","25021994","18879029","28485518","22309196","23814887","31621344"
"tiny-keccak","25013218","4004883","7059366","13420393","30826691","69754761"
"pyo3","25011959","4157227","5398138","11264888","33431540","70808003"
"camino","24929376","1649866","6976948","15566048","34189245","66264776"
"zeroize_derive","24875397","4348943","9738609","14694325","31504115","64090996"
"derivative","24864837","6887166","10834144","18400912","36053304","52148663"
"tinytemplate","24852842","4602915","8601757","15895360","30124161","65040018"
"tokio-tungstenite","24769310","3507202","6858442","13924243","33900582","65656085"
"rand_xorshift","24750729","7064616","9081040","13342572","24501351","69764070"
"fallible-iterator","24719528","4683121","9488978","15478675","31996210","61950657"
"twox-hash","24658001","2084903","4716668","12284577","29687226","74516633"
"xattr","24650367","3317907","6575610","14244726","31727608","67385984"
"pyo3-macros-backend","24635764","3800127","5026034","10932044","33142945","70277674"
"pyo3-macros","24632862","3806328","5026928","10940546","33141331","70249181"
"foldhash","24602419","0","0","0","5249398","117762701"
"cargo_metadata","24472826","4090488","8252620","16057283","32030685","61933057"
"semver-parser","24388128","19328021","17620629","18367497","26245859","40378635"
"globset","24358701","4792780","8638580","17464960","30668791","60228397"
"event-listener-strategy","24345227","0","0","1098217","38033035","82594884"
"hkdf","24334646","2587284","5869894","15631211","32210256","65374585"
"predicates","24275767","2610961","7352686","16726064","34844969","59844155"
"crc","24191557","3556305","8256890","13893921","26140041","69110629"
"windows-result","23977306","0","0","0","11591209","108295324"
"cmake","23881467","3323814","8209537","13278997","24325359","70269629"
"vec_map","23691010","17337842","22519717","18075428","22485426","38036640"
"zip","23516291","3010994","6003918","12159231","25965691","70441621"
