"package","avg_downloads","avg_downloads_share","2021","2022","2023","2024","2025"
"arrow","7440394","0.00017812","331265","602123","1674591","10361031","24232964"
"version-compare","7425274","0.00017776","1169121","2561062","4650075","8494637","20251476"
"smartstring","7404458","0.00017726","712691","2009329","4532053","8392096","21376122"
"miow","7389445","0.00017690","10390210","9966978","5792696","4485904","6311438"
"ipconfig","7384574","0.00017678","1288472","2359051","3933695","9579076","19762579"
"markup5ever","7371747","0.00017648","1305927","2184291","4312543","8495061","20560917"
"cbc","7341813","0.00017576","53","1040916","3597491","8544417","23526192"
"etcetera","7331392","0.00017551","13135","46078","1124950","8413161","27059636"
"enum_dispatch","7331058","0.00017550","840303","2272739","5079505","8247055","20215689"
"vte","7316468","0.00017515","1643810","3802212","5705095","6704553","18726674"
"lru-slab","7312762","0.00017506","0","0","0","1307","36562506"
"html5ever","7295116","0.00017464","1245381","2371489","4290407","8371494","20196810"
"secp256k1-sys","7294588","0.00017463","1116503","3048920","5942363","9202190","17162964"
"uncased","7290854","0.00017454","634487","3738766","6631302","9285903","16163813"
"typed-builder-macro","7283937","0.00017437","0","0","751270","6734163","28934255"
"pico-args","7251614","0.00017360","1364069","3330532","4077568","7329860","20156044"
"simple_logger","7251035","0.00017359","921886","1695193","3475082","10618952","19544066"
"lzma-sys","7248235","0.00017352","768909","1802085","3711859","8075780","21882542"
"arrow-arith","7247614","0.00017351","0","0","1507573","10418507","24311994"
"chunked_transfer","7244040","0.00017342","1884293","3912329","4802865","9646075","15974642"
"tonic-reflection","7240985","0.00017335","64451","653412","3135451","10902390","21449222"
"crossterm_winapi","7232915","0.00017315","693329","2045848","3971407","7154997","22298996"
"arrow-ord","7232799","0.00017315","0","11204","1498057","10382293","24272442"
"kube","7220562","0.00017286","446227","1088779","2096257","7188671","25282878"
"dotenv","7215738","0.00017274","2874063","4642323","4864324","6690628","17007355"
"toml_parser","7206668","0.00017252","0","0","0","0","36033341"
"arrow-string","7198650","0.00017233","0","11201","1435841","10301753","24244457"
"validator","7179537","0.00017188","623221","1355724","3254590","9470697","21193455"
"arrow-row","7175247","0.00017177","0","0","1465853","10288556","24121830"
"wide","7172985","0.00017172","244081","902662","3645205","8319700","22753277"
"blake2b_simd","7156250","0.00017132","3467526","3643095","4341305","9182167","15147160"
"loom","7155614","0.00017130","592929","616340","2995689","4252513","27320602"
"x25519-dalek","7150068","0.00017117","1737950","3078441","6528549","10180177","14225225"
"enum-iterator-derive","7134560","0.00017080","1384134","5075448","7804442","8127039","13281741"
"kube-core","7121738","0.00017049","199752","937641","1979595","7130977","25360727"
"safe_arch","7121406","0.00017048","292889","1230659","3878478","8016144","22188864"
"wiremock","7119214","0.00017043","260758","1262737","2683003","7252053","24137519"
"xz2","7111578","0.00017025","727760","1624318","3537895","7988319","21679598"
"enum-iterator","7097869","0.00016992","1384108","5069520","7815088","8067261","13153370"
"primitive-types","7082079","0.00016954","1291133","3268010","5853495","9088152","15909606"
"rocksdb","7064432","0.00016912","1248930","2137289","4170758","10433869","17331317"
"kube-client","7058909","0.00016899","45771","886734","1957459","7087690","25316893"
"librocksdb-sys","7058041","0.00016897","1223154","2044776","4213787","10437867","17370621"
"miette","7051558","0.00016881","23616","2196508","4379861","10389369","18268438"
"psl-types","7048532","0.00016874","127360","1397401","3616928","10117843","19983132"
"miette-derive","7044872","0.00016865","23390","2197009","4377088","10401692","18225181"
"byte-slice-cast","7033924","0.00016839","1577602","3276056","5840837","8763902","15711224"
"unsigned-varint","7024702","0.00016817","1966345","2453776","3667417","11048287","15987688"
"parity-scale-codec","7021990","0.00016810","1386219","3091915","6221047","9368786","15041986"
"p384","7016147","0.00016796","62297","550710","4726430","7837087","21904215"
"bitmaps","7006899","0.00016774","2053275","2635656","4503904","9474572","16367090"
"symbolic-common","7006559","0.00016773","616365","1966163","3465820","6634664","22349784"
"tikv-jemalloc-ctl","7006404","0.00016773","150172","533773","2165738","7744387","24437954"
"scroll_derive","6961512","0.00016666","1547948","1534671","2745828","7453556","21525561"
"standback","6958317","0.00016658","7007656","10354559","5490264","4601493","7337615"
"os_info","6956859","0.00016654","1207695","3162656","5128130","8330522","16955293"
"humansize","6943501","0.00016622","1890843","3074830","4699628","7943997","17108209"
"mach","6914974","0.00016554","2129437","4391005","5867827","8874086","13312518"
"symbolic-demangle","6900910","0.00016521","555459","1894372","3432088","6464955","22157678"
"include_dir","6885154","0.00016483","835781","1473614","3864467","9536285","18715624"
"byte-tools","6865439","0.00016436","8751937","9091687","5203948","5514385","5765241"
"fsevent-sys","6841193","0.00016378","987454","1828453","4011981","7108540","20269541"
"time-macros-impl","6840708","0.00016376","6843539","10301542","5406660","4472980","7178823"
"zvariant","6831772","0.00016355","616053","1629461","3911652","8396063","19605633"
"zvariant_derive","6828749","0.00016348","615930","1628055","3910495","8390365","19598902"
"zbus_macros","6803491","0.00016287","616317","1619062","3840686","8282136","19659255"
"zbus","6794070","0.00016265","617649","1625037","3844937","8282221","19600509"
"base-x","6793819","0.00016264","3121834","4483600","5521332","7428894","13413437"
"parity-scale-codec-derive","6786403","0.00016246","1000082","2854884","5995545","9211317","14870190"
"warp","6778216","0.00016227","2644635","3524501","5357144","9132180","13232621"
"murmur3","6745300","0.00016148","94225","196791","994580","6771065","25669843"
"postgres-protocol","6744070","0.00016145","1146089","2154312","4505171","6890906","19023874"
"system-deps","6742788","0.00016142","911276","1793631","4321541","7359765","19327730"
"tendril","6705772","0.00016053","1347536","2263096","4185951","8069498","17662781"
"exr","6701774","0.00016044","4843","1342928","3715336","7769223","20676543"
"postgres-types","6691572","0.00016019","1062296","2102000","4480617","6838798","18974149"
"wasite","6687313","0.00016009","0","29","83","8607031","24829422"
"rpassword","6685458","0.00016005","2067180","3230918","5527030","10213840","12388322"
"validator_derive","6681820","0.00015996","412109","942773","2737921","8882567","20433731"
"once_cell_polyfill","6676491","0.00015983","0","0","0","0","33382459"
"arrow-json","6675361","0.00015981","0","40748","1374692","9357659","22603710"
"arrow-csv","6649968","0.00015920","0","41043","1356948","9413982","22437870"
"futf","6641378","0.00015899","1287325","2186829","4112508","8014449","17605780"
"beef","6635859","0.00015886","1112612","2864802","5206809","7745417","16249659"
"deunicode","6629869","0.00015872","1521873","2450710","4452177","9153317","15571272"
"tracing-error","6618211","0.00015844","1214309","2511340","4544596","8829902","15990910"
"wayland-sys","6608120","0.00015820","978613","1538443","3428529","6439299","20655718"
"curl-sys","6600537","0.00015801","2541182","4191672","6989725","7842368","11437738"
"mac","6582941","0.00015759","1272313","2084487","4078788","7973041","17506076"
"take_mut","6575341","0.00015741","2777396","4687061","5358246","6177280","13876723"
"test-case","6555806","0.00015694","803667","1503286","3038178","6339112","21094788"
"proc-macro2-diagnostics","6530683","0.00015634","422845","1243620","2228475","5542094","23216382"
"wayland-protocols","6506213","0.00015576","895491","1426485","2733621","6234143","21241329"
"lebe","6482278","0.00015518","4240","1299519","3477654","7355292","20274686"
"byteorder-lite","6453936","0.00015450","0","0","0","4601250","27668434"
"fd-lock","6452218","0.00015446","415397","1804270","4817439","8150029","17073955"
"retain_mut","6443957","0.00015427","1788842","4488345","5773834","8496908","11671859"
"rand_isaac","6432208","0.00015398","4692025","4743197","5357136","5788802","11579881"
"trybuild","6421607","0.00015373","1275709","2285451","3983510","6888856","17674513"
"goblin","6353491","0.00015210","1275638","1711856","2971987","7644195","18163780"
"rand_os","6336207","0.00015169","4675145","4713487","5343083","5637936","11311387"
"impl-codec","6335486","0.00015167","1146317","2653190","5084390","8125376","14668158"
"safemem","6319230","0.00015128","4592154","5489060","7737395","7111487","6666054"
"unic-char-range","6315100","0.00015118","1484179","2723052","4048036","6580685","16739552"
"unic-char-property","6313880","0.00015115","1484197","2724686","4046884","6577613","16736024"
"unic-common","6313750","0.00015115","1486813","2723676","4049284","6576350","16732628"
"rand_jitter","6311330","0.00015109","4634943","4679960","5293987","5613014","11334749"
"unic-ucd-version","6310425","0.00015107","1484223","2722495","4048908","6569342","16727158"
"fixed-hash","6310303","0.00015107","1277013","2953773","5615933","8425712","13279085"
"publicsuffix","6295826","0.00015072","2040310","2942400","3758137","7088073","15650210"
"tokio-postgres","6245182","0.00014951","1042104","1852747","4023849","6369306","17937908"
"gix-validate","6225807","0.00014904","0","0","3177882","6252302","21698853"
"basic-toml","6222589","0.00014897","0","0","4445277","8608830","18058838"
"nalgebra-macros","6215837","0.00014880","534878","1733859","3661481","6801848","18347120"
"zbus_names","6209235","0.00014865","29901","824571","3446910","7923055","18821742"
"getset","6182720","0.00014801","1362745","2824425","3222639","4465283","19038508"
"nodrop","6178285","0.00014791","3617969","4308223","4408172","6702400","11854663"
"async-fs","6150395","0.00014724","478972","708474","3490901","10027577","16046054"
"kube-runtime","6140529","0.00014700","200411","734591","1685745","6375522","21706379"
"ruzstd","6136873","0.00014691","212793","99952","2228971","7458379","20684271"
"vergen","6124412","0.00014662","1166946","2483201","4056773","7099272","15815872"
"critical-section","6101659","0.00014607","163489","1161455","3662463","5323491","20197399"
"shellexpand","6100105","0.00014603","1076322","2125200","4400164","7450689","15448153"
"slog","6097166","0.00014596","2743213","4133909","5200492","6186239","12221978"
"embedded-io","6083545","0.00014564","0","49314","743476","6352129","23272809"
"supports-color","6076758","0.00014548","21886","2745230","4463735","7472475","15680464"
"curl","6073596","0.00014540","2404753","3897012","6216954","7278169","10571093"
"zune-inflate","6068200","0.00014527","0","22","3045574","7297639","19997765"
"zune-jpeg","6055889","0.00014498","0","327","34094","5225467","25019560"
"maybe-uninit","6039310","0.00014458","8088492","5284155","4965391","5380489","6478023"
"impl-trait-for-tuples","6036893","0.00014452","999698","2872261","5196762","7619172","13496572"
"multihash","6017409","0.00014405","1069882","1974778","4057162","9804718","13180505"
"kqueue-sys","5992399","0.00014346","72919","805085","3209434","6542652","19331908"
"hickory-proto","5992273","0.00014345","0","0","176385","5019742","24765241"
"libfuzzer-sys","5984584","0.00014327","440749","753740","1402407","5096766","22229261"
"portable-atomic-util","5972835","0.00014299","0","0","14830","591108","29258240"
"cssparser","5969356","0.00014290","655609","1449561","3046179","6449611","18245822"
"core2","5965256","0.00014281","66274","1246921","3589822","7576572","17346693"
"wayland-scanner","5962000","0.00014273","952987","1491566","3149996","6240545","17974907"
"sentry-types","5949982","0.00014244","1548105","2430849","4707630","8349610","12713720"
"rdrand","5949560","0.00014243","3293978","3462311","3320512","7734023","11936978"
"kqueue","5931328","0.00014199","72100","828491","3250086","6462250","19043714"
"wayland-client","5928550","0.00014193","960436","1503813","2909839","6208979","18059683"
"tokio-metrics","5926614","0.00014188","0","131493","1416968","4181448","23903161"
"derive-where","5925297","0.00014185","5445","34059","873749","6417191","22296043"
"fuchsia-cprng","5916272","0.00014163","3435407","3446258","3287242","7757727","11654729"
"plain","5906967","0.00014141","1125636","1429152","2565203","7054775","17360069"
"num-cmp","5894521","0.00014111","122924","593646","2647967","8442883","17665186"
"strip-ansi-escapes","5844347","0.00013991","1469857","3531042","4510136","5314832","14395872"
"dissimilar","5833532","0.00013965","1096682","2681005","5095955","7454764","12839258"
"tiny_http","5828713","0.00013954","618996","1043934","3523821","9019081","14937733"
"test-case-macros","5801279","0.00013888","0","408315","2419851","5915825","20262405"
"roxmltree","5799915","0.00013885","684803","1202996","2706835","5802419","18602525"
"smart-default","5796248","0.00013876","889221","1197404","2467370","7836744","16590503"
"qoi","5793279","0.00013869","164","2626","2310870","6750660","19902075"
"jiff-static","5785197","0.00013850","0","0","0","0","28925988"
"hickory-resolver","5765939","0.00013803","0","0","165436","4757696","23906564"
"gix-features","5759947","0.00013789","0","0","3730506","7115655","17953578"
"zune-core","5756217","0.00013780","0","0","37778","5142026","23601283"
"scrypt","5756203","0.00013780","387643","1241001","2867391","6757092","17527889"
"failure","5746996","0.00013758","6640294","5458932","4725113","4743282","7167360"
"tempdir","5742697","0.00013748","2607263","3893779","3833667","7865496","10513284"
"glam","5740620","0.00013743","593926","1028074","2121727","3222478","21736895"
"opentelemetry_api","5728393","0.00013714","117","492240","7728786","12784967","7635857"
"objc2","5725878","0.00013708","171","9117","869282","4874025","22876796"
"fake-simd","5702670","0.00013652","7959680","8783221","4918931","3506290","3345228"
"retry-policies","5699498","0.00013644","11786","395634","1378364","6277424","20434282"
"wasm-timer","5699294","0.00013644","1154946","1991324","3228157","5599769","16522277"
"mockito","5698820","0.00013643","495939","1003302","1455563","4060454","21478844"
"wast","5684585","0.00013609","1208337","3297547","4665921","8125305","11125815"
"sized-chunks","5682987","0.00013605","2219935","2703125","4171473","8647119","10673287"
"send_wrapper","5682340","0.00013603","371781","832319","3465191","9167016","14575397"
"cached","5665467","0.00013563","751680","1382209","3075413","5243985","17874052"
"libssh2-sys","5658877","0.00013547","1931838","3166562","4351880","6163458","12680648"
"prost-reflect","5652045","0.00013531","98","199767","1727410","4041220","22291731"
"enum-ordinalize-derive","5645010","0.00013514","0","0","18006","4727048","23479998"
"core-graphics","5627239","0.00013471","1046655","1437213","3307765","5914652","16429910"
"sentry-core","5613146","0.00013438","1455315","2333272","4522852","8043088","11711204"
"io-uring","5594749","0.00013394","76293","243136","437303","991599","26225414"
"rustc-hex","5592614","0.00013388","1247770","2711227","4879743","7202306","11922025"
"libflate","5587409","0.00013376","1236852","1942088","3692935","7034169","14031004"
"shell-escape","5585390","0.00013371","1859417","3338118","4351385","5894129","12483904"
"sentry","5585014","0.00013370","1544503","2408321","4488669","7996344","11487235"
"cookie_store","5579623","0.00013357","2051054","2660227","3347615","5766488","14072733"
"profiling","5573824","0.00013344","345544","959944","1827741","5398098","19337794"
"aligned-vec","5565502","0.00013324","0","5627","58201","2707071","25056614"
"winit","5559650","0.00013310","1047850","1711074","3442608","5778142","15818579"
"zlib-rs","5551806","0.00013291","0","0","0","87190","27671842"
"gix-hash","5541716","0.00013267","0","0","3397796","6589203","17721584"
"platforms","5524785","0.00013226","1107460","1642666","7436586","11311318","6125895"
"serde-untagged","5523046","0.00013222","0","0","181887","2631643","24801701"
"pretty_env_logger","5512781","0.00013197","1993237","2601699","3282290","7912914","11773768"
"pprof","5488451","0.00013139","399770","1329397","2776915","5700279","17235894"
"zvariant_utils","5482262","0.00013124","0","0","2236425","7230650","17944236"
"reqwest-retry","5480787","0.00013121","6923","372986","1288202","5820008","19915816"
"smithay-client-toolkit","5468803","0.00013092","891933","1337008","2523008","4985072","17606998"
"clipboard-win","5467812","0.00013090","557828","1120168","2921957","5690466","17048642"
"sentry-backtrace","5466334","0.00013086","1444269","2299729","4412133","7870776","11304766"
"dtoa-short","5452534","0.00013053","669451","1154744","2933375","6102639","16402461"
"fs4","5450989","0.00013049","39","46023","2965832","7435061","16807993"
"scheduled-thread-pool","5447270","0.00013041","1756563","3048639","5982541","6561136","9887471"
"bech32","5445168","0.00013036","938922","2444506","4594983","7147022","12100408"
"unreachable","5439769","0.00013023","1860733","4682861","4384223","10028923","6242107"
"logos","5435251","0.00013012","662250","1499367","2189833","4873376","17951431"
"logos-derive","5432412","0.00013005","659983","1502014","2190126","4868023","17941916"
"serde_regex","5413402","0.00012959","916038","1351688","2480606","6123762","16194920"
"fern","5407604","0.00012946","1108517","1778032","3840013","5093311","15218148"
"cssparser-macros","5401567","0.00012931","632968","1184931","2936569","5971795","16281575"
"gix-fs","5394262","0.00012914","0","0","2999789","6700582","17270940"
"include_dir_macros","5393335","0.00012911","8221","775304","3245341","8198839","14738973"
"metrics-macros","5380163","0.00012880","566934","1790390","4115750","9088134","11339611"
"failure_derive","5376469","0.00012871","6227001","4952971","4319201","4495602","6887573"
"iso8601","5354970","0.00012820","101740","645395","3007130","8959584","14061004"
"libz-rs-sys","5351235","0.00012811","0","0","0","20052","26736123"
"sentry-contexts","5347415","0.00012801","1400612","2215604","4322774","7735464","11062621"
"sqlparser_derive","5326815","0.00012752","0","24","1258729","8567670","16807653"
"protobuf-support","5325972","0.00012750","0","410607","2433771","4713392","19072090"
"sentry-panic","5320901","0.00012738","1386514","2103357","4299863","7760924","11053851"
"kube-derive","5318142","0.00012731","163515","638460","1487761","5731547","18569430"
"is_ci","5299080","0.00012686","21724","2732424","3851342","6810910","13079000"
"x11rb","5288948","0.00012662","524808","891064","2696559","6494916","15837394"
"libflate_lz77","5287269","0.00012658","968406","1661859","3415522","6716137","13674423"
"difference","5285476","0.00012653","4605508","5794475","3724650","4528898","7773852"
"gix-tempfile","5285142","0.00012652","0","0","3347345","6639834","16438534"
"mach2","5281803","0.00012644","31","109880","2639228","7998517","15661359"
"gix-object","5277394","0.00012634","0","0","3324190","6475650","16587132"
"gix-date","5275715","0.00012630","0","0","3202064","6645550","16530964"
"calloop","5265523","0.00012605","663851","1034060","2176855","4760185","17692664"
"gix-path","5246793","0.00012561","0","0","3237562","6498914","16497491"
"gix-ref","5243686","0.00012553","0","0","3320885","6486420","16411125"
"dlib","5243567","0.00012553","1178390","1395484","2951020","6218611","14474330"
"gix-utils","5241005","0.00012547","0","0","2652606","6319741","17232680"
"foreign-types-macros","5235665","0.00012534","220464","837721","2253374","5320561","17546205"
"gix-glob","5235321","0.00012533","0","0","3252566","6451161","16472878"
"compiler_builtins","5227734","0.00012515","1132603","2224310","3326934","7328581","12126244"
"async-attributes","5227259","0.00012514","1310938","2146987","2848954","5793920","14035496"
"owned_ttf_parser","5224258","0.00012507","1139714","1417077","2992644","5466344","15105513"
"gix-actor","5223378","0.00012505","0","0","3316866","6477392","16322635"
"hyperlocal","5222442","0.00012502","320520","1196709","1481681","4539122","18574180"
"ordered-stream","5220100","0.00012497","913","799444","3213809","6899526","15186809"
"gix-config","5214590","0.00012484","0","0","3304468","6449957","16318525"
"cargo_toml","5210289","0.00012473","796846","1749111","2993393","6213159","14298936"
"gix-lock","5206384","0.00012464","0","0","3318289","6424814","16288817"
"cached_proc_macro","5203984","0.00012458","696731","1284053","2644637","4461471","16933029"
"test-log-macros","5199100","0.00012446","0","0","45691","4749496","21200314"
"inferno","5194481","0.00012435","819961","1321797","2505114","3463237","17862298"
"x11-dl","5191378","0.00012428","890249","1512593","3373083","5929525","14251443"
"faster-hex","5191104","0.00012427","182089","208006","1546184","6453115","17566130"
"thread-id","5173408","0.00012385","1632037","1998533","3280553","5607133","13348784"
"enum-map","5168607","0.00012373","612709","1122803","2872842","6093112","15141571"
"block2","5154368","0.00012339","108","35155","843815","4820863","20071903"
"image-webp","5142552","0.00012311","0","0","0","4254449","21458312"
"enum-map-derive","5139331","0.00012303","612845","1111862","2842834","6036123","15092994"
"gix-config-value","5138621","0.00012302","0","0","3194232","6324453","16174424"
"gix-sec","5126579","0.00012273","0","0","3195326","6330863","16106709"
"error-code","5116359","0.00012248","311679","1033815","2724544","5073791","16437967"
"fluent-uri","5086638","0.00012177","0","577","34074","3944302","21454239"
"bitcoin_hashes","5085973","0.00012176","519379","1319901","2770482","7257179","13562925"
"shared_child","5085607","0.00012175","1412371","2703398","4126798","5921827","11263641"
"selectors","5084969","0.00012173","620093","1238642","2765440","5720192","15080482"
"serde_ignored","5084488","0.00012172","1007734","2378496","4381305","6320106","11334800"
"libsecp256k1","5073910","0.00012147","1631129","2693544","3529449","7939247","9576181"
"rle-decode-fast","5064916","0.00012125","1102114","1760521","3398935","6490820","12572191"
"console-api","5064035","0.00012123","4383","1017445","2844598","4990194","16463557"
"proc-macro-nested","5061055","0.00012116","16007900","4809665","1588096","1101343","1798271"
"procfs-core","5056998","0.00012106","0","0","408539","6396717","18479738"
"deflate64","5051979","0.00012094","0","0","70604","5308465","19880830"
"objc2-encode","5051879","0.00012094","137","35419","851890","4808745","19563204"
"console-subscriber","5044262","0.00012076","4162","1001729","2823746","4987291","16404386"
"uname","5043817","0.00012075","1605575","2354161","4214329","6172249","10872774"
"cranelift-entity","5037485","0.00012060","1142655","3284000","4518325","6741838","9500607"
"fslock","5027403","0.00012035","235488","891677","2181744","7783781","14044328"
"impl-serde","5024518","0.00012028","993997","1996989","4835019","7407750","9888837"
"kstring","5023545","0.00012026","322582","1820226","2788999","4865760","15320160"
"quick-protobuf","5019000","0.00012015","39634","150235","2180684","8425509","14298938"
"built","4982600","0.00011928","457231","808492","1641890","4650318","17355071"
"data-encoding-macro","4970319","0.00011899","627344","1314014","3285761","6095140","13529337"
"data-encoding-macro-internal","4968868","0.00011895","623802","1313488","3285358","6093609","13528085"
"lockfree-object-pool","4945983","0.00011840","32562","283175","355071","6924233","17134876"
"onig","4941675","0.00011830","687668","1474810","1940443","4214134","16391322"
"unicode-bom","4933569","0.00011811","1783","193219","3180521","6182147","15110175"
"cached_proc_macro_types","4933466","0.00011811","650778","1200162","2480380","3977220","16358791"
"servo_arc","4933199","0.00011810","540527","1044440","2668627","5642424","14769977"
"x11rb-protocol","4919090","0.00011776","0","162097","2402805","6357280","15673272"
"onig_sys","4916381","0.00011770","684192","1355522","1937357","4209068","16395768"
"sealed","4909859","0.00011754","28641","595682","2040374","5040716","16843883"
"protobuf-codegen","4909706","0.00011754","1267863","2722738","4646632","5893388","10017909"
"toml_writer","4907227","0.00011748","0","0","0","0","24536135"
"cranelift-frontend","4880530","0.00011684","1121037","3641392","4108071","6307107","9225046"
"self_cell","4868712","0.00011656","25896","523056","1885049","7185234","14724327"
"numpy","4867477","0.00011653","240312","683969","1153684","2385723","19873699"
"prodash","4858036","0.00011630","14006","103015","2038113","5968360","16166689"
"cranelift-codegen","4840397","0.00011588","1114325","3241849","4191428","6358952","9295434"
"cranelift-codegen-meta","4827049","0.00011556","1120807","3247805","4190517","6320640","9255479"
"cranelift-bforest","4824070","0.00011549","1107924","3244623","4190929","6319831","9257047"
"borsh-derive-internal","4823879","0.00011548","409004","1306065","6520565","9226907","6656855"
"roaring","4820865","0.00011541","303928","668657","1330897","7021509","14779337"
"jsonptr","4820234","0.00011539","0","3132","34919","3937330","20125789"
"borsh-schema-derive-internal","4817862","0.00011534","409427","1300548","6516550","9215935","6646851"
"cranelift-codegen-shared","4813544","0.00011523","1127734","3241568","4182814","6287760","9227844"
"test-case-core","4813461","0.00011523","0","0","1335978","4745758","17985573"
"is-macro","4808425","0.00011511","913807","2094057","2376715","4366664","14290882"
"sval","4800197","0.00011491","297472","921432","2107427","7348930","13325726"
"sourcemap","4794918","0.00011479","825926","1976389","1590189","7002391","12579695"
"ark-ec","4773754","0.00011428","54263","603033","2356704","7615985","13238787"
"ark-serialize-derive","4751367","0.00011375","49570","575677","2318751","7578334","13234506"
"ndk-sys","4748367","0.00011367","370224","970986","2354635","4663403","15382591"
"utf8-ranges","4744572","0.00011358","2525991","2342438","2909999","5419905","10524530"
"gix-trace","4731486","0.00011327","0","0","1400962","6231354","16025116"
"ark-poly","4718636","0.00011296","45611","447653","2301715","7566805","13231396"
"rustyline","4709920","0.00011275","1364562","1758805","3360499","4623015","12442721"
"memmap","4709200","0.00011274","2985260","2751414","1770339","5970614","10068376"
"cfb","4708495","0.00011272","260966","996097","3223612","6569221","12492581"
"regalloc2","4698757","0.00011249","52","925763","3504140","7663016","11400814"
"winsafe","4688302","0.00011224","482","2934","18075","3635879","19784141"
"nb","4669446","0.00011178","1499160","2901660","3510254","4057623","11378533"
"rlp","4664248","0.00011166","789678","1406423","2984077","6071405","12069657"
"lexical","4663303","0.00011164","1674912","3607792","4261876","3931526","9840411"
"const-hex","4660787","0.00011158","0","0","609740","5288474","17405724"
"quickcheck_macros","4655721","0.00011146","693109","1156502","1896054","5834812","13698128"
"graphql-parser","4647684","0.00011126","533862","1245744","2445648","7136278","11876889"
"serde_fmt","4640689","0.00011110","20208","384583","1685569","7281464","13831625"
"libsecp256k1-core","4630239","0.00011085","747133","2308733","3322836","7680521","9091976"
"libsecp256k1-gen-ecmult","4621124","0.00011063","750233","2315525","3322380","7677659","9039823"
"libsecp256k1-gen-genmult","4619100","0.00011058","745875","2310106","3322451","7677465","9039607"
"cache-padded","4607751","0.00011031","5396225","9708077","3739887","2314212","1880355"
"ripemd","4605491","0.00011025","207","1055969","3601963","6461144","11908175"
"id-arena","4605047","0.00011024","517157","723647","3707384","7281971","10795077"
"str_stack","4603675","0.00011021","783779","1232263","2389688","3249350","15363298"
"slug","4601615","0.00011016","1430866","2270150","3535035","5799104","9972922"
"maybe-async","4593444","0.00010997","108576","520771","2000390","4610913","15726570"
"arraydeque","4592523","0.00010994","133996","183349","199624","1950913","20494734"
"inherent","4590942","0.00010991","83148","282389","1303586","7027198","14258389"
"value-bag-serde1","4586796","0.00010981","0","0","1374976","7372191","14186813"
"sea-query","4581139","0.00010967","107141","542388","1567171","6831340","13857657"
"wit-bindgen","4570965","0.00010943","29","196","173638","1284830","21396134"
"unicode-id","4563352","0.00010924","0","1675560","2480242","7748586","10912374"
"byte-unit","4555506","0.00010906","1066439","2217914","2484267","3959696","13049214"
"impl-more","4550260","0.00010893","0","3126","580962","4141321","18025891"
"serde-xml-rs","4531821","0.00010849","1074579","2314718","2912948","3813862","12543001"
"vte_generate_state_changes","4528255","0.00010840","434688","2928242","5286228","6336928","7655189"
"napi","4519419","0.00010819","515483","1994096","5135776","5835985","9115757"
"core-graphics-types","4516179","0.00010812","494319","865607","2754257","4888039","13578677"
"yaml-rust2","4509467","0.00010795","0","0","0","1708241","20839096"
"finl_unicode","4506944","0.00010789","0","110427","3229728","12141227","7053341"
"color-spantrace","4494076","0.00010759","792814","1517078","3118815","5472146","11569528"
"libmimalloc-sys","4490235","0.00010749","316974","903451","2348807","4759346","14122599"
"tera","4482860","0.00010732","1545210","2375403","3423231","5358164","9712294"
"regress","4482760","0.00010732","88963","155616","1962153","5700792","14506277"
"mimalloc","4481861","0.00010729","314870","892280","2341851","4745585","14114719"
"opentelemetry-stdout","4471985","0.00010706","0","0","471363","5974554","15914011"
"axum-extra","4466118","0.00010692","259","154646","1880049","6621367","13674271"
"askama_derive","4464315","0.00010687","606652","1492935","2576545","5139922","12505522"
"gix-url","4463461","0.00010685","0","0","2033875","5015044","15268390"
"oauth2","4447263","0.00010647","280543","1045323","1808766","4473838","14627849"
"jemalloc-sys","4446782","0.00010645","1494381","2411893","5682992","5901026","6743622"
"askama","4446069","0.00010644","610745","1497482","2570305","5093239","12458578"
"gix-hashtable","4445633","0.00010643","0","0","1915293","4830315","15482561"
"deflate","4441637","0.00010633","3105025","4945070","3163172","3073732","7921189"
"uriparse","4439234","0.00010627","143404","657851","1354181","5333457","14707277"
"plist","4433723","0.00010614","440832","950201","2585690","5272782","12919112"
"hmac-drbg","4428923","0.00010603","1442897","2436615","3345331","7502130","7417642"
"clru","4405631","0.00010547","32146","155815","1999316","5177052","14663828"
"wasm-bindgen-test","4405519","0.00010547","1205110","1823190","3365181","6605681","9028435"
"memfd","4392853","0.00010516","45889","665063","3433745","6565903","11253666"
"wayland-cursor","4389707","0.00010509","693132","1154304","2286684","4331487","13482932"
"backon","4383535","0.00010494","0","310101","1247447","2721045","17639085"
"gix-traverse","4378249","0.00010481","0","0","2013459","5036262","14841525"
"opentelemetry-datadog","4375980","0.00010476","130856","602257","2205311","6339045","12602433"
"value-bag-sval2","4372371","0.00010467","0","0","1375193","7162590","13324074"
"gix-discover","4368217","0.00010457","0","0","2018505","5031705","14790879"
"sval_json","4365550","0.00010451","2003","3015","1396009","7222386","13204338"
"delegate","4364755","0.00010449","60342","129892","1141634","2893539","17598372"
"gix","4361256","0.00010441","0","0","2010084","5031979","14764221"
"gix-revision","4359470","0.00010436","0","0","2000446","4992558","14804347"
"enumset","4358560","0.00010434","956239","2689937","2977138","4501575","10667912"
"sval_fmt","4354716","0.00010425","0","0","1387521","7193373","13192686"
"sval_dynamic","4354114","0.00010424","0","0","1387084","7192798","13190690"
"gix-odb","4353733","0.00010423","0","0","2009494","4997886","14761286"
"gix-pack","4353694","0.00010423","0","0","2008050","5006374","14754046"
"napi-sys","4352436","0.00010420","510902","1938430","5011802","5595304","8705743"
