"package","debian_avg_downloads","debian_share","homebrew_avg_downloads","homebrew_share"
"mc","48754","0.0448","66679","0.0334"
"libmusicbrainz","48171","0.0442","0",""
"nmap","48141","0.0442","241190","0.1209"
"php:composer","0","","272755","0.1368"
"debian:libnetpbm10","47832","0.0439","0",""
"libpst","47368","0.0435","0",""
"gdk-pixbuf-xlib","47286","0.0434","0",""
"aribb24","46866","0.0430","188899","0.0947"
"http-parser","46488","0.0427","0",""
"libassuan","18124","0.0166","262411","0.1316"
"box2d","46336","0.0425","0",""
"lightdm","46336","0.0425","0",""
"libmspack","46328","0.0425","0",""
"editorconfig-core-unclassified","46149","0.0424","0",""
"debian:libreadline5","46100","0.0423","0",""
"gts-triangulated-surface","46020","0.0422","143973","0.0722"
"libid3tag","45865","0.0421","0",""
"libtommath","45859","0.0421","53827","0.0270"
"colord-gtk","45816","0.0421","0",""
"libunity","45379","0.0417","0",""
"gedit","44965","0.0413","13216","0.0066"
"liburing","44928","0.0412","0",""
"debian:libnautilus-extension1a","44908","0.0412","0",""
"libebml","44793","0.0411","6385","0.0032"
"nghttp3","18996","0.0174","247118","0.1239"
"libmatroska","44787","0.0411","5894","0.0030"
"debian:libx264-160","44133","0.0405","0",""
"libadwaita-1","43697","0.0401","0",""
"perl:b-hooks-op-check","43166","0.0396","0",""
"w3m","43147","0.0396","0",""
"libcloudproviders","43129","0.0396","0",""
"kcoreaddons","42719","0.0392","0",""
"kwindowsystem","42656","0.0392","0",""
"libspatialaudio","42591","0.0391","0",""
"telnet-apple","0","","239214","0.1200"
"polkit-qt-1","42530","0.0390","0",""
"kwidgetsaddons","42490","0.0390","0",""
"tcpdump","42155","0.0387","0",""
"kguiaddons","41996","0.0386","0",""
"kconfig","41908","0.0385","0",""
"kitemviews","41860","0.0384","0",""
"autogen","41854","0.0384","0",""
"libwpe","41849","0.0384","0",""
"wpebackend-fdo","41829","0.0384","0",""
"uvwasi","0","","234930","0.1178"
"ki18n","41723","0.0383","0",""
"kwayland","41657","0.0382","0",""
"libdbusmenu-qt","41631","0.0382","0",""
"karchive","41353","0.0380","0",""
"perl:sub-identify","41322","0.0379","0",""
"perl:variable-magic","41293","0.0379","0",""
"kcrash","41229","0.0378","0",""
"debian:policykit-1-gnome","41150","0.0378","0",""
"hwloc","26078","0.0239","233406","0.1170"
"debian:libgl1-mesa-glx","41055","0.0377","0",""
"kcompletion","40990","0.0376","0",""
"libvncserver","40984","0.0376","0",""
"libchamplain","40963","0.0376","0",""
"texinfo","40953","0.0376","53303","0.0267"
"kauth","40857","0.0375","0",""
"htop","0","","220868","0.1108"
"pavucontrol","40843","0.0375","0",""
"kcodecs","40830","0.0375","0",""
"hdf5","7358","0.0068","217962","0.1093"
"kconfigwidgets","40826","0.0375","0",""
"keybinder","40767","0.0374","0",""
"perl:class-xsaccessor","40750","0.0374","0",""
"kiconthemes","40630","0.0373","0",""
"wtmpdb","40579","0.0373","0",""
"kdbusaddons","40549","0.0372","0",""
"perl:package-stash-xs","40532","0.0372","0",""
"sysstat","40464","0.0371","0",""
"debian:libsnmp30","40445","0.0371","0",""
"knotifications","40430","0.0371","0",""
"kwallet","40333","0.0370","0",""
"solid-hardware-abstraction","40313","0.0370","0",""
"debian:libpolkit-backend-1-0","40307","0.0370","0",""
"pipx","0","","211504","0.1061"
"kservice","40300","0.0370","0",""
"caribou","40239","0.0369","0",""
"docker-completion","0","","206721","0.1037"
"debian:ntp","40138","0.0368","0",""
"sonnet","40134","0.0368","0",""
"fusefs:sshfs","40060","0.0368","0",""
"docutils","0","","204737","0.1027"
"ktextwidgets","40027","0.0367","0",""
"debian:libmpfr4","39871","0.0366","0",""
"libgit2","5438","0.0050","203009","0.1018"
"kglobalaccel","39810","0.0365","0",""
"kxmlgui","39789","0.0365","0",""
"openjph","0","","202308","0.1015"
"kjobwidgets","39767","0.0365","0",""
"kio","39733","0.0365","0",""
"nginx","22295","0.0205","199519","0.1001"
"at","39669","0.0364","0",""
"intel-processor-trace","39576","0.0363","0",""
"debian:libopenexr25","38963","0.0358","0",""
"mutt","38958","0.0358","0",""
"acpid","38795","0.0356","0",""
"appstream-glib","38745","0.0356","0",""
"usbredir","38690","0.0355","9546","0.0048"
"libvoikko","38624","0.0355","0",""
"ccache","0","","185909","0.0932"
"libxpresent","38485","0.0353","0",""
"uriparser","38480","0.0353","24201","0.0121"
"neon","38219","0.0351","0",""
"onetbb","15996","0.0147","185349","0.0929"
"insserv","38158","0.0350","0",""
"kdoctools","37979","0.0349","0",""
"perl:json-xs","37973","0.0349","0",""
"glog","0","","184386","0.0925"
"ceph","37945","0.0348","0",""
"libgweather","37918","0.0348","0",""
"debian:mlocate","37835","0.0347","0",""
"qtchooser","37737","0.0346","0",""
"zix","37663","0.0346","0",""
"zsh","16762","0.0154","180487","0.0905"
"libjaylink","37660","0.0346","0",""
"libslirp","37654","0.0346","153871","0.0772"
"tokyocabinet","37654","0.0346","0",""
"gtk-vnc","37083","0.0340","9720","0.0049"
"libcacard","36986","0.0340","0",""
"acpi-support","36882","0.0339","0",""
"debian:python-talloc","36785","0.0338","0",""
"libmicrohttpd","0","","177963","0.0892"
"portaudio","36672","0.0337","62688","0.0314"
"debian:libldb1","36640","0.0336","0",""
"mint-swift-package-manager","0","","172762","0.0866"
"xfconf","36612","0.0336","0",""
"libgit2-glib","36476","0.0335","0",""
"debian:libgsasl7","36158","0.0332","0",""
"gnome-bluetooth","36117","0.0332","0",""
"libu2f-host","36110","0.0332","0",""
"python:virtualenv","0","","169081","0.0848"
"attica","36053","0.0331","0",""
"kbookmarks","35954","0.0330","0",""
"libxfce4util","35951","0.0330","0",""
"xcb-util-cursor","35744","0.0328","0",""
"libquvi-scripts","35732","0.0328","0",""
"discount","35677","0.0328","0",""
"rygel","35604","0.0327","0",""
"assimp","2928","0.0027","166746","0.0836"
"glusterfs","35478","0.0326","0",""
"hplip","35178","0.0323","0",""
"libimobiledevice-glue","35078","0.0322","17482","0.0088"
"openmpi","9785","0.0090","162350","0.0814"
"qr-code-generator","34943","0.0321","0",""
"potrace","34872","0.0320","6759","0.0034"
"time","34785","0.0319","0",""
"gupnp-igd","34679","0.0318","0",""
"gsettings-desktop-schemas","0","","158379","0.0794"
"python:pyxattr","34602","0.0318","0",""
"dleyna","34381","0.0316","0",""
"meson","0","","157988","0.0792"
"perl:yaml-libyaml","34364","0.0315","0",""
"kirigami","34310","0.0315","0",""
"xerces-c","34086","0.0313","54586","0.0274"
"pmix","11823","0.0109","156405","0.0784"
"blt","33915","0.0311","0",""
"tidy","0","","155182","0.0778"
"cdrkit","33852","0.0311","0",""
"libxfce4ui","33834","0.0311","0",""
"procmail","33695","0.0309","0",""
"grpc","0","","154288","0.0774"
"phonon-vlc","33509","0.0308","0",""
"kparts","33437","0.0307","0",""
"kpackage","33032","0.0303","0",""
"phonon","32955","0.0303","0",""
"emacs","0","","153100","0.0768"
"debian:libodbc1","32865","0.0302","0",""
"kidletime","32805","0.0301","0",""
"nodejs","32670","0.0300","2773602","1.3909"
"luv","0","","153045","0.0767"
"kdeclarative","32585","0.0299","0",""
"dvd+rw-tools","32521","0.0299","0",""
"openvino","0","","152146","0.0763"
"hfst-ospell","32398","0.0297","0",""
"cmark","32359","0.0297","0",""
"tnftp","32118","0.0295","0",""
"exo","32045","0.0294","0",""
"qca","31959","0.0293","0",""
"capstone","0","","148490","0.0745"
"debian:libtracker-sparql-2.0-0","31820","0.0292","0",""
"postfix","31684","0.0291","0",""
"cmocka","0","","145621","0.0730"
"hsqldb","31557","0.0290","0",""
"xfwm4","31343","0.0288","0",""
"kactivities","31330","0.0288","0",""
"liblinear","28599","0.0263","144025","0.0722"
"debian:libdc1394-22","31205","0.0286","0",""
"spice-gtk","31142","0.0286","12379","0.0062"
"gsasl","31106","0.0286","0",""
"lzop","30990","0.0284","0",""
"ebook-tools","30985","0.0284","0",""
"gflags","0","","142983","0.0717"
"babeltrace","30982","0.0284","0",""
"caja","30979","0.0284","0",""
"kcmutils","30937","0.0284","0",""
"msgpack","0","","142961","0.0717"
"knewstuff","30911","0.0284","0",""
"systemsettings","30803","0.0283","0",""
"pipenv","0","","141668","0.0710"
"mscompress","30722","0.0282","0",""
"libshumate","30713","0.0282","0",""
"debian:libxcb-util0","30683","0.0282","0",""
"erlang","0","","141272","0.0708"
"debian:polkitd-pkla","30657","0.0281","0",""
"libaec","30606","0.0281","126655","0.0635"
"python:pre-commit","0","","140510","0.0705"
"dctrl-tools","30564","0.0281","0",""
"debian:libreadline6","30479","0.0280","0",""
"min12xxw","30476","0.0280","0",""
"fastlane","0","","140104","0.0703"
"thunar","30475","0.0280","0",""
"foo2zjs","30357","0.0279","0",""
"tumbler","30354","0.0279","0",""
"pnm2ppa","30333","0.0278","0",""
"geocode-glib","30243","0.0278","0",""
"python:sphinx","0","","136251","0.0683"
"debian:libssl1.0.0","30230","0.0278","0",""
"xfce4-panel","30222","0.0277","0",""
"gdal","7047","0.0065","136224","0.0683"
"mousepad","30170","0.0277","0",""
"libaccounts-glib","30163","0.0277","0",""
"debian:libenchant1c2a","29967","0.0275","0",""
"openfec","29837","0.0274","0",""
"libportal","29813","0.0274","0",""
"wireplumber","29688","0.0273","0",""
"plasma-framework","29655","0.0272","0",""
"pygments","0","","133370","0.0669"
"rest","29592","0.0272","0",""
"garcon","29566","0.0271","0",""
"signond","29510","0.0271","0",""
"onnxruntime","29502","0.0271","0",""
"the-silver-searcher","0","","128060","0.0642"
"threadweaver","29473","0.0271","0",""
"gtk-engines","29330","0.0269","0",""
"vde","0","","126761","0.0636"
"thunar-volman","29320","0.0269","0",""
"inkscape","29167","0.0268","0",""
"xfdesktop","28913","0.0265","0",""
"gupnp-av","28857","0.0265","0",""
"libraqm","28855","0.0265","43673","0.0219"
"strace","28814","0.0265","0",""
"xfce4-session","28810","0.0264","0",""
"gupnp-dlna","28791","0.0264","0",""
"libfakekey","28770","0.0264","0",""
"netcdf","5842","0.0054","121654","0.0610"
"zerofree","28592","0.0262","0",""
"xfce4-appfinder","28340","0.0260","0",""
"cwidget","28297","0.0260","0",""
"libdazzle","28285","0.0260","0",""
"tfenv","0","","119366","0.0599"
"xfce4-notifyd","28276","0.0260","0",""
"okular","28091","0.0258","0",""
"flex","28079","0.0258","22756","0.0114"
"patchutils","28068","0.0258","0",""
"kitemmodels","27979","0.0257","0",""
"wxwidgets","11402","0.0105","117507","0.0589"
"firebird","27957","0.0257","0",""
"cifs-utils","27949","0.0257","0",""
"opencv","9292","0.0085","116403","0.0584"
"knotifyconfig","27882","0.0256","0",""
"pmdk","27847","0.0256","0",""
"watch","0","","110227","0.0553"
"xarchiver","27832","0.0256","0",""
"perl:unicode-utf8","27813","0.0255","0",""
"ndctl","27775","0.0255","0",""
"xfce4-terminal","27760","0.0255","0",""
"debian:libtracker-control-2.0-0","27668","0.0254","0",""
"re2","13865","0.0127","107577","0.0539"
"debian:libtracker-miner-2.0-0","27466","0.0252","0",""
"inih","27350","0.0251","0",""
"libtomcrypt","27167","0.0249","258","0.0001"
"atril","27071","0.0249","0",""
"xcodegen","0","","105646","0.0530"
"proj","26976","0.0248","102834","0.0516"
"debian:libavdevice58","26876","0.0247","0",""
"debian:python-crypto","26868","0.0247","0",""
"apache-arrow","0","","104424","0.0524"
"libebur128","26817","0.0246","0",""
"imlib2","26614","0.0244","23105","0.0116"
"thunar-archive-plugin","26545","0.0244","0",""
"bison","19445","0.0179","104173","0.0522"
"kpty","26543","0.0244","0",""
"gtkspell","26493","0.0243","0",""
"suitesparse","14502","0.0133","104057","0.0522"
"gutenprint","26469","0.0243","0",""
"lyx","26455","0.0243","0",""
"xfce4-power-manager","26439","0.0243","0",""
"bluez-qt","26431","0.0243","0",""
"scrcpy","0","","100474","0.0504"
"openconnect","26376","0.0242","21919","0.0110"
"libei","26343","0.0242","0",""
"debian:libfam0","26339","0.0242","0",""
"xfce4-screenshooter","26285","0.0241","0",""
"libvterm-leonerd","0","","99457","0.0499"
"xfburn","26248","0.0241","0",""
"thunar-media-tags-plugin","26239","0.0241","0",""
"python:pycairo","0","","99421","0.0499"
"chromium","26117","0.0240","0",""
"eigen","3568","0.0033","98603","0.0494"
"debian:libmutter-11-0","26076","0.0239","0",""
"mdadm","26072","0.0239","0",""
"doxygen","0","","97634","0.0490"
"libgssglue","26060","0.0239","0",""
"ristretto","26000","0.0239","0",""
"python:pygobject","0","","97625","0.0490"
"kfilemetadata","25992","0.0239","0",""
"swig","0","","96459","0.0484"
"perl:perlio-gzip","25987","0.0239","0",""
"xfce4-clipman-plugin","25987","0.0239","0",""
"purpose","25972","0.0238","0",""
"aws-sdk-cpp","0","","94341","0.0473"
"frameworkintegration","25951","0.0238","0",""
"xfce4-taskmanager","25922","0.0238","0",""
"graphicsmagick","15373","0.0141","93974","0.0471"
"gdb","25866","0.0237","50657","0.0254"
"dtc","25821","0.0237","57133","0.0287"
"pugixml","18821","0.0173","93632","0.0470"
"krunner","25803","0.0237","0",""
"libaccounts-qt","25788","0.0237","0",""
"simdjson","0","","93378","0.0468"
"xfce4-sensors-plugin","25786","0.0237","0",""
"xfce4-battery-plugin","25777","0.0237","0",""
"unibilium","0","","93304","0.0468"
"kcontacts","25756","0.0236","0",""
"xfce4-xkb-plugin","25753","0.0236","0",""
"xfce4-systemload-plugin","25744","0.0236","0",""
"debian:ntpdate","25738","0.0236","0",""
"vtk","1051","0.0010","91433","0.0459"
"freexl","25730","0.0236","29908","0.0150"
"xfce4-cpugraph-plugin","25722","0.0236","0",""
"python:pillow","0","","91084","0.0457"
"xfce4-netload-plugin","25721","0.0236","0",""
"xfce4-cpufreq-plugin","25689","0.0236","0",""
"wimlib","0","","90303","0.0453"
"xfce4-weather-plugin","25655","0.0236","0",""
"xfce4-timer-plugin","25650","0.0235","0",""
"hiredis","1729","0.0016","90297","0.0453"
"xfce4-diskperf-plugin","25638","0.0235","0",""
"xfce4-genmon-plugin","25637","0.0235","0",""
"groonga","0","","90009","0.0451"
"xfce4-fsguard-plugin","25630","0.0235","0",""
"ccid","25623","0.0235","0",""
"xfce4-places-plugin","25616","0.0235","0",""
"debian:libmagick++-6.q16-8","25606","0.0235","0",""
"xfce4-mailwatch-plugin","25555","0.0235","0",""
"jsoncpp","5612","0.0052","87412","0.0438"
"xfce4-smartbookmark-plugin","25553","0.0235","0",""
"evolution-data-server","25508","0.0234","0",""
"fastfetch","0","","86420","0.0433"
"libhdf4","25442","0.0234","0",""
"konsole","25358","0.0233","0",""
"cfitsio","17003","0.0156","86102","0.0432"
"dolphin-fm","25334","0.0233","0",""
"gnome-desktop","25180","0.0231","0",""
"mvfst","0","","86003","0.0431"
"kpeople","24958","0.0229","0",""
"spice-remote-access","24871","0.0228","0",""
"kdegraphics-mobipocket","24814","0.0228","0",""
"kate","24716","0.0227","0",""
"swiftformat","0","","84357","0.0423"
"syndication","24580","0.0226","0",""
"kfind","24578","0.0226","0",""
"debian:gir1.2-tracker-2.0","24451","0.0224","0",""
"hicolor-icon-theme","0","","84232","0.0422"
"kwalletmanager","24357","0.0224","0",""
"pyenv-virtualenv","0","","83753","0.0420"
"scim","24316","0.0223","0",""
"syntax-highlighting","24257","0.0223","0",""
"ipython","0","","83029","0.0416"
"debian:libcurl3","24224","0.0222","0",""
"debian:libsensors4","24130","0.0222","0",""
"python:pyqt","0","","81996","0.0411"
"ksshaskpass","24114","0.0221","0",""
"debian:libfluidsynth1","24103","0.0221","0",""
"docbook","0","","81968","0.0411"
"plasma-desktop","24096","0.0221","0",""
"debian:libtracker-sparql-3.0-0","23995","0.0220","0",""
"iftop","23968","0.0220","0",""
"rabbitmq-server","0","","80962","0.0406"
"kmenuedit","23961","0.0220","0",""
"gwenview","23948","0.0220","0",""
"dvdauthor","23925","0.0220","0",""
"konqueror","23857","0.0219","0",""
"hello","0","","80754","0.0405"
"ark","23843","0.0219","0",""
"kamera","23785","0.0218","0",""
"plasma-workspace","23769","0.0218","0",""
"libkf5kexiv2","23764","0.0218","0",""
"docbook-xsl","0","","80145","0.0402"
"augeas","23745","0.0218","24971","0.0125"
"debian:gir1.2-mutter-11","23675","0.0217","0",""
"llama.cpp","0","","79971","0.0401"
"kinfocenter","23504","0.0216","0",""
"perl:libintl-perl","23494","0.0216","0",""
"kcalc","23494","0.0216","0",""
"opensc","23462","0.0215","0",""
"zxing-cpp","23411","0.0215","0",""
"bluedevil","23338","0.0214","0",""
"powerdevil","23267","0.0214","0",""
"httpie","0","","77298","0.0388"
"arpack-ng","23235","0.0213","0",""
"ktexttemplate","23229","0.0213","0",""
"geos","5627","0.0052","76246","0.0382"
"prison","23224","0.0213","0",""
"akonadi","23192","0.0213","0",""
"libdbi","23191","0.0213","0",""
"ktexteditor","23164","0.0213","0",""
"kdnssd","23141","0.0212","0",""
"perl:sereal-encoder","23006","0.0211","0",""
"perl:sereal-decoder","23000","0.0211","0",""
"gnuplot","14871","0.0137","73549","0.0369"
"stoken","22916","0.0210","9621","0.0048"
"kdeplasma-addons","22906","0.0210","0",""
"libavtp","22885","0.0210","0",""
"pkcs11-helper","22868","0.0210","25776","0.0129"
"sweeper","22764","0.0209","0",""
"kdepim-runtime","22585","0.0207","0",""
"debian:libpng12-0","22473","0.0206","0",""
"kactivities-stats","22470","0.0206","0",""
"charls","22418","0.0206","0",""
"wireshark","14990","0.0138","70267","0.0352"
"debian:python-openssl","22379","0.0205","0",""
"qhull","22361","0.0205","32729","0.0164"
"exiftool","0","","69726","0.0350"
"freerdp","22290","0.0205","21005","0.0105"
"baloo","22288","0.0205","0",""
"adwaita-icon-theme","0","","69056","0.0346"
"dragon-player","22237","0.0204","0",""
"subversion","22235","0.0204","113830","0.0571"
"vips","0","","68640","0.0344"
"juk","22200","0.0204","0",""
"libkolabxml","22198","0.0204","0",""
"parallel","0","","67410","0.0338"
"sox","22154","0.0203","21711","0.0109"
"debian:odbcinst1debian2","21965","0.0202","0",""
"msgraph","21949","0.0201","0",""
"swiftgen","0","","66615","0.0334"
"perl:cpanel-json-xs","21923","0.0201","0",""
"kaddressbook","21902","0.0201","0",""
"jenv","0","","65775","0.0330"
"korganizer","21876","0.0201","0",""
"kdesu","21872","0.0201","0",""
"akregator","21834","0.0200","0",""
"xmlto","0","","65496","0.0328"
"libnet","21766","0.0200","15129","0.0076"
"perl:devel-globaldestruction","21755","0.0200","0",""
"kmail","21719","0.0199","0",""
"libvpl","21706","0.0199","0",""
"enca","21675","0.0199","0",""
"aria2","0","","62538","0.0314"
"snapd-glib","21585","0.0198","0",""
"certbot","0","","62442","0.0313"
"libkdcraw","21479","0.0197","0",""
"lshw","21445","0.0197","0",""
"xctesthtmlreport","0","","61481","0.0308"
"libkml","21435","0.0197","19437","0.0097"
"r","0","","61478","0.0308"
"debian:libxapian22","21388","0.0196","0",""
"meanwhile","21207","0.0195","0",""
"libkgapi","21053","0.0193","0",""
"nasm","0","","60871","0.0305"
"apache-serf","21027","0.0193","0",""
"libdisplay-info","20988","0.0193","0",""
"utfcpp","393","0.0004","60420","0.0303"
"kholidays","20968","0.0192","0",""
"debian:libdolphinvcs5","20966","0.0192","0",""
"python:tk","0","","59768","0.0300"
"kmag","20931","0.0192","0",""
"luajit-openresty","0","","58689","0.0294"
"lksctp-tools","20826","0.0191","0",""
"fyba","20825","0.0191","0",""
"zsh-syntax-highlighting","0","","58409","0.0293"
"networkmanager-qt","20735","0.0190","0",""
"packagekit-qt","20658","0.0190","0",""
"librttopo","20589","0.0189","32799","0.0164"
"node-build","0","","57793","0.0290"
"libgeotiff","20577","0.0189","56263","0.0282"
"kmouth","20518","0.0188","0",""
"parole","20482","0.0188","0",""
"spidermonkey","20472","0.0188","0",""
"source-highlight","20443","0.0188","17438","0.0087"
"userspace-rcu","20439","0.0188","7967","0.0040"
"libdiscid","20439","0.0188","0",""
"cask","0","","56673","0.0284"
"libvirt","20418","0.0187","39355","0.0197"
"debian:libavdevice59","20410","0.0187","0",""
"kmousetool","20409","0.0187","0",""
"debian:python-dbus","20334","0.0187","0",""
"kyotocabinet","20306","0.0186","0",""
"debian:kate5-data","20226","0.0186","0",""
"kross","20165","0.0185","0",""
"btop","0","","55350","0.0278"
"ogdi-dfsg","20081","0.0184","0",""
"mercurial","0","","55200","0.0277"
"zziplib","20064","0.0184","0",""
"terminal-notifier","0","","55071","0.0276"
"teckit","20030","0.0184","0",""
"kpeoplevcard","19960","0.0183","0",""
"gsettings-qt","19953","0.0183","0",""
"librdkafka","3896","0.0036","54354","0.0273"
"debian:python-lxml","19932","0.0183","0",""
"putty","0","","53919","0.0270"
"libnetfilter-acct","19912","0.0183","0",""
"libqalculate","19891","0.0183","0",""
