package,is_eol,eol_method,eol_reason,source,eol_checked_at
mutter,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
gdb,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
wireless-tools,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
fastfetch,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
libiptcdata,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
gnome-user-share,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
gnome-session,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
mvfst,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
psutils-postscript-rrthomas,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
liblouisutdml,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
exim,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
ethtool,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
ann,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
xnnpack,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
debian:libswscale5,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
rpcbind,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
libcddb,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
grilo-plugins,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
libgnomekbd,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
totem,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
swiftformat,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
libphonenumber,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
libnatpmp,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
pyenv-virtualenv,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
debian:libpostproc55,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
clutter-gst,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
libdecor-0,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
gnome-shell,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
debian:libncursesw5,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
brasero,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
ipython,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
debian:libpython2.7,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
pigz,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
libgpod,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
libsidplay,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
dee,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
libxmlb,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
python:pyqt,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
folks,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
debian:libavfilter7,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
libjcat,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
kcolorscheme,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
rabbitmq-server,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
flashrom,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
debian:libcomerr2,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
malcontent-parental-controls,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
hello,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
gegl,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
libofa,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
kauth,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
gcab,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
libcloudproviders,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
yyjson,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
llama.cpp,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
eog,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
nfs-utils,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
gdm-gnome-display-manager,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
shotwell,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
libdvbpsi,False,homebrew_alive,,registry,2026-07-22T10:14:43+00:00
boost-defaults,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
ostree,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
gsound,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
cheese,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
kjobwidgets,False,unsupported,,unsupported,2026-07-22T10:14:43+00:00
