"package","github_repo","git","eco_guess","debian_avg_downloads","homebrew_avg_downloads","downloads_score","pagerank","value_class","repo_id","canonical_url","license"
"gstreamer:good","","https://gitlab.freedesktop.org/gstreamer/gst-plugins-good.git","native","114161","0","158683","0.00013386","B","gl/freedesktop-1353","",""
"libnice","","https://salsa.debian.org/telepathy-team/libnice.git","native","102137","25706","167676","0.00013375","B","gl/debian-27052","","lgpl-2.1-or-later or mpl-1.1"
"cdparanoia","","https://salsa.debian.org/optical-media-team/cdparanoia.git","native","120123","0","166970","0.00013371","B","gl/debian-1533","",""
"libxfce4util","","https://salsa.debian.org/xfce-team/desktop/libxfce4util.git","native","35951","0","49971","0.00013356","B","gl/debian-28344","",""
"libvisual","","https://salsa.debian.org/debian/libvisual.git","native","119911","0","166676","0.00013349","B","gl/debian-29822","",""
"libgusb","hughsie/libgusb","https://github.com/hughsie/libgusb.git","native","110744","0","153934","0.00013307","B","gh/28331817","",""
"libwacom","","https://salsa.debian.org/debian/libwacom.git","native","113724","0","158076","0.00013296","B","gl/debian-18802","",""
"x11-xkb-utils","","https://salsa.debian.org/xorg-team/app/x11-xkb-utils.git","native","114657","0","159373","0.00013193","B","gl/debian-4212","",""
"mint-swift-package-manager","yonaskolb/mint","https://github.com/yonaskolb/mint.git","native","0","172762","172762","0.00013186","B","gh/104940019","",""
"libgphoto2","gphoto/libgphoto2","https://github.com/gphoto/libgphoto2.git","native","100386","14679","154215","0.00013160","B","gh/40043855","","lgpl-2.1-or-later"
"openpgm","steve-o/openpgm","https://github.com/steve-o/openpgm.git","native","80489","0","111879","0.00013124","B","gh/32273301","",""
"dosfstools","dosfstools/dosfstools","https://github.com/dosfstools/dosfstools.git","native","123635","0","171852","0.00013116","B","gh/26462150","",""
"libmbim","","https://salsa.debian.org/debianonmobile-team/libmbim.git","native","108481","0","150788","0.00013102","B","gl/debian-46844","",""
"zvbi","zapping-vbi/zvbi","https://github.com/zapping-vbi/zvbi.git","native","111274","0","154670","0.00013100","B","gh/531925809","",""
"libinput","","https://salsa.debian.org/xorg-team/lib/libinput.git","native","111504","0","154990","0.00013056","B","gl/debian-4303","",""
"libaacs","","https://salsa.debian.org/multimedia-team/libaacs.git","native","122893","0","170821","0.00013037","B","gl/debian-8042","",""
"xcb-util-wm","","https://salsa.debian.org/xorg-team/lib/xcb-util-wm.git","native","104362","5789","150852","0.00012994","B","gl/debian-4345","","x11"
"libreoffice","","git://git.libreoffice.org/core","native","102175","0","142023","0.00012960","B","","",""
"startup-notification","","https://salsa.debian.org/gnome-team/startup-notification.git","native","108281","0","150510","0.00012948","B","gl/debian-5477","",""
"aalib","","https://salsa.debian.org/debian/aalib.git","native","117391","0","163173","0.00012921","B","gl/debian-33084","",""
"python:virtualenv","pypa/virtualenv","https://github.com/pypa/virtualenv.git","native","0","169081","169081","0.00012905","B","gh/1446474","",""
"proj","osgeo/proj","https://github.com/osgeo/proj.git","native","26976","102834","140330","0.00012897","B","gh/36057261","","mit"
"pugixml","zeux/pugixml","https://github.com/zeux/pugixml.git","native","18821","93632","119793","0.00012884","B","gh/4923301","","mit"
"packagekit","","https://salsa.debian.org/pkgutopia-team/packagekit.git","native","121167","0","168422","0.00012854","B","gl/debian-6294","",""
"lksctp-tools","sctp/lksctp-tools","https://github.com/sctp/lksctp-tools.git","native","20826","0","28948","0.00012786","B","gh/38979883","",""
"libdv","","https://salsa.debian.org/debian/libdv.git","native","102142","0","141977","0.00012750","B","gl/debian-33165","",""
"upower","","https://salsa.debian.org/utopia-team/upower.git","native","106429","0","147936","0.00012728","B","gl/debian-8557","",""
"libgsf","","https://gitlab.gnome.org/gnome/libgsf.git","native","68111","25183","119857","0.00012701","B","gl/gnome-1545","","lgpl-2.1-only"
"networkmanager","","https://gitlab.freedesktop.org/networkmanager/networkmanager.git","native","105537","0","146696","0.00012680","B","gl/freedesktop-411","",""
"sbc","","https://salsa.debian.org/bluetooth-team/sbc.git","native","107970","0","150078","0.00012657","B","gl/debian-18066","",""
"libxfont2","","https://gitlab.freedesktop.org/xorg/lib/libxfont.git","native","109220","5693","157508","0.00012632","B","gl/freedesktop-716","","mit"
"portaudio","portaudio/portaudio","https://github.com/portaudio/portaudio.git","native","36672","62688","113662","0.00012610","B","gh/298133717","","mit"
"udisks","storaged-project/udisks","https://github.com/storaged-project/udisks.git","native","111793","0","155392","0.00012606","B","gh/31362286","",""
"modemmanager","","https://salsa.debian.org/debianonmobile-team/modemmanager.git","native","110565","0","153685","0.00012568","B","gl/debian-46849","",""
"vo-amrwbenc","","git://git.code.sf.net/p/opencore-amr/code","native","106826","0","148488","0.00012567","B","","",""
"libmysofa","hoene/libmysofa","https://github.com/hoene/libmysofa.git","native","92918","0","129156","0.00012531","B","gh/75776226","",""
"cracklib","cracklib/cracklib","https://github.com/cracklib/cracklib.git","native","82104","0","114124","0.00012512","B","gh/40944821","",""
"video4linux","","git://git.linuxtv.org/v4l-utils.git","native","105406","0","146514","0.00012500","B","","",""
"libvdpau-va-gl","i-rinat/libvdpau-va-gl","https://github.com/i-rinat/libvdpau-va-gl.git","native","117756","0","163680","0.00012492","B","gh/8225438","",""
"dbus-glib","","https://salsa.debian.org/debian/dbus-glib.git","native","104460","0","145199","0.00012488","B","gl/debian-6853","",""
"gstreamer:bad","","https://gitlab.freedesktop.org/gstreamer/gst-plugins-bad.git","native","105664","0","146872","0.00012453","B","gl/freedesktop-1351","",""
"vo-aacenc","","git://git.code.sf.net/p/opencore-amr/code","native","105631","0","146827","0.00012440","B","","",""
"mtdev","","https://salsa.debian.org/debian/mtdev.git","native","100944","0","140312","0.00012435","B","gl/debian-38184","",""
"wpa-supplicant","","git://w1.fi/cgit/hostap/","native","117033","0","162675","0.00012416","B","","",""
"a52dec","","https://salsa.debian.org/multimedia-team/a52dec.git","native","109519","0","152231","0.00012383","B","gl/debian-7868","",""
"hicolor-icon-theme","","https://salsa.debian.org/gnome-team/hicolor-icon-theme.git","native","0","84232","84232","0.00012376","B","gl/debian-18977","","gpl-2.0-only"
"libmpeg2","ittiam-systems/libmpeg2","https://github.com/ittiam-systems/libmpeg2.git","native","109086","0","151629","0.00012337","B","gh/586733775","",""
"capstone","capstone-engine/capstone","https://github.com/capstone-engine/capstone.git","native","0","148490","148490","0.00012273","B","gh/14735429","","bsd-3-clause"
"qrencode","fukuchi/libqrencode","https://github.com/fukuchi/libqrencode.git","native","80049","21154","132422","0.00012253","B","gh/1410242","","lgpl-2.1-or-later"
"grpc","grpc/grpc","https://github.com/grpc/grpc.git","native","0","154288","154288","0.00012237","B","gh/27729880","","apache-2.0"
"debian:libgcc1","","","","101971","0","141739","0.00012203","B","","",""
"libdbusmenu","","https://salsa.debian.org/debian-ayatana-team/libdbusmenu.git","native","93738","0","130295","0.00012201","B","gl/debian-26950","",""
"fakeroot","","https://salsa.debian.org/clint/fakeroot.git","native","114720","0","159460","0.00012170","B","gl/debian-28340","",""
"libatasmart","","https://salsa.debian.org/utopia-team/libatasmart.git","native","114482","0","159129","0.00012145","B","gl/debian-8508","",""
"cups-filters","openprinting/cups-filters","https://github.com/openprinting/cups-filters.git","native","101231","0","140711","0.00012120","B","gh/105824994","",""
"libspectre","","https://gitlab.freedesktop.org/libspectre/libspectre.git","native","107808","0","149853","0.00012109","B","gl/freedesktop-1200","",""
"libbdplus","","https://salsa.debian.org/multimedia-team/libbdplus.git","native","114143","0","158658","0.00012109","B","gl/debian-8047","",""
"debian:libsoup2.4-1","","","","113996","0","158454","0.00012094","B","","",""
"meson","mesonbuild/meson","https://github.com/mesonbuild/meson.git","native","0","157988","157988","0.00012058","B","gh/19784232","","apache-2.0"
"usb-modeswitch","","https://salsa.debian.org/debian/usb-modeswitch.git","native","113546","0","157828","0.00012046","B","gl/debian-12963","",""
"libxfce4ui","","https://salsa.debian.org/xfce-team/desktop/libxfce4ui.git","native","33834","0","47029","0.00011994","B","gl/debian-32902","",""
"libxres","","https://salsa.debian.org/xorg-team/lib/libxres.git","native","105077","0","146057","0.00011931","B","gl/debian-4329","",""
"hyphen","hunspell/hyphen","https://github.com/hunspell/hyphen.git","native","110311","0","153332","0.00011908","B","gh/37258587","",""
"libxvmc","","https://salsa.debian.org/xorg-team/lib/libxvmc.git","native","107634","0","149611","0.00011895","B","gl/debian-4335","",""
"enchant","rrthomas/enchant","https://github.com/rrthomas/enchant.git","native","78344","27758","136656","0.00011884","B","gh/11597971","","lgpl-2.1-or-later"
"speech-dispatcher","","https://salsa.debian.org/tts-team/speech-dispatcher.git","native","100476","0","139661","0.00011861","B","gl/debian-6419","",""
"openvino","openvinotoolkit/openvino","https://github.com/openvinotoolkit/openvino.git","native","0","152146","152146","0.00011810","B","gh/153097643","","apache-2.0"
"debian:libsmbclient","","","","111237","0","154619","0.00011801","B","","",""
"libdca","","https://salsa.debian.org/multimedia-team/libdca.git","native","109850","0","152691","0.00011778","B","gl/debian-26268","",""
"sonic-speech-rate-library","waywardgeek/sonic","https://github.com/waywardgeek/sonic.git","native","97366","0","135338","0.00011777","B","gh/1244696","",""
"ppp","","https://salsa.debian.org/debian/ppp.git","native","110228","0","153216","0.00011694","B","gl/debian-34","",""
"gstreamer:libav","","https://gitlab.freedesktop.org/gstreamer/gst-libav.git","native","109191","0","151775","0.00011693","B","gl/freedesktop-1349","",""
"texlive","tex-live/texlive-source","https://github.com/tex-live/texlive-source.git","override","95765","15439","148552","0.00011660","B","gh/118131691","","licenseref-homebrew-cannot-represent"
"libyuv","","https://salsa.debian.org/debian/libyuv.git","native","64975","0","90315","0.00011657","B","gl/debian-63595","",""
"libgav1","","https://salsa.debian.org/multimedia-team/libgav1.git","native","64879","0","90181","0.00011647","B","gl/debian-55476","",""
"gptfdisk","","","","109783","0","152598","0.00011647","B","","",""
"libteam","","https://salsa.debian.org/debian/libteam.git","native","104369","0","145072","0.00011640","B","gl/debian-24301","",""
"libndp","","https://salsa.debian.org/debian/libndp.git","native","104346","0","145040","0.00011638","B","gl/debian-8590","",""
"rabbitmq-c","alanxz/rabbitmq-c","https://github.com/alanxz/rabbitmq-c.git","native","97039","0","134884","0.00011637","B","gh/1855590","",""
"anacron","","https://salsa.debian.org/debian/anacron.git","native","109570","0","152302","0.00011624","B","gl/debian-31867","",""
"iw","","https://salsa.debian.org/kernel-team/iw.git","native","109226","0","151824","0.00011588","B","gl/debian-31817","",""
"libmodplug","","https://salsa.debian.org/mod-player-team/libmodplug.git","native","107861","0","149926","0.00011567","B","gl/debian-25700","",""
"libwnck","","https://gitlab.gnome.org/gnome/libwnck.git","native","101117","0","140552","0.00011544","B","gl/gnome-550","",""
"sndio","","","","102183","0","142034","0.00011523","B","","",""
"perl:algorithm-diff-xs","","","","108476","0","150781","0.00011508","B","","",""
"xdrv:fbdev","","https://gitlab.freedesktop.org/xorg/driver/xf86-video-fbdev.git","native","108320","0","150564","0.00011491","B","gl/freedesktop-603","",""
"gdal","osgeo/gdal","https://github.com/osgeo/gdal.git","native","7047","136224","146019","0.00011459","B","gh/6148317","","mit"
"xdrv:vesa","","https://gitlab.freedesktop.org/xorg/driver/xf86-video-vesa.git","native","107979","0","150090","0.00011455","B","gl/freedesktop-648","",""
"xdrv:ati","","https://gitlab.freedesktop.org/xorg/driver/xf86-video-ati.git","native","107786","0","149822","0.00011435","B","gl/freedesktop-598","",""
"re2","google/re2","https://github.com/google/re2.git","native","13865","107577","126849","0.00011414","B","gh/23086893","","bsd-3-clause"
"gspell","","https://gitlab.gnome.org/gnome/gspell.git","native","80084","25298","136614","0.00011382","B","gl/gnome-1633","","lgpl-2.1-or-later"
"xdrv:wacom","linuxwacom/xf86-input-wacom","https://github.com/linuxwacom/xf86-input-wacom.git","native","106981","0","148703","0.00011349","B","gh/3075638","",""
"alsa-utils","","https://salsa.debian.org/alsa-team/alsa-utils.git","native","106942","0","148649","0.00011345","B","gl/debian-21204","",""
"pcaudiolib","espeak-ng/pcaudiolib","https://github.com/espeak-ng/pcaudiolib.git","native","93229","0","129588","0.00011338","B","gh/51261867","",""
"xdrv:vmware","","https://gitlab.freedesktop.org/xorg/driver/xf86-video-vmware.git","native","106843","0","148511","0.00011335","B","gl/freedesktop-651","",""
"libmtp","","https://salsa.debian.org/debian/libmtp.git","native","101151","0","140599","0.00011330","B","gl/debian-33503","",""
"msgpack","msgpack/msgpack-c","https://github.com/msgpack/msgpack-c.git","native","0","142961","142961","0.00011328","B","gh/4879511","","bsl-1.0"
"libexttextcat","libreoffice/libexttextcat","https://github.com/libreoffice/libexttextcat.git","native","105645","0","146846","0.00011320","B","gh/14022835","",""
"nas","","https://salsa.debian.org/debian/nas.git","native","106565","0","148125","0.00011305","B","gl/debian-8477","",""
"libwmf","","https://salsa.debian.org/yangfl-guest/libwmf.git","native","87952","0","122253","0.00011285","B","gl/debian-44856","",""
"libsidplay1","","","","99069","0","137705","0.00011274","B","","",""
"debian:x11-apps","","","","106204","0","147623","0.00011267","B","","",""
"zbar","mchehab/zbar","https://github.com/mchehab/zbar.git","native","92213","17439","145615","0.00011238","B","gh/144000412","","lgpl-2.1-only"
"libqmi","","https://salsa.debian.org/debianonmobile-team/libqmi.git","native","105926","0","147237","0.00011237","B","gl/debian-46843","",""
"libbpf","libbpf/libbpf","https://github.com/libbpf/libbpf.git","native","81645","0","113486","0.00011208","B","gh/152338895","",""
