"package","year","downloads"
"extendable-media-recorder-wav-encoder","2024","1842508"
"extendable-media-recorder-wav-encoder","2025","3752569"
"extendable-media-recorder-wav-encoder-broker","2021","49918"
"extendable-media-recorder-wav-encoder-broker","2022","509933"
"extendable-media-recorder-wav-encoder-broker","2023","1152535"
"extendable-media-recorder-wav-encoder-broker","2024","1999638"
"extendable-media-recorder-wav-encoder-broker","2025","3962780"
"extendable-media-recorder-wav-encoder-worker","2021","47927"
"extendable-media-recorder-wav-encoder-worker","2022","507390"
"extendable-media-recorder-wav-encoder-worker","2023","1154298"
"extendable-media-recorder-wav-encoder-worker","2024","1996835"
"extendable-media-recorder-wav-encoder-worker","2025","3962767"
"extended","2021","12980134"
"extended","2022","5703095"
"extended","2023","5085663"
"extended","2024","4247436"
"extended","2025","4463206"
"extender","2021","12973125"
"extender","2022","5715819"
"extender","2023","5088153"
"extender","2024","4249262"
"extender","2025","4461898"
"extendible","2021","2005110"
"extendible","2022","1619863"
"extendible","2023","1303144"
"extendible","2024","1271238"
"extendible","2025","1574169"
"extendr","2021","4224892"
"extendr","2022","3192669"
"extendr","2023","2303021"
"extendr","2024","2274579"
"extendr","2025","2790502"
"extension-port-stream","2021","116981"
"extension-port-stream","2022","738048"
"extension-port-stream","2023","1303846"
"extension-port-stream","2024","7300339"
"extension-port-stream","2025","17461253"
"external-editor","2021","743587662"
"external-editor","2022","856437039"
"external-editor","2023","918702240"
"external-editor","2024","1031777469"
"external-editor","2025","1238088462"
"external-remotes-plugin","2021","85855"
"external-remotes-plugin","2022","739928"
"external-remotes-plugin","2023","1829445"
"external-remotes-plugin","2024","2941245"
"external-remotes-plugin","2025","2913133"
"externality","2021","70159"
"externality","2022","2433717"
"externality","2023","10354805"
"externality","2024","20959690"
"externality","2025","28444610"
"extglob","2021","1006118453"
"extglob","2022","1044639602"
"extglob","2023","901752535"
"extglob","2024","728974758"
"extglob","2025","736839498"
"extra-watch-webpack-plugin","2021","1239365"
"extra-watch-webpack-plugin","2022","2038954"
"extra-watch-webpack-plugin","2023","1271898"
"extra-watch-webpack-plugin","2024","1410368"
"extra-watch-webpack-plugin","2025","1441609"
"extract-comments","2021","715479"
"extract-comments","2022","1107678"
"extract-comments","2023","2035124"
"extract-comments","2024","2362141"
"extract-comments","2025","3354342"
"extract-css","2021","4632474"
"extract-css","2022","8206385"
"extract-css","2023","13245379"
"extract-css","2024","11175931"
"extract-css","2025","8230301"
"extract-css-chunks-webpack-plugin","2021","21178316"
"extract-css-chunks-webpack-plugin","2022","23712229"
"extract-css-chunks-webpack-plugin","2023","18208382"
"extract-css-chunks-webpack-plugin","2024","12515347"
"extract-css-chunks-webpack-plugin","2025","11052518"
"extract-domain","2021","278954"
"extract-domain","2022","815445"
"extract-domain","2023","1581855"
"extract-domain","2024","2355376"
"extract-domain","2025","3154786"
"extract-files","2021","101872496"
"extract-files","2022","201044757"
"extract-files","2023","240946159"
"extract-files","2024","224337221"
"extract-files","2025","214919265"
"extract-from-css","2021","39497538"
"extract-from-css","2022","42342402"
"extract-from-css","2023","26339761"
"extract-from-css","2024","17692174"
"extract-from-css","2025","15209770"
"extract-frustum-planes","2021","5164249"
"extract-frustum-planes","2022","4390928"
"extract-frustum-planes","2023","3455667"
"extract-frustum-planes","2024","2047261"
"extract-frustum-planes","2025","1213237"
"extract-loader","2021","4248332"
"extract-loader","2022","4542967"
"extract-loader","2023","3963779"
"extract-loader","2024","3128595"
"extract-loader","2025","2918000"
"extract-opts","2021","14127082"
"extract-opts","2022","6418545"
"extract-opts","2023","5911593"
"extract-opts","2024","6181303"
"extract-opts","2025","6805139"
"extract-pg-schema","2021","142247"
"extract-pg-schema","2022","530273"
"extract-pg-schema","2023","488439"
"extract-pg-schema","2024","1169063"
"extract-pg-schema","2025","2803034"
"extract-stack","2021","77857935"
"extract-stack","2022","79291076"
"extract-stack","2023","57207600"
"extract-stack","2024","41261972"
"extract-stack","2025","40244878"
"extract-text-webpack-plugin","2021","43686771"
"extract-text-webpack-plugin","2022","35442524"
"extract-text-webpack-plugin","2023","27101914"
"extract-text-webpack-plugin","2024","20487847"
"extract-text-webpack-plugin","2025","20875270"
"extract-zip","2021","340422717"
"extract-zip","2022","522882145"
"extract-zip","2023","689225426"
"extract-zip","2024","685769762"
"extract-zip","2025","798770738"
"extracted-loader","2021","8745620"
"extracted-loader","2022","5278706"
"extracted-loader","2023","3534618"
"extracted-loader","2024","2534739"
"extracted-loader","2025","2398047"
"extrareqp2","2021","0"
"extrareqp2","2022","0"
"extrareqp2","2023","0"
"extrareqp2","2024","41619750"
"extrareqp2","2025","54314982"
"extrude-polyline","2021","164901"
"extrude-polyline","2022","1266032"
"extrude-polyline","2023","2310391"
"extrude-polyline","2024","1845561"
"extrude-polyline","2025","1888702"
"extsprintf","2021","1485722377"
"extsprintf","2022","1449169705"
"extsprintf","2023","1362422224"
"extsprintf","2024","1204387487"
"extsprintf","2025","1319747023"
"eyes","2021","86703427"
"eyes","2022","119026475"
"eyes","2023","143698271"
"eyes","2024","91945358"
"eyes","2025","107013734"
"fabric","2021","4870493"
"fabric","2022","5934389"
"fabric","2023","7242991"
"fabric","2024","10377769"
"fabric","2025","15662853"
"fabric-contract-api","2021","1034880"
"fabric-contract-api","2022","1457946"
"fabric-contract-api","2023","1166512"
"fabric-contract-api","2024","1103453"
"fabric-contract-api","2025","1218353"
"fabric-shim","2021","1168107"
"fabric-shim","2022","1534196"
"fabric-shim","2023","1198687"
"fabric-shim","2024","1120361"
"fabric-shim","2025","1182949"
"fabric-shim-api","2021","873946"
"fabric-shim-api","2022","1367921"
"fabric-shim-api","2023","1130125"
"fabric-shim-api","2024","1084760"
"fabric-shim-api","2025","1188492"
"face-api.js","2021","643057"
"face-api.js","2022","1031217"
"face-api.js","2023","1485776"
"face-api.js","2024","1412787"
"face-api.js","2025","2107974"
"facebook-nodejs-business-sdk","2021","1236318"
"facebook-nodejs-business-sdk","2022","2383569"
"facebook-nodejs-business-sdk","2023","4999072"
"facebook-nodejs-business-sdk","2024","4404731"
"facebook-nodejs-business-sdk","2025","7306703"
"facepaint","2021","2302888"
"facepaint","2022","2585525"
"facepaint","2023","3998795"
"facepaint","2024","5195376"
"facepaint","2025","6010937"
"factory-girl","2021","4498960"
"factory-girl","2022","4966921"
"factory-girl","2023","2853596"
"factory-girl","2024","1958756"
"factory-girl","2025","1921899"
"factory.ts","2021","3337465"
"factory.ts","2022","5164608"
"factory.ts","2023","6436230"
"factory.ts","2024","7271887"
"factory.ts","2025","9396604"
"fake-indexeddb","2021","2612043"
"fake-indexeddb","2022","6709424"
"fake-indexeddb","2023","13909501"
"fake-indexeddb","2024","25557399"
"fake-indexeddb","2025","50057918"
"fake-mediastreamtrack","2021","259734"
"fake-mediastreamtrack","2022","796237"
"fake-mediastreamtrack","2023","885335"
"fake-mediastreamtrack","2024","1231950"
"fake-mediastreamtrack","2025","1601474"
"fake-merkle-patricia-tree","2021","4439228"
"fake-merkle-patricia-tree","2022","10102831"
"fake-merkle-patricia-tree","2023","7966378"
"fake-merkle-patricia-tree","2024","3901760"
"fake-merkle-patricia-tree","2025","5247833"
"fake-tag","2021","13325838"
"fake-tag","2022","7977533"
"fake-tag","2023","3888716"
"fake-tag","2024","3764474"
"fake-tag","2025","3966319"
"fake-useragent","2021","474056"
"fake-useragent","2022","376280"
"fake-useragent","2023","629392"
"fake-useragent","2024","3316815"
"fake-useragent","2025","4744401"
"fake-xml-http-request","2021","10654174"
"fake-xml-http-request","2022","13222356"
"fake-xml-http-request","2023","13176232"
"fake-xml-http-request","2024","15202747"
"fake-xml-http-request","2025","18540035"
"faker","2021","119049724"
"faker","2022","136304959"
"faker","2023","115710427"
"faker","2024","102855046"
"faker","2025","111908857"
"falafel","2021","35654134"
"falafel","2022","36240228"
"falafel","2023","38336461"
"falafel","2024","35778616"
"falafel","2025","39213540"
"falsey","2021","10730176"
"falsey","2022","6654680"
"falsey","2023","6215102"
"falsey","2024","7521946"
"falsey","2025","7244607"
"fancy-canvas","2021","609969"
"fancy-canvas","2022","1450819"
"fancy-canvas","2023","2408907"
"fancy-canvas","2024","4109242"
"fancy-canvas","2025","7215486"
"fancy-log","2021","125827146"
"fancy-log","2022","141583929"
"fancy-log","2023","146977918"
"fancy-log","2024","142137226"
"fancy-log","2025","151618188"
"fancy-test","2021","5261336"
"fancy-test","2022","12977487"
"fancy-test","2023","11080002"
"fancy-test","2024","10015313"
"fancy-test","2025","6539006"
"fanfou-sdk","2021","871184"
"fanfou-sdk","2022","3485694"
"fanfou-sdk","2023","1811702"
"fanfou-sdk","2024","1094972"
"fanfou-sdk","2025","1458651"
"fantasticon","2021","704077"
"fantasticon","2022","1337794"
"fantasticon","2023","2476050"
"fantasticon","2024","3425657"
"fantasticon","2025","4085478"
"farce","2021","774099"
"farce","2022","1095677"
"farce","2023","1396559"
"farce","2024","612060"
"farce","2025","1220124"
"farmhash","2021","1394218"
"farmhash","2022","1569912"
"farmhash","2023","3961924"
"farmhash","2024","9984747"
"farmhash","2025","9117602"
"farmhash-modern","2021","0"
"farmhash-modern","2022","0"
"farmhash-modern","2023","3107"
"farmhash-modern","2024","14092020"
"farmhash-modern","2025","77579484"
"fast-archy","2021","0"
"fast-archy","2022","0"
"fast-archy","2023","0"
"fast-archy","2024","0"
"fast-archy","2025","72251"
"fast-array-diff","2021","338722"
"fast-array-diff","2022","1427488"
"fast-array-diff","2023","721847"
"fast-array-diff","2024","938484"
"fast-array-diff","2025","2049966"
"fast-async","2021","2041455"
"fast-async","2022","1767367"
"fast-async","2023","1552319"
"fast-async","2024","1271734"
"fast-async","2025","1141454"
"fast-average-color","2021","835085"
"fast-average-color","2022","1222366"
"fast-average-color","2023","1969483"
"fast-average-color","2024","2970096"
"fast-average-color","2025","4403616"
"fast-base64-decode","2021","27631254"
"fast-base64-decode","2022","40219336"
"fast-base64-decode","2023","51688752"
"fast-base64-decode","2024","56431435"
"fast-base64-decode","2025","72514247"
"fast-bind","2021","2320040"
"fast-bind","2022","2682628"
"fast-bind","2023","2272097"
"fast-bind","2024","2872162"
"fast-bind","2025","3684311"
"fast-check","2021","4382665"
"fast-check","2022","7088430"
"fast-check","2023","12482928"
"fast-check","2024","51553428"
"fast-check","2025","193160217"
"fast-content-type-parse","2021","0"
"fast-content-type-parse","2022","0"
"fast-content-type-parse","2023","36128920"
"fast-content-type-parse","2024","70227710"
"fast-content-type-parse","2025","230076982"
"fast-copy","2021","24648075"
"fast-copy","2022","40503152"
"fast-copy","2023","93903519"
"fast-copy","2024","165439529"
"fast-copy","2025","280298761"
"fast-crc32c","2021","2177713"
"fast-crc32c","2022","2393150"
"fast-crc32c","2023","2583017"
"fast-crc32c","2024","2271010"
"fast-crc32c","2025","2163840"
"fast-csv","2021","34538687"
"fast-csv","2022","40709607"
"fast-csv","2023","61828160"
"fast-csv","2024","95293068"
"fast-csv","2025","154575835"
"fast-decode-uri-component","2021","15986178"
"fast-decode-uri-component","2022","41579886"
"fast-decode-uri-component","2023","112842989"
"fast-decode-uri-component","2024","207890668"
"fast-decode-uri-component","2025","246492783"
"fast-deep-equal","2021","1639882604"
"fast-deep-equal","2022","1999217882"
"fast-deep-equal","2023","2206560480"
"fast-deep-equal","2024","2473545218"
"fast-deep-equal","2025","3569691831"
"fast-defer","2021","589"
"fast-defer","2022","314637"
"fast-defer","2023","1904287"
"fast-defer","2024","5603534"
"fast-defer","2025","8070305"
"fast-diff","2021","339347846"
"fast-diff","2022","490548313"
"fast-diff","2023","653581646"
"fast-diff","2024","781850129"
"fast-diff","2025","1055280022"
"fast-equals","2021","20101771"
"fast-equals","2022","54807576"
"fast-equals","2023","90567816"
"fast-equals","2024","153862198"
"fast-equals","2025","485412592"
"fast-fifo","2021","2394991"
"fast-fifo","2022","4758323"
"fast-fifo","2023","78347182"
"fast-fifo","2024","345214530"
"fast-fifo","2025","723178550"
"fast-folder-size","2021","25904"
"fast-folder-size","2022","526957"
"fast-folder-size","2023","4810267"
"fast-folder-size","2024","4187657"
"fast-folder-size","2025","3621309"
"fast-formula-parser","2021","43188"
"fast-formula-parser","2022","154590"
"fast-formula-parser","2023","360583"
"fast-formula-parser","2024","982031"
"fast-formula-parser","2025","2620944"
"fast-fuzzy","2021","170630"
"fast-fuzzy","2022","1026494"
"fast-fuzzy","2023","2208348"
"fast-fuzzy","2024","4055035"
"fast-fuzzy","2025","9036853"
"fast-glob","2021","1078420421"
"fast-glob","2022","1757946040"
"fast-glob","2023","2164293323"
"fast-glob","2024","2469391489"
"fast-glob","2025","3644612677"
"fast-isnumeric","2021","5491998"
"fast-isnumeric","2022","6995549"
"fast-isnumeric","2023","8375082"
"fast-isnumeric","2024","9621658"
"fast-isnumeric","2025","12982061"
"fast-json-parse","2021","92627849"
"fast-json-parse","2022","150602019"
"fast-json-parse","2023","178010087"
"fast-json-parse","2024","172186188"
"fast-json-parse","2025","206413973"
"fast-json-patch","2021","51942748"
"fast-json-patch","2022","79202658"
"fast-json-patch","2023","146055550"
"fast-json-patch","2024","149439593"
"fast-json-patch","2025","193827630"
"fast-json-stable-stringify","2021","1267443483"
"fast-json-stable-stringify","2022","1548204983"
"fast-json-stable-stringify","2023","1781063711"
"fast-json-stable-stringify","2024","2029108846"
"fast-json-stable-stringify","2025","2928680880"
"fast-json-stringify","2021","24694584"
"fast-json-stringify","2022","54852641"
"fast-json-stringify","2023","87960163"
"fast-json-stringify","2024","110349390"
"fast-json-stringify","2025","157441631"
"fast-jwt","2021","125816"
"fast-jwt","2022","1353370"
"fast-jwt","2023","5439726"
"fast-jwt","2024","14749159"
"fast-jwt","2025","18034957"
"fast-levenshtein","2021","956728260"
"fast-levenshtein","2022","1398336911"
"fast-levenshtein","2023","1672340010"
"fast-levenshtein","2024","1899577367"
"fast-levenshtein","2025","2744513230"
"fast-loops","2021","1123673"
"fast-loops","2022","3751336"
"fast-loops","2023","46032255"
"fast-loops","2024","69907123"
"fast-loops","2025","49102491"
"fast-luhn","2021","1335986"
"fast-luhn","2022","1456294"
"fast-luhn","2023","2480493"
"fast-luhn","2024","2294117"
"fast-luhn","2025","2498843"
"fast-memoize","2021","37352422"
"fast-memoize","2022","51846807"
"fast-memoize","2023","58792255"
"fast-memoize","2024","67070866"
"fast-memoize","2025","86840947"
"fast-mhtml2html","2021","336"
"fast-mhtml2html","2022","12803"
"fast-mhtml2html","2023","13439"
"fast-mhtml2html","2024","405807"
"fast-mhtml2html","2025","4675069"
"fast-npm-meta","2021","0"
"fast-npm-meta","2022","0"
"fast-npm-meta","2023","0"
"fast-npm-meta","2024","7837525"
"fast-npm-meta","2025","33487210"
"fast-ordered-set","2021","7259836"
"fast-ordered-set","2022","7366081"
"fast-ordered-set","2023","6951667"
"fast-ordered-set","2024","8233929"
"fast-ordered-set","2025","9833150"
"fast-plist","2021","1730562"
"fast-plist","2022","1426884"
"fast-plist","2023","1456121"
"fast-plist","2024","1382170"
"fast-plist","2025","2431911"
"fast-png","2021","352461"
"fast-png","2022","482669"
"fast-png","2023","1189208"
"fast-png","2024","1926820"
"fast-png","2025","30563435"
"fast-printf","2021","5654634"
"fast-printf","2022","9694904"
"fast-printf","2023","21321990"
"fast-printf","2024","34286147"
"fast-printf","2025","48171378"
"fast-querystring","2021","0"
"fast-querystring","2022","3465871"
"fast-querystring","2023","93874390"
"fast-querystring","2024","190657955"
"fast-querystring","2025","234101213"
"fast-redact","2021","68974601"
"fast-redact","2022","159942727"
"fast-redact","2023","208459884"
"fast-redact","2024","310693482"
"fast-redact","2025","455937464"
"fast-safe-stringify","2021","363438478"
"fast-safe-stringify","2022","503625072"
"fast-safe-stringify","2023","620955719"
"fast-safe-stringify","2024","677055111"
"fast-safe-stringify","2025","928001093"
"fast-sass-loader","2021","1879286"
"fast-sass-loader","2022","2962131"
"fast-sass-loader","2023","3268137"
"fast-sass-loader","2024","1424034"
"fast-sass-loader","2025","1330458"
"fast-sha256","2021","1620715"
"fast-sha256","2022","4875757"
"fast-sha256","2023","7508201"
"fast-sha256","2024","11513152"
"fast-sha256","2025","39672936"
"fast-shallow-equal","2021","22065633"
"fast-shallow-equal","2022","45407555"
"fast-shallow-equal","2023","61551361"
"fast-shallow-equal","2024","77493112"
"fast-shallow-equal","2025","99607650"
"fast-shuffle","2021","29722"
"fast-shuffle","2022","301525"
"fast-shuffle","2023","224174"
"fast-shuffle","2024","2541526"
"fast-shuffle","2025","9428504"
"fast-sort","2021","1123150"
"fast-sort","2022","1725533"
"fast-sort","2023","2618799"
"fast-sort","2024","3928928"
"fast-sort","2025","5407970"
"fast-sourcemap-concat","2021","12745199"
"fast-sourcemap-concat","2022","12457259"
"fast-sourcemap-concat","2023","10796362"
"fast-sourcemap-concat","2024","10251348"
"fast-sourcemap-concat","2025","11939330"
"fast-stable-stringify","2021","218612"
"fast-stable-stringify","2022","4444030"
"fast-stable-stringify","2023","14146603"
"fast-stable-stringify","2024","14063334"
"fast-stable-stringify","2025","34242566"
"fast-stats","2021","1706786"
"fast-stats","2022","1334191"
"fast-stats","2023","1324599"
"fast-stats","2024","1187225"
"fast-stats","2025","1996472"
"fast-stream-to-buffer","2021","6826222"
"fast-stream-to-buffer","2022","10612705"
"fast-stream-to-buffer","2023","12365524"
"fast-stream-to-buffer","2024","15026723"
"fast-stream-to-buffer","2025","16836617"
"fast-string-truncated-width","2021","0"
"fast-string-truncated-width","2022","0"
"fast-string-truncated-width","2023","0"
"fast-string-truncated-width","2024","608903"
"fast-string-truncated-width","2025","2398911"
"fast-string-width","2021","0"
"fast-string-width","2022","0"
"fast-string-width","2023","0"
"fast-string-width","2024","573988"
"fast-string-width","2025","1375493"
"fast-stringify","2021","4166227"
"fast-stringify","2022","1976778"
"fast-stringify","2023","1175020"
"fast-stringify","2024","1345369"
"fast-stringify","2025","2082730"
"fast-text-encoding","2021","157967156"
"fast-text-encoding","2022","210395070"
"fast-text-encoding","2023","255999167"
"fast-text-encoding","2024","255744220"
"fast-text-encoding","2025","235052337"
"fast-text-table","2021","0"
"fast-text-table","2022","0"
"fast-text-table","2023","0"
"fast-text-table","2024","0"
"fast-text-table","2025","108896"
"fast-unique-numbers","2021","439912"
"fast-unique-numbers","2022","1177631"
"fast-unique-numbers","2023","2702611"
"fast-unique-numbers","2024","11664986"
"fast-unique-numbers","2025","29409019"
"fast-uri","2021","60"
"fast-uri","2022","7266315"
"fast-uri","2023","39188883"
"fast-uri","2024","389178812"
"fast-uri","2025","1560614931"
"fast-url-parser","2021","65768943"
"fast-url-parser","2022","138820967"
"fast-url-parser","2023","195191289"
"fast-url-parser","2024","225422768"
"fast-url-parser","2025","149019508"
"fast-wrap-ansi","2021","0"
"fast-wrap-ansi","2022","0"
"fast-wrap-ansi","2023","0"
"fast-wrap-ansi","2024","0"
"fast-wrap-ansi","2025","3584"
"fast-write-atomic","2021","1819219"
"fast-write-atomic","2022","3874018"
"fast-write-atomic","2023","5920529"
"fast-write-atomic","2024","6599130"
"fast-write-atomic","2025","7301463"
"fast-xml-builder","2021","0"
"fast-xml-builder","2022","0"
"fast-xml-builder","2023","0"
"fast-xml-builder","2024","0"
"fast-xml-builder","2025","0"
"fast-xml-parser","2021","81615620"
"fast-xml-parser","2022","229213493"
"fast-xml-parser","2023","626266459"
"fast-xml-parser","2024","1030234494"
"fast-xml-parser","2025","1811140240"
"fast_array_intersect","2021","79602"
"fast_array_intersect","2022","759243"
"fast_array_intersect","2023","1637028"
"fast_array_intersect","2024","1952811"
"fast_array_intersect","2025","4680551"
"fastboot","2021","1279969"
"fastboot","2022","993938"
"fastboot","2023","822975"
"fastboot","2024","1229287"
"fastboot","2025","1975807"
"fastboot-transform","2021","4501099"
"fastboot-transform","2022","3841738"
"fastboot-transform","2023","2960796"
"fastboot-transform","2024","2568670"
"fastboot-transform","2025","2292171"
"fastclick","2021","3813223"
"fastclick","2022","3753615"
"fastclick","2023","3447019"
"fastclick","2024","2942502"
"fastclick","2025","3481579"
"fastdom","2021","955615"
"fastdom","2022","1505683"
"fastdom","2023","1915728"
"fastdom","2024","2543540"
"fastdom","2025","2669441"
"fastest-levenshtein","2021","179836603"
"fastest-levenshtein","2022","351178528"
"fastest-levenshtein","2023","453713753"
"fastest-levenshtein","2024","569349813"
"fastest-levenshtein","2025","757136388"
"fastest-stable-stringify","2021","23505698"
"fastest-stable-stringify","2022","46520431"
"fastest-stable-stringify","2023","62989169"
"fastest-stable-stringify","2024","79850779"
"fastest-stable-stringify","2025","101998330"
"fastest-validator","2021","2526542"
"fastest-validator","2022","3537083"
"fastest-validator","2023","4287058"
"fastest-validator","2024","3739222"
"fastest-validator","2025","3604713"
"fastestsmallesttextencoderdecoder","2021","3660883"
"fastestsmallesttextencoderdecoder","2022","7976679"
"fastestsmallesttextencoderdecoder","2023","6508953"
"fastestsmallesttextencoderdecoder","2024","10586780"
"fastestsmallesttextencoderdecoder","2025","30898630"
"fastfall","2021","6761160"
"fastfall","2022","25328876"
"fastfall","2023","6254522"
"fastfall","2024","12029180"
"fastfall","2025","12774388"
"fastgate","2021","0"
"fastgate","2022","0"
"fastgate","2023","0"
"fastgate","2024","10641"
"fastgate","2025","55607"
"fastify","2021","12873853"
"fastify","2022","31834592"
"fastify","2023","59665666"
"fastify","2024","90881273"
"fastify","2025","137592969"
"fastify-cli","2021","350047"
"fastify-cli","2022","871522"
"fastify-cli","2023","1627199"
"fastify-cli","2024","2184891"
"fastify-cli","2025","2717589"
"fastify-cookie","2021","1679399"
"fastify-cookie","2022","2578863"
"fastify-cookie","2023","1791377"
"fastify-cookie","2024","1267477"
"fastify-cookie","2025","1459589"
"fastify-cookie-deprecated","2021","0"
"fastify-cookie-deprecated","2022","0"
"fastify-cookie-deprecated","2023","0"
"fastify-cookie-deprecated","2024","0"
"fastify-cookie-deprecated","2025","0"
"fastify-cors","2021","6831729"
"fastify-cors","2022","11210415"
"fastify-cors","2023","6094416"
"fastify-cors","2024","4156016"
"fastify-cors","2025","3143345"
"fastify-cors-deprecated","2021","0"
"fastify-cors-deprecated","2022","0"
"fastify-cors-deprecated","2023","0"
"fastify-cors-deprecated","2024","0"
"fastify-cors-deprecated","2025","0"
"fastify-error","2021","9604275"
"fastify-error","2022","13606107"
"fastify-error","2023","5412479"
"fastify-error","2024","3027105"
"fastify-error","2025","2954628"
"fastify-error-deprecated","2021","0"
"fastify-error-deprecated","2022","0"
"fastify-error-deprecated","2023","0"
"fastify-error-deprecated","2024","0"
"fastify-error-deprecated","2025","0"
"fastify-formbody","2021","4442969"
"fastify-formbody","2022","7872580"
"fastify-formbody","2023","4222945"
"fastify-formbody","2024","3571676"
"fastify-formbody","2025","1921291"
"fastify-formbody-deprecated","2021","0"
"fastify-formbody-deprecated","2022","0"
"fastify-formbody-deprecated","2023","0"
"fastify-formbody-deprecated","2024","0"
"fastify-formbody-deprecated","2025","0"
"fastify-metrics","2021","408025"
"fastify-metrics","2022","866335"
"fastify-metrics","2023","2074406"
"fastify-metrics","2024","7011451"
"fastify-metrics","2025","3651636"
"fastify-multer","2021","273484"
"fastify-multer","2022","616241"
"fastify-multer","2023","1191977"
"fastify-multer","2024","2428287"
"fastify-multer","2025","2665794"
"fastify-multipart","2021","1378819"
"fastify-multipart","2022","1829421"
"fastify-multipart","2023","1428078"
"fastify-multipart","2024","1384035"
"fastify-multipart","2025","1369934"
"fastify-multipart-deprecated","2021","0"
"fastify-multipart-deprecated","2022","0"
"fastify-multipart-deprecated","2023","0"
"fastify-multipart-deprecated","2024","0"
"fastify-multipart-deprecated","2025","0"
"fastify-openapi-glue","2021","127745"
"fastify-openapi-glue","2022","302144"
"fastify-openapi-glue","2023","526247"
"fastify-openapi-glue","2024","5181665"
"fastify-openapi-glue","2025","1373087"
"fastify-plugin","2021","16266748"
"fastify-plugin","2022","32015545"
"fastify-plugin","2023","63803259"
"fastify-plugin","2024","98305332"
"fastify-plugin","2025","147160683"
"fastify-print-routes","2021","15221"
"fastify-print-routes","2022","48142"
"fastify-print-routes","2023","394793"
"fastify-print-routes","2024","4915049"
"fastify-print-routes","2025","782783"
"fastify-raw-body","2021","225991"
"fastify-raw-body","2022","1367093"
"fastify-raw-body","2023","1927394"
"fastify-raw-body","2024","3115900"
"fastify-raw-body","2025","4963722"
"fastify-static","2021","6478542"
"fastify-static","2022","10879318"
"fastify-static","2023","8236685"
"fastify-static","2024","7111117"
"fastify-static","2025","5723940"
"fastify-static-deprecated","2021","0"
"fastify-static-deprecated","2022","0"
"fastify-static-deprecated","2023","0"
"fastify-static-deprecated","2024","0"
"fastify-static-deprecated","2025","0"
"fastify-swagger","2021","3694550"
"fastify-swagger","2022","5963210"
"fastify-swagger","2023","4924427"
"fastify-swagger","2024","4351072"
"fastify-swagger","2025","3728644"
"fastify-swagger-deprecated","2021","0"
"fastify-swagger-deprecated","2022","0"
"fastify-swagger-deprecated","2023","0"
"fastify-swagger-deprecated","2024","0"
"fastify-swagger-deprecated","2025","0"
"fastify-type-provider-zod","2021","0"
"fastify-type-provider-zod","2022","38178"
"fastify-type-provider-zod","2023","676267"
"fastify-type-provider-zod","2024","2286406"
"fastify-type-provider-zod","2025","5748022"
"fastify-undici-dispatcher","2021","0"
"fastify-undici-dispatcher","2022","0"
"fastify-undici-dispatcher","2023","263886"
"fastify-undici-dispatcher","2024","4656967"
"fastify-undici-dispatcher","2025","340989"
"fastify-user","2021","0"
"fastify-user","2022","0"
"fastify-user","2023","274061"
"fastify-user","2024","4674544"
"fastify-user","2025","386370"
"fastify-warning","2021","23650437"
"fastify-warning","2022","38324370"
"fastify-warning","2023","11874958"
"fastify-warning","2024","11434372"
"fastify-warning","2025","14727074"
"fastparallel","2021","7884797"
"fastparallel","2022","26377514"
"fastparallel","2023","8012169"
"fastparallel","2024","14312324"
"fastparallel","2025","15709122"
"fastparse","2021","210116439"
"fastparse","2022","183099364"
"fastparse","2023","153190209"
"fastparse","2024","127453946"
"fastparse","2025","131604488"
"fastpriorityqueue","2021","480940"
"fastpriorityqueue","2022","1947876"
"fastpriorityqueue","2023","2526139"
"fastpriorityqueue","2024","2796222"
"fastpriorityqueue","2025","5769293"
"fastq","2021","712092218"
"fastq","2022","1178540160"
"fastq","2023","1578903933"
"fastq","2024","2010453274"
"fastq","2025","2991295430"
"fastseries","2021","7079118"
"fastseries","2022","25708549"
"fastseries","2023","6572855"
"fastseries","2024","12290399"
"fastseries","2025","13101580"
"faucet","2021","654155"
"faucet","2022","1065141"
"faucet","2023","641272"
"faucet","2024","2273967"
"faucet","2025","2317318"
"fault","2021","145062657"
"fault","2022","203263174"
"fault","2023","166025993"
"fault","2024","165723412"
"fault","2025","250279718"
"favicons","2021","5468777"
"favicons","2022","7317166"
"favicons","2023","6595129"
"favicons","2024","6688726"
"favicons","2025","9197633"
"favicons-webpack-plugin","2021","3515104"
"favicons-webpack-plugin","2022","5128837"
"favicons-webpack-plugin","2023","4482031"
"favicons-webpack-plugin","2024","3794358"
"favicons-webpack-plugin","2025","4523905"
"faye","2021","14745886"
"faye","2022","18569513"
"faye","2023","24495038"
"faye","2024","27658334"
"faye","2025","40083139"
"faye-websocket","2021","791488521"
"faye-websocket","2022","834497295"
"faye-websocket","2023","808111129"
"faye-websocket","2024","801925788"
"faye-websocket","2025","964154941"
"fb","2021","1615747"
"fb","2022","1733543"
"fb","2023","1637489"
"fb","2024","1639319"
"fb","2025","1163858"
"fb-dotslash","2021","0"
"fb-dotslash","2022","0"
"fb-dotslash","2023","0"
"fb-dotslash","2024","0"
"fb-dotslash","2025","5683776"
"fb-watchman","2021","582528576"
"fb-watchman","2022","827396809"
"fb-watchman","2023","1007650670"
"fb-watchman","2024","1142536655"
"fb-watchman","2025","1551503052"
"fbemitter","2021","26248337"
"fbemitter","2022","43620283"
