"package","year","downloads"
"appium-webdriveragent","2024","8435777"
"appium-webdriveragent","2025","13905563"
"appium-windows-driver","2021","4301044"
"appium-windows-driver","2022","5712698"
"appium-windows-driver","2023","4179991"
"appium-windows-driver","2024","2447914"
"appium-windows-driver","2025","1971142"
"appium-xcode","2021","4531788"
"appium-xcode","2022","5893699"
"appium-xcode","2023","7362882"
"appium-xcode","2024","9621161"
"appium-xcode","2025","14471660"
"appium-xcuitest-driver","2021","4795067"
"appium-xcuitest-driver","2022","6438570"
"appium-xcuitest-driver","2023","7251951"
"appium-xcuitest-driver","2024","8546212"
"appium-xcuitest-driver","2025","14023498"
"appium-youiengine-driver","2021","4173195"
"appium-youiengine-driver","2022","5354405"
"appium-youiengine-driver","2023","4399612"
"appium-youiengine-driver","2024","2070345"
"appium-youiengine-driver","2025","1540409"
"applause","2021","3347558"
"applause","2022","3329862"
"applause","2023","3255785"
"applause","2024","2848960"
"applause","2025","2421043"
"apple-signin-auth","2021","615419"
"apple-signin-auth","2022","1000170"
"apple-signin-auth","2023","1564344"
"apple-signin-auth","2024","1966734"
"apple-signin-auth","2025","3194280"
"application-config-path","2021","20712809"
"application-config-path","2022","28097983"
"application-config-path","2023","36338924"
"application-config-path","2024","44267479"
"application-config-path","2025","48804315"
"applicationinsights","2021","15160975"
"applicationinsights","2022","20765574"
"applicationinsights","2023","28478919"
"applicationinsights","2024","31343509"
"applicationinsights","2025","63918130"
"aproba","2021","867100793"
"aproba","2022","1161954863"
"aproba","2023","1207808849"
"aproba","2024","1005946439"
"aproba","2025","1027241763"
"aptos","2021","0"
"aptos","2022","257566"
"aptos","2023","2069968"
"aptos","2024","2046822"
"aptos","2025","5871285"
"arbundles","2021","30135"
"arbundles","2022","779311"
"arbundles","2023","1528252"
"arbundles","2024","2031526"
"arbundles","2025","2209930"
"arch","2021","237388584"
"arch","2022","353807718"
"arch","2023","419890146"
"arch","2024","423506559"
"arch","2025","545626425"
"archive-type","2021","187959396"
"archive-type","2022","123033605"
"archive-type","2023","118805572"
"archive-type","2024","107927824"
"archive-type","2025","102313362"
"archiver","2021","222346526"
"archiver","2022","319952766"
"archiver","2023","358648152"
"archiver","2024","464436567"
"archiver","2025","640645203"
"archiver-utils","2021","176674183"
"archiver-utils","2022","267037921"
"archiver-utils","2023","345824697"
"archiver-utils","2024","619993854"
"archiver-utils","2025","842994584"
"archiver-zip-encrypted","2021","441632"
"archiver-zip-encrypted","2022","1009241"
"archiver-zip-encrypted","2023","1723123"
"archiver-zip-encrypted","2024","1517491"
"archiver-zip-encrypted","2025","3335965"
"archy","2021","194505420"
"archy","2022","242835366"
"archy","2023","293308910"
"archy","2024","328061832"
"archy","2025","390260296"
"arconnect","2021","133484"
"arconnect","2022","1008655"
"arconnect","2023","1707717"
"arconnect","2024","1910796"
"arconnect","2025","3487099"
"arcsecond","2021","18653"
"arcsecond","2022","62996"
"arcsecond","2023","69653"
"arcsecond","2024","723671"
"arcsecond","2025","4313599"
"arctic","2021","125"
"arctic","2022","80"
"arctic","2023","3222"
"arctic","2024","1218233"
"arctic","2025","5298164"
"are-docs-informative","2021","0"
"are-docs-informative","2022","0"
"are-docs-informative","2023","18232702"
"are-docs-informative","2024","65266566"
"are-docs-informative","2025","131468770"
"are-passive-events-supported","2021","2445157"
"are-passive-events-supported","2022","4563472"
"are-passive-events-supported","2023","3733352"
"are-passive-events-supported","2024","3599025"
"are-passive-events-supported","2025","3544794"
"are-we-there-yet","2021","660790269"
"are-we-there-yet","2022","1058167583"
"are-we-there-yet","2023","1204592387"
"are-we-there-yet","2024","995410009"
"are-we-there-yet","2025","978114724"
"are-you-es5","2021","1393780"
"are-you-es5","2022","1613920"
"are-you-es5","2023","1457560"
"are-you-es5","2024","1513001"
"are-you-es5","2025","780514"
"arg","2021","439870342"
"arg","2022","926734072"
"arg","2023","1233220723"
"arg","2024","1645902853"
"arg","2025","2387181149"
"argh","2021","1726987"
"argh","2022","1658869"
"argh","2023","1584014"
"argh","2024","1648172"
"argh","2025","1737463"
"argon2","2021","2528295"
"argon2","2022","4816657"
"argon2","2023","7923419"
"argon2","2024","12528770"
"argon2","2025","20035318"
"argparse","2021","1299544459"
"argparse","2022","2341474795"
"argparse","2023","3433116715"
"argparse","2024","4323093711"
"argparse","2025","6028809890"
"args","2021","38811597"
"args","2022","79860166"
"args","2023","66559191"
"args","2024","77615937"
"args","2025","80238270"
"args-js","2021","693102"
"args-js","2022","933802"
"args-js","2023","3680991"
"args-js","2024","1490793"
"args-js","2025","949942"
"args-parser","2021","203556"
"args-parser","2022","738000"
"args-parser","2023","1749308"
"args-parser","2024","1879920"
"args-parser","2025","2040157"
"args-tokenizer","2021","0"
"args-tokenizer","2022","0"
"args-tokenizer","2023","0"
"args-tokenizer","2024","642"
"args-tokenizer","2025","1556380"
"argsarray","2021","6517829"
"argsarray","2022","5074832"
"argsarray","2023","4263713"
"argsarray","2024","4119157"
"argsarray","2025","5306750"
"argue-cli","2021","1323993"
"argue-cli","2022","2480383"
"argue-cli","2023","6537632"
"argue-cli","2024","6676304"
"argue-cli","2025","8007578"
"arguments-extended","2021","12962069"
"arguments-extended","2022","5681795"
"arguments-extended","2023","5042331"
"arguments-extended","2024","4248752"
"arguments-extended","2025","4438045"
"argv","2021","15964838"
"argv","2022","15465392"
"argv","2023","15357113"
"argv","2024","17026737"
"argv","2025","23177875"
"argv-formatter","2021","26272434"
"argv-formatter","2022","37161189"
"argv-formatter","2023","44910117"
"argv-formatter","2024","59471447"
"argv-formatter","2025","89020077"
"argv-tools","2021","2003686"
"argv-tools","2022","1569235"
"argv-tools","2023","1114390"
"argv-tools","2024","1171444"
"argv-tools","2025","1314774"
"aria-hidden","2021","11363683"
"aria-hidden","2022","35089602"
"aria-hidden","2023","123079275"
"aria-hidden","2024","281559294"
"aria-hidden","2025","602747616"
"aria-query","2021","473338814"
"aria-query","2022","879354701"
"aria-query","2023","1118195393"
"aria-query","2024","1458034994"
"aria-query","2025","2229399335"
"ariakit","2021","1081"
"ariakit","2022","554185"
"ariakit","2023","1720860"
"ariakit","2024","1325786"
"ariakit","2025","1430430"
"ariakit-react-utils","2021","0"
"ariakit-react-utils","2022","1958"
"ariakit-react-utils","2023","1273580"
"ariakit-react-utils","2024","953337"
"ariakit-react-utils","2025","1149542"
"ariakit-utils","2021","852"
"ariakit-utils","2022","552090"
"ariakit-utils","2023","1705645"
"ariakit-utils","2024","1282401"
"ariakit-utils","2025","1398200"
"arity-n","2021","188560170"
"arity-n","2022","136599291"
"arity-n","2023","89839212"
"arity-n","2024","70153761"
"arity-n","2025","57199933"
"arkregex","2021","0"
"arkregex","2022","0"
"arkregex","2023","0"
"arkregex","2024","0"
"arkregex","2025","1218726"
"arktype","2021","0"
"arktype","2022","90"
"arktype","2023","122023"
"arktype","2024","2133854"
"arktype","2025","13366083"
"arr-diff","2021","1059047776"
"arr-diff","2022","1159620218"
"arr-diff","2023","1002267063"
"arr-diff","2024","832499708"
"arr-diff","2025","860857795"
"arr-exclude","2021","2231964"
"arr-exclude","2022","2140588"
"arr-exclude","2023","1659196"
"arr-exclude","2024","1787276"
"arr-exclude","2025","2607358"
"arr-filter","2021","58921396"
"arr-filter","2022","81831339"
"arr-filter","2023","62393633"
"arr-filter","2024","58289610"
"arr-filter","2025","56847915"
"arr-flatten","2021","843967023"
"arr-flatten","2022","865158136"
"arr-flatten","2023","765617498"
"arr-flatten","2024","600284763"
"arr-flatten","2025","590132811"
"arr-map","2021","55224127"
"arr-map","2022","61101710"
"arr-map","2023","62967355"
"arr-map","2024","59386173"
"arr-map","2025","59075033"
"arr-pluck","2021","1232576"
"arr-pluck","2022","1233786"
"arr-pluck","2023","1239424"
"arr-pluck","2024","1976640"
"arr-pluck","2025","1542392"
"arr-rotate","2021","5096416"
"arr-rotate","2022","5772144"
"arr-rotate","2023","5701814"
"arr-rotate","2024","9598617"
"arr-rotate","2025","13816530"
"arr-swap","2021","2838086"
"arr-swap","2022","2925845"
"arr-swap","2023","3282772"
"arr-swap","2024","2051487"
"arr-swap","2025","2451387"
"arr-union","2021","892332429"
"arr-union","2022","946591007"
"arr-union","2023","849233360"
"arr-union","2024","701226094"
"arr-union","2025","711006007"
"array-back","2021","107218678"
"array-back","2022","160637246"
"array-back","2023","227598498"
"array-back","2024","277066174"
"array-back","2025","364341896"
"array-bounds","2021","5296046"
"array-bounds","2022","6872369"
"array-bounds","2023","8322035"
"array-bounds","2024","9551246"
"array-bounds","2025","12814250"
"array-buffer-byte-length","2021","0"
"array-buffer-byte-length","2022","0"
"array-buffer-byte-length","2023","570030314"
"array-buffer-byte-length","2024","1303602462"
"array-buffer-byte-length","2025","1863379689"
"array-changes","2021","485516"
"array-changes","2022","557425"
"array-changes","2023","962855"
"array-changes","2024","941954"
"array-changes","2025","1456960"
"array-changes-async","2021","463628"
"array-changes-async","2022","522575"
"array-changes-async","2023","918756"
"array-changes-async","2024","904013"
"array-changes-async","2025","1417689"
"array-differ","2021","226693665"
"array-differ","2022","253752639"
"array-differ","2023","275127546"
"array-differ","2024","265197452"
"array-differ","2025","320720955"
"array-each","2021","119297654"
"array-each","2022","135843287"
"array-each","2023","143946535"
"array-each","2024","146409954"
"array-each","2025","165832035"
"array-equal","2021","259275779"
"array-equal","2022","227946400"
"array-equal","2023","163162500"
"array-equal","2024","138278712"
"array-equal","2025","155627039"
"array-every","2021","5199727"
"array-every","2022","22340339"
"array-every","2023","1440440"
"array-every","2024","1676893"
"array-every","2025","972902"
"array-filter","2021","236784503"
"array-filter","2022","151090329"
"array-filter","2023","86858612"
"array-filter","2024","61684576"
"array-filter","2025","70657380"
"array-find","2021","61606750"
"array-find","2022","71951361"
"array-find","2023","64359710"
"array-find","2024","45059935"
"array-find","2025","41918837"
"array-find-index","2021","383923075"
"array-find-index","2022","348619766"
"array-find-index","2023","332603264"
"array-find-index","2024","250600927"
"array-find-index","2025","289625764"
"array-flat-polyfill","2021","10335265"
"array-flat-polyfill","2022","15490481"
"array-flat-polyfill","2023","9166091"
"array-flat-polyfill","2024","9070129"
"array-flat-polyfill","2025","10619193"
"array-flatten","2021","1283347528"
"array-flatten","2022","1684248442"
"array-flatten","2023","1902327652"
"array-flatten","2024","1758099764"
"array-flatten","2025","1912052846"
"array-from","2021","90148216"
"array-from","2022","104200067"
"array-from","2023","92668562"
"array-from","2024","75402918"
"array-from","2025","73874587"
"array-hyper-unique","2021","198349"
"array-hyper-unique","2022","336400"
"array-hyper-unique","2023","586802"
"array-hyper-unique","2024","1479148"
"array-hyper-unique","2025","6706298"
"array-ify","2021","124181001"
"array-ify","2022","176606819"
"array-ify","2023","217269687"
"array-ify","2024","267120283"
"array-ify","2025","382837249"
"array-includes","2021","636481709"
"array-includes","2022","909330702"
"array-includes","2023","1129868349"
"array-includes","2024","1314876706"
"array-includes","2025","1740465563"
"array-index","2021","2537229"
"array-index","2022","2265112"
"array-index","2023","1770159"
"array-index","2024","1478555"
"array-index","2025","1905909"
"array-initial","2021","53630975"
"array-initial","2022","59323247"
"array-initial","2023","60830598"
"array-initial","2024","56443659"
"array-initial","2025","55753611"
"array-intersection","2021","5203982"
"array-intersection","2022","22340389"
"array-intersection","2023","1439637"
"array-intersection","2024","1675460"
"array-intersection","2025","975024"
"array-iterate","2021","11628602"
"array-iterate","2022","11702669"
"array-iterate","2023","14512047"
"array-iterate","2024","21522795"
"array-iterate","2025","43469714"
"array-last","2021","54582625"
"array-last","2022","58374490"
"array-last","2023","61954463"
"array-last","2024","68461889"
"array-last","2025","61468473"
"array-map","2021","92443400"
"array-map","2022","75829787"
"array-map","2023","41075607"
"array-map","2024","33821850"
"array-map","2025","37905843"
"array-move","2021","10220356"
"array-move","2022","13003312"
"array-move","2023","13587238"
"array-move","2024","14191083"
"array-move","2025","15518156"
"array-next","2021","586923"
"array-next","2022","889054"
"array-next","2023","1063136"
"array-next","2024","1277563"
"array-next","2025","1246197"
"array-normalize","2021","5393042"
"array-normalize","2022","6883308"
"array-normalize","2023","8315217"
"array-normalize","2024","9552300"
"array-normalize","2025","12942178"
"array-parallel","2021","10811426"
"array-parallel","2022","12064124"
"array-parallel","2023","13760899"
"array-parallel","2024","16808487"
"array-parallel","2025","24595963"
"array-range","2021","5374535"
"array-range","2022","7209700"
"array-range","2023","8911274"
"array-range","2024","10455523"
"array-range","2025","13746714"
"array-rearrange","2021","5119929"
"array-rearrange","2022","6843451"
"array-rearrange","2023","8274882"
"array-rearrange","2024","9511246"
"array-rearrange","2025","12891384"
"array-reduce","2021","92290789"
"array-reduce","2022","75471376"
"array-reduce","2023","40388954"
"array-reduce","2024","33308711"
"array-reduce","2025","36760220"
"array-series","2021","10581442"
"array-series","2022","11823135"
"array-series","2023","13490295"
"array-series","2024","16492854"
"array-series","2025","24152682"
"array-shuffle","2021","1069308"
"array-shuffle","2022","1365279"
"array-shuffle","2023","1399013"
"array-shuffle","2024","1373269"
"array-shuffle","2025","2653427"
"array-slice","2021","199847083"
"array-slice","2022","217580506"
"array-slice","2023","196788934"
"array-slice","2024","195871505"
"array-slice","2025","222481048"
"array-sort","2021","68296760"
"array-sort","2022","70570734"
"array-sort","2023","74025475"
"array-sort","2024","64319462"
"array-sort","2025","61925580"
"array-source","2021","1704855"
"array-source","2022","2482820"
"array-source","2023","4131354"
"array-source","2024","5842155"
"array-source","2025","7994272"
"array-timsort","2021","7914393"
"array-timsort","2022","14391915"
"array-timsort","2023","44887899"
"array-timsort","2024","122741092"
"array-timsort","2025","229516268"
"array-to-error","2021","6709605"
"array-to-error","2022","6703289"
"array-to-error","2023","5764665"
"array-to-error","2024","4958091"
"array-to-error","2025","5771922"
"array-to-sentence","2021","8224653"
"array-to-sentence","2022","8749105"
"array-to-sentence","2023","8534252"
"array-to-sentence","2024","7745585"
"array-to-sentence","2025","7601910"
"array-tree-filter","2021","29658905"
"array-tree-filter","2022","41187535"
"array-tree-filter","2023","51024377"
"array-tree-filter","2024","60087550"
"array-tree-filter","2025","48892705"
"array-treeify","2021","0"
"array-treeify","2022","0"
"array-treeify","2023","0"
"array-treeify","2024","0"
"array-treeify","2025","5132212"
"array-unflat-js","2021","0"
"array-unflat-js","2022","61424"
"array-unflat-js","2023","8904392"
"array-unflat-js","2024","17947773"
"array-unflat-js","2025","19084915"
"array-union","2021","1246820019"
"array-union","2022","1795216808"
"array-union","2023","2008035164"
"array-union","2024","2134826885"
"array-union","2025","2457194553"
"array-uniq","2021","622201797"
"array-uniq","2022","662723140"
"array-uniq","2023","574255217"
"array-uniq","2024","448888591"
"array-uniq","2025","472524815"
"array-unique","2021","1001277590"
"array-unique","2022","1107399295"
"array-unique","2023","952417943"
"array-unique","2024","777484980"
"array-unique","2025","795749262"
"array.partial","2021","596987"
"array.partial","2022","1227668"
"array.partial","2023","1644622"
"array.partial","2024","1697804"
"array.partial","2025","1961736"
"array.prototype.every","2021","70502"
"array.prototype.every","2022","2142745"
"array.prototype.every","2023","4458438"
"array.prototype.every","2024","4527136"
"array.prototype.every","2025","7665093"
"array.prototype.filter","2021","24109653"
"array.prototype.filter","2022","61260183"
"array.prototype.filter","2023","66069448"
"array.prototype.filter","2024","151540295"
"array.prototype.filter","2025","92275436"
"array.prototype.find","2021","125523933"
"array.prototype.find","2022","112405330"
"array.prototype.find","2023","105481691"
"array.prototype.find","2024","97449042"
"array.prototype.find","2025","84756225"
"array.prototype.findindex","2021","6890855"
"array.prototype.findindex","2022","4599918"
"array.prototype.findindex","2023","2912717"
"array.prototype.findindex","2024","3473159"
"array.prototype.findindex","2025","6717990"
"array.prototype.findlast","2021","302"
"array.prototype.findlast","2022","1409"
"array.prototype.findlast","2023","577536"
"array.prototype.findlast","2024","330401436"
"array.prototype.findlast","2025","841841272"
"array.prototype.findlastindex","2021","294"
"array.prototype.findlastindex","2022","6956"
"array.prototype.findlastindex","2023","159123388"
"array.prototype.findlastindex","2024","720996151"
"array.prototype.findlastindex","2025","1119670390"
"array.prototype.flat","2021","543439516"
"array.prototype.flat","2022","804072192"
"array.prototype.flat","2023","1025756553"
"array.prototype.flat","2024","1231431098"
"array.prototype.flat","2025","1663215392"
"array.prototype.flatmap","2021","362727587"
"array.prototype.flatmap","2022","581398306"
"array.prototype.flatmap","2023","912479732"
"array.prototype.flatmap","2024","1149795323"
"array.prototype.flatmap","2025","1588438504"
"array.prototype.foreach","2021","916521"
"array.prototype.foreach","2022","4506414"
"array.prototype.foreach","2023","6203122"
"array.prototype.foreach","2024","6434333"
"array.prototype.foreach","2025","4468451"
"array.prototype.join","2021","0"
"array.prototype.join","2022","14389"
"array.prototype.join","2023","66573"
"array.prototype.join","2024","112145"
"array.prototype.join","2025","167839"
"array.prototype.map","2021","132065790"
"array.prototype.map","2022","197984140"
"array.prototype.map","2023","191842831"
"array.prototype.map","2024","122440829"
"array.prototype.map","2025","111122269"
"array.prototype.push","2021","0"
"array.prototype.push","2022","14831"
"array.prototype.push","2023","66743"
"array.prototype.push","2024","112315"
"array.prototype.push","2025","169781"
"array.prototype.reduce","2021","3522"
"array.prototype.reduce","2022","170326390"
"array.prototype.reduce","2023","370829245"
"array.prototype.reduce","2024","335602918"
"array.prototype.reduce","2025","333323042"
"array.prototype.slice","2021","0"
"array.prototype.slice","2022","14423"
"array.prototype.slice","2023","66677"
"array.prototype.slice","2024","111943"
"array.prototype.slice","2025","165761"
"array.prototype.toreversed","2021","0"
"array.prototype.toreversed","2022","845"
"array.prototype.toreversed","2023","4892"
"array.prototype.toreversed","2024","186201003"
"array.prototype.toreversed","2025","85248201"
"array.prototype.tosorted","2021","0"
"array.prototype.tosorted","2022","17235425"
"array.prototype.tosorted","2023","405196636"
"array.prototype.tosorted","2024","679326850"
"array.prototype.tosorted","2025","1012856711"
"arraybuffer.prototype.slice","2021","0"
"arraybuffer.prototype.slice","2022","0"
"arraybuffer.prototype.slice","2023","284062087"
"arraybuffer.prototype.slice","2024","1151486185"
"arraybuffer.prototype.slice","2025","1723797996"
"arraybuffer.slice","2021","186098708"
"arraybuffer.slice","2022","138774915"
"arraybuffer.slice","2023","98370409"
"arraybuffer.slice","2024","77083711"
"arraybuffer.slice","2025","77933490"
"arraydiff-async","2021","422181"
"arraydiff-async","2022","491595"
"arraydiff-async","2023","875606"
"arraydiff-async","2024","819990"
"arraydiff-async","2025","1296243"
"arraydiff-papandreou","2021","424827"
"arraydiff-papandreou","2022","511323"
"arraydiff-papandreou","2023","915157"
"arraydiff-papandreou","2024","854062"
"arraydiff-papandreou","2025","1332676"
"arrayiffy-if-string","2021","1055422"
"arrayiffy-if-string","2022","960174"
"arrayiffy-if-string","2023","753804"
"arrayiffy-if-string","2024","872575"
"arrayiffy-if-string","2025","1521684"
"arrayify-compact","2021","1352181"
"arrayify-compact","2022","1337836"
"arrayify-compact","2023","1315468"
"arrayify-compact","2024","1980404"
"arrayify-compact","2025","1547164"
"arrgv","2021","5972402"
"arrgv","2022","7763124"
"arrgv","2023","10556429"
"arrgv","2024","10400879"
"arrgv","2025","16751910"
"arrify","2021","895380493"
"arrify","2022","1169171013"
"arrify","2023","1323680057"
"arrify","2024","1299966089"
"arrify","2025","1524639888"
"arrivals","2021","2934224"
"arrivals","2022","2976215"
"arrivals","2023","3744258"
"arrivals","2024","3984988"
"arrivals","2025","6057027"
"art","2021","9611073"
"art","2022","9104749"
"art","2023","9169830"
"art","2024","12865046"
"art","2025","9501178"
"art-template","2021","2512243"
"art-template","2022","4385932"
"art-template","2023","2460653"
"art-template","2024","1752161"
"art-template","2025","2069545"
"artillery","2021","2964453"
"artillery","2022","3051929"
"artillery","2023","3961633"
"artillery","2024","4448502"
"artillery","2025","6284604"
"artillery-engine-playwright","2021","1197"
"artillery-engine-playwright","2022","30340"
"artillery-engine-playwright","2023","703529"
"artillery-engine-playwright","2024","3099228"
"artillery-engine-playwright","2025","5480745"
"artillery-plugin-apdex","2021","0"
"artillery-plugin-apdex","2022","0"
"artillery-plugin-apdex","2023","750108"
"artillery-plugin-apdex","2024","3071346"
"artillery-plugin-apdex","2025","5332457"
"artillery-plugin-ensure","2021","0"
"artillery-plugin-ensure","2022","350449"
"artillery-plugin-ensure","2023","1570120"
"artillery-plugin-ensure","2024","3267522"
"artillery-plugin-ensure","2025","5491866"
"artillery-plugin-expect","2021","561153"
"artillery-plugin-expect","2022","853882"
"artillery-plugin-expect","2023","1889143"
"artillery-plugin-expect","2024","3429750"
"artillery-plugin-expect","2025","5617705"
"artillery-plugin-fake-data","2021","0"
"artillery-plugin-fake-data","2022","0"
"artillery-plugin-fake-data","2023","68371"
"artillery-plugin-fake-data","2024","2787602"
"artillery-plugin-fake-data","2025","5257880"
"artillery-plugin-metrics-by-endpoint","2021","196283"
"artillery-plugin-metrics-by-endpoint","2022","784708"
"artillery-plugin-metrics-by-endpoint","2023","1780907"
"artillery-plugin-metrics-by-endpoint","2024","3375055"
"artillery-plugin-metrics-by-endpoint","2025","5534839"
"artillery-plugin-publish-metrics","2021","150848"
"artillery-plugin-publish-metrics","2022","565620"
"artillery-plugin-publish-metrics","2023","1678808"
"artillery-plugin-publish-metrics","2024","3309831"
"artillery-plugin-publish-metrics","2025","5496429"
"artillery-plugin-slack","2021","0"
"artillery-plugin-slack","2022","0"
"artillery-plugin-slack","2023","0"
"artillery-plugin-slack","2024","1808662"
"artillery-plugin-slack","2025","4960634"
"artillery-plugin-statsd","2021","2864730"
"artillery-plugin-statsd","2022","2270382"
"artillery-plugin-statsd","2023","2044075"
"artillery-plugin-statsd","2024","907150"
"artillery-plugin-statsd","2025","716721"
"arweave","2021","196466"
"arweave","2022","1194423"
"arweave","2023","2063612"
"arweave","2024","2619118"
"arweave","2025","5381669"
"arweave-stream-tx","2021","20353"
"arweave-stream-tx","2022","678408"
"arweave-stream-tx","2023","1461340"
"arweave-stream-tx","2024","1806563"
"arweave-stream-tx","2025","2056053"
"as-array","2021","31927619"
"as-array","2022","29919306"
"as-array","2023","24174771"
"as-array","2024","23556616"
"as-array","2025","34258155"
"as-number","2021","566215"
"as-number","2022","1865775"
"as-number","2023","3181363"
"as-number","2024","2811296"
"as-number","2025","3911794"
"as-table","2021","728431"
"as-table","2022","5104815"
"as-table","2023","22641335"
"as-table","2024","49406927"
"as-table","2025","74684973"
"asana","2021","636956"
"asana","2022","2321010"
"asana","2023","4694848"
"asana","2024","4225301"
"asana","2025","4240216"
"asap","2021","526972953"
"asap","2022","732157925"
"asap","2023","849814627"
"asap","2024","923131586"
"asap","2025","1198829302"
"asar","2021","23510218"
"asar","2022","31438582"
"asar","2023","24107131"
"asar","2024","14986494"
"asar","2025","12491886"
"ascii-table","2021","5149250"
"ascii-table","2022","6123376"
"ascii-table","2023","6358384"
"ascii-table","2024","7813416"
"ascii-table","2025","13537405"
"asciidoctor-opal-runtime","2021","548887"
"asciidoctor-opal-runtime","2022","1413550"
"asciidoctor-opal-runtime","2023","2134616"
"asciidoctor-opal-runtime","2024","2075191"
"asciidoctor-opal-runtime","2025","2924763"
"ascli","2021","30994377"
"ascli","2022","22702661"
"ascli","2023","19947408"
"ascli","2024","10165408"
"ascli","2025","7085810"
"asl-path-validator","2021","0"
"asl-path-validator","2022","138206"
"asl-path-validator","2023","3397091"
"asl-path-validator","2024","5025000"
"asl-path-validator","2025","6591841"
"asl-validator","2021","3159417"
"asl-validator","2022","4442669"
"asl-validator","2023","5863428"
"asl-validator","2024","6364428"
"asl-validator","2025","7761587"
"asmcrypto.js","2021","4254845"
"asmcrypto.js","2022","4862946"
"asmcrypto.js","2023","5452842"
"asmcrypto.js","2024","5654929"
"asmcrypto.js","2025","8454455"
"asn1","2021","1064535268"
"asn1","2022","1068894565"
"asn1","2023","1032203694"
"asn1","2024","957990083"
"asn1","2025","1122823758"
"asn1.js","2021","634066117"
"asn1.js","2022","650299012"
"asn1.js","2023","584177491"
"asn1.js","2024","541906640"
"asn1.js","2025","635226779"
"asn1.js-rfc2560","2021","10394449"
"asn1.js-rfc2560","2022","18165256"
"asn1.js-rfc2560","2023","22108486"
"asn1.js-rfc2560","2024","23518343"
"asn1.js-rfc2560","2025","38504835"
"asn1.js-rfc5280","2021","10424579"
"asn1.js-rfc5280","2022","18258346"
"asn1.js-rfc5280","2023","22200020"
"asn1.js-rfc5280","2024","23630791"
"asn1.js-rfc5280","2025","38567051"
"asn1js","2021","8383975"
"asn1js","2022","34927704"
"asn1js","2023","120954452"
"asn1js","2024","163349553"
"asn1js","2025","175137429"
"aspida","2021","291282"
"aspida","2022","768789"
"aspida","2023","1110401"
"aspida","2024","1253283"
"aspida","2025","1691084"
"assemble-core","2021","1239290"
"assemble-core","2022","1229923"
"assemble-core","2023","1255034"
"assemble-core","2024","1980965"
"assemble-core","2025","1556645"
"assemble-fs","2021","1236674"
"assemble-fs","2022","1228213"
"assemble-fs","2023","1263103"
"assemble-fs","2024","1981796"
"assemble-fs","2025","1557732"
"assemble-handle","2021","1229584"
"assemble-handle","2022","1221770"
"assemble-handle","2023","1229671"
"assemble-handle","2024","1965141"
"assemble-handle","2025","1545490"
"assemble-loader","2021","1236543"
"assemble-loader","2022","1229435"
"assemble-loader","2023","1239011"
"assemble-loader","2024","1974788"
"assemble-loader","2025","1556039"
"assemble-render-file","2021","1235550"
"assemble-render-file","2022","1224844"
"assemble-render-file","2023","1249894"
"assemble-render-file","2024","1977683"
"assemble-render-file","2025","1553050"
"assemble-streams","2021","1235790"
"assemble-streams","2022","1226275"
"assemble-streams","2023","1250357"
"assemble-streams","2024","1977886"
"assemble-streams","2025","1552967"
"assemblyai","2021","232"
"assemblyai","2022","450"
"assemblyai","2023","31620"
"assemblyai","2024","1565455"
"assemblyai","2025","4622292"
"assemblyscript","2021","293409"
"assemblyscript","2022","1000324"
"assemblyscript","2023","1801329"
"assemblyscript","2024","1926273"
"assemblyscript","2025","2705391"
"assert","2021","694237951"
"assert","2022","678828957"
"assert","2023","649884406"
"assert","2024","647313560"
"assert","2025","703418771"
"assert-args","2021","4897481"
"assert-args","2022","4896981"
"assert-args","2023","3106495"
"assert-args","2024","1255673"
"assert-args","2025","953153"
"assert-err","2021","541698"
"assert-err","2022","527255"
"assert-err","2023","434201"
"assert-err","2024","380955"
"assert-err","2025","342995"
"assert-never","2021","35830718"
"assert-never","2022","52078670"
"assert-never","2023","63688789"
"assert-never","2024","78451507"
"assert-never","2025","92209502"
"assert-node-version","2021","929164"
"assert-node-version","2022","3342362"
"assert-node-version","2023","6776657"
"assert-node-version","2024","3809500"
"assert-node-version","2025","2546228"
"assert-okam","2021","0"
"assert-okam","2022","0"
"assert-okam","2023","500"
"assert-okam","2024","712509"
"assert-okam","2025","2289614"
"assert-options","2021","7447884"
"assert-options","2022","13227334"
"assert-options","2023","17682717"
"assert-options","2024","15619500"
"assert-options","2025","25690004"
"assert-plus","2021","1104622017"
"assert-plus","2022","1099922873"
"assert-plus","2023","1087908003"
"assert-plus","2024","1024938479"
"assert-plus","2025","1180653461"
"assert-valid-glob-opts","2021","1135216"
"assert-valid-glob-opts","2022","1426561"
"assert-valid-glob-opts","2023","2216666"
"assert-valid-glob-opts","2024","2181400"
"assert-valid-glob-opts","2025","1486027"
"assertion-error","2021","212383376"
"assertion-error","2022","266171374"
"assertion-error","2023","356586901"
"assertion-error","2024","577775760"
"assertion-error","2025","1079065104"
"assertion-error-formatter","2021","28964269"
"assertion-error-formatter","2022","40456449"
"assertion-error-formatter","2023","56434052"
"assertion-error-formatter","2024","62017806"
"assertion-error-formatter","2025","73589350"
"asset-resolver","2021","1225900"
"asset-resolver","2022","1294987"
"asset-resolver","2023","1383739"
"asset-resolver","2024","1291283"
"asset-resolver","2025","1874934"
"assets","2021","1571811"
"assets","2022","1605292"
"assets","2023","1735568"
"assets","2024","1813952"
"assets","2025","1546486"
