"package","year","downloads"
"binutils-hppa64-linux-gnu","2021","68"
"binutils-hppa64-linux-gnu","2022","63"
"binutils-hppa64-linux-gnu","2023","67"
"binutils-hppa64-linux-gnu","2024","80"
"binutils-hppa64-linux-gnu","2025","83"
"binutils-hppa64-linux-gnu-dbg","2021","3"
"binutils-hppa64-linux-gnu-dbg","2022","1"
"binutils-hppa64-linux-gnu-dbg","2023","3"
"binutils-hppa64-linux-gnu-dbg","2024","1"
"binutils-hppa64-linux-gnu-dbg","2025","4"
"binutils-i686-gnu","2021","30"
"binutils-i686-gnu","2022","34"
"binutils-i686-gnu","2023","35"
"binutils-i686-gnu","2024","39"
"binutils-i686-gnu","2025","42"
"binutils-i686-gnu-dbg","2021","4"
"binutils-i686-gnu-dbg","2022","4"
"binutils-i686-gnu-dbg","2023","4"
"binutils-i686-gnu-dbg","2024","6"
"binutils-i686-gnu-dbg","2025","12"
"binutils-i686-kfreebsd-gnu","2021","8"
"binutils-i686-kfreebsd-gnu","2022","6"
"binutils-i686-kfreebsd-gnu","2023","7"
"binutils-i686-kfreebsd-gnu","2024","6"
"binutils-i686-kfreebsd-gnu","2025","3"
"binutils-i686-kfreebsd-gnu-dbg","2021","4"
"binutils-i686-kfreebsd-gnu-dbg","2022","3"
"binutils-i686-kfreebsd-gnu-dbg","2023","3"
"binutils-i686-kfreebsd-gnu-dbg","2024","3"
"binutils-i686-kfreebsd-gnu-dbg","2025","2"
"binutils-i686-linux-gnu","2021","3346"
"binutils-i686-linux-gnu","2022","2954"
"binutils-i686-linux-gnu","2023","3024"
"binutils-i686-linux-gnu","2024","2575"
"binutils-i686-linux-gnu","2025","2278"
"binutils-i686-linux-gnu-dbg","2021","4"
"binutils-i686-linux-gnu-dbg","2022","4"
"binutils-i686-linux-gnu-dbg","2023","4"
"binutils-i686-linux-gnu-dbg","2024","5"
"binutils-i686-linux-gnu-dbg","2025","8"
"binutils-ia64-linux-gnu","2021","16"
"binutils-ia64-linux-gnu","2022","12"
"binutils-ia64-linux-gnu","2023","12"
"binutils-ia64-linux-gnu","2024","7"
"binutils-ia64-linux-gnu","2025","3"
"binutils-ia64-linux-gnu-dbg","2021","3"
"binutils-ia64-linux-gnu-dbg","2022","1"
"binutils-ia64-linux-gnu-dbg","2023","1"
"binutils-ia64-linux-gnu-dbg","2024","1"
"binutils-ia64-linux-gnu-dbg","2025","1"
"binutils-loongarch64-linux-gnu","2022","1"
"binutils-loongarch64-linux-gnu","2023","10"
"binutils-loongarch64-linux-gnu","2024","11"
"binutils-loongarch64-linux-gnu","2025","38"
"binutils-loongarch64-linux-gnu-dbg","2025","3"
"binutils-m68k-linux-gnu","2021","62"
"binutils-m68k-linux-gnu","2022","60"
"binutils-m68k-linux-gnu","2023","61"
"binutils-m68k-linux-gnu","2024","55"
"binutils-m68k-linux-gnu","2025","60"
"binutils-m68k-linux-gnu-dbg","2021","3"
"binutils-m68k-linux-gnu-dbg","2022","1"
"binutils-m68k-linux-gnu-dbg","2023","1"
"binutils-m68k-linux-gnu-dbg","2024","2"
"binutils-m68k-linux-gnu-dbg","2025","6"
"binutils-mingw-w64","2021","654"
"binutils-mingw-w64","2022","617"
"binutils-mingw-w64","2023","639"
"binutils-mingw-w64","2024","517"
"binutils-mingw-w64","2025","246"
"binutils-mingw-w64-i686","2021","1971"
"binutils-mingw-w64-i686","2022","1771"
"binutils-mingw-w64-i686","2023","1747"
"binutils-mingw-w64-i686","2024","1804"
"binutils-mingw-w64-i686","2025","1696"
"binutils-mingw-w64-ucrt64","2024","41"
"binutils-mingw-w64-ucrt64","2025","94"
"binutils-mingw-w64-x86-64","2021","1904"
"binutils-mingw-w64-x86-64","2022","1753"
"binutils-mingw-w64-x86-64","2023","1774"
"binutils-mingw-w64-x86-64","2024","1898"
"binutils-mingw-w64-x86-64","2025","1804"
"binutils-mips64el-linux-gnuabi64","2021","80"
"binutils-mips64el-linux-gnuabi64","2022","80"
"binutils-mips64el-linux-gnuabi64","2023","79"
"binutils-mips64el-linux-gnuabi64","2024","98"
"binutils-mips64el-linux-gnuabi64","2025","98"
"binutils-mips64el-linux-gnuabi64-dbg","2021","2"
"binutils-mips64el-linux-gnuabi64-dbg","2022","1"
"binutils-mips64el-linux-gnuabi64-dbg","2023","1"
"binutils-mips64el-linux-gnuabi64-dbg","2024","1"
"binutils-mips64el-linux-gnuabi64-dbg","2025","4"
"binutils-mipsel-linux-gnu","2021","123"
"binutils-mipsel-linux-gnu","2022","126"
"binutils-mipsel-linux-gnu","2023","134"
"binutils-mipsel-linux-gnu","2024","163"
"binutils-mipsel-linux-gnu","2025","172"
"binutils-mipsel-linux-gnu-dbg","2021","2"
"binutils-mipsel-linux-gnu-dbg","2022","1"
"binutils-mipsel-linux-gnu-dbg","2023","2"
"binutils-mipsel-linux-gnu-dbg","2024","2"
"binutils-mipsel-linux-gnu-dbg","2025","5"
"binutils-multiarch","2021","1157"
"binutils-multiarch","2022","1118"
"binutils-multiarch","2023","1082"
"binutils-multiarch","2024","1084"
"binutils-multiarch","2025","1125"
"binutils-multiarch-dbg","2021","8"
"binutils-multiarch-dbg","2022","13"
"binutils-multiarch-dbg","2023","10"
"binutils-multiarch-dbg","2024","10"
"binutils-multiarch-dbg","2025","20"
"binutils-multiarch-dev","2021","66"
"binutils-multiarch-dev","2022","61"
"binutils-multiarch-dev","2023","54"
"binutils-multiarch-dev","2024","48"
"binutils-multiarch-dev","2025","54"
"binutils-powerpc-linux-gnu","2021","103"
"binutils-powerpc-linux-gnu","2022","91"
"binutils-powerpc-linux-gnu","2023","89"
"binutils-powerpc-linux-gnu","2024","98"
"binutils-powerpc-linux-gnu","2025","121"
"binutils-powerpc-linux-gnu-dbg","2021","2"
"binutils-powerpc-linux-gnu-dbg","2022","1"
"binutils-powerpc-linux-gnu-dbg","2023","1"
"binutils-powerpc-linux-gnu-dbg","2024","2"
"binutils-powerpc-linux-gnu-dbg","2025","7"
"binutils-powerpc64-linux-gnu","2021","77"
"binutils-powerpc64-linux-gnu","2022","89"
"binutils-powerpc64-linux-gnu","2023","98"
"binutils-powerpc64-linux-gnu","2024","97"
"binutils-powerpc64-linux-gnu","2025","100"
"binutils-powerpc64-linux-gnu-dbg","2021","2"
"binutils-powerpc64-linux-gnu-dbg","2022","2"
"binutils-powerpc64-linux-gnu-dbg","2023","2"
"binutils-powerpc64-linux-gnu-dbg","2024","2"
"binutils-powerpc64-linux-gnu-dbg","2025","6"
"binutils-powerpc64le-linux-gnu","2021","97"
"binutils-powerpc64le-linux-gnu","2022","105"
"binutils-powerpc64le-linux-gnu","2023","121"
"binutils-powerpc64le-linux-gnu","2024","135"
"binutils-powerpc64le-linux-gnu","2025","176"
"binutils-powerpc64le-linux-gnu-dbg","2021","2"
"binutils-powerpc64le-linux-gnu-dbg","2022","1"
"binutils-powerpc64le-linux-gnu-dbg","2023","1"
"binutils-powerpc64le-linux-gnu-dbg","2024","2"
"binutils-powerpc64le-linux-gnu-dbg","2025","5"
"binutils-riscv64-linux-gnu","2021","131"
"binutils-riscv64-linux-gnu","2022","188"
"binutils-riscv64-linux-gnu","2023","200"
"binutils-riscv64-linux-gnu","2024","292"
"binutils-riscv64-linux-gnu","2025","343"
"binutils-riscv64-linux-gnu-dbg","2021","3"
"binutils-riscv64-linux-gnu-dbg","2022","4"
"binutils-riscv64-linux-gnu-dbg","2023","2"
"binutils-riscv64-linux-gnu-dbg","2024","7"
"binutils-riscv64-linux-gnu-dbg","2025","12"
"binutils-s390x-linux-gnu","2021","87"
"binutils-s390x-linux-gnu","2022","94"
"binutils-s390x-linux-gnu","2023","96"
"binutils-s390x-linux-gnu","2024","95"
"binutils-s390x-linux-gnu","2025","99"
"binutils-s390x-linux-gnu-dbg","2021","2"
"binutils-s390x-linux-gnu-dbg","2022","1"
"binutils-s390x-linux-gnu-dbg","2023","1"
"binutils-s390x-linux-gnu-dbg","2024","1"
"binutils-s390x-linux-gnu-dbg","2025","5"
"binutils-sh4-linux-gnu","2021","34"
"binutils-sh4-linux-gnu","2022","28"
"binutils-sh4-linux-gnu","2023","34"
"binutils-sh4-linux-gnu","2024","31"
"binutils-sh4-linux-gnu","2025","27"
"binutils-sh4-linux-gnu-dbg","2021","2"
"binutils-sh4-linux-gnu-dbg","2022","1"
"binutils-sh4-linux-gnu-dbg","2023","1"
"binutils-sh4-linux-gnu-dbg","2024","1"
"binutils-sh4-linux-gnu-dbg","2025","4"
"binutils-source","2021","54"
"binutils-source","2022","36"
"binutils-source","2023","31"
"binutils-source","2024","39"
"binutils-source","2025","39"
"binutils-sparc-linux-gnu","2024","1"
"binutils-sparc-linux-gnu","2025","4"
"binutils-sparc-linux-gnu-dbg","2024","1"
"binutils-sparc-linux-gnu-dbg","2025","4"
"binutils-sparc64-linux-gnu","2021","132"
"binutils-sparc64-linux-gnu","2022","130"
"binutils-sparc64-linux-gnu","2023","106"
"binutils-sparc64-linux-gnu","2024","94"
"binutils-sparc64-linux-gnu","2025","101"
"binutils-sparc64-linux-gnu-dbg","2021","2"
"binutils-sparc64-linux-gnu-dbg","2022","1"
"binutils-sparc64-linux-gnu-dbg","2023","1"
"binutils-sparc64-linux-gnu-dbg","2024","1"
"binutils-sparc64-linux-gnu-dbg","2025","4"
"binutils-x86-64-gnu","2024","5"
"binutils-x86-64-gnu","2025","9"
"binutils-x86-64-gnu-dbg","2024","1"
"binutils-x86-64-gnu-dbg","2025","5"
"binutils-x86-64-kfreebsd-gnu","2021","10"
"binutils-x86-64-kfreebsd-gnu","2022","4"
"binutils-x86-64-kfreebsd-gnu","2023","4"
"binutils-x86-64-kfreebsd-gnu","2024","7"
"binutils-x86-64-kfreebsd-gnu","2025","4"
"binutils-x86-64-kfreebsd-gnu-dbg","2021","3"
"binutils-x86-64-kfreebsd-gnu-dbg","2022","2"
"binutils-x86-64-kfreebsd-gnu-dbg","2023","2"
"binutils-x86-64-kfreebsd-gnu-dbg","2024","2"
"binutils-x86-64-kfreebsd-gnu-dbg","2025","2"
"binutils-x86-64-linux-gnu","2021","92160"
"binutils-x86-64-linux-gnu","2022","101353"
"binutils-x86-64-linux-gnu","2023","111635"
"binutils-x86-64-linux-gnu","2024","135728"
"binutils-x86-64-linux-gnu","2025","159135"
"binutils-x86-64-linux-gnu-dbg","2021","12"
"binutils-x86-64-linux-gnu-dbg","2022","12"
"binutils-x86-64-linux-gnu-dbg","2023","12"
"binutils-x86-64-linux-gnu-dbg","2024","16"
"binutils-x86-64-linux-gnu-dbg","2025","25"
"binutils-x86-64-linux-gnux32","2021","52"
"binutils-x86-64-linux-gnux32","2022","64"
"binutils-x86-64-linux-gnux32","2023","67"
"binutils-x86-64-linux-gnux32","2024","60"
"binutils-x86-64-linux-gnux32","2025","50"
"binutils-x86-64-linux-gnux32-dbg","2021","6"
"binutils-x86-64-linux-gnux32-dbg","2022","4"
"binutils-x86-64-linux-gnux32-dbg","2023","5"
"binutils-x86-64-linux-gnux32-dbg","2024","4"
"binutils-x86-64-linux-gnux32-dbg","2025","7"
"binutils-z80","2021","36"
"binutils-z80","2022","32"
"binutils-z80","2023","31"
"binutils-z80","2024","31"
"binutils-z80","2025","28"
"biosquid","2021","607"
"biosquid","2022","561"
"biosquid","2023","565"
"biosquid","2024","432"
"biosquid","2025","241"
"biosquid-dev","2021","4"
"biosquid-dev","2022","4"
"biosquid-dev","2023","3"
"biosquid-dev","2024","1"
"bip","2021","32"
"bip","2022","26"
"bip","2023","23"
"bip","2024","19"
"bip","2025","21"
"bird6","2021","31"
"bird6","2022","27"
"bird6","2023","25"
"bird6","2024","24"
"bird6","2025","23"
"bison","2021","20010"
"bison","2022","18577"
"bison","2023","18586"
"bison","2024","19559"
"bison","2025","20493"
"bisonc++","2021","177"
"bisonc++","2022","131"
"bisonc++","2023","131"
"bisonc++","2024","114"
"bisonc++","2025","119"
"bisonc++-doc","2021","81"
"bisonc++-doc","2022","57"
"bisonc++-doc","2023","58"
"bisonc++-doc","2024","42"
"bisonc++-doc","2025","41"
"bitcoin-qt","2021","145"
"bitcoin-qt","2022","118"
"bitcoin-qt","2023","122"
"bitcoin-qt","2024","46"
"bitcoin-qt","2025","31"
"bitlbee","2021","182"
"bitlbee","2022","141"
"bitlbee","2023","133"
"bitlbee","2024","104"
"bitlbee","2025","104"
"bitlbee-common","2021","255"
"bitlbee-common","2022","205"
"bitlbee-common","2023","190"
"bitlbee-common","2024","160"
"bitlbee-common","2025","157"
"bitlbee-dev","2021","31"
"bitlbee-dev","2022","25"
"bitlbee-dev","2023","23"
"bitlbee-dev","2024","22"
"bitlbee-dev","2025","23"
"bitlbee-libpurple","2021","69"
"bitlbee-libpurple","2022","57"
"bitlbee-libpurple","2023","52"
"bitlbee-libpurple","2024","50"
"bitlbee-libpurple","2025","43"
"bitlbee-plugin-otr","2021","50"
"bitlbee-plugin-otr","2022","42"
"bitlbee-plugin-otr","2023","34"
"bitlbee-plugin-otr","2024","30"
"bitlbee-plugin-otr","2025","27"
"bitmeter","2021","71"
"bitmeter","2022","69"
"bitmeter","2023","76"
"bitmeter","2024","75"
"bitmeter","2025","51"
"bitpim-lib","2021","16"
"bitpim-lib","2022","11"
"bitpim-lib","2023","11"
"bitpim-lib","2024","7"
"bitpim-lib","2025","4"
"bitshuffle","2021","6"
"bitshuffle","2022","10"
"bitshuffle","2023","7"
"bitshuffle","2024","18"
"bitshuffle","2025","331"
"bitstormlite","2021","48"
"bitstormlite","2022","52"
"bitstormlite","2023","54"
"bitstormlite","2024","27"
"bitstormlite","2025","20"
"bittwist","2021","28"
"bittwist","2022","34"
"bittwist","2023","29"
"bittwist","2024","28"
"bittwist","2025","28"
"black-box","2021","124"
"black-box","2022","111"
"black-box","2023","114"
"black-box","2024","101"
"black-box","2025","95"
"blackbox","2021","287"
"blackbox","2022","275"
"blackbox","2023","238"
"blackbox","2024","230"
"blackbox","2025","216"
"blahtexml","2021","30"
"blahtexml","2022","24"
"blahtexml","2023","29"
"blahtexml","2024","22"
"blahtexml","2025","20"
"blast2","2021","344"
"blast2","2022","249"
"blast2","2023","219"
"blast2","2024","119"
"blast2","2025","89"
"blcr-dkms","2021","30"
"blcr-dkms","2022","21"
"blcr-dkms","2023","14"
"blcr-dkms","2024","9"
"blcr-dkms","2025","6"
"blcr-util","2021","258"
"blcr-util","2022","188"
"blcr-util","2023","150"
"blcr-util","2024","89"
"blcr-util","2025","71"
"blender","2021","7589"
"blender","2022","6778"
"blender","2023","7123"
"blender","2024","6652"
"blender","2025","6836"
"blender-data","2021","7747"
"blender-data","2022","6951"
"blender-data","2023","7316"
"blender-data","2024","6865"
"blender-data","2025","7039"
"blinken","2021","2794"
"blinken","2022","2300"
"blinken","2023","2277"
"blinken","2024","2852"
"blinken","2025","2781"
"blktrace","2021","305"
"blktrace","2022","276"
"blktrace","2023","271"
"blktrace","2024","324"
"blktrace","2025","355"
"blobandconquer","2021","109"
"blobandconquer","2022","94"
"blobandconquer","2023","90"
"blobandconquer","2024","84"
"blobandconquer","2025","72"
"blobandconquer-data","2021","111"
"blobandconquer-data","2022","95"
"blobandconquer-data","2023","91"
"blobandconquer-data","2024","85"
"blobandconquer-data","2025","73"
"blobby","2021","233"
"blobby","2022","199"
"blobby","2023","216"
"blobby","2024","199"
"blobby","2025","289"
"blobby-data","2021","236"
"blobby-data","2022","202"
"blobby-data","2023","217"
"blobby-data","2024","202"
"blobby-data","2025","292"
"blobby-server","2021","12"
"blobby-server","2022","11"
"blobby-server","2023","11"
"blobby-server","2024","11"
"blobby-server","2025","12"
"bloboats","2021","249"
"bloboats","2022","216"
"bloboats","2023","223"
"bloboats","2024","213"
"bloboats","2025","293"
"blobwars","2021","261"
"blobwars","2022","281"
"blobwars","2023","297"
"blobwars","2024","291"
"blobwars","2025","277"
"blobwars-data","2021","267"
"blobwars-data","2022","285"
"blobwars-data","2023","301"
"blobwars-data","2024","297"
"blobwars-data","2025","283"
"blockattack","2021","227"
"blockattack","2022","222"
"blockattack","2023","234"
"blockattack","2024","216"
"blockattack","2025","202"
"blocks-of-the-undead","2021","124"
"blocks-of-the-undead","2022","112"
"blocks-of-the-undead","2023","109"
"blocks-of-the-undead","2024","89"
"blocks-of-the-undead","2025","89"
"blocks-of-the-undead-data","2021","128"
"blocks-of-the-undead-data","2022","114"
"blocks-of-the-undead-data","2023","110"
"blocks-of-the-undead-data","2024","92"
"blocks-of-the-undead-data","2025","91"
"blogilo","2021","647"
"blogilo","2022","360"
"blogilo","2023","330"
"blogilo","2024","165"
"blogilo","2025","106"
"blt","2021","29565"
"blt","2022","27835"
"blt","2023","29705"
"blt","2024","38638"
"blt","2025","43832"
"bluedevil","2021","18360"
"bluedevil","2022","17630"
"bluedevil","2023","22221"
"bluedevil","2024","25815"
"bluedevil","2025","32668"
"bluefish","2021","2823"
"bluefish","2022","2430"
"bluefish","2023","2451"
"bluefish","2024","2788"
"bluefish","2025","2569"
"bluefish-data","2021","2879"
"bluefish-data","2022","2473"
"bluefish-data","2023","2495"
"bluefish-data","2024","2828"
"bluefish-data","2025","2606"
"bluefish-plugins","2021","2878"
"bluefish-plugins","2022","2470"
"bluefish-plugins","2023","2498"
"bluefish-plugins","2024","2827"
"bluefish-plugins","2025","2605"
"bluemon","2021","272"
"bluemon","2022","274"
"bluemon","2023","307"
"bluemon","2024","327"
"bluemon","2025","312"
"bluetooth","2021","42533"
"bluetooth","2022","38310"
"bluetooth","2023","44900"
"bluetooth","2024","50249"
"bluetooth","2025","60036"
"bluez","2021","85606"
"bluez","2022","80852"
"bluez","2023","94292"
"bluez","2024","104414"
"bluez","2025","122833"
"bluez-cups","2021","2081"
"bluez-cups","2022","1814"
"bluez-cups","2023","1823"
"bluez-cups","2024","1642"
"bluez-cups","2025","1509"
"bluez-hcidump","2021","1271"
"bluez-hcidump","2022","1195"
"bluez-hcidump","2023","1244"
"bluez-hcidump","2024","1196"
"bluez-hcidump","2025","1115"
"bluez-meshd","2021","186"
"bluez-meshd","2022","385"
"bluez-meshd","2023","487"
"bluez-meshd","2024","599"
"bluez-meshd","2025","563"
"bluez-obexd","2021","70920"
"bluez-obexd","2022","67896"
"bluez-obexd","2023","79970"
"bluez-obexd","2024","90177"
"bluez-obexd","2025","107092"
"bluez-source","2021","177"
"bluez-source","2022","286"
"bluez-source","2023","354"
"bluez-source","2024","392"
"bluez-source","2025","359"
"bluez-test-scripts","2021","579"
"bluez-test-scripts","2022","562"
"bluez-test-scripts","2023","600"
"bluez-test-scripts","2024","581"
"bluez-test-scripts","2025","509"
"bluez-test-tools","2021","668"
"bluez-test-tools","2022","673"
"bluez-test-tools","2023","708"
"bluez-test-tools","2024","651"
"bluez-test-tools","2025","583"
"bluez-utils","2021","129"
"bluez-utils","2022","100"
"bluez-utils","2023","90"
"bluez-utils","2024","68"
"bluez-utils","2025","55"
"bmagic","2021","11"
"bmagic","2022","13"
"bmagic","2023","12"
"bmagic","2024","5"
"bmagic","2025","4"
"bmf","2021","6"
"bmf","2022","5"
"bmf","2023","5"
"bmf","2024","3"
"bmf","2025","4"
"bmon","2021","3618"
"bmon","2022","3811"
"bmon","2023","4046"
"bmon","2024","4952"
"bmon","2025","5588"
"boa","2021","17"
"boa","2022","15"
"boa","2023","13"
"boa","2024","10"
"boa","2025","5"
"boats","2021","15"
"boats","2022","9"
"boats","2023","14"
"boats","2024","8"
"boats","2025","9"
"bobot++","2021","2"
"bobot++","2022","2"
"bobot++","2023","1"
"bobot++","2025","1"
"bochs","2021","266"
"bochs","2022","260"
"bochs","2023","224"
"bochs","2024","221"
"bochs","2025","224"
"bochs-doc","2021","68"
"bochs-doc","2022","63"
"bochs-doc","2023","61"
"bochs-doc","2024","56"
"bochs-doc","2025","50"
"bochs-sdl","2021","98"
"bochs-sdl","2022","96"
"bochs-sdl","2023","90"
"bochs-sdl","2024","94"
"bochs-sdl","2025","98"
"bochs-term","2021","110"
"bochs-term","2022","109"
"bochs-term","2023","78"
"bochs-term","2024","75"
"bochs-term","2025","72"
"bochs-wx","2021","155"
"bochs-wx","2022","163"
"bochs-wx","2023","153"
"bochs-wx","2024","153"
"bochs-wx","2025","142"
"bochs-x","2021","104"
"bochs-x","2022","100"
"bochs-x","2023","99"
"bochs-x","2024","98"
"bochs-x","2025","93"
"bochsbios","2021","372"
"bochsbios","2022","321"
"bochsbios","2023","304"
"bochsbios","2024","285"
"bochsbios","2025","277"
"bogofilter","2021","48492"
"bogofilter","2022","46285"
"bogofilter","2023","53321"
"bogofilter","2024","58028"
"bogofilter","2025","67841"
"bogofilter-bdb","2021","48500"
"bogofilter-bdb","2022","46299"
"bogofilter-bdb","2023","53333"
"bogofilter-bdb","2024","58037"
"bogofilter-bdb","2025","67845"
"bogofilter-common","2021","48606"
"bogofilter-common","2022","46384"
"bogofilter-common","2023","53412"
"bogofilter-common","2024","58117"
"bogofilter-common","2025","67922"
"bogofilter-sqlite","2021","49"
"bogofilter-sqlite","2022","45"
"bogofilter-sqlite","2023","41"
"bogofilter-sqlite","2024","49"
"bogofilter-sqlite","2025","50"
"bogofilter-tokyocabinet","2021","27"
"bogofilter-tokyocabinet","2022","23"
"bogofilter-tokyocabinet","2023","23"
"bogofilter-tokyocabinet","2024","24"
"bogofilter-tokyocabinet","2025","19"
"boinc","2021","481"
"boinc","2022","405"
"boinc","2023","371"
"boinc","2024","348"
"boinc","2025","321"
"boinc-app-seti","2021","81"
"boinc-app-seti","2022","38"
"boinc-app-seti","2023","41"
"boinc-app-seti","2024","23"
"boinc-app-seti","2025","18"
"boinc-client","2021","1201"
"boinc-client","2022","1009"
"boinc-client","2023","1022"
"boinc-client","2024","914"
"boinc-client","2025","875"
"boinc-client-nvidia-cuda","2021","82"
"boinc-client-nvidia-cuda","2022","64"
"boinc-client-nvidia-cuda","2023","65"
"boinc-client-nvidia-cuda","2024","54"
"boinc-client-nvidia-cuda","2025","51"
"boinc-client-opencl","2021","113"
"boinc-client-opencl","2022","95"
"boinc-client-opencl","2023","88"
"boinc-client-opencl","2024","94"
"boinc-client-opencl","2025","79"
"boinc-dev","2021","16"
"boinc-dev","2022","14"
"boinc-dev","2023","13"
"boinc-dev","2024","12"
"boinc-dev","2025","14"
"boinc-manager","2021","812"
"boinc-manager","2022","660"
"boinc-manager","2023","599"
"boinc-manager","2024","566"
"boinc-manager","2025","532"
"boinc-screensaver","2021","54"
"boinc-screensaver","2022","55"
"boinc-screensaver","2023","40"
"boinc-screensaver","2024","47"
"boinc-screensaver","2025","43"
"boinc-virtualbox","2021","81"
"boinc-virtualbox","2022","106"
"boinc-virtualbox","2023","100"
"boinc-virtualbox","2024","82"
"boinc-virtualbox","2025","86"
"bomber","2021","2923"
"bomber","2022","2438"
"bomber","2023","2414"
"bomber","2024","3011"
"bomber","2025","2916"
"bomstrip","2021","52"
"bomstrip","2022","45"
"bomstrip","2023","49"
"bomstrip","2024","40"
"bomstrip","2025","41"
"bonnie++","2021","1811"
"bonnie++","2022","1606"
"bonnie++","2023","1554"
"bonnie++","2024","1465"
"bonnie++","2025","1385"
"boolector","2021","37"
"boolector","2022","31"
"boolector","2023","28"
"boolector","2024","27"
"boolector","2025","27"
"boolstuff","2021","6"
"boolstuff","2022","6"
"boolstuff","2023","6"
"boolstuff","2024","5"
"boolstuff","2025","7"
"boolstuff-dev","2021","3"
"boolstuff-dev","2022","3"
"boolstuff-dev","2023","3"
"boolstuff-dev","2024","1"
"boolstuff-dev","2025","2"
"bootlogd","2021","1920"
"bootlogd","2022","1611"
"bootlogd","2023","1605"
"bootlogd","2024","1476"
"bootlogd","2025","1372"
"bosh","2021","18"
"bosh","2022","17"
"bosh","2023","14"
"bosh","2024","15"
"bosh","2025","16"
"boswars","2021","189"
"boswars","2022","169"
"boswars","2023","167"
"boswars","2024","147"
"boswars","2025","143"
"boswars-data","2021","190"
"boswars-data","2022","170"
"boswars-data","2023","169"
"boswars-data","2024","148"
"boswars-data","2025","145"
"botan","2021","46"
"botan","2022","53"
"botan","2023","52"
"botan","2024","47"
"botan","2025","37"
"bottlerocket","2021","29"
"bottlerocket","2022","30"
"bottlerocket","2023","26"
"bottlerocket","2024","25"
"bottlerocket","2025","27"
"bouml","2021","44"
"bouml","2022","11"
"bouml","2023","10"
"bouml","2024","13"
"bouml","2025","8"
"bovo","2021","2902"
"bovo","2022","2431"
"bovo","2023","2422"
"bovo","2024","3012"
"bovo","2025","2940"
"bowtie","2021","350"
"bowtie","2022","310"
"bowtie","2023","285"
"bowtie","2024","253"
"bowtie","2025","380"
"bowtie-examples","2021","24"
"bowtie-examples","2022","13"
"bowtie-examples","2023","14"
"bowtie-examples","2024","16"
"bowtie-examples","2025","17"
"boxes","2021","288"
"boxes","2022","282"
"boxes","2023","301"
"boxes","2024","279"
"boxes","2025","301"
"boxshade","2021","91"
"boxshade","2022","77"
"boxshade","2023","64"
"boxshade","2024","59"
"boxshade","2025","136"
"bozohttpd","2021","3"
"bozohttpd","2022","3"
"bozohttpd","2023","3"
"bozohttpd","2024","2"
"bozohttpd","2025","2"
"bppsuite","2021","40"
"bppsuite","2022","36"
"bppsuite","2023","35"
"bppsuite","2024","35"
"bppsuite","2025","108"
"bppsuite-examples","2021","5"
"bppsuite-examples","2022","2"
"bppsuite-examples","2023","1"
"bppsuite-examples","2024","1"
"bppsuite-examples","2025","1"
"br2684ctl","2021","34"
"br2684ctl","2022","27"
"br2684ctl","2023","21"
"br2684ctl","2024","20"
"br2684ctl","2025","17"
"brainparty","2021","299"
"brainparty","2022","282"
"brainparty","2023","272"
"brainparty","2024","243"
"brainparty","2025","314"
"brainparty-data","2021","303"
"brainparty-data","2022","286"
"brainparty-data","2023","276"
"brainparty-data","2024","245"
"brainparty-data","2025","315"
"briquolo","2021","205"
"briquolo","2022","177"
"briquolo","2023","189"
"briquolo","2024","166"
"briquolo","2025","180"
"briquolo-data","2021","210"
"briquolo-data","2022","179"
"briquolo-data","2023","191"
"briquolo-data","2024","171"
"briquolo-data","2025","183"
"bristol","2021","332"
"bristol","2022","274"
"bristol","2023","323"
"bristol","2024","310"
"bristol","2025","289"
"bristol-data","2021","334"
"bristol-data","2022","280"
"bristol-data","2023","327"
"bristol-data","2024","312"
"bristol-data","2025","290"
"brltty","2021","304"
"brltty","2022","302"
"brltty","2023","291"
"brltty","2024","349"
"brltty","2025","363"
"brltty-espeak","2021","10"
"brltty-espeak","2022","10"
"brltty-espeak","2023","13"
"brltty-espeak","2024","9"
"brltty-espeak","2025","10"
"brltty-flite","2021","3"
"brltty-flite","2022","4"
"brltty-flite","2023","4"
"brltty-flite","2024","2"
"brltty-flite","2025","3"
"brltty-speechd","2021","14"
"brltty-speechd","2022","19"
"brltty-speechd","2023","20"
"brltty-speechd","2024","17"
"brltty-speechd","2025","21"
"brltty-x11","2021","149"
"brltty-x11","2022","156"
"brltty-x11","2023","132"
"brltty-x11","2024","140"
"brltty-x11","2025","131"
"broadcom-sta-source","2021","350"
"broadcom-sta-source","2022","339"
"broadcom-sta-source","2023","352"
"broadcom-sta-source","2024","253"
"broadcom-sta-source","2025","241"
"browser-history","2021","4"
"browser-history","2022","2"
"browser-history","2023","2"
"browser-plugin-gnash","2021","2396"
"browser-plugin-gnash","2022","1635"
"browser-plugin-gnash","2023","1324"
"browser-plugin-gnash","2024","866"
"browser-plugin-gnash","2025","726"
"bsd-mailx","2021","53423"
"bsd-mailx","2022","44774"
"bsd-mailx","2023","43284"
"bsd-mailx","2024","48252"
"bsd-mailx","2025","57708"
"bsdcpio","2021","39"
"bsdcpio","2022","33"
"bsdcpio","2023","28"
"bsdcpio","2024","16"
"bsdcpio","2025","14"
"bsdextrautils","2021","57759"
"bsdextrautils","2022","108950"
"bsdextrautils","2023","140489"
"bsdextrautils","2024","189658"
"bsdextrautils","2025","228245"
