"package","year","downloads"
"libopenthreads-dev","2021","362"
"libopenthreads-dev","2022","270"
"libopenthreads-dev","2023","285"
"libopenthreads-dev","2024","300"
"libopenthreads-dev","2025","302"
"libopenthreads21","2021","2942"
"libopenthreads21","2022","3837"
"libopenthreads21","2023","4174"
"libopenthreads21","2024","4613"
"libopenthreads21","2025","4936"
"libopentracing-c-wrapper-dev","2025","2"
"libopentracing-c-wrapper0","2022","60"
"libopentracing-c-wrapper0","2023","177"
"libopentracing-c-wrapper0","2024","1407"
"libopentracing-c-wrapper0","2025","1898"
"libopentracing-c-wrapper0t64","2024","50"
"libopentracing-c-wrapper0t64","2025","391"
"libopentracing-dev","2023","1"
"libopentracing-dev","2024","1"
"libopentracing-dev","2025","2"
"libopentracing1","2022","60"
"libopentracing1","2023","177"
"libopentracing1","2024","1457"
"libopentracing1","2025","2275"
"libopenturns-dev","2021","116"
"libopenturns-dev","2022","93"
"libopenturns-dev","2023","80"
"libopenturns-dev","2024","49"
"libopenturns-dev","2025","44"
"libopenturns0.25","2024","1"
"libopenturns0.25","2025","288"
"libopenusb-dev","2021","12"
"libopenusb-dev","2022","3"
"libopenusb-dev","2023","3"
"libopenusb-dev","2024","3"
"libopenusb-dev","2025","3"
"libopenusb0","2021","19"
"libopenusb0","2022","8"
"libopenusb0","2023","8"
"libopenusb0","2024","7"
"libopenusb0","2025","5"
"libopenvdb-dev","2021","64"
"libopenvdb-dev","2022","52"
"libopenvdb-dev","2023","64"
"libopenvdb-dev","2024","60"
"libopenvdb-dev","2025","72"
"libopenvdb10.0","2022","43"
"libopenvdb10.0","2023","2099"
"libopenvdb10.0","2024","4626"
"libopenvdb10.0","2025","3178"
"libopenvdb10.0t64","2024","532"
"libopenvdb10.0t64","2025","3173"
"libopenvlbi-dev","2022","1"
"libopenvlbi-dev","2023","17"
"libopenvlbi-dev","2024","58"
"libopenvlbi-dev","2025","96"
"libopenvlbi3t64","2024","4"
"libopenvlbi3t64","2025","45"
"libopenvrml-dev","2021","1"
"libopenvrml-dev","2022","1"
"libopenvrml-dev","2023","1"
"libopenvrml9","2021","14"
"libopenvrml9","2022","14"
"libopenvrml9","2023","12"
"libopenvrml9","2024","8"
"libopenvrml9","2025","8"
"libopenxr-dev","2021","23"
"libopenxr-dev","2022","31"
"libopenxr-dev","2023","39"
"libopenxr-dev","2024","55"
"libopenxr-dev","2025","91"
"libopenxr-loader1","2021","91"
"libopenxr-loader1","2022","111"
"libopenxr-loader1","2023","151"
"libopenxr-loader1","2024","642"
"libopenxr-loader1","2025","3193"
"libopenxr1-monado","2021","15"
"libopenxr1-monado","2022","19"
"libopenxr1-monado","2023","19"
"libopenxr1-monado","2024","22"
"libopenxr1-monado","2025","38"
"libopenzwave1.6","2021","24"
"libopenzwave1.6","2022","36"
"libopenzwave1.6","2023","38"
"libopenzwave1.6","2024","33"
"libopenzwave1.6","2025","25"
"libopenzwave1.6-dev","2021","3"
"libopenzwave1.6-dev","2022","6"
"libopenzwave1.6-dev","2023","6"
"libopenzwave1.6-dev","2024","8"
"libopenzwave1.6-dev","2025","6"
"libopenzwave1.6t64","2025","12"
"liboping-dev","2021","41"
"liboping-dev","2022","41"
"liboping-dev","2023","40"
"liboping-dev","2024","34"
"liboping-dev","2025","36"
"liboping0","2021","2453"
"liboping0","2022","2021"
"liboping0","2023","1900"
"liboping0","2024","1684"
"liboping0","2025","1585"
"libopm-common","2021","1"
"libopm-common","2022","1"
"libopm-common","2023","15"
"libopm-common","2024","26"
"libopm-common","2025","271"
"libopm-common-bin","2021","1"
"libopm-common-bin","2023","13"
"libopm-common-bin","2024","24"
"libopm-common-bin","2025","268"
"libopm-common-dev","2021","1"
"libopm-common-dev","2023","3"
"libopm-common-dev","2024","3"
"libopm-common-dev","2025","3"
"libopm-grid","2021","1"
"libopm-grid","2022","1"
"libopm-grid","2023","14"
"libopm-grid","2024","25"
"libopm-grid","2025","268"
"libopm-grid-bin","2021","1"
"libopm-grid-bin","2023","13"
"libopm-grid-bin","2024","24"
"libopm-grid-bin","2025","266"
"libopm-grid-dev","2021","1"
"libopm-grid-dev","2023","2"
"libopm-grid-dev","2024","2"
"libopm-grid-dev","2025","2"
"libopm-material-dev","2021","1"
"libopm-material-dev","2023","2"
"libopm-material-dev","2024","2"
"libopm-material-dev","2025","2"
"libopm-models-dev","2021","1"
"libopm-models-dev","2023","2"
"libopm-models-dev","2024","2"
"libopm-models-dev","2025","2"
"libopm-simulators","2021","1"
"libopm-simulators","2022","1"
"libopm-simulators","2023","12"
"libopm-simulators","2024","23"
"libopm-simulators","2025","264"
"libopm-simulators-dev","2021","1"
"libopm-simulators-dev","2023","1"
"libopm-simulators-dev","2024","2"
"libopm-simulators-dev","2025","2"
"libopm-upscaling","2021","1"
"libopm-upscaling","2023","11"
"libopm-upscaling","2024","23"
"libopm-upscaling","2025","263"
"libopm-upscaling-dev","2024","1"
"libopm-upscaling-dev","2025","1"
"liboprf-dev","2024","2"
"liboprf-dev","2025","3"
"liboprf0","2024","1"
"liboprf0","2025","1"
"liboprf0t64","2024","1"
"liboprf0t64","2025","3"
"libopts25","2021","57110"
"libopts25","2022","50819"
"libopts25","2023","47274"
"libopts25","2024","30212"
"libopts25","2025","23858"
"libopts25-dev","2021","3280"
"libopts25-dev","2022","2750"
"libopts25-dev","2023","2640"
"libopts25-dev","2024","2326"
"libopts25-dev","2025","1969"
"libopus-dev","2021","3379"
"libopus-dev","2022","3791"
"libopus-dev","2023","4086"
"libopus-dev","2024","4864"
"libopus-dev","2025","5506"
"libopus0","2021","122266"
"libopus0","2022","116563"
"libopus0","2023","131104"
"libopus0","2024","143143"
"libopus0","2025","164259"
"libopusenc-dev","2022","4"
"libopusenc-dev","2023","10"
"libopusenc-dev","2024","36"
"libopusenc-dev","2025","47"
"libopusenc0","2021","1"
"libopusenc0","2022","773"
"libopusenc0","2023","1335"
"libopusenc0","2024","2297"
"libopusenc0","2025","2900"
"libopusfile-dev","2021","342"
"libopusfile-dev","2022","522"
"libopusfile-dev","2023","672"
"libopusfile-dev","2024","1044"
"libopusfile-dev","2025","1279"
"libopusfile0","2021","11366"
"libopusfile0","2022","11539"
"libopusfile0","2023","13332"
"libopusfile0","2024","18703"
"libopusfile0","2025","26757"
"liborange0","2021","38"
"liborange0","2022","33"
"liborange0","2023","31"
"liborange0","2024","25"
"liborange0","2025","16"
"liborc-0.4-0","2021","112173"
"liborc-0.4-0","2022","105525"
"liborc-0.4-0","2023","119478"
"liborc-0.4-0","2024","120515"
"liborc-0.4-0","2025","85135"
"liborc-0.4-0t64","2024","9386"
"liborc-0.4-0t64","2025","64485"
"liborc-0.4-dev","2021","2662"
"liborc-0.4-dev","2022","2463"
"liborc-0.4-dev","2023","2565"
"liborc-0.4-dev","2024","2674"
"liborc-0.4-dev","2025","2591"
"liborc-0.4-dev-bin","2021","2554"
"liborc-0.4-dev-bin","2022","2404"
"liborc-0.4-dev-bin","2023","2514"
"liborc-0.4-dev-bin","2024","2653"
"liborc-0.4-dev-bin","2025","2577"
"liborcania-dev","2021","14"
"liborcania-dev","2022","11"
"liborcania-dev","2023","16"
"liborcania-dev","2024","24"
"liborcania-dev","2025","29"
"liborcania2.3","2022","42"
"liborcania2.3","2023","61"
"liborcania2.3","2024","146"
"liborcania2.3","2025","211"
"liborcus-0.18-0","2023","1"
"liborcus-0.18-0","2024","8328"
"liborcus-0.18-0","2025","52509"
"liborcus-bin","2021","5"
"liborcus-bin","2022","4"
"liborcus-bin","2023","5"
"liborcus-bin","2024","6"
"liborcus-bin","2025","7"
"liborcus-dev","2021","66"
"liborcus-dev","2022","46"
"liborcus-dev","2023","47"
"liborcus-dev","2024","31"
"liborcus-dev","2025","34"
"liborcus-mso-0.18-0","2023","1"
"liborcus-mso-0.18-0","2024","10"
"liborcus-mso-0.18-0","2025","17"
"liborcus-parser-0.18-0","2023","1"
"liborcus-parser-0.18-0","2024","8328"
"liborcus-parser-0.18-0","2025","52515"
"liborcus-spreadsheet-model-0.18-0","2023","1"
"liborcus-spreadsheet-model-0.18-0","2024","65"
"liborcus-spreadsheet-model-0.18-0","2025","351"
"liborigin2-1v5","2021","351"
"liborigin2-1v5","2022","211"
"liborigin2-1v5","2023","177"
"liborigin2-1v5","2024","98"
"liborigin2-1v5","2025","315"
"liborigin2-dev","2021","29"
"liborigin2-dev","2022","19"
"liborigin2-dev","2023","19"
"liborigin2-dev","2024","18"
"liborigin2-dev","2025","260"
"liborocos-bfl-dev","2021","17"
"liborocos-bfl-dev","2022","12"
"liborocos-bfl-dev","2023","10"
"liborocos-bfl-dev","2024","9"
"liborocos-bfl-dev","2025","9"
"liborocos-bfl-examples","2021","2"
"liborocos-bfl-examples","2022","1"
"liborocos-bfl-examples","2023","1"
"liborocos-bfl-examples","2024","1"
"liborocos-bfl0.8","2021","19"
"liborocos-bfl0.8","2022","13"
"liborocos-bfl0.8","2023","11"
"liborocos-bfl0.8","2024","9"
"liborocos-bfl0.8","2025","9"
"liborocos-kdl-dev","2021","136"
"liborocos-kdl-dev","2022","113"
"liborocos-kdl-dev","2023","107"
"liborocos-kdl-dev","2024","117"
"liborocos-kdl-dev","2025","108"
"liborocos-kdl1.5","2021","10"
"liborocos-kdl1.5","2022","37"
"liborocos-kdl1.5","2023","50"
"liborocos-kdl1.5","2024","115"
"liborocos-kdl1.5","2025","124"
"liborthancframework-dev","2022","1"
"liborthancframework-dev","2023","1"
"liborthancframework-dev","2024","1"
"liborthancframework-dev","2025","2"
"liborthancframework1","2021","9"
"liborthancframework1","2022","8"
"liborthancframework1","2023","11"
"liborthancframework1","2024","8"
"liborthancframework1","2025","8"
"libortp-dev","2021","89"
"libortp-dev","2022","70"
"libortp-dev","2023","70"
"libortp-dev","2024","54"
"libortp-dev","2025","58"
"libortp16","2022","138"
"libortp16","2023","419"
"libortp16","2024","942"
"libortp16","2025","739"
"libortp8","2021","390"
"libortp8","2022","257"
"libortp8","2023","220"
"libortp8","2024","157"
"libortp8","2025","120"
"libortp9","2021","3532"
"libortp9","2022","2136"
"libortp9","2023","1871"
"libortp9","2024","1025"
"libortp9","2025","737"
"liboscpack-dev","2021","4"
"liboscpack-dev","2022","7"
"liboscpack-dev","2023","8"
"liboscpack-dev","2024","5"
"liboscpack-dev","2025","10"
"liboscpack1","2021","222"
"liboscpack1","2022","306"
"liboscpack1","2023","317"
"liboscpack1","2024","288"
"liboscpack1","2025","288"
"libosd-dev","2021","18"
"libosd-dev","2022","16"
"libosd-dev","2023","24"
"libosd-dev","2024","22"
"libosd-dev","2025","21"
"libosdcpu3.6.0","2024","428"
"libosdcpu3.6.0","2025","2862"
"libosdgpu3.6.0","2024","428"
"libosdgpu3.6.0","2025","2861"
"libosgearth-dev","2021","41"
"libosgearth-dev","2022","16"
"libosgearth-dev","2023","14"
"libosgearth-dev","2024","8"
"libosgearth-dev","2025","3"
"libosgearth1","2021","2"
"libosgearth1","2023","1"
"libosgearth1","2025","1"
"libosgearth3","2021","41"
"libosgearth3","2022","32"
"libosgearth3","2023","20"
"libosgearth3","2024","9"
"libosgearth3","2025","7"
"libosgearthannotation3","2021","41"
"libosgearthannotation3","2022","32"
"libosgearthannotation3","2023","20"
"libosgearthannotation3","2024","9"
"libosgearthannotation3","2025","7"
"libosgearthfeatures3","2021","41"
"libosgearthfeatures3","2022","32"
"libosgearthfeatures3","2023","20"
"libosgearthfeatures3","2024","9"
"libosgearthfeatures3","2025","7"
"libosgearthqt3","2021","41"
"libosgearthqt3","2022","32"
"libosgearthqt3","2023","20"
"libosgearthqt3","2024","9"
"libosgearthqt3","2025","7"
"libosgearthsymbology3","2021","41"
"libosgearthsymbology3","2022","32"
"libosgearthsymbology3","2023","20"
"libosgearthsymbology3","2024","9"
"libosgearthsymbology3","2025","7"
"libosgearthutil3","2021","41"
"libosgearthutil3","2022","32"
"libosgearthutil3","2023","20"
"libosgearthutil3","2024","9"
"libosgearthutil3","2025","7"
"libosinfo-1.0-0","2021","55217"
"libosinfo-1.0-0","2022","54422"
"libosinfo-1.0-0","2023","62669"
"libosinfo-1.0-0","2024","71175"
"libosinfo-1.0-0","2025","83221"
"libosinfo-1.0-dev","2021","17"
"libosinfo-1.0-dev","2022","16"
"libosinfo-1.0-dev","2023","13"
"libosinfo-1.0-dev","2024","16"
"libosinfo-1.0-dev","2025","25"
"libosinfo-bin","2021","2839"
"libosinfo-bin","2022","2761"
"libosinfo-bin","2023","2914"
"libosinfo-bin","2024","3204"
"libosinfo-bin","2025","3362"
"libosip2-15","2022","18"
"libosip2-15","2023","31"
"libosip2-15","2024","31"
"libosip2-15","2025","16"
"libosip2-15t64","2024","21"
"libosip2-15t64","2025","37"
"libosip2-dev","2021","37"
"libosip2-dev","2022","33"
"libosip2-dev","2023","35"
"libosip2-dev","2024","30"
"libosip2-dev","2025","30"
"libosl-dev","2021","2"
"libosl-dev","2022","4"
"libosl-dev","2023","3"
"libosl-dev","2024","5"
"libosl-dev","2025","3"
"libosl1v5","2021","12"
"libosl1v5","2022","14"
"libosl1v5","2023","50"
"libosl1v5","2024","106"
"libosl1v5","2025","112"
"libosmcomp5","2021","63"
"libosmcomp5","2022","129"
"libosmcomp5","2023","129"
"libosmcomp5","2024","216"
"libosmcomp5","2025","267"
"libosmesa6","2021","20044"
"libosmesa6","2022","17422"
"libosmesa6","2023","17508"
"libosmesa6","2024","18944"
"libosmesa6","2025","19251"
"libosmesa6-dev","2021","1213"
"libosmesa6-dev","2022","1208"
"libosmesa6-dev","2023","1273"
"libosmesa6-dev","2024","1224"
"libosmesa6-dev","2025","1004"
"libosmgpsmap-1.0-1","2021","4617"
"libosmgpsmap-1.0-1","2022","4182"
"libosmgpsmap-1.0-1","2023","4269"
"libosmgpsmap-1.0-1","2024","4516"
"libosmgpsmap-1.0-1","2025","4836"
"libosmgpsmap-1.0-dev","2021","98"
"libosmgpsmap-1.0-dev","2022","81"
"libosmgpsmap-1.0-dev","2023","81"
"libosmgpsmap-1.0-dev","2024","80"
"libosmgpsmap-1.0-dev","2025","81"
"libosmium2-dev","2021","58"
"libosmium2-dev","2022","41"
"libosmium2-dev","2023","47"
"libosmium2-dev","2024","48"
"libosmium2-dev","2025","46"
"libosmo-abis-dev","2021","2"
"libosmo-abis-dev","2022","5"
"libosmo-abis-dev","2023","3"
"libosmo-abis-dev","2024","2"
"libosmo-abis-dev","2025","2"
"libosmo-fl2k-dev","2021","7"
"libosmo-fl2k-dev","2022","10"
"libosmo-fl2k-dev","2023","7"
"libosmo-fl2k-dev","2024","8"
"libosmo-fl2k-dev","2025","6"
"libosmo-fl2k0","2021","45"
"libosmo-fl2k0","2022","59"
"libosmo-fl2k0","2023","72"
"libosmo-fl2k0","2024","78"
"libosmo-fl2k0","2025","259"
"libosmo-gsup-client-dev","2022","2"
"libosmo-gsup-client-dev","2023","2"
"libosmo-gsup-client-dev","2024","1"
"libosmo-gsup-client-dev","2025","2"
"libosmo-gsup-client0","2021","3"
"libosmo-gsup-client0","2022","5"
"libosmo-gsup-client0","2023","4"
"libosmo-gsup-client0","2024","3"
"libosmo-gsup-client0","2025","5"
"libosmo-hnbap-dev","2024","1"
"libosmo-hnbap-dev","2025","2"
"libosmo-hnbap0","2024","1"
"libosmo-hnbap0","2025","2"
"libosmo-mgcp-client-dev","2021","1"
"libosmo-mgcp-client-dev","2022","3"
"libosmo-mgcp-client-dev","2023","1"
"libosmo-mgcp-client-dev","2024","2"
"libosmo-mgcp-client-dev","2025","3"
"libosmo-mgcp-client14","2024","2"
"libosmo-mgcp-client14","2025","5"
"libosmo-mslookup-dev","2024","1"
"libosmo-mslookup-dev","2025","2"
"libosmo-mslookup1","2025","3"
"libosmo-netif-dev","2021","3"
"libosmo-netif-dev","2022","6"
"libosmo-netif-dev","2023","3"
"libosmo-netif-dev","2024","4"
"libosmo-netif-dev","2025","5"
"libosmo-ranap-dev","2021","1"
"libosmo-ranap-dev","2022","3"
"libosmo-ranap-dev","2023","1"
"libosmo-ranap-dev","2024","2"
"libosmo-ranap-dev","2025","3"
"libosmo-ranap7","2024","1"
"libosmo-ranap7","2025","3"
"libosmo-rua-dev","2024","1"
"libosmo-rua-dev","2025","2"
"libosmo-rua0","2024","1"
"libosmo-rua0","2025","2"
"libosmo-sabp-dev","2022","2"
"libosmo-sabp-dev","2023","1"
"libosmo-sabp-dev","2024","2"
"libosmo-sabp-dev","2025","3"
"libosmo-sabp1","2023","2"
"libosmo-sabp1","2024","3"
"libosmo-sabp1","2025","3"
"libosmo-sccp-dev","2021","6"
"libosmo-sccp-dev","2022","7"
"libosmo-sccp-dev","2023","5"
"libosmo-sccp-dev","2024","1"
"libosmo-sccp-dev","2025","3"
"libosmo-sigtran-dev","2021","1"
"libosmo-sigtran-dev","2022","5"
"libosmo-sigtran-dev","2023","2"
"libosmo-sigtran-dev","2024","3"
"libosmo-sigtran-dev","2025","4"
"libosmo-sigtran11","2025","4"
"libosmoabis15","2025","3"
"libosmocodec4","2024","24"
"libosmocodec4","2025","218"
"libosmocoding0","2021","78"
"libosmocoding0","2022","79"
"libosmocoding0","2023","72"
"libosmocoding0","2024","84"
"libosmocoding0","2025","258"
"libosmocore","2021","9"
"libosmocore","2022","13"
"libosmocore","2023","9"
"libosmocore","2024","7"
"libosmocore","2025","12"
"libosmocore-dev","2021","29"
"libosmocore-dev","2022","31"
"libosmocore-dev","2023","28"
"libosmocore-dev","2024","26"
"libosmocore-dev","2025","23"
"libosmocore22","2024","31"
"libosmocore22","2025","229"
"libosmoctrl0","2021","46"
"libosmoctrl0","2022","45"
"libosmoctrl0","2023","44"
"libosmoctrl0","2024","40"
"libosmoctrl0","2025","41"
"libosmogb14","2022","10"
"libosmogb14","2023","15"
"libosmogb14","2024","22"
"libosmogb14","2025","30"
"libosmogsm20","2024","31"
"libosmogsm20","2025","228"
"libosmoisdn0","2024","31"
"libosmoisdn0","2025","228"
"libosmomtp0","2021","11"
"libosmomtp0","2022","10"
"libosmomtp0","2023","8"
"libosmomtp0","2024","5"
"libosmomtp0","2025","4"
"libosmonetif11","2024","4"
"libosmonetif11","2025","8"
"libosmosccp0","2021","8"
"libosmosccp0","2022","10"
"libosmosccp0","2023","8"
"libosmosccp0","2024","4"
"libosmosccp0","2025","5"
"libosmosdr-dev","2021","48"
"libosmosdr-dev","2022","33"
"libosmosdr-dev","2023","30"
"libosmosdr-dev","2024","40"
"libosmosdr-dev","2025","39"
"libosmosdr0","2021","1223"
"libosmosdr0","2022","1214"
"libosmosdr0","2023","1332"
"libosmosdr0","2024","1667"
"libosmosdr0","2025","1991"
"libosmosim2","2021","15"
"libosmosim2","2022","30"
"libosmosim2","2023","29"
"libosmosim2","2024","28"
"libosmosim2","2025","31"
"libosmotrau11","2025","2"
"libosmovty13","2024","17"
"libosmovty13","2025","26"
"libosmoxua0","2021","6"
"libosmoxua0","2022","7"
"libosmoxua0","2023","5"
"libosmoxua0","2024","2"
"libosmoxua0","2025","4"
"libosmpbf-dev","2021","561"
"libosmpbf-dev","2022","518"
"libosmpbf-dev","2023","540"
"libosmpbf-dev","2024","420"
"libosmpbf-dev","2025","154"
"libosmpbf1","2021","512"
"libosmpbf1","2022","491"
"libosmpbf1","2023","514"
"libosmpbf1","2024","415"
"libosmpbf1","2025","150"
"libosmvendor5","2021","63"
"libosmvendor5","2022","128"
"libosmvendor5","2023","129"
"libosmvendor5","2024","216"
"libosmvendor5","2025","267"
"libosp-dev","2021","130"
"libosp-dev","2022","100"
"libosp-dev","2023","98"
"libosp-dev","2024","98"
"libosp-dev","2025","89"
"libosp5","2021","11938"
"libosp5","2022","10481"
"libosp5","2023","10515"
"libosp5","2024","10691"
"libosp5","2025","11002"
"libospray-dev","2025","3"
"libospray3","2025","3"
"libosptk-dev","2021","174"
"libosptk-dev","2022","288"
"libosptk-dev","2023","337"
"libosptk-dev","2024","566"
"libosptk-dev","2025","626"
"libosptk4","2021","176"
"libosptk4","2022","289"
"libosptk4","2023","341"
"libosptk4","2024","574"
"libosptk4","2025","614"
"libosptk4t64","2024","4"
"libosptk4t64","2025","20"
"libosra-dev","2022","1"
"libosra-dev","2023","1"
"libosra-dev","2024","1"
"libosra-dev","2025","2"
"libosra2","2023","1"
"libosra2","2024","1"
"libosra2","2025","3"
"libosrf-memory-tools0d","2022","1"
"libosrf-memory-tools0d","2024","8"
"libosrf-memory-tools0d","2025","7"
"libosrf-testing-tools-cpp-dev","2022","1"
"libosrf-testing-tools-cpp-dev","2024","7"
"libosrf-testing-tools-cpp-dev","2025","6"
"libossp-uuid-dev","2021","367"
"libossp-uuid-dev","2022","368"
"libossp-uuid-dev","2023","356"
"libossp-uuid-dev","2024","366"
"libossp-uuid-dev","2025","352"
"libossp-uuid16","2021","19641"
"libossp-uuid16","2022","18224"
"libossp-uuid16","2023","16188"
"libossp-uuid16","2024","13643"
"libossp-uuid16","2025","13091"
"libost-base2.9","2024","2"
"libost-base2.9","2025","5"
"libost-bindings2.9","2024","2"
"libost-bindings2.9","2025","5"
"libost-conop2.9","2024","2"
"libost-conop2.9","2025","5"
"libost-db2.9","2024","2"
"libost-db2.9","2025","5"
"libost-geom2.9","2024","2"
"libost-geom2.9","2025","5"
"libost-gfx2.9","2024","2"
"libost-gfx2.9","2025","5"
"libost-gui2.9","2024","2"
"libost-gui2.9","2025","5"
"libost-img-alg2.9","2024","2"
"libost-img-alg2.9","2025","5"
"libost-img2.9","2024","2"
"libost-img2.9","2025","5"
"libost-info2.9","2024","2"
"libost-info2.9","2025","5"
"libost-io2.9","2024","2"
"libost-io2.9","2025","5"
"libost-mol-alg2.9","2024","2"
"libost-mol-alg2.9","2025","5"
"libost-mol-mm2.9","2024","2"
"libost-mol-mm2.9","2025","5"
"libost-mol2.9","2024","2"
"libost-mol2.9","2025","5"
"libost-seq-alg2.9","2024","2"
"libost-seq-alg2.9","2025","5"
"libost-seq2.9","2024","2"
"libost-seq2.9","2025","5"
"libostree-1-1","2021","28402"
"libostree-1-1","2022","40442"
"libostree-1-1","2023","53476"
"libostree-1-1","2024","68429"
"libostree-1-1","2025","82560"
"libostree-dev","2021","138"
"libostree-dev","2022","121"
"libostree-dev","2023","127"
"libostree-dev","2024","180"
"libostree-dev","2025","196"
"libostyle-dev","2021","5"
"libostyle-dev","2022","5"
"libostyle-dev","2023","5"
"libostyle-dev","2024","2"
"libostyle-dev","2025","2"
"libostyle1","2021","1"
"libostyle1","2022","1"
"libostyle1","2023","1"
"libostyle1t64","2024","953"
"libostyle1t64","2025","2845"
"libotcl1","2021","546"
"libotcl1","2022","526"
"libotcl1","2023","561"
"libotcl1","2024","464"
"libotcl1","2025","225"
"libotcl1-dev","2021","4"
"libotcl1-dev","2022","4"
"libotcl1-dev","2023","5"
"libotcl1-dev","2024","5"
"libotcl1-dev","2025","4"
"libotf-dev","2021","363"
"libotf-dev","2022","370"
"libotf-dev","2023","351"
"libotf-dev","2024","414"
"libotf-dev","2025","390"
"libotf-trace-dev","2021","5"
"libotf-trace-dev","2022","3"
"libotf-trace-dev","2023","2"
"libotf-trace-dev","2024","2"
"libotf-trace-dev","2025","1"
"libotf1","2021","1"
"libotf1","2022","2003"
"libotf1","2023","3950"
"libotf1","2024","10796"
"libotf1","2025","12717"
"libotf2-trace-dev","2022","1"
"libotf2-trace-dev","2023","1"
"libotf2-trace-dev","2024","4"
"libotf2-trace-dev","2025","6"
"libotfaux0","2021","32"
"libotfaux0","2022","24"
"libotfaux0","2023","24"
"libotfaux0","2024","9"
"libotfaux0","2025","11"
"libotp0-heimdal","2021","1313"
"libotp0-heimdal","2022","1210"
"libotp0-heimdal","2023","1263"
"libotp0-heimdal","2024","1218"
"libotp0-heimdal","2025","1176"
"libotp0t64-heimdal","2024","72"
"libotp0t64-heimdal","2025","257"
"libotpw-dev","2021","2"
"libotpw-dev","2022","2"
"libotpw-dev","2023","2"
"libotpw-dev","2024","1"
"libotr2","2021","389"
"libotr2","2022","261"
"libotr2","2023","222"
"libotr2","2024","157"
"libotr2","2025","122"
"libotr2-bin","2021","7"
"libotr2-bin","2022","7"
"libotr2-bin","2023","6"
"libotr2-bin","2024","6"
"libotr2-bin","2025","4"
"libotr2-dev","2021","8"
"libotr2-dev","2022","8"
"libotr2-dev","2023","7"
"libotr2-dev","2024","6"
"libotr2-dev","2025","5"
"libotr5","2021","12258"
"libotr5","2022","7365"
"libotr5","2023","19158"
"libotr5","2024","25683"
"libotr5","2025","16954"
"libotr5-dev","2021","72"
"libotr5-dev","2022","63"
"libotr5-dev","2023","65"
"libotr5-dev","2024","45"
"libotr5-dev","2025","50"
"libotr5t64","2024","3094"
"libotr5t64","2025","14068"
"libots-dev","2021","16"
"libots-dev","2022","15"
"libots-dev","2023","13"
"libots-dev","2024","9"
"libots-dev","2025","7"
"libots0","2021","2491"
"libots0","2022","2245"
"libots0","2023","2189"
"libots0","2024","1929"
"libots0","2025","1654"
"libout123-0","2021","6316"
"libout123-0","2022","6322"
"libout123-0","2023","6594"
"libout123-0","2024","6758"
"libout123-0","2025","5328"
"libout123-0t64","2024","1110"
"libout123-0t64","2025","3208"
"libow-3.2-4","2021","274"
"libow-3.2-4","2022","442"
"libow-3.2-4","2023","463"
"libow-3.2-4","2024","294"
"libow-3.2-4","2025","188"
"libow-3.2-4t64","2024","34"
"libow-3.2-4t64","2025","180"
"libow-dev","2021","23"
"libow-dev","2022","19"
"libow-dev","2023","20"
"libow-dev","2024","16"
"libow-dev","2025","15"
"libow-perl","2021","6"
"libow-perl","2022","7"
"libow-perl","2023","6"
"libow-perl","2024","7"
"libow-perl","2025","6"
"libowcapi-3.2-4","2021","246"
"libowcapi-3.2-4","2022","377"
"libowcapi-3.2-4","2023","391"
"libowcapi-3.2-4","2024","228"
"libowcapi-3.2-4","2025","144"
"libowcapi-3.2-4t64","2024","26"
"libowcapi-3.2-4t64","2025","146"
"libowfat-dev","2021","21"
"libowfat-dev","2022","23"
"libowfat-dev","2023","25"
"libowfat-dev","2024","26"
"libowfat-dev","2025","28"
"libowfat0","2021","45"
"libowfat0","2022","38"
"libowfat0","2023","41"
"libowfat0","2024","45"
"libowfat0","2025","30"
"libowfat0t64","2024","7"
"libowfat0t64","2025","22"
"libowncloudsync-dev","2021","11"
"libowncloudsync-dev","2022","8"
"libowncloudsync-dev","2023","9"
"libowncloudsync-dev","2024","6"
"libowncloudsync-dev","2025","4"
"libowncloudsync0","2021","1386"
"libowncloudsync0","2022","924"
"libowncloudsync0","2023","813"
"libowncloudsync0","2024","529"
"libowncloudsync0","2025","391"
"libowncloudsync0t64","2024","77"
"libowncloudsync0t64","2025","292"
"libownet-3.2-4","2021","2"
"libownet-3.2-4","2022","6"
"libownet-3.2-4","2023","5"
"libownet-3.2-4","2024","3"
"libownet-3.2-4t64","2024","2"
"libownet-3.2-4t64","2025","4"
"libownet-dev","2021","5"
"libownet-dev","2022","6"
"libownet-dev","2023","5"
"libownet-dev","2024","5"
"libownet-dev","2025","4"
"liboxygenstyle5-6","2024","582"
"liboxygenstyle5-6","2025","813"
"liboxygenstyle6-6","2024","1853"
"liboxygenstyle6-6","2025","1210"
"liboxygenstyleconfig5-6","2024","12"
"liboxygenstyleconfig5-6","2025","18"
"liboxygenstyleconfig6-6","2024","1853"
"liboxygenstyleconfig6-6","2025","1212"
"libp11-3","2021","61"
"libp11-3","2022","68"
"libp11-3","2023","78"
"libp11-3","2024","50"
"libp11-3","2025","30"
"libp11-3t64","2024","14"
"libp11-3t64","2025","3268"
"libp11-dev","2021","27"
"libp11-dev","2022","26"
"libp11-dev","2023","32"
"libp11-dev","2024","27"
"libp11-dev","2025","24"
"libp11-kit-dev","2021","11882"
"libp11-kit-dev","2022","9953"
"libp11-kit-dev","2023","9634"
"libp11-kit-dev","2024","10717"
