spdx_id,spdx_id_canonical,name,is_osi_approved,is_fsf_libre,is_deprecated,reference,osi_url,fetched_at
unlicense-libtelnet,Unlicense-libtelnet,Unlicense - libtelnet variant,False,False,False,https://spdx.org/licenses/Unlicense-libtelnet.html,,2026-07-06T16:17:40Z
unlicense-libwhirlpool,Unlicense-libwhirlpool,Unlicense - libwhirlpool variant,False,False,False,https://spdx.org/licenses/Unlicense-libwhirlpool.html,,2026-07-06T16:17:40Z
unrar,UnRAR,UnRAR License,False,False,False,https://spdx.org/licenses/UnRAR.html,,2026-07-06T16:17:40Z
upl-1.0,UPL-1.0,Universal Permissive License v1.0,True,True,False,https://spdx.org/licenses/UPL-1.0.html,https://opensource.org/license/UPL-1.0,2026-07-06T16:17:40Z
urt-rle,URT-RLE,Utah Raster Toolkit Run Length Encoded License,False,False,False,https://spdx.org/licenses/URT-RLE.html,,2026-07-06T16:17:40Z
vim,Vim,Vim License,False,True,False,https://spdx.org/licenses/Vim.html,,2026-07-06T16:17:40Z
vixie-cron,Vixie-Cron,Vixie Cron License,False,False,False,https://spdx.org/licenses/Vixie-Cron.html,,2026-07-06T16:17:40Z
vostrom,VOSTROM,VOSTROM Public License for Open Source,False,False,False,https://spdx.org/licenses/VOSTROM.html,,2026-07-06T16:17:40Z
vsl-1.0,VSL-1.0,Vovida Software License v1.0,True,False,False,https://spdx.org/licenses/VSL-1.0.html,https://opensource.org/license/VSL-1.0,2026-07-06T16:17:40Z
w3c,W3C,W3C Software Notice and License (2002-12-31),True,True,False,https://spdx.org/licenses/W3C.html,https://opensource.org/license/W3C,2026-07-06T16:17:40Z
w3c-19980720,W3C-19980720,W3C Software Notice and License (1998-07-20),False,False,False,https://spdx.org/licenses/W3C-19980720.html,,2026-07-06T16:17:40Z
w3c-20150513,W3C-20150513,W3C Software Notice and Document License (2015-05-13),True,False,False,https://spdx.org/licenses/W3C-20150513.html,,2026-07-06T16:17:40Z
w3m,w3m,w3m License,False,False,False,https://spdx.org/licenses/w3m.html,,2026-07-06T16:17:40Z
watcom-1.0,Watcom-1.0,Sybase Open Watcom Public License 1.0,True,False,False,https://spdx.org/licenses/Watcom-1.0.html,https://opensource.org/license/Watcom-1.0,2026-07-06T16:17:40Z
widget-workshop,Widget-Workshop,Widget Workshop License,False,False,False,https://spdx.org/licenses/Widget-Workshop.html,,2026-07-06T16:17:40Z
wordnet,WordNet,WordNet License,True,False,False,https://spdx.org/licenses/WordNet.html,,2026-07-06T16:17:40Z
wsuipa,Wsuipa,Wsuipa License,False,False,False,https://spdx.org/licenses/Wsuipa.html,,2026-07-06T16:17:40Z
wtfnmfpl,WTFNMFPL,Do What The F*ck You Want To But It's Not My Fault Public License,False,False,False,https://spdx.org/licenses/WTFNMFPL.html,,2026-07-06T16:17:40Z
wtfpl,WTFPL,Do What The F*ck You Want To Public License,False,True,False,https://spdx.org/licenses/WTFPL.html,,2026-07-06T16:17:40Z
wwl,wwl,WWL License,False,False,False,https://spdx.org/licenses/wwl.html,,2026-07-06T16:17:40Z
wxwindows,wxWindows,wxWindows Library License,True,False,True,https://spdx.org/licenses/wxWindows.html,https://opensource.org/license/wxWindows,2026-07-06T16:17:40Z
x11,X11,X11 License,False,True,False,https://spdx.org/licenses/X11.html,,2026-07-06T16:17:40Z
x11-distribute-modifications-variant,X11-distribute-modifications-variant,X11 License Distribution Modification Variant,False,False,False,https://spdx.org/licenses/X11-distribute-modifications-variant.html,,2026-07-06T16:17:40Z
x11-no-permit-persons,X11-no-permit-persons,X11 no permit persons clause,False,False,False,https://spdx.org/licenses/X11-no-permit-persons.html,,2026-07-06T16:17:40Z
x11-swapped,X11-swapped,X11 swapped final paragraphs,False,False,False,https://spdx.org/licenses/X11-swapped.html,,2026-07-06T16:17:40Z
xdebug-1.03,Xdebug-1.03,Xdebug License v 1.03,False,False,False,https://spdx.org/licenses/Xdebug-1.03.html,,2026-07-06T16:17:40Z
xerox,Xerox,Xerox License,False,False,False,https://spdx.org/licenses/Xerox.html,,2026-07-06T16:17:40Z
xfig,Xfig,Xfig License,False,False,False,https://spdx.org/licenses/Xfig.html,,2026-07-06T16:17:40Z
xfree86-1.1,XFree86-1.1,XFree86 License 1.1,False,True,False,https://spdx.org/licenses/XFree86-1.1.html,,2026-07-06T16:17:40Z
xinetd,xinetd,xinetd License,False,True,False,https://spdx.org/licenses/xinetd.html,,2026-07-06T16:17:40Z
xkeyboard-config-zinoviev,xkeyboard-config-Zinoviev,xkeyboard-config Zinoviev License,False,False,False,https://spdx.org/licenses/xkeyboard-config-Zinoviev.html,,2026-07-06T16:17:40Z
xlock,xlock,xlock License,False,False,False,https://spdx.org/licenses/xlock.html,,2026-07-06T16:17:40Z
xnet,Xnet,X.Net License,True,False,False,https://spdx.org/licenses/Xnet.html,https://opensource.org/license/Xnet,2026-07-06T16:17:40Z
xpp,xpp,XPP License,False,False,False,https://spdx.org/licenses/xpp.html,,2026-07-06T16:17:40Z
xskat,XSkat,XSkat License,False,False,False,https://spdx.org/licenses/XSkat.html,,2026-07-06T16:17:40Z
xzoom,xzoom,xzoom License,False,False,False,https://spdx.org/licenses/xzoom.html,,2026-07-06T16:17:40Z
ypl-1.0,YPL-1.0,Yahoo! Public License v1.0,False,False,False,https://spdx.org/licenses/YPL-1.0.html,,2026-07-06T16:17:40Z
ypl-1.1,YPL-1.1,Yahoo! Public License v1.1,False,True,False,https://spdx.org/licenses/YPL-1.1.html,,2026-07-06T16:17:40Z
zed,Zed,Zed License,False,False,False,https://spdx.org/licenses/Zed.html,,2026-07-06T16:17:40Z
zeeff,Zeeff,Zeeff License,False,False,False,https://spdx.org/licenses/Zeeff.html,,2026-07-06T16:17:40Z
zend-2.0,Zend-2.0,Zend License v2.0,False,True,False,https://spdx.org/licenses/Zend-2.0.html,,2026-07-06T16:17:40Z
zimbra-1.3,Zimbra-1.3,Zimbra Public License v1.3,False,True,False,https://spdx.org/licenses/Zimbra-1.3.html,,2026-07-06T16:17:40Z
zimbra-1.4,Zimbra-1.4,Zimbra Public License v1.4,False,False,False,https://spdx.org/licenses/Zimbra-1.4.html,,2026-07-06T16:17:40Z
zlib,Zlib,zlib License,True,True,False,https://spdx.org/licenses/Zlib.html,https://opensource.org/license/Zlib,2026-07-06T16:17:40Z
zlib-acknowledgement,zlib-acknowledgement,zlib/libpng License with Acknowledgement,False,False,False,https://spdx.org/licenses/zlib-acknowledgement.html,,2026-07-06T16:17:40Z
zpl-1.1,ZPL-1.1,Zope Public License 1.1,False,False,False,https://spdx.org/licenses/ZPL-1.1.html,,2026-07-06T16:17:40Z
zpl-2.0,ZPL-2.0,Zope Public License 2.0,True,True,False,https://spdx.org/licenses/ZPL-2.0.html,https://opensource.org/license/ZPL-2.0,2026-07-06T16:17:40Z
zpl-2.1,ZPL-2.1,Zope Public License 2.1,True,True,False,https://spdx.org/licenses/ZPL-2.1.html,,2026-07-06T16:17:40Z
