repo,repo_id,git_url,status,n_contributors,fetched_at
libuv/libuv,gh/14812739,https://github.com/libuv/libuv.git,ok,442,2026-05-19T11:24:26+00:00
linusu/buffer-from,gh/66025821,https://github.com/linusu/buffer-from.git,ok,2,2026-05-19T11:24:23+00:00
linux-audit/audit-userspace,gh/52464964,https://github.com/linux-audit/audit-userspace.git,ok,71,2026-05-19T11:24:26+00:00
linux-pam/linux-pam,gh/76264690,https://github.com/linux-pam/linux-pam.git,ok,182,2026-05-19T11:24:27+00:00
litejs/natural-compare-lite,gh/9146732,https://github.com/litejs/natural-compare-lite.git,ok,4,2026-05-19T11:24:28+00:00
ljharb/call-bind,gh/308533760,https://github.com/ljharb/call-bind.git,ok,1,2026-05-19T11:24:29+00:00
ljharb/call-bind-apply-helpers,gh/898190951,https://github.com/ljharb/call-bind-apply-helpers.git,ok,1,2026-05-19T11:24:30+00:00
ljharb/call-bound,gh/898125972,https://github.com/ljharb/call-bound.git,ok,1,2026-05-19T11:24:31+00:00
ljharb/concat-map,gh/548993448,https://github.com/ljharb/concat-map.git,ok,1,2026-05-19T11:24:33+00:00
ljharb/define-data-property,gh/689109338,https://github.com/ljharb/define-data-property.git,ok,1,2026-05-19T11:22:36+00:00
ljharb/define-properties,gh/28768789,https://github.com/ljharb/define-properties.git,ok,1,2026-05-19T11:22:37+00:00
ljharb/es-abstract,gh/28995155,https://github.com/ljharb/es-abstract.git,ok,11,2026-05-19T11:22:38+00:00
ljharb/es-define-property,gh/756570458,https://github.com/ljharb/es-define-property.git,ok,1,2026-05-19T11:22:38+00:00
ljharb/es-errors,gh/752160492,https://github.com/ljharb/es-errors.git,ok,1,2026-05-19T11:22:39+00:00
ljharb/es-shim-unscopables,gh/480458584,https://github.com/ljharb/es-shim-unscopables.git,ok,1,2026-05-19T11:22:39+00:00
ljharb/es-to-primitive,gh/32377814,https://github.com/ljharb/es-to-primitive.git,ok,2,2026-05-19T11:22:40+00:00
ljharb/get-intrinsic,gh/308516559,https://github.com/ljharb/get-intrinsic.git,ok,2,2026-05-19T11:22:41+00:00
ljharb/get-proto,gh/911035271,https://github.com/ljharb/get-proto.git,ok,1,2026-05-19T11:22:42+00:00
ljharb/gopd,gh/560708130,https://github.com/ljharb/gopd.git,ok,1,2026-05-19T11:22:43+00:00
ljharb/internal-slot,gh/216159146,https://github.com/ljharb/internal-slot.git,ok,1,2026-05-19T11:22:44+00:00
ljharb/object-keys,gh/9103992,https://github.com/ljharb/object-keys.git,ok,6,2026-05-19T11:22:45+00:00
ljharb/object.assign,gh/17755831,https://github.com/ljharb/object.assign.git,ok,6,2026-05-19T11:22:46+00:00
ljharb/possible-typed-array-names,gh/760136716,https://github.com/ljharb/possible-typed-array-names.git,ok,1,2026-05-19T11:22:47+00:00
ljharb/qs,gh/22266795,https://github.com/ljharb/qs.git,ok,65,2026-05-19T11:22:48+00:00
ljharb/safe-regex-test,gh/540138887,https://github.com/ljharb/safe-regex-test.git,ok,3,2026-05-19T11:22:49+00:00
ljharb/set-function-length,gh/704249795,https://github.com/ljharb/set-function-length.git,ok,1,2026-05-19T11:22:50+00:00
ljharb/side-channel,gh/225239081,https://github.com/ljharb/side-channel.git,ok,4,2026-05-19T11:22:51+00:00
ljharb/side-channel-list,gh/901451610,https://github.com/ljharb/side-channel-list.git,ok,1,2026-05-19T11:22:52+00:00
ljharb/side-channel-map,gh/901191461,https://github.com/ljharb/side-channel-map.git,ok,1,2026-05-19T11:22:53+00:00
ljharb/side-channel-weakmap,gh/901188921,https://github.com/ljharb/side-channel-weakmap.git,ok,1,2026-05-19T11:22:54+00:00
lodash/lodash,gh/3955647,https://github.com/lodash/lodash.git,ok,219,2026-05-19T11:22:56+00:00
loganfsmyth/gensync,gh/132383032,https://github.com/loganfsmyth/gensync.git,ok,3,2026-05-19T11:22:57+00:00
lokathor/bytemuck,gh/209673558,https://github.com/lokathor/bytemuck.git,ok,68,2026-05-19T11:22:57+00:00
lovell/detect-libc,gh/96149091,https://github.com/lovell/detect-libc.git,ok,9,2026-07-13T16:59:41+00:00
lukeed/dequal,gh/174421655,https://github.com/lukeed/dequal.git,ok,5,2026-05-19T11:22:59+00:00
lukeed/escalade,gh/273568715,https://github.com/lukeed/escalade.git,ok,4,2026-05-19T11:23:00+00:00
lukeed/kleur,gh/140393403,https://github.com/lukeed/kleur.git,ok,16,2026-05-19T11:23:01+00:00
lxml/lxml,gh/1353927,https://github.com/lxml/lxml.git,ok,169,2026-05-19T11:23:03+00:00
lydell/js-tokens,gh/17552490,https://github.com/lydell/js-tokens.git,ok,5,2026-05-19T11:23:04+00:00
lz4/lz4,gh/18106269,https://github.com/lz4/lz4.git,ok,176,2026-05-19T11:23:05+00:00
madler/zlib,gh/2359378,https://github.com/madler/zlib.git,ok,78,2026-05-19T11:23:06+00:00
mafintosh/end-of-stream,gh/14732255,https://github.com/mafintosh/end-of-stream.git,ok,9,2026-05-19T11:23:07+00:00
mafintosh/pump,gh/12118126,https://github.com/mafintosh/pump.git,ok,7,2026-05-19T11:23:09+00:00
mafintosh/tar-stream,gh/15340089,https://github.com/mafintosh/tar-stream.git,ok,42,2026-05-19T11:23:10+00:00
marshallpierce/rust-base64,gh/47371310,https://github.com/marshallpierce/rust-base64.git,ok,47,2026-05-19T11:23:11+00:00
mathiasbynens/cssesc,gh/12001360,https://github.com/mathiasbynens/cssesc.git,ok,4,2026-05-19T11:23:13+00:00
mathiasbynens/emoji-regex,gh/24557614,https://github.com/mathiasbynens/emoji-regex.git,ok,16,2026-05-19T11:23:14+00:00
mathiasbynens/jsesc,gh/10498729,https://github.com/mathiasbynens/jsesc.git,ok,9,2026-05-19T11:23:15+00:00
mathiasbynens/punycode.js,gh/2755924,https://github.com/mathiasbynens/punycode.js.git,ok,19,2026-05-19T11:23:17+00:00
mathiasbynens/regenerate,gh/10182772,https://github.com/mathiasbynens/regenerate.git,ok,6,2026-05-19T11:23:18+00:00
mathiasbynens/regexpu-core,gh/49437324,https://github.com/mathiasbynens/regexpu-core.git,ok,7,2026-05-19T11:23:19+00:00
mathiasbynens/unicode-canonical-property-names-ecmascript,gh/88346537,https://github.com/mathiasbynens/unicode-canonical-property-names-ecmascript.git,ok,1,2026-05-19T11:23:21+00:00
mathiasbynens/unicode-property-aliases-ecmascript,gh/88333533,https://github.com/mathiasbynens/unicode-property-aliases-ecmascript.git,ok,3,2026-05-19T11:23:22+00:00
matklad/once_cell,gh/143220272,https://github.com/matklad/once_cell.git,ok,57,2026-05-19T11:23:24+00:00
matplotlib/matplotlib,gh/1385122,https://github.com/matplotlib/matplotlib.git,ok,427,2026-05-19T11:23:27+00:00
mcollina/fastq,gh/37368217,https://github.com/mcollina/fastq.git,ok,28,2026-05-19T11:23:27+00:00
mcollina/reusify,gh/42106515,https://github.com/mcollina/reusify.git,ok,7,2026-05-19T11:23:28+00:00
mdn/data,gh/70901646,https://github.com/mdn/data.git,ok,109,2026-05-19T11:23:30+00:00
medikoo/d,gh/10817569,https://github.com/medikoo/d.git,ok,2,2026-05-19T11:23:31+00:00
medikoo/es5-ext,gh/1792941,https://github.com/medikoo/es5-ext.git,ok,10,2026-05-19T11:23:32+00:00
medikoo/es6-symbol,gh/14423385,https://github.com/medikoo/es6-symbol.git,ok,5,2026-05-19T11:23:35+00:00
medikoo/type,gh/177198492,https://github.com/medikoo/type.git,ok,2,2026-05-19T11:23:35+00:00
meinersbur/isl,gh/37677854,https://github.com/meinersbur/isl.git,ok,23,2026-07-13T16:59:46+00:00
mhammond/pywin32,gh/108187130,https://github.com/mhammond/pywin32.git,ok,102,2026-05-19T11:23:36+00:00
micheles/decorator,gh/14656555,https://github.com/micheles/decorator.git,ok,27,2026-05-19T11:23:37+00:00
micromark/micromark,gh/157420458,https://github.com/micromark/micromark.git,ok,20,2026-05-19T11:23:37+00:00
micromatch/anymatch,gh/11458302,https://github.com/micromatch/anymatch.git,ok,12,2026-05-19T11:23:39+00:00
micromatch/braces,gh/25475303,https://github.com/micromatch/braces.git,ok,14,2026-05-19T11:23:40+00:00
micromatch/is-extglob,gh/31788841,https://github.com/micromatch/is-extglob.git,ok,2,2026-05-19T11:23:41+00:00
micromatch/is-glob,gh/28179425,https://github.com/micromatch/is-glob.git,ok,5,2026-05-19T11:23:41+00:00
micromatch/micromatch,gh/27359938,https://github.com/micromatch/micromatch.git,ok,30,2026-05-19T11:23:42+00:00
micromatch/picomatch,gh/156211895,https://github.com/micromatch/picomatch.git,ok,27,2026-05-19T11:23:43+00:00
micromatch/to-regex-range,gh/40355891,https://github.com/micromatch/to-regex-range.git,ok,5,2026-05-19T11:23:45+00:00
microsoft/tslib,gh/34414315,https://github.com/microsoft/tslib.git,ok,37,2026-05-19T11:23:45+00:00
microsoft/typescript,gh/20929025,https://github.com/microsoft/typescript.git,ok,343,2026-05-19T11:23:49+00:00
microsoft/windows-rs,gh/208102250,https://github.com/microsoft/windows-rs.git,ok,85,2026-05-19T11:23:47+00:00
minimistjs/minimist,gh/549230701,https://github.com/minimistjs/minimist.git,ok,17,2026-05-19T11:23:47+00:00
mirror/ncurses,gh/22324756,https://github.com/mirror/ncurses.git,ok,1,2026-07-13T16:59:42+00:00
mitsuhiko/insta,gh/165561258,https://github.com/mitsuhiko/insta.git,ok,70,2026-05-19T11:23:48+00:00
mlocati/gettext-iconv-windows,gh/12751919,https://github.com/mlocati/gettext-iconv-windows.git,ok,3,2026-05-19T11:23:51+00:00
mm2/little-cms,gh/507969,https://github.com/mm2/little-cms.git,ok,71,2026-05-19T11:23:51+00:00
moment/moment,gh/1424470,https://github.com/moment/moment.git,ok,393,2026-05-19T11:23:54+00:00
more-itertools/more-itertools,gh/4144530,https://github.com/more-itertools/more-itertools.git,ok,133,2026-05-19T11:23:54+00:00
motdotla/dotenv,gh/11205780,https://github.com/motdotla/dotenv.git,ok,93,2026-05-19T11:23:55+00:00
moxystudio/node-cross-spawn,gh/21335844,https://github.com/moxystudio/node-cross-spawn.git,ok,20,2026-05-19T11:23:55+00:00
mozilla/source-map,gh/2014930,https://github.com/mozilla/source-map.git,ok,81,2026-05-19T11:23:57+00:00
mrabarnett/mrab-regex,gh/309446978,https://github.com/mrabarnett/mrab-regex.git,ok,9,2026-05-19T11:23:58+00:00
mrmlnc/fast-glob,gh/77467076,https://github.com/mrmlnc/fast-glob.git,ok,28,2026-05-19T11:23:59+00:00
msgpack/msgpack-python,gh/2242705,https://github.com/msgpack/msgpack-python.git,ok,73,2026-05-19T11:24:01+00:00
mui/material-ui,gh/23083156,https://github.com/mui/material-ui.git,ok,416,2026-07-13T16:59:53+00:00
myrne/performance-now,gh/10219264,https://github.com/myrne/performance-now.git,ok,4,2026-07-13T16:59:48+00:00
mysticatea/abort-controller,gh/105228556,https://github.com/mysticatea/abort-controller.git,ok,5,2026-05-19T11:24:02+00:00
mysticatea/event-target-shim,gh/31137469,https://github.com/mysticatea/event-target-shim.git,ok,6,2026-05-19T11:24:04+00:00
netflix/vmaf,gh/51317975,https://github.com/netflix/vmaf.git,ok,101,2026-05-19T11:24:06+00:00
nghttp2/nghttp2,gh/11452676,https://github.com/nghttp2/nghttp2.git,ok,141,2026-05-19T11:24:06+00:00
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax.git,ok,2,2026-05-19T11:24:07+00:00
nlnetlabs/unbound,gh/94195301,https://github.com/nlnetlabs/unbound.git,ok,117,2026-05-19T11:24:08+00:00
node-fetch/fetch-blob,gh/186960326,https://github.com/node-fetch/fetch-blob.git,ok,12,2026-05-19T11:24:10+00:00
node-fetch/node-fetch,gh/29849956,https://github.com/node-fetch/node-fetch.git,ok,107,2026-05-19T11:24:11+00:00
nodeca/argparse,gh/4325614,https://github.com/nodeca/argparse.git,ok,18,2026-05-19T11:24:11+00:00
nodeca/js-yaml,gh/2504175,https://github.com/nodeca/js-yaml.git,ok,74,2026-05-19T11:24:14+00:00
nodeca/pako,gh/16231859,https://github.com/nodeca/pako.git,ok,23,2026-05-19T11:24:14+00:00
nodejs/node,gh/27193779,https://github.com/nodejs/node.git,ok,427,2026-05-19T11:24:20+00:00
nodejs/readable-stream,gh/5187096,https://github.com/nodejs/readable-stream.git,ok,53,2026-05-19T11:24:17+00:00
nodejs/string_decoder,gh/95052330,https://github.com/nodejs/string_decoder.git,ok,9,2026-05-19T11:24:18+00:00
nodejs/undici,gh/133092972,https://github.com/nodejs/undici.git,ok,352,2026-05-19T11:24:22+00:00
nodelib/nodelib,gh/129310478,https://github.com/nodelib/nodelib.git,ok,6,2026-05-19T11:24:21+00:00
npm/abbrev-js,gh/554893,https://github.com/npm/abbrev-js.git,ok,12,2026-05-19T11:24:22+00:00
npm/cacache,gh/193812470,https://github.com/npm/cacache.git,ok,33,2026-05-19T11:24:24+00:00
npm/hosted-git-info,gh/25002984,https://github.com/npm/hosted-git-info.git,ok,36,2026-05-19T11:24:26+00:00
npm/ini,gh/2167680,https://github.com/npm/ini.git,ok,28,2026-05-19T11:24:27+00:00
npm/json-parse-even-better-errors,gh/211384370,https://github.com/npm/json-parse-even-better-errors.git,ok,9,2026-05-19T11:24:28+00:00
npm/mute-stream,gh/5159166,https://github.com/npm/mute-stream.git,ok,12,2026-05-19T11:24:29+00:00
npm/node-semver,gh/1357199,https://github.com/npm/node-semver.git,ok,90,2026-05-19T11:24:30+00:00
npm/node-which,gh/2169708,https://github.com/npm/node-which.git,ok,21,2026-05-19T11:24:32+00:00
npm/nopt,gh/1544436,https://github.com/npm/nopt.git,ok,23,2026-05-19T11:24:33+00:00
npm/normalize-package-data,gh/9301720,https://github.com/npm/normalize-package-data.git,ok,39,2026-05-19T11:22:36+00:00
npm/ssri,gh/193817839,https://github.com/npm/ssri.git,ok,17,2026-05-19T11:22:37+00:00
npm/unique-slug,gh/35246620,https://github.com/npm/unique-slug.git,ok,14,2026-05-19T11:22:37+00:00
npm/write-file-atomic,gh/23896209,https://github.com/npm/write-file-atomic.git,ok,28,2026-05-19T11:22:38+00:00
numpy/numpy,gh/908607,https://github.com/numpy/numpy.git,ok,437,2026-05-19T11:22:40+00:00
nv/cssom,gh/1025209,https://github.com/nv/cssom.git,ok,19,2026-05-19T11:22:39+00:00
nvzqz/static-assertions,gh/100129252,https://github.com/nvzqz/static-assertions.git,ok,5,2026-05-19T11:22:40+00:00
oauthlib/oauthlib,gh/2811323,https://github.com/oauthlib/oauthlib.git,ok,176,2026-05-19T11:22:42+00:00
octokit/openapi-types.ts,gh/304109193,https://github.com/octokit/openapi-types.ts.git,ok,14,2026-05-19T11:22:42+00:00
octokit/types.ts,gh/216109757,https://github.com/octokit/types.ts.git,ok,28,2026-05-19T11:22:43+00:00
oozcitak/xmlbuilder-js,gh/1042809,https://github.com/oozcitak/xmlbuilder-js.git,ok,21,2026-05-19T11:22:44+00:00
open-telemetry/opentelemetry-js,gh/185901023,https://github.com/open-telemetry/opentelemetry-js.git,ok,373,2026-05-19T11:22:47+00:00
open-telemetry/opentelemetry-js-contrib,gh/255986659,https://github.com/open-telemetry/opentelemetry-js-contrib.git,ok,316,2026-05-19T11:22:47+00:00
open-telemetry/opentelemetry-python,gh/185478926,https://github.com/open-telemetry/opentelemetry-python.git,ok,345,2026-05-19T11:22:48+00:00
open-telemetry/opentelemetry-python-contrib,gh/220524743,https://github.com/open-telemetry/opentelemetry-python-contrib.git,ok,434,2026-05-19T11:22:50+00:00
openssl/openssl,gh/7634677,https://github.com/openssl/openssl.git,ok,364,2026-05-19T11:22:50+00:00
opensuse/ca-certificates,gh/10785433,https://github.com/opensuse/ca-certificates.git,ok,14,2026-05-19T11:22:50+00:00
p11-glue/p11-kit,gh/12060420,https://github.com/p11-glue/p11-kit.git,ok,87,2026-05-19T11:22:51+00:00
pallets/click,gh/19103692,https://github.com/pallets/click.git,ok,392,2026-05-19T11:22:54+00:00
pallets/flask,gh/596892,https://github.com/pallets/flask.git,ok,401,2026-05-19T11:22:55+00:00
pallets/itsdangerous,gh/1945034,https://github.com/pallets/itsdangerous.git,ok,42,2026-05-19T11:22:54+00:00
pallets/jinja,gh/994551,https://github.com/pallets/jinja.git,ok,289,2026-05-19T11:22:56+00:00
pallets/markupsafe,gh/734244,https://github.com/pallets/markupsafe.git,ok,46,2026-05-19T11:22:56+00:00
pallets/werkzeug,gh/997338,https://github.com/pallets/werkzeug.git,ok,413,2026-05-19T11:23:00+00:00
pandas-dev/pandas,gh/858127,https://github.com/pandas-dev/pandas.git,ok,414,2026-05-19T11:23:02+00:00
paramiko/paramiko,gh/119609,https://github.com/paramiko/paramiko.git,ok,138,2026-05-19T11:23:00+00:00
paulmillr/chokidar,gh/4090287,https://github.com/paulmillr/chokidar.git,ok,112,2026-05-19T11:23:01+00:00
paulmillr/readdirp,gh/4494405,https://github.com/paulmillr/readdirp.git,ok,34,2026-05-19T11:23:02+00:00
pcre2project/pcre2,gh/398251321,https://github.com/pcre2project/pcre2.git,ok,64,2026-05-19T11:23:04+00:00
pest-parser/pest,gh/56964647,https://github.com/pest-parser/pest.git,ok,134,2026-05-19T11:23:05+00:00
peternator7/strum,gh/80964373,https://github.com/peternator7/strum.git,ok,115,2026-05-19T11:23:06+00:00
petkaantonov/bluebird,gh/12670444,https://github.com/petkaantonov/bluebird.git,ok,210,2026-05-19T11:23:09+00:00
pexpect/ptyprocess,gh/24727748,https://github.com/pexpect/ptyprocess.git,ok,21,2026-05-19T11:23:09+00:00
pillarjs/encodeurl,gh/60721766,https://github.com/pillarjs/encodeurl.git,ok,9,2026-05-19T11:23:10+00:00
pillarjs/finalhandler,gh/20547377,https://github.com/pillarjs/finalhandler.git,ok,11,2026-05-19T11:23:12+00:00
pillarjs/iconv-lite,gh/2743221,https://github.com/pillarjs/iconv-lite.git,ok,36,2026-05-19T11:23:13+00:00
pillarjs/parseurl,gh/17533192,https://github.com/pillarjs/parseurl.git,ok,9,2026-05-19T11:23:14+00:00
pillarjs/path-to-regexp,gh/5265803,https://github.com/pillarjs/path-to-regexp.git,ok,35,2026-05-19T11:23:16+00:00
pillarjs/send,gh/4879977,https://github.com/pillarjs/send.git,ok,32,2026-05-19T11:23:17+00:00
pkgconf/pkgconf,gh/4180110,https://github.com/pkgconf/pkgconf.git,ok,87,2026-05-19T11:23:18+00:00
pnggroup/libpng,gh/3768025,https://github.com/pnggroup/libpng.git,ok,96,2026-05-19T11:23:20+00:00
postcss/postcss,gh/13078968,https://github.com/postcss/postcss.git,ok,384,2026-05-19T11:23:23+00:00
postcss/postcss-selector-parser,gh/36500102,https://github.com/postcss/postcss-selector-parser.git,ok,43,2026-05-19T11:23:23+00:00
postcss/postcss-value-parser,gh/40920306,https://github.com/postcss/postcss-value-parser.git,ok,14,2026-07-13T16:59:51+00:00
prettier/prettier,gh/75104123,https://github.com/prettier/prettier.git,ok,430,2026-05-19T11:23:27+00:00
primus/eventemitter3,gh/13100677,https://github.com/primus/eventemitter3.git,ok,28,2026-05-19T11:23:26+00:00
proptest-rs/proptest,gh/94702898,https://github.com/proptest-rs/proptest.git,ok,91,2026-05-19T11:23:27+00:00
protobufjs/protobuf.js,gh/8507859,https://github.com/protobufjs/protobuf.js.git,ok,116,2026-05-19T11:23:29+00:00
protocolbuffers/protobuf,gh/23357588,https://github.com/protocolbuffers/protobuf.git,ok,368,2026-05-19T11:23:31+00:00
psf/requests,gh/1362490,https://github.com/psf/requests.git,ok,402,2026-05-19T11:23:33+00:00
psycopg/psycopg2,gh/7730829,https://github.com/psycopg/psycopg2.git,ok,117,2026-05-19T11:23:33+00:00
pvorb/clone,gh/2317381,https://github.com/pvorb/clone.git,ok,28,2026-05-19T11:23:34+00:00
py4j/py4j,gh/1045976,https://github.com/py4j/py4j.git,ok,36,2026-05-19T11:22:36+00:00
pyasn1/pyasn1,gh/512723255,https://github.com/pyasn1/pyasn1.git,ok,26,2026-05-19T11:22:37+00:00
pyasn1/pyasn1-modules,gh/512723354,https://github.com/pyasn1/pyasn1-modules.git,ok,12,2026-05-19T11:22:37+00:00
pyca/bcrypt,gh/9993757,https://github.com/pyca/bcrypt.git,ok,38,2026-05-19T11:22:38+00:00
pyca/cryptography,gh/11939484,https://github.com/pyca/cryptography.git,ok,344,2026-05-19T11:22:40+00:00
pyca/pynacl,gh/8350032,https://github.com/pyca/pynacl.git,ok,73,2026-05-19T11:22:40+00:00
pyca/pyopenssl,gh/15778059,https://github.com/pyca/pyopenssl.git,ok,102,2026-05-19T11:22:41+00:00
pydantic/pydantic,gh/90194616,https://github.com/pydantic/pydantic.git,ok,459,2026-05-19T11:22:43+00:00
pydantic/typing-inspection,gh/930576948,https://github.com/pydantic/typing-inspection.git,ok,3,2026-05-19T11:22:42+00:00
pygments/pygments,gh/205564111,https://github.com/pygments/pygments.git,ok,390,2026-05-19T11:22:45+00:00
pypa/distlib,gh/436970140,https://github.com/pypa/distlib.git,ok,36,2026-05-19T11:22:44+00:00
pypa/packaging,gh/19837758,https://github.com/pypa/packaging.git,ok,139,2026-05-19T11:22:46+00:00
pypa/pip,gh/1446467,https://github.com/pypa/pip.git,ok,395,2026-05-19T11:22:48+00:00
pypa/setuptools,gh/54980593,https://github.com/pypa/setuptools.git,ok,388,2026-05-19T11:22:48+00:00
pypa/virtualenv,gh/1446474,https://github.com/pypa/virtualenv.git,ok,150,2026-05-19T11:22:48+00:00
pypa/wheel,gh/98346885,https://github.com/pypa/wheel.git,ok,82,2026-05-19T11:22:49+00:00
pyparsing/pyparsing,gh/91262163,https://github.com/pyparsing/pyparsing.git,ok,73,2026-05-19T11:22:50+00:00
pytest-dev/iniconfig,gh/66012563,https://github.com/pytest-dev/iniconfig.git,ok,16,2026-05-19T11:22:51+00:00
pytest-dev/pluggy,gh/34739117,https://github.com/pytest-dev/pluggy.git,ok,51,2026-05-19T11:22:52+00:00
pytest-dev/pytest,gh/37489525,https://github.com/pytest-dev/pytest.git,ok,380,2026-05-19T11:22:55+00:00
python-attrs/attrs,gh/29918975,https://github.com/python-attrs/attrs.git,ok,179,2026-05-19T11:22:54+00:00
python-cffi/cffi,gh/696427398,https://github.com/python-cffi/cffi.git,ok,87,2026-05-19T11:22:55+00:00
python-greenlet/greenlet,gh/3003137,https://github.com/python-greenlet/greenlet.git,ok,74,2026-05-19T11:22:57+00:00
python-hyper/brotlicffi,gh/43543393,https://github.com/python-hyper/brotlicffi.git,ok,20,2026-05-19T11:22:58+00:00
python-hyper/h11,gh/57372073,https://github.com/python-hyper/h11.git,ok,33,2026-05-19T11:22:59+00:00
python-jsonschema/jsonschema,gh/3072629,https://github.com/python-jsonschema/jsonschema.git,ok,106,2026-05-19T11:23:00+00:00
python-jsonschema/jsonschema-specifications,gh/582755777,https://github.com/python-jsonschema/jsonschema-specifications.git,ok,6,2026-07-13T16:59:52+00:00
python-jsonschema/referencing,gh/569027868,https://github.com/python-jsonschema/referencing.git,ok,8,2026-07-13T16:59:44+00:00
python-pillow/pillow,gh/5171600,https://github.com/python-pillow/pillow.git,ok,385,2026-05-19T11:23:03+00:00
python-poetry/poetry,gh/123303402,https://github.com/python-poetry/poetry.git,ok,441,2026-05-19T11:23:05+00:00
python-poetry/tomlkit,gh/140365570,https://github.com/python-poetry/tomlkit.git,ok,44,2026-05-19T11:23:04+00:00
python-trio/sniffio,gh/142657210,https://github.com/python-trio/sniffio.git,ok,17,2026-05-19T11:23:05+00:00
python/cpython,gh/81598961,https://github.com/python/cpython.git,ok,355,2026-07-13T16:59:51+00:00
python/importlib_metadata,gh/306448340,https://github.com/python/importlib_metadata.git,ok,67,2026-05-19T11:23:06+00:00
python/importlib_resources,gh/306147182,https://github.com/python/importlib_resources.git,ok,49,2026-05-19T11:23:07+00:00
python/mypy,gh/7053637,https://github.com/python/mypy.git,ok,413,2026-05-19T11:23:12+00:00
python/mypy_extensions,gh/165752308,https://github.com/python/mypy_extensions.git,ok,24,2026-05-19T11:23:10+00:00
python/typeshed,gh/31696383,https://github.com/python/typeshed.git,ok,433,2026-05-19T11:23:15+00:00
python/typing,gh/24604008,https://github.com/python/typing.git,ok,142,2026-05-19T11:23:13+00:00
python/typing_extensions,gh/494077289,https://github.com/python/typing_extensions.git,ok,79,2026-05-19T11:23:14+00:00
python/tzdata,gh/242158882,https://github.com/python/tzdata.git,ok,8,2026-05-19T11:23:16+00:00
qix-/color-convert,gh/1874305,https://github.com/qix-/color-convert.git,ok,28,2026-05-19T11:23:17+00:00
qix-/node-error-ex,gh/41388258,https://github.com/qix-/node-error-ex.git,ok,5,2026-05-19T11:23:18+00:00
qix-/node-is-arrayish,gh/41376759,https://github.com/qix-/node-is-arrayish.git,ok,3,2026-05-19T11:23:19+00:00
qt/qt5,gh/9880318,https://github.com/qt/qt5.git,ok,147,2026-05-19T11:23:22+00:00
radix-ui/primitives,gh/273499522,https://github.com/radix-ui/primitives.git,ok,79,2026-05-19T11:23:23+00:00
raszi/node-tmp,gh/2313213,https://github.com/raszi/node-tmp.git,ok,35,2026-05-19T11:23:24+00:00
raynos/for-each,gh/6006855,https://github.com/raynos/for-each.git,ok,3,2026-05-19T11:23:25+00:00
raynos/function-bind,gh/10727014,https://github.com/raynos/function-bind.git,ok,6,2026-05-19T11:23:27+00:00
raynos/xtend,gh/4419184,https://github.com/raynos/xtend.git,ok,19,2026-07-05T22:54:30+00:00
rayon-rs/either,gh/42479602,https://github.com/rayon-rs/either.git,ok,39,2026-05-19T11:23:28+00:00
rayon-rs/rayon,gh/24725038,https://github.com/rayon-rs/rayon.git,ok,142,2026-05-19T11:23:30+00:00
react/create-react-app,gh/63537249,https://github.com/react/create-react-app.git,ok,450,2026-07-13T16:59:50+00:00
react/metro,gh/76504246,https://github.com/react/metro.git,ok,325,2026-07-13T16:59:54+00:00
react/react,gh/10270250,https://github.com/react/react.git,ok,412,2026-07-13T16:42:38+00:00
reactivex/rxjs,gh/32247847,https://github.com/reactivex/rxjs.git,ok,423,2026-05-19T11:23:33+00:00
realpython/pytest-mypy,gh/69576530,https://github.com/realpython/pytest-mypy.git,ok,14,2026-05-19T11:23:33+00:00
remix-run/react-router,gh/19872456,https://github.com/remix-run/react-router.git,ok,429,2026-05-19T11:23:37+00:00
remusao/tldts,gh/97631656,https://github.com/remusao/tldts.git,ok,18,2026-05-19T11:22:36+00:00
requests/requests-oauthlib,gh/6825724,https://github.com/requests/requests-oauthlib.git,ok,103,2026-05-19T11:22:37+00:00
requests/toolbelt,gh/15515181,https://github.com/requests/toolbelt.git,ok,62,2026-05-19T11:22:37+00:00
retep998/winapi-rs,gh/23853482,https://github.com/retep998/winapi-rs.git,ok,140,2026-05-19T11:22:38+00:00
rich-harris/estree-walker,gh/33668779,https://github.com/rich-harris/estree-walker.git,ok,12,2026-05-19T11:22:39+00:00
rich-harris/magic-string,gh/26143240,https://github.com/rich-harris/magic-string.git,ok,56,2026-05-19T11:22:40+00:00
rob--w/proxy-from-env,gh/52038793,https://github.com/rob--w/proxy-from-env.git,ok,4,2026-05-19T11:22:40+00:00
rogdham/backports.zstd,gh/977687927,https://github.com/rogdham/backports.zstd.git,ok,3,2026-05-19T11:22:42+00:00
rollup/plugins,gh/203607977,https://github.com/rollup/plugins.git,ok,245,2026-05-19T11:22:43+00:00
ronaldoussoren/pyobjc,gh/243933900,https://github.com/ronaldoussoren/pyobjc.git,ok,29,2026-05-19T11:22:44+00:00
rust-cli/anstyle,gh/493821282,https://github.com/rust-cli/anstyle.git,ok,39,2026-05-19T11:22:44+00:00
rust-cli/env_logger,gh/96382888,https://github.com/rust-cli/env_logger.git,ok,70,2026-05-19T11:22:45+00:00
rust-embedded/critical-section,gh/365854323,https://github.com/rust-embedded/critical-section.git,ok,15,2026-05-19T11:22:46+00:00
