repo,repo_id,git_url,status,n_contributors,fetched_at
feross/run-parallel,gh/18700638,https://github.com/feross/run-parallel.git,ok,5,2026-05-19T11:23:03+00:00
feross/safe-buffer,gh/49538897,https://github.com/feross/safe-buffer.git,ok,8,2026-05-19T11:23:04+00:00
ffmpeg/ffmpeg,gh/1614410,https://github.com/ffmpeg/ffmpeg.git,ok,312,2026-05-19T11:23:08+00:00
firebase/firebase-js-sdk,gh/89290483,https://github.com/firebase/firebase-js-sdk.git,ok,213,2026-05-19T11:23:07+00:00
fitzgen/glob-to-regexp,gh/11461122,https://github.com/fitzgen/glob-to-regexp.git,ok,7,2026-07-05T22:54:32+00:00
floatdrop/require-from-string,gh/39301848,https://github.com/floatdrop/require-from-string.git,ok,6,2026-07-05T22:54:34+00:00
floating-ui/floating-ui,gh/54994103,https://github.com/floating-ui/floating-ui.git,ok,120,2026-05-19T11:23:09+00:00
follow-redirects/follow-redirects,gh/6697086,https://github.com/follow-redirects/follow-redirects.git,ok,33,2026-05-19T11:23:09+00:00
fontconfig/fontconfig,gh/926884194,https://github.com/fontconfig/fontconfig.git,ok,126,2026-05-19T11:23:12+00:00
form-data/form-data,gh/1755793,https://github.com/form-data/form-data.git,ok,40,2026-05-19T11:23:12+00:00
formatjs/formatjs,gh/19117456,https://github.com/formatjs/formatjs.git,ok,322,2026-05-19T11:23:15+00:00
freedesktop-unofficial-mirror/cairo,gh/34372735,https://github.com/freedesktop-unofficial-mirror/cairo.git,ok,147,2026-05-19T11:23:15+00:00
freetype/freetype,gh/187000659,https://github.com/freetype/freetype.git,ok,165,2026-05-19T11:23:17+00:00
frenic/csstype,gh/104001328,https://github.com/frenic/csstype.git,ok,13,2026-05-19T11:23:18+00:00
frommi/miniz_oxide,gh/96124162,https://github.com/frommi/miniz_oxide.git,ok,57,2026-05-19T11:23:19+00:00
fsevents/fsevents,gh/1402936,https://github.com/fsevents/fsevents.git,ok,33,2026-05-19T11:23:20+00:00
fsspec/filesystem_spec,gh/130727736,https://github.com/fsspec/filesystem_spec.git,ok,301,2026-05-19T11:23:24+00:00
fsspec/s3fs,gh/53987953,https://github.com/fsspec/s3fs.git,ok,134,2026-05-19T11:23:24+00:00
garycourt/uri-js,gh/989080,https://github.com/garycourt/uri-js.git,ok,9,2026-05-19T11:23:25+00:00
gcc-mirror/gcc,gh/22711503,https://github.com/gcc-mirror/gcc.git,ok,183,2026-05-19T11:23:29+00:00
getsentry/sentry-javascript,gh/3328572,https://github.com/getsentry/sentry-javascript.git,ok,407,2026-05-19T11:23:30+00:00
giampaolo/psutil,gh/20101515,https://github.com/giampaolo/psutil.git,ok,205,2026-05-19T11:23:30+00:00
git/git,gh/36502,https://github.com/git/git.git,ok,425,2026-05-19T11:23:34+00:00
gitlab-freedesktop-mirrors/libxcb,gh/444023705,https://github.com/gitlab-freedesktop-mirrors/libxcb.git,ok,7,2026-05-19T11:23:32+00:00
gitoxidelabs/gitoxide,gh/136510559,https://github.com/gitoxidelabs/gitoxide.git,ok,187,2026-05-19T11:23:34+00:00
gitpython-developers/gitdb,gh/1126093,https://github.com/gitpython-developers/gitdb.git,ok,34,2026-05-19T11:22:36+00:00
gitpython-developers/smmap,gh/1865144,https://github.com/gitpython-developers/smmap.git,ok,18,2026-05-19T11:22:37+00:00
gkz/levn,gh/13287279,https://github.com/gkz/levn.git,ok,3,2026-05-19T11:22:37+00:00
gkz/optionator,gh/13435927,https://github.com/gkz/optionator.git,ok,6,2026-05-19T11:22:38+00:00
gkz/prelude-ls,gh/4457759,https://github.com/gkz/prelude-ls.git,ok,12,2026-05-19T11:22:39+00:00
gkz/type-check,gh/13182168,https://github.com/gkz/type-check.git,ok,3,2026-05-19T11:22:39+00:00
gmp-mirror/gmp,gh/681340775,https://github.com/gmp-mirror/gmp.git,ok,12,2026-05-19T11:22:40+00:00
gnome/gdk-pixbuf,gh/4533539,https://github.com/gnome/gdk-pixbuf.git,ok,160,2026-05-19T11:22:41+00:00
gnome/glib,gh/4537082,https://github.com/gnome/glib.git,ok,258,2026-05-19T11:22:43+00:00
gnome/libxml2,gh/4537118,https://github.com/gnome/libxml2.git,ok,271,2026-05-19T11:22:44+00:00
gnome/pango,gh/4537144,https://github.com/gnome/pango.git,ok,156,2026-05-19T11:22:44+00:00
gnutls/gnutls,gh/58873704,https://github.com/gnutls/gnutls.git,ok,216,2026-05-19T11:22:46+00:00
gnutls/libtasn1,gh/59017205,https://github.com/gnutls/libtasn1.git,ok,17,2026-05-19T11:22:46+00:00
gnutls/nettle,gh/59017402,https://github.com/gnutls/nettle.git,ok,48,2026-05-19T11:22:47+00:00
gnutools/binutils-gdb,gh/1178912368,https://github.com/gnutools/binutils-gdb.git,ok,226,2026-07-13T20:12:57+00:00
gnutools/glibc,gh/1178881118,https://github.com/gnutools/glibc.git,ok,286,2026-07-13T20:12:57+00:00
google/brotli,gh/24993138,https://github.com/google/brotli.git,ok,121,2026-05-19T11:22:48+00:00
google/zerocopy,gh/534354967,https://github.com/google/zerocopy.git,ok,72,2026-05-19T11:22:49+00:00
googleapis/google-cloud-python,gh/16316451,https://github.com/googleapis/google-cloud-python.git,ok,399,2026-05-19T11:22:51+00:00
googleapis/python-cloud-core,gh/226992462,https://github.com/googleapis/python-cloud-core.git,ok,41,2026-07-05T22:54:36+00:00
googleapis/python-crc32c,gh/159736041,https://github.com/googleapis/python-crc32c.git,ok,19,2026-07-05T22:54:38+00:00
googlechrome/workbox,gh/55424670,https://github.com/googlechrome/workbox.git,ok,77,2026-05-19T11:22:51+00:00
gpg/libgpg-error,gh/42075984,https://github.com/gpg/libgpg-error.git,ok,35,2026-05-19T11:22:52+00:00
grahamdumpleton/wrapt,gh/10357291,https://github.com/grahamdumpleton/wrapt.git,ok,34,2026-05-19T11:22:53+00:00
grantjenks/python-sortedcontainers,gh/17144859,https://github.com/grantjenks/python-sortedcontainers.git,ok,22,2026-07-13T16:59:48+00:00
graydon/exhaustigen-rs,gh/432630522,https://github.com/graydon/exhaustigen-rs.git,ok,1,2026-05-19T11:22:54+00:00
gregberge/svgr,gh/102155012,https://github.com/gregberge/svgr.git,ok,125,2026-05-19T11:22:55+00:00
grncdr/merge-stream,gh/10579821,https://github.com/grncdr/merge-stream.git,ok,10,2026-05-19T11:22:56+00:00
grpc/grpc,gh/27729880,https://github.com/grpc/grpc.git,ok,304,2026-05-19T11:22:58+00:00
gsnedders/python-webencodings,gh/7043404,https://github.com/gsnedders/python-webencodings.git,ok,6,2026-05-19T11:22:58+00:00
guillaumegomez/doc-comment,gh/127254922,https://github.com/guillaumegomez/doc-comment.git,ok,2,2026-05-19T11:22:59+00:00
gulpjs/glob-parent,gh/29154915,https://github.com/gulpjs/glob-parent.git,ok,10,2026-05-19T11:23:01+00:00
gweis/isodate,gh/6449370,https://github.com/gweis/isodate.git,ok,18,2026-05-19T11:23:02+00:00
gyscos/zstd-rs,gh/52115335,https://github.com/gyscos/zstd-rs.git,ok,65,2026-05-19T11:23:04+00:00
hapijs/hoek,gh/5831189,https://github.com/hapijs/hoek.git,ok,48,2026-05-19T11:23:04+00:00
harfbuzz/harfbuzz,gh/5050525,https://github.com/harfbuzz/harfbuzz.git,ok,261,2026-05-19T11:23:07+00:00
hiddentao/fast-levenshtein,gh/9490451,https://github.com/hiddentao/fast-levenshtein.git,ok,9,2026-05-19T11:23:07+00:00
httplib2/httplib2,gh/53002916,https://github.com/httplib2/httplib2.git,ok,62,2026-05-19T11:23:08+00:00
huggingface/huggingface_hub,gh/323591830,https://github.com/huggingface/huggingface_hub.git,ok,339,2026-07-13T16:59:55+00:00
hukkin/tomli,gh/370616797,https://github.com/hukkin/tomli.git,ok,15,2026-05-19T11:23:10+00:00
hyperium/http,gh/84983058,https://github.com/hyperium/http.git,ok,125,2026-05-19T11:23:11+00:00
hyperium/http-body,gh/183281612,https://github.com/hyperium/http-body.git,ok,27,2026-05-19T11:23:13+00:00
iarna/aproba,gh/31432421,https://github.com/iarna/aproba.git,ok,6,2026-05-19T11:23:13+00:00
import-js/eslint-plugin-import,gh/32238354,https://github.com/import-js/eslint-plugin-import.git,ok,350,2026-05-19T11:23:17+00:00
indexmap-rs/indexmap,gh/68294628,https://github.com/indexmap-rs/indexmap.git,ok,52,2026-05-19T11:23:16+00:00
indutny/bn.js,gh/19176350,https://github.com/indutny/bn.js.git,ok,28,2026-05-19T11:23:18+00:00
indygreg/python-zstandard,gh/67307930,https://github.com/indygreg/python-zstandard.git,ok,44,2026-05-19T11:23:20+00:00
inikulin/parse5,gh/8862593,https://github.com/inikulin/parse5.git,ok,37,2026-05-19T11:23:21+00:00
inspect-js/array-buffer-byte-length,gh/607836784,https://github.com/inspect-js/array-buffer-byte-length.git,ok,1,2026-05-19T11:23:22+00:00
inspect-js/available-typed-arrays,gh/235965505,https://github.com/inspect-js/available-typed-arrays.git,ok,3,2026-05-19T11:23:23+00:00
inspect-js/functions-have-names,gh/198357138,https://github.com/inspect-js/functions-have-names.git,ok,1,2026-05-19T11:23:25+00:00
inspect-js/has-bigints,gh/201714166,https://github.com/inspect-js/has-bigints.git,ok,2,2026-05-19T11:23:26+00:00
inspect-js/has-property-descriptors,gh/481834578,https://github.com/inspect-js/has-property-descriptors.git,ok,1,2026-05-19T11:23:28+00:00
inspect-js/has-proto,gh/577580747,https://github.com/inspect-js/has-proto.git,ok,1,2026-05-19T11:23:29+00:00
inspect-js/has-symbols,gh/68573418,https://github.com/inspect-js/has-symbols.git,ok,1,2026-05-19T11:23:31+00:00
inspect-js/has-tostringtag,gh/392913710,https://github.com/inspect-js/has-tostringtag.git,ok,1,2026-05-19T11:23:32+00:00
inspect-js/hasown,gh/703350811,https://github.com/inspect-js/hasown.git,ok,2,2026-05-19T11:23:34+00:00
inspect-js/is-accessor-descriptor,gh/41658954,https://github.com/inspect-js/is-accessor-descriptor.git,ok,3,2026-05-19T11:22:36+00:00
inspect-js/is-arguments,gh/15725461,https://github.com/inspect-js/is-arguments.git,ok,2,2026-05-19T11:22:37+00:00
inspect-js/is-array-buffer,gh/45977026,https://github.com/inspect-js/is-array-buffer.git,ok,3,2026-05-19T11:22:37+00:00
inspect-js/is-bigint,gh/149682261,https://github.com/inspect-js/is-bigint.git,ok,2,2026-05-19T11:22:38+00:00
inspect-js/is-boolean-object,gh/34700259,https://github.com/inspect-js/is-boolean-object.git,ok,1,2026-05-19T11:22:39+00:00
inspect-js/is-callable,gh/30012910,https://github.com/inspect-js/is-callable.git,ok,8,2026-05-19T11:22:39+00:00
inspect-js/is-core-module,gh/24578130,https://github.com/inspect-js/is-core-module.git,ok,4,2026-05-19T11:22:40+00:00
inspect-js/is-data-descriptor,gh/41659073,https://github.com/inspect-js/is-data-descriptor.git,ok,4,2026-05-19T11:22:41+00:00
inspect-js/is-data-view,gh/751048078,https://github.com/inspect-js/is-data-view.git,ok,1,2026-05-19T11:22:42+00:00
inspect-js/is-date-object,gh/29991041,https://github.com/inspect-js/is-date-object.git,ok,1,2026-05-19T11:22:43+00:00
inspect-js/is-descriptor,gh/41658845,https://github.com/inspect-js/is-descriptor.git,ok,5,2026-05-19T11:22:44+00:00
inspect-js/is-number-object,gh/29991666,https://github.com/inspect-js/is-number-object.git,ok,1,2026-05-19T11:22:45+00:00
inspect-js/is-regex,gh/15930063,https://github.com/inspect-js/is-regex.git,ok,4,2026-05-19T11:22:46+00:00
inspect-js/is-string,gh/30010185,https://github.com/inspect-js/is-string.git,ok,1,2026-05-19T11:22:47+00:00
inspect-js/is-symbol,gh/29791606,https://github.com/inspect-js/is-symbol.git,ok,1,2026-05-19T11:22:48+00:00
inspect-js/is-typed-array,gh/43528820,https://github.com/inspect-js/is-typed-array.git,ok,2,2026-05-19T11:22:49+00:00
inspect-js/node-supports-preserve-symlinks-flag,gh/443970899,https://github.com/inspect-js/node-supports-preserve-symlinks-flag.git,ok,1,2026-05-19T11:22:50+00:00
inspect-js/object-inspect,gh/11683441,https://github.com/inspect-js/object-inspect.git,ok,10,2026-05-19T11:22:51+00:00
inspect-js/typed-array-buffer,gh/649850465,https://github.com/inspect-js/typed-array-buffer.git,ok,1,2026-05-19T11:22:52+00:00
inspect-js/which-boxed-primitive,gh/201685155,https://github.com/inspect-js/which-boxed-primitive.git,ok,2,2026-05-19T11:22:53+00:00
inspect-js/which-typed-array,gh/43708371,https://github.com/inspect-js/which-typed-array.git,ok,2,2026-05-19T11:22:54+00:00
ipython/traitlets,gh/14993021,https://github.com/ipython/traitlets.git,ok,101,2026-05-19T11:22:55+00:00
isaacs/chownr,gh/3858354,https://github.com/isaacs/chownr.git,ok,3,2026-05-19T11:22:56+00:00
isaacs/cliui,gh/634056857,https://github.com/isaacs/cliui.git,ok,14,2026-05-19T11:22:57+00:00
isaacs/core-util-is,gh/12391440,https://github.com/isaacs/core-util-is.git,ok,4,2026-05-19T11:22:58+00:00
isaacs/fs-minipass,gh/102982143,https://github.com/isaacs/fs-minipass.git,ok,10,2026-05-19T11:23:00+00:00
isaacs/fs.realpath,gh/61231712,https://github.com/isaacs/fs.realpath.git,ok,1,2026-05-19T11:23:01+00:00
isaacs/inflight-deprecated-do-not-use,gh/19442260,https://github.com/isaacs/inflight-deprecated-do-not-use.git,ok,8,2026-07-05T22:54:32+00:00
isaacs/inherits,gh/1580001,https://github.com/isaacs/inherits.git,ok,5,2026-05-19T11:23:02+00:00
isaacs/isexe,gh/49804297,https://github.com/isaacs/isexe.git,ok,1,2026-05-19T11:23:03+00:00
isaacs/minimatch,gh/2056549,https://github.com/isaacs/minimatch.git,ok,30,2026-05-19T11:23:05+00:00
isaacs/minipass,gh/84886212,https://github.com/isaacs/minipass.git,ok,10,2026-05-19T11:23:13+00:00
isaacs/minizlib,gh/86429676,https://github.com/isaacs/minizlib.git,ok,5,2026-05-19T11:23:07+00:00
isaacs/node-glob,gh/357681,https://github.com/isaacs/node-glob.git,ok,48,2026-05-19T11:23:08+00:00
isaacs/node-graceful-fs,gh/2077020,https://github.com/isaacs/node-graceful-fs.git,ok,28,2026-05-19T11:23:09+00:00
isaacs/node-lru-cache,gh/679662,https://github.com/isaacs/node-lru-cache.git,ok,49,2026-05-19T11:23:11+00:00
isaacs/node-mkdirp,gh/2718248,https://github.com/isaacs/node-mkdirp.git,ok,9,2026-05-19T11:23:13+00:00
isaacs/node-tar,gh/1534331,https://github.com/isaacs/node-tar.git,ok,46,2026-05-19T11:23:14+00:00
isaacs/once,gh/5409660,https://github.com/isaacs/once.git,ok,6,2026-05-19T11:23:15+00:00
isaacs/package-json-from-dist,gh/800543709,https://github.com/isaacs/package-json-from-dist.git,ok,1,2026-05-19T11:23:16+00:00
isaacs/path-scurry,gh/591569499,https://github.com/isaacs/path-scurry.git,ok,5,2026-05-19T11:23:19+00:00
isaacs/rimraf,gh/1341324,https://github.com/isaacs/rimraf.git,ok,32,2026-05-19T11:23:19+00:00
isaacs/sax-js,gh/508894,https://github.com/isaacs/sax-js.git,ok,37,2026-05-19T11:23:21+00:00
isaacs/wrappy,gh/24208073,https://github.com/isaacs/wrappy.git,ok,7,2026-05-19T11:23:22+00:00
isaacs/yallist,gh/48222381,https://github.com/isaacs/yallist.git,ok,2,2026-05-19T11:23:24+00:00
istanbuljs/istanbuljs,gh/81482340,https://github.com/istanbuljs/istanbuljs.git,ok,119,2026-05-19T11:23:26+00:00
istanbuljs/schema,gh/211950686,https://github.com/istanbuljs/schema.git,ok,2,2026-05-19T11:23:27+00:00
istanbuljs/test-exclude,gh/60489570,https://github.com/istanbuljs/test-exclude.git,ok,16,2026-05-19T11:23:28+00:00
jamesmunns/postcard,gh/179385478,https://github.com/jamesmunns/postcard.git,ok,65,2026-05-19T11:23:29+00:00
jaraco/jaraco.develop,gh/48289082,https://github.com/jaraco/jaraco.develop.git,ok,24,2026-05-19T11:23:31+00:00
jaraco/pytest-perf,gh/372026120,https://github.com/jaraco/pytest-perf.git,ok,14,2026-05-19T11:23:32+00:00
jaraco/zipp,gh/157774633,https://github.com/jaraco/zipp.git,ok,32,2026-05-19T11:23:34+00:00
jaredhanson/utils-merge,gh/11349896,https://github.com/jaredhanson/utils-merge.git,ok,4,2026-05-19T11:22:36+00:00
jaredwray/cacheable,gh/9267870,https://github.com/jaredwray/cacheable.git,ok,96,2026-05-19T11:22:37+00:00
jaredwray/keyv,gh/96540810,https://github.com/jaredwray/keyv.git,ok,79,2026-05-19T11:22:38+00:00
jawah/charset_normalizer,gh/200259335,https://github.com/jawah/charset_normalizer.git,ok,25,2026-05-19T11:22:38+00:00
jbgutierrez/path-parse,gh/34113780,https://github.com/jbgutierrez/path-parse.git,ok,5,2026-05-19T11:22:39+00:00
jd/tenacity,gh/65468547,https://github.com/jd/tenacity.git,ok,88,2026-05-19T11:22:39+00:00
jensyt/imurmurhash-js,gh/11802843,https://github.com/jensyt/imurmurhash-js.git,ok,1,2026-05-19T11:22:40+00:00
jestjs/jest,gh/15062869,https://github.com/jestjs/jest.git,ok,424,2026-05-19T11:22:43+00:00
jimmywarting/node-domexception,gh/371470141,https://github.com/jimmywarting/node-domexception.git,ok,2,2026-07-05T22:54:34+00:00
jimp-dev/jimp,gh/24008065,https://github.com/jimp-dev/jimp.git,ok,159,2026-05-19T11:22:42+00:00
jmespath/jmespath.py,gh/8300763,https://github.com/jmespath/jmespath.py.git,ok,29,2026-05-19T11:22:43+00:00
joblib/joblib,gh/654608,https://github.com/joblib/joblib.git,ok,130,2026-05-19T11:22:45+00:00
jonathanong/ee-first,gh/20707897,https://github.com/jonathanong/ee-first.git,ok,2,2026-05-19T11:22:45+00:00
jonschlinkert/assign-symbols,gh/45661176,https://github.com/jonschlinkert/assign-symbols.git,ok,2,2026-05-19T11:22:46+00:00
jonschlinkert/define-property,gh/40633359,https://github.com/jonschlinkert/define-property.git,ok,3,2026-05-19T11:22:47+00:00
jonschlinkert/extend-shallow,gh/25867410,https://github.com/jonschlinkert/extend-shallow.git,ok,3,2026-05-19T11:22:48+00:00
jonschlinkert/fill-range,gh/27113310,https://github.com/jonschlinkert/fill-range.git,ok,6,2026-05-19T11:22:49+00:00
jonschlinkert/get-value,gh/24911025,https://github.com/jonschlinkert/get-value.git,ok,6,2026-05-19T11:22:50+00:00
jonschlinkert/global-prefix,gh/31455984,https://github.com/jonschlinkert/global-prefix.git,ok,8,2026-05-19T11:22:51+00:00
jonschlinkert/has-value,gh/24310408,https://github.com/jonschlinkert/has-value.git,ok,3,2026-05-19T11:22:52+00:00
jonschlinkert/has-values,gh/33009186,https://github.com/jonschlinkert/has-values.git,ok,1,2026-05-19T11:22:53+00:00
jonschlinkert/is-extendable,gh/38225016,https://github.com/jonschlinkert/is-extendable.git,ok,4,2026-05-19T11:22:54+00:00
jonschlinkert/is-number,gh/24313173,https://github.com/jonschlinkert/is-number.git,ok,3,2026-05-19T11:22:55+00:00
jonschlinkert/is-plain-object,gh/24306940,https://github.com/jonschlinkert/is-plain-object.git,ok,7,2026-05-19T11:22:56+00:00
jonschlinkert/isobject,gh/21342886,https://github.com/jonschlinkert/isobject.git,ok,8,2026-05-19T11:22:57+00:00
jonschlinkert/kind-of,gh/24491562,https://github.com/jonschlinkert/kind-of.git,ok,11,2026-05-19T11:22:58+00:00
jonschlinkert/map-cache,gh/32450614,https://github.com/jonschlinkert/map-cache.git,ok,1,2026-05-19T11:22:59+00:00
jonschlinkert/normalize-path,gh/21224182,https://github.com/jonschlinkert/normalize-path.git,ok,3,2026-05-19T11:23:01+00:00
jonschlinkert/object-visit,gh/38545952,https://github.com/jonschlinkert/object-visit.git,ok,2,2026-05-19T11:23:02+00:00
jonschlinkert/word-wrap,gh/18260583,https://github.com/jonschlinkert/word-wrap.git,ok,13,2026-05-19T11:23:03+00:00
jorgebucaran/colorette,gh/34648097,https://github.com/jorgebucaran/colorette.git,ok,18,2026-05-19T11:23:05+00:00
joshuakgoldberg/ts-api-utils,gh/597893818,https://github.com/joshuakgoldberg/ts-api-utils.git,ok,12,2026-05-19T11:23:05+00:00
jpadilla/pyjwt,gh/1408162,https://github.com/jpadilla/pyjwt.git,ok,155,2026-05-19T11:23:08+00:00
jprichardson/node-fs-extra,gh/2791348,https://github.com/jprichardson/node-fs-extra.git,ok,88,2026-05-19T11:23:09+00:00
jprichardson/node-jsonfile,gh/5754307,https://github.com/jprichardson/node-jsonfile.git,ok,21,2026-05-19T11:23:10+00:00
jquast/wcwidth,gh/18464187,https://github.com/jquast/wcwidth.git,ok,20,2026-05-19T11:23:11+00:00
jquery/esprima,gh/2833537,https://github.com/jquery/esprima.git,ok,65,2026-05-19T11:23:12+00:00
jridgewell/resolve-uri,gh/196878944,https://github.com/jridgewell/resolve-uri.git,ok,4,2026-05-19T11:23:14+00:00
jridgewell/sourcemaps,gh/897142826,https://github.com/jridgewell/sourcemaps.git,ok,26,2026-05-19T11:23:15+00:00
jsdom/tr46,gh/36964214,https://github.com/jsdom/tr46.git,ok,9,2026-05-19T11:23:17+00:00
jsdom/webidl-conversions,gh/23000311,https://github.com/jsdom/webidl-conversions.git,ok,6,2026-05-19T11:23:18+00:00
jsdom/whatwg-mimetype,gh/71014420,https://github.com/jsdom/whatwg-mimetype.git,ok,5,2026-05-19T11:23:20+00:00
jsdom/whatwg-url,gh/34761352,https://github.com/jsdom/whatwg-url.git,ok,20,2026-05-19T11:23:21+00:00
jsdom/xml-name-validator,gh/28553202,https://github.com/jsdom/xml-name-validator.git,ok,2,2026-05-19T11:23:22+00:00
jshttp/accepts,gh/15482433,https://github.com/jshttp/accepts.git,ok,16,2026-05-19T11:23:24+00:00
jshttp/content-disposition,gh/24216676,https://github.com/jshttp/content-disposition.git,ok,16,2026-05-19T11:23:25+00:00
jshttp/content-type,gh/30172150,https://github.com/jshttp/content-type.git,ok,12,2026-05-19T11:23:26+00:00
jshttp/cookie,gh/4475810,https://github.com/jshttp/cookie.git,ok,45,2026-05-19T11:23:28+00:00
jshttp/etag,gh/22894570,https://github.com/jshttp/etag.git,ok,6,2026-05-19T11:23:29+00:00
jshttp/forwarded,gh/24300217,https://github.com/jshttp/forwarded.git,ok,6,2026-05-19T11:23:31+00:00
jshttp/fresh,gh/4617552,https://github.com/jshttp/fresh.git,ok,17,2026-05-19T11:23:33+00:00
jshttp/http-errors,gh/23806086,https://github.com/jshttp/http-errors.git,ok,21,2026-05-19T11:23:34+00:00
jshttp/media-typer,gh/20814275,https://github.com/jshttp/media-typer.git,ok,7,2026-05-19T11:23:35+00:00
jshttp/methods,gh/8274071,https://github.com/jshttp/methods.git,ok,12,2026-05-19T11:23:36+00:00
jshttp/mime-db,gh/22970419,https://github.com/jshttp/mime-db.git,ok,92,2026-05-19T11:23:37+00:00
jshttp/mime-types,gh/19380178,https://github.com/jshttp/mime-types.git,ok,21,2026-05-19T11:23:37+00:00
jshttp/negotiator,gh/3275614,https://github.com/jshttp/negotiator.git,ok,22,2026-05-19T11:23:39+00:00
jshttp/on-finished,gh/15349765,https://github.com/jshttp/on-finished.git,ok,13,2026-05-19T11:23:40+00:00
jshttp/range-parser,gh/4627131,https://github.com/jshttp/range-parser.git,ok,13,2026-05-19T11:23:41+00:00
jshttp/statuses,gh/17690272,https://github.com/jshttp/statuses.git,ok,14,2026-05-19T11:23:41+00:00
jshttp/type-is,gh/15484233,https://github.com/jshttp/type-is.git,ok,20,2026-05-19T11:23:42+00:00
jshttp/vary,gh/20498698,https://github.com/jshttp/vary.git,ok,8,2026-05-19T11:23:43+00:00
jslicense/spdx-correct.js,gh/34817196,https://github.com/jslicense/spdx-correct.js.git,ok,7,2026-05-19T11:23:44+00:00
jslicense/spdx-exceptions.json,gh/40062896,https://github.com/jslicense/spdx-exceptions.json.git,ok,2,2026-05-19T11:23:45+00:00
jslicense/spdx-expression-parse.js,gh/40067336,https://github.com/jslicense/spdx-expression-parse.js.git,ok,5,2026-05-19T11:23:46+00:00
jslicense/spdx-license-ids,gh/26001547,https://github.com/jslicense/spdx-license-ids.git,ok,4,2026-05-19T11:23:46+00:00
json-c/json-c,gh/1139119,https://github.com/json-c/json-c.git,ok,151,2026-07-13T16:59:55+00:00
json5/json5,gh/4463453,https://github.com/json5/json5.git,ok,22,2026-05-19T11:23:47+00:00
juliangruber/balanced-match,gh/13538817,https://github.com/juliangruber/balanced-match.git,ok,16,2026-05-19T11:23:48+00:00
juliangruber/brace-expansion,gh/13539234,https://github.com/juliangruber/brace-expansion.git,ok,25,2026-05-19T11:23:49+00:00
juliangruber/isarray,gh/10227611,https://github.com/juliangruber/isarray.git,ok,15,2026-05-19T11:23:50+00:00
justmoon/node-extend,gh/3967764,https://github.com/justmoon/node-extend.git,ok,13,2026-05-19T11:23:52+00:00
jviereck/regjsparser,gh/14087781,https://github.com/jviereck/regjsparser.git,ok,16,2026-05-19T11:23:53+00:00
ka-weihe/fastest-levenshtein,gh/158960628,https://github.com/ka-weihe/fastest-levenshtein.git,ok,8,2026-05-19T11:24:02+00:00
kaelzhang/node-ignore,gh/12519245,https://github.com/kaelzhang/node-ignore.git,ok,18,2026-05-19T11:23:55+00:00
kemitchell/validate-npm-package-license.js,gh/35000460,https://github.com/kemitchell/validate-npm-package-license.js.git,ok,2,2026-05-19T11:23:57+00:00
kevinbeaty/any-promise,gh/26247715,https://github.com/kevinbeaty/any-promise.git,ok,4,2026-05-19T11:23:58+00:00
kevva/dir-glob,gh/49264969,https://github.com/kevva/dir-glob.git,ok,6,2026-05-19T11:23:58+00:00
kevva/shebang-command,gh/47402913,https://github.com/kevva/shebang-command.git,ok,1,2026-05-19T11:24:01+00:00
kilian/electron-to-chromium,gh/78972540,https://github.com/kilian/electron-to-chromium.git,ok,10,2026-05-19T11:24:02+00:00
kjd/idna,gh/10323585,https://github.com/kjd/idna.git,ok,32,2026-05-19T11:24:03+00:00
knurling-rs/defmt,gh/282262730,https://github.com/knurling-rs/defmt.git,ok,77,2026-05-19T11:24:05+00:00
kpdecker/jsdiff,gh/1542219,https://github.com/kpdecker/jsdiff.git,ok,72,2026-05-19T11:24:06+00:00
krb5/krb5,gh/4307702,https://github.com/krb5/krb5.git,ok,120,2026-05-19T11:24:08+00:00
kriskowal/asap,gh/11295071,https://github.com/kriskowal/asap.git,ok,12,2026-05-19T11:24:08+00:00
kriszyp/json-schema,gh/947175,https://github.com/kriszyp/json-schema.git,ok,15,2026-05-19T11:24:09+00:00
la10736/rstest,gh/124802455,https://github.com/la10736/rstest.git,ok,42,2026-07-13T16:42:36+00:00
langchain-ai/langchain,gh/552661142,https://github.com/langchain-ai/langchain.git,ok,469,2026-05-19T11:24:15+00:00
laurent-laporte-pro/deprecated,gh/111412148,https://github.com/laurent-laporte-pro/deprecated.git,ok,21,2026-05-19T11:24:11+00:00
lddubeau/xmlchars,gh/139881982,https://github.com/lddubeau/xmlchars.git,ok,5,2026-07-05T22:54:35+00:00
legrandin/pycryptodome,gh/19378935,https://github.com/legrandin/pycryptodome.git,ok,131,2026-05-19T11:24:14+00:00
libevent/libevent,gh/1856976,https://github.com/libevent/libevent.git,ok,262,2026-05-19T11:24:15+00:00
libexpat/libexpat,gh/80314213,https://github.com/libexpat/libexpat.git,ok,102,2026-05-19T11:24:19+00:00
libffi/libffi,gh/321154,https://github.com/libffi/libffi.git,ok,192,2026-05-19T11:24:17+00:00
libidn/libidn2,gh/87378214,https://github.com/libidn/libidn2.git,ok,11,2026-05-19T11:24:18+00:00
libjpeg-turbo/libjpeg-turbo,gh/39760454,https://github.com/libjpeg-turbo/libjpeg-turbo.git,ok,45,2026-05-19T11:24:19+00:00
libjxl/libjxl,gh/340219494,https://github.com/libjxl/libjxl.git,ok,130,2026-05-19T11:24:21+00:00
libpixman/pixman,gh/81675971,https://github.com/libpixman/pixman.git,ok,84,2026-07-05T22:54:36+00:00
