repo,repo_id,year,metric,value,fetched_at
fsspec/s3fs,gh/53987953,2023,closed_issues,54,
fsspec/s3fs,gh/53987953,2023,opened_issues,85,
fsspec/s3fs,gh/53987953,2024,closed_issues,27,
fsspec/s3fs,gh/53987953,2024,opened_issues,49,
fsspec/s3fs,gh/53987953,2025,closed_issues,18,
fsspec/s3fs,gh/53987953,2025,opened_issues,33,
garycourt/uri-js,gh/989080,2021,closed_issues,3,
garycourt/uri-js,gh/989080,2021,opened_issues,7,
garycourt/uri-js,gh/989080,2022,closed_issues,1,
garycourt/uri-js,gh/989080,2022,opened_issues,6,
garycourt/uri-js,gh/989080,2023,closed_issues,2,
garycourt/uri-js,gh/989080,2023,opened_issues,7,
garycourt/uri-js,gh/989080,2024,closed_issues,1,
garycourt/uri-js,gh/989080,2024,opened_issues,3,
garycourt/uri-js,gh/989080,2025,closed_issues,0,
garycourt/uri-js,gh/989080,2025,opened_issues,1,
gcc-mirror/gcc,gh/22711503,2021,closed_issues,0,
gcc-mirror/gcc,gh/22711503,2021,opened_issues,0,
gcc-mirror/gcc,gh/22711503,2022,closed_issues,0,
gcc-mirror/gcc,gh/22711503,2022,opened_issues,0,
gcc-mirror/gcc,gh/22711503,2023,closed_issues,0,
gcc-mirror/gcc,gh/22711503,2023,opened_issues,0,
gcc-mirror/gcc,gh/22711503,2024,closed_issues,0,
gcc-mirror/gcc,gh/22711503,2024,opened_issues,0,
gcc-mirror/gcc,gh/22711503,2025,closed_issues,0,
gcc-mirror/gcc,gh/22711503,2025,opened_issues,0,
getsentry/sentry-javascript,gh/3328572,2021,closed_issues,543,
getsentry/sentry-javascript,gh/3328572,2021,opened_issues,529,
getsentry/sentry-javascript,gh/3328572,2022,closed_issues,591,
getsentry/sentry-javascript,gh/3328572,2022,opened_issues,739,
getsentry/sentry-javascript,gh/3328572,2023,closed_issues,1310,
getsentry/sentry-javascript,gh/3328572,2023,opened_issues,1227,
getsentry/sentry-javascript,gh/3328572,2024,closed_issues,1533,
getsentry/sentry-javascript,gh/3328572,2024,opened_issues,1626,
getsentry/sentry-javascript,gh/3328572,2025,closed_issues,1378,
getsentry/sentry-javascript,gh/3328572,2025,opened_issues,1390,
giampaolo/psutil,gh/20101515,2021,closed_issues,59,
giampaolo/psutil,gh/20101515,2021,opened_issues,95,
giampaolo/psutil,gh/20101515,2022,closed_issues,53,
giampaolo/psutil,gh/20101515,2022,opened_issues,86,
giampaolo/psutil,gh/20101515,2023,closed_issues,45,
giampaolo/psutil,gh/20101515,2023,opened_issues,89,
giampaolo/psutil,gh/20101515,2024,closed_issues,60,
giampaolo/psutil,gh/20101515,2024,opened_issues,84,
giampaolo/psutil,gh/20101515,2025,closed_issues,70,
giampaolo/psutil,gh/20101515,2025,opened_issues,102,
gilnaa/memoffset,gh/107177461,2021,opened_issues,5,
gilnaa/memoffset,gh/107177461,2022,opened_issues,2,
gilnaa/memoffset,gh/107177461,2023,opened_issues,2,
gilnaa/memoffset,gh/107177461,2024,opened_issues,0,
gilnaa/memoffset,gh/107177461,2025,opened_issues,0,
git/git,gh/36502,2021,closed_issues,0,
git/git,gh/36502,2021,opened_issues,0,
git/git,gh/36502,2022,closed_issues,0,
git/git,gh/36502,2022,opened_issues,0,
git/git,gh/36502,2023,closed_issues,0,
git/git,gh/36502,2023,opened_issues,0,
git/git,gh/36502,2024,closed_issues,0,
git/git,gh/36502,2024,opened_issues,0,
git/git,gh/36502,2025,closed_issues,0,
git/git,gh/36502,2025,opened_issues,0,
gitlab-freedesktop-mirrors/libxcb,gh/444023705,2021,closed_issues,0,
gitlab-freedesktop-mirrors/libxcb,gh/444023705,2021,opened_issues,0,
gitlab-freedesktop-mirrors/libxcb,gh/444023705,2022,closed_issues,0,
gitlab-freedesktop-mirrors/libxcb,gh/444023705,2022,opened_issues,0,
gitlab-freedesktop-mirrors/libxcb,gh/444023705,2023,closed_issues,0,
gitlab-freedesktop-mirrors/libxcb,gh/444023705,2023,opened_issues,0,
gitlab-freedesktop-mirrors/libxcb,gh/444023705,2024,closed_issues,0,
gitlab-freedesktop-mirrors/libxcb,gh/444023705,2024,opened_issues,0,
gitlab-freedesktop-mirrors/libxcb,gh/444023705,2025,closed_issues,0,
gitlab-freedesktop-mirrors/libxcb,gh/444023705,2025,opened_issues,0,
gitoxidelabs/gitoxide,gh/136510559,2021,closed_issues,87,
gitoxidelabs/gitoxide,gh/136510559,2021,opened_issues,99,
gitoxidelabs/gitoxide,gh/136510559,2022,closed_issues,76,
gitoxidelabs/gitoxide,gh/136510559,2022,opened_issues,109,
gitoxidelabs/gitoxide,gh/136510559,2023,closed_issues,152,
gitoxidelabs/gitoxide,gh/136510559,2023,opened_issues,174,
gitoxidelabs/gitoxide,gh/136510559,2024,closed_issues,105,
gitoxidelabs/gitoxide,gh/136510559,2024,opened_issues,132,
gitoxidelabs/gitoxide,gh/136510559,2025,closed_issues,85,
gitoxidelabs/gitoxide,gh/136510559,2025,opened_issues,131,
gitpython-developers/gitdb,gh/1126093,2021,closed_issues,6,
gitpython-developers/gitdb,gh/1126093,2021,opened_issues,7,
gitpython-developers/gitdb,gh/1126093,2022,closed_issues,2,
gitpython-developers/gitdb,gh/1126093,2022,opened_issues,1,
gitpython-developers/gitdb,gh/1126093,2023,closed_issues,4,
gitpython-developers/gitdb,gh/1126093,2023,opened_issues,5,
gitpython-developers/gitdb,gh/1126093,2024,closed_issues,1,
gitpython-developers/gitdb,gh/1126093,2024,opened_issues,0,
gitpython-developers/gitdb,gh/1126093,2025,closed_issues,2,
gitpython-developers/gitdb,gh/1126093,2025,opened_issues,4,
gitpython-developers/gitpython,gh/1126087,2021,closed_issues,124,
gitpython-developers/gitpython,gh/1126087,2021,opened_issues,93,
gitpython-developers/gitpython,gh/1126087,2022,closed_issues,49,
gitpython-developers/gitpython,gh/1126087,2022,opened_issues,54,
gitpython-developers/gitpython,gh/1126087,2023,closed_issues,90,
gitpython-developers/gitpython,gh/1126087,2023,opened_issues,102,
gitpython-developers/gitpython,gh/1126087,2024,closed_issues,56,
gitpython-developers/gitpython,gh/1126087,2024,opened_issues,71,
gitpython-developers/gitpython,gh/1126087,2025,closed_issues,20,
gitpython-developers/gitpython,gh/1126087,2025,opened_issues,30,
gitpython-developers/smmap,gh/1865144,2021,closed_issues,1,
gitpython-developers/smmap,gh/1865144,2021,opened_issues,0,
gitpython-developers/smmap,gh/1865144,2022,closed_issues,0,
gitpython-developers/smmap,gh/1865144,2022,opened_issues,0,
gitpython-developers/smmap,gh/1865144,2023,closed_issues,3,
gitpython-developers/smmap,gh/1865144,2023,opened_issues,2,
gitpython-developers/smmap,gh/1865144,2024,closed_issues,0,
gitpython-developers/smmap,gh/1865144,2024,opened_issues,0,
gitpython-developers/smmap,gh/1865144,2025,closed_issues,0,
gitpython-developers/smmap,gh/1865144,2025,opened_issues,0,
gkz/levn,gh/13287279,2021,closed_issues,0,
gkz/levn,gh/13287279,2021,opened_issues,1,
gkz/levn,gh/13287279,2022,closed_issues,0,
gkz/levn,gh/13287279,2022,opened_issues,0,
gkz/levn,gh/13287279,2023,closed_issues,0,
gkz/levn,gh/13287279,2023,opened_issues,0,
gkz/levn,gh/13287279,2024,closed_issues,0,
gkz/levn,gh/13287279,2024,opened_issues,0,
gkz/levn,gh/13287279,2025,closed_issues,0,
gkz/levn,gh/13287279,2025,opened_issues,0,
gkz/optionator,gh/13435927,2021,closed_issues,0,
gkz/optionator,gh/13435927,2021,opened_issues,1,
gkz/optionator,gh/13435927,2022,closed_issues,0,
gkz/optionator,gh/13435927,2022,opened_issues,1,
gkz/optionator,gh/13435927,2023,closed_issues,6,
gkz/optionator,gh/13435927,2023,opened_issues,7,
gkz/optionator,gh/13435927,2024,closed_issues,1,
gkz/optionator,gh/13435927,2024,opened_issues,0,
gkz/optionator,gh/13435927,2025,closed_issues,0,
gkz/optionator,gh/13435927,2025,opened_issues,0,
gkz/prelude-ls,gh/4457759,2021,closed_issues,0,
gkz/prelude-ls,gh/4457759,2021,opened_issues,0,
gkz/prelude-ls,gh/4457759,2022,closed_issues,0,
gkz/prelude-ls,gh/4457759,2022,opened_issues,0,
gkz/prelude-ls,gh/4457759,2023,closed_issues,0,
gkz/prelude-ls,gh/4457759,2023,opened_issues,0,
gkz/prelude-ls,gh/4457759,2024,closed_issues,0,
gkz/prelude-ls,gh/4457759,2024,opened_issues,0,
gkz/prelude-ls,gh/4457759,2025,closed_issues,0,
gkz/prelude-ls,gh/4457759,2025,opened_issues,0,
gkz/type-check,gh/13182168,2021,closed_issues,0,
gkz/type-check,gh/13182168,2021,opened_issues,0,
gkz/type-check,gh/13182168,2022,closed_issues,0,
gkz/type-check,gh/13182168,2022,opened_issues,0,
gkz/type-check,gh/13182168,2023,closed_issues,0,
gkz/type-check,gh/13182168,2023,opened_issues,1,
gkz/type-check,gh/13182168,2024,closed_issues,0,
gkz/type-check,gh/13182168,2024,opened_issues,0,
gkz/type-check,gh/13182168,2025,closed_issues,0,
gkz/type-check,gh/13182168,2025,opened_issues,0,
gmp-mirror/gmp,gh/681340775,2021,closed_issues,0,
gmp-mirror/gmp,gh/681340775,2021,opened_issues,0,
gmp-mirror/gmp,gh/681340775,2022,closed_issues,0,
gmp-mirror/gmp,gh/681340775,2022,opened_issues,0,
gmp-mirror/gmp,gh/681340775,2023,closed_issues,0,
gmp-mirror/gmp,gh/681340775,2023,opened_issues,0,
gmp-mirror/gmp,gh/681340775,2024,closed_issues,0,
gmp-mirror/gmp,gh/681340775,2024,opened_issues,0,
gmp-mirror/gmp,gh/681340775,2025,closed_issues,0,
gmp-mirror/gmp,gh/681340775,2025,opened_issues,0,
gnome/gdk-pixbuf,gl/gnome-1548,2021,closed_issues,0,
gnome/gdk-pixbuf,gl/gnome-1548,2021,opened_issues,0,
gnome/gdk-pixbuf,gl/gnome-1548,2022,closed_issues,0,
gnome/gdk-pixbuf,gl/gnome-1548,2022,opened_issues,0,
gnome/gdk-pixbuf,gl/gnome-1548,2023,closed_issues,0,
gnome/gdk-pixbuf,gl/gnome-1548,2023,opened_issues,0,
gnome/gdk-pixbuf,gl/gnome-1548,2024,closed_issues,0,
gnome/gdk-pixbuf,gl/gnome-1548,2024,opened_issues,0,
gnome/gdk-pixbuf,gl/gnome-1548,2025,closed_issues,0,
gnome/gdk-pixbuf,gl/gnome-1548,2025,opened_issues,0,
gnome/glib,gl/gnome-658,2021,closed_issues,0,
gnome/glib,gl/gnome-658,2021,opened_issues,0,
gnome/glib,gl/gnome-658,2022,closed_issues,0,
gnome/glib,gl/gnome-658,2022,opened_issues,0,
gnome/glib,gl/gnome-658,2023,closed_issues,0,
gnome/glib,gl/gnome-658,2023,opened_issues,0,
gnome/glib,gl/gnome-658,2024,closed_issues,0,
gnome/glib,gl/gnome-658,2024,opened_issues,0,
gnome/glib,gl/gnome-658,2025,closed_issues,0,
gnome/glib,gl/gnome-658,2025,opened_issues,0,
gnome/libxml2,gl/gnome-1665,2021,closed_issues,0,
gnome/libxml2,gl/gnome-1665,2021,opened_issues,0,
gnome/libxml2,gl/gnome-1665,2022,closed_issues,0,
gnome/libxml2,gl/gnome-1665,2022,opened_issues,0,
gnome/libxml2,gl/gnome-1665,2023,closed_issues,0,
gnome/libxml2,gl/gnome-1665,2023,opened_issues,0,
gnome/libxml2,gl/gnome-1665,2024,closed_issues,0,
gnome/libxml2,gl/gnome-1665,2024,opened_issues,0,
gnome/libxml2,gl/gnome-1665,2025,closed_issues,0,
gnome/libxml2,gl/gnome-1665,2025,opened_issues,0,
gnome/pango,gh/4537144,2021,closed_issues,0,
gnome/pango,gh/4537144,2021,opened_issues,0,
gnome/pango,gh/4537144,2022,closed_issues,0,
gnome/pango,gh/4537144,2022,opened_issues,0,
gnome/pango,gh/4537144,2023,closed_issues,0,
gnome/pango,gh/4537144,2023,opened_issues,0,
gnome/pango,gh/4537144,2024,closed_issues,0,
gnome/pango,gh/4537144,2024,opened_issues,0,
gnome/pango,gh/4537144,2025,closed_issues,0,
gnome/pango,gh/4537144,2025,opened_issues,0,
gnosis/libunistring,,2021,closed_issues,0,
gnosis/libunistring,,2021,opened_issues,0,
gnosis/libunistring,,2022,closed_issues,0,
gnosis/libunistring,,2022,opened_issues,0,
gnosis/libunistring,,2023,closed_issues,0,
gnosis/libunistring,,2023,opened_issues,0,
gnosis/libunistring,,2024,closed_issues,0,
gnosis/libunistring,,2024,opened_issues,0,
gnosis/libunistring,,2025,closed_issues,0,
gnosis/libunistring,,2025,opened_issues,0,
gnutls/gnutls,gl/179611,2021,closed_issues,0,
gnutls/gnutls,gl/179611,2021,opened_issues,0,
gnutls/gnutls,gl/179611,2022,closed_issues,0,
gnutls/gnutls,gl/179611,2022,opened_issues,0,
gnutls/gnutls,gl/179611,2023,closed_issues,0,
gnutls/gnutls,gl/179611,2023,opened_issues,0,
gnutls/gnutls,gl/179611,2024,closed_issues,0,
gnutls/gnutls,gl/179611,2024,opened_issues,0,
gnutls/gnutls,gl/179611,2025,closed_issues,0,
gnutls/gnutls,gl/179611,2025,opened_issues,0,
gnutls/libtasn1,gl/919981,2021,closed_issues,0,
gnutls/libtasn1,gl/919981,2021,opened_issues,0,
gnutls/libtasn1,gl/919981,2022,closed_issues,0,
gnutls/libtasn1,gl/919981,2022,opened_issues,0,
gnutls/libtasn1,gl/919981,2023,closed_issues,0,
gnutls/libtasn1,gl/919981,2023,opened_issues,0,
gnutls/libtasn1,gl/919981,2024,closed_issues,0,
gnutls/libtasn1,gl/919981,2024,opened_issues,0,
gnutls/libtasn1,gl/919981,2025,closed_issues,0,
gnutls/libtasn1,gl/919981,2025,opened_issues,0,
gnutls/nettle,gh/59017402,2021,closed_issues,0,
gnutls/nettle,gh/59017402,2021,opened_issues,0,
gnutls/nettle,gh/59017402,2022,closed_issues,0,
gnutls/nettle,gh/59017402,2022,opened_issues,0,
gnutls/nettle,gh/59017402,2023,closed_issues,0,
gnutls/nettle,gh/59017402,2023,opened_issues,0,
gnutls/nettle,gh/59017402,2024,closed_issues,0,
gnutls/nettle,gh/59017402,2024,opened_issues,0,
gnutls/nettle,gh/59017402,2025,closed_issues,0,
gnutls/nettle,gh/59017402,2025,opened_issues,0,
google/brotli,gh/24993138,2021,closed_issues,22,
google/brotli,gh/24993138,2021,opened_issues,36,
google/brotli,gh/24993138,2022,closed_issues,11,
google/brotli,gh/24993138,2022,opened_issues,23,
google/brotli,gh/24993138,2023,closed_issues,76,
google/brotli,gh/24993138,2023,opened_issues,40,
google/brotli,gh/24993138,2024,closed_issues,14,
google/brotli,gh/24993138,2024,opened_issues,34,
google/brotli,gh/24993138,2025,closed_issues,30,
google/brotli,gh/24993138,2025,opened_issues,32,
google/highway,gh/206791328,2021,closed_issues,57,2026-07-06T10:54:02+00:00
google/highway,gh/206791328,2021,opened_issues,60,2026-07-06T10:54:02+00:00
google/highway,gh/206791328,2022,closed_issues,94,2026-07-06T10:54:02+00:00
google/highway,gh/206791328,2022,opened_issues,110,2026-07-06T10:54:02+00:00
google/highway,gh/206791328,2023,closed_issues,137,2026-07-06T10:54:02+00:00
google/highway,gh/206791328,2023,opened_issues,134,2026-07-06T10:54:02+00:00
google/highway,gh/206791328,2024,closed_issues,84,2026-07-06T10:54:02+00:00
google/highway,gh/206791328,2024,opened_issues,99,2026-07-06T10:54:02+00:00
google/highway,gh/206791328,2025,closed_issues,87,2026-07-06T10:54:02+00:00
google/highway,gh/206791328,2025,opened_issues,98,2026-07-06T10:54:02+00:00
google/zerocopy,gh/534354967,2021,closed_issues,0,
google/zerocopy,gh/534354967,2021,opened_issues,0,
google/zerocopy,gh/534354967,2022,closed_issues,28,
google/zerocopy,gh/534354967,2022,opened_issues,67,
google/zerocopy,gh/534354967,2023,closed_issues,72,
google/zerocopy,gh/534354967,2023,opened_issues,167,
google/zerocopy,gh/534354967,2024,closed_issues,189,
google/zerocopy,gh/534354967,2024,opened_issues,243,
google/zerocopy,gh/534354967,2025,closed_issues,57,
google/zerocopy,gh/534354967,2025,opened_issues,65,
googleapis/google-api-python-client,gh/15749269,2021,closed_issues,150,
googleapis/google-api-python-client,gh/15749269,2021,opened_issues,163,
googleapis/google-api-python-client,gh/15749269,2022,closed_issues,51,
googleapis/google-api-python-client,gh/15749269,2022,opened_issues,89,
googleapis/google-api-python-client,gh/15749269,2023,closed_issues,39,
googleapis/google-api-python-client,gh/15749269,2023,opened_issues,78,
googleapis/google-api-python-client,gh/15749269,2024,closed_issues,48,
googleapis/google-api-python-client,gh/15749269,2024,opened_issues,68,
googleapis/google-api-python-client,gh/15749269,2025,closed_issues,24,
googleapis/google-api-python-client,gh/15749269,2025,opened_issues,46,
googleapis/google-auth-library-python,gh/69199387,2021,opened_issues,66,
googleapis/google-auth-library-python,gh/69199387,2022,opened_issues,40,
googleapis/google-auth-library-python,gh/69199387,2023,opened_issues,49,
googleapis/google-auth-library-python,gh/69199387,2024,opened_issues,28,
googleapis/google-auth-library-python,gh/69199387,2025,opened_issues,25,
googleapis/google-cloud-node-core,gh/1052931509,2021,opened_issues,75,
googleapis/google-cloud-node-core,gh/1052931509,2022,opened_issues,108,
googleapis/google-cloud-node-core,gh/1052931509,2023,opened_issues,24,
googleapis/google-cloud-node-core,gh/1052931509,2024,opened_issues,32,
googleapis/google-cloud-node-core,gh/1052931509,2025,opened_issues,37,
googleapis/google-cloud-python,gh/16316451,2021,closed_issues,25,
googleapis/google-cloud-python,gh/16316451,2021,opened_issues,132,
googleapis/google-cloud-python,gh/16316451,2022,closed_issues,27,
googleapis/google-cloud-python,gh/16316451,2022,opened_issues,0,
googleapis/google-cloud-python,gh/16316451,2023,closed_issues,252,
googleapis/google-cloud-python,gh/16316451,2023,opened_issues,499,
googleapis/google-cloud-python,gh/16316451,2024,closed_issues,105,
googleapis/google-cloud-python,gh/16316451,2024,opened_issues,438,
googleapis/google-cloud-python,gh/16316451,2025,closed_issues,82,
googleapis/google-cloud-python,gh/16316451,2025,opened_issues,357,
googleapis/google-resumable-media-python,gh/88091939,2021,opened_issues,21,
googleapis/google-resumable-media-python,gh/88091939,2022,opened_issues,11,
googleapis/google-resumable-media-python,gh/88091939,2023,opened_issues,2,
googleapis/google-resumable-media-python,gh/88091939,2024,opened_issues,1,
googleapis/google-resumable-media-python,gh/88091939,2025,opened_issues,1,
googleapis/proto-plus-python,gh/157577168,2021,opened_issues,40,
googleapis/proto-plus-python,gh/157577168,2022,opened_issues,16,
googleapis/proto-plus-python,gh/157577168,2023,opened_issues,7,
googleapis/proto-plus-python,gh/157577168,2024,opened_issues,16,
googleapis/proto-plus-python,gh/157577168,2025,opened_issues,4,
googleapis/python-api-core,gh/226992456,2021,closed_issues,38,
googleapis/python-api-core,gh/226992456,2021,opened_issues,45,
googleapis/python-api-core,gh/226992456,2022,closed_issues,27,
googleapis/python-api-core,gh/226992456,2022,opened_issues,26,
googleapis/python-api-core,gh/226992456,2023,closed_issues,19,
googleapis/python-api-core,gh/226992456,2023,opened_issues,17,
googleapis/python-api-core,gh/226992456,2024,closed_issues,31,
googleapis/python-api-core,gh/226992456,2024,opened_issues,28,
googleapis/python-api-core,gh/226992456,2025,closed_issues,16,
googleapis/python-api-core,gh/226992456,2025,opened_issues,13,
googleapis/python-bigquery,gh/226992475,2021,opened_issues,205,
googleapis/python-bigquery,gh/226992475,2022,opened_issues,97,
googleapis/python-bigquery,gh/226992475,2023,opened_issues,84,
googleapis/python-bigquery,gh/226992475,2024,opened_issues,72,
googleapis/python-bigquery,gh/226992475,2025,opened_issues,28,
googleapis/python-cloud-core,gh/226992462,2021,closed_issues,12,2026-07-05T22:54:39+00:00
googleapis/python-cloud-core,gh/226992462,2021,opened_issues,10,
googleapis/python-cloud-core,gh/226992462,2022,closed_issues,3,2026-07-05T22:54:39+00:00
googleapis/python-cloud-core,gh/226992462,2022,opened_issues,3,
googleapis/python-cloud-core,gh/226992462,2023,closed_issues,3,2026-07-05T22:54:39+00:00
googleapis/python-cloud-core,gh/226992462,2023,opened_issues,2,
googleapis/python-cloud-core,gh/226992462,2024,closed_issues,0,2026-07-05T22:54:39+00:00
googleapis/python-cloud-core,gh/226992462,2024,opened_issues,0,
googleapis/python-cloud-core,gh/226992462,2025,closed_issues,1,2026-07-05T22:54:39+00:00
googleapis/python-cloud-core,gh/226992462,2025,opened_issues,1,
googleapis/python-crc32c,gh/159736041,2021,closed_issues,23,2026-07-05T22:54:39+00:00
googleapis/python-crc32c,gh/159736041,2021,opened_issues,21,
googleapis/python-crc32c,gh/159736041,2022,closed_issues,2,2026-07-05T22:54:39+00:00
googleapis/python-crc32c,gh/159736041,2022,opened_issues,5,
googleapis/python-crc32c,gh/159736041,2023,closed_issues,7,2026-07-05T22:54:39+00:00
googleapis/python-crc32c,gh/159736041,2023,opened_issues,3,
googleapis/python-crc32c,gh/159736041,2024,closed_issues,4,2026-07-05T22:54:39+00:00
googleapis/python-crc32c,gh/159736041,2024,opened_issues,3,
googleapis/python-crc32c,gh/159736041,2025,closed_issues,6,2026-07-05T22:54:39+00:00
googleapis/python-crc32c,gh/159736041,2025,opened_issues,5,
googleapis/python-storage,gh/226992639,2021,opened_issues,109,
googleapis/python-storage,gh/226992639,2022,opened_issues,77,
googleapis/python-storage,gh/226992639,2023,opened_issues,109,
googleapis/python-storage,gh/226992639,2024,opened_issues,71,
googleapis/python-storage,gh/226992639,2025,opened_issues,98,
googlechrome/workbox,gh/55424670,2021,closed_issues,180,
googlechrome/workbox,gh/55424670,2021,opened_issues,196,
googlechrome/workbox,gh/55424670,2022,closed_issues,57,
googlechrome/workbox,gh/55424670,2022,opened_issues,94,
googlechrome/workbox,gh/55424670,2023,closed_issues,20,
googlechrome/workbox,gh/55424670,2023,opened_issues,64,
googlechrome/workbox,gh/55424670,2024,closed_issues,211,
googlechrome/workbox,gh/55424670,2024,opened_issues,70,
googlechrome/workbox,gh/55424670,2025,closed_issues,16,
googlechrome/workbox,gh/55424670,2025,opened_issues,24,
gozala/querystring,gh/1622111,2021,opened_issues,3,
gozala/querystring,gh/1622111,2022,opened_issues,0,
gozala/querystring,gh/1622111,2023,opened_issues,0,
gozala/querystring,gh/1622111,2024,opened_issues,0,
gozala/querystring,gh/1622111,2025,opened_issues,0,
gpg/libgpg-error,gh/42075984,2021,closed_issues,0,
gpg/libgpg-error,gh/42075984,2021,opened_issues,0,
gpg/libgpg-error,gh/42075984,2022,closed_issues,0,
gpg/libgpg-error,gh/42075984,2022,opened_issues,0,
gpg/libgpg-error,gh/42075984,2023,closed_issues,0,
gpg/libgpg-error,gh/42075984,2023,opened_issues,0,
gpg/libgpg-error,gh/42075984,2024,closed_issues,0,
gpg/libgpg-error,gh/42075984,2024,opened_issues,0,
gpg/libgpg-error,gh/42075984,2025,closed_issues,0,
gpg/libgpg-error,gh/42075984,2025,opened_issues,0,
grahamdumpleton/wrapt,gh/10357291,2021,closed_issues,37,
grahamdumpleton/wrapt,gh/10357291,2021,opened_issues,24,
grahamdumpleton/wrapt,gh/10357291,2022,closed_issues,11,
grahamdumpleton/wrapt,gh/10357291,2022,opened_issues,14,
grahamdumpleton/wrapt,gh/10357291,2023,closed_issues,19,
grahamdumpleton/wrapt,gh/10357291,2023,opened_issues,33,
grahamdumpleton/wrapt,gh/10357291,2024,closed_issues,7,
grahamdumpleton/wrapt,gh/10357291,2024,opened_issues,14,
grahamdumpleton/wrapt,gh/10357291,2025,closed_issues,11,
grahamdumpleton/wrapt,gh/10357291,2025,opened_issues,15,
grantjenks/python-sortedcontainers,gh/17144859,2021,closed_issues,14,
grantjenks/python-sortedcontainers,gh/17144859,2021,opened_issues,18,
grantjenks/python-sortedcontainers,gh/17144859,2022,closed_issues,24,
grantjenks/python-sortedcontainers,gh/17144859,2022,opened_issues,21,
grantjenks/python-sortedcontainers,gh/17144859,2023,closed_issues,8,
grantjenks/python-sortedcontainers,gh/17144859,2023,opened_issues,13,
grantjenks/python-sortedcontainers,gh/17144859,2024,closed_issues,9,
grantjenks/python-sortedcontainers,gh/17144859,2024,opened_issues,15,
grantjenks/python-sortedcontainers,gh/17144859,2025,closed_issues,0,
grantjenks/python-sortedcontainers,gh/17144859,2025,opened_issues,2,
graydon/exhaustigen-rs,gh/432630522,2021,closed_issues,0,
graydon/exhaustigen-rs,gh/432630522,2021,opened_issues,0,
graydon/exhaustigen-rs,gh/432630522,2022,closed_issues,0,
graydon/exhaustigen-rs,gh/432630522,2022,opened_issues,0,
graydon/exhaustigen-rs,gh/432630522,2023,closed_issues,0,
graydon/exhaustigen-rs,gh/432630522,2023,opened_issues,0,
graydon/exhaustigen-rs,gh/432630522,2024,closed_issues,0,
graydon/exhaustigen-rs,gh/432630522,2024,opened_issues,0,
graydon/exhaustigen-rs,gh/432630522,2025,closed_issues,0,
graydon/exhaustigen-rs,gh/432630522,2025,opened_issues,1,
gregberge/svgr,gh/102155012,2021,closed_issues,84,
gregberge/svgr,gh/102155012,2021,opened_issues,82,
gregberge/svgr,gh/102155012,2022,closed_issues,60,
gregberge/svgr,gh/102155012,2022,opened_issues,80,
gregberge/svgr,gh/102155012,2023,closed_issues,25,
gregberge/svgr,gh/102155012,2023,opened_issues,70,
gregberge/svgr,gh/102155012,2024,closed_issues,14,
gregberge/svgr,gh/102155012,2024,opened_issues,41,
gregberge/svgr,gh/102155012,2025,closed_issues,5,
gregberge/svgr,gh/102155012,2025,opened_issues,14,
grncdr/merge-stream,gh/10579821,2021,closed_issues,1,
grncdr/merge-stream,gh/10579821,2021,opened_issues,1,
grncdr/merge-stream,gh/10579821,2022,closed_issues,0,
grncdr/merge-stream,gh/10579821,2022,opened_issues,0,
grncdr/merge-stream,gh/10579821,2023,closed_issues,0,
grncdr/merge-stream,gh/10579821,2023,opened_issues,0,
grncdr/merge-stream,gh/10579821,2024,closed_issues,1,
grncdr/merge-stream,gh/10579821,2024,opened_issues,1,
grncdr/merge-stream,gh/10579821,2025,closed_issues,0,
grncdr/merge-stream,gh/10579821,2025,opened_issues,0,
grpc/grpc,gh/27729880,2021,closed_issues,559,
grpc/grpc,gh/27729880,2021,opened_issues,760,
grpc/grpc,gh/27729880,2022,closed_issues,798,
grpc/grpc,gh/27729880,2022,opened_issues,607,
grpc/grpc,gh/27729880,2023,closed_issues,533,
grpc/grpc,gh/27729880,2023,opened_issues,550,
grpc/grpc,gh/27729880,2024,closed_issues,0,
grpc/grpc,gh/27729880,2024,opened_issues,450,
grpc/grpc,gh/27729880,2025,closed_issues,292,
grpc/grpc,gh/27729880,2025,opened_issues,333,
gsnedders/python-webencodings,gh/7043404,2021,closed_issues,1,
gsnedders/python-webencodings,gh/7043404,2021,opened_issues,3,
gsnedders/python-webencodings,gh/7043404,2022,closed_issues,0,
gsnedders/python-webencodings,gh/7043404,2022,opened_issues,0,
gsnedders/python-webencodings,gh/7043404,2023,closed_issues,0,
gsnedders/python-webencodings,gh/7043404,2023,opened_issues,2,
gsnedders/python-webencodings,gh/7043404,2024,closed_issues,0,
gsnedders/python-webencodings,gh/7043404,2024,opened_issues,0,
gsnedders/python-webencodings,gh/7043404,2025,closed_issues,0,
gsnedders/python-webencodings,gh/7043404,2025,opened_issues,1,
guillaumegomez/doc-comment,gh/127254922,2021,closed_issues,1,
guillaumegomez/doc-comment,gh/127254922,2021,opened_issues,4,
guillaumegomez/doc-comment,gh/127254922,2022,closed_issues,2,
guillaumegomez/doc-comment,gh/127254922,2022,opened_issues,2,
guillaumegomez/doc-comment,gh/127254922,2023,closed_issues,0,
guillaumegomez/doc-comment,gh/127254922,2023,opened_issues,0,
guillaumegomez/doc-comment,gh/127254922,2024,closed_issues,0,
guillaumegomez/doc-comment,gh/127254922,2024,opened_issues,0,
guillaumegomez/doc-comment,gh/127254922,2025,closed_issues,0,
