repo,repo_id,gh_sponsorships_in,gh_sponsors_enabled,sponsors_status,fetched_at
inspect-js/is-array-buffer,gh/45977026,0,False,ok,2026-06-30T10:25:13+00:00
inspect-js/is-bigint,gh/149682261,0,False,ok,2026-06-30T10:25:13+00:00
inspect-js/is-boolean-object,gh/34700259,0,False,ok,2026-06-30T10:25:13+00:00
inspect-js/is-callable,gh/30012910,0,False,ok,2026-06-30T10:25:13+00:00
inspect-js/is-core-module,gh/24578130,0,False,ok,2026-06-30T10:25:14+00:00
inspect-js/is-data-descriptor,gh/41659073,0,False,ok,2026-06-30T10:25:14+00:00
inspect-js/is-data-view,gh/751048078,0,False,ok,2026-06-30T10:25:14+00:00
inspect-js/is-date-object,gh/29991041,0,False,ok,2026-06-30T10:25:14+00:00
inspect-js/is-descriptor,gh/41658845,0,False,ok,2026-06-30T10:25:14+00:00
inspect-js/is-number-object,gh/29991666,0,False,ok,2026-06-30T10:25:14+00:00
inspect-js/is-regex,gh/15930063,0,False,ok,2026-06-30T10:25:14+00:00
inspect-js/is-string,gh/30010185,0,False,ok,2026-06-30T10:25:14+00:00
inspect-js/is-symbol,gh/29791606,0,False,ok,2026-06-30T10:25:14+00:00
inspect-js/is-typed-array,gh/43528820,0,False,ok,2026-06-30T10:25:14+00:00
inspect-js/node-supports-preserve-symlinks-flag,gh/443970899,0,False,ok,2026-06-30T10:25:15+00:00
inspect-js/object-inspect,gh/11683441,0,False,ok,2026-06-30T10:25:15+00:00
inspect-js/typed-array-buffer,gh/649850465,0,False,ok,2026-06-30T10:25:15+00:00
inspect-js/which-boxed-primitive,gh/201685155,0,False,ok,2026-06-30T10:25:15+00:00
inspect-js/which-typed-array,gh/43708371,0,False,ok,2026-06-30T10:25:15+00:00
ipython/traitlets,gh/14993021,4,True,ok,2026-06-30T10:25:15+00:00
isaacs/chownr,gh/3858354,22,True,ok,2026-06-30T10:25:15+00:00
isaacs/cliui,gh/634056857,22,True,ok,2026-06-30T10:25:15+00:00
isaacs/core-util-is,gh/12391440,22,True,ok,2026-06-30T10:25:16+00:00
isaacs/fs-minipass,gh/102982143,22,True,ok,2026-06-30T10:25:16+00:00
isaacs/fs.realpath,gh/61231712,22,True,ok,2026-06-30T10:25:16+00:00
isaacs/inflight-deprecated-do-not-use,gh/19442260,23,True,ok,2026-07-06T11:10:40+00:00
isaacs/inherits,gh/1580001,22,True,ok,2026-06-30T10:25:16+00:00
isaacs/isexe,gh/49804297,22,True,ok,2026-06-30T10:25:16+00:00
isaacs/minimatch,gh/2056549,22,True,ok,2026-06-30T10:25:16+00:00
isaacs/minipass,gh/84886212,22,True,ok,2026-06-30T10:25:16+00:00
isaacs/minizlib,gh/86429676,22,True,ok,2026-06-30T10:25:16+00:00
isaacs/node-glob,gh/357681,22,True,ok,2026-06-30T10:25:16+00:00
isaacs/node-graceful-fs,gh/2077020,22,True,ok,2026-06-30T10:25:16+00:00
isaacs/node-lru-cache,gh/679662,22,True,ok,2026-06-30T10:25:17+00:00
isaacs/node-mkdirp,gh/2718248,22,True,ok,2026-06-30T10:25:17+00:00
isaacs/node-tar,gh/1534331,22,True,ok,2026-06-30T10:25:17+00:00
isaacs/once,gh/5409660,22,True,ok,2026-06-30T10:25:17+00:00
isaacs/package-json-from-dist,gh/800543709,22,True,ok,2026-06-30T10:25:17+00:00
isaacs/path-scurry,gh/591569499,22,True,ok,2026-06-30T10:25:17+00:00
isaacs/rimraf,gh/1341324,22,True,ok,2026-06-30T10:25:17+00:00
isaacs/sax-js,gh/508894,22,True,ok,2026-06-30T10:25:17+00:00
isaacs/wrappy,gh/24208073,22,True,ok,2026-06-30T10:25:17+00:00
isaacs/yallist,gh/48222381,22,True,ok,2026-06-30T10:25:18+00:00
istanbuljs/istanbuljs,gh/81482340,0,False,ok,2026-06-30T10:25:18+00:00
istanbuljs/schema,gh/211950686,0,False,ok,2026-06-30T10:25:18+00:00
istanbuljs/test-exclude,gh/60489570,0,False,ok,2026-06-30T10:25:18+00:00
jamesmunns/postcard,gh/179385478,0,False,ok,2026-06-30T10:25:18+00:00
jaraco/jaraco.develop,gh/48289082,2,True,ok,2026-06-30T10:25:18+00:00
jaraco/pytest-perf,gh/372026120,2,True,ok,2026-06-30T10:25:18+00:00
jaraco/zipp,gh/157774633,2,True,ok,2026-06-30T10:25:18+00:00
jaredhanson/utils-merge,gh/11349896,9,True,ok,2026-06-30T10:25:18+00:00
jaredwray/cacheable,gh/9267870,0,False,ok,2026-06-30T10:25:18+00:00
jaredwray/keyv,gh/96540810,0,False,ok,2026-06-30T10:25:19+00:00
jawah/charset_normalizer,gh/200259335,0,False,ok,2026-06-30T10:25:19+00:00
jbgutierrez/path-parse,gh/34113780,0,False,ok,2026-06-30T10:25:19+00:00
jd/tenacity,gh/65468547,2,True,ok,2026-06-30T10:25:19+00:00
jensyt/imurmurhash-js,gh/11802843,0,False,ok,2026-06-30T10:25:19+00:00
jestjs/jest,gh/15062869,0,False,ok,2026-06-30T10:25:19+00:00
jimmywarting/node-domexception,gh/371470141,3,True,ok,2026-07-06T11:10:41+00:00
jimp-dev/jimp,gh/24008065,0,False,ok,2026-06-30T10:25:19+00:00
jmespath/jmespath.py,gh/8300763,0,False,ok,2026-06-30T10:25:19+00:00
joblib/joblib,gh/654608,0,False,ok,2026-06-30T10:25:19+00:00
jonathanong/ee-first,gh/20707897,0,False,ok,2026-06-30T10:25:19+00:00
jonschlinkert/assign-symbols,gh/45661176,19,True,ok,2026-06-30T10:25:20+00:00
jonschlinkert/define-property,gh/40633359,19,True,ok,2026-06-30T10:25:20+00:00
jonschlinkert/extend-shallow,gh/25867410,19,True,ok,2026-06-30T10:25:20+00:00
jonschlinkert/fill-range,gh/27113310,19,True,ok,2026-06-30T10:25:20+00:00
jonschlinkert/get-value,gh/24911025,19,True,ok,2026-06-30T10:25:21+00:00
jonschlinkert/global-prefix,gh/31455984,19,True,ok,2026-06-30T10:25:21+00:00
jonschlinkert/has-value,gh/24310408,19,True,ok,2026-06-30T10:25:21+00:00
jonschlinkert/has-values,gh/33009186,19,True,ok,2026-06-30T10:25:21+00:00
jonschlinkert/is-extendable,gh/38225016,19,True,ok,2026-06-30T10:25:22+00:00
jonschlinkert/is-number,gh/24313173,19,True,ok,2026-06-30T10:25:22+00:00
jonschlinkert/is-plain-object,gh/24306940,19,True,ok,2026-06-30T10:25:22+00:00
jonschlinkert/isobject,gh/21342886,19,True,ok,2026-06-30T10:25:22+00:00
jonschlinkert/kind-of,gh/24491562,19,True,ok,2026-06-30T10:25:23+00:00
jonschlinkert/map-cache,gh/32450614,19,True,ok,2026-06-30T10:25:23+00:00
jonschlinkert/normalize-path,gh/21224182,19,True,ok,2026-06-30T10:25:23+00:00
jonschlinkert/object-visit,gh/38545952,19,True,ok,2026-06-30T10:25:23+00:00
jonschlinkert/word-wrap,gh/18260583,19,True,ok,2026-06-30T10:25:24+00:00
jorgebucaran/colorette,gh/34648097,9,True,ok,2026-06-30T10:25:24+00:00
joshuakgoldberg/ts-api-utils,gh/597893818,21,True,ok,2026-06-30T10:25:24+00:00
jpadilla/pyjwt,gh/1408162,3,True,ok,2026-06-30T10:25:24+00:00
jprichardson/node-fs-extra,gh/2791348,0,False,ok,2026-06-30T10:25:25+00:00
jprichardson/node-jsonfile,gh/5754307,0,False,ok,2026-06-30T10:25:25+00:00
jquast/wcwidth,gh/18464187,1,True,ok,2026-06-30T10:25:25+00:00
jquery/esprima,gh/2833537,0,False,ok,2026-06-30T10:25:25+00:00
jridgewell/resolve-uri,gh/196878944,0,False,ok,2026-06-30T10:25:26+00:00
jridgewell/sourcemaps,gh/897142826,0,False,ok,2026-06-30T10:25:26+00:00
jsdom/tr46,gh/36964214,0,False,ok,2026-06-30T10:25:26+00:00
jsdom/webidl-conversions,gh/23000311,0,False,ok,2026-06-30T10:25:26+00:00
jsdom/whatwg-mimetype,gh/71014420,0,False,ok,2026-06-30T10:25:27+00:00
jsdom/whatwg-url,gh/34761352,0,False,ok,2026-06-30T10:25:27+00:00
jsdom/xml-name-validator,gh/28553202,0,False,ok,2026-06-30T10:25:27+00:00
jshttp/accepts,gh/15482433,0,False,ok,2026-06-30T10:25:28+00:00
jshttp/content-disposition,gh/24216676,0,False,ok,2026-06-30T10:25:28+00:00
jshttp/content-type,gh/30172150,0,False,ok,2026-06-30T10:25:28+00:00
jshttp/cookie,gh/4475810,0,False,ok,2026-06-30T10:25:28+00:00
jshttp/etag,gh/22894570,0,False,ok,2026-06-30T10:25:29+00:00
jshttp/forwarded,gh/24300217,0,False,ok,2026-06-30T10:25:29+00:00
jshttp/fresh,gh/4617552,0,False,ok,2026-06-30T10:25:29+00:00
jshttp/http-errors,gh/23806086,0,False,ok,2026-06-30T10:25:29+00:00
jshttp/media-typer,gh/20814275,0,False,ok,2026-06-30T10:25:30+00:00
jshttp/methods,gh/8274071,0,False,ok,2026-06-30T10:25:30+00:00
jshttp/mime-db,gh/22970419,0,False,ok,2026-06-30T10:25:30+00:00
jshttp/mime-types,gh/19380178,0,False,ok,2026-06-30T10:25:30+00:00
jshttp/negotiator,gh/3275614,0,False,ok,2026-06-30T10:25:31+00:00
jshttp/on-finished,gh/15349765,0,False,ok,2026-06-30T10:25:31+00:00
jshttp/range-parser,gh/4627131,0,False,ok,2026-06-30T10:25:31+00:00
jshttp/statuses,gh/17690272,0,False,ok,2026-06-30T10:25:32+00:00
jshttp/type-is,gh/15484233,0,False,ok,2026-06-30T10:25:32+00:00
jshttp/vary,gh/20498698,0,False,ok,2026-06-30T10:25:32+00:00
jslicense/spdx-correct.js,gh/34817196,0,False,ok,2026-06-30T10:25:32+00:00
jslicense/spdx-exceptions.json,gh/40062896,0,False,ok,2026-06-30T10:25:33+00:00
jslicense/spdx-expression-parse.js,gh/40067336,0,False,ok,2026-06-30T10:25:33+00:00
jslicense/spdx-license-ids,gh/26001547,0,False,ok,2026-06-30T10:25:33+00:00
json-c/json-c,gh/1139119,0,False,ok,2026-07-06T11:10:41+00:00
json5/json5,gh/4463453,0,False,ok,2026-06-30T10:25:33+00:00
juliangruber/balanced-match,gh/13538817,6,True,ok,2026-06-30T10:25:34+00:00
juliangruber/brace-expansion,gh/13539234,6,True,ok,2026-06-30T10:25:34+00:00
juliangruber/isarray,gh/10227611,6,True,ok,2026-06-30T10:25:34+00:00
justmoon/node-extend,gh/3967764,0,False,ok,2026-06-30T10:25:35+00:00
jviereck/regjsparser,gh/14087781,0,False,ok,2026-06-30T10:25:35+00:00
ka-weihe/fastest-levenshtein,gh/158960628,0,False,ok,2026-06-30T10:25:35+00:00
kaelzhang/node-ignore,gh/12519245,0,False,ok,2026-06-30T10:25:35+00:00
kemitchell/validate-npm-package-license.js,gh/35000460,0,False,ok,2026-06-30T10:25:36+00:00
kevinbeaty/any-promise,gh/26247715,0,False,ok,2026-06-30T10:25:36+00:00
kevva/dir-glob,gh/49264969,0,False,ok,2026-06-30T10:25:20+00:00
kevva/shebang-command,gh/47402913,0,False,ok,2026-06-30T10:25:20+00:00
kilian/electron-to-chromium,gh/78972540,3,True,ok,2026-06-30T10:25:20+00:00
kjd/idna,gh/10323585,0,False,ok,2026-06-30T10:25:20+00:00
knurling-rs/defmt,gh/282262730,20,True,ok,2026-06-30T10:25:21+00:00
kpdecker/jsdiff,gh/1542219,0,False,ok,2026-06-30T10:25:21+00:00
krb5/krb5,gh/4307702,0,False,ok,2026-06-30T10:25:21+00:00
kriskowal/asap,gh/11295071,0,False,ok,2026-06-30T10:25:21+00:00
kriszyp/json-schema,gh/947175,0,False,ok,2026-06-30T10:25:22+00:00
la10736/rstest,gh/124802455,0,False,ok,2026-07-06T11:10:41+00:00
langchain-ai/langchain,gh/552661142,0,False,ok,2026-06-30T10:25:22+00:00
laurent-laporte-pro/deprecated,gh/111412148,0,False,ok,2026-06-30T10:25:22+00:00
lddubeau/xmlchars,gh/139881982,0,False,ok,2026-07-06T11:10:41+00:00
legrandin/pycryptodome,gh/19378935,0,False,ok,2026-06-30T10:25:22+00:00
libevent/libevent,gh/1856976,,,ok,2026-05-19T11:11:04+00:00
libexpat/libexpat,gh/80314213,0,False,ok,2026-06-30T10:25:23+00:00
libffi/libffi,gh/321154,0,False,ok,2026-06-30T10:25:23+00:00
libidn/libidn2,gh/87378214,0,False,ok,2026-07-06T11:10:41+00:00
libjpeg-turbo/libjpeg-turbo,gh/39760454,9,True,ok,2026-06-30T10:25:23+00:00
libjxl/libjxl,gh/340219494,0,False,ok,2026-06-30T10:25:24+00:00
libpixman/pixman,gh/81675971,0,False,ok,2026-06-30T10:25:24+00:00
libtiff/libtiff,,0,False,ok,2026-07-06T11:10:41+00:00
libuv/libuv,gh/14812739,0,False,ok,2026-06-30T10:25:24+00:00
linusu/buffer-from,gh/66025821,3,True,ok,2026-06-30T10:25:24+00:00
linux-audit/audit-userspace,gh/52464964,0,False,ok,2026-06-30T10:25:25+00:00
linux-pam/linux-pam,gh/76264690,0,False,ok,2026-06-30T10:25:25+00:00
litejs/natural-compare-lite,gh/9146732,1,True,ok,2026-06-30T10:25:25+00:00
ljharb/call-bind,gh/308533760,67,True,ok,2026-06-30T10:25:25+00:00
ljharb/call-bind-apply-helpers,gh/898190951,67,True,ok,2026-06-30T10:25:26+00:00
ljharb/call-bound,gh/898125972,67,True,ok,2026-06-30T10:25:26+00:00
ljharb/concat-map,gh/548993448,67,True,ok,2026-06-30T10:25:26+00:00
ljharb/define-data-property,gh/689109338,67,True,ok,2026-06-30T10:25:26+00:00
ljharb/define-properties,gh/28768789,67,True,ok,2026-06-30T10:25:26+00:00
ljharb/es-abstract,gh/28995155,67,True,ok,2026-06-30T10:25:27+00:00
ljharb/es-define-property,gh/756570458,67,True,ok,2026-06-30T10:25:27+00:00
ljharb/es-errors,gh/752160492,67,True,ok,2026-06-30T10:25:27+00:00
ljharb/es-shim-unscopables,gh/480458584,67,True,ok,2026-06-30T10:25:28+00:00
ljharb/es-to-primitive,gh/32377814,67,True,ok,2026-06-30T10:25:28+00:00
ljharb/get-intrinsic,gh/308516559,67,True,ok,2026-06-30T10:25:28+00:00
ljharb/get-proto,gh/911035271,67,True,ok,2026-06-30T10:25:28+00:00
ljharb/gopd,gh/560708130,67,True,ok,2026-06-30T10:25:29+00:00
ljharb/internal-slot,gh/216159146,67,True,ok,2026-06-30T10:25:29+00:00
ljharb/object-keys,gh/9103992,67,True,ok,2026-06-30T10:25:29+00:00
ljharb/object.assign,gh/17755831,67,True,ok,2026-06-30T10:25:29+00:00
ljharb/possible-typed-array-names,gh/760136716,67,True,ok,2026-06-30T10:25:30+00:00
ljharb/qs,gh/22266795,67,True,ok,2026-06-30T10:25:30+00:00
ljharb/safe-regex-test,gh/540138887,67,True,ok,2026-06-30T10:25:30+00:00
ljharb/set-function-length,gh/704249795,67,True,ok,2026-06-30T10:25:30+00:00
ljharb/side-channel,gh/225239081,67,True,ok,2026-06-30T10:25:31+00:00
ljharb/side-channel-list,gh/901451610,67,True,ok,2026-06-30T10:25:31+00:00
ljharb/side-channel-map,gh/901191461,67,True,ok,2026-06-30T10:25:31+00:00
ljharb/side-channel-weakmap,gh/901188921,67,True,ok,2026-06-30T10:25:32+00:00
lodash/lodash,gh/3955647,0,False,ok,2026-06-30T10:25:32+00:00
loganfsmyth/gensync,gh/132383032,0,False,ok,2026-06-30T10:25:32+00:00
lokathor/bytemuck,gh/209673558,10,True,ok,2026-06-30T10:25:32+00:00
lovell/detect-libc,gh/96149091,0,False,ok,2026-07-06T15:53:42+00:00
lukeed/dequal,gh/174421655,8,True,ok,2026-06-30T10:25:33+00:00
lukeed/escalade,gh/273568715,8,True,ok,2026-06-30T10:25:33+00:00
lukeed/kleur,gh/140393403,8,True,ok,2026-06-30T10:25:33+00:00
lxml/lxml,gh/1353927,0,False,ok,2026-06-30T10:25:34+00:00
lydell/js-tokens,gh/17552490,0,False,ok,2026-06-30T10:25:34+00:00
lz4/lz4,gh/18106269,0,False,ok,2026-06-30T10:25:34+00:00
madler/zlib,gh/2359378,0,False,ok,2026-06-30T10:25:34+00:00
mafintosh/end-of-stream,gh/14732255,3,True,ok,2026-06-30T10:25:35+00:00
mafintosh/pump,gh/12118126,3,True,ok,2026-06-30T10:25:35+00:00
mafintosh/tar-stream,gh/15340089,3,True,ok,2026-06-30T10:25:35+00:00
marshallpierce/rust-base64,gh/47371310,0,False,ok,2026-06-30T10:25:35+00:00
mathiasbynens/cssesc,gh/12001360,4,True,ok,2026-06-30T10:25:36+00:00
mathiasbynens/emoji-regex,gh/24557614,4,True,ok,2026-06-30T10:25:36+00:00
mathiasbynens/jsesc,gh/10498729,4,True,ok,2026-06-30T10:25:13+00:00
mathiasbynens/punycode.js,gh/2755924,4,True,ok,2026-06-30T10:25:13+00:00
mathiasbynens/regenerate,gh/10182772,4,True,ok,2026-06-30T10:25:13+00:00
mathiasbynens/regexpu-core,gh/49437324,4,True,ok,2026-06-30T10:25:13+00:00
mathiasbynens/unicode-canonical-property-names-ecmascript,gh/88346537,4,True,ok,2026-06-30T10:25:13+00:00
mathiasbynens/unicode-property-aliases-ecmascript,gh/88333533,4,True,ok,2026-06-30T10:25:13+00:00
matklad/once_cell,gh/143220272,0,False,ok,2026-06-30T10:25:14+00:00
matplotlib/matplotlib,gh/1385122,13,True,ok,2026-06-30T10:25:14+00:00
mcollina/fastq,gh/37368217,13,True,ok,2026-06-30T10:25:14+00:00
mcollina/reusify,gh/42106515,13,True,ok,2026-06-30T10:25:14+00:00
md/tcp-wrappers,,0,False,ok,2026-07-06T11:10:40+00:00
mdn/data,gh/70901646,0,False,ok,2026-06-30T10:25:14+00:00
medikoo/d,gh/10817569,3,True,ok,2026-06-30T10:25:14+00:00
medikoo/es5-ext,gh/1792941,3,True,ok,2026-06-30T10:25:14+00:00
medikoo/es6-symbol,gh/14423385,3,True,ok,2026-06-30T10:25:14+00:00
medikoo/type,gh/177198492,3,True,ok,2026-06-30T10:25:14+00:00
meinersbur/isl,gh/37677854,0,False,ok,2026-06-30T10:25:15+00:00
mhammond/pywin32,gh/108187130,0,False,ok,2026-06-30T10:25:15+00:00
micheles/decorator,gh/14656555,0,False,ok,2026-06-30T10:25:15+00:00
micromark/micromark,gh/157420458,0,False,ok,2026-06-30T10:25:15+00:00
micromatch/anymatch,gh/11458302,0,False,ok,2026-06-30T10:25:15+00:00
micromatch/braces,gh/25475303,0,False,ok,2026-06-30T10:25:15+00:00
micromatch/is-extglob,gh/31788841,0,False,ok,2026-06-30T10:25:15+00:00
micromatch/is-glob,gh/28179425,0,False,ok,2026-06-30T10:25:15+00:00
micromatch/micromatch,gh/27359938,0,False,ok,2026-06-30T10:25:15+00:00
micromatch/picomatch,gh/156211895,0,False,ok,2026-06-30T10:25:15+00:00
micromatch/to-regex-range,gh/40355891,0,False,ok,2026-06-30T10:25:16+00:00
microsoft/tslib,gh/34414315,0,False,ok,2026-06-30T10:25:16+00:00
microsoft/typescript,gh/20929025,0,False,ok,2026-06-30T10:25:16+00:00
microsoft/windows-rs,gh/208102250,0,False,ok,2026-06-30T10:25:16+00:00
minimistjs/minimist,gh/549230701,0,False,ok,2026-06-30T10:25:16+00:00
mirror/ncurses,gh/22324756,0,False,ok,2026-06-30T10:25:16+00:00
mitsuhiko/insta,gh/165561258,25,True,ok,2026-06-30T10:25:16+00:00
mlocati/gettext-iconv-windows,gh/12751919,,,ok,2026-05-19T11:11:15+00:00
mm2/little-cms,gh/507969,0,False,ok,2026-06-30T10:25:16+00:00
moment/moment,gh/1424470,0,False,ok,2026-06-30T10:25:16+00:00
more-itertools/more-itertools,gh/4144530,0,False,ok,2026-06-30T10:25:17+00:00
motdotla/dotenv,gh/11205780,5,True,ok,2026-06-30T10:25:17+00:00
moxystudio/node-cross-spawn,gh/21335844,0,False,ok,2026-06-30T10:25:17+00:00
mozilla/source-map,gh/2014930,0,False,ok,2026-06-30T10:25:17+00:00
mpc/mpc,,0,False,ok,2026-07-06T11:10:40+00:00
mpfr/mpfr,,0,False,ok,2026-07-06T11:10:40+00:00
mrabarnett/mrab-regex,gh/309446978,0,False,ok,2026-06-30T10:25:17+00:00
mrmlnc/fast-glob,gh/77467076,0,False,ok,2026-06-30T10:25:17+00:00
msgpack/msgpack-python,gh/2242705,0,False,ok,2026-06-30T10:25:17+00:00
mui/material-ui,gh/23083156,0,False,ok,2026-07-06T15:53:42+00:00
multimedia-team/aom,,0,False,ok,2026-07-06T11:10:41+00:00
myrne/performance-now,gh/10219264,0,False,ok,2026-06-30T10:25:17+00:00
mysticatea/abort-controller,gh/105228556,6,True,ok,2026-06-30T10:25:17+00:00
mysticatea/event-target-shim,gh/31137469,6,True,ok,2026-06-30T10:25:18+00:00
netflix/vmaf,gh/51317975,0,False,ok,2026-06-30T10:25:18+00:00
nghttp2/nghttp2,gh/11452676,0,False,ok,2026-06-30T10:25:18+00:00
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,9,True,ok,2026-06-30T10:25:18+00:00
nlnetlabs/unbound,gh/94195301,16,True,ok,2026-06-30T10:25:18+00:00
node-fetch/fetch-blob,gh/186960326,4,True,ok,2026-06-30T10:25:18+00:00
node-fetch/node-fetch,gh/29849956,4,True,ok,2026-06-30T10:25:18+00:00
nodeca/argparse,gh/4325614,4,True,ok,2026-06-30T10:25:18+00:00
nodeca/js-yaml,gh/2504175,4,True,ok,2026-06-30T10:25:18+00:00
nodeca/pako,gh/16231859,4,True,ok,2026-06-30T10:25:18+00:00
nodejs/node,gh/27193779,55,True,ok,2026-06-30T10:25:19+00:00
nodejs/readable-stream,gh/5187096,55,True,ok,2026-06-30T10:25:19+00:00
nodejs/string_decoder,gh/95052330,55,True,ok,2026-06-30T10:25:19+00:00
nodejs/undici,gh/133092972,55,True,ok,2026-06-30T10:25:19+00:00
nodelib/nodelib,gh/129310478,0,False,ok,2026-06-30T10:25:19+00:00
npm/abbrev-js,gh/554893,0,False,ok,2026-06-30T10:25:19+00:00
npm/cacache,gh/193812470,0,False,ok,2026-06-30T10:25:19+00:00
npm/hosted-git-info,gh/25002984,0,False,ok,2026-06-30T10:25:19+00:00
npm/inflight,gh/19442260,,,ok,2026-04-28T00:16:26+00:00
npm/ini,gh/2167680,0,False,ok,2026-06-30T10:25:19+00:00
npm/json-parse-even-better-errors,gh/211384370,0,False,ok,2026-06-30T10:25:19+00:00
npm/mute-stream,gh/5159166,0,False,ok,2026-06-30T10:25:13+00:00
npm/node-semver,gh/1357199,0,False,ok,2026-06-30T10:25:13+00:00
npm/node-which,gh/2169708,0,False,ok,2026-06-30T10:25:13+00:00
npm/nopt,gh/1544436,0,False,ok,2026-06-30T10:25:13+00:00
npm/normalize-package-data,gh/9301720,0,False,ok,2026-06-30T10:25:13+00:00
npm/ssri,gh/193817839,0,False,ok,2026-06-30T10:25:13+00:00
npm/unique-slug,gh/35246620,0,False,ok,2026-06-30T10:25:14+00:00
npm/write-file-atomic,gh/23896209,0,False,ok,2026-06-30T10:25:14+00:00
numpy/numpy,gh/908607,0,False,ok,2026-06-30T10:25:14+00:00
nv/cssom,gh/1025209,0,False,ok,2026-06-30T10:25:14+00:00
nvzqz/static-assertions,gh/100129252,5,True,ok,2026-06-30T10:25:14+00:00
oauthlib/oauthlib,gh/2811323,0,False,ok,2026-06-30T10:25:14+00:00
octokit/openapi-types.ts,gh/304109193,0,False,ok,2026-06-30T10:25:14+00:00
octokit/types.ts,gh/216109757,0,False,ok,2026-06-30T10:25:14+00:00
oozcitak/xmlbuilder-js,gh/1042809,1,True,ok,2026-06-30T10:25:14+00:00
open-telemetry/opentelemetry-js,gh/185901023,0,False,ok,2026-06-30T10:25:15+00:00
open-telemetry/opentelemetry-js-contrib,gh/255986659,0,False,ok,2026-06-30T10:25:15+00:00
open-telemetry/opentelemetry-python,gh/185478926,0,False,ok,2026-06-30T10:25:15+00:00
open-telemetry/opentelemetry-python-contrib,gh/220524743,0,False,ok,2026-06-30T10:25:15+00:00
openssl/openssl,gh/7634677,31,True,ok,2026-06-30T10:25:15+00:00
opensuse/ca-certificates,gh/10785433,,,ok,2026-05-19T11:11:08+00:00
p11-glue/p11-kit,gh/12060420,0,False,ok,2026-06-30T10:25:15+00:00
pallets/click,gh/19103692,35,True,ok,2026-06-30T10:25:15+00:00
pallets/flask,gh/596892,35,True,ok,2026-06-30T10:25:15+00:00
pallets/itsdangerous,gh/1945034,35,True,ok,2026-06-30T10:25:15+00:00
pallets/jinja,gh/994551,35,True,ok,2026-06-30T10:25:16+00:00
pallets/markupsafe,gh/734244,35,True,ok,2026-06-30T10:25:16+00:00
pallets/werkzeug,gh/997338,35,True,ok,2026-06-30T10:25:16+00:00
pandas-dev/pandas,gh/858127,0,False,ok,2026-06-30T10:25:16+00:00
paramiko/paramiko,gh/119609,0,False,ok,2026-06-30T10:25:16+00:00
paulmillr/chokidar,gh/4090287,23,True,ok,2026-06-30T10:25:16+00:00
paulmillr/readdirp,gh/4494405,23,True,ok,2026-06-30T10:25:16+00:00
pcre2project/pcre2,gh/398251321,0,False,ok,2026-06-30T10:25:16+00:00
pest-parser/pest,gh/56964647,5,True,ok,2026-06-30T10:25:16+00:00
peternator7/strum,gh/80964373,0,False,ok,2026-06-30T10:25:16+00:00
petkaantonov/bluebird,gh/12670444,0,False,ok,2026-06-30T10:25:17+00:00
pexpect/ptyprocess,gh/24727748,0,False,ok,2026-06-30T10:25:17+00:00
pillarjs/encodeurl,gh/60721766,0,False,ok,2026-06-30T10:25:17+00:00
pillarjs/finalhandler,gh/20547377,0,False,ok,2026-06-30T10:25:17+00:00
pillarjs/iconv-lite,gh/2743221,0,False,ok,2026-06-30T10:25:17+00:00
pillarjs/parseurl,gh/17533192,0,False,ok,2026-06-30T10:25:17+00:00
pillarjs/path-to-regexp,gh/5265803,0,False,ok,2026-06-30T10:25:17+00:00
pillarjs/send,gh/4879977,0,False,ok,2026-06-30T10:25:17+00:00
pixman/pixman,,0,False,ok,2026-07-12T19:59:10+00:00
pkgconf/pkgconf,gh/4180110,0,False,ok,2026-06-30T10:25:17+00:00
pnggroup/libpng,gh/3768025,0,False,ok,2026-06-30T10:25:18+00:00
postcss/postcss,gh/13078968,0,False,ok,2026-06-30T10:25:18+00:00
postcss/postcss-selector-parser,gh/36500102,0,False,ok,2026-06-30T10:25:18+00:00
postcss/postcss-value-parser,gh/40920306,0,False,ok,2026-06-30T10:25:18+00:00
prettier/prettier,gh/75104123,46,True,ok,2026-06-30T10:25:18+00:00
primus/eventemitter3,gh/13100677,0,False,ok,2026-06-30T10:25:18+00:00
proptest-rs/proptest,gh/94702898,0,False,ok,2026-06-30T10:25:18+00:00
protobufjs/protobuf.js,gh/8507859,0,False,ok,2026-06-30T10:25:18+00:00
protocolbuffers/protobuf,gh/23357588,0,False,ok,2026-06-30T10:25:18+00:00
psf/requests,gh/1362490,19,True,ok,2026-06-30T10:25:18+00:00
psycopg/psycopg2,gh/7730829,0,True,ok,2026-06-30T10:25:19+00:00
pvorb/clone,gh/2317381,4,True,ok,2026-06-30T10:25:19+00:00
py4j/py4j,gh/1045976,0,False,ok,2026-06-30T10:25:19+00:00
pyasn1/pyasn1,gh/512723255,0,False,ok,2026-06-30T10:25:19+00:00
pyasn1/pyasn1-modules,gh/512723354,0,False,ok,2026-06-30T10:25:19+00:00
pyca/bcrypt,gh/9993757,0,False,ok,2026-06-30T10:25:19+00:00
pyca/cryptography,gh/11939484,0,False,ok,2026-06-30T10:25:19+00:00
pyca/pynacl,gh/8350032,0,False,ok,2026-06-30T10:25:19+00:00
pyca/pyopenssl,gh/15778059,0,False,ok,2026-06-30T10:25:19+00:00
pydantic/pydantic,gh/90194616,14,True,ok,2026-06-30T10:25:19+00:00
