user_id,login,has_sponsors_listing,status,fetched_at
830952,zertosh,False,ok,2026-07-05T18:36:57+00:00
853712,sebmck,False,ok,2026-07-05T18:36:55+00:00
855219,srl295,True,ok,2026-07-05T18:36:59+00:00
855702,centril,False,ok,2026-07-05T18:36:52+00:00
858295,alexeyraspopov,False,ok,2026-07-05T18:36:53+00:00
863754,zensh,True,ok,2026-07-05T18:36:56+00:00
865272,jameysharp,False,ok,2026-07-05T18:36:59+00:00
867242,borisyankov,False,ok,2026-07-05T18:37:02+00:00
874898,basarat,True,ok,2026-07-05T18:36:59+00:00
885648,qix-,True,ok,2026-07-05T18:36:51+00:00
899444,addaleax,False,ok,2026-07-05T18:36:54+00:00
900523,jameshenry,False,ok,2026-07-05T18:36:58+00:00
903597,coreyfarrell,False,ok,2026-07-05T18:36:53+00:00
906600,jellezijlstra,True,ok,2026-07-05T18:37:01+00:00
923865,sboudrias,True,ok,2026-07-05T18:36:54+00:00
928074,darksonn,False,ok,2026-07-05T18:36:54+00:00
934084,andygrove,False,ok,2026-07-05T18:36:55+00:00
940133,boujeepossum,False,ok,2026-07-05T18:36:51+00:00
944406,wooorm,True,ok,2026-07-05T18:36:54+00:00
951129,jplatte,True,ok,2026-07-05T18:36:56+00:00
953992,jreback,False,ok,2026-07-05T18:36:57+00:00
958432,ickle,False,ok,2026-07-05T18:36:56+00:00
961599,murgatroid99,False,ok,2026-07-05T18:36:53+00:00
961747,kszucs,True,ok,2026-07-05T18:37:02+00:00
972584,jquast,True,ok,2026-07-05T18:36:57+00:00
972891,danielrosenwasser,False,ok,2026-07-05T18:36:54+00:00
975687,ricmoo,False,ok,2026-07-05T18:36:52+00:00
976345,dan-blanchard,False,ok,2026-07-05T18:36:54+00:00
983798,iarna,False,ok,2026-07-05T18:36:55+00:00
992373,phated,True,ok,2026-07-05T18:36:59+00:00
999029,david-luna,False,ok,2026-07-05T18:36:54+00:00
999113,rlidwka,False,ok,2026-07-05T18:36:52+00:00
1006268,goto-bus-stop,False,ok,2026-07-05T18:36:58+00:00
1009841,mvdnes,False,ok,2026-07-05T18:36:53+00:00
1016218,escapedcat,False,ok,2026-07-05T18:37:01+00:00
1017236,satazor,False,ok,2026-07-05T18:36:54+00:00
1020496,jorisvandenbossche,False,ok,2026-07-05T18:36:55+00:00
1027776,wesleytodd,True,ok,2026-07-05T18:36:54+00:00
1031987,karelzak,False,ok,2026-07-05T18:36:59+00:00
1040594,fishilico,False,ok,2026-07-05T18:36:56+00:00
1046063,joshlf,False,ok,2026-07-05T18:36:56+00:00
1046529,poulsbo,False,ok,2026-07-05T18:37:01+00:00
1050156,lmazuel,False,ok,2026-07-05T18:36:58+00:00
1055125,facelessuser,True,ok,2026-07-05T18:36:55+00:00
1056819,gotwarlost,False,ok,2026-07-05T18:36:59+00:00
1072356,hjl-tools,False,ok,2026-07-05T18:37:01+00:00
1085180,nicoddemus,True,ok,2026-07-05T18:36:54+00:00
1088987,blakeembrey,True,ok,2026-07-05T18:37:01+00:00
1107911,jukkal,False,ok,2026-07-05T18:36:58+00:00
1110419,pfmoore,False,ok,2026-07-05T18:36:59+00:00
1127384,omsmith,False,ok,2026-07-05T18:36:57+00:00
1128607,calvinmetcalf,False,ok,2026-07-05T18:36:52+00:00
1130906,eliben,False,ok,2026-07-05T18:37:00+00:00
1131421,greghudson,False,ok,2026-07-05T18:36:59+00:00
1131567,shinnn,False,ok,2026-07-05T18:36:56+00:00
1136893,dcodeio,True,ok,2026-07-05T18:36:55+00:00
1141869,tehshrike,False,ok,2026-07-05T18:37:02+00:00
1145762,sffc,False,ok,2026-07-05T18:36:55+00:00
1148376,jimmywarting,True,ok,2026-07-05T18:37:01+00:00
1162160,rich-harris,False,ok,2026-07-05T18:36:52+00:00
1165819,ib-lundgren,False,ok,2026-07-05T18:36:56+00:00
1192452,hipstersmoothie,True,ok,2026-07-05T18:37:01+00:00
1203881,michareiser,False,ok,2026-07-05T18:36:51+00:00
1205481,jaredwray,False,ok,2026-07-05T18:36:59+00:00
1210596,kwonoj,False,ok,2026-07-05T18:36:55+00:00
1222691,gkz,False,ok,2026-07-05T18:36:58+00:00
1223550,bluetech,False,ok,2026-07-05T18:37:01+00:00
1242887,davidism,False,ok,2026-07-05T18:36:54+00:00
1247578,dirbaio,False,ok,2026-07-05T18:36:57+00:00
1250998,obecny,False,ok,2026-07-05T18:36:56+00:00
