repo,repo_id,has_funding_links,has_funding_yml,funding_link_platforms,github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,lfx_crowdfunding,polar,buy_me_a_coffee,thanks_dev,otechie,custom,fetched_at
juliangruber/balanced-match,gh/13538817,True,True,"github,custom",juliangruber,,,,,,,,,,,,,https://paypal.me/julianpetergruber,2026-06-30T14:18:43+00:00
juliangruber/brace-expansion,gh/13539234,True,True,"github,custom",juliangruber,,,,,,,,,,,,,https://paypal.me/julianpetergruber,2026-06-30T14:18:43+00:00
juliangruber/isarray,gh/10227611,True,True,"tidelift,patreon",,juliangruber,,,isarray,,,,,,,,,,2026-06-30T14:18:43+00:00
justmoon/node-extend,gh/3967764,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
jviereck/regjsparser,gh/14087781,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
ka-weihe/fastest-levenshtein,gh/158960628,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
kaelzhang/node-ignore,gh/12519245,True,True,open_collective,,,node-ignore,,,,,,,,,,,,2026-06-30T14:18:43+00:00
kemitchell/validate-npm-package-license.js,gh/35000460,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
kevinbeaty/any-promise,gh/26247715,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
kevva/dir-glob,gh/49264969,True,False,tidelift,,,,,dir-glob,,,,,,,,,,2026-06-30T14:18:43+00:00
kevva/shebang-command,gh/47402913,True,False,tidelift,,,,,shebang-command,,,,,,,,,,2026-06-30T14:18:43+00:00
kilian/electron-to-chromium,gh/78972540,True,True,"github,ko_fi,tidelift",kilian,,,kilian,electron-to-chromium,,,,,,,,,,2026-06-30T14:18:43+00:00
kjd/idna,gh/10323585,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
knurling-rs/defmt,gh/282262730,True,True,github,knurling-rs,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
kpdecker/jsdiff,gh/1542219,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
krb5/krb5,gh/4307702,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
kriskowal/asap,gh/11295071,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
kriszyp/json-schema,gh/947175,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
la10736/rstest,gh/124802455,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
langchain-ai/langchain,gh/552661142,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
laurent-laporte-pro/deprecated,gh/111412148,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
lddubeau/xmlchars,gh/139881982,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
legrandin/pycryptodome,gh/19378935,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
libevent/libevent,gh/1856976,,,,,,,,,,,,,,,,,,2026-05-19T11:11:04+00:00
libexpat/libexpat,gh/80314213,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
libffi/libffi,gh/321154,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
libidn/libidn2,gh/87378214,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
libjpeg-turbo/libjpeg-turbo,gh/39760454,True,True,github,libjpeg-turbo,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
libjxl/libjxl,gh/340219494,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
libpixman/pixman,gh/81675971,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
libtiff/libtiff,,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
libuv/libuv,gh/14812739,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
linusu/buffer-from,gh/66025821,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
linux-audit/audit-userspace,gh/52464964,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
linux-pam/linux-pam,gh/76264690,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
litejs/natural-compare-lite,gh/9146732,True,True,github,lauriro,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/call-bind,gh/308533760,True,True,"github,tidelift",ljharb,,,,call-bind,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/call-bind-apply-helpers,gh/898190951,True,True,"github,tidelift",ljharb,,,,call-bind-apply-helpers,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/call-bound,gh/898125972,True,True,"github,tidelift",ljharb,,,,call-bound,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/concat-map,gh/548993448,True,True,"github,tidelift",ljharb,,,,concat-map,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/define-data-property,gh/689109338,True,True,"github,tidelift",ljharb,,,,define-data-property,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/define-properties,gh/28768789,True,True,"github,tidelift",ljharb,,,,define-properties,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/es-abstract,gh/28995155,True,True,"github,tidelift",ljharb,,,,es-abstract,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/es-define-property,gh/756570458,True,True,"github,tidelift",ljharb,,,,es-define-property,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/es-errors,gh/752160492,True,True,"github,tidelift",ljharb,,,,es-errors,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/es-shim-unscopables,gh/480458584,True,True,"github,tidelift",ljharb,,,,es-shim-unscopables,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/es-to-primitive,gh/32377814,True,True,"github,tidelift",ljharb,,,,es-to-primitive,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/get-intrinsic,gh/308516559,True,True,"github,tidelift",ljharb,,,,get-intrinsic,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/get-proto,gh/911035271,True,True,"github,tidelift",ljharb,,,,get-proto,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/gopd,gh/560708130,True,True,"github,tidelift",ljharb,,,,gopd,,,,,,,,,,2026-06-30T14:18:43+00:00
ljharb/internal-slot,gh/216159146,True,True,"github,tidelift",ljharb,,,,internal-slot,,,,,,,,,,2026-06-30T14:18:52+00:00
ljharb/object-keys,gh/9103992,True,True,"github,tidelift",ljharb,,,,object-keys,,,,,,,,,,2026-06-30T14:18:52+00:00
ljharb/object.assign,gh/17755831,True,True,"github,tidelift",ljharb,,,,object.assign,,,,,,,,,,2026-06-30T14:18:52+00:00
ljharb/possible-typed-array-names,gh/760136716,True,True,"github,tidelift",ljharb,,,,possible-typed-array-names,,,,,,,,,,2026-06-30T14:18:52+00:00
ljharb/qs,gh/22266795,True,True,"github,tidelift",ljharb,,,,qs,,,,,,,,,,2026-06-30T14:18:52+00:00
ljharb/safe-regex-test,gh/540138887,True,True,"github,tidelift",ljharb,,,,safe-regex-test,,,,,,,,,,2026-06-30T14:18:52+00:00
ljharb/set-function-length,gh/704249795,True,True,"github,tidelift",ljharb,,,,set-function-name,,,,,,,,,,2026-06-30T14:18:52+00:00
ljharb/side-channel,gh/225239081,True,True,"github,tidelift",ljharb,,,,side-channel,,,,,,,,,,2026-06-30T14:18:52+00:00
ljharb/side-channel-list,gh/901451610,True,True,"github,tidelift",ljharb,,,,side-channel-list,,,,,,,,,,2026-06-30T14:18:52+00:00
ljharb/side-channel-map,gh/901191461,True,True,"github,tidelift",ljharb,,,,side-channel-map,,,,,,,,,,2026-06-30T14:18:52+00:00
ljharb/side-channel-weakmap,gh/901188921,True,True,"github,tidelift",ljharb,,,,side-channel-weakmap,,,,,,,,,,2026-06-30T14:18:52+00:00
lodash/lodash,gh/3955647,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
loganfsmyth/gensync,gh/132383032,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
lokathor/bytemuck,gh/209673558,True,True,github,lokathor,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
lovell/detect-libc,gh/96149091,False,False,,,,,,,,,,,,,,,,2026-07-06T15:53:41+00:00
lukeed/dequal,gh/174421655,True,True,github,lukeed,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
lukeed/escalade,gh/273568715,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
lukeed/kleur,gh/140393403,True,True,github,lukeed,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
lxml/lxml,gh/1353927,True,True,"github,tidelift",scoder,,,,lxml,,,,,,,,,,2026-06-30T14:18:52+00:00
lydell/js-tokens,gh/17552490,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
lz4/lz4,gh/18106269,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
madler/zlib,gh/2359378,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mafintosh/end-of-stream,gh/14732255,True,True,github,mafintosh,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mafintosh/pump,gh/12118126,True,True,"github,tidelift",mafintosh,,,,pump,,,,,,,,,,2026-06-30T14:18:52+00:00
mafintosh/tar-stream,gh/15340089,True,True,github,mafintosh,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
marshallpierce/rust-base64,gh/47371310,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mathiasbynens/cssesc,gh/12001360,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mathiasbynens/emoji-regex,gh/24557614,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mathiasbynens/jsesc,gh/10498729,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mathiasbynens/punycode.js,gh/2755924,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mathiasbynens/regenerate,gh/10182772,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mathiasbynens/regexpu-core,gh/49437324,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mathiasbynens/unicode-canonical-property-names-ecmascript,gh/88346537,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mathiasbynens/unicode-property-aliases-ecmascript,gh/88333533,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
matklad/once_cell,gh/143220272,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
matplotlib/matplotlib,gh/1385122,True,True,"github,custom","matplotlib,numfocus",,,,,,,,,,,,,https://numfocus.org/donate-to-matplotlib,2026-06-30T14:18:52+00:00
mcollina/fastq,gh/37368217,True,False,github,mcollina,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mcollina/reusify,gh/42106515,True,False,github,mcollina,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
md/tcp-wrappers,,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
mdn/data,gh/70901646,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
medikoo/d,gh/10817569,True,True,"github,tidelift",medikoo,,,,d,,,,,,,,,,2026-06-30T14:18:52+00:00
medikoo/es5-ext,gh/1792941,True,True,"github,tidelift",medikoo,,,,es5-ext,,,,,,,,,,2026-06-30T14:18:52+00:00
medikoo/es6-symbol,gh/14423385,True,True,"github,tidelift",medikoo,,,,es6-symbol,,,,,,,,,,2026-06-30T14:18:52+00:00
medikoo/type,gh/177198492,True,True,github,medikoo,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
meinersbur/isl,gh/37677854,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
mhammond/pywin32,gh/108187130,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
micheles/decorator,gh/14656555,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
micromark/micromark,gh/157420458,True,False,"github,open_collective,thanks_dev",unifiedjs,,unified,,,,,,,,,micromark,,,2026-06-30T14:18:52+00:00
micromatch/anymatch,gh/11458302,True,True,github,"doowb,jonschlinkert",,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
micromatch/braces,gh/25475303,True,True,github,"doowb,jonschlinkert",,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
micromatch/is-extglob,gh/31788841,True,True,"github,tidelift",jonschlinkert,,,,is-extglob,,,,,,,,,,2026-06-30T14:18:52+00:00
micromatch/is-glob,gh/28179425,True,True,github,"doowb,jonschlinkert",,,,,,,,,,,,,,2026-06-30T14:18:52+00:00
micromatch/micromatch,gh/27359938,True,True,github,"jonschlinkert,doowb",,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
micromatch/picomatch,gh/156211895,True,True,github,"doowb,jonschlinkert",,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
micromatch/to-regex-range,gh/40355891,True,True,github,"doowb,jonschlinkert",,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
microsoft/tslib,gh/34414315,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
microsoft/typescript,gh/20929025,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
microsoft/windows-rs,gh/208102250,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
minimistjs/minimist,gh/549230701,True,True,"github,tidelift","ljharb,shadowspawn",,,,minimist,,,,,,,,,,2026-06-30T14:18:43+00:00
mirror/ncurses,gh/22324756,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
mitsuhiko/insta,gh/165561258,True,True,github,mitsuhiko,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
mlocati/gettext-iconv-windows,gh/12751919,,,,,,,,,,,,,,,,,,2026-05-19T11:11:15+00:00
mm2/little-cms,gh/507969,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
moment/moment,gh/1424470,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
more-itertools/more-itertools,gh/4144530,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
motdotla/dotenv,gh/11205780,True,True,"github,custom",motdotla,,,,,,,,,,,,,https://www.dotenvx.com,2026-06-30T14:18:43+00:00
moxystudio/node-cross-spawn,gh/21335844,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
mozilla/source-map,gh/2014930,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
mpc/mpc,,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
mpfr/mpfr,,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
mrabarnett/mrab-regex,gh/309446978,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
mrmlnc/fast-glob,gh/77467076,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
msgpack/msgpack-python,gh/2242705,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
mui/material-ui,gh/23083156,True,True,"open_collective,tidelift",,,mui-org,,material,,,,,,,,,,2026-07-06T15:53:41+00:00
multimedia-team/aom,,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
myrne/performance-now,gh/10219264,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
mysticatea/abort-controller,gh/105228556,True,True,github,mysticatea,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
mysticatea/event-target-shim,gh/31137469,True,True,github,mysticatea,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
netflix/vmaf,gh/51317975,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
nghttp2/nghttp2,gh/11452676,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,True,True,github,nicolo-ribaudo,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
nlnetlabs/unbound,gh/94195301,True,True,"github,custom",nlnetlabs,,,,,,,,,,,,,https://nlnetlabs.nl/funding/,2026-06-30T14:18:43+00:00
node-fetch/fetch-blob,gh/186960326,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
node-fetch/node-fetch,gh/29849956,True,True,"github,open_collective",node-fetch,,node-fetch,,,,,,,,,,,,2026-06-30T14:18:43+00:00
nodeca/argparse,gh/4325614,True,True,"open_collective,patreon,tidelift",,puzrin,puzrin,,argparse,,,,,,,,,,2026-06-30T14:18:43+00:00
nodeca/js-yaml,gh/2504175,True,True,github,"puzrin,nodeca",,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
nodeca/pako,gh/16231859,True,True,github,"puzrin,nodeca",,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
nodejs/node,gh/27193779,True,True,"github,open_collective",nodejs,,nodejs,,,,,,,,,,,,2026-06-30T14:18:43+00:00
nodejs/readable-stream,gh/5187096,True,True,"github,open_collective",nodejs,,nodejs,,,,,,,,,,,,2026-06-30T14:18:43+00:00
nodejs/string_decoder,gh/95052330,True,True,"github,open_collective",nodejs,,nodejs,,,,,,,,,,,,2026-06-30T14:18:43+00:00
nodejs/undici,gh/133092972,True,True,"github,open_collective",nodejs,,nodejs,,,,,,,,,,,,2026-06-30T14:18:43+00:00
nodelib/nodelib,gh/129310478,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/abbrev-js,gh/554893,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/cacache,gh/193812470,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/hosted-git-info,gh/25002984,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/inflight,gh/19442260,,,,,,,,,,,,,,,,,,2026-04-28T00:16:26+00:00
npm/ini,gh/2167680,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/json-parse-even-better-errors,gh/211384370,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/mute-stream,gh/5159166,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/node-semver,gh/1357199,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/node-which,gh/2169708,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/nopt,gh/1544436,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/normalize-package-data,gh/9301720,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/ssri,gh/193817839,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/unique-slug,gh/35246620,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
npm/write-file-atomic,gh/23896209,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
numpy/numpy,gh/908607,True,True,"open_collective,tidelift,custom",,,numpy,,numpy,,,,,,,,,https://numpy.org/about/#donate,2026-06-30T14:18:43+00:00
nv/cssom,gh/1025209,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
nvzqz/static-assertions,gh/100129252,True,True,"github,patreon,custom",nvzqz,nvzqz,,,,,,,,,,,,https://www.paypal.me/nvzqz,2026-06-30T14:18:51+00:00
oauthlib/oauthlib,gh/2811323,True,True,"github,open_collective",jonathanhuot,,oauthlib,,,,,,,,,,,,2026-06-30T14:18:51+00:00
octokit/openapi-types.ts,gh/304109193,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
octokit/types.ts,gh/216109757,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
oozcitak/xmlbuilder-js,gh/1042809,True,True,github,oozcitak,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
open-telemetry/opentelemetry-js,gh/185901023,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
open-telemetry/opentelemetry-js-contrib,gh/255986659,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
open-telemetry/opentelemetry-python,gh/185478926,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
open-telemetry/opentelemetry-python-contrib,gh/220524743,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
openssl/openssl,gh/7634677,True,True,github,openssl,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
opensuse/ca-certificates,gh/10785433,,,,,,,,,,,,,,,,,,2026-05-19T11:11:08+00:00
p11-glue/p11-kit,gh/12060420,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pallets/click,gh/19103692,True,True,"github,custom,tidelift,thanks_dev",pallets,,,,Flask,,,,,,,pallets,,https://palletsprojects.com/donate,2026-06-30T14:18:51+00:00
pallets/flask,gh/596892,True,True,"github,custom,tidelift,thanks_dev",pallets,,,,Flask,,,,,,,pallets,,https://palletsprojects.com/donate,2026-06-30T14:18:51+00:00
pallets/itsdangerous,gh/1945034,True,True,"github,custom,tidelift,thanks_dev",pallets,,,,Flask,,,,,,,pallets,,https://palletsprojects.com/donate,2026-06-30T14:18:51+00:00
pallets/jinja,gh/994551,True,True,"github,custom,tidelift,thanks_dev",pallets,,,,Flask,,,,,,,pallets,,https://palletsprojects.com/donate,2026-06-30T14:18:51+00:00
pallets/markupsafe,gh/734244,True,True,"github,custom,tidelift,thanks_dev",pallets,,,,Flask,,,,,,,pallets,,https://palletsprojects.com/donate,2026-06-30T14:18:51+00:00
pallets/werkzeug,gh/997338,True,True,"github,custom,tidelift,thanks_dev",pallets,,,,Flask,,,,,,,pallets,,https://palletsprojects.com/donate,2026-06-30T14:18:51+00:00
pandas-dev/pandas,gh/858127,True,True,"github,custom,tidelift",numfocus,,,,pandas,,,,,,,,,https://pandas.pydata.org/donate.html,2026-06-30T14:18:51+00:00
paramiko/paramiko,gh/119609,True,True,tidelift,,,,,paramiko,,,,,,,,,,2026-06-30T14:18:51+00:00
paulmillr/chokidar,gh/4090287,True,False,github,paulmillr,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
paulmillr/readdirp,gh/4494405,True,False,github,paulmillr,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pcre2project/pcre2,gh/398251321,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pest-parser/pest,gh/56964647,True,True,"github,open_collective",pest-parser,,pest,,,,,,,,,,,,2026-06-30T14:18:51+00:00
peternator7/strum,gh/80964373,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
petkaantonov/bluebird,gh/12670444,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pexpect/ptyprocess,gh/24727748,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pillarjs/encodeurl,gh/60721766,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pillarjs/finalhandler,gh/20547377,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pillarjs/iconv-lite,gh/2743221,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pillarjs/parseurl,gh/17533192,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pillarjs/path-to-regexp,gh/5265803,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pillarjs/send,gh/4879977,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pkgconf/pkgconf,gh/4180110,True,True,open_collective,,,pkgconf,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pnggroup/libpng,gh/3768025,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
postcss/postcss,gh/13078968,True,True,"github,open_collective,tidelift",ai,,postcss,,postcss,,,,,,,,,,2026-06-30T14:18:51+00:00
postcss/postcss-selector-parser,gh/36500102,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
postcss/postcss-value-parser,gh/40920306,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
prettier/prettier,gh/75104123,True,False,"github,open_collective,thanks_dev,tidelift",prettier,,prettier,,prettier,,,,,,,prettier,,,2026-06-30T14:18:51+00:00
primus/eventemitter3,gh/13100677,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
proptest-rs/proptest,gh/94702898,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
protobufjs/protobuf.js,gh/8507859,True,True,github,dcodeio,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
protocolbuffers/protobuf,gh/23357588,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
psf/requests,gh/1362490,True,True,custom,,,,,,,,,,,,,,https://www.python.org/psf/sponsorship/,2026-06-30T14:18:51+00:00
psycopg/psycopg2,gh/7730829,True,True,"github,custom",dvarrazzo,,,,,,,,,,,,,https://www.paypal.me/dvarrazzo,2026-06-30T14:18:51+00:00
pvorb/clone,gh/2317381,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
py4j/py4j,gh/1045976,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pyasn1/pyasn1,gh/512723255,True,True,custom,,,,,,,,,,,,,,https://pyasn1.readthedocs.io/,2026-06-30T14:18:51+00:00
pyasn1/pyasn1-modules,gh/512723354,True,True,custom,,,,,,,,,,,,,,http://snmplabs.com/sponsorship.html,2026-06-30T14:18:51+00:00
pyca/bcrypt,gh/9993757,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pyca/cryptography,gh/11939484,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
pyca/pynacl,gh/8350032,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
pyca/pyopenssl,gh/15778059,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
pydantic/pydantic,gh/90194616,True,True,github,samuelcolvin,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
pydantic/typing-inspection,gh/930576948,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
pygments/pygments,gh/205564111,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
pypa/distlib,gh/436970140,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
pypa/packaging,gh/19837758,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
pypa/pip,gh/1446467,True,True,custom,,,,,,,,,,,,,,https://pypi.org/sponsor/,2026-06-30T14:18:43+00:00
pypa/setuptools,gh/54980593,True,True,tidelift,,,,,setuptools,,,,,,,,,,2026-06-30T14:18:43+00:00
pypa/virtualenv,gh/1446474,True,False,tidelift,,,,,virtualenv,,,,,,,,,,2026-06-30T14:18:43+00:00
pypa/wheel,gh/98346885,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
pyparsing/pyparsing,gh/91262163,True,True,tidelift,,,,,pyparsing,,,,,,,,,,2026-06-30T14:18:43+00:00
pytest-dev/iniconfig,gh/66012563,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
pytest-dev/pluggy,gh/34739117,True,True,"tidelift,open_collective",,,pytest,,pluggy,,,,,,,,,,2026-06-30T14:18:43+00:00
pytest-dev/pytest,gh/37489525,True,True,"github,tidelift,open_collective,thanks_dev",pytest-dev,,pytest,,pytest,,,,,,,pytest-dev,,,2026-06-30T14:18:43+00:00
python-attrs/attrs,gh/29918975,True,True,"github,tidelift,thanks_dev,custom",hynek,,,,attrs,,,,,,,python-attrs,,https://hynek.me/say-thanks/,2026-06-30T14:18:43+00:00
