repo,repo_id,has_funding_links,has_funding_yml,funding_link_platforms,github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,lfx_crowdfunding,polar,buy_me_a_coffee,thanks_dev,otechie,custom,fetched_at
facebook/regenerator,gh/13346571,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
facebook/watchman,gh/6930489,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
facebook/zstd,gh/29759715,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
facelessuser/soupsieve,gh/160789418,True,True,"github,custom",facelessuser,,,,,,,,,,,,,https://www.paypal.me/facelessuser,2026-06-30T14:18:58+00:00
fastify/fast-uri,gh/419317518,True,True,"github,open_collective",fastify,,fastify,,,,,,,,,,,,2026-06-30T14:18:58+00:00
faye/websocket-driver-node,gh/9733816,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fb55/boolbase,gh/16864585,True,True,github,fb55,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fb55/css-select,gh/3411063,True,True,github,fb55,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fb55/css-what,gh/4460687,True,True,github,fb55,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fb55/domelementtype,gh/6627835,True,True,github,fb55,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fb55/domhandler,gh/5414232,True,True,github,fb55,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fb55/domutils,gh/6627949,True,True,github,fb55,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fb55/entities,gh/3172629,True,True,github,fb55,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fb55/htmlparser2,gh/2279062,True,True,github,fb55,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fb55/nth-check,gh/16864923,True,True,github,fb55,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
felixge/node-combined-stream,gh/1787452,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
felixge/node-delayed-stream,gh/1783893,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
feross/buffer,gh/14494363,True,True,"github,tidelift",feross,,,,buffer,,,,,,,,,,2026-06-30T14:18:58+00:00
feross/ieee754,gh/15489525,True,True,"github,tidelift",feross,,,,ieee754,,,,,,,,,,2026-06-30T14:18:58+00:00
feross/is-buffer,gh/25997846,True,True,"github,tidelift",feross,,,,is-buffer,,,,,,,,,,2026-06-30T14:18:58+00:00
feross/queue-microtask,gh/207021895,True,True,github,feross,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
feross/run-parallel,gh/18700638,True,True,github,feross,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
feross/safe-buffer,gh/49538897,True,True,"github,tidelift",feross,,,,safe-buffer,,,,,,,,,,2026-06-30T14:18:58+00:00
ffmpeg/ffmpeg,gh/1614410,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
firebase/firebase-js-sdk,gh/89290483,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fitzgen/glob-to-regexp,gh/11461122,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
floatdrop/require-from-string,gh/39301848,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
floating-ui/floating-ui,gh/54994103,True,True,"github,open_collective",fezvrasta,,floating-ui,,,,,,,,,,,,2026-06-30T14:18:58+00:00
follow-redirects/follow-redirects,gh/6697086,True,True,github,rubenverborgh,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fontconfig/fontconfig,gh/926884194,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
form-data/form-data,gh/1755793,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
formatjs/formatjs,gh/19117456,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
freedesktop-unofficial-mirror/cairo,gh/34372735,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
freedesktop/xorg-xorgproto,,,,,,,,,,,,,,,,,,,2026-05-31T18:21:22+00:00
freetype/freetype,gh/187000659,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
frenic/csstype,gh/104001328,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
frommi/miniz_oxide,gh/96124162,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fsevents/fsevents,gh/1402936,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fsspec/filesystem_spec,gh/130727736,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
fsspec/s3fs,gh/53987953,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
garycourt/uri-js,gh/989080,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gcc-mirror/gcc,gh/22711503,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
getsentry/sentry-javascript,gh/3328572,True,True,custom,,,,,,,,,,,,,,"https://sentry.io/pricing/,https://sentry.io/",2026-06-30T14:18:58+00:00
giampaolo/psutil,gh/20101515,True,True,"github,tidelift,open_collective,custom",giampaolo,,psutil,,psutil,,,,,,,,,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=A9ZS7PKKRM3S8,2026-06-30T14:18:58+00:00
git/git,gh/36502,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gitlab-freedesktop-mirrors/libxcb,gh/444023705,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gitoxidelabs/gitoxide,gh/136510559,True,True,"github,open_collective",byron,,gitoxide,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gitpython-developers/gitdb,gh/1126093,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gitpython-developers/smmap,gh/1865144,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gkz/levn,gh/13287279,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gkz/optionator,gh/13435927,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gkz/prelude-ls,gh/4457759,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gkz/type-check,gh/13182168,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gmp-mirror/gmp,gh/681340775,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gnome/gdk-pixbuf,gh/4533539,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
gnome/glib,gh/4537082,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
gnome/libxml2,gh/4537118,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
gnome/pango,gh/4537144,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:58+00:00
gnutls/gnutls,gh/58873704,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
gnutls/libtasn1,gh/59017205,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
gnutls/nettle,gh/59017402,,,,,,,,,,,,,,,,,,2026-05-19T11:11:11+00:00
google/brotli,gh/24993138,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
google/highway,gh/206791328,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
google/zerocopy,gh/534354967,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
googleapis/google-auth-library-python,gh/69199387,,,,,,,,,,,,,,,,,,2026-04-28T00:16:11+00:00
googleapis/google-cloud-node-core,gh/1052931509,,,,,,,,,,,,,,,,,,2026-04-28T00:16:11+00:00
googleapis/google-cloud-python,gh/16316451,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
googleapis/google-resumable-media-python,gh/88091939,,,,,,,,,,,,,,,,,,2026-04-28T00:16:12+00:00
googleapis/python-api-core,gh/226992456,,,,,,,,,,,,,,,,,,2026-04-28T00:16:12+00:00
googleapis/python-cloud-core,gh/226992462,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
googleapis/python-crc32c,gh/159736041,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
googleapis/python-storage,gh/226992639,,,,,,,,,,,,,,,,,,2026-04-28T00:16:13+00:00
googlechrome/workbox,gh/55424670,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
gpg/libgpg-error,gh/42075984,,,,,,,,,,,,,,,,,,2026-05-19T11:11:15+00:00
grahamdumpleton/wrapt,gh/10357291,True,True,github,grahamdumpleton,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
grantjenks/python-sortedcontainers,gh/17144859,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
graydon/exhaustigen-rs,gh/432630522,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
gregberge/svgr,gh/102155012,True,True,"github,open_collective",gregberge,,svgr,,,,,,,,,,,,2026-06-30T14:18:44+00:00
grncdr/merge-stream,gh/10579821,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
grpc/grpc,gh/27729880,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
gsnedders/python-webencodings,gh/7043404,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
guillaumegomez/doc-comment,gh/127254922,True,True,"github,patreon",guillaumegomez,GuillaumeGomez,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
gulpjs/glob-parent,gh/29154915,True,True,"github,tidelift,open_collective","gulpjs,phated,yocontra",,gulpjs,,gulp,,,,,,,,,,2026-06-30T14:18:44+00:00
gweis/isodate,gh/6449370,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
gyscos/zstd-rs,gh/52115335,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
hapijs/hoek,gh/5831189,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
harfbuzz/harfbuzz,gh/5050525,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
hiddentao/fast-levenshtein,gh/9490451,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
holmgren/nettle,,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
httplib2/httplib2,gh/53002916,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
huggingface/huggingface_hub,gh/323591830,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
hukkin/tomli,gh/370616797,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
hyperium/http,gh/84983058,True,True,github,seanmonstar,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
hyperium/http-body,gh/183281612,True,True,github,seanmonstar,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
iarna/aproba,gh/31432421,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
import-js/eslint-plugin-import,gh/32238354,True,True,"github,open_collective,tidelift",ljharb,,eslint-plugin-import,,eslint-plugin-import,,,,,,,,,,2026-06-30T14:18:44+00:00
indexmap-rs/indexmap,gh/68294628,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
indutny/bn.js,gh/19176350,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
indygreg/python-zstandard,gh/67307930,True,True,github,indygreg,,,,,,,,,,,,,,2026-06-30T14:18:44+00:00
inikulin/parse5,gh/8862593,True,True,"github,open_collective",fb55,,parse5,,,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/array-buffer-byte-length,gh/607836784,True,True,"github,tidelift",ljharb,,,,array-buffer-byte-length,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/available-typed-arrays,gh/235965505,True,True,"github,tidelift",ljharb,,,,available-typed-arrays,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/functions-have-names,gh/198357138,True,True,"github,tidelift",ljharb,,,,functions-have-names,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/has-bigints,gh/201714166,True,True,"github,tidelift",ljharb,,,,has-bigints,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/has-property-descriptors,gh/481834578,True,True,"github,tidelift",ljharb,,,,has-property-descriptors,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/has-proto,gh/577580747,True,True,"github,tidelift",ljharb,,,,has-proto,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/has-symbols,gh/68573418,True,True,"github,tidelift",ljharb,,,,has-symbols,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/has-tostringtag,gh/392913710,True,True,"github,tidelift",ljharb,,,,has-tostringtag,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/hasown,gh/703350811,True,True,"github,tidelift",ljharb,,,,hasown,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-accessor-descriptor,gh/41658954,True,True,"github,tidelift",ljharb,,,,is-accessor-descriptor,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-arguments,gh/15725461,True,True,"github,tidelift",ljharb,,,,is-arguments,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-array-buffer,gh/45977026,True,True,"github,tidelift",ljharb,,,,is-array-buffer,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-bigint,gh/149682261,True,True,"github,tidelift",ljharb,,,,is-bigint,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-boolean-object,gh/34700259,True,True,"github,tidelift",ljharb,,,,is-boolean-object,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-callable,gh/30012910,True,True,"github,tidelift",ljharb,,,,is-callable,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-core-module,gh/24578130,True,True,"github,tidelift",ljharb,,,,is-core-module,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-data-descriptor,gh/41659073,True,True,"github,tidelift",ljharb,,,,is-data-descriptor,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-data-view,gh/751048078,True,True,"github,tidelift",ljharb,,,,is-typed-array,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-date-object,gh/29991041,True,True,"github,tidelift",ljharb,,,,is-date-object,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-descriptor,gh/41658845,True,True,"github,tidelift",ljharb,,,,is-descriptor,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-number-object,gh/29991666,True,True,"github,tidelift",ljharb,,,,is-number-object,,,,,,,,,,2026-06-30T14:18:44+00:00
inspect-js/is-regex,gh/15930063,True,True,"github,tidelift",ljharb,,,,deep-equal,,,,,,,,,,2026-06-30T14:18:59+00:00
inspect-js/is-string,gh/30010185,True,True,"github,tidelift",ljharb,,,,is-string,,,,,,,,,,2026-06-30T14:18:59+00:00
inspect-js/is-symbol,gh/29791606,True,True,"github,tidelift",ljharb,,,,is-symbol,,,,,,,,,,2026-06-30T14:18:59+00:00
inspect-js/is-typed-array,gh/43528820,True,True,"github,tidelift",ljharb,,,,is-typed-array,,,,,,,,,,2026-06-30T14:18:59+00:00
inspect-js/node-supports-preserve-symlinks-flag,gh/443970899,True,True,"github,tidelift",ljharb,,,,supports-preserve-symlinks-flag,,,,,,,,,,2026-06-30T14:18:59+00:00
inspect-js/object-inspect,gh/11683441,True,True,"github,tidelift",ljharb,,,,object-inspect,,,,,,,,,,2026-06-30T14:18:59+00:00
inspect-js/typed-array-buffer,gh/649850465,True,True,"github,tidelift",ljharb,,,,typed-array-buffer,,,,,,,,,,2026-06-30T14:18:59+00:00
inspect-js/which-boxed-primitive,gh/201685155,True,True,"github,tidelift",ljharb,,,,which-boxed-primitive,,,,,,,,,,2026-06-30T14:18:59+00:00
inspect-js/which-typed-array,gh/43708371,True,True,"github,tidelift",ljharb,,,,which-typed-array,,,,,,,,,,2026-06-30T14:18:59+00:00
ipython/traitlets,gh/14993021,True,True,tidelift,,,,,ipython,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/chownr,gh/3858354,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/cliui,gh/634056857,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/core-util-is,gh/12391440,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/fs-minipass,gh/102982143,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/fs.realpath,gh/61231712,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/inflight-deprecated-do-not-use,gh/19442260,True,True,github,isaacs,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
isaacs/inherits,gh/1580001,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/isexe,gh/49804297,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/minimatch,gh/2056549,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/minipass,gh/84886212,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/minizlib,gh/86429676,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/node-glob,gh/357681,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/node-graceful-fs,gh/2077020,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/node-lru-cache,gh/679662,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/node-mkdirp,gh/2718248,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/node-tar,gh/1534331,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/once,gh/5409660,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/package-json-from-dist,gh/800543709,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/path-scurry,gh/591569499,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/rimraf,gh/1341324,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/sax-js,gh/508894,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/wrappy,gh/24208073,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
isaacs/yallist,gh/48222381,True,True,github,isaacs,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
istanbuljs/istanbuljs,gh/81482340,True,True,tidelift,,,,,istanbul-reports,,,,,,,,,,2026-06-30T14:18:59+00:00
istanbuljs/schema,gh/211950686,True,True,tidelift,,,,,istanbul-reports,,,,,,,,,,2026-06-30T14:18:59+00:00
istanbuljs/test-exclude,gh/60489570,True,True,tidelift,,,,,test-exclude,,,,,,,,,,2026-06-30T14:18:59+00:00
jamesmunns/postcard,gh/179385478,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jaraco/jaraco.develop,gh/48289082,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jaraco/pytest-perf,gh/372026120,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jaraco/zipp,gh/157774633,True,True,tidelift,,,,,zipp,,,,,,,,,,2026-06-30T14:18:59+00:00
jaredhanson/utils-merge,gh/11349896,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jaredwray/cacheable,gh/9267870,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jaredwray/keyv,gh/96540810,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jawah/charset_normalizer,gh/200259335,True,True,"github,tidelift",ousret,,,,charset-normalizer,,,,,,,,,,2026-06-30T14:18:59+00:00
jbgutierrez/path-parse,gh/34113780,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jd/tenacity,gh/65468547,True,True,github,jd,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jensyt/imurmurhash-js,gh/11802843,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jestjs/jest,gh/15062869,True,True,open_collective,,,jest,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jimmywarting/node-domexception,gh/371470141,True,True,"github,custom",jimmywarting,,,,,,,,,,,,,https://paypal.me/jimmywarting,2026-07-06T11:10:39+00:00
jimp-dev/jimp,gh/24008065,True,True,github,hipstersmoothie,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jmespath/jmespath.py,gh/8300763,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
joblib/joblib,gh/654608,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:59+00:00
jonathanong/ee-first,gh/20707897,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/assign-symbols,gh/45661176,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/define-property,gh/40633359,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/extend-shallow,gh/25867410,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/fill-range,gh/27113310,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/get-value,gh/24911025,True,True,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/global-prefix,gh/31455984,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/has-value,gh/24310408,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/has-values,gh/33009186,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/is-extendable,gh/38225016,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/is-number,gh/24313173,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/is-plain-object,gh/24306940,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/isobject,gh/21342886,True,True,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/kind-of,gh/24491562,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/map-cache,gh/32450614,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/normalize-path,gh/21224182,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/object-visit,gh/38545952,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jonschlinkert/word-wrap,gh/18260583,True,False,github,jonschlinkert,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jorgebucaran/colorette,gh/34648097,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
joshuakgoldberg/ts-api-utils,gh/597893818,True,True,github,joshuakgoldberg,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jpadilla/pyjwt,gh/1408162,True,True,github,jpadilla,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jprichardson/node-fs-extra,gh/2791348,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jprichardson/node-jsonfile,gh/5754307,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jquast/wcwidth,gh/18464187,True,True,github,jquast,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jquery/esprima,gh/2833537,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jridgewell/resolve-uri,gh/196878944,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jridgewell/sourcemaps,gh/897142826,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jsdom/tr46,gh/36964214,True,True,tidelift,,,,,jsdom,,,,,,,,,,2026-06-30T14:18:51+00:00
jsdom/webidl-conversions,gh/23000311,True,True,tidelift,,,,,jsdom,,,,,,,,,,2026-06-30T14:18:51+00:00
jsdom/whatwg-mimetype,gh/71014420,True,True,tidelift,,,,,jsdom,,,,,,,,,,2026-06-30T14:18:51+00:00
jsdom/whatwg-url,gh/34761352,True,True,tidelift,,,,,whatwg-url,,,,,,,,,,2026-06-30T14:18:51+00:00
jsdom/xml-name-validator,gh/28553202,True,True,tidelift,,,,,jsdom,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/accepts,gh/15482433,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/content-disposition,gh/24216676,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/content-type,gh/30172150,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/cookie,gh/4475810,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/etag,gh/22894570,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/forwarded,gh/24300217,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/fresh,gh/4617552,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/http-errors,gh/23806086,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/media-typer,gh/20814275,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/methods,gh/8274071,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/mime-db,gh/22970419,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/mime-types,gh/19380178,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/negotiator,gh/3275614,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/on-finished,gh/15349765,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/range-parser,gh/4627131,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/statuses,gh/17690272,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/type-is,gh/15484233,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jshttp/vary,gh/20498698,True,True,open_collective,,,express,,,,,,,,,,,,2026-06-30T14:18:51+00:00
jslicense/spdx-correct.js,gh/34817196,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
jslicense/spdx-exceptions.json,gh/40062896,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
jslicense/spdx-expression-parse.js,gh/40067336,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
jslicense/spdx-license-ids,gh/26001547,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
json-c/json-c,gh/1139119,False,False,,,,,,,,,,,,,,,,2026-07-06T11:10:39+00:00
json5/json5,gh/4463453,False,False,,,,,,,,,,,,,,,,2026-06-30T14:18:43+00:00
