repo,repo_id,criticality_score,language,license,star_count,created_at,updated_at,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_release_count,updated_issues_count,closed_issues_count,issue_comment_frequency,github_mention_count,depsdev_enabled,checked_at,status,error_reason
isaacs/once,gh/5409660,0.34126,JavaScript,Blue Oak Model License 1.0.0,225,2012-08-14T07:25:06Z,2025-10-25T19:07:37Z,168,8,7,3,0.02,0,0,0,0,31,False,2026-06-29T13:05:55+00:00,ok,
inspect-js/available-typed-arrays,gh/235965505,0.33985,JavaScript,MIT License,3,2020-01-24T08:29:04Z,2026-03-10T16:09:14Z,78,3,3,3,0.06,1,0,0,0,68,False,2026-06-29T12:55:51+00:00,ok,
ljharb/safe-regex-test,gh/540138887,0.33844,JavaScript,MIT License,8,2022-09-22T19:28:23Z,2026-06-16T18:39:07Z,45,0,3,3,0.19,1,1,0,0,86,False,2026-06-29T13:43:00+00:00,ok,
isaacs/inherits,gh/1580001,0.33743,JavaScript,Blue Oak Model License 1.0.0,353,2011-04-07T00:29:30Z,2025-10-25T19:00:59Z,185,8,7,2,0.02,0,0,0,0,53,False,2026-06-29T13:01:44+00:00,ok,
ljharb/es-to-primitive,gh/32377814,0.33723,JavaScript,MIT License,22,2015-03-17T07:23:56Z,2026-06-26T01:50:56Z,137,0,2,2,0.35,0,1,0,0,128,False,2026-06-29T13:42:07+00:00,ok,
sindresorhus/has-flag,gh/38718671,0.33712,JavaScript,MIT License,96,2015-07-07T22:40:40Z,2021-07-19T15:32:47Z,133,60,7,3,0,0,0,0,0,56,False,2026-06-29T14:55:51+00:00,ok,
inspect-js/is-symbol,gh/29791606,0.33704,JavaScript,MIT License,19,2015-01-24T21:04:07Z,2026-03-16T04:50:53Z,139,3,1,1,0.08,0,1,1,1,136,False,2026-06-29T13:00:26+00:00,ok,
lukeed/escalade,gh/273568715,0.33694,JavaScript,MIT License,153,2020-06-19T07:06:31Z,2024-08-29T22:59:33Z,73,22,4,1,0,1,0,0,0,391,False,2026-06-29T13:45:35+00:00,ok,
sindresorhus/package-directory,gh/41724281,0.33516,JavaScript,MIT License,252,2015-09-01T07:39:43Z,2026-02-01T14:50:51Z,131,4,9,3,0.04,1,0,0,0,6,False,2026-06-29T15:00:21+00:00,ok,
mysticatea/abort-controller,gh/105228556,0.33463,TypeScript,MIT License,308,2017-09-29T04:05:44Z,2019-03-30T09:14:46Z,106,88,5,2,0,1,0,0,0,225,False,2026-06-29T14:07:49+00:00,ok,
sindresorhus/to-fast-properties,gh/31656998,0.33258,JavaScript,MIT License,244,2015-03-04T12:53:12Z,2021-08-13T21:58:33Z,137,59,8,3,0,0,0,0,0,33,False,2026-06-29T15:02:20+00:00,ok,
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,0.33151,JavaScript,MIT License,6,2020-04-05T20:35:06Z,2025-07-30T15:13:47Z,75,11,3,2,0.12,1,0,0,0,93,False,2026-06-29T14:08:13+00:00,ok,
sindresorhus/path-type,gh/41905436,0.33053,JavaScript,MIT License,80,2015-09-04T08:30:12Z,2026-02-02T19:07:35Z,131,4,7,2,0.02,0,0,0,0,31,False,2026-06-29T15:00:49+00:00,ok,
isaacs/chownr,gh/3858354,0.33011,JavaScript,Other,29,2012-03-28T18:48:06Z,2025-11-24T22:32:43Z,173,7,5,0,0.02,0,0,0,0,1013,False,2026-06-29T13:01:14+00:00,ok,
istanbuljs/schema,gh/211950686,0.32954,JavaScript,MIT License,3,2019-09-30T20:29:06Z,2026-04-13T10:58:47Z,82,2,2,1,0.15,2,0,0,0,200,False,2026-06-29T13:06:44+00:00,ok,
qix-/node-is-arrayish,gh/41376759,0.32916,CoffeeScript,MIT License,17,2015-08-25T17:06:38Z,2025-09-13T16:42:12Z,132,9,4,2,0.02,1,0,0,0,31,False,2026-06-29T14:34:47+00:00,ok,
sindresorhus/is-plain-obj,gh/38923193,0.32861,JavaScript,MIT License,104,2015-07-11T11:08:24Z,2024-05-04T18:51:15Z,133,26,7,2,0,0,0,0,0,37,False,2026-06-29T14:57:26+00:00,ok,
inspect-js/is-array-buffer,gh/45977026,0.32859,JavaScript,MIT License,13,2015-11-11T11:10:21Z,2025-12-29T22:49:49Z,129,6,4,1,0.02,1,0,0,0,89,False,2026-06-29T12:57:37+00:00,ok,
sindresorhus/slash,gh/11516031,0.32841,JavaScript,MIT License,337,2013-07-18T23:26:17Z,2023-05-09T17:04:25Z,157,38,8,1,0,0,0,0,0,113,False,2026-06-29T15:01:40+00:00,ok,
jonschlinkert/is-number,gh/24313173,0.32827,JavaScript,MIT License,285,2014-09-18T19:11:23Z,2018-07-04T15:08:51Z,143,97,4,3,0,0,1,0,1,33,False,2026-06-29T13:19:33+00:00,ok,
sindresorhus/is-path-inside,gh/21054113,0.32777,JavaScript,MIT License,40,2014-06-20T22:17:20Z,2025-09-11T10:11:34Z,146,9,8,2,0.04,0,0,0,0,22,False,2026-06-29T14:57:20+00:00,ok,
sindresorhus/mimic-function,gh/71381729,0.32716,JavaScript,MIT License,95,2016-10-19T17:18:28Z,2024-10-28T05:10:19Z,117,20,11,3,0,1,0,0,0,3,False,2026-06-29T14:58:23+00:00,ok,
inspect-js/is-data-descriptor,gh/41659073,0.32688,JavaScript,MIT License,21,2015-08-31T05:48:44Z,2025-12-29T22:50:04Z,131,6,4,3,0.02,1,0,0,0,11,False,2026-06-29T12:58:54+00:00,ok,
jonschlinkert/isobject,gh/21342886,0.32682,JavaScript,MIT License,107,2014-06-30T07:23:52Z,2024-04-09T18:23:41Z,146,27,9,3,0,0,0,0,0,10,False,2026-06-29T13:19:45+00:00,ok,
chalker/safer-buffer,gh/125825141,0.32670,JavaScript,MIT License,27,2018-03-18T16:40:34Z,2020-07-13T16:17:45Z,100,72,6,3,0,0,0,0,0,58,False,2026-06-29T11:57:26+00:00,ok,
jsdom/whatwg-mimetype,gh/71014420,0.32584,JavaScript,MIT License,95,2016-10-15T21:26:46Z,2026-01-21T10:27:12Z,118,5,5,2,0.13,1,0,0,0,16,False,2026-06-29T13:25:59+00:00,ok,
estools/esutils,gh/14677293,0.32530,CoffeeScript,"BSD 2-Clause ""Simplified"" License",123,2013-11-25T05:43:03Z,2019-10-19T17:55:39Z,153,81,6,4,0,0,0,0,0,29,False,2026-06-29T12:08:29+00:00,ok,
ryanzim/universalify,gh/87651180,0.32408,JavaScript,MIT License,111,2017-04-08T17:22:15Z,2023-11-01T17:11:55Z,112,32,5,2,0,0,0,0,0,51,False,2026-06-29T14:47:59+00:00,ok,
inspect-js/is-bigint,gh/149682261,0.32347,JavaScript,MIT License,7,2018-09-20T23:24:25Z,2026-04-29T05:26:59Z,94,2,2,2,0.12,0,1,0,0,84,False,2026-06-29T12:57:43+00:00,ok,
sindresorhus/parent-module,gh/50187748,0.32272,JavaScript,MIT License,78,2016-01-22T14:58:35Z,2025-09-15T07:20:35Z,127,9,6,2,0.04,1,0,0,0,11,False,2026-06-29T15:00:26+00:00,ok,
feross/ieee754,gh/15489525,0.32271,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License",122,2013-12-28T08:25:02Z,2020-10-29T04:44:46Z,152,68,5,3,0,1,0,0,0,19,False,2026-06-29T12:34:33+00:00,ok,
micromatch/is-glob,gh/28179425,0.32269,JavaScript,MIT License,96,2014-12-18T10:41:22Z,2021-10-22T17:58:07Z,140,57,7,1,0,1,0,0,0,65,False,2026-06-29T13:50:25+00:00,ok,
ljharb/call-bind,gh/308533760,0.32188,JavaScript,MIT License,12,2020-10-30T03:38:28Z,2026-04-09T15:36:33Z,68,2,1,1,0.1,1,1,0,0,340,False,2026-06-29T13:39:34+00:00,ok,
inspect-js/is-accessor-descriptor,gh/41658954,0.32179,JavaScript,MIT License,15,2015-08-31T05:48:56Z,2026-05-10T04:55:52Z,131,1,3,3,0.29,1,0,0,0,8,False,2026-06-29T12:56:38+00:00,ok,
inspect-js/has-bigints,gh/201714166,0.32150,JavaScript,MIT License,8,2019-08-11T03:54:01Z,2026-03-19T16:41:12Z,83,3,2,2,0.08,0,1,0,0,91,False,2026-06-29T12:56:03+00:00,ok,
micromatch/to-regex-range,gh/40355891,0.32111,JavaScript,MIT License,173,2015-07-20T03:12:16Z,2024-07-30T19:15:57Z,133,23,5,2,0,1,1,0,0,12,False,2026-06-29T13:51:34+00:00,ok,
sindresorhus/yocto-queue,gh/315531538,0.32034,JavaScript,MIT License,430,2020-11-24T05:48:34Z,2025-11-11T06:30:03Z,68,7,4,2,0.04,1,0,0,0,35,False,2026-06-29T15:02:37+00:00,ok,
inspect-js/which-boxed-primitive,gh/201685155,0.32026,JavaScript,MIT License,7,2019-08-10T21:33:03Z,2026-03-19T04:27:51Z,83,3,2,2,0.1,0,1,0,0,82,False,2026-06-29T13:00:56+00:00,ok,
blakeembrey/array-flatten,gh/17789771,0.31928,JavaScript,MIT License,86,2014-03-16T01:40:47Z,2023-12-07T08:04:06Z,149,31,8,2,0,1,0,0,0,8,False,2026-06-29T11:51:04+00:00,ok,
sindresorhus/array-union,gh/21005682,0.31919,TypeScript,MIT License,78,2014-06-19T15:34:45Z,2021-03-01T18:41:52Z,146,64,9,4,0,0,0,0,0,6,False,2026-06-29T14:53:04+00:00,ok,
sindresorhus/restore-cursor,gh/23512229,0.31895,JavaScript,MIT License,41,2014-08-31T11:36:02Z,2024-07-26T13:56:10Z,144,23,6,2,0,0,0,0,0,22,False,2026-06-29T15:01:29+00:00,ok,
jonschlinkert/global-prefix,gh/31455984,0.31856,JavaScript,MIT License,29,2015-02-28T08:12:12Z,2024-08-17T16:20:11Z,137,22,10,2,0,0,0,0,0,10,False,2026-06-29T13:19:10+00:00,ok,
sindresorhus/mimic-response,gh/93189529,0.31847,JavaScript,MIT License,61,2017-06-02T17:36:51Z,2023-11-05T20:41:49Z,110,32,6,3,0,0,0,0,0,12,False,2026-06-29T14:58:28+00:00,ok,
sindresorhus/cli-cursor,gh/23512396,0.31842,JavaScript,MIT License,114,2014-08-31T11:47:29Z,2024-07-26T14:02:08Z,144,23,6,2,0,0,1,1,0,12,False,2026-06-29T14:53:32+00:00,ok,
sindresorhus/strip-bom,gh/18444852,0.31803,JavaScript,MIT License,112,2014-04-04T16:20:54Z,2021-04-16T18:53:24Z,148,63,7,2,0,0,0,0,0,35,False,2026-06-29T15:01:52+00:00,ok,
feross/queue-microtask,gh/207021895,0.31733,JavaScript,MIT License,189,2019-09-07T20:24:02Z,2021-03-22T05:39:33Z,82,64,5,2,0,1,0,0,0,45,False,2026-06-29T12:34:44+00:00,ok,
inspect-js/functions-have-names,gh/198357138,0.31695,JavaScript,MIT License,9,2019-07-23T05:19:21Z,2026-04-16T03:58:45Z,84,2,1,1,0.13,1,1,0,0,177,False,2026-06-29T12:55:57+00:00,ok,
mathiasbynens/unicode-property-aliases-ecmascript,gh/88333533,0.31483,JavaScript,MIT License,8,2017-04-15T08:10:27Z,2025-09-15T07:32:31Z,112,9,3,1,0.06,1,0,0,0,53,False,2026-06-29T13:48:46+00:00,ok,
broofa/node-int64,gh/1208666,0.31481,JavaScript,MIT License,205,2010-12-30T15:18:03Z,2019-06-06T13:56:52Z,188,86,8,2,0,0,0,0,0,47,False,2026-07-05T15:56:11+00:00,ok,
inspect-js/has-symbols,gh/68573418,0.31283,JavaScript,MIT License,18,2016-09-19T05:52:14Z,2026-04-29T04:47:41Z,119,2,1,1,0.12,0,0,1,0,167,False,2026-06-29T12:56:21+00:00,ok,
sec-ant/readable-stream,gh/569980966,0.31280,TypeScript,MIT License,8,2022-11-24T04:02:39Z,2026-05-12T02:35:10Z,43,1,4,1,0.29,2,0,0,0,60,False,2026-06-29T14:51:16+00:00,ok,
sindresorhus/p-try,gh/71534796,0.31173,JavaScript,MIT License,62,2016-10-21T06:03:45Z,2025-09-16T02:55:35Z,117,9,5,2,0.02,0,0,0,0,14,False,2026-06-29T15:00:15+00:00,ok,
raynos/for-each,gh/6006855,0.31151,JavaScript,MIT License,24,2012-09-29T06:29:08Z,2025-02-11T06:55:49Z,167,16,3,1,0,0,0,0,0,89,False,2026-06-29T14:37:26+00:00,ok,
sindresorhus/path-key,gh/48706449,0.31144,JavaScript,MIT License,46,2015-12-28T17:02:09Z,2025-09-12T10:19:27Z,127,9,6,2,0.04,0,0,0,0,10,False,2026-06-29T15:00:44+00:00,ok,
inspect-js/is-boolean-object,gh/34700259,0.31136,JavaScript,MIT License,8,2015-04-28T01:16:33Z,2025-12-29T22:49:55Z,136,6,1,1,0.02,0,1,0,0,171,False,2026-06-29T12:57:48+00:00,ok,
lddubeau/xmlchars,gh/139881982,0.31103,TypeScript,MIT License,3,2018-07-05T17:40:22Z,2024-09-24T21:25:54Z,97,21,5,2,0,1,0,0,0,10,False,2026-07-05T15:57:16+00:00,ok,
inspect-js/is-number-object,gh/29991666,0.31031,JavaScript,MIT License,8,2015-01-28T22:28:29Z,2025-12-29T22:50:20Z,138,6,1,1,0.02,0,1,0,0,159,False,2026-06-29T12:59:20+00:00,ok,
epoberezkin/json-schema-traverse,gh/93333933,0.30995,JavaScript,MIT License,103,2017-06-04T18:39:07Z,2021-01-05T10:19:41Z,110,66,7,1,0,0,1,0,0,57,False,2026-06-29T12:05:55+00:00,ok,
andyperlitch/jsbn,gh/9710533,0.30955,JavaScript,Other,174,2013-04-27T06:38:53Z,2020-01-16T03:54:52Z,160,78,11,4,0,0,0,0,0,3,False,2026-06-29T11:42:34+00:00,ok,
ljharb/internal-slot,gh/216159146,0.30920,JavaScript,MIT License,10,2019-10-19T06:18:48Z,2024-12-13T16:01:47Z,81,18,1,1,0,1,1,0,0,149,False,2026-06-29T13:42:31+00:00,ok,
sindresorhus/is-stream,gh/29436825,0.30912,JavaScript,MIT License,116,2015-01-18T18:54:44Z,2024-10-28T05:10:46Z,139,20,6,1,0,0,0,0,0,33,False,2026-06-29T14:57:32+00:00,ok,
ljharb/define-properties,gh/28768789,0.30883,JavaScript,MIT License,21,2013-03-29T18:47:15Z,2025-12-29T22:50:52Z,161,6,2,1,0.02,0,0,0,0,100,False,2026-06-29T13:41:38+00:00,ok,
inspect-js/is-date-object,gh/29991041,0.30827,JavaScript,MIT License,16,2014-01-15T09:09:16Z,2025-12-29T22:50:06Z,151,6,1,1,0.02,0,1,0,0,138,False,2026-06-29T12:59:07+00:00,ok,
gkz/type-check,gh/13182168,0.30741,LiveScript,MIT License,211,2013-09-28T22:47:58Z,2022-12-30T21:59:57Z,155,42,4,1,0,0,0,0,0,70,False,2026-06-29T12:50:48+00:00,ok,
nvzqz/static-assertions,gh/100129252,0.30674,Rust,Apache License 2.0,664,2017-08-12T18:02:22Z,2020-02-11T17:36:00Z,108,77,5,1,0,1,0,0,0,65,False,2026-06-29T14:18:11+00:00,ok,
davisjam/safe-regex,gh/90781457,0.30570,JavaScript,Other,194,2013-07-13T02:12:17Z,2020-10-20T19:59:03Z,157,69,6,3,0,0,0,0,0,9,False,2026-06-29T12:00:33+00:00,ok,
sindresorhus/strip-final-newline,gh/47453723,0.30534,JavaScript,MIT License,38,2015-12-05T11:43:07Z,2024-10-28T05:10:24Z,128,20,4,1,0,0,0,0,0,43,False,2026-06-29T15:01:57+00:00,ok,
lukeed/dequal,gh/174421655,0.30515,JavaScript,MIT License,1465,2019-03-07T20:43:39Z,2024-11-06T21:59:58Z,89,19,5,2,0,0,0,0,0,15,False,2026-06-29T13:45:30+00:00,ok,
inspect-js/is-string,gh/30010185,0.30202,JavaScript,MIT License,22,2015-01-29T08:08:38Z,2025-12-29T22:50:29Z,138,6,1,1,0.02,0,0,0,0,117,False,2026-06-29T12:59:32+00:00,ok,
stream-utils/destroy,gh/15544623,0.30177,JavaScript,MIT License,53,2013-12-31T06:36:39Z,2022-03-20T19:02:23Z,152,52,3,2,0,0,1,0,1,3,False,2026-06-29T15:05:52+00:00,ok,
pydantic/typing-inspection,gh/930576948,0.30144,Python,MIT License,65,2025-02-10T21:24:03Z,2026-01-25T11:13:42Z,16,5,3,1,0.06,1,0,0,0,272,False,2026-06-29T14:27:59+00:00,ok,
eventualbuddha/lines-and-columns,gh/47284288,0.30074,TypeScript,MIT License,27,2015-12-02T19:24:25Z,2023-11-07T01:41:08Z,128,32,2,1,0,1,0,0,0,41,False,2026-06-29T12:08:52+00:00,ok,
inspect-js/has-proto,gh/577580747,0.29957,JavaScript,MIT License,6,2022-12-13T03:41:58Z,2026-01-13T19:22:43Z,43,5,1,1,0.02,1,1,0,0,150,False,2026-06-29T12:56:15+00:00,ok,
isaacs/core-util-is,gh/12391440,0.29793,JavaScript,MIT License,101,2013-08-26T22:44:27Z,2021-08-31T14:36:33Z,156,58,6,1,0,0,0,0,0,29,False,2026-06-29T13:01:26+00:00,ok,
sindresorhus/detect-newline,gh/21304485,0.29655,JavaScript,MIT License,56,2014-06-28T14:32:48Z,2023-09-22T19:01:18Z,146,33,9,1,0,1,0,0,0,4,False,2026-06-29T14:53:49+00:00,ok,
ljharb/set-function-length,gh/704249795,0.29541,JavaScript,MIT License,4,2023-10-12T21:29:58Z,2025-12-29T22:51:45Z,33,6,1,1,0.02,2,1,0,0,108,False,2026-06-29T13:43:06+00:00,ok,
sindresorhus/is-binary-path,gh/29771247,0.29503,JavaScript,MIT License,49,2015-01-24T09:04:18Z,2024-04-30T16:49:57Z,139,26,6,1,0,0,0,0,0,13,False,2026-06-29T14:56:59+00:00,ok,
es-shims/es-object-atoms,gh/773229339,0.29499,JavaScript,MIT License,5,2024-03-17T04:48:24Z,2026-06-16T01:58:15Z,27,0,1,1,0.12,2,0,0,0,153,False,2026-06-29T12:06:12+00:00,ok,
ljharb/gopd,gh/560708130,0.29490,JavaScript,MIT License,2,2022-11-02T04:41:22Z,2026-03-21T14:16:51Z,44,3,1,1,0.06,1,1,0,0,99,False,2026-06-29T13:42:25+00:00,ok,
loganfsmyth/gensync,gh/132383032,0.29429,JavaScript,MIT License,95,2018-05-03T08:19:24Z,2020-10-27T20:42:51Z,99,69,3,3,0,0,0,0,0,13,False,2026-06-29T13:44:30+00:00,ok,
fitzgen/glob-to-regexp,gh/11461122,0.29383,JavaScript,,150,2013-07-16T21:46:52Z,2019-04-01T16:19:41Z,157,88,10,2,0,0,0,0,0,8,False,2026-07-05T15:56:43+00:00,ok,
mysticatea/event-target-shim,gh/31137469,0.29297,TypeScript,MIT License,130,2015-02-21T19:20:04Z,2021-01-07T09:00:38Z,138,66,7,1,0,2,0,0,0,6,False,2026-06-29T14:07:55+00:00,ok,
es-shims/es-set-tostringtag,gh/580683868,0.29290,JavaScript,MIT License,2,2022-12-21T07:18:05Z,2025-01-02T04:44:06Z,42,18,1,1,0,1,1,0,0,117,False,2026-06-29T12:06:18+00:00,ok,
iarna/aproba,gh/31432421,0.29222,JavaScript,ISC License,133,2015-02-27T18:09:34Z,2025-07-12T17:06:29Z,137,11,6,2,0.04,0,0,0,0,2,False,2026-06-29T12:55:09+00:00,ok,
sindresorhus/node-defaults,gh/7985040,0.29222,JavaScript,MIT License,76,2013-02-03T01:48:37Z,2023-10-18T10:12:05Z,163,32,5,1,0,0,0,0,0,15,False,2026-06-29T14:58:34+00:00,ok,
ljharb/define-data-property,gh/689109338,0.29111,JavaScript,MIT License,3,2023-09-08T20:30:24Z,2026-01-13T19:23:30Z,34,5,1,1,0.02,2,1,0,0,76,False,2026-06-29T13:40:45+00:00,ok,
wesleytodd/setprototypeof,gh/30301031,0.29085,JavaScript,ISC License,53,2015-02-04T13:52:30Z,2019-08-14T03:18:47Z,138,83,5,3,0,0,0,0,0,6,False,2026-06-29T15:30:32+00:00,ok,
stefanpenner/get-caller-file,gh/48818175,0.29070,TypeScript,ISC License,37,2015-12-30T20:25:24Z,2019-03-09T21:48:21Z,127,88,5,1,0,0,0,0,0,55,False,2026-06-29T15:04:51+00:00,ok,
tritondatacenter/node-assert-plus,gh/4767976,0.29052,JavaScript,MIT License,119,2012-06-23T22:04:00Z,2022-05-10T18:29:29Z,170,50,11,3,0,0,0,0,0,0,False,2026-06-29T15:16:50+00:00,ok,
jonschlinkert/normalize-path,gh/21224182,0.29037,JavaScript,MIT License,112,2014-06-26T01:33:19Z,2018-11-07T11:49:33Z,146,93,3,1,0,0,0,0,0,127,False,2026-06-29T13:20:03+00:00,ok,
dtolnay/no-panic,gh/143469762,0.28992,Rust,Apache License 2.0,1198,2018-08-03T20:17:43Z,2026-06-24T03:02:30Z,96,0,3,1,0.48,1,0,1,0,5,False,2026-06-29T12:03:08+00:00,ok,
rogdham/backports.zstd,gh/977687927,0.28923,Python,Other,28,2025-05-01T11:09:06Z,2026-06-14T08:20:16Z,14,0,3,0,0.98,10,0,0,0,88,False,2026-06-29T14:39:38+00:00,ok,
floatdrop/require-from-string,gh/39301848,0.28915,JavaScript,MIT License,298,2015-07-18T15:00:12Z,2018-04-09T09:49:45Z,133,100,7,3,0,0,0,0,0,8,False,2026-07-05T15:56:49+00:00,ok,
thlorenz/deep-is,gh/9345558,0.28806,JavaScript,Other,21,2012-02-11T05:35:12Z,2021-09-04T16:55:04Z,175,58,3,1,0,0,0,0,0,35,False,2026-06-29T15:13:47+00:00,ok,
gsnedders/python-webencodings,gh/7043404,0.28792,Python,Other,39,2012-12-06T21:37:34Z,2017-10-28T14:09:54Z,165,105,6,4,0,0,0,0,0,7,False,2026-06-29T12:53:05+00:00,ok,
jaredhanson/utils-merge,gh/11349896,0.28751,JavaScript,MIT License,69,2013-07-11T18:23:49Z,2020-06-17T00:00:43Z,157,73,4,2,0,0,1,0,0,8,False,2026-06-29T13:16:29+00:00,ok,
executablebooks/mdurl,gh/387293763,0.28695,Python,Other,15,2021-07-19T00:10:50Z,2025-09-24T08:15:23Z,60,9,4,0,0.04,0,0,1,0,134,False,2026-06-29T12:13:37+00:00,ok,
isaacs/yallist,gh/48222381,0.28639,TypeScript,Other,217,2015-12-18T07:58:02Z,2024-04-09T19:21:29Z,128,27,3,0,0,1,0,0,0,61,False,2026-06-29T13:06:32+00:00,ok,
unshiftio/requires-port,gh/26316179,0.28578,JavaScript,MIT License,11,2014-11-07T11:01:23Z,2023-01-14T19:12:24Z,141,42,4,1,0,0,0,0,0,15,False,2026-06-29T15:18:40+00:00,ok,
guillaumegomez/doc-comment,gh/127254922,0.28446,Rust,MIT License,102,2018-03-29T07:36:25Z,2020-07-01T21:02:31Z,100,72,2,1,0,0,0,0,0,78,False,2026-06-29T12:53:10+00:00,ok,
inspect-js/typed-array-buffer,gh/649850465,0.28373,JavaScript,MIT License,5,2023-06-05T19:21:38Z,2026-01-16T06:47:59Z,37,5,1,1,0.06,1,0,0,0,77,False,2026-06-29T13:00:50+00:00,ok,
isaacs/wrappy,gh/24208073,0.28295,JavaScript,ISC License,56,2014-09-18T23:00:23Z,2021-09-21T20:25:47Z,143,58,7,3,0,0,1,0,0,0,False,2026-06-29T13:06:26+00:00,ok,
sindresorhus/is-unicode-supported,gh/348660847,0.28215,JavaScript,MIT License,86,2021-03-17T10:03:18Z,2024-09-09T06:25:41Z,64,21,5,1,0,1,0,0,0,7,False,2026-06-29T14:57:38+00:00,ok,
libpixman/pixman,gh/81675971,0.28210,C,Other,38,2007-05-04T23:13:57Z,2016-09-03T19:09:12Z,233,119,124,3,0,0,0,0,0,1,False,2026-06-29T13:38:56+00:00,ok,
ljharb/call-bound,gh/898125972,0.28183,JavaScript,MIT License,6,2024-12-03T20:46:08Z,2025-03-03T17:49:51Z,19,16,1,1,0,2,1,0,0,101,False,2026-06-29T13:40:34+00:00,ok,
ljharb/es-shim-unscopables,gh/480458584,0.28151,JavaScript,MIT License,2,2022-04-11T16:18:32Z,2026-01-13T19:23:32Z,51,5,1,1,0.02,0,1,0,0,68,False,2026-06-29T13:42:02+00:00,ok,
isaacs/inflight-deprecated-do-not-use,gh/19442260,0.28101,,,76,2014-05-05T03:03:23Z,2024-05-23T03:18:26Z,148,25,9,2,0,0,0,0,0,0,False,2026-07-05T15:57:06+00:00,ok,
inspect-js/has-tostringtag,gh/392913710,0.28068,JavaScript,MIT License,5,2021-08-05T05:27:05Z,2026-04-25T20:55:15Z,59,2,1,1,0.21,0,1,0,0,43,False,2026-06-29T12:56:27+00:00,ok,
tootallnate/util-deprecate,gh/19321056,0.28038,JavaScript,MIT License,37,2014-04-30T17:09:27Z,2018-11-11T02:10:33Z,148,92,3,2,0,0,1,0,1,2,False,2026-06-29T15:16:09+00:00,ok,
tritondatacenter/node-extsprintf,gh/4058064,0.27970,JavaScript,MIT License,36,2012-04-17T22:51:04Z,2021-11-02T21:47:40Z,172,56,7,3,0,0,0,0,0,0,False,2026-06-29T15:16:56+00:00,ok,
mirror/ncurses,gh/22324756,0.27969,C,Other,597,1997-05-15T04:00:00Z,2023-03-12T00:49:59Z,354,40,1,0,0,0,0,0,0,277,False,2026-06-29T13:57:29+00:00,ok,
ljharb/side-channel-list,gh/901451610,0.27958,JavaScript,MIT License,3,2024-12-10T17:23:10Z,2026-04-08T16:52:21Z,18,2,1,1,0.1,1,0,1,0,107,False,2026-06-29T13:43:17+00:00,ok,
inspect-js/has-property-descriptors,gh/481834578,0.27923,JavaScript,MIT License,3,2022-04-15T04:20:07Z,2026-01-13T19:22:41Z,51,5,1,1,0.02,0,1,0,0,58,False,2026-06-29T12:56:09+00:00,ok,
sindresorhus/lowercase-keys,gh/29769737,0.27824,JavaScript,MIT License,41,2015-01-24T07:47:51Z,2026-02-02T18:34:46Z,139,4,3,0,0.1,2,0,0,0,15,False,2026-06-29T14:58:05+00:00,ok,
yuzujs/setimmediate,gh/1981208,0.27813,JavaScript,MIT License,1302,2011-07-01T01:17:53Z,2016-09-12T00:59:28Z,182,119,12,4,0,0,0,0,0,26,False,2026-06-29T15:31:50+00:00,ok,
linusu/buffer-from,gh/66025821,0.27766,JavaScript,MIT License,25,2016-08-18T19:44:34Z,2021-07-29T17:05:25Z,120,59,2,1,0,0,0,0,0,27,False,2026-06-29T13:39:08+00:00,ok,
fb55/boolbase,gh/16864585,0.27616,JavaScript,ISC License,20,2014-02-15T14:44:24Z,2026-03-23T08:07:05Z,150,3,3,1,0.13,1,0,0,0,2,False,2026-06-29T12:33:23+00:00,ok,
inspect-js/array-buffer-byte-length,gh/607836784,0.27600,JavaScript,MIT License,2,2023-02-28T19:22:10Z,2026-01-13T19:46:21Z,40,5,1,1,0.06,0,1,0,0,62,False,2026-06-29T12:55:45+00:00,ok,
ehmicky/human-signals,gh/214467546,0.27574,JavaScript,Apache License 2.0,286,2019-10-06T15:26:33Z,2025-05-18T13:08:20Z,81,13,5,0,0,2,0,0,0,14,False,2026-06-29T12:04:25+00:00,ok,
mathiasbynens/unicode-canonical-property-names-ecmascript,gh/88346537,0.27566,JavaScript,MIT License,14,2017-04-15T12:49:45Z,2024-09-12T08:20:25Z,112,21,1,1,0,0,0,0,0,25,False,2026-06-29T13:48:40+00:00,ok,
kemitchell/validate-npm-package-license.js,gh/35000460,0.27439,JavaScript,Apache License 2.0,28,2015-05-03T20:54:55Z,2020-12-16T18:50:34Z,135,67,2,1,0,0,0,0,0,26,False,2026-06-29T13:35:32+00:00,ok,
isaacs/isexe,gh/49804297,0.27431,TypeScript,Blue Oak Model License 1.0.0,52,2016-01-17T05:23:30Z,2026-02-09T16:27:43Z,127,4,2,0,0.21,1,0,0,0,25,False,2026-06-29T13:01:50+00:00,ok,
yargs/set-blocking,gh/58830287,0.27375,JavaScript,ISC License,39,2016-05-14T21:00:40Z,2021-02-17T22:15:30Z,123,65,6,3,0,0,0,0,0,0,False,2026-06-29T15:31:26+00:00,ok,
jslicense/spdx-exceptions.json,gh/40062896,0.27353,JavaScript,,16,2015-08-01T23:26:32Z,2024-02-15T03:06:06Z,132,28,2,2,0,1,0,0,0,1,False,2026-06-29T13:33:40+00:00,ok,
