repo_id,repository_url,class,valid,ecosystem,package,registry_hit,ok,error,critical,critical_via,rank_average,dependent_repos_count,dependent_packages_count,fetched_at
gh/183990447,https://github.com/dtolnay/rustversion,A,True,crates,rustversion,crates.io,True,,True,crates.io,3.985392262647776,20950,434,2026-07-06T17:14:41Z
gh/142720484,https://github.com/dtolnay/ryu,A,True,crates,ryu,crates.io,True,,True,crates.io,3.13934709479044,71941,164,2026-07-06T17:14:41Z
gh/22432442,https://github.com/dtolnay/semver,A,True,crates,semver,crates.io,True,,True,crates.io,2.1340366862486513,48694,1460,2026-07-06T17:14:41Z
gh/67305738,https://github.com/dtolnay/syn,A,True,crates,syn,crates.io,True,,True,crates.io,0.9785115340945154,105913,8692,2026-07-06T17:14:41Z
gh/734167706,https://github.com/dtolnay/target-triple,A,True,crates,target-triple,crates.io,True,,,,54.560131470764354,0,3,2026-07-06T17:14:41Z
gh/213836768,https://github.com/dtolnay/thiserror,A,True,crates,thiserror,crates.io,True,,True,crates.io,1.244384577952989,57359,16613,2026-07-06T17:14:41Z
gh/184941159,https://github.com/dtolnay/trybuild,A,True,crates,trybuild,crates.io,True,,,,2.6875566629686465,3077,1037,2026-07-06T17:14:41Z
gh/492639579,https://github.com/dtolnay/unicode-ident,A,True,crates,unicode-ident,crates.io,True,,True,crates.io,5.413960332964261,61426,56,2026-07-06T17:14:41Z
gh/119439276,https://github.com/eemeli/yaml,A,True,npm,yaml,npmjs.org,True,,True,npmjs.org,0.8884756359171958,1894156,6419,2026-07-06T17:14:41Z
gh/214467546,https://github.com/ehmicky/human-signals,A,True,npm,human-signals,npmjs.org,True,,True,npmjs.org,1.7375332654684674,1698573,1153,2026-07-06T17:14:41Z
gh/10589864,https://github.com/eliben/pycparser,A,True,pypi,pycparser,pypi.org,True,,True,pypi.org,0.756807353292725,163284,746,2026-07-06T17:14:41Z
gh/92570536,https://github.com/emotion-js/emotion,A,True,npm,@emotion/memoize,npmjs.org,True,,True,npmjs.org,0.44117127647253546,774299,49,2026-07-06T17:14:41Z
gh/313759241,https://github.com/enarx/ciborium,A,True,crates,ciborium,crates.io,True,,True,crates.io,3.682847074808823,3058,147,2026-07-06T17:14:41Z
gh/237210639,https://github.com/encode/httpcore,A,True,pypi,httpcore,pypi.org,True,,True,pypi.org,1.782289417903047,12334,250,2026-07-06T17:14:41Z
gh/179492861,https://github.com/encode/httpx,A,True,pypi,httpx,pypi.org,True,,True,pypi.org,0.42653524257758973,28516,3898,2026-07-06T17:14:41Z
gh/94483360,https://github.com/epoberezkin/fast-deep-equal,A,True,npm,fast-deep-equal,npmjs.org,True,,True,npmjs.org,0.8294765625049809,4968905,4389,2026-07-06T17:14:41Z
gh/108103016,https://github.com/epoberezkin/fast-json-stable-stringify,A,True,npm,fast-json-stable-stringify,npmjs.org,True,,True,npmjs.org,1.3474527643912362,4957551,2347,2026-07-06T17:14:41Z
gh/93333933,https://github.com/epoberezkin/json-schema-traverse,A,True,npm,json-schema-traverse,npmjs.org,True,,True,npmjs.org,1.7123756967933625,1067963,1848,2026-07-06T17:14:41Z
gh/28753032,https://github.com/es-shims/array-includes,A,True,npm,array-includes,npmjs.org,True,,True,npmjs.org,2.0307988459217143,1681276,1460,2026-07-06T17:14:41Z
gh/898274312,https://github.com/es-shims/dunder-proto,A,True,npm,dunder-proto,npmjs.org,True,,,,31.140001067328548,0,0,2026-07-06T17:14:41Z
gh/773229339,https://github.com/es-shims/es-object-atoms,A,True,npm,es-object-atoms,npmjs.org,True,,True,npmjs.org,39.540629869426795,0,0,2026-07-06T17:14:41Z
gh/580683868,https://github.com/es-shims/es-set-tostringtag,A,True,npm,es-set-tostringtag,npmjs.org,True,,True,npmjs.org,4.892082824272416,617921,386,2026-07-06T17:14:41Z
gh/902014040,https://github.com/es-shims/math-intrinsics,A,True,npm,math-intrinsics,npmjs.org,True,,,,22.85125855307391,0,0,2026-07-06T17:14:41Z
gh/41723335,https://github.com/es-shims/object.values,A,True,npm,object.values,npmjs.org,True,,True,npmjs.org,2.0022094820249903,1768320,1257,2026-07-06T17:14:41Z
gh/26932422,https://github.com/es-shims/regexp.prototype.flags,A,True,npm,regexp.prototype.flags,npmjs.org,True,,True,npmjs.org,2.711831159841727,2663940,973,2026-07-06T17:14:41Z
gh/114682758,https://github.com/es-shims/string.prototype.trimend,A,True,npm,string.prototype.trimend,npmjs.org,True,,True,npmjs.org,3.243360453615331,1790656,971,2026-07-06T17:14:41Z
gh/114682105,https://github.com/es-shims/string.prototype.trimstart,A,True,npm,string.prototype.trimstart,npmjs.org,True,,True,npmjs.org,3.3577716561724835,1790728,964,2026-07-06T17:14:41Z
gh/568240379,https://github.com/eslint-community/eslint-utils,A,True,npm,@eslint-community/eslint-utils,npmjs.org,True,,True,npmjs.org,3.0053840529050997,902580,37,2026-07-06T17:14:41Z
gh/4286644,https://github.com/eslint/doctrine,A,True,npm,doctrine,npmjs.org,True,,True,npmjs.org,1.0654905388094449,1377829,1734,2026-07-06T17:14:41Z
gh/11061773,https://github.com/eslint/eslint,A,True,npm,eslint,npmjs.org,True,,True,npmjs.org,0.19416404459188177,1569244,424118,2026-07-06T17:14:41Z
gh/27620277,https://github.com/eslint/js,A,True,npm,eslint-visitor-keys,npmjs.org,True,,True,npmjs.org,1.9127230100833739,1431349,1334,2026-07-06T17:14:41Z
gh/791446923,https://github.com/eslint/rewrite,A,True,npm,@eslint/core,npmjs.org,True,,,,34.00439418129561,0,0,2026-07-06T17:14:41Z
gh/3611422,https://github.com/estools/escodegen,A,True,npm,escodegen,npmjs.org,True,,True,npmjs.org,0.6199933704311739,2366133,3108,2026-07-06T17:14:41Z
gh/11412938,https://github.com/estools/esquery,A,True,npm,esquery,npmjs.org,True,,True,npmjs.org,0.9646644685303837,1409814,1334,2026-07-06T17:14:41Z
gh/27429822,https://github.com/estools/esrecurse,A,True,npm,esrecurse,npmjs.org,True,,True,npmjs.org,1.7597564877637148,1702132,1563,2026-07-06T17:14:41Z
gh/6145439,https://github.com/estools/estraverse,A,True,npm,estraverse,npmjs.org,True,,True,npmjs.org,0.8581066009842866,1803046,3235,2026-07-06T17:14:41Z
gh/14677293,https://github.com/estools/esutils,A,True,npm,esutils,npmjs.org,True,,True,npmjs.org,1.550195619738738,1790196,1888,2026-07-06T17:14:41Z
gh/63465664,https://github.com/ethers-io/ethers.js,A,True,npm,@ethersproject/logger,npmjs.org,True,,,,0.5179446403140496,89242,232,2026-07-06T17:14:41Z
gh/61137153,https://github.com/evanw/esbuild,A,True,npm,esbuild,npmjs.org,True,,True,npmjs.org,0.28917204497738974,491246,15949,2026-07-06T17:14:41Z
gh/7682781,https://github.com/evanw/node-source-map-support,A,True,npm,source-map-support,npmjs.org,True,,True,npmjs.org,0.6775915857752267,1546799,19601,2026-07-06T17:14:41Z
gh/47284288,https://github.com/eventualbuddha/lines-and-columns,A,True,npm,lines-and-columns,npmjs.org,True,,,,2.6622227107290617,2280787,1288,2026-07-06T17:14:41Z
gh/249956697,https://github.com/executablebooks/markdown-it-py,A,True,pypi,markdown-it-py,pypi.org,True,,True,pypi.org,1.7216702402329147,11935,508,2026-07-06T17:14:41Z
gh/387293763,https://github.com/executablebooks/mdurl,A,True,pypi,mdurl,pypi.org,True,,True,pypi.org,6.155674205699242,11693,948,2026-07-06T17:14:41Z
gh/885154008,https://github.com/exodusoss/bytes,A,True,npm,@exodus/bytes,npmjs.org,True,,,,20.9831018047535,0,0,2026-07-06T17:14:41Z
gh/15669006,https://github.com/expressjs/body-parser,A,True,npm,body-parser,npmjs.org,True,,True,npmjs.org,0.4626645733864649,1711280,26598,2026-07-06T17:14:41Z
gh/17464338,https://github.com/expressjs/serve-static,A,True,npm,serve-static,npmjs.org,True,,True,npmjs.org,0.7351302080371077,4975561,5768,2026-07-06T17:14:41Z
gh/87597642,https://github.com/facebook/prop-types,A,True,npm,prop-types,npmjs.org,True,,True,npmjs.org,0.5500105321068631,2311807,60306,2026-07-06T17:14:41Z
gh/13346571,https://github.com/facebook/regenerator,A,True,npm,regenerator-runtime,npmjs.org,True,,True,npmjs.org,0.434568173004779,4404245,13548,2026-07-06T17:14:41Z
gh/6930489,https://github.com/facebook/watchman,A,True,npm,bser,npmjs.org,True,,True,npmjs.org,0.38411626426979945,992341,953,2026-07-06T17:14:41Z
gh/29759715,https://github.com/facebook/zstd,A,True,cpp,zstd,spack.io,True,,True,conda,0.7711546477699042,0,49,2026-07-06T17:14:41Z
gh/160789418,https://github.com/facelessuser/soupsieve,A,True,pypi,soupsieve,pypi.org,True,,True,pypi.org,2.473647623746577,83958,433,2026-07-06T17:14:41Z
gh/419317518,https://github.com/fastify/fast-uri,A,True,npm,fast-uri,npmjs.org,True,,True,npmjs.org,2.5490489992954717,8302,20,2026-07-06T17:14:41Z
gh/9733816,https://github.com/faye/websocket-driver-node,A,True,npm,websocket-driver,npmjs.org,True,,True,npmjs.org,1.5511812935179536,3054684,332,2026-07-06T17:14:41Z
gh/16864585,https://github.com/fb55/boolbase,A,True,npm,boolbase,npmjs.org,True,,True,npmjs.org,2.7095175661849886,3068155,444,2026-07-06T17:14:41Z
gh/3411063,https://github.com/fb55/css-select,A,True,npm,css-select,npmjs.org,True,,True,npmjs.org,1.088612960035417,3051138,634,2026-07-06T17:14:41Z
gh/4460687,https://github.com/fb55/css-what,A,True,npm,css-what,npmjs.org,True,,True,npmjs.org,1.3455907343744238,3053195,558,2026-07-06T17:14:41Z
gh/6627835,https://github.com/fb55/domelementtype,A,True,npm,domelementtype,npmjs.org,True,,True,npmjs.org,2.074610818673923,3231030,561,2026-07-06T17:14:41Z
gh/5414232,https://github.com/fb55/domhandler,A,True,npm,domhandler,npmjs.org,True,,True,npmjs.org,1.1702092512420401,2836242,732,2026-07-06T17:14:41Z
gh/6627949,https://github.com/fb55/domutils,A,True,npm,domutils,npmjs.org,True,,True,npmjs.org,1.320807765465597,3228971,679,2026-07-06T17:14:41Z
gh/3172629,https://github.com/fb55/entities,A,True,npm,entities,npmjs.org,True,,True,npmjs.org,1.2112837237272671,3284033,1313,2026-07-06T17:14:41Z
gh/2279062,https://github.com/fb55/htmlparser2,A,True,npm,htmlparser2,npmjs.org,True,,True,npmjs.org,0.5468985081549469,2705632,2492,2026-07-06T17:14:41Z
gh/16864923,https://github.com/fb55/nth-check,A,True,npm,nth-check,npmjs.org,True,,True,npmjs.org,1.802583138222517,3045368,502,2026-07-06T17:14:41Z
gh/1787452,https://github.com/felixge/node-combined-stream,A,True,npm,combined-stream,npmjs.org,True,,True,npmjs.org,1.4788896216596479,2188156,1380,2026-07-06T17:14:41Z
gh/1783893,https://github.com/felixge/node-delayed-stream,A,True,npm,delayed-stream,npmjs.org,True,,True,npmjs.org,1.913635696984347,2188097,1153,2026-07-06T17:14:41Z
gh/14494363,https://github.com/feross/buffer,A,True,npm,buffer,npmjs.org,True,,True,npmjs.org,0.7057789323546687,1513316,9726,2026-07-06T17:14:41Z
gh/15489525,https://github.com/feross/ieee754,A,True,npm,ieee754,npmjs.org,True,,True,npmjs.org,1.5165507860787726,1081327,1228,2026-07-06T17:14:41Z
gh/25997846,https://github.com/feross/is-buffer,A,True,npm,is-buffer,npmjs.org,True,,True,npmjs.org,1.6474079093445864,971086,1461,2026-07-06T17:14:41Z
gh/207021895,https://github.com/feross/queue-microtask,A,True,npm,queue-microtask,npmjs.org,True,,True,npmjs.org,1.5835718700939536,2080081,1250,2026-07-06T17:14:41Z
gh/18700638,https://github.com/feross/run-parallel,A,True,npm,run-parallel,npmjs.org,True,,True,npmjs.org,1.3938935407969184,1799977,1520,2026-07-06T17:14:41Z
gh/49538897,https://github.com/feross/safe-buffer,A,True,npm,safe-buffer,npmjs.org,True,,True,npmjs.org,1.2592258214096606,1261649,4055,2026-07-06T17:14:41Z
gh/1614410,https://github.com/ffmpeg/ffmpeg,A,True,cpp,ffmpeg,spack.io,True,,,,2.035570376545783,0,18,2026-07-06T17:14:41Z
gh/89290483,https://github.com/firebase/firebase-js-sdk,A,True,npm,@firebase/util,npmjs.org,True,,,,0.6158056274556288,289329,135,2026-07-06T17:14:41Z
gh/11461122,https://github.com/fitzgen/glob-to-regexp,A,True,npm,glob-to-regexp,npmjs.org,True,,True,npmjs.org,1.561229912453226,2209082,885,2026-07-06T17:14:41Z
gh/39301848,https://github.com/floatdrop/require-from-string,A,True,npm,require-from-string,npmjs.org,True,,True,npmjs.org,1.3241709454503339,1639741,1808,2026-07-06T17:14:41Z
gh/54994103,https://github.com/floating-ui/floating-ui,A,True,npm,@floating-ui/utils,npmjs.org,True,,True,npmjs.org,0.9023252550045151,80958,10,2026-07-06T17:14:41Z
gh/6697086,https://github.com/follow-redirects/follow-redirects,A,True,npm,follow-redirects,npmjs.org,True,,True,npmjs.org,0.9343776729556305,2023308,1670,2026-07-06T17:14:41Z
gh/1755793,https://github.com/form-data/form-data,A,True,npm,form-data,npmjs.org,True,,True,npmjs.org,0.652844599767162,1722210,10194,2026-07-06T17:14:41Z
gh/19117456,https://github.com/formatjs/formatjs,A,True,npm,@formatjs/fast-memoize,npmjs.org,True,,False,npm,1.1396528666294505,13200,8,2026-07-06T17:14:41Z
gh/34372735,https://github.com/freedesktop-unofficial-mirror/cairo,A,True,cpp,cairo,spack.io,True,,,,0.8892594136445742,0,34,2026-07-06T17:14:41Z
gh/187000659,https://github.com/freetype/freetype,A,True,cpp,freetype,spack.io,True,,,,0.4932610810059747,0,65,2026-07-06T17:14:41Z
gh/104001328,https://github.com/frenic/csstype,A,True,npm,csstype,npmjs.org,True,,True,npmjs.org,0.9355458789161822,1653899,3425,2026-07-06T17:14:41Z
gh/96124162,https://github.com/frommi/miniz_oxide,A,True,crates,miniz_oxide,crates.io,True,,True,crates.io,3.54462130134394,49680,114,2026-07-06T17:14:41Z
gh/1402936,https://github.com/fsevents/fsevents,A,True,npm,fsevents,npmjs.org,True,,True,npmjs.org,0.9481771058646496,5289351,5083,2026-07-06T17:14:41Z
gh/130727736,https://github.com/fsspec/filesystem_spec,A,True,pypi,fsspec,pypi.org,True,,True,pypi.org,1.2387955400425894,11589,838,2026-07-06T17:14:41Z
gh/53987953,https://github.com/fsspec/s3fs,A,True,pypi,s3fs,pypi.org,True,,True,pypi.org,1.3821050231074314,3090,449,2026-07-06T17:14:41Z
gh/989080,https://github.com/garycourt/uri-js,A,True,npm,uri-js,npmjs.org,True,,True,npmjs.org,1.1699127964974922,4745435,1923,2026-07-06T17:14:41Z
gh/22711503,https://github.com/gcc-mirror/gcc,A,True,cpp,gcc,spack.io,True,,,,14.033625121578435,0,6,2026-07-06T17:14:41Z
gh/3328572,https://github.com/getsentry/sentry-javascript,A,True,npm,@sentry/core,npmjs.org,True,,True,npmjs.org,0.45287159249971404,76359,99,2026-07-06T17:14:41Z
gh/20101515,https://github.com/giampaolo/psutil,A,True,pypi,psutil,pypi.org,True,,True,pypi.org,0.34684074122305836,78574,3966,2026-07-06T17:14:41Z
gh/36502,https://github.com/git/git,A,True,cpp,git,spack.io,True,,,,0.6322078643879394,0,57,2026-07-06T17:14:41Z
gh/444023705,https://github.com/gitlab-freedesktop-mirrors/libxcb,A,True,cpp,libxcb,spack.io,True,,,,0.8684173961372794,0,37,2026-07-06T17:14:41Z
gh/136510559,https://github.com/gitoxidelabs/gitoxide,A,True,crates,gix-path,crates.io,True,,,,1.6926793551636343,801,26,2026-07-06T17:14:41Z
gh/1126093,https://github.com/gitpython-developers/gitdb,A,True,pypi,gitdb,pypi.org,True,,True,pypi.org,2.232638245657154,26388,165,2026-07-06T17:14:41Z
gh/1865144,https://github.com/gitpython-developers/smmap,A,True,pypi,smmap,pypi.org,True,,True,pypi.org,3.319656570807051,26359,156,2026-07-06T17:14:41Z
gh/13287279,https://github.com/gkz/levn,A,True,npm,levn,npmjs.org,True,,True,npmjs.org,2.0569600312469345,1544784,1374,2026-07-06T17:14:41Z
gh/13435927,https://github.com/gkz/optionator,A,True,npm,optionator,npmjs.org,True,,True,npmjs.org,1.6419960649024843,1488780,1535,2026-07-06T17:14:41Z
gh/4457759,https://github.com/gkz/prelude-ls,A,True,npm,prelude-ls,npmjs.org,True,,True,npmjs.org,1.1487071308659094,1488726,1547,2026-07-06T17:14:41Z
gh/13182168,https://github.com/gkz/type-check,A,True,npm,type-check,npmjs.org,True,,True,npmjs.org,1.6280412928415104,2192557,1486,2026-07-06T17:14:41Z
gh/681340775,https://github.com/gmp-mirror/gmp,A,True,cpp,gmp,spack.io,True,,,,0.5627344726969571,0,62,2026-07-06T17:14:41Z
gh/4537144,https://github.com/gnome/pango,A,True,cpp,pango,spack.io,True,,,,1.5631513130471029,0,19,2026-07-06T17:14:41Z
gh/1178912368,https://github.com/gnutools/binutils-gdb,A,True,cpp,binutils,spack.io,True,,,,1.0143115186883422,0,34,2026-07-06T17:14:41Z
gh/1178881118,https://github.com/gnutools/glibc,A,True,cpp,glibc,spack.io,True,,,,28.962791331606923,0,0,2026-07-06T17:14:41Z
gh/24993138,https://github.com/google/brotli,A,True,pypi,brotli,pypi.org,True,,False,pypi.org,0.454628547811504,3514,198,2026-07-06T17:14:41Z
gh/206791328,https://github.com/google/highway,A,True,cpp,highway-simd-library,,False,not-found-in-any-registry,,,,,,2026-07-06T17:14:41Z
gh/534354967,https://github.com/google/zerocopy,A,True,crates,zerocopy,crates.io,True,,True,crates.io,2.9310681232090006,963,198,2026-07-06T17:14:41Z
gh/16316451,https://github.com/googleapis/google-cloud-python,A,True,pypi,google-auth,pypi.org,True,,True,pypi.org,1.1760059329147767,52148,955,2026-07-06T17:11:17Z
gh/226992462,https://github.com/googleapis/python-cloud-core,A,True,pypi,google-cloud-core,pypi.org,True,,True,pypi.org,4.246063116088629,15026,145,2026-07-06T17:14:41Z
gh/159736041,https://github.com/googleapis/python-crc32c,A,True,pypi,google-crc32c,pypi.org,True,,True,pypi.org,4.487255910751941,8602,78,2026-07-06T17:14:41Z
gh/55424670,https://github.com/googlechrome/workbox,A,True,npm,workbox-core,npmjs.org,True,,,,0.42538474905884077,1445035,208,2026-07-06T17:14:41Z
gh/42075984,https://github.com/gpg/libgpg-error,A,True,cpp,libgpg-error,spack.io,True,,,,2.3620953174934,0,12,2026-07-06T17:14:41Z
gh/10357291,https://github.com/grahamdumpleton/wrapt,A,True,pypi,wrapt,pypi.org,True,,True,pypi.org,1.1517338063035385,123582,693,2026-07-06T17:14:41Z
gh/17144859,https://github.com/grantjenks/python-sortedcontainers,A,True,pypi,sortedcontainers,pypi.org,True,,True,pypi.org,0.05094395339751691,23703,414,2026-07-06T17:14:41Z
gh/432630522,https://github.com/graydon/exhaustigen-rs,A,True,crates,exhaustigen,crates.io,True,,,,38.46739799210521,0,1,2026-07-06T17:14:41Z
gh/102155012,https://github.com/gregberge/svgr,A,True,npm,@svgr/babel-preset,npmjs.org,True,,True,npmjs.org,0.7358604373161958,1788256,17,2026-07-06T17:14:41Z
gh/10579821,https://github.com/grncdr/merge-stream,A,True,npm,merge-stream,npmjs.org,True,,True,npmjs.org,1.578575061619029,2059364,4424,2026-07-06T17:14:41Z
gh/27729880,https://github.com/grpc/grpc,A,True,pypi,grpcio,pypi.org,True,,True,pypi.org,0.04010709082360767,55951,1373,2026-07-06T17:11:17Z
gh/7043404,https://github.com/gsnedders/python-webencodings,A,True,pypi,webencodings,pypi.org,True,,True,pypi.org,3.6639906188536338,82892,395,2026-07-06T17:14:41Z
gh/127254922,https://github.com/guillaumegomez/doc-comment,A,True,crates,doc-comment,crates.io,True,,True,crates.io,5.56852401672814,6622,386,2026-07-06T17:14:41Z
gh/29154915,https://github.com/gulpjs/glob-parent,A,True,npm,glob-parent,npmjs.org,True,,True,npmjs.org,1.6010901551998125,6788,2487,2026-07-06T17:14:41Z
gh/6449370,https://github.com/gweis/isodate,A,True,pypi,isodate,pypi.org,True,,True,pypi.org,2.4863645062028428,13050,393,2026-07-06T17:14:41Z
gh/52115335,https://github.com/gyscos/zstd-rs,A,True,crates,zstd-sys,crates.io,True,,True,crates.io,2.9438798658175656,10445,26,2026-07-06T17:14:41Z
gh/5831189,https://github.com/hapijs/hoek,A,True,npm,@hapi/hoek,npmjs.org,True,,True,npmjs.org,0.947789484482433,2019365,396,2026-07-06T17:14:41Z
gh/5050525,https://github.com/harfbuzz/harfbuzz,A,True,cpp,harfbuzz,spack.io,True,,True,conda,3.303459774906211,0,14,2026-07-06T17:14:41Z
gh/9490451,https://github.com/hiddentao/fast-levenshtein,A,True,npm,fast-levenshtein,npmjs.org,True,,True,npmjs.org,1.116941799555114,1506124,1615,2026-07-06T17:14:41Z
gh/53002916,https://github.com/httplib2/httplib2,A,True,pypi,httplib2,pypi.org,True,,True,pypi.org,1.4537597646398523,48310,266,2026-07-06T17:14:41Z
gh/323591830,https://github.com/huggingface/huggingface_hub,A,True,pypi,huggingface-hub,pypi.org,True,,True,pypi.org,1.131619122033772,15445,665,2026-07-06T17:14:41Z
gh/370616797,https://github.com/hukkin/tomli,A,True,pypi,tomli,pypi.org,True,,True,pypi.org,2.035190303866238,73827,2088,2026-07-06T17:14:41Z
gh/84983058,https://github.com/hyperium/http,A,True,crates,http,crates.io,True,,True,crates.io,1.3774386388052404,42695,3729,2026-07-06T17:14:41Z
gh/183281612,https://github.com/hyperium/http-body,A,True,crates,http-body,crates.io,True,,True,crates.io,3.8597431539454288,31811,294,2026-07-06T17:14:41Z
gh/31432421,https://github.com/iarna/aproba,A,True,npm,aproba,npmjs.org,True,,True,npmjs.org,1.7225703568203945,3902120,679,2026-07-06T17:14:41Z
gh/32238354,https://github.com/import-js/eslint-plugin-import,A,True,npm,eslint-plugin-import,npmjs.org,True,,True,npmjs.org,0.39820318625526324,1100517,171438,2026-07-06T17:14:41Z
gh/68294628,https://github.com/indexmap-rs/indexmap,A,True,crates,indexmap,crates.io,True,,True,crates.io,1.5395248136420376,60616,2133,2026-07-06T17:14:41Z
gh/19176350,https://github.com/indutny/bn.js,A,True,npm,bn.js,npmjs.org,True,,True,npmjs.org,0.7749587338291638,852411,5369,2026-07-06T17:14:41Z
gh/67307930,https://github.com/indygreg/python-zstandard,A,True,pypi,zstandard,pypi.org,True,,False,pypi.org,1.5323822676657557,3818,308,2026-07-06T17:14:41Z
gh/8862593,https://github.com/inikulin/parse5,A,True,npm,parse5,npmjs.org,True,,True,npmjs.org,0.6351665319122469,3044435,2540,2026-07-06T17:14:41Z
gh/607836784,https://github.com/inspect-js/array-buffer-byte-length,A,True,npm,array-buffer-byte-length,npmjs.org,True,,True,npmjs.org,4.9036507981947635,556174,772,2026-07-06T17:14:41Z
gh/235965505,https://github.com/inspect-js/available-typed-arrays,A,True,npm,available-typed-arrays,npmjs.org,True,,True,npmjs.org,3.6261898705746085,895160,967,2026-07-06T17:14:41Z
gh/198357138,https://github.com/inspect-js/functions-have-names,A,True,npm,functions-have-names,npmjs.org,True,,True,npmjs.org,3.566561151079158,983573,838,2026-07-06T17:14:41Z
gh/201714166,https://github.com/inspect-js/has-bigints,A,True,npm,has-bigints,npmjs.org,True,,True,npmjs.org,3.1536230448587066,1609070,879,2026-07-06T17:14:41Z
gh/481834578,https://github.com/inspect-js/has-property-descriptors,A,True,npm,has-property-descriptors,npmjs.org,True,,True,npmjs.org,4.877945703088398,859436,788,2026-07-06T17:14:41Z
gh/577580747,https://github.com/inspect-js/has-proto,A,True,npm,has-proto,npmjs.org,True,,True,npmjs.org,4.063213085227063,840101,456,2026-07-06T17:14:41Z
gh/68573418,https://github.com/inspect-js/has-symbols,A,True,npm,has-symbols,npmjs.org,True,,True,npmjs.org,2.7489395841492428,1910672,1561,2026-07-06T17:14:41Z
gh/392913710,https://github.com/inspect-js/has-tostringtag,A,True,npm,has-tostringtag,npmjs.org,True,,True,npmjs.org,3.504303971152346,1605281,894,2026-07-06T17:14:41Z
gh/703350811,https://github.com/inspect-js/hasown,A,True,npm,hasown,npmjs.org,True,,True,npmjs.org,5.759612839834225,257,24,2026-07-06T17:14:41Z
gh/41658954,https://github.com/inspect-js/is-accessor-descriptor,A,True,npm,is-accessor-descriptor,npmjs.org,True,,True,npmjs.org,2.7599964743584056,956020,937,2026-07-06T17:14:41Z
gh/15725461,https://github.com/inspect-js/is-arguments,A,True,npm,is-arguments,npmjs.org,True,,True,npmjs.org,2.5640755007397833,2204852,684,2026-07-06T17:14:41Z
gh/45977026,https://github.com/inspect-js/is-array-buffer,A,True,npm,is-array-buffer,npmjs.org,True,,True,npmjs.org,2.779546058768625,647978,420,2026-07-06T17:14:41Z
gh/149682261,https://github.com/inspect-js/is-bigint,A,True,npm,is-bigint,npmjs.org,True,,True,npmjs.org,3.3421605865771546,1624594,881,2026-07-06T17:14:41Z
gh/34700259,https://github.com/inspect-js/is-boolean-object,A,True,npm,is-boolean-object,npmjs.org,True,,True,npmjs.org,3.341699696225214,1646078,909,2026-07-06T17:14:41Z
gh/30012910,https://github.com/inspect-js/is-callable,A,True,npm,is-callable,npmjs.org,True,,True,npmjs.org,2.138501676139518,4768,1192,2026-07-06T17:14:41Z
gh/24578130,https://github.com/inspect-js/is-core-module,A,True,npm,is-core-module,npmjs.org,True,,True,npmjs.org,2.3198884812955147,2348517,1886,2026-07-06T17:14:41Z
gh/41659073,https://github.com/inspect-js/is-data-descriptor,A,True,npm,is-data-descriptor,npmjs.org,True,,True,npmjs.org,2.5131630772076,956019,934,2026-07-06T17:14:41Z
gh/751048078,https://github.com/inspect-js/is-data-view,A,True,npm,is-data-view,npmjs.org,True,,True,npmjs.org,36.82506870024117,0,0,2026-07-06T17:14:41Z
gh/29991041,https://github.com/inspect-js/is-date-object,A,True,npm,is-date-object,npmjs.org,True,,True,npmjs.org,2.7483102122373833,4875,1245,2026-07-06T17:14:41Z
gh/41658845,https://github.com/inspect-js/is-descriptor,A,True,npm,is-descriptor,npmjs.org,True,,True,npmjs.org,2.848319633910824,956037,929,2026-07-06T17:14:41Z
gh/29991666,https://github.com/inspect-js/is-number-object,A,True,npm,is-number-object,npmjs.org,True,,True,npmjs.org,3.126311659859662,1637126,907,2026-07-06T17:14:41Z
gh/15930063,https://github.com/inspect-js/is-regex,A,True,npm,is-regex,npmjs.org,True,,True,npmjs.org,2.308635700272769,4844,1298,2026-07-06T17:14:41Z
gh/30010185,https://github.com/inspect-js/is-string,A,True,npm,is-string,npmjs.org,True,,True,npmjs.org,2.7932450978334358,1277601,1198,2026-07-06T17:14:41Z
gh/29791606,https://github.com/inspect-js/is-symbol,A,True,npm,is-symbol,npmjs.org,True,,True,npmjs.org,2.6575551864361207,4659,1148,2026-07-06T17:14:41Z
gh/43528820,https://github.com/inspect-js/is-typed-array,A,True,npm,is-typed-array,npmjs.org,True,,True,npmjs.org,2.6936098760851146,1062000,491,2026-07-06T17:14:41Z
gh/443970899,https://github.com/inspect-js/node-supports-preserve-symlinks-flag,A,True,npm,supports-preserve-symlinks-flag,npmjs.org,True,,True,npmjs.org,4.175374590317624,1245746,1388,2026-07-06T17:14:41Z
gh/11683441,https://github.com/inspect-js/object-inspect,A,True,npm,object-inspect,npmjs.org,True,,True,npmjs.org,1.5131739303376899,1680414,1486,2026-07-06T17:14:41Z
gh/649850465,https://github.com/inspect-js/typed-array-buffer,A,True,npm,typed-array-buffer,npmjs.org,True,,True,npmjs.org,4.799798947295066,559526,155,2026-07-06T17:14:41Z
gh/201685155,https://github.com/inspect-js/which-boxed-primitive,A,True,npm,which-boxed-primitive,npmjs.org,True,,True,npmjs.org,3.3430458711700193,1526713,866,2026-07-06T17:14:41Z
gh/43708371,https://github.com/inspect-js/which-typed-array,A,True,npm,which-typed-array,npmjs.org,True,,True,npmjs.org,2.7729840222379587,1061976,480,2026-07-06T17:14:41Z
