name,project_slug,domain,website,github_repo,ecosystem,package,description,fetched_at
xdriinfo,xdriinfo,x.org,https://gitlab.freedesktop.org/xorg/app/xdriinfo,gitlab-freedesktop-mirrors/xdriinfo,,,Utility to query configuration information of X11 DRI drivers,2026-07-05T17:43:27+00:00
xedit,xedit,x.org,https://gitlab.freedesktop.org/xorg/app/xedit,gitlab-freedesktop-mirrors/xedit,,,Simple graphical text editor using Athena Widgets (Xaw),2026-07-05T17:43:27+00:00
xev,xev,x.org,https://gitlab.freedesktop.org/xorg/app/xev,gitlab-freedesktop-mirrors/xev,,,X event monitor,2026-07-05T17:43:27+00:00
xeyes,xeyes,x.org,https://gitlab.freedesktop.org/xorg/app/xeyes,gitlab-freedesktop-mirrors/xeyes,,,"A ""follow the mouse"" X demo, using the X SHAPE extension",2026-07-05T17:43:27+00:00
xf86-input-elographics,xf86-input-elographics,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-input-elographics,gitlab-freedesktop-mirrors/xf86-input-elographics,,,Xorg input driver for Elographics touchscreen devices,2026-07-05T17:43:27+00:00
xf86-input-evdev,xf86-input-evdev,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-input-evdev,gitlab-freedesktop-mirrors/xf86-input-evdev,,,Generic Linux input driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-input-joystick,xf86-input-joystick,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-input-joystick,gitlab-freedesktop-mirrors/xf86-input-joystick,,,Joystick input driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-input-keyboard,xf86-input-keyboard,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-input-keyboard,gitlab-freedesktop-mirrors/xf86-input-keyboard,,,Keyboard input driver for non-Linux platforms for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-input-libinput,xf86-input-libinput,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-input-libinput,gitlab-freedesktop-mirrors/xf86-input-libinput,,,A libinput-based input driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-input-mouse,xf86-input-mouse,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-input-mouse,gitlab-freedesktop-mirrors/xf86-input-mouse,,,Mouse input driver for non-Linux platforms for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-input-synaptics,xf86-input-synaptics,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-input-synaptics,gitlab-freedesktop-mirrors/xf86-input-synaptics,,,Synaptics touchpad driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-input-vmmouse,xf86-input-vmmouse,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-input-vmmouse,gitlab-freedesktop-mirrors/xf86-input-vmmouse,,,VMware guest mouse driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-input-void,xf86-input-void,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-input-void,gitlab-freedesktop-mirrors/xf86-input-void,,,Null input driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-amdgpu,xf86-video-amdgpu,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-amdgpu,gitlab-freedesktop-mirrors/xf86-video-amdgpu,,,Xorg driver for AMD Radeon GPUs using the amdgpu kernel driver,2026-07-05T17:43:27+00:00
xf86-video-apm,xf86-video-apm,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-apm,gitlab-freedesktop-mirrors/xf86-video-apm,,,Alliance Promotion video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-ark,xf86-video-ark,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-ark,gitlab-freedesktop-mirrors/xf86-video-ark,,,Ark Logic video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-armsoc,xf86-video-armsoc,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-armsoc,gitlab-freedesktop-mirrors/xf86-video-armsoc,,,Open-source X.org graphics driver for ARM graphics,2026-07-05T17:43:27+00:00
xf86-video-ast,xf86-video-ast,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-ast,gitlab-freedesktop-mirrors/xf86-video-ast,,,ASpeed Technologies graphics driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-ati,xf86-video-ati,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-ati,gitlab-freedesktop-mirrors/xf86-video-ati,,,ATI/AMD Radeon video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-chips,xf86-video-chips,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-chips,gitlab-freedesktop-mirrors/xf86-video-chips,,,Chips & Technologies video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-cirrus,xf86-video-cirrus,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-cirrus,gitlab-freedesktop-mirrors/xf86-video-cirrus,,,Cirrus Logic video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-dummy,xf86-video-dummy,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-dummy,gitlab-freedesktop-mirrors/xf86-video-dummy,,,Virtual/offscreen frame buffer driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-fbdev,xf86-video-fbdev,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-fbdev,gitlab-freedesktop-mirrors/xf86-video-fbdev,,,framebuffer device video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-freedreno,xf86-video-freedreno,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-freedreno,gitlab-freedesktop-mirrors/xf86-video-freedreno,,,Adreno mobile GPU video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-geode,xf86-video-geode,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-geode,gitlab-freedesktop-mirrors/xf86-video-geode,,,Geode GX and LX graphics driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-glint,xf86-video-glint,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-glint,gitlab-freedesktop-mirrors/xf86-video-glint,,,GLINT/Permedia video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-i128,xf86-video-i128,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-i128,gitlab-freedesktop-mirrors/xf86-video-i128,,,Number Nine I128 video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-i740,xf86-video-i740,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-i740,gitlab-freedesktop-mirrors/xf86-video-i740,,,Intel i740 video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-impact,xf86-video-impact,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-impact,gitlab-freedesktop-mirrors/xf86-video-impact,,,SGI Impact video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-intel,xf86-video-intel,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-intel,gitlab-freedesktop-mirrors/xf86-video-intel,,,Open-source Xorg graphics driver for Intel graphics,2026-07-05T17:43:27+00:00
xf86-video-mach64,xf86-video-mach64,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-mach64,gitlab-freedesktop-mirrors/xf86-video-mach64,,,ATI Mach64 video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-mga,xf86-video-mga,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-mga,gitlab-freedesktop-mirrors/xf86-video-mga,,,Matrox video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-neomagic,xf86-video-neomagic,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-neomagic,gitlab-freedesktop-mirrors/xf86-video-neomagic,,,NeoMagic video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-nested,xf86-video-nested,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-nested,gitlab-freedesktop-mirrors/xf86-video-nested,,,Video driver to run Xorg on top of another X server,2026-07-05T17:43:27+00:00
xf86-video-newport,xf86-video-newport,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-newport,gitlab-freedesktop-mirrors/xf86-video-newport,,,SGI newport card video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-nouveau,xf86-video-nouveau,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-nouveau,gitlab-freedesktop-mirrors/xf86-video-nouveau,,,,2026-07-05T17:43:27+00:00
xf86-video-nv,xf86-video-nv,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-nv,gitlab-freedesktop-mirrors/xf86-video-nv,,,Minimal NVIDIA video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-omap,xf86-video-omap,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-omap,gitlab-freedesktop-mirrors/xf86-video-omap,,,Open-source X.org graphics driver for TI OMAP graphics,2026-07-05T17:43:27+00:00
xf86-video-opentegra,xf86-video-opentegra,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-opentegra,gitlab-freedesktop-mirrors/xf86-video-opentegra,,,Open-source Xorg graphics driver for NVIDIA Tegra,2026-07-05T17:43:27+00:00
xf86-video-qxl,xf86-video-qxl,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-qxl,gitlab-freedesktop-mirrors/xf86-video-qxl,,,Xorg video driver for the QXL virtual GPU,2026-07-05T17:43:27+00:00
xf86-video-r128,xf86-video-r128,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-r128,gitlab-freedesktop-mirrors/xf86-video-r128,,,ATI Rage 128 video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-rendition,xf86-video-rendition,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-rendition,gitlab-freedesktop-mirrors/xf86-video-rendition,,,Rendition (Micron) Verite video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-s3,xf86-video-s3,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-s3,gitlab-freedesktop-mirrors/xf86-video-s3,,,Xorg video driver for S3 chipsets other than ViRGE or Savage,2026-07-05T17:43:27+00:00
xf86-video-s3virge,xf86-video-s3virge,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-s3virge,gitlab-freedesktop-mirrors/xf86-video-s3virge,,,S3 ViRGE video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-savage,xf86-video-savage,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-savage,gitlab-freedesktop-mirrors/xf86-video-savage,,,S3 Savage video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-siliconmotion,xf86-video-siliconmotion,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-siliconmotion,gitlab-freedesktop-mirrors/xf86-video-siliconmotion,,,Silicon Motion video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-sis,xf86-video-sis,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-sis,gitlab-freedesktop-mirrors/xf86-video-sis,,,SiS and XGI video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-sisusb,xf86-video-sisusb,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-sisusb,gitlab-freedesktop-mirrors/xf86-video-sisusb,,,SiS Net2280-based USB video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-suncg14,xf86-video-suncg14,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-suncg14,gitlab-freedesktop-mirrors/xf86-video-suncg14,,,Sun CG14 video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-suncg3,xf86-video-suncg3,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-suncg3,gitlab-freedesktop-mirrors/xf86-video-suncg3,,,Sun CG3 video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-suncg6,xf86-video-suncg6,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-suncg6,gitlab-freedesktop-mirrors/xf86-video-suncg6,,,Sun GX/Turbo GX video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-sunffb,xf86-video-sunffb,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-sunffb,gitlab-freedesktop-mirrors/xf86-video-sunffb,,,Sun FFB video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-sunleo,xf86-video-sunleo,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-sunleo,gitlab-freedesktop-mirrors/xf86-video-sunleo,,,Sun Leo video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-suntcx,xf86-video-suntcx,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-suntcx,gitlab-freedesktop-mirrors/xf86-video-suntcx,,,Sun TCX video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-tdfx,xf86-video-tdfx,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-tdfx,gitlab-freedesktop-mirrors/xf86-video-tdfx,,,3Dfx video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-tga,xf86-video-tga,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-tga,gitlab-freedesktop-mirrors/xf86-video-tga,,,DEC 21030 (aka TGA) video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-trident,xf86-video-trident,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-trident,gitlab-freedesktop-mirrors/xf86-video-trident,,,Trident video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-tseng,xf86-video-tseng,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-tseng,gitlab-freedesktop-mirrors/xf86-video-tseng,,,Tseng Labs video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-v4l,xf86-video-v4l,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-v4l,gitlab-freedesktop-mirrors/xf86-video-v4l,,,Video 4 Linux adaptor driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-vbox,xf86-video-vbox,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-vbox,gitlab-freedesktop-mirrors/xf86-video-vbox,,,VirtualBox guest video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-vesa,xf86-video-vesa,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-vesa,gitlab-freedesktop-mirrors/xf86-video-vesa,,,Generic VESA video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-vmware,xf86-video-vmware,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-vmware,gitlab-freedesktop-mirrors/xf86-video-vmware,,,VMware guest video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-voodoo,xf86-video-voodoo,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-voodoo,gitlab-freedesktop-mirrors/xf86-video-voodoo,,,Voodoo video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-wsfb,xf86-video-wsfb,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-wsfb,gitlab-freedesktop-mirrors/xf86-video-wsfb,,,BSD wsdisplay framebuffer device video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-xgi,xf86-video-xgi,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-xgi,gitlab-freedesktop-mirrors/xf86-video-xgi,,,XGI video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86-video-xgixp,xf86-video-xgixp,x.org,https://gitlab.freedesktop.org/xorg/driver/xf86-video-xgixp,gitlab-freedesktop-mirrors/xf86-video-xgixp,,,XGI Volari 8300 video driver for the Xorg X server,2026-07-05T17:43:27+00:00
xf86dga,xf86dga,x.org,https://gitlab.freedesktop.org/xorg/app/xf86dga,gitlab-freedesktop-mirrors/xf86dga,,,Simple test client for the XFree86-DGA extension,2026-07-05T17:43:27+00:00
xfd,xfd,x.org,https://gitlab.freedesktop.org/xorg/app/xfd,gitlab-freedesktop-mirrors/xfd,,,"X font display utility, using either the X11 core protocol or libXft2.",2026-07-05T17:43:27+00:00
xfindproxy,xfindproxy,x.org,https://gitlab.freedesktop.org/xorg/app/xfindproxy,gitlab-freedesktop-mirrors/xfindproxy,,,"Utility to locate available X11 proxy services, using the Proxy Management Protocol.",2026-07-05T17:43:27+00:00
xfontsel,xfontsel,x.org,https://gitlab.freedesktop.org/xorg/app/xfontsel,gitlab-freedesktop-mirrors/xfontsel,,,X font selection client,2026-07-05T17:43:27+00:00
xfree86-type1,xfree86-type1,x.org,https://gitlab.freedesktop.org/xorg/font/xfree86-type1,gitlab-freedesktop-mirrors/xfree86-type1,,,,2026-07-05T17:43:27+00:00
xfs,xfs,x.org,https://gitlab.freedesktop.org/xorg/app/xfs,gitlab-freedesktop-mirrors/xfs,,,"X Font Server, for X11 core protocol fonts",2026-07-05T17:43:27+00:00
xfsinfo,xfsinfo,x.org,https://gitlab.freedesktop.org/xorg/app/xfsinfo,gitlab-freedesktop-mirrors/xfsinfo,,,X font server information utility,2026-07-05T17:43:27+00:00
xfwp,xfwp,x.org,https://gitlab.freedesktop.org/xorg/app/xfwp,gitlab-freedesktop-mirrors/xfwp,,,X Firewall Proxy,2026-07-05T17:43:27+00:00
xgamma,xgamma,x.org,https://gitlab.freedesktop.org/xorg/app/xgamma,gitlab-freedesktop-mirrors/xgamma,,,Utility to query and alter the gamma correction of a monitor via XFree86-VidModeExtension.,2026-07-05T17:43:27+00:00
xgc,xgc,x.org,https://gitlab.freedesktop.org/xorg/app/xgc,gitlab-freedesktop-mirrors/xgc,,,Demo to show various features of the X11 core protocol graphics primitives.,2026-07-05T17:43:27+00:00
xhiv,xhiv,x.org,https://gitlab.freedesktop.org/xorg/test/xhiv,gitlab-freedesktop-mirrors/xhiv,,,testing of Handling Invalid Values in X libraries,2026-07-05T17:43:27+00:00
xhost,xhost,x.org,https://gitlab.freedesktop.org/xorg/app/xhost,gitlab-freedesktop-mirrors/xhost,,,X server access control program,2026-07-05T17:43:27+00:00
xinit,xinit,x.org,https://gitlab.freedesktop.org/xorg/app/xinit,gitlab-freedesktop-mirrors/xinit,,,X server & client startup utilities (includes startx),2026-07-05T17:43:27+00:00
xinput,xinput,x.org,https://gitlab.freedesktop.org/xorg/app/xinput,gitlab-freedesktop-mirrors/xinput,,,Utility to configure and test XInput devices,2026-07-05T17:43:27+00:00
xinput-calibrator,xinput-calibrator,x.org,https://gitlab.freedesktop.org/xorg/app/xinput-calibrator,gitlab-freedesktop-mirrors/xinput-calibrator,,,A generic touchscreen calibration program for X.Org,2026-07-05T17:43:27+00:00
xisxwayland,xisxwayland,x.org,https://gitlab.freedesktop.org/xorg/app/xisxwayland,gitlab-freedesktop-mirrors/xisxwayland,,,tool to be used within shell scripts to determine whether the X server in use is Xwayland,2026-07-05T17:43:27+00:00
xkbcomp,xkbcomp,x.org,https://gitlab.freedesktop.org/xorg/app/xkbcomp,gitlab-freedesktop-mirrors/xkbcomp,,,XKB keyboard description compiler,2026-07-05T17:43:27+00:00
xkbevd,xkbevd,x.org,https://gitlab.freedesktop.org/xorg/app/xkbevd,gitlab-freedesktop-mirrors/xkbevd,,,XKB event daemon,2026-07-05T17:43:27+00:00
xkbprint,xkbprint,x.org,https://gitlab.freedesktop.org/xorg/app/xkbprint,gitlab-freedesktop-mirrors/xkbprint,,,Generates a PostScript image of an XKB keyboard description.,2026-07-05T17:43:27+00:00
xkbutils,xkbutils,x.org,https://gitlab.freedesktop.org/xorg/app/xkbutils,gitlab-freedesktop-mirrors/xkbutils,,,Collection of small XKB utilities,2026-07-05T17:43:27+00:00
xkill,xkill,x.org,https://gitlab.freedesktop.org/xorg/app/xkill,gitlab-freedesktop-mirrors/xkill,,,Utility to forcibly terminate X11 clients.,2026-07-05T17:43:27+00:00
xload,xload,x.org,https://gitlab.freedesktop.org/xorg/app/xload,gitlab-freedesktop-mirrors/xload,,,system load average display for X,2026-07-05T17:43:27+00:00
xlogo,xlogo,x.org,https://gitlab.freedesktop.org/xorg/app/xlogo,gitlab-freedesktop-mirrors/xlogo,,,X Window System logo display demo,2026-07-05T17:43:27+00:00
xlsatoms,xlsatoms,x.org,https://gitlab.freedesktop.org/xorg/app/xlsatoms,gitlab-freedesktop-mirrors/xlsatoms,,,Utility to list interned atoms defined on X server,2026-07-05T17:43:27+00:00
xlsclients,xlsclients,x.org,https://gitlab.freedesktop.org/xorg/app/xlsclients,gitlab-freedesktop-mirrors/xlsclients,,,Utility to list client applications running on a display,2026-07-05T17:43:27+00:00
xlsfonts,xlsfonts,x.org,https://gitlab.freedesktop.org/xorg/app/xlsfonts,gitlab-freedesktop-mirrors/xlsfonts,,,Utility to list core protocol fonts on an X server,2026-07-05T17:43:27+00:00
xmag,xmag,x.org,https://gitlab.freedesktop.org/xorg/app/xmag,gitlab-freedesktop-mirrors/xmag,,,Utility to display a magnified snapshot of a portion of an X11 screen.,2026-07-05T17:43:27+00:00
xman,xman,x.org,https://gitlab.freedesktop.org/xorg/app/xman,gitlab-freedesktop-mirrors/xman,,,Graphical manual page browser using the Athena Widgets (Xaw) toolkit.,2026-07-05T17:43:27+00:00
xmessage,xmessage,x.org,https://gitlab.freedesktop.org/xorg/app/xmessage,gitlab-freedesktop-mirrors/xmessage,,,Display a message or query in a window,2026-07-05T17:43:27+00:00
xmh,xmh,x.org,https://gitlab.freedesktop.org/xorg/app/xmh,gitlab-freedesktop-mirrors/xmh,,,Graphical user interface to the MH Message Handling System,2026-07-05T17:43:27+00:00
xmodmap,xmodmap,x.org,https://gitlab.freedesktop.org/xorg/app/xmodmap,gitlab-freedesktop-mirrors/xmodmap,,,Utility for modifying keymaps and pointer button mappings in X,2026-07-05T17:43:27+00:00
xmore,xmore,x.org,https://gitlab.freedesktop.org/xorg/app/xmore,gitlab-freedesktop-mirrors/xmore,,,Plain text display program for the X Window System,2026-07-05T17:43:27+00:00
xorg-docs,xorg-docs,x.org,https://gitlab.freedesktop.org/xorg/doc/xorg-docs,gitlab-freedesktop-mirrors/xorg-docs,,,Documentation for the X Window System that doesn't better fit into other packages,2026-07-05T17:43:27+00:00
xorg-gtest,xorg-gtest,x.org,https://gitlab.freedesktop.org/xorg/test/xorg-gtest,gitlab-freedesktop-mirrors/xorg-gtest,,,X.Org GTest testing environment for Google Test,2026-07-05T17:43:27+00:00
xorg-integration-tests,xorg-integration-tests,x.org,https://gitlab.freedesktop.org/xorg/test/xorg-integration-tests,gitlab-freedesktop-mirrors/xorg-integration-tests,,,a test suite for X.Org tests,2026-07-05T17:43:27+00:00
xorg-sgml-doctools,xorg-sgml-doctools,x.org,https://gitlab.freedesktop.org/xorg/doc/xorg-sgml-doctools,gitlab-freedesktop-mirrors/xorg-sgml-doctools,,,SGML entities and XML/CSS stylesheets used in X.Org docs,2026-07-05T17:43:27+00:00
xorgproto,xorgproto,x.org,https://gitlab.freedesktop.org/xorg/proto/xorgproto,gitlab-freedesktop-mirrors/xorgproto,,,X Window System unified protocol definitions,2026-07-05T17:43:27+00:00
xpr,xpr,x.org,https://gitlab.freedesktop.org/xorg/app/xpr,gitlab-freedesktop-mirrors/xpr,,,Utility to print an X window dump from xwd,2026-07-05T17:43:27+00:00
xprop,xprop,x.org,https://gitlab.freedesktop.org/xorg/app/xprop,gitlab-freedesktop-mirrors/xprop,,,Command line tool to display and/or set window and font properties of an X server,2026-07-05T17:43:27+00:00
xrandr,xrandr,x.org,https://gitlab.freedesktop.org/xorg/app/xrandr,gitlab-freedesktop-mirrors/xrandr,,,"Command line interface to X11 Resize, Rotate, and Reflect (RandR) extension",2026-07-05T17:43:27+00:00
xrdb,xrdb,x.org,https://gitlab.freedesktop.org/xorg/app/xrdb,gitlab-freedesktop-mirrors/xrdb,,,X resource database utility,2026-07-05T17:43:27+00:00
xrefresh,xrefresh,x.org,https://gitlab.freedesktop.org/xorg/app/xrefresh,gitlab-freedesktop-mirrors/xrefresh,,,Utility to refresh all or part of an X screen,2026-07-05T17:43:27+00:00
xrestop,xrestop,x.org,https://gitlab.freedesktop.org/xorg/app/xrestop,gitlab-freedesktop-mirrors/xrestop,,,A 'top' like tool for monitoring X Client server resource usage.,2026-07-05T17:43:27+00:00
xscope,xscope,x.org,https://gitlab.freedesktop.org/xorg/app/xscope,gitlab-freedesktop-mirrors/xscope,,,Program to monitor X11 Server/Client conversations,2026-07-05T17:43:27+00:00
xserver,xserver,x.org,https://gitlab.freedesktop.org/xorg/xserver,gitlab-freedesktop-mirrors/xserver,,,X server,2026-07-05T17:43:27+00:00
xset,xset,x.org,https://gitlab.freedesktop.org/xorg/app/xset,gitlab-freedesktop-mirrors/xset,,,User preference utility for X servers,2026-07-05T17:43:27+00:00
xsetroot,xsetroot,x.org,https://gitlab.freedesktop.org/xorg/app/xsetroot,gitlab-freedesktop-mirrors/xsetroot,,,Root window parameter setting utility for X,2026-07-05T17:43:27+00:00
xsm,xsm,x.org,https://gitlab.freedesktop.org/xorg/app/xsm,gitlab-freedesktop-mirrors/xsm,,,X Session Manager,2026-07-05T17:43:27+00:00
xstdcmap,xstdcmap,x.org,https://gitlab.freedesktop.org/xorg/app/xstdcmap,gitlab-freedesktop-mirrors/xstdcmap,,,X standard colormap utility,2026-07-05T17:43:27+00:00
xts,xts,x.org,https://gitlab.freedesktop.org/xorg/test/xts,gitlab-freedesktop-mirrors/xts,,,XTS - The X Test Suite,2026-07-05T17:43:27+00:00
xtsttopng,xtsttopng,x.org,https://gitlab.freedesktop.org/xorg/test/xtsttopng,gitlab-freedesktop-mirrors/xtsttopng,,,utility to convert X Test Suite images to PNG format,2026-07-05T17:43:27+00:00
xvidtune,xvidtune,x.org,https://gitlab.freedesktop.org/xorg/app/xvidtune,gitlab-freedesktop-mirrors/xvidtune,,,Video mode tuner client for XFree86-VidModeExtension,2026-07-05T17:43:27+00:00
xvinfo,xvinfo,x.org,https://gitlab.freedesktop.org/xorg/app/xvinfo,gitlab-freedesktop-mirrors/xvinfo,,,Utility to print out X-Video extension adaptor information,2026-07-05T17:43:27+00:00
xwd,xwd,x.org,https://gitlab.freedesktop.org/xorg/app/xwd,gitlab-freedesktop-mirrors/xwd,,,Utility to dump an image of an X window in XWD format.,2026-07-05T17:43:27+00:00
xwininfo,xwininfo,x.org,https://gitlab.freedesktop.org/xorg/app/xwininfo,gitlab-freedesktop-mirrors/xwininfo,,,Utility to print information about windows on an X server.,2026-07-05T17:43:27+00:00
xwud,xwud,x.org,https://gitlab.freedesktop.org/xorg/app/xwud,gitlab-freedesktop-mirrors/xwud,,,Utility to display an image in XWD (X Window Dump) format,2026-07-05T17:43:27+00:00
