name,project_slug,domain,website,github_repo,ecosystem,package,description,fetched_at
GNU C reference manual,gnu-c-manual,gnu.org,https://www.gnu.org/software/gnu-c-manual/,,,,"This is a reference manual for the C programming language, as implemented by the GNU C Compiler (gcc). As a reference, it is not intended to be a tutorial of the language. Rather, it outlines all of t",2026-07-05T16:57:24+00:00
GNU-pw-mgr,gnu-pw-mgr,gnu.org,https://www.gnu.org/software/gnu-pw-mgr/,,,,This program is designed to make it easy to reconstruct difficult passwords when they are needed while limiting the risk of attack. The user of this program inputs a self-defined transformation of a w,2026-07-05T16:57:24+00:00
Gnuastro,gnuastro,gnu.org,https://www.gnu.org/software/gnuastro/,,,,The GNU Astronomy Utilities (Gnuastro) is an official GNU package consisting of various programs and library functions for the manipulation and analysis of astronomical data.,2026-07-05T16:57:24+00:00
GNUbatch,gnubatch,gnu.org,https://www.gnu.org/software/gnubatch/,,,,GNUbatch is an advanced batch scheduling system. It executes computational jobs at specified dates and times or according to interdependencies. The jobs may be completed on any number of processors sh,2026-07-05T16:57:24+00:00
Backgammon,gnubg,gnu.org,https://www.gnu.org/software/gnubg/,,,,"The GNU backgammon application can be used for playing, analyzing and teaching the game. It has an advanced evaluation engine based on artificial neural networks suitable for both beginners and advanc",2026-07-05T16:57:24+00:00
GNUbiff,gnubiff,gnu.org,https://www.gnu.org/software/gnubiff/,,,,"GNUbiff is a program that checks for mail and notifies you when new messages arrive. It supports multiple mailboxes which may be accessed via a variety of methods such as POP3, IMAP, MH and mailfiles.",2026-07-05T16:57:24+00:00
GNUbik,gnubik,gnu.org,https://www.gnu.org/software/gnubik/,,,,"GNUbik is a puzzle game in which you must manipulate a cube to make each of its faces have a uniform color. The game is customizable, allowing you to set the size of the cube (the default is 3x3) or t",2026-07-05T16:57:24+00:00
GNU Boot,gnuboot,gnu.org,https://www.gnu.org/software/gnuboot/,,,,GNU Boot is a free boot firmware distribution for initializing your hardware and booting your operating system.,2026-07-05T16:57:24+00:00
GNUcap,gnucap,gnu.org,https://www.gnu.org/software/gnucap/,,,,"GNUcap is a circuit analysis package. It offers a general purpose circuit simulator and can perform DC and transient analyses, fourier analysis and AC analysis. The engine is designed to do true mixed",2026-07-05T16:57:24+00:00
GnuCash,gnucash,gnu.org,https://www.gnu.org/software/gnucash/,,,,"GnuCash is personal and professional financial-accounting software. It can be used to track bank accounts, stocks, income and expenses, based on the double-entry accounting practice. It includes suppo",2026-07-05T16:57:24+00:00
GnuCOBOL,gnucobol,gnu.org,https://www.gnu.org/software/gnucobol/,,,,"GnuCOBOL is a free, modern COBOL compiler. It implements a substantial part of COBOL 85, X/Open COBOL and newer ISO COBOL standards as well as many extensions from other COBOL compilers (IBM COBOL, Mi",2026-07-05T16:57:24+00:00
GnuComm,gnucomm,gnu.org,https://www.gnu.org/software/gnucomm/,,,,"Telecom subsystem of the GNU Project: umbrella project for GNU Telephony software, currently Bayonne, SIP Witch, and their supporting libraries (Common C++ / uCommon, ccAudio, ccScript, ccRTP and ZRTP",2026-07-05T16:57:24+00:00
GnuDOS,gnudos,gnu.org,https://www.gnu.org/software/gnudos/,,,,"GnuDOS is a set of programs designed to help new users of the GNU system in growing accustomed to the system, particularly users who might be coming from a DOS background. It consists of a file manage",2026-07-05T16:57:24+00:00
GNUgo,gnugo,gnu.org,https://www.gnu.org/software/gnugo/,,,,"GNU Go is a program that plays the game of Go, in which players place stones on a grid to form territory or capture other stones. While it can be played directly from the terminal, rendered in ASCII c",2026-07-05T16:57:24+00:00
GNU Interactive Tools,gnuit,gnu.org,https://www.gnu.org/software/gnuit/,,,,"The GNU Interactive Tools are a set of lightweight, interactive command-line tools. They include an extensible, orthodox (two-pane) file manager, an ASCII/hex file viewer, and a process viewer/killer.",2026-07-05T16:57:24+00:00
GNUjump,gnujump,gnu.org,https://www.gnu.org/software/gnujump/,,,,"GNUjump is a simple, yet addictive game in which you must jump from platform to platform to avoid falling, while the platforms drop at faster rates the higher you go. The game features multiplayer, un",2026-07-05T16:57:24+00:00
GNUlib,gnulib,gnu.org,https://www.gnu.org/software/gnulib/,coreutils/gnulib,,,"Gnulib is a central location for common infrastructure needed by GNU packages. It provides a wide variety of functionality, e.g., portability across many systems, working with Unicode strings, cryptog",2026-07-05T16:57:24+00:00
Mach,gnumach,gnu.org,https://www.gnu.org/software/gnumach/,,,,See hurd.,2026-07-05T16:57:24+00:00
GNUmed,gnumed,gnu.org,https://www.gnu.org/software/gnumed/,,,,"GNUmed is Electronic Medical Record software, supporting paperless medical practices. Several interface languages are supported.",2026-07-05T16:57:24+00:00
GNUmeric,gnumeric,gnu.org,https://www.gnu.org/software/gnumeric/,,,,"GNUmeric is a GNU spreadsheet application, running under GNOME. It is interoperable with other spreadsheet applications. It has a vast array of features beyond typical spreadsheet functionality, such ",2026-07-05T16:57:24+00:00
GNUmp3d,gnump3d,gnu.org,https://www.gnu.org/software/gnump3d/,,,,"GNUMP3d is a streaming server for MP3 and Ogg Vorbis audio files, movies, and other media formats. It is small and self-contained, presenting a simple, themeable HTML interface. The audio files can th",2026-07-05T16:57:24+00:00
GNUnited Nations,gnun,gnu.org,https://www.gnu.org/software/gnun/,,,,"GNUnited Nations is a build system for translating the web site at www.gnu.org. It works via template files, which allow changes to be merged into individual translations of a page, from which the fin",2026-07-05T16:57:24+00:00
GNUnet,gnunet,gnu.org,https://www.gnu.org/software/gnunet/,,,,"GNUnet is a framework for secure peer-to-peer networking. The high-level goal is to provide a strong foundation of free software for a global, distributed network that provides security and privacy. G",2026-07-05T16:57:24+00:00
GnuPG,gnupg,gnu.org,https://www.gnu.org/software/gnupg/,,,,The GNU Privacy Guard is a complete implementation of the OpenPGP standard. It is used to encrypt and sign data and communication. It features powerful key management and the ability to access public ,2026-07-05T16:57:24+00:00
GNUpod,gnupod,gnu.org,https://www.gnu.org/software/gnupod/,,,,"GNUpod is a collection of scripts for using iPods with GNU/Linux and other operating systems. It can be used for transferring music and cover art, searching files, removing files, editing tags, creati",2026-07-05T16:57:24+00:00
GNUprologjava,gnuprologjava,gnu.org,https://www.gnu.org/software/gnuprologjava/,,,,"GNU Prolog for Java is an implementation of the ISO Prolog standard as a Java library (gnu.prolog). Thus, with it you can use Prolog from within Java programs.",2026-07-05T16:57:24+00:00
Radio,gnuradio,gnu.org,https://www.gnu.org/software/gnuradio/,,,,"GNU Radio is a toolkit for implementing software radios. Its signal processing blocks can be combined with low-cost external RF hardware to create software-defined radios. Without hardware, it can be ",2026-07-05T16:57:24+00:00
Robots,gnurobots,gnu.org,https://www.gnu.org/software/gnurobots/,,,,"GNU Robots is a game in which you program a robot to explore a world full of enemies that can hurt it, obstacles and food to be eaten. The goal of the game is to stay alive and collect prizes. The rob",2026-07-05T16:57:24+00:00
GNUschool,gnuschool,gnu.org,https://www.gnu.org/software/gnuschool/,,,,"GNUschool is a web application for students, teachers and school administrators. With it, teachers can create tests for the students to take online, give feedback and assign grades. School administrat",2026-07-05T16:57:24+00:00
GNUshogi,gnushogi,gnu.org,https://www.gnu.org/software/gnushogi/,,,,"GNU Shogi is a program that plays the game Shogi (Japanese Chess). It also includes a graphical interface to the game. While similar to standard chess, this variant is far more complicated.",2026-07-05T16:57:24+00:00
GNUsound,gnusound,gnu.org,https://www.gnu.org/software/gnusound/,,,,"GNUsound is a multitrack sound editor for GNOME 1 and 2. It can read and write many audio file formats such as WAV, MP3 and FLAC. It can work with the OSS, ALSA or JACK audio backends. It provides man",2026-07-05T16:57:24+00:00
GNUspool,gnuspool,gnu.org,https://www.gnu.org/software/gnuspool/,,,,"GNUspool is an advanced print spooling system. In addition to the functionality of the standard printing system, it provides post-processing capabilities, form type handling, alignment pages and other",2026-07-05T16:57:24+00:00
GNUstep,gnustep,gnu.org,https://www.gnu.org/software/gnustep/,,,,GNUstep is a fully-functional object-oriented development environment; a number of user applications are also included. It closely follows the Cocoa APIs but is platform-independent.,2026-07-05T16:57:24+00:00
GnuTLS,gnutls,gnu.org,https://www.gnu.org/software/gnutls/,gnutls/gnutls,,,"GnuTLS is a secure communications library implementing the SSL, TLS, and DTLS protocols. It is provided in the form of a C library to support the protocols, as well as to parse and write X.509, PKCS 1",2026-07-05T16:57:24+00:00
GNUtrition,gnutrition,gnu.org,https://www.gnu.org/software/gnutrition/,,,,"GNUtrition is a free nutrition analysis software. With it, one can keep track of the nutritional information of food. The software uses the Nutrient Database of Standard Reference of the US Department",2026-07-05T16:57:24+00:00
GNUzilla,gnuzilla,gnu.org,https://www.gnu.org/software/gnuzilla/,,,,See icecat.,2026-07-05T16:57:24+00:00
Goptical,goptical,gnu.org,https://www.gnu.org/software/goptical/,,,,"Goptical is a library for optical design and simulation in C++. It provides model classes for optical components, surfaces and materials. With it, one can simulate building an optical system by creati",2026-07-05T16:57:24+00:00
Gorm,gorm,gnu.org,https://www.gnu.org/software/gorm/,,,,See gnustep.,2026-07-05T16:57:24+00:00
Gpaint,gpaint,gnu.org,https://www.gnu.org/software/gpaint/,,,,"GNU Paint is a simple, easy-to-use paint program for the GNOME environment. It supports drawing freehand as well as basic shapes and text. It features cut-and-paste for irregular regions or polygons.",2026-07-05T16:57:24+00:00
Gperf,gperf,gnu.org,https://www.gnu.org/software/gperf/,,,,"gperf is a perfect hash function generator. For a given list of strings, it produces a hash function and hash table in C or C++ code. That the hash function is perfect means that no collisions can exi",2026-07-05T16:57:24+00:00
Gprofng-gui,gprofng-gui,gnu.org,https://www.gnu.org/software/gprofng-gui/,,,,"gprofng GUI is a full-fledged graphical interface to operate gprofng, which is part of the GNU binutils.",2026-07-05T16:57:24+00:00
Gprolog,gprolog,gnu.org,https://www.gnu.org/software/gprolog/,,,,"GNU Prolog is a standards-compliant Prolog compiler with constraint solving over finite domains. It accepts Prolog+ constraint programs and produces a compiled, native binary which can function in a s",2026-07-05T16:57:24+00:00
phpGrabComics,grabcomics,gnu.org,https://www.gnu.org/software/grabcomics/,,,,"phpGrabComics is a program that fetches and saves comic strips from the web. It features both a server, which can download strips from different sources, and ports, tiny applications which get the lis",2026-07-05T16:57:24+00:00
Greg,greg,gnu.org,https://www.gnu.org/software/greg/,,,,GNU Greg is a framework for testing programs and libraries. It provides a single front-end for all tests of a package as well as a simple framework for writing the tests. It is loaded as a Guile modul,2026-07-05T16:57:24+00:00
Grep,grep,gnu.org,https://www.gnu.org/software/grep/,,,,"grep is a tool for finding text inside files. Text is found by matching a pattern provided by the user in one or many files. The pattern may be provided as a basic or extended regular expression, or a",2026-07-05T16:57:24+00:00
Gretl,gretl,gnu.org,https://www.gnu.org/software/gretl/,,,,GNU Gretl is a package for performing statistical computations for econometrics. It consists of both a command-line client and a graphical client. It features a variety of estimators such as least-squ,2026-07-05T16:57:24+00:00
Groff,groff,gnu.org,https://www.gnu.org/software/groff/,,,,Groff is a typesetting package that reads plain text and produces formatted output based on formatting commands contained within the text. It is usually the formatter of &ldquo;man&rdquo; documentatio,2026-07-05T16:57:24+00:00
GRUB,grub,gnu.org,https://www.gnu.org/software/grub/,,,,GRUB is a multiboot bootloader. It is used for initially loading the kernel of an operating system and then transferring control to it. The kernel then goes on to load the rest of the operating system,2026-07-05T16:57:24+00:00
Gsasl,gsasl,gnu.org,https://www.gnu.org/software/gsasl/,,,,"GNU SASL is an implementation of the Simple Authentication and Security Layer framework. On network servers such as IMAP or SMTP servers, SASL is used to handle client/server authentication. This pack",2026-07-05T16:57:24+00:00
Gsegrafix,gsegrafix,gnu.org,https://www.gnu.org/software/gsegrafix/,,,,GSEGrafix is an application which produces high-quality graphical plots for science and engineering. Plots are specified via simple ASCII parameter files and data files and are presented in an anti-al,2026-07-05T16:57:24+00:00
GNU Scientific Library,gsl,gnu.org,https://www.gnu.org/software/gsl/,,,,"The GNU Scientific Library is a library for numerical analysis in C and C++. It includes a wide range of mathematical routines, with over 1000 functions in total. Subject areas covered by the library ",2026-07-05T16:57:24+00:00
GNU Slip,gslip,gnu.org,https://www.gnu.org/software/gslip/,,,,"GNU Slip is a functional extension of the capabilities provided in the C++ Standard Template Library (STL) list and queue containers, though SLIP is not a replacement for the STL containers. SLIP data",2026-07-05T16:57:24+00:00
GNU Source Release Collection,gsrc,gnu.org,https://www.gnu.org/software/gsrc/,,,,GSRC supports installing the latest releases of GNU packages on an existing system. New versions are installed in a separate place so as not to interfere with the system versions. The goal is to make ,2026-07-05T16:57:24+00:00
Generic Security Service,gss,gnu.org,https://www.gnu.org/software/gss/,,,,The GNU Generic Security Service provides a free implementation of the GSS-API specification. It provides a generic application programming interface for programs to access security services. Security,2026-07-05T16:57:24+00:00
GTick,gtick,gnu.org,https://www.gnu.org/software/gtick/,,,,"GTick is a metronome application. It supports different meters, such as 2/4, 3/4, 4/4, etc. It also supports a wide range of speeds, from 10 to 1000 BPM. It provides a GTK+-based user interface and it",2026-07-05T16:57:24+00:00
Gtypist,gtypist,gnu.org,https://www.gnu.org/software/gtypist/,,,,"GNU Typist is a universal typing tutor. It can be used to learn and practice touch-typing. Several tutorials are included; in addition to tutorials for the standard QWERTY layout, there are also tutor",2026-07-05T16:57:24+00:00
Guile,guile,gnu.org,https://www.gnu.org/software/guile/,,,,"Guile is the GNU Ubiquitous Intelligent Language for Extensions, the official extension language of the GNU system. It is an implementation of the Scheme language which can be easily embedded in other",2026-07-05T16:57:24+00:00
Guile-cv,guile-cv,gnu.org,https://www.gnu.org/software/guile-cv/,,,,Guile-CV is a Computer Vision functional programming library for the Guile Scheme language. Guile-CV is based on Vigra (Vision with Generic Algorithms). It comprises a direct binding to vigra_c (a C w,2026-07-05T16:57:24+00:00
Guile-dbi,guile-dbi,gnu.org,https://www.gnu.org/software/guile-dbi/,,,,guile-dbi is a library for Guile that provides a convenient interface to SQL databases. Database programming with guile-dbi is generic in that the same programming interface is presented regardless of,2026-07-05T16:57:24+00:00
Guile-gnome,guile-gnome,gnu.org,https://www.gnu.org/software/guile-gnome/,,,,"Includes guile-clutter, guile-gnome-gstreamer, guile-gnome-platform (GNOME developer libraries), and guile-gtksourceview.",2026-07-05T16:57:24+00:00
Guile-ncurses,guile-ncurses,gnu.org,https://www.gnu.org/software/guile-ncurses/,,,,guile-ncurses provides Guile language bindings for the ncurses library.,2026-07-05T16:57:24+00:00
Guile-opengl,guile-opengl,gnu.org,https://www.gnu.org/software/guile-opengl/,,,,Guile-OpenGL is a library for Guile that provides bindings to the OpenGL graphics API.,2026-07-05T16:57:24+00:00
Guile-SDL,guile-sdl,gnu.org,https://www.gnu.org/software/guile-sdl/,,,,"Guile-SDL is a set of bindings to the Simple DirectMedia Layer (SDL). With them, Guile programmers can have easy access to graphics, sound and device input (keyboards, joysticks, mice, etc.). This pac",2026-07-05T16:57:24+00:00
Guix,guix,gnu.org,https://www.gnu.org/software/guix/,,,,"GNU Guix is a functional package manager for the GNU system, and is also a distribution thereof. It includes a virtual machine image. Besides the usual package management features, it also supports tr",2026-07-05T16:57:24+00:00
Gurgle,gurgle,gnu.org,https://www.gnu.org/software/gurgle/,,,,"GURGLE produces database report listings from record and field information from a file. It uses the report to produce (La)TeX-formatted output, plain ASCII text, troff, PostScript, HTML, XML, or any o",2026-07-05T16:57:24+00:00
Gv,gv,gnu.org,https://www.gnu.org/software/gv/,,,,"GNU GV is a graphical user interface to the Ghostscript interpreter. With it, one can view and navigate through PostScript and PDF documents in X Windows.",2026-07-05T16:57:24+00:00
GVPE,gvpe,gnu.org,https://www.gnu.org/software/gvpe/,,,,The GNU Virtual Private Ethernet creates a virtual network with multiple nodes using a variety of transport protocols. It works by creating encrypted host-to-host tunnels between multiple endpoints.,2026-07-05T16:57:24+00:00
GWL,gwl,gnu.org,https://www.gnu.org/software/gwl/,,,,"GWL is a workflow language that extends Guix's declarative language for package management to automate execution of programs. Additionally, GWL can use Grid Engine to offload program execution.",2026-07-05T16:57:24+00:00
Gxmessage,gxmessage,gnu.org,https://www.gnu.org/software/gxmessage/,,,,"GNU gxmessage is a program that pops up dialog windows, which display a message to the user and waits for their action. The program then exits with an exit code corresponding to the response.",2026-07-05T16:57:24+00:00
Gzip,gzip,gnu.org,https://www.gnu.org/software/gzip/,,,,"GNU Gzip provides data compression and decompression utilities; the typical extension is .gz. Unlike zip, it compresses a single file; as a result, it is often used in conjunction with tar, resulting ",2026-07-05T16:57:24+00:00
HaliFAX,halifax,gnu.org,https://www.gnu.org/software/halifax/,,,,"HaliFAX supports sending and viewing faxes, including a wrapper around the lpr command. This package is looking for a maintainer.",2026-07-05T16:57:24+00:00
Health,health,gnu.org,https://www.gnu.org/software/health/,,,,"GNU Health is a free medical software system, including support for electronic medical records (EMR), a health information system (HIS) installed and managed using GNU Health Control, and hospital man",2026-07-05T16:57:24+00:00
Hello,hello,gnu.org,https://www.gnu.org/software/hello/,,,,"GNU Hello prints the message &ldquo;Hello, world!&rdquo; and then exits. It serves as an example of standard GNU coding practices. As such, it supports command-line arguments, multiple languages, and ",2026-07-05T16:57:24+00:00
Help2man,help2man,gnu.org,https://www.gnu.org/software/help2man/,,,,GNU help2man is a program that converts the output of standard --help and --version command-line arguments into a manual page automatically.,2026-07-05T16:57:24+00:00
Hp2xx,hp2xx,gnu.org,https://www.gnu.org/software/hp2xx/,,,,"GNU hp2xx converts vector graphics specified in the HP-GL plotter language into a variety of graphical formats, both vector- and raster-based, including EPS, PCX, IMG, and formats intended for use wit",2026-07-05T16:57:24+00:00
Httptunnel,httptunnel,gnu.org,https://www.gnu.org/software/httptunnel/,,,,"GNU httptunnel creates a bidirectional data path tunneled in HTTP requests. This allows users behind firewalls to send and receive data that would otherwise be blocked, such as telnet or ssh connectio",2026-07-05T16:57:24+00:00
Hurd,hurd,gnu.org,https://www.gnu.org/software/hurd/,,,,"The Hurd is the kernel for the GNU system, a replacement and augmentation of standard Unix kernels. It is a collection of protocols for system interaction (file systems, networks, authentication), and",2026-07-05T16:57:24+00:00
Hyperbole,hyperbole,gnu.org,https://www.gnu.org/software/hyperbole/,,,,"Hyperbole is a programmable information and hypertext system for GNU Emacs. It allows hypertext to be embedded within documents, mail messages and news articles. This permits mouse-based control of th",2026-07-05T16:57:24+00:00
Icecat,icecat,gnu.org,https://www.gnu.org/software/icecat/,,,,"IceCat is the GNU version of the Firefox browser. It is entirely free software, which does not recommend non-free plugins and addons. It also features built-in privacy-protecting features.",2026-07-05T16:57:24+00:00
Idutils,idutils,gnu.org,https://www.gnu.org/software/idutils/,,,,"The GNU idutils package includes tools to create an index of textual tokens used in a list of file names and then to query that index. Thus, it allows the user to, for example, find all the uses of a ",2026-07-05T16:57:24+00:00
Ignuit,ignuit,gnu.org,https://www.gnu.org/software/ignuit/,,,,"Ignuit is a tool for aiding in the memorization of new information based on the Leitner flashcard system. In this system, new cards are studied with decreasing frequency as they grow older, unless you",2026-07-05T16:57:24+00:00
Indent,indent,gnu.org,https://www.gnu.org/software/indent/,,,,"Indent is a program that makes source code easier to read by reformatting it in a consistent style. It can change the style to one of several different styles such as GNU, BSD or K&amp;R. It has some ",2026-07-05T16:57:24+00:00
Inetutils,inetutils,gnu.org,https://www.gnu.org/software/inetutils/,,,,"Inetutils is a collection of common network programs, such as an ftp client and server, a telnet client and server, and an rsh client and server.",2026-07-05T16:57:24+00:00
Inklingreader,inklingreader,gnu.org,https://www.gnu.org/software/inklingreader/,,,,"GNU InklingReader is a package to support the Wacom Inkling device, including data conversion to various free formats, basic editing features, and an Inkscape plugin.",2026-07-05T16:57:24+00:00
Intlfonts,intlfonts,gnu.org,https://www.gnu.org/software/intlfonts/,,,,"GNU intlfonts contains free X11 fonts in the BDF and TrueType formats. They notably cover a large number of characters from different writing systems: European, Asian, Chinese, Japanese, Korean, Ethio",2026-07-05T16:57:24+00:00
JACAL,jacal,gnu.org,https://www.gnu.org/software/jacal/,,,,"GNU JACAL is an interactive symbolic mathematics program based on Scheme. It manipulate and simplify a range of mathematical expressions such as equations, scalars, vectors, and matrices.",2026-07-05T16:57:24+00:00
Jami,jami,gnu.org,https://www.gnu.org/software/jami/,,,,"Jami is a GNU package for universal communication that respects the freedom and privacy of its users. Jami uses distributed hash tables for establishing communication, whose design avoids centralized ",2026-07-05T16:57:24+00:00
Java-getopt,java-getopt,gnu.org,https://www.gnu.org/software/java-getopt/,,,,"java-getopt provides a Java port of the GNU getopt function from glibc. It supports parsing both long and short command-line arguments in a flexible manner, which is completely compatible with the C v",2026-07-05T16:57:24+00:00
Jel,jel,gnu.org,https://www.gnu.org/software/jel/,,,,"GNU JEL is a library that lets a program accept user-defined expressions to be entered and evaluated at runtime. In fact, the expressions are compiled by JEL to Java bytecode to avoid the performance ",2026-07-05T16:57:24+00:00
Jitter,jitter,gnu.org,https://www.gnu.org/software/jitter/,,,,"GNU Jitter is a program to automatically generate a portable, very efficient language virtual machine with performance close to native code, starting from a relatively high-level specification provide",2026-07-05T16:57:24+00:00
Java Training Wheels,jtw,gnu.org,https://www.gnu.org/software/jtw/,,,,GNU Java Training wheels provides a less steep learning curve for learning to program in Java. The system is powered by a preprocessor that adds features to Java such as a superfor macro and a file in,2026-07-05T16:57:24+00:00
Jwhois,jwhois,gnu.org,https://www.gnu.org/software/jwhois/,,,,"GNU jwhois is a client for the WHOIS protocol, which allows you to query the owner of a domain name. The program uses an extensible configuration file to determine the most appropriate server to query",2026-07-05T16:57:24+00:00
Kawa,kawa,gnu.org,https://www.gnu.org/software/kawa/,,,,"GNU Kawa is an implementation of the Scheme programming language that is built on top of the Java platform. It is thus conveniently integrated with Java and benefits from this by having a compiler, op",2026-07-05T16:57:24+00:00
Leg,leg,gnu.org,https://www.gnu.org/software/leg/,,,,"GNU Leg is a set of libraries for game engines and game development. In addition to the libraries, it also includes resource editors designed to make game creation easier. The package is designed to b",2026-07-05T16:57:24+00:00
Less,less,gnu.org,https://www.gnu.org/software/less/,,,,"GNU less is a pager, a program that allows you to view large amounts of text in page-sized chunks. Unlike traditional pagers, it allows both backwards and forwards movement through the document. It al",2026-07-05T16:57:24+00:00
GNU C Library,libc,gnu.org,https://www.gnu.org/software/libc/,bminor/glibc,,,The GNU C Library is the standard C library of the GNU system. It defines the system calls and other basic functionality necessary to write programs in the C language. It handles low-level functionali,2026-07-05T16:57:24+00:00
Libcdio,libcdio,gnu.org,https://www.gnu.org/software/libcdio/,,,,The GNU Compact Disc Input and Control Library (libcdio) is a library for CD-ROM and CD image file access. It allows the developer to add CD access to an application without having to worry about the ,2026-07-05T16:57:24+00:00
Libdbh,libdbh,gnu.org,https://www.gnu.org/software/libdbh/,,,,"libdbh provides disk-based hash tables, providing quick lookup of key-value pairs. While its usage is similar in general to that of (G)DBM, it has a different design supporting advanced, atypical usag",2026-07-05T16:57:24+00:00
Liberty Eiffel,liberty-eiffel,gnu.org,https://www.gnu.org/software/liberty-eiffel/,,,,Liberty Eiffel project is the GNU Eiffel Compiler. Eiffel is an advanced object-oriented programming language that emphasizes the design and construction of high-quality and reusable software. Liberty,2026-07-05T16:57:24+00:00
Libextractor,libextractor,gnu.org,https://www.gnu.org/software/libextractor/,,,,"GNU libextractor is a library for extracting metadata from files. It supports a very large number of file formats, including audio files, document files, and archive files. Each file format is impleme",2026-07-05T16:57:24+00:00
Libgcrypt,libgcrypt,gnu.org,https://www.gnu.org/software/libgcrypt/,,,,"Libgcrypt is a general-purpose cryptographic library. It provides the standard cryptographic building blocks such as symmetric ciphers, hash algorithms, public key algorithms, large integer functions ",2026-07-05T16:57:24+00:00
Libiconv,libiconv,gnu.org,https://www.gnu.org/software/libiconv/,,,,libiconv provides an implementation of the iconv function for systems that lack it. iconv is used to convert between character encodings in a program. It supports a wide variety of different encodings,2026-07-05T16:57:24+00:00
Libidn,libidn,gnu.org,https://www.gnu.org/software/libidn/,,,,"libidn is a library implementing of the Stringprep, Punycode and IDNA specifications. These are used to encode and decode internationalized domain names. It includes native C, C# and Java libraries.",2026-07-05T16:57:24+00:00
Libidn2,libidn2,gnu.org,https://www.gnu.org/software/libidn2/,,,,"Libidn2 is a free software implementation of IDNA2008, Punycode and Unicode TR46. Its purpose is to encode and decode internationalized domain names.",2026-07-05T16:57:24+00:00
Libmatheval,libmatheval,gnu.org,https://www.gnu.org/software/libmatheval/,,,,"GNU libmatheval is a library to parse and evaluate symbolic expressions input by the user as text. It can be loaded from both C and Fortran. The interpreter is flexible, supporting any number of varia",2026-07-05T16:57:24+00:00
Libmicrohttpd,libmicrohttpd,gnu.org,https://www.gnu.org/software/libmicrohttpd/,,,,"GNU libmicrohttpd is a small, embeddable HTTP server implemented as a C library. It makes it easy to run an HTTP server as part of another application. The library is fully HTTP 1.1 compliant. It can ",2026-07-05T16:57:24+00:00
Librejs,librejs,gnu.org,https://www.gnu.org/software/librejs/,,,,LibreJS is an add-on for GNU Icecat and other Firefox-based browsers. It detects non-trivial and non-free JavaScript code from being loaded without your consent when you browse the web. JavaScript cod,2026-07-05T16:57:24+00:00
Libsigsegv,libsigsegv,gnu.org,https://www.gnu.org/software/libsigsegv/,,,,"GNU libsigsegv is a library to handle page faults, which occur when a program tries to access an unavailable region of memory, in user mode. By catching and handling page faults, the program can imple",2026-07-05T16:57:24+00:00
Libtasn1,libtasn1,gnu.org,https://www.gnu.org/software/libtasn1/,,,,"GNU libtasn1 is a library implementing the ASN.1 notation. It is used for transmitting machine-neutral encodings of data objects in computer networking, allowing for formal validation of data accordin",2026-07-05T16:57:24+00:00
Libtool,libtool,gnu.org,https://www.gnu.org/software/libtool/,autotools-mirror/libtool,,,"GNU Libtool helps in the creation and use of shared libraries, by presenting a single consistent, portable interface that hides the usual complexity of working with shared libraries across platforms.",2026-07-05T16:57:24+00:00
Libunistring,libunistring,gnu.org,https://www.gnu.org/software/libunistring/,,,,GNU libunistring is a library providing functions to manipulate Unicode strings and for manipulating C strings according to the Unicode standard.,2026-07-05T16:57:24+00:00
Libxmi,libxmi,gnu.org,https://www.gnu.org/software/libxmi/,,,,GNU libxmi is a library for rasterizing 2D vector graphics for C and C++. It supports drawing 2D primitives into a user-supplied matrix of pixels. It also supports the specification of sophisticated l,2026-07-05T16:57:24+00:00
Lightning,lightning,gnu.org,https://www.gnu.org/software/lightning/,,,,"GNU Lightning is a library that generates assembly language code at run-time. Thus, it is useful in creating Just-In-Time compilers. It abstracts over the target CPU by exposing a standardized RISC in",2026-07-05T16:57:24+00:00
Lilypond,lilypond,gnu.org,https://www.gnu.org/software/lilypond/,,,,"GNU LilyPond is a music typesetter, which produces high-quality sheet music. Music is input in a text file containing control sequences which are interpreted by LilyPond to produce the final document.",2026-07-05T16:57:24+00:00
Lims,lims,gnu.org,https://www.gnu.org/software/lims/,,,,"GNU LIMS is a laboratory information management system. It is used for managing a scientific laboratory of any field. It consists of a set of modules for the Tryton enterprise management framework, so",2026-07-05T16:57:24+00:00
Linux-libre,linux-libre,gnu.org,https://www.gnu.org/software/linux-libre/,,,,GNU Linux-Libre is a free (as in freedom) variant of the kernel Linux. It has been modified to remove all non-free binary blobs.,2026-07-05T16:57:24+00:00
Liquid War 6,liquidwar6,gnu.org,https://www.gnu.org/software/liquidwar6/,,,,"GNU Liquid War 6 is a fast-paced, unique action game. Each player controls a blob of liquid with the goal of conquering the entire map. It has 13 levels by default and over 100 more with a bonus pack;",2026-07-05T16:57:24+00:00
Lispintro,lispintro,gnu.org,https://www.gnu.org/software/lispintro/,,,,See emacs.,2026-07-05T16:57:24+00:00
Lrzsz,lrzsz,gnu.org,https://www.gnu.org/software/lrzsz/,,,,"GNU lrzsz is a communication package supporting the XMODEM, YMODEM and ZMODEM file transfer protocols.",2026-07-05T16:57:24+00:00
Lsh,lsh,gnu.org,https://www.gnu.org/software/lsh/,,,,"GNU lsh is a free implementation of the SSH version 2 protocol. It is used to create a secure line of communication between two computers, providing shell access to the server system from the client. ",2026-07-05T16:57:24+00:00
