repo,repo_id,analyzed_through_year,commits_5y_examined,churn_5y_added,churn_5y_deleted,churn_5y_total,churn_files_count,top_file_path,top_file_churn,elapsed_s,fetched_at
ai/nanoid,gh/99401299,2025,415,1975,2201,4176,28,test/index.test.js,830,3.2,2026-05-03T17:22:01Z
alexcrichton/tar-rs,gh/21946092,2025,75,3208,961,4169,14,tests/all.rs,1447,1.7,2026-05-03T17:22:01Z
chalk/chalk,gh/11855195,2025,63,2229,1935,4164,26,index.d.ts,1193,1.4,2026-05-03T17:22:01Z
minimistjs/minimist,gh/549230701,2025,81,2253,1909,4162,19,index.js,1346,0.8,2026-05-03T17:22:01Z
dtolnay/quote,gh/67273122,2025,270,2370,1746,4116,18,src/lib.rs,2195,1.1,2026-05-03T17:22:01Z
pyca/bcrypt,gh/9993757,2025,722,817,3275,4092,21,src/_csrc/sha2.c,812,0.8,2026-07-05T22:55:53Z
pydantic/typing-inspection,gh/930576948,2025,47,3145,907,4052,17,src/typing_inspection/introspection.py,1061,0.8,2026-07-05T22:56:24Z
pyasn1/pyasn1,gh/512723255,2025,46,2015,2006,4021,59,tests/codec/ber/test_decoder.py,1047,1.2,2026-07-05T22:55:49Z
isaacs/sax-js,gh/508894,2025,30,2248,1696,3944,72,lib/sax.js,918,1.4,2026-05-03T17:22:01Z
syntax-tree/unist-util-is,gh/41795086,2025,55,2063,1807,3870,11,index.js,941,0.9,2026-05-03T17:22:01Z
npm/node-semver,gh/1357199,2025,162,2517,1209,3726,125,tap-snapshots/test/bin/semver.js.test.cjs,496,1.1,2026-05-03T17:22:01Z
theskumar/python-dotenv,gh/23727790,2025,134,2356,1355,3711,20,tests/test_parser.py,708,1.0,2026-05-03T17:22:01Z
facelessuser/soupsieve,gh/160789418,2025,86,2362,1320,3682,39,soupsieve/css_match.py,1096,5.5,2026-05-03T17:22:01Z
node-fetch/fetch-blob,gh/186960326,2025,50,2100,1569,3669,8,test.js,1432,1.2,2026-05-03T17:22:01Z
npm/nopt,gh/1544436,2025,91,2172,1473,3645,15,test/basic.js,944,0.8,2026-05-03T17:22:01Z
estools/esquery,gh/11412938,2025,33,2342,1242,3584,13,parser.js,1853,1.0,2026-05-03T17:22:01Z
blakeembrey/change-case,gh/9440238,2025,162,1901,1564,3465,48,packages/change-case/src/index.ts,646,2.1,2026-05-03T17:22:01Z
webpack/loader-utils,gh/6503675,2025,48,1652,1809,3461,26,lib/getHashDigest.js,553,1.4,2026-05-03T17:22:01Z
vorner/signal-hook,gh/137260008,2025,131,2242,1211,3453,34,src/low_level/signal_details.rs,427,1.2,2026-05-03T17:22:01Z
paulmillr/readdirp,gh/4494405,2025,61,1688,1757,3445,11,index.test.js,1466,1.2,2026-05-03T17:22:01Z
aws/aws-sdk-js-crypto-helpers,gh/149673986,2025,149,1723,1677,3400,54,packages/sha1-browser/test/ie11Sha1.test.ts,588,2.4,2026-05-03T17:22:01Z
rust-lang/libz-sys,gh/26042019,2025,178,2097,1242,3339,18,build_zng.rs,1664,1.9,2026-05-03T17:22:01Z
kaelzhang/node-ignore,gh/12519245,2025,90,1995,1304,3299,17,index.js,713,0.6,2026-05-03T17:22:01Z
sindresorhus/find-up,gh/41723004,2025,22,2054,1235,3289,8,test.js,1220,0.6,2026-05-03T17:22:01Z
aio-libs/propcache,gh/866565706,2025,168,2675,599,3274,24,tests/test_under_cached_property.py,554,0.7,2026-07-05T22:56:04Z
npm/ssri,gh/193817839,2025,111,1849,1414,3263,18,lib/index.js,924,1.2,2026-05-03T17:22:01Z
fb55/css-what,gh/4460687,2025,1061,1795,1126,2921,8,src/parse.ts,1269,3.7,2026-05-03T17:22:01Z
realpython/pytest-mypy,gh/69576530,2025,100,1680,1233,2913,5,tests/test_pytest_mypy.py,1033,1.5,2026-05-03T17:22:01Z
autotools-mirror/m4,gh/66880383,2025,105,1416,1454,2870,12,src/eval.c,940,3.7,2026-05-03T17:22:01Z
tsconfig/bases,gh/263697285,2025,229,573,2290,2863,13,scripts/vendor/node-jsonc-parser/parser.ts,682,0.8,2026-05-03T17:22:01Z
mafintosh/tar-stream,gh/15340089,2025,21,1600,1257,2857,10,extract.js,893,0.8,2026-05-03T17:22:01Z
expressjs/body-parser,gh/15669006,2025,218,1616,1174,2790,14,test/urlencoded.js,517,1.0,2026-05-03T17:22:01Z
microsoft/tslib,gh/34414315,2025,82,2005,760,2765,23,tslib.es6.js,1265,1.5,2026-05-03T17:22:01Z
jviereck/regjsparser,gh/14087781,2025,129,1882,825,2707,11,parser.js,1960,5.7,2026-05-03T17:22:01Z
facebook/create-react-app,gh/63537249,2025,136,1314,1341,2655,122,packages/react-scripts/config/webpack.config.js,487,21.3,2026-05-03T17:22:01Z
isaacs/node-mkdirp,gh/2718248,2025,40,1512,1087,2599,36,tap-snapshots/test/cmd.ts.test.cjs,552,0.8,2026-05-03T17:22:01Z
10der/homeassistant-custom_components-awtrix,gh/748539167,2025,55,1602,984,2586,11,custom_components/awtrix_notification/awtrix.py,1379,1.2,2026-05-03T17:22:01Z
vercel/ms,gh/3655872,2025,38,1717,818,2535,12,src/index.test.ts,573,1.0,2026-05-03T17:22:01Z
tapjs/signal-exit,gh/35711072,2025,35,1561,856,2417,40,index.js,527,1.2,2026-05-03T17:22:01Z
sybrenstuvel/python-rsa,gh/50107469,2025,100,1363,1033,2396,30,rsa/key.py,597,1.4,2026-05-03T17:22:01Z
rayon-rs/either,gh/42479602,2025,104,1552,770,2322,5,src/lib.rs,1443,1.2,2026-05-03T17:22:01Z
sindresorhus/quick-lru,gh/86679721,2025,32,1989,331,2320,4,test.js,1714,0.8,2026-05-03T17:22:01Z
istanbuljs/istanbuljs,gh/81482340,2025,112,1899,384,2283,47,packages/istanbul-lib-coverage/test/file.test.js,711,2.8,2026-05-03T17:22:01Z
dtolnay/itoa,gh/61962375,2025,195,1170,1100,2270,6,src/lib.rs,1649,1.8,2026-05-03T17:22:01Z
jaraco/jaraco.develop,gh/48289082,2025,407,1671,545,2216,32,jaraco/develop/git.py,334,2.4,2026-05-03T17:22:01Z
annotated-types/annotated-types,gh/487934134,2025,80,1452,753,2205,8,annotated_types/__init__.py,972,0.8,2026-05-03T17:22:01Z
npm/normalize-package-data,gh/9301720,2025,118,1416,779,2195,18,test/normalize.js,573,1.0,2026-05-03T17:22:01Z
nodeca/js-yaml,gh/2504175,2025,14,1389,708,2097,11,dist/js-yaml.js,928,3.7,2026-05-03T17:22:01Z
follow-redirects/follow-redirects,gh/6697086,2025,88,1489,593,2082,6,test/test.js,1184,1.1,2026-05-03T17:22:01Z
isaacs/minizlib,gh/86429676,2025,20,1272,764,2036,28,src/index.ts,523,36.6,2026-05-03T17:22:01Z
wbond/asn1crypto,gh/36823669,2025,78,1724,302,2026,30,dev/pyenv-install.py,266,1.5,2026-05-03T17:22:01Z
andialbrecht/sqlparse,gh/4067434,2025,198,1487,519,2006,28,sqlparse/keywords.py,291,1.6,2026-05-03T17:22:01Z
json5/json5,gh/4463453,2025,42,1178,786,1964,12,test/errors.js,809,1.6,2026-05-03T17:22:01Z
jonschlinkert/get-value,gh/24911025,2025,6,1190,770,1960,49,test/units.ts,506,1.0,2026-05-03T17:22:01Z
pallets/markupsafe,gh/734244,2025,336,957,955,1912,20,src/markupsafe/__init__.py,886,0.9,2026-05-03T17:22:01Z
qt/qt5,gh/9880318,2025,2082,1341,548,1889,12,init-repository.pl,653,15.3,2026-05-03T17:22:01Z
python-hyper/h11,gh/57372073,2025,59,1158,666,1824,26,h11/tests/test_connection.py,268,1.2,2026-05-03T17:22:01Z
sindresorhus/open,gh/18469325,2025,100,1111,693,1804,5,index.js,1003,0.7,2026-05-03T17:22:01Z
aio-libs/frozenlist,gh/204197530,2025,587,1242,555,1797,15,packaging/pep517_backend/_backend.py,486,0.7,2026-07-05T22:55:57Z
eliben/pycparser,gh/10589864,2025,81,1388,396,1784,53,tests/test_c_parser.py,304,1.9,2026-05-03T17:22:01Z
comex/rust-shlex,gh/37886228,2025,30,1524,233,1757,9,src/bytes.rs,674,1.0,2026-05-03T17:22:01Z
laurent-laporte-pro/deprecated,gh/111412148,2025,136,1129,604,1733,18,tests/test_deprecated_params.py,328,3.4,2026-05-03T17:22:01Z
qix-/color-convert,gh/1874305,2025,18,1542,188,1730,8,index.d.ts,744,0.9,2026-05-03T17:22:01Z
lodash/lodash,gh/3955647,2025,23,561,1159,1720,10,test/saucelabs.js,908,25.0,2026-05-03T17:22:01Z
browserslist/update-db,gh/505548145,2025,158,1279,437,1716,9,index.js,820,1.1,2026-05-03T17:22:01Z
form-data/form-data,gh/1755793,2025,60,900,798,1698,35,lib/form_data.js,424,1.4,2026-05-03T17:22:01Z
fb55/domutils,gh/6627949,2025,1499,1269,427,1696,17,src/feeds.ts,349,5.6,2026-05-03T17:22:01Z
msgpack/msgpack-python,gh/2242705,2025,102,580,1114,1694,30,msgpack/fallback.py,522,0.7,2026-05-03T17:22:01Z
browserify/resolve,gh/1915099,2025,149,1485,172,1657,15,test/resolver_sync.js,759,0.9,2026-05-03T17:22:01Z
douglasdwyer/wasm_sync,gh/668034655,2025,4,1641,3,1644,3,src/wasm.rs,1581,0.6,2026-05-03T17:22:01Z
inspect-js/is-accessor-descriptor,gh/41658954,2025,48,811,816,1627,3,test/index.js,789,0.8,2026-05-03T17:22:01Z
isaacs/yallist,gh/48222381,2025,15,848,751,1599,5,src/index.ts,835,0.9,2026-05-03T17:22:01Z
djc/rustc-version-rs,gh/41272773,2025,39,807,774,1581,3,src/lib.rs,836,1.5,2026-05-03T17:22:01Z
smol-rs/fastrand,gh/267368764,2025,85,1126,427,1553,5,src/lib.rs,793,0.7,2026-05-03T17:22:01Z
chronotope/humantime,gh/59320323,2025,44,1036,498,1534,6,src/duration.rs,938,1.5,2026-05-03T17:22:01Z
webpack/tapable,gh/7730086,2025,24,943,527,1470,31,lib/__tests__/HookTester.js,519,0.9,2026-05-03T17:22:01Z
jorgebucaran/colorette,gh/34648097,2025,122,881,581,1462,13,index.js,541,1.0,2026-05-03T17:22:01Z
micromatch/braces,gh/25475303,2025,18,804,583,1387,23,test/bash-expanded-sets.js,389,1.5,2026-05-03T17:22:01Z
sindresorhus/p-map,gh/71526722,2025,39,1157,227,1384,6,test.js,652,0.8,2026-05-03T17:22:01Z
lydell/js-tokens,gh/17552490,2025,68,931,441,1372,19,test/index.test.js,243,1.5,2026-05-03T17:22:01Z
sindresorhus/ansi-escapes,gh/40721875,2025,29,735,625,1360,7,index.d.ts,416,0.9,2026-05-03T17:22:01Z
rust-embedded/critical-section,gh/365854323,2025,104,989,340,1329,4,src/lib.rs,868,0.6,2026-05-03T17:22:01Z
watson/ci-info,gh/71475907,2025,127,1051,267,1318,5,test.js,903,1.1,2026-05-03T17:22:01Z
npm/ini,gh/2167680,2025,99,894,397,1291,11,lib/ini.js,448,0.6,2026-05-03T17:22:01Z
pallets/itsdangerous,gh/1945034,2025,202,497,782,1279,14,src/itsdangerous/serializer.py,330,1.9,2026-05-03T17:22:01Z
tokio-rs/slab,gh/37093133,2025,65,927,340,1267,6,src/lib.rs,758,0.6,2026-07-05T22:56:04Z
pytest-dev/iniconfig,gh/66012563,2025,66,795,447,1242,6,src/iniconfig/__init__.py,613,0.9,2026-05-03T17:22:01Z
cuviper/autocfg,gh/135481335,2025,40,910,306,1216,13,src/lib.rs,466,0.5,2026-07-05T22:55:49Z
ehmicky/human-signals,gh/214467546,2025,501,705,492,1197,15,src/main.d.ts,362,4.6,2026-05-03T17:22:01Z
npm/write-file-atomic,gh/23896209,2025,99,678,518,1196,7,lib/index.js,309,1.3,2026-05-03T17:22:01Z
gulpjs/glob-parent,gh/29154915,2025,89,758,422,1180,3,test/index.test.js,589,0.8,2026-05-03T17:22:01Z
sindresorhus/figures,gh/21672939,2025,63,735,404,1139,5,index.js,613,0.5,2026-07-05T22:58:49Z
chalk/ansi-styles,gh/11803168,2025,21,666,471,1137,5,index.d.ts,434,1.0,2026-05-03T17:22:01Z
sindresorhus/normalize-url,gh/29094022,2025,47,783,350,1133,4,index.d.ts,595,1.1,2026-05-03T17:22:01Z
yargs/cliui,gh/34287546,2025,13,513,616,1129,10,test/cliui.cjs,492,0.9,2026-05-03T17:22:01Z
inspect-js/is-data-descriptor,gh/41659073,2025,50,569,539,1108,3,test/index.js,628,1.0,2026-05-03T17:22:01Z
inspect-js/is-descriptor,gh/41658845,2025,29,576,523,1099,3,test/index.js,714,0.7,2026-05-03T17:22:01Z
juliangruber/brace-expansion,gh/13539234,2025,29,561,517,1078,14,index.js,547,0.7,2026-05-03T17:22:01Z
googleapis/python-crc32c,gh/159736041,2025,132,690,376,1066,15,.kokoro/noxfile.py,292,2.9,2026-05-03T17:22:01Z
npm/fs-minipass,gh/102982143,2025,38,576,485,1061,6,lib/index.js,449,0.6,2026-05-03T17:22:01Z
isaacs/fs-minipass,gh/102982143,2025,38,576,485,1061,6,lib/index.js,449,0.5,2026-05-18T00:11:16Z
rust-lang/pkg-config-rs,gh/26042035,2025,65,761,283,1044,2,src/lib.rs,1018,1.9,2026-05-03T17:22:01Z
dtolnay/ryu,gh/142720484,2025,149,487,523,1010,25,src/pretty/mantissa.rs,112,2.2,2026-05-03T17:22:01Z
py4j/py4j,gh/1045976,2025,59,779,230,1009,160,py4j-python/src/py4j/java_gateway.py,114,23.6,2026-05-03T17:22:01Z
sindresorhus/p-limit,gh/71542716,2025,27,849,157,1006,7,benchmark.js,238,0.7,2026-05-03T17:22:01Z
cheeriojs/dom-serializer,gh/18991884,2025,1079,532,470,1002,4,src/index.spec.ts,371,2.5,2026-05-03T17:22:01Z
npm/json-parse-even-better-errors,gh/211384370,2025,70,578,415,993,5,test/index.js,529,1.2,2026-05-03T17:22:01Z
hapijs/hoek,gh/5831189,2025,37,755,221,976,47,test/index.js,161,1.1,2026-05-03T17:22:01Z
aio-libs/async-timeout,gh/67703198,2025,240,523,452,975,3,async_timeout/__init__.py,589,0.8,2026-05-03T17:22:01Z
isaacs/isexe,gh/49804297,2025,11,549,408,957,14,test/basic.js,221,0.6,2026-05-03T17:22:01Z
colorjs/color-name,gh/27038309,2025,14,472,454,926,2,index.js,899,1.0,2026-05-03T17:22:01Z
medikoo/type,gh/177198492,2025,57,831,93,924,78,test/constructor/is.js,53,0.8,2026-05-03T17:22:01Z
npm/node-which,gh/2169708,2025,62,475,440,915,9,test/basic.js,197,0.8,2026-05-03T17:22:01Z
juliangruber/balanced-match,gh/13538817,2025,45,472,440,912,5,index.js,272,1.2,2026-05-03T17:22:01Z
rvagg/bl,gh/10706095,2025,80,818,93,911,4,BufferList.d.ts,431,0.7,2026-05-03T17:22:01Z
davidhalter/parso,gh/90668463,2025,51,727,168,895,27,test/test_dump_tree.py,182,0.8,2026-07-05T22:56:04Z
mcollina/fastq,gh/37368217,2025,46,815,78,893,10,test/promise.js,349,0.7,2026-07-05T22:58:49Z
fb55/domhandler,gh/5414232,2025,1188,544,345,889,4,src/node.ts,514,5.1,2026-05-03T17:22:01Z
dtolnay/indoc,gh/54252316,2025,128,543,341,884,15,src/lib.rs,256,2.6,2026-05-03T17:22:01Z
jsdom/tr46,gh/36964214,2025,38,534,348,882,13,scripts/generateRegexes.js,302,0.6,2026-05-03T17:22:01Z
dtolnay/ref-cast,gh/106295902,2025,145,704,149,853,19,derive/src/lib.rs,469,1.3,2026-05-03T17:22:01Z
businho/pytest-ruff,gh/599731435,2025,39,613,234,847,11,pytest_ruff.py,370,0.6,2026-05-03T17:22:01Z
sindresorhus/string-width,gh/39222730,2025,35,561,282,843,4,test.js,410,0.6,2026-05-03T17:22:01Z
burntsushi/quickcheck,gh/17559913,2025,29,476,355,831,10,src/arbitrary.rs,548,0.7,2026-05-03T17:22:01Z
isaacs/node-graceful-fs,gh/2077020,2025,36,519,304,823,17,graceful-fs.js,256,0.8,2026-05-03T17:22:01Z
raszi/node-tmp,gh/2313213,2025,42,458,352,810,10,lib/tmp.js,378,1.7,2026-05-03T17:22:01Z
sindresorhus/camelcase,gh/25116836,2025,28,615,192,807,4,index.js,327,0.5,2026-07-05T22:55:49Z
jaraco/pytest-perf,gh/372026120,2025,256,618,182,800,8,pytest_perf/plugin.py,332,0.5,2026-05-03T17:22:01Z
inspect-js/object-inspect,gh/11683441,2025,89,638,159,797,13,index.js,297,0.9,2026-05-03T17:22:01Z
sindresorhus/parse-json,gh/41367145,2025,35,596,200,796,4,index.js,362,1.3,2026-05-03T17:22:01Z
chalk/supports-color,gh/11855007,2025,43,471,312,783,6,test.js,444,0.6,2026-05-03T17:22:01Z
isaacs/chownr,gh/3858354,2025,12,395,371,766,9,chownr.js,167,0.9,2026-05-03T17:22:01Z
npm/mute-stream,gh/5159166,2025,65,489,242,731,5,test/basic.js,406,0.7,2026-05-03T17:22:01Z
serde-rs/bytes,gh/87358441,2025,95,582,117,699,9,src/bytearray.rs,330,0.6,2026-05-03T17:22:01Z
python-hyper/brotlicffi,gh/43543393,2025,26,539,160,699,9,src/brotlicffi/_api.py,255,1.1,2026-05-03T17:22:01Z
dtolnay/no-panic,gh/143469762,2025,134,565,124,689,10,src/lib.rs,258,1.5,2026-05-03T17:22:01Z
webreflection/flatted,gh/131121620,2025,58,500,180,680,17,python/flatted.py,157,1.2,2026-05-03T17:22:01Z
requests/requests-oauthlib,gh/6825724,2025,115,505,168,673,26,tests/examples/base.py,170,1.2,2026-05-03T17:22:01Z
requests/toolbelt,gh/15515181,2025,45,261,410,671,31,requests_toolbelt/adapters/appengine.py,206,1.4,2026-05-03T17:22:01Z
feross/buffer,gh/14494363,2025,24,482,174,656,7,index.js,273,1.3,2026-05-03T17:22:01Z
ljharb/define-data-property,gh/689109338,2025,43,559,88,647,7,test/index.js,475,0.6,2026-05-03T17:22:01Z
jshttp/content-disposition,gh/24216676,2025,53,324,318,642,2,test/test.js,632,0.7,2026-05-03T17:22:01Z
pillarjs/finalhandler,gh/20547377,2025,124,417,213,630,4,test/test.js,437,1.0,2026-05-03T17:22:01Z
jquery/esprima,gh/2833537,2025,14,454,176,630,47,src/parser.ts,312,23.1,2026-05-03T17:22:01Z
trysound/postcss-value-parser,gh/40920306,2025,3,500,125,625,4,test/parse.js,580,1.0,2026-05-03T17:22:01Z
sindresorhus/crypto-random-string,gh/73665728,2025,8,340,282,622,6,index.js,179,0.5,2026-07-05T22:55:57Z
dtolnay/rustversion,gh/183990447,2025,107,402,220,622,11,src/lib.rs,202,0.8,2026-05-03T17:22:01Z
dtolnay/dissimilar,gh/229514821,2025,100,351,254,605,7,src/lib.rs,274,0.8,2026-05-03T17:22:01Z
tartley/colorama,gh/18892209,2025,75,385,219,604,19,colorama/winterm.py,130,1.4,2026-05-03T17:22:01Z
sindresorhus/npm-run-path,gh/48707028,2025,20,361,234,595,4,test.js,201,0.6,2026-05-03T17:22:01Z
ljharb/side-channel,gh/225239081,2025,33,274,315,589,4,index.js,337,0.9,2026-05-03T17:22:01Z
sindresorhus/find-up-simple,gh/714044439,2025,7,580,8,588,6,test.js,442,1.4,2026-05-03T17:22:01Z
aio-libs/aiosignal,gh/205007356,2025,574,288,293,581,6,docs/conf.py,185,0.7,2026-07-05T22:55:53Z
pillarjs/send,gh/4879977,2025,119,181,399,580,3,test/send.js,267,1.1,2026-05-03T17:22:01Z
facebook/prop-types,gh/87597642,2025,26,544,35,579,6,__tests__/PropTypesProductionStandalone-test.js,214,1.2,2026-05-03T17:22:01Z
micromatch/picomatch,gh/156211895,2025,42,416,156,572,19,index.js,94,1.1,2026-05-03T17:22:01Z
sindresorhus/leven,gh/22794601,2025,9,416,154,570,5,index.js,194,0.6,2026-05-03T17:22:01Z
ajv-validator/ajv-formats,gh/281084700,2025,44,338,228,566,7,src/formats.ts,306,0.5,2026-07-05T22:56:54Z
srijs/rust-crc32fast,gh/157348282,2025,40,292,262,554,11,src/combine.rs,206,0.9,2026-05-03T17:22:01Z
sindresorhus/read-pkg,gh/41790094,2025,20,297,239,536,4,test/test.js,177,0.7,2026-05-03T17:22:01Z
jsdom/whatwg-mimetype,gh/71014420,2025,12,303,227,530,7,test/api.js,306,1.4,2026-05-03T17:22:01Z
sindresorhus/is-stream,gh/29436825,2025,14,325,204,529,4,index.d.ts,196,0.7,2026-05-03T17:22:01Z
es-shims/regexp.prototype.flags,gh/26932422,2025,73,325,203,528,9,test/tests.js,231,0.7,2026-05-03T17:22:01Z
mathiasbynens/emoji-regex,gh/24557614,2025,39,186,338,524,27,test/tests.js,232,0.6,2026-07-05T22:55:49Z
whitequark/ipaddr.js,gh/2110585,2025,21,369,153,522,5,test/ipaddr.test.js,299,0.7,2026-05-03T17:22:01Z
yahoo/serialize-javascript,gh/24106944,2025,60,328,186,514,2,test/unit/serialize.js,465,1.0,2026-05-03T17:22:01Z
autotools-mirror/autoconf,gh/47662429,2025,261,293,219,512,13,lib/Autom4te/FileUtils.pm,138,11.0,2026-05-03T17:22:01Z
sindresorhus/pify,gh/41585934,2025,8,375,129,504,5,index.test-d.ts,273,1.3,2026-05-03T17:22:01Z
unicode-rs/unicode-xid,gh/34637906,2025,36,350,150,500,6,src/tables.rs,359,1.0,2026-05-03T17:22:01Z
withoutboats/heck,gh/86326466,2025,24,377,108,485,9,src/lib.rs,148,0.9,2026-05-03T17:22:01Z
thlorenz/convert-source-map,gh/8751561,2025,18,430,54,484,4,index.js,175,0.6,2026-05-03T17:22:01Z
jshttp/mime-db,gh/22970419,2025,200,251,231,482,9,scripts/fetch-iana.js,333,2.8,2026-05-03T17:22:01Z
sindresorhus/decamelize,gh/29773710,2025,13,368,104,472,4,test.js,252,0.5,2026-07-05T22:56:04Z
autotools-mirror/libtool,gh/47662711,2025,287,202,268,470,26,libltdl/ltdl.c,59,11.9,2026-05-03T17:22:01Z
sinonjs/commons,gh/143001748,2025,45,251,216,467,32,lib/prototypes/copy-prototype-methods.js,66,2.2,2026-05-03T17:22:01Z
medikoo/es5-ext,gh/1792941,2025,62,296,171,467,57,_postinstall.js,207,1.2,2026-05-03T17:22:01Z
rust-lang/glob,gh/23241722,2025,55,329,134,463,2,src/lib.rs,332,1.9,2026-05-03T17:22:01Z
gitpython-developers/gitdb,gh/1126093,2025,69,227,229,456,36,gitdb/__init__.py,56,1.1,2026-07-05T22:55:49Z
sindresorhus/clean-stack,gh/62838930,2025,26,318,125,443,6,test.js,220,0.5,2026-07-05T22:55:53Z
sindresorhus/unicorn-magic,gh/716660564,2025,12,351,87,438,6,index.d.ts,174,0.6,2026-05-03T17:22:01Z
sindresorhus/make-dir,gh/90776169,2025,15,266,172,438,6,test/sync.js,123,0.6,2026-05-03T17:22:01Z
evanw/node-source-map-support,gh/7682781,2025,11,249,177,426,4,browser-source-map-support.js,250,1.1,2026-05-03T17:22:01Z
inspect-js/which-typed-array,gh/43708371,2025,77,287,134,421,4,index.js,251,0.7,2026-05-03T17:22:01Z
burntsushi/termcolor,gh/141345580,2025,24,370,44,414,1,src/lib.rs,414,1.3,2026-05-03T17:22:01Z
jmespath/jmespath.py,gh/8300763,2025,43,111,278,389,12,docs/conf.py,101,1.8,2026-05-03T17:22:01Z
dtolnay/paste,gh/155652490,2025,96,304,84,388,10,src/lib.rs,167,1.0,2026-05-03T17:22:01Z
npm/abbrev-js,gh/554893,2025,60,211,175,386,5,test/test.js,234,0.5,2026-05-03T17:22:01Z
sindresorhus/read-pkg-up,gh/41842429,2025,16,174,211,385,4,index.d.ts,184,0.9,2026-05-03T17:22:01Z
sindresorhus/read-package-up,gh/41842429,2025,16,174,211,385,4,index.d.ts,184,0.5,2026-05-18T00:11:16Z
sindresorhus/locate-path,gh/74266248,2025,13,214,153,367,4,index.d.ts,171,0.8,2026-05-03T17:22:01Z
isaacs/package-json-from-dist,gh/800543709,2025,6,351,11,362,3,test/index.ts,216,0.8,2026-05-03T17:22:01Z
ljharb/set-function-length,gh/704249795,2025,34,328,21,349,6,test/index.js,125,0.9,2026-05-03T17:22:01Z
rich-harris/estree-walker,gh/33668779,2025,14,200,149,349,7,src/sync.js,114,1.6,2026-05-03T17:22:01Z
inspect-js/is-array-buffer,gh/45977026,2025,39,168,178,346,12,index.js,75,0.9,2026-05-03T17:22:01Z
stream-utils/raw-body,gh/12823654,2025,138,328,17,345,8,test/index.js,92,0.8,2026-05-03T17:22:01Z
burntsushi/winapi-util,gh/146040682,2025,17,253,86,339,5,src/sysinfo.rs,181,0.5,2026-05-03T17:22:01Z
python/mypy_extensions,gh/165752308,2025,24,221,114,335,3,tests/testextensions.py,169,0.5,2026-05-18T00:11:16Z
servo/rust-fnv,gh/33499190,2025,9,250,77,327,1,lib.rs,327,0.8,2026-05-03T17:22:01Z
gozala/events,gh/1649251,2025,11,245,82,327,3,tests/events-once.js,224,0.6,2026-05-03T17:22:01Z
browserify/events,gh/1649251,2025,11,245,82,327,3,tests/events-once.js,224,0.5,2026-05-18T00:11:16Z
es-shims/math-intrinsics,gh/902014040,2025,10,323,2,325,31,test/index.js,194,4.5,2026-05-03T17:22:01Z
ljharb/es-to-primitive,gh/32377814,2025,32,161,161,322,12,test/es2015.js,97,1.1,2026-05-03T17:22:01Z
chalk/slice-ansi,gh/43191689,2025,12,205,115,320,3,index.js,254,1.2,2026-05-03T17:22:01Z
ljharb/get-intrinsic,gh/308516559,2025,91,206,103,309,2,index.js,232,1.2,2026-05-03T17:22:01Z
inspect-js/is-callable,gh/30012910,2025,52,187,114,301,2,test/index.js,218,0.7,2026-05-03T17:22:01Z
chalk/ansi-regex,gh/20451415,2025,16,208,86,294,6,test.js,196,0.7,2026-05-03T17:22:01Z
fb55/nth-check,gh/16864923,2025,932,249,39,288,6,src/parse.ts,105,3.9,2026-05-03T17:22:01Z
python/tzdata,gh/242158882,2025,68,199,88,287,4,update.py,185,0.8,2026-05-03T17:22:01Z
stream-utils/destroy,gh/15544623,2025,47,242,29,271,2,index.js,182,0.6,2026-05-03T17:22:01Z
micromatch/is-glob,gh/28179425,2025,7,195,72,267,3,index.js,212,0.8,2026-05-03T17:22:01Z
sindresorhus/node-defaults,gh/7985040,2025,12,231,36,267,4,test.js,94,0.5,2026-05-03T17:22:01Z
certifi/python-certifi,gh/3060959,2025,158,143,123,266,4,certifi/core.py,121,1.8,2026-05-03T17:22:01Z
chicoxyzzy/node-releases,gh/73765596,2025,223,121,144,265,4,scripts/build.js,149,0.9,2026-05-03T17:22:01Z
opensuse/ca-certificates,gh/10785433,2025,32,256,4,260,2,test_update_ca_certificates.py,171,1.0,2026-05-03T17:22:01Z
npm/inflight,gh/19442260,2025,10,0,255,255,2,test.js,201,0.8,2026-05-03T17:22:01Z
ljharb/call-bind-apply-helpers,gh/898190951,2025,12,226,27,253,13,index.d.ts,104,0.6,2026-05-03T17:22:01Z
eventualbuddha/lines-and-columns,gh/47284288,2025,10,129,122,251,3,test/test.ts,161,0.8,2026-05-03T17:22:01Z
burntsushi/walkdir,gh/42685794,2025,12,201,46,247,4,src/tests/recursive.rs,116,1.0,2026-05-03T17:22:01Z
inspect-js/has-proto,gh/577580747,2025,31,212,34,246,14,test/accessor.js,36,0.5,2026-05-03T17:22:01Z
sindresorhus/find-cache-dir,gh/48783244,2025,12,142,103,245,4,test.js,91,1.1,2026-05-03T17:22:01Z
sindresorhus/find-cache-directory,gh/48783244,2025,12,142,103,245,4,test.js,91,0.5,2026-05-18T00:11:16Z
ljharb/side-channel-list,gh/901451610,2025,5,244,0,244,4,index.js,113,0.5,2026-05-03T17:22:01Z
sindresorhus/is-docker,gh/33590534,2025,14,156,87,243,5,test.js,185,2.4,2026-05-03T17:22:01Z
jshttp/forwarded,gh/24300217,2025,50,195,33,228,3,test/test.js,149,0.9,2026-05-03T17:22:01Z
sindresorhus/restore-cursor,gh/23512229,2025,8,149,78,227,5,index.test.mjs,120,0.6,2026-05-03T17:22:01Z
