repo,repo_id,packages_queried,fetched_at
fsspec/filesystem_spec,130727736,PyPI:fsspec,2026-05-18T01:13:19+00:00
fsspec/s3fs,53987953,PyPI:s3fs,2026-05-18T01:13:19+00:00
garycourt/uri-js,989080,npm:uri-js,2026-05-18T01:13:20+00:00
gcc-mirror/gcc,22711503,Debian:gcc,2026-05-18T01:13:20+00:00
getsentry/sentry-javascript,3328572,"npm:@sentry/core,npm:@sentry/types,npm:@sentry/utils,npm:@sentry-internal/browser-utils,npm:@sentry-internal/replay,npm:@sentry/browser,npm:@sentry-internal/replay-canvas,npm:@sentry/node,npm:@sentry-internal/feedback,npm:@sentry/react,npm:@sentry/integrations,npm:@sentry/opentelemetry,npm:@sentry/node-core",2026-05-18T01:13:33+00:00
giampaolo/psutil,20101515,PyPI:psutil,2026-05-18T01:13:21+00:00
git/git,36502,Debian:git,2026-05-18T01:13:23+00:00
gitlab-freedesktop-mirrors/libxcb,444023705,Debian:libxcb,2026-05-18T01:13:22+00:00
gitoxidelabs/gitoxide,136510559,"crates.io:gix-path,crates.io:gix-error,crates.io:gix-hash,crates.io:gix-features,crates.io:gix-trace,crates.io:gix-utils,crates.io:gix-validate,crates.io:gix-object,crates.io:gix-date,crates.io:gix-fs,crates.io:gix-glob,crates.io:gix-tempfile,crates.io:gix-hashtable,crates.io:gix-config-value,crates.io:gix-quote,crates.io:gix-actor,crates.io:gix-sec,crates.io:gix-lock,crates.io:gix-commitgraph,crates.io:gix-ref,crates.io:gix-config,crates.io:gix-revwalk,crates.io:gix-command,crates.io:gix-url,crates.io:gix-attributes,crates.io:gix-index,crates.io:gix-traverse,crates.io:gix-refspec,crates.io:gix-chunk,crates.io:gix-revision,crates.io:gix-diff,crates.io:gix-pack,crates.io:gix,crates.io:gix-worktree,crates.io:gix-discover,crates.io:gix-pathspec,crates.io:gix-odb,crates.io:gix-ignore,crates.io:gix-packetline,crates.io:gix-filter,crates.io:gix-bitmap,crates.io:gix-transport,crates.io:gix-credentials,crates.io:gix-prompt,crates.io:gix-protocol,crates.io:gix-negotiate,crates.io:gix-submodule,crates.io:gix-packetline-blocking,crates.io:gix-shallow,crates.io:gix-worktree-state,crates.io:gix-dir,crates.io:gix-mailmap,crates.io:gix-status,crates.io:gix-worktree-stream,crates.io:gix-archive,crates.io:gix-macros,crates.io:gix-blame,crates.io:gix-merge",2026-05-18T01:14:20+00:00
gitpython-developers/gitdb,1126093,"PyPI:gitdb,PyPI:gitdb2",2026-05-18T01:13:24+00:00
gitpython-developers/smmap,1865144,"PyPI:smmap,PyPI:smmap2",2026-05-18T01:13:25+00:00
gkz/levn,13287279,npm:levn,2026-05-18T01:13:25+00:00
gkz/optionator,13435927,npm:optionator,2026-05-18T01:13:26+00:00
gkz/prelude-ls,4457759,npm:prelude-ls,2026-05-18T01:13:26+00:00
gkz/type-check,13182168,npm:type-check,2026-05-18T01:13:27+00:00
gmp-mirror/gmp,681340775,Debian:gmp,2026-05-18T01:13:27+00:00
gnome/gdk-pixbuf,4533539,Debian:gdk-pixbuf,2026-05-18T01:13:30+00:00
gnome/glib,4537082,Debian:glib,2026-05-18T01:13:28+00:00
gnome/libxml2,4537118,Debian:libxml2,2026-05-18T01:13:30+00:00
gnome/pango,4537144,Debian:pango,2026-05-18T01:13:29+00:00
gnutls/gnutls,58873704,Debian:gnutls,2026-05-18T01:13:30+00:00
gnutls/libtasn1,59017205,Debian:libtasn1,2026-05-18T01:13:31+00:00
gnutls/nettle,59017402,Debian:nettle,2026-05-18T01:13:30+00:00
google/brotli,24993138,"PyPI:brotli,Debian:brotli",2026-05-18T01:13:33+00:00
google/zerocopy,534354967,"crates.io:zerocopy,crates.io:zerocopy-derive",2026-05-18T01:13:31+00:00
googleapis/google-auth-library-python,69199387,PyPI:google-auth,2026-05-03T18:58:23+00:00
googleapis/google-cloud-node-core,1052931509,"npm:gaxios,npm:google-auth-library,npm:gcp-metadata,npm:google-logging-utils,npm:teeny-request,npm:google-gax,npm:proto3-json-serializer,npm:googleapis-common",2026-05-03T18:58:31+00:00
googleapis/google-cloud-python,16316451,"PyPI:google-cloud-secret-manager,PyPI:google-cloud-bigquery-storage,PyPI:google-cloud-appengine-logging,PyPI:google-cloud-resource-manager,PyPI:google-cloud-monitoring,PyPI:google-cloud-dlp,PyPI:google-cloud-vision,PyPI:google-cloud-kms,PyPI:google-cloud-language,PyPI:google-cloud-tasks,PyPI:google-cloud-videointelligence,PyPI:google-cloud-batch,PyPI:google-cloud-dataproc,PyPI:google-cloud-workflows,PyPI:google-cloud-compute,PyPI:google-cloud-speech,PyPI:google-cloud-redis,PyPI:google-cloud-os-login,PyPI:google-cloud-memcache,PyPI:google-analytics-admin,PyPI:google-cloud-dataform,PyPI:google-cloud-bigquery-datatransfer,PyPI:google-cloud-automl,PyPI:google-cloud-orchestration-airflow,PyPI:google-cloud-dataproc-metastore,PyPI:google-cloud-datacatalog,PyPI:google-cloud-container,PyPI:google-cloud-texttospeech,PyPI:google-cloud-build,PyPI:google-cloud-translate,PyPI:google-cloud-dataplex,PyPI:google-cloud-dataflow-client,PyPI:google-cloud-run,PyPI:google-cloud-storage-transfer,PyPI:google-cloud,PyPI:google-ai-generativelanguage,PyPI:google-cloud-storage-control,PyPI:google-cloud-recommendations-ai,PyPI:google-cloud-trace,PyPI:google-analytics-data,PyPI:google-cloud-bigquery-biglake,PyPI:gcloud,PyPI:google-cloud-alloydb,PyPI:google-cloud-managedkafka,PyPI:google-cloud-vectorsearch,PyPI:google-cloud-functions,PyPI:google-cloud-modelarmor,PyPI:google-cloud-bigquery-connection",2026-05-18T01:14:19+00:00
googleapis/google-resumable-media-python,88091939,PyPI:google-resumable-media,2026-05-03T18:58:24+00:00
googleapis/python-api-core,226992456,PyPI:google-api-core,2026-05-03T18:58:24+00:00
googleapis/python-crc32c,159736041,PyPI:google-crc32c,2026-05-03T18:58:25+00:00
googleapis/python-storage,226992639,PyPI:google-cloud-storage,2026-05-03T18:58:25+00:00
googlechrome/workbox,55424670,"npm:workbox-core,npm:workbox-routing,npm:workbox-strategies,npm:workbox-background-sync,npm:workbox-build,npm:workbox-precaching,npm:workbox-cacheable-response,npm:workbox-expiration,npm:workbox-navigation-preload,npm:workbox-range-requests,npm:workbox-google-analytics,npm:workbox-streams,npm:workbox-sw,npm:workbox-window,npm:workbox-broadcast-update,npm:workbox-webpack-plugin,npm:workbox-recipes",2026-05-18T01:13:48+00:00
gozala/events,1649251,npm:events,2026-05-03T18:58:26+00:00
gpg/libgpg-error,42075984,Debian:libgpg-error,2026-05-18T01:13:46+00:00
grahamdumpleton/wrapt,10357291,PyPI:wrapt,2026-05-18T01:13:33+00:00
grantjenks/python-sortedcontainers,17144859,PyPI:sortedcontainers,2026-06-28T15:44:43+00:00
graydon/exhaustigen-rs,432630522,crates.io:exhaustigen,2026-05-18T01:13:34+00:00
gregberge/svgr,102155012,"npm:@svgr/babel-preset,npm:@svgr/hast-util-to-babel-ast,npm:@svgr/babel-plugin-transform-svg-component,npm:@svgr/babel-plugin-transform-react-native-svg,npm:@svgr/babel-plugin-svg-em-dimensions,npm:@svgr/babel-plugin-replace-jsx-attribute-value,npm:@svgr/babel-plugin-svg-dynamic-title,npm:@svgr/babel-plugin-add-jsx-attribute,npm:@svgr/core,npm:@svgr/babel-plugin-remove-jsx-attribute,npm:@svgr/babel-plugin-remove-jsx-empty-expression,npm:@svgr/plugin-jsx,npm:@svgr/plugin-svgo,npm:@svgr/webpack",2026-05-18T01:13:48+00:00
grncdr/merge-stream,10579821,npm:merge-stream,2026-05-18T01:13:43+00:00
grpc/grpc,27729880,"PyPI:grpcio,PyPI:grpcio-status,PyPI:grpcio-tools,PyPI:grpcio-health-checking,PyPI:grpcio-reflection,Debian:grpc",2026-05-18T01:13:49+00:00
gsnedders/python-webencodings,7043404,PyPI:webencodings,2026-05-18T01:13:47+00:00
guillaumegomez/doc-comment,127254922,crates.io:doc-comment,2026-05-18T01:13:48+00:00
gulpjs/glob-parent,29154915,npm:glob-parent,2026-05-18T01:13:49+00:00
gweis/isodate,6449370,PyPI:isodate,2026-05-18T01:13:49+00:00
gyscos/zstd-rs,52115335,"crates.io:zstd-sys,crates.io:zstd,crates.io:zstd-safe",2026-05-18T01:13:52+00:00
hapijs/hoek,5831189,"npm:@hapi/hoek,npm:hoek",2026-05-18T01:13:53+00:00
harfbuzz/harfbuzz,5050525,Debian:harfbuzz,2026-05-18T01:13:51+00:00
hiddentao/fast-levenshtein,9490451,npm:fast-levenshtein,2026-05-18T01:13:50+00:00
httplib2/httplib2,53002916,PyPI:httplib2,2026-05-18T01:13:51+00:00
huggingface/huggingface_hub,323591830,PyPI:huggingface-hub,2026-06-28T20:20:33+00:00
hukkin/tomli,370616797,PyPI:tomli,2026-05-18T01:13:51+00:00
hyperium/http,84983058,crates.io:http,2026-05-18T01:13:52+00:00
hyperium/http-body,183281612,"crates.io:http-body,crates.io:http-body-util",2026-05-18T01:13:53+00:00
iarna/aproba,31432421,npm:aproba,2026-05-18T01:13:53+00:00
import-js/eslint-plugin-import,32238354,"npm:eslint-plugin-import,npm:eslint-import-resolver-node,npm:eslint-module-utils,npm:eslint-import-resolver-webpack",2026-05-18T01:13:56+00:00
indexmap-rs/indexmap,68294628,crates.io:indexmap,2026-05-18T01:13:53+00:00
indutny/bn.js,19176350,npm:bn.js,2026-05-18T01:13:53+00:00
indygreg/python-zstandard,67307930,PyPI:zstandard,2026-05-18T01:13:54+00:00
inikulin/parse5,8862593,"npm:parse5,npm:parse5-htmlparser2-tree-adapter,npm:parse5-sax-parser,npm:parse5-html-rewriting-stream,npm:parse5-parser-stream",2026-05-18T01:13:58+00:00
inspect-js/array-buffer-byte-length,607836784,npm:array-buffer-byte-length,2026-05-18T01:13:55+00:00
inspect-js/available-typed-arrays,235965505,npm:available-typed-arrays,2026-05-18T01:13:55+00:00
inspect-js/functions-have-names,198357138,npm:functions-have-names,2026-05-18T01:13:56+00:00
inspect-js/has-bigints,201714166,npm:has-bigints,2026-05-18T01:14:02+00:00
inspect-js/has-property-descriptors,481834578,npm:has-property-descriptors,2026-05-18T01:13:56+00:00
inspect-js/has-proto,577580747,npm:has-proto,2026-05-18T01:14:11+00:00
inspect-js/has-symbols,68573418,npm:has-symbols,2026-05-18T01:13:57+00:00
inspect-js/has-tostringtag,392913710,npm:has-tostringtag,2026-05-18T01:13:59+00:00
inspect-js/hasown,703350811,npm:hasown,2026-05-18T01:13:59+00:00
inspect-js/is-accessor-descriptor,41658954,npm:is-accessor-descriptor,2026-05-18T01:14:00+00:00
inspect-js/is-arguments,15725461,npm:is-arguments,2026-05-18T01:14:00+00:00
inspect-js/is-array-buffer,45977026,npm:is-array-buffer,2026-05-18T01:14:00+00:00
inspect-js/is-bigint,149682261,npm:is-bigint,2026-05-18T01:14:00+00:00
inspect-js/is-boolean-object,34700259,npm:is-boolean-object,2026-05-18T01:14:01+00:00
inspect-js/is-callable,30012910,npm:is-callable,2026-05-18T01:14:01+00:00
inspect-js/is-core-module,24578130,npm:is-core-module,2026-05-18T01:14:02+00:00
inspect-js/is-data-descriptor,41659073,npm:is-data-descriptor,2026-05-18T01:14:02+00:00
inspect-js/is-data-view,751048078,npm:is-data-view,2026-05-18T01:14:02+00:00
inspect-js/is-date-object,29991041,npm:is-date-object,2026-05-18T01:14:03+00:00
inspect-js/is-descriptor,41658845,npm:is-descriptor,2026-05-18T01:14:03+00:00
inspect-js/is-number-object,29991666,npm:is-number-object,2026-05-18T01:14:03+00:00
inspect-js/is-regex,15930063,npm:is-regex,2026-05-18T01:14:03+00:00
inspect-js/is-string,30010185,npm:is-string,2026-05-18T01:14:04+00:00
inspect-js/is-symbol,29791606,npm:is-symbol,2026-05-18T01:14:04+00:00
inspect-js/is-typed-array,43528820,npm:is-typed-array,2026-05-18T01:14:04+00:00
inspect-js/node-supports-preserve-symlinks-flag,443970899,npm:supports-preserve-symlinks-flag,2026-05-18T01:14:04+00:00
inspect-js/object-inspect,11683441,npm:object-inspect,2026-05-18T01:14:04+00:00
inspect-js/typed-array-buffer,649850465,npm:typed-array-buffer,2026-05-18T01:14:05+00:00
inspect-js/which-boxed-primitive,201685155,npm:which-boxed-primitive,2026-05-18T01:14:05+00:00
inspect-js/which-typed-array,43708371,npm:which-typed-array,2026-05-18T01:14:05+00:00
ipython/traitlets,14993021,PyPI:traitlets,2026-05-18T01:14:05+00:00
isaacs/chownr,3858354,npm:chownr,2026-05-18T01:14:06+00:00
isaacs/cliui,634056857,npm:@isaacs/cliui,2026-05-18T01:14:06+00:00
isaacs/core-util-is,12391440,npm:core-util-is,2026-05-18T01:14:06+00:00
isaacs/fs-minipass,102982143,"npm:fs-minipass,npm:@isaacs/fs-minipass",2026-05-18T01:14:07+00:00
isaacs/fs.realpath,61231712,npm:fs.realpath,2026-05-18T01:14:06+00:00
isaacs/inherits,1580001,npm:inherits,2026-05-18T01:14:07+00:00
isaacs/isexe,49804297,npm:isexe,2026-05-18T01:14:07+00:00
isaacs/minimatch,2056549,npm:minimatch,2026-05-18T01:14:07+00:00
isaacs/minipass,84886212,npm:minipass,2026-05-18T01:14:07+00:00
isaacs/minizlib,86429676,npm:minizlib,2026-05-18T01:14:08+00:00
isaacs/node-glob,357681,npm:glob,2026-05-18T01:14:08+00:00
isaacs/node-graceful-fs,2077020,npm:graceful-fs,2026-05-18T01:14:07+00:00
isaacs/node-lru-cache,679662,npm:lru-cache,2026-05-18T01:14:08+00:00
isaacs/node-mkdirp,2718248,npm:mkdirp,2026-05-18T01:14:08+00:00
isaacs/node-tar,1534331,npm:tar,2026-05-18T01:14:09+00:00
isaacs/once,5409660,npm:once,2026-05-18T01:14:09+00:00
isaacs/package-json-from-dist,800543709,npm:package-json-from-dist,2026-05-18T01:14:09+00:00
isaacs/path-scurry,591569499,npm:path-scurry,2026-05-18T01:14:09+00:00
isaacs/rimraf,1341324,npm:rimraf,2026-05-18T01:14:09+00:00
isaacs/sax-js,508894,npm:sax,2026-05-18T01:14:10+00:00
isaacs/wrappy,24208073,npm:wrappy,2026-05-18T01:14:10+00:00
isaacs/yallist,48222381,npm:yallist,2026-05-18T01:14:10+00:00
istanbuljs/istanbuljs,81482340,"npm:istanbul-lib-coverage,npm:istanbul-lib-instrument,npm:istanbul-lib-report,npm:istanbul-reports,npm:istanbul-lib-source-maps,npm:istanbul-lib-hook,npm:istanbul-api",2026-05-18T01:14:16+00:00
istanbuljs/schema,211950686,npm:@istanbuljs/schema,2026-05-18T01:14:10+00:00
istanbuljs/test-exclude,60489570,npm:test-exclude,2026-05-18T01:14:11+00:00
jamesmunns/postcard,179385478,"crates.io:postcard,crates.io:postcard-derive",2026-05-18T01:14:12+00:00
jaraco/jaraco.develop,48289082,PyPI:jaraco-develop,2026-05-18T01:14:11+00:00
jaraco/pytest-perf,372026120,PyPI:pytest-perf,2026-05-18T01:14:11+00:00
jaraco/zipp,157774633,PyPI:zipp,2026-05-18T01:14:12+00:00
jaredhanson/utils-merge,11349896,npm:utils-merge,2026-05-18T01:14:12+00:00
jaredwray/cacheable,9267870,"npm:flat-cache,npm:file-entry-cache,npm:cacheable-request,npm:cacheable,npm:@cacheable/utils,npm:@cacheable/memory,npm:cache-manager",2026-05-18T01:14:18+00:00
jaredwray/keyv,96540810,"npm:keyv,npm:@keyv/serialize,npm:@keyv/bigmap",2026-05-18T01:14:14+00:00
jawah/charset_normalizer,200259335,PyPI:charset-normalizer,2026-05-18T01:14:13+00:00
jbgutierrez/path-parse,34113780,npm:path-parse,2026-05-18T01:14:13+00:00
jd/tenacity,65468547,PyPI:tenacity,2026-05-18T01:14:13+00:00
jensyt/imurmurhash-js,11802843,npm:imurmurhash,2026-05-18T01:14:14+00:00
jestjs/jest,15062869,"npm:@jest/types,npm:jest-util,npm:pretty-format,npm:@jest/schemas,npm:@jest/get-type,npm:jest-worker,npm:jest-regex-util,npm:jest-message-util,npm:jest-mock,npm:expect,npm:jest-diff,npm:jest-snapshot,npm:jest-haste-map,npm:@jest/test-result,npm:jest-matcher-utils,npm:@jest/environment,npm:jest-get-type,npm:@jest/fake-timers,npm:@jest/console,npm:@jest/transform,npm:jest-validate,npm:babel-plugin-jest-hoist,npm:diff-sequences,npm:jest-resolve,npm:@jest/core,npm:jest-config,npm:babel-preset-jest,npm:jest-cli,npm:jest-watcher,npm:jest-runtime,npm:@jest/pattern,npm:@jest/expect-utils,npm:babel-jest,npm:jest-environment-node,npm:jest-docblock,npm:@jest/source-map,npm:jest-runner,npm:jest-each,npm:jest-leak-detector,npm:jest-changed-files,npm:jest-resolve-dependencies,npm:@jest/test-sequencer,npm:@jest/reporters,npm:jest,npm:@jest/globals,npm:@jest/expect,npm:jest-circus,npm:jest-environment-jsdom,npm:jest-serializer,npm:@jest/diff-sequences,npm:jest-jasmine2,npm:create-jest,npm:@jest/environment-jsdom-abstract,npm:@jest/snapshot-utils,npm:@jest/create-cache-key-function",2026-05-18T01:15:09+00:00
jimmywarting/node-domexception,371470141,npm:node-domexception,2026-05-03T18:58:54+00:00
jimp-dev/jimp,24008065,"npm:@jimp/types,npm:@jimp/core,npm:@jimp/utils,npm:@jimp/plugin-resize,npm:@jimp/plugin-crop,npm:@jimp/plugin-blit,npm:@jimp/plugin-color,npm:jimp,npm:@jimp/plugin-flip,npm:@jimp/plugin-contain,npm:@jimp/plugin-rotate,npm:@jimp/plugin-displace,npm:@jimp/plugin-mask,npm:@jimp/plugin-print,npm:@jimp/plugin-blur,npm:@jimp/plugin-cover,npm:@jimp/plugin-dither,npm:@jimp/custom,npm:@jimp/plugin-circle,npm:@jimp/plugin-threshold,npm:@jimp/plugin-fisheye,npm:@jimp/file-ops,npm:@jimp/plugin-hash,npm:@jimp/js-png,npm:@jimp/js-jpeg,npm:@jimp/js-bmp,npm:@jimp/js-tiff,npm:@jimp/js-gif,npm:@jimp/plugin-quantize,npm:@jimp/diff",2026-05-18T01:14:43+00:00
jmespath/jmespath.py,8300763,PyPI:jmespath,2026-05-18T01:14:15+00:00
joblib/joblib,654608,PyPI:joblib,2026-05-18T01:14:15+00:00
jonathanong/ee-first,20707897,npm:ee-first,2026-05-18T01:14:16+00:00
jonschlinkert/assign-symbols,45661176,npm:assign-symbols,2026-05-18T01:14:16+00:00
jonschlinkert/define-property,40633359,npm:define-property,2026-05-18T01:14:16+00:00
jonschlinkert/extend-shallow,25867410,npm:extend-shallow,2026-05-18T01:14:17+00:00
jonschlinkert/fill-range,27113310,npm:fill-range,2026-05-18T01:14:17+00:00
jonschlinkert/get-value,24911025,npm:get-value,2026-05-18T01:14:17+00:00
jonschlinkert/global-prefix,31455984,npm:global-prefix,2026-05-18T01:14:18+00:00
jonschlinkert/has-value,24310408,npm:has-value,2026-05-18T01:14:18+00:00
jonschlinkert/has-values,33009186,npm:has-values,2026-05-18T01:14:18+00:00
jonschlinkert/is-extendable,38225016,npm:is-extendable,2026-05-18T01:14:19+00:00
jonschlinkert/is-extglob,31788841,npm:is-extglob,2026-05-03T18:58:59+00:00
jonschlinkert/is-number,24313173,npm:is-number,2026-05-18T01:14:19+00:00
jonschlinkert/is-plain-object,24306940,npm:is-plain-object,2026-05-18T01:14:19+00:00
jonschlinkert/isobject,21342886,npm:isobject,2026-05-18T01:14:19+00:00
jonschlinkert/kind-of,24491562,npm:kind-of,2026-05-18T01:14:20+00:00
jonschlinkert/map-cache,32450614,npm:map-cache,2026-05-18T01:14:20+00:00
jonschlinkert/normalize-path,21224182,npm:normalize-path,2026-05-18T01:14:20+00:00
jonschlinkert/object-visit,38545952,npm:object-visit,2026-05-18T01:14:20+00:00
jonschlinkert/word-wrap,18260583,npm:word-wrap,2026-05-18T01:14:21+00:00
jorgebucaran/colorette,34648097,npm:colorette,2026-05-18T01:14:21+00:00
joshuakgoldberg/ts-api-utils,597893818,npm:ts-api-utils,2026-05-18T01:14:21+00:00
jpadilla/pyjwt,1408162,PyPI:pyjwt,2026-05-18T01:14:21+00:00
jprichardson/node-fs-extra,2791348,npm:fs-extra,2026-05-18T01:14:21+00:00
jprichardson/node-jsonfile,5754307,npm:jsonfile,2026-05-18T01:14:21+00:00
jquast/wcwidth,18464187,PyPI:wcwidth,2026-05-18T01:14:22+00:00
jquery/esprima,2833537,npm:esprima,2026-05-18T01:14:21+00:00
jridgewell/resolve-uri,196878944,npm:@jridgewell/resolve-uri,2026-05-18T01:14:22+00:00
jridgewell/sourcemaps,897142826,"npm:@jridgewell/sourcemap-codec,npm:@jridgewell/trace-mapping,npm:@jridgewell/gen-mapping,npm:@jridgewell/source-map,npm:@jridgewell/remapping",2026-05-18T01:14:26+00:00
jsdom/tr46,36964214,npm:tr46,2026-05-18T01:14:22+00:00
jsdom/webidl-conversions,23000311,npm:webidl-conversions,2026-05-18T01:14:22+00:00
jsdom/whatwg-mimetype,71014420,npm:whatwg-mimetype,2026-05-18T01:14:23+00:00
jsdom/whatwg-url,34761352,npm:whatwg-url,2026-05-18T01:14:23+00:00
jsdom/xml-name-validator,28553202,npm:xml-name-validator,2026-05-18T01:14:23+00:00
jshttp/accepts,15482433,npm:accepts,2026-05-18T01:14:23+00:00
jshttp/content-disposition,24216676,npm:content-disposition,2026-05-18T01:14:23+00:00
jshttp/content-type,30172150,npm:content-type,2026-05-18T01:14:24+00:00
jshttp/cookie,4475810,npm:cookie,2026-05-18T01:14:24+00:00
jshttp/etag,22894570,npm:etag,2026-05-18T01:14:24+00:00
jshttp/forwarded,24300217,npm:forwarded,2026-05-18T01:14:24+00:00
jshttp/fresh,4617552,npm:fresh,2026-05-18T01:14:24+00:00
jshttp/http-errors,23806086,npm:http-errors,2026-05-18T01:14:25+00:00
jshttp/media-typer,20814275,npm:media-typer,2026-05-18T01:14:25+00:00
jshttp/methods,8274071,npm:methods,2026-05-18T01:14:25+00:00
jshttp/mime-db,22970419,npm:mime-db,2026-05-18T01:14:25+00:00
jshttp/mime-types,19380178,npm:mime-types,2026-05-18T01:14:25+00:00
jshttp/negotiator,3275614,npm:negotiator,2026-05-18T01:14:26+00:00
jshttp/on-finished,15349765,npm:on-finished,2026-05-18T01:14:26+00:00
jshttp/range-parser,4627131,npm:range-parser,2026-05-18T01:14:26+00:00
jshttp/statuses,17690272,npm:statuses,2026-05-18T01:14:26+00:00
jshttp/type-is,15484233,npm:type-is,2026-05-18T01:14:26+00:00
jshttp/vary,20498698,npm:vary,2026-05-18T01:14:27+00:00
jslicense/spdx-correct.js,34817196,npm:spdx-correct,2026-05-18T01:14:27+00:00
jslicense/spdx-exceptions.json,40062896,npm:spdx-exceptions,2026-05-18T01:14:27+00:00
jslicense/spdx-expression-parse.js,40067336,npm:spdx-expression-parse,2026-05-18T01:14:27+00:00
jslicense/spdx-license-ids,26001547,npm:spdx-license-ids,2026-05-18T01:14:27+00:00
json5/json5,4463453,npm:json5,2026-05-18T01:14:27+00:00
juliangruber/balanced-match,13538817,npm:balanced-match,2026-05-18T01:14:28+00:00
juliangruber/brace-expansion,13539234,npm:brace-expansion,2026-05-18T01:14:28+00:00
juliangruber/isarray,10227611,npm:isarray,2026-05-18T01:14:28+00:00
justmoon/node-extend,3967764,npm:extend,2026-05-18T01:14:28+00:00
jviereck/regjsparser,14087781,npm:regjsparser,2026-05-18T01:14:28+00:00
ka-weihe/fastest-levenshtein,158960628,npm:fastest-levenshtein,2026-05-18T01:14:28+00:00
kaelzhang/node-ignore,12519245,npm:ignore,2026-05-18T01:14:29+00:00
kemitchell/validate-npm-package-license.js,35000460,npm:validate-npm-package-license,2026-05-18T01:14:29+00:00
kevinbeaty/any-promise,26247715,npm:any-promise,2026-05-18T01:14:29+00:00
kevva/dir-glob,49264969,npm:dir-glob,2026-05-18T01:14:29+00:00
kevva/shebang-command,47402913,npm:shebang-command,2026-05-18T01:14:29+00:00
kilian/electron-to-chromium,78972540,npm:electron-to-chromium,2026-05-18T01:14:29+00:00
kjd/idna,10323585,PyPI:idna,2026-05-18T01:14:30+00:00
knurling-rs/defmt,282262730,"crates.io:defmt,crates.io:defmt-macros,crates.io:defmt-parser",2026-05-18T01:14:32+00:00
kpdecker/jsdiff,1542219,npm:diff,2026-05-18T01:14:30+00:00
krb5/krb5,4307702,Debian:krb5,2026-05-18T01:14:32+00:00
kriskowal/asap,11295071,npm:asap,2026-05-18T01:14:30+00:00
kriszyp/json-schema,947175,npm:json-schema,2026-05-18T01:14:30+00:00
langchain-ai/langchain,552661142,"PyPI:langchain-core,PyPI:langchain,PyPI:langchain-openai,PyPI:langchain-text-splitters,PyPI:langchain-anthropic,PyPI:langchain-classic,PyPI:langchain-tests",2026-05-18T01:14:38+00:00
laurent-laporte-pro/deprecated,111412148,PyPI:deprecated,2026-05-18T01:14:31+00:00
lddubeau/xmlchars,139881982,npm:xmlchars,2026-05-03T18:59:15+00:00
legrandin/pycryptodome,19378935,"PyPI:pycryptodomex,PyPI:pycryptodome",2026-05-18T01:14:32+00:00
libevent/libevent,1856976,Debian:libevent,2026-05-18T01:14:31+00:00
libexpat/libexpat,80314213,Debian:expat,2026-05-18T01:14:33+00:00
libffi/libffi,321154,Debian:libffi,2026-05-18T01:14:32+00:00
libidn/libidn2,87378214,Debian:libidn2,2026-05-18T01:14:32+00:00
libjpeg-turbo/libjpeg-turbo,39760454,Debian:libjpeg-turbo,2026-05-18T01:14:34+00:00
libjxl/libjxl,340219494,Debian:libjxl,2026-05-18T01:14:33+00:00
libpixman/pixman,81675971,Debian:pixman,2026-06-28T17:39:42+00:00
libuv/libuv,14812739,Debian:libuv,2026-05-18T01:14:33+00:00
linusu/buffer-from,66025821,npm:buffer-from,2026-05-18T01:14:33+00:00
linux-audit/audit-userspace,52464964,Debian:audit,2026-05-18T01:14:34+00:00
linux-pam/linux-pam,76264690,Debian:pam,2026-05-18T01:14:35+00:00
litejs/natural-compare-lite,9146732,"npm:natural-compare,npm:natural-compare-lite",2026-05-18T01:14:35+00:00
ljharb/call-bind,308533760,npm:call-bind,2026-05-18T01:14:34+00:00
ljharb/call-bind-apply-helpers,898190951,npm:call-bind-apply-helpers,2026-05-18T01:14:35+00:00
ljharb/call-bound,898125972,npm:call-bound,2026-05-18T01:14:35+00:00
ljharb/concat-map,548993448,npm:concat-map,2026-05-18T01:14:34+00:00
ljharb/define-data-property,689109338,npm:define-data-property,2026-05-18T01:14:35+00:00
ljharb/define-properties,28768789,npm:define-properties,2026-05-18T01:14:36+00:00
ljharb/es-abstract,28995155,npm:es-abstract,2026-05-18T01:14:36+00:00
ljharb/es-define-property,756570458,npm:es-define-property,2026-05-18T01:14:36+00:00
ljharb/es-errors,752160492,npm:es-errors,2026-05-18T01:14:36+00:00
ljharb/es-object-atoms,773229339,npm:es-object-atoms,2026-05-03T18:59:20+00:00
ljharb/es-shim-unscopables,480458584,npm:es-shim-unscopables,2026-05-18T01:14:36+00:00
ljharb/es-to-primitive,32377814,npm:es-to-primitive,2026-05-18T01:14:37+00:00
ljharb/get-intrinsic,308516559,npm:get-intrinsic,2026-05-18T01:14:37+00:00
ljharb/get-proto,911035271,npm:get-proto,2026-05-18T01:14:37+00:00
ljharb/gopd,560708130,npm:gopd,2026-05-18T01:14:37+00:00
ljharb/has-bigints,201714166,npm:has-bigints,2026-05-03T18:59:21+00:00
ljharb/internal-slot,216159146,npm:internal-slot,2026-05-18T01:14:37+00:00
ljharb/object-keys,9103992,npm:object-keys,2026-05-18T01:14:38+00:00
ljharb/object.assign,17755831,npm:object.assign,2026-05-18T01:14:38+00:00
ljharb/possible-typed-array-names,760136716,npm:possible-typed-array-names,2026-05-18T01:14:38+00:00
ljharb/qs,22266795,npm:qs,2026-05-18T01:14:38+00:00
ljharb/safe-regex-test,540138887,npm:safe-regex-test,2026-05-18T01:14:38+00:00
