repo,repo_id,date,cve
gnome/libxml2,4537118,2025-09-10,DEBIAN-CVE-2025-9714
gnome/libxml2,4537118,2025-09-30,DLA-4319-1
gnutls/nettle,59017402,2021-04-05,DEBIAN-CVE-2021-20305
gnutls/nettle,59017402,2021-06-18,DSA-4933-1
gnutls/nettle,59017402,2021-08-05,DEBIAN-CVE-2021-3580
gnutls/nettle,59017402,2021-09-18,DLA-2760-1
google/brotli,24993138,2022-05-24,BIT-brotli-2020-8927
google/brotli,24993138,2025-10-31,CVE-2025-6176
google/zerocopy,534354967,2023-12-14,GHSA-3mv5-343c-w2qg
grpc/grpc,27729880,2023-06-09,DEBIAN-CVE-2023-32732
grpc/grpc,27729880,2023-07-05,CVE-2023-32731
grpc/grpc,27729880,2023-07-06,CVE-2023-1428
grpc/grpc,27729880,2023-07-06,CVE-2023-32732
grpc/grpc,27729880,2023-08-09,CVE-2023-33953
grpc/grpc,27729880,2023-08-09,DEBIAN-CVE-2023-33953
grpc/grpc,27729880,2023-09-13,CVE-2023-4785
grpc/grpc,27729880,2023-09-13,DEBIAN-CVE-2023-4785
grpc/grpc,27729880,2023-10-10,DEBIAN-CVE-2023-44487
grpc/grpc,27729880,2024-08-06,DEBIAN-CVE-2024-7246
grpc/grpc,27729880,2024-11-26,DEBIAN-CVE-2024-11407
gulpjs/glob-parent,29154915,2021-06-07,BIT-gulp-2020-28469
gulpjs/glob-parent,29154915,2022-07-18,BIT-gulp-2021-35065
hapijs/hoek,5831189,2022-09-25,CVE-2020-36604
harfbuzz/harfbuzz,5050525,2022-06-23,DEBIAN-CVE-2022-33068
harfbuzz/harfbuzz,5050525,2023-02-04,DEBIAN-CVE-2023-25193
harfbuzz/harfbuzz,5050525,2024-12-27,DEBIAN-CVE-2024-56732
httplib2/httplib2,53002916,2021-02-08,CVE-2021-21240
httplib2/httplib2,53002916,2022-05-14,CVE-2013-2037
hyperium/http,84983058,2021-08-25,CVE-2019-25008
hyperium/http,84983058,2021-08-25,CVE-2019-25009
isaacs/chownr,3858354,2022-02-10,CVE-2017-18869
isaacs/minimatch,2056549,2022-10-18,CVE-2022-3517
isaacs/node-glob,357681,2025-11-17,CVE-2025-64756
isaacs/node-tar,1534331,2021-08-03,CVE-2021-32803
isaacs/node-tar,1534331,2021-08-03,CVE-2021-32804
isaacs/node-tar,1534331,2021-08-31,CVE-2021-37701
isaacs/node-tar,1534331,2021-08-31,CVE-2021-37712
isaacs/node-tar,1534331,2021-08-31,CVE-2021-37713
isaacs/node-tar,1534331,2024-03-22,CVE-2024-28863
isaacs/node-tar,1534331,2025-10-30,CVE-2025-64118
jaraco/zipp,157774633,2024-07-09,CVE-2024-5569
jbgutierrez/path-parse,34113780,2021-08-10,CVE-2021-23343
joblib/joblib,654608,2022-09-26,CVE-2022-21797
jonschlinkert/word-wrap,18260583,2023-06-22,CVE-2023-26115
jpadilla/pyjwt,1408162,2022-05-13,CVE-2017-11424
jpadilla/pyjwt,1408162,2022-05-24,CVE-2022-29217
jpadilla/pyjwt,1408162,2024-12-02,CVE-2024-53861
jshttp/cookie,4475810,2024-10-04,CVE-2024-47764
json5/json5,4463453,2022-12-29,CVE-2022-46175
juliangruber/brace-expansion,13539234,2025-06-09,CVE-2025-5889
kjd/idna,10323585,2024-04-11,CVE-2024-3651
krb5/krb5,4307702,2021-07-22,DEBIAN-CVE-2021-36222
krb5/krb5,4307702,2021-07-25,DSA-4944-1
krb5/krb5,4307702,2021-08-23,DEBIAN-CVE-2021-37750
krb5/krb5,4307702,2021-09-30,DLA-2771-1
krb5/krb5,4307702,2022-11-19,DSA-5286-1
krb5/krb5,4307702,2022-11-29,DLA-3213-1
krb5/krb5,4307702,2022-12-25,DEBIAN-CVE-2022-42898
krb5/krb5,4307702,2023-08-07,DEBIAN-CVE-2023-36054
krb5/krb5,4307702,2023-10-22,DLA-3626-1
krb5/krb5,4307702,2024-02-29,DEBIAN-CVE-2024-26458
krb5/krb5,4307702,2024-02-29,DEBIAN-CVE-2024-26461
krb5/krb5,4307702,2024-02-29,DEBIAN-CVE-2024-26462
krb5/krb5,4307702,2024-06-28,DEBIAN-CVE-2024-37370
krb5/krb5,4307702,2024-06-28,DEBIAN-CVE-2024-37371
krb5/krb5,4307702,2024-07-05,DSA-5726-1
krb5/krb5,4307702,2025-02-23,DLA-4065-1
krb5/krb5,4307702,2025-04-15,DEBIAN-CVE-2025-3576
krb5/krb5,4307702,2025-05-30,DLA-4195-1
kriszyp/json-schema,947175,2021-11-19,CVE-2021-3918
langchain-ai/langchain,552661142,2023-04-05,CVE-2023-29374
langchain-ai/langchain,552661142,2023-06-14,CVE-2023-34540
langchain-ai/langchain,552661142,2023-06-20,CVE-2023-34541
langchain-ai/langchain,552661142,2023-07-03,CVE-2023-36258
langchain-ai/langchain,552661142,2023-07-06,CVE-2023-36188
langchain-ai/langchain,552661142,2023-07-06,CVE-2023-36189
langchain-ai/langchain,552661142,2023-08-05,CVE-2023-36095
langchain-ai/langchain,552661142,2023-08-15,CVE-2023-38860
langchain-ai/langchain,552661142,2023-08-15,CVE-2023-38896
langchain-ai/langchain,552661142,2023-08-15,CVE-2023-39659
langchain-ai/langchain,552661142,2023-08-22,CVE-2023-36281
langchain-ai/langchain,552661142,2023-09-01,CVE-2023-39631
langchain-ai/langchain,552661142,2023-10-19,CVE-2023-46229
langchain-ai/langchain,552661142,2023-10-21,CVE-2023-32785
langchain-ai/langchain,552661142,2023-10-21,CVE-2023-32786
langchain-ai/langchain,552661142,2024-02-26,CVE-2024-0243
langchain-ai/langchain,552661142,2024-03-04,CVE-2024-28088
langchain-ai/langchain,552661142,2024-03-26,CVE-2024-1455
langchain-ai/langchain,552661142,2024-04-16,CVE-2024-3571
langchain-ai/langchain,552661142,2024-06-06,CVE-2024-2965
langchain-ai/langchain,552661142,2024-10-29,CVE-2024-8309
langchain-ai/langchain,552661142,2025-03-20,CVE-2024-10940
langchain-ai/langchain,552661142,2025-10-06,CVE-2025-6985
langchain-ai/langchain,552661142,2025-11-20,CVE-2025-65106
langchain-ai/langchain,552661142,2025-12-23,CVE-2025-68664
legrandin/pycryptodome,19378935,2024-01-05,CVE-2023-52323
libexpat/libexpat,80314213,2022-01-01,DEBIAN-CVE-2021-45960
libexpat/libexpat,80314213,2022-01-06,DEBIAN-CVE-2021-46143
libexpat/libexpat,80314213,2022-01-10,DEBIAN-CVE-2022-22822
libexpat/libexpat,80314213,2022-01-10,DEBIAN-CVE-2022-22823
libexpat/libexpat,80314213,2022-01-10,DEBIAN-CVE-2022-22824
libexpat/libexpat,80314213,2022-01-10,DEBIAN-CVE-2022-22825
libexpat/libexpat,80314213,2022-01-10,DEBIAN-CVE-2022-22826
libexpat/libexpat,80314213,2022-01-10,DEBIAN-CVE-2022-22827
libexpat/libexpat,80314213,2022-01-24,DEBIAN-CVE-2022-23852
libexpat/libexpat,80314213,2022-01-26,DEBIAN-CVE-2022-23990
libexpat/libexpat,80314213,2022-01-30,DLA-2904-1
libexpat/libexpat,80314213,2022-02-12,DSA-5073-1
libexpat/libexpat,80314213,2022-02-16,DEBIAN-CVE-2022-25235
libexpat/libexpat,80314213,2022-02-16,DEBIAN-CVE-2022-25236
libexpat/libexpat,80314213,2022-02-18,DEBIAN-CVE-2022-25313
libexpat/libexpat,80314213,2022-02-18,DEBIAN-CVE-2022-25314
libexpat/libexpat,80314213,2022-02-18,DEBIAN-CVE-2022-25315
libexpat/libexpat,80314213,2022-02-22,DSA-5085-1
libexpat/libexpat,80314213,2022-03-07,DLA-2935-1
libexpat/libexpat,80314213,2022-03-13,DSA-5085-2
libexpat/libexpat,80314213,2022-09-14,DEBIAN-CVE-2022-40674
libexpat/libexpat,80314213,2022-09-22,DSA-5236-1
libexpat/libexpat,80314213,2022-09-25,DLA-3119-1
libexpat/libexpat,80314213,2022-10-24,DEBIAN-CVE-2022-43680
libexpat/libexpat,80314213,2022-10-28,DLA-3165-1
libexpat/libexpat,80314213,2022-10-30,DSA-5266-1
libexpat/libexpat,80314213,2024-02-04,DEBIAN-CVE-2023-52425
libexpat/libexpat,80314213,2024-02-04,DEBIAN-CVE-2023-52426
libexpat/libexpat,80314213,2024-03-10,DEBIAN-CVE-2024-28757
libexpat/libexpat,80314213,2024-04-07,DLA-3783-1
libexpat/libexpat,80314213,2024-08-30,DEBIAN-CVE-2024-45490
libexpat/libexpat,80314213,2024-08-30,DEBIAN-CVE-2024-45491
libexpat/libexpat,80314213,2024-08-30,DEBIAN-CVE-2024-45492
libexpat/libexpat,80314213,2024-09-17,DSA-5770-1
libexpat/libexpat,80314213,2024-09-19,DLA-3893-1
libexpat/libexpat,80314213,2024-10-27,DEBIAN-CVE-2024-50602
libexpat/libexpat,80314213,2025-03-14,DEBIAN-CVE-2024-8176
libexpat/libexpat,80314213,2025-04-30,DLA-4145-1
libexpat/libexpat,80314213,2025-09-15,DEBIAN-CVE-2025-59375
libexpat/libexpat,80314213,2025-11-28,DEBIAN-CVE-2025-66382
libjpeg-turbo/libjpeg-turbo,39760454,2021-06-01,DEBIAN-CVE-2020-17541
libjpeg-turbo/libjpeg-turbo,39760454,2022-05-31,DLA-3037-1
libjpeg-turbo/libjpeg-turbo,39760454,2022-06-18,DEBIAN-CVE-2021-46822
libjpeg-turbo/libjpeg-turbo,39760454,2022-08-31,DEBIAN-CVE-2020-35538
libpixman/pixman,81675971,2022-11-03,DEBIAN-CVE-2022-44638
libpixman/pixman,81675971,2022-11-07,DLA-3179-1
libpixman/pixman,81675971,2022-11-12,DSA-5276-1
libpixman/pixman,81675971,2023-07-17,DEBIAN-CVE-2023-37769
linux-pam/linux-pam,76264690,2024-02-06,DEBIAN-CVE-2024-22365
linux-pam/linux-pam,76264690,2024-10-23,DEBIAN-CVE-2024-10041
linux-pam/linux-pam,76264690,2024-11-07,DEBIAN-CVE-2024-10963
linux-pam/linux-pam,76264690,2025-06-17,DEBIAN-CVE-2025-6020
linux-pam/linux-pam,76264690,2025-08-13,DEBIAN-CVE-2025-8941
linux-pam/linux-pam,76264690,2025-09-21,DLA-4306-1
ljharb/qs,22266795,2022-11-27,CVE-2022-24999
ljharb/qs,22266795,2025-12-30,CVE-2025-15284
lodash/lodash,3955647,2021-05-06,CVE-2021-23337
lodash/lodash,3955647,2022-01-06,CVE-2020-28500
lxml/lxml,1353927,2021-01-07,CVE-2020-27783
lxml/lxml,1353927,2021-03-21,CVE-2021-28957
lxml/lxml,1353927,2021-12-13,CVE-2021-43818
lxml/lxml,1353927,2022-05-13,CVE-2018-19787
lxml/lxml,1353927,2022-05-14,CVE-2014-3146
lxml/lxml,1353927,2022-07-05,CVE-2022-2309
lz4/lz4,18106269,2021-05-12,DLA-2657-1
lz4/lz4,18106269,2021-05-21,DSA-4919-1
lz4/lz4,18106269,2021-06-02,DEBIAN-CVE-2021-3520
madler/zlib,2359378,2022-03-25,DEBIAN-CVE-2018-25032
madler/zlib,2359378,2022-04-01,DSA-5111-1
madler/zlib,2359378,2022-04-02,DLA-2968-1
madler/zlib,2359378,2022-08-05,DEBIAN-CVE-2022-37434
madler/zlib,2359378,2022-08-25,DSA-5218-1
madler/zlib,2359378,2022-09-12,DLA-3103-1
madler/zlib,2359378,2023-10-14,DEBIAN-CVE-2023-45853
marshallpierce/rust-base64,47371310,2021-08-25,CVE-2017-1000430
matklad/once_cell,143220272,2021-08-25,CVE-2019-16141
medikoo/es5-ext,1792941,2024-02-26,CVE-2024-27088
mhammond/pywin32,108187130,2021-07-06,CVE-2021-32559
micromatch/braces,25475303,2022-01-06,CVE-2018-1109
micromatch/braces,25475303,2024-05-14,CVE-2024-4068
micromatch/micromatch,27359938,2024-05-14,CVE-2024-4067
microsoft/windows-rs,208102250,2022-01-02,GHSA-x4mq-m75f-mx8m
minimistjs/minimist,549230701,2022-03-18,CVE-2021-44906
moment/moment,1424470,2022-04-04,CVE-2022-24785
moment/moment,1424470,2022-07-06,CVE-2022-31129
moxystudio/node-cross-spawn,21335844,2024-11-08,CVE-2024-21538
mvdnes/spin-rs,21686666,2021-08-25,CVE-2019-16137
mvdnes/spin-rs,21686666,2023-03-31,GHSA-2qv5-7mw5-j3cg
nghttp2/nghttp2,11452676,2021-10-16,DLA-2786-1
nghttp2/nghttp2,11452676,2023-10-10,DEBIAN-CVE-2023-44487
nghttp2/nghttp2,11452676,2023-10-16,DLA-3621-1
nghttp2/nghttp2,11452676,2023-12-01,DSA-5570-1
nghttp2/nghttp2,11452676,2024-04-04,DEBIAN-CVE-2024-28182
nghttp2/nghttp2,11452676,2024-04-30,DLA-3804-1
nghttp2/nghttp2,11452676,2024-09-27,DLA-3898-1
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25031
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25032
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25033
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25034
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25035
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25036
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25037
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25038
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25039
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25040
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25041
nlnetlabs/unbound,94195301,2021-04-27,DEBIAN-CVE-2019-25042
nlnetlabs/unbound,94195301,2022-08-01,DEBIAN-CVE-2022-30698
nlnetlabs/unbound,94195301,2022-08-01,DEBIAN-CVE-2022-30699
nlnetlabs/unbound,94195301,2022-09-26,DEBIAN-CVE-2022-3204
nlnetlabs/unbound,94195301,2023-03-29,DLA-3371-1
nlnetlabs/unbound,94195301,2024-02-14,DEBIAN-CVE-2023-50387
nlnetlabs/unbound,94195301,2024-02-14,DEBIAN-CVE-2023-50868
nlnetlabs/unbound,94195301,2024-02-14,DSA-5620-1
nlnetlabs/unbound,94195301,2024-02-21,DLA-3736-1
nlnetlabs/unbound,94195301,2024-03-07,DEBIAN-CVE-2024-1931
nlnetlabs/unbound,94195301,2024-06-06,DEBIAN-CVE-2024-33655
nlnetlabs/unbound,94195301,2024-08-12,DEBIAN-CVE-2024-43167
nlnetlabs/unbound,94195301,2024-08-12,DEBIAN-CVE-2024-43168
nlnetlabs/unbound,94195301,2024-09-29,DLA-3903-1
nlnetlabs/unbound,94195301,2024-10-03,DEBIAN-CVE-2024-8508
nlnetlabs/unbound,94195301,2024-11-14,DLA-3952-1
nlnetlabs/unbound,94195301,2025-07-16,DEBIAN-CVE-2025-5994
nlnetlabs/unbound,94195301,2025-08-24,DLA-4280-1
nlnetlabs/unbound,94195301,2025-08-27,DSA-5987-1
nlnetlabs/unbound,94195301,2025-10-22,DEBIAN-CVE-2025-11411
nlnetlabs/unbound,94195301,2025-11-05,DLA-4365-1
nlnetlabs/unbound,94195301,2025-11-30,DLA-4365-2
nlnetlabs/unbound,94195301,2025-12-04,DSA-6071-1
node-fetch/node-fetch,29849956,2022-01-21,CVE-2022-0235
node-fetch/node-fetch,29849956,2022-08-02,CVE-2022-2596
nodeca/js-yaml,2504175,2025-11-14,CVE-2025-64718
nodejs/node,27193779,2021-01-06,DEBIAN-CVE-2020-8265
nodejs/node,27193779,2021-01-06,DEBIAN-CVE-2020-8287
nodejs/node,27193779,2021-01-06,DSA-4826-1
nodejs/node,27193779,2021-02-24,DSA-4863-1
nodejs/node,27193779,2021-03-03,DEBIAN-CVE-2021-22883
nodejs/node,27193779,2021-03-03,DEBIAN-CVE-2021-22884
nodejs/node,27193779,2021-08-16,DEBIAN-CVE-2021-22939
nodejs/node,27193779,2021-08-16,DEBIAN-CVE-2021-22940
nodejs/node,27193779,2021-10-07,DEBIAN-CVE-2021-22930
nodejs/node,27193779,2021-11-03,DEBIAN-CVE-2021-22960
nodejs/node,27193779,2021-11-15,DEBIAN-CVE-2021-22959
nodejs/node,27193779,2022-02-24,DEBIAN-CVE-2021-44531
nodejs/node,27193779,2022-02-24,DEBIAN-CVE-2021-44532
nodejs/node,27193779,2022-02-24,DEBIAN-CVE-2021-44533
nodejs/node,27193779,2022-02-24,DEBIAN-CVE-2022-21824
nodejs/node,27193779,2022-06-27,DSA-5170-1
nodejs/node,27193779,2022-07-14,DEBIAN-CVE-2022-32212
nodejs/node,27193779,2022-07-14,DEBIAN-CVE-2022-32213
nodejs/node,27193779,2022-07-14,DEBIAN-CVE-2022-32214
nodejs/node,27193779,2022-07-14,DEBIAN-CVE-2022-32215
nodejs/node,27193779,2022-10-05,DLA-3137-1
nodejs/node,27193779,2022-12-05,DEBIAN-CVE-2022-35255
nodejs/node,27193779,2022-12-05,DEBIAN-CVE-2022-35256
nodejs/node,27193779,2022-12-05,DEBIAN-CVE-2022-43548
nodejs/node,27193779,2023-01-24,DSA-5326-1
nodejs/node,27193779,2023-02-23,DEBIAN-CVE-2023-23918
nodejs/node,27193779,2023-02-23,DEBIAN-CVE-2023-23919
nodejs/node,27193779,2023-02-23,DEBIAN-CVE-2023-23920
nodejs/node,27193779,2023-02-26,DLA-3344-1
nodejs/node,27193779,2023-05-02,DSA-5395-1
nodejs/node,27193779,2023-07-01,DEBIAN-CVE-2023-30589
nodejs/node,27193779,2023-08-15,DEBIAN-CVE-2023-32006
nodejs/node,27193779,2023-08-21,DEBIAN-CVE-2023-32002
nodejs/node,27193779,2023-08-24,DEBIAN-CVE-2023-32559
nodejs/node,27193779,2023-10-18,DEBIAN-CVE-2023-38552
nodejs/node,27193779,2023-11-23,DEBIAN-CVE-2023-30581
nodejs/node,27193779,2023-11-28,DEBIAN-CVE-2023-30588
nodejs/node,27193779,2023-11-28,DEBIAN-CVE-2023-30590
nodejs/node,27193779,2023-12-27,DSA-5589-1
nodejs/node,27193779,2024-02-20,DEBIAN-CVE-2024-21892
nodejs/node,27193779,2024-02-20,DEBIAN-CVE-2024-22019
nodejs/node,27193779,2024-03-19,DEBIAN-CVE-2024-22025
nodejs/node,27193779,2024-03-26,DLA-3776-1
nodejs/node,27193779,2024-04-09,DEBIAN-CVE-2024-27983
nodejs/node,27193779,2024-05-07,DEBIAN-CVE-2024-27982
nodejs/node,27193779,2024-07-09,DEBIAN-CVE-2024-22020
nodejs/node,27193779,2024-07-10,DEBIAN-CVE-2024-22018
nodejs/node,27193779,2024-09-07,DEBIAN-CVE-2023-39333
nodejs/node,27193779,2024-09-07,DEBIAN-CVE-2023-46809
nodejs/node,27193779,2024-09-07,DEBIAN-CVE-2024-36137
nodejs/node,27193779,2024-09-14,DLA-3886-1
nodejs/node,27193779,2025-01-22,DEBIAN-CVE-2025-23083
nodejs/node,27193779,2025-02-07,DEBIAN-CVE-2025-23085
nodejs/node,27193779,2025-02-25,DLA-4067-1
nodejs/node,27193779,2025-05-01,DEBIAN-CVE-2025-47153
nodejs/node,27193779,2025-05-02,DLA-4152-1
nodejs/node,27193779,2025-05-19,DEBIAN-CVE-2025-23165
nodejs/node,27193779,2025-05-19,DEBIAN-CVE-2025-23166
nodejs/node,27193779,2025-08-29,DSA-5991-1
nodejs/undici,133092972,2022-06-17,CVE-2022-32210
nodejs/undici,133092972,2022-07-21,CVE-2022-31150
nodejs/undici,133092972,2022-07-21,CVE-2022-31151
nodejs/undici,133092972,2022-08-18,CVE-2022-35948
nodejs/undici,133092972,2022-08-18,CVE-2022-35949
nodejs/undici,133092972,2023-02-16,BIT-node-2023-23936
nodejs/undici,133092972,2023-02-16,CVE-2023-24807
nodejs/undici,133092972,2023-10-16,CVE-2023-45143
nodejs/undici,133092972,2024-02-16,CVE-2024-24750
nodejs/undici,133092972,2024-02-16,CVE-2024-24758
nodejs/undici,133092972,2024-04-04,CVE-2024-30260
nodejs/undici,133092972,2024-04-04,CVE-2024-30261
nodejs/undici,133092972,2024-07-09,CVE-2024-38372
nodejs/undici,133092972,2025-01-21,CVE-2025-22150
nodejs/undici,133092972,2025-05-15,CVE-2025-47279
npm/hosted-git-info,25002984,2021-05-06,CVE-2021-23362
npm/node-semver,1357199,2023-06-21,CVE-2022-25883
npm/ssri,193817839,2021-03-19,CVE-2021-27290
numpy/numpy,908607,2021-12-17,CVE-2021-33430
numpy/numpy,908607,2021-12-17,CVE-2021-34141
numpy/numpy,908607,2021-12-17,CVE-2021-41495
numpy/numpy,908607,2021-12-17,CVE-2021-41496
numpy/numpy,908607,2022-05-13,CVE-2017-12852
numpy/numpy,908607,2022-05-14,CVE-2014-1858
numpy/numpy,908607,2022-05-14,CVE-2014-1859
numpy/numpy,908607,2022-05-24,CVE-2019-6446
oauthlib/oauthlib,2811323,2022-09-09,CVE-2022-36087
open-telemetry/opentelemetry-js,185901023,2023-08-09,GHSA-f8pq-3926-8gx5
open-telemetry/opentelemetry-python,185478926,2023-10-02,CVE-2023-43810
openssl/openssl,7634677,2021-02-16,DEBIAN-CVE-2021-23839
openssl/openssl,7634677,2021-02-16,DEBIAN-CVE-2021-23840
openssl/openssl,7634677,2021-02-16,DEBIAN-CVE-2021-23841
openssl/openssl,7634677,2021-02-17,DSA-4855-1
openssl/openssl,7634677,2021-02-18,DLA-2563-1
openssl/openssl,7634677,2021-03-25,DEBIAN-CVE-2021-3449
openssl/openssl,7634677,2021-03-25,DEBIAN-CVE-2021-3450
openssl/openssl,7634677,2021-03-25,DSA-4875-1
openssl/openssl,7634677,2021-08-24,DEBIAN-CVE-2021-3711
openssl/openssl,7634677,2021-08-24,DEBIAN-CVE-2021-3712
openssl/openssl,7634677,2021-08-24,DSA-4963-1
openssl/openssl,7634677,2021-09-27,DLA-2766-1
openssl/openssl,7634677,2022-01-28,DEBIAN-CVE-2021-4160
openssl/openssl,7634677,2022-03-15,DEBIAN-CVE-2022-0778
openssl/openssl,7634677,2022-03-15,DSA-5103-1
openssl/openssl,7634677,2022-03-17,DLA-2952-1
openssl/openssl,7634677,2022-05-03,DEBIAN-CVE-2022-1292
openssl/openssl,7634677,2022-05-14,DLA-3008-1
openssl/openssl,7634677,2022-05-17,DSA-5139-1
openssl/openssl,7634677,2022-06-21,DEBIAN-CVE-2022-2068
openssl/openssl,7634677,2022-06-26,DSA-5169-1
openssl/openssl,7634677,2022-07-01,DEBIAN-CVE-2022-2274
openssl/openssl,7634677,2022-07-05,DEBIAN-CVE-2022-2097
openssl/openssl,7634677,2022-10-11,DEBIAN-CVE-2022-3358
openssl/openssl,7634677,2022-11-01,DEBIAN-CVE-2022-3602
openssl/openssl,7634677,2022-11-01,DEBIAN-CVE-2022-3786
openssl/openssl,7634677,2022-12-13,DEBIAN-CVE-2022-3996
openssl/openssl,7634677,2023-02-07,DSA-5343-1
openssl/openssl,7634677,2023-02-08,DEBIAN-CVE-2022-4304
openssl/openssl,7634677,2023-02-08,DEBIAN-CVE-2022-4450
openssl/openssl,7634677,2023-02-08,DEBIAN-CVE-2023-0215
openssl/openssl,7634677,2023-02-08,DEBIAN-CVE-2023-0216
openssl/openssl,7634677,2023-02-08,DEBIAN-CVE-2023-0217
openssl/openssl,7634677,2023-02-08,DEBIAN-CVE-2023-0286
openssl/openssl,7634677,2023-02-08,DEBIAN-CVE-2023-0401
openssl/openssl,7634677,2023-02-20,DLA-3325-1
openssl/openssl,7634677,2023-02-24,DEBIAN-CVE-2022-4203
openssl/openssl,7634677,2023-03-22,DEBIAN-CVE-2023-0464
openssl/openssl,7634677,2023-03-28,DEBIAN-CVE-2023-0465
openssl/openssl,7634677,2023-03-28,DEBIAN-CVE-2023-0466
openssl/openssl,7634677,2023-04-20,DEBIAN-CVE-2023-1255
openssl/openssl,7634677,2023-05-30,DEBIAN-CVE-2023-2650
openssl/openssl,7634677,2023-05-31,DSA-5417-1
openssl/openssl,7634677,2023-06-08,DLA-3449-1
openssl/openssl,7634677,2023-07-14,DEBIAN-CVE-2023-2975
openssl/openssl,7634677,2023-07-19,DEBIAN-CVE-2023-3446
openssl/openssl,7634677,2023-07-31,DEBIAN-CVE-2023-3817
openssl/openssl,7634677,2023-08-15,DLA-3530-1
openssl/openssl,7634677,2023-10-24,DSA-5532-1
openssl/openssl,7634677,2023-10-25,DEBIAN-CVE-2023-5363
openssl/openssl,7634677,2023-11-06,DEBIAN-CVE-2023-5678
openssl/openssl,7634677,2024-01-09,DEBIAN-CVE-2023-6129
openssl/openssl,7634677,2024-01-26,DEBIAN-CVE-2024-0727
openssl/openssl,7634677,2024-04-08,DEBIAN-CVE-2024-2511
openssl/openssl,7634677,2024-04-25,DEBIAN-CVE-2023-6237
openssl/openssl,7634677,2024-05-16,DEBIAN-CVE-2024-4603
openssl/openssl,7634677,2024-06-27,DEBIAN-CVE-2024-5535
openssl/openssl,7634677,2024-09-03,DEBIAN-CVE-2024-6119
openssl/openssl,7634677,2024-09-03,DSA-5764-1
openssl/openssl,7634677,2024-10-16,DEBIAN-CVE-2024-9143
openssl/openssl,7634677,2024-10-31,DLA-3942-1
openssl/openssl,7634677,2024-11-03,DLA-3942-2
openssl/openssl,7634677,2024-11-13,DEBIAN-CVE-2024-4741
openssl/openssl,7634677,2025-01-20,DEBIAN-CVE-2024-13176
openssl/openssl,7634677,2025-02-11,DEBIAN-CVE-2024-12797
openssl/openssl,7634677,2025-05-22,DEBIAN-CVE-2025-4575
openssl/openssl,7634677,2025-05-24,DLA-4176-1
openssl/openssl,7634677,2025-06-16,DEBIAN-CVE-2025-27587
openssl/openssl,7634677,2025-09-30,DEBIAN-CVE-2025-9230
openssl/openssl,7634677,2025-09-30,DEBIAN-CVE-2025-9231
openssl/openssl,7634677,2025-09-30,DEBIAN-CVE-2025-9232
openssl/openssl,7634677,2025-10-01,DSA-6015-1
openssl/openssl,7634677,2025-10-03,DLA-4321-1
opensuse/ca-certificates,10785433,2021-03-14,DLA-2593-1
p11-glue/p11-kit,12060420,2021-01-01,DSA-4822-1
p11-glue/p11-kit,12060420,2021-01-04,DLA-2513-1
pallets/flask,596892,2023-05-01,CVE-2023-30861
pallets/flask,596892,2025-05-13,CVE-2025-47278
pallets/jinja,994551,2021-02-01,CVE-2020-28493
pallets/jinja,994551,2022-05-14,CVE-2014-1402
pallets/jinja,994551,2022-05-17,CVE-2014-0012
pallets/jinja,994551,2024-01-11,CVE-2024-22195
pallets/jinja,994551,2024-05-06,CVE-2024-34064
pallets/jinja,994551,2024-12-23,CVE-2024-56201
pallets/jinja,994551,2024-12-23,CVE-2024-56326
pallets/jinja,994551,2025-03-05,CVE-2025-27516
pallets/werkzeug,997338,2021-04-20,CVE-2020-28724
pallets/werkzeug,997338,2022-05-14,CVE-2016-10516
pallets/werkzeug,997338,2022-05-24,CVE-2019-14322
pallets/werkzeug,997338,2022-05-25,CVE-2022-29361
pallets/werkzeug,997338,2023-02-14,CVE-2023-23934
pallets/werkzeug,997338,2023-02-14,CVE-2023-25577
pallets/werkzeug,997338,2023-10-25,CVE-2023-46136
pallets/werkzeug,997338,2024-05-06,CVE-2024-34069
pallets/werkzeug,997338,2024-10-25,CVE-2024-49766
pallets/werkzeug,997338,2024-10-25,CVE-2024-49767
pallets/werkzeug,997338,2025-12-02,CVE-2025-66221
paramiko/paramiko,119609,2022-03-17,CVE-2022-24302
paramiko/paramiko,119609,2022-05-01,CVE-2008-0299
paramiko/paramiko,119609,2023-12-18,CVE-2023-48795
pcre2project/pcre2,398251321,2022-05-16,DEBIAN-CVE-2022-1586
pcre2project/pcre2,398251321,2022-05-16,DEBIAN-CVE-2022-1587
pcre2project/pcre2,398251321,2023-03-16,DLA-3363-1
pcre2project/pcre2,398251321,2023-07-18,DEBIAN-CVE-2022-41409
