spdx_id,spdx_id_canonical,name,source,is_deprecated,reference,osi_url,fetched_at
mpl-2.0,MPL-2.0,Mozilla Public License 2.0,osi,False,https://spdx.org/licenses/MPL-2.0.html,https://opensource.org/license/MPL-2.0,2026-07-06T15:43:02Z
mpl-2.0-no-copyleft-exception,MPL-2.0-no-copyleft-exception,Mozilla Public License 2.0 (no copyleft exception),osi,False,https://spdx.org/licenses/MPL-2.0-no-copyleft-exception.html,https://opensource.org/license/MPL-2.0,2026-07-06T15:43:02Z
ms-pl,MS-PL,Microsoft Public License,osi,False,https://spdx.org/licenses/MS-PL.html,https://opensource.org/license/MS-PL,2026-07-06T15:43:02Z
ms-rl,MS-RL,Microsoft Reciprocal License,osi,False,https://spdx.org/licenses/MS-RL.html,https://opensource.org/license/MS-RL,2026-07-06T15:43:02Z
mulanpsl-2.0,MulanPSL-2.0,"Mulan Permissive Software License, Version 2",osi,False,https://spdx.org/licenses/MulanPSL-2.0.html,,2026-07-06T15:43:02Z
multics,Multics,Multics License,osi,False,https://spdx.org/licenses/Multics.html,https://opensource.org/license/Multics,2026-07-06T15:43:02Z
nasa-1.3,NASA-1.3,NASA Open Source Agreement 1.3,osi,False,https://spdx.org/licenses/NASA-1.3.html,https://opensource.org/license/NASA-1.3,2026-07-06T15:43:02Z
naumen,Naumen,Naumen Public License,osi,False,https://spdx.org/licenses/Naumen.html,https://opensource.org/license/Naumen,2026-07-06T15:43:02Z
ncsa,NCSA,University of Illinois/NCSA Open Source License,osi,False,https://spdx.org/licenses/NCSA.html,https://opensource.org/license/NCSA,2026-07-06T15:43:02Z
ngpl,NGPL,Nethack General Public License,osi,False,https://spdx.org/licenses/NGPL.html,https://opensource.org/license/NGPL,2026-07-06T15:43:02Z
nokia,Nokia,Nokia Open Source License,osi,False,https://spdx.org/licenses/Nokia.html,https://opensource.org/license/Nokia,2026-07-06T15:43:02Z
nosl,NOSL,Netizen Open Source License,fsf,False,https://spdx.org/licenses/NOSL.html,,2026-07-06T15:43:02Z
npl-1.0,NPL-1.0,Netscape Public License v1.0,fsf,False,https://spdx.org/licenses/NPL-1.0.html,,2026-07-06T15:43:02Z
npl-1.1,NPL-1.1,Netscape Public License v1.1,fsf,False,https://spdx.org/licenses/NPL-1.1.html,,2026-07-06T15:43:02Z
nposl-3.0,NPOSL-3.0,Non-Profit Open Software License 3.0,osi,False,https://spdx.org/licenses/NPOSL-3.0.html,https://opensource.org/license/NPOSL-3.0,2026-07-06T15:43:02Z
ntp,NTP,NTP License,osi,False,https://spdx.org/licenses/NTP.html,https://opensource.org/license/NTP,2026-07-06T15:43:02Z
nunit,Nunit,Nunit License,fsf,True,https://spdx.org/licenses/Nunit.html,,2026-07-06T15:43:02Z
oclc-2.0,OCLC-2.0,OCLC Research Public License 2.0,osi,False,https://spdx.org/licenses/OCLC-2.0.html,https://opensource.org/license/OCLC-2.0,2026-07-06T15:43:02Z
odbl-1.0,ODbL-1.0,Open Data Commons Open Database License v1.0,fsf,False,https://spdx.org/licenses/ODbL-1.0.html,,2026-07-06T15:43:02Z
ofl-1.1,OFL-1.1,SIL Open Font License 1.1,osi,False,https://spdx.org/licenses/OFL-1.1.html,https://opensource.org/license/OFL-1.1,2026-07-06T15:43:02Z
ofl-1.1-no-rfn,OFL-1.1-no-RFN,SIL Open Font License 1.1 with no Reserved Font Name,osi,False,https://spdx.org/licenses/OFL-1.1-no-RFN.html,https://opensource.org/license/OFL-1.1,2026-07-06T15:43:02Z
ofl-1.1-rfn,OFL-1.1-RFN,SIL Open Font License 1.1 with Reserved Font Name,osi,False,https://spdx.org/licenses/OFL-1.1-RFN.html,https://opensource.org/license/OFL-1.1,2026-07-06T15:43:02Z
ogtsl,OGTSL,Open Group Test Suite License,osi,False,https://spdx.org/licenses/OGTSL.html,https://opensource.org/license/OGTSL,2026-07-06T15:43:02Z
oldap-2.3,OLDAP-2.3,Open LDAP Public License v2.3,fsf,False,https://spdx.org/licenses/OLDAP-2.3.html,,2026-07-06T15:43:02Z
oldap-2.7,OLDAP-2.7,Open LDAP Public License v2.7,fsf,False,https://spdx.org/licenses/OLDAP-2.7.html,,2026-07-06T15:43:02Z
oldap-2.8,OLDAP-2.8,Open LDAP Public License v2.8,osi,False,https://spdx.org/licenses/OLDAP-2.8.html,,2026-07-06T15:43:02Z
olfl-1.3,OLFL-1.3,Open Logistics Foundation License Version 1.3,osi,False,https://spdx.org/licenses/OLFL-1.3.html,https://opensource.org/license/OLFL-1.3,2026-07-06T15:43:02Z
openssl,OpenSSL,OpenSSL License,fsf,False,https://spdx.org/licenses/OpenSSL.html,,2026-07-06T15:43:02Z
osc-1.0,OSC-1.0,OSC License 1.0,osi,False,https://spdx.org/licenses/OSC-1.0.html,https://opensource.org/license/OSC-1.0,2026-07-06T15:43:02Z
oset-pl-2.1,OSET-PL-2.1,OSET Public License version 2.1,osi,False,https://spdx.org/licenses/OSET-PL-2.1.html,https://opensource.org/license/OSET-PL-2.1,2026-07-06T15:43:02Z
osl-1.0,OSL-1.0,Open Software License 1.0,osi,False,https://spdx.org/licenses/OSL-1.0.html,https://opensource.org/license/OSL-1.0,2026-07-06T15:43:02Z
osl-1.1,OSL-1.1,Open Software License 1.1,fsf,False,https://spdx.org/licenses/OSL-1.1.html,,2026-07-06T15:43:02Z
osl-2.0,OSL-2.0,Open Software License 2.0,osi,False,https://spdx.org/licenses/OSL-2.0.html,,2026-07-06T15:43:02Z
osl-2.1,OSL-2.1,Open Software License 2.1,osi,False,https://spdx.org/licenses/OSL-2.1.html,https://opensource.org/license/OSL-2.1,2026-07-06T15:43:02Z
osl-3.0,OSL-3.0,Open Software License 3.0,osi,False,https://spdx.org/licenses/OSL-3.0.html,https://opensource.org/license/OSL-3.0,2026-07-06T15:43:02Z
php-3.0,PHP-3.0,PHP License v3.0,osi,False,https://spdx.org/licenses/PHP-3.0.html,https://opensource.org/license/PHP-3.0,2026-07-06T15:43:02Z
php-3.01,PHP-3.01,PHP License v3.01,osi,False,https://spdx.org/licenses/PHP-3.01.html,,2026-07-06T15:43:02Z
postgresql,PostgreSQL,PostgreSQL License,osi,False,https://spdx.org/licenses/PostgreSQL.html,https://opensource.org/license/PostgreSQL,2026-07-06T15:43:02Z
