repo,files,loc,uloc,complexity,complexity_density,cocomo_months,cocomo_people,cocomo_cost,fetched_at
shlomi-noach/awesome-mysql,1,21,24,7,33.3,0.0,0.1,195,2026-03-12T21:05:25Z
sindresorhus/resolve-cwd,4,21,22,0,0.0,0.0,0.1,195,2026-04-27T14:02:28Z
sindresorhus/slash,3,21,22,1,4.8,0.0,0.1,195,2026-04-27T14:02:28Z
asuharietygvar/appleneuralhash2onnx,1,19,36,3,15.8,0.0,0.1,175,2026-03-12T22:31:48Z
sindresorhus/array-union,3,19,20,0,0.0,0.0,0.1,175,2026-04-27T14:02:28Z
fb55/boolbase,2,17,17,0,0.0,0.0,0.0,156,2026-04-27T14:02:28Z
sindresorhus/is-binary-path,2,15,16,0,0.0,0.0,0.0,137,2026-04-27T14:02:28Z
sindresorhus/shebang-regex,3,11,13,0,0.0,0.0,0.0,99,2026-04-27T14:02:28Z
sindresorhus/binary-extensions,3,11,13,0,0.0,0.0,0.0,99,2026-04-27T14:02:28Z
torfsen/python-systemd-tutorial,1,10,13,2,20.0,0.0,0.0,89,2026-03-12T17:29:19Z
calvinmetcalf/minimalistic-assert,1,9,10,5,55.6,0.0,0.0,80,2026-04-27T14:02:28Z
i5ting/learn-rust-for-fe,2,6,4,0,0.0,0.0,0.0,52,2026-03-12T22:31:48Z
pintariching/rustle,2,3,4,0,0.0,0.0,0.0,25,2026-03-12T21:05:25Z
fendouai/awesome-chatbot,1,1,4,0,0.0,0.0,0.0,8,2026-03-12T17:29:19Z
rainx/pytdx,0,0,0,0,0,0,0,0,2026-03-12T21:05:25Z
andersontr15/clean-code-javascript-es,0,0,0,0,0,0,0,0,2026-03-12T21:05:25Z
honestsoul/generative_ai_project,16,0,1,0,0,0,0,0,2026-03-12T21:05:25Z
advanced-frontend/daily-interview-question,0,0,0,0,0,0,0,0,2026-03-12T22:27:36Z
braveg1rl/performance-now,0,0,0,0,0,0,0,0,2026-04-27T14:02:28Z
isaacs/chownr,0,0,0,0,0,0,0,0,2026-04-27T14:02:28Z
sindresorhus/tagged-tag,0,0,0,0,0,0,0,0,2026-04-27T14:02:28Z
isaacs/node-mkdirp,0,0,0,0,0,0,0,0,2026-04-27T14:02:28Z
isaacs/path-scurry,0,0,0,0,0,0,0,0,2026-04-27T14:02:28Z
npm/inflight,0,0,0,0,0,0,0,0,2026-04-27T14:02:28Z
