github_repo,metric,2021,2022,2023,2024,2025,2021-2025
chobits/ngx_http_proxy_connect_module,last_date,2021-07-24,2022-12-03,2023-06-24,2024-08-24,,2024-08-24
plasma-umass/mesh,bus_factor,1,1,,1,1,1
plasma-umass/mesh,hhi,6296,6250,,3194,9524,5950
plasma-umass/mesh,contributors,3,2,0,5,2,7
plasma-umass/mesh,bots,0,0,0,0,1,1
plasma-umass/mesh,commits,9,4,0,12,41,66
plasma-umass/mesh,first_date,2021-02-21,2022-04-10,,2024-03-31,2025-11-16,2021-02-21
plasma-umass/mesh,last_date,2021-11-20,2022-10-15,,2024-07-06,2025-12-06,2025-12-06
aslody/turbodex,bus_factor,,,,,,
aslody/turbodex,hhi,,,,,,
aslody/turbodex,contributors,0,0,0,0,0,0
aslody/turbodex,bots,0,0,0,0,0,0
aslody/turbodex,commits,0,0,0,0,0,0
aslody/turbodex,first_date,,,,,,
aslody/turbodex,last_date,,,,,,
xxnuo/mtranserver,bus_factor,,,,,1,1
xxnuo/mtranserver,hhi,,,,,10000,10000
xxnuo/mtranserver,contributors,0,0,0,0,1,1
xxnuo/mtranserver,bots,0,0,0,0,0,0
xxnuo/mtranserver,commits,0,0,0,0,477,477
xxnuo/mtranserver,first_date,,,,,2025-01-26,2025-01-26
xxnuo/mtranserver,last_date,,,,,2026-01-03,2026-01-03
water-melon/melon,bus_factor,1,1,1,1,1,1
water-melon/melon,hhi,10000,10000,9711,9872,10000,9910
water-melon/melon,contributors,1,1,3,2,1,4
water-melon/melon,bots,0,0,0,0,0,0
water-melon/melon,commits,239,129,137,155,2,662
water-melon/melon,first_date,2021-01-03,2022-02-06,2023-01-01,2024-01-14,2025-01-12,2021-01-03
water-melon/melon,last_date,2021-12-25,2022-12-31,2023-12-23,2024-12-14,2025-01-18,2025-01-18
bmax121/kernelpatch,bus_factor,,,1,2,2,1
bmax121/kernelpatch,hhi,,,10000,2400,3077,3376
bmax121/kernelpatch,contributors,0,0,1,7,6,11
bmax121/kernelpatch,bots,0,0,0,1,0,1
bmax121/kernelpatch,commits,0,0,27,20,26,73
bmax121/kernelpatch,first_date,,,2023-07-02,2024-01-07,2025-02-09,2023-07-02
bmax121/kernelpatch,last_date,,,2024-01-06,2024-05-04,2026-01-03,2026-01-03
microsoft/winget-cli,bus_factor,3,3,3,3,2,3
microsoft/winget-cli,hhi,1535,1464,1401,1648,2446,1332
microsoft/winget-cli,contributors,22,26,23,25,18,70
microsoft/winget-cli,bots,0,1,1,1,0,3
microsoft/winget-cli,commits,238,215,294,258,213,1218
microsoft/winget-cli,first_date,2021-01-03,2022-01-09,2023-01-01,2024-01-07,2025-01-05,2021-01-03
microsoft/winget-cli,last_date,2021-12-18,2022-12-31,2023-12-23,2024-12-28,2025-12-27,2025-12-27
htop-dev/htop,bus_factor,2,3,3,2,2,2
htop-dev/htop,hhi,2925,1343,1655,2346,2999,1754
htop-dev/htop,contributors,23,20,22,12,17,52
htop-dev/htop,bots,0,1,1,0,1,1
htop-dev/htop,commits,579,135,208,189,219,1330
htop-dev/htop,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
htop-dev/htop,last_date,2021-12-25,2022-12-31,2024-01-06,2024-12-28,2026-01-03,2026-01-03
zodiacon/totalregistry,bus_factor,1,1,1,1,1,1
zodiacon/totalregistry,hhi,10000,10000,10000,10000,7551,9855
zodiacon/totalregistry,contributors,1,1,1,1,2,2
zodiacon/totalregistry,bots,0,0,0,0,0,0
zodiacon/totalregistry,commits,84,33,7,6,7,137
zodiacon/totalregistry,first_date,2021-07-04,2022-01-23,2023-01-08,2024-02-11,2025-01-12,2021-07-04
zodiacon/totalregistry,last_date,2021-12-25,2022-11-12,2023-11-04,2024-04-13,2026-01-03,2026-01-03
bvlc/caffe,bus_factor,,,,,,
bvlc/caffe,hhi,,,,,,
bvlc/caffe,contributors,0,0,0,0,0,0
bvlc/caffe,bots,0,0,0,0,0,0
bvlc/caffe,commits,0,0,0,0,0,0
bvlc/caffe,first_date,,,,,,
bvlc/caffe,last_date,,,,,,
google/ngx_brotli,bus_factor,,1,3,,,3
google/ngx_brotli,hhi,,10000,1837,,,1562
google/ngx_brotli,contributors,0,1,6,0,0,7
google/ngx_brotli,bots,0,0,0,0,0,0
google/ngx_brotli,commits,0,1,7,0,0,8
google/ngx_brotli,first_date,,2022-04-24,2023-08-27,,,2022-04-24
google/ngx_brotli,last_date,,2022-04-30,2023-10-14,,,2023-10-14
adsr/phpspy,bus_factor,1,1,1,1,1,1
adsr/phpspy,hhi,6033,7924,7222,7222,10000,7090
adsr/phpspy,contributors,2,2,2,2,1,5
adsr/phpspy,bots,0,0,0,0,0,0
adsr/phpspy,commits,11,17,6,6,3,43
adsr/phpspy,first_date,2021-02-07,2022-01-23,2023-02-05,2024-02-04,2025-03-09,2021-02-07
adsr/phpspy,last_date,2022-01-01,2022-10-29,2023-04-22,2024-07-20,2025-06-14,2025-06-14
colmap/colmap,bus_factor,2,1,1,1,1,1
colmap/colmap,hhi,2995,4211,6499,3359,3987,3815
colmap/colmap,contributors,15,12,12,34,35,79
colmap/colmap,bots,0,0,0,0,0,0
colmap/colmap,commits,76,65,197,347,588,1273
colmap/colmap,first_date,2021-01-03,2022-01-02,2023-01-08,2024-01-07,2025-01-05,2021-01-03
colmap/colmap,last_date,2021-11-20,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
hedge-dev/xenonrecomp,bus_factor,,,,1,1,1
hedge-dev/xenonrecomp,hhi,,,,4901,3929,4603
hedge-dev/xenonrecomp,contributors,0,0,0,5,9,12
hedge-dev/xenonrecomp,bots,0,0,0,0,0,0
hedge-dev/xenonrecomp,commits,0,0,0,152,28,180
hedge-dev/xenonrecomp,first_date,,,,2024-09-01,2025-01-12,2024-09-01
hedge-dev/xenonrecomp,last_date,,,,2025-01-04,2025-08-09,2025-08-09
kfrlib/kfr,bus_factor,1,1,1,1,1,1
kfrlib/kfr,hhi,8756,9836,9412,9530,9703,9607
kfrlib/kfr,contributors,2,2,4,2,3,7
kfrlib/kfr,bots,0,0,0,0,0,0
kfrlib/kfr,commits,15,121,100,83,133,452
kfrlib/kfr,first_date,2021-01-10,2022-07-10,2023-01-22,2024-01-07,2025-01-12,2021-01-10
kfrlib/kfr,last_date,2021-11-13,2022-12-31,2023-12-23,2024-11-23,2025-11-15,2025-11-15
espressif/esp-adf,bus_factor,2,3,3,3,4,3
espressif/esp-adf,hhi,3155,1339,1546,1376,1176,1208
espressif/esp-adf,contributors,12,16,10,16,12,36
espressif/esp-adf,bots,0,0,0,0,0,0
espressif/esp-adf,commits,103,110,65,57,34,369
espressif/esp-adf,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-02-16,2021-01-03
espressif/esp-adf,last_date,2022-01-01,2022-12-24,2023-12-30,2024-12-28,2025-12-20,2025-12-20
tianzerl/anime4kcpp,bus_factor,1,1,1,1,1,1
tianzerl/anime4kcpp,hhi,10000,7222,10000,10000,10000,9964
tianzerl/anime4kcpp,contributors,1,2,1,1,1,2
tianzerl/anime4kcpp,bots,0,0,0,0,0,0
tianzerl/anime4kcpp,commits,271,6,1,148,121,547
tianzerl/anime4kcpp,first_date,2021-01-10,2022-01-23,2023-11-19,2024-04-21,2025-01-05,2021-01-10
tianzerl/anime4kcpp,last_date,2021-12-11,2022-08-06,2023-11-25,2024-10-19,2026-01-03,2026-01-03
valvesoftware/source-sdk-2013,bus_factor,,,,,8,8
valvesoftware/source-sdk-2013,hhi,,,,,450,450
valvesoftware/source-sdk-2013,contributors,0,0,0,0,47,47
valvesoftware/source-sdk-2013,bots,0,0,0,0,0,0
valvesoftware/source-sdk-2013,commits,0,0,0,0,134,134
valvesoftware/source-sdk-2013,first_date,,,,,2025-02-16,2025-02-16
valvesoftware/source-sdk-2013,last_date,,,,,2025-12-20,2025-12-20
epfml/sent2vec,bus_factor,1,1,,,,1
epfml/sent2vec,hhi,5000,5000,,,,3750
epfml/sent2vec,contributors,2,2,0,0,0,3
epfml/sent2vec,bots,0,0,0,0,0,0
epfml/sent2vec,commits,2,2,0,0,0,4
epfml/sent2vec,first_date,2021-02-21,2022-07-31,,,,2021-02-21
epfml/sent2vec,last_date,2021-10-16,2022-08-06,,,,2022-08-06
gzwl/leetcode,bus_factor,,,,,,
gzwl/leetcode,hhi,,,,,,
gzwl/leetcode,contributors,0,0,0,0,0,0
gzwl/leetcode,bots,0,0,0,0,0,0
gzwl/leetcode,commits,0,0,0,0,0,0
gzwl/leetcode,first_date,,,,,,
gzwl/leetcode,last_date,,,,,,
simsong/bulk_extractor,bus_factor,1,1,1,1,1,1
simsong/bulk_extractor,hhi,9336,7329,7576,9275,5283,8821
simsong/bulk_extractor,contributors,5,6,6,3,3,17
simsong/bulk_extractor,bots,0,0,0,0,0,0
simsong/bulk_extractor,commits,412,61,38,107,21,639
simsong/bulk_extractor,first_date,2021-05-02,2022-01-02,2023-01-01,2024-01-14,2025-05-11,2021-05-02
simsong/bulk_extractor,last_date,2022-01-01,2022-12-31,2024-01-06,2024-12-21,2025-11-08,2025-11-08
cloudwu/mptun,bus_factor,,,,,,
cloudwu/mptun,hhi,,,,,,
cloudwu/mptun,contributors,0,0,0,0,0,0
cloudwu/mptun,bots,0,0,0,0,0,0
cloudwu/mptun,commits,0,0,0,0,0,0
cloudwu/mptun,first_date,,,,,,
cloudwu/mptun,last_date,,,,,,
yanyiwu/simhash,bus_factor,,1,,1,1,1
yanyiwu/simhash,hhi,,6800,,9474,10000,9267
yanyiwu/simhash,contributors,0,2,0,2,1,3
yanyiwu/simhash,bots,0,0,0,0,0,0
yanyiwu/simhash,commits,0,5,0,37,11,53
yanyiwu/simhash,first_date,,2022-01-09,,2024-04-07,2025-01-12,2022-01-09
yanyiwu/simhash,last_date,,2022-08-27,,2024-12-14,2025-05-03,2025-05-03
pistacheio/pistache,bus_factor,1,1,2,1,1,1
pistacheio/pistache,hhi,4200,5109,3499,6917,3324,3627
pistacheio/pistache,contributors,11,6,10,13,9,34
pistacheio/pistache,bots,1,1,0,1,0,1
pistacheio/pistache,commits,135,53,68,527,37,820
pistacheio/pistache,first_date,2021-01-03,2022-01-09,2023-01-01,2024-02-11,2025-01-05,2021-01-03
pistacheio/pistache,last_date,2022-01-01,2022-12-17,2024-01-06,2024-12-28,2025-12-13,2025-12-13
spaceandtimefdn/blitzar,bus_factor,,1,1,1,1,1
spaceandtimefdn/blitzar,hhi,,9630,5749,5570,4362,5764
spaceandtimefdn/blitzar,contributors,0,2,5,4,10,14
spaceandtimefdn/blitzar,bots,0,0,0,0,0,0
spaceandtimefdn/blitzar,commits,0,53,193,123,61,430
spaceandtimefdn/blitzar,first_date,,2022-04-24,2023-01-01,2024-01-07,2025-01-05,2022-04-24
spaceandtimefdn/blitzar,last_date,,2022-12-24,2024-01-06,2024-12-14,2025-08-16,2025-08-16
hoshimin/kernel-bridge,bus_factor,1,1,2,,,2
hoshimin/kernel-bridge,hhi,10000,10000,2500,,,2653
hoshimin/kernel-bridge,contributors,1,1,4,0,0,5
hoshimin/kernel-bridge,bots,0,0,0,0,0,0
hoshimin/kernel-bridge,commits,1,2,4,0,0,7
hoshimin/kernel-bridge,first_date,2021-03-07,2022-04-03,2023-07-23,,,2021-03-07
hoshimin/kernel-bridge,last_date,2021-03-13,2022-04-09,2023-08-19,,,2023-08-19
lcatro/source-and-fuzzing,bus_factor,1,,,,,1
lcatro/source-and-fuzzing,hhi,10000,,,,,10000
lcatro/source-and-fuzzing,contributors,1,0,0,0,0,1
lcatro/source-and-fuzzing,bots,0,0,0,0,0,0
lcatro/source-and-fuzzing,commits,12,0,0,0,0,12
lcatro/source-and-fuzzing,first_date,2021-08-15,,,,,2021-08-15
lcatro/source-and-fuzzing,last_date,2021-08-28,,,,,2021-08-28
gtworek/psbits,bus_factor,1,1,1,1,1,1
gtworek/psbits,hhi,9276,9364,9071,9706,5556,9225
gtworek/psbits,contributors,5,4,5,2,2,14
gtworek/psbits,bots,0,0,0,0,0,0
gtworek/psbits,commits,108,123,125,67,6,429
gtworek/psbits,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-19,2021-01-03
gtworek/psbits,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2025-10-25,2025-10-25
mit-biomimetics/cheetah-software,bus_factor,,,,,,
mit-biomimetics/cheetah-software,hhi,,,,,,
mit-biomimetics/cheetah-software,contributors,0,0,0,0,0,0
mit-biomimetics/cheetah-software,bots,0,0,0,0,0,0
mit-biomimetics/cheetah-software,commits,0,0,0,0,0,0
mit-biomimetics/cheetah-software,first_date,,,,,,
mit-biomimetics/cheetah-software,last_date,,,,,,
jankae/librevna,bus_factor,1,1,1,1,1,1
jankae/librevna,hhi,6846,7099,7307,7939,8385,7339
jankae/librevna,contributors,6,5,3,5,7,20
jankae/librevna,bots,0,0,0,0,0,0
jankae/librevna,commits,148,303,96,126,129,802
jankae/librevna,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
jankae/librevna,last_date,2022-01-01,2022-12-24,2024-01-06,2025-01-04,2025-12-20,2025-12-20
ihhub/fheroes2,bus_factor,2,2,2,2,2,2
ihhub/fheroes2,hhi,2693,2588,1674,2094,1994,2077
ihhub/fheroes2,contributors,27,28,36,24,27,79
ihhub/fheroes2,bots,0,1,2,2,2,2
ihhub/fheroes2,commits,1169,888,859,584,525,4025
ihhub/fheroes2,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
ihhub/fheroes2,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
robotis-git/turtlebot3,bus_factor,1,1,,1,1,2
robotis-git/turtlebot3,hhi,6345,8756,,10000,3169,2257
robotis-git/turtlebot3,contributors,3,2,0,1,6,10
robotis-git/turtlebot3,bots,0,0,0,0,0,0
robotis-git/turtlebot3,commits,39,15,0,2,201,257
robotis-git/turtlebot3,first_date,2021-01-03,2022-02-06,,2024-12-01,2025-02-02,2021-01-03
robotis-git/turtlebot3,last_date,2021-09-04,2022-10-29,,2024-12-07,2025-12-20,2025-12-20
adamyaxley/obfuscate,bus_factor,1,1,2,1,,1
adamyaxley/obfuscate,hhi,10000,4400,3333,6800,,6991
adamyaxley/obfuscate,contributors,1,3,3,2,0,7
adamyaxley/obfuscate,bots,0,0,0,0,0,0
adamyaxley/obfuscate,commits,23,5,3,5,0,36
adamyaxley/obfuscate,first_date,2021-05-09,2022-01-16,2023-01-01,2024-01-07,,2021-05-09
adamyaxley/obfuscate,last_date,2021-08-07,2022-11-26,2023-03-25,2024-02-17,,2024-02-17
momo5502/sogen,bus_factor,,,,1,1,1
momo5502/sogen,hhi,,,,9518,6308,7028
momo5502/sogen,contributors,0,0,0,2,19,19
momo5502/sogen,bots,0,0,0,1,1,1
momo5502/sogen,commits,0,0,0,405,1220,1625
momo5502/sogen,first_date,,,,2024-08-11,2025-01-05,2024-08-11
momo5502/sogen,last_date,,,,2025-01-04,2026-01-03,2026-01-03
microsoft/directxtex,bus_factor,1,1,1,1,1,1
microsoft/directxtex,hhi,8887,9086,7661,7996,9565,8589
microsoft/directxtex,contributors,6,3,4,7,2,17
microsoft/directxtex,bots,0,0,0,1,1,1
microsoft/directxtex,commits,104,105,70,84,45,408
microsoft/directxtex,first_date,2021-01-03,2022-01-02,2023-01-15,2024-01-07,2025-01-05,2021-01-03
microsoft/directxtex,last_date,2021-12-11,2022-12-31,2024-01-06,2024-12-21,2026-01-03,2026-01-03
sbarex/qlmarkdown,bus_factor,1,1,1,1,1,1
sbarex/qlmarkdown,hhi,7832,10000,4922,8347,6543,7322
sbarex/qlmarkdown,contributors,5,1,3,2,2,8
sbarex/qlmarkdown,bots,0,0,0,0,0,0
sbarex/qlmarkdown,commits,51,15,16,11,9,102
sbarex/qlmarkdown,first_date,2021-01-03,2022-01-09,2023-01-22,2024-06-02,2025-05-18,2021-01-03
sbarex/qlmarkdown,last_date,2022-01-01,2022-07-23,2023-05-27,2025-01-04,2025-08-30,2025-08-30
jordansissel/xdotool,bus_factor,1,2,2,2,1,1
jordansissel/xdotool,hhi,3340,2500,2099,3333,8025,2872
jordansissel/xdotool,contributors,13,4,6,3,2,25
jordansissel/xdotool,bots,0,0,0,0,0,0
jordansissel/xdotool,commits,32,4,9,3,9,57
jordansissel/xdotool,first_date,2021-02-07,2022-06-26,2023-02-05,2024-01-14,2025-10-26,2021-02-07
jordansissel/xdotool,last_date,2021-10-30,2022-09-17,2023-12-30,2024-09-28,2025-12-27,2025-12-27
ares-emulator/ares,bus_factor,3,2,2,3,3,3
ares-emulator/ares,hhi,1507,1932,2420,1736,1486,1399
ares-emulator/ares,contributors,16,23,29,31,28,77
ares-emulator/ares,bots,0,0,0,0,0,0
ares-emulator/ares,commits,363,641,567,338,547,2456
ares-emulator/ares,first_date,2021-01-10,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-10
ares-emulator/ares,last_date,2022-01-01,2022-12-31,2023-12-30,2025-01-04,2026-01-03,2026-01-03
simongog/sdsl-lite,bus_factor,,,,,,
simongog/sdsl-lite,hhi,,,,,,
simongog/sdsl-lite,contributors,0,0,0,0,0,0
simongog/sdsl-lite,bots,0,0,0,0,0,0
simongog/sdsl-lite,commits,0,0,0,0,0,0
simongog/sdsl-lite,first_date,,,,,,
simongog/sdsl-lite,last_date,,,,,,
moonlight-stream/internet-hosting-tool,bus_factor,1,1,1,,,1
moonlight-stream/internet-hosting-tool,hhi,10000,10000,10000,,,10000
moonlight-stream/internet-hosting-tool,contributors,1,1,1,0,0,1
moonlight-stream/internet-hosting-tool,bots,0,0,0,0,0,0
moonlight-stream/internet-hosting-tool,commits,10,9,7,0,0,26
moonlight-stream/internet-hosting-tool,first_date,2021-01-31,2022-04-10,2023-05-21,,,2021-01-31
moonlight-stream/internet-hosting-tool,last_date,2021-08-21,2022-08-13,2023-08-26,,,2023-08-26
bwapi/bwapi,bus_factor,,1,,,,1
bwapi/bwapi,hhi,,5556,,,,5556
bwapi/bwapi,contributors,0,2,0,0,0,2
bwapi/bwapi,bots,0,0,0,0,0,0
bwapi/bwapi,commits,0,3,0,0,0,3
bwapi/bwapi,first_date,,2022-02-20,,,,2022-02-20
bwapi/bwapi,last_date,,2022-11-12,,,,2022-11-12
gansm/finalcut,bus_factor,1,1,1,1,1,1
gansm/finalcut,hhi,10000,8650,9379,9556,9512,9390
gansm/finalcut,contributors,1,3,3,2,2,7
gansm/finalcut,bots,0,0,0,0,0,0
gansm/finalcut,commits,174,153,188,88,40,643
gansm/finalcut,first_date,2021-02-07,2022-01-02,2023-01-01,2024-01-14,2025-02-09,2021-02-07
gansm/finalcut,last_date,2022-01-01,2022-12-31,2024-01-06,2024-12-28,2026-01-03,2026-01-03
angelo1211/hybridrenderingengine,bus_factor,,,,,,
angelo1211/hybridrenderingengine,hhi,,,,,,
angelo1211/hybridrenderingengine,contributors,0,0,0,0,0,0
angelo1211/hybridrenderingengine,bots,0,0,0,0,0,0
angelo1211/hybridrenderingengine,commits,0,0,0,0,0,0
angelo1211/hybridrenderingengine,first_date,,,,,,
angelo1211/hybridrenderingengine,last_date,,,,,,
eunomia-bpf/bpftime,bus_factor,,,2,2,2,2
eunomia-bpf/bpftime,hhi,,,3960,2309,2153,2571
eunomia-bpf/bpftime,contributors,0,0,7,18,14,32
eunomia-bpf/bpftime,bots,0,0,1,1,2,3
eunomia-bpf/bpftime,commits,0,0,149,90,134,373
eunomia-bpf/bpftime,first_date,,,2023-08-06,2024-01-07,2025-02-02,2023-08-06
eunomia-bpf/bpftime,last_date,,,2024-01-06,2024-12-28,2026-01-03,2026-01-03
cinience/redisstudio,bus_factor,,,,,1,1
cinience/redisstudio,hhi,,,,,10000,10000
cinience/redisstudio,contributors,0,0,0,0,1,1
cinience/redisstudio,bots,0,0,0,0,0,0
cinience/redisstudio,commits,0,0,0,0,2,2
cinience/redisstudio,first_date,,,,,2025-06-29,2025-06-29
cinience/redisstudio,last_date,,,,,2025-07-05,2025-07-05
gibsjose/cpp-cheat-sheet,bus_factor,,1,,,,1
gibsjose/cpp-cheat-sheet,hhi,,10000,,,,10000
gibsjose/cpp-cheat-sheet,contributors,0,1,0,0,0,1
gibsjose/cpp-cheat-sheet,bots,0,0,0,0,0,0
gibsjose/cpp-cheat-sheet,commits,0,1,0,0,0,1
gibsjose/cpp-cheat-sheet,first_date,,2022-01-23,,,,2022-01-23
gibsjose/cpp-cheat-sheet,last_date,,2022-01-29,,,,2022-01-29
cifertech/rf-clown,bus_factor,,1,,1,1,1
cifertech/rf-clown,hhi,,10000,,10000,10000,10000
cifertech/rf-clown,contributors,0,1,0,1,1,1
cifertech/rf-clown,bots,0,0,0,0,0,0
cifertech/rf-clown,commits,0,7,0,8,6,21
cifertech/rf-clown,first_date,,2022-08-07,,2024-12-29,2025-10-19,2022-08-07
cifertech/rf-clown,last_date,,2022-10-22,,2025-01-04,2025-11-01,2025-11-01
nfc-tools/libnfc,bus_factor,2,,1,2,1,3
nfc-tools/libnfc,hhi,2562,,5000,1875,10000,1488
nfc-tools/libnfc,contributors,7,0,2,6,1,13
nfc-tools/libnfc,bots,0,0,0,0,0,0
nfc-tools/libnfc,commits,11,0,2,8,1,22
nfc-tools/libnfc,first_date,2021-01-17,,2023-02-12,2024-02-11,2025-03-02,2021-01-17
nfc-tools/libnfc,last_date,2021-09-25,,2023-02-18,2024-10-26,2025-03-08,2025-03-08
clechasseur/pathcopycopy,bus_factor,1,1,,1,,1
clechasseur/pathcopycopy,hhi,10000,10000,,10000,,10000
clechasseur/pathcopycopy,contributors,1,1,0,1,0,1
clechasseur/pathcopycopy,bots,0,0,0,0,0,0
clechasseur/pathcopycopy,commits,35,1,0,1,0,37
clechasseur/pathcopycopy,first_date,2021-02-07,2022-11-06,,2024-07-07,,2021-02-07
clechasseur/pathcopycopy,last_date,2021-10-09,2022-11-12,,2024-07-13,,2024-07-13
lvandeve/lodepng,bus_factor,1,1,1,1,1,1
lvandeve/lodepng,hhi,6250,6296,5000,10000,7222,6522
lvandeve/lodepng,contributors,2,3,2,1,2,5
lvandeve/lodepng,bots,0,0,0,0,0,0
lvandeve/lodepng,commits,4,9,2,14,6,35
lvandeve/lodepng,first_date,2021-05-16,2022-01-09,2023-04-09,2024-04-14,2025-03-23,2021-05-16
lvandeve/lodepng,last_date,2021-07-03,2022-11-12,2023-12-02,2024-12-28,2026-01-03,2026-01-03
bulletphysics/bullet3,bus_factor,1,2,1,,1,2
bulletphysics/bullet3,hhi,3215,2175,10000,,10000,2659
bulletphysics/bullet3,contributors,18,13,1,0,1,25
bulletphysics/bullet3,bots,0,0,0,0,0,0
bulletphysics/bullet3,commits,98,65,2,0,4,169
bulletphysics/bullet3,first_date,2021-01-10,2022-01-02,2023-11-26,,2025-01-26,2021-01-10
bulletphysics/bullet3,last_date,2021-12-11,2022-12-31,2023-12-02,,2025-10-25,2025-10-25
solodon4/mach7,bus_factor,1,,,,,1
solodon4/mach7,hhi,10000,,,,,10000
solodon4/mach7,contributors,1,0,0,0,0,1
solodon4/mach7,bots,0,0,0,0,0,0
solodon4/mach7,commits,1,0,0,0,0,1
solodon4/mach7,first_date,2021-10-17,,,,,2021-10-17
solodon4/mach7,last_date,2021-10-23,,,,,2021-10-23
opentoonz/opentoonz,bus_factor,1,1,2,2,1,2
opentoonz/opentoonz,hhi,4512,3060,2408,1950,4071,1682
opentoonz/opentoonz,contributors,12,13,18,14,16,40
opentoonz/opentoonz,bots,0,0,0,0,0,0
opentoonz/opentoonz,commits,235,216,234,151,509,1345
opentoonz/opentoonz,first_date,2021-01-10,2022-01-02,2023-01-08,2024-01-07,2025-01-05,2021-01-10
opentoonz/opentoonz,last_date,2022-01-01,2022-12-31,2023-12-30,2025-01-04,2026-01-03,2026-01-03
openappsec/openappsec,bus_factor,,2,1,1,1,2
openappsec/openappsec,hhi,,2507,5328,4801,5730,3299
openappsec/openappsec,contributors,0,5,6,7,10,19
openappsec/openappsec,bots,0,0,0,0,0,0
openappsec/openappsec,commits,0,38,103,134,163,438
openappsec/openappsec,first_date,,2022-10-23,2023-01-15,2024-01-07,2025-01-12,2022-10-23
openappsec/openappsec,last_date,,2022-12-31,2023-12-30,2025-01-04,2026-01-03,2026-01-03
hku-mars/fast-livo2,bus_factor,,,,1,1,1
hku-mars/fast-livo2,hhi,,,,10000,10000,10000
hku-mars/fast-livo2,contributors,0,0,0,1,1,1
hku-mars/fast-livo2,bots,0,0,0,0,0,0
hku-mars/fast-livo2,commits,0,0,0,8,18,26
hku-mars/fast-livo2,first_date,,,,2024-04-21,2025-01-19,2024-04-21
hku-mars/fast-livo2,last_date,,,,2024-10-05,2025-12-27,2025-12-27
poselib/poselib,bus_factor,1,1,2,3,3,4
poselib/poselib,hhi,5000,3450,2050,1529,1474,1134
poselib/poselib,contributors,2,7,8,10,10,25
poselib/poselib,bots,0,0,0,0,0,0
poselib/poselib,commits,2,20,20,22,21,85
poselib/poselib,first_date,2021-01-31,2022-01-16,2023-03-19,2024-04-07,2025-04-06,2021-01-31
poselib/poselib,last_date,2021-02-06,2022-12-17,2024-01-06,2024-12-21,2026-01-03,2026-01-03
homenc/helib,bus_factor,2,2,1,,,2
homenc/helib,hhi,2622,2593,6800,,,2217
homenc/helib,contributors,8,6,2,0,0,11
homenc/helib,bots,0,0,0,0,0,0
homenc/helib,commits,37,18,5,0,0,60
homenc/helib,first_date,2021-01-03,2022-06-26,2023-01-08,,,2021-01-03
homenc/helib,last_date,2021-10-02,2022-12-24,2023-07-22,,,2023-07-22
wavm/wavm,bus_factor,1,1,,,,1
wavm/wavm,hhi,6708,6296,,,,6543
wavm/wavm,contributors,6,3,0,0,0,8
wavm/wavm,bots,0,0,0,0,0,0
wavm/wavm,commits,27,9,0,0,0,36
wavm/wavm,first_date,2021-03-07,2022-01-23,,,,2021-03-07
wavm/wavm,last_date,2021-11-06,2022-05-14,,,,2022-05-14
fireice-uk/xmr-stak-cpu,bus_factor,,,,,,
fireice-uk/xmr-stak-cpu,hhi,,,,,,
fireice-uk/xmr-stak-cpu,contributors,0,0,0,0,0,0
fireice-uk/xmr-stak-cpu,bots,0,0,0,0,0,0
fireice-uk/xmr-stak-cpu,commits,0,0,0,0,0,0
fireice-uk/xmr-stak-cpu,first_date,,,,,,
fireice-uk/xmr-stak-cpu,last_date,,,,,,
raspberrypi/pico-examples,bus_factor,3,4,3,2,2,3
raspberrypi/pico-examples,hhi,1492,934,1338,2028,1819,1051
raspberrypi/pico-examples,contributors,19,19,20,18,20,70
raspberrypi/pico-examples,bots,0,0,0,0,0,0
raspberrypi/pico-examples,commits,106,34,58,57,74,329
raspberrypi/pico-examples,first_date,2021-01-17,2022-05-15,2023-01-01,2024-01-14,2025-01-26,2021-01-17
raspberrypi/pico-examples,last_date,2021-11-27,2022-12-24,2023-10-28,2024-11-30,2025-08-02,2025-08-02
