repo,repo_id,status,n_contributors,fetched_at
jorgebucaran/colorette,34648097,ok,18,2026-05-19T11:23:05+00:00
joshuakgoldberg/ts-api-utils,597893818,ok,12,2026-05-19T11:23:05+00:00
jpadilla/pyjwt,1408162,ok,155,2026-05-19T11:23:08+00:00
jprichardson/node-fs-extra,2791348,ok,88,2026-05-19T11:23:09+00:00
jprichardson/node-jsonfile,5754307,ok,21,2026-05-19T11:23:10+00:00
jquast/wcwidth,18464187,ok,20,2026-05-19T11:23:11+00:00
jquery/esprima,2833537,ok,65,2026-05-19T11:23:12+00:00
jridgewell/resolve-uri,196878944,ok,4,2026-05-19T11:23:14+00:00
jridgewell/sourcemaps,897142826,ok,26,2026-05-19T11:23:15+00:00
jsdom/tr46,36964214,ok,9,2026-05-19T11:23:17+00:00
jsdom/webidl-conversions,23000311,ok,6,2026-05-19T11:23:18+00:00
jsdom/whatwg-mimetype,71014420,ok,5,2026-05-19T11:23:20+00:00
jsdom/whatwg-url,34761352,ok,20,2026-05-19T11:23:21+00:00
jsdom/xml-name-validator,28553202,ok,2,2026-05-19T11:23:22+00:00
jshttp/accepts,15482433,ok,16,2026-05-19T11:23:24+00:00
jshttp/content-disposition,24216676,ok,16,2026-05-19T11:23:25+00:00
jshttp/content-type,30172150,ok,12,2026-05-19T11:23:26+00:00
jshttp/cookie,4475810,ok,45,2026-05-19T11:23:28+00:00
jshttp/etag,22894570,ok,6,2026-05-19T11:23:29+00:00
jshttp/forwarded,24300217,ok,6,2026-05-19T11:23:31+00:00
jshttp/fresh,4617552,ok,17,2026-05-19T11:23:33+00:00
jshttp/http-errors,23806086,ok,21,2026-05-19T11:23:34+00:00
jshttp/media-typer,20814275,ok,7,2026-05-19T11:23:35+00:00
jshttp/methods,8274071,ok,12,2026-05-19T11:23:36+00:00
jshttp/mime-db,22970419,ok,92,2026-05-19T11:23:37+00:00
jshttp/mime-types,19380178,ok,21,2026-05-19T11:23:37+00:00
jshttp/negotiator,3275614,ok,22,2026-05-19T11:23:39+00:00
jshttp/on-finished,15349765,ok,13,2026-05-19T11:23:40+00:00
jshttp/range-parser,4627131,ok,13,2026-05-19T11:23:41+00:00
jshttp/statuses,17690272,ok,14,2026-05-19T11:23:41+00:00
jshttp/type-is,15484233,ok,20,2026-05-19T11:23:42+00:00
jshttp/vary,20498698,ok,8,2026-05-19T11:23:43+00:00
jslicense/spdx-correct.js,34817196,ok,7,2026-05-19T11:23:44+00:00
jslicense/spdx-exceptions.json,40062896,ok,2,2026-05-19T11:23:45+00:00
jslicense/spdx-expression-parse.js,40067336,ok,5,2026-05-19T11:23:46+00:00
jslicense/spdx-license-ids,26001547,ok,4,2026-05-19T11:23:46+00:00
json5/json5,4463453,ok,22,2026-05-19T11:23:47+00:00
juliangruber/balanced-match,13538817,ok,16,2026-05-19T11:23:48+00:00
juliangruber/brace-expansion,13539234,ok,25,2026-05-19T11:23:49+00:00
juliangruber/isarray,10227611,ok,15,2026-05-19T11:23:50+00:00
justmoon/node-extend,3967764,ok,13,2026-05-19T11:23:52+00:00
jviereck/regjsparser,14087781,ok,16,2026-05-19T11:23:53+00:00
ka-weihe/fastest-levenshtein,158960628,ok,8,2026-05-19T11:24:02+00:00
kaelzhang/node-ignore,12519245,ok,18,2026-05-19T11:23:55+00:00
kemitchell/validate-npm-package-license.js,35000460,ok,2,2026-05-19T11:23:57+00:00
kevinbeaty/any-promise,26247715,ok,4,2026-05-19T11:23:58+00:00
kevva/dir-glob,49264969,ok,6,2026-05-19T11:23:58+00:00
kevva/shebang-command,47402913,ok,1,2026-05-19T11:24:01+00:00
kilian/electron-to-chromium,78972540,ok,10,2026-05-19T11:24:02+00:00
kjd/idna,10323585,ok,32,2026-05-19T11:24:03+00:00
knurling-rs/defmt,282262730,ok,77,2026-05-19T11:24:05+00:00
kpdecker/jsdiff,1542219,ok,72,2026-05-19T11:24:06+00:00
krb5/krb5,4307702,ok,120,2026-05-19T11:24:08+00:00
kriskowal/asap,11295071,ok,12,2026-05-19T11:24:08+00:00
kriszyp/json-schema,947175,ok,15,2026-05-19T11:24:09+00:00
langchain-ai/langchain,552661142,ok,469,2026-05-19T11:24:15+00:00
laurent-laporte-pro/deprecated,111412148,ok,21,2026-05-19T11:24:11+00:00
legrandin/pycryptodome,19378935,ok,131,2026-05-19T11:24:14+00:00
libevent/libevent,1856976,ok,262,2026-05-19T11:24:15+00:00
libexpat/libexpat,80314213,ok,102,2026-05-19T11:24:19+00:00
libffi/libffi,321154,ok,192,2026-05-19T11:24:17+00:00
libidn/libidn2,87378214,ok,11,2026-05-19T11:24:18+00:00
libjpeg-turbo/libjpeg-turbo,39760454,ok,45,2026-05-19T11:24:19+00:00
libjxl/libjxl,340219494,ok,130,2026-05-19T11:24:21+00:00
libuv/libuv,14812739,ok,442,2026-05-19T11:24:26+00:00
linusu/buffer-from,66025821,ok,2,2026-05-19T11:24:23+00:00
linux-audit/audit-userspace,52464964,ok,71,2026-05-19T11:24:26+00:00
linux-pam/linux-pam,76264690,ok,182,2026-05-19T11:24:27+00:00
litejs/natural-compare-lite,9146732,ok,4,2026-05-19T11:24:28+00:00
ljharb/call-bind,308533760,ok,1,2026-05-19T11:24:29+00:00
ljharb/call-bind-apply-helpers,898190951,ok,1,2026-05-19T11:24:30+00:00
ljharb/call-bound,898125972,ok,1,2026-05-19T11:24:31+00:00
ljharb/concat-map,548993448,ok,1,2026-05-19T11:24:33+00:00
ljharb/define-data-property,689109338,ok,1,2026-05-19T11:22:36+00:00
ljharb/define-properties,28768789,ok,1,2026-05-19T11:22:37+00:00
ljharb/es-abstract,28995155,ok,11,2026-05-19T11:22:38+00:00
ljharb/es-define-property,756570458,ok,1,2026-05-19T11:22:38+00:00
ljharb/es-errors,752160492,ok,1,2026-05-19T11:22:39+00:00
ljharb/es-shim-unscopables,480458584,ok,1,2026-05-19T11:22:39+00:00
ljharb/es-to-primitive,32377814,ok,2,2026-05-19T11:22:40+00:00
ljharb/get-intrinsic,308516559,ok,2,2026-05-19T11:22:41+00:00
ljharb/get-proto,911035271,ok,1,2026-05-19T11:22:42+00:00
ljharb/gopd,560708130,ok,1,2026-05-19T11:22:43+00:00
ljharb/internal-slot,216159146,ok,1,2026-05-19T11:22:44+00:00
ljharb/object-keys,9103992,ok,6,2026-05-19T11:22:45+00:00
ljharb/object.assign,17755831,ok,6,2026-05-19T11:22:46+00:00
ljharb/possible-typed-array-names,760136716,ok,1,2026-05-19T11:22:47+00:00
ljharb/qs,22266795,ok,65,2026-05-19T11:22:48+00:00
ljharb/safe-regex-test,540138887,ok,3,2026-05-19T11:22:49+00:00
ljharb/set-function-length,704249795,ok,1,2026-05-19T11:22:50+00:00
ljharb/side-channel,225239081,ok,4,2026-05-19T11:22:51+00:00
ljharb/side-channel-list,901451610,ok,1,2026-05-19T11:22:52+00:00
ljharb/side-channel-map,901191461,ok,1,2026-05-19T11:22:53+00:00
ljharb/side-channel-weakmap,901188921,ok,1,2026-05-19T11:22:54+00:00
lodash/lodash,3955647,ok,219,2026-05-19T11:22:56+00:00
loganfsmyth/gensync,132383032,ok,3,2026-05-19T11:22:57+00:00
lokathor/bytemuck,209673558,ok,68,2026-05-19T11:22:57+00:00
lukeed/dequal,174421655,ok,5,2026-05-19T11:22:59+00:00
lukeed/escalade,273568715,ok,4,2026-05-19T11:23:00+00:00
lukeed/kleur,140393403,ok,16,2026-05-19T11:23:01+00:00
lxml/lxml,1353927,ok,169,2026-05-19T11:23:03+00:00
lydell/js-tokens,17552490,ok,5,2026-05-19T11:23:04+00:00
lz4/lz4,18106269,ok,176,2026-05-19T11:23:05+00:00
madler/zlib,2359378,ok,78,2026-05-19T11:23:06+00:00
mafintosh/end-of-stream,14732255,ok,9,2026-05-19T11:23:07+00:00
mafintosh/pump,12118126,ok,7,2026-05-19T11:23:09+00:00
mafintosh/tar-stream,15340089,ok,42,2026-05-19T11:23:10+00:00
marshallpierce/rust-base64,47371310,ok,47,2026-05-19T11:23:11+00:00
mathiasbynens/cssesc,12001360,ok,4,2026-05-19T11:23:13+00:00
mathiasbynens/emoji-regex,24557614,ok,16,2026-05-19T11:23:14+00:00
mathiasbynens/jsesc,10498729,ok,9,2026-05-19T11:23:15+00:00
mathiasbynens/punycode.js,2755924,ok,19,2026-05-19T11:23:17+00:00
mathiasbynens/regenerate,10182772,ok,6,2026-05-19T11:23:18+00:00
mathiasbynens/regexpu-core,49437324,ok,7,2026-05-19T11:23:19+00:00
mathiasbynens/unicode-canonical-property-names-ecmascript,88346537,ok,1,2026-05-19T11:23:21+00:00
mathiasbynens/unicode-property-aliases-ecmascript,88333533,ok,3,2026-05-19T11:23:22+00:00
matklad/once_cell,143220272,ok,57,2026-05-19T11:23:24+00:00
matplotlib/matplotlib,1385122,ok,427,2026-05-19T11:23:27+00:00
mcollina/fastq,37368217,ok,28,2026-05-19T11:23:27+00:00
mcollina/reusify,42106515,ok,7,2026-05-19T11:23:28+00:00
mdn/data,70901646,ok,109,2026-05-19T11:23:30+00:00
medikoo/d,10817569,ok,2,2026-05-19T11:23:31+00:00
medikoo/es5-ext,1792941,ok,10,2026-05-19T11:23:32+00:00
medikoo/es6-symbol,14423385,ok,5,2026-05-19T11:23:35+00:00
medikoo/type,177198492,ok,2,2026-05-19T11:23:35+00:00
mhammond/pywin32,108187130,ok,102,2026-05-19T11:23:36+00:00
micheles/decorator,14656555,ok,27,2026-05-19T11:23:37+00:00
micromark/micromark,157420458,ok,20,2026-05-19T11:23:37+00:00
micromatch/anymatch,11458302,ok,12,2026-05-19T11:23:39+00:00
micromatch/braces,25475303,ok,14,2026-05-19T11:23:40+00:00
micromatch/is-extglob,31788841,ok,2,2026-05-19T11:23:41+00:00
micromatch/is-glob,28179425,ok,5,2026-05-19T11:23:41+00:00
micromatch/micromatch,27359938,ok,30,2026-05-19T11:23:42+00:00
micromatch/picomatch,156211895,ok,27,2026-05-19T11:23:43+00:00
micromatch/to-regex-range,40355891,ok,5,2026-05-19T11:23:45+00:00
microsoft/tslib,34414315,ok,37,2026-05-19T11:23:45+00:00
microsoft/typescript,20929025,ok,343,2026-05-19T11:23:49+00:00
microsoft/windows-rs,208102250,ok,85,2026-05-19T11:23:47+00:00
minimistjs/minimist,549230701,ok,17,2026-05-19T11:23:47+00:00
mitsuhiko/insta,165561258,ok,70,2026-05-19T11:23:48+00:00
mlocati/gettext-iconv-windows,12751919,ok,3,2026-05-19T11:23:51+00:00
mm2/little-cms,507969,ok,71,2026-05-19T11:23:51+00:00
moment/moment,1424470,ok,393,2026-05-19T11:23:54+00:00
more-itertools/more-itertools,4144530,ok,133,2026-05-19T11:23:54+00:00
motdotla/dotenv,11205780,ok,93,2026-05-19T11:23:55+00:00
moxystudio/node-cross-spawn,21335844,ok,20,2026-05-19T11:23:55+00:00
mozilla/source-map,2014930,ok,81,2026-05-19T11:23:57+00:00
mrabarnett/mrab-regex,309446978,ok,9,2026-05-19T11:23:58+00:00
mrmlnc/fast-glob,77467076,ok,28,2026-05-19T11:23:59+00:00
msgpack/msgpack-python,2242705,ok,73,2026-05-19T11:24:01+00:00
mysticatea/abort-controller,105228556,ok,5,2026-05-19T11:24:02+00:00
mysticatea/event-target-shim,31137469,ok,6,2026-05-19T11:24:04+00:00
netflix/vmaf,51317975,ok,101,2026-05-19T11:24:06+00:00
nghttp2/nghttp2,11452676,ok,141,2026-05-19T11:24:06+00:00
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,ok,2,2026-05-19T11:24:07+00:00
nlnetlabs/unbound,94195301,ok,117,2026-05-19T11:24:08+00:00
node-fetch/fetch-blob,186960326,ok,12,2026-05-19T11:24:10+00:00
node-fetch/node-fetch,29849956,ok,107,2026-05-19T11:24:11+00:00
nodeca/argparse,4325614,ok,18,2026-05-19T11:24:11+00:00
nodeca/js-yaml,2504175,ok,74,2026-05-19T11:24:14+00:00
nodeca/pako,16231859,ok,23,2026-05-19T11:24:14+00:00
nodejs/node,27193779,ok,427,2026-05-19T11:24:20+00:00
nodejs/readable-stream,5187096,ok,53,2026-05-19T11:24:17+00:00
nodejs/string_decoder,95052330,ok,9,2026-05-19T11:24:18+00:00
nodejs/undici,133092972,ok,352,2026-05-19T11:24:22+00:00
nodelib/nodelib,129310478,ok,6,2026-05-19T11:24:21+00:00
npm/abbrev-js,554893,ok,12,2026-05-19T11:24:22+00:00
npm/cacache,193812470,ok,33,2026-05-19T11:24:24+00:00
npm/hosted-git-info,25002984,ok,36,2026-05-19T11:24:26+00:00
npm/ini,2167680,ok,28,2026-05-19T11:24:27+00:00
npm/json-parse-even-better-errors,211384370,ok,9,2026-05-19T11:24:28+00:00
npm/mute-stream,5159166,ok,12,2026-05-19T11:24:29+00:00
npm/node-semver,1357199,ok,90,2026-05-19T11:24:30+00:00
npm/node-which,2169708,ok,21,2026-05-19T11:24:32+00:00
npm/nopt,1544436,ok,23,2026-05-19T11:24:33+00:00
npm/normalize-package-data,9301720,ok,39,2026-05-19T11:22:36+00:00
npm/ssri,193817839,ok,17,2026-05-19T11:22:37+00:00
npm/unique-slug,35246620,ok,14,2026-05-19T11:22:37+00:00
npm/write-file-atomic,23896209,ok,28,2026-05-19T11:22:38+00:00
numpy/numpy,908607,ok,437,2026-05-19T11:22:40+00:00
nv/cssom,1025209,ok,19,2026-05-19T11:22:39+00:00
nvzqz/static-assertions,100129252,ok,5,2026-05-19T11:22:40+00:00
oauthlib/oauthlib,2811323,ok,176,2026-05-19T11:22:42+00:00
octokit/openapi-types.ts,304109193,ok,14,2026-05-19T11:22:42+00:00
octokit/types.ts,216109757,ok,28,2026-05-19T11:22:43+00:00
oozcitak/xmlbuilder-js,1042809,ok,21,2026-05-19T11:22:44+00:00
open-telemetry/opentelemetry-js,185901023,ok,373,2026-05-19T11:22:47+00:00
open-telemetry/opentelemetry-js-contrib,255986659,ok,316,2026-05-19T11:22:47+00:00
open-telemetry/opentelemetry-python,185478926,ok,345,2026-05-19T11:22:48+00:00
open-telemetry/opentelemetry-python-contrib,220524743,ok,434,2026-05-19T11:22:50+00:00
openssl/openssl,7634677,ok,364,2026-05-19T11:22:50+00:00
opensuse/ca-certificates,10785433,ok,14,2026-05-19T11:22:50+00:00
p11-glue/p11-kit,12060420,ok,87,2026-05-19T11:22:51+00:00
pallets/click,19103692,ok,392,2026-05-19T11:22:54+00:00
pallets/flask,596892,ok,401,2026-05-19T11:22:55+00:00
pallets/itsdangerous,1945034,ok,42,2026-05-19T11:22:54+00:00
pallets/jinja,994551,ok,289,2026-05-19T11:22:56+00:00
pallets/markupsafe,734244,ok,46,2026-05-19T11:22:56+00:00
pallets/werkzeug,997338,ok,413,2026-05-19T11:23:00+00:00
pandas-dev/pandas,858127,ok,414,2026-05-19T11:23:02+00:00
paramiko/paramiko,119609,ok,138,2026-05-19T11:23:00+00:00
paulmillr/chokidar,4090287,ok,112,2026-05-19T11:23:01+00:00
paulmillr/readdirp,4494405,ok,34,2026-05-19T11:23:02+00:00
pcre2project/pcre2,398251321,ok,64,2026-05-19T11:23:04+00:00
pest-parser/pest,56964647,ok,134,2026-05-19T11:23:05+00:00
peternator7/strum,80964373,ok,115,2026-05-19T11:23:06+00:00
petkaantonov/bluebird,12670444,ok,210,2026-05-19T11:23:09+00:00
pexpect/ptyprocess,24727748,ok,21,2026-05-19T11:23:09+00:00
pillarjs/encodeurl,60721766,ok,9,2026-05-19T11:23:10+00:00
pillarjs/finalhandler,20547377,ok,11,2026-05-19T11:23:12+00:00
pillarjs/iconv-lite,2743221,ok,36,2026-05-19T11:23:13+00:00
pillarjs/parseurl,17533192,ok,9,2026-05-19T11:23:14+00:00
pillarjs/path-to-regexp,5265803,ok,35,2026-05-19T11:23:16+00:00
pillarjs/send,4879977,ok,32,2026-05-19T11:23:17+00:00
pkgconf/pkgconf,4180110,ok,87,2026-05-19T11:23:18+00:00
pnggroup/libpng,3768025,ok,96,2026-05-19T11:23:20+00:00
postcss/postcss,13078968,ok,384,2026-05-19T11:23:23+00:00
postcss/postcss-selector-parser,36500102,ok,43,2026-05-19T11:23:23+00:00
prettier/prettier,75104123,ok,430,2026-05-19T11:23:27+00:00
primus/eventemitter3,13100677,ok,28,2026-05-19T11:23:26+00:00
proptest-rs/proptest,94702898,ok,91,2026-05-19T11:23:27+00:00
protobufjs/protobuf.js,8507859,ok,116,2026-05-19T11:23:29+00:00
protocolbuffers/protobuf,23357588,ok,368,2026-05-19T11:23:31+00:00
psf/requests,1362490,ok,402,2026-05-19T11:23:33+00:00
psycopg/psycopg2,7730829,ok,117,2026-05-19T11:23:33+00:00
pvorb/clone,2317381,ok,28,2026-05-19T11:23:34+00:00
py4j/py4j,1045976,ok,36,2026-05-19T11:22:36+00:00
pyasn1/pyasn1,512723255,ok,26,2026-05-19T11:22:37+00:00
pyasn1/pyasn1-modules,512723354,ok,12,2026-05-19T11:22:37+00:00
pyca/bcrypt,9993757,ok,38,2026-05-19T11:22:38+00:00
pyca/cryptography,11939484,ok,344,2026-05-19T11:22:40+00:00
pyca/pynacl,8350032,ok,73,2026-05-19T11:22:40+00:00
pyca/pyopenssl,15778059,ok,102,2026-05-19T11:22:41+00:00
pydantic/pydantic,90194616,ok,459,2026-05-19T11:22:43+00:00
pydantic/typing-inspection,930576948,ok,3,2026-05-19T11:22:42+00:00
pygments/pygments,205564111,ok,390,2026-05-19T11:22:45+00:00
pypa/distlib,436970140,ok,36,2026-05-19T11:22:44+00:00
pypa/packaging,19837758,ok,139,2026-05-19T11:22:46+00:00
pypa/pip,1446467,ok,395,2026-05-19T11:22:48+00:00
pypa/setuptools,54980593,ok,388,2026-05-19T11:22:48+00:00
pypa/virtualenv,1446474,ok,150,2026-05-19T11:22:48+00:00
pypa/wheel,98346885,ok,82,2026-05-19T11:22:49+00:00
pyparsing/pyparsing,91262163,ok,73,2026-05-19T11:22:50+00:00
pytest-dev/iniconfig,66012563,ok,16,2026-05-19T11:22:51+00:00
pytest-dev/pluggy,34739117,ok,51,2026-05-19T11:22:52+00:00
pytest-dev/pytest,37489525,ok,380,2026-05-19T11:22:55+00:00
python-attrs/attrs,29918975,ok,179,2026-05-19T11:22:54+00:00
python-cffi/cffi,696427398,ok,87,2026-05-19T11:22:55+00:00
python-greenlet/greenlet,3003137,ok,74,2026-05-19T11:22:57+00:00
python-hyper/brotlicffi,43543393,ok,20,2026-05-19T11:22:58+00:00
python-hyper/h11,57372073,ok,33,2026-05-19T11:22:59+00:00
python-jsonschema/jsonschema,3072629,ok,106,2026-05-19T11:23:00+00:00
python-pillow/pillow,5171600,ok,385,2026-05-19T11:23:03+00:00
python-poetry/poetry,123303402,ok,441,2026-05-19T11:23:05+00:00
python-poetry/tomlkit,140365570,ok,44,2026-05-19T11:23:04+00:00
python-trio/sniffio,142657210,ok,17,2026-05-19T11:23:05+00:00
python/importlib_metadata,306448340,ok,67,2026-05-19T11:23:06+00:00
python/importlib_resources,306147182,ok,49,2026-05-19T11:23:07+00:00
python/mypy,7053637,ok,413,2026-05-19T11:23:12+00:00
python/mypy_extensions,165752308,ok,24,2026-05-19T11:23:10+00:00
python/typeshed,31696383,ok,433,2026-05-19T11:23:15+00:00
python/typing,24604008,ok,142,2026-05-19T11:23:13+00:00
python/typing_extensions,494077289,ok,79,2026-05-19T11:23:14+00:00
python/tzdata,242158882,ok,8,2026-05-19T11:23:16+00:00
qix-/color-convert,1874305,ok,28,2026-05-19T11:23:17+00:00
qix-/node-error-ex,41388258,ok,5,2026-05-19T11:23:18+00:00
qix-/node-is-arrayish,41376759,ok,3,2026-05-19T11:23:19+00:00
qt/qt5,9880318,ok,147,2026-05-19T11:23:22+00:00
radix-ui/primitives,273499522,ok,79,2026-05-19T11:23:23+00:00
raszi/node-tmp,2313213,ok,35,2026-05-19T11:23:24+00:00
raynos/for-each,6006855,ok,3,2026-05-19T11:23:25+00:00
raynos/function-bind,10727014,ok,6,2026-05-19T11:23:27+00:00
rayon-rs/either,42479602,ok,39,2026-05-19T11:23:28+00:00
rayon-rs/rayon,24725038,ok,142,2026-05-19T11:23:30+00:00
reactivex/rxjs,32247847,ok,423,2026-05-19T11:23:33+00:00
realpython/pytest-mypy,69576530,ok,14,2026-05-19T11:23:33+00:00
remix-run/react-router,19872456,ok,429,2026-05-19T11:23:37+00:00
remusao/tldts,97631656,ok,18,2026-05-19T11:22:36+00:00
requests/requests-oauthlib,6825724,ok,103,2026-05-19T11:22:37+00:00
requests/toolbelt,15515181,ok,62,2026-05-19T11:22:37+00:00
retep998/winapi-rs,23853482,ok,140,2026-05-19T11:22:38+00:00
rich-harris/estree-walker,33668779,ok,12,2026-05-19T11:22:39+00:00
rich-harris/magic-string,26143240,ok,56,2026-05-19T11:22:40+00:00
rob--w/proxy-from-env,52038793,ok,4,2026-05-19T11:22:40+00:00
rogdham/backports.zstd,977687927,ok,3,2026-05-19T11:22:42+00:00
rollup/plugins,203607977,ok,245,2026-05-19T11:22:43+00:00
ronaldoussoren/pyobjc,243933900,ok,29,2026-05-19T11:22:44+00:00
rust-cli/anstyle,493821282,ok,39,2026-05-19T11:22:44+00:00
rust-cli/env_logger,96382888,ok,70,2026-05-19T11:22:45+00:00
rust-embedded/critical-section,365854323,ok,15,2026-05-19T11:22:46+00:00
rust-fuzz/arbitrary,90591032,ok,62,2026-05-19T11:22:47+00:00
rust-itertools/itertools,22360263,ok,169,2026-05-19T11:22:49+00:00
rust-lang-nursery/lazy-static.rs,21157492,ok,54,2026-05-19T11:22:49+00:00
rust-lang/cc-rs,26039547,ok,310,2026-05-19T11:22:51+00:00
rust-lang/cfg-if,38723660,ok,19,2026-05-19T11:22:51+00:00
rust-lang/compiler-builtins,65153793,ok,212,2026-05-19T11:22:53+00:00
rust-lang/flate2-rs,21954009,ok,109,2026-05-19T11:22:54+00:00
rust-lang/futures-rs,55077261,ok,316,2026-05-19T11:22:56+00:00
rust-lang/glob,23241722,ok,50,2026-05-19T11:22:55+00:00
rust-lang/hashbrown,155119796,ok,122,2026-05-19T11:22:57+00:00
rust-lang/libc,29197565,ok,421,2026-05-19T11:23:00+00:00
rust-lang/libz-sys,26042019,ok,55,2026-05-19T11:22:59+00:00
rust-lang/log,27974762,ok,121,2026-05-19T11:23:01+00:00
rust-lang/pkg-config-rs,26042035,ok,54,2026-05-19T11:23:01+00:00
rust-lang/regex,27890669,ok,192,2026-05-19T11:23:03+00:00
rust-lang/rust,724712,ok,445,2026-05-19T11:23:06+00:00
rust-num/num-traits,114705611,ok,116,2026-05-19T11:23:06+00:00
rust-phf/rust-phf,15992970,ok,66,2026-05-19T11:23:06+00:00
rust-random/getrandom,166545969,ok,64,2026-05-19T11:23:08+00:00
rust-random/rand,30227790,ok,287,2026-05-19T11:23:10+00:00
rust-random/rand_core,1086593277,ok,37,2026-05-19T11:23:10+00:00
rust-random/rngs,209510094,ok,22,2026-05-19T11:23:12+00:00
rustcrypto/formats,406051759,ok,98,2026-05-19T11:23:13+00:00
rustcrypto/hashes,74106774,ok,87,2026-05-19T11:23:14+00:00
rustcrypto/stream-ciphers,83051505,ok,30,2026-05-19T11:23:16+00:00
rustcrypto/traits,85605821,ok,72,2026-05-19T11:23:17+00:00
rustcrypto/utils,77307442,ok,77,2026-05-19T11:23:18+00:00
rvagg/bl,10706095,ok,36,2026-05-19T11:23:20+00:00
rvagg/through2,11808187,ok,21,2026-05-19T11:23:21+00:00
ryanzim/universalify,87651180,ok,5,2026-05-19T11:23:23+00:00
salesforce/tough-cookie,2606873,ok,38,2026-05-19T11:23:24+00:00
samn/json-stable-stringify,76598131,ok,7,2026-05-19T11:23:26+00:00
samverschueren/decode-uri-component,91837954,ok,3,2026-05-19T11:23:27+00:00
sboudrias/inquirer.js,10114077,ok,220,2026-05-19T11:23:30+00:00
scikit-build/ninja-python-distributions,75102202,ok,12,2026-05-19T11:23:30+00:00
scikit-learn/scikit-learn,843222,ok,409,2026-05-19T11:23:33+00:00
scipy/scipy,1460385,ok,412,2026-05-19T11:23:36+00:00
seanmonstar/reqwest,62350380,ok,377,2026-05-19T11:23:36+00:00
sec-ant/readable-stream,569980966,ok,4,2026-05-19T11:23:39+00:00
selinuxproject/selinux,20648799,ok,133,2026-05-19T11:23:43+00:00
serde-rs/bytes,87358441,ok,9,2026-05-19T11:23:48+00:00
serde-rs/json,35894511,ok,129,2026-05-19T11:23:53+00:00
serde-rs/serde,14367737,ok,180,2026-05-19T11:24:00+00:00
servo/rust-fnv,33499190,ok,17,2026-05-19T11:24:06+00:00
servo/rust-smallvec,33456236,ok,88,2026-05-19T11:24:11+00:00
servo/rust-url,14934771,ok,181,2026-05-19T11:24:18+00:00
sinclairzx81/typebox,87454905,ok,55,2026-05-19T11:24:25+00:00
sindresorhus/ansi-escapes,40721875,ok,17,2026-05-19T11:24:32+00:00
sindresorhus/array-union,21005682,ok,9,2026-05-19T11:22:38+00:00
sindresorhus/binary-extensions,29771015,ok,23,2026-05-19T11:22:43+00:00
sindresorhus/callsites,18938743,ok,7,2026-05-19T11:22:47+00:00
sindresorhus/camelcase,25116836,ok,28,2026-05-19T11:22:52+00:00
sindresorhus/clean-stack,62838930,ok,15,2026-05-19T11:22:58+00:00
sindresorhus/cli-cursor,23512396,ok,5,2026-05-19T11:23:04+00:00
sindresorhus/crypto-random-string,73665728,ok,7,2026-05-19T11:23:10+00:00
sindresorhus/decamelize,29773710,ok,14,2026-05-19T11:23:17+00:00
sindresorhus/detect-newline,21304485,ok,9,2026-05-19T11:23:25+00:00
sindresorhus/environment,793180075,ok,1,2026-05-19T11:23:31+00:00
sindresorhus/escape-string-regexp,21169121,ok,7,2026-05-19T11:23:37+00:00
sindresorhus/execa,47475908,ok,62,2026-05-19T11:23:41+00:00
sindresorhus/figures,21672939,ok,11,2026-05-19T11:23:46+00:00
sindresorhus/file-type,19105307,ok,111,2026-05-19T11:23:52+00:00
sindresorhus/find-cache-directory,48783244,ok,14,2026-05-19T11:23:56+00:00
sindresorhus/find-up,41723004,ok,17,2026-05-19T11:24:04+00:00
sindresorhus/find-up-simple,714044439,ok,2,2026-05-19T11:24:10+00:00
sindresorhus/get-east-asian-width,711160838,ok,4,2026-05-19T11:24:15+00:00
sindresorhus/get-stream,44264225,ok,16,2026-05-19T11:24:24+00:00
sindresorhus/globals,15186239,ok,95,2026-05-19T11:24:29+00:00
sindresorhus/globby,21069494,ok,47,2026-05-19T11:22:37+00:00
sindresorhus/has-flag,38718671,ok,7,2026-05-19T11:22:40+00:00
sindresorhus/import-fresh,22020904,ok,8,2026-05-19T11:22:45+00:00
sindresorhus/import-local,90292430,ok,8,2026-05-19T11:22:50+00:00
sindresorhus/indent-string,20576837,ok,9,2026-05-19T11:22:55+00:00
sindresorhus/is-binary-path,29771247,ok,6,2026-05-19T11:23:02+00:00
sindresorhus/is-docker,33590534,ok,6,2026-05-19T11:23:07+00:00
sindresorhus/is-fullwidth-code-point,39222301,ok,9,2026-05-19T11:23:14+00:00
sindresorhus/is-inside-container,601943060,ok,1,2026-05-19T11:23:22+00:00
sindresorhus/is-path-inside,21054113,ok,8,2026-05-19T11:23:29+00:00
sindresorhus/is-plain-obj,38923193,ok,7,2026-05-19T11:23:36+00:00
sindresorhus/is-stream,29436825,ok,6,2026-05-19T11:23:40+00:00
sindresorhus/is-unicode-supported,348660847,ok,4,2026-05-19T11:23:44+00:00
sindresorhus/is-wsl,88415331,ok,7,2026-05-19T11:23:49+00:00
sindresorhus/leven,22794601,ok,8,2026-05-19T11:23:54+00:00
sindresorhus/locate-path,74266248,ok,8,2026-05-19T11:24:01+00:00
sindresorhus/log-symbols,21673868,ok,13,2026-05-19T11:24:07+00:00
sindresorhus/lowercase-keys,29769737,ok,3,2026-05-19T11:24:13+00:00
