repo,repo_id,year,metric,value
browserify/to-buffer,,2021,closed_issues,0
browserify/to-buffer,,2021,opened_issues,0
browserify/to-buffer,,2022,closed_issues,0
browserify/to-buffer,,2022,opened_issues,0
browserify/to-buffer,,2023,closed_issues,0
browserify/to-buffer,,2023,opened_issues,0
browserify/to-buffer,,2024,closed_issues,0
browserify/to-buffer,,2024,opened_issues,0
browserify/to-buffer,,2025,closed_issues,1
browserify/to-buffer,,2025,opened_issues,2
browserslist/browserslist,27971466,2021,closed_issues,54
browserslist/browserslist,27971466,2021,opened_issues,52
browserslist/browserslist,27971466,2022,closed_issues,35
browserslist/browserslist,27971466,2022,opened_issues,37
browserslist/browserslist,27971466,2023,closed_issues,40
browserslist/browserslist,27971466,2023,opened_issues,42
browserslist/browserslist,27971466,2024,closed_issues,18
browserslist/browserslist,27971466,2024,opened_issues,25
browserslist/browserslist,27971466,2025,closed_issues,18
browserslist/browserslist,27971466,2025,opened_issues,21
browserslist/caniuse-lite,80221890,2021,closed_issues,23
browserslist/caniuse-lite,80221890,2021,opened_issues,16
browserslist/caniuse-lite,80221890,2022,closed_issues,14
browserslist/caniuse-lite,80221890,2022,opened_issues,15
browserslist/caniuse-lite,80221890,2023,closed_issues,10
browserslist/caniuse-lite,80221890,2023,opened_issues,11
browserslist/caniuse-lite,80221890,2024,closed_issues,7
browserslist/caniuse-lite,80221890,2024,opened_issues,10
browserslist/caniuse-lite,80221890,2025,closed_issues,2
browserslist/caniuse-lite,80221890,2025,opened_issues,3
browserslist/update-db,505548145,2021,closed_issues,0
browserslist/update-db,505548145,2021,opened_issues,1
browserslist/update-db,505548145,2022,closed_issues,8
browserslist/update-db,505548145,2022,opened_issues,8
browserslist/update-db,505548145,2023,closed_issues,7
browserslist/update-db,505548145,2023,opened_issues,11
browserslist/update-db,505548145,2024,closed_issues,11
browserslist/update-db,505548145,2024,opened_issues,12
browserslist/update-db,505548145,2025,closed_issues,13
browserslist/update-db,505548145,2025,opened_issues,13
burntsushi/aho-corasick,37290678,2021,closed_issues,11
burntsushi/aho-corasick,37290678,2021,opened_issues,14
burntsushi/aho-corasick,37290678,2022,closed_issues,7
burntsushi/aho-corasick,37290678,2022,opened_issues,5
burntsushi/aho-corasick,37290678,2023,closed_issues,14
burntsushi/aho-corasick,37290678,2023,opened_issues,14
burntsushi/aho-corasick,37290678,2024,closed_issues,5
burntsushi/aho-corasick,37290678,2024,opened_issues,8
burntsushi/aho-corasick,37290678,2025,closed_issues,8
burntsushi/aho-corasick,37290678,2025,opened_issues,7
burntsushi/bstr,,2021,closed_issues,5
burntsushi/bstr,,2021,opened_issues,11
burntsushi/bstr,,2022,closed_issues,22
burntsushi/bstr,,2022,opened_issues,16
burntsushi/bstr,,2023,closed_issues,7
burntsushi/bstr,,2023,opened_issues,12
burntsushi/bstr,,2024,closed_issues,7
burntsushi/bstr,,2024,opened_issues,15
burntsushi/bstr,,2025,closed_issues,6
burntsushi/bstr,,2025,opened_issues,7
burntsushi/byteorder,,2021,closed_issues,15
burntsushi/byteorder,,2021,opened_issues,10
burntsushi/byteorder,,2022,closed_issues,1
burntsushi/byteorder,,2022,opened_issues,1
burntsushi/byteorder,,2023,closed_issues,3
burntsushi/byteorder,,2023,opened_issues,2
burntsushi/byteorder,,2024,closed_issues,8
burntsushi/byteorder,,2024,opened_issues,11
burntsushi/byteorder,,2025,closed_issues,2
burntsushi/byteorder,,2025,opened_issues,3
burntsushi/fst,,2021,closed_issues,4
burntsushi/fst,,2021,opened_issues,8
burntsushi/fst,,2022,closed_issues,5
burntsushi/fst,,2022,opened_issues,12
burntsushi/fst,,2023,closed_issues,2
burntsushi/fst,,2023,opened_issues,7
burntsushi/fst,,2024,closed_issues,3
burntsushi/fst,,2024,opened_issues,5
burntsushi/fst,,2025,closed_issues,3
burntsushi/fst,,2025,opened_issues,3
burntsushi/jiff,759017108,2021,closed_issues,0
burntsushi/jiff,759017108,2021,opened_issues,0
burntsushi/jiff,759017108,2022,closed_issues,0
burntsushi/jiff,759017108,2022,opened_issues,0
burntsushi/jiff,759017108,2023,closed_issues,0
burntsushi/jiff,759017108,2023,opened_issues,0
burntsushi/jiff,759017108,2024,closed_issues,53
burntsushi/jiff,759017108,2024,opened_issues,84
burntsushi/jiff,759017108,2025,closed_issues,119
burntsushi/jiff,759017108,2025,opened_issues,115
burntsushi/memchr,37290652,2021,closed_issues,8
burntsushi/memchr,37290652,2021,opened_issues,13
burntsushi/memchr,37290652,2022,closed_issues,5
burntsushi/memchr,37290652,2022,opened_issues,3
burntsushi/memchr,37290652,2023,closed_issues,14
burntsushi/memchr,37290652,2023,opened_issues,9
burntsushi/memchr,37290652,2024,closed_issues,6
burntsushi/memchr,37290652,2024,opened_issues,12
burntsushi/memchr,37290652,2025,closed_issues,4
burntsushi/memchr,37290652,2025,opened_issues,9
burntsushi/quickcheck,17559913,2021,closed_issues,7
burntsushi/quickcheck,17559913,2021,opened_issues,20
burntsushi/quickcheck,17559913,2022,closed_issues,1
burntsushi/quickcheck,17559913,2022,opened_issues,4
burntsushi/quickcheck,17559913,2023,closed_issues,2
burntsushi/quickcheck,17559913,2023,opened_issues,4
burntsushi/quickcheck,17559913,2024,closed_issues,2
burntsushi/quickcheck,17559913,2024,opened_issues,3
burntsushi/quickcheck,17559913,2025,closed_issues,5
burntsushi/quickcheck,17559913,2025,opened_issues,4
burntsushi/rust-csv,,2021,closed_issues,12
burntsushi/rust-csv,,2021,opened_issues,24
burntsushi/rust-csv,,2022,closed_issues,17
burntsushi/rust-csv,,2022,opened_issues,25
burntsushi/rust-csv,,2023,closed_issues,17
burntsushi/rust-csv,,2023,opened_issues,27
burntsushi/rust-csv,,2024,closed_issues,12
burntsushi/rust-csv,,2024,opened_issues,15
burntsushi/rust-csv,,2025,closed_issues,11
burntsushi/rust-csv,,2025,opened_issues,15
burntsushi/same-file,78375612,2021,closed_issues,0
burntsushi/same-file,78375612,2021,opened_issues,2
burntsushi/same-file,78375612,2022,closed_issues,2
burntsushi/same-file,78375612,2022,opened_issues,3
burntsushi/same-file,78375612,2023,closed_issues,0
burntsushi/same-file,78375612,2023,opened_issues,2
burntsushi/same-file,78375612,2024,closed_issues,0
burntsushi/same-file,78375612,2024,opened_issues,0
burntsushi/same-file,78375612,2025,closed_issues,2
burntsushi/same-file,78375612,2025,opened_issues,3
burntsushi/termcolor,141345580,2021,closed_issues,11
burntsushi/termcolor,141345580,2021,opened_issues,12
burntsushi/termcolor,141345580,2022,closed_issues,2
burntsushi/termcolor,141345580,2022,opened_issues,2
burntsushi/termcolor,141345580,2023,closed_issues,6
burntsushi/termcolor,141345580,2023,opened_issues,5
burntsushi/termcolor,141345580,2024,closed_issues,1
burntsushi/termcolor,141345580,2024,opened_issues,2
burntsushi/termcolor,141345580,2025,closed_issues,0
burntsushi/termcolor,141345580,2025,opened_issues,0
burntsushi/ucd-generate,123997498,2021,closed_issues,1
burntsushi/ucd-generate,123997498,2021,opened_issues,2
burntsushi/ucd-generate,123997498,2022,closed_issues,1
burntsushi/ucd-generate,123997498,2022,opened_issues,0
burntsushi/ucd-generate,123997498,2023,closed_issues,1
burntsushi/ucd-generate,123997498,2023,opened_issues,0
burntsushi/ucd-generate,123997498,2024,closed_issues,0
burntsushi/ucd-generate,123997498,2024,opened_issues,0
burntsushi/ucd-generate,123997498,2025,closed_issues,0
burntsushi/ucd-generate,123997498,2025,opened_issues,0
burntsushi/walkdir,42685794,2021,closed_issues,6
burntsushi/walkdir,42685794,2021,opened_issues,9
burntsushi/walkdir,42685794,2022,closed_issues,2
burntsushi/walkdir,42685794,2022,opened_issues,7
burntsushi/walkdir,42685794,2023,closed_issues,8
burntsushi/walkdir,42685794,2023,opened_issues,13
burntsushi/walkdir,42685794,2024,closed_issues,3
burntsushi/walkdir,42685794,2024,opened_issues,6
burntsushi/walkdir,42685794,2025,closed_issues,1
burntsushi/walkdir,42685794,2025,opened_issues,2
burntsushi/winapi-util,146040682,2021,closed_issues,0
burntsushi/winapi-util,146040682,2021,opened_issues,1
burntsushi/winapi-util,146040682,2022,closed_issues,0
burntsushi/winapi-util,146040682,2022,opened_issues,0
burntsushi/winapi-util,146040682,2023,closed_issues,2
burntsushi/winapi-util,146040682,2023,opened_issues,2
burntsushi/winapi-util,146040682,2024,closed_issues,2
burntsushi/winapi-util,146040682,2024,opened_issues,1
burntsushi/winapi-util,146040682,2025,closed_issues,0
burntsushi/winapi-util,146040682,2025,opened_issues,0
businho/pytest-ruff,599731435,2021,closed_issues,0
businho/pytest-ruff,599731435,2021,opened_issues,0
businho/pytest-ruff,599731435,2022,closed_issues,0
businho/pytest-ruff,599731435,2022,opened_issues,0
businho/pytest-ruff,599731435,2023,closed_issues,5
businho/pytest-ruff,599731435,2023,opened_issues,5
businho/pytest-ruff,599731435,2024,closed_issues,9
businho/pytest-ruff,599731435,2024,opened_issues,12
businho/pytest-ruff,599731435,2025,closed_issues,1
businho/pytest-ruff,599731435,2025,opened_issues,2
bytecodealliance/rustix,295544240,2021,closed_issues,12
bytecodealliance/rustix,295544240,2021,opened_issues,16
bytecodealliance/rustix,295544240,2022,closed_issues,56
bytecodealliance/rustix,295544240,2022,opened_issues,69
bytecodealliance/rustix,295544240,2023,closed_issues,79
bytecodealliance/rustix,295544240,2023,opened_issues,91
bytecodealliance/rustix,295544240,2024,closed_issues,38
bytecodealliance/rustix,295544240,2024,opened_issues,75
bytecodealliance/rustix,295544240,2025,closed_issues,75
bytecodealliance/rustix,295544240,2025,opened_issues,79
bytecodealliance/wasi-rs,196445196,2021,closed_issues,0
bytecodealliance/wasi-rs,196445196,2021,opened_issues,3
bytecodealliance/wasi-rs,196445196,2022,closed_issues,1
bytecodealliance/wasi-rs,196445196,2022,opened_issues,4
bytecodealliance/wasi-rs,196445196,2023,closed_issues,1
bytecodealliance/wasi-rs,196445196,2023,opened_issues,1
bytecodealliance/wasi-rs,196445196,2024,closed_issues,0
bytecodealliance/wasi-rs,196445196,2024,opened_issues,7
bytecodealliance/wasi-rs,196445196,2025,closed_issues,5
bytecodealliance/wasi-rs,196445196,2025,opened_issues,7
c-ares/c-ares,571708,2021,closed_issues,33
c-ares/c-ares,571708,2021,opened_issues,33
c-ares/c-ares,571708,2022,closed_issues,14
c-ares/c-ares,571708,2022,opened_issues,25
c-ares/c-ares,571708,2023,closed_issues,74
c-ares/c-ares,571708,2023,opened_issues,62
c-ares/c-ares,571708,2024,closed_issues,92
c-ares/c-ares,571708,2024,opened_issues,96
c-ares/c-ares,571708,2025,closed_issues,26
c-ares/c-ares,571708,2025,opened_issues,46
calvinmetcalf/immediate,,2021,closed_issues,0
calvinmetcalf/immediate,,2021,opened_issues,1
calvinmetcalf/immediate,,2022,closed_issues,0
calvinmetcalf/immediate,,2022,opened_issues,0
calvinmetcalf/immediate,,2023,closed_issues,0
calvinmetcalf/immediate,,2023,opened_issues,0
calvinmetcalf/immediate,,2024,closed_issues,0
calvinmetcalf/immediate,,2024,opened_issues,0
calvinmetcalf/immediate,,2025,closed_issues,0
calvinmetcalf/immediate,,2025,opened_issues,0
calvinmetcalf/minimalistic-assert,29144257,2021,closed_issues,0
calvinmetcalf/minimalistic-assert,29144257,2021,opened_issues,0
calvinmetcalf/minimalistic-assert,29144257,2022,closed_issues,0
calvinmetcalf/minimalistic-assert,29144257,2022,opened_issues,0
calvinmetcalf/minimalistic-assert,29144257,2023,closed_issues,0
calvinmetcalf/minimalistic-assert,29144257,2023,opened_issues,0
calvinmetcalf/minimalistic-assert,29144257,2024,closed_issues,0
calvinmetcalf/minimalistic-assert,29144257,2024,opened_issues,0
calvinmetcalf/minimalistic-assert,29144257,2025,closed_issues,0
calvinmetcalf/minimalistic-assert,29144257,2025,opened_issues,0
calvinmetcalf/process-nextick-args,36039131,2021,closed_issues,0
calvinmetcalf/process-nextick-args,36039131,2021,opened_issues,0
calvinmetcalf/process-nextick-args,36039131,2022,closed_issues,0
calvinmetcalf/process-nextick-args,36039131,2022,opened_issues,0
calvinmetcalf/process-nextick-args,36039131,2023,closed_issues,0
calvinmetcalf/process-nextick-args,36039131,2023,opened_issues,0
calvinmetcalf/process-nextick-args,36039131,2024,closed_issues,0
calvinmetcalf/process-nextick-args,36039131,2024,opened_issues,0
calvinmetcalf/process-nextick-args,36039131,2025,closed_issues,0
calvinmetcalf/process-nextick-args,36039131,2025,opened_issues,0
caolan/async,698041,2021,closed_issues,24
caolan/async,698041,2021,opened_issues,26
caolan/async,698041,2022,closed_issues,13
caolan/async,698041,2022,opened_issues,17
caolan/async,698041,2023,closed_issues,13
caolan/async,698041,2023,opened_issues,9
caolan/async,698041,2024,closed_issues,17
caolan/async,698041,2024,opened_issues,17
caolan/async,698041,2025,closed_issues,2
caolan/async,698041,2025,opened_issues,7
certbot/certbot,26516210,2021,closed_issues,245
certbot/certbot,26516210,2021,opened_issues,269
certbot/certbot,26516210,2022,closed_issues,191
certbot/certbot,26516210,2022,opened_issues,153
certbot/certbot,26516210,2023,closed_issues,425
certbot/certbot,26516210,2023,opened_issues,153
certbot/certbot,26516210,2024,closed_issues,163
certbot/certbot,26516210,2024,opened_issues,112
certbot/certbot,26516210,2025,closed_issues,184
certbot/certbot,26516210,2025,opened_issues,147
certifi/python-certifi,3060959,2021,closed_issues,28
certifi/python-certifi,3060959,2021,opened_issues,23
certifi/python-certifi,3060959,2022,closed_issues,19
certifi/python-certifi,3060959,2022,opened_issues,19
certifi/python-certifi,3060959,2023,closed_issues,22
certifi/python-certifi,3060959,2023,opened_issues,20
certifi/python-certifi,3060959,2024,closed_issues,9
certifi/python-certifi,3060959,2024,opened_issues,7
certifi/python-certifi,3060959,2025,closed_issues,13
certifi/python-certifi,3060959,2025,opened_issues,13
cfware/get-package-type,,2021,closed_issues,0
cfware/get-package-type,,2021,opened_issues,0
cfware/get-package-type,,2022,closed_issues,0
cfware/get-package-type,,2022,opened_issues,0
cfware/get-package-type,,2023,closed_issues,0
cfware/get-package-type,,2023,opened_issues,0
cfware/get-package-type,,2024,closed_issues,0
cfware/get-package-type,,2024,opened_issues,0
cfware/get-package-type,,2025,closed_issues,0
cfware/get-package-type,,2025,opened_issues,0
chaijs/type-detect,12107007,2021,closed_issues,0
chaijs/type-detect,12107007,2021,opened_issues,2
chaijs/type-detect,12107007,2022,closed_issues,0
chaijs/type-detect,12107007,2022,opened_issues,0
chaijs/type-detect,12107007,2023,closed_issues,1
chaijs/type-detect,12107007,2023,opened_issues,1
chaijs/type-detect,12107007,2024,closed_issues,1
chaijs/type-detect,12107007,2024,opened_issues,0
chaijs/type-detect,12107007,2025,closed_issues,0
chaijs/type-detect,12107007,2025,opened_issues,0
chalk/ansi-regex,20451415,2021,closed_issues,7
chalk/ansi-regex,20451415,2021,opened_issues,7
chalk/ansi-regex,20451415,2022,closed_issues,1
chalk/ansi-regex,20451415,2022,opened_issues,1
chalk/ansi-regex,20451415,2023,closed_issues,0
chalk/ansi-regex,20451415,2023,opened_issues,0
chalk/ansi-regex,20451415,2024,closed_issues,3
chalk/ansi-regex,20451415,2024,opened_issues,5
chalk/ansi-regex,20451415,2025,closed_issues,5
chalk/ansi-regex,20451415,2025,opened_issues,3
chalk/ansi-styles,11803168,2021,closed_issues,4
chalk/ansi-styles,11803168,2021,opened_issues,5
chalk/ansi-styles,11803168,2022,closed_issues,2
chalk/ansi-styles,11803168,2022,opened_issues,1
chalk/ansi-styles,11803168,2023,closed_issues,0
chalk/ansi-styles,11803168,2023,opened_issues,0
chalk/ansi-styles,11803168,2024,closed_issues,0
chalk/ansi-styles,11803168,2024,opened_issues,0
chalk/ansi-styles,11803168,2025,closed_issues,4
chalk/ansi-styles,11803168,2025,opened_issues,4
chalk/chalk,11855195,2021,closed_issues,34
chalk/chalk,11855195,2021,opened_issues,26
chalk/chalk,11855195,2022,closed_issues,32
chalk/chalk,11855195,2022,opened_issues,32
chalk/chalk,11855195,2023,closed_issues,27
chalk/chalk,11855195,2023,opened_issues,29
chalk/chalk,11855195,2024,closed_issues,11
chalk/chalk,11855195,2024,opened_issues,12
chalk/chalk,11855195,2025,closed_issues,7
chalk/chalk,11855195,2025,opened_issues,7
chalk/slice-ansi,43191689,2021,closed_issues,0
chalk/slice-ansi,43191689,2021,opened_issues,1
chalk/slice-ansi,43191689,2022,closed_issues,1
chalk/slice-ansi,43191689,2022,opened_issues,1
chalk/slice-ansi,43191689,2023,closed_issues,0
chalk/slice-ansi,43191689,2023,opened_issues,0
chalk/slice-ansi,43191689,2024,closed_issues,0
chalk/slice-ansi,43191689,2024,opened_issues,1
chalk/slice-ansi,43191689,2025,closed_issues,2
chalk/slice-ansi,43191689,2025,opened_issues,2
chalk/strip-ansi,15014856,2021,closed_issues,6
chalk/strip-ansi,15014856,2021,opened_issues,7
chalk/strip-ansi,15014856,2022,closed_issues,2
chalk/strip-ansi,15014856,2022,opened_issues,2
chalk/strip-ansi,15014856,2023,closed_issues,1
chalk/strip-ansi,15014856,2023,opened_issues,1
chalk/strip-ansi,15014856,2024,closed_issues,2
chalk/strip-ansi,15014856,2024,opened_issues,2
chalk/strip-ansi,15014856,2025,closed_issues,1
chalk/strip-ansi,15014856,2025,opened_issues,1
chalk/supports-color,11855007,2021,closed_issues,2
chalk/supports-color,11855007,2021,opened_issues,1
chalk/supports-color,11855007,2022,closed_issues,6
chalk/supports-color,11855007,2022,opened_issues,7
chalk/supports-color,11855007,2023,closed_issues,4
chalk/supports-color,11855007,2023,opened_issues,4
chalk/supports-color,11855007,2024,closed_issues,3
chalk/supports-color,11855007,2024,opened_issues,2
chalk/supports-color,11855007,2025,closed_issues,2
chalk/supports-color,11855007,2025,opened_issues,3
chalk/supports-hyperlinks,,2021,closed_issues,0
chalk/supports-hyperlinks,,2021,opened_issues,0
chalk/supports-hyperlinks,,2022,closed_issues,0
chalk/supports-hyperlinks,,2022,opened_issues,0
chalk/supports-hyperlinks,,2023,closed_issues,0
chalk/supports-hyperlinks,,2023,opened_issues,0
chalk/supports-hyperlinks,,2024,closed_issues,0
chalk/supports-hyperlinks,,2024,opened_issues,0
chalk/supports-hyperlinks,,2025,closed_issues,3
chalk/supports-hyperlinks,,2025,opened_issues,4
chalk/wrap-ansi,41053676,2021,closed_issues,0
chalk/wrap-ansi,41053676,2021,opened_issues,1
chalk/wrap-ansi,41053676,2022,closed_issues,3
chalk/wrap-ansi,41053676,2022,opened_issues,3
chalk/wrap-ansi,41053676,2023,closed_issues,2
chalk/wrap-ansi,41053676,2023,opened_issues,2
chalk/wrap-ansi,41053676,2024,closed_issues,0
chalk/wrap-ansi,41053676,2024,opened_issues,1
chalk/wrap-ansi,41053676,2025,closed_issues,2
chalk/wrap-ansi,41053676,2025,opened_issues,3
chalker/safer-buffer,125825141,2021,closed_issues,0
chalker/safer-buffer,125825141,2021,opened_issues,1
chalker/safer-buffer,125825141,2022,closed_issues,0
chalker/safer-buffer,125825141,2022,opened_issues,0
chalker/safer-buffer,125825141,2023,closed_issues,1
chalker/safer-buffer,125825141,2023,opened_issues,2
chalker/safer-buffer,125825141,2024,closed_issues,0
chalker/safer-buffer,125825141,2024,opened_issues,1
chalker/safer-buffer,125825141,2025,closed_issues,0
chalker/safer-buffer,125825141,2025,opened_issues,0
chardet/chardet,5196969,2021,closed_issues,3
chardet/chardet,5196969,2021,opened_issues,13
chardet/chardet,5196969,2022,closed_issues,21
chardet/chardet,5196969,2022,opened_issues,11
chardet/chardet,5196969,2023,closed_issues,3
chardet/chardet,5196969,2023,opened_issues,4
chardet/chardet,5196969,2024,closed_issues,2
chardet/chardet,5196969,2024,opened_issues,12
chardet/chardet,5196969,2025,closed_issues,1
chardet/chardet,5196969,2025,opened_issues,8
cheeriojs/dom-serializer,18991884,2021,closed_issues,6
cheeriojs/dom-serializer,18991884,2021,opened_issues,3
cheeriojs/dom-serializer,18991884,2022,closed_issues,3
cheeriojs/dom-serializer,18991884,2022,opened_issues,2
cheeriojs/dom-serializer,18991884,2023,closed_issues,0
cheeriojs/dom-serializer,18991884,2023,opened_issues,1
cheeriojs/dom-serializer,18991884,2024,closed_issues,2
cheeriojs/dom-serializer,18991884,2024,opened_issues,3
cheeriojs/dom-serializer,18991884,2025,closed_issues,0
cheeriojs/dom-serializer,18991884,2025,opened_issues,2
chicoxyzzy/node-releases,73765596,2021,closed_issues,2
chicoxyzzy/node-releases,73765596,2021,opened_issues,3
chicoxyzzy/node-releases,73765596,2022,closed_issues,3
chicoxyzzy/node-releases,73765596,2022,opened_issues,3
chicoxyzzy/node-releases,73765596,2023,closed_issues,5
chicoxyzzy/node-releases,73765596,2023,opened_issues,3
chicoxyzzy/node-releases,73765596,2024,closed_issues,0
chicoxyzzy/node-releases,73765596,2024,opened_issues,0
chicoxyzzy/node-releases,73765596,2025,closed_issues,0
chicoxyzzy/node-releases,73765596,2025,opened_issues,2
chronotope/chrono,18210201,2021,closed_issues,16
chronotope/chrono,18210201,2021,opened_issues,75
chronotope/chrono,18210201,2022,closed_issues,70
chronotope/chrono,18210201,2022,opened_issues,95
chronotope/chrono,18210201,2023,closed_issues,205
chronotope/chrono,18210201,2023,opened_issues,117
chronotope/chrono,18210201,2024,closed_issues,70
chronotope/chrono,18210201,2024,opened_issues,84
chronotope/chrono,18210201,2025,closed_issues,21
chronotope/chrono,18210201,2025,opened_issues,35
chronotope/humantime,59320323,2021,closed_issues,0
chronotope/humantime,59320323,2021,opened_issues,2
chronotope/humantime,59320323,2022,closed_issues,1
chronotope/humantime,59320323,2022,opened_issues,8
chronotope/humantime,59320323,2023,closed_issues,0
chronotope/humantime,59320323,2023,opened_issues,3
chronotope/humantime,59320323,2024,closed_issues,0
chronotope/humantime,59320323,2024,opened_issues,0
chronotope/humantime,59320323,2025,closed_issues,4
chronotope/humantime,59320323,2025,opened_issues,2
clap-rs/clap,31315121,2021,closed_issues,321
clap-rs/clap,31315121,2021,opened_issues,315
clap-rs/clap,31315121,2022,closed_issues,323
clap-rs/clap,31315121,2022,opened_issues,368
clap-rs/clap,31315121,2023,closed_issues,163
clap-rs/clap,31315121,2023,opened_issues,224
clap-rs/clap,31315121,2024,closed_issues,118
clap-rs/clap,31315121,2024,opened_issues,174
clap-rs/clap,31315121,2025,closed_issues,83
clap-rs/clap,31315121,2025,opened_issues,117
cloudflare/cloudflare-python,753271547,2021,closed_issues,0
cloudflare/cloudflare-python,753271547,2021,opened_issues,0
cloudflare/cloudflare-python,753271547,2022,closed_issues,0
cloudflare/cloudflare-python,753271547,2022,opened_issues,0
cloudflare/cloudflare-python,753271547,2023,closed_issues,0
cloudflare/cloudflare-python,753271547,2023,opened_issues,0
cloudflare/cloudflare-python,753271547,2024,closed_issues,0
cloudflare/cloudflare-python,753271547,2024,opened_issues,0
cloudflare/cloudflare-python,753271547,2025,closed_issues,5
cloudflare/cloudflare-python,753271547,2025,opened_issues,19
cloudpipe/cloudpickle,,2021,closed_issues,12
cloudpipe/cloudpickle,,2021,opened_issues,27
cloudpipe/cloudpickle,,2022,closed_issues,12
cloudpipe/cloudpickle,,2022,opened_issues,19
cloudpipe/cloudpickle,,2023,closed_issues,12
cloudpipe/cloudpickle,,2023,opened_issues,20
cloudpipe/cloudpickle,,2024,closed_issues,5
cloudpipe/cloudpickle,,2024,opened_issues,9
cloudpipe/cloudpickle,,2025,closed_issues,7
cloudpipe/cloudpickle,,2025,opened_issues,12
colinhacks/zod,245704608,2021,closed_issues,260
colinhacks/zod,245704608,2021,opened_issues,325
colinhacks/zod,245704608,2022,closed_issues,447
colinhacks/zod,245704608,2022,opened_issues,464
colinhacks/zod,245704608,2023,closed_issues,460
colinhacks/zod,245704608,2023,opened_issues,621
colinhacks/zod,245704608,2024,closed_issues,214
colinhacks/zod,245704608,2024,opened_issues,409
colinhacks/zod,245704608,2025,closed_issues,1216
colinhacks/zod,245704608,2025,opened_issues,911
colorjs/color-name,27038309,2021,closed_issues,1
colorjs/color-name,27038309,2021,opened_issues,1
colorjs/color-name,27038309,2022,closed_issues,0
colorjs/color-name,27038309,2022,opened_issues,0
colorjs/color-name,27038309,2023,closed_issues,0
colorjs/color-name,27038309,2023,opened_issues,0
colorjs/color-name,27038309,2024,closed_issues,2
colorjs/color-name,27038309,2024,opened_issues,2
colorjs/color-name,27038309,2025,closed_issues,4
colorjs/color-name,27038309,2025,opened_issues,4
comex/rust-shlex,37886228,2021,closed_issues,4
comex/rust-shlex,37886228,2021,opened_issues,2
comex/rust-shlex,37886228,2022,closed_issues,0
comex/rust-shlex,37886228,2022,opened_issues,2
comex/rust-shlex,37886228,2023,closed_issues,1
comex/rust-shlex,37886228,2023,opened_issues,1
comex/rust-shlex,37886228,2024,closed_issues,2
comex/rust-shlex,37886228,2024,opened_issues,3
comex/rust-shlex,37886228,2025,closed_issues,0
comex/rust-shlex,37886228,2025,opened_issues,0
component/escape-html,5444800,2021,closed_issues,0
component/escape-html,5444800,2021,opened_issues,0
component/escape-html,5444800,2022,closed_issues,0
component/escape-html,5444800,2022,opened_issues,0
component/escape-html,5444800,2023,closed_issues,0
component/escape-html,5444800,2023,opened_issues,0
component/escape-html,5444800,2024,closed_issues,0
component/escape-html,5444800,2024,opened_issues,0
component/escape-html,5444800,2025,closed_issues,0
component/escape-html,5444800,2025,opened_issues,0
component/toidentifier,114743189,2021,closed_issues,0
component/toidentifier,114743189,2021,opened_issues,0
component/toidentifier,114743189,2022,closed_issues,0
component/toidentifier,114743189,2022,opened_issues,0
component/toidentifier,114743189,2023,closed_issues,0
component/toidentifier,114743189,2023,opened_issues,0
component/toidentifier,114743189,2024,closed_issues,0
component/toidentifier,114743189,2024,opened_issues,0
component/toidentifier,114743189,2025,closed_issues,0
component/toidentifier,114743189,2025,opened_issues,0
conventional-changelog/commitlint,51575745,2021,closed_issues,87
conventional-changelog/commitlint,51575745,2021,opened_issues,77
conventional-changelog/commitlint,51575745,2022,closed_issues,67
conventional-changelog/commitlint,51575745,2022,opened_issues,88
conventional-changelog/commitlint,51575745,2023,closed_issues,56
conventional-changelog/commitlint,51575745,2023,opened_issues,83
conventional-changelog/commitlint,51575745,2024,closed_issues,59
conventional-changelog/commitlint,51575745,2024,opened_issues,79
conventional-changelog/commitlint,51575745,2025,closed_issues,42
conventional-changelog/commitlint,51575745,2025,opened_issues,43
conventional-changelog/conventional-changelog,15639771,2021,closed_issues,14
conventional-changelog/conventional-changelog,15639771,2021,opened_issues,52
conventional-changelog/conventional-changelog,15639771,2022,closed_issues,8
conventional-changelog/conventional-changelog,15639771,2022,opened_issues,30
conventional-changelog/conventional-changelog,15639771,2023,closed_issues,29
conventional-changelog/conventional-changelog,15639771,2023,opened_issues,41
conventional-changelog/conventional-changelog,15639771,2024,closed_issues,29
conventional-changelog/conventional-changelog,15639771,2024,opened_issues,43
conventional-changelog/conventional-changelog,15639771,2025,closed_issues,26
conventional-changelog/conventional-changelog,15639771,2025,opened_issues,26
cosmiconfig/cosmiconfig,45750507,2021,closed_issues,6
cosmiconfig/cosmiconfig,45750507,2021,opened_issues,13
cosmiconfig/cosmiconfig,45750507,2022,closed_issues,8
cosmiconfig/cosmiconfig,45750507,2022,opened_issues,4
cosmiconfig/cosmiconfig,45750507,2023,closed_issues,40
cosmiconfig/cosmiconfig,45750507,2023,opened_issues,36
cosmiconfig/cosmiconfig,45750507,2024,closed_issues,1
cosmiconfig/cosmiconfig,45750507,2024,opened_issues,4
cosmiconfig/cosmiconfig,45750507,2025,closed_issues,3
cosmiconfig/cosmiconfig,45750507,2025,opened_issues,4
coveragepy/coveragepy,138421996,2021,closed_issues,154
coveragepy/coveragepy,138421996,2021,opened_issues,126
coveragepy/coveragepy,138421996,2022,closed_issues,134
coveragepy/coveragepy,138421996,2022,opened_issues,151
coveragepy/coveragepy,138421996,2023,closed_issues,106
