repo,repo_id,year,metric,value
jawah/charset_normalizer,200259335,2025,closed_issues,17
jawah/charset_normalizer,200259335,2025,opened_issues,17
jbgutierrez/path-parse,34113780,2021,closed_issues,2
jbgutierrez/path-parse,34113780,2021,opened_issues,5
jbgutierrez/path-parse,34113780,2022,closed_issues,0
jbgutierrez/path-parse,34113780,2022,opened_issues,0
jbgutierrez/path-parse,34113780,2023,closed_issues,0
jbgutierrez/path-parse,34113780,2023,opened_issues,0
jbgutierrez/path-parse,34113780,2024,closed_issues,1
jbgutierrez/path-parse,34113780,2024,opened_issues,1
jbgutierrez/path-parse,34113780,2025,closed_issues,0
jbgutierrez/path-parse,34113780,2025,opened_issues,1
jd/tenacity,65468547,2021,closed_issues,17
jd/tenacity,65468547,2021,opened_issues,31
jd/tenacity,65468547,2022,closed_issues,5
jd/tenacity,65468547,2022,opened_issues,19
jd/tenacity,65468547,2023,closed_issues,17
jd/tenacity,65468547,2023,opened_issues,25
jd/tenacity,65468547,2024,closed_issues,17
jd/tenacity,65468547,2024,opened_issues,41
jd/tenacity,65468547,2025,closed_issues,8
jd/tenacity,65468547,2025,opened_issues,21
jedwatson/classnames,,2021,opened_issues,21
jedwatson/classnames,,2022,opened_issues,13
jedwatson/classnames,,2023,opened_issues,14
jedwatson/classnames,,2024,opened_issues,7
jedwatson/classnames,,2025,opened_issues,3
jensyt/imurmurhash-js,11802843,2021,closed_issues,1
jensyt/imurmurhash-js,11802843,2021,opened_issues,0
jensyt/imurmurhash-js,11802843,2022,closed_issues,0
jensyt/imurmurhash-js,11802843,2022,opened_issues,0
jensyt/imurmurhash-js,11802843,2023,closed_issues,0
jensyt/imurmurhash-js,11802843,2023,opened_issues,0
jensyt/imurmurhash-js,11802843,2024,closed_issues,1
jensyt/imurmurhash-js,11802843,2024,opened_issues,1
jensyt/imurmurhash-js,11802843,2025,closed_issues,0
jensyt/imurmurhash-js,11802843,2025,opened_issues,2
jestjs/jest,15062869,2021,closed_issues,365
jestjs/jest,15062869,2021,opened_issues,694
jestjs/jest,15062869,2022,closed_issues,1236
jestjs/jest,15062869,2022,opened_issues,577
jestjs/jest,15062869,2023,closed_issues,959
jestjs/jest,15062869,2023,opened_issues,465
jestjs/jest,15062869,2024,closed_issues,378
jestjs/jest,15062869,2024,opened_issues,328
jestjs/jest,15062869,2025,closed_issues,278
jestjs/jest,15062869,2025,opened_issues,204
jhchen/fast-diff,,2021,opened_issues,2
jhchen/fast-diff,,2022,opened_issues,1
jhchen/fast-diff,,2023,opened_issues,2
jhchen/fast-diff,,2024,opened_issues,2
jhchen/fast-diff,,2025,opened_issues,2
jimmywarting/formdata,,2021,opened_issues,11
jimmywarting/formdata,,2022,opened_issues,3
jimmywarting/formdata,,2023,opened_issues,0
jimmywarting/formdata,,2024,opened_issues,1
jimmywarting/formdata,,2025,opened_issues,0
jimmywarting/node-domexception,371470141,2021,opened_issues,1
jimmywarting/node-domexception,371470141,2022,opened_issues,0
jimmywarting/node-domexception,371470141,2023,opened_issues,1
jimmywarting/node-domexception,371470141,2024,opened_issues,0
jimmywarting/node-domexception,371470141,2025,opened_issues,0
jimp-dev/jimp,24008065,2021,closed_issues,10
jimp-dev/jimp,24008065,2021,opened_issues,59
jimp-dev/jimp,24008065,2022,closed_issues,9
jimp-dev/jimp,24008065,2022,opened_issues,32
jimp-dev/jimp,24008065,2023,closed_issues,158
jimp-dev/jimp,24008065,2023,opened_issues,60
jimp-dev/jimp,24008065,2024,closed_issues,85
jimp-dev/jimp,24008065,2024,opened_issues,52
jimp-dev/jimp,24008065,2025,closed_issues,0
jimp-dev/jimp,24008065,2025,opened_issues,13
jmespath/jmespath.py,8300763,2021,closed_issues,1
jmespath/jmespath.py,8300763,2021,opened_issues,9
jmespath/jmespath.py,8300763,2022,closed_issues,15
jmespath/jmespath.py,8300763,2022,opened_issues,10
jmespath/jmespath.py,8300763,2023,closed_issues,9
jmespath/jmespath.py,8300763,2023,opened_issues,11
jmespath/jmespath.py,8300763,2024,closed_issues,1
jmespath/jmespath.py,8300763,2024,opened_issues,7
jmespath/jmespath.py,8300763,2025,closed_issues,2
jmespath/jmespath.py,8300763,2025,opened_issues,2
joblib/joblib,654608,2021,closed_issues,28
joblib/joblib,654608,2021,opened_issues,71
joblib/joblib,654608,2022,closed_issues,41
joblib/joblib,654608,2022,opened_issues,78
joblib/joblib,654608,2023,closed_issues,51
joblib/joblib,654608,2023,opened_issues,0
joblib/joblib,654608,2024,closed_issues,30
joblib/joblib,654608,2024,opened_issues,56
joblib/joblib,654608,2025,closed_issues,69
joblib/joblib,654608,2025,opened_issues,57
joblib/threadpoolctl,,2021,closed_issues,4
joblib/threadpoolctl,,2021,opened_issues,7
joblib/threadpoolctl,,2022,closed_issues,4
joblib/threadpoolctl,,2022,opened_issues,7
joblib/threadpoolctl,,2023,closed_issues,5
joblib/threadpoolctl,,2023,opened_issues,10
joblib/threadpoolctl,,2024,closed_issues,6
joblib/threadpoolctl,,2024,opened_issues,6
joblib/threadpoolctl,,2025,closed_issues,2
joblib/threadpoolctl,,2025,opened_issues,3
jonathanong/ee-first,20707897,2021,closed_issues,0
jonathanong/ee-first,20707897,2021,opened_issues,0
jonathanong/ee-first,20707897,2022,closed_issues,0
jonathanong/ee-first,20707897,2022,opened_issues,0
jonathanong/ee-first,20707897,2023,closed_issues,0
jonathanong/ee-first,20707897,2023,opened_issues,0
jonathanong/ee-first,20707897,2024,closed_issues,0
jonathanong/ee-first,20707897,2024,opened_issues,0
jonathanong/ee-first,20707897,2025,closed_issues,0
jonathanong/ee-first,20707897,2025,opened_issues,1
jonschlinkert/arr-diff,,2021,opened_issues,1
jonschlinkert/arr-diff,,2022,opened_issues,1
jonschlinkert/arr-diff,,2023,opened_issues,0
jonschlinkert/arr-diff,,2024,opened_issues,0
jonschlinkert/arr-diff,,2025,opened_issues,0
jonschlinkert/arr-union,,2021,opened_issues,0
jonschlinkert/arr-union,,2022,opened_issues,0
jonschlinkert/arr-union,,2023,opened_issues,0
jonschlinkert/arr-union,,2024,opened_issues,0
jonschlinkert/arr-union,,2025,opened_issues,0
jonschlinkert/array-unique,,2021,opened_issues,0
jonschlinkert/array-unique,,2022,opened_issues,0
jonschlinkert/array-unique,,2023,opened_issues,0
jonschlinkert/array-unique,,2024,opened_issues,0
jonschlinkert/array-unique,,2025,opened_issues,0
jonschlinkert/assign-symbols,45661176,2021,closed_issues,0
jonschlinkert/assign-symbols,45661176,2021,opened_issues,0
jonschlinkert/assign-symbols,45661176,2022,closed_issues,0
jonschlinkert/assign-symbols,45661176,2022,opened_issues,0
jonschlinkert/assign-symbols,45661176,2023,closed_issues,0
jonschlinkert/assign-symbols,45661176,2023,opened_issues,0
jonschlinkert/assign-symbols,45661176,2024,closed_issues,0
jonschlinkert/assign-symbols,45661176,2024,opened_issues,0
jonschlinkert/assign-symbols,45661176,2025,closed_issues,0
jonschlinkert/assign-symbols,45661176,2025,opened_issues,0
jonschlinkert/clone-deep,,2021,opened_issues,0
jonschlinkert/clone-deep,,2022,opened_issues,2
jonschlinkert/clone-deep,,2023,opened_issues,3
jonschlinkert/clone-deep,,2024,opened_issues,3
jonschlinkert/clone-deep,,2025,opened_issues,0
jonschlinkert/copy-descriptor,,2021,opened_issues,0
jonschlinkert/copy-descriptor,,2022,opened_issues,1
jonschlinkert/copy-descriptor,,2023,opened_issues,0
jonschlinkert/copy-descriptor,,2024,opened_issues,0
jonschlinkert/copy-descriptor,,2025,opened_issues,0
jonschlinkert/define-property,40633359,2021,closed_issues,0
jonschlinkert/define-property,40633359,2021,opened_issues,0
jonschlinkert/define-property,40633359,2022,closed_issues,0
jonschlinkert/define-property,40633359,2022,opened_issues,0
jonschlinkert/define-property,40633359,2023,closed_issues,0
jonschlinkert/define-property,40633359,2023,opened_issues,0
jonschlinkert/define-property,40633359,2024,closed_issues,0
jonschlinkert/define-property,40633359,2024,opened_issues,0
jonschlinkert/define-property,40633359,2025,closed_issues,0
jonschlinkert/define-property,40633359,2025,opened_issues,0
jonschlinkert/extend-shallow,25867410,2021,closed_issues,2
jonschlinkert/extend-shallow,25867410,2021,opened_issues,3
jonschlinkert/extend-shallow,25867410,2022,closed_issues,0
jonschlinkert/extend-shallow,25867410,2022,opened_issues,0
jonschlinkert/extend-shallow,25867410,2023,closed_issues,1
jonschlinkert/extend-shallow,25867410,2023,opened_issues,1
jonschlinkert/extend-shallow,25867410,2024,closed_issues,0
jonschlinkert/extend-shallow,25867410,2024,opened_issues,0
jonschlinkert/extend-shallow,25867410,2025,closed_issues,0
jonschlinkert/extend-shallow,25867410,2025,opened_issues,0
jonschlinkert/fill-range,27113310,2021,closed_issues,0
jonschlinkert/fill-range,27113310,2021,opened_issues,0
jonschlinkert/fill-range,27113310,2022,closed_issues,0
jonschlinkert/fill-range,27113310,2022,opened_issues,0
jonschlinkert/fill-range,27113310,2023,closed_issues,0
jonschlinkert/fill-range,27113310,2023,opened_issues,0
jonschlinkert/fill-range,27113310,2024,closed_issues,0
jonschlinkert/fill-range,27113310,2024,opened_issues,1
jonschlinkert/fill-range,27113310,2025,closed_issues,0
jonschlinkert/fill-range,27113310,2025,opened_issues,0
jonschlinkert/for-in,,2021,opened_issues,0
jonschlinkert/for-in,,2022,opened_issues,0
jonschlinkert/for-in,,2023,opened_issues,0
jonschlinkert/for-in,,2024,opened_issues,0
jonschlinkert/for-in,,2025,opened_issues,0
jonschlinkert/get-value,24911025,2021,closed_issues,2
jonschlinkert/get-value,24911025,2021,opened_issues,3
jonschlinkert/get-value,24911025,2022,closed_issues,0
jonschlinkert/get-value,24911025,2022,opened_issues,0
jonschlinkert/get-value,24911025,2023,closed_issues,0
jonschlinkert/get-value,24911025,2023,opened_issues,1
jonschlinkert/get-value,24911025,2024,closed_issues,0
jonschlinkert/get-value,24911025,2024,opened_issues,1
jonschlinkert/get-value,24911025,2025,closed_issues,6
jonschlinkert/get-value,24911025,2025,opened_issues,4
jonschlinkert/global-modules,,2021,opened_issues,1
jonschlinkert/global-modules,,2022,opened_issues,0
jonschlinkert/global-modules,,2023,opened_issues,0
jonschlinkert/global-modules,,2024,opened_issues,0
jonschlinkert/global-modules,,2025,opened_issues,0
jonschlinkert/global-prefix,31455984,2021,closed_issues,0
jonschlinkert/global-prefix,31455984,2021,opened_issues,2
jonschlinkert/global-prefix,31455984,2022,closed_issues,0
jonschlinkert/global-prefix,31455984,2022,opened_issues,1
jonschlinkert/global-prefix,31455984,2023,closed_issues,0
jonschlinkert/global-prefix,31455984,2023,opened_issues,0
jonschlinkert/global-prefix,31455984,2024,closed_issues,2
jonschlinkert/global-prefix,31455984,2024,opened_issues,1
jonschlinkert/global-prefix,31455984,2025,closed_issues,0
jonschlinkert/global-prefix,31455984,2025,opened_issues,0
jonschlinkert/has-value,24310408,2021,closed_issues,0
jonschlinkert/has-value,24310408,2021,opened_issues,0
jonschlinkert/has-value,24310408,2022,closed_issues,0
jonschlinkert/has-value,24310408,2022,opened_issues,0
jonschlinkert/has-value,24310408,2023,closed_issues,0
jonschlinkert/has-value,24310408,2023,opened_issues,0
jonschlinkert/has-value,24310408,2024,closed_issues,0
jonschlinkert/has-value,24310408,2024,opened_issues,0
jonschlinkert/has-value,24310408,2025,closed_issues,0
jonschlinkert/has-value,24310408,2025,opened_issues,0
jonschlinkert/has-values,33009186,2021,closed_issues,0
jonschlinkert/has-values,33009186,2021,opened_issues,0
jonschlinkert/has-values,33009186,2022,closed_issues,0
jonschlinkert/has-values,33009186,2022,opened_issues,0
jonschlinkert/has-values,33009186,2023,closed_issues,0
jonschlinkert/has-values,33009186,2023,opened_issues,0
jonschlinkert/has-values,33009186,2024,closed_issues,0
jonschlinkert/has-values,33009186,2024,opened_issues,0
jonschlinkert/has-values,33009186,2025,closed_issues,0
jonschlinkert/has-values,33009186,2025,opened_issues,1
jonschlinkert/is-extendable,38225016,2021,closed_issues,0
jonschlinkert/is-extendable,38225016,2021,opened_issues,0
jonschlinkert/is-extendable,38225016,2022,closed_issues,0
jonschlinkert/is-extendable,38225016,2022,opened_issues,0
jonschlinkert/is-extendable,38225016,2023,closed_issues,0
jonschlinkert/is-extendable,38225016,2023,opened_issues,0
jonschlinkert/is-extendable,38225016,2024,closed_issues,0
jonschlinkert/is-extendable,38225016,2024,opened_issues,0
jonschlinkert/is-extendable,38225016,2025,closed_issues,0
jonschlinkert/is-extendable,38225016,2025,opened_issues,0
jonschlinkert/is-number,24313173,2021,closed_issues,0
jonschlinkert/is-number,24313173,2021,opened_issues,2
jonschlinkert/is-number,24313173,2022,closed_issues,0
jonschlinkert/is-number,24313173,2022,opened_issues,1
jonschlinkert/is-number,24313173,2023,closed_issues,1
jonschlinkert/is-number,24313173,2023,opened_issues,1
jonschlinkert/is-number,24313173,2024,closed_issues,0
jonschlinkert/is-number,24313173,2024,opened_issues,2
jonschlinkert/is-number,24313173,2025,closed_issues,0
jonschlinkert/is-number,24313173,2025,opened_issues,1
jonschlinkert/is-plain-object,24306940,2021,closed_issues,0
jonschlinkert/is-plain-object,24306940,2021,opened_issues,2
jonschlinkert/is-plain-object,24306940,2022,closed_issues,0
jonschlinkert/is-plain-object,24306940,2022,opened_issues,0
jonschlinkert/is-plain-object,24306940,2023,closed_issues,0
jonschlinkert/is-plain-object,24306940,2023,opened_issues,2
jonschlinkert/is-plain-object,24306940,2024,closed_issues,0
jonschlinkert/is-plain-object,24306940,2024,opened_issues,2
jonschlinkert/is-plain-object,24306940,2025,closed_issues,0
jonschlinkert/is-plain-object,24306940,2025,opened_issues,0
jonschlinkert/is-windows,,2021,opened_issues,0
jonschlinkert/is-windows,,2022,opened_issues,0
jonschlinkert/is-windows,,2023,opened_issues,0
jonschlinkert/is-windows,,2024,opened_issues,0
jonschlinkert/is-windows,,2025,opened_issues,0
jonschlinkert/isobject,21342886,2021,closed_issues,0
jonschlinkert/isobject,21342886,2021,opened_issues,2
jonschlinkert/isobject,21342886,2022,closed_issues,0
jonschlinkert/isobject,21342886,2022,opened_issues,1
jonschlinkert/isobject,21342886,2023,closed_issues,0
jonschlinkert/isobject,21342886,2023,opened_issues,0
jonschlinkert/isobject,21342886,2024,closed_issues,0
jonschlinkert/isobject,21342886,2024,opened_issues,0
jonschlinkert/isobject,21342886,2025,closed_issues,0
jonschlinkert/isobject,21342886,2025,opened_issues,0
jonschlinkert/kind-of,24491562,2021,closed_issues,0
jonschlinkert/kind-of,24491562,2021,opened_issues,2
jonschlinkert/kind-of,24491562,2022,closed_issues,0
jonschlinkert/kind-of,24491562,2022,opened_issues,2
jonschlinkert/kind-of,24491562,2023,closed_issues,1
jonschlinkert/kind-of,24491562,2023,opened_issues,1
jonschlinkert/kind-of,24491562,2024,closed_issues,0
jonschlinkert/kind-of,24491562,2024,opened_issues,0
jonschlinkert/kind-of,24491562,2025,closed_issues,0
jonschlinkert/kind-of,24491562,2025,opened_issues,0
jonschlinkert/map-cache,32450614,2021,closed_issues,0
jonschlinkert/map-cache,32450614,2021,opened_issues,0
jonschlinkert/map-cache,32450614,2022,closed_issues,0
jonschlinkert/map-cache,32450614,2022,opened_issues,0
jonschlinkert/map-cache,32450614,2023,closed_issues,0
jonschlinkert/map-cache,32450614,2023,opened_issues,0
jonschlinkert/map-cache,32450614,2024,closed_issues,0
jonschlinkert/map-cache,32450614,2024,opened_issues,0
jonschlinkert/map-cache,32450614,2025,closed_issues,0
jonschlinkert/map-cache,32450614,2025,opened_issues,0
jonschlinkert/map-visit,,2021,opened_issues,0
jonschlinkert/map-visit,,2022,opened_issues,0
jonschlinkert/map-visit,,2023,opened_issues,0
jonschlinkert/map-visit,,2024,opened_issues,0
jonschlinkert/map-visit,,2025,opened_issues,0
jonschlinkert/normalize-path,21224182,2021,closed_issues,0
jonschlinkert/normalize-path,21224182,2021,opened_issues,0
jonschlinkert/normalize-path,21224182,2022,closed_issues,0
jonschlinkert/normalize-path,21224182,2022,opened_issues,0
jonschlinkert/normalize-path,21224182,2023,closed_issues,0
jonschlinkert/normalize-path,21224182,2023,opened_issues,0
jonschlinkert/normalize-path,21224182,2024,closed_issues,0
jonschlinkert/normalize-path,21224182,2024,opened_issues,0
jonschlinkert/normalize-path,21224182,2025,closed_issues,0
jonschlinkert/normalize-path,21224182,2025,opened_issues,0
jonschlinkert/object-copy,,2021,opened_issues,0
jonschlinkert/object-copy,,2022,opened_issues,0
jonschlinkert/object-copy,,2023,opened_issues,0
jonschlinkert/object-copy,,2024,opened_issues,0
jonschlinkert/object-copy,,2025,opened_issues,0
jonschlinkert/object-visit,38545952,2021,closed_issues,0
jonschlinkert/object-visit,38545952,2021,opened_issues,0
jonschlinkert/object-visit,38545952,2022,closed_issues,0
jonschlinkert/object-visit,38545952,2022,opened_issues,0
jonschlinkert/object-visit,38545952,2023,closed_issues,0
jonschlinkert/object-visit,38545952,2023,opened_issues,0
jonschlinkert/object-visit,38545952,2024,closed_issues,0
jonschlinkert/object-visit,38545952,2024,opened_issues,0
jonschlinkert/object-visit,38545952,2025,closed_issues,0
jonschlinkert/object-visit,38545952,2025,opened_issues,0
jonschlinkert/regex-not,,2021,opened_issues,0
jonschlinkert/regex-not,,2022,opened_issues,0
jonschlinkert/regex-not,,2023,opened_issues,0
jonschlinkert/regex-not,,2024,opened_issues,0
jonschlinkert/regex-not,,2025,opened_issues,0
jonschlinkert/repeat-string,,2021,opened_issues,0
jonschlinkert/repeat-string,,2022,opened_issues,0
jonschlinkert/repeat-string,,2023,opened_issues,0
jonschlinkert/repeat-string,,2024,opened_issues,0
jonschlinkert/repeat-string,,2025,opened_issues,0
jonschlinkert/set-value,,2021,opened_issues,8
jonschlinkert/set-value,,2022,opened_issues,1
jonschlinkert/set-value,,2023,opened_issues,2
jonschlinkert/set-value,,2024,opened_issues,0
jonschlinkert/set-value,,2025,opened_issues,0
jonschlinkert/shallow-clone,,2021,opened_issues,0
jonschlinkert/shallow-clone,,2022,opened_issues,0
jonschlinkert/shallow-clone,,2023,opened_issues,1
jonschlinkert/shallow-clone,,2024,opened_issues,0
jonschlinkert/shallow-clone,,2025,opened_issues,0
jonschlinkert/to-object-path,,2021,opened_issues,0
jonschlinkert/to-object-path,,2022,opened_issues,0
jonschlinkert/to-object-path,,2023,opened_issues,0
jonschlinkert/to-object-path,,2024,opened_issues,0
jonschlinkert/to-object-path,,2025,opened_issues,0
jonschlinkert/to-regex,,2021,opened_issues,0
jonschlinkert/to-regex,,2022,opened_issues,0
jonschlinkert/to-regex,,2023,opened_issues,0
jonschlinkert/to-regex,,2024,opened_issues,0
jonschlinkert/to-regex,,2025,opened_issues,0
jonschlinkert/word-wrap,18260583,2021,closed_issues,0
jonschlinkert/word-wrap,18260583,2021,opened_issues,0
jonschlinkert/word-wrap,18260583,2022,closed_issues,0
jonschlinkert/word-wrap,18260583,2022,opened_issues,0
jonschlinkert/word-wrap,18260583,2023,closed_issues,10
jonschlinkert/word-wrap,18260583,2023,opened_issues,10
jonschlinkert/word-wrap,18260583,2024,closed_issues,0
jonschlinkert/word-wrap,18260583,2024,opened_issues,0
jonschlinkert/word-wrap,18260583,2025,closed_issues,0
jonschlinkert/word-wrap,18260583,2025,opened_issues,2
jorgebucaran/colorette,34648097,2021,closed_issues,16
jorgebucaran/colorette,34648097,2021,opened_issues,13
jorgebucaran/colorette,34648097,2022,closed_issues,3
jorgebucaran/colorette,34648097,2022,opened_issues,4
jorgebucaran/colorette,34648097,2023,closed_issues,0
jorgebucaran/colorette,34648097,2023,opened_issues,2
jorgebucaran/colorette,34648097,2024,closed_issues,2
jorgebucaran/colorette,34648097,2024,opened_issues,2
jorgebucaran/colorette,34648097,2025,closed_issues,2
jorgebucaran/colorette,34648097,2025,opened_issues,0
joshglazebrook/smart-buffer,,2021,opened_issues,3
joshglazebrook/smart-buffer,,2022,opened_issues,2
joshglazebrook/smart-buffer,,2023,opened_issues,2
joshglazebrook/smart-buffer,,2024,opened_issues,0
joshglazebrook/smart-buffer,,2025,opened_issues,0
joshglazebrook/socks,,2021,opened_issues,6
joshglazebrook/socks,,2022,opened_issues,3
joshglazebrook/socks,,2023,opened_issues,1
joshglazebrook/socks,,2024,opened_issues,10
joshglazebrook/socks,,2025,opened_issues,2
joshuakgoldberg/ts-api-utils,597893818,2021,closed_issues,0
joshuakgoldberg/ts-api-utils,597893818,2021,opened_issues,0
joshuakgoldberg/ts-api-utils,597893818,2022,closed_issues,0
joshuakgoldberg/ts-api-utils,597893818,2022,opened_issues,0
joshuakgoldberg/ts-api-utils,597893818,2023,closed_issues,54
joshuakgoldberg/ts-api-utils,597893818,2023,opened_issues,71
joshuakgoldberg/ts-api-utils,597893818,2024,closed_issues,26
joshuakgoldberg/ts-api-utils,597893818,2024,opened_issues,26
joshuakgoldberg/ts-api-utils,597893818,2025,closed_issues,12
joshuakgoldberg/ts-api-utils,597893818,2025,opened_issues,19
jpadilla/pyjwt,1408162,2021,closed_issues,43
jpadilla/pyjwt,1408162,2021,opened_issues,56
jpadilla/pyjwt,1408162,2022,closed_issues,104
jpadilla/pyjwt,1408162,2022,opened_issues,47
jpadilla/pyjwt,1408162,2023,closed_issues,35
jpadilla/pyjwt,1408162,2023,opened_issues,37
jpadilla/pyjwt,1408162,2024,closed_issues,28
jpadilla/pyjwt,1408162,2024,opened_issues,39
jpadilla/pyjwt,1408162,2025,closed_issues,19
jpadilla/pyjwt,1408162,2025,opened_issues,31
jprichardson/node-fs-extra,2791348,2021,closed_issues,57
jprichardson/node-fs-extra,2791348,2021,opened_issues,47
jprichardson/node-fs-extra,2791348,2022,closed_issues,37
jprichardson/node-fs-extra,2791348,2022,opened_issues,31
jprichardson/node-fs-extra,2791348,2023,closed_issues,29
jprichardson/node-fs-extra,2791348,2023,opened_issues,30
jprichardson/node-fs-extra,2791348,2024,closed_issues,9
jprichardson/node-fs-extra,2791348,2024,opened_issues,12
jprichardson/node-fs-extra,2791348,2025,closed_issues,12
jprichardson/node-fs-extra,2791348,2025,opened_issues,9
jprichardson/node-jsonfile,5754307,2021,closed_issues,2
jprichardson/node-jsonfile,5754307,2021,opened_issues,3
jprichardson/node-jsonfile,5754307,2022,closed_issues,2
jprichardson/node-jsonfile,5754307,2022,opened_issues,2
jprichardson/node-jsonfile,5754307,2023,closed_issues,1
jprichardson/node-jsonfile,5754307,2023,opened_issues,1
jprichardson/node-jsonfile,5754307,2024,closed_issues,1
jprichardson/node-jsonfile,5754307,2024,opened_issues,1
jprichardson/node-jsonfile,5754307,2025,closed_issues,4
jprichardson/node-jsonfile,5754307,2025,opened_issues,2
jquast/wcwidth,18464187,2021,closed_issues,1
jquast/wcwidth,18464187,2021,opened_issues,5
jquast/wcwidth,18464187,2022,closed_issues,0
jquast/wcwidth,18464187,2022,opened_issues,1
jquast/wcwidth,18464187,2023,closed_issues,17
jquast/wcwidth,18464187,2023,opened_issues,15
jquast/wcwidth,18464187,2024,closed_issues,3
jquast/wcwidth,18464187,2024,opened_issues,8
jquast/wcwidth,18464187,2025,closed_issues,4
jquast/wcwidth,18464187,2025,opened_issues,5
jquery/esprima,2833537,2021,closed_issues,21
jquery/esprima,2833537,2021,opened_issues,23
jquery/esprima,2833537,2022,closed_issues,2
jquery/esprima,2833537,2022,opened_issues,11
jquery/esprima,2833537,2023,closed_issues,0
jquery/esprima,2833537,2023,opened_issues,0
jquery/esprima,2833537,2024,closed_issues,1
jquery/esprima,2833537,2024,opened_issues,4
jquery/esprima,2833537,2025,closed_issues,0
jquery/esprima,2833537,2025,opened_issues,3
jridgewell/resolve-uri,196878944,2021,closed_issues,0
jridgewell/resolve-uri,196878944,2021,opened_issues,1
jridgewell/resolve-uri,196878944,2022,closed_issues,1
jridgewell/resolve-uri,196878944,2022,opened_issues,3
jridgewell/resolve-uri,196878944,2023,closed_issues,1
jridgewell/resolve-uri,196878944,2023,opened_issues,1
jridgewell/resolve-uri,196878944,2024,closed_issues,0
jridgewell/resolve-uri,196878944,2024,opened_issues,0
jridgewell/resolve-uri,196878944,2025,closed_issues,0
jridgewell/resolve-uri,196878944,2025,opened_issues,1
jridgewell/sourcemaps,897142826,2021,closed_issues,0
jridgewell/sourcemaps,897142826,2021,opened_issues,0
jridgewell/sourcemaps,897142826,2022,closed_issues,0
jridgewell/sourcemaps,897142826,2022,opened_issues,0
jridgewell/sourcemaps,897142826,2023,closed_issues,0
jridgewell/sourcemaps,897142826,2023,opened_issues,0
jridgewell/sourcemaps,897142826,2024,closed_issues,22
jridgewell/sourcemaps,897142826,2024,opened_issues,23
jridgewell/sourcemaps,897142826,2025,closed_issues,9
jridgewell/sourcemaps,897142826,2025,opened_issues,10
jscommunity/make-error,,2021,opened_issues,0
jscommunity/make-error,,2022,opened_issues,0
jscommunity/make-error,,2023,opened_issues,0
jscommunity/make-error,,2024,opened_issues,0
jscommunity/make-error,,2025,opened_issues,0
jsdom/cssstyle,,2021,opened_issues,5
jsdom/cssstyle,,2022,opened_issues,2
jsdom/cssstyle,,2023,opened_issues,0
jsdom/cssstyle,,2024,opened_issues,2
jsdom/cssstyle,,2025,opened_issues,40
jsdom/data-urls,,2021,opened_issues,1
jsdom/data-urls,,2022,opened_issues,1
jsdom/data-urls,,2023,opened_issues,0
jsdom/data-urls,,2024,opened_issues,0
jsdom/data-urls,,2025,opened_issues,0
jsdom/html-encoding-sniffer,,2021,opened_issues,2
jsdom/html-encoding-sniffer,,2022,opened_issues,1
jsdom/html-encoding-sniffer,,2023,opened_issues,0
jsdom/html-encoding-sniffer,,2024,opened_issues,0
jsdom/html-encoding-sniffer,,2025,opened_issues,3
jsdom/js-symbol-tree,,2021,opened_issues,0
jsdom/js-symbol-tree,,2022,opened_issues,1
jsdom/js-symbol-tree,,2023,opened_issues,0
jsdom/js-symbol-tree,,2024,opened_issues,0
jsdom/js-symbol-tree,,2025,opened_issues,0
jsdom/jsdom,,2021,opened_issues,141
jsdom/jsdom,,2022,opened_issues,119
jsdom/jsdom,,2023,opened_issues,94
jsdom/jsdom,,2024,opened_issues,90
jsdom/jsdom,,2025,opened_issues,96
jsdom/tr46,36964214,2021,closed_issues,2
jsdom/tr46,36964214,2021,opened_issues,2
jsdom/tr46,36964214,2022,closed_issues,0
jsdom/tr46,36964214,2022,opened_issues,0
jsdom/tr46,36964214,2023,closed_issues,2
jsdom/tr46,36964214,2023,opened_issues,2
jsdom/tr46,36964214,2024,closed_issues,10
jsdom/tr46,36964214,2024,opened_issues,10
jsdom/tr46,36964214,2025,closed_issues,3
jsdom/tr46,36964214,2025,opened_issues,3
jsdom/w3c-xmlserializer,,2021,opened_issues,1
jsdom/w3c-xmlserializer,,2022,opened_issues,0
jsdom/w3c-xmlserializer,,2023,opened_issues,0
jsdom/w3c-xmlserializer,,2024,opened_issues,0
jsdom/w3c-xmlserializer,,2025,opened_issues,0
jsdom/webidl-conversions,23000311,2021,closed_issues,4
jsdom/webidl-conversions,23000311,2021,opened_issues,4
jsdom/webidl-conversions,23000311,2022,closed_issues,0
jsdom/webidl-conversions,23000311,2022,opened_issues,0
jsdom/webidl-conversions,23000311,2023,closed_issues,0
jsdom/webidl-conversions,23000311,2023,opened_issues,0
jsdom/webidl-conversions,23000311,2024,closed_issues,0
jsdom/webidl-conversions,23000311,2024,opened_issues,0
jsdom/webidl-conversions,23000311,2025,closed_issues,0
jsdom/webidl-conversions,23000311,2025,opened_issues,0
jsdom/whatwg-encoding,,2021,opened_issues,0
jsdom/whatwg-encoding,,2022,opened_issues,0
jsdom/whatwg-encoding,,2023,opened_issues,0
jsdom/whatwg-encoding,,2024,opened_issues,0
jsdom/whatwg-encoding,,2025,opened_issues,2
jsdom/whatwg-mimetype,71014420,2021,closed_issues,1
jsdom/whatwg-mimetype,71014420,2021,opened_issues,1
jsdom/whatwg-mimetype,71014420,2022,closed_issues,0
